Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12)
1.6306327864481623e-10,0.16457863057383704,3.76,0.0,0.6317364841807679,0.9999999999007996,0.0,0.0,4.287445773866019e-36,3.348400877639677e-09,1.0295503748012467e-10,1.3482696072415544e-13,3.708449795130316e-12,4.4325883840172705e-14,9.920041249195052e-11
2.8225674633653744e-10,0.16457863061127778,3.76,0.0,0.631736482881479,0.9999999998282816,0.0,0.0,4.0679500686804506e-35,5.795793306707397e-09,1.7832537689230468e-10,4.031135454319681e-13,6.469182110883911e-12,1.3259710977146395e-13,1.717182754555317e-10
4.0145021402825864e-10,0.16457863064871983,3.76,0.0,0.6317364815820463,0.9999999997557587,0.0,0.0,1.5327893329330673e-34,8.24304212516191e-09,2.537919864555049e-10,8.150052949045056e-13,9.27224886041708e-12,2.682031739549242e-13,2.442411386480931e-10
5.206436817199798e-10,0.16457863068616316,3.76,0.0,0.6317364802824703,0.9999999996832308,0.0,0.0,4.0878294612540085e-34,1.0690147340321117e-08,3.2935480103081334e-10,1.370494729245545e-12,1.2117686871423917e-11,4.5120173572439636e-13,3.167690229015927e-10
6.39837149411701e-10,0.1645786307236078,3.76,0.0,0.6317364789827506,0.999999999610698,0.0,0.0,8.9638511841893e-34,1.3137108960127711e-08,4.050137530661711e-10,2.0695737383525306e-12,1.5005534054429905e-11,6.816522373536333e-13,3.8930194974809594e-10
8.782240847951435e-10,0.16457863079850094,3.76,0.0,0.6317364763828802,0.9999999994656168,0.0,0.0,3.0186452817777637e-33,1.8030601443694965e-08,5.566198188878859e-10,3.89846984844628e-12,2.0908596057577337e-11,1.2851290580289144e-12,5.3438301109792e-10
9.999999999999999e-10,0.16457863087339933,3.76,0.0,0.6317364750545591,0.9999999993914968,0.0,0.0,4.984260746261218e-33,2.0530137310837662e-08,6.342133248473081e-10,5.054337288784272e-12,2.3989687949966207e-11,1.6668882423112786e-12,6.085030760931801e-10
1.116611020178586e-09,0.16457863087339933,3.76,0.0,0.6317364737824358,0.9999999993205153,0.0,0.0,7.608853149273932e-33,2.292351964076286e-08,7.086096420267808e-10,6.3016273839881076e-12,2.6981737683426517e-11,2.079109290975893e-12,6.794844955413179e-10
1.3549979555620283e-09,0.16457863094830283,3.76,0.0,0.6317364711814172,0.9999999991753932,0.0,0.0,1.611868817133221e-32,2.7815863619796793e-08,8.609826525267317e-10,9.278976467249645e-12,3.3225276874429975e-11,3.064093016847038e-12,8.246065852187462e-10
1.8317718263289132e-09,0.1645786310981256,3.76,0.0,0.6317364659776576,0.9999999988850864,0.0,0.0,5.31982529823842e-32,3.759882919093321e-08,1.1668760228380561e-09,1.6955976614550084e-11,4.622477750575155e-11,5.6090110636870885e-12,1.1149132908451288e-09
2.308545697095798e-09,0.16457863124796923,3.76,0.0,0.6317364607716022,0.9999999985946952,0.0,0.0,1.3192320690488484e-31,4.737949868816527e-08,1.474295529005187e-09,2.692892830122656e-11,5.990954182451682e-11,8.923742039095827e-12,1.4053045429576354e-09
2.7853195678626828e-09,0.16457863139783385,3.76,0.0,0.6317364555632513,0.9999999983042179,0.0,0.0,2.7443050482084898e-31,5.715787263901081e-08,1.783236809783034e-09,3.91972931617913e-11,7.428198399148134e-11,1.3012108832234207e-11,1.69578175029423e-09
3.2620934386295676e-09,0.16457863154771962,3.76,0.0,0.6317364503526058,0.9999999980136535,0.0,0.0,5.073801306679853e-31,6.693395157048241e-08,2.0936955184397225e-09,5.376053335369594e-11,8.934450216091187e-11,1.787792033848177e-11,1.986346323602078e-09
4.215641180163337e-09,0.16457863184755447,3.76,0.0,0.6317364399244325,0.9999999974322565,0.0,0.0,1.3782502493447133e-30,8.64792264849663e-08,2.719147887427452e-09,8.976948676452686e-11,1.2154927617026345e-10,2.995705648630302e-11,2.5677432374652684e-09
5.169188921697107e-09,0.16457863214747445,3.76,0.0,0.6317364294870863,0.9999999968504931,0.0,0.0,3.036226542480177e-30,1.0601532765053755e-07,3.350618036125548e-09,1.3495148305722773e-10,1.565428013965953e-10,4.519144482938068e-11,3.1495066413304867e-09
6.122736663230876e-09,0.1645786324474801,3.76,0.0,0.6317364190405719,0.9999999962683519,0.0,0.0,5.834687618157747e-30,1.2554225928557773e-07,3.9880715258327094e-09,1.8930221742008795e-10,1.9434380656041314e-10,6.36112191830122e-11,3.731647940218232e-09
7.076284404764646e-09,0.16457863274757206,3.76,0.0,0.6317364085848934,0.9999999956858211,0.0,0.0,1.0189724985997003e-29,1.450600256068917e-07,4.6314740936434594e-09,2.52817386770786e-10,2.349707991983222e-10,8.524633923824998e-11,4.3141785861508505e-09
8.029832146298416e-09,0.1645786330477508,3.76,0.0,0.6317363981200553,0.9999999951028896,0.0,0.0,1.6578557296036296e-29,1.6456863082936625e-07,5.280791653634643e-09,3.25492690105504e-10,2.7844206664023905e-10,1.1012658972406976e-10,4.897110076337038e-09
9.936927629365956e-09,0.16457863364837083,3.76,0.0,0.6317363771629178,0.999999993935778,0.0,0.0,3.765626243622394e-29,2.0355837482812387e-07,6.597036231099145e-09,4.983065046920848e-10,3.7398955372648224e-10,1.6974080597164868e-10,6.064221784623875e-09
9.999999999999999e-09,0.16457863424934466,3.76,0.0,0.6317363764691879,0.9999999938971494,0.0,0.0,3.858533258833476e-29,2.0484723689884864e-07,6.640966445362455e-09,5.046471289672936e-10,3.7734678850494483e-10,1.7193889201562504e-10,6.1028503119214655e-09
1.1844023112433495e-08,0.16457863424934466,3.76,0.0,0.6317363561691934,0.9999999927669238,0.0,0.0,7.410403099764146e-29,2.425115249627446e-07,7.936536034888663e-09,7.077092945438524e-10,4.811282740102243e-10,2.426887219269523e-10,7.233075910188491e-09
1.3751118595501034e-08,0.1645786348506764,3.76,0.0,0.6317363351389175,0.9999999915962337,0.0,0.0,1.3195404491569884e-28,2.814281148840479e-07,9.299024583937164e-09,9.536667256711159e-10,5.999968460250648e-10,3.292024810006394e-10,8.403765974242263e-09
1.5658214078568575e-08,0.16457863545237028,3.76,0.0,0.6317363140721244,0.9999999904236134,0.0,0.0,2.182638371495574e-28,3.203081782133851e-07,1.0684238078855003e-08,1.236144496113439e-09,7.307305876328581e-10,4.295115759785938e-10,9.576386147065892e-09
1.7565309561636116e-08,0.1645786360544302,3.76,0.0,0.6317362929688488,0.9999999892489683,0.0,0.0,3.411625764026615e-28,3.591517485427557e-07,1.2091915371536605e-08,1.5551083358406214e-09,8.734615658590508e-10,5.438428792949383e-10,1.0751031228426811e-08
1.9472405044703657e-08,0.1645786366568602,3.76,0.0,0.6317362718291251,0.9999999880722029,0.0,0.0,5.098979293915173e-28,3.9795885943470937e-07,1.352179794854284e-08,1.9105240068808512e-09,1.0283186295018093e-09,6.724206597546194e-10,1.1927796631669416e-08
2.1379500527771198e-08,0.16457863725966407,3.76,0.0,0.631736250652988,0.9999999868932213,0.0,0.0,7.348742387824058e-28,4.367295444222913e-07,1.4973629913413192e-08,2.3023573033986075e-09,1.1954274418247572e-09,8.154666002791926e-10,1.310677836874821e-08
2.5193691493906276e-08,0.16457863846640805,3.76,0.0,0.6317362081916118,0.9999999845282219,0.0,0.0,1.4012092695343838e-27,5.141617706693191e-07,1.794213132061713e-08,3.1951401100252613e-09,1.5668873489105925e-09,1.1458369486550903e-09,1.5471777758991456e-08
2.8626463363427847e-08,0.16457863955379265,3.76,0.0,0.6317361698521852,0.9999999823911677,0.0,0.0,2.322757929684845e-27,5.837265334995551e-07,2.0686334939016247e-08,4.122850419482842e-09,1.9442993360931804e-09,1.4948233292161469e-09,1.760883184187252e-08
3.205923523294942e-08,0.16457864064244374,3.76,0.0,0.631736131395315,0.9999999802454143,0.0,0.0,3.645443987586934e-27,6.531737965615518e-07,2.349779160837505e-08,5.168023332822545e-09,2.3632205459005084e-09,1.8940188419149006e-09,1.9754585413481797e-08
3.549200710247099e-08,0.16457864173238032,3.76,0.0,0.6317360928212017,0.999999978090382,0.0,0.0,5.4769692918230634e-27,7.22503754359118e-07,2.6375100067777067e-08,6.3304605203042556e-09,2.8242745297773217e-09,2.344626332805828e-09,2.190961768330715e-08
3.892477897199256e-08,0.16457864282362028,3.76,0.0,0.6317360541300447,0.999999975925487,0.0,0.0,7.94026251176328e-27,7.917166010899491e-07,2.9316884463041618e-08,7.609963987446939e-09,3.3280548491504307e-09,2.847823564066164e-09,2.407451275457658e-08
4.2357550841514134e-08,0.164578643916181,3.76,0.0,0.6317360153220445,0.9999999737501405,0.0,0.0,1.1174156206326538e-26,8.608125306462201e-07,3.2321793905558146e-08,9.006336074776668e-09,3.875125812684231e-09,3.4047636545992016e-09,2.6249859327295663e-08
4.5790322711035705e-08,0.16457864501007866,3.76,0.0,0.6317359763973998,0.9999999715637493,0.0,0.0,1.5334043492796875e-26,9.29791736615317e-07,3.5388502026066413e-08,1.0519379457417543e-08,4.4660232154431395e-09,4.016575525548111e-09,2.843625040430195e-08
5.2655866450078847e-08,0.16457864720194593,3.76,0.0,0.6317358981989731,0.9999999671554418,0.0,0.0,2.713997293822918e-26,1.0674007506223582e-06,4.17021287945801e-08,1.389469247914227e-08,5.781302265351332e-09,5.409211926036279e-09,3.2844557902159064e-08
5.952141018912199e-08,0.1645786493993358,3.76,0.0,0.6317358195363525,0.9999999626957452,0.0,0.0,4.4956167867907075e-26,1.2045451857437417e-06,4.824762763304722e-08,1.7734331127599477e-08,7.277635321885294e-09,7.0342967195833056e-09,3.730425462272908e-08
6.638695392816514e-08,0.16457865160234972,3.76,0.0,0.6317357404111208,0.9999999581797887,0.0,0.0,7.068430353182208e-26,1.3412265797840566e-06,5.5015226274922826e-08,2.203672880134766e-08,8.95835447418982e-09,8.900034089962732e-09,4.182021117931081e-08
7.325249766720828e-08,0.16457865381107684,3.76,0.0,0.6317356608248546,0.9999999536026581,0.0,0.0,1.0654672085853598e-25,1.4774464657427405e-06,6.199550435798869e-08,2.6800324207785377e-08,1.0826401626983238e-08,1.101428139343245e-08,4.6397341310084986e-08
8.011804140625142e-08,0.1645786560255954,3.76,0.0,0.6317355807791263,0.9999999489594055,0.0,0.0,1.5510211382054297e-25,1.6132063718363764e-06,6.917938094128076e-08,3.202356134824466e-08,1.2884348622213734e-08,1.3384561620566329e-08,5.1040594211955016e-08
8.698358514529456e-08,0.16457865824597268,3.76,0.0,0.6317355002755021,0.9999999442450525,0.0,0.0,2.1925974718059892e-25,1.7485078215206167e-06,7.655810244205862e-08,3.770488950265841e-08,1.5134416542139317e-08,1.6018075438386877e-08,5.575494727403466e-08
9.38491288843377e-08,0.16457866047226602,3.76,0.0,0.6317354193155432,0.9999999394546006,0.0,0.0,3.0229214423811945e-25,1.883352333511677e-06,8.412323097982448e-08,4.3842763213868214e-08,1.757849422322208e-08,1.892171282583292e-08,6.054539919440004e-08
9.999999999999998e-08,0.16457866270452304,3.76,0.0,0.6317353463968792,0.9999999350940748,0.0,0.0,3.9569273076460593e-25,2.0037733061591695e-06,9.105249985189112e-08,4.972818128196205e-08,1.993421887145969e-08,2.175791268099594e-08,6.490592506046126e-08
1.0071467262338085e-07,0.16457866270452304,3.76,0.0,0.631735337900806,0.9999999345830363,0.0,0.0,4.078462782977249e-25,2.0177414218072207e-06,9.186663313793834e-08,5.043564227174589e-08,2.0218155970218698e-08,2.2102064292183283e-08,6.541696348034032e-08
1.0758021636242399e-07,0.16457866494278225,3.76,0.0,0.631735256032841,0.9999999296253376,0.0,0.0,5.399533288447496e-25,2.1516765957065784e-06,9.978046913761749e-08,5.748199169718755e-08,2.305467848563019e-08,2.5565431683690637e-08,7.037466232218101e-08
1.1444576010146713e-07,0.16457866718707376,3.76,0.0,0.6317351737131937,0.999999924576479,0.0,0.0,7.030370233296152e-25,2.2851593598303555e-06,1.0785718240082536e-07,6.498028172593797e-08,2.608905706018273e-08,2.9317838601843236e-08,7.542352081839106e-08
1.2131130384051027e-07,0.1645786694374194,3.76,0.0,0.6317350909434046,0.9999999194314384,0.0,0.0,9.019205786910878e-25,2.4181912141394827e-06,1.1608948947949205e-07,7.292898779221727e-08,2.9322021068352074e-08,3.336504045574733e-08,8.056856153041737e-08
1.2817684757955341e-07,0.16457867169383333,3.76,0.0,0.6317350077250088,0.9999999141852005,0.0,0.0,1.1418322893275201e-24,2.550773653953699e-06,1.2447037033879033e-07,8.132659051217731e-08,3.27540487953766e-08,3.771253416090481e-08,8.581479935304605e-08
1.3504239131859656e-07,0.16457867395632272,3.76,0.0,0.6317349240595361,0.9999999088327631,0.0,0.0,1.4284098201163184e-24,2.6829081699694483e-06,1.329930589865839e-07,9.01715756672314e-08,3.638538161443101e-08,4.2365567492286094e-08,9.11672366894937e-08
1.419079350576397e-07,0.16457867622488764,3.76,0.0,0.6317348399485118,0.9999999033691408,0.0,0.0,1.7677032511806172e-24,2.8145962482771874e-06,1.416510344383124e-07,9.946243418727649e-08,4.021603753712765e-08,4.732914810242617e-08,9.663085891876064e-08
1.4877347879668284e-07,0.1645786784995219,3.76,0.0,0.631734755393455,0.9999998977893697,0.0,0.0,2.1661769195778212e-24,2.9458393703781326e-06,1.5043801200365164e-07,1.0919766213381022e-07,4.424582416522209e-08,5.2608052218175643e-08,1.0221063014097067e-07
1.5563902253572598e-07,0.16457868078021326,3.76,0.0,0.6317346703958806,0.9999998920885107,0.0,0.0,2.6307101133529867e-24,3.0766390132004777e-06,1.593479348819855e-07,1.1937576068294758e-07,4.8474351070017924e-08,5.820683302904515e-08,1.0791148918711037e-07
1.6250456627476912e-07,0.16457868306694384,3.76,0.0,0.631734584957298,0.9999998862616541,0.0,0.0,3.1685966769477222e-24,3.206996649115075e-06,1.6837496605595228e-07,1.299952361083513e-07,5.29010416219772e-08,6.412982877786482e-08,1.1373834588135352e-07
1.6937011001381226e-07,0.16457868535969036,3.76,0.0,0.6317344990792116,0.9999998803039224,0.0,0.0,3.787543583723106e-24,3.3369137459506102e-06,1.7751348047334142e-07,1.4105459976409192e-07,5.752514429110554e-08,7.038117056347144e-08,1.196960775450868e-07
1.762356537528554e-07,0.16457868765842448,3.76,0.0,0.6317344127631206,0.9999998742104742,0.0,0.0,4.4956685311341925e-24,3.4663917670082898e-06,1.8675805750732703e-07,1.5255236806744848e-07,6.234574343895846e-08,7.696478986541922e-08,1.2578952573175853e-07
1.8310119749189855e-07,0.1645786899631133,3.76,0.0,0.6317343260105192,0.9999998679765066,0.0,0.0,5.301496616286694e-24,3.5954321710760456e-06,1.9610347368479733e-07,1.6448706248165768e-07,6.736176962331361e-08,8.3884425800937e-08,1.320234931817e-07
1.899667412309417e-07,0.16457869227371957,3.76,0.0,0.6317342388228967,0.999999861597259,0.0,0.0,6.213956149322717e-24,3.724036412442302e-06,2.0554469567297613e-07,1.7685720949861907e-07,7.257200943562325e-08,9.114363212391343e-08,1.384027409865607e-07
1.9683228496998483e-07,0.16457869459020183,3.76,0.0,0.6317341512017374,0.999999855068014,0.0,0.0,7.242373660427752e-24,3.852205940909306e-06,2.150768735152138e-07,1.8966134062156504e-07,7.797511489003309e-08,9.874578397501859e-08,1.4493198595365284e-07
2.0369782870902797e-07,0.1645786969125147,3.76,0.0,0.6317340631485201,0.9999998483841019,0.0,0.0,8.396468155792238e-24,3.979942201806046e-06,2.2469533410724484e-07,2.0289799234770514e-07,8.356961238186724e-08,1.0669408439164676e-07,1.5161589816096593e-07
2.1056337244807112e-07,0.1645786992406095,3.76,0.0,0.6317339746647191,0.9999998415409013,0.0,0.0,9.686344677505117e-24,4.10724663600079e-06,2.3439557490539343e-07,2.1656570615085127e-07,8.935391123300303e-08,1.149915705861829e-07,1.584590986939049e-07
2.1742891618711426e-07,0.16457870157443397,3.76,0.0,0.6317338857518037,0.9999998345338422,0.0,0.0,1.1122487220770458e-23,4.234120679913248e-06,2.441732578584096e-07,2.306630284640309e-07,9.532631184106746e-08,1.2364112000089304e-07,1.6546615755509727e-07
2.242944599261574e-07,0.16457870391393298,3.76,0.0,0.6317337964112378,0.9999998273584083,0.0,0.0,1.2715751060029031e-23,4.360565765526406e-06,2.5402420355493395e-07,2.4518851066209493e-07,1.01485013448699e-07,1.3264545614742412e-07,1.7264159173898827e-07
2.3116000366520054e-07,0.1645787062590484,3.76,0.0,0.6317337066444813,0.9999998200101367,0.0,0.0,1.4477354534371685e-23,4.4865833203980055e-06,2.6394438557893446e-07,2.6014070904432484e-07,1.0782812154839185e-07,1.4200715423855369e-07,1.7998986346332508e-07
2.3802554740424368e-07,0.1645787086097196,3.76,0.0,0.6317336164529879,0.9999998124846214,0.0,0.0,1.6418870341345425e-23,4.612174767671745e-06,2.7392992506574745e-07,2.7551818481704777e-07,1.1435365493781464e-07,1.5172864661954336e-07,1.8751537854997163e-07
2.4489109114328685e-07,0.16457871096588336,3.76,0.0,0.6317335258382073,0.9999998047775152,0.0,0.0,1.855221638638311e-23,4.7373415260881884e-06,2.839770854515904e-07,2.9131950407626165e-07,1.2105955243996452e-07,1.618122280062124e-07,1.9522248494778895e-07
2.5175663488233e-07,0.16457871332747426,3.76,0.0,0.6317334348015841,0.9999997968845286,0.0,0.0,2.088964623313673e-23,4.8620850099954e-06,2.9408226740965024e-07,3.075432377902768e-07,1.2794367930199355e-07,1.72260060536614e-07,2.0311547139060786e-07
2.586221786213732e-07,0.16457871569442498,3.76,0.0,0.6317333433445576,0.9999997888014337,0.0,0.0,2.344373919831142e-23,4.986406629359344e-06,3.0424200396610385e-07,3.241879617823797e-07,1.3500383328599902e-07,1.8307417864294425e-07,2.1119856618361363e-07
