Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32),C4H6(3180),C4H6(4860)
0.0015464669328393154,0.34736089176234,3.76,0.0,0.0068358452246516654,0.16101054506575938,0.7901396101680787,1.4791717614602928e-13,9.0504053504499e-11,0.0007561616209231704,4.066106647272658e-05,0.15598669687275424,0.00012719630029116576,0.15875352874646217,0.0004878020064510274,0.6399379644067809,3.5048375319003726e-08,2.557163227980511e-07,1.872716772526718e-05,0.00019289797661704896,0.04195899519680511,1.006731339345169e-05,0.006085655732101852,1.159872188819771e-05,0.7903530255762093,3.276559645970682e-06,4.999334137711911e-06,1.2777758703861086e-10,1.68199659120532e-08,3.839165188778001e-06,1.1700046732302975e-08,7.907131250137776e-10,0.0018105117757467354,1.9668569487090535e-07,0.0024433780177144835,3.6033073143388213e-12,2.328525210268386e-07,9.68605510359399e-08,6.278697349586393e-11,0.0437805887429588,0.0005378419618260944,3.966800028508265e-05,2.791346304649126e-12,0.00033666448993838926,1.5580353343291657e-10,6.915792092487354e-14,2.477511956339673e-09,1.204316658419256e-07,8.589953879606611e-13,1.865518112204635e-13,8.99422546835591e-10,5.859661696793499e-11,2.707142816951262e-09,8.107280381690546e-05,3.628383946321139e-08,3.780795632868284e-10,6.368319440262483e-08,2.949580564898827e-11,3.0650085552984696e-08,6.107063849642673e-10,1.6149405957418945e-07,4.669914995662717e-11,8.490794073311575e-10,3.7213731645035515e-06,0.00046629225708399584,1.1731286354645047e-06,8.541076287157958e-08,2.0117875786558624e-05,2.358550826382285e-10
0.0015523852239126962,0.3473859286298043,3.76,0.0,0.006816285881731805,0.16044561598178225,0.7905571374452528,1.473684673633097e-13,9.004524545380694e-11,0.0007541703004477614,4.048721260150017e-05,0.15604378764126037,0.00012693105818295134,0.15840954599422702,0.0004852634812628377,0.6401953044450077,3.477406000968581e-08,2.541297165524626e-07,1.868309964383303e-05,0.00019137347907279635,0.04198008790786518,1.0013341521267308e-05,0.006058746371607946,1.15310341327316e-05,0.7909929033665013,3.261415832425324e-06,4.969237782393353e-06,1.2681040167563057e-10,1.6758940684003572e-08,3.82894557489878e-06,1.161148145998743e-08,7.871013481930578e-10,0.0018051752386479191,1.9513937874340032e-07,0.0024350208576455605,3.5875571281277768e-12,2.3166987888319592e-07,9.63815889659923e-08,6.256752066027394e-11,0.04383860303580287,0.0005374330027482233,3.9555602627578586e-05,2.7817380790688e-12,0.0003365935904198669,1.55550285260084e-10,6.886064008805283e-14,2.465204103086931e-09,1.2008728613024576e-07,8.534708963920094e-13,1.8535203907594545e-13,8.935983333952079e-10,5.838698288862216e-11,2.7013641948121924e-09,8.089640664525082e-05,3.611049775191314e-08,3.762733327332188e-10,6.358350259419017e-08,2.943162889637698e-11,3.056463638404848e-08,6.077924187007401e-10,1.6096855967858523e-07,4.644348810604269e-11,8.436420887322901e-10,3.703222273451113e-06,0.0004649790416969269,1.1698247498245943e-06,8.499769282182277e-08,2.0063342169622742e-05,2.351177723821487e-10
0.001558303514986077,0.3474108092917985,3.76,0.0,0.006796868641771335,0.1598843396179065,0.7909717644568093,1.4682244839078096e-13,8.958954866402219e-11,0.000752189077395703,4.0314585436493155e-05,0.15610045941290962,0.00012666670438017948,0.15806772728932278,0.0004827462130207277,0.640451260734909,3.4502685615878844e-08,2.525573379075528e-07,1.8639275514656386e-05,0.00018986688859732367,0.04200103626642546,9.959842749575024e-06,0.006032063604308644,1.14639403819947e-05,0.7916286236131851,3.246371997377124e-06,4.939412193887363e-06,1.2585402762979608e-10,1.6698220829190912e-08,3.818755172009618e-06,1.152390655637133e-08,7.835177877850697e-10,0.0017998788098952797,1.9360976959719789e-07,0.002426732139057882,3.571929920283448e-12,2.3049705389464984e-07,9.590654388976529e-08,6.234983296717198e-11,0.04389630607036954,0.0005370271658024196,3.9443965764387646e-05,2.7721940824358816e-12,0.0003365237050016614,1.5529887954545786e-10,6.856503178000703e-14,2.4529933579811353e-09,1.1974460011279067e-07,8.479962102600985e-13,1.84163083281908e-13,8.878271129408091e-10,5.817897523180774e-11,2.695606627009971e-09,8.072111205806602e-05,3.5938641353699945e-08,3.744825792099101e-10,6.348429895290384e-08,2.936785328605814e-11,3.047967244076006e-08,6.049033846133527e-10,1.6044647387990963e-07,4.619009975008723e-11,8.382581295307811e-10,3.6852300025889023e-06,0.00046367717519270606,1.1665494165792582e-06,8.458814888607658e-08,2.0009288826949104e-05,2.343867438266932e-10
0.0015642218060594579,0.34743553527087034,3.76,0.0,0.006777591614857709,0.15932668118818932,0.7913835202421682,1.4627825506056518e-13,8.913693618972666e-11,0.0007502178709947917,4.014317256301084e-05,0.1561567166374562,0.00012640323496995493,0.15772805223988814,0.0004802499505057472,0.640705845809429,3.423421173393925e-08,2.509990174626948e-07,1.859569285104944e-05,0.00018837792832527236,0.042021842316247414,9.906811290817846e-06,0.006005604649429378,1.1397433472161609e-05,0.7922602264195712,3.231427243536535e-06,4.909854039004896e-06,1.2490830616364207e-10,1.663780479938184e-08,3.8085939682867304e-06,1.1437307474245676e-08,7.79962127772145e-10,0.0017946220404322572,1.9209663387328588e-07,0.002418511035333248,3.556424309835569e-12,2.293339316725832e-07,9.54353709498299e-08,6.213388954163427e-11,0.043953700401971656,0.0005366244302638384,3.9333081751411275e-05,2.7627136803948875e-12,0.00033645482951290316,1.5504930093384453e-10,6.827108553918087e-14,2.4408786202178417e-09,1.1940359473816927e-07,8.425707374688829e-13,1.8298481525246481e-13,8.821082488607599e-10,5.797257555306075e-11,2.689870011105302e-09,8.054691118024646e-05,3.576825178542324e-08,3.727071101217481e-10,6.338558012419959e-08,2.9304475589096005e-11,3.039518944690388e-08,6.020389728676707e-10,1.5992776991028374e-07,4.5938956668703157e-11,8.329268244111291e-10,3.667394349494245e-06,0.00046238651587704926,1.1633022792431047e-06,8.418208625223075e-08,1.995570972460693e-05,2.336619207371565e-10
0.0015701400971328387,0.3474601080689542,3.76,0.0,0.0067584529479937285,0.1587726063544726,0.7917924334510018,1.4573623964524778e-13,8.868738130870896e-11,0.0007482566014850995,3.997296174174692e-05,0.15621256370446387,0.00012614064608401147,0.15739050070791805,0.00047777444641321334,0.6409590720344691,3.3968598650702736e-08,2.494545884006925e-07,1.8552349206365404e-05,0.00018690632671890259,0.04204250806721525,9.854241450761405e-06,0.005979366770750252,1.1331506352632768e-05,0.7928877513645138,3.2165806846149528e-06,4.880560038233339e-06,1.2397308144955279e-10,1.65776910478233e-08,3.79846195085008e-06,1.1351669933169847e-08,7.764340569037841e-10,0.0017894044875663487,1.9059974210142162e-07,0.0024103567321149284,3.5410389365725236e-12,2.2818039955974728e-07,9.496802595959318e-08,6.191966981458943e-11,0.04401078855744812,0.0005362247753865288,3.922294275092383e-05,2.753296247702397e-12,0.0003363869596717546,1.5480153417748889e-10,6.797879095969582e-14,2.428858804094801e-09,1.1906425676382092e-07,8.371938950241254e-13,1.8181710837815257e-13,8.764411144263827e-10,5.77677656709485e-11,2.6841542455387984e-09,8.037379518607986e-05,3.5599310866556275e-08,3.709467360269188e-10,6.328734279019448e-08,2.924149259452443e-11,3.031118318269671e-08,5.991988786973521e-10,1.59412415893294e-07,4.5690031086133074e-11,8.276474797140609e-10,3.649713344679779e-06,0.0004611069242755507,1.16008298691568e-06,8.377946107440943e-08,1.990259892254277e-05,2.3294322803139843e-10
0.0015819766792796004,0.34750880003022067,3.76,0.0,0.006720583459681558,0.15767507230080166,0.7926018448435747,1.4465891699294806e-13,8.779733924172525e-11,0.0007443635588866339,3.9636098149735245e-05,0.15632304463132346,0.00012561809459716127,0.15672168888138127,0.0004728847432418605,0.6414614965888623,3.344579938259704e-08,2.4640674969735747e-07,1.8466369382741305e-05,0.00018401413903193964,0.042083426547845255,9.750464302659477e-06,0.005927543512812029,1.1201363834450606e-05,0.7941307234349094,3.1871786617460973e-06,4.822751641749193e-06,1.2213351306890593e-10,1.645836420961185e-08,3.778285419992862e-06,1.1183223645214338e-08,7.69459460770249e-10,0.001779085291843325,1.8765379235366297e-07,0.002394245329430067,3.5106235616702085e-12,2.259016634581611e-07,9.404464633837488e-08,6.149632067091968e-11,0.044124056308368534,0.0005354346245941285,3.9004868954139256e-05,2.7346478337470523e-12,0.00033625421929915763,1.5431137578299408e-10,6.739911548924795e-14,2.4050996854782035e-09,1.1839053185997897e-07,8.265838127352338e-13,1.795128811132699e-13,8.652595749287597e-10,5.736284385842354e-11,2.672784862938601e-09,8.003078280093604e-05,3.526570372656195e-08,3.674705303843647e-10,6.309229951554323e-08,2.911669796148995e-11,3.014458423376902e-08,5.935904486632113e-10,1.583916321101402e-07,4.519872347693339e-11,8.17241953685826e-10,3.6148075617909245e-06,0.0004585803970905788,1.1537265607891608e-06,8.298435095043794e-08,1.979775891500353e-05,2.3152393904344942e-10
0.001593813261426362,0.3475568967903473,3.76,0.0,0.006683246057189455,0.15659147142568514,0.7934002202908345,1.4359016779642677e-13,8.691921536812762e-11,0.0007405093307806999,3.930390013755234e-05,0.15643193614400805,0.00012509901978550905,0.15606113563259855,0.0004680752004881002,0.6419586300977285,3.293398337650659e-08,2.4341253697316406e-07,1.8381317245936046e-05,0.00018118825521600603,0.04212380713359182,9.648467553664484e-06,0.005876572798875293,1.1073458617130856e-05,0.7953578462998184,3.1581590593709495e-06,4.765961803477546e-06,1.2033413165803252e-10,1.634022801900419e-08,3.7582254591517582e-06,1.1018458563735125e-08,7.625916015208256e-10,0.0017689178045692522,1.8477016301957278e-07,0.0023783916536967323,3.4806733151846327e-12,2.2365997782659378e-07,9.313606446615332e-08,6.107962692067173e-11,0.04423612898404297,0.0005346565473408298,3.878968373548629e-05,2.7162440155220935e-12,0.00033612544763255033,1.5382828456755355e-10,6.682592344850558e-14,2.381707664768445e-09,1.1772332445298174e-07,8.161614735793128e-13,1.7724942643109054e-13,8.542776698200635e-10,5.696406946653055e-11,2.6614976827404274e-09,7.969200532489554e-05,3.493768033131599e-08,3.6405250761981634e-10,6.289914331491182e-08,2.8993444073211215e-11,2.9979842915941576e-08,5.880757542173467e-10,1.5738387513978452e-07,4.471596330942582e-11,8.07036226642164e-10,3.5804975332412745e-06,0.0004560965207199684,1.1474774388703178e-06,8.22024815723968e-08,1.969472309871492e-05,2.301282984944929e-10
0.0016056498435731237,0.3476044096559908,3.76,0.0,0.006646427157392451,0.15552154441118787,0.7941877756199391,1.425299852902943e-13,8.605280743195479e-11,0.0007366933133520367,3.897627579716659e-05,0.15653927129041698,0.0001245833921597894,0.1554086886051431,0.00046334397313344564,0.6424505657693803,3.2432856369084056e-08,2.40470703690293e-07,1.8297174591877398e-05,0.00017842668277200249,0.04216366474572248,9.54820883569801e-06,0.005826434257407662,1.0947738175701587e-05,0.7965694185782579,3.1295151783299757e-06,4.710166117324581e-06,1.1857378903540456e-10,1.6223270246568603e-08,3.738281932424684e-06,1.0857269469764046e-08,7.558281522734264e-10,0.001758898703126762,1.8194715683318954e-07,0.0023627896114419224,3.451178025990445e-12,2.2145450072765719e-07,9.22419497573581e-08,6.066943454169125e-11,0.044347025815022326,0.000533890377674663,3.857732805889849e-05,2.6980801040937086e-12,0.00033600060699235843,1.5335214251275303e-10,6.625913395296402e-14,2.3586746625318247e-09,1.1706253607120968e-07,8.059225225128866e-13,1.7502579854351847e-13,8.434907207683562e-10,5.65713061295864e-11,2.6502919213419994e-09,7.935739403513255e-05,3.4615105565505255e-08,3.606912598265742e-10,6.270784893700738e-08,2.8871705926974662e-11,2.9816927389101745e-08,5.826525302167034e-10,1.563889035488156e-07,4.424154359162347e-11,7.970251462321574e-10,3.5467686266499826e-06,0.00045365425532404197,1.1413330050502584e-06,8.143352723575132e-08,1.9593447169051835e-05,2.2875574524267932e-10
0.0016174864257198854,0.34765134965340516,3.76,0.0,0.006610113686739717,0.15446503842349027,0.7949647210351211,1.41478370439755e-13,8.519791784965487e-11,0.0007329149172491941,3.865313572881673e-05,0.1566450822465479,0.00012407118281041154,0.1547641991403918,0.0004586892718125322,0.642937394412565,3.194213384978201e-08,2.3758004017562611e-07,1.821392378132129e-05,0.00017572750331445197,0.042203013820785056,9.44964710468575e-06,0.005777108150286967,1.0824151599352997e-05,0.7977657313044254,3.1012404828517134e-06,4.655340939276599e-06,1.1685137778760897e-10,1.6107478727587263e-08,3.7184546878021746e-06,1.0699554881703809e-08,7.491668543262671e-10,0.0017490247572137696,1.7918313407553698e-07,0.0023474332866958506,3.422127820172057e-12,2.192844150598106e-07,9.136198123020465e-08,6.026559394604221e-11,0.04445676561438427,0.0005331359499978906,3.836774444083539e-05,2.68015154068054e-12,0.00033587965843928153,1.5288283338827358e-10,6.569866712104395e-14,2.3359928474359184e-09,1.164080708148923e-07,7.958627336557236e-13,1.7284107971254548e-13,8.328941896224026e-10,5.6184421305955994e-11,2.639166807441733e-09,7.902688109182718e-05,3.429784861489463e-08,3.573854239154253e-10,6.251839166378013e-08,2.875145884131803e-11,2.965580661936882e-08,5.773185835542026e-10,1.5540648166443163e-07,4.3775263697657876e-11,7.872037258972807e-10,3.513606677889995e-06,0.0004512525928984212,1.1352907233137417e-06,8.067717291953537e-08,1.9493888170698095e-05,2.2740573475751156e-10
0.001629323007866647,0.3476977275026097,3.76,0.0,0.006574293056497603,0.15342170689860962,0.7957312613101453,1.4043520162318407e-13,8.435435348292202e-11,0.0007291735669572427,3.833439293822947e-05,0.1567494003453463,0.0001235623633534106,0.15412752216224185,0.0004541093606584374,0.6434192045218762,3.1461540653041054e-08,2.3473937219313e-07,1.8131547712583336e-05,0.0001730888692050606,0.042241868328636724,9.35274258560174e-06,0.005728575348026417,1.070264952823797e-05,0.798947068181556,3.073328594139957e-06,4.6014633561723445e-06,1.1516582946740465e-10,1.59928413621366e-08,3.6987435566670646e-06,1.05452168900925e-08,7.426055143797717e-10,0.0017392928258117232,1.7647651011489792e-07,0.0023323169350305227,3.393513109114789e-12,2.1714892759231456e-07,9.049584713578794e-08,5.986795983021409e-11,0.04456536678982563,0.000532393099265751,3.816087690108282e-05,2.662453890937861e-12,0.00033576256192739185,1.524202427576514e-10,6.514444404718068e-14,2.3136546241353833e-09,1.1575983506836268e-07,7.859780054201689e-13,1.7069437919285145e-13,8.224836730836421e-10,5.580328614841879e-11,2.62812158115842e-09,7.870039956054135e-05,3.3985782786982554e-08,3.5413367974584643e-10,6.233074728612847e-08,2.8632678464171286e-11,2.9496450345141385e-08,5.720717901558179e-10,1.5443637938621237e-07,4.331692911980684e-11,7.775671383825559e-10,3.4809979717477697e-06,0.00044889055611117823,1.1293481348136e-06,7.993311385661424e-08,1.939600444929693e-05,2.2607773853360983e-10
0.0016411595900134087,0.34774355365619264,3.76,0.0,0.00653895314022767,0.15239130934409623,0.7964875959661547,1.3940046073862012e-13,8.352192549472028e-11,0.0007254687002373387,3.801996274901895e-05,0.15685225610345563,0.0001230569058957035,0.1534985160700343,0.00044960255531941893,0.6438960823564508,3.099081059057313e-08,2.319475596514331e-07,1.8050029799455484e-05,0.00017050900049290387,0.042280241789130174,9.257456723454586e-06,0.005680817306987058,1.0583184091942531e-05,0.8001137058167899,3.0457732849557147e-06,4.548511157326216e-06,1.1351611296853048e-10,1.587934611711523e-08,3.679148353959611e-06,1.0394161008575795e-08,7.361420021021054e-10,0.0017296998543564507,1.7382575318132383e-07,0.002317434978002232,3.3653245790162796e-12,2.1504726811993799e-07,8.964324462657388e-08,5.947639103615673e-11,0.04467284735489942,0.0005316616611585823,3.7956670916173495e-05,2.6449828402143555e-12,0.00033564927644066554,1.5196425798483271e-10,6.45963867870054e-14,2.291652624104649e-09,1.1511773746585516e-07,7.76264355857728e-13,1.6858483222098143e-13,8.122548976111989e-10,5.542777538489471e-11,2.6171554932756386e-09,7.83778834301359e-05,3.367878535217383e-08,3.5093474847101605e-10,6.214489208307715e-08,2.8515340779375622e-11,2.933882904704091e-08,5.669100923217969e-10,1.5347837203043786e-07,4.286635124949159e-11,7.681107097387215e-10,3.448929224673634e-06,0.0004465671972247911,1.123502855158513e-06,7.92010551105833e-08,1.9299755606602518e-05,2.2477124354749117e-10
0.001664832754306932,0.3478335913530556,3.76,0.0,0.00646966913593353,0.1503683834574815,0.7979704212070184,1.373561183623239e-13,8.188974417482342e-11,0.0007181662328800071,3.740371260914049e-05,0.1570536987277163,0.00012205596782672077,0.15226296693378652,0.00044080177148651725,0.6448353754856686,3.0077917931335036e-08,2.2650610416990762e-07,1.7889504567910393e-05,0.00016551876116057925,0.04235559748795908,9.071592589463738e-06,0.005587554140263246,1.0350178774103322e-05,0.802403955584548,2.9917082275098384e-06,4.445297427747634e-06,1.1032022862159751e-10,1.565573422494391e-08,3.640304917050808e-06,1.0101533912132477e-08,7.235002413527445e-10,0.0017109189897458257,1.6868596522632676e-07,0.002288352733540115,3.310190125494603e-12,2.1094246289782485e-07,8.797746570351755e-08,5.871090475227935e-11,0.04488451679895859,0.0005302323699905705,3.755603255814251e-05,2.610703852006472e-12,0.00033543397031483,1.510716645007981e-10,6.35184627615689e-14,2.248628905187751e-09,1.1385160226951302e-07,7.573349381503311e-13,1.644738643467547e-13,7.923260971053207e-10,5.469314318988619e-11,2.5954577891820535e-09,7.774448802576354e-05,3.307952370006129e-08,3.446904067467586e-10,6.17784566874841e-08,2.828489913154148e-11,2.9028676885253642e-08,5.568340700598873e-10,1.5159776970442914e-07,4.1987739498044874e-11,7.497203659778058e-10,3.3863605394897955e-06,0.0004420328643077836,1.1120950423324682e-06,7.777180576592223e-08,1.9112006999558003e-05,2.2222077965819315e-10
0.0016885059186004553,0.3479215411293353,3.76,0.0,0.006402173128359492,0.14839445121731937,0.7994146941764219,1.3534491302908688e-13,8.029994424095717e-11,0.0007110032673431873,3.680375122680351e-05,0.15724963887573773,0.00012106815446467972,0.15105648461607235,0.0004322744057479481,0.6457559219417709,2.9201492831463333e-08,2.2124719067101172e-07,1.7732224959133585e-05,0.00016074379122807547,0.04242918066768422,8.891768942092701e-06,0.005497181214843793,1.0124780411273538e-05,0.8046385598757665,2.938998339083902e-06,4.345535122318185e-06,1.0725616504712933e-10,1.5436548246692568e-08,3.601922585720619e-06,9.82098087547148e-09,7.112257048242824e-10,0.0016926593543937747,1.6375249468404881e-07,0.0022601450463759294,3.2566550824101767e-12,2.069642682658094e-07,8.636238816745528e-08,5.7968083778448856e-11,0.04509191057404488,0.000528846781868676,3.716542070605787e-05,2.5772822900172514e-12,0.0003352333970431606,1.5020418793387688e-10,6.246429042819826e-14,2.2068669525952863e-09,1.126089766055884e-07,7.390448568883865e-13,1.605017426923843e-13,7.730760189741525e-10,5.397958982111557e-11,2.574067905400103e-09,7.712618576584774e-05,3.249915548946865e-08,3.3864293558878925e-10,6.141890487612608e-08,2.8059948672427253e-11,2.8725127916546316e-08,5.470752890743124e-10,1.4976298022971607e-07,4.113802975177258e-11,7.31998155665072e-10,3.3258023830382044e-06,0.0004376425658019722,1.1010496023801728e-06,7.638724758543798e-08,1.8930342684199034e-05,2.1975052929953787e-10
0.0017121790828939787,0.34800747760033446,3.76,0.0,0.006336382708200548,0.14646778869993327,0.8008218385573743,1.3336650439732146e-13,7.875115638571524e-11,0.0007039757419967193,3.621947663608931e-05,0.15744029379983213,0.00012009325791299626,0.14987805134017862,0.00042400865371492,0.6466583386334209,2.8359694837660275e-08,2.1616280923316824e-07,1.7578074843545952e-05,0.00015617200472659126,0.042501084846663435,8.7177167353606e-06,0.0054095691598927565,9.906654228815307e-06,0.8068194980607635,2.8875987673966337e-06,4.249069245679689e-06,1.0431686726948069e-10,1.522169459635967e-08,3.5639993248160038e-06,9.551855448035457e-09,6.993033956953247e-10,0.0016748993556743954,1.5901478534507179e-07,0.0022327727380861105,3.2046538767351142e-12,2.031072724932736e-07,8.479587935551477e-08,5.7246934965005585e-11,0.04529515966155408,0.0005275036222227278,3.678444735452407e-05,2.5446875154542343e-12,0.0003350472052619522,1.4936099198053692e-10,6.143327985766662e-14,2.166315124286945e-09,1.1138920277672857e-07,7.213661418493011e-13,1.5666239293329496e-13,7.544746849937082e-10,5.328623060723842e-11,2.5529802029678885e-09,7.652248300015566e-05,3.19368268651006e-08,3.327834377953597e-10,6.106606281376876e-08,2.7840309802222872e-11,2.842797028197837e-08,5.376194314433803e-10,1.4797238671823735e-07,4.031590496593658e-11,7.149116480836922e-10,3.2671624380623507e-06,0.00043338968410646067,1.0903498862286041e-06,7.504533714856106e-08,1.875448046748039e-05,2.173568948208664e-10
0.001735852247187502,0.3480914715598174,3.76,0.0,0.006272221067279241,0.14458675248151176,0.8021932088627184,1.3142050067688764e-13,7.724206794997463e-11,0.0006970797695058261,3.565031680808928e-05,0.15762586994333336,0.00011913107598835582,0.14872669585738224,0.00041599337144380554,0.6475432132314705,2.7550796794971034e-08,2.1124539028775125e-07,1.742694456482056e-05,0.0001517921488598052,0.04257139774030982,8.549182418003485e-06,0.005324596095907219,9.695484451208476e-06,0.8089486556713801,2.837466645339361e-06,4.15575372807653e-06,1.0149574450896544e-10,1.5011080980572996e-08,3.5265328695967806e-06,9.293553729461714e-09,6.877191265511366e-10,0.001657618542141724,1.544629446225451e-07,0.002206198811329801,3.1541244754097675e-12,1.993663613668952e-07,8.327592180791055e-08,5.654651965553854e-11,0.0454943896939532,0.0005262016395806536,3.641274394487056e-05,2.512890420148209e-12,0.00033487503809161325,1.485412687319354e-10,6.042485551380501e-14,2.126924641457443e-09,1.1019165206979813e-07,7.042723602634562e-13,1.5295007463290464e-13,7.364937811611168e-10,5.2612227968863e-11,2.5321891846120247e-09,7.59329016524907e-05,3.1391734275257136e-08,3.2710354033017306e-10,6.071976301221071e-08,2.76258085872328e-11,2.813700180308443e-08,5.284530218859326e-10,1.4622444574171843e-07,3.952012404565112e-11,6.984303674925734e-10,3.210353873662407e-06,0.00042926798446777184,1.0799802080015357e-06,7.374415472896434e-08,1.8584154457304894e-05,2.150364805408001e-10
0.0017595254114810253,0.3481735906169957,3.76,0.0,0.006209616518116862,0.14274977489379492,0.8035300946533867,1.2950642011667244e-13,7.577141968061088e-11,0.0006903116261345027,3.509572770982017e-05,0.15780656358578246,0.00011818141159010088,0.147601490829239,0.00040821802970616934,0.648411106004858,2.6773176670929127e-08,2.0648777566763573e-07,1.7278730444768645e-05,0.00014759373614896734,0.04264020165740532,8.38592682812146e-06,0.005242147109210864,9.490972951517813e-06,0.8110278300097656,2.7885609711869654e-06,4.065450796596265e-06,9.878663441942871e-11,1.4804616447201016e-08,3.489520735593978e-06,9.045511090330844e-09,6.76459465506789e-10,0.0016407975333889973,1.5008769448672487e-07,0.0021803883123188796,3.105008151010582e-12,1.95736698625056e-07,8.180060577772055e-08,5.586595026662493e-11,0.04568972123234091,0.0005249396079469493,3.6049960231946514e-05,2.4818633236272348e-12,0.00033471653554238234,1.477442382404002e-10,5.943845596292766e-14,2.088649383670158e-09,1.0901572248757408e-07,6.877385146664621e-13,1.4935935906022631e-13,7.191065460646393e-10,5.1956788503334564e-11,2.511689486257712e-09,7.5356979206132e-05,3.0863120896649446e-08,3.2159535706873373e-10,6.037984391545583e-08,2.7416276754587778e-11,2.785202937017381e-08,5.195633679100912e-10,1.445176833838634e-07,3.874951674200799e-11,6.825256556274196e-10,3.1552949557245762e-06,0.00042527158916545163,1.0699257800737872e-06,7.248189512130481e-08,1.8419113976307197e-05,2.1278607964525375e-10
0.0017831985757745486,0.3482538990441438,3.76,0.0,0.00614850205797453,0.14095535959605704,0.8048337244670605,1.276239515109867e-13,7.433800255019511e-11,0.0006836677420397281,3.4555191456232945e-05,0.1579825614462092,0.00011724407226546213,0.14650155037282267,0.0004006726718471704,0.649262551523704,2.6025309720085766e-08,2.0188319068693187e-07,1.713333433747994e-05,0.00014356698232143521,0.04270757386875367,8.227724165274237e-06,0.005162113765971639,9.292838022251929e-06,0.8130587353801212,2.7408424952541e-06,3.978030380548398e-06,9.618376926501147e-11,1.4602211443069599e-08,3.4529602320905457e-06,8.807199070971588e-09,6.655116842008707e-10,0.0016244179542181567,1.4588032477778199e-07,0.0021553082018105144,3.0572492561284613e-12,1.9221370716757207e-07,8.036812202884252e-08,5.520438707687868e-11,0.045881270027554016,0.0005237163286761155,3.569576321934597e-05,2.4515798743631273e-12,0.0003345713365739885,1.469691479811132e-10,5.847353359705187e-14,2.0514456929909056e-09,1.0786083704146416e-07,6.717409443292468e-13,1.458851077820352e-13,7.0228766334868e-10,5.131916024219746e-11,2.4914758714552185e-09,7.479426860164364e-05,3.0350273238814694e-08,3.1625145341595945e-10,6.004614954898198e-08,2.7211551655068156e-11,2.7572868381921345e-08,5.10938502966556e-10,1.4285069151386136e-07,3.800297875721092e-11,6.671705415065883e-10,3.10190867818342e-06,0.0004213949534782678,1.0601726526051849e-06,7.125685914380749e-08,1.8259122548381442e-05,2.1060266189462009e-10
0.001806871740068072,0.3483324581698896,3.76,0.0,0.00608881497435867,0.13920207745242447,0.8061052694674695,1.2577274221961315e-13,7.294065490274691e-11,0.0006771446917779802,3.402821462836121e-05,0.15815404124607427,0.0001163188697502333,0.14542602776444286,0.0003933478749400528,0.6500980602355885,2.5305761622788642e-08,1.974252193348376e-07,1.6990663220447655e-05,0.00013970275002053484,0.04277358694920958,8.074361047467193e-06,0.005084393664457389,9.100813234519323e-06,0.8150430079564073,2.6942736129771205e-06,3.893369576424713e-06,9.368174607244742e-11,1.4403777827307918e-08,3.416848470351742e-06,8.578122644661473e-09,6.548637112429218e-10,0.0016084623731195272,1.4183265195566559e-07,0.0021309272345288164,3.0107950206812355e-12,1.8879305199742316e-07,7.897675535360582e-08,5.456103522420969e-11,0.046069147265058466,0.0005225306319061124,3.534983615581378e-05,2.422014960972999e-12,0.0003344390808514618,1.4621527221715634e-10,5.752955422309972e-14,2.015272202956849e-09,1.0672644226453284e-07,6.562572372093626e-13,1.4252245354326451e-13,6.860131657086994e-10,5.069863007864821e-11,2.4715432230783235e-09,7.424433805665805e-05,2.985251808752204e-08,3.110648144564428e-10,5.97185291681113e-08,2.7011476197543417e-11,2.7299342209165653e-08,5.025671352742599e-10,1.412221242054988e-07,3.727946729536464e-11,6.523396246599446e-10,3.0501224276662596e-06,0.0004176328433815888,1.0507076574299752e-06,7.006744574874833e-08,1.8103956957257075e-05,2.084833622111532e-10
