Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027)
5.882596248547122e-05,0.08304146229092979,3.76,0.0,0.02484680746177323,0.43830369873517777,0.5783175504132367,6.944415249572054e-13,6.191477231934103e-10,0.001965155590349957,0.00020046593502589662,0.12916049601346288,0.0002372351008633446,0.25949289652730184,0.0028325435474405012,0.44808870744251283,8.349098860349634e-07,3.2819971642070356e-06,6.852930155002535e-05,0.0018146209664327674,0.035896296109379035,8.59294412847878e-05,0.02735585367438661,8.138843220442844e-05,0.45281491027746873,1.6870045226811146e-05,4.010577837972988e-05,4.773515838751842e-09,1.500674625567012e-07,1.4061312894898474e-05,4.129923285464413e-07,1.4400399385223508e-08,0.006861005073800573,2.215453624265827e-06,0.011081717179748317,6.07963231058584e-11,2.4846451636772972e-06,9.96379861326899e-07,1.2362207303543448e-09,0.022139489681262142,0.0008492937837796721,0.00016563305693535914,3.664573023805392e-11,0.0004157660356704989,1.0421737708775644e-09,1.2476863483392138e-12,2.620616079406747e-08,4.3494634119157575e-07,1.5353077866065733e-11,4.763043426105563e-12,1.1827940524517967e-08,1.3474327118635786e-09,1.4269958293275587e-08,0.00021655757015593931,3.6810227436698064e-07,4.390825497789957e-09
5.8978605817708164e-05,0.08304962748307876,3.76,0.0,0.02474572691034242,0.4375881733744709,0.5789605581269499,6.925301029642198e-13,6.172628848245117e-10,0.00196226003156496,0.0001998073156092283,0.12925038709785303,0.00023691814793916382,0.2591279276673757,0.0028252471898217502,0.44835276672769037,8.30754290352454e-07,3.271489035669552e-06,6.837815118041301e-05,0.0018056849685904976,0.03594217709764719,8.56527535289177e-05,0.027295285291434365,8.110218028278788e-05,0.45360778085951614,1.6828815456242955e-05,3.9951673615591574e-05,4.751171780792848e-09,1.4991116734139369e-07,1.4049031390238562e-05,4.1105741632160303e-07,1.4369358178471714e-08,0.006855938113092951,2.206330321667253e-06,0.011072370204806583,6.068067563990077e-11,2.4792704005500407e-06,9.93669564466773e-07,1.235096987827733e-09,0.02218867145918264,0.0008509281701584911,0.00016551917444357104,3.655172396948808e-11,0.000416550588321937,1.0436300737363522e-09,1.2458752360820674e-12,2.611006328242254e-08,4.340909171586056e-07,1.5296344104274738e-11,4.745443142581873e-12,1.1783137520250908e-08,1.3459556755514983e-09,1.4264667742899194e-08,0.00021693709023693346,3.6675287325486726e-07,4.374727499789919e-09
5.913124914994511e-05,0.08305775578135054,3.76,0.0,0.02464549877088711,0.43687550982490503,0.5796008280177952,6.905816699260181e-13,6.153874855641434e-10,0.00195937472940384,0.00019915308266337157,0.12933985504124204,0.0002366024942409294,0.25876417533844126,0.0028179856387815726,0.44861553154538303,8.266320133682265e-07,3.2610386450310134e-06,6.82277444082591e-05,0.0017968156108980084,0.03598781611137228,8.537763468741508e-05,0.02723490890189568,8.08174644822692e-05,0.45439757169187506,1.678778034058692e-05,3.979854585738939e-05,4.728984017375949e-09,1.497546311926744e-07,1.403672004378091e-05,4.091360464833245e-07,1.433841783771732e-08,0.006850835974634446,2.1972645627811754e-06,0.011062985738667916,6.056531643375056e-11,2.473903580682771e-06,9.909705228080738e-07,1.2339697152336228e-09,0.022237719264040275,0.0008525527055936224,0.00016540438766259199,3.645824425573577e-11,0.0004173310551592921,1.0450743234318768e-09,1.2440648767428086e-12,2.6014571758239235e-08,4.332389855765012e-07,1.5239949811840196e-11,4.727948169659702e-12,1.1738607641737222e-08,1.3444763888498814e-09,1.425935298485931e-08,0.00021731385050942012,3.654117419869959e-07,4.358728165476102e-09
5.928389248218205e-05,0.08306584745076612,3.76,0.0,0.02454611340418619,0.43616568926663096,0.5802383790751149,6.886265048769923e-13,6.135214950855984e-10,0.00195649965394849,0.00019850319545584283,0.12942890297899495,0.00023628813469935613,0.25840163475144623,0.002810758700852346,0.448877011519808,8.225426984385107e-07,3.2506455832422274e-06,6.807807769525345e-05,0.0017880122995200924,0.03603321483369659,8.510407475858903e-05,0.027174724526898873,8.053427673290311e-05,0.45518430099788026,1.674693886293379e-05,3.964638761392975e-05,4.7069512687198076e-09,1.4959786552165514e-07,1.4024379951793701e-05,4.072281081405376e-07,1.430757830622594e-08,0.006845699266046505,2.1882559269786384e-06,0.011053564554589243,6.045024634889033e-11,2.4685448704484155e-06,9.882826979512277e-07,1.2328389950402014e-09,0.02228663371323095,0.0008541674337334028,0.00016528871201426288,3.636528759883045e-11,0.0004181074533082959,1.0465065947429573e-09,1.2422553555357687e-12,2.5919682055813103e-08,4.323905559883957e-07,1.5183892599425692e-11,4.710557766769862e-12,1.1694348931259757e-08,1.3429949400824875e-09,1.4254014562525025e-08,0.00021768786296734723,3.6407882269720534e-07,4.342826804426252e-09
5.9436535814418996e-05,0.08307390274388228,3.76,0.0,0.024447561276404448,0.4354586930002395,0.5808732301599803,6.867431936754242e-13,6.116648766738855e-10,0.001953634774831909,0.0001978576134646654,0.1295175340218825,0.00023597506423773297,0.25804030110884346,0.0028035661830041153,0.44913721620415886,8.184859894778108e-07,3.2403094437768954e-06,6.792914749130791e-05,0.0017792744446824226,0.0360783749369806,8.483206378212681e-05,0.02711473217117225,8.025260902645832e-05,0.4559679869080716,1.6706290007392933e-05,3.949519144388069e-05,4.685072265726979e-09,1.4944088156609992e-07,1.401201219184568e-05,4.053334913329112e-07,1.4276839527664168e-08,0.006840528588786518,2.1793039970336014e-06,0.011044107417110004,6.033546623782169e-11,2.463194434964351e-06,9.856060517135278e-07,1.2317049087691136e-09,0.022335415422231313,0.0008557723981868387,0.00016517216276204733,3.62728505174258e-11,0.00041887979987950414,1.0479269621114385e-09,1.2404467564478393e-12,2.582538975931494e-08,4.3154560603507936e-07,1.5128170174874002e-11,4.693271223054621e-12,1.1650359501195943e-08,1.341511416578067e-09,1.4248653008401962e-08,0.00021805913960718618,3.6275405797810387e-07,4.327022731691449e-09
5.958917914665594e-05,0.08308192192999628,3.76,0.0,0.024349833017656853,0.4347545025176062,0.5815053999306081,6.848995234465844e-13,6.098175887991235e-10,0.0019507800612193044,0.0001972162969407339,0.12960575124194845,0.00023566327777160625,0.2576801696021662,0.0027964078926897714,0.44939615503978364,8.144615414077199e-07,3.230029823127712e-06,6.778095023988162e-05,0.001770601463040475,0.036123298076489015,8.456159180619447e-05,0.027054931814398896,7.997245322842549e-05,0.45674864740456467,1.6665832754041188e-05,3.934494995163321e-05,4.663345745597451e-09,1.4928369022765042e-07,1.3999617817468542e-05,4.0345208663359867e-07,1.4246201418689855e-08,0.006835324534602658,2.1704083562953687e-06,0.011034615077112129,6.022097684185758e-11,2.4578524307648773e-06,9.829405445820885e-07,1.2305675363355144e-09,0.022384065003346804,0.0008573676424941415,0.0001650547549236727,3.6180929532421216e-11,0.0004196481119483821,1.0493354996815876e-09,1.2386391599142695e-12,2.573169046273345e-08,4.307041160658512e-07,1.5072780143072556e-11,4.676087794701902e-12,1.1606637382648224e-08,1.3400259032782885e-09,1.4243268846393097e-08,0.00021842769242863327,3.614373902885663e-07,4.311315260730955e-09
5.9741822478892884e-05,0.08308990525501778,3.76,0.0,0.024252919366109574,0.4340530994365597,0.5821349069113065,6.829922021665247e-13,6.079795935686421e-10,0.0019479354818227608,0.00019657920637514316,0.12969355768574375,0.00023535277012408414,0.2573212354161118,0.0027892836379762812,0.4496538373942396,8.104690080053885e-07,3.219806320025022e-06,6.763348238477046e-05,0.00176199277549831,0.036167985896210134,8.429264891569594e-05,0.026995323419872024,7.969380124433962e-05,0.4575263003712924,1.6625566082288447e-05,3.919565579017892e-05,4.641770457055784e-09,1.4912630221189127e-07,1.3987197862796643e-05,4.015837856235062e-07,1.4215663897471552e-08,0.0068300876888575226,2.1615685916308493e-06,0.011025088276492668,6.010677889691865e-11,2.4525190128477904e-06,9.802861372424263e-07,1.229426956677299e-09,0.022432583066744286,0.0008589532101457662,0.00016493650335326843,3.608952118511481e-11,0.0004204124065718692,1.0507322810358096e-09,1.2368326450927e-12,2.5638579956574306e-08,4.2986608348556085e-07,1.5017720104458655e-11,4.6590067371741834e-12,1.1563180611672184e-08,1.3385384840814792e-09,1.423786259082262e-08,0.00021879353343180017,3.6012876264530675e-07,4.2957037116574695e-09
5.989446581112983e-05,0.08309785297611016,3.76,0.0,0.024156811167209972,0.4333544655016921,0.5827617694920814,6.810445259744994e-13,6.06150859455672e-10,0.0019451010050424166,0.0001959463026227428,0.1297809563743464,0.00023504353604539939,0.25696349372951865,0.002782193227220156,0.44991027256134897,8.065080485290898e-07,3.2096385364608585e-06,6.748674034159399e-05,0.0017534478072781495,0.03621244002880514,8.402522524271273e-05,0.02693590693475153,7.941664503385974e-05,0.4583009635930435,1.6585488976044274e-05,3.9047301659074504e-05,4.620345157500256e-09,1.4896872807140676e-07,1.3974753343521491e-05,3.9972848062975156e-07,1.4185226876130514e-08,0.006824818630534622,2.15278429287699e-06,0.011015527748196962,5.999287310664646e-11,2.4471943324328265e-06,9.776427902311563e-07,1.2282832477450947e-09,0.022480970220407237,0.0008605291445843151,0.000164817422740696,3.599862203802352e-11,0.0004211727007830913,1.0521173791189683e-09,1.2350272897996543e-12,2.5546054153291543e-08,4.290315157300024e-07,1.4962987720368193e-11,4.642027325798615e-12,1.1519987275701438e-08,1.3370492416782773e-09,1.4232434745295055e-08,0.00021915667461811474,3.588281183694488e-07,4.280187408218991e-09
6.004710914336677e-05,0.08310576534724641,3.76,0.0,0.02406149941740107,0.43265858263713064,0.5833860058726322,6.791980312518405e-13,6.043313454060651e-10,0.00194227659879992,0.00019531754715542928,0.12986795029281997,0.00023473557038900168,0.25660693971393583,0.00277513646940567,0.4501654697305441,8.025783298673911e-07,3.1995260767063566e-06,6.734072049959826e-05,0.0017449659897307798,0.03625666209085004,8.3759310927883e-05,0.026876682283809353,7.914097643834304e-05,0.4590726547135533,1.654560041855259e-05,3.8899880314432517e-05,4.59906861063367e-09,1.4881097812378486e-07,1.3962285253495718e-05,3.978860645202859e-07,1.4154890242954576e-08,0.006819517929601945,2.1440550503036327e-06,0.011005934212546233,5.987926007598802e-11,2.4418785340531667e-06,9.750104629430901e-07,1.227136486027246e-09,0.02252922706924122,0.0008620954891758433,0.0001646975275455952,3.5908228644984906e-11,0.00042192901158035444,1.0534908670692213e-09,1.2332231690151817e-12,2.5454108644791882e-08,4.2820038515790007e-07,1.490858073025732e-11,4.625148859143438e-12,1.1477055513062408e-08,1.3355582565943618e-09,1.4226985806914715e-08,0.0002195171279883834,3.5753540073489786e-07,4.264765673599103e-09
6.0199752475603716e-05,0.08311364261569734,3.76,0.0,0.023966975249890474,0.43196543293115014,0.584007634078812,6.773870296031426e-13,6.025210065204744e-10,0.0019394622306364447,0.00019469290188097778,0.12995454239342366,0.00023442886798458236,0.2562515685355774,0.002768113174178572,0.4504194379961456,7.986795206294942e-07,3.1894685480758895e-06,6.719541926690721e-05,0.0017365467597781742,0.03630065368419548,8.349489616269021e-05,0.02681764937179457,7.886678731330022e-05,0.45984139124679346,1.6505899391266132e-05,3.875338456297687e-05,4.577939593252971e-09,1.4865306242073544e-07,1.394979456571494e-05,3.9605643130275127e-07,1.4124653886318768e-08,0.006814186147813878,2.135380457867057e-06,0.010996308378390907,5.976594039645116e-11,2.436571760320064e-06,9.723891149928458e-07,1.2259867467568629e-09,0.02257735421527011,0.0008636522872088225,0.00016457683201990137,3.5818337588336297e-11,0.00042268135592898843,1.0548528174747523e-09,1.2314203559792306e-12,2.5362739072280597e-08,4.273726651018359e-07,1.4854496805338343e-11,4.608370614098375e-12,1.1434383412538395e-08,1.3340656081066934e-09,1.4221516261278912e-08,0.00021987490553953802,3.5625055349585295e-07,4.249437836713602e-09
6.035239580784066e-05,0.08312148502759793,3.76,0.0,0.023873229911646345,0.4312749986100023,0.5846266719905274,6.754661129136605e-13,6.007198090898492e-10,0.001936657867805655,0.0001940723290539471,0.1300407356009737,0.00023412342354281278,0.25589737535727447,0.0027611231517594413,0.4506721863728088,7.948112934906715e-07,3.179465560689698e-06,6.705083305377427e-05,0.0017281895590184249,0.03634441639831979,8.323197121396876e-05,0.02675880808705414,7.85940695822408e-05,0.46060719059702426,1.6466384881101614e-05,3.860780725907202e-05,4.556956890569618e-09,1.4849499087523165e-07,1.393728223573716e-05,3.94239475711201e-07,1.409451768626855e-08,0.006808823840066312,2.126760112306311e-06,0.010986650945024191,5.965291461856875e-11,2.4312741496677614e-06,9.697787056966882e-07,1.2248341041169485e-09,0.02262535225799957,0.0008651995819023313,0.00016445535024155108,3.572894547679632e-11,0.000423429750765177,1.0562033021209533e-09,1.2296189226809858e-12,2.5271941498497574e-08,4.265483733245052e-07,1.480073354989788e-11,4.591691847509128e-12,1.1391969020107952e-08,1.332571374163876e-09,1.4216026586267675e-08,0.00022023001926384968,3.549735207672593e-07,4.234203230782703e-09
6.0505039140077604e-05,0.0831292928276319,3.76,0.0,0.023780254758124106,0.4305872620324858,0.5852431373474968,6.735763584106155e-13,5.98927718791856e-10,0.001933863477297438,0.0001934557913377311,0.13012653281400502,0.00023381923180557603,0.25554435533934633,0.0027541662129641933,0.45092372379878054,7.909733262440315e-07,3.169516727353077e-06,6.690695824336561e-05,0.0017198938335813401,0.0363879518108074,8.29705263611286e-05,0.026700158302498066,7.832281513795654e-05,0.46137007006268005,1.6427055878714704e-05,3.846314131124928e-05,4.5361192959753685e-09,1.4833677324628638e-07,1.3924749203209833e-05,3.924350931863352e-07,1.4064481511590156e-08,0.006803431554695243,2.118193612163077e-06,0.010976962602614349,5.954018324193986e-11,2.425985835894493e-06,9.671791938486013e-07,1.223678631256189e-09,0.02267322179452906,0.000866737416406802,0.00016433309612100716,3.5640048922500274e-11,0.00042417421299540867,1.0575423927256397e-09,1.2278189393212876e-12,2.518171183719958e-08,4.257275078232209e-07,1.474728873348979e-11,4.575111868431487e-12,1.1349810509780759e-08,1.3310756312532066e-09,1.4210517252801174e-08,0.00022058248114899704,3.537042468840164e-07,4.219061191650956e-09
6.065768247231455e-05,0.08313706625841026,3.76,0.0,0.023688041258098806,0.4299022056966421,0.5858570477421777,6.718429482032273e-13,5.97144687494464e-10,0.0019310790258001333,0.00019284325183002019,0.13021193690352595,0.00023351628757499303,0.25519250364011337,0.002747242169235623,0.4511740591322187,7.871653002454357e-07,3.1596216636703323e-06,6.676379121501389e-05,0.001711659034396295,0.036431261486729476,8.271055189046364e-05,0.026641699875049763,7.805301584146417e-05,0.4621300468306581,1.6387911370836374e-05,3.831937967837695e-05,4.515425612840193e-09,1.4817841902022395e-07,1.391219638925861e-05,3.9064318003391277e-07,1.4034545226467485e-08,0.006798009833159626,2.1096805587692104e-06,0.010967244031776499,5.942774673850998e-11,2.4207069504379427e-06,9.645905382349854e-07,1.2225204002455758e-09,0.022720963419447616,0.0008682658337971741,0.00016421008339385478,3.555164454898812e-11,0.00042491475949433936,1.0588701608364731e-09,1.2260204739980336e-12,2.5092045588388527e-08,4.249100181189031e-07,1.4694160179661652e-11,4.558630001280822e-12,1.1307906087333058e-08,1.3295784546438358e-09,1.4204988722037018e-08,0.00022093230317619912,3.524426764375332e-07,4.204011058225051e-09
6.081032580455149e-05,0.08314480556027799,3.76,0.0,0.023596580996603236,0.42921981224444583,0.5864684206149974,6.699993353986888e-13,5.953706734703343e-10,0.0019283044796757124,0.0001922346740257909,0.1302969507122148,0.00023321458551046737,0.25484181541661943,0.002740350832631901,0.45142320114877454,7.833869008966249e-07,3.1497799879076727e-06,6.662132835054489e-05,0.0017034846173698689,0.036474346978229356,8.245203815420473e-05,0.026583432645386918,7.778466357802284e-05,0.4628871379722035,1.6348950343377343e-05,3.817651536330987e-05,4.494874652172107e-09,1.480199374653553e-07,1.3899624694523366e-05,3.8886363321884335e-07,1.4004708684422846e-08,0.006792559209843295,2.1012205560483566e-06,0.010957495903312022,5.931560553096351e-11,2.415437620262253e-06,9.620126972677351e-07,1.221359482048972e-09,0.022768577724624747,0.0008697848770677544,0.00016408632561534765,3.5463729000358105e-11,0.0004256514071029422,1.060186677154961e-09,1.2242235929346958e-12,2.5002938740333883e-08,4.240959076784147e-07,1.464134547423458e-11,4.5422454955607165e-12,1.1266253779682432e-08,1.3280799181408951e-09,1.4199441447509302e-08,0.00022127949731921045,3.5118875427409567e-07,4.1890521724528925e-09
6.0962969136788436e-05,0.08315251097080367,3.76,0.0,0.023505865687426384,0.42854006447831483,0.587077273236993,6.681166642366088e-13,5.936056440983485e-10,0.0019255398049586004,0.00019163002184321038,0.13038157705124545,0.00023291412027937294,0.2544922858253263,0.002733492015949132,0.45167115853223855,7.796378179046803e-07,3.1399913210885227e-06,6.647956602080917e-05,0.0016953700439417756,0.03651720982303487,8.219497556003073e-05,0.02652535643641254,7.751775023968195e-05,0.46364136042912185,1.6310171789729812e-05,3.8034541424563856e-05,4.474465235737794e-09,1.4786133773510142e-07,1.3887035000398355e-05,3.870963506389454e-07,1.3974971730454327e-08,0.0067870802112728525,2.0928132101629843e-06,0.010947718877145686,5.920375999852693e-11,2.410177967989158e-06,9.594456289584087e-07,1.2201959464344666e-09,0.022816065298894354,0.0008712945891201726,0.0001639618361399952,3.5376298937418695e-11,0.0004263841726230506,1.061492012122607e-09,1.2224283610344326e-12,2.4914387388886575e-08,4.2328518634422983e-07,1.4588842404841513e-11,4.525957667199119e-12,1.1224851787999783e-08,1.3265800940210097e-09,1.4193875874598769e-08,0.00022162407554315985,3.4994242561830883e-07,4.174183880796812e-09
6.111561246902538e-05,0.08316018272671476,3.76,0.0,0.02341588713574835,0.4278629453159315,0.5876836227576081,6.663358767337093e-13,5.91849556691488e-10,0.0019227849674786335,0.00019102925955616565,0.13046581870927101,0.00023261488658806698,0.25414391002328773,0.002726665532524231,0.45191793990065965,7.759177447360134e-07,3.130255286956561e-06,6.633850059484024e-05,0.0016873147795528347,0.036559851548503594,8.193935453266301e-05,0.026467471058659035,7.725226771884937e-05,0.4643927310496162,1.6271574703735255e-05,3.789345096615149e-05,4.454196193646928e-09,1.4770262878619177e-07,1.3874428175236482e-05,3.853412309131693e-07,1.394533420485902e-08,0.006781573358362193,2.0844581299450115e-06,0.010937913605453972,5.909221049434904e-11,2.4049281138771783e-06,9.568892912953692e-07,1.2190298623033862e-09,0.02286342672890819,0.0008727950127847883,0.0001638366281793437,3.5289351034455596e-11,0.00042711307282646487,1.0627862359259605e-09,1.2206348415920209e-12,2.4826387329197642e-08,4.2247782878683063e-07,1.4536648781894317e-11,4.509765835951866e-12,1.1183698309311854e-08,1.3250790535591756e-09,1.4188292440488997e-08,0.00022196604980539438,3.4870363594430827e-07,4.159405532697373e-09
6.126825580126232e-05,0.0831678210639508,3.76,0.0,0.023326637265404026,0.42718843782554744,0.5882874861675396,6.646292392824742e-13,5.901023663348813e-10,0.0019200399327911695,0.00019043235190204514,0.13054967844561394,0.00023231687912173587,0.25379668316900855,0.002719871196407019,0.4521635537864125,7.72226379568843e-07,3.1205715120524875e-06,6.619812843881909e-05,0.0016793182948932315,0.03660227366844313,8.168516553339897e-05,0.026409776306756994,7.698820789343326e-05,0.46514126655929855,1.6233158079004312e-05,3.7753237145317295e-05,4.43406636483078e-09,1.475438193470809e-07,1.3861805068688313e-05,3.835981734229958e-07,1.3915795937752303e-08,0.006776039164716173,2.07615492654687e-06,0.010928080730336139,5.898095732343639e-11,2.399688173903907e-06,9.543436418830722e-07,1.2178612974160546e-09,0.022910662598407367,0.0008742861907954187,0.00016371071475925172,3.5202881980327314e-11,0.00042783812444480406,1.0640694183482021e-09,1.2188430958626504e-12,2.473893439431154e-08,4.216738121476005e-07,1.4484762373301911e-11,4.493669309085222e-12,1.1142791516433292e-08,1.323576866537569e-09,1.4182691574944196e-08,0.00022230543205170708,3.4747233098987183e-07,4.144716480741268e-09
6.142089913349925e-05,0.08317542620929921,3.76,0.0,0.0232381080946904,0.4265165251952262,0.5888888803310505,6.628301444250226e-13,5.883640320101105e-10,0.0019173046661801118,0.0001898392638635571,0.13063315899626582,0.0002320200924958006,0.2534506004222677,0.0027131088223348483,0.4524080086536405,7.685634215903291e-07,3.1109396251623815e-06,6.605844592121134e-05,0.001671380064821092,0.03664447768587391,8.143239907932982e-05,0.02635227196271902,7.672556269275266e-05,0.4658869835860587,1.6194920911088707e-05,3.7613893166725076e-05,4.41407459762807e-09,1.473849179993157e-07,1.3849166513867635e-05,3.818670783688092e-07,1.3886356757513075e-08,0.0067704781381325825,2.0679032139272616e-06,0.010918220885883683,5.887000077491082e-11,2.394458261996613e-06,9.518086383717234e-07,1.2166903186586785e-09,0.022957773488781773,0.0008757681658083694,0.00016358410875633755,3.5116888484184657e-11,0.0004285593441800949,1.065341628625312e-09,1.2170531840275515e-12,2.4652024616643055e-08,4.2087313217258753e-07,1.4433180930970668e-11,4.477667389426183e-12,1.1102129576435054e-08,1.322073601751635e-09,1.4177073700348973e-08,0.0002226422342178589,3.462484569028413e-07,4.13011608240693e-09
6.157354246573619e-05,0.083182998396389,3.76,0.0,0.023150291753820256,0.42584719075697897,0.589487821960891,6.609116095462426e-13,5.866345164625298e-10,0.0019145791326945268,0.00018924996086934636,0.13071626306937031,0.0002317245212996292,0.25310565694557474,0.0027063782256834773,0.45265131288495425,7.649285763667695e-07,3.1013592582205736e-06,6.591944940107697e-05,0.0016634995692429665,0.03668646509086878,8.11810457304477e-05,0.02629495779386706,7.646432403931587e-05,0.4666298986398764,1.6156862198386945e-05,3.747541228376123e-05,4.394219748905281e-09,1.4722593314227506e-07,1.3836513326132795e-05,3.801478466841607e-07,1.3857016481189873e-08,0.0067648907794825635,2.0597026084309446e-06,0.01090833469667032,5.875934108619923e-11,2.389238487230869e-06,9.492842379865799e-07,1.2155169918424056e-09,0.023004759978555975,0.0008772409803851939,0.00016345682286934328,3.503136726895499e-11,0.00042927674869349547,1.0666029355428374e-09,1.2152651644061781e-12,2.45656541236496e-08,4.200757926179772e-07,1.4381902245468415e-11,4.461759391678541e-12,1.106171068445824e-08,1.3205693265420013e-09,1.41714392305883e-08,0.0002229764682283671,3.450319600275793e-07,4.115603697520141e-09
6.172618579797313e-05,0.08319053785179531,3.76,0.0,0.02306318047814219,0.42518041797858064,0.5900843276267836,6.590836950628966e-13,5.849137788036882e-10,0.0019118632971159306,0.000188664408747004,0.13079899334683115,0.00023143016015555803,0.25276184790456757,0.0026996792225910684,0.4528934747860546,7.613215528230146e-07,3.091830045533985e-06,6.578113523221568e-05,0.001655676292832474,0.03672823736126213,8.093109607358035e-05,0.02623783355391796,7.620448383667718e-05,0.4673700281190689,1.611898094134934e-05,3.7337787800517474e-05,4.37450068449501e-09,1.4706687299996513e-07,1.3823846305067494e-05,3.7844038008035367e-07,1.3827774918536624e-08,0.0067592775831158665,2.0515527286640374e-06,0.010898422778320843,5.864897845803188e-11,2.3840289554555484e-06,9.467703976917919e-07,1.21434138177867e-09,0.02305162264355438,0.0008787046769928743,0.0001633288696299318,3.4946315070271214e-11,0.00042999035460841674,1.0678534076863366e-09,1.2134790937240564e-12,2.4479818888311854e-08,4.1928177763037475e-07,1.4330924167298005e-11,4.445944649045321e-12,1.1021533080420348e-08,1.319064106989291e-09,1.416578857284261e-08,0.00022330814599519412,3.438227870081602e-07,4.101178689482399e-09
6.187882913021007e-05,0.08319804480194264,3.76,0.0,0.022976766607754565,0.42451619046429323,0.5906784137547857,6.57475725572032e-13,5.832017718689177e-10,0.0019091571239854828,0.00018808257369258663,0.1308813524842806,0.0002311370037105475,0.25241916846892454,0.0026930116299423274,0.4531345025855917,7.577420627474606e-07,3.082351624083305e-06,6.564349977620926e-05,0.0016479097250629337,0.03676979596257888,8.06825407369441e-05,0.026180898983230626,7.594603400600174e-05,0.46810738830920673,1.6081276141882602e-05,3.7201013071803614e-05,4.354916279857412e-09,1.4690774561418982e-07,1.3811166234182404e-05,3.7674458110396294e-07,1.379863187583538e-08,0.0067536390368531235,2.0434531959084447e-06,0.010888485737513295,5.853891306787443e-11,2.3788297702712303e-06,9.442670744555668e-07,1.213163552290305e-09,0.02309836205687095,0.0008801592979985607,0.00016320026140350364,3.4861728642705984e-11,0.00043070017850859246,1.0690931133341676e-09,1.2116950272781822e-12,2.4394514741595045e-08,4.184910526622471e-07,1.4280244562637475e-11,4.430222499532885e-12,1.0981595017244838e-08,1.3175580080483467e-09,1.4160122126098021e-08,0.0002236372794156764,3.4262088485379726e-07,4.08684042605187e-09
6.2031472462447e-05,0.08320551946892844,3.76,0.0,0.022891042565393344,0.4238544919265957,0.5912700966571404,6.557576686872731e-13,5.814984502860531e-10,0.0019064605776546173,0.00018750442216996762,0.1309633431165804,0.00023084504654264016,0.2520776138118779,0.0026863752651874726,0.4533744044512579,7.541898209594735e-07,3.07292363333472e-06,6.550653940308155e-05,0.001640199359223986,0.03681114235059367,8.043537040653929e-05,0.026124153811698667,7.568896652405815e-05,0.46884199540628385,1.6043746803709075e-05,3.706508149378914e-05,4.3354654182756754e-09,1.4674855887469974e-07,1.3798473882927535e-05,3.7506035297786346e-07,1.3769587155253543e-08,0.006747975623359202,2.035403634111223e-06,0.010878524173867381,5.842914506995799e-11,2.373641032699953e-06,9.417742252115121e-07,1.2119835664184996e-09,0.02314497878937983,0.0008816048856899442,0.00016307101042312142,3.477760476062461e-11,0.00043140623694662054,1.0703221201573606e-09,1.2099130191430067e-12,2.430973771603365e-08,4.177036032646641e-07,1.4229861237207682e-11,4.414592262068487e-12,1.0941894703003623e-08,1.3160510937410545e-09,1.4154440282156093e-08,0.00022396388037486812,3.4142620086639277e-07,4.0725882784797596e-09
6.218411579468394e-05,0.08321296207832722,3.76,0.0,0.022806000893281282,0.4231953062357462,0.5918593924802684,6.538323679345307e-13,5.79803778884844e-10,0.0019037736222194894,0.00018692992113880714,0.13104496784841302,0.00023055428316148355,0.2517371791127042,0.002679769946648288,0.4536131884620308,7.506645483417423e-07,3.0635457156029027e-06,6.537025046247021e-05,0.0016325446942029335,0.03685227796686227,8.018957580343778e-05,0.026067597754342562,7.54332733228302e-05,0.4695738654752581,1.6006391933116525e-05,3.692998652054545e-05,4.316146992024387e-09,1.4658932046751053e-07,1.378577000207693e-05,3.7338759970075047e-07,1.374064054390869e-08,0.0067422878178180256,2.027403669248857e-06,0.010868538676790532,5.831967455279541e-11,2.3684628375674994e-06,9.392918061643913e-07,1.2108014860367407e-09,0.023191473408652057,0.000883041482236305,0.00016294112872922598,3.469394020948184e-11,0.00043210854642685846,1.0715404953441684e-09,1.2081331212020655e-12,2.4225484186366395e-08,4.169194510329131e-07,1.4179771971892909e-11,4.399053248222555e-12,1.0902430332117857e-08,1.3145434263769492e-09,1.4148743426809934e-08,0.00022428796074098133,3.402386825774192e-07,4.058421620757359e-09
