Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027)
4.1547342381500036e-16,0.07257050989442375,3.76,0.0,0.6611723046700411,0.9999999999999936,1.7017025959566574e-31,4.117693789855823e-45,2.061210618168964e-30,3.38179549993714e-13,7.347060710880541e-15,1.663158537364666e-20,8.074192721332562e-16,5.321684838386864e-23,6.53964123281706e-15,1.6133777974176247e-23,4.424299297108316e-24,6.053092807291073e-23,1.0231121782476823e-38,3.733219438148454e-25,2.2979655795668866e-47,5.7650551904976e-24,4.37807430835956e-24,1.0103936147432723e-36,3.1939054311608337e-35,2.1471683528992846e-22,4.3629566112421033e-47,1.286565676774443e-26,3.254979269908689e-67,4.938101362833938e-65,6.479335513995503e-32,1.3537467684426682e-50,9.61545950185286e-43,4.952849897797661e-25,5.557019199821511e-51,1.2299154835970366e-52,4.2046391065169774e-46,6.503862051307329e-45,1.810383870028887e-60,3.6880300592398653e-35,1.3305838644203585e-63,3.7747424919528604e-52,2.3404624204550915e-38,2.746098570399764e-62,3.2251695564405494e-75,9.576116111120061e-68,1.6349181114760684e-20,4.3476696885702096e-27,1.5052331448411184e-39,4.531956120496492e-38,8.78371757169469e-34,2.8816537414052507e-63,5.4731456744186514e-58,4.3274280260032936e-75,9.581066047129028e-65,1.7133055016729612e-71
8.313078149834456e-16,0.07257050989442602,3.76,0.0,0.6611723046698644,0.999999999999987,1.3623967709326869e-30,3.29665768842741e-44,8.250211493150488e-30,6.766529129748496e-13,1.47005051025207e-14,3.384290743055328e-20,1.6155400994873958e-15,2.1300608690536397e-22,1.308496417877574e-14,6.457715984275783e-23,1.770872687127177e-23,2.422814516994607e-22,8.191119603826404e-38,1.4942606810296654e-24,3.67973948635912e-46,2.3075244677190312e-23,1.752370701940155e-23,8.089292444954811e-36,2.557065096305836e-34,4.334137407674969e-22,6.986416161342499e-46,5.1495841736602246e-26,1.0425089208492076e-65,1.5821403903672776e-63,5.187376016138431e-31,2.1685065284436026e-49,7.705906823709629e-42,1.9824305496261646e-24,8.898598284967579e-50,1.9701442079813195e-51,3.8746514368421506e-45,7.173431214095847e-44,5.798082412354802e-59,2.952864645362465e-34,4.262994684989332e-62,6.046619027484634e-51,1.873781749597386e-37,8.798086156291438e-61,2.0666295263790662e-73,3.067996946362036e-66,3.2712554429275454e-20,1.7401999667355213e-26,1.2051197661015015e-38,3.6283156423800342e-37,7.032291411669993e-33,9.229183592180193e-62,1.7535342584597335e-56,2.7730267711297315e-73,3.070761158244743e-63,1.0983533327305979e-69
1.662976597320336e-15,0.07257050989443056,3.76,0.0,0.6611723046695113,0.9999999999999739,1.090331454680997e-29,2.638326347559014e-43,3.3011571168453227e-29,1.3535996368472345e-12,2.940739533519674e-14,6.996214900892777e-20,3.2317819387773917e-15,8.523018509982652e-22,2.6175610098315498e-14,2.5839277188014017e-22,7.085797117794349e-23,9.694413230333389e-22,6.555387080736137e-37,5.978989094443589e-24,5.889981292252134e-45,9.233103358838683e-23,7.011765532379885e-23,6.473892299055334e-35,2.0464271726427524e-33,8.82193059901036e-22,1.1182819149235301e-44,2.0604792898293529e-25,3.33768207530479e-64,5.065972956974764e-62,4.1514259702313905e-30,3.471599627939853e-48,6.177038545127234e-41,7.93230315804079e-24,1.4243959967502286e-48,3.15402988569878e-50,3.91375107870569e-44,8.887351608262502e-43,1.856153509994605e-57,2.363506257959097e-33,1.3649819798162134e-60,9.680224872267117e-50,1.4995768126753528e-36,2.817081772001824e-59,1.3234472589356774e-71,9.828514438897685e-65,6.543926465889068e-20,6.963059027012934e-26,9.644908906523354e-38,2.9037474263894383e-36,5.627932737064598e-32,2.954664369511428e-60,5.614710807000724e-55,1.7758494550263902e-71,9.834215284812553e-62,7.035294135021511e-68
3.3263141619941168e-15,0.07257050989443968,3.76,0.0,0.6611723046688049,0.9999999999999477,8.72430787569545e-29,2.1110591719380572e-42,1.3206761087254863e-28,2.707493076232462e-12,5.882118159813151e-14,1.4898702198201916e-19,6.4642663556843915e-15,3.4097627904948015e-21,5.2356902047884627e-14,1.0337394777160042e-21,2.834780007111168e-22,3.8783959945634665e-21,5.245308776379842e-36,2.3919849706902168e-23,9.425893106329115e-44,3.693842405616341e-22,2.805162916584738e-22,5.180097196948771e-34,1.637449383383919e-32,1.8252937276971085e-21,1.7896162356174483e-43,8.2430576847894e-25,1.0684431394554743e-62,1.621614325206437e-60,3.3216892826546263e-29,5.556082486167177e-47,4.957589780329315e-40,3.1734367629447305e-23,2.2796277735897193e-47,5.047805717978629e-49,4.432058257685764e-43,1.2146073506410898e-41,5.940855477800692e-56,1.891671561358822e-32,4.36927920764707e-59,1.5492887724806557e-48,1.199860375767939e-35,9.01738420799412e-58,8.472599618522063e-70,3.150135381514264e-63,1.308925395207921e-19,2.785670972726e-25,7.71785368385774e-37,2.3234266288396603e-35,4.503141020269973e-31,9.457446191858433e-59,1.7972483057075918e-53,1.1368999471885884e-69,3.148233280185817e-60,4.5043869062317525e-66
6.652989291341679e-15,0.07257050989445789,3.76,0.0,0.6611723046673922,0.9999999999998953,6.980108438716911e-28,1.6890032794723526e-41,5.283120809157424e-28,5.415279921564748e-12,1.1764877731433055e-13,3.3418232685835204e-19,1.2929238142807508e-14,1.3640164419619407e-20,1.0471948638898168e-13,4.135295524914172e-21,1.1340040977484663e-21,1.551484211338875e-20,4.1966504521458413e-35,9.568718631189122e-23,1.508298061416058e-42,1.4776570863084677e-21,1.1221565888032583e-21,4.144470839150561e-33,1.3100786430749564e-31,3.89366315592835e-21,2.863680767235741e-42,3.297330482779691e-24,3.4204035014051446e-61,5.189989967957001e-59,2.657472157454622e-28,8.890730528190194e-46,3.990108932873386e-39,1.2694771998814881e-22,3.648192935637724e-46,8.07731359573723e-48,5.6267821651174203e-42,1.7774129861686199e-40,1.901219415454483e-54,1.514292917226184e-31,1.398395137143704e-57,2.4792303805398374e-47,9.599331822393762e-35,2.8860055810374357e-56,5.423227495644825e-68,1.0109329027204175e-61,2.61798506857904e-19,1.1143542402124974e-24,6.175607116630597e-36,1.8588978027749134e-34,3.602758475553622e-30,3.02704120065937e-57,5.7520374371991926e-52,7.277302814864648e-68,1.0076652464282453e-58,2.8832953818897824e-64
1.3306339550036802e-14,0.07257050989449432,3.76,0.0,0.6611723046645668,0.9999999999997906,5.584350935706953e-27,1.3512597033949932e-40,2.1133234573743954e-27,1.0830853478476668e-11,2.3530406150803636e-13,8.131551696498606e-19,2.5859193530298958e-14,5.456290351750124e-20,2.0944465683901323e-13,1.6541863829276798e-20,4.536199438041881e-21,6.2061857936647e-20,3.3574877323844523e-34,3.8276432294255205e-22,2.4134052042314803e-41,5.910867826579518e-21,4.4888098055522145e-21,3.315733426716264e-32,1.0481042756873696e-30,8.75907417913273e-21,4.582133446893624e-41,1.3188571201264836e-23,1.0952433471524255e-59,1.6609409567691624e-57,2.1258681315840494e-27,1.4225263444775148e-44,3.2299476238368936e-38,5.078108895506993e-22,5.838741465120107e-45,1.2923522907759315e-46,7.831020350514766e-41,2.7110667087933e-39,6.083875119248458e-53,1.212790964484659e-30,4.475301597543857e-56,3.967082668802425e-46,7.679089921106906e-34,9.235970623410714e-55,3.47104819356998e-66,3.2529671207378474e-60,5.236081120063676e-19,4.457559648104943e-24,4.941900909864506e-35,1.48715685576559e-33,2.882189365445973e-29,9.689218061501319e-56,1.8407723504463716e-50,4.657843214189552e-66,3.2250581211954236e-57,1.8453525973191868e-62
2.6613040067427048e-14,0.07257050989456716,3.76,0.0,0.6611723046589159,0.9999999999995811,4.467585329789681e-26,1.0810221148695614e-39,8.453378947461254e-27,2.1662000057290113e-11,4.70615000940596e-13,2.2054297659341964e-18,5.171915155833267e-14,2.182562597846108e-19,4.1889500481044513e-13,6.616887062081853e-20,1.8145154658201002e-20,2.4825219578634753e-19,2.6860667185558217e-33,1.531088465089818e-21,3.861564307108298e-40,2.3643944074849965e-20,1.795561092506649e-20,2.6526486681464797e-31,8.384898922208102e-30,2.1404583262001937e-20,7.331635686249557e-40,5.274506132671778e-23,3.5090738202398354e-58,5.3153203969844685e-56,1.700398120357517e-26,2.275824389254662e-43,2.64429551137235e-37,2.031279657524469e-21,9.34649883384728e-44,2.067481131046093e-45,1.1592079600534307e-39,4.231455583908385e-38,1.9466692934846083e-51,9.723341166521093e-30,1.432215007657054e-54,6.347645460758367e-45,6.142233884774741e-33,2.955659509490754e-53,2.2214501493885273e-64,1.0523712547583655e-58,1.0472180043682724e-18,1.783029180683807e-23,3.955503555509197e-34,1.1897025487911684e-32,2.305559459211186e-28,3.10202425604526e-54,5.8905713300153104e-49,2.9811424395498178e-64,1.0322059174435162e-55,1.1808955923955997e-60
5.322644110220754e-14,0.07257050989471284,3.76,0.0,0.6611723046476141,0.9999999999991622,3.574108344092466e-25,8.648098646366864e-39,3.381316482611603e-26,4.3324291074877114e-11,9.412383639856477e-13,6.727294429675866e-18,1.0343925662716273e-13,8.73035562306155e-19,8.377957290389349e-13,2.646787276798514e-19,7.258125889470493e-20,9.930165911904755e-19,2.1488993176470344e-32,6.124416346554675e-21,6.178638332991591e-39,9.457667222342357e-20,7.182322547307599e-20,2.1221424621604076e-30,6.707783858668234e-29,5.835433652966622e-20,1.1730883354910516e-38,2.1090006197335096e-22,1.1256083822481711e-56,1.7009836553531395e-54,1.3597961194282484e-25,3.640401306687317e-42,2.211881237595537e-36,8.125159464856597e-21,1.496826848821717e-42,3.306878960346104e-44,1.779725217771205e-38,6.685305303158265e-37,6.228005305304814e-50,7.812008290396847e-29,4.583560530288211e-53,1.0156617815522267e-43,4.911952272797049e-32,9.458473453495385e-52,1.4216115037282907e-62,3.440488110883624e-57,2.0944005186961047e-18,7.131941641071551e-23,3.1674623753109114e-33,9.516914606289489e-32,1.8440747375782008e-27,9.935521055088844e-53,1.8849393761690616e-47,1.9079540725887118e-62,3.828068382272451e-54,9.393158957117294e-59
1.0645324317176854e-13,0.07257050989500421,3.76,0.0,0.6611723046250105,0.9999999999983245,2.8592999030391384e-24,6.918230531187365e-38,1.3524778803749691e-25,8.664886454990503e-11,1.8824910267901967e-12,2.272028426879514e-17,2.0688022282034945e-13,3.492173148904761e-18,1.6755972906396283e-12,1.0587247176763488e-18,2.9032572766069903e-19,3.97206822004898e-18,1.7191623491261258e-31,2.4497791471191522e-20,9.886066135644923e-38,3.7830808378035887e-19,2.872947722521925e-19,1.6977213911004014e-29,5.3659151302489825e-28,1.7888867912362873e-19,1.876990308372257e-37,8.429466277187891e-22,3.6191871086876556e-55,5.4435672608297275e-53,1.0869826398133416e-24,5.821583177777869e-41,1.923780992578929e-35,3.250046861690296e-20,2.399315965790094e-41,5.287385824883267e-43,2.787553873821743e-37,1.0628408477076416e-35,1.9920672983543603e-48,6.30279963898922e-28,1.4670084479030624e-51,1.6251472302798898e-42,3.9265594758384086e-31,3.026875055861767e-50,9.09661102195783e-61,1.1475027159603968e-55,4.188616476519966e-18,2.8525930728795533e-22,2.538818728863322e-32,7.612267126883226e-31,1.4746373285275396e-26,3.185086652377111e-51,6.03135641833669e-46,1.2210978305509898e-60,1.2309736846975071e-52,6.03738030441793e-57
2.129068473108905e-13,0.07257050989558694,3.76,0.0,0.6611723045798035,0.9999999999966488,2.2874407265002937e-23,5.534137795313301e-37,5.4094805934470555e-25,1.7329797725948413e-10,3.765020099214817e-12,8.250329500916351e-17,4.137651794646358e-13,1.396883322102472e-17,3.3512008664255465e-12,4.234945017254814e-18,1.1612995873117251e-18,1.588816650534436e-17,1.3753862364001574e-30,9.799142695171565e-20,1.5818337974193065e-36,1.5132319491898625e-18,1.1491852829687349e-18,1.3581768968544037e-28,4.292194838559479e-27,6.064958737896601e-19,3.003312450942512e-36,3.366543417291887e-21,1.1691629852628448e-53,1.742184830537115e-51,8.682145129040603e-24,9.304636326543584e-40,1.7858594304012415e-34,1.2999952874806292e-19,3.85292740879713e-40,8.448142417420474e-42,4.412083503646776e-36,1.6950798436703748e-34,6.368836293506005e-47,5.1271981066548235e-27,4.69608450238529e-50,2.600483289695732e-41,3.136426685039331e-30,9.686913383068334e-49,5.819573052935299e-59,3.968741106174538e-54,8.376452194844902e-18,1.140881679218178e-21,2.038790629367925e-31,6.087736999171836e-30,1.1787045006767776e-25,1.0228722673841652e-49,1.9297189227425527e-44,7.815005880215175e-59,3.9444048487377044e-51,3.859581708635678e-55
4.258140555891345e-13,0.07257050989675241,3.76,0.0,0.661172304489389,0.9999999999932976,1.829945723741725e-22,4.42657609773373e-36,2.1634393210147654e-24,3.465960657175977e-10,7.530173230988042e-12,3.1325735286366174e-16,8.275471900713053e-13,5.58762447401757e-17,6.702409828412896e-12,1.6940084627722128e-17,4.6451540439649245e-18,6.355157261369329e-17,1.1003941568421865e-29,3.9196630111658286e-19,2.531124063970513e-35,6.052901619934314e-18,4.596773126112052e-18,1.0865363326045931e-27,3.432881213817157e-26,2.2078576235607188e-18,4.8056860238099434e-35,1.3424362586689817e-20,3.811859457804528e-52,5.576499946414532e-50,6.923833849473149e-23,1.4855745310655447e-38,1.823643604964923e-33,5.199773667435132e-19,6.209529227976648e-39,1.3479735749197998e-40,7.02094099045189e-35,2.7076943654798893e-33,2.034329285484461e-45,4.2373349739641374e-26,1.503795988785417e-48,4.161533742972986e-40,2.501451272624053e-29,3.1003721379943235e-47,3.721613209883079e-57,1.4584615007336686e-52,1.674973953003993e-17,4.5622652805741475e-21,1.6433880430455483e-30,4.866847790079368e-29,9.413542835397093e-25,3.296421446886188e-48,6.17304069207549e-43,5.0015395184339435e-57,1.2652554491104726e-49,2.4639361255740205e-53
6.387212638673785e-13,0.07257050989791787,3.76,0.0,0.6611723043989746,0.9999999999899462,5.232487360408414e-22,1.2656109829312976e-35,4.596787988355327e-24,5.198940172155273e-10,1.1295421349347166e-11,6.551993592176331e-16,1.2413412982825218e-12,1.1873829941266371e-16,1.0053620600893146e-11,3.5998108986573544e-17,9.870882288125561e-18,1.3504541771143842e-16,3.146591786774755e-29,8.329288414205263e-19,9.316579653092045e-35,1.28623710114798e-17,9.768184925788835e-18,3.1068050778238713e-27,9.81445476310977e-26,4.555360056871386e-18,1.7688839834197996e-34,2.8465569223211e-20,1.754624339751562e-51,2.608744027340088e-49,1.976200352490368e-22,5.658318821774235e-38,6.080461299960375e-33,1.1049208831477339e-18,2.2934635527378782e-38,5.132635430508718e-40,2.6734955261167422e-34,1.0319269339351355e-32,9.28118344994987e-45,1.2338391457224745e-25,7.059851022680894e-48,1.586758044863952e-39,7.139995806602424e-29,1.4552481008979666e-46,2.0907068915322537e-56,7.006988983784035e-52,2.512064345222199e-17,9.692957000165801e-21,4.7193375259801626e-30,1.3910650867118054e-28,2.689044660185099e-24,1.50936310426421e-47,2.884128029251604e-42,2.796395114447748e-56,5.596873494574981e-49,1.26366669736597e-52
