Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43)
3.907778446230388e-09,0.10713800479459798,3.76,0.0,0.5782469269473817,0.9999930135249999,1.8655566521127574e-07,2.5615604567889477e-15,1.6778351979533562e-10,0.0018210189062396178,4.3982440035476156e-05,4.429442954511529e-05,2.2759662304873657e-05,1.9397773568798106e-05,5.527140078678079e-06,4.669844037310374e-06,1.5150642854536683e-08,3.0387534209530945e-07,5.5839431112566414e-11,1.1345592240308955e-08,4.209316519606013e-12,1.0800562323336246e-06,6.020809228240306e-07,5.83187236847856e-11,2.2940258432335358e-10,3.887124686876431e-07,7.789990364797121e-13,2.328992925204399e-10
4.026516706572527e-09,0.1071386078305345,3.76,0.0,0.5782150465019901,0.9999927401662092,2.0536626121470918e-07,2.8770829848240884e-15,1.7462130147425168e-10,0.0018748972388502535,4.60416003049807e-05,4.700131625465854e-05,2.407715335646005e-05,2.0900635935474337e-05,5.70482331510302e-06,5.062201652875715e-06,1.5993352927598257e-08,3.1683952200397977e-07,6.412804561170698e-11,1.2053828709459872e-08,4.965139864235875e-12,1.1570128900452187e-06,6.389765882074685e-07,6.42135605476332e-11,2.567967595358925e-10,4.183257617989162e-07,9.19264377950756e-13,2.441136788550252e-10
4.145254966914667e-09,0.10713921219258986,3.76,0.0,0.5781830647641053,0.9999924622442661,2.2549885492743263e-07,3.220290701076163e-15,1.814736665800742e-10,0.0019286909425183694,4.813507604223372e-05,4.978692707215096e-05,2.5438253368151193e-05,2.2472839882800478e-05,5.883366284393609e-06,5.476977340764628e-06,1.6853811471596253e-08,3.2985561484788484e-07,7.338842676194371e-11,1.2784387273933054e-08,5.8316278373454035e-12,1.237363168856727e-06,6.769550050437574e-07,7.054347742859449e-11,2.8671285359292487e-10,4.4936038666468334e-07,1.080091092114389e-12,2.555205598798542e-10
4.263993227256806e-09,0.10713981790270316,3.76,0.0,0.5781509810501853,0.9999921796580323,2.4701104284703444e-07,3.592648325369725e-15,1.8833821734949373e-10,0.001982400105104839,5.0262436729092466e-05,5.265113100573468e-05,2.684326192377055e-05,2.4115524586749862e-05,6.0627948574849485e-06,5.914901714107346e-06,1.7731735192883138e-08,3.429178061829496e-07,8.370653414185789e-11,1.353737858213256e-08,6.821590959002899e-12,1.3211832766947524e-06,7.16015065260929e-07,7.73319387746844e-11,3.193218903270021e-10,4.818459607513146e-07,1.2638533504548456e-12,2.6711742449092545e-10
4.382731487598945e-09,0.10714042498252013,3.76,0.0,0.5781187946694888,0.9999918923052709,2.6996169826324824e-07,3.995643106622892e-15,1.9521278452123897e-10,0.0020360248143080364,5.242327279616982e-05,5.5593797253273756e-05,2.8292458962561647e-05,2.582981519501299e-05,6.243134979654742e-06,6.37671010928037e-06,1.862685370511247e-08,3.560207433296676e-07,9.517363840684538e-11,1.431291724838656e-08,7.948959797782605e-12,1.4085497637296574e-06,7.561556787320745e-07,8.460345826017237e-11,3.548025563086287e-10,5.15811549362063e-07,1.4731304830940841e-12,2.789018835629238e-10
4.501469747941085e-09,0.1071410334534077,3.76,0.0,0.5780865049244174,0.999991600082723,2.9441097626303766e-07,4.430783517019056e-15,2.0209540568507826e-10,0.0020895651577065672,5.461719459809496e-05,5.8614795201651426e-05,2.9786105823379847e-05,2.7616823509209695e-05,6.424412663593086e-06,6.863142264076881e-06,1.953890902708016e-08,3.691594988414833e-07,1.0788651461712984e-10,1.5111121863871864e-08,9.22885344756911e-12,1.4995394603920104e-06,7.973757737243083e-07,9.238363760705575e-11,3.9334133349265256e-10,5.512856501180051e-07,1.710719058492784e-12,2.9087166401084225e-10
4.620208008283224e-09,0.10714164333646813,3.76,0.0,0.578054111110838,0.9999913028861861,3.2042031771292407e-07,4.8995979766022125e-15,2.0898430568263445e-10,0.0021430212227990194,5.6843831437840564e-05,6.171399442609355e-05,3.1324446236136e-05,2.9477648633707427e-05,6.606653982856285e-06,7.374942012992931e-06,2.0467655086229077e-08,3.8232953686291706e-07,1.2194763738405828e-10,1.593211500731389e-08,1.0677650473289354e-11,1.5942294178131042e-06,8.396742973289252e-07,1.0069920579743732e-10,4.3513262659419147e-10,5.882961798942967e-07,1.979645342857587e-12,3.0302460312926564e-10
4.738946268625363e-09,0.10714225465255174,3.76,0.0,0.5780216125183921,0.9999910006105812,3.4805245226000115e-07,5.403633610378437e-15,2.158778788603815e-10,0.002196393097040984,5.9102830637719134e-05,6.489126468951647e-05,3.290770726312693e-05,3.141337759267871e-05,6.789885065683244e-06,7.912856998743412e-06,2.1412857230363893e-08,3.955266821433859e-07,1.3746537775056e-10,1.677602325548336e-08,1.2313062348008105e-11,1.6926968506376669e-06,8.830502158731381e-07,1.0957805868420799e-10,4.803788852731771e-10,6.268704640238985e-07,2.2831781385571095e-12,3.1535864319867566e-10
4.857684528967503e-09,0.10714286742226964,3.76,0.0,0.5779890084307913,0.9999906931500196,3.773714003909937e-07,5.944455039547923e-15,2.2277467300257336e-10,0.0022496808678795603,6.139385665484344e-05,6.814647594189814e-05,3.4536100192675346e-05,3.3425085916899815e-05,6.974132089154977e-06,8.477638399193625e-06,2.237429174932797e-08,4.087470914998644e-07,1.545542017275941e-10,1.7642977193509002e-08,1.4154209403778184e-11,1.795019082157601e-06,9.275025153137805e-07,1.1904929900498418e-10,5.29290721214522e-10,6.670352275983002e-07,2.6248420008248807e-12,3.278718263498258e-10
4.976422789309642e-09,0.10714348166600546,3.76,0.0,0.5779562981260987,0.9999903803978635,4.0844247458747685e-07,6.523643208025845e-15,2.2967337478970363e-10,0.002302884622785529,6.371659023897221e-05,7.147949831967139e-05,3.620982138736246e-05,3.5513838201706845e-05,7.159421273679048e-06,9.070040668939636e-06,2.3351745407981794e-08,4.219872275397054e-07,1.733348704129169e-10,1.8533111425024765e-08,1.6221699318093676e-11,1.9012734917154584e-06,9.730302016133793e-07,1.2914327680327327e-10,5.820870201988463e-10,7.088165887066841e-07,3.0084308319045198e-12,3.405622896740762e-10
5.095161049651781e-09,0.1071440974039267,3.76,0.0,0.5779234808769971,0.9999900622467828,4.413322796150021e-07,7.142794245112265e-15,2.365727966388399e-10,0.0023560044492833753,6.607072763072676e-05,7.489020214513823e-05,3.792905308906382e-05,3.768068863748155e-05,7.345778877781391e-06,9.690821294795641e-06,2.4345014991626813e-08,4.352438344659412e-07,1.9393464162092254e-10,1.9446564582169234e-08,1.8537708156420723e-11,2.0115374643250223e-06,1.0196323010990183e-06,1.3989163026003112e-10,6.389950492680321e-10,7.52240053462206e-07,3.4380218515254836e-12,3.534282605661719e-10
5.213899309993921e-09,0.1071447146559952,3.76,0.0,0.577890555951046,0.9999897385888092,4.7610871198341423e-07,7.803518364929738e-15,2.434718647928757e-10,0.0024090404349793424,6.845597979823213e-05,7.83784579259042e-05,3.969396418292319e-05,3.992668151399255e-05,7.533231193188739e-06,1.0340740564472733e-05,2.5353906864801968e-08,4.485139157984069e-07,2.1648747295478266e-10,2.038347933545454e-08,2.1126063990023076e-11,2.1258883424553007e-06,1.0673078608044313e-06,1.5132732693798857e-10,7.002505590977041e-10,7.973305126714316e-07,3.917989942359714e-12,3.664680522879414e-10
5.33263757033606e-09,0.10714533344197757,3.76,0.0,0.5778575226109254,0.9999894093153859,5.128409586147604e-07,8.507438803031768e-15,2.503696085385377e-10,0.0024619926675876567,7.087207171032927e-05,8.194413635433235e-05,4.1504710922297134e-05,4.225285169985484e-05,7.721804540185683e-06,1.102056134776831e-05,2.6378236544092946e-08,4.617947138572897e-07,2.4113422625522003e-10,2.1344002403521083e-08,2.4012333107400616e-11,2.2444033799238073e-06,1.116055948795763e-06,1.6348470544030468e-10,7.660978816947505e-10,8.44112240011989e-07,4.453022368947626e-12,3.796800597434754e-10
5.451375830678199e-09,0.10714595378145439,3.76,0.0,0.5778243801146696,0.9999890743174138,5.515994947540438e-07,9.256190790350599e-15,2.572651504460519e-10,0.002514861234955083,7.331874164460632e-05,8.558710830701503e-05,4.336143761658867e-05,4.466022509830088e-05,7.911525263231552e-06,1.1731048889624117e-05,2.7417828285319014e-08,4.7508369086952806e-07,2.6802287336380884e-10,2.2328284562793447e-08,2.722390883704222e-11,2.3671596978451985e-06,1.1658756544814488e-06,1.7639951748436298e-10,8.367900235424196e-10,8.92608891593141e-07,5.0481338684770355e-12,3.9306275545649074e-10
5.570114091020339e-09,0.10714657569382983,3.76,0.0,0.5777911277158915,0.9999887334852964,5.924560811570189e-07,1.0051420564432334e-14,2.6415769753442496e-10,0.0025676462250839244,7.579574052859107e-05,8.93072448442641e-05,4.5264277283786e-05,4.7149819080392445e-05,8.102419726823052e-06,1.2472970614445811e-05,2.847251468527017e-08,4.883785115704767e-07,2.973087031420007e-10,2.3336480657052032e-08,3.079010299856242e-11,2.4942342425814696e-06,1.21676608890666e-06,1.9010897039091446e-10,9.125887543193481e-10,9.428435067826209e-07,5.7086821116950404e-12,4.066146857400056e-10
5.688852351362478e-09,0.10714719919833995,3.76,0.0,0.5777577646639924,0.9999883867089793,6.354837605883234e-07,1.089478441772693e-14,2.7104653327508283e-10,0.0026203477261536063,7.830283131252344e-05,9.310441720961823e-05,4.7213352269436464e-05,4.9722642896750595e-05,8.294514311589442e-06,1.3247095941106112e-05,2.9542136298049706e-08,5.016770271830637e-07,3.2915452968992407e-10,2.436874960693418e-08,3.474223999856376e-11,2.625703745640048e-06,1.268726385032767e-06,2.046517699882647e-10,9.937646913223782e-10,9.948385101904055e-07,6.440383532114862e-12,4.203344670487403e-10
5.807590611704617e-09,0.10714782431406109,3.76,0.0,0.5777242902043686,0.9999880338779894,6.807568536624259e-07,1.1787947782567703e-14,2.779310103542238e-10,0.0026729658265409336,8.083978837219618e-05,9.697849682936677e-05,4.9208774833708676e-05,5.2379698068833066e-05,8.487835410607547e-06,1.4054196108079968e-05,3.062654126598664e-08,5.149772606653178e-07,3.637309017115424e-10,2.5425254419378138e-08,3.911375358680758e-11,2.761644685466129e-06,1.3217556980022751e-06,2.2006816393075513e-10,1.0805973797260395e-09,1.0486157147067203e-06,7.249329521560787e-12,4.3422078250563046e-10
5.9263288720467566e-09,0.10714845105991765,3.76,0.0,0.577690703578603,0.9999876748814713,7.283509540589864e-07,1.2732584352369055e-14,2.8481054412157433e-10,0.0027255006148391462,8.340639694042243e-05,0.00010092935531208987,5.125064770811846e-05,5.512197876074101e-05,8.682409425924737e-06,1.4895044008186515e-05,3.172558496499137e-08,5.282773931255332e-07,4.012163129752447e-10,2.650616219702229e-08,4.3940286287581724e-11,2.9021332510758786e-06,1.3758532053896853e-06,2.3639998543036787e-10,1.1733753688138904e-09,1.1041963254980866e-06,8.142002989991993e-12,4.4827237859450785e-10
6.045067132388896e-09,0.10714907945468943,3.76,0.0,0.5776570040246517,0.999987309608218,7.783429231433172e-07,1.373037523847379e-14,2.916846066602965e-10,0.002777952179875855,8.600245256575773e-05,0.0001049568644482145,5.333906462341667e-05,5.795047213248928e-05,8.878262765278398e-06,1.577041403243894e-05,3.2839129664141135e-08,5.415757513124963e-07,4.4179741382141246e-10,2.761164414757164e-08,4.9259791520541466e-11,3.0472453074774855e-06,1.4310181074387322e-06,2.5369069739990317e-10,1.2723962843184584e-09,1.1616009448716518e-06,9.125295287462622e-12,4.624880620111496e-10
6.163805392731035e-09,0.10714970951701887,3.76,0.0,0.5776231907770207,0.9999869379467066,8.308108840216892e-07,1.4783008161989718e-14,2.985527214192342e-10,0.002830320610729943,8.862776059717379e-05,0.00010906089620958575,5.54741108100617e-05,6.08661586756279e-05,9.075421839001312e-06,1.6681081922528967e-05,3.3967044199214575e-08,5.54870796095781e-07,4.856692236708969e-10,2.8741875593142835e-08,5.511263842473324e-11,3.1970563628275327e-06,1.4872496272864488e-06,2.719854370058481e-10,1.37796689700749e-09,1.220849577924154e-06,1.02065234860034e-11,4.768666966650234e-10
6.401281913415315e-09,0.10715097471827113,3.76,0.0,0.5775552201224822,0.9999861750113879,9.434935416284078e-07,1.705957953235496e-14,3.1226943067325827e-10,0.0029348084275548484,9.396540141479709e-05,0.00011749801640010482,5.988439217761787e-05,6.696300175691393e-05,9.473762826929605e-06,1.861142021151301e-05,3.6265489123178815e-08,5.814453988121438e-07,5.841081774328958e-10,3.107730888593148e-08,6.859256725322936e-11,3.5110755374987248e-06,1.6029095286172276e-06,3.117761902512274e-10,1.6100303997076696e-09,1.3449559597342806e-06,1.26942915732131e-11,5.061085447396568e-10
6.615010782031166e-09,0.10715211928687926,3.76,0.0,0.5774936499567543,0.9999854653974236,1.0541851495084675e-06,1.9313093469900324e-14,3.2459023655774873e-10,0.0030285640431220663,9.88675524664177e-05,0.00012535185127158455,6.401381474171317e-05,7.275807185674437e-05,9.83700022962302e-06,2.047724851090135e-05,3.838204223584445e-08,6.053381579090742e-07,6.860928155904774e-10,3.3265685524300434e-08,8.300683977451167e-11,3.8105124969770785e-06,1.7106439551236906e-06,3.515103370128468e-10,1.8445545001587544e-09,1.4631469319130351e-06,1.535097663876048e-11,5.329731774491709e-10
6.8287396506470166e-09,0.10715326954269884,3.76,0.0,0.5774316993779558,0.999984733339432,1.1741708720456618e-06,2.1770766864238987e-14,3.368862405371912e-10,0.003122051702375113,0.00010386185260783438,0.00013345163660463758,6.829530072528096e-05,7.88506236956784e-05,1.0204878772343011e-05,2.2469554036188e-05,4.054338220772964e-08,6.292013387619092e-07,8.02177473476666e-10,3.553716617567301e-08,9.989903904609219e-11,4.126329083100558e-06,1.821823208928991e-06,3.952808268398704e-10,2.1054950024030117e-09,1.5875970667265662e-06,1.8460130360443643e-11,5.603504310463947e-10
7.0424685192628675e-09,0.1071544255902539,3.76,0.0,0.5773693638176024,0.9999839781789452,1.3039509797242573e-06,2.4442587096226237e-14,3.491559772084396e-10,0.003215271935823139,0.00010894746154920489,0.00014179663224771474,7.272909688615428e-05,8.524617285634927e-05,1.0577552225762574e-05,2.4592893096616556e-05,4.274894329454451e-08,6.530295962691715e-07,9.338304560623157e-10,3.789292332180723e-08,1.1960676246213288e-10,4.458949017538992e-06,1.936443612248325e-06,4.4341745800362623e-10,2.394979450137952e-09,1.7184024083759503e-06,2.2082226763089507e-11,5.882354026269386e-10
7.2561973878787185e-09,0.10715558753313593,3.76,0.0,0.5773066386826406,0.9999831992560414,1.4440383481582082e-06,2.733855770915676e-14,3.61398236534576e-10,0.003308225277682724,0.00011412360850891508,0.00015038609992455232,7.73153925426183e-05,9.195018643131604e-05,1.0955174195100602e-05,2.6851826950038924e-05,4.499820708312167e-08,6.768183414601898e-07,1.0826251806014623e-09,4.033417338497127e-08,1.4250228445294136e-10,4.808790202217605e-06,2.0545017414039693e-06,4.962712986898527e-10,2.7152357088365766e-09,1.8556533770709846e-06,2.6283710304509965e-11,6.166235956696225e-10
7.46992625649457e-09,0.10715675547397643,3.76,0.0,0.5772435193576889,0.999982395909672,1.5949582728065429e-06,3.0468688363699314e-14,3.736120218556956e-10,0.003400912266078983,0.00011938958593269148,0.00015921930322844644,8.20543254087096e-05,9.896808701467779e-05,1.1337898085526221e-05,2.925092013937355e-05,4.7290698358942195e-08,7.005636368183768e-07,1.250244328076171e-09,4.286217690889945e-08,1.6899500525865678e-10,5.176264349648197e-06,2.1759944291969136e-06,5.542155959392351e-10,3.0685927437473865e-09,1.999434952678411e-06,3.1137381322153415e-11,6.45510883477455e-10
7.683655125110421e-09,0.10715792951460106,3.76,0.0,0.5771800012070999,0.9999815674779503,1.7572482731114435e-06,3.384298564871625e-14,3.857965148286093e-10,0.0034933334432312273,0.0001247447437508785,0.00016829550761697707,8.694598687186767e-05,0.00010630525632784291,1.1725877071106574e-05,3.179473899863181e-05,4.962598131188136e-08,7.242621061545702e-07,1.4384840167851593e-09,4.547823874198935e-08,1.9953399693270013e-10,5.561776655720574e-06,2.3009187669712486e-06,6.176466977030948e-10,3.4574813160384315e-09,2.149826865031657e-06,3.6722793011196206e-11,6.748934757509276e-10
7.897383993726273e-09,0.10715910975605275,3.76,0.0,0.5771160795768769,0.9999807132984079,1.9314578874741206e-06,3.7471444728546016e-14,3.9795104615800313e-10,0.0035854893556253667,0.0001301884841194353,0.00017761398040716948,9.199042677117906e-05,0.00011396703851645404,1.2119264066888953e-05,3.4487850309741486e-05,5.200365604852608e-08,7.479108569190213e-07,1.649257995298717e-09,4.818370822299423e-08,2.346106448894364e-10,5.965725511415497e-06,2.4292721064026236e-06,6.869849874347601e-10,3.884434607420375e-09,2.306903788778438e-06,4.3126659506766904e-11,7.047678879770639e-10
8.111112862342125e-09,0.10716029629867539,3.76,0.0,0.5770517497964356,0.9999798327082212,2.118148459864357e-06,4.136404176587503e-14,4.1007507143726034e-10,0.0036773805541742604,0.0001357202566197592,0.00018717399077109457,9.7187657703564e-05,0.00012195874313538778,1.2518211703910412e-05,3.733482010096449e-05,5.442335539795401e-08,7.715074137576195e-07,1.884601854223592e-09,5.0979979369542966e-08,2.747613875467899e-10,6.388502252071149e-06,2.5610520610220504e-06,7.626758313407855e-10,4.3520887775514994e-09,2.470735541266616e-06,5.044327517610943e-11,7.351309134894573e-10
8.324841730957977e-09,0.10716148924216123,3.76,0.0,0.5769870071802388,0.9999789250444102,2.3178929194229326e-06,4.553072706760784e-14,4.2216815099344545e-10,0.003769007594368048,0.00014133955386636738,0.0001969748097318908,0.0001025376589125498,0.0001302856478564716,1.292287230674857e-05,4.034021256924682e-05,5.6884741982297256e-08,7.95049661297068e-07,2.1466772545427786e-09,5.3868491069809554e-08,3.2057055318282844e-10,6.830490940895687e-06,2.6962565075026677e-06,8.451905378511994e-10,4.863183463365082e-09,2.641387281422163e-06,5.87749447782427e-11,7.659795979031038e-10
8.538570599573828e-09,0.10716268868560562,3.76,0.0,0.5769218470293127,0.9999779896440164,2.5312755541309855e-06,4.998141888727856e-14,4.342299329730402e-10,0.003860371036415962,0.0001470459074848833,0.00020701571016020165,0.00010804037980002594,0.0001389530009244309,1.333339787332542e-05,4.350858911336421e-05,5.938750553008575e-08,8.185357947202678e-07,2.437776171162924e-09,5.685072727759363e-08,3.7267329441448973e-10,7.292068184235752e-06,2.834883586729493e-06,9.350273290886526e-10,5.420562227214268e-09,2.8189197080668853e-06,6.823242431655743e-11,7.973112157059063e-10
8.75229946818968e-09,0.10716389472755093,3.76,0.0,0.5768562646326539,0.9999770258442585,2.7588917795091785e-06,5.472599784060836e-14,4.4626013912389555e-10,0.003951471445380717,0.00015283888442732286,0.00021729596677102117,0.00011369574309631658,0.00014796602338347566,1.3749940056715713e-05,4.684450746645678e-05,6.193136041167517e-08,8.419642770206911e-07,2.7603251501330034e-09,5.992821721101038e-08,4.3175862041897026e-10,7.773602976234435e-06,2.9769317046717633e-06,1.032712324062089e-09,6.0271729606608655e-09,3.0033892564977702e-06,7.893537238497521e-11,8.291232488148114e-10
8.966028336805532e-09,0.10716510746602918,3.76,0.0,0.5767902552685368,0.9999760329826729,3.0013479031328213e-06,5.977430188929555e-14,4.5825855291690083e-10,0.0040423093913062695,0.0001587180835993563,0.00022781485612094685,0.00011950364771569016,0.0001573299110917097,1.4172650148769093e-05,5.035252091918999e-05,6.451604338033708e-08,8.653338021567184e-07,3.116889578387591e-09,6.310253555494404e-08,4.985725275268244e-10,8.275456570959818e-06,3.1223995330735045e-06,1.1388005334052372e-09,6.686068249540159e-09,3.1948482924769576e-06,9.101281188037672e-11,8.614133669490171e-10
9.179757205421384e-09,0.10716632699859938,3.76,0.0,0.5767238142057297,0.9999750103972352,3.2592608857299164e-06,6.513612185196609e-14,4.702250096613081e-10,0.004132885449339687,0.00016468313277451233,0.0002385716566058338,0.00012546397132403393,0.0001670498365403453,1.4601679065359399e-05,5.403717762495116e-05,6.714131150305098e-08,8.886432633562635e-07,3.5101779647640917e-09,6.637530266741004e-08,5.739212285798247e-10,8.79798238006028e-06,3.271286009978106e-06,1.2538768654454548e-09,7.400405705954073e-09,3.3933453028627183e-06,1.0460360192673044e-10,8.941794096744754e-10
9.393486074037235e-09,0.10716755342238143,3.76,0.0,0.5766569367046276,0.9999739574264673,3.5332580996097014e-06,7.082119739813965e-14,4.821593882706724e-10,0.004223200199847884,0.00017073368577073103,0.0002495656484588459,0.00013157657264490857,0.0001771309504944075,1.5037177333078985e-05,5.790301997868147e-05,6.98069402655407e-08,9.118917258403791e-07,3.9430462310717e-09,6.974818478995619e-08,6.586744813528362e-10,9.34152589401116e-06,3.4235903401022977e-06,1.378557143381427e-09,8.173448272683863e-09,3.5989250821659343e-06,1.198569198448889e-10,9.274193699766162e-10
9.607214942653087e-09,0.10716878683408697,3.76,0.0,0.576589618018306,0.9999728734095347,3.8239770851330425e-06,7.683921348529909e-14,4.940616043751192e-10,0.004313254228529828,0.0001768694198658075,0.00026079611374889614,0.0001378412935289221,0.00018757838347083846,1.5479295077206015e-05,6.195458406138827e-05,7.251272183664038e-08,9.350784033018943e-07,4.418502011945164e-09,7.322289426221261e-08,7.537690162146554e-10,9.906424625052101e-06,3.579311995074526e-06,1.5134891333302235e-09,9.008564505375681e-09,3.8116289144174925e-06,1.3693275298885916e-10,9.611313792247555e-10
9.820943811268939e-09,0.10717002733004652,3.76,0.0,0.5765218533935081,0.9999717576863296,4.1320653058641714e-06,8.31997972025828e-14,5.059316045492162e-10,0.004403048126524809,0.00018309003343098585,0.0002722623363794723,0.00014425796080840762,0.00019839724706805997,1.592818201079446e-05,6.619639914335751e-05,7.525846347847426e-08,9.582026376031806e-07,4.939708962271439e-09,7.680118974066983e-08,8.602120632306039e-10,1.049300807005739e-05,3.7384507135514567e-06,1.6593535830131012e-09,9.909228837451049e-09,4.031494749881116e-06,1.560024002772156e-10,9.953136934073952e-10
9.999999999999999e-09,0.10717127500623437,3.76,0.0,0.5764647352915631,0.9999707980758283,4.404022562390042e-06,8.879920260057441e-14,5.158511444455209e-10,0.004478075174508838,0.00018836662834846016,0.00028204939347368683,0.00014975050436526449,0.00020775063817851666,1.6309566948657674e-05,6.989982727381333e-05,7.758940176003899e-08,9.775270159713437e-07,5.413997583914448e-09,7.988004311876521e-08,9.589085778404908e-10,1.1001359205777656e-05,3.874403282999979e-06,1.790490288216666e-09,1.071684501004201e-08,4.221231180059189e-06,1.7364628808655496e-10,1.0243115571061896e-09
1.003467267988479e-08,0.10717127500623437,3.76,0.0,0.5764536380715676,0.999970609597545,4.4581799029746555e-06,8.991251498782172e-14,5.177693614834651e-10,0.004492582490517143,0.00018939524376445878,0.0002839636020878423,0.00015082638795668626,0.00020959263515935847,1.6383987424756214e-05,7.063298723997564e-05,7.804398609035312e-08,9.812638812652983e-07,5.509991071012601e-09,8.048487642173945e-08,9.790849789260596e-10,1.1101597691720399e-05,3.901006501225117e-06,1.8168652708561323e-09,1.0879021832311436e-08,4.2585573762766585e-06,1.7724898325492856e-10,1.029964680532094e-09
1.0248401548500642e-08,0.10717252995829062,3.76,0.0,0.576384967289271,0.9999694284847416,4.802987449418876e-06,9.698687018570824e-14,5.295748699565838e-10,0.004581857922837655,0.00019578478510822394,0.0002958991984446348,0.00015754637656935342,0.00022116962496129694,1.6846860178818068e-05,7.526886271467988e-05,8.086912287542175e-08,1.0042616823833292e-06,6.132836980277816e-09,8.42758062691317e-08,1.1115469729218568e-09,1.1732506916536798e-05,4.06697963073225e-06,1.986774065285798e-09,1.1921630427085677e-08,4.4928485842645585e-06,2.0086796652328265e-10,1.0650828090935473e-09
1.0462130417116494e-08,0.1071737922815409,3.76,0.0,0.57631583627967,0.999968213690404,5.167163704362675e-06,1.0443230091643653e-13,5.413481434781867e-10,0.004670875031562296,0.00020225840683282164,0.0003080684148537897,0.00016441771768385452,0.0002331332779876355,1.731694869324506e-05,8.010853192394688e-05,8.373371811986595e-08,1.0271956716361477e-06,6.811904308493896e-09,8.817587824557148e-08,1.2588389346057838e-09,1.238604114814085e-05,4.236370641476761e-06,2.1698659939964224e-09,1.3040848171933001e-08,4.734397326998504e-06,2.270676873723689e-10,1.1006666375197329e-09
1.0675859285732346e-08,0.10717506207101418,3.76,0.0,0.5762462402728415,0.9999669645579926,5.551393368310152e-06,1.1225817822645716e-13,5.530892114861494e-10,0.004759634430608128,0.0002088158717755273,0.0003204705425528728,0.00017144019295247355,0.000245488640898525,1.7794400941230208e-05,8.515649289961072e-05,8.663762607517627e-08,1.0500655510931984e-06,7.551023976516786e-09,9.218703854885876e-08,1.4222873599610883e-09,1.3062497794618443e-05,4.409180339375491e-06,2.366964322962898e-09,1.424057546868536e-08,4.983229873606934e-06,2.560698944478553e-10,1.1367148045120895e-09
1.0889588154348198e-08,0.1071763394214581,3.76,0.0,0.5761761744966067,0.999965680431989,5.956369839333014e-06,1.2047380449563826e-13,5.647981170036854e-10,0.004848136739826943,0.00021545695471879948,0.00033310487461375,0.0001786135756825242,0.0002582407462539067,1.8279364441860268e-05,9.041723506424343e-05,8.958070993470773e-08,1.0728710845637545e-06,8.354204535521983e-09,9.631128085226337e-08,1.6033083786440334e-09,1.3762166308502237e-05,4.5854097965368306e-06,2.578930644970315e-09,1.5524819812364842e-08,5.239369956522394e-06,2.881102952830706e-10,1.1732260202028284e-09
1.110331702296405e-08,0.10717762442735314,3.76,0.0,0.576105634177207,0.9999643606579335,6.382794970765799e-06,1.2908841207712966e-13,5.76474914681385e-10,0.004936382585096671,0.00022218144099704564,0.00034597070594361397,0.00018593763175616936,0.00027139461317919454,1.87719862535772e-05,9.589523897577704e-05,9.256284089655355e-08,1.0956120892764634e-06,9.225636495515097e-09,1.0055064654922996e-07,1.803411881384272e-09,1.4485328238241393e-05,4.765060350880926e-06,2.806665977432154e-09,1.6897696038852692e-08,5.502838912633189e-06,3.2343911252817816e-10,1.2101990580598232e-09
1.1317045891579901e-08,0.1071789171829246,3.76,0.0,0.5760346145399446,0.9999630045824622,6.831378830692812e-06,1.3811116214765851e-13,5.881196691635101e-10,0.005024372598410791,0.0002289891252208595,0.0003590673332863608,0.00019341212044111513,0.0002849552479505717,1.9272412968063386e-05,0.00010159497609793447,9.558389730546615e-08,1.118288428709497e-06,1.0169696653305746e-08,1.0490722500235325e-07,2.0242057477610503e-09,1.5232257290019265e-05,4.948133605709483e-06,3.051111869268196e-09,1.8363426581743155e-08,5.7736558182757735e-06,3.623216487084342e-10,1.2476327474759016e-09
1.1530774760195753e-08,0.10718021778215342,3.76,0.0,0.5759631108097879,0.9999616115533374,7.3028394635201e-06,1.4755114374737406e-13,5.997324537264103e-10,0.005112107417965795,0.0002358798101087813,0.0003723940552243074,0.00020103679510246014,0.0002989276445066298,1.978079070448585e-05,0.00010752090859335333,9.864376386716993e-08,1.1409000064145675e-06,1.1190952418784875e-08,1.0938315379657394e-07,2.267400174381336e-09,1.6003219398863896e-05,5.134631429232624e-06,3.3132515166116776e-09,1.9926341741196513e-08,6.051837618119229e-06,4.050388593427153e-10,1.2855259669845549e-09
1.1744503628811605e-08,0.10718152631878564,3.76,0.0,0.5758911182119477,0.9999601809194751,7.797902653896046e-06,1.5741737299003174e-13,6.11313349143704e-10,0.005199587688246909,0.00024285330541741782,0.00038595017218024774,0.00020881140382513123,0.00031331678489254414,2.0297265104040407e-05,0.00011367748913656238,1.0174233092894108e-07,1.1634467606968512e-06,1.2294166138337504e-08,1.1398061899653306e-07,2.534812103456086e-09,1.6798472808061885e-05,5.324555954059598e-06,3.5941108871125488e-09,2.159087996740561e-08,6.337399248019964e-06,4.5188793425217944e-10,1.3238776380486857e-09
