Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43)
1.0937927047443016e-07,0.10927567630515082,3.76,0.0,0.45716604505793074,0.9894628595786757,0.012655953985839906,1.1226611468788258e-10,6.288608325145714e-09,0.03497553417263356,0.005627280307656975,0.02341956442917235,0.009788426098217085,0.08461342019565009,0.0018228130089045433,0.06086713001734317,2.529856000497037e-06,8.48732179988013e-06,0.00047516744998759886,0.0001297080730433411,0.001248450172605695,0.0022147233718825686,0.0008818081351732174,0.0001662574400651305,0.0006045036791252591,0.000541499061186007,8.242592435573236e-05,3.2725524716342406e-08
1.106257372361978e-07,0.10931829915148442,3.76,0.0,0.4547571720104223,0.9891904306500854,0.01301589327201315,1.1530428479189053e-10,6.400314226515455e-09,0.03534405494679681,0.005651271214484,0.0238748706347355,0.009872963348099546,0.08646532559600113,0.0018567906550786355,0.062299357365026425,2.53946434143952e-06,8.57257464048479e-06,0.0004916604942392772,0.0001344455071269389,0.0013152232943379346,0.0022430825044832325,0.0009108348620599383,0.000173020558239171,0.0006375056940530583,0.0005482978943700218,8.577459017886224e-05,3.292205730266215e-08
1.1187220399796544e-07,0.10936105963011847,3.76,0.0,0.45234167977316214,0.9889153002182535,0.013379669454961466,1.1837317938241664e-10,6.5129039397074646e-09,0.03571102059539071,0.005673771354905702,0.024332875204436687,0.009955656769601792,0.08832122794595523,0.0018906632227445744,0.0637380263711871,2.548371236682018e-06,8.657331028823004e-06,0.0005083381783629376,0.00013926414540802357,0.0013843173044487361,0.002271099321534561,0.0009404288428902052,0.00017991269985412708,0.0006717713292662571,0.0005550385401598447,8.918012258942952e-05,3.311140119450535e-08
1.1311867075973308e-07,0.10940394815861892,3.76,0.0,0.44992017074464935,0.9886375066462045,0.013747206223805082,1.2147189699277383e-10,6.626347486953251e-09,0.036076306469810686,0.005694811182230444,0.024793504203490455,0.010036537222224463,0.0901805683639025,0.0019244228267020762,0.06518276396386495,2.5565918900937977e-06,8.741560576737963e-06,0.0005251921162307069,0.0001441625415425971,0.0014557588026332686,0.002298775406241058,0.000970587585998641,0.00018693161826441556,0.0007073229665645682,0.0005617217639591898,9.264080763276232e-05,3.329370243619521e-08
1.1436513752150071e-07,0.10944695536586932,3.76,0.0,0.4474932351700924,0.9883570878134333,0.014118427972062312,1.2459952991319762e-10,6.740614907634866e-09,0.036439790809231105,0.005714421264693929,0.02525668273716229,0.010115635827420878,0.0920428006458552,0.001958062049901598,0.0666332058468837,2.5641415532831466e-06,8.825233659767668e-06,0.0005422139590613301,0.00014913920789012505,0.0015295732234939818,0.0023261126410783857,0.0010013082401645456,0.0001940750022231667,0.0007441825246831514,0.0005683483586981173,9.615489910724248e-05,3.346910741483861e-08
1.1561160428326835e-07,0.1094900720921851,3.76,0.0,0.44506145105169154,0.9880740811145831,0.014493259850733055,1.277551655342295e-10,6.855676302544726e-09,0.036801354909595796,0.005732632213666967,0.025722335032425003,0.010192983862040558,0.09390739127998592,0.0019915739293342853,0.06808899648117635,2.571035489828101e-06,8.908321462463741e-06,0.0005593954078508276,0.00015419261890145061,0.001605784839342947,0.0023531131761452377,0.0010325876043809179,0.00020134048184365723,0.0007823714471623222,0.0005749191392376141,9.9720623192708e-05,3.3637762498845625e-08
1.16858071045036e-07,0.10953328938898421,3.76,0.0,0.44262538408832924,0.9877885234599385,0.014871627815269352,1.3093788760416436e-10,6.971501874085422e-09,0.03716088327038811,0.005749474618469758,0.026190384519983047,0.010268612661730816,0.09577381943501766,0.0020249519416139796,0.0695497890467883,2.5772889427829682e-06,8.990796017688207e-06,0.0005767282246858744,0.00015932121442064986,0.0016844167647491759,0.0023797793993089304,0.0010644221379126988,0.0002087256343015673,0.0008219106914206627,0.0005814349372122853,0.00010333618289407837,3.379981370941957e-08
1.1810453780680363e-07,0.10957659851805562,3.76,0.0,0.44018558764225163,0.9875004512775278,0.015253458666797429,1.3414677740234126e-10,7.088061962638188e-09,0.03751826372047009,0.0057649789874258265,0.026660753916328148,0.010342553533776644,0.0976415769249252,0.0020581899883376897,0.07101524538753541,2.582917105282883e-06,9.072630240226224e-06,0.0005942042429905889,0.00016452340289570963,0.0017654909626859106,0.00240611390814083,0.0010968079705972133,0.0002162279892732399,0.0008628207189840428,0.0005878965962959009,0.00010699976229233243,3.395540642639064e-08
1.1935100456857127e-07,0.10961999095046614,3.76,0.0,0.4377426027304421,0.9872099005166521,0.015638680087952068,1.3738091483065882e-10,7.205327079329711e-09,0.03787338752427916,0.005779175694786712,0.027133365305516532,0.010414837678850094,0.09951016815226457,0.002091282381303127,0.07248503594017794,2.5879350940669582e-06,9.153797955055163e-06,0.000611815376760099,0.0001697975644937804,0.0018490282521391275,0.0024321194836250176,0.0011297409133425723,0.00022384503410767217,0.000905121486821506,0.0005943049678731662,0.00011070953059703869,3.4104685123507696e-08
1.2059747133033892e-07,0.10966345836514234,3.76,0.0,0.43529695803851004,0.9869169066526653,0.016027220673678257,1.4063937942618729e-10,7.3232679354260874e-09,0.03822614946965797,0.005792094933160405,0.02760814022038364,0.010485496121137259,0.10137911003230587,0.0021242238276544985,0.07395883964985242,2.592357925740821e-06,9.234273920609223e-06,0.0006295536288360462,0.00017514205411756604,0.0019350483170451297,0.0024577990656124375,0.0011632164687825955,0.00023157421873225306,0.0009488324397379521,0.0006006609071000376,0.0001144636459965458,3.424779313015967e-08
1.2184393809210658e-07,0.10970699264716315,3.76,0.0,0.4328491699550403,0.9866215046928376,0.016419009957347176,1.4392125129813547e-10,7.441855468579586e-09,0.03857644793857169,0.005803766671081289,0.028084999722937983,0.010554559646313261,0.1032479319000033,0.00215700941502068,0.07543634387338881,2.596200495601227e-06,9.314033847375128e-06,0.0006474110982802303,0.0001805552043201549,0.002023569716431971,0.002483155729983202,0.001197229842049592,0.00023941296029428695,0.0009939725037729802,0.0006069652693341326,0.0001182602593036858,3.438487242144784e-08
1.2309040485387423e-07,0.1097505858857953,3.76,0.0,0.43039974262446884,0.9863237291831604,0.016813978432524242,1.4722561199271724e-10,7.5610608661489e-09,0.0389241849619381,0.005814220615367026,0.028563864483699766,0.010622058746842399,0.10511617540169862,0.0021896345967032074,0.07691724427202493,2.5994775588486935e-06,9.393054412148362e-06,0.0006653799869029191,0.00018603532811627553,0.0021146098956464814,0.002508192667471633,0.0012317759516290885,0.00024735864754211816,0.0010405600805551492,0.0006132189069162961,0.00012209751739642756,3.4516063433299366e-08
1.2433687161564188e-07,0.10979423037230189,3.76,0.0,0.42794916801667326,0.9860236142159456,0.017212057570715922,1.5055154528966448e-10,7.680855585807274e-09,0.039269266259759905,0.005823486177917497,0.029044654859773904,0.01068802357409103,0.10698339437331973,0.0022220951769653225,0.07840124469492102,2.602203714018532e-06,9.47131326827116e-06,0.0006834526050020781,0.00019158072168858057,0.0022081851985557392,0.0025329131641017885,0.0012668494402632968,0.0002554086449512047,0.0010886130425611527,0.0006194226662841009,0.00012597356645433684,3.464150489816339e-08
1.2558333837740953e-07,0.10983791859755221,3.76,0.0,0.4254979260115816,0.9857211934380965,0.017613179835410175,1.538981379342698e-10,7.801211373645529e-09,0.03961160126770838,0.005831592446622592,0.029527290971468993,0.010752483896754617,0.10884915470670503,0.0022543872964673867,0.07988805705476823,2.604393388465983e-06,9.548789052163922e-06,0.0007016213763689803,0.00019718966698812013,0.002304310880618912,0.0025573205831757448,0.0013024446858727135,0.00026356029660179144,0.00113814872923001,0.0006255773853979967,0.00012988655499296376,3.4761333702965474e-08
1.268298051391772e-07,0.10988164324945819,3.76,0.0,0.4230464844972211,0.9854165000599322,0.018017278692712333,1.572644803089088e-10,7.922100279969e-09,0.03995110315126265,0.005838568160058489,0.030011692777295457,0.010815469065116573,0.11071303420555965,0.002286507417888581,0.08137740119668373,2.6060608257473126e-06,9.62546138645057e-06,0.0007198788426144061,0.00020286043422867468,0.0024030011227323743,0.002581418348752521,0.0013385558124677822,0.00027181092981592026,0.001189183943883262,0.0006316838914609209,0.0001338346366993876,3.487568476800923e-08
1.2807627190094484e-07,0.1099253972102621,3.76,0.0,0.42059529947973806,0.9851095668644584,0.018424288618865026,1.6064966704800106e-10,8.04349467297842e-09,0.040287688808460925,0.005844441685666199,0.030497780147196375,0.010877007980674864,0.11257462243242894,0.002318452311769732,0.08286900476148461,2.60722007474538e-06,9.701310879966304e-06,0.0007382176668680582,0.00020859128427506792,0.0025042690457578384,0.0026052099305522115,0.0013751767010249905,0.0002801578585623946,0.0012417349514032853,0.0006377429989124493,0.00013781597307310856,3.49846909416877e-08
1.293227386627125e-07,0.10996917355369602,3.76,0.0,0.4181448152040284,0.9848004262169866,0.01883414510492653,1.640527976003286e-10,8.165367250515338e-09,0.04062127886227064,0.005849241001120893,0.03098547293388316,0.010937129070692152,0.11443352054795983,0.0023502190426074473,0.08436260304434018,2.6078849803952846e-06,9.776319124923421e-06,0.0007566306369019014,0.00021438047092598757,0.0026081267256498975,0.0026286988302175306,0.0014123010003040833,0.00028859838663901816,0.0012958174766231829,0.0006437555076789334,0.00014182873587730195,3.508848291170098e-08
1.3181567218624777e-07,0.11005676662274468,3.76,0.0,0.4132476678604917,0.98417564999874,0.019662144799471485,1.709093150166035e-10,8.410439453776552e-09,0.04127917314384469,0.005855726877849368,0.0319653544908756,0.011053229000975487,0.11814170805496961,0.0024132076621475314,0.08735476233599525,2.607786079155222e-06,9.923743114293656e-06,0.0007936508027362161,0.0002261268466197293,0.0028236545308001878,0.0026747826789417345,0.001488033329062766,0.0003057494222479153,0.001408637275773263,0.0006556438480277549,0.00014994129213835114,3.528093580745793e-08
1.3405931235742952e-07,0.11013561126386848,3.76,0.0,0.4088468524181646,0.983606118405851,0.020416453407714523,1.771326301265826e-10,8.632373001747959e-09,0.04186031220290846,0.005858162560179299,0.03285193643027476,0.011153144795453361,0.12146610691005787,0.002469264196665892,0.09005202364779716,2.6061408822864617e-06,1.0053382860525164e-05,0.0008271528114669919,0.00023688050809068755,0.003026586838880651,0.0027152583384829074,0.0015578459967259472,0.0003214783080696628,0.001515559560088366,0.0006661916659322319,0.00015733201671036862,3.5437575391900714e-08
1.3630295252861128e-07,0.11021442914246428,3.76,0.0,0.4044546932664661,0.9830299199814833,0.021179027997964416,1.8340034777590468e-10,8.855447226713034e-09,0.042430678627973915,0.005857533700302335,0.03374247977959895,0.01124888545908536,0.12477609894720242,0.002524709857912544,0.09275196541270471,2.6030993155545337e-06,1.0180054823625409e-05,0.0008607888116116022,0.0002477959195825619,0.0032380517048130686,0.0027548080340145426,0.00162918145036196,0.0003374683525522076,0.0016276637952721846,0.0006766001438921157,0.00016479682045937978,3.557924836138629e-08
1.3854659269979303e-07,0.11029318637496836,3.76,0.0,0.40007337475315347,0.9824472297040967,0.021949528837649855,1.8970744797010994e-10,9.079515799517079e-09,0.042989940155825336,0.005853987858552459,0.034636525126017864,0.011340597732057794,0.12806975441097979,0.0025795364330197424,0.09545330103305966,2.598734000086227e-06,1.0303686007814668e-05,0.0008945214888638191,0.00025886290509635274,0.0034580839254385134,0.0027934519665344945,0.0017019956407965811,0.0003537038104718731,0.001745022171886705,0.0006868732701883406,0.0001723256713991794,3.57066320625324e-08
1.4079023287097478e-07,0.11037185085267676,3.76,0.0,0.3957049698377677,0.9818582189725558,0.02272762649739229,1.960489918316035e-10,9.304436288827047e-09,0.043537800381777285,0.005847667846463256,0.03553361781369292,0.01142842262477705,0.13134525091652463,0.0026337377953856464,0.09815481225299208,2.593115093219266e-06,1.0424212794436384e-05,0.0009283149359291213,0.00027007136138766685,0.003686708668285788,0.0028312099701995235,0.001776242903617699,0.0003701690176713559,0.001867701283124876,0.0006970148110727408,0.00017990878210996872,3.582037843121014e-08
1.4303387304215654e-07,0.1104503921511277,3.76,0.0,0.3913514432965199,0.9812630557892613,0.023513001648556197,2.0242012640585533e-10,9.53007018068431e-09,0.04407399755850786,0.005838711712822431,0.03643330891095829,0.011512495458874498,0.13460086989020062,0.0026873096988800915,0.10085534631077328,2.5863102835737605e-06,1.0541580600717038e-05,0.0009621346502858512,0.00028141128458529545,0.003923941805667237,0.0028681014237617866,0.0018518761398021145,0.0003868484222785271,0.001995762180421572,0.0007070283071339434,0.00018753662971055448,3.5921114092434037e-08
1.452775132133383e-07,0.11052878148796239,3.76,0.0,0.38701465498436793,0.9806619049357418,0.024305344832727886,2.0881608858033733e-10,9.756282874585533e-09,0.044598303293021044,0.005827252767806213,0.03733515609567673,0.01159294596300729,0.13783499301513277,0.0027402495848292603,0.1035538131395101,2.5783848054565643e-06,1.0655743511011324e-05,0.0009959475251042733,0.00029287279386366557,0.00416979025089323,0.0029041451851538266,0.0019288469897727027,0.00040372661184011116,0.002129260440553426,0.0007169170731631147,0.0001951999718465218,3.600944064377855e-08
1.4752115338452004e-07,0.11060699165128694,3.76,0.0,0.3826963631277251,0.9800549281398421,0.025104356210477036,2.1523220836925508e-10,9.982943662450705e-09,0.0451105211716241,0.0058134196358864765,0.03823872446235596,0.01166989841048099,0.1410460987010682,0.002792556401374821,0.1062491826278354,2.5694014679900653e-06,1.0766663889201322e-05,0.0010297218347172822,0.00030444615239375527,0.004424252294991121,0.002939359545380291,0.002007106000712426,0.0004207883370020156,0.002268246242515123,0.0007266842008373692,0.00020288985920548637,3.608593508248405e-08
1.497647935557018e-07,0.11068499694470499,3.76,0.0,0.378398227629396,0.9794422842335709,0.025909745294143978,2.2166391172769793e-10,1.0209925694552678e-08,0.045610485329919466,0.005797336332537828,0.03914358725065324,0.011743471791782287,0.1442327585939822,0.0028442304352487304,0.10894048195168604,2.55942069641553e-06,1.0874311977091021e-05,0.0010634272156451181,0.0003161217856652518,0.0046873179427639544,0.0029737621996121693,0.002086602786863542,0.00043801853202962086,0.0024127644532287813,0.0007363325638237852,0.00021059764483151555,3.6151150378575604e-08
1.5200843372688355e-07,0.11076277312659642,3.76,0.0,0.3741218133614174,0.9788241293007655,0.026721230671340013,2.2810672305637676e-10,1.0437105936338527e-08,0.04609805899342861,0.005779122357250704,0.040049326498361626,0.011813780010440169,0.14739363414297865,0.002895273155537577,0.11162679298832123,2.5485005817083602e-06,1.0978665485889037e-05,0.0010970346446454666,0.0003278902974003616,0.004958969246713142,0.0030073702321271696,0.002167286182686756,0.00045540233272616757,0.0025628547205226314,0.0007458648247212607,0.000218314990718638,3.6205616124088815e-08
1.542520738980653e-07,0.1108402973530861,3.76,0.0,0.36986859342781286,0.978200616814002,0.027538539724113287,2.3455626738381693e-10,1.0664365117970518e-08,0.04657313300702727,0.0057588927984762155,0.04095553362120606,0.011880932093778482,0.15052747323677618,0.0029456870690978553,0.11430724982056324,2.536696936317649e-06,1.1079709185685666e-05,0.0011305164146269916,0.0003397424832305502,0.005239180637832919,0.003040200112502651,0.002249104388818891,0.0004729250921517641,0.0027185515722184935,0.0007552834433827185,0.00022603387206852814,3.6249839227767254e-08
1.5649571406924706e-07,0.11091754812160577,3.76,0.0,0.3656399523852165,0.9775718977606552,0.028361408347411823,2.4100827224341166e-10,1.0891587678852236e-08,0.04703562436740717,0.005736758446911632,0.04186180992270632,0.01194503241219066,0.15363310691669632,0.002995475587149329,0.11698103633451808,2.524063354294815e-06,1.1177434496897081e-05,0.001163846108985571,0.0003516693423077057,0.0055279192526285475,0.0030722677008152835,0.002332005110858511,0.0004905723944979748,0.0028798845203886277,0.0007645906862358881,0.0002337465795607231,3.628430467446065e-08
1.587393542404288e-07,0.11099450521642616,3.76,0.0,0.3614371894137494,0.9769381207582511,0.029189580669259793,2.474585693019383e-10,1.1118661709209753e-08,0.04748547476819377,0.005712825914614868,0.042767767037134224,0.012006180902990621,0.15670944616997878,0.003044642902594475,0.11964738391160562,2.5106512745434763e-06,1.1271839086399666e-05,0.0011969985746947721,0.00036366208699543977,0.005825145255923515,0.0031035882601327994,0.0024159356910420835,0.0005083300673596993,0.003046878170100557,0.0007737886363220187,0.00024144571990333604,3.6309476311686185e-08
1.6098299441161056e-07,0.11107114965575629,3.76,0.0,0.35726152143180406,0.9762994321593707,0.03002280877469915,2.539030958121285e-10,1.1345478890005655e-08,0.04792264916625695,0.005687197757536395,0.04367302730889201,0.01206447329534881,0.15975547880619448,0.0030931938775639444,0.1223055692147947,2.4965100458910635e-06,1.13629264707216e-05,0.001229949894534852,0.0003757121507900839,0.006130812159041223,0.003134176474756387,0.002500843232897183,0.0005261841926221873,0.0032195523320168746,0.0007828792038179691,0.0002491242149105097,3.6325797627856974e-08
1.6322663458279232e-07,0.11114746364045804,3.76,0.0,0.35311408614881457,0.9756559761463769,0.030860852435339495,2.603378959115812e-10,1.1571934431781712e-08,0.048347134376821484,0.00565997259949086,0.04457722411168565,0.012120001333030492,0.1627702664191265,0.003141133940679654,0.12495491206876948,2.481686992955321e-06,1.1450705628344725e-05,0.001262677358820192,0.0003878111946196335,0.006444867132964623,0.0031640464728181173,0.0025866747189804778,0.0005441211161578115,0.0033979221382453976,0.0007918641368359993,0.00025677529933597375,3.63336925552069e-08
1.6547027475397407e-07,0.11122343050439859,3.76,0.0,0.34899594505123566,0.9750078948163138,0.031703478846033244,2.667591217647749e-10,1.1797927013249722e-08,0.04875893770379749,0.005631245255997922,0.04548000211101889,0.012172852992099224,0.16575294143543667,0.003188468993506481,0.1275947734329582,2.4662274820378206e-06,1.153519062286082e-05,0.0012951594369042727,0.00039995111166660403,0.006767251316155247,0.003193211851990972,0.0026733771218364643,0.0005621274565098552,0.0035819981608870622,0.0008007450323168658,0.00026439251767650665,3.6333566276679395e-08
1.6771391492515582e-07,0.11129903466643586,3.76,0.0,0.34490808631865066,0.9743553282564299,0.03255046236971884,2.7316303455606555e-10,1.2023358720580904e-08,0.049158085609989535,0.0056011068568753,0.046381017473538344,0.012223112691630443,0.1687027042501834,0.003235205325664871,0.13022455346533854,2.4501749864785643e-06,1.161640023825378e-05,0.0013273757486170525,0.00041212403085104013,0.007097900116812147,0.0032216857072824,0.0027608975083364753,0.0005801901127030236,0.003771786532821063,0.0008095233468628114,0.00027196972012879535,3.632580599213153e-08
1.6995755509633758e-07,0.11137426158407035,3.76,0.0,0.34085142766837506,0.9736984146108537,0.03340158429105617,2.7954600535542195e-10,1.224813498782387e-08,0.049544622430352285,0.00556964496677458,0.04727993802673367,0.012270861496227452,0.17161882044826532,0.0032813495380822027,0.13284368967413424,2.433571151022436e-06,1.1694357627148817e-05,0.0013593070357197938,0.00042432231910051097,0.00743674350941554,0.003249480660083455,0.002849183137571646,0.0005982962712839951,0.0039672890703488315,0.0008182004073934778,0.0002795010578517177,3.631078168295174e-08
1.7220119526751933e-07,0.1114490977087102,3.76,0.0,0.3368268191276811,0.9730372901389823,0.03425663257921392,2.8590451586642187e-10,1.2472164538376181e-08,0.04991860913048157,0.00553694370308315,0.048176443372415695,0.012316177309539746,0.17450061811042006,0.0033269084738736365,0.13545165515422752,2.4164558548797604e-06,1.1769089972575707e-05,0.0013909351334405408,0.0004365385825260944,0.007783706325419519,0.0032766088878044717,0.0029381815524802926,0.0006164334126672214,0.004168503397368488,0.0008267774215395485,0.0002869809776604112,3.628884687692556e-08
1.7444483543870108e-07,0.11152353044252006,3.76,0.0,0.3328350457331215,0.9723720892661464,0.035115401660016345,2.922351590506164e-10,1.2695359327565894e-08,0.05028012211193495,0.0055030838507796834,0.04907022495731702,0.012359135058171235,0.1773474852022306,0.0033718891563550035,0.13804795690506524,2.3988672732665018e-06,1.1840628163629965e-05,0.001422242942150453,0.0004487656666174315,0.008138708537963998,0.003303082153545334,0.0030278406653950294,0.0006345893168456036,0.004375423070777259,0.0008352554877087668,0.0002944042162612655,3.626033935846632e-08
1.7668847560988284e-07,0.11159754809680128,3.76,0.0,0.32887683015675795,0.9717029446271152,0.03597769219753178,2.985346396247973e-10,1.2917634486655442e-08,0.05062925206544566,0.005468142973962422,0.04996098610407105,0.012399806865566064,0.18015886704445203,0.0034162987337034247,0.14063213422679,2.380841937269868e-06,1.190900648527843e-05,0.0014532143992258837,0.00046099665556373565,0.008501665540489946,0.0033289118353471508,0.003118108837699976,0.0006527520685147327,0.004588037706821349,0.0008436356047706362,0.0003017657941231407,3.6225581859044025e-08
1.789321157810646e-07,0.11167113985187292,3.76,0.0,0.32495283525951685,0.9710299871030074,0.036843310885051515,3.047997744367216e-10,1.3138908268364995e-08,0.050966102872534884,0.005432195523880246,0.05084844200572624,0.012438262215715203,0.18293426386277903,0.0034601444297962997,0.14320375719121722,2.3624147919320217e-06,1.1974262322397292e-05,0.001483834451116977,0.0004732248708006635,0.008872488419163983,0.0033541089546646726,0.0032089349537930386,0.0006709100616483929,0.004806333108139043,0.0008519186813175848,0.0003090610090662316,3.6184882753216046e-08
1.8117575595224634e-07,0.11174429571841049,3.76,0.0,0.32106366657227436,0.9703533458521738,0.037712070245282794,3.110274927222564e-10,1.3359101993660875e-08,0.051290790555510966,0.0053953129433984915,0.05173231968683381,0.012474568106754536,0.1856732284150144,0.0035034335007774857,0.14576242518420962,2.3436192525012807e-06,1.2036435877976944e-05,0.0015140890256242407,0.00048544386887560217,0.00925108421903582,0.0033786842037846457,0.003300268489550809,0.0006890520035511893,0.005030291391269018,0.000860105544474529,0.0003162854296358083,3.613853669790289e-08
1.834193961234281e-07,0.1118170065002028,3.76,0.0,0.31720987470551903,0.9696731483356114,0.03858378843949055,3.172148362387032e-10,1.3578139999614346e-08,0.05160344227545601,0.005357563767914462,0.05261235793401587,0.01250878919466598,0.18837536369353958,0.0035461731969192866,0.14830776551603408,2.3244872588463863e-06,1.2095569905317955e-05,0.001543965004377921,0.0004976474387169774,0.009637356203860362,0.003402647971989146,0.003392059575493984,0.000707166918404445,0.005259891114415554,0.0008681969482419373,0.0003234348883155505,3.6086825236131337e-08
1.8566303629460985e-07,0.11188926375827994,3.76,0.0,0.31339195768855616,0.9689895203374413,0.03945828908527,3.2335895926945893e-10,1.3795949588378541e-08,0.05190419537753781,0.005319013722790838,0.05348830719878456,0.012540987927370488,0.19104032070101742,0.0035883707293688488,0.15083943209639797,2.30504932805414e-06,1.215170945397471e-05,0.001573450195516522,0.000509829598386827,0.010031204109519456,0.003426010370322747,0.0034842590548503235,0.0007252441503155216,0.005495107405274614,0.0008761935813661068,0.0003305054746254652,3.603001741488877e-08
1.879066764657916e-07,0.11196105977636704,3.76,0.0,0.3096103632392973,0.9683025859809685,0.04033540108260088,3.2945712850138463e-10,1.4012460977255195e-08,0.0521931964827915,0.005279725817402149,0.054359929475247225,0.012571224669561966,0.19366779629731695,0.0036300332413870297,0.15335710417098541,2.285334605245146e-06,1.2204901629152707e-05,0.0016025333065630585,0.000521984591389863,0.010432524390982705,0.003448781254869743,0.003576818536711102,0.0007432733658778298,0.005735912088733546,0.0008840960747352862,0.0003374935281419836,3.59683703538615e-08
1.9015031663697336e-07,0.11203238752762068,3.76,0.0,0.3058654909657497,0.967612467740814,0.041214958447811416,3.355067227768548e-10,1.4227607249575699e-08,0.05247060062534761,0.005239760435906844,0.055226998155197646,0.012599557818688881,0.19625753111570574,0.003671167783707186,0.15586048511643547,2.2653709126547072e-06,1.2255195364217388e-05,0.0016312039174975073,0.0005341068826063886,0.01084121046275422,0.0034709702484858346,0.003669690444475632,0.0007612445562471292,0.005982273814265455,0.0008919050083046038,0.00034439563147167264,3.5902129763870476e-08
1.923939568081551e-07,0.1121032406426056,3.76,0.0,0.3021576945003934,0.9669192864515862,0.042096800155062106,3.415052327184469e-10,1.4441324306161618e-08,0.05273657043393881,0.005199175424875264,0.05608929786295788,0.012626043912534206,0.1988093075464023,0.0037117812936610555,0.15834930129081673,2.245184797035201e-06,1.2302641205931093e-05,0.001659452454023079,0.0005461911539106906,0.01125715293276048,0.0034925867609608874,0.003762828059776747,0.000779148038738334,0.006234158182847852,0.0008996209175576915,0.00035120860320443995,3.583153048615692e-08
1.9463759697933686e-07,0.1121736133784717,3.76,0.0,0.2984872835686753,0.966223161313535,0.04298076998495041,3.4745026022448104e-10,1.4653550817359784e-08,0.052991275356408206,0.005158026177918766,0.05694662427219951,0.01265073772886625,0.2013229477856399,0.00375188057773885,0.16082330093679023,2.2248015754429162e-06,1.2347291112006697e-05,0.0016872701610249807,0.0005582322995310747,0.011680239829641607,0.0035136400076166904,0.0038561855620780623,0.0007969744579459943,0.006491527873242724,0.0009072442995171581,0.00035792949086723883,3.575679699766357e-08
1.9688123715051862e-07,0.11224350058929093,3.76,0.0,0.2948545259928678,0.9655242098956047,0.04386671637983748,3.533395178377128e-10,1.4864228175627886e-08,0.053234890925872067,0.005116365717470363,0.05779878390683873,0.012673692377639234,0.20379831194846718,0.003791472297270142,0.16328225313479175,2.2042453794773064e-06,1.2389198260550105e-05,0.0017146490762235277,0.0005702254212025529,0.012110356823414875,0.0035341390263659263,0.003949718064131091,0.0008147147863915042,0.006754342767481504,0.0009147756183186163,0.00036455556389533995,3.567814385220004e-08
1.9912487732170037e-07,0.11231289769751471,3.76,0.0,0.2912596496325384,0.9648225481362719,0.044754492305506405,3.59170827990103e-10,1.5073300448434163e-08,0.05346759806714616,0.00507424477386299,0.05864559392796882,0.012694959386221219,0.20623529624359052,0.0038305629569311047,0.1657259468037132,2.1835391980411176e-06,1.2428416870954208e-05,0.00174158200402727,0.0005821658231583923,0.01254738743948592,0.003554092693275357,0.004043381643477273,0.0008323603247009389,0.007022560075403507,0.0009222153103642674,0.00037108430663525515,3.5595776144179326e-08
2.0136851749288212e-07,0.11238180066651522,3.76,0.0,0.2877028442628769,0.9641182903425347,0.045643955118773887,3.649421221241681e-10,1.528071433125449e-08,0.05368958244202073,0.00503171186184437,0.059486881908667175,0.012714588778120796,0.20863383120863827,0.00386915889580193,0.1681541897466981,2.1627049186861487e-06,1.2465002035801002e-05,0.001768062489594776,0.0005940490070021824,0.012991213265991113,0.0035735097366881075,0.004137133370176965,0.0008499027013188347,0.0072961344581016045,0.0009295637890731672,0.00037751341139112657,3.550988995946581e-08
2.0585579783524566e-07,0.11251811059103795,3.76,0.0,0.280704025870345,0.962702435703136,0.04742739204793278,3.762969267498636e-10,1.5690366577311678e-08,0.054102145645473096,0.004945593550804979,0.06115225265469346,0.012749127703962276,0.21331543691034535,0.003944891106898897,0.17296364376468235,2.1207343458627258e-06,1.2530495852604311e-05,0.0018196438645647441,0.0006176266821653015,0.013898768397101075,0.003610768199623776,0.004324734641243364,0.0008846461163070806,0.00785916107692907,0.0009439886701207619,0.00039006447474222077,3.5328303699109335e-08
2.0989435014337283e-07,0.11263906923419452,3.76,0.0,0.2745364791099193,0.9614204013012239,0.04903690897720915,3.8629243854717045e-10,1.6052899324114754e-08,0.05443871917625047,0.0048671220466539175,0.0626306758232577,0.012775085584777445,0.21739733231021308,0.004011418163657314,0.17723773809636137,2.0827211489234294e-06,1.2580999118494128e-05,0.0018644692563250542,0.0006386096319559774,0.014737587007587287,0.003642550524089696,0.004493467675353829,0.0009154850689702803,0.008383703494629425,0.0009566629366381318,0.0004010005342613692,3.51546390739408e-08
2.139329024515e-07,0.11275838608868634,3.76,0.0,0.26849367890136977,0.9601316585077185,0.05064986086127618,3.960661932753426e-10,1.640934508724986e-08,0.05474359335364873,0.004787976597639492,0.06408897613042207,0.012796453938331509,0.22135496633847243,0.004076432842585703,0.18145955403005573,2.0445870674470526e-06,1.262385112499492e-05,0.0019077595121241347,0.0006593457029883269,0.015596512511937999,0.003672724392523269,0.004661866220304354,0.0009458744403601104,0.008924793995771452,0.0009690474747934281,0.00041158665974885323,3.497225250406965e-08
