Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101)
1.135673563805083e-07,0.09943439888162897,3.76,0.0,0.3307421911263389,0.9762378335550018,0.02916288358577133,1.1321659003963107e-09,4.431045990391304e-08,0.055459370193283807,0.005994289313629223,0.044951175557337325,0.014402536993079588,0.15515668053788473,0.003050421908378492,0.1180914410840257,2.345487023419744e-06,1.2056377852843482e-05,0.0014620126107472997,0.0003148263225739718,0.006645126438094288,0.003953135257933351,0.002680475019333503,0.0006074264430934501,0.0031221952187644782,0.0009597677305717802,0.00025760078570508506,3.608662112168819e-08,1.6481715287325755e-05,2.00667676197295e-05,1.445802926628227e-06
1.1483367991910785e-07,0.09948966976502088,3.76,0.0,0.32744703222193533,0.9757117812794548,0.029834243609085962,1.1794572263862856e-09,4.595821408248168e-08,0.05584779116250715,0.005969383719251987,0.04566984503518586,0.014461728268451919,0.1574888911353894,0.003090426333297792,0.12019126502462983,2.3335955326047534e-06,1.2129813769825678e-05,0.0014939934573368924,0.0003232629712108456,0.006921183003509188,0.00398494349159668,0.002754712152454612,0.0006250996850982422,0.003265337294250667,0.0009686715258295044,0.0002642198881569857,3.633537552280571e-08,1.7226269445207967e-05,2.1390031969409484e-05,1.477999652121157e-06
1.161000034577074e-07,0.09954473203485968,3.76,0.0,0.32417194301706465,0.9751825101537263,0.030508773428831862,1.2284375233162852e-09,4.766339748079647e-08,0.0562274409615309,0.005943365774210535,0.04638718638704427,0.014518674001626755,0.15979908695208003,0.0031300633596296366,0.12228563017900555,2.3212822374623224e-06,1.2201148415830917e-05,0.0015257692747645383,0.0003317368353720004,0.00720316997863562,0.004016111316717182,0.0028295750638336185,0.0006428558237743657,0.0034124231663386294,0.0009774568062757578,0.00027081768309502615,3.6579239622760645e-08,1.7987962176349092e-05,2.2774504236754255e-05,1.5100688965310628e-06
1.1736632699630694e-07,0.09959957782463386,3.76,0.0,0.3209174690087563,0.9746500970720293,0.03118634334683548,1.2791461219784836e-09,4.9427283387420506e-08,0.056598308175428415,0.00591629191370619,0.04710303221385328,0.014573431866763064,0.1620868314730098,0.0031693343901277255,0.12437419007182869,2.3085711152006983e-06,1.2270385606659741e-05,0.0015573256458353423,0.000340244304113181,0.007491042681475387,0.004046649440123945,0.0029050324087227983,0.0006606855049890697,0.003563465265180798,0.0009861240455484696,0.00027739012823395316,3.6818258560576174e-08,1.876663140262248e-05,2.4221599956831744e-05,1.5419961679669588e-06
1.1863265053490648e-07,0.09965419969614948,3.76,0.0,0.3176841232135948,0.9741146179567727,0.031866827117822995,1.3316219171137372e-09,5.125113386207525e-08,0.056960390290210404,0.005888216833997765,0.04781721973080486,0.014626057902560764,0.1643517186529945,0.003208241026729298,0.12645661529515084,2.2954853462315685e-06,1.2337531173828145e-05,0.0015886488470477798,0.000348781833325233,0.007784753594644356,0.004076568406202984,0.002981052838837342,0.0006785795053263265,0.003718473921880615,0.0009946736768085649,0.0002839333339861272,3.705247643365593e-08,1.9562103474762982e-05,2.5732712450566398e-05,1.5737675155260279e-06
1.1989897407350601e-07,0.09970859062524069,3.76,0.0,0.314472387169629,0.9735761477780397,0.032550101874652446,1.3859033087292827e-09,5.3136198156891536e-08,0.05731369328082615,0.005859193526006108,0.04852959081266294,0.014676606566270562,0.16659337189984202,0.003246785044690901,0.12853259288119,2.282047330932566e-06,1.2402592860331123e-05,0.001619725834692279,0.00035734594709290526,0.0080842525025923,0.004105878594832853,0.00305760504325192,0.0006965287381396774,0.003877457407698943,0.0010031060958046601,0.0002904435629153342,3.72819364062552e-08,2.0374193568363038e-05,2.730921121558888e-05,1.6053695244078187e-06
1.2116529761210556e-07,0.09976274398779149,3.76,0.0,0.3112827119242158,0.9730347605714728,0.03323604805342841,1.4420281442806783e-09,5.508371115389869e-08,0.057658231204673206,0.005829273309889276,0.04923999202773562,0.014725130787968738,0.1688114430771769,0.003284968368677956,0.13060182569419915,2.2682787068214094e-06,1.2465580218131953e-05,0.0016505442306289564,0.0003659332387952981,0.008389486626502364,0.004134590220728769,0.003134657787358577,0.0007145242591089949,0.004040421974439052,0.0010114216640086339,0.00029691722883013036,3.7506680807031085e-08,2.1202706079231322e-05,2.895244036649441e-05,1.636789310250077e-06
1.224316211507051e-07,0.09981665354607464,3.76,0.0,0.30811551900675876,0.9724905294546189,0.033924549318815916,1.5000336618624114e-09,5.709489182233556e-08,0.05799402580168651,0.005798505870307674,0.04994827466110136,0.014771682024644362,0.17100561152735838,0.003322793050715736,0.13266403184135236,2.2542003660130996e-06,1.2526504507638235e-05,0.0016810923078185182,0.0003745403719674837,0.00870040075677367,0.004162713333968631,0.0032121799499144755,0.0007325572713368511,0.004207371895876558,0.00101962071178979,0.0003033508955574671,3.7726751211391585e-08,2.204743501809244e-05,3.066371712626074e-05,1.6680145130146096e-06
1.2369794468930465e-07,0.0998703134354116,3.76,0.0,0.304971201385477,0.9719435266418059,0.0346154924898212,1.5599564345477332e-09,5.917094169927667e-08,0.05832110610190827,0.0057669392921405205,0.05065429472768733,0.014816310313721178,0.17317558311485376,0.0033602612499099562,0.13471894410249682,2.2398324728503514e-06,1.2585378599381943e-05,0.0017113589756695949,0.0003831640809419961,0.009016937383005286,0.004190257821498451,0.0032901405582113964,0.0007506191300164941,0.004378309510110793,0.001027703541599488,0.00030974127543397526,3.7942188541483576e-08,2.2908164404598267e-05,3.24443303704643e-05,1.6990332909163728e-06
1.2623059176650374e-07,0.09997686253713926,3.76,0.0,0.29875262667949404,0.9708414903456951,0.03600426715824368,1.6856963903286785e-09,6.352235920881049e-08,0.05894927410706258,0.005701593276719776,0.05205899485825611,0.014899991413802568,0.17744188622772433,0.00343413726555696,0.13880588820440068,2.2103051543219573e-06,1.2697035154449429e-05,0.0017710068143230986,0.00040044851960303256,0.009666637333095357,0.004243649667642747,0.0034472541574977465,0.0007867955922613625,0.004732147752406011,0.0010435216364490536,0.00032237975523233085,3.835932495674499e-08,2.4676712991990713e-05,3.621857185883186e-05,1.7604067575043287e-06
1.2850997413598292e-07,0.10007185121117639,3.76,0.0,0.29323753329066177,0.9698408848875247,0.03726144225005752,1.8057707567460428e-09,6.767213247105895e-08,0.059485249523032815,0.005640499713883539,0.053314139306415084,0.014969202669804178,0.181196365392128,0.0034994297379791553,0.14245679337296913,2.1829283123301676e-06,1.2790673124714941e-05,0.001823628695292234,0.0004160299035472254,0.010269976618339893,0.004289819369405329,0.003589849342408151,0.000819369595187249,0.005064225444606564,0.0010573630301389584,0.0003335763381577696,3.871930285938936e-08,2.6320770844855085e-05,3.986482128052145e-05,1.8148284807772624e-06
1.307893565054621e-07,0.10016595544728245,3.76,0.0,0.28780145940408824,0.9688323822165584,0.038524905428136996,1.9325898288478872e-09,7.204981711667918e-08,0.05999373565468965,0.00557749544049151,0.054559929408328045,0.015032902308802326,0.1848689878284967,0.003563603876453707,0.14608052479407158,2.1548955217100085e-06,1.2877932342180484e-05,0.001875193849526246,0.00043161746900318034,0.01089054641476939,0.004334260931691563,0.003733393524913729,0.0008519099806876998,0.005409175783667821,0.0010708316355773435,0.00034458812271839957,3.906488514242462e-08,2.8012896043248082e-05,4.3754327779653376e-05,1.86842018514637e-06
1.330687388749413e-07,0.10025915292110146,3.76,0.0,0.282445783847231,0.96781637231306,0.03979410122694216,2.066336052912638e-09,7.666160128197376e-08,0.06047511695172192,0.005512807768274361,0.055795694982936954,0.015091337447398021,0.18845887865950717,0.0036266740420603924,0.1496759860666085,2.1263003854483425e-06,1.29589340605015e-05,0.0019256586508837501,0.00044719474923278084,0.01152794429658903,0.004377026536372354,0.0038777154240902355,0.0008843723121671057,0.005766948241717684,0.0010839286126394763,0.0003554010298327689,3.939629759594081e-08,2.9751519361932862e-05,4.789341172872001e-05,1.921130615779186e-06
1.3534812124442048e-07,0.10035142421378968,3.76,0.0,0.27717165581787373,0.966793236433576,0.0410685017253823,2.207180997884541e-09,8.151338061586562e-08,0.06092982631220128,0.005446650047099411,0.0570208136588043,0.015144744118348697,0.19196537234343417,0.003688654619335387,0.15324219553027352,2.0972302530889355e-06,1.3033809502159795e-05,0.0019749849692948045,0.00046274601374889286,0.012181753126273304,0.004418166947515069,0.004022647513930049,0.0009167139997848848,0.006137475555959518,0.001096655063987866,0.0003660023538297714,3.971376512838874e-08,3.1534997811552344e-05,5.2287999650777936e-05,1.97291336578441e-06
1.3762750361389967e-07,0.10044275271908983,3.76,0.0,0.2719800098970059,0.9657633472074999,0.042347605345347955,2.3552846027001086e-09,8.661073614715895e-08,0.06135833932733407,0.005379222301985596,0.05823470988140779,0.015193348026993424,0.19538799809926571,0.0037495598596297064,0.15677827838361733,2.0677665304595965e-06,1.310269846149551e-05,0.0020231398947794074,0.0004782562565191609,0.012851543048959243,0.004457731592917708,0.004168026404082282,0.0009488943345659412,0.006520674603203201,0.0011090120825180479,0.0003763807091648439,4.0017512815941635e-08,3.33616218742002e-05,5.694360668978634e-05,2.023726717772977e-06
1.3990688598337885e-07,0.1005331243782528,3.76,0.0,0.2668715804178403,0.9647270687100147,0.04363093570060061,2.510794501563494e-09,9.195891390981507e-08,0.061761168887012226,0.005310711852203362,0.059436853757933304,0.015237365246727847,0.19872646601576208,0.0038094037568366856,0.16028345930944965,2.0379849796398445e-06,1.3165748006297019e-05,0.0020700954651541115,0.0004937111815557009,0.013536873389677472,0.004495768642890194,0.004313693170826872,0.0009808745140302587,0.006916447276203983,0.0011210007948072502,0.000386525975371142,4.030776678386688e-08,3.52296226890609e-05,6.186532124140472e-05,2.0735334772910133e-06
1.4218626835285804e-07,0.10062252754668656,3.76,0.0,0.2618469152100292,0.963684756516289,0.04491804049421233,2.673845431103824e-09,9.756280646114191e-08,0.0621388601366636,0.005241293911032977,0.060626759770903,0.015277002854783735,0.20198065381220623,0.0038681999508550736,0.16375705556573722,2.007956008849617e-06,1.3223111273254058e-05,0.00211582839781168,0.00050909718650262,0.014237294455579643,0.004532325084759562,0.004459493642281336,0.0010126176599441535,0.007324681358365656,0.0011326224004241092,0.00039642924087654306,4.058475488249844e-08,3.713717915628796e-05,6.705779172257443e-05,2.122300803152327e-06
1.4446565072233722e-07,0.10071095280326837,3.76,0.0,0.2569063887148652,0.962636757739903,0.04620849046460802,2.8445587221190837e-09,1.0342693639550207e-07,0.062491985782652,0.005171132165550597,0.061803985376498234,0.015312459511543147,0.2051505942500981,0.0039259616563696075,0.1671984705282404,1.977744951902985e-06,1.3274946354925843e-05,0.0021603198262866315,0.0005244013445854509,0.014952349241574972,0.004567446791934844,0.004605278639217849,0.0010440888284234484,0.00774525139412107,0.0011438782069955195,0.000406082746113429,4.084870728360607e-08,3.908242494372479e-05,7.252521551546141e-05,2.1700000348082887e-06
1.467450330918164e-07,0.10079839279947651,3.76,0.0,0.2520502144896128,0.961583411059931,0.04750187837872456,3.0230418780769606e-09,1.0955544190024858e-07,0.06282114173332631,0.005100379335829405,0.06296812951440124,0.015343925986573076,0.208236463167746,0.003982701612718789,0.1706071876482205,1.9474123367289392e-06,1.3321415274896574e-05,0.0022035550422673544,0.0005396113854712063,0.015681575041280576,0.00460117858606278,0.004750904175168844,0.0010752550130314832,0.00817801955156139,0.001154769661033216,0.0004154798265344162,4.109985695355011e-08,4.106345537230021e-05,7.827133004898044e-05,2.216606513995845e-06
1.490244154612956e-07,0.10088484210402085,3.76,0.0,0.24727845711316512,0.9605250467401054,0.04879781807068309,3.209388241567508e-09,1.1595206439452156e-07,0.06312694306387856,0.0050291777138797,0.06411883104967656,0.015371585634869872,0.21123856811879455,0.004038432051659816,0.1739827647984538,1.9170141431839503e-06,1.3362683048038244e-05,0.002245523243466138,0.0005547156754411603,0.016424504964364844,0.004633564291661839,0.004896231618613248,0.0011060851413269557,0.00862283647447902,0.0011652983746413665,0.0004246148559643579,4.1338439907503735e-08,4.307833417152975e-05,8.429940599240056e-05,2.2620994042161953e-06
1.5130379783077478e-07,0.10097029706218916,3.76,0.0,0.24259104350871574,0.9594619866431126,0.050095943523604906,3.4036767489831086e-09,1.2262013829796517e-07,0.06341002029144235,0.0049576596827602135,0.06525576716533285,0.015395614826984316,0.2141573375935754,0.004093164680202619,0.17732482898094065,1.8866020505324063e-06,1.3398916821371784e-05,0.002286217287560472,0.0005697031971956142,0.017180669361914133,0.004664646783357384,0.0050411278200473515,0.0011365500652410097,0.00907954212141746,0.0011754661482680697,0.00043348319057388455,4.156469540518171e-08,4.512510008778902e-05,9.061224252110783e-05,2.306461510071992e-06
1.5358318020025397e-07,0.10105475565995535,3.76,0.0,0.23798777369694415,0.9583945442424122,0.051395907992294126,3.6059717730065876e-09,1.295625829504611e-07,0.06367101594726897,0.004885948216355789,0.06637865172012793,0.015416183337049577,0.2169933108066084,0.0041469106763208155,0.18063307137504367,1.8562236747564824e-06,1.343028509117697e-05,0.0023256334524238624,0.0005845635295139112,0.017949597161156402,0.004694468026220707,0.005185465206289487,0.001166622545573583,0.009547966589716489,0.0011852749896618193,0.0004420811136482575,4.177886609111733e-08,4.720177332887719e-05,9.721216461243354e-05,2.3496790933241184e-06
1.5586256256973315e-07,0.10113821739722392,3.76,0.0,0.2334683309951183,0.9573230246338004,0.05269738316459902,3.8163230517408765e-09,1.367818966670354e-07,0.06391058143194618,0.004814157360242375,0.06748723358517017,0.01543345469269263,0.21974712803217727,0.004199680695446049,0.18390724270477882,1.8259227958247561e-06,1.3456956992410416e-05,0.002363771202949762,0.0005992868269681488,0.018730817111238883,0.004723069109680372,0.005329121844424607,0.0011962772309382292,0.010027930922631989,0.0011947271292067783,0.00045040578131436777,4.1981197920051744e-08,4.9306361824131656e-05,0.000104101022314881,2.3917416881643e-06
1.5814194493921234e-07,0.10122068316763924,3.76,0.0,0.2290322916783054,0.9562477245486862,0.054000058359427075,4.034765702200443e-09,1.4428015289591e-07,0.0641293741392439,0.004742392694139243,0.06858129497179796,0.015447586490575023,0.22241952146942248,0.004251484885772392,0.18714714890471745,1.7957395752733186e-06,1.3479101656510029e-05,0.0024006329647894625,0.000613863799868026,0.019523858942020487,0.004750490275427187,0.005471981477792445,0.0012254906315280936,0.010519247897689692,0.0012038250318470716,0.0004584551693915132,4.217194003941135e-08,5.143686728386843e-05,0.00011128019192285197,2.43264191926857e-06
1.6042132730869152e-07,0.10130215514580618,3.76,0.0,0.2246791341199441,0.9551689323708166,0.05530363975939021,4.261320315123532e-09,1.5205899844620014e-07,0.06432805483394816,0.004670751776474545,0.06966064976215554,0.015458730681032744,0.22501130661765045,0.004302332910549672,0.19035264706452767,1.7657107644361707e-06,1.3496887633299215e-05,0.0024362239052623637,0.0006282856945869606,0.020328254438151463,0.004776770939818491,0.0056139335364177425,0.0012542410880965248,0.011021722794585255,0.0012125714058356558,0.0004662280215131306,4.2351344699459066e-08,5.3591291042287434e-05,0.00011875057897880682,2.472375319563838e-06
1.627007096781707e-07,0.10138263668101179,3.76,0.0,0.22040824742909568,0.9540869281578535,0.056607849676091324,4.495993127721902e-09,1.601196537342004e-07,0.0645072852692896,0.004599324571584773,0.07072514185224361,0.015467033825094569,0.22752337414312684,0.004352233975807205,0.19352364163383998,1.7358699035498626e-06,1.3510482372757438e-05,0.0024705517216263313,0.0006425442743793324,0.02114353843085419,0.0048019497114242075,0.005754873124145967,0.0012825087365329897,0.011535154141173648,0.0012209692085415912,0.0004737237986261679,4.251966695882618e-08,5.576763966975828e-05,0.00012651262301818626,2.5109401483484655e-06
1.649800920476499e-07,0.10146213219739052,3.76,0.0,0.21621893960167776,0.9530019836689134,0.05791242584616665,4.738776270485778e-09,1.6846291497013822e-07,0.06466772602992304,0.00452819386003766,0.07177464351566734,0.01547263732696644,0.2299566822191962,0.004401196862189902,0.19666008087068892,1.706247512000949e-06,1.35200517627692e-05,0.0025036264368675596,0.0006566318007633947,0.02196924970992554,0.0048260644044099575,0.00589470098460892,0.0013102754684016775,0.012059334436306902,0.0012290216495389557,0.0004809426299406958,4.2677164339569703e-08,5.796393034003381e-05,0.00013456630396644031,2.548337214340763e-06
1.6725947441712908e-07,0.10154064710008856,3.76,0.0,0.2121104452029479,0.9519143623989429,0.059217120756370985,4.989648083339861e-09,1.7708915819469208e-07,0.06481003458679402,0.0044574356325537395,0.07280905379502937,0.01547567764482938,0.2323122493219649,0.004449229959771992,0.19976195351806839,1.6768712700447421e-06,1.3525759719156898e-05,0.0025354602031662766,0.0006705410155198893,0.02280493185858129,0.00484915204841092,0.006033323448037659,0.001337524887810449,0.012594050848448744,0.0012367321911992267,0.0004878852653865241,4.282409659924348e-08,6.017819594001758e-05,0.0001429111500919562,2.5845697014548676e-06
1.6953885678660826e-07,0.10161818768722083,3.76,0.0,0.2080819325986289,0.9508243196206012,0.060521700996152034,5.248573495915878e-09,1.859983450752772e-07,0.0649348635505803,0.004387119467982502,0.0738282969269395,0.01547628648253089,0.23459114746384577,0.004496341304846231,0.2028292856940463,1.6477661922619573e-06,1.3527767824308763e-05,0.002566067113181209,0.0006842651233404447,0.02365013401389469,0.0048712488954795775,0.006170652360860938,0.001364242264986776,0.01313908588913639,0.0012441045470137123,0.0004945530296289964,4.296072532105629e-08,6.240848991105946e-05,0.0001515462474134652,2.619642996022123e-06
1.7181823915608745e-07,0.10169476106731379,3.76,0.0,0.204132510752141,0.9497321024341547,0.06182594663628119,5.515504466646311e-09,1.9519003036259598e-07,0.06504285911079562,0.004317308895763384,0.07483232080572973,0.01547459096449965,0.23679449584733958,0.004542538617811454,0.2058621379817276,1.6189547929835505e-06,1.3526235010812964e-05,0.0025954630192598282,0.00069779777514578,0.024504411555703005,0.004892390424647208,0.006306604999941862,0.0013904144869418423,0.013694218060507073,0.0012511426778709863,0.0005009477776902206,4.308731341827376e-08,6.465289081268243e-05,0.0001604702504563472,2.653564520253052e-06
1.7409762152556664e-07,0.10177037508198075,3.76,0.0,0.20026123560535844,0.9486379498256952,0.0631296506322081,5.790380475243969e-09,2.0466337088843883e-07,0.06513465964811412,0.004248061743280167,0.07582109549008662,0.015470713795987493,0.23892345492164083,0.004587829341411841,0.20886060270624876,1.590457243953198e-06,1.3521317286738956e-05,0.0026236653606380384,0.0007111330520794692,0.02536732672694609,0.004912611344619837,0.006441103973213604,0.0014160300055986565,0.0142592224762672,0.0012578507865042324,0.0005070718522108794,4.3204124842266045e-08,6.69095066006972e-05,0.00016968139424931197,2.686343571137801e-06
1.7637700389504582e-07,0.10184503823355547,3.76,0.0,0.19646711606012918,0.9475420927338507,0.06443261825091195,6.073129062678743e-09,2.1441713597735028e-07,0.06521089450799408,0.004179430468508138,0.07679461175596923,0.015464773410529141,0.24097922082497877,0.004632220678708866,0.211824801386901,1.562291524496328e-06,1.3513167499406239e-05,0.002650692998657156,0.0007242654501699454,0.026238449188455065,0.004931945595097124,0.006574077108371179,0.0014410787837489504,0.014833871455641363,0.0012642333103119806,0.0005129280423753738,4.331142414965082e-08,6.917647861364522e-05,0.00017917750745116373,2.7179911617889867e-06
1.78656386264525e-07,0.10191875961743173,3.76,0.0,0.1927491195775691,0.9464447541250164,0.06573466652013532,6.363666412503316e-09,2.2444971915074814e-07,0.06527218292419924,0.004111462478348697,0.07775287969842846,0.015456884106304927,0.24296302019593596,0.00467571963027739,0.21475488235333132,1.534473564425162e-06,1.3501935134604804e-05,0.002676566059998498,0.0007371898656435218,0.027117356511241458,0.004950426347145275,0.0067054573311680615,0.0014655522391921355,0.015417935089984791,0.0012702949127477692,0.0005185195445138019,4.340947591808388e-08,7.14519852633636e-05,0.00018895602649648076,2.7485198693846135e-06
1.809357686340042e-07,0.1019915488588653,3.76,0.0,0.1891061774119087,0.9453461490770121,0.0670356236989917,6.661897967578481e-09,2.3475915100158417e-07,0.065319133081336,0.004044200433035948,0.07869592738430739,0.01544715617290188,0.24487610533728557,0.004718333030209016,0.21765101851550245,1.5070173799124247e-06,1.3487766148368897e-05,0.0027013057879093747,0.0007499015808644777,0.028003634609360478,0.00496808600299584,0.006835182534772279,0.0014894431873991643,0.01601118178187533,0.0012760404734675284,0.0005238499243883628,4.3498544439469245e-08,7.373424542747803e-05,0.00019901401064890078,2.777943690648788e-06
1.8321515100348338e-07,0.10206341605400857,3.76,0.0,0.1855371894954196,0.9442464848709852,0.06833532876902425,6.967719076443283e-09,2.453431131053839e-07,0.06535234130604045,0.003977682536987608,0.07962379955724791,0.015435696009795177,0.24671974971618021,0.004760067580584529,0.22051340527775443,1.4799352025842823e-06,1.347080282858569e-05,0.0027249344013647804,0.0007623962508735859,0.028896878116435397,0.004984956195593903,0.006963195441549269,0.0015127457830326917,0.016613378756625448,0.0012814750774146802,0.0005289230811667948,4.35788933402153e-08,7.60215215429015e-05,0.00020934815785126148,2.8062779007787185e-06
1.8549453337296256e-07,0.10213437171495197,3.76,0.0,0.1820410289906623,0.9431459610912938,0.06963363094486595,7.2810156634495754e-09,2.5619895282876847e-07,0.06537239137695641,0.003911942816467452,0.08053655639593758,0.015422606237712268,0.24849524378483684,0.004800929884149067,0.2233422585879288,1.4532376020648445e-06,1.3451183683892233e-05,0.002747474962078021,0.0007746698904928367,0.029796690708927164,0.00500106778817594,0.007089443458543102,0.0015354554606405355,0.017224292546274684,0.001286604003011906,0.0005337432130796923,4.365078495736732e-08,7.831212240101123e-05,0.00021995482126316624,2.833538918549185e-06
1.8777391574244175e-07,0.1022044267185549,3.76,0.0,0.17861654652595832,0.9420447697330212,0.07093038920371803,7.601664916745451e-09,2.6732369890740015e-07,0.06537985394415549,0.0038470113844283997,0.08143427232608255,0.01540798580389483,0.25020389110621233,0.004840926474989278,0.226137813113112,1.42693360218828e-06,1.3429043357454196e-05,0.002768951249244836,0.0007867188619614152,0.030702685379212457,0.005016450874116881,0.007213878527836135,0.001557568874822419,0.017843689446236582,0.0012914327096175302,0.0005383147847521925,4.371448004119144e-08,8.060440564676136e-05,0.00023083002637862559,2.8597441802293427e-06
1.9005329811192094e-07,0.10227359225886029,3.76,0.0,0.17526257412962132,0.940943095316736,0.07222547183292528,7.92953598858919e-09,2.7871407767269705e-07,0.06537528604916205,0.0037829146929055416,0.08231703488619967,0.015391930082142145,0.25184700476954774,0.004880063847069362,0.22890032053411338,1.4010307911069627e-06,1.3404512563356829e-05,0.0027893876418812512,0.000798539863066376,0.03161448466149535,0.005031134777246439,0.007336456972883049,0.0015790838401519283,0.01847133594487873,0.0012959668243945751,0.0005426424961946619,4.3770237487234024e-08,8.289677998579099e-05,0.00024196948861917764,2.884912017974356e-06
1.9233268048140012e-07,0.10234187980289274,3.76,0.0,0.17197792887808983,0.9398411150100443,0.07351875599498234,8.264490702922513e-09,2.9036652980014065e-07,0.06535923073723288,0.0037196757733259814,0.08318494364698113,0.015374530968402297,0.2534259040810481,0.004918348480531809,0.2316300479513079,1.3755354255273198e-06,1.3377718043487881e-05,0.0028088090085940935,0.0008101299157309819,0.032531720813529307,0.005045148052793012,0.0074571393418262025,0.0015999992711174954,0.01910699912640893,0.0013002121287310675,0.0005467312534321148,4.381831371177273e-08,8.518770710493154e-05,0.0002533686313011743,2.9090615434553333e-06
1.946120628508793e-07,0.10240930104964847,3.76,0.0,0.16876141627269695,0.9387389987554612,0.07481012730935133,8.606384265231105e-09,3.022772274493656e-07,0.06533221675401722,0.0036573144651016252,0.08403810918369835,0.015355876972571764,0.25494191151536294,0.004955786865709692,0.23432727639494538,1.3504525292887145e-06,1.3348782542937849e-05,0.0028272406046030117,0.0008214863550241162,0.033454035957067356,0.005058518489077216,0.007575890248714149,0.0016203151223279874,0.019750447047525703,0.0013041745443401688,0.0005505861407478738,4.385896236462665e-08,8.747570331280529e-05,0.0002650226038796532,2.932212540654587e-06
1.968914452203585e-07,0.10247586789209713,3.76,0.0,0.16561183335938853,0.9376369094040956,0.07609947945051179,8.955065969807505e-09,3.144420916807373e-07,0.06529475831919043,0.003595847632871464,0.08487665210086584,0.015336053307068047,0.25639634991394367,0.004992385524832632,0.23699229943346672,1.3257859864963986e-06,1.3317824802070613e-05,0.0028447079758144064,0.000832606818555221,0.0343810821798909,0.0050712731100502235,0.00769267821347262,0.0016400323292097049,0.02040144908836801,0.0013078601191584998,0.0005542123945129909,4.3892434214340516e-08,8.975934090817668e-05,0.00027692630037535955,2.9543853641713987e-06
1.9917082758983768e-07,0.10254159238202044,3.76,0.0,0.16252797160526244,0.9365350028546255,0.0773867137616957,9.310379900039545e-09,3.268568100471227e-07,0.06524735497010314,0.0035352893727605204,0.08570070210817766,0.01531514197265436,0.257790539916778,0.005028151031438599,0.23962542187377722,1.3015386294269328e-06,1.3284959563538952e-05,0.0028612368697316427,0.0008434892362206633,0.03531252160219061,0.005083438178744902,0.007807475501400477,0.0016591527494024898,0.021059776278368112,0.001311275013151082,0.000557615378569041,4.3918976557159555e-08,9.203724928491658e-05,0.0002890743778960123,2.975600841651621e-06
2.0145020995931686e-07,0.10260648669752036,3.76,0.0,0.15950861954534504,0.9354334281970333,0.07867173888379306,9.672165617960672e-09,3.3951685425652063e-07,0.0651904914689166,0.0034756512080236345,0.08651039714655297,0.015293221841920385,0.25912579761443477,0.00506309002752916,0.24222695854781312,1.2777123214199794e-06,1.3250297592642525e-05,0.0028768531529724663,0.000854131820269242,0.036248026409987644,0.005095039201680607,0.007920257962885563,0.0016776791050434647,0.021725201597671735,0.0013144254841218443,0.0005608005611282839,4.3938832921232716e-08,9.430811578345218e-05,0.0003014612751677468,2.9958801848289307e-06
2.0372959232879605e-07,0.10267056311303804,3.76,0.0,0.15655256521255595,0.9343323278605622,0.07995447039893787,1.0040258839509242e-08,3.524174977976667e-07,0.06512463776711853,0.0034169422744413864,0.08730588256298154,0.015270368740757056,0.26040343240780256,0.005097209238526644,0.24479723318009508,1.2543080349601111e-06,1.321394570954461e-05,0.0028915827351537107,0.0008645330556566505,0.03718727885819148,0.005106100934242865,0.00803100487397152,0.001695614926108169,0.022397500254842214,0.0013173178736194896,0.0005637734931520353,4.395224312874526e-08,9.657068629950135e-05,0.0003140812309977333,3.015244907012283e-06
2.0600897469827523e-07,0.10273383397173418,3.76,0.0,0.15365859836334597,0.9332318377653605,0.08123483048830735,1.0414492092024198e-08,3.655538334369791e-07,0.06505024902171637,0.003359169495833062,0.08808731033274476,0.015246655528105287,0.2616247450633567,0.005130515486108386,0.24733657733129663,1.2313259251517424e-06,1.317600683197181e-05,0.0029054514988950575,0.0008746916906610553,0.038129971245794377,0.005116647387041541,0.008139698778343009,0.001712964494960629,0.023076449941609324,0.00131995859301968,0.0005665397881654141,4.395944277305558e-08,9.882376566141801e-05,0.0003269283025942047,3.0337167437327374e-06
2.0828835706775442e-07,0.10279631166008371,3.76,0.0,0.15082551251101534,0.9321320874772877,0.08251274760368561,1.0794695351025748e-08,3.789207905154261e-07,0.06496776565778273,0.0033023377500505362,0.08885483832749476,0.0152221521742067,0.2627910259522358,0.005163015699006405,0.2498453294131658,1.20876539879053e-06,1.3136580027123685e-05,0.002918485235686745,0.0008846067277344169,0.03907580586560194,0.005126701833232814,0.008246325331228944,0.0017297327922462078,0.02376183106546032,0.0013223541098557623,0.0005691051034643178,4.39606628806147e-08,0.00010106621778813312,0.00033999638367547324,3.0513175806861138e-06
