Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7)
8.705135925477185e-06,0.09236143127520613,3.76,0.0,0.4086179829223701,0.9093945994028725,0.1181406759147908,5.258117249922875e-15,4.5057739998692085e-12,0.003052397315847508,0.0013306905105739235,0.06194388416628893,0.0005220509616013778,0.34592237683646676,0.005675698126659021,0.2511549006095384,7.228125916217259e-06,7.0231713380834835e-06,0.0001530903621989888,0.006297634679817841,0.007934983188587577,0.0001842589954012391,0.011206104876844758,0.0001195479882023015,0.027561745881865666,2.329932968940881e-05
8.810732500688606e-06,0.09242161079776924,3.76,0.0,0.40442346755862185,0.9078380318072532,0.1201486564169083,5.321877094496795e-15,4.5649326756355655e-12,0.0030480259566068413,0.0013203641487280623,0.06265383799904019,0.0005206594319553885,0.3490316061164514,0.005695333322597133,0.2536558863915448,7.1564900917503185e-06,6.996562365868971e-06,0.00015475552315035183,0.00631334600077016,0.008159213416831032,0.0001848964181999583,0.01142229688037564,0.00012101536703422848,0.028378108019383827,2.3298531943229173e-05
8.893485047001992e-06,0.09246841676562988,3.76,0.0,0.40117074795974345,0.9066163716057765,0.12172169735633336,5.3714071077008515e-15,4.610914971592655e-12,0.00304454568587637,0.0013123230821929072,0.06320479505695228,0.0005195691623336153,0.3514320135219762,0.005710443663067772,0.2555961044280228,7.1008303489077045e-06,6.9756446032287e-06,0.00015604364810626537,0.006325112294681274,0.008336510051536551,0.00018538452652760193,0.011591144382612068,0.0001221509358228625,0.029024317398833665,2.3297322916672376e-05
8.976237593315377e-06,0.09251491388872132,3.76,0.0,0.39794795996071675,0.905393180048844,0.12329418168454291,5.4201047807130164e-15,4.65626286968348e-12,0.0030410231650920645,0.001304328559691984,0.06375104040209888,0.0005184796803821521,0.35380094772101334,0.005725312077053372,0.2575191892837719,7.0455972055908096e-06,6.954683444657196e-06,0.00015731716889486549,0.006336411620089023,0.008515169618417135,0.00018586284354296315,0.011759460419385854,0.00012327393979569558,0.02967611743076726,2.329562869358872e-05
9.058990139628762e-06,0.09256110480796287,3.76,0.0,0.3947548439236955,0.9041685254674293,0.12486604254132021,5.468632994490384e-15,4.701688117123723e-12,0.0030374632976040068,0.0012963817482000053,0.06429261356751306,0.0005173914898927466,0.3561387116045536,0.005739940034025916,0.2594253208279978,6.990795234874068e-06,6.9336907506844525e-06,0.0001585762352866884,0.006347255356260386,0.008695173203604198,0.0001863315824404495,0.011927221933220728,0.00012438443697056006,0.03033343534520944,2.3293473437542332e-05
9.141742685942147e-06,0.09260699217864779,3.76,0.0,0.3915911389714431,0.9029424747527259,0.12643721544950806,5.51714653652563e-15,4.74690311002479e-12,0.0030338706985643107,0.0012884837042004983,0.06482955465585448,0.0005163050635661071,0.3584456084280268,0.005754329025016275,0.2613146785118516,6.93642836480299e-06,6.91267762417428e-06,0.00015982099686045575,0.006357654462316678,0.008876502086394183,0.00018679094831898328,0.01209440669760135,0.00012548248822722607,0.030996198843921817,2.3290880328202363e-05
9.216219977624193e-06,0.09264803348059926,3.76,0.0,0.388768734612212,0.9018378895734547,0.12785063141915387,5.560089050972948e-15,4.787031332667038e-12,0.003030612968002332,0.0012814179510750646,0.06530887475159224,0.0005153291547504672,0.36049567495809026,0.005767076049794678,0.2630009066503593,6.887872958552519e-06,6.8937569415818154e-06,0.0001609291744731489,0.006366642232282416,0.009040815892707754,0.00018719652677325554,0.012244362145127788,0.000126460145587878,0.031597282602047645,2.3288190447286266e-05
9.290697269306239e-06,0.09268883301512865,3.76,0.0,0.3859697498181071,0.9007322733944086,0.12926339591588284,5.602770890395856e-15,4.827231341324293e-12,0.0030273352303822874,0.0012743931014915616,0.06578450562859955,0.0005143553370184827,0.36252120595216936,0.00577963185135922,0.26467382283774776,6.83967473264074e-06,6.874835237817798e-06,0.00016202599296969762,0.006375285836251425,0.009206174804777098,0.00018759481141465524,0.012393817993967986,0.00012742782089375694,0.03220266709471629,2.3285179146567272e-05
9.365174560988285e-06,0.09272939273327845,3.76,0.0,0.3831939929469823,0.8996256721498007,0.1306754664892829,5.645775038537803e-15,4.867499844209384e-12,0.003024040308601239,0.0012674097230089534,0.06625647741157717,0.0005133838960388237,0.3645224222532041,0.005791997556413337,0.2663335565272434,6.791835383016487e-06,6.85591919501315e-06,0.00016311155934512297,0.006383592459421446,0.00937256557204299,0.00018798593614959583,0.01254275967222565,0.0001283855630708944,0.03281230063764922,2.3281861196406115e-05
9.432204123502127e-06,0.09276569305037559,3.76,0.0,0.3807155131288307,0.8986289260825704,0.13194570268046144,5.683938152276087e-15,4.9032107885810295e-12,0.003021062395133502,0.0012611605637170107,0.06667814854787318,0.000512511853753644,0.36630291010323307,0.005802965098205204,0.26781615234385064,6.749087948573883e-06,6.838904796801062e-06,0.0001640790364315493,0.006390786051913471,0.009523188646823675,0.00018833193364668305,0.012676355915062833,0.0001292390798207469,0.0333645613155603,2.3278624580703247e-05
9.49923368601597e-06,0.092801802122234,3.76,0.0,0.37825555277307227,0.8976314509472089,0.1332153143551779,5.721590480297073e-15,4.9387551772305805e-12,0.003018074569558042,0.0012549457468190013,0.06709690259060058,0.0005116421394102632,0.36806404205493376,0.005813780418965466,0.26928826825148167,6.706633113848851e-06,6.821904394986383e-06,0.00016503756226049685,0.006397717236268866,0.009674627405437083,0.00018867232762931596,0.01280951432291822,0.00013008462898851157,0.03392018492444749,2.3275160936045713e-05
9.566263248529811e-06,0.09283772137000505,3.76,0.0,0.3758139721255763,0.8966332785160178,0.13448427321447903,5.759469029011176e-15,4.974530406235159e-12,0.0030150785825073575,0.001248765574738386,0.06751276184344779,0.000510774927886967,0.3698059781467983,0.0058244443609579396,0.2707499973232768,6.664471483191193e-06,6.804922066206094e-06,0.00016598721309731606,0.006404390782114024,0.009826872443430302,0.00018900720658420372,0.012942225258604563,0.0001309222486005425,0.03447913448667118,2.3271479783725286e-05
9.633292811043654e-06,0.09287345221567986,3.76,0.0,0.3733906315724967,0.895634440047285,0.1357525517329299,5.797089201060479e-15,5.00987720372083e-12,0.003012076096446839,0.0012426203184847733,0.06792574867689889,0.0005099103844476915,0.3715288779802501,0.005834957772021109,0.2722014321566633,6.622603485155951e-06,6.7879616608220034e-06,0.00016692806466721743,0.0064108113221995056,0.009979914435597542,0.00018933665630651813,0.0130744793798797,0.0001317519773012811,0.035041373249959394,2.326759032158968e-05
9.700322373557496e-06,0.0929089960770419,3.76,0.0,0.3709853917022802,0.8946349662963354,0.1370201231332234,5.834201669265875e-15,5.044885440195907e-12,0.00300906868919771,0.001236510219368195,0.06833588551167091,0.0005090486651132156,0.3732329006655648,0.005845321505174312,0.2736426648472291,6.581029381426304e-06,6.771026812063036e-06,0.00016786019206239337,0.0064169833568949956,0.01013374413543696,0.0001896607600085378,0.013206267632774155,0.0001325738543297944,0.035606864689102194,2.3263501366984317e-05
9.760648979819953e-06,0.09294082685073718,3.76,0.0,0.3688360368885501,0.8937349217768482,0.1381603112591786,5.86772769689017e-15,5.07659546268401e-12,0.0030063590536418268,0.0012310413661303571,0.06870259047289425,0.0005082756542083026,0.374750512189654,0.005854521599306763,0.274931127130182,6.543864057888439e-06,6.755810134366527e-06,0.00016869170907542148,0.00642232933239396,0.010272856776055706,0.00018994794925822253,0.013324471486816038,0.00013330686328443957,0.03611855801822519,2.3259657757047958e-05
9.820975586082411e-06,0.09297250834355972,3.76,0.0,0.3667011296961149,0.8928344089283542,0.13929988699438434,5.901090194674826e-15,5.108094253467996e-12,0.0030036476827473434,0.001225601299870568,0.0690670215054641,0.000507505151782887,0.37625307685503145,0.005863601777500486,0.2762114662279395,6.506936851198662e-06,6.740619295368166e-06,0.00016951627359578295,0.006427480664162555,0.01041259340225971,0.00019023093082314382,0.0134422846728496,0.00013403357377388914,0.03663283031043374,2.325566540907318e-05
9.881302192344869e-06,0.0930040415805952,3.76,0.0,0.36458056915312004,0.8919334491728245,0.14043883226862802,5.934214598824686e-15,5.1394223263272336e-12,0.0030009355653464547,0.0012201901407143919,0.06942919499415222,0.0005067372541014672,0.377740709427103,0.005872562670754983,0.2774837481383761,6.4702476447877524e-06,6.725456531601666e-06,0.00017033393898355448,0.0064324403764473,0.010552947434153944,0.00019050976036208566,0.01355970116118884,0.00013475401530751294,0.03714965541601382,2.3251530094505686e-05
9.941628798607326e-06,0.09303542758585048,3.76,0.0,0.36247425455881693,0.8910320636299288,0.14157712944099077,5.967235729921613e-15,5.170674788112458e-12,0.0029982236432964902,0.0012148079928551324,0.06978912731930809,0.0005059720523303453,0.37921352423032695,0.005881404912489125,0.2787480384745541,6.433796235323936e-06,6.710323960330001e-06,0.00017114475814478745,0.006437211417645546,0.010693912341783464,0.0001907844920509968,0.013676715094325788,0.0001354682176363082,0.037669007337096445,2.3247257382701055e-05
9.999999999999997e-06,0.09306666737896364,3.76,0.0,0.36044967953193835,0.8901595095741309,0.1426778971052487,5.999058938663998e-15,5.200794318364981e-12,0.0029956006551711775,0.0012096279999523594,0.07013527496614806,0.0005052343010576379,0.3806246018553125,0.005889848198527238,0.27996380275416105,6.398752440767744e-06,6.695712518042374e-06,0.0001719228281266913,0.0064416509227794615,0.010830883456807083,0.0001910464675900361,0.013789547627489622,0.0001361533591427024,0.03817390612229339,2.3242997444297688e-05
1.0001955404869784e-05,0.09306666737896364,3.76,0.0,0.36038208551162315,0.8901302731231767,0.14271476128650873,6.0001211358722e-15,5.20179952191775e-12,0.002995512813308366,0.0012094549453368318,0.0701468348492139,0.0005052096327427301,0.38067163512440716,0.005890129138326912,0.280004402453902,6.397582337517021e-06,6.695223584504234e-06,0.00017194878351404051,0.006441796662706469,0.010835481644712232,0.00019105517862499365,0.013793320783145366,0.00013617621071440367,0.038190860228089145,2.3242852654728783e-05
1.0062282011132242e-05,0.09309776197583979,3.76,0.0,0.35830396193632924,0.889228098186092,0.1438517109829057,6.032847929792312e-15,5.232798168468902e-12,0.0029928039287703155,0.0012041310728138023,0.07050233393264144,0.0005044500769149716,0.38211515548132235,0.005898735985873631,0.28125290488790156,6.361605588648225e-06,6.680157297617923e-06,0.00017274606704954256,0.006446198915523295,0.010977648911581855,0.00019132187142943257,0.013909512703113764,0.00013687802467804194,0.03871518839601466,2.323832110960719e-05
1.01226086173947e-05,0.09312871238838887,3.76,0.0,0.35623978410924206,0.8883255590681557,0.14498796209795065,6.0654504870735626e-15,5.26369576873584e-12,0.002990097801485065,0.0011988364362614146,0.07085564089193902,0.0005036934619151665,0.3835441981642249,0.005907226094501863,0.28249361017276703,6.3258655529001955e-06,6.665126888360085e-06,0.00017353666023203578,0.006450420911221152,0.011120407759669318,0.00019158462046539864,0.014025285490594376,0.0001375736898289744,0.039241966300754515,2.323366776791956e-05
1.0243261829919615e-05,0.09319018468567872,3.76,0.0,0.3521528687461415,0.886519467913048,0.14725830470906323,6.130255246308926e-15,5.3251423057430574e-12,0.0029846968711014156,0.001188335051625306,0.07155574354463763,0.000502189341562912,0.3863592992637728,0.005923858659796863,0.28495188473795185,6.2550935420430624e-06,6.6351803674488166e-06,0.00017509797910301303,0.006458334745394412,0.01140767490824682,0.00019209848087814617,0.014255552989415582,0.00013894669562577273,0.04030276992578313,2.322401493841127e-05
1.0351849721192038e-05,0.09324502670266403,3.76,0.0,0.3485213469613199,0.8848929379073669,0.14929906661737466,6.188142624714043e-15,5.380060895291227e-12,0.0029798528148774804,0.0011789841476945238,0.07217850184677929,0.0005008463780562562,0.388844497757457,0.005938435164901766,0.2871383028277487,6.19220256504782e-06,6.608367154993693e-06,0.00017648079163783823,0.006464866825968587,0.011668175497903206,0.00019254794315287524,0.014461309663065079,0.00014016167859088875,0.04126561820411621,2.3214957787409152e-05
1.046043761246446e-05,0.0932994170937957,3.76,0.0,0.34493347686494585,0.8832655304831485,0.15133732616120368,6.245631745361251e-15,5.434628912434796e-12,0.0029750285844673497,0.001169728359459074,0.07279440966540783,0.0004995139534890694,0.3912845186728409,0.005952643440149914,0.2893004398538576,6.130068831947713e-06,6.581693662673003e-06,0.00017784270574724937,0.006470854491496665,0.011930495722461543,0.00019298534806915754,0.014665631917172196,0.00014135721609278746,0.04223601342630847,2.320557657592829e-05
1.0569025503736884e-05,0.09335336157339837,3.76,0.0,0.34138869227080454,0.8816373541754925,0.15337300013494698,6.30272189070224e-15,5.488829852597219e-12,0.002970227610958956,0.0011605676295987678,0.07340356048682455,0.0004981923760337751,0.3936799996096929,0.005966487253929508,0.29143865542756076,6.068687651889293e-06,6.555167069254566e-06,0.00017918400374514735,0.006476311475538509,0.012194600058356476,0.0001934109437386891,0.014868493844340951,0.00014253348822751609,0.043213812174509515,2.319589487502173e-05
1.0677613395009307e-05,0.09340686581534433,3.76,0.0,0.33788643218129094,0.8800085149575795,0.15540600856672934,6.359433223102473e-15,5.5426768352526744e-12,0.0029654530052390963,0.001151501803890645,0.07400604709902195,0.0004968819191648444,0.3960315716037325,0.005979970378893281,0.2935533043030064,6.008053847467471e-06,6.528793763035232e-06,0.00018050496275439317,0.006481250946969483,0.012460453456697891,0.00019382496723002537,0.015069870962783793,0.00014369067544771103,0.044198872630892984,2.3185934812434918e-05
1.078620128628173e-05,0.09345993542101706,3.76,0.0,0.3344261410291096,0.8783791163261648,0.1574362745505732,6.415788841837586e-15,5.596190183048935e-12,0.0029607075802318304,0.0011425306398713136,0.07460196152134155,0.0004955828240447238,0.3983398589388726,0.005993096589281837,0.295644736312655,5.9481618061795945e-06,6.502579400547375e-06,0.0001818058546999308,0.00648568554092664,0.012728021334939351,0.00019422764516481412,0.015269740161942547,0.00014482895831603447,0.04519105457169208,2.3175717153085158e-05
1.0894789177554153e-05,0.09351257593212763,3.76,0.0,0.3310072688923022,0.8767492593848972,0.15946372408524553,6.471788634546629e-15,5.649355631292134e-12,0.0029559938720257316,0.0011336538152179876,0.07519139494088933,0.0004942953017841976,0.40060547898384985,0.00600586965839595,0.29771329631627985,5.88900553017906e-06,6.4765289631346925e-06,0.00018308694626309658,0.00648962738859396,0.012997269568454237,0.00019461919426677545,0.015468079649311324,0.00014594851724277397,0.04619021935980188,2.316526137254519e-05
1.1111964960099e-05,0.09361659149597794,3.76,0.0,0.3242916111806435,0.8734885634651756,0.1635098914904536,6.5827631439288814e-15,5.754647097129749e-12,0.002946670474704824,0.0011161815374742408,0.07635117906080605,0.0004917556819982232,0.4050111513946305,0.006030371447773188,0.3017831547042253,5.7728746030747216e-06,6.424936698657186e-06,0.00018559076890036047,0.006496079005074855,0.013540672844753973,0.0001953697264362165,0.01586008862527113,0.00014813218295048894,0.04820895080892147,2.3143707318003882e-05
1.129094514125296e-05,0.09370107013919907,3.76,0.0,0.3188769319865584,0.8708007985231345,0.16683537967288428,6.673253490863007e-15,5.8404420823015646e-12,0.002939099895897072,0.001102061851356395,0.07728827560216951,0.0004896988782488901,0.4085189226971397,0.006049534864571019,0.3050713644448884,5.679322811111745e-06,6.382943902795521e-06,0.00018759692314303212,0.006500011608610839,0.0139932696920056,0.00019595652116896194,0.016178386725255827,0.0001498770580025903,0.049892460120021645,2.312537660810702e-05
1.1469925322406918e-05,0.09378445054506543,3.76,0.0,0.31356804942970673,0.8681129851221776,0.17015237495042723,6.7629268076143294e-15,5.9253232241296645e-12,0.0029316390330457864,0.0010881920798233456,0.07820888245999916,0.0004876752624082497,0.41191831581529426,0.006067786321043868,0.3083016105073501,5.5876835816543375e-06,6.341438929130772e-06,0.00018955246866483148,0.006502742729232693,0.014450016527464108,0.00019651550523741557,0.01649229736273802,0.00015157332397807989,0.05159324566343303,2.3106604257806273e-05
1.1648905503560877e-05,0.09386675567644345,3.76,0.0,0.3083626655413099,0.8654255189250039,0.17346061076845273,6.851763587845545e-15,6.009353918661836e-12,0.0029242934995403155,0.001074569268071263,0.07911338145621258,0.00048568515692885703,0.4152119009295162,0.006085142488002925,0.3114753024174011,5.497923391670483e-06,6.30043035890441e-06,0.00019145846504447784,0.006504315605496796,0.014910772022410175,0.0001970474321820555,0.016801753739318907,0.00015322176917318848,0.05331072809701786,2.3087449348760943e-05
1.1827885684714836e-05,0.09394800794924121,3.76,0.0,0.30325852975284423,0.8627387815829644,0.1767598354083538,6.939971304777262e-15,6.092466007784194e-12,0.002917067706901979,0.0010611901850585666,0.08000214636738781,0.0004837287554780392,0.41840219358311553,0.006101619927129984,0.31459381289337307,5.410007657748823e-06,6.259923965656339e-06,0.00019331593684069747,0.006504770988928955,0.015375397801733453,0.00019755300731818382,0.017106696425594353,0.00015482317360444205,0.05504433915907112,2.306796476655101e-05
1.2006865865868794e-05,0.0940282292307588,3.76,0.0,0.29825343956748596,0.8600531414779203,0.18004981070619175,7.027194066783831e-15,6.174772845930259e-12,0.002909965027731942,0.0010480513795090999,0.08087554265353009,0.00048180613849192793,0.4214916544273362,0.006117235072472833,0.3176584781129217,5.323901129832042e-06,6.2199231671235264e-06,0.0001951258754907391,0.006504147384967679,0.015843758350093107,0.00019803289228361785,0.01740707287736725,0.00015637830812546212,0.05679352149893194,2.3048197786438445e-05
1.2185846047022753e-05,0.09410744084747036,3.76,0.0,0.2933452409832203,0.8573689544131656,0.18333031087644283,7.114316799951087e-15,6.2561919188293305e-12,0.0029029879411893457,0.0010351492241000271,0.08173392725371938,0.000479917291034802,0.4244826891856116,0.0061320042169763535,0.32067059809091597,5.239567946894759e-06,6.180429290912181e-06,0.00019688923982874882,0.006502481274194474,0.016315720922849716,0.00019848771018992722,0.01770283697830322,0.0001578879336990454,0.05855772850754554,2.3028190672524445e-05
1.2364826228176712e-05,0.09418566360174853,3.76,0.0,0.2885318282155445,0.8546865641527741,0.18660112166748416,7.199631104060876e-15,6.336800151172421e-12,0.0028961381265333735,0.0010224799532714353,0.08257764857339771,0.0004780621084329894,0.427377649199734,0.006145943505338892,0.3236314373317414,5.156972268884941e-06,6.141442031662925e-06,0.00019860695903522115,0.006499807272370754,0.01679115546767092,0.0001989180481063373,0.017993948673490027,0.00015935280135058642,0.06033642413892815,2.3007981074088564e-05
1.254380640933067e-05,0.09426291777105467,3.76,0.0,0.2838111429536107,0.8520063028731881,0.18986203972875154,7.285461173148233e-15,6.416573175986389e-12,0.0028894165331065213,0.00101003968722197,0.08340704659245658,0.00047624041288145044,0.43017883238504545,0.006159068924471716,0.3265422256510774,5.076077643488395e-06,6.102959279080949e-06,0.00020027992961450827,0.00649615825267984,0.017269934552366605,0.00019932445955648853,0.018280373673381783,0.00016077364953519946,0.06212908271193666,2.2987602315970058e-05
1.2704888572369232e-05,0.09433163469308355,3.76,0.0,0.2796401451458051,0.8495961536476931,0.19278824772583772,7.362046979314215e-15,6.487664971367266e-12,0.002883477011673729,0.0009990359724362614,0.08414153255746522,0.00047462931551814797,0.4326215746161808,0.0061701990186160596,0.32912013056897965,5.00469706920656e-06,6.068753455983346e-06,0.00020174806246210566,0.006492066391101074,0.017703592034903848,0.00019967020661121654,0.018534125062061584,0.0001620153786572405,0.06375398746960177,2.296914136138295e-05
1.2849862519103938e-05,0.0943928343972307,3.76,0.0,0.2759478869708242,0.8474289039167389,0.19541473839302143,7.430340517741376e-15,6.5510899166647636e-12,0.0028782203836292606,0.0009892860632861376,0.08479307498621616,0.0004732021679722055,0.4347579760763202,0.006179672843283403,0.3314071124088268,4.941586012377942e-06,6.038312769882443e-06,0.00020303950363226194,0.006487748218889521,0.018096039637433916,0.00019996547288594582,0.018759220887643792,0.0001631033873755342,0.06522540965791411,2.2952445772878764e-05
1.2994836465838644e-05,0.09445343291832607,3.76,0.0,0.27231296213202777,0.8452636064088107,0.19803440828008292,7.498402933761109e-15,6.613982168942135e-12,0.002873047710886666,0.0009796792835617284,0.08543579659076525,0.00047179647076064403,0.4368367636766185,0.006188640542737555,0.3336633318773641,4.879527056667424e-06,6.008195622334228e-06,0.00020430309173575178,0.006482843896438221,0.01849046320660805,0.00020024593384792162,0.018981197856432114,0.00016416379403705146,0.06670509130754347,2.293568672724354e-05
1.313981041257335e-05,0.09451344003940532,3.76,0.0,0.26873436640155446,0.8431004176413152,0.20064716681813513,7.56603037432094e-15,6.676342636464693e-12,0.0028679585046582404,0.0009702134727110594,0.0860698618821559,0.0004704120221969558,0.43885905867998576,0.006197110274282088,0.33588937884146053,4.818501348596544e-06,5.9783989006370484e-06,0.0002055392525094955,0.006477368199584887,0.018886799723318942,0.0002005118335971167,0.01920004731144323,0.00016519697034117898,0.0681927721600855,2.291887553675305e-05
1.3284784359308056e-05,0.09457286532139006,3.76,0.0,0.2652111148589644,0.840939490027483,0.2032529268440835,7.633274849464239e-15,6.738191668177164e-12,0.0028629521108461367,0.0009608864653499219,0.08669543187183804,0.0004690486031097461,0.4408259609042776,0.006205090113612118,0.3380858296874996,4.758490120577321e-06,5.9489191232625564e-06,0.00020674840150085758,0.0064713353998132024,0.01928498716083546,0.00020076340684402455,0.0194157624818221,0.00016620328295098094,0.06968819606170105,2.2902022295474076e-05
1.3429758306042762e-05,0.09463171811315135,3.76,0.0,0.2617422417126707,0.838780972024598,0.20585160438206104,7.700321453576137e-15,6.7995248340594174e-12,0.0028580277360204906,0.0009516960958588702,0.08731266408877557,0.0004677059797505993,0.44273854897694687,0.006212588053668773,0.34025324756131253,4.699474921627018e-06,5.919752605368529e-06,0.00020793094447490266,0.006464759305711476,0.019684964462141782,0.0002010008800803534,0.01962833838097874,0.00016718309454645059,0.07119111090336183,2.2885135962274966e-05
1.3574732252777467e-05,0.094690007561632,3.76,0.0,0.25832680004127445,0.8366250082591061,0.20844311846982505,7.766953871783983e-15,6.860314511905696e-12,0.002853184464168135,0.0009426402049364895,0.08792171262117371,0.00046638390543405576,0.4445978806500839,0.006219612005801805,0.3423921826372979,4.6414373298673545e-06,5.890895360950247e-06,0.00020908727782056196,0.006457653295655892,0.02008667151993586,0.00020122447226491084,0.019837771718308833,0.0001681367629100532,0.07270126856557332,2.286822461038607e-05
1.3719706199512173e-05,0.0947477426146973,3.76,0.0,0.2549638614168447,0.8344717396279565,0.21102739104066082,7.833221312882658e-15,6.920597440546401e-12,0.0028484212665164585,0.0009337166437267267,0.0885227281890423,0.00046508212187983773,0.4464049932152306,0.006226169799716747,0.3445031724310728,4.5843593736855965e-06,5.8623432973821444e-06,0.00021021778839033152,0.00645003034065694,0.02049004915857552,0.00020143439487132383,0.02004406082845491,0.00016906464087039185,0.07421842485773207,2.2851295409513473e-05
1.3850182751573409e-05,0.09479923738720875,3.76,0.0,0.2519813540228002,0.8325362157270556,0.21334698257879808,7.892720124115605e-15,6.974442878943827e-12,0.002844201920683688,0.0009257968146788321,0.08905689592628253,0.00046392764407841326,0.4479875883464636,0.006231679652350898,0.3463796043270578,4.533794845286844e-06,5.83690376901664e-06,0.00021121348219641837,0.006442738103313063,0.020854469207591878,0.00020161180731532226,0.02022703259175455,0.00016987796827172018,0.07558965064222878,2.2836048965485112e-05
1.3980659303634645e-05,0.09485029642564592,3.76,0.0,0.24903998526697163,0.8306030837487783,0.2156605944257677,7.951944491800039e-15,7.027852883026668e-12,0.0028400456395548017,0.0009179808941293131,0.08958478163234887,0.0004627891837702363,0.4495294381287472,0.006236823779343003,0.3482342005480165,4.483980271344905e-06,5.8117046800240886e-06,0.0002121888364457854,0.00643504626650042,0.021220153370654127,0.00020177845894849607,0.020407458370561543,0.00017067093902569495,0.07696617804947947,2.282079707216155e-05
1.411113585569588e-05,0.09490092584565134,3.76,0.0,0.246139115421456,0.8286724390740147,0.21796817519150538,8.010773016684738e-15,7.080807074788894e-12,0.002835951494327302,0.0009102673459318129,0.09010648842287117,0.0004616665344598997,0.4510312577383971,0.006241607713772471,0.3500673277919647,4.434903012814843e-06,5.786742737543569e-06,0.00021314411594195817,0.00642696353608886,0.021587060372923655,0.00020193449103432767,0.020585340040514124,0.0001714438014814604,0.0783478369927779,2.280554343585843e-05
1.4241612407757116e-05,0.09495113164234412,3.76,0.0,0.24327811607753436,0.826744374889108,0.2202696750823234,8.069544393754978e-15,7.133424039569157e-12,0.0028319185135665453,0.0009026546487268838,0.090622117351162,0.00046055948574225277,0.45249374984626506,0.006246036934343183,0.351879345156922,4.386550545983974e-06,5.7620145617255894e-06,0.00021407957982899398,0.006418498408905084,0.0219551495072974,0.00020208004138516961,0.020760680368009935,0.00017219680070517738,0.0797344598215809,2.2790291068899435e-05
1.4372088959818352e-05,0.09500091968959082,3.76,0.0,0.24045636993522967,0.8248189822361609,0.2225650458489269,8.1282526101201e-15,7.185713290113334e-12,0.002827945686595393,0.0008951412947874125,0.09113176744919146,0.0004594678246156441,0.4539176048483248,0.006250116864183978,0.3536706043092311,4.3389105804944774e-06,5.737516737546843e-06,0.00021499548352454993,0.006409659183132415,0.022324380625424647,0.00020221524542909193,0.020933482974143325,0.00017293017938907254,0.08112588128813122,2.277504239119346e-05
1.4502565511879588e-05,0.0950502957426476,3.76,0.0,0.2376732706040551,0.8228963500609946,0.22485424073363205,8.186274490495786e-15,7.2373725370091205e-12,0.0028240319708948297,0.0008877257902831829,0.09163553576534884,0.0004583913345678993,0.4553035010823872,0.006253852871132778,0.3554414496472531,4.291971003710864e-06,5.713245816410744e-06,0.00021589207818460614,0.006400453968697448,0.0226947141299535,0.0002023402349913149,0.021103752299907363,0.00017364417816178183,0.08252193851801566,2.2759800003440494e-05
1.4633042063940823e-05,0.0950992654421379,3.76,0.0,0.23492822240136166,0.8209765652615926,0.2271372144155435,8.243965034460782e-15,7.288470330077485e-12,0.0028201762997076257,0.0008804066597044869,0.09213351740131176,0.0004573297955772857,0.4566521050471578,0.006257250269054938,0.35719221846346394,4.245719870027146e-06,5.689198320100448e-06,0.00021676960795273165,0.006390890697347054,0.02306611096513408,0.0002024551377468959,0.021271493573338948,0.0001743390341902876,0.08392247098059791,2.274456621472469e-05
1.4763518616002059e-05,0.0951478343164984,3.76,0.0,0.2322206401569212,0.8190597127365373,0.2294139229613736,8.302387968669866e-15,7.339782420393475e-12,0.0028163775823491855,0.0008731824448565636,0.09262580554967273,0.00045628298724789495,0.4579640716192722,0.006260314317009818,0.35892324109863977,4.2001454399276425e-06,5.665370760857415e-06,0.00021762831354879932,0.006380977131825239,0.023438532607094373,0.00020256008087129248,0.02143671277543075,0.00017501498141304176,0.08532732045588429,2.272934188259735e-05
1.4893995168063295e-05,0.0951960077832612,3.76,0.0,0.2295499490318206,0.817145875426536,0.2316843237850431,8.360514601354432e-15,7.39094366547317e-12,0.0028126347049787196,0.000866051700778142,0.09311249153142508,0.00045525068895106816,0.45924004424977155,0.0062630502183830036,0.3606348410899775,4.155236158383879e-06,5.641759639572188e-06,0.00021846843614857178,0.0063707208742740905,0.02381194105896641,0.0002026551906222013,0.021599416606873575,0.00017567225306543607,0.08673633100645617,2.2714127959023585e-05
1.5011424064918406e-05,0.09523903022052825,3.76,0.0,0.22717740196913008,0.8154260668601505,0.23372225727772786,8.411447533041848e-15,7.43542931120325e-12,0.0028093129296569517,0.0008597127730206447,0.09354579306380639,0.0004543338404869266,0.46035816758590514,0.006265236222465521,0.36215893678039607,4.115377109269661e-06,5.620691790361962e-06,0.00021920884905178315,0.006361203401250695,0.024148821402571886,0.00020273247920736946,0.02174370551063116,0.0001762480208509474,0.08800787115936769,2.270044668403507e-05
