Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416)
1.1989037480553476e-18,0.19343690668911478,3.76,0.0,0.6596261480743127,0.9999999999999994,1.3898345375643153e-36,2.5549437189183985e-47,6.900889498052625e-30,2.8751257413873704e-13,1.641746137667387e-15,1.4998386650118447e-24,9.927969546500678e-16,1.9785150315069392e-25,6.489491817808063e-16,6.298676121636359e-26,3.1562863856665585e-28,1.420806959467697e-26,1.189468411773923e-41,2.861277426753108e-28,4.129364480694202e-52,2.4235588716720453e-26,1.8044429007015863e-26,3.1496341121282864e-40,6.855308321350169e-40,2.3248978431487536e-21,7.069534066634394e-53,2.994624728078825e-29,3.749600839420698e-71,4.343988522510889e-74,8.517900333569109e-38,1.0774518364061303e-62,1.1583176272163795e-50,4.265232989535002e-27,1.5819823859823402e-56,1.9454082611005776e-55,2.9553818042740538e-52,7.571078806531967e-51,1.2034459639492361e-67,2.2929521266293438e-40,9.266610208036345e-77
2.398849115353141e-18,0.19343690668911998,3.76,0.0,0.6596261480741672,0.9999999999999988,1.1127127097261638e-35,2.0455086869321788e-46,2.7621542218614233e-29,5.752749419964154e-13,3.284918643086149e-15,6.0032633523843015e-24,1.9864564612093464e-15,7.919216290655258e-25,1.2984621769275264e-15,2.5211119313014784e-25,1.2633371065008112e-27,5.686930566258913e-26,9.522979793028544e-41,1.1452566411160137e-27,6.612363351072552e-51,9.700551463572949e-26,7.222474117385966e-26,2.521622401843477e-39,5.488415093734026e-39,4.651836569782181e-21,1.1320465690172382e-51,1.1986303059198672e-28,1.2008819703321303e-69,1.3912466195922408e-72,6.819499462020399e-37,3.451998777501176e-61,1.855465003768837e-49,1.7072047469465364e-26,2.533233392603565e-55,3.1162755643696184e-54,4.734113833329766e-51,1.2127823488869724e-49,3.8542675915885585e-66,1.8357559136985915e-39,5.938157749021094e-75
4.798739849948728e-18,0.19343690668913033,3.76,0.0,0.6596261480738761,0.9999999999999974,8.905083442229566e-35,1.637028936133113e-45,1.1052214751405458e-28,1.1507996777022881e-12,6.57126366212227e-15,2.402087302193455e-23,3.973775475091533e-15,3.168718046472499e-24,2.5974881672271885e-15,1.0087731627780482e-24,5.054994000894608e-27,2.275512982385392e-25,7.621278097079956e-40,4.582518330298657e-27,1.0584087689874037e-49,3.88148414091928e-25,2.8899304183064756e-25,2.0180642936203942e-38,4.3924001639584564e-38,9.305777019242037e-21,1.8120117792168768e-50,4.796082455624949e-28,3.844439054010304e-68,4.453865629230246e-71,5.457672070055287e-36,1.10530453823792e-59,2.9704705838778506e-48,6.83104271963332e-26,4.0548244792408044e-54,4.988940630764035e-53,7.57898737618759e-50,1.941580285537714e-48,1.2338843863069337e-64,1.4691626535994437e-38,3.8028315484295424e-73
9.598521319139901e-18,0.19343690668915103,3.76,0.0,0.659626148073294,0.9999999999999949,7.125419749023066e-34,1.30987237451619e-44,4.421605570743717e-28,2.301849149076097e-12,1.3143953732988908e-14,9.609913353901696e-23,7.94841350591042e-15,1.2676935567332503e-23,5.1955401478514e-15,4.035749526516103e-24,2.0223267634842418e-26,9.103533645585526e-25,6.098180471787084e-39,1.83330572777516e-26,1.693798633730724e-48,1.5528464035548999e-24,1.1561603487161912e-24,1.6147580488123116e-37,3.5145875114347722e-37,1.8613909902933667e-20,2.8998088293749493e-49,1.9187452393134138e-27,1.230479478229548e-66,1.4255392188543143e-69,4.36696673176055e-35,3.538038766223027e-58,4.75413467024009e-47,2.732861894390048e-25,6.489043435275837e-53,7.98462539434095e-52,1.2129905150448821e-48,3.1074315622424247e-47,3.949260260672199e-63,1.1755533383606229e-37,2.434583894339046e-71
1.919808425752225e-17,0.19343690668919236,3.76,0.0,0.6596261480721298,0.9999999999999897,5.7008770557350844e-33,1.0479982050141174e-43,1.768786168490096e-27,4.6039480916719675e-12,2.6289334005899775e-14,3.844278192751946e-22,1.589768957976626e-14,5.071186954313123e-23,1.0391644109199378e-14,1.6144311961048658e-23,8.089965437184507e-26,3.6417098171319164e-24,4.879007691191158e-38,7.333819744806982e-26,2.710353566835299e-47,6.211891145305966e-24,4.6250177870116835e-24,1.2919290969883951e-36,2.8119369931007033e-36,3.7231183609403837e-20,4.6401662376009686e-48,7.675605245394546e-27,3.9379502400658684e-65,4.562221310839918e-68,3.4939048885110266e-34,1.1323427027656552e-56,7.60772111005157e-46,1.0932337228473524e-24,1.0383538958172094e-51,1.277725674007e-50,1.9410668980041722e-47,4.972613062914437e-46,1.2638961316519672e-61,9.405319643877866e-37,1.5583807056821318e-69
3.8397210134286944e-17,0.1934369066892751,3.76,0.0,0.6596261480698015,0.9999999999999792,4.560918159721802e-32,8.384396555430027e-43,7.075432531840655e-27,9.208145976256725e-12,5.258009507643188e-14,1.5377738494762807e-21,3.179624177635019e-14,2.028557347501996e-22,2.0783852032293537e-14,6.457987573263897e-23,3.236117864300076e-25,1.4567431964099058e-23,3.9033915949605655e-37,2.9336472688284907e-25,4.33678643761183e-46,2.484857568509119e-23,1.850082397959256e-23,1.0335923422175937e-35,2.249656399086667e-35,7.446976277868587e-20,7.424643902315192e-47,3.0703667438591816e-26,1.2602115771641417e-63,1.4599979612975714e-66,2.7952562589459744e-33,3.623769075877206e-55,1.21732385755333e-44,4.373112807494149e-24,1.661454968407506e-50,2.0445094183248192e-49,3.1059327139576514e-46,7.956758872823173e-45,4.0446801579533106e-60,7.524612876463991e-36,9.974427296621602e-68
7.679546188781634e-17,0.19343690668944055,3.76,0.0,0.6596261480651446,0.9999999999999585,3.648821137685031e-31,6.707697090649616e-42,2.8302305591328247e-26,1.8416541742998305e-11,1.0516161931633748e-13,6.1512205441588186e-21,6.359334636500708e-14,8.11439466339468e-22,4.156826788007468e-14,2.583247594803157e-22,1.2944734905447946e-24,5.827091292201151e-23,3.122787625321098e-36,1.1734827820689265e-24,6.939035257058761e-45,9.939632502965469e-23,7.400480177185201e-23,8.268934982783742e-35,1.7997678507660846e-34,1.4896304814256901e-19,1.1879733263291212e-45,1.2281714540287453e-25,4.032791133343314e-62,4.67218287219206e-65,2.2362575315236762e-32,1.1596496477566677e-53,1.947789028342178e-43,1.7492806905212818e-23,2.658409092906574e-49,3.2713332309770237e-48,4.9696728899245036e-45,1.2731276190481908e-43,1.2943316353361506e-58,6.019833117510167e-35,6.383886866024936e-66
1.535919653948751e-16,0.1934369066897715,3.76,0.0,0.6596261480558311,0.999999999999917,2.919091557039773e-30,5.366254373374568e-41,1.1321037120712956e-25,3.6833333266769704e-11,2.1032467619151427e-13,2.4605132465568865e-20,1.2718755632427709e-13,3.245791031444513e-21,8.313709958200825e-14,1.0333095565488165e-21,5.177946704062877e-24,2.330860190673214e-22,2.498260113306239e-35,4.693978877226738e-24,1.1102599152890815e-43,3.975893450976395e-22,2.9602222012986687e-22,6.615226455363394e-34,1.4398313870613414e-33,2.980141269712294e-19,1.9007817792544734e-44,4.912733944730675e-25,1.2905153094730426e-60,1.495160800476558e-63,1.7890263691610567e-31,3.710948244609099e-52,3.116519353602846e-42,6.997193767118788e-23,4.25355195472365e-48,5.234226052389746e-47,7.951621060042847e-44,2.0370410218874583e-42,4.1419154674991185e-57,4.815923538072804e-34,4.08576911084594e-64
3.0718497240899265e-16,0.1934369066904334,3.76,0.0,0.659626148037204,0.9999999999998338,2.335287108426892e-29,4.293081797579444e-40,4.528437657514797e-25,7.36669162754655e-11,4.2065082352332933e-13,9.842103039595699e-20,2.543759793706426e-13,1.2983231347168477e-20,1.6627476301136047e-13,4.1332593070197195e-21,2.0711892714610293e-23,9.323487888644601e-22,1.9986205326038522e-34,1.8776011002841638e-23,1.7764276595243014e-42,1.5903654733001282e-21,1.18409491710072e-21,5.292212504268492e-33,1.1518719740686762e-32,5.963743170290712e-19,3.0412711012502698e-43,1.965102095821996e-24,4.129709338675371e-59,4.784818870052943e-62,1.431228167222919e-30,1.1875143463263542e-50,4.986477203523222e-41,2.798891603399891e-22,6.805865022300263e-47,8.374830715845463e-46,1.2722709230607124e-42,3.259294688085424e-41,1.3254215362038627e-55,3.852761515062291e-33,2.6149188642124796e-62
6.143709864372278e-16,0.19343690669175714,3.76,0.0,0.6596261479999498,0.9999999999996675,1.8682352381914315e-28,3.434560147025286e-39,1.8113794906947355e-24,1.4733408213746898e-10,8.413032525127994e-13,3.9368512228211034e-19,5.087528379746818e-13,5.193306694313437e-20,3.325500899720056e-13,1.653307973762778e-20,8.284778596860678e-23,3.729404403193464e-21,1.598902101538509e-33,7.51042349645218e-23,2.842294893391123e-41,6.361478102379888e-21,4.736391825348416e-21,4.2337824628295634e-32,9.215003599032424e-32,1.1941268267223913e-18,4.866052169104214e-42,7.860416556513215e-24,1.3215325886289008e-57,1.5313217101265182e-60,1.1449836573690545e-29,3.800062135259909e-49,7.978402790239311e-40,1.11955937706261e-21,1.0889862254495533e-45,1.3399767491280334e-44,2.0356427147234468e-41,5.21489342394083e-40,4.2413620722307914e-54,3.082218072842902e-32,1.6735572967834373e-60
1.2287430144936982e-15,0.19343690669440458,3.76,0.0,0.6596261479254413,0.999999999999335,1.4945904212382431e-27,2.747787424172549e-38,7.245525744828319e-24,2.946684132399238e-10,1.68260864779505e-12,1.5747424875567675e-18,1.0175066052280398e-12,2.0773260777283301e-19,6.651007443010588e-13,6.613240675215643e-20,3.3139160059904163e-22,1.491763468845985e-20,1.279125069266265e-32,3.0041732148370965e-22,4.547684186579605e-40,2.544594501450841e-20,1.8945592285360995e-20,3.387030831448771e-31,7.372014559778807e-31,2.3937603642240035e-18,7.785705247441349e-41,3.144161167150949e-23,4.229047289024944e-56,4.901355248907454e-59,9.1598464706428e-29,1.2160216949989669e-47,1.2765483153605382e-38,4.478242310749042e-21,1.7425226833687186e-44,2.143960464726996e-43,3.2570357178881535e-40,8.343842794142163e-39,1.3572375955037158e-52,2.465777661671244e-31,1.071080518797647e-58
2.457487070606639e-15,0.19343690669969957,3.76,0.0,0.6596261477764244,0.9999999999986698,1.1956732454276966e-26,2.1984479385832216e-37,2.8982109956719656e-23,5.893370729586247e-10,3.3652215875724015e-12,6.298973923322208e-18,2.0350143399162563e-12,8.30931566220786e-19,1.3302020545902174e-12,2.645298248716809e-19,1.3255675278760776e-21,5.967056154678626e-20,1.023303199189466e-31,1.2016700469376056e-21,7.276316893443252e-39,1.017838467608035e-19,7.578242446979521e-20,2.7096264134922248e-30,5.8976172127542945e-30,4.8095415101225324e-18,1.2457169262566766e-39,1.2576577037495039e-22,1.3533833224653945e-54,1.5692948122154137e-57,7.327824409384388e-28,3.891267295365952e-46,2.0424827254746445e-37,1.7912973496698834e-20,2.788494939280304e-43,3.430317586601613e-42,5.2112629893247934e-39,1.3350145591195008e-37,4.34316099943485e-51,1.9726228652150617e-30,6.854939098348586e-57
4.91497518283252e-15,0.19343690671028949,3.76,0.0,0.6596261474783904,0.9999999999973397,9.565389855769765e-26,1.759105192754759e-36,1.1592838508816832e-22,1.1786743824511914e-09,6.730456063975377e-12,2.5195903449371432e-17,4.0700306100217335e-12,3.323732176169661e-18,2.660404681692758e-12,1.0581198732909281e-18,5.302274058701472e-21,2.3868220090556385e-19,8.18646678565443e-31,4.806681691765185e-21,1.1642164174904793e-37,4.0713553239089246e-19,3.0312985141893476e-19,2.1677015162998932e-29,4.7180974245076623e-29,9.707160072984166e-18,1.993157651081527e-38,5.0305719136148605e-22,4.33138571773393e-53,5.0268011789539765e-56,5.862168579365282e-27,1.245201979123935e-44,3.267984146849154e-36,7.165185968385525e-20,4.4630509961555027e-42,5.488437498601876e-41,8.338025285193842e-38,2.1360187385423205e-36,1.3898101628709641e-49,1.5780977137535205e-29,4.387183325090009e-55
9.829951407284282e-15,0.19343690673146932,3.76,0.0,0.6596261468823227,0.9999999999946793,7.652313855316303e-25,1.407838317190787e-35,4.637128813283979e-22,2.3573489616569865e-09,1.3460959404149342e-11,1.0078362778877394e-16,8.140066353173217e-12,1.329496965545068e-17,5.3208099619948384e-12,4.232482065406349e-18,2.1209117699018236e-20,9.547279861203292e-19,6.549235692775794e-30,1.9226729631161585e-20,1.862763444283462e-36,1.6285425157966393e-18,1.2125200558179716e-18,1.7341608651200932e-28,3.7744816866597133e-28,1.9766622182833703e-17,3.189084148763412e-37,2.012180686642641e-21,1.386400396529073e-51,1.6118082456331044e-54,4.6895867433074376e-26,3.984620068135337e-43,5.228807898510876e-35,2.866070276476175e-19,7.145546177628145e-41,8.78126648380636e-40,1.334084350501883e-36,3.417612492716275e-35,4.4473810706665793e-48,1.2624765432069016e-28,2.8078232675013063e-53
1.9659903856187804e-14,0.19343690677382902,3.76,0.0,0.6596261456901867,0.9999999999893584,6.121852534562378e-24,1.1271569968427066e-34,1.854845810912555e-21,4.714697960951235e-09,2.692210363376881e-11,4.031345269706414e-16,1.6280150651433096e-11,5.3180193548620036e-17,1.0641620626987847e-11,1.6929944803345826e-17,8.483662228180008e-20,3.818904493986132e-18,5.239486720222931e-29,7.69069231014229e-20,2.980475587079925e-35,6.514171599967829e-18,4.850084268033997e-18,1.3873277495377896e-27,3.019590504686894e-27,4.0942445537997686e-17,5.1026352190278046e-36,8.04833622639215e-21,4.438764560066438e-50,5.178473738186796e-53,3.75143137752672e-25,1.2750610512221227e-41,8.366195518321783e-34,1.146424548573578e-18,1.1447797535433233e-39,1.4049273216257581e-38,2.1345350275828128e-35,5.468121697036139e-34,1.4231541760528183e-46,1.0099783491725098e-27,1.7970392594543347e-51
2.948985630509133e-14,0.19343690681618875,3.76,0.0,0.6596261444980508,0.9999999999840375,1.7504675753426088e-23,3.2246553239535387e-34,3.9415388306925236e-21,7.072046801128154e-09,4.0383385412459237e-11,8.566608658625213e-16,2.4420247761844804e-11,1.1300837027398309e-16,1.5962431396370548e-11,3.597615586135191e-17,1.8027803914948553e-19,8.115160850592765e-18,1.4981836928340653e-28,1.634272131927487e-19,1.0970234833177084e-34,1.3842616473436786e-17,1.0306434684856534e-17,3.966888803202094e-27,8.634179296278247e-27,6.317516722748584e-17,1.878131676634673e-35,1.710214627498204e-20,2.0270434366563123e-49,2.3673442633177032e-52,1.072635784114585e-24,5.983104364028151e-41,3.189629938629751e-33,2.4361468604060306e-18,4.216187404585153e-39,5.356152353454583e-38,8.137914330315349e-35,2.0847109793212815e-33,6.497614665333043e-46,2.887902017535332e-27,1.0021735228935218e-50
3.931980875399485e-14,0.19343690685854847,3.76,0.0,0.6596261433059147,0.9999999999787167,3.69224374737313e-23,6.805666602969287e-34,6.7237880937814464e-21,9.429395482187756e-09,5.38448047400201e-11,1.461362633671365e-15,3.2560357684603285e-11,1.9277970372882934e-16,2.128324227014379e-11,6.137112520593452e-17,3.075334632836687e-19,1.3843491967262537e-17,3.16014323497733e-28,2.7878759893474453e-19,2.7823164022779326e-34,2.3613877808154407e-17,1.7581573707451712e-17,8.367315012153937e-27,1.821206284229221e-26,8.646478645017369e-17,4.7634199985245734e-35,2.917335681610005e-20,6.044031939948643e-49,7.073056918773132e-52,2.2624246485782024e-24,1.869083203676961e-40,8.581980235160422e-33,4.155771569066273e-18,1.0699340699499327e-38,1.4410828806373328e-37,2.1895670274591824e-34,5.6090481915651495e-33,1.9367606519929152e-45,6.091412459427211e-27,3.778830450486057e-50
5.89797136518019e-14,0.19343690694326787,3.76,0.0,0.659626140921642,0.999999999968075,1.0084665998475825e-22,1.8612328913232196e-33,1.3920702604409125e-20,1.4144092470868387e-08,8.076796621329704e-11,3.025565611358521e-15,4.884060760051872e-11,3.9912837097221593e-16,3.1924864262691076e-11,1.270612417904427e-16,6.367101334307221e-19,2.8661130198682883e-17,8.63156113032656e-28,5.771943063016559e-19,9.730094295208455e-34,4.888954324669676e-17,3.6400444703747765e-17,2.2853726184743363e-26,4.974324677586409e-26,1.3552449621251802e-16,1.6658496402588219e-34,6.039664423958539e-20,2.6483122423151357e-48,3.117206945112676e-51,6.179042753801196e-24,9.277239721196898e-40,3.471163521877265e-32,8.60396817533449e-18,3.7453613815231074e-38,5.828525764121104e-37,8.85609960491145e-34,2.2686658291470845e-32,8.477703621301542e-45,1.6637494252984536e-26,2.745121265507511e-49
7.863961854960895e-14,0.19343690702798733,3.76,0.0,0.6596261385373687,0.9999999999574333,2.1100499945940325e-22,3.898866995163519e-33,2.3675393539701002e-20,1.8858788874417985e-08,1.0769163350116194e-10,5.14569446832461e-15,6.512090463362288e-11,6.78816832170305e-16,4.2566486639126595e-11,2.1609808967672756e-16,1.0828790439644143e-18,4.87449758093548e-17,1.8060547767748367e-27,9.816563235771918e-19,2.4313289711898955e-33,8.314832166336905e-17,6.190767003212394e-17,4.7817628804773573e-26,1.04080294440316e-25,1.8847078849874414e-16,4.162620298961683e-34,1.0271387965963724e-19,7.721158828468277e-48,9.125550153736106e-51,1.2927992085931683e-23,2.9155866879334732e-39,9.402500562894882e-32,1.4633049355970863e-17,9.366367902952383e-38,1.5787423842295255e-36,2.3988763100888407e-33,6.145162016795306e-32,2.4700231990999514e-44,3.4811124356776615e-26,1.0094030882093167e-48
9.829952344741599e-14,0.19343690711270672,3.76,0.0,0.659626136153095,0.9999999999467916,3.8412662060761098e-22,7.106247619948873e-33,3.617053350288566e-20,2.3573484651041545e-08,1.3461584273188764e-10,7.861458123702612e-15,8.140125215073223e-11,1.037085006910029e-15,5.3208109426876556e-11,3.3014935914592438e-16,1.6543974183274092e-18,7.447115245597864e-17,3.28793492439345e-27,1.4997490235801406e-18,5.158424618773583e-33,1.2703186847907334e-16,9.458100533686231e-17,8.705014633193906e-26,1.8947540831527657e-25,2.4558127099171107e-16,8.831692865541665e-34,1.5691579058595264e-19,1.8760382563725942e-47,2.227350869944182e-50,2.353374494170092e-23,7.503933337122003e-39,2.1122598509135397e-31,2.2355919437860562e-17,1.9888460806304112e-37,3.546489033630081e-36,5.3890068649233746e-33,1.3804844565139293e-31,5.997145471948341e-44,6.337217554496191e-26,3.0036489800427735e-48
