Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022)
1.8683622317164852e-05,0.5268677267834205,3.76,0.0,0.022314451505825318,0.700315127411278,0.3193949766247796,8.110790872227067e-10,8.286674889129607e-08,0.0153170466097754,0.00021983685117305085,0.14860662436761565,0.003551414708621058,0.35111862836354774,0.0033949374873848393,0.6290416901908038,5.700175054221994e-08,1.7724794280839936e-06,0.0006428522412354461,0.0009477618567027421,0.12551293103290656,0.0008513281647693125,0.014895152286648951,0.0006151092520537537,0.2412667057959537,0.00023755338468528522,8.41590199013731e-05,3.863913269319139e-09,1.5783438732011466e-05,0.00034760146553217103,3.175917726001203e-07,7.570005822919715e-07,0.010471058448887627,7.4041131933130175e-06,0.009444591087000472,2.362498525477825e-09,1.8440595025766205e-06,1.0704032743582009e-06,1.0359412863982766e-08,0.0017678872586478743,0.002572327434460543,0.0004906858047834016,1.4564802430908941e-09,0.0034825236056189902
1.8741333626599717e-05,0.5269378327522394,3.76,0.0,0.022163998156099388,0.6996363722744089,0.32007586839012114,8.131165937158625e-10,8.299840638726877e-08,0.015309337788438664,0.00021889863727341118,0.14864011494874493,0.0035513611311745203,0.35058232300653885,0.0033875990163193094,0.6295451926985951,5.6703131474914116e-08,1.7696331714831329e-06,0.0006419845444405697,0.0009439225412813423,0.12583682016401715,0.0008506226886161072,0.014867951052334691,0.0006138133549366973,0.24196975872390172,0.00023723315029744666,8.394029459780438e-05,3.853932469039611e-09,1.580082883780173e-05,0.0003481287936682259,3.168013915193161e-07,7.559055279047685e-07,0.010460480273431912,7.383728754321978e-06,0.009451289943054266,2.3591914400170922e-09,1.841904958733928e-06,1.068926543751987e-06,1.0365998611914567e-08,0.0017771192608855037,0.002578676870587359,0.000490275578237224,1.4542787818538021e-09,0.003489086301896795
1.8799044936034583e-05,0.527007709526799,3.76,0.0,0.02201508574327184,0.6989588940536614,0.3207555243473309,8.151556510786205e-10,8.312952521217887e-08,0.015301705044722506,0.00021796962774841639,0.1486732158632089,0.0035513272520127804,0.35004626240844067,0.0033802703262471355,0.630046566155682,5.6407376667134714e-08,1.766802203514387e-06,0.0006411199947583123,0.0009400985624348762,0.12616000915714184,0.0008499214459677461,0.014840722172407051,0.0006125209310755967,0.24267154203831964,0.0002369143414509417,8.372248846051166e-05,3.84399274856963e-09,1.5818141941535802e-05,0.00034865407164108494,3.160139440439834e-07,7.548142050755486e-07,0.01044985041570983,7.3634255802797315e-06,0.009457887058927594,2.3558935147374316e-09,1.839753055053459e-06,1.0674528889974484e-06,1.0372478229332528e-08,0.0017863625722887096,0.0025849938186585735,0.0004898642480458834,1.4520866092301354e-09,0.003495602941352969
1.885675624546945e-05,0.5270773586217251,3.76,0.0,0.021867696869056416,0.6982826865812566,0.3214339510704019,8.171962772490943e-10,8.326010866306769e-08,0.015294147574765942,0.00021704970934338015,0.14870593049550437,0.0035513128996615233,0.3495104556406507,0.0033729515593081223,0.6305458254389003,5.6114449828928e-08,1.763986370345248e-06,0.0006402585786228843,0.0009362899093926434,0.12648250045055592,0.0008492244151912776,0.014813466926556225,0.0006112319773451019,0.24337205938902284,0.00023659695012964667,8.350559645070387e-05,3.834093898639157e-09,1.5835378780088604e-05,0.00034917731659852007,3.15229419520631e-07,7.537265902392743e-07,0.010439169724076401,7.343203249273068e-06,0.009464383105965264,2.3526047042573226e-09,1.8376038110104921e-06,1.0659823054110135e-06,1.0378852411935067e-08,0.0017956171525847422,0.002591278330659414,0.0004894518348632455,1.449903664014552e-09,0.003502073668471845
1.8914467554904314e-05,0.5271467815470323,3.76,0.0,0.02172181435417482,0.6976077437319057,0.32211115508569965,8.192384572155932e-10,8.339016256095359e-08,0.015286664584310009,0.00021613877050485778,0.14873826218766464,0.003551317904348303,0.34897491161465427,0.003365642854510272,0.6310429852680985,5.582431512595491e-08,1.7611855200990749e-06,0.0006394002824420148,0.0009324965699985704,0.12680429646857252,0.0008485315747156922,0.014786186576806777,0.000609946490414506,0.24407131441857546,0.0002362809683498283,8.328961354834215e-05,3.8242357101812855e-09,1.5852540081874984e-05,0.00034969854549625414,3.1444780725211237e-07,7.526426599657742e-07,0.01042843903710094,7.3230613415376945e-06,0.009470778751559779,2.349324963340681e-09,1.8354572455274576e-06,1.0645147882350148e-06,1.0385121851328313e-08,0.001804882961914418,0.0025975304592413028,0.0004890383590485857,1.4477298854456757e-09,0.00350849862789027
1.897217886433918e-05,0.5272159797919099,3.76,0.0,0.02157742126777451,0.696934059428816,0.32278714286525406,8.212822742244704e-10,8.351969631307451e-08,0.0152792552899853,0.00021523670145766525,0.14877021423357542,0.003551342098422653,0.34843963906108905,0.0033583443473339638,0.6315380601848105,5.553693736597658e-08,1.7583995028919404e-06,0.0006385450925779491,0.0009287185305465113,0.127125399619513,0.000847842903020521,0.014758882365123967,0.0006086644667043532,0.24476931076104097,0.00023596638815312525,8.307453475415347e-05,3.8144179752296484e-09,1.5869626565544494e-05,0.0003502177750704133,3.136690964944496e-07,7.515623909228713e-07,0.010417659182233509,7.302999439124023e-06,0.009477074658586063,2.3460542467601402e-09,1.8333133769776818e-06,1.0630503325929125e-06,1.0391287234465045e-08,0.0018141599608894193,0.0026037502578095425,0.0004886238406276956,1.44556521288429e-09,0.0035148779644116985
1.9029890173774045e-05,0.5272849548471857,3.76,0.0,0.02143450085425815,0.6962616276298214,0.3234619208423616,8.233277929609844e-10,8.364871481061387e-08,0.015271918916085214,0.0002143433938249169,0.1488017898931974,0.003551385315629284,0.34790464658337067,0.003351056170774372,0.6320310646044849,5.525228196238798e-08,1.755628170630845e-06,0.0006376929953575998,0.0009249557762507928,0.1274458123002173,0.0008471583786185004,0.0147315555192765,0.0006073859024405286,0.24546605204412797,0.00023565320159604428,8.286035508223173e-05,3.804640486206408e-09,1.5886638939274058e-05,0.00035073502189861576,3.128932764012397e-07,7.504857601363832e-07,0.010406830979052794,7.283017126272269e-06,0.009483271486696055,2.3427925100956144e-09,1.8311722228284977e-06,1.0615889332760786e-06,1.0397349245278319e-08,0.001823448110456287,0.0026099377802988695,0.0004882082993882233,1.4434095865483884e-09,0.0035212118229541985
1.908760148320891e-05,0.5273537081531448,3.76,0.0,0.021293036571514618,0.6955904423349616,0.3241354954030613,8.253750325899085e-10,8.377722058980827e-08,0.015264654696254404,0.00021345874058895111,0.14883299238514167,0.0035514473916036463,0.34736994263034,0.0033437784548032163,0.6325220127890283,5.497031454992023e-08,1.7528713767104035e-06,0.0006368439770978396,0.0009212082910312967,0.12776553689348596,0.0008464779800682155,0.014704207249722165,0.0006061107936763218,0.24616154188771966,0.000235341400773446,8.26470695677966e-05,3.794903035878971e-09,1.590357790500222e-05,0.0003512503023653229,3.12120336140516e-07,7.494127446549026e-07,0.010395955237539752,7.263113989424718e-06,0.009489369891598315,2.3395397087662776e-09,1.829033800545897e-06,1.0601305852393797e-06,1.0403308563470372e-08,0.0018327473719681959,0.00261609308129236,0.00048779175483379346,1.441262946814507e-09,0.0035275003485687804
1.9145312792643777e-05,0.5274222411640047,3.76,0.0,0.02115301209453848,0.6949204975875155,0.3248078728850202,8.274240014467882e-10,8.390521883424457e-08,0.015257461873616802,0.00021258263635347944,0.14886382488600097,0.003551528163729385,0.3468355354937992,0.003336511326324481,0.6330109188439754,5.469100147809773e-08,1.7501289765765845e-06,0.0006359980240921068,0.0009174760575038306,0.12808457576769564,0.0008458016859815378,0.014676838749285522,0.0006048391362618238,0.24685578390347399,0.0002350309778090772,8.243467326558726e-05,3.785205417774855e-09,1.592044415466405e-05,0.0003517636326606167,3.1135026477192923e-07,7.483433218138272e-07,0.010385032757895369,7.2432896170515035e-06,0.009495370524960465,2.3362957987548163e-09,1.8268981266337132e-06,1.0586752830881898e-06,1.040916586481025e-08,0.0018420577071927232,0.0026222162160292562,0.0004873742261778691,1.4391252346713398e-09,0.0035337436864377007
1.9203024102078642e-05,0.527490555313167,3.76,0.0,0.021014411309468982,0.6942517874731492,0.3254790595785012,8.294747435609652e-10,8.403271734953278e-08,0.01525033970048193,0.00021171497736337255,0.14889429053152364,0.0035516274710560387,0.34630143331319935,0.0033292549092743475,0.6334977967225707,5.441430958966897e-08,1.7474008275781702e-06,0.0006351551226066532,0.0009137590570298433,0.12840293127701896,0.0008451294750295958,0.01464945119360353,0.0006035709258434103,0.2475487816947439,0.0002347219248541555,8.222316125027537e-05,3.775547425836474e-09,1.593723836983681e-05,0.00035227502878210933,3.1058305131315504e-07,7.472774691252044e-07,0.010374064330784678,7.223543599633801e-06,0.00950127403448667,2.333060736311125e-09,1.82476521696468e-06,1.0572230212953913e-06,1.0414921821034036e-08,0.0018513790783026096,0.002628307240387283,0.0004869557323502232,1.4369963915924628e-09,0.00353994198186731
1.9260735411513508e-05,0.5275586520052281,3.76,0.0,0.020877218284318093,0.6935843061142618,0.3261490617326946,8.315273272798916e-10,8.415972243423952e-08,0.015243287437083098,0.00021085566106856079,0.14892439242228311,0.003551745154221394,0.3457676440972538,0.0033220093250387337,0.633982660246743,5.414020608296637e-08,1.7446867884401072e-06,0.0006343152588960479,0.0009100572699124031,0.1287206057632634,0.0008444613259273575,0.014622045743481922,0.0006023061579148958,0.2482405388575017,0.00023441423408944185,8.20125286150036e-05,3.765928854720165e-09,1.5953961225963986e-05,0.00035278450656222227,3.098186847654174e-07,7.462151642244415e-07,0.010363050738641189,7.203875529720853e-06,0.009507081064437288,2.3298344778325028e-09,1.8226350871809311e-06,1.0557737943297405e-06,1.0420577100333893e-08,0.0018607114478207125,0.00263436621079408,0.0004865362920390779,1.434876359343622e-09,0.0035460953802642424
1.9318446720948373e-05,0.5276265326752887,3.76,0.0,0.02074141731630953,0.6929180476799801,0.3268178855446167,8.335817917770527e-10,8.428623770997434e-08,0.015236304353589972,0.00021000458687086665,0.14895413361457358,0.0035518810555742173,0.3452341756900033,0.003314774691800989,0.6344655230726052,5.386865899161493e-08,1.741986720312861e-06,0.0006334784191730851,0.0009063706751209612,0.12903760155246732,0.0008437972174548047,0.014594623540996537,0.0006010448277186744,0.24893105897807377,0.0002341078977161245,8.18027704734936e-05,3.756349499776526e-09,1.5970613383886656e-05,0.00035329208161999695,3.090571540093953e-07,7.451563850720795e-07,0.010351992753499463,7.1842850020985646e-06,0.009512792254703398,2.3266169803734106e-09,1.8205077516556283e-06,1.0543275962079874e-06,1.0426132366674942e-08,0.0018700547787133708,0.0026403931843668434,0.0004861159236211963,1.4327650804239299e-09,0.0035522040271623017
1.937615803038324e-05,0.5276941986835303,3.76,0.0,0.020606992905433746,0.692253006380998,0.32748553716485046,8.356381320580168e-10,8.441226669129403e-08,0.01522938972898855,0.00020916165546199617,0.14898351712550656,0.003552035019273092,0.34470103579055966,0.0033075511249233453,0.6349463987094863,5.359963654543008e-08,1.7393004857068496e-06,0.0006326445896444245,0.000902699250473995,0.12935392095655884,0.0008431371284473593,0.014567185711619418,0.0005997869303329253,0.24962034563398508,0.0002338029079733284,8.15938819604154e-05,3.746809156639531e-09,1.5987195499440273e-05,0.0003537977693865123,3.082984479375908e-07,7.441011096799435e-07,0.010340891138171823,7.164771613371997e-06,0.00951840824127284,2.3234082009147813e-09,1.8183832247339733e-06,1.0528844210733817e-06,1.0431588279868363e-08,0.0018794090343395517,0.002646388218835358,0.00048569464520330924,1.4306624976044703e-09,0.0035582680681979055
1.9433869339818104e-05,0.5277616514187042,3.76,0.0,0.020473929745206627,0.6915891764680931,0.3281520226992799,8.376963696216582e-10,8.453781612662468e-08,0.015222542850693337,0.00020832676879813943,0.1490125459348427,0.0035522068912141143,0.3441682319601546,0.0033003387370754743,0.6354253005262936,5.33331075199899e-08,1.7366279486956728e-06,0.0006318137564997195,0.0008990429727099849,0.12966956627380988,0.0008424810377790071,0.014539733364951436,0.0005985324606497792,0.2503084023939961,0.0002334992571257062,8.138585822646907e-05,3.737307621931772e-09,1.6003708222333398e-05,0.00035430158511857334,3.075425554022571e-07,7.430493161848498e-07,0.010329746646644917,7.145334962024634e-06,0.009523929656365506,2.3202080965748796e-09,1.8162615203284684e-06,1.051444262971842e-06,1.0436945495874627e-08,0.0018887741784341737,0.002652351372506823,0.0004852724746340234,1.428568553881088e-09,0.0035642876490976643
1.949158064925297e-05,0.5278288922327603,3.76,0.0,0.020342212714925846,0.690926552230746,0.32881734821059183,8.397565913782796e-10,8.466289362341247e-08,0.015215763014154974,0.00020749983020160957,0.14904122298647857,0.003552396518780106,0.3436357716278469,0.003293137638363416,0.6359022417570364,5.306904116555249e-08,1.7339689751000198e-06,0.0006309859059285268,0.0008954018175483756,0.12998453978924807,0.0008418289243839792,0.014512267595319435,0.0005972814134164666,0.25099523281821934,0.0002331969374730519,8.117869444468526e-05,3.727844692754872e-09,1.6020152191275826e-05,0.0003548035439002653,3.0678946518795526e-07,7.420009830554811e-07,0.010318560024411156,7.125974648876694e-06,0.009529357128551448,2.3170166251929544e-09,1.814142651578826e-06,1.0500071156879686e-06,1.0442204667136062e-08,0.0018981501750944573,0.0026582827042447702,0.0004848494295162365,1.426483193052548e-09,0.003570262915668916
1.9549291958687836e-05,0.5278959224736361,3.76,0.0,0.020211826879918217,0.6902651279974567,0.32948151971794465,8.418188615637777e-10,8.478750245360687e-08,0.015209049522864514,0.00020668074441008768,0.14906955118841658,0.0035526037507987106,0.3431036620906225,0.003285947936324222,0.636377235500489,5.280740709699655e-08,1.7313234323848102e-06,0.0006301610241214327,0.0008917757596988628,0.13029884377449927,0.0008411807672692245,0.014484789481723874,0.0005960337832327599,0.2516808404578698,0.0002328959413522974,8.097238580950375e-05,3.718420166539266e-09,1.6036528037918465e-05,0.00035530366064530437,3.060391660614823e-07,7.409560888744956e-07,0.010307332008438315,7.106690276896007e-06,0.009534691282721384,2.313833744725371e-09,1.8120266312127913e-06,1.0485729729718382e-06,1.0447366442269477e-08,0.0019075369887821326,0.0026641822734697865,0.00048442552720582427,1.424406359322493e-09,0.003576194013796908
1.96070032681227e-05,0.527962743472996,3.76,0.0,0.0200827574914138,0.6896048981359181,0.33014454319679776,8.438831348118082e-10,8.491164364928714e-08,0.015202401688351146,0.00020586941748713125,0.1490975334128044,0.0035528284376543026,0.3425719105138233,0.0032787697359425404,0.636850294720119,5.254817542803355e-08,1.7286911895268678e-06,0.0006293390972579735,0.0008881647728764045,0.1306124804877006,0.0008405365454994535,0.014457300087837428,0.0005947895645399271,0.25236522885508694,0.00023259626112585098,8.076692753738249e-05,3.7090338419630486e-09,1.6052836385485472e-05,0.0003558019500947659,3.0529164678402184e-07,7.399146123052811e-07,0.010296063327163308,7.087481450973828e-06,0.00953993274006817,2.3106594131497545e-09,1.8099134715837544e-06,1.0471418285106093e-06,1.0452431466082912e-08,0.001916934584323301,0.0026700501401578916,0.00048400078481202554,1.4223379969821046e-09,0.003582081089440936
1.9664714577557567e-05,0.5280293565507542,3.76,0.0,0.019954989985260987,0.6889458570530911,0.33080642457886367,8.459494294349657e-10,8.503532506158551e-08,0.015195818830113342,0.00020506575678513417,0.14912517249620572,0.0035530704313096596,0.3420405239325144,0.0032716031396805545,0.63732143224479,5.2291316753649136e-08,1.7260721170959714e-06,0.0006285201115073384,0.0008845688298274884,0.13092545217341947,0.0008398962381870197,0.014429800462081588,0.0005935487516167293,0.2530484015426773,0.0002322978891798143,8.056231486567024e-05,3.6996855182096627e-09,1.606907784837104e-05,0.0003562984268156826,3.0454689605504653e-07,7.388765323135917e-07,0.010284754700528205,7.068347778120735e-06,0.009545082118075483,2.307493589082172e-09,1.8078031843977933e-06,1.0457136757729495e-06,1.0457400379765752e-08,0.001926342926906058,0.0026758863648347463,0.0004835752191990724,1.4202780510798216e-09,0.003587924288627746
1.9722425886992432e-05,0.5280957630126552,3.76,0.0,0.019828509979025494,0.688287999194817,0.3314671697525449,8.48017838598653e-10,8.515855533351548e-08,0.015189300275480369,0.00020426967096658216,0.14915247124016956,0.0035533295852205504,0.3415095092537841,0.003264448247520185,0.6377906607707489,5.2036802050347805e-08,1.7234660872538067e-06,0.0006277040530392633,0.0008809879023565082,0.13123776106274296,0.000839259824503617,0.014402291637840623,0.0005923113385917482,0.25373036204404187,0.00023200081793455605,8.035854305223239e-05,3.6903749949632405e-09,1.6085253033061778e-05,0.0003567931052032712,3.038049025539908e-07,7.378418279733945e-07,0.010273406840096014,7.049288867465284e-06,0.009550140030549622,2.3043362312431767e-09,1.805695780946584e-06,1.0442885081844418e-06,1.0462273820697261e-08,0.0019357619820769203,0.002681691008565913,0.0004831488469902579,1.4182264669903027e-09,0.003593723757446036
1.9780137196427298e-05,0.5281619641519606,3.76,0.0,0.019703303269165674,0.6876313190454423,0.33212678456336214,8.50088431335384e-10,8.528133613811053e-08,0.015182845359490597,0.00020348106998911822,0.14917943241178572,0.0035536057542979367,0.3409788732590197,0.003257305157006982,0.6382579928635427,5.1784602704100236e-08,1.7208729736898882e-06,0.0006268909080274214,0.0008774219613523655,0.1315494093733651,0.0008386272836888483,0.014374774633668362,0.0005910773194499719,0.25441111387310267,0.00023170503984710526,8.015560737565557e-05,3.681102072678754e-09,1.6101362539135415e-05,0.00035728599948528885,3.0306565494265565e-07,7.36810478486339e-07,0.010262020449163542,7.030304330175875e-06,0.009555107087651988,2.301187298512051e-09,1.8035912721159475e-06,1.0428663190979961e-06,1.0467052422523225e-08,0.0019451917157368255,0.002687464132948062,0.0004827216845718237,1.4161831904126836e-09,0.0035994796420413472
1.9837848505862164e-05,0.5282279612484299,3.76,0.0,0.019579355828086266,0.6869758111274681,0.3327852748143686,8.521611671910305e-10,8.540366665514721e-08,0.015176453424763323,0.0002026998650533663,0.14920605874426765,0.0035538987949169498,0.34044862260635994,0.0032501739633009922,0.6387234409599762,5.153469055832119e-08,1.71829265157215e-06,0.0006260806626460767,0.0008738709768201436,0.13186039930966573,0.0008379985950454762,0.014347250453508627,0.0005898466880372164,0.255090660534191,0.00023141054740412592,7.995350313666372e-05,3.6718665526563997e-09,1.6117406957907448e-05,0.00035777712372347535,3.023291418522267e-07,7.357824632926919e-07,0.010250596222878392,7.011393779455887e-06,0.009559983895927953,2.2980467502369808e-09,1.8014896682653702e-06,1.041447101701041e-06,1.0471736815303374e-08,0.001954632094135257,0.002693205800098732,0.00048229374809737583,1.4141481675985183e-09,0.003605192088609462
1.989555981529703e-05,0.5282937555694954,3.76,0.0,0.019456653801719605,0.6863214700012767,0.3334426462664773,8.542360267230111e-10,8.552555733928702e-08,0.015170123821373439,0.0002019259685816192,0.1492323529374334,0.0035542085649047585,0.33991876383270625,0.0032430547592189594,0.6391870173697244,5.128703785943811e-08,1.7157249975561092e-06,0.0006252733030714039,0.0008703349179076834,0.1321707330627674,0.0008373737379332386,0.014319720086877619,0.0005886194380630503,0.25576900552194504,0.0002311173331190753,7.975222565834011e-05,3.66266823682618e-09,1.6133386872218898e-05,0.0003582664918139169,3.015953518990151e-07,7.347577619694067e-07,0.010239134848334289,6.99255683059024e-06,0.009564771058327537,2.2949145459573774e-09,1.7993909793186507e-06,1.0400308491135227e-06,1.0476327625408772e-08,0.001964083083865053,0.0026989160726476535,0.0004818650534914889,1.4121213451653927e-09,0.0036108612433906773
1.9953271124731895e-05,0.5283593483693817,3.76,0.0,0.019335183506764633,0.6856682902648105,0.33409890463882486,8.563131280835897e-10,8.564701604041049e-08,0.015163855906726802,0.0002011592942049634,0.14925831765824862,0.003554534923506308,0.3393893033560124,0.003235947635280581,0.639648734277173,5.1041617224024526e-08,1.7131698897573547e-06,0.0006244688154871643,0.000866813752935353,0.13248041281059525,0.000836752691774406,0.014292184509064734,0.0005873955631052454,0.25644615232119206,0.0002308253895400283,7.955177028527027e-05,3.6535069277939874e-09,1.6149302858018944e-05,0.000358754117489735,3.00864273680904e-07,7.33736354221431e-07,0.010227637004678344,6.973793100950279e-06,0.009569469174231052,2.2917906453794988e-09,1.7972952148349421e-06,1.0386175543984158e-06,1.0480825475561828e-08,0.0019735446518599526,0.002704595013727355,0.00048143561645362377,1.4101026700818222e-09,0.0036164872526634004
2.001098243416676e-05,0.5284247408888725,3.76,0.0,0.019214931451226484,0.6850162665583759,0.33475405560343946,8.583925284402926e-10,8.576804270995088e-08,0.015157649046448134,0.00020039975689306694,0.14928395553688692,0.003554877731572143,0.33886024746136095,0.003228852679444507,0.6401086037261552,5.079840170955948e-08,1.710627207877418e-06,0.0006236671860847164,0.0008633074493113908,0.13278944071613918,0.0008361354360665755,0.014264644679396435,0.0005861750565940633,0.25712210440549804,0.0002305347092545019,7.93521323857846e-05,3.6443824289072738e-09,1.6165155483971437e-05,0.0003592400143027787,3.0013589576771183e-07,7.327182199468552e-07,0.01021610336213479,6.955102209871244e-06,0.009574078838987275,2.288675008535538e-09,1.7952023838469273e-06,1.0372072104740703e-06,1.0485230984399144e-08,0.0019830167654370204,0.0027102426870318184,0.00048100545243139395,1.4080920898055071e-09,0.003622070262742315
2.0068693743601626e-05,0.5284899343683008,3.76,0.0,0.01909588427688157,0.6843653935522056,0.3354081047991204,8.604742143977862e-10,8.588864050102444e-08,0.015151502611891007,0.00019964727266674916,0.14930926917782225,0.003555236850986484,0.33833160234116155,0.0032217699778813195,0.6405666376620164,5.055736481249506e-08,1.7080968329460915e-06,0.000622868401056809,0.000859815973816586,0.13309781893181072,0.0008355219503600808,0.014237101546012732,0.0005849579118448078,0.25779686524028433,0.0002302452848689783,7.91533073460387e-05,3.6352945444508915e-09,1.618094530979437e-05,0.0003597241956756157,2.994102067196509e-07,7.317033392229871e-07,0.010204534584670013,6.936483778875934e-06,0.009578600645098767,2.2855675958067957e-09,1.7931124949170525e-06,1.0357998101533475e-06,1.0489544767731326e-08,0.001992499392180825,0.0027158591566452377,0.00048057457669457854,1.4060895521836622e-09,0.0036276104199643453
2.012640505303649e-05,0.528554930008785,3.76,0.0,0.018978028789311433,0.6837156659531991,0.33606105782391354,8.625581782543981e-10,8.600881616033956e-08,0.015145415981438894,0.00019890175853270602,0.14933426115403897,0.0035556121450957398,0.33780337407469835,0.003214699614578065,0.6410228479095342,5.031848018472493e-08,1.7055786470821982e-06,0.0006220724466206328,0.0008563392924797054,0.1334055495970229,0.0008349122142680748,0.014209556043346432,0.0005837441220803118,0.2584704382809331,0.0002299571090295792,7.895529057615887e-05,3.6262430791590383e-09,1.6196672890844517e-05,0.0003602066748727139,2.986871951178109e-07,7.306916921895056e-07,0.010192931328580705,6.917937431429996e-06,0.009583035181568115,2.2824683675676682e-09,1.791025556611323e-06,1.0343953463457686e-06,1.0493767437670923e-08,0.0020019925000038016,0.002721444487132221,0.00048014300429991696,1.4040950053310647e-09,0.003633107870688023
2.0184116362471357e-05,0.5286197290221496,3.76,0.0,0.018861351961063248,0.6830670785058854,0.3367129202340698,8.646444789676104e-10,8.612857565562316e-08,0.015139388540622209,0.00019816313269186144,0.1493589340064472,0.003556003478610215,0.3372755686260781,0.0032076416713026526,0.6414772461703941,5.008172202127445e-08,1.7030725339737184e-06,0.0006212793090068346,0.0008528773705735992,0.13371263483782578,0.0008343062074694077,0.014182009091843023,0.0005825336804042217,0.2591428269723726,0.00022967017441537376,7.875807750938916e-05,3.6172278388039314e-09,1.6212338774105773e-05,0.00036068746499882216,2.979668495026382e-07,7.29683259220536e-07,0.010181294242331065,6.8994627931637465e-06,0.009587383033804847,2.2793772846573068e-09,1.7889415768184051e-06,1.0329938117425453e-06,1.0497899602793048e-08,0.002011496057154067,0.002726998743543265,0.0004797107500860006,1.4021083978567613e-09,0.0036385627612897016
2.0241827671906223e-05,0.5286843326038221,3.76,0.0,0.018745840927222136,0.6824196259916999,0.33736369754486006,8.66733182589827e-10,8.62479218516062e-08,0.015133419681913089,0.00019743131457198337,0.14938329024474672,0.003556410717520772,0.33674819184757354,0.003200596227675799,0.641929844026281,4.9847064869284883e-08,1.700578378762933e-06,0.0006204889744563385,0.0008494301726457447,0.13401907676712138,0.0008337039097142731,0.014154461598305657,0.0005813265797995573,0.25981403474910175,0.00022938447373740763,7.856166360225666e-05,3.608248629743841e-09,1.6227943498277995e-05,0.00036116657900019626,2.972491584110806e-07,7.286780208368275e-07,0.010169623966741008,6.881059491756651e-06,0.00959164478369378,2.276294308142487e-09,1.7868605630120795e-06,1.0315951989682327e-06,1.0501941868066242e-08,0.0020210100322076603,0.002732521991401381,0.0004792778286778028,1.4001296787975414e-09,0.0036439752381593614
2.029953898134109e-05,0.5287487419263422,3.76,0.0,0.01863148296296825,0.6817733032240654,0.33801339523604307,8.688242920581861e-10,8.636685697844187e-08,0.015127508803782065,0.0001967062244911712,0.1494073323517401,0.00355683372904009,0.33622124949544874,0.003193563361472292,0.6423806529553415,4.961448352889467e-08,1.6980960676234985e-06,0.0006197014292281369,0.000845997662634975,0.13432487748637958,0.0008331053008102826,0.014126914457762652,0.00058012281316316,0.260484065036445,0.00022909999973826477,7.836604433174695e-05,3.5993052591399762e-09,1.62434875974021e-05,0.0003616440296875736,2.9653411039292593e-07,7.27675957652145e-07,0.010157921136028187,6.862727156769499e-06,0.009595821010057872,2.2732193991916906e-09,1.7847825225431844e-06,1.0301995006719669e-06,1.050589483528853e-08,0.002030534394023149,0.0027380142966364055,0.00047884425451841993,1.3981587974301433e-09,0.0036493454476928338
2.0357250290775954e-05,0.5288129581864908,3.76,0.0,0.018518265520100805,0.6811281050570901,0.33866201874226637,8.709177967287041e-10,8.648538589503664e-08,0.01512165531221334,0.00019598778424066788,0.1494310627763591,0.0035572723816873738,0.33569474720501113,0.0031865431481486336,0.6428296843049296,4.9383953440416074e-08,1.6956254886053404e-06,0.0006189166595838346,0.0008425798037141471,0.13463003908251123,0.0008325103606440161,0.014099368550376079,0.0005789223732361835,0.26115292124786804,0.0002288167451866179,7.817121519996717e-05,3.5903975351875642e-09,1.6258971592888174e-05,0.00036211982969523444,2.9582169394786323e-07,7.266770505662608e-07,0.01014618637606786,6.844465420269525e-06,0.009599912287834536,2.2701525195698013e-09,1.782707461842349e-06,1.028806709194283e-06,1.0509759102473959e-08,0.0020400691118165064,0.0027434757256873136,0.0004784100418159066,1.3961957036715332e-09,0.003654673536293028
2.041496160021082e-05,0.5288769825214731,3.76,0.0,0.018406176206774386,0.6804840263810749,0.339309573458023,8.73013748816823e-10,8.660351571094683e-08,0.015115858619869391,0.00019527591656282346,0.14945448393753719,0.003557726545385089,0.3351686905050764,0.0031795356611199013,0.643276949306539,4.9155450162282e-08,1.6931665307695708e-06,0.0006181346518104049,0.0008391765583988768,0.13493456362941514,0.0008319190691711096,0.01407182474312751,0.0005777252526685305,0.26182060678612856,0.00022853470289125962,7.797717173205036e-05,3.5815252664611865e-09,1.6274396002909457e-05,0.00036259399150292867,2.9511189760668756e-07,7.256812805063528e-07,0.010134420305332771,6.826273915936366e-06,0.009603919188490967,2.2670936309446925e-09,1.780635387370945e-06,1.027416816995549e-06,1.0513535263926546e-08,0.002049614155120885,0.0027489063454452893,0.00047797520457456655,1.394240347660098e-09,0.0036599596503604994
