Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6)
8.36368752205799e-10,0.40723873354392326,3.76,0.0,0.6141128577625709,1.0,0.0,0.0,0.0,0.0002365438871830865,1.235838800639345e-06,3.45467861677156e-07,8.903709389621889e-07
9.999999999999999e-10,0.40724126068868177,3.76,0.0,0.6140893649408227,1.0,0.0,0.0,0.0,0.00028273627865507017,1.5583211397713272e-06,4.937552079135008e-07,1.0645659318578266e-06
1.070140374574016e-09,0.40724126068868177,3.76,0.0,0.6140792869699765,1.0,0.0,0.0,0.0,0.0003025279691077538,1.7046280358333052e-06,5.653926553764052e-07,1.1392353804569e-06
1.3039119969422327e-09,0.4072437876924304,3.76,0.0,0.614045664240121,1.0,0.0,0.0,0.0,0.0003684545144968152,2.2272237150998904e-06,8.39115618984412e-07,1.388108096115478e-06
1.5376836193104494e-09,0.40724631455435994,3.76,0.0,0.6140119896371132,1.0,0.0,0.0,0.0,0.0004343235459843144,2.803577121010361e-06,1.1665833349710145e-06,1.636993786039346e-06
2.0052268640468833e-09,0.4072513678495283,3.76,0.0,0.6139444850678915,1.0,0.0,0.0,0.0,0.0005658891581762741,4.117362203541542e-06,1.982539421393099e-06,2.134822782148443e-06
2.472770108783317e-09,0.4072564205677419,3.76,0.0,0.6138767737744346,1.0,0.0,0.0,0.0,0.0006972249882999601,5.64559338647823e-06,3.012833845481182e-06,2.632759540997049e-06
3.407856598256184e-09,0.40726652424767057,3.76,0.0,0.6137407330602841,1.0,0.0,0.0,0.0,0.0009592080389442774,9.34383386585149e-06,5.714730543443654e-06,3.62910332240784e-06
4.3429430877290515e-09,0.40727662554316535,3.76,0.0,0.6136038715795297,1.0,0.0,0.0,0.0,0.0012202741833562028,1.3895177009469131e-05,9.268861353233466e-06,4.626315656235666e-06
5.2780295772019185e-09,0.4072867244037077,3.76,0.0,0.6134661934072716,1.0,0.0,0.0,0.0,0.0014804249263747496,1.9296499491232168e-05,1.3671817887267078e-05,5.624681603965092e-06
6.2131160666747854e-09,0.4072968207792326,3.76,0.0,0.6133277026087729,1.0,0.0,0.0,0.0,0.0017396617920231192,2.554467633305853e-05,1.892019555260373e-05,6.624480780454796e-06
7.148202556147652e-09,0.40730691462013474,3.76,0.0,0.6131884032393923,1.0,0.0,0.0,0.0,0.0019979863232979815,3.263658102506572e-05,2.501059365476391e-05,7.625987370301801e-06
8.08328904562052e-09,0.4073170058772594,3.76,0.0,0.613048299344521,1.0,0.0,0.0,0.0,0.002255400081969931,4.0569085639251025e-05,3.1939615497461456e-05,8.629470141789567e-06
9.953462024566253e-09,0.4073371804458025,3.76,0.0,0.6127656941096672,1.0,0.0,0.0,0.0,0.0027675016213514723,5.894337646225846e-05,4.829996417726244e-05,1.0643412284996019e-05
9.999999999999999e-09,0.4073573441005802,3.76,0.0,0.6127586211180442,1.0,0.0,0.0,0.0,0.0027801986529761044,5.944310950080959e-05,4.874944972115539e-05,1.0693659779654202e-05
1.1823635003511987e-08,0.4073573441005802,3.76,0.0,0.6124799190656186,1.0,0.0,0.0,0.0,0.003275979272565129,8.06425011443797e-05,6.797415169647034e-05,1.2668349447909368e-05
1.3693807982457721e-08,0.4073774964643476,3.76,0.0,0.6121910062103536,1.0,0.0,0.0,0.0,0.0037808461863493687,0.00010564139618763412,9.093515835545354e-05,1.4706237832180602e-05
1.5563980961403455e-08,0.40739763716688315,3.76,0.0,0.6118989873765504,1.0,0.0,0.0,0.0,0.004282115796131262,0.0001339149854470285,0.00011715603766137108,1.675894778565739e-05
1.743415394034919e-08,0.40741776584480804,3.76,0.0,0.6116038942297751,1.0,0.0,0.0,0.0,0.004779801812588856,0.00016543818318525165,0.00014660991927783936,1.8828263907412298e-05
1.9304326919294923e-08,0.40743788214158194,3.76,0.0,0.6113057582667254,1.0,0.0,0.0,0.0,0.005273918218395106,0.00020018589700981153,0.0001792700119221877,2.0915885087623834e-05
2.1174499898240657e-08,0.40745798570737174,3.76,0.0,0.6110046108135274,1.0,0.0,0.0,0.0,0.005764479263145329,0.00023813303069208648,0.0002151096062034527,2.302342448863374e-05
2.304467287718639e-08,0.4074780761989811,3.76,0.0,0.6107004830240952,1.0,0.0,0.0,0.0,0.00625149945846845,0.0002792544868671593,0.00025410207739480885,2.5152409472350374e-05
