Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47)
6.426671320637674e-09,0.8764280758375126,3.76,0.0,0.9503789212606928,0.9999987741900018,4.237957583508846e-09,1.2974063835067678e-17,2.1700886060246185e-11,0.0010868074179259612,9.550518141983312e-06,7.303087351557834e-06,1.2421115868988335e-06,3.1473884605455695e-06,2.2047814369717245e-07,5.442723118715028e-13,1.2456928445798497e-14,1.1240807108948775e-06,1.0225979851433783e-08,2.7237713131629414e-10,7.487589319028927e-08,2.650849637520828e-08,6.455488413702013e-08,6.357851690629852e-10,8.908784163344277e-13,4.4488852759832505e-12,1.9375755827554896e-11,1.5598494199500647e-15,1.0218003567657501e-22,1.0929199545363728e-08,8.565954929366577e-24,3.5425370923996136e-17,1.5836019924346518e-13,6.70874248721121e-19,1.5455585162092543e-17,2.919000734512248e-17,2.3278427901904342e-10,1.7529333982583046e-10,9.960592877182646e-18,5.324122457225057e-17,5.338987660109345e-12,2.025897915926716e-11,7.94674446119635e-12,7.907951390903034e-22,6.635898442652235e-15,2.5378220114998783e-14
6.8169005972822754e-09,0.8764332222327492,3.76,0.0,0.950344568929616,0.9999986928076191,5.06669450368154e-09,1.641853239599317e-17,2.3984376682421983e-11,0.001152303060589099,1.049413816164252e-05,8.214335106287882e-06,1.442013270192798e-06,3.4429572609473524e-06,2.530297343076643e-07,6.845391341516727e-13,1.652255191209225e-14,1.1925339976702576e-06,1.1377947737236906e-08,3.100752164860147e-10,8.448691166537391e-08,2.994518915123847e-08,7.280775416150992e-08,7.15324381057971e-10,1.0687795694856893e-12,5.431442314359678e-12,2.1416665176037886e-11,2.071368155511198e-15,1.5431038537925567e-22,1.210339752367768e-08,1.348531766684527e-23,4.7550009442957867e-17,2.0658224367762212e-13,8.435089124344638e-19,2.180618800919827e-17,4.088144558552414e-17,2.606421494423495e-10,2.0542139618824382e-10,1.2454126513587504e-17,6.419447271959858e-17,6.31799245191556e-12,2.5342678557083752e-11,8.884588222924886e-12,1.1010258377904246e-21,8.2621230932943e-15,2.968798981146678e-14
7.207129873926877e-09,0.8764383713723218,3.76,0.0,0.9503101614676407,0.9999986105769401,5.9986864815873845e-09,2.0526461849595252e-17,2.633952185072915e-11,0.0012177421619395772,1.1475028273114694e-05,9.178831955588238e-06,1.661115561910788e-06,3.754600593419997e-06,2.8858018067122504e-07,8.513921093943e-13,2.1606142932962088e-14,1.2610221662496196e-06,1.2577658682531941e-08,3.503627165946579e-10,9.47212417356396e-08,3.3617446526012065e-08,8.157260111004265e-08,7.995556673476317e-10,1.2699035520690672e-12,6.563996039076915e-12,2.3543812225553464e-11,2.711629856725867e-15,2.2831210558207385e-22,1.3317951837601864e-08,2.074448581474398e-23,6.280824004986944e-17,2.6566869757071905e-13,1.047931382938169e-18,3.02132222602968e-17,5.627559708140509e-17,2.9102773455668927e-10,2.387782083753446e-10,1.538374694055197e-17,7.659730868777414e-17,7.408844305824158e-12,3.1320182349441173e-11,9.867415091841608e-12,1.507369060918902e-21,1.0162288864969438e-14,3.443426319696154e-14
7.597359150571479e-09,0.8764435233686979,3.76,0.0,0.9502756987588971,0.9999985274870112,7.040467060088908e-09,2.5384060527007878e-17,2.876177933939648e-11,0.0012831247542478153,1.2492576493488567e-05,1.0196527843828805e-05,1.9001560540456113e-06,4.082886959980839e-06,3.272909764075476e-07,1.0483265071064317e-12,2.7895786281079598e-14,1.329547162181941e-06,1.3823346603977889e-08,3.9323719488730475e-10,1.0558815343570667e-07,3.7531148495879644e-08,9.085127706017318e-08,8.884811399726036e-10,1.4959457443798773e-12,7.860850991490064e-12,2.5755759546600346e-11,3.504544019783459e-15,3.316542836640574e-22,1.4570652552895183e-08,3.125557294434622e-23,8.178071633811035e-17,3.3730638065628656e-13,1.288007596950473e-18,4.118593290593306e-17,7.627521455626866e-17,3.240899904369654e-10,2.7552659478710833e-10,1.879594872723157e-17,9.054584513464843e-17,8.617545776737224e-12,3.8289673299136585e-11,1.0894450937011765e-11,2.032732841528914e-21,1.2363916106693255e-14,3.963476497767966e-14
7.98758842721608e-09,0.8764486783324745,3.76,0.0,0.950241180681753,0.9999984435264444,8.198668268186465e-09,3.1084100376953405e-17,3.1246884733545415e-11,0.001348450869748698,1.3546188602608602e-05,1.1267372743796372e-05,2.15986030990122e-06,4.4283668115226005e-06,3.6932912918389726e-07,1.2791293241251075e-12,3.560376578688318e-14,1.3981109256570366e-06,1.511330792586331e-08,4.3869270125957025e-10,1.1709732345055399e-07,4.1692420869894534e-08,1.0064551659534946e-07,9.8210314767571e-10,1.7486594095187445e-12,9.337043447315753e-12,2.805111175261439e-11,4.477106549047806e-15,4.738556346088015e-22,1.585940790697953e-08,4.621808402684066e-23,1.0511887240725436e-16,4.233384854202083e-13,1.5678758054408987e-18,5.532573998848199e-17,1.0194597610757548e-16,3.599777645540459e-10,3.158295741301857e-10,2.2739195642007793e-17,1.0613667883402343e-16,9.950105397824256e-12,4.6354421936678155e-11,1.1964946614573396e-11,2.704070041812243e-21,1.4895595757833607e-14,4.530692712601021e-14
8.37781770386068e-09,0.8764538363724322,3.76,0.0,0.950206607108982,0.9999983586834301,9.480024792988947e-09,3.772608725463706e-17,3.379083456654881e-11,0.0014137205406447393,1.4635287625372244e-05,1.2391316656690768e-05,2.4409422130447745e-06,4.791573090564714e-06,4.148669844365207e-07,1.547893093981838e-12,4.4968552152497894e-14,1.4667153914527231e-06,1.6445899369584445e-08,4.867201931863019e-10,1.2925882402493972e-07,4.610761819159203e-08,1.109569431983169e-07,1.080424273482919e-09,2.0298585568516884e-12,1.1008362564756035e-11,3.0428513812664407e-11,5.659652151841956e-15,6.66929756575776e-22,1.7182237997702226e-08,6.71908268980968e-23,1.3354980243499733e-16,5.257701525815567e-13,1.8919564469486643e-18,7.333760905111427e-17,1.3453700520780984e-16,3.9884000780410284e-10,3.5985040163984325e-10,2.726386169424239e-17,1.2346685811839882e-16,1.1412538813017473e-11,5.562279326465857e-11,1.3078176838132917e-11,3.5528788107417404e-21,1.7786964778427462e-14,5.146789742458326e-14
8.768046980505282e-09,0.8764589975955882,3.76,0.0,0.9501719779079243,0.9999982729457502,1.0891378036803257e-08,4.541641744742103e-17,3.6389870487847634e-11,0.0014789337991092167,1.575931332903682e-05,1.3568309612118407e-05,2.7441043061176265e-06,5.1730217578636825e-06,4.6408205438557395e-07,1.859030083272499e-12,5.625688421936169e-14,1.535362488896102e-06,1.7819535821139032e-08,5.373079162401279e-10,1.420831119890622e-07,5.0783307375964435e-08,1.2178707530890925e-07,1.1834473323687803e-09,2.3414208257289477e-12,1.2891372025899211e-11,3.288664962521942e-11,7.086118193689336e-15,9.259057302799467e-22,1.853726880826385e-08,9.617781038909767e-23,1.6788129804210146e-16,6.467739225590681e-13,2.2649624305616125e-18,9.604227857041511e-17,1.755030375454793e-16,4.408259678977293e-10,4.077526088498119e-10,3.242217390381887e-17,1.4263385938315323e-16,1.3010870072348532e-11,6.620825443488912e-11,1.4233438678317947e-11,4.615742771253193e-21,2.106868242080004e-14,5.813454768734964e-14
9.158276257149882e-09,0.876464162107248,3.76,0.0,0.9501372929406485,0.9999981863007921,1.2439680060883909e-08,5.426852012501008e-17,3.90404643947716e-11,0.0015440906772892548,1.6917721735053646e-05,1.4798301668083454e-05,3.0700381198287067e-06,5.573212303413703e-06,5.17156852169836e-07,2.2172868773311165e-12,6.976594608922158e-14,1.604054141837382e-06,1.923268827363396e-08,5.904417480554939e-10,1.5558101790330013e-07,5.572625203378787e-08,1.331373320647984e-07,1.2911753690038348e-09,2.6852903910144234e-12,1.500343211716047e-11,3.542424104691974e-11,8.794320265681466e-15,1.2694338439558905e-21,1.9922726549189006e-08,1.3573019787223739e-22,2.090070512595588e-16,7.886950677340614e-13,2.6919098452265874e-18,1.243893783855709e-16,2.2652830551700436e-16,4.860853653940999e-10,4.5970004625931416e-10,3.826815697520954e-17,1.6373557130810136e-16,1.4751133047650914e-11,7.822938354489248e-11,1.543005006109865e-11,5.9349128839527185e-21,2.4772407329958782e-14,6.532348172840573e-14
9.548505533794483e-09,0.8764693300110536,3.76,0.0,0.9501025520641015,0.9999980987355601,1.41319974166556e-08,6.440298564055784e-17,4.173930447717207e-11,0.0016091912073088715,1.8109984645081106e-05,1.6081242910976765e-05,3.4194244923636183e-06,5.992628242222302e-06,5.742787309752822e-07,2.627759357942953e-12,8.58256429528039e-14,1.6727922686350539e-06,2.068388184257332e-08,6.461055086561765e-10,1.6976373532508667e-07,6.094339746246362e-08,1.45009038739717e-07,1.4036116555821657e-09,3.0634808918550424e-12,1.7362722203908435e-11,3.804004700318493e-11,1.0826239765587948e-14,1.720487224045452e-21,2.1336932302639094e-08,1.8906661299386027e-22,2.579120303211735e-16,9.540568090953337e-13,3.1781291099189504e-18,1.5947147751028858e-16,2.895522192540929e-16,5.347685533816708e-10,5.15856928383109e-10,4.4857579984380746e-17,1.868702858846161e-16,1.6639372957587413e-11,9.180987964243617e-11,1.6667348806806934e-11,7.558932954493371e-21,2.8930775440135377e-14,7.305104313717857e-14
9.938734810439084e-09,0.8764745014090363,3.76,0.0,0.9500677551302599,0.9999980102366891,1.5975514865573335e-08,7.594767974549374e-17,4.448328212220204e-11,0.0016742354212719748,1.9335589180788474e-05,1.741708345556268e-05,3.7929338794701036e-06,6.431737595288512e-06,6.356397280175223e-07,3.0959080741947162e-12,1.0480097831538671e-13,1.7415787821512361e-06,2.2171693851498e-08,7.042812400525476e-10,1.8464281020067674e-07,6.644185628072244e-08,1.5740343189463943e-07,1.5207596897270497e-09,3.4780783850136166e-12,1.9988263554308795e-11,4.073286240853557e-11,1.3228323767557721e-14,2.3071711433434542e-21,2.2778296953759117e-08,2.602143350555029e-22,3.1567803471917675e-16,1.145565421161086e-12,3.729276577204598e-18,2.0253909961239719e-16,3.667969222061598e-16,5.870266618309453e-10,5.763878806845519e-10,5.224790517321763e-17,2.1213669532056969e-16,1.868164799475223e-11,1.0707857401079477e-10,1.7944692136267232e-11,9.54331068393585e-21,3.3577378626996435e-14,8.13333228492505e-14
9.999999999999999e-09,0.8764796764016592,3.76,0.0,0.9500622869823799,0.9999979962568618,1.627915118553254e-08,7.789698336706484e-17,4.491798742220797e-11,0.0016844421156674205,1.9531002028487407e-05,1.7631608883593306e-05,3.8538082686575315e-06,6.5024952575748356e-06,6.456710630130762e-07,3.1750208453429033e-12,1.0807062482523451e-13,1.752382641808231e-06,2.2408512770673766e-08,7.136416011321477e-10,1.8704281124605184e-07,6.733112521320101e-08,1.593968744069003e-07,1.5395798645113483e-09,3.54661601482661e-12,2.0425936398538638e-11,4.1162546209972444e-11,1.3642342113885328e-14,2.4137373724558944e-21,2.300695553091334e-08,2.733137904583057e-22,3.2562784414897175e-16,1.1781929913425633e-12,3.8220892587440225e-18,2.1011638636138436e-16,3.8037670390193203e-16,5.955656769793044e-10,5.862991554176748e-10,5.348474895008884e-17,2.1630354206523636e-16,1.9016667259586994e-11,1.0963773289190788e-10,1.8148828378606213e-11,9.89159715188562e-21,3.435347075727662e-14,8.268504295722868e-14
1.0328964087083685e-08,0.8764796764016592,3.76,0.0,0.9500329019862732,0.9999979207904545,1.797753898895337e-08,8.903784386676338e-17,4.7269479626303586e-11,0.0017392233512653228,2.0594037337044602e-05,1.8805773444963837e-05,4.191226655492404e-06,6.890993356229509e-06,7.014364132320151e-07,3.6275740064558288e-12,1.2709453526477263e-13,1.8104155897560324e-06,2.3694751985466068e-08,7.649494579780989e-10,2.0023013038437975e-07,7.22288946837615e-08,1.7032166425753355e-07,1.6426231924725572e-09,3.931244324051346e-12,2.2899942467998152e-11,4.3501516999038365e-11,1.60517974417342e-14,3.0636528557702196e-21,2.4245316393570197e-08,3.541741814915053e-22,3.8348943549635034e-16,1.3661152291501482e-12,4.351346602233712e-18,2.5501674506388846e-16,4.607968007306006e-16,6.430117276459058e-10,6.414579879046362e-10,6.049823893861279e-17,2.3963389388312826e-16,2.0884031034442887e-11,1.2416944281205173e-10,1.9261456217945597e-11,1.1951236141414753e-20,3.8746744087026976e-14,9.018616648203939e-14
1.0719193363728286e-08,0.8764848550878661,3.76,0.0,0.9499979924746065,0.9999978303827853,2.014550168926595e-08,1.038161816880489e-16,5.009515866261133e-11,0.001804155029361433,2.1884845548076183e-05,2.0247263050644216e-05,4.614953405633642e-06,7.370833944011519e-06,7.718697425226757e-07,4.228994722376238e-12,1.5314906434832394e-13,1.8793045933398118e-06,2.525173250983198e-08,8.280893784867699e-10,2.1653791528746476e-07,7.831191929506208e-08,1.8376480934687e-07,1.7692061063188883e-09,4.425218565530248e-12,2.6118533665863952e-11,4.634487427519194e-11,1.9352989268652872e-14,4.031225969746157e-21,2.5736566978118586e-08,4.77112157681779e-22,4.626391070925366e-16,1.6187935024294678e-12,5.050684090284018e-18,3.185199589855304e-16,5.744300277109195e-16,7.028768114201665e-10,7.112328433308595e-10,6.966928507722417e-17,2.6946138382858775e-16,2.325261139811589e-11,1.432216211589494e-10,2.0617035538302146e-11,1.4854349619617246e-20,4.4474314424724704e-14,9.962518143822332e-14
1.1109422640372887e-08,0.8764900375651247,3.76,0.0,0.9499630264331753,0.9999977389992747,2.248696358430691e-08,1.2043293237238918e-16,5.295774945683012e-11,0.0018690304876214493,2.320754426620891e-05,2.1741502472390404e-05,5.064755209706134e-06,7.871683642209044e-06,8.47144915429774e-07,4.9068209232029485e-12,1.8345018066380622e-13,1.948247689332457e-06,2.684135855196403e-08,8.936791217856948e-10,2.3357870565871078e-07,8.46984645927658e-08,1.977338658526725e-07,1.900512593359299e-09,4.9623224032816165e-12,2.966572389986304e-11,4.9261830576533374e-11,2.3193669291422992e-14,5.259524619941784e-21,2.7250701229906868e-08,6.365812575047713e-22,5.545345573276706e-16,1.906885248002209e-12,5.833997536498527e-18,3.9487348614597593e-16,7.109522224009423e-16,7.667761018157581e-10,7.858785986078799e-10,7.982330031091686e-17,3.0171908474704906e-16,2.5793496651403363e-11,1.6437941866279487e-10,2.201084221390946e-11,1.8333560913740073e-20,5.0796428426773284e-14,1.0966574380373053e-13
1.1499651917017488e-08,0.8764952239294697,3.76,0.0,0.9499280036954784,0.9999976466251904,2.5009617295607862e-08,1.390459308470777e-16,5.5854840629071956e-11,0.0019338497580979653,2.4561677552830083e-05,2.328844193829132e-05,5.5412639176126395e-06,8.393953025188323e-06,9.274712370871869e-07,5.6681333781680354e-12,2.1852917279008918e-13,2.0172467687287645e-06,2.846239844370357e-08,9.616958953686706e-10,2.513653534983907e-07,9.139618088996301e-08,2.1222976178776192e-07,2.0365470334765894e-09,5.544961631670262e-12,3.356413574448944e-11,5.2251314180311715e-11,2.764140064476856e-14,6.80790401849868e-21,2.8786443768835378e-08,8.417771220406465e-22,6.60704262004055e-16,2.2338779075658844e-12,6.708372571112518e-18,4.861305549607851e-16,8.740323105857138e-16,8.348650084007006e-10,8.65562013745351e-10,9.102405208969955e-17,3.3650734578780315e-16,2.8512814425223935e-11,1.877923364818489e-10,2.344230541875877e-11,2.247992209937462e-20,5.775030249715298e-14,1.2032300505615742e-13
1.1889881193662089e-08,0.8765004142755445,3.76,0.0,0.9498929240907276,0.9999975532454858,2.7721290632439112e-08,1.5982065562786734e-16,5.878416966206798e-11,0.001998612872837799,2.5946802681225834e-05,2.488803170471649e-05,6.0451024167920734e-06,8.938039371594945e-06,1.0130619843442209e-06,6.520460244146227e-12,2.58965926181714e-13,2.086303717119264e-06,3.0113664122467266e-08,1.0321161583136058e-09,2.6991101210733086e-07,9.841282284912692e-08,2.2725335842114566e-07,2.177314022607171e-09,6.1756296387045206e-12,3.783735153364301e-11,5.531228436609318e-11,3.2769904592602126e-14,8.747005359903802e-21,3.034258746066785e-08,1.1038316085052116e-21,7.828042102679591e-16,2.6034659615162158e-12,7.681286022764902e-18,5.945933340135024e-16,1.0677906708425717e-15,9.073002437253517e-10,9.504505070160243e-10,1.0333677865412598e-16,3.7392696029597065e-16,3.141671425027664e-11,2.136150858824006e-10,2.4910870934371907e-11,2.739555588749878e-20,6.537401272707941e-14,1.3161189858101956e-13
1.228011047030669e-08,0.8765056086966428,3.76,0.0,0.9498577874439718,0.99999745884481,3.062994967281155e-08,1.8293026469633243e-16,6.17436139578623e-11,0.002063319863884723,2.7362489750949203e-05,2.65402220562929e-05,6.576884891860935e-06,9.504327065521267e-06,1.1041342759286095e-06,7.471794767175077e-12,3.053919636149291e-13,2.1554204147257703e-06,3.179400958893047e-08,1.1049157684841495e-09,2.892291262725091e-07,1.0575623851124782e-07,2.4280545400508237e-07,2.3228183710707465e-09,6.85691052977519e-12,4.250993740817477e-11,5.844373048365195e-11,3.8659439293998194e-14,1.116052452707376e-20,3.191798977146499e-08,1.4361486891652106e-21,9.226246666433157e-16,3.0195554432067177e-12,8.76062051211299e-18,7.228346054228485e-16,1.2968396539307622e-15,9.842398953837208e-10,1.0407122044634425e-09,1.1682815133053834e-16,4.1407918241844373e-16,3.451136939261757e-11,2.420076083192145e-10,2.6416000718163516e-11,3.319464164970556e-20,7.370647757747893e-14,1.4354714599256416e-13
1.267033974695129e-08,0.8765108072847463,3.76,0.0,0.9498225935762195,0.9999973634075167,3.374370174292596e-08,2.0855561997141055e-16,6.473118244685269e-11,0.002127970763282157,2.880832131338079e-05,2.8244963305880694e-05,7.1372170766784545e-06,1.0093187985723345e-05,1.2009089465291297e-06,8.530613361897163e-12,3.584936052360155e-13,2.224598736441034e-06,3.350232941927408e-08,1.1800701142513532e-09,3.093334225904522e-07,1.1343435882061052e-07,2.588867873068567e-07,2.473065101963659e-09,7.5914822827396e-12,4.7607467440855125e-11,6.164467107243492e-11,4.5397192505673417e-14,1.4147205606358625e-20,3.351156931688511e-08,1.854787491727869e-21,1.0820971555899418e-15,3.486268366702496e-12,9.954679587890899e-18,8.737207002703869e-16,1.5663265635569255e-15,1.065843488771406e-09,1.13651598876452e-09,1.3156623902293793e-16,4.570657452749818e-16,3.780297867735598e-11,2.7313509703497884e-10,2.7957172429659894e-11,4.0004461240751156e-20,8.278744115423525e-14,1.5614326326622993e-13
1.3060569023595891e-08,0.8765160101305647,3.76,0.0,0.9497873423045559,0.9999972669176754,3.707079829653207e-08,2.368853009393223e-16,6.774500771525743e-11,0.0021925656030758038,3.028389200815311e-05,3.0002205794547637e-05,7.726696499056846e-06,1.0704981883246204e-05,1.303610424679894e-06,9.705894064548895e-12,4.19015250734105e-13,2.293840551871935e-06,3.5237557330047535e-08,1.2575542322026034e-09,3.3023789992950974e-07,1.214551876267934e-07,2.7549804095568995e-07,2.628059449613985e-09,8.382119934995437e-12,5.31565478071638e-11,6.491415303004386e-11,5.307768841857642e-14,1.7823081869529418e-20,3.512230259584458e-08,2.3788977095264672e-21,1.263301674404673e-15,4.007947071161724e-12,1.1272203417473093e-17,1.0504357422742203e-15,1.8819791880315767e-15,1.1522720412093937e-09,1.2380315472214672e-09,1.4762047485372318e-16,5.029888803453132e-16,4.1297768290062145e-11,3.071680201679614e-10,2.953387894337572e-11,4.79665067810019e-20,9.265745705609593e-14,1.694145666939338e-13
