Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47)
1.9001482803072835e-06,0.9868210644023161,3.76,0.0,0.21360317087496875,0.9035839261175962,0.0989447563602916,4.893627223209857e-07,1.0800657705057242e-05,0.10628023495169878,0.0035717676184277686,0.16635123832093715,0.47286606908610274,0.02363536159680396,0.5237621759359059,0.0037764869129012263,0.06415666835834621,0.0025728085627301626,3.2712135704242466e-06,2.014654886818236e-07,0.003694042949061908,0.0010780479973852715,0.012183455477003426,0.0005762045309126689,0.0025281533685005235,0.03582122892415026,1.219934490497659e-08,0.00021261798061692792,7.859734864693804e-05,2.2266108121825885e-05,0.0002251459007022558,2.017310789186774e-05,0.011373056041994794,4.7785116742881476e-08,0.0023697721589706097,0.0028060821287759796,0.00010886774715727112,0.00016892768742262897,8.795330488571279e-11,8.670422952295553e-11,5.1491338253016316e-06,0.014500269330177907,5.067502071691134e-07,2.27979178540923e-08,1.7913612219955074e-06,2.619491417999937e-08
1.9120935893190182e-06,0.9872885037242866,3.76,0.0,0.21122637610630568,0.9027341157507931,0.09971343999734478,4.881864351542385e-07,1.0780085432409904e-05,0.10601639305204692,0.0035289511647597764,0.1669581807444534,0.47372228724311793,0.0235967665263368,0.5264383957994015,0.0037812697018316443,0.06496013948647818,0.0025844266364239443,3.258545722537619e-06,1.9880175004856908e-07,0.0036936573337468036,0.0010775645812972983,0.012247271571562999,0.0005804699828313257,0.00253682323272013,0.036342285445200656,1.2119768212189462e-08,0.00021266756044365138,7.934854045525129e-05,2.2289512262204345e-05,0.00022844741640414253,2.020296771738721e-05,0.011479404484769624,4.7870088262101725e-08,0.0023865742049556157,0.002836052978677185,0.00010843371756909306,0.00016870178268013224,8.771614965573567e-11,8.646749712788526e-11,5.1356858555799235e-06,0.014636873388936603,5.07343183349569e-07,2.2974392332339902e-08,1.802023344949272e-06,2.6202568939463228e-08
1.924038898330753e-06,0.9877519989301545,3.76,0.0,0.20888178539497843,0.9018858720579463,0.10048031557979405,4.869585234438918e-07,1.0758602125190402e-05,0.10575050561417118,0.003486687191949567,0.16755696932335998,0.4745526516244427,0.02355773310969313,0.5290946253974501,0.003785753100066417,0.0657641481365314,0.0025958728154036725,3.245857221080779e-06,1.9617673921444087e-07,0.003693149638438904,0.0010770231560617012,0.012310051621729488,0.0005846869603181659,0.002545218282888297,0.03686474866412032,1.204096264610959e-08,0.00021269904969834828,8.009384246913447e-05,2.231081247223612e-05,0.00023174836462475125,2.0230640884912076e-05,0.01158478889144548,4.794992027981381e-08,0.002403142643433772,0.0028659401187756052,0.00010799718130582318,0.00016846786125397536,8.747561241963554e-11,8.622755712437241e-11,5.122038721982353e-06,0.01477312973362449,5.078932361985918e-07,2.3149838792718415e-08,1.8124569162199071e-06,2.6208156327814548e-08
1.9347896764413142e-06,0.9881658115380649,3.76,0.0,0.20679881004606493,0.9011238177783376,0.1011689509265344,4.85810959321935e-07,1.0738516293662251e-05,0.10550956797785092,0.003449118239225208,0.16808899259040647,0.47527823885145176,0.02352224633871963,0.5314682752817386,0.0037895371484202352,0.06648816169094465,0.0026060278423179232,3.2344233515788373e-06,1.9384698071901552e-07,0.0036925908396541265,0.0010764873081947734,0.01236567298917526,0.0005884404546429628,0.0025525415973793038,0.03733612302678975,1.1970692944354253e-08,0.00021271226414212125,8.075952905706354e-05,2.2328215417169448e-05,0.0002347182572058313,2.0253717475013074e-05,0.01167880428328367,4.801746578094479e-08,0.0024178551432180685,0.002892765226827023,0.00010760234952049729,0.00016825072111324992,8.725637636513478e-11,8.600900304083498e-11,5.109593965739014e-06,0.014895458746553548,5.083522870849037e-07,2.330686648588423e-08,1.8216527789501648e-06,2.621146157747938e-08
1.9455404545518757e-06,0.9885765019996117,3.76,0.0,0.20474121922174854,0.9003630792292832,0.10185610951390162,4.846247116086291e-07,1.0717744380719297e-05,0.10526717545066376,0.0034119897304155126,0.16861456921390075,0.4759835587949832,0.02348643784282527,0.533825984433681,0.0037930879072826103,0.06721251148709866,0.0026160444751915936,3.2229790531068414e-06,1.9154791688972052e-07,0.0036919377898182843,0.0010759063905800544,0.012420464887356316,0.0005921540678347614,0.0025596474368400506,0.037808553120797325,1.1901040388244026e-08,0.00021271145820950019,8.142035592002944e-05,2.2343972986087183e-05,0.00023768681221183224,2.027509772644801e-05,0.011772027472296175,4.808101697134919e-08,0.002432379672077243,0.002919519334405399,0.00010720584311748944,0.00016802753614318815,8.703465671251024e-11,8.578809803973943e-11,5.097002503692754e-06,0.015017498095847107,5.087778740776583e-07,2.3463070588875575e-08,1.8306655942296887e-06,2.6213175048543886e-08
1.956291232662437e-06,0.9889841042312092,3.76,0.0,0.20270868591695834,0.8996036773692251,0.10254178612541691,4.834012281916573e-07,1.0696310330297266e-05,0.1050234197169615,0.003375298199711763,0.16913377334680305,0.4766689251061598,0.02345032291492926,0.5361678721041089,0.003796409690501621,0.06793715205374508,0.002625923153368925,3.211527159540917e-06,1.8927922436284062e-07,0.0036911926389183725,0.001075281303715663,0.012474432140140913,0.000595827530249501,0.0025665382709173946,0.03828200014042635,1.1832001464694403e-08,0.0002126969273772438,8.207628529562864e-05,2.235811293448067e-05,0.00024065362486576863,2.0294816724941664e-05,0.011864453712799549,4.8140653010116736e-08,0.002446716906988897,0.0029462010070875747,0.00010680782275834212,0.00016779851236831285,8.681057017994301e-11,8.556495487686651e-11,5.084271000625712e-06,0.015139244240961944,5.09170608895217e-07,2.3618455535446302e-08,1.839496479536131e-06,2.6213335595832395e-08
1.9670420107729986e-06,0.9893886518841495,3.76,0.0,0.20070088633415245,0.8988456324269283,0.103225975900775,4.821419333184348e-07,1.0674237683725432e-05,0.1047783899739916,0.0033390401147613607,0.16964667867823285,0.47733464774061246,0.02341391653398504,0.5384940575859455,0.003799506776536825,0.0686620388609115,0.0026356643411838054,3.2000704119491953e-06,1.8704057807868782e-07,0.0036903575081103325,0.0010746129426106616,0.012527579698664922,0.0005994605864370766,0.002573216592509822,0.038756425819875866,1.1763572364859951e-08,0.00021266896420407976,8.272728212304497e-05,2.2370662923850787e-05,0.00024361829755937652,2.0312909243859242e-05,0.0119560786417411,4.819645254975543e-08,0.002460867575045361,0.002972808859626095,0.000106408444203206,0.00016756385169961648,8.658423069043067e-11,8.533968358695508e-11,5.071405974654096e-06,0.015260693799282753,5.095310982668409e-07,2.377302581532531e-08,1.8481465720535739e-06,2.6211980678857722e-08
1.97779278888356e-06,0.9897901782925724,3.76,0.0,0.1987174999125203,0.8980889639140557,0.10390867432764593,4.80848227181603e-07,1.065154957622638e-05,0.10453217297407558,0.0033032118812356616,0.17015335841456236,0.47798103294673383,0.023377233367535565,0.5408046601735131,0.0038023834072130024,0.0693871283108285,0.002645268527223944,3.188611460413812e-06,1.8483165147400522e-07,0.003689434489641087,0.0010739021964588172,0.012579912634860668,0.0006030529950065634,0.0025796849155333827,0.03923179243504553,1.1695749115523457e-08,0.00021262785826574185,8.337331403588496e-05,2.2381650510529562e-05,0.00024658043989337985,2.0329409755350057e-05,0.012046898269305816,4.824849345692986e-08,0.0024748324512820076,0.0029993415550533596,0.00010600785840146521,0.00016732375197273737,8.635574940324431e-11,8.511239151119432e-11,5.058413787858586e-06,0.015381843542651267,5.098599433651694e-07,2.39267859887094e-08,1.856617067825829e-06,2.6209147783423113e-08
1.9885435669941214e-06,0.9901887165030073,3.76,0.0,0.1967582093557681,0.897333690639857,0.10458987723214623,4.795214855785644e-07,1.0628268733725296e-05,0.10428485307306634,0.003267809848777376,0.17065388526018332,0.47860838325681376,0.023340287775158536,0.5430997991176798,0.0038050437864598466,0.0701123777271712,0.002654736223417028,3.1771528663262616e-06,1.8265211687248347e-07,0.003688425646827128,0.0010731499483587713,0.012631436134062486,0.0006066045284591553,0.0025859457724259046,0.03970806280507372,1.1628527892098477e-08,0.0002125738960746176,8.40143512485657e-05,2.2391103130159302e-05,0.0002495396687237329,2.0344352444166798e-05,0.012136908967970896,4.8296852932589957e-08,0.002488612356128717,0.0030257978036390847,0.0001056062115827659,0.0001670784069845751,8.612523475842604e-11,8.488318333672168e-11,5.0453006386267305e-06,0.015502690393399824,5.101577408721871e-07,2.4079740671129e-08,1.8649092584220988e-06,2.620487460172302e-08
1.999294345104683e-06,0.9905842992511065,3.76,0.0,0.19482270065261859,0.8965798307233896,0.1052695807710771,4.781630596263315e-07,1.0604417470148623e-05,0.10403651227184907,0.0032328303150242895,0.17114833140192745,0.4792169974827022,0.0233030938113433,0.5453795935896869,0.003807492079326407,0.07083774534556175,0.0026640679643148927,3.165697104164117e-06,1.805016456447668e-07,0.0036873330140527166,0.001072357075028725,0.012682155489063407,0.0006101149730452518,0.002592001712138175,0.04018520029313378,1.1561904742970497e-08,0.0002125073610263539,8.46503665741199e-05,2.2399048087101423e-05,0.0002524956081871009,2.0357771157167977e-05,0.012226107463553649,4.8341607679441954e-08,0.0025022081534097672,0.0030521763620166755,0.00010520364534651955,0.00016682800652504585,8.589279251363657e-11,8.465216114242232e-11,5.032072580464888e-06,0.01562323142102743,5.104250826283906e-07,2.4231894510399082e-08,1.8730244648304835e-06,2.6199197396288297e-08
2.0100451232152443e-06,0.990976958971187,3.76,0.0,0.19291066309539878,0.8958274016069592,0.10594778142344917,4.7677427549151125e-07,1.0580017685281237e-05,0.10378723026142708,0.003198269530647623,0.17163676849362847,0.4798071707138536,0.023265665228806506,0.5476441626430278,0.0038097324109593964,0.07156319030318307,0.0026732643062831168,3.1542465635623874e-06,1.7837990852830646e-07,0.003686158596806819,0.0010715244465477514,0.01273207609369164,0.0006135841285999796,0.0025978552979611055,0.040663168806970844,1.1495875401944123e-08,0.000212428533338992,8.528133528537482e-05,2.2405512540149485e-05,0.00025544788972791104,2.0369699372174344e-05,0.012314490825340625,4.838283359498874e-08,0.0025156207481361013,0.003078476032227183,0.00010480029675281301,0.00016657273641402186,8.565852578337049e-11,8.441942443512833e-11,5.0187355268800565e-06,0.015743463838607818,5.10662554266819e-07,2.4383252194380603e-08,1.880964021099112e-06,2.6192151561120876e-08
2.0207959013258058e-06,0.9913667277874068,3.76,0.0,0.19102178929560332,0.8950764200687116,0.1066244759826379,4.753564341616838e-07,1.0555090863396524e-05,0.10353708446583536,0.003164123703553384,0.17211926764203458,0.48037919431751963,0.02322801548136879,0.5498936251785901,0.0038117688656765605,0.07228867262852647,0.00268232582676984,3.1428035512162035e-06,1.7628657584180227e-07,0.0036849043717119825,0.0010706529260918422,0.01278120343693015,0.0006170118083865791,0.0026035091055621566,0.04114193279907788,1.143043568049461e-08,0.0002123376900043627,8.590723516170942e-05,2.2410523490704304e-05,0.0002583961521158515,2.0380170230737592e-05,0.012402056456750564,4.842060564354369e-08,0.002528851084500067,0.0031046956608191227,0.00010439629841362867,0.00016631277854240036,8.542253507746549e-11,8.418507018060289e-11,5.005295234357055e-06,0.015863384999445996,5.1087073569275e-07,2.4533818457016185e-08,1.8887293461606588e-06,2.618377312517761e-08
2.031546679436367e-06,0.9917536375157493,3.76,0.0,0.18915577519692608,0.8943269022358724,0.1072996615482247,4.739108112552946e-07,1.0529658072408754e-05,0.10328615008700703,0.00313038900354247,0.17259589939330278,0.48093335594156017,0.023190157727347956,0.5521280999093546,0.003813605486048751,0.0730141532307569,0.0026912531235278618,3.131370292908128e-06,1.7422131776438595e-07,0.003683572286573384,0.001069743369696989,0.012829543096857559,0.0006203978389255939,0.0026089657209300596,0.041621457266536474,1.1365581507004778e-08,0.00021223510473666402,8.652804631271425e-05,2.2414107770500832e-05,0.0002613400414616597,2.038921652393244e-05,0.012488802085685924,4.8454998171816344e-08,0.002541900143790089,0.0031308341379072953,0.00010399177858425443,0.00016604831091524165,8.518491834059364e-11,8.394919284825574e-11,4.991757310361547e-06,0.015982992393579365,5.110502018671739e-07,2.4683598053159803e-08,1.8963219213618694e-06,2.617409742359828e-08
2.0422974575469286e-06,0.992137719660709,3.76,0.0,0.18731232008579282,0.8935788635974993,0.10797333551820232,4.7243865688659257e-07,1.05037399635143e-05,0.10303450014848267,0.003097061566303729,0.17306673372058945,0.48146993951936384,0.02315210483280843,0.5543477053273583,0.003815246272103046,0.07373959388884997,0.0027000468138802113,3.119948935424141e-06,1.7218380454201205e-07,0.0036821642604318834,0.0010687966260176614,0.012877100734932413,0.0006237420598268071,0.00261422773849753,0.04210170775056208,1.1301308503928334e-08,0.0002121210479292215,8.714375126674233e-05,2.2416292031182304e-05,0.00026427921122576867,2.0396870638729625e-05,0.012574725755316806,4.8486084841286836e-08,0.002554768942441368,0.0031568903962610516,0.00010358686125488269,0.00016577950769513557,8.494577099309335e-11,8.371188445835064e-11,4.978127233483512e-06,0.016102283644402908,5.112015216874879e-07,2.4832595749779266e-08,1.9037432171634132e-06,2.61631580745635e-08
2.05304823565749e-06,0.9925190054136408,3.76,0.0,0.1854911265980413,0.8928323190151572,0.10864549558252917,4.7094119557434636e-07,1.0477356770989233e-05,0.10278220553195605,0.003064137496723913,0.173531840014363,0.4819892252757441,0.023113869374492967,0.5565525596768397,0.0038166951806638907,0.07446495724268412,0.0027087075341110777,3.108541548122746e-06,1.7017370665185317e-07,0.003680682183648647,0.001067813536124397,0.012923882091315805,0.0006270443236441572,0.002619297759555121,0.04258265033584551,1.1237612157791437e-08,0.00021199578662001864,8.775433480063902e-05,2.2417102736196848e-05,0.0002672133222204564,2.0403164571351177e-05,0.012659825816296618,4.851393821808904e-08,0.0025674585304274918,0.0031828634105445317,0.00010318166622999791,0.00016550653923378504,8.470518596603379e-11,8.347323460991367e-11,4.964410340286979e-06,0.016221256505899954,5.113252572685797e-07,2.4980816345079547e-08,1.91099474750064e-06,2.615098902807311e-08
2.0637990137680515e-06,0.9928975256563924,3.76,0.0,0.18369190072551084,0.8920872827405972,0.10931613971255355,4.6941962614219163e-07,1.045052831271242e-05,0.10252933503771319,0.003031612874792407,0.17399128706815178,0.48249148974017186,0.023075463644363543,0.5587427809118624,0.0038179561243620167,0.07519020677769554,0.002717235938447174,3.097150125737269e-06,1.6819069520089465e-07,0.0036791279179615548,0.0010667949332728664,0.012969892977295313,0.0006303044956307456,0.0026241783897480316,0.04306425164900099,1.1174488199155025e-08,0.00021185958443774945,8.835978388346005e-05,2.2416566143230515e-05,0.00027014204261385723,2.0408129939915193e-05,0.012744100913933397,4.8538629995333255e-08,0.002579969988626365,0.0032087521960600337,0.00010277630924702808,0.00016522957214450557,8.446325376092078e-11,8.32333305387548e-11,4.950611818051977e-06,0.01633990885808554,5.114219650905223e-07,2.5128264650344442e-08,1.9180781108940703e-06,2.6137624476370133e-08
2.074549791878613e-06,0.9932733109505167,3.76,0.0,0.18191435181890056,0.8913437684248757,0.10998526615564033,4.6787512171020977e-07,1.0423273991602166e-05,0.1022759554165013,0.0029994837572420293,0.1744451430709713,0.48297700575527946,0.023036899652546704,0.5609184866747448,0.0038190329711950276,0.07591530681674379,0.002725632698554745,3.085776589464041e-06,1.66234441893458e-07,0.0036775032966156565,0.0010657416426917794,0.01301513927149975,0.0006335224536078097,0.0026288722378324113,0.0435464788574771,1.1111932325606662e-08,0.00021171270158381412,8.896008764969538e-05,2.2414708304444332e-05,0.00027306504791803533,2.0411797962043242e-05,0.012827549981767801,4.856023145347254e-08,0.0025923044275567254,0.0032345558080945224,0.0001023709020508702,0.00016494876933305908,8.422006247378791e-11,8.299225713898128e-11,4.936736725715259e-06,0.016458238704624952,5.114921964220557e-07,2.527494546632162e-08,1.9249949108496746e-06,2.6123096310615915e-08
2.0853005699891744e-06,0.9936463915495083,3.76,0.0,0.18015819258572854,0.8906017891340247,0.11065287342593866,4.663088297187122e-07,1.0395612797745105e-05,0.10202213142299747,0.002967746182744056,0.17489347559777238,0.48344604249540996,0.022998189131864345,0.5630797942618373,0.0038199295438813485,0.0766402225058458,0.0027338985026245845,3.074422789493958e-06,1.6430461944406423e-07,0.0036758101244799436,0.0010646544814406304,0.013059626913497522,0.0006366980877329081,0.0026333819136457716,0.044029299667290786,1.1049939685848862e-08,0.000211555394789817,8.955523739695404e-05,2.241155505166767e-05,0.000275982020981533,2.0414199404470944e-05,0.012910172230371945,4.857881267520143e-08,0.0026044629851192714,0.003260273340805674,0.00010196555249188422,0.000164664290055971,8.39756978541141e-11,8.275009703098728e-11,4.922790006076657e-06,0.016576244168865766,5.11536494796671e-07,2.5420863605355666e-08,1.931746714745452e-06,2.610743575661571e-08
2.096051348099736e-06,0.9940167973860652,3.76,0.0,0.17842313908975524,0.8898613573575416,0.11131896029955098,4.647218719970288e-07,1.0367563309825097e-05,0.10176792584595436,0.0029363961728357357,0.17533635160312244,0.4838988654777081,0.0229593435403919,0.5652268206049325,0.00382064961951099,0.07736491980627108,0.002742034054930817,3.063090505974263e-06,1.6240090146219135e-07,0.0036740501781779553,0.0010635342582146594,0.013103361900525759,0.0006398313003705763,0.00263771002703052,0.044512682321416905,1.0988505884939049e-08,0.00021138791731346274,9.014522650432899e-05,2.240713199570858e-05,0.00027889265196490365,2.0415364651491233e-05,0.012991967141237378,4.8594442160822976e-08,0.002616446825527556,0.003285903926611927,0.00010156036460669135,0.00016437628995571096,8.37302433273408e-11,8.250693058071976e-11,4.908776438972747e-06,0.016693923491707625,5.115553966770667e-07,2.5566023912065655e-08,1.938335247838425e-06,2.6090677445312883e-08
2.1068021262102973e-06,0.9943845580811569,3.76,0.0,0.17670891074539674,0.8891224850199726,0.11198352580786111,4.6311534479660275e-07,1.0339143695954072e-05,0.10151339954802023,0.002905429735939045,0.17577383741531943,0.4843357365791922,0.022920374064723425,0.5673596822477041,0.00382119692909645,0.07808936548374498,0.0027500400751895317,3.0517814509435985e-06,1.6052296275195438e-07,0.0036722252062241062,0.0010623817732187397,0.013146350282991999,0.0006429220059116211,0.0026418591863765065,0.04499659559754899,1.0927626486520333e-08,0.0002112105189154148,9.073005034389162e-05,2.2401464513375845e-05,0.0002817966383235916,2.0415323663649627e-05,0.013072934458758846,4.860718869067742e-08,0.0026282571377226694,0.003311446735371521,0.00010115543869878965,0.0001640849211053931,8.348378003929228e-11,8.22628359340638e-11,4.894700695633807e-06,0.01681127502865052,5.115494343280615e-07,2.5710431181835046e-08,1.9447621806900845e-06,2.607285068421914e-08
2.1164778265098022e-06,0.9947133053383382,3.76,0.0,0.17518368153209413,0.8884588426468913,0.11258033339737152,4.616536238963721e-07,1.0313264272754733e-05,0.10128410044920541,0.0028778845908929325,0.1761630203412975,0.484715495235145,0.022885204645525847,0.5692672428972422,0.003821544838913215,0.07874112462655353,0.002757135350259499,3.0416245234134786e-06,1.588545915388556e-07,0.0036705285571438603,0.001061317607303461,0.01318440651991281,0.0006456672361097777,0.002645442577476652,0.04543254585160122,1.0873305163091342e-08,0.00021104258156023098,9.125197323105502e-05,2.2395320573496857e-05,0.0002844043007009753,2.041427984694791e-05,0.01314509744566349,4.8616251316396525e-08,0.0026387390533012508,0.003334359557223195,0.00010079130933828965,0.00016381993171242127,8.326116585345363e-11,8.204241998407823e-11,4.881983126693597e-06,0.016916609885606296,5.115232430881056e-07,2.5839757846930467e-08,1.9504096460357664e-06,2.6055918008950536e-08
2.126153526809307e-06,0.995039954918134,3.76,0.0,0.1736748962857094,0.8877964805578057,0.11317590773374468,4.6017768230844974e-07,1.028711210520788e-05,0.10105463109914412,0.002850643978761791,0.17654793787950432,0.4850827278808719,0.02284995150587685,0.5711635085577288,0.0038217584465474615,0.07939263055436305,0.0027641268440763856,3.031488900658589e-06,1.5720660431986207e-07,0.0036687818663260047,0.0010602285215477792,0.013221867421289281,0.0006483779298650164,0.0026488850219226054,0.045868879036662855,1.0819425701926557e-08,0.0002108669848136876,9.176970938728923e-05,2.2388207159784552e-05,0.0002870061314305189,2.0412304106877196e-05,0.013216590243529043,4.862308145587465e-08,0.002649082290304341,0.003357200082304328,0.00010042753854878606,0.00016355243992277634,8.303785453393439e-11,8.182136769307837e-11,4.869222103370786e-06,0.017021676949372348,5.114777142161604e-07,2.596848194563839e-08,1.9559288509984134e-06,2.603816710695661e-08
2.135829227108812e-06,0.9953645277610891,3.76,0.0,0.17218235739531204,0.8871354063227394,0.11377024861228281,4.586882664457074e-07,1.0260699597311585e-05,0.10082503204109303,0.0028237049746150447,0.17692863705562734,0.48543761794185286,0.022814622252589324,0.5730485632807976,0.003821840374430291,0.08004386066258966,0.0027710151106240897,3.02137569648464e-06,1.5557876707831216e-07,0.0036669863506734986,0.0010591150809954254,0.013258737489016221,0.0006510540489550896,0.002652188412009886,0.04630557349189357,1.0765984819482984e-08,0.00021068390341167148,9.228325938947691e-05,2.2380142263716414e-05,0.0002896019250069469,2.04094173905754e-05,0.013287413176460995,4.862772695885388e-08,0.0026592877601559262,0.0033799677796199547,0.00010006419206692502,0.00016328254939647577,8.281390067101546e-11,8.159973159882434e-11,4.85642076692009e-06,0.017126475246542875,5.114132212194258e-07,2.609660697099426e-08,1.96132108402532e-06,2.6019619576208428e-08
2.145504927408317e-06,0.9956870446000973,3.76,0.0,0.17070586942494642,0.886475627173749,0.11436335597728271,4.571861062563948e-07,1.0234038891637924e-05,0.10059534266781449,0.0027970646532662342,0.17730516447003244,0.48578034651233737,0.02277922432455339,0.574922490800559,0.003821793213787264,0.08069479284295518,0.0027778007122325446,3.0112859848648243e-06,1.5397084707933625e-07,0.003665143209070953,0.0010579778447764908,0.01329502124772966,0.0006536955625212682,0.0026553546352304576,0.04674260789957081,1.0712979131906766e-08,0.00021049350975321232,9.279262497728903e-05,2.237114370325816e-05,0.00029219148063350426,2.0405640344242724e-05,0.013357566718208511,4.863023521387298e-08,0.0026693563862649036,0.003402662140419987,9.970133341106403e-05,0.00016301036159140905,8.258935747533093e-11,8.137756290403355e-11,4.843582188431103e-06,0.017231003870798744,5.11330133634852e-07,2.6224136392058594e-08,1.9665876151963698e-06,2.600029566161462e-08
2.155180627707822e-06,0.9960075259657488,3.76,0.0,0.1692452391117522,0.8858171500078972,0.11495522992046153,4.55671915341709e-07,1.0207141870614985e-05,0.10036560123248772,0.002770720088632679,0.17767756629578993,0.486111092361467,0.022743764993845617,0.5767853745280059,0.003821619524619792,0.08134540548035844,0.0027844842194444056,3.0012208001035284e-06,1.5238261268007576e-07,0.003663253622460658,0.0010568173660168993,0.0133307232438603,0.0006563024470167323,0.0026583855739797397,0.04717996128406647,1.0660405099616057e-08,0.0002102959739096871,9.329780907212746e-05,2.2361229127248135e-05,0.000294774602200666,2.0400993311983638e-05,0.013427051490236132,4.8630652528364285e-08,0.0026792891037630286,0.003425282677984293,9.933902391823712e-05,0.00016273597578121238,8.236427678364232e-11,8.115491148466638e-11,4.830709361359421e-06,0.01733526198216618,5.112288158431335e-07,2.635107367637347e-08,1.9717297283544494e-06,2.5980216611120875e-08
2.164856328007327e-06,0.9963259921797074,3.76,0.0,0.16780027535119907,0.885159981397835,0.11554587067507492,4.5414639105504964e-07,1.0180020159080943e-05,0.10013584488486263,0.002744668357366779,0.17804588827696574,0.4864300319571301,0.022708251369146625,0.5786372975336128,0.0038213218354687015,0.08199567744236973,0.0027910662104323916,2.99118113859079e-06,1.5081383364511455e-07,0.0036613187540106983,0.0010556341917997518,0.01336584804192673,0.0006588746860234478,0.002661283104408339,0.04761761300869622,1.0608259354851314e-08,0.00021009146361059024,9.379881566765706e-05,2.235041600650469e-05,0.00029735109825747416,2.0395496359329737e-05,0.013495868254312472,4.862902447880892e-08,0.002689086858135383,0.003447828926878758,9.897732280776351e-05,0.00016245948909700617,8.213870910086172e-11,8.093182591995313e-11,4.817805193421368e-06,0.01743924880448215,5.111096274837855e-07,2.647742228886382e-08,1.976748756318278e-06,2.595940417480191e-08
2.174532028306832e-06,0.9966424633650441,3.76,0.0,0.1663707891946601,0.8845041275951351,0.11613527861415374,4.526102146396761e-07,1.0152685127385535e-05,0.09990610968346013,0.0027189065380747736,0.17841017572652076,0.48673733947318326,0.022672690396991626,0.5804783425412386,0.003820902643432792,0.0826455880755762,0.002797547270846688,2.9811679590209372e-06,1.492642809795045e-07,0.003659339749187405,0.0010544288630801632,0.013400400223511764,0.000661412270194467,0.002664049096130867,0.04805554277447295,1.05565386570793e-08,0.00020988014425467203,9.429564990096051e-05,2.2338721638208613e-05,0.0002999207819862389,2.0389169277566757e-05,0.013564017910451061,4.862539664882446e-08,0.0026987506049441176,0.0034703004427140915,9.861628721850353e-05,0.0001621809965477329,8.191270361109032e-11,8.07083535069291e-11,4.804872521098643e-06,0.017542963624550906,5.109729247569443e-07,2.6603185667040702e-08,1.981646025498979e-06,2.5937877622999738e-08
2.184207728606337e-06,0.996956959436206,3.76,0.0,0.16495659383758532,0.8838495945375183,0.11672345424654719,4.510640513472526e-07,1.0125147893662718e-05,0.09967643062031295,0.0026934317136230947,0.17877047352570494,0.4870331868073891,0.022637088864318488,0.5823085919169961,0.003820364414055182,0.08329511719831263,0.002803927993428138,2.9711821835531425e-06,1.4773372713049832e-07,0.0036573177358981642,0.0010532019146510798,0.013434384384831143,0.0006639151971235977,0.0026666854114693523,0.048493730617709216,1.050523943980504e-08,0.00020966217890311202,9.47883179366003e-05,2.2326163139788943e-05,0.0003024834711775833,2.038203153862787e-05,0.013631501492000672,4.8619813834735185e-08,0.002708281308935281,0.0034926968016392216,9.825597225619409e-05,0.00016190059104937972,8.168630820219328e-11,8.048454029052144e-11,4.791914121466573e-06,0.017646405790410016,5.108190594384963e-07,2.6728367221833416e-08,1.9864228170681123e-06,2.591565548789575e-08
2.193883428905842e-06,0.997269500107497,3.76,0.0,0.1635575046034013,0.8831963878586813,0.1173103982116293,4.4950855064289927e-07,1.0097419326065158e-05,0.09944684165504278,0.002668240973188131,0.1791268261227875,0.4873177436066573,0.022601453401787656,0.5841281276544432,0.003819709581229917,0.08394424509044086,0.0028102089774944988,2.9612246992192503e-06,1.462219460721872e-07,0.0036552538246749336,0.0010519538750930737,0.013467805133570324,0.0006663834711676265,0.0026691939044975687,0.048932156906446075,1.0454358253177321e-08,0.00020943772828180762,9.527682691723847e-05,2.231275744437171e-05,0.00030503898818687216,2.037410231981762e-05,0.01369832015892616,4.861231945692826e-08,0.0027176799429178417,0.0035150175996491945,9.789643106254604e-05,0.00016161836347497452,8.145956950195004e-11,8.026043109669345e-11,4.7789326836346235e-06,0.017749574709016773,5.106483775718207e-07,2.6852970370847306e-08,1.9910804870285674e-06,2.5892759105757584e-08
2.203559129205347e-06,0.9975801048917023,3.76,0.0,0.16217333893673944,0.8825445128923004,0.1178961112771912,4.4794434632814714e-07,1.0069510045575871e-05,0.09921737572899779,0.002643331412316127,0.17947927753233933,0.4875911772782079,0.02256579048529998,0.5859370313687754,0.003818940547244389,0.08459295248888533,0.0028163908287419147,2.951296358375813e-06,1.4472871326422294e-07,0.0036531491087620684,0.0010506852667387446,0.013500667087712312,0.0006688171033715259,0.0026715764207296397,0.04937080233872869,1.040389177497822e-08,0.00020920695078948377,9.576118501235806e-05,2.2298521302728007e-05,0.00030758715990722533,2.0365400525173627e-05,0.013764475195294201,4.86029569627431e-08,0.0027269474873864606,0.0035372624523004304,9.753771484687996e-05,0.00016133440267507212,8.123253289439904e-11,8.003606954244928e-11,4.765930829347402e-06,0.017852469845278333,5.104612215565259e-07,2.6976998504545822e-08,1.9956203813059484e-06,2.5869207252732435e-08
