Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86)
6.814300165700903e-10,0.19846615363260645,3.76,0.0,0.716601552082022,0.9999999914040033,1.3244826790505297e-13,1.7199838150623977e-26,1.2997809254363617e-17,1.2246669988109909e-06,1.1296729854509912e-08,6.559193053655377e-10,2.2104252776495103e-09,8.197439147268993e-11,8.542836152373786e-09,2.5083579691018428e-11,1.436606218407136e-12,3.928670019216624e-11,1.824908423716059e-20,3.200647053568384e-13,4.849908550938499e-21,1.0875773074191212e-11,8.960450893727718e-12,1.3119231355081074e-18,1.3294955577569918e-17,3.1563358864948398e-12,2.2678287753288863e-23,3.418526030581954e-15,2.7513140545327728e-33,1.1200997727084346e-34,4.9709031313932094e-15,8.203322752984056e-27,1.6065289180982734e-21,1.1005536863988246e-12,2.2128327487846225e-26,1.6109575403200934e-28,6.98597311418148e-23,2.2683600980299273e-21,2.0693769491806265e-31,2.0239342615498416e-16,2.9893433672354717e-31,1.0722717320916872e-27,1.0567969281383312e-20,8.676075070152407e-32,8.741079994385296e-37,5.5103893184882605e-37,3.9014005147884707e-14,4.598469350170539e-15,8.69915437735571e-22,5.196224778370456e-21,1.5691568395108573e-16,3.200786522797884e-33,4.597534506683016e-28,2.129359222677e-34,9.946458864188383e-34,1.5561237295896494e-35,1.923402406157062e-18,2.6662617335830925e-41,1.2989220312040569e-30,1.2980523104149776e-34,8.140619258288426e-30,3.4951206024410097e-34,5.920523065422731e-32,8.035733904019894e-35,6.9093826291816515e-34
7.880596524424244e-10,0.19846615711966334,3.76,0.0,0.7166014543052774,0.9999999900489761,2.047410953038714e-13,2.670187002797407e-26,1.7078039327609776e-17,1.4161744253040643e-06,1.317210802461563e-08,8.771943007577937e-10,2.566252337803191e-09,1.1025418823263871e-10,9.880079641043817e-09,3.3633458269200254e-11,1.921960063694644e-12,5.2381572936628744e-11,2.878422910918256e-20,4.2807630224156244e-13,8.673367375474269e-21,1.4534607398576779e-11,1.1992810179046066e-11,2.037280155774529e-18,2.0180245989082047e-17,4.218280024948055e-12,4.121017661844096e-23,4.090740747335701e-15,6.485952936744431e-33,2.895763802682373e-34,6.653484735054098e-15,1.3963492582656886e-26,2.890581643864778e-21,1.462917719519146e-12,4.524166590551178e-26,2.6520853358258303e-28,1.2486074478990677e-22,4.035719873900456e-21,4.031609392127152e-31,3.2747041332950997e-16,6.95260153723073e-31,1.9296290512001004e-27,1.4741004933952095e-20,1.8224457297512455e-31,1.7612397642256204e-36,1.1487617416438937e-36,4.40181587767922e-14,5.978014379826251e-15,1.4366696805025628e-21,7.623115466119314e-21,2.1666354517410592e-16,6.873100259742166e-33,9.294410776528504e-28,4.29642831867769e-34,2.319043434604307e-33,3.609813935552311e-35,2.9820443072946555e-18,6.106017634515268e-41,2.353103673889366e-30,2.9551526289568057e-34,1.4453649453548896e-29,7.183656805043229e-34,1.1505664322882911e-31,1.9432079055953625e-34,1.6515289991041582e-33
8.946892883147586e-10,0.19846616060680414,3.76,0.0,0.7166013564951341,0.9999999886913022,2.9942848809165007e-13,3.9206581208193135e-26,2.1628543882885508e-17,1.6076474106099917e-06,1.5076457978619822e-08,1.130557925981319e-09,2.9249258207632736e-09,1.4290471443585812e-10,1.1217455465110395e-08,4.346233729561113e-11,2.4779812214292416e-12,6.730759482481197e-11,4.2938829524058213e-20,5.517665277903777e-13,1.4412308779217225e-20,1.8719726532419578e-11,1.5468857248760018e-11,2.993103949378678e-18,2.8985339870950446e-17,5.433117982975791e-12,6.955949071985677e-23,4.776046288386366e-15,1.3755015120947909e-32,6.714184366477557e-34,8.512525167569795e-15,2.221033913608739e-26,4.8321878015978155e-21,1.8740759094721467e-12,8.479161214718912e-26,4.089017244603208e-28,2.0735305651617747e-22,6.671763006094468e-21,7.203050498443562e-31,4.950307684774157e-16,1.458016555703389e-30,3.2262017342675373e-27,1.964949631423792e-20,3.494796219449421e-31,3.273963612637895e-36,2.172725365687118e-36,4.8769245138137497e-14,7.490822312806901e-15,2.219926520222189e-21,1.0587790680116841e-20,2.846775636894064e-16,1.338495277341881e-32,1.716665660926447e-27,7.91824869636925e-34,4.879464475396225e-33,7.547964394552303e-35,4.373994828778121e-18,1.256828868727953e-40,3.9728247735205384e-30,6.062234741716525e-34,2.3851936176089106e-29,1.3483964347056918e-33,2.0484104979479124e-31,4.221186437974462e-34,3.547897881460951e-33
9.999999999999999e-10,0.19846616758134913,3.76,0.0,0.7166012598620348,0.9999999873478372,4.178600582243437e-13,5.491392685912748e-26,2.6558784434601018e-17,1.7967182438392543e-06,1.6985631685896042e-08,1.4122777160229222e-09,3.282010338993156e-09,1.795071195308071e-10,1.2538420986125893e-08,5.443505467972861e-11,3.0965339592873418e-12,8.382958201497188e-11,6.108810344112447e-20,6.893166720658434e-13,2.250374672221299e-20,2.336852890445519e-11,1.9338231891252017e-11,4.195819903364847e-18,3.974358092534383e-17,6.782750328518353e-12,1.102888900497441e-22,5.465188837121721e-15,2.6753654524783437e-32,1.4283911269515203e-33,1.050139740898943e-14,3.338021387253292e-26,7.58986317963044e-21,2.3271497280731114e-12,1.4768374386877828e-25,5.969543306334522e-28,3.235689926555773e-22,1.0364990046803411e-20,1.1969388561139524e-30,7.073158732406474e-16,2.8082368159116764e-30,5.068872531854135e-27,2.5230569109682874e-20,6.210834935525084e-31,5.6970988066195914e-36,3.791123838646813e-36,5.3226976775519373e-14,9.102447857832696e-15,3.2419469656706673e-21,1.405160027339439e-20,3.5924390174405543e-16,2.4032354023365955e-32,2.9382060164597472e-27,1.3520966956102575e-33,9.436162315528186e-33,1.449160057502192e-34,6.1216268708784664e-18,2.3688379891718393e-40,6.32246234437688e-30,1.1404682569345625e-33,3.7003523201155684e-29,2.3453692538359107e-33,3.3892919349255486e-31,8.412830931158765e-34,6.990022185038882e-33
1.1079485600594268e-09,0.19846616758134913,3.76,0.0,0.7166011607746171,0.9999999859680697,5.679895945611604e-13,7.490317391000243e-26,3.203719076280993e-17,1.9904901474765774e-06,1.8971838633896754e-08,1.7335279658976335e-09,3.6510314977107537e-09,2.2158696439227783e-10,1.389261266856771e-08,6.699839585233397e-11,3.802216914011918e-12,1.0258479247697542e-10,8.466641315144393e-20,8.461867343561072e-13,3.393140490417355e-20,2.8664293616626664e-11,2.3755408188011855e-11,5.7296738100513205e-18,5.306756451706168e-17,8.32047860994494e-12,1.6888152651840311e-22,6.183585532344001e-15,4.939162860848494e-32,2.8654085935577785e-33,1.268010872999616e-14,4.861822865405794e-26,1.1512827493799833e-20,2.839144103379267e-12,2.4678205091933317e-25,8.452436988790011e-28,4.875719352931705e-22,1.5548515357473806e-20,1.9090191151994622e-30,9.779849464680584e-16,5.140272591143462e-30,7.692873396495573e-27,3.1719835267378874e-20,1.057024415733055e-30,9.564927030410854e-36,6.317104492520882e-36,5.756797140711471e-14,1.0862919860032146e-14,4.582232745186081e-21,1.815484744004355e-20,4.4258520231013103e-16,4.117935919524186e-32,4.814947264212968e-27,2.2102399368371013e-33,1.7345558696256634e-32,2.644131918654676e-34,8.345420360409431e-18,4.238542586648769e-40,9.74728454577878e-30,2.038557640089671e-33,5.544991791620135e-29,3.9064634036404263e-33,5.379252884204502e-31,1.5899626097596477e-33,1.306416164331838e-32
1.321207831804095e-09,0.19846617455626547,3.76,0.0,0.7166009649204016,0.9999999832344166,9.620689732604307e-13,1.276555850652816e-25,4.403247796987042e-17,2.3731953873269178e-06,2.2982406098200054e-08,2.4647832651009448e-09,4.389177245446876e-09,3.185577235016681e-10,1.6568324955649783e-08,9.57764218219674e-11,5.409662155356783e-12,1.449833600211318e-10,1.48931271620595e-19,1.2033333509059148e-12,6.877788348070757e-20,4.0700633671105204e-11,3.3826686055919905e-11,9.794172171310291e-18,8.681313202723601e-17,1.1816611028641584e-11,3.527222650587319e-22,7.639213984186277e-15,1.4190285876852726e-31,9.529747649843093e-33,1.734582061686152e-14,9.305403224798059e-26,2.3610154790517835e-20,3.988674901673739e-12,6.002558278414966e-25,1.5349246039424151e-27,9.870104037335005e-22,3.12004980545077e-20,4.2547028592877854e-30,1.6870689090612824e-15,1.4562869204787427e-29,1.580805060643189e-26,4.687121881277421e-20,2.6526731794922897e-30,2.3798341333074635e-35,1.5152395558128945e-35,6.551391742548495e-14,1.4618710801778276e-14,8.238575757098311e-21,2.7863815068508166e-20,6.249638633833368e-16,1.0394895522366655e-31,1.1228601426636732e-26,5.12860560253902e-33,4.957688789576075e-32,7.451636605429683e-34,1.42170794372971e-17,1.1478743530958791e-39,2.0796226484892173e-29,5.519221412021602e-33,1.1117415540473106e-28,9.405917119108638e-33,1.1864296747122065e-30,4.772151262386824e-33,3.840221793482209e-32
1.5344671035487633e-09,0.19846618153157675,3.76,0.0,0.7166007689324156,0.9999999804904512,1.5055038377329228e-12,2.0082576394666298e-25,5.744388760563183e-17,2.755763305513989e-06,2.7107699909832043e-08,3.324277723841697e-09,5.139792056407175e-09,4.34351408939822e-10,1.924460966128555e-08,1.298841969107172e-10,7.300615843324462e-12,1.9437084496243138e-10,2.418277776961669e-19,1.6232148436453918e-12,1.255322756536015e-19,5.4820227686554997e-11,4.568898209667081e-11,1.5467677000060755e-17,1.3129306780894603e-16,1.5919986532665427e-11,6.62841730176135e-22,9.14083394763028e-15,3.486332057206888e-31,2.6583356746074203e-32,2.241974103413386e-14,1.6236000884106204e-25,4.3587800095305555e-20,5.3158472716774686e-12,1.2861042552113878e-24,2.5498773980540156e-27,1.7990334465240356e-21,5.638191838551533e-20,8.408283093001385e-30,2.6509955947095066e-15,3.5372084274939035e-29,2.928832325375442e-26,6.519581365816364e-20,5.838071942856064e-30,5.283895790652945e-35,3.183311193399218e-35,7.270008358009612e-14,1.867642305259273e-14,1.3440596652348533e-20,3.960192019621751e-20,8.269119927844963e-16,2.28541162072828e-31,2.300483340527054e-26,1.0453724150691183e-32,1.2149248115536322e-31,1.803195485757787e-33,2.2374651257428985e-17,2.6645828012449155e-39,4.0284183126995114e-29,1.285343077563194e-32,2.0109182979290709e-28,1.988785297666665e-32,2.3198029187970165e-30,1.2211070498739883e-32,9.638563583027283e-32
1.7477263752934316e-09,0.19846618850730655,3.76,0.0,0.7166005728105836,0.9999999777362791,2.2220363870846136e-12,2.977564372842971e-25,7.211902384371057e-17,3.1381940749144625e-06,3.13472647421306e-08,4.311965300775359e-09,5.903299134343418e-09,5.695003280222923e-10,2.192148425836176e-08,1.6941254022015847e-10,9.475329647495565e-12,2.506171996029677e-10,3.700583850840348e-19,2.1058401177955565e-12,2.119937141425145e-19,7.101487423622781e-11,5.93483192519696e-11,2.3039889719257564e-17,1.8741546947468953e-16,2.0629343605668462e-11,1.1517216880055933e-21,1.0686927631715516e-14,7.632587528498801e-31,6.513244162154726e-32,2.7836582226224092e-14,2.6472402832058695e-25,7.443616995931621e-20,6.814089346806328e-12,2.5074504844682e-24,3.9696572418513524e-27,3.0338427314358615e-21,9.428092457589419e-20,1.521192195605058e-29,3.892479511764473e-15,7.66824350323879e-29,5.028383567111823e-26,8.678497463797297e-20,1.1658194131138554e-29,1.0765543529328444e-34,6.071358431514908e-35,7.921005209531367e-14,2.2966487938824856e-14,2.0401807284686186e-20,5.3215883451575183e-20,1.044286643232553e-15,4.53893526148586e-31,4.2826073181164867e-26,1.9359243924327993e-32,2.65714400245055e-31,3.8998519340401325e-33,3.3209876851485165e-17,5.519302685625243e-39,7.268874739310944e-29,2.6801027435912045e-32,3.3722886258862373e-28,3.8191436553698217e-32,4.154345426677071e-30,2.778443818455507e-32,2.153677228822249e-31
1.9609856470381e-09,0.19846619548347816,3.76,0.0,0.7166003765548271,0.9999999749720024,3.135317630514254e-12,4.217613711310483e-25,8.792160541803122e-17,3.5204878659823383e-06,3.5700650336593176e-08,5.427800012012877e-09,6.680115983239623e-09,7.245347062927126e-10,2.4598966355140963e-08,2.1445526337123081e-10,1.1934010051674088e-11,3.135947337210484e-10,5.409517645706491e-19,2.651218520257172e-12,3.3719884357709695e-19,8.927668759582486e-11,7.481046742103023e-11,3.2809278722734025e-17,2.5595421460349364e-16,2.5943680393479815e-11,1.883679522578862e-21,1.2276841262801679e-14,1.5294396755193805e-30,1.444100755030056e-31,3.354805331285937e-14,4.0981118090507635e-25,1.1970023614903528e-19,8.477068825183364e-12,4.544563109736332e-24,5.8819590899225505e-27,4.818587071783023e-21,1.4850756299554691e-19,2.5722589256458667e-29,5.4292328039246575e-15,1.5231940940987076e-28,8.144296584974356e-26,1.1172926844015028e-19,2.1600568205074833e-29,2.0490907079525597e-34,1.0758645241980123e-34,8.511899211284049e-14,2.7429958536878753e-14,2.92958946169905e-20,6.853349432589804e-20,1.2735339620372419e-15,8.3390320212966e-31,7.406567643291494e-26,3.330201344999649e-32,5.32414115127992e-31,7.737060091619e-33,4.7120412452577745e-17,1.047286004413581e-38,1.2418804782454236e-28,5.135511945239873e-32,5.33773251158276e-28,6.809633701208382e-32,6.959997942114021e-30,5.777074311259943e-32,4.401680533185764e-31
2.1742449187827683e-09,0.1984662024601148,3.76,0.0,0.7166001801650654,0.999999972197722,4.26891056287544e-12,5.7611909416057975e-25,1.0472986513109176e-16,3.902644846786471e-06,4.016741146296505e-08,6.671735930591405e-09,7.47065446480723e-09,8.99982703129558e-10,2.7277073693391702e-08,2.651091409917001e-10,1.4676820029137997e-11,3.8317808080811595e-10,7.624829018785471e-19,3.2593598439687663e-12,5.11444718721195e-19,1.0959809668208728e-10,9.208095462772254e-11,4.5083241045468384e-17,3.3757163877764295e-16,3.1862248808615286e-11,2.93601946946557e-21,1.3910237072874488e-14,2.8567166972109016e-30,2.9565128503512496e-31,3.951897453511871e-14,6.08892673531759e-25,1.8350802700932854e-19,1.029868524263951e-11,7.771072236674946e-24,8.383119137069837e-27,7.297526346907978e-21,2.2308503162671636e-19,4.12366824772391e-29,7.274708358126315e-15,2.8224322094589335e-28,1.2598668685349993e-25,1.4011891860165715e-19,3.7708301441432704e-29,3.6881999728675865e-34,1.7994161016329665e-34,9.049446380846305e-14,3.2017256303169237e-14,4.025833381290443e-20,8.537529108846227e-20,1.5115962363807048e-15,1.4405436177834494e-30,1.2083730286530644e-25,5.403520746574482e-32,9.94993005608415e-31,1.433260375152242e-32,6.450971707252026e-17,1.8536128924139554e-38,2.031021632682762e-28,9.20468791368644e-32,8.073364058133096e-28,1.1446724339379572e-31,1.1068345996616845e-29,1.1181570400647656e-31,8.381180085589347e-31
2.600763462272105e-09,0.1984662164148752,3.76,0.0,0.7165997869831866,0.9999999666195367,7.29086303497885e-12,9.888160503457043e-25,1.4094076780355578e-16,4.666549038190312e-06,4.9439304241207965e-08,9.543727962731014e-09,9.094515957368532e-09,1.314221973760741e-09,3.263523571673959e-08,3.836520687284781e-10,2.1015272901624357e-11,5.416721455641149e-10,1.3927011408696255e-18,4.6639726771256755e-12,1.0546659490849703e-18,1.5639097867520396e-10,1.3206790817011856e-10,7.841988682084089e-17,5.422451649393503e-16,4.551032037575588e-11,6.382924366656775e-21,1.7306054678220148e-14,8.477695751195645e-30,1.0319000274292114e-30,5.2148110300719384e-14,1.2228977550466597e-24,3.8634015502917314e-19,1.4394540525857931e-11,1.9861492769902318e-23,1.5583396421505462e-26,1.5001227334998125e-20,4.513995146220541e-19,9.381012943051468e-29,1.1927595431020564e-14,8.255768350610468e-28,2.714857138630535e-25,2.0759382305123175e-19,1.0017592130282064e-28,1.0447726222767847e-33,4.4126030124802115e-34,9.988132070397675e-14,4.140559494848142e-14,6.875574697380583e-20,1.2291818348578768e-19,2.004344407365375e-15,3.7327152956119265e-30,2.8138581096972336e-25,1.2442604570319408e-31,2.9591393883994582e-30,4.199744110588816e-32,1.1136677353566456e-16,4.94665116159172e-38,4.902412481719809e-28,2.537593349796923e-31,1.666022515829506e-27,2.8236883792636144e-31,2.4883812173026067e-29,3.553428936337138e-31,2.5825186521028394e-30
3.0272820057614413e-09,0.19846623037176994,3.76,0.0,0.7165993932642404,0.9999999610024727,1.1474766563737567e-11,1.5612704461463992e-24,1.800147132781292e-16,5.4299079475396595e-06,5.9159479866634426e-08,1.2927575094456044e-08,1.0778068286930337e-08,1.816402856637194e-09,3.799611485236297e-08,5.258734254807786e-10,2.8491186467265258e-11,7.251414771968012e-10,2.3381635090012628e-18,6.319766009841089e-12,1.9499989169293777e-18,2.1133916229052453e-10,1.7934895510560455e-10,1.2569254160406998e-16,8.052267755385474e-16,6.157240795447738e-11,1.2416001921912316e-20,2.087105013464394e-14,2.1386886688907383e-29,2.986539827688017e-30,6.559706541429383e-14,2.233833390948249e-24,7.286478348894243e-19,1.9057188427581112e-11,4.4346989423517996e-23,2.6532416839869127e-26,2.764532356087953e-20,8.193349549304034e-19,1.890907703018787e-28,1.7895575525806013e-14,2.0559075625958074e-27,5.273650734861624e-25,2.899262259619799e-19,2.3186099538168456e-28,2.5698173431213868e-33,9.498747023733653e-34,1.0778581088295853e-13,5.088140809176741e-14,1.0632005952162201e-19,1.645330595462714e-19,2.5067240213720235e-15,8.404458923818478e-30,5.7383956673907695e-25,2.508819561979854e-31,7.486615855422443e-30,1.0499925103180261e-31,1.771201000517417e-16,1.125769952127157e-37,1.063782226981739e-27,6.008356406495551e-31,3.1074357602324483e-27,6.08273069753627e-31,4.985636220000911e-29,9.556267643004481e-31,6.753342881964472e-30
3.453800549250778e-09,0.19846624433097845,3.76,0.0,0.7165989990074749,0.9999999553472392,1.700630769960842e-11,2.318250951251781e-24,2.213637967773746e-16,6.192722837782832e-06,6.932455211087445e-08,1.682291188795972e-08,1.2524410497809368e-08,2.4106783865423067e-09,4.3359857620712596e-08,6.926503205494239e-10,3.7104471208382954e-11,9.3266279627926e-10,3.687869143049442e-18,8.226834568002471e-12,3.3271652636903142e-18,2.743931606390801e-10,2.339606248681156e-10,1.8969440005045764e-16,1.1296283402585431e-15,8.005100813057505e-11,2.2245098693517258e-20,2.460295674353637e-14,4.7853432369878075e-29,7.522809530924935e-30,7.97967592717134e-14,3.802529108690014e-24,1.2671841278685626e-18,2.4245367867503717e-11,8.958529179956882e-23,4.23612373485654e-26,4.700954704867987e-20,1.3730509183104866e-18,3.488196568502699e-28,2.518914779727825e-14,4.54555276576038e-27,9.495485395285738e-25,3.878264624142372e-19,4.84523923596338e-28,5.6677198929799385e-33,1.85877465628304e-33,1.1454355197094882e-13,6.028130782101952e-14,1.529686883652431e-19,2.091282751425526e-19,3.0083528497329406e-15,1.7067715438943228e-29,1.0620772129207878e-24,4.591492576586442e-31,1.6805767869182902e-29,2.334393243572299e-31,2.6519353748813605e-16,2.2802415004979412e-37,2.1250999276064072e-27,1.2724885592503348e-30,5.388672531446966e-27,1.1859155792972492e-30,9.19127700706854e-29,2.270154127422661e-30,1.563981343371923e-29
3.880319092740114e-09,0.198466258292678,3.76,0.0,0.7165986042120955,0.9999999496545081,2.4070098022594244e-11,3.283947031582599e-24,2.645190643892123e-16,6.954994937722075e-06,7.993120989947959e-08,2.122937374641998e-08,1.4336558391339863e-08,3.1011706407689768e-09,4.8726612468883637e-08,8.849036274979941e-10,4.685450015886236e-11,1.163346182340831e-09,5.542960346225283e-18,1.0385280492018228e-11,5.337805294043273e-18,3.455082532158756e-10,2.959364556400339e-10,2.7337200512794296e-16,1.5182495518339048e-15,1.0095206181146044e-10,3.740844184845687e-20,2.8500776533137895e-14,9.765019876524697e-29,1.7033667196654946e-29,9.470826292243256e-14,6.1274106792465814e-24,2.0705521107475476e-18,2.992079013344211e-11,1.6752391451483266e-22,6.438495022025235e-26,7.515433969497597e-20,2.1645122545992425e-18,6.0129761654704735e-28,3.379689536768056e-14,9.172090047691851e-27,1.613176473423084e-24,5.019991340339288e-19,9.357063371530751e-28,1.1464748800221702e-32,3.381397158955784e-33,1.204260990368333e-13,6.950663865725558e-14,2.084288691845213e-19,2.558444025686248e-19,3.5027274394406523e-15,3.202565515334495e-29,1.825669568269582e-24,7.807052712205304e-31,3.4412364791349886e-29,4.74214627853914e-31,3.790917248726298e-16,4.22648799706712e-37,3.97099404935698e-27,2.4747629671485723e-30,8.845951213871298e-27,2.1418019481061657e-30,1.5908903303562642e-28,4.901257106413554e-30,3.2989798342084464e-29
4.306837636229451e-09,0.19846627225704325,3.76,0.0,0.7165982088772638,0.9999999439249138,3.284978167698488e-11,4.482074822215227e-24,3.0910684420430956e-16,7.716725443246118e-06,9.097621559101724e-08,2.6146596891775765e-08,1.621744676749747e-08,3.891971418207739e-09,5.4096529704948885e-08,1.103596809178013e-09,5.774015504839632e-11,1.4163338705150627e-09,8.01732957400727e-18,1.2795213419685207e-11,8.156006665175865e-18,4.246443809285775e-10,3.653072176871107e-10,3.798278070235803e-16,1.9738463671784613e-15,1.242847632111798e-10,5.981700174596025e-20,3.256321675045456e-14,1.8525608531546592e-28,3.545289679779885e-29,1.1031133909955516e-13,9.448440059169186e-24,3.2200047402844055e-18,3.604792565463498e-11,2.946151515090343e-22,9.411777388309038e-26,1.144218747927636e-19,3.2512805369984563e-18,9.824412846298478e-28,4.3694215263412356e-14,1.7214945390594194e-26,2.6170437088541874e-24,6.331442759671959e-19,1.6969696458106815e-27,2.1623695061641533e-32,5.8060521563341426e-33,1.256532230160616e-13,7.850679569324766e-14,2.722397341928019e-19,3.040300819906402e-19,3.986113526088538e-15,5.644782815057458e-29,2.9610473290305267e-24,1.253183567728694e-30,6.551840238381726e-29,8.968607886312623e-31,5.223963319263071e-16,7.30725164689724e-37,7.020842323929165e-27,4.499857943510847e-30,1.391366555806012e-26,3.6409324045636634e-30,2.620351004757482e-28,9.80862148414783e-30,6.46232487171631e-29
4.733356179718787e-09,0.19846628622424653,3.76,0.0,0.7165978130021005,0.9999999381590552,4.352813999139938e-11,5.93600260563928e-24,3.548295720549679e-16,8.477915518502125e-06,1.024564033323238e-07,3.157421834377487e-08,1.816993156002436e-08,4.787142888147618e-09,5.946976143546268e-08,1.349734792197688e-09,6.975986911025222e-11,1.690799105237853e-09,1.1238238104457706e-17,1.5456750569562948e-11,1.1978822389534324e-17,5.117660420584996e-10,4.421011175966624e-10,5.12322474661968e-16,2.499334441577609e-15,1.5006137797111646e-10,9.180112211005028e-20,3.6788627056800334e-14,3.3127371493203967e-28,6.891734358676968e-29,1.2659528187869169e-13,1.4051035472178353e-23,4.8102352039993645e-18,4.259380687553907e-11,4.928487168397957e-22,1.3328807384949167e-25,1.674367741124493e-19,4.696331012784019e-18,1.5369178771318203e-27,5.4849667301266375e-14,3.046630816694962e-26,4.088574990694499e-24,7.81956991762462e-19,2.9236362586625575e-27,3.849872296981832e-32,9.512150357246473e-33,1.3040293069293625e-13,8.726613467490579e-14,3.4383058032978484e-19,3.5321724258974518e-19,4.456925799781014e-15,9.456770198141285e-29,4.5826748879801324e-24,1.9209110407910352e-30,1.1758678444004799e-28,1.6004961054800767e-30,6.987624635951763e-16,1.194725884545262e-36,1.1846943375238574e-26,7.748319387886378e-30,2.114613658785847e-26,5.892848130079934e-30,4.145842392447989e-28,1.845406779028752e-29,1.1920321162591304e-28
5.159874723208124e-09,0.19846630019445793,3.76,0.0,0.7165974165856848,0.9999999323574963,5.6287194211323666e-11,7.668880265318277e-24,4.0145012790012847e-16,9.238566297034533e-06,1.1436867743469776e-07,3.751187589949739e-08,2.0196791928898974e-08,5.790718232800074e-09,6.484646150471364e-08,1.6243628596174417e-09,8.291166721454425e-11,1.985945024803184e-09,1.5346939709281662e-17,1.8370016820477302e-11,1.7026766343018826e-17,6.068421861749785e-10,5.263439876216483e-10,6.742769097721216e-16,3.0979427544735003e-15,1.78297067471436e-10,1.3615931345533472e-19,4.117578260664011e-14,5.6407591631080095e-28,1.266022081565223e-28,1.43551840120827e-13,2.0270028493131887e-23,6.950152840219415e-18,4.952784372017079e-11,7.909064681292094e-22,1.8385347760431393e-25,2.371063825101329e-19,6.567887046929342e-18,2.3193600527212828e-27,6.722979952692557e-14,5.1356630681223735e-26,6.1893423694008494e-24,9.491270309686694e-19,4.8261384937159015e-27,6.531146101762902e-32,1.4988323804829145e-32,1.3481971187993542e-13,9.579366122327903e-14,4.2258088200628986e-19,4.030962544701835e-19,4.91518395117009e-15,1.5190342458822414e-28,6.824221342767492e-24,2.8355745259755496e-30,2.009588724678327e-28,2.7219577733193262e-30,9.119151729206332e-16,1.86614745558972e-36,1.9207961202461674e-26,1.2754318345661013e-29,3.124210048468846e-26,9.157995085662921e-30,6.343869936546925e-28,3.298363227270671e-29,2.091861248175094e-28
5.58639326669746e-09,0.1984663141678454,3.76,0.0,0.7165970196270566,0.9999999265207683,7.130830625788509e-11,9.703767481788584e-24,4.487793708597219e-16,9.998678882891844e-06,1.2671001076496447e-07,4.395920811325895e-08,2.2300732316883115e-08,6.906702285935592e-09,7.022678543561233e-08,1.928565558969106e-09,9.719320337177367e-11,2.3010035748386023e-09,2.049930759205855e-17,2.1535144786176677e-11,2.3544282995774965e-17,7.098461053538548e-10,6.180594595397067e-10,8.692739564197253e-16,3.773322667243736e-15,2.0900971925043432e-10,1.9620919754281004e-19,4.572372562623808e-14,9.216991720465095e-28,2.2175457847678575e-28,1.6117328847774908e-13,2.849367653446431e-23,9.763642432842169e-18,5.6821651314729344e-11,1.225446073361979e-21,2.480161227520127e-25,3.266205951401717e-19,8.93927063650979e-18,3.395663028219048e-27,8.080269843614758e-14,8.309528799257748e-26,9.12114521140307e-24,1.1353392495155818e-18,7.683109383641061e-27,1.0634915091863942e-31,2.285253285031475e-32,1.3902116745339877e-13,1.0411522934759368e-13,5.078676221542602e-19,4.534847943059784e-19,5.361949371284103e-15,2.355031117885834e-28,9.839725706105262e-24,4.057026035995408e-30,3.29583932336841e-28,4.44524479595349e-30,1.1656460797452473e-15,2.8064295641362993e-36,3.0085478444020096e-26,2.021425967868147e-29,4.507206201987322e-26,1.375440744485726e-29,9.436119393152638e-28,5.645280869868471e-29,3.5197704172736326e-28
