Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86)
2.966780389209634e-06,0.20064905644941394,3.76,0.0,0.6455501649625468,0.9913311855713456,0.009924287594406271,1.1928734741057092e-12,6.051829570813125e-10,0.0041089596690359,0.001811463271300668,0.008600638403814486,0.0009584354660116292,0.061908010827708915,0.002113387994283796,0.04796714909683177,4.516206936905968e-06,4.468066900788702e-06,2.09731204669169e-05,0.0007347538873688348,0.00012721280639573776,0.00014039283558784263,0.0008238882572615407,1.8240051722388018e-05,0.00046784945843290855,4.142237142593386e-05,1.2625117645186257e-05,1.2182144935204032e-09,2.5559254378753786e-09,7.218354873749999e-08,5.039249144507548e-08,3.5986573180583384e-09,3.9430798736724155e-05,2.6883715621102586e-06,5.605436960611469e-05,1.1785402859041806e-11,2.084364660502785e-08,9.487180782134416e-08,1.636980583424454e-11,6.788877123100108e-05,1.5958163962895324e-07,9.612664002311999e-07,2.5973343597256923e-11,2.034378375864941e-07,2.775388852631925e-13,7.698740913639168e-15,1.1505600956675259e-07,2.3345946732245933e-07,5.281736046012756e-12,1.932905177182544e-12,1.2616678272930982e-08,1.2122566008898509e-11,1.2719030364440273e-09,9.88159723511467e-09,3.920886132115292e-09,4.968166091360838e-11,1.5904026729147395e-07,1.6081162977892506e-14,1.1199376556813625e-09,9.699188045463476e-11,5.459975514059137e-09,7.892304825937061e-12,1.1294036870328835e-10,5.1601409558670726e-08,9.64763663440181e-07
2.9804938667584423e-06,0.20066745444348855,3.76,0.0,0.6449486035825752,0.9912522532646026,0.010024367048498493,1.2116810355725568e-12,6.130409573441551e-10,0.004129963976565682,0.0018155431604554018,0.00868680655506043,0.0009609673728607982,0.062435485434082186,0.0021211573293382392,0.04836989819494478,4.525689317211658e-06,4.490316254202387e-06,2.1220039708800457e-05,0.0007430303792540999,0.00012954319682967677,0.00014103301268302912,0.0008361880810145095,1.8483133095794005e-05,0.0004767883154234621,4.1557474367752905e-05,1.277693531363726e-05,1.2268565508248295e-09,2.608893359383444e-09,7.381948862916516e-08,5.1021938159331105e-08,3.660504853957352e-09,4.025636340802617e-05,2.711595850197244e-06,5.7078933116695645e-05,1.1988529256801743e-11,2.127728586609119e-08,9.619638745476803e-08,1.6664132321101492e-11,6.897419422025942e-05,1.6427703872596765e-07,9.836072024702493e-07,2.628449365671165e-11,2.093378432209969e-07,2.860922268790842e-13,7.875395150408287e-15,1.160423511065234e-07,2.3577664872535389e-07,5.333500012957311e-12,1.9518097199864024e-12,1.2741248042090923e-08,1.2354512236441158e-11,1.2911387228925274e-09,1.0243571470385256e-08,4.002047087189294e-09,5.071000205240411e-11,1.6081595136915155e-07,1.6670636677351253e-14,1.1468638699863978e-09,9.899906711397643e-11,5.58933477718122e-09,8.05732680974e-12,1.1554565012725234e-10,5.280053289589058e-08,9.90504581067153e-07
2.9942073443072506e-06,0.20068589006507867,3.76,0.0,0.6443457891205676,0.9911730421861965,0.010124862847938005,1.230628496945957e-12,6.209382915963163e-10,0.004150882400448019,0.001819577129470656,0.008773354541890847,0.0009634805202610164,0.06296393639745071,0.0021288558154115497,0.04877336888970914,4.535051570638e-06,4.512462724431378e-06,2.146802758982257e-05,0.0007513238064478039,0.00013190140562539126,0.00014167107067016824,0.00084858786903903,1.87277949583327e-05,0.0004858437921515171,4.1691984387253336e-05,1.292941978489176e-05,1.2355238487183716e-09,2.6625894609618862e-09,7.54809316294276e-08,5.165498565456596e-08,3.7229263938003865e-09,4.1093869819246504e-05,2.7347684960463197e-06,5.81153763282422e-05,1.2193557626547167e-11,2.1717277624585675e-08,9.752957019686467e-08,1.696168044388616e-11,7.007036428678887e-05,1.6908049802528098e-07,1.0063127517180478e-06,2.6597206636546184e-11,2.1537118797301096e-07,2.9485697894842133e-13,8.05489256127614e-15,1.170281722807651e-07,2.3809883424348296e-07,5.385359377359983e-12,1.970748789135457e-12,1.2866068350479322e-08,1.2589378283256911e-11,1.3105127081838866e-09,1.0616443097566676e-08,4.084310428791628e-09,5.175230997026792e-11,1.6259972451265758e-07,1.727787001527717e-14,1.1742503967263577e-09,1.0103350353734729e-10,5.720867175223813e-09,8.224610914288449e-12,1.1819282877499566e-10,5.401945236252524e-08,1.0167602294291467e-06
3.007920821856059e-06,0.20070436284150572,3.76,0.0,0.6437417380337516,0.9910935529761037,0.01022577299076143,1.2497137082893064e-12,6.288745736832147e-10,0.00417171416211728,0.0018235653510826491,0.008860279634378273,0.0009659749801947162,0.06349334831320609,0.0021364841805417796,0.04917755090248684,4.544294185629895e-06,4.534505477340287e-06,2.1717072925963278e-05,0.0007596335336003353,0.00013428755642217705,0.00014230699900727402,0.0008610873814231186,1.897403010261196e-05,0.000495016602291249,4.1825903359886624e-05,1.3082563796617983e-05,1.2442161657339992e-09,2.7170175982272575e-09,7.716806272431739e-08,5.2291609415802234e-08,3.785920093843531e-09,4.1943393650018555e-05,2.7578879660487155e-06,5.9163741967774285e-05,1.2400482298333203e-11,2.2163663430935467e-08,9.887129622018443e-08,1.7262456449495767e-11,7.11773041104679e-05,1.73993728492064e-07,1.0293858905777757e-06,2.691146663894116e-11,2.2153992167672476e-07,3.038369457985764e-13,8.237255053386903e-15,1.1801339551233202e-07,2.404258927821213e-07,5.437311036960652e-12,1.989721253643456e-12,1.2991131849053833e-08,1.2827178048590535e-11,1.3300240929072538e-09,1.1000462829915335e-08,4.167681312740752e-09,5.2808649832451425e-11,1.643915139803596e-07,1.7903271941336162e-14,1.2021011271224602e-09,1.0309531649749044e-10,5.854590532609095e-09,8.394167932935295e-12,1.208822134207754e-10,5.5258340379276174e-08,1.0435370627482437e-06
3.0216342994048674e-06,0.2007228723021032,3.76,0.0,0.6431364667198743,0.9910137862733398,0.01032709546888136,1.26893668319752e-12,6.368493505990481e-10,0.004192458500853025,0.0018275079992703023,0.008947579088574449,0.0009684508246289907,0.06402370584217387,0.0021440431581577235,0.04958243401019225,4.5534176538017614e-06,4.556443699463073e-06,2.1967164511811984e-05,0.000767958930335982,0.00013670177153295325,0.00014294078755343236,0.0008736863711049719,1.922183119816894e-05,0.0005043074555587083,4.195923315064851e-05,1.3236360068851317e-05,1.2529332841344305e-09,2.7721815773208553e-09,7.888106551529435e-08,5.293178479826423e-08,3.849483944372689e-09,4.2805009777467384e-05,2.7809527684850504e-06,6.022407207722512e-05,1.260929707527101e-11,2.2616484324543606e-08,1.0022150488899656e-07,1.7566466312799498e-11,7.229503575714987e-05,1.7901845254084527e-07,1.052829437346997e-06,2.7227258603986642e-11,2.2784610639881189e-07,3.130359693214337e-13,8.422504716802039e-15,1.189979438986687e-07,2.427576938838125e-07,5.489351904669995e-12,2.0087259884247275e-12,1.3116431262887021e-08,1.3067925264840448e-11,1.349671962786433e-09,1.1395885076962543e-08,4.252164801488056e-09,5.38790857479908e-11,1.6619124649365377e-07,1.8547257441858498e-14,1.2304199214335861e-09,1.0518463063075584e-10,5.990522524315954e-09,8.566008468219584e-12,1.2361410966385206e-10,5.6517368703659e-08,1.0708415522171449e-06
3.0353477769536757e-06,0.20074141797823752,3.76,0.0,0.6425299915164211,0.9909337427160808,0.010428828268420159,1.2882967157028546e-12,6.448620700980356e-10,0.004213114673655094,0.0018314052492692057,0.009035250147033111,0.0009709081255367802,0.06455499371115213,0.002151533486628677,0.04998800804532688,4.56242246996709e-06,4.578276597846846e-06,2.2218291123094764e-05,0.0007762993713633865,0.00013914417194091003,0.00014357242656777049,0.0008863845840203734,1.947119079400241e-05,0.0005137170576590177,4.209197561527179e-05,1.3390801305626877e-05,1.2616749847076785e-09,2.8280851546728512e-09,8.062012219923167e-08,5.357548685245939e-08,3.913615785676515e-09,4.367879226554322e-05,2.8039614531661248e-06,6.129640801304287e-05,1.2819995264755774e-11,2.3075780824723297e-08,1.0158013477807712e-07,1.7873715727240187e-11,7.342358068152105e-05,1.841564038765872e-07,1.0766461855219285e-06,2.7544567750588227e-11,2.3429181621835904e-07,3.224579287790838e-13,8.610663567593775e-15,1.199817412210454e-07,2.450941076595352e-07,5.541478910592349e-12,2.0277618743786675e-12,1.3241959387837177e-08,1.331163350096268e-11,1.3694553878635276e-09,1.1802967956186383e-08,4.337765863749496e-09,5.4963680661183334e-11,1.6799884825651845e-07,1.9210247559024448e-14,1.2592106081466206e-09,1.0730156848726624e-10,6.128680672361146e-09,8.740142931632366e-12,1.2638881986611276e-10,5.7796708407085845e-08,1.0986801852733818e-06
3.049061254502484e-06,0.20075999940332145,3.76,0.0,0.6419223286998356,0.9908534229417768,0.010530969370042385,1.3077918802074335e-12,6.529122392436685e-10,0.004233681955120696,0.0018352572775824335,0.009123290039326864,0.0009733469549159753,0.0650871967134504,0.0021589559088266,0.050394262896022245,4.5713091321592924e-06,4.600003399898921e-06,2.247044151913085e-05,0.0007846542365801713,0.00014161487729657174,0.00014420190670794494,0.000899181759249303,1.972210132111288e-05,0.0005232461102351355,4.2224132601308956e-05,1.3545880196593161e-05,1.2704410455983177e-09,2.884732036782085e-09,8.238541354916947e-08,5.422269044970671e-08,3.978313413237917e-09,4.456481435460695e-05,2.8269126111027257e-06,6.238079044597964e-05,1.3032570029144495e-11,2.354159292285155e-08,1.0294712369113613e-07,1.8184210157352648e-11,7.456295973002059e-05,1.894093273327803e-07,1.1008389033129252e-06,2.786337897174862e-11,2.4087913700316596e-07,3.321067402171343e-13,8.801753400843388e-15,1.2096471195649653e-07,2.474350048503508e-07,5.593689001557323e-12,2.0468277984357453e-12,1.336770903588846e-08,1.3558316145745096e-11,1.3893734234864388e-09,1.2221973303889203e-08,4.424489374436847e-09,5.6062496311960064e-11,1.698142449754293e-07,1.9892669408746716e-14,1.2884769832397125e-09,1.0944625017912193e-10,6.269082342343185e-09,8.916581542981558e-12,1.2920664312413915e-10,5.9096529852435696e-08,1.1270594648735532e-06
3.0627747320512925e-06,0.20077861611282907,3.76,0.0,0.6413134944847435,0.9907728275872639,0.010633516749285173,1.327420815320375e-12,6.609993923940861e-10,0.00425415963732283,0.0018390642619890703,0.00921169598255926,0.0009757673848072321,0.06562029970942634,0.002166311171698455,0.05080118850608689,4.5800781416470855e-06,4.621623353235379e-06,2.272360444523587e-05,0.0007930229111728623,0.00014411400591519033,0.00014482921902846447,0.0009120776291620278,1.9974555095046343e-05,0.0005328953108179808,4.2355705949170395e-05,1.3701589418605005e-05,1.2792312437437846e-09,2.9421258800074776e-09,8.417711889569379e-08,5.4873370295958225e-08,4.04357453678876e-09,4.5463148451445535e-05,2.8498048741538994e-06,6.347725936103051e-05,1.3247014250293025e-11,2.401396007474192e-08,1.043224086783578e-07,1.849795482193374e-11,7.571319314379018e-05,1.947789787072596e-07,1.125410333172658e-06,2.8183677109459104e-11,2.476101661832898e-07,3.419863564420821e-13,8.995795860558983e-15,1.2194678129267106e-07,2.497802568940277e-07,5.6459791408986e-12,2.0659226538608623e-12,1.3493673061806664e-08,1.3807986412478567e-11,1.4094251107840912e-09,1.2653166685405058e-08,4.512340114241545e-09,5.717559325184754e-11,1.7163736187867297e-07,2.0594956197459254e-14,1.3182228094624428e-09,1.1161879350241876e-10,6.411744740069748e-09,9.095334329237262e-12,1.3206787520645555e-10,6.04170026719566e-08,1.1559859087681483e-06
3.076488209600101e-06,0.20079726764431194,3.76,0.0,0.6407035050231875,0.9906919572888688,0.01073646837688632,1.3471827431009458e-12,6.69123020886139e-10,0.004274547029689585,0.0018428263815507891,0.00930046518187286,0.0009781694873109595,0.06615428762701804,0.0021736000258472093,0.05120877487505506,4.588730002945243e-06,4.643135725530366e-06,2.2977768635104126e-05,0.0008014047857129304,0.00014664167477440934,0.00014545435497886457,0.000925071919564556,2.0228544318436028e-05,0.0005426653527777202,4.24866974931241e-05,1.3857921637296889e-05,1.2880453542554072e-09,3.0002702903765267e-09,8.599541610885462e-08,5.5527500902790286e-08,4.109396786660269e-09,4.6373866119487835e-05,2.872636914634044e-06,6.458585405749602e-05,1.3463320549463102e-11,2.4492921192610423e-08,1.0570592605446965e-07,1.881495469711869e-11,7.687430056180839e-05,2.002671245962634e-07,1.1503631913329526e-06,2.8505446903996506e-11,2.5448701252247423e-07,3.5210076681063146e-13,9.19281241865734e-15,1.22927875139516e-07,2.5212973591630946e-07,5.698346309710936e-12,2.085045340462307e-12,1.3619844360636857e-08,1.4060657337872997e-11,1.4296094767444412e-09,1.3096817404731014e-08,4.6013227693797255e-09,5.830303083488855e-11,1.7346812373523476e-07,2.1317547237967198e-14,1.3484518155950716e-09,1.138193139239524e-10,6.556684908255232e-09,9.276411123863998e-12,1.349728085021167e-10,6.175829574542969e-08,1.1854660487773433e-06
3.090201687148909e-06,0.20081595353741435,3.76,0.0,0.6400923764038641,0.9906108126825113,0.01083982221911004,1.3670764456410238e-12,6.7728261304755e-10,0.004294843458884366,0.0018465438166163357,0.009389594830952985,0.0009805533346030828,0.06668914546227138,0.0021808232251218883,0.051617012058237224,4.597265223819755e-06,4.664539804366542e-06,2.3232922813175383e-05,0.0008097992562487752,0.0001491979995122104,0.00014607730640161772,0.0009381643498432942,2.048406108354774e-05,0.0005525569252762458,4.261710906223928e-05,1.4014869508638125e-05,1.2968831506442057e-09,3.0591688234131677e-09,8.784048158066228e-08,5.618505661123003e-08,4.175777719304514e-09,4.7297038069276984e-05,2.8954074449090554e-06,6.570661314917299e-05,1.3681481306125733e-11,2.4978514637252597e-08,1.070976114172764e-07,1.9135214520234897e-11,7.804630102410628e-05,2.058755422266672e-07,1.1757001673513608e-06,2.882867298654556e-11,2.6151179588737947e-07,3.6245399700975584e-13,9.392824370469129e-15,1.2390792013945106e-07,2.5448331473638105e-07,5.750787507687695e-12,2.104194764729051e-12,1.3746215864943843e-08,1.4316341780185591e-11,1.4499255346434556e-09,1.3553198513557644e-08,4.691441931331981e-09,5.944486721426766e-11,1.753064548738935e-07,2.2060887964314174e-14,1.379167695722066e-09,1.1604792455427485e-10,6.703919723281101e-09,9.459821566282101e-12,1.379217319715342e-10,6.312057717863063e-08,1.2155064300678504e-06
3.1039151646977176e-06,0.20083467333388888,3.76,0.0,0.6394801246513737,0.9905293944038022,0.010943576238070312,1.3871004139650474e-12,6.854776775825884e-10,0.004315048268687405,0.0018502167488237513,0.009479082112526741,0.0009829189989494394,0.06722485827986356,0.0021879815262176357,0.05202589016677344,4.6056843152870135e-06,4.6858348970871e-06,2.3489055696966683e-05,0.0008182057243932183,0.00015178309442517453,0.00014669806552976516,0.0009513546331089114,2.0741097374837472e-05,0.0005625707132209714,4.274694248127632e-05,1.4172425680469837e-05,1.3057444050267874e-09,3.1188249839824814e-09,8.971249020822072e-08,5.6846011604216684e-08,4.242714815705993e-09,4.82327341492327e-05,2.9181152169952127e-06,6.683957456468862e-05,1.3901488652370651e-11,2.5470778210798696e-08,1.0849739966592756e-07,1.9458738790270965e-11,7.922921297505591e-05,2.1160601928618068e-07,1.2014239236685376e-06,2.9153339895684485e-11,2.6868664701434844e-07,3.730501088601595e-13,9.595852834871824e-15,1.248868436790578e-07,2.568408669093141e-07,5.803299753141039e-12,2.1233698400208882e-12,1.3872780548856656e-08,1.4575052418848286e-11,1.470372284456008e-09,1.4022586819640247e-08,4.782702096606803e-09,6.060115934005029e-11,1.7715227920257958e-07,2.2825429945572095e-14,1.410374108542544e-09,1.1830473615267297e-10,6.853465892021718e-09,9.645575101191064e-12,1.4091493109639546e-10,6.450401428214547e-08,1.2461136104308874e-06
3.1313421197953343e-06,0.20087221281459486,3.76,0.0,0.6382523155203562,0.9903657393707677,0.011152276635819872,1.4275342303288456e-12,7.019722058497617e-10,0.0043551804901202215,0.0018574298376563283,0.009659118252220477,0.000987596068393365,0.06829878946702099,0.0022021064725797576,0.05284552988395599,4.622176170262923e-06,4.728095451479578e-06,2.4004212430740376e-05,0.0008350522882634683,0.00015704004524848345,0.0001479329777710717,0.0009780275805199635,2.1259695950078783e-05,0.0005829676535418991,4.3004882151456656e-05,1.448933348535622e-05,1.3235363693247463e-09,3.2404239530816596e-09,9.353802894924307e-08,5.817801539927947e-08,4.378247056659769e-09,5.01419737300315e-05,2.963337690419255e-06,6.914225265925255e-05,1.4347010438301836e-11,2.647546411780937e-08,1.1132102103354141e-07,2.011559748709015e-11,8.162784216295311e-05,2.2344035370977235e-07,1.254042288826179e-06,2.9806933892375956e-11,2.8349512842607385e-07,3.9498740413664975e-13,1.0011042873307586e-14,1.2684103971051972e-07,2.615673893334554e-07,5.9085255554964366e-12,2.1617926325089466e-12,1.4126461565053259e-08,1.51016021039068e-11,1.5116537950483747e-09,1.500151107873447e-08,4.9686629472213405e-09,6.295733260047929e-11,1.8086610107210442e-07,2.441995469651854e-14,1.474272986114054e-09,1.2290339349987276e-10,7.159558252226448e-09,1.0024148250490471e-11,1.470352805631765e-10,6.733502064282148e-08,1.3090546583436196e-06
3.1560263793831893e-06,0.20090610974331896,3.76,0.0,0.6371436056072632,0.9902175202549014,0.011341455080464503,1.4643576540893442e-12,7.169335490667375e-10,0.0043909799142049215,0.0018637712663826366,0.00982234541119796,0.0009917439724756564,0.06926810316728851,0.002214604608403573,0.05358529953415816,4.636626869913673e-06,4.765750668596053e-06,2.447108741711332e-05,0.0008502493413149684,0.00016187081410381013,0.0001490368311234999,0.001002364888877128,2.173154891854159e-05,0.0006017496589829641,4.323506882766486e-05,1.4776557027320195e-05,1.3396270502937818e-09,3.3524882303911634e-09,9.707488280884179e-08,5.93881822959324e-08,4.5021013931599935e-09,5.190380463564875e-05,3.0038115605616285e-06,7.125676138329613e-05,1.4754211565431653e-11,2.7402860820134184e-08,1.1388932538476041e-07,2.0717975044220414e-11,8.382409868435579e-05,2.3452684008504118e-07,1.3027477454691804e-06,3.0399939190496655e-11,2.9735758315853035e-07,4.1560310528997394e-13,1.039523851762874e-14,1.2859526790249577e-07,2.65833595646621e-07,6.0034422454597795e-12,2.196450117797542e-12,1.43553655533323e-08,1.5585969922291255e-11,1.5492438278030987e-09,1.5929881622756655e-08,5.139973102513168e-09,6.512787379494149e-11,1.842333961673064e-07,2.5932191441081938e-14,1.5334955536429257e-09,1.2713969523352557e-10,7.443110230833882e-09,1.0372968205722797e-11,1.526978088897711e-10,6.995694021024123e-08,1.367706075090953e-06
3.1807106389710442e-06,0.2009401094902501,3.76,0.0,0.6360315029497892,0.9900684243208832,0.011531898248444727,1.5015832457027462e-12,7.320019694854825e-10,0.004426473055890064,0.0018699713894240004,0.009986687036129706,0.0009958340930931605,0.07023995792719738,0.0022269043321417785,0.05432699454867094,4.650709405030239e-06,4.803042886220726e-06,2.4940957866297654e-05,0.0008654762231491249,0.0001667965144385856,0.0001501334782066589,0.0010270145073988392,2.220819583713576e-05,0.0006209380950913195,4.346341056285359e-05,1.5065636908720443e-05,1.3557901331458637e-09,3.4670594000027558e-09,1.0070168251582428e-07,6.060895472601906e-08,4.627715232633584e-09,5.370725968547413e-05,3.0440644523227424e-06,7.341136425109419e-05,1.5167262482179128e-11,2.8352430372062924e-08,1.1648284064400794e-07,2.1330988684543786e-11,8.605596842223034e-05,2.460370608919961e-07,1.3527464926682834e-06,3.099736837120449e-11,3.1173986631147e-07,4.370705402244207e-13,1.0789527713819958e-14,1.3034476839927775e-07,2.7011074479236155e-07,6.098543659871371e-12,2.2311741448512353e-12,1.4584788172856985e-08,1.6080331552000397e-11,1.5872411771679378e-09,1.6904872818044284e-08,5.315045680408339e-09,6.73460820778986e-11,1.8762376859264404e-07,2.7520424687698135e-14,1.5943626596566592e-09,1.3146898266210194e-10,7.734402753208477e-09,1.072951771423582e-11,1.5850806623454175e-10,7.264996765502241e-08,1.4282964086096205e-06
3.205394898558899e-06,0.20097420946107114,3.76,0.0,0.6349160985896072,0.9899184552757143,0.011723594146326913,1.5392031654446824e-12,7.471744830904783e-10,0.004461656691637305,0.0018760313123043918,0.01015212636450509,0.000999866856462552,0.07121426919241437,0.002239010110588953,0.05507055928189552,4.664426871521856e-06,4.839968760091605e-06,2.5413758021438416e-05,0.0008807296551398508,0.00017181776420747985,0.0001512228874601392,0.0010519745546604031,2.2689586398107266e-05,0.0006405367967975359,4.3689917942865004e-05,1.5356530152850012e-05,1.3720242472571304e-09,3.584156055770923e-09,1.0441939201820169e-07,6.18401772478215e-08,4.755071340182031e-09,5.5552713947919555e-05,3.0840904631943653e-06,7.560625778108154e-05,1.5586108952961432e-11,2.9324372142591552e-08,1.1910116430334814e-07,2.1954656277376257e-11,8.83235378779616e-05,2.5798179712467715e-07,1.4040530228696903e-06,3.159912835172668e-11,3.2665476582520496e-07,4.59414673777173e-13,1.11940268706522e-14,1.3208914595723517e-07,2.743981284193765e-07,6.1938131453114725e-12,2.2659586465834765e-12,1.4814690075615818e-08,1.658475437760325e-11,1.6256395749085794e-09,1.7928235685641e-08,5.493903452010928e-09,6.961224583641315e-11,1.910367618610714e-07,2.918751124807266e-14,1.6568942762276193e-09,1.358918161960911e-10,8.03352673309471e-09,1.109384476012011e-11,1.6446758573942282e-10,7.541504731713598e-08,1.4908642658802433e-06
3.230079158146754e-06,0.20100840708478596,3.76,0.0,0.6337974828385972,0.9897676168294945,0.01191653076187836,1.5772094157166477e-12,7.624481508650906e-10,0.004496527768323674,0.0018819521536224783,0.01031864655696466,0.001003842690537542,0.07219095316865401,0.0022509264118512388,0.05581593867889161,4.677782397747391e-06,4.876525141821775e-06,2.5889422225713135e-05,0.0008960064225931349,0.0001769351672466154,0.0001523050311674781,0.0010772430945085684,2.3175669365583216e-05,0.0006605495511329321,4.391460156315925e-05,1.564919381295173e-05,1.3883280135281465e-09,3.703796252741973e-09,1.0822895843730256e-07,6.308169332682228e-08,4.8841517949747765e-09,5.744053280193568e-05,3.123884070661713e-06,7.784163137167536e-05,1.6010694486979458e-11,3.0318879122703244e-08,1.2174388799086567e-07,2.2588993343337046e-11,9.06268875968374e-05,2.70371925435791e-07,1.4566815122890356e-06,3.220512537934219e-11,3.421151644064768e-07,4.826608309490654e-13,1.1608850338197722e-14,1.3382801389833725e-07,2.7869504740479763e-07,6.289234278575513e-12,2.3007976405864596e-12,1.504503242893694e-08,1.7099303855369942e-11,1.664432640905443e-09,1.9001761118559778e-08,5.6765681835275756e-09,7.192664072529523e-11,1.9447191656723698e-07,3.0936373068660265e-14,1.7211099539061634e-09,1.4040873135133985e-10,8.340571076983356e-09,1.1465995256393486e-11,1.7057786056304936e-10,7.825311362175959e-08,1.5554483294642063e-06
3.254763417734609e-06,0.20104269981393916,3.76,0.0,0.6326757452663102,0.9896159126966,0.012110696069636025,1.6155938412736149e-12,7.778200137077574e-10,0.004531083401054226,0.0018877350448112137,0.010486230705938578,0.0010077620251208092,0.07316992683036383,0.002262657699386324,0.05656307827641759,4.690779143786945e-06,4.912709076178199e-06,2.636788496000513e-05,0.000911303375712437,0.0001821493132884056,0.0001533798853817023,0.0011028181386078988,2.366639262330364e-05,0.0006809800965723958,4.413747203836773e-05,1.5943584997585722e-05,1.4047000457460816e-09,3.825997506779458e-09,1.1213131185064175e-07,6.433334546261081e-08,5.014938015298108e-09,5.937107180995186e-05,3.1634401228469048e-06,8.011766732914632e-05,1.644096041872803e-11,3.1336137822612283e-08,1.2441059781952956e-07,2.3234013093556586e-11,9.296609224577852e-05,2.8321841465683925e-07,1.5106458143770596e-06,3.281526510658471e-11,3.581340347955951e-07,5.068346917759192e-13,1.2034110367541503e-14,1.3556099425203705e-07,2.830008121147517e-07,6.384790874782769e-12,2.3356852316548552e-12,1.5275776929535186e-08,1.7624043505487847e-11,1.7036138896741963e-09,2.0127279930987615e-08,5.863060636777194e-09,7.428952967348719e-11,1.9792877073235417e-07,3.276999731318069e-14,1.7870288112783225e-09,1.450202387612187e-10,8.655622636554869e-09,1.1846013043698661e-11,1.768403431767343e-10,8.116509073888632e-08,1.6220873442421931e-06
3.279447677322464e-06,0.20107708512489694,3.76,0.0,0.6315509746878506,0.9894633465967423,0.012306078036344648,1.6543482530043025e-12,7.932870711442313e-10,0.004565320870966358,0.0018933811298541081,0.010654861844121555,0.001011625291950015,0.07415110792909045,0.002274208426354548,0.057311924203915114,4.7034203006042234e-06,4.948517798354093e-06,2.684908087927293e-05,0.0009266174304357974,0.00018746077798523203,0.00015444742984629115,0.0011286976489452624,2.4161703222049017e-05,0.0007018321224200756,4.4358540010658665e-05,1.623966089520539e-05,1.4211389518883088e-09,3.950776794709206e-09,1.1612736509467848e-07,6.559497531180048e-08,5.147410783300521e-09,6.134467660050039e-05,3.2027538288465106e-06,8.243454089946665e-05,1.687684598732314e-11,3.237632817728118e-08,1.271008747353033e-07,2.3889726469844816e-11,9.534122069362164e-05,2.9653232227585563e-07,1.5659594536637667e-06,3.3429452665764214e-11,3.747244349833017e-07,5.319622859715591e-13,1.2469917073527406e-14,1.3728771788411373e-07,2.8731474269797033e-07,6.480466994042128e-12,2.370615614225474e-12,1.550688582012499e-08,1.8159034906256307e-11,1.743176736936455e-09,2.1306662885538716e-08,6.0534005707187675e-09,7.670116290331511e-11,2.0140686014417495e-07,3.469143640925894e-14,1.8546695251388373e-09,1.4972682421939553e-10,8.978766163769753e-09,1.2233939890989485e-11,1.8325644470752696e-10,8.41518922553761e-08,1.6908201042643618e-06
3.304131936910319e-06,0.2011115605180693,3.76,0.0,0.6304232591521891,0.9893099222559173,0.012502664626261725,1.693464364413061e-12,8.088463717128854e-10,0.004599237623022227,0.0018988915649631177,0.010824522952786901,0.0010154329247602726,0.07513441500151644,0.002285583030268865,0.05806242318442375,4.71570908911259e-06,4.983948731231248e-06,2.7332944847590225e-05,0.0009419455691517754,0.0001928701229414353,0.00015550764791214222,0.0011548795402908972,2.466154742670166e-05,0.000723109268236471,4.457781615701335e-05,1.6537378797937788e-05,1.437643335685708e-09,4.07815055492312e-09,1.2021801358690084e-07,6.686642383220346e-08,5.281550270148064e-09,6.336168276026669e-05,3.2418207489853097e-06,8.479242030389687e-05,1.7318288417490694e-11,3.343962345931855e-08,1.2981429486416536e-07,2.4556142185987735e-11,9.775233609374373e-05,3.1032479087845655e-07,1.6226356199734419e-06,3.4047592746486954e-11,3.9189950338407137e-07,5.580699873841135e-13,1.2916378401457555e-14,1.3900782461452758e-07,2.916361694075905e-07,6.57624694672402e-12,2.4055830746084008e-12,1.5738321906642313e-08,1.8704337689408774e-11,1.783114506288819e-09,2.2541820699225357e-08,6.2476067435810895e-09,7.916177795787339e-11,2.049057186916621e-07,3.670380806028018e-14,1.924050321215557e-09,1.5452894873204801e-10,9.31008426857851e-09,1.2629815497802114e-11,1.8982753432682344e-10,8.72144208595399e-08,1.7616854397213405e-06
