Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59)
0.00011926067386838689,0.05059430611161939,3.76,0.0,0.6834420048437484,0.9975091594650054,0.0015637464806159157,2.4166523558751374e-24,2.1193422653899596e-18,1.4196707085930003e-06,2.07964236521979e-05,0.00011212912287784199,5.080182620850245e-07,0.0036894882994542304,0.0006725977194136395,0.0007373210424837146,4.182327141799414e-06,1.0183885154867779e-07,2.0042295101098693e-09,0.0010221060808916819,6.290606705135187e-08,4.6270144643421687e-07,1.560206561709059e-05,1.9376657407276266e-09,3.127155936327411e-06,1.8355197631105043e-08,1.0437065025688615e-08,3.3761106839643088e-12,4.2021621101422554e-17,6.252281796343754e-13,3.154584217228742e-10,1.1029468848278436e-16,1.68228777372182e-08,2.302069659397182e-09,6.647748495776672e-07,6.66594440686908e-19,3.256456966002724e-12,6.826449530721662e-11,1.0316934696260201e-15,3.430358620317235e-08,7.788162775114141e-13,1.0315393738175342e-11,5.181308856494306e-16,9.542895628645927e-12,2.334718339707223e-20,5.974258765022886e-21,7.936138743521224e-14,1.412399971143465e-12,2.1000374230498256e-15,2.3526929366676004e-16,1.4239365156337542e-13,7.789790205969033e-16,6.589040140054394e-15,1.7088931419698554e-12,2.9294238715635445e-12
0.00012057507095838999,0.0505948766011063,3.76,0.0,0.6833033012407459,0.9974258228150213,0.0016330438891806734,2.697978398715818e-24,2.3068769861140298e-18,1.4356502921021898e-06,2.1335171417712908e-05,0.00011356284430982044,5.208702573688133e-07,0.0038263068001994447,0.0006853084324805538,0.0007635008473626569,4.2903203013753195e-06,1.0297381540629067e-07,2.130485399514998e-09,0.001057482824464699,6.768464649699386e-08,4.785681671045166e-07,1.6284541554416917e-05,2.0600725746588603e-09,3.356238956651932e-06,1.8840717240094783e-08,1.1096221862870399e-08,3.587295966057354e-12,4.6485614334381064e-17,6.893119462013436e-13,3.368846839833579e-10,1.178747228509543e-16,1.7668753250717274e-08,2.3716022468237074e-09,7.13735337129836e-07,7.104012508693655e-19,3.4238677127465817e-12,7.159217851166068e-11,1.1079120157227902e-15,3.6792273241244526e-08,8.597347443886519e-13,1.1083768787940676e-11,5.374449865606294e-16,1.0304385084262943e-11,2.595418114242681e-20,6.491713751044835e-21,8.313340908434952e-14,1.5020585930178896e-12,2.233157258233313e-15,2.5018268679187956e-16,1.5141500772057034e-13,8.363608737776402e-16,7.14044337569712e-15,1.872001755345549e-12,3.229589685656882e-12
0.00012188946804839309,0.050595464172486476,3.76,0.0,0.6831608362125933,0.9973405469559553,0.00170469815002716,3.008547016335035e-24,2.5089084935463924e-18,1.4525486945726234e-06,2.188066972388158e-05,0.00011501431056548905,5.338705253650396e-07,0.003966842185898572,0.000697996204388372,0.0007903352349409281,4.399642628462448e-06,1.041741851351955e-07,2.2631604826135797e-09,0.001093616481817344,7.277503398053708e-08,4.947727219327187e-07,1.699966264211454e-05,2.1888361797240017e-09,3.599736549441366e-06,1.9333192415475368e-08,1.1789008918936332e-08,3.810375984071237e-12,5.1371445077808416e-17,7.591737584402929e-13,3.5957012814105337e-10,1.2597076403450484e-16,1.8555988576150064e-08,2.443565371062764e-09,7.657627453981559e-07,7.571030530554058e-19,3.6005040823814393e-12,7.50945809888587e-11,1.188916367555091e-15,3.943914322354374e-08,9.48405695222587e-13,1.190348428891158e-11,5.572921975442122e-16,1.1120301765445009e-11,2.882404586629688e-20,7.049491701429126e-21,8.708917359147169e-14,1.5964772144352012e-12,2.3733252461935686e-15,2.65885673672086e-16,1.6091309264576665e-13,8.973382226377876e-16,7.73206928212339e-15,2.0481456423183176e-12,3.5568796808493066e-12
0.0001232038651383962,0.05059606912456975,3.76,0.0,0.6830145560775491,0.9972533105739865,0.0017787584523590878,3.351003486117448e-24,2.726375670932514e-18,1.470393879546045e-06,2.2432841157195365e-05,0.00011648447975324876,5.470169320688665e-07,0.00411114638782531,0.0007106573297537742,0.0008178313678919672,4.510277316818408e-06,1.0544193574390408e-07,2.4024928621420772e-09,0.0011305062357767055,7.81938598095319e-08,5.113149234885624e-07,1.774902451781362e-05,2.324209357070508e-09,3.858393245126506e-06,1.9832610345111522e-08,1.251668010908615e-08,4.045888676930139e-12,5.67136687986906e-17,8.35258411118937e-13,3.83572547398917e-10,1.3461859517686704e-16,1.9486764043527493e-08,2.5180744851837112e-09,8.210117680953271e-07,8.068977710465946e-19,3.786911544881582e-12,7.87816926051478e-11,1.2749481024245384e-15,4.225263129815356e-08,1.0455036604508531e-12,1.2777737005329666e-11,5.776805931556709e-16,1.1994205598948393e-11,3.1980149209778316e-20,7.65035460737365e-21,9.123793381562115e-14,1.6958518091441692e-12,2.5208298085216885e-15,2.8241056527840754e-16,1.7090735744355691e-13,9.620925213322125e-16,8.366364213679949e-15,2.2381674822779556e-12,3.913392241182216e-12
0.00012451826222839932,0.050596691754736696,3.76,0.0,0.6828644076166196,0.9971640924742522,0.0018552739070358934,3.728194165406821e-24,2.960265352091621e-18,1.4892141352618113e-06,2.2991607932762142e-05,0.00011797433999007894,5.603073434527479e-07,0.00425927080544669,0.0007232883450391574,0.000845996282032341,4.6222074614000116e-06,1.0677906367773545e-07,2.548725658750282e-09,0.0011681508968588914,8.395841563398246e-08,5.281944322464187e-07,1.8534288741241748e-05,2.466451799299278e-09,4.132982916409799e-06,2.0338959414173503e-08,1.3280516049535208e-08,4.294387436067958e-12,6.25492040075797e-17,9.180386281185715e-13,4.0895139084176805e-10,1.4385646825442306e-16,2.046338472966065e-08,2.595248861572601e-09,8.796427538366642e-07,8.599968682071844e-19,3.9836666778076245e-12,8.266404403209497e-11,1.3662576085284017e-15,4.5241525373891665e-08,1.1517559353041521e-12,1.3709924631171967e-11,5.986182105898473e-16,1.292988082795045e-11,3.544767056451754e-20,8.297225299432855e-21,9.558936512034556e-14,1.8003838047357667e-12,2.67596725234285e-15,2.997905559593931e-16,1.8141778383327935e-13,1.0308118657150976e-15,9.045890452092872e-15,2.4429546788868547e-12,4.301358467432583e-12
0.00012583265931840243,0.050597332358827136,3.76,0.0,0.6827103380834678,0.997072871580901,0.0019342935231425576,4.143178679595304e-24,3.211614065575794e-18,1.509038078438307e-06,2.35568919850455e-05,0.00011948490979870067,5.737396274722068e-07,0.004411266294868909,0.0007358860205515318,0.0008748368859208864,4.7354160767893e-06,1.081875870142939e-07,2.702107009203174e-09,0.0012065489216538015,9.008667025121054e-08,5.454107646035242e-07,1.9357184389004463e-05,2.6158302034060954e-09,4.424309560919536e-06,2.0852229273448888e-08,1.4081824059393088e-08,4.5564411612061015e-12,6.891745949712486e-17,1.008016384705044e-12,4.357677692055867e-10,1.5372525877896426e-16,2.1488287189748138e-08,2.6752115703427184e-09,9.418218198725196e-07,9.166261867175954e-19,4.191378676564429e-12,8.675272955257882e-11,1.4631042607928802e-15,4.841497650579204e-08,1.2679463413508375e-12,1.4703659018419532e-11,6.201130490677589e-16,1.3931350378657745e-11,3.9253722407933265e-20,8.993195044924026e-21,1.0015357839748061e-13,1.910280158858131e-12,2.8390418711377296e-15,3.1805973473544946e-16,1.9246489100895553e-13,1.1036911275836865e-15,9.773330034731071e-15,2.66344186079387e-12,4.723148491334719e-12
0.00012714705640840554,0.050597991231035276,3.76,0.0,0.6825522952135521,0.996979626937386,0.0020158661857220287,4.599242649312135e-24,3.481509815714706e-18,1.529894657929859e-06,2.4128615049809395e-05,0.00012101723850536769,5.87311655852975e-07,0.0045671831580679605,0.0007484473517536946,0.0009043599605612902,4.849886113851934e-06,1.096695456482496e-07,2.8628900621695865e-09,0.0012456984310780682,9.65972854582858e-08,5.629633008197145e-07,2.021950963602265e-05,2.7726183845941753e-09,4.7332080956580015e-06,2.137241089910184e-08,1.4921938150270325e-08,4.832634307232589e-12,7.586046645177822e-17,1.1057242692320796e-12,4.640844597131744e-10,1.6426862815455922e-16,2.2564046471334426e-08,2.75808945686385e-09,1.0077209654204126e-06,9.770268277535129e-19,4.410690920828616e-12,9.10594304193177e-11,1.5657565960665376e-15,5.178250946614558e-08,1.3949192464396267e-12,1.5762780206755718e-11,6.421730693330704e-16,1.500289114688346e-11,4.342748433264961e-20,9.741531416820993e-21,1.0494113313813988e-13,2.0257534359319886e-12,3.0103660458226573e-15,3.372530966221658e-16,2.0406974251710932e-13,1.1809320884979432e-15,1.055148865402884e-14,2.9006135742871514e-12,5.181277972422009e-12
0.00012846145349840865,0.05059866866381086,3.76,0.0,0.6823902272325495,0.9968843377069652,0.0021000406346563796,5.099910970073763e-24,3.771093900950908e-18,1.5518131582076256e-06,2.4706698737966494e-05,0.0001225724066380508,6.010213056797955e-07,0.004727071132843615,0.0007609695500452479,0.0009345721591977118,4.9656004747688655e-06,1.1122700146169628e-07,3.031332971556492e-09,0.0012855972283801003,1.0350963194404934e-07,5.808512928306234e-07,2.1123133322438126e-05,2.9370973909016834e-09,5.060545163290817e-06,2.1899496644570185e-08,1.5802219003405528e-08,5.1235669223219745e-12,8.342301553315182e-17,1.2117268845078389e-12,4.939659099895586e-10,1.7553319392649136e-16,2.3693383417409295e-08,2.8440131186821733e-09,1.0775181845296143e-06,1.0414560738337285e-18,4.642282598531563e-12,9.559643876238641e-11,1.674492487568231e-15,5.535403350370606e-08,1.5335838608227992e-12,1.6891371289323705e-11,6.648061932486152e-16,1.6149050258769365e-11,4.800034640474253e-20,1.0545686440544913e-20,1.099630505426227e-13,2.1470218843912595e-12,3.1902603461141483e-15,3.574065539854917e-16,2.162539531536247e-13,1.2627435730986236e-15,1.1383299628572848e-14,3.155507178779968e-12,5.678414777441234e-12
0.00012977585058841177,0.050599364947766484,3.76,0.0,0.6822240828641252,0.9967869831733747,0.002186865444676207,5.648961660738541e-24,4.081562769687336e-18,1.5748232026202162e-06,2.529106460200592e-05,0.00012415152632474493,6.148664608061695e-07,0.004890979383438858,0.0007734500331597323,0.0009654800071940586,5.082542026577607e-06,1.128620384768858e-07,3.207698887361007e-09,0.0013262428167959744,1.108438052125361e-07,5.990738718926606e-07,2.2069996504835163e-05,3.109555618597512e-09,5.407219950317871e-06,2.2433480285261702e-08,1.6724053934173796e-08,5.4298546774140525e-12,9.165279904570147e-17,1.3266222890254577e-12,5.254782410682666e-10,1.875687081611689e-16,2.4879172265370353e-08,2.9331168820561204e-09,1.1513975784101412e-06,1.1101883545848906e-18,4.886870388792514e-12,1.0037668204145897e-10,1.789599318483031e-15,5.9139853293722844e-08,1.6849188282989675e-12,1.809377414987881e-11,6.880203034839344e-16,1.7374662362415857e-11,5.300606252201498e-20,1.1409305025143828e-20,1.1523082666120296e-13,2.274309514479597e-12,3.3790536322115172e-15,3.7855694793255274e-16,2.2903969588146044e-13,1.3493415818453171e-15,1.2271827946456309e-14,3.429215955943509e-12,6.217385842130653e-12
0.00013109024767841488,0.05060008037159054,3.76,0.0,0.6820538113371033,0.9966875427416396,0.0022763890064720384,6.2504402923192804e-24,4.41416991414634e-18,1.5989547563963348e-06,2.58816341956475e-05,0.000125755741691596,6.288450131032794e-07,0.005058956491770526,0.0007858864153118159,0.0009970899019884694,5.200693613353666e-06,1.1457676298861473e-07,3.3922559440252364e-09,0.0013676324167695138,1.1862064152941393e-07,6.17630056024293e-07,2.30621139906582e-05,3.2902889283069352e-09,5.774165017160401e-06,2.297435705668091e-08,1.7688856843902073e-08,5.752128887153095e-12,1.006005582871319e-16,1.4510434782278512e-12,5.586892494979288e-10,2.0042824419646592e-16,2.6124448548515134e-08,3.0255387782992466e-09,1.229549467157606e-06,1.1835162571730102e-18,5.145210205216136e-12,1.0541374803809423e-10,1.9113741545991973e-15,6.315068008151305e-08,1.8499771323050595e-12,1.9374606107362208e-11,7.118232432852631e-16,1.868486800980874e-11,5.848091448070582e-20,1.2336233685393128e-20,1.2075644555832042e-13,2.407846176624654e-12,3.577083156818697e-15,4.0074205974045954e-16,2.424497087701715e-13,1.4409494230954462e-15,1.3220274381580521e-14,3.7228924432193294e-12,6.8011842149108275e-12
0.000132404644768418,0.05060081522196603,3.76,0.0,0.6818793623920848,0.9965859959389938,0.0023686595088767506,6.90867501663104e-24,4.77022780242906e-18,1.6242381293583665e-06,2.6478329127333277e-05,0.0001273862292605187,6.429548635649842e-07,0.005231050449220645,0.0007982764972154451,0.001029408113115448,5.320038067155408e-06,1.1637330367401425e-07,3.585277246292057e-09,0.0014097629826640792,1.2686173388290228e-07,6.365187572142185e-07,2.4101575854734145e-05,3.4796007618379605e-09,6.162347140193925e-06,2.352212368657714e-08,1.869806815898255e-08,6.09103652237212e-12,1.1032023618813647e-16,1.5856599059473493e-12,5.936684085568942e-10,2.1416839200204354e-16,2.7432417306664865e-08,3.121420520075604e-09,1.3121705008051868e-06,1.2617515826508004e-18,5.418099000972737e-12,1.1072191038245188e-10,2.0401239158793908e-15,6.739764302233808e-08,2.0298913380115057e-12,2.073877750459681e-11,7.362228163199691e-16,2.0085133191084706e-11,6.446388749717109e-20,1.3330529561440544e-20,1.26552392492743e-13,2.5478676404193574e-12,3.7846946675364406e-15,4.2400062232661234e-16,2.5650730195901824e-13,1.5377978444449942e-15,1.4231979683703184e-14,4.037752002367497e-12,7.432976281835469e-12
0.0001337190418584211,0.05060156978349452,3.76,0.0,0.6817006862875655,0.9964823224158711,0.0024637249220840133,7.62829220324741e-24,5.151109849369594e-18,1.6507039783214329e-06,2.7081071108129717e-05,0.0001290441983459547,6.571939232845607e-07,0.005407308648941749,0.0008106182560805286,0.0010624407822889185,5.440558217847972e-06,1.1825381167790555e-07,3.787040852572104e-09,0.0014526312189071546,1.3558944795051622e-07,6.557387883726984e-07,2.5190548936832118e-05,3.6778022596861697e-09,6.57276816575291e-06,2.4076778421667477e-08,1.9753154757335835e-08,6.44724021419722e-12,1.2086913534564267e-16,1.7311790461311078e-12,6.304868685826195e-10,2.28849462389866e-16,2.8806461612451158e-08,3.2209074777693294e-09,1.3994637696340949e-06,1.345226449471856e-18,5.7063766371042884e-12,1.1631615460861794e-10,2.176165546860105e-15,7.18923007203962e-08,2.2258791926329874e-12,2.2191510278457754e-11,7.6122678658796e-16,2.158127008585217e-11,7.09968579697014e-20,1.4396469742652905e-20,1.3263166710698142e-13,2.694615674228554e-12,4.002242509640637e-15,4.483723317622538e-16,2.7123636464434935e-13,1.6401251632518777e-15,1.5310428843140962e-14,4.375076633639687e-12,8.116109171951071e-12
0.00013503343894842422,0.05060234433862546,3.76,0.0,0.6815177338055931,0.9963765019469483,0.002561632981864714,8.414232708229308e-24,5.558252426347252e-18,1.6783833091582425e-06,2.768978199457109e-05,0.00013073089145040255,6.715601143173998e-07,0.005587777878633203,0.0008229098356823642,0.0010961939235402285,5.562236901913348e-06,1.2022046067229757e-07,3.99782975584212e-09,0.0014962335955215394,1.4482693806289727e-07,6.752888700077388e-07,2.633127831921502e-05,3.885212379202616e-09,7.0064658761298985e-06,2.4638321049441252e-08,2.0855609882329048e-08,6.8214182498278495e-12,1.3230808155396963e-16,1.888347994933419e-12,6.692174564206323e-10,2.44535700313785e-16,3.025015141971634e-08,3.3241486560044457e-09,1.4916389136742897e-06,1.4342944454147958e-18,6.010927815495248e-12,1.2221220473156504e-10,2.3198261857743064e-15,7.664665296978976e-08,2.4392496073596997e-12,2.3738357549497876e-11,7.868428783931377e-16,2.3179459098971826e-11,7.81247943053967e-20,1.55385609024239e-20,1.3900779661890828e-13,2.848338125447774e-12,4.2300897292739144e-15,4.738978588323241e-16,2.866613720928835e-13,1.7481773962633243e-15,1.6459255431180978e-14,4.7362190461135545e-12,8.854118341991649e-12
0.00013634783603842733,0.05060313916759014,3.76,0.0,0.6813304562570012,0.9962685144322049,0.002662431174740908,9.27176877955115e-24,5.993156910729219e-18,1.7073074785145903e-06,2.8304383826934326e-05,0.00013244758465833759,6.860513704426679e-07,0.005772504313749123,0.0008351495365849163,0.0011306734234058193,5.685056970345468e-06,1.222754468889398e-07,4.2179318621066956e-09,0.0015405663630088,1.545981631559426e-07,6.951676366127225e-07,2.7526088783155568e-05,4.1021580134153095e-09,7.46451486758964e-06,2.520675291551599e-08,2.200695304430667e-08,7.214264560052857e-12,1.4470159293768394e-16,2.0579551132278954e-12,7.099346739983817e-10,2.612955074977028e-16,3.1767252740392416e-08,3.4312966703806236e-09,1.5889122313278313e-06,1.5293318291620061e-18,6.3326840779794625e-12,1.2842655033886167e-10,2.4714433322938915e-15,8.167315270036663e-08,2.671409045541241e-12,2.5385224269604294e-11,8.130787763684628e-16,2.4886272250896783e-11,8.589597167712964e-20,1.676154925072201e-20,1.4569484900953218e-13,3.009289001426918e-12,4.468608177057746e-15,5.006188606424131e-16,3.028073926810917e-13,1.8622083882693652e-15,1.7682246017371544e-14,5.122606994688787e-12,9.65073533912701e-12
0.00013766223312843044,0.05060395454834059,3.76,0.0,0.6811388054862644,0.9961583398979833,0.0027661667240752395,1.0206521626827357e-23,6.457391775084907e-18,1.7375081951653185e-06,2.8924798863392002e-05,0.00013419558802813138,7.00665637835465e-07,0.005961533511102052,0.0008473358065864243,0.0011658850411599127,5.8090012957204014e-06,1.244209891241931e-07,4.447639966461561e-09,0.0015856255665614252,1.6492790270242822e-07,7.153736427566575e-07,2.877738624340565e-05,4.328974110498761e-09,7.94802744041692e-06,2.5782076936965228e-08,2.3208729909934133e-08,7.62648869854022e-12,1.5811805479035824e-16,2.240831709563068e-12,7.527146960270435e-10,2.792016746295895e-16,3.336173715612726e-08,3.5425077244432273e-09,1.6915067870481057e-06,1.6307387827651602e-18,6.672625873039533e-12,1.3497647418878366e-10,2.6313650137905478e-15,8.698471813137579e-08,2.92386834301724e-12,2.7138388966828096e-11,8.399421255487676e-16,2.6708697995368446e-11,9.436220161714031e-20,1.8070430811284425e-20,1.527074462000974e-13,3.1777285510848676e-12,4.718178612150612e-15,5.285779922756884e-16,3.1970009496229523e-13,1.9824799397055614e-15,1.8983344665058178e-14,5.535747894228411e-12,1.0509895740322679e-11
0.00013897663021843356,0.050604790756492726,3.76,0.0,0.6809427338759974,0.9960459584980254,0.00287288657703273,1.1224479656900602e-23,6.952594716953224e-18,1.769017521003796e-06,2.9550949610451437e-05,0.00013597624598157105,7.154008756599815e-07,0.0061549104028297665,0.0008594672314438689,0.0012018344090881142,5.934052778523936e-06,1.2665932871572865e-07,4.687251726806164e-09,0.001631407059589878,1.7584177261433072e-07,7.359053688722159e-07,3.0087659159622127e-05,4.566003793889298e-09,8.458154501015644e-06,2.6364297612006443e-08,2.4462512179590025e-08,8.058815812950841e-12,1.726299002223753e-16,2.4378537635572963e-12,7.976353668357602e-10,2.9833162335852123e-16,3.503779167082625e-08,3.657941586912408e-09,1.7996525180092215e-06,1.7389407162274504e-18,7.031784691598469e-12,1.4188008030699867e-10,2.799949950015563e-15,9.259474513590857e-08,3.198249987786249e-12,2.90045266270554e-11,8.674405314858206e-16,2.865416753995636e-11,1.0357907739545423e-19,1.947046203034432e-20,1.6006077721303885e-13,3.353923347217472e-12,4.9791908067442024e-15,5.578189184988782e-16,3.373657547607081e-13,2.109261933129311e-15,2.036665750662447e-14,5.977233721332022e-12,1.1435747266568895e-11
0.00014029102730843667,0.05060564806527371,3.76,0.0,0.6807421943511348,0.9959313505144651,0.0029826373923713756,1.2332017406991336e-23,7.480474829163957e-18,1.8018678716622687e-06,3.0182758850046643e-05,0.00013779093769057725,7.302550565927182e-07,0.006352679290695785,0.0008715425259216539,0.001238527032798334,6.0601943528104715e-06,1.2899272949086445e-07,4.93706963525767e-09,0.0016779065165593691,1.8736624110709597e-07,7.567612267403727e-07,3.14594799237643e-05,4.813598483046911e-09,8.996086476075744e-06,2.6953421026388774e-08,2.5769897453076602e-08,8.511986607908533e-12,1.883137967218555e-16,2.6499436897010747e-12,8.447761963409451e-10,3.187676583291384e-16,3.6799828910165823e-08,3.777761569141889e-09,1.913586339701074e-06,1.854389625417071e-18,7.411245273370453e-12,1.4915632257200303e-10,2.9775677161018344e-15,9.851711981913113e-08,3.4962958875373257e-12,3.0990732752678475e-11,8.955815604007677e-16,3.0730582747613056e-11,1.136062361747528e-19,2.0967170723956152e-20,1.6777061130995713e-13,3.5381463695267876e-12,5.252043651025114e-15,5.883863255204152e-16,3.5583126229428454e-13,2.242832458495511e-15,2.1836457400144903e-14,6.448746214251177e-12,1.2432658070174624e-11
0.00014160542439843978,0.05060652674547331,3.76,0.0,0.6805371403828155,0.9958144963587693,0.0030954655290180615,1.3535915172344914e-23,8.042814811800941e-18,1.8360920167623258e-06,3.08201496636162e-05,0.00013964107746071883,7.452261672840886e-07,0.006554883840697038,0.0008835605251995958,0.0012759682915658857,6.187408991260358e-06,1.314234776865018e-07,5.197400987324444e-09,0.0017251194451387262,1.9952864451716062e-07,7.779395646735088e-07,3.289550622249036e-05,5.072118014863386e-09,9.563054238823825e-06,2.7549454856796117e-08,2.7132509083938577e-08,8.986757299875028e-12,2.0525083873101459e-16,2.8780721415070884e-12,8.942183551551288e-10,3.405972294876011e-16,3.865249767402111e-08,3.902134502807797e-09,2.03355225038692e-06,1.9775655045231012e-18,7.812147885302039e-12,1.5682503378076584e-10,3.1645989037937212e-15,1.0476623131333189e-07,3.819875654937952e-12,3.310454863886965e-11,9.243727393693043e-16,3.2946345700084076e-11,1.2450763897646761e-19,2.2566367370900797e-20,1.7585331110178847e-13,3.730677088360669e-12,5.537145258574475e-15,6.203259327976118e-16,3.7512412932426637e-13,2.3834779371589236e-15,2.3397188669237768e-14,6.952062381500088e-12,1.3505225192973897e-11
0.0001429198214884429,0.05060742706539898,3.76,0.0,0.6803275259919965,0.9956953765726048,0.003211417035386737,1.4843379368636893e-23,8.64147322541165e-18,1.8717230797986775e-06,3.146304545346238e-05,0.00014152811511112073,7.603122087653038e-07,0.006761567077954839,0.0008955201766660071,0.0013141634387099793,6.315679709695161e-06,1.3395388184089246e-07,5.468557848899697e-09,0.0017730411976702198,2.1235720306412256e-07,7.994386724015869e-07,3.439848237358971e-05,5.341930765719458e-09,1.01603300473728e-05,2.8152408371532107e-08,2.8551996022702252e-08,9.483899563961469e-12,2.2352674634195485e-16,3.1232598559219638e-12,9.460446688380601e-10,3.639132048881854e-16,4.060069384762257e-08,4.031230717756496e-09,2.1598014343617715e-06,2.1089778142388084e-18,8.235690673569217e-12,1.6490695518304564e-10,3.3614352808130743e-15,1.1135698479283524e-07,4.170995441977219e-12,3.535398790846509e-11,9.53821556535546e-16,3.5310390006665335e-11,1.363518695384701e-19,2.4274156758402192e-20,1.843258456239333e-13,3.931801549193284e-12,5.834913072236275e-15,6.536845048963637e-16,3.9527249633365565e-13,2.531493244532292e-15,2.5053471928174922e-14,7.489060329776116e-12,1.4658283193216093e-11
0.000144234218578446,0.05060834929083443,3.76,0.0,0.6801133057528186,0.9955739718286294,0.003330537639396659,1.6262063612180154e-23,9.278386787083323e-18,1.9087945376598076e-06,3.211136996166015e-05,0.00014345353635036637,7.755111968070846e-07,0.006972771381867794,0.0009074205321133485,0.001353117601999198,6.444989571105004e-06,1.3658627265751953e-07,5.750857021139858e-09,0.0018216669819746572,2.2588103654905476e-07,8.212567856681336e-07,3.597124063549881e-05,5.623413774188774e-09,1.0789228495185137e-05,2.8762292428742386e-08,3.003003264935547e-08,1.0004200472734745e-11,2.4323207021307467e-16,3.3865795378865454e-12,1.000339611295713e-09,3.888141542314688e-16,4.2649571677129084e-08,4.165224020005822e-09,2.2925923639514185e-06,2.2491670068639876e-18,8.683132090699499e-12,1.7342376647547773e-10,3.56847994827284e-15,1.1830481471183578e-07,4.551807356105653e-12,3.774756434681584e-11,9.839354613507032e-16,3.783221394443115e-11,1.4921245318917317e-19,2.6096949987704363e-20,1.9320580337242663e-13,4.1418124578185385e-12,6.145773970401356e-15,6.885098633973798e-16,4.1630513973072723e-13,2.6871818313310565e-15,2.6810108994382478e-14,8.06172542188182e-12,1.5896912938626672e-11
0.00014554861566844912,0.05060929368500141,3.76,0.0,0.6798944347957419,0.9954502629311939,0.003452872739149586,1.7800090580908298e-23,9.95557270840668e-18,1.94734021979314e-06,3.276504728675072e-05,0.00014541886314800107,7.908211622352594e-07,0.007188538481507571,0.0009192607403465934,0.0013928357840838233,6.575321689235203e-06,1.3932300284164141e-07,6.0446200032914445e-09,0.0018709918715105428,2.4013017998057614e-07,8.433920905447158e-07,3.761670248895682e-05,5.916952864389451e-09,1.1451107473663591e-05,2.9379119472377264e-08,3.1568318595400486e-08,1.0548462427049318e-11,2.644624028103519e-16,3.669157784905554e-12,1.0571892973299502e-09,4.154046433555721e-16,4.480455541516153e-08,4.304291669787764e-09,2.432190900193504e-06,2.3987061094697582e-18,9.155793399265608e-12,1.823981162417743e-10,3.786147496051954e-15,1.256256982682271e-07,4.9646194923916614e-12,4.029432107827364e-11,1.0147218648332625e-15,4.0521915518662665e-11,1.631681969109389e-19,2.804147684693804e-20,2.025114052929644e-13,4.361009266295764e-12,6.470164373750367e-15,7.248508988538622e-16,4.3825147908079763e-13,2.850855843337357e-15,2.8672087890770806e-14,8.672156775431494e-12,1.7226450562999237e-11
0.00014686301275845223,0.050610260508524754,3.76,0.0,0.6796708688104706,0.9953242308169511,0.0035784673942262568,1.9466074608235442e-23,1.0675131077662317e-17,1.987394307020827e-06,3.342400189843588e-05,0.00014742565410124682,8.062401512084862e-07,0.007408909451240476,0.0009310400402081237,0.0014333228629531446,6.706659231775643e-06,1.4216644690997423e-07,6.35017295353476e-09,0.001921010814909699,2.5513559912042206e-07,8.658427274738883e-07,3.933787988986813e-05,6.222942769975767e-09,1.2147369146882101e-05,3.000290352610495e-08,3.316857855581069e-08,1.111750307898408e-11,2.8731859607294605e-16,3.972177051461705e-12,1.1166814743468834e-09,4.437955399078885e-16,4.707135134170173e-08,4.448614359642576e-09,2.5788703921436544e-06,2.558202366295578e-18,9.655061253770844e-12,1.9185365283038276e-10,4.014864156048682e-15,1.3333616909648542e-07,5.4119066174312935e-12,4.300386112622636e-11,1.0461881398473642e-15,4.339022953478779e-11,1.783035518109891e-19,3.011479855833e-20,2.122615177203032e-13,4.58969825959233e-12,6.808530352362276e-15,7.627575827900757e-16,4.611415843595201e-13,3.0228362396178923e-15,3.064458794035194e-14,9.322574113226931e-12,1.8652496583389194e-11
