Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23)
2.5832448379994764e-05,0.45216277066877847,3.76,0.0,0.0033562228319436636,0.33629233588667906,0.6749402981836878,4.483270148188577e-08,1.0040142852406284e-06,0.01745165442605423,5.460156776319218e-05,0.10880833025904521,0.008353972844318136,0.057206798903924286,0.0006673836108236972,0.7853046069399033,4.236450734057489e-09,6.70984454692749e-07,0.00035551084649049105,4.984650423316663e-05,0.2876411278852301,0.0013163897353512363,0.002013307509469808,0.00017206241435020942,0.4884834078373497,0.00016943999114593094,1.2031213262921171e-05,7.78228807905216e-10,4.615877640813088e-05,0.0003389205049390905,6.539274358044794e-08,5.935926265036665e-07,0.0020676806992731864,1.2709730682177642e-06,0.00455953528123052,1.630597944357567e-09,5.168382949695432e-07,3.03587632933989e-07,1.9647256628299714e-08,0.07698596832236355,0.00313140715706936,0.0001540695651976803,1.4034526976600022e-09,0.002521067986635791,9.647426252236885e-08,1.073621446113271e-10,7.437297745503848e-06,3.0658099906482965e-05,2.2142890392264105e-11,1.652629959776797e-11,3.8647741794850776e-07,3.4655231704957364e-08,2.3653141122244452e-08,0.003241096865302466,1.2940969195211787e-08,2.1380834441478784e-10,2.437989844051772e-05
2.597090422517014e-05,0.45220273598810684,3.76,0.0,0.0033426474254841373,0.334589500676607,0.6767898278508143,4.508631187826011e-08,1.004952725538419e-06,0.017411432115891134,5.42135535639169e-05,0.10853447918619134,0.008354125631730915,0.05663428650971213,0.0006622256708497521,0.7852262178519229,4.183900848164222e-09,6.659900052907213e-07,0.0003534793548959956,4.9215133461717984e-05,0.28782388858748836,0.001314034556265123,0.0019941569336441216,0.00017035990606137084,0.48954593045775036,0.00016860098734584628,1.1895597519375138e-05,7.689810070869396e-10,4.606325920814444e-05,0.0003377389204401215,6.461673881020262e-08,5.887979772605366e-07,0.002049729921234224,1.2586151637832496e-06,0.004539662046362273,1.6173391333410654e-09,5.123062630088518e-07,3.008150595445034e-07,1.9566536267169713e-08,0.07726119915898606,0.0031220104229216852,0.0001529523904584713,1.3934941213378317e-09,0.002513263894997493,9.612970592114064e-08,1.0696281445987151e-10,7.4160979184799825e-06,3.0673241498504844e-05,2.2039738033482112e-11,1.6449291633227765e-11,3.846494750056008e-07,3.452093692234604e-08,2.3544931973457784e-08,0.0032278679316193413,1.2745381874698287e-08,2.1055734081641365e-10,2.427780638046111e-05
2.6109360070345515e-05,0.4522420635678471,3.76,0.0,0.0033291276747225494,0.332897149114391,0.6786283670461982,4.533618042671943e-08,1.0058191851094045e-06,0.01737104856919343,5.3828366942892284e-05,0.10826163749748982,0.008353974213433793,0.056070286425264515,0.0006571306878240014,0.7851436349694587,4.1320518168776826e-09,6.610276940510953e-07,0.00035146629221668486,4.859518881934011e-05,0.2880013806778154,0.001311647120704981,0.001975286007837275,0.00016867746148427953,0.49060008529923976,0.00016776258877255153,1.176186393902317e-05,7.598606954071283e-10,4.5966352041804725e-05,0.0003365542775874664,6.385143806794264e-08,5.840504118929515e-07,0.002032023965625797,1.2464016360947991e-06,0.004519985785609122,1.6042150955286843e-09,5.078185907364144e-07,2.9807166907242914e-07,1.948609485362772e-08,0.07753531905298051,0.00311267082519286,0.00015184746871901495,1.3836178638734442e-09,0.002505519047189089,9.578528952633065e-08,1.0655946191808021e-10,7.39461070727317e-06,3.0687127107917026e-05,2.193631631277888e-11,1.6372082962173416e-11,3.828176081758643e-07,3.438630269790441e-08,2.3437384408570366e-08,0.0032146991455710584,1.2553628998893554e-08,2.0737030391861016e-10,2.4176243350780536e-05
2.624781591552089e-05,0.4522807632972319,3.76,0.0,0.0033156636156078945,0.33121524390026974,0.6804559411461292,4.558223497551522e-08,1.0066135748700338e-06,0.017330507803430328,5.3445990894977704e-05,0.10798982016059154,0.008353520012019082,0.05551466946976544,0.0006520975995421191,0.7850569753673072,4.080894149561085e-09,6.560975040128719e-07,0.0003494714459013481,4.798641606076131e-05,0.2881736996387069,0.0013092277604349546,0.001956689658227761,0.00016701480234913033,0.4916459399864928,0.0001669248318221443,1.162998333047367e-05,7.508661462871307e-10,4.586807698724224e-05,0.0003353667302810849,6.309669674266173e-08,5.793494019447593e-07,0.0020145589299480683,1.2343303615795218e-06,0.004500504320324267,1.5912242399651336e-09,5.033748205375381e-07,2.9535713180895806e-07,1.9405932701742177e-08,0.07780832363998727,0.0031033891014645007,0.00015075464399121353,1.3738230712002398e-09,0.002497833726877402,9.54410723851109e-08,1.0615218575185955e-10,7.372840945903439e-06,3.0699756735162365e-05,2.1832636459885512e-11,1.6294681976301057e-11,3.8098199807225425e-07,3.425134351510942e-08,2.333049196336798e-08,0.0032015918649448845,1.236562632751041e-08,2.0424582604004746e-10,2.407520649587541e-05
2.6386271760696267e-05,0.4523188449357853,3.76,0.0,0.0033022552950575223,0.32954374754072696,0.6822725760968421,4.582441034098868e-08,1.0073358284185156e-06,0.01728981385727492,5.3066408622417766e-05,0.10771904172222108,0.008352764532187211,0.05496730809515262,0.0006471253665984863,0.7849663540765904,4.03041849951644e-09,6.511994159903065e-07,0.00034749460552225387,4.7388567491515695e-05,0.28834093979590775,0.0013067768181205023,0.001938362914424562,0.0001653716552805574,0.4926835615157987,0.00016608775418171804,1.1499926975248717e-05,7.41995653429884e-10,4.576845631385296e-05,0.0003341764311530367,6.235237189202921e-08,5.746944263490525e-07,0.0019973309741183323,1.222399262096089e-06,0.00448121548407879,1.5783649985252779e-09,4.989745004353545e-07,2.926711221569617e-07,1.9326050192061124e-08,0.07808020868327721,0.003094165947082752,0.00014967376222537466,1.3641089031453185e-09,0.002490208189484908,9.509711208316208e-08,1.057410851378509e-10,7.3507935371898994e-06,3.0711130568912986e-05,2.1728709997898238e-11,1.6217097196072238e-11,3.791428280669076e-07,3.41160740008705e-08,2.3224248362783847e-08,0.0031885473835925864,1.2181291529939096e-08,2.011825314216787e-10,2.3974693014096973e-05
2.6524727605871643e-05,0.45235631811417715,3.76,0.0,0.003288902769436506,0.32788262233898535,0.6840782984189625,4.6062639515788776e-08,1.0079859024869237e-06,0.01724897078806359,5.268960352847926e-05,0.10744931631008212,0.00835170935880667,0.054428076375994366,0.0006422129718369886,0.7848718841043566,3.980615660326056e-09,6.463334084925201e-07,0.0003455355627723098,4.6801401779141656e-05,0.28850319431895183,0.0013042946469298507,0.0019203009072477114,0.00016374775168438228,0.4937130162688248,0.00016525139476341935,1.1371666618761102e-05,7.332475305624202e-10,4.566751247259464e-05,0.0003329835315367724,6.16183222228941e-08,5.700849712726338e-07,0.0019803363194713375,1.2106063036961726e-06,0.0044621171235169465,1.5656358254546895e-09,4.946171840360551e-07,2.9001331857470196e-07,1.9246447770004627e-08,0.07835097007588528,0.0030850020162794126,0.00014860467128257693,1.3544745332073987e-09,0.0024826426630117273,9.475346476384694e-08,1.0532625960482445e-10,7.328473448925435e-06,3.072124907348661e-05,2.162454820936721e-11,1.613933710298254e-11,3.773002825103086e-07,3.398050891498167e-08,2.311864751427005e-08,0.0031755669330535315,1.2000544141652636e-08,1.9817907549836758e-10,2.3874700155769363e-05
2.666318345104702e-05,0.45239319233505926,3.76,0.0,0.0032756061030022213,0.32623183038610887,0.6858731352115192,4.6296854107975175e-08,1.0085638083155318e-06,0.017207982669128454,5.231555920400945e-05,0.10718065763513815,0.008350356153369638,0.053896849998213266,0.000637359419765726,0.7847736764551313,3.93147656213878e-09,6.41499457625523e-07,0.00034359411148030385,4.62246837536073e-05,0.28866055522211914,0.0013017816100939401,0.0019024988663372444,0.0001621428276336235,0.4947343700271689,0.00016441579361828006,1.1245174461591178e-05,7.24620111095619e-10,4.556526807805623e-05,0.0003317881814367585,6.089440806363735e-08,5.655205299460848e-07,0.0019635712476832657,1.1989494951875004e-06,0.004443207099222064,1.553035196866935e-09,4.903024303045414e-07,2.8738340347639577e-07,1.9167125943512054e-08,0.07862060384211182,0.003075897923378076,0.00014754722090630655,1.344919148289567e-09,0.002475137348919281,9.441018514536372e-08,1.0490780896299757e-10,7.305885721590364e-06,3.073011371817648e-05,2.1520162605213823e-11,1.6061410321717505e-11,3.754545482695788e-07,3.3844663137133865e-08,2.3013683500313945e-08,0.0031626516843032736,1.1823305521456603e-08,1.9523414418449454e-10,2.3775225222254734e-05
2.6801639296222395e-05,0.45242947697381497,3.76,0.0,0.0032623653668831317,0.32459133355415004,0.6876571141539565,4.6526993706258214e-08,1.0090695803364044e-06,0.017166853587831793,5.194425940255783e-05,0.1069130789935283,0.00834870665417424,0.053373506250734865,0.0006325637361365249,0.7846718401467077,3.8829922686760135e-09,6.366975370289837e-07,0.00034167004756935267,4.56581842655686e-05,0.28881311336553767,0.0012992380805549495,0.0018849521184869974,0.00016055662378077162,0.49574768798254437,0.00016358099186281893,1.11204231540663e-05,7.161117479542612e-10,4.546174589872309e-05,0.0003305905295082649,6.018049135165949e-08,5.610006025162376e-07,0.0019470321000123632,1.1874268871225907e-06,0.004424483286289361,1.5405616103188426e-09,4.860298034040785e-07,2.847810631237454e-07,1.90880852809851e-08,0.07888910613965236,0.003066854243669774,0.0001465012627016176,1.3354419482629421e-09,0.002467692422763364,9.406732653066086e-08,1.0448583324945393e-10,7.283035452508605e-06,3.0737726132494804e-05,2.1415565122587253e-11,1.5983325727331986e-11,3.7360581832383143e-07,3.370855165678369e-08,2.2909350572236023e-08,0.0031498027490155377,1.1649498814515037e-08,1.9234645325683273e-10,2.36762655648613e-05
2.694009514139777e-05,0.4524651812827655,3.76,0.0,0.0032491806377659845,0.3229610934882828,0.6894302635085948,4.675300080875514e-08,1.0095032755193616e-06,0.017125587643043273,5.157568803852255e-05,0.10664659326905652,0.008346762674231414,0.052857924014445425,0.0006278249674001157,0.7845664822309102,3.83515397403639e-09,6.319276178234051e-07,0.0003397631690766109,4.510168000339588e-05,0.28896095845667613,0.00129666444055588,0.0018676560854462682,0.00015898888525630312,0.49675303474990334,0.00016274703161608665,1.0997385788038232e-05,7.077208134132358e-10,4.535696884628752e-05,0.0003293907230257221,5.947643562135266e-08,5.56524695945575e-07,0.001930715276313565,1.176036570662686e-06,0.004405943575044966,1.5282135844900324e-09,4.817988727137682e-07,2.822059876314607e-07,1.900932640990147e-08,0.0791564732614542,0.003057871514529187,0.00014546665011107746,1.3260421459659224e-09,0.0024603080350101,9.372494083381474e-08,1.04060432678159e-10,7.259927791798073e-06,3.0744088184561625e-05,2.1310767580662752e-11,1.5905092135580632e-11,3.717542846021053e-07,3.357218956423642e-08,2.280564314545683e-08,0.00313702118118804,1.147904891011995e-08,1.8951474764880282e-10,2.3577818584364313e-05
2.7078550986573147e-05,0.45250031438766225,3.76,0.0,0.0032360519966511563,0.32134107160000963,0.6911926121223726,4.6974815647041314e-08,1.0098649926709838e-06,0.017084188942656627,5.1209829173827625e-05,0.10638121293592141,0.00834452609821204,0.0523499837507576,0.0006231421801656838,0.78445770781486,3.787952998778247e-09,6.271896685172393e-07,0.0003378732761490094,4.4554953312437204e-05,0.28910417905223396,0.0012940610812135242,0.0018506062817133817,0.00015743936156134344,0.49775047438039877,0.00016191395592330497,1.0876035888603874e-05,6.99445698697595e-10,4.525095996146635e-05,0.00032818890785547356,5.878210597183642e-08,5.520923238270157e-07,0.0019146172340498775,1.164776676204992e-06,0.004387585871723794,1.5159896586487562e-09,4.776092126267797e-07,2.7965787084849213e-07,1.8930850014029494e-08,0.07942270163696565,0.0030489502365395322,0.00014444323838988432,1.3167189668218244e-09,0.0024529843118566924,9.338307859499332e-08,1.0363170757109424e-10,7.23656794576416e-06,3.074920247480723e-05,2.120578181709314e-11,1.5826718402637473e-11,3.6990014037543743e-07,3.343559203734393e-08,2.2702555791720374e-08,0.003124307978778916,1.1311882402252929e-08,1.8673780079154664e-10,2.3479881730240246e-05
2.7217006831748523e-05,0.4525348852913125,3.76,0.0,0.0032229795277887493,0.31973122906100626,0.6929441894275574,4.719238153689337e-08,1.0101548651030572e-06,0.017042661601277303,5.084666700020543e-05,0.10611695006153304,0.008341998880947134,0.05184956749064231,0.0006185144607095432,0.7843456200811402,3.7413807878167264e-09,6.224836549499429e-07,0.00033600017101107225,4.401779203194789e-05,0.28924286256033815,0.0012914284020937067,0.0018337983125326078,0.000155907806465141,0.49874007037315066,0.00016108180867683086,1.0756347407617526e-05,6.912848138311243e-10,4.514374239961651e-05,0.0003269852284297642,5.809736905539429e-08,5.477030062354128e-07,0.0018987344873840164,1.153645372286104e-06,0.00436940809904891,1.5038883922148277e-09,4.7346040238342723e-07,2.771364102632209e-07,1.8852656830974622e-08,0.07968778783373505,0.003040090874541606,0.0001434308845813627,1.307471648461884e-09,0.0024457213559935962,9.304178899758493e-08,1.0319975829750059e-10,7.212961169751676e-06,3.075307208279839e-05,2.110061991347165e-11,1.57482135517388e-11,3.680435829791022e-07,3.329877433004799e-08,2.260008323286489e-08,0.003111664085230487,1.1147927553090894e-08,1.8401441400456347e-10,2.3382452498486046e-05
2.73554626769239e-05,0.4525689028745904,3.76,0.0,0.0032099633177429202,0.3181315267977704,0.6946850254416005,4.740564725431953e-08,1.0103730475044848e-06,0.017001009738006712,5.048618583006538e-05,0.10585381630942028,0.008339183046158188,0.051356558823825976,0.0006139409145148573,0.7842303203074786,3.695428907049044e-09,6.178095402481171e-07,0.0003341436579578807,4.348998934366431e-05,0.2893770952430001,0.0012887668108234993,0.0018172278720084971,0.00015439397790927597,0.4997218856861566,0.00016025063455129746,1.0638294716623726e-05,6.832365874400218e-10,4.503533942037845e-05,0.00032577982771904147,5.742209306267463e-08,5.433562696011734e-07,0.001883063606323521,1.1426408645600051e-06,0.004351408196730328,1.4919083643824405e-09,4.693520259953373e-07,2.7464130695567874e-07,1.8774747650122834e-08,0.07995172855898086,0.0030312938586222592,0.00014242944749429806,1.2982994405315454e-09,0.0024385192473260265,9.270111988866075e-08,1.0276468522291592e-10,7.189112759352922e-06,3.075570025961212e-05,2.0995294029111736e-11,1.5669586651506643e-11,3.6618481090235573e-07,3.316175176264799e-08,2.2498220335173073e-08,0.0030990903909144094,1.0987114254530697e-08,1.8134341585276234e-10,2.3285528429858693e-05
2.7493918522099274e-05,0.4526023758972909,3.76,0.0,0.003197003454522282,0.3165419254874281,0.6964151507663598,4.761456240100838e-08,1.0105197252001373e-06,0.016959237474299567,5.012837009076534e-05,0.10559182294227971,0.008336080683962441,0.050870842887786635,0.0006094206658182089,0.7841119078865901,3.6500890407113063e-09,6.131672847786089e-07,0.0003323035433681585,4.297134362415797e-05,0.2895069622188894,0.0012860767227159365,0.0018008907412361047,0.00015289763792183592,0.5006959827468201,0.00015942047894177138,1.0521852599755309e-05,6.752994665382901e-10,4.492577437628204e-05,0.0003245728472073073,5.675614770581606e-08,5.390516466025175e-07,0.0018676012158780218,1.1317613947516753e-06,0.004333584121914687,1.4800481737908238e-09,4.652836721862791e-07,2.7217226555715857e-07,1.869712331010086e-08,0.08021452066049893,0.003022559585082806,0.00014143878768294358,1.2892016045224282e-09,0.002431378043681189,9.236111779635163e-08,1.0232658865339157e-10,7.165028050491787e-06,3.075709071250306e-05,2.088981628674332e-11,1.559084675183051e-11,3.643240225050243e-07,3.302453971070899e-08,2.2396962104380684e-08,0.0030865877345523807,1.0829373991530497e-08,1.787236615338705e-10,2.3189107109887184e-05
2.763237436727465e-05,0.4526353129991433,3.76,0.0,0.0031841000267603886,0.31496238555402384,0.6981345965867721,4.781907696492305e-08,1.01059512072775e-06,0.016917348931862225,4.977320431468927e-05,0.10533098082519893,0.008332693948553549,0.05039230635651319,0.0006049528571575881,0.7839904803462533,3.6053529891828213e-09,6.08556846107609e-07,0.0003304796356976874,4.246165829890331e-05,0.2896325474664525,0.001283358560370054,0.0017847827864482027,0.0001514185525333263,0.5016624234622685,0.00015859138789419317,1.0406996247383548e-05,6.674719163548745e-10,4.481507069887899e-05,0.00032336442687050935,5.6099404205056566e-08,5.347886760452032e-07,0.0018523439952199906,1.121005239638418e-06,0.004315933849603894,1.4683064381633326e-09,4.6125493427785606e-07,2.6972899418132283e-07,1.8619784695999056e-08,0.08047616112748253,0.0030138884174085966,0.00014045876742778822,1.2801774134933217e-09,0.0024242977815109273,9.202182794584124e-08,1.0188556877706106e-10,7.140712418055318e-06,3.0757247747030116e-05,2.0784198887840945e-11,1.5512002967374597e-11,3.6246141793195815e-07,3.288715359345842e-08,2.2296303680459015e-08,0.0030741569046328927,1.0674639807423665e-08,1.7615403229891635e-10,2.3093186168511624e-05
2.7770830212450026e-05,0.4526677227010767,3.76,0.0,0.003171253122953021,0.3133928671649224,0.6998433946689244,4.80191451557802e-08,1.0105994830550601e-06,0.016875348230551382,4.942067312832039e-05,0.10507130042904103,0.008329025056785077,0.04992083742908915,0.0006005366489293017,0.7838661333695756,3.5612126663154117e-09,6.039781789651194e-07,0.00032867174546048745,4.196074169958595e-05,0.28975393382733783,0.001280612753270189,0.001768899957201485,0.00014995649168625014,0.5026212692294011,0.00015776340803743015,1.0293701249681603e-05,6.59752420146788e-10,4.470325188690796e-05,0.00032215470515314226,5.545173527434647e-08,5.305669027317809e-07,0.0018372886768590134,1.1103707100584822e-06,0.004298455373039255,1.4566817939210846e-09,4.572654100632939e-07,2.673112043494395e-07,1.8542732736843182e-08,0.08073664709165611,0.003005280687229782,0.00013948925071553662,1.2712261517790409e-09,0.0024172784765870187,9.168329427783231e-08,1.01441725610751e-10,7.11617126782722e-06,3.075617596879532e-05,2.0678454146896116e-11,1.5433064490378003e-11,3.6059719928323844e-07,3.274960886324235e-08,2.2196240331892353e-08,0.0030617986408152387,1.0522846269027921e-08,1.7363343486930021e-10,2.2997763278206905e-05
2.7909286057625402e-05,0.4526996134062573,3.76,0.0,0.0031584628307560992,0.3118333302279527,0.7015415773575018,4.821472469708202e-08,1.0105330842641045e-06,0.016833239486310013,4.907076124549063e-05,0.10481279183396087,0.00832507628630281,0.049456325818112115,0.0005961712189576704,0.7837389608154031,3.517660096951788e-09,5.994312352130765e-07,0.0003268796852260047,4.1468406925990296e-05,0.2898712030101068,0.0012778397374089482,0.0017532382845944906,0.0001485112291464921,0.5035725809445607,0.00015693658652303865,1.0181943589872588e-05,6.521394790092941e-10,4.45903414957451e-05,0.0003209438189439361,5.481301510655528e-08,5.263858773520511e-07,0.0018224320458327416,1.0998561499478755e-06,0.004281146704041954,1.4451728958513747e-09,4.5331470174191386e-07,2.649186109476304e-07,1.8465968403096347e-08,0.08099597582814111,0.0029967366952591903,0.0001385301032194152,1.2623471147985838e-09,0.002410320124683237,9.134555946813828e-08,1.0099515894917531e-10,7.09141003172539e-06,3.075388023501888e-05,2.0572594372945602e-11,1.5354040504631947e-11,3.587315686450158e-07,3.261192099528978e-08,2.2096767450617618e-08,0.0030495136353073096,1.0373929431837564e-08,1.7116080085513118e-10,2.2902836152581556e-05
2.8047741902800778e-05,0.4527309934010186,3.76,0.0,0.003145729236343418,0.3102837343894852,0.7032291775726525,4.840577385353098e-08,1.0103962286830895e-06,0.01679102680919131,4.872345346190344e-05,0.10455546473304975,0.008320849973004325,0.04899866273798308,0.0005918557620752683,0.7836090547387596,3.474687414803536e-09,5.94915963819328e-07,0.0003251032696221843,4.0984471712605946e-05,0.2899844355942611,0.0012750399549097946,0.001737793879520134,0.00014708254242361979,0.5045164190128086,0.0001561109709648386,1.0071699637870146e-05,6.446316117096321e-10,4.4476363124942346e-05,0.0003197319035546633,5.418311936056768e-08,5.22245156382319e-07,0.0018077709389121362,1.0894599354111902e-06,0.004264005873312206,1.4337784167992382e-09,4.494024158586854e-07,2.625509321859634e-07,1.8389492703868267e-08,0.08125414475586036,0.0029882567122100556,0.00013758119228078335,1.253539608858349e-09,0.002403422702241625,9.100866494523431e-08,1.0054596831154336e-10,7.066434167882564e-06,3.075036591042393e-05,2.0466631846671274e-11,1.5274940178182993e-11,3.5686472799961516e-07,3.247410547675597e-08,2.1997880547499817e-08,0.0030373025342146443,1.0227826806607633e-08,1.687350861967673e-10,2.2808402546130553e-05
2.8186197747976154e-05,0.452761870857008,3.76,0.0,0.0031330524238731795,0.308744039032962,0.7049062288066886,4.8592252922010686e-08,1.010189251977844e-06,0.016748714301624112,4.8378734650172744e-05,0.10429932843574992,0.008316348509219642,0.04854774089417342,0.0005875894897471727,0.7834765054094037,3.432286860642882e-09,5.904323108520569e-07,0.0003233423153395637,4.0508758310925025e-05,0.2900937110341819,0.0012722138536750333,0.0017225629311168038,0.0001456702127057399,0.5054528433560354,0.00015528660938247908,9.962946144940609e-06,6.372273546221314e-10,4.436134040676995e-05,0.00031851909270356473,5.3561925156994797e-08,5.181443020088561e-07,0.0017933022438926705,1.0791804739487243e-06,0.0042470309306676885,1.4224970474253742e-09,4.455281632487916e-07,2.6020788956292877e-07,1.83133066843194e-08,0.08151115143799684,0.0029798409796144157,0.00013664238689419254,1.2448029509793409e-09,0.002396586166963016,9.067265090600398e-08,1.0009425289342902e-10,7.041249156909278e-06,3.074563881805581e-05,2.0360578904993828e-11,1.5195772723857326e-11,3.549968805967429e-07,3.233617779679426e-08,2.1899575248720982e-08,0.0030251659387423337,1.0084477328119644e-08,1.663552706427264e-10,2.271446025419756e-05
2.832465359315153e-05,0.45279225382800126,3.76,0.0,0.0031204324748472434,0.3072142032773627,0.7065727651191521,4.8774126323510157e-08,1.009912512053579e-06,0.016706306056142088,4.803658974423365e-05,0.10404439187245253,0.008311574341893582,0.048103454469206684,0.000583371629600308,0.7833414013360137,3.3904507791941393e-09,5.859802194191986e-07,0.0003215966410838349,4.004109334013185e-05,0.290199107664518,0.0012693618869365796,0.0017075417048092322,0.00014427402474768308,0.5063819134231691,0.0001544635501224866,9.85566023598852e-06,6.299252612669667e-10,4.424529699356834e-05,0.000317305518490458,5.294931104017221e-08,5.14082881923363e-07,0.001779022898692808,1.0690162032141194e-06,0.004230219945328459,1.4113274956293443e-09,4.416915587957609e-07,2.578892077214419e-07,1.823741142236915e-08,0.0817669935826852,0.0029714897108764856,0.0001357135576838681,1.2361364683928208e-09,0.0023898104585673235,9.033755633536364e-08,9.964011150614838e-11,7.015860493979167e-06,3.073970500231478e-05,2.0254447925550397e-11,1.5116547378265887e-11,3.5312823038101837e-07,3.219815343416471e-08,2.1801847287226232e-08,0.0030131044067383335,9.943821320208185e-09,1.6402035716577324e-10,2.2621007109753476e-05
2.8463109438326906e-05,0.45282215025900324,3.76,0.0,0.0031078694676416473,0.3056941859766782,0.7082288211321969,4.895136101721223e-08,1.0095663890740345e-06,0.01666380615361176,4.7697003741305227e-05,0.10379066359836857,0.008306529970511125,0.04766569911096679,0.000579201425053982,0.7832038292861393,3.3491716184192555e-09,5.81559629699877e-07,0.0003198660675933757,3.958130767199182e-05,0.29030070270493147,0.0012664845129111734,0.0016927265407432508,0.00014289376680904253,0.5073036881981222,0.0001536418418176974,9.749819405076403e-06,6.227239024903706e-10,4.412825654720334e-05,0.0003160913113752336,5.234515699454374e-08,5.10060469319544e-07,0.001764929890632508,1.0589655905116645e-06,0.004213571006101674,1.4002684864911526e-09,4.3789222152658643e-07,2.5559461450138165e-07,1.8161808026692942e-08,0.08202166904328786,0.0029632030921021,0.00013479457688785642,1.2275394985975433e-09,0.0023830954993965944,9.000341902961001e-08,9.918364253974866e-11,6.990273686285984e-06,3.073257077040535e-05,2.0148251218871064e-11,1.503727332448749e-11,3.5125898022957874e-07,3.2060047849546136e-08,2.1704692502141734e-08,0.003001118453920392,9.805800468340418e-09,1.6172937150425297e-10,2.252804098261156e-05
2.860156528350228e-05,0.4528515679787313,3.76,0.0,0.0030953634770958098,0.3041839457203736,0.7098744320254278,4.912392397913018e-08,1.0091512975349859e-06,0.016621218661577314,4.7359961699124705e-05,0.10353815179748325,0.008301217944479787,0.0472343719210916,0.0005750781349627436,0.7830638743058365,3.3084419265013237e-09,5.771704789271665e-07,0.000318150417649259,3.9129236321153846e-05,0.2903985722650912,0.0012635821944667488,0.0016781138522783642,0.00014152923058372715,0.5082182262072061,0.00015282153333558629,9.645401508307143e-06,6.156218662243316e-10,4.401024272828447e-05,0.00031487660016250364,5.174934442579118e-08,5.060766427750975e-07,0.0017510202557331313,1.0490271319259208e-06,0.004197082221530775,1.3893187619258646e-09,4.34129774559801e-07,2.533238408987404e-07,1.8086497633733997e-08,0.08227517581818904,0.0029549812828987233,0.00013388531834151394,1.2190113891649915e-09,0.0023764411949951983,8.967027561124218e-08,9.872494391347737e-11,6.964494254570205e-06,3.07242430229072e-05,2.004200102668611e-11,1.4957959703832277e-11,3.4938933233063507e-07,3.192187647478989e-08,2.1608106833489514e-08,0.002989208555055975,9.670357783945892e-09,1.5948136156551945e-10,2.24355597797557e-05
2.8740021128677657e-05,0.4528805147071011,3.76,0.0,0.0030829145741380973,0.30268344083376414,0.7115096335304036,4.929178557903614e-08,1.0086676798087908e-06,0.01657854763263363,4.702544872455968e-05,0.10328686428660824,0.008295640861596319,0.04680937144324133,0.0005710010332656232,0.7829216197393434,3.2682543507754213e-09,5.728127013639682e-07,0.00031644951605188287,3.868471833730817e-05,0.2904927913499659,0.0012606553987619107,0.0016637001245198982,0.00014018021113514192,0.509125585526346,0.0001520026737089405,9.542384759358254e-06,6.0861775713396e-10,4.3891279184907055e-05,0.0003136615119900232,5.1161756131094317e-08,5.021309861231429e-07,0.0017372910780306264,1.0391993513557064e-06,0.0041807517200231235,1.378477080311832e-09,4.304038448669748e-07,2.5107662092287576e-07,1.8011481404294976e-08,0.08252751205094418,0.002946824417168559,0.00013298565746362845,1.2105514972882945e-09,0.0023698474346763817,8.933816153930943e-08,9.826411301978913e-11,6.938527726578847e-06,3.071472903236776e-05,1.9935709679229e-11,1.4878615726701158e-11,3.47519490685053e-07,3.178365470105456e-08,2.1512086316765896e-08,0.0029773751451272743,9.53743757844946e-09,1.572753969927677e-10,2.234356144477689e-05
2.8878476973853033e-05,0.45290899805276535,3.76,0.0,0.00307052282541032,0.3011926293783472,0.7131344619244416,4.945492214059753e-08,1.0081159870680909e-06,0.016535797102662567,4.6693449969977926e-05,0.10303680851976557,0.008289801367053809,0.04639059765052325,0.0005669694086141041,0.7827771472501657,3.2286016365292094e-09,5.684862283345329e-07,0.0003147631896054372,3.824759669104167e-05,0.29058343386561103,0.0012577045968822766,0.0016494819127740314,0.00013884650681840891,0.5100258237885821,0.00015118531208711851,9.440747724226515e-06,6.017101968143978e-10,4.377138954215349e-05,0.00031244617230920247,5.058227631720112e-08,4.982230884277572e-07,0.001723739488852998,1.0294807999972345e-06,0.004164577649968641,1.367742216379129e-09,4.267140633250405e-07,2.4885269163247694e-07,1.7936760521813013e-08,0.08277867603075115,0.0029387326039398603,0.00013209547124015377,1.202159189763813e-09,0.002363314092120228,8.90071111364252e-08,9.780124669358082e-11,6.912379626833486e-06,3.070403594845148e-05,1.9829389531711107e-11,1.4799250605471315e-11,3.4564965937995225e-07,3.164539787261202e-08,2.1416627080947292e-08,0.0029656186205588653,9.40698543696581e-09,1.551105687252383e-10,2.2252043955361614e-05
