Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19)
0.0006777695574785485,0.20262513881847644,3.76,0.0,0.6583075418004565,0.9999176108354768,1.7680358551350008e-05,4.8286110954874675e-26,3.162121543824655e-23,3.2213010779775215e-07,4.2033165979845173e-07,1.5009983716956975e-05,1.2446110822569085e-08,0.00010034017012406888,3.7150355872526504e-05,2.0975332070868912e-05,7.573863162731275e-08,2.0280045467757568e-08,6.661284118939021e-11,3.6074748776383386e-05,2.2730691172785825e-09,3.8809999618435035e-09,4.518428429163315e-07
0.0006892299689537454,0.2026251926831131,3.76,0.0,0.6583034324746259,0.9999145096623027,1.8653056786559656e-05,5.07294438063864e-26,3.2372201722847014e-23,3.220798771245991e-07,4.329755616681209e-07,1.5269697813279652e-05,1.2819898653102935e-08,0.00010430065790834101,3.828080634225758e-05,2.1801383708160436e-05,7.801686921267297e-08,2.0276815659604892e-08,7.141890037808808e-11,3.7552877395464783e-05,2.4628687480307615e-09,4.038953918598718e-09,4.596248092226529e-07
0.0007006903804289424,0.20262524820800884,3.76,0.0,0.6582992030408243,0.9999113202691908,1.9665126197214004e-05,5.330703277377182e-26,3.317038550398807e-23,3.2202924562871983e-07,4.4593127833995614e-07,1.5529431587781982e-05,1.3202847718507932e-08,0.00010838086265722051,3.9436623020976064e-05,2.265218224559578e-05,8.035128049845844e-08,2.0273558629848523e-08,7.652698137386314e-11,3.907411630953448e-05,2.6663725094638356e-09,4.2015323481757615e-09,4.674055492518789e-07
0.0007121507919041393,0.20262530543728227,3.76,0.0,0.6582948504947217,0.9999080406263009,2.0717716838279973e-05,5.602826766491775e-26,3.401841023694574e-23,3.219782465411337e-07,4.592047117224981e-07,1.5789186049917535e-05,1.3595128832765387e-08,0.00011258378033603551,4.061822245070555e-05,2.352833275449246e-05,8.274292804918386e-08,2.027027642132859e-08,8.195373992224726e-11,4.0639502673919635e-05,2.8844457664524083e-09,4.368847419705792e-09,4.751850541314812e-07
0.0007236112033793362,0.20262536441599288,3.76,0.0,0.6582903717728963,0.9999046686727296,2.1812006644331058e-05,5.89032831904296e-26,3.4919049380737074e-23,3.219269159392668e-07,4.7280178318881117e-07,1.604896225743706e-05,1.3996913193438342e-08,0.00011691246590406802,4.1826015416777666e-05,2.443045150927993e-05,8.519287788354182e-08,2.026697125518534e-08,8.771662104736583e-11,4.2250096517473176e-05,3.1180021089844678e-09,4.541013808051574e-09,4.829633158771519e-07
0.0007350716148545332,0.2026254251901537,3.76,0.0,0.6582857637525068,0.999901202316804,2.2949202045790604e-05,6.194301743953898e-26,3.58752116318478e-23,3.218752928533641e-07,4.867284290609317e-07,1.630876131838986e-05,1.4408372242755239e-08,0.0001213700336444447,4.3060406361411715e-05,2.535916600861646e-05,8.770219865822904e-08,2.0263645537557e-08,9.383388810570905e-11,4.390698072946009e-05,3.368005683415758e-09,4.718148694126789e-09,4.90740327466314e-07
0.0007465320263297301,0.20262548780674336,3.76,0.0,0.6582810232510019,0.9998976394364122,2.4130538584988603e-05,6.515927458746346e-26,3.6889946290713276e-23,3.2182341937362414e-07,5.009905959156701e-07,1.6568584393183643e-05,1.482967752342809e-08,0.00012595965745504595,4.4321792779158494e-05,2.6315114987234877e-05,9.02719608194963e-08,2.0260301866323935e-08,1.0032465234437122e-10,4.561126102603815e-05,3.6354736133525227e-09,4.9003717630055335e-09,4.985160829143935e-07
0.000757992437804927,0.20262555231371757,3.76,0.0,0.6582761470258741,0.9998939778793738,2.5357281531468146e-05,6.856479209890459e-26,3.796644875904603e-23,3.2177134075780887e-07,5.15594235716448e-07,1.6828432696703092e-05,1.5261000529361023e-08,0.00013068457109865437,4.5610564595282167e-05,2.729894841817454e-05,9.290323572326562e-08,2.0256943037883395e-08,1.0720890293234242e-10,4.7364065894929774e-05,3.9214785120372435e-09,5.087805199665929e-09,5.062905773538804e-07
0.000769452849280124,0.2026256187600206,3.76,0.0,0.6582711317744533,0.9998902154638496,2.663072649593881e-05,7.217331270497538e-26,3.910806616570678e-23,3.217191055390874e-07,5.305453007767263e-07,1.708830750048677e-05,1.5702512551431497e-08,0.0001355480684105908,4.692710352827379e-05,2.831132750506801e-05,9.559709472481596e-08,2.02535720539397e-08,1.1450753743034305e-10,4.916654651687793e-05,4.227151088040058e-09,5.280573682211238e-09,5.140638071161866e-07
0.0007809132607553209,0.20262568719559582,3.76,0.0,0.6582659741337453,0.999886349978791,2.795220004223588e-05,7.599966144370699e-26,4.0318303118377824e-23,3.21666765633823e-07,5.458497385614884e-07,1.734821013496217e-05,1.6154384518554226e-08,0.00014055350346212252,4.82717824378136e-05,2.9352924664163427e-05,9.835460823920233e-08,2.0250192128291638e-08,1.222423926615656e-10,5.1019876662479244e-05,4.553682845977567e-09,5.4788043724115756e-09,5.218357698163175e-07
0.0007923736722305179,0.2026257576713964,3.76,0.0,0.6582606706803168,0.9998823791844318,2.932306029660519e-05,8.005982806735599e-26,4.160082757787384e-23,3.216143764489758e-07,5.615134863341605e-07,1.7608141991738352e-05,1.661678683426586e-08,0.0001457042906779701,4.9644964659623335e-05,3.0424423495777877e-05,1.0117684477373843e-07,2.0246806693596496e-08,1.3043627594255203e-10,5.2925252562993135e-05,4.9023288838904736e-09,5.6826269034099144e-09,5.296064644403549e-07
0.0008038340837057148,0.2026258302393951,3.76,0.0,0.6582552179302282,0.9998783008128187,3.07446975535951e-05,8.437105513300604e-26,4.29594768514734e-23,3.2156199698878557e-07,5.775424656572975e-07,1.7868104525955747e-05,1.7089889209097105e-08,0.00015100390490629297,5.104700332877702e-05,3.152651874489374e-05,1.0406486993404511e-07,2.0243419408089366e-08,1.3911299663031457e-10,5.4883892753737075e-05,5.27441078881198e-09,5.892173364436906e-09,5.373758914357493e-07
0.0008152944951809117,0.2026259049525938,3.76,0.0,0.6582496123390141,0.9998741125683841,3.2218534877798915e-05,8.895193210638139e-26,4.439826370121754e-23,3.2150968996040413e-07,5.939425767563261e-07,1.8128099258692228e-05,1.757386048902813e-08,0.00015645588143959187,5.247824069316521e-05,3.265991625062769e-05,1.0701974540533911e-07,2.024003416223712e-08,1.4829739793871414e-10,5.6897037888694665e-05,5.671319631949809e-09,6.1075782823810476e-09,5.451440528044093e-07
0.0008267549066561087,0.2026259818650322,3.76,0.0,0.6582438503017164,0.9998698121285572,3.374602870065322e-05,9.38224958223403e-26,4.5921382562657874e-23,3.214575218781334e-07,6.107196927565998e-07,1.8388127779424432e-05,1.8068868480352218e-08,0.00016206381598503643,5.3939007418934526e-05,3.382533288432235e-05,1.100425279108119e-07,2.023665508530534e-08,1.5801538897407392e-10,5.896595052498711e-05,6.094519064786196e-09,6.328978600062832e-09,5.529109521985627e-07
0.0008382153181313056,0.20262606103179645,3.76,0.0,0.6582379281529668,0.9998653971444192,3.532866941146067e-05,9.900433765914374e-26,4.753321586909178e-23,3.214055631658986e-07,6.278796538049879e-07,1.864819174854337e-05,1.8575079771301804e-08,0.0001678313645828033,5.542962188985012e-05,3.502349647603287e-05,1.1313426814912192e-07,2.02332865518148e-08,1.6829397693704022e-10,6.109191487588848e-05,6.5455485172722925e-09,6.55651365106505e-09,5.606765950193623e-07
0.0008496757296065025,0.20262614250902694,3.76,0.0,0.6582318421671262,0.9998608652413955,3.6967981941769514e-05,1.045207177972715e-25,4.9238340475871883e-23,3.213538882575753e-07,6.454282610881822e-07,1.8908292899922892e-05,1.9092659550819773e-08,0.00017376224347109706,5.6950389502652396e-05,3.6255145729203896e-05,1.1629600971319744e-07,2.0229933187863512e-08,1.79161299434854e-10,6.327623653110233e-05,7.026026499156014e-09,6.79032513097509e-09,5.684409885182006e-07
0.0008611361410816995,0.20262622635392535,3.76,0.0,0.6582255885584742,0.9998562140199878,3.8665526342207344e-05,1.103966869472256e-25,5.104153417891058e-23,3.213025756947818e-07,6.633712707608635e-07,1.916843304353956e-05,1.9621771424887693e-08,0.00017986022889662057,5.850160196059967e-05,3.752103012335889e-05,1.1952878799272164e-07,2.022659987728983e-08,1.9064665684545424e-10,6.552024214306287e-05,7.537654005335876e-09,7.030557064900235e-09,5.76204141900679e-07
0.0008725965525568964,0.2026263126247614,3.76,0.0,0.6582191634814586,0.9998514410565469,4.0422898350832404e-05,1.16659215944377e-25,5.294778232109747e-23,3.212517082217442e-07,6.817143877977957e-07,1.9428614068142256e-05,2.0162577230850122e-08,0.00018612915686936802,6.008353656750477e-05,3.8821909804651016e-05,1.2283362906283556e-07,2.022329176765194e-08,2.027805446722719e-10,6.782527907807588e-05,8.082218025977802e-09,7.27735577112253e-09,5.839660664331803e-07
0.0008840569640320933,0.20262640138087892,3.76,0.0,0.6582125630309986,0.9998465439040825,4.224172995203381e-05,1.2333733362244308e-25,5.49622844798693e-23,3.2120137287683235e-07,7.004632597848308e-07,1.9688837943969564e-05,2.0715236850201638e-08,0.00019257292286072546,6.169645552468475e-05,4.0158555464154427e-05,1.2621154856176363e-07,2.022001427599819e-08,2.155946858261706e-10,7.019271503117652e-05,8.661595161967619e-09,7.530869820766612e-09,5.917267755519752e-07
0.0008955173755072903,0.20262649268270105,3.76,0.0,0.6582057832428457,0.9998415200931092,4.412368992498151e-05,1.3046227339053639e-25,5.709046122880705e-23,3.2115166108035895e-07,7.196234706646773e-07,1.9949106725512988e-05,2.1279908020328417e-08,0.0001991954814439875,6.334060523334692e-05,4.153174820380561e-05,1.2966355056022073e-07,2.02167730944028e-08,2.2912206276881363e-10,7.262393760364972e-05,9.2777553460995e-09,7.791249993361459e-09,5.994862849747857e-07
0.0009069777869824872,0.20262658659173471,3.76,0.0,0.6581988200940058,0.9998363671325307,4.607048438059823e-05,1.3806762895191191e-25,5.933796096568706e-23,3.21102668718228e-07,7.392005344541216e-07,2.0209422554323592e-05,2.1856746145721057e-08,0.00020600084587652845,6.501621560503151e-05,4.2942279389937905e-05,1.33190626425612e-07,2.0213574195240666e-08,2.4339694944978977e-10,7.512035384223955e-05,9.932765670220093e-09,8.058649228185797e-09,6.072446128147214e-07
0.0009184381984576841,0.20262668317057514,3.76,0.0,0.6581916695032151,0.9998310825105563,4.8083857285999466e-05,1.4618951961542787e-25,6.171066679908142e-23,3.210544962210246e-07,7.591998889501642e-07,2.046978766185975e-05,2.2445904109198264e-08,0.0002129930876230071,6.672349938281856e-05,4.4390950494385984e-05,1.367937536841763e-07,2.0210423836175576e-08,2.5845494296814893e-10,7.768338973915876e-05,1.0628794318360424e-08,8.333222571296592e-09,6.150017796964898e-07
0.0009298986099328811,0.2026267824829084,3.76,0.0,0.6581843273314805,0.9998256636956525,5.0165590975324035e-05,1.5486676566335162e-25,6.421470348521199e-23,3.210072486381356e-07,7.796268894432705e-07,2.073020437237324e-05,2.3047532083701356e-08,0.00022017633581913117,6.84626514760845e-05,4.587857292317351e-05,1.404738948843573e-07,2.0207328564835916e-08,2.7433299488761813e-10,8.031448969210867e-05,1.1368114605693211e-08,8.615127118150626e-09,6.227578088747753e-07
0.000941359021408078,0.20262688459351463,3.76,0.0,0.658176789382676,0.9998201081375258,5.2317506645856305e-05,1.6414107425134898e-25,6.685644440644856e-23,3.2096103570649714e-07,8.004868024565807e-07,2.099067510583087e-05,2.3661777345239233e-08,0.0002275547766756619,7.023384831165973e-05,4.740596783283413e-05,1.4423199646480227e-07,2.02042952231524e-08,2.910694421336834e-10,8.301511592362471e-05,1.215310912295275e-08,8.904521951741252e-09,6.305127263546736e-07
0.000952819432883275,0.20262698956826902,3.76,0.0,0.6581690514042008,0.999814413268134,5.454146483832384e-05,1.7405723632830603e-25,6.964251858257158e-23,3.209159719135704e-07,8.217847995305082e-07,2.125120238086871e-05,2.428878408757891e-08,0.0002351326528225034,7.203724720429134e-05,4.8973965934453964e-05,1.4806898763049592e-07,2.0201330951332557e-08,3.087040374000223e-10,8.578674785917873e-05,1.298627398574894e-08,9.201568076184969e-09,6.382665610140498e-07
0.0009642798443584719,0.20262709747414315,3.76,0.0,0.6581611090876954,0.9998085765027277,5.6839365900239e-05,1.8466333507495405e-25,7.257981770559539e-23,3.2087217655415595e-07,8.435259510726494e-07,2.1511788817775562e-05,2.4928693239291055e-08,0.00024291426259288873,7.387298574935545e-05,5.0583407285563884e-05,1.5198577924062394e-07,2.0198443191447474e-08,3.2727797899138216e-10,8.863088146359269e-05,1.3870223187996945e-08,9.506428345706535e-09,6.460193447276908e-07
0.0009757402558336688,0.20262720837920553,3.76,0.0,0.6581529580698192,0.9998025952409155,5.921315043114254e-05,1.960109663710257e-25,7.567550318880929e-23,3.208297737806701e-07,8.657152202933427e-07,2.177243714150246e-05,2.5581642283770952e-08,0.00025090395924785055,7.574118124078672e-05,5.223514107004913e-05,1.559832627118368e-07,2.019563969060687e-08,3.4683394003005236e-10,9.154902853545395e-05,1.4807693058470568e-08,9.819267388986232e-09,6.537711124931048e-07
0.0009872006673088659,0.20262732235262032,3.76,0.0,0.6581445939330861,0.9997964668677544,6.166479970859931e-05,2.081554718108964e-25,7.893701322042786e-23,3.207888926465245e-07,8.883574572475075e-07,2.203315018469456e-05,2.6247765082862228e-08,0.0002591061501413449,7.764193011720207e-05,5.393002536628524e-05,1.6006230894063946e-07,2.0192928503699962e-08,3.674160969535038e-10,9.454271595936303e-05,1.580154681927157e-08,1.0140251528848729e-08,6.615219025578115e-07
0.000998661078784063,0.20262743946464634,3.76,0.0,0.6581360122067583,0.9997901887548598,6.419633609379321e-05,2.211561847971666e-25,8.237206981215677e-23,3.2074966714226116e-07,9.114573930036e-07,2.2293930890741767e-05,2.6927191704716174e-08,0.00026752529582657966,7.957530743918462e-05,5.56689269037503e-05,1.6422376724866585e-07,2.0190317995679953e-08,3.890701572316198e-10,9.761348491599739e-05,1.6854779244790044e-08,1.0469548697290048e-08,6.692717565479668e-07
0.0009999999999999998,0.20262755978663466,3.76,0.0,0.6581349951994995,0.9997894453917765,6.449740217902937e-05,2.227338005368908e-25,8.2785075863221e-23,3.2074519878082177e-07,9.14186234689715e-07,2.2324402485058176e-05,2.7007442980456317e-08,0.0002685232668849154,7.980331548228436e-05,5.587499484729317e-05,1.647153657428583e-07,2.0190019974227865e-08,3.9167209408107004e-10,9.797734342355643e-05,1.6981845078674974e-08,1.0508570649159252e-08,6.701771138700207e-07
0.00101012149025926,0.20262755978663466,3.76,0.0,0.6581272083677986,0.999783758261536,6.680982341557001e-05,2.3507669025052424e-25,8.598868583287424e-23,3.2071223622412474e-07,9.350196339606118e-07,2.255478231684435e-05,2.762004825651958e-08,0.0002761659091042909,8.154136640066907e-05,5.745272080840494e-05,1.6846846435461742e-07,2.0187816843372176e-08,4.1184338623325803e-10,0.000100762890050133,1.7970521419513474e-08,1.0807328345856848e-08,6.770207195981434e-07
0.001021581901734457,0.20262768339102555,3.76,0.0,0.6581181778418792,0.9997771727359214,6.95073673317809e-05,2.4998509848232395e-25,8.979517201755131e-23,3.2067674383476894e-07,9.590486563339916e-07,2.2815707637089395e-05,2.83264567227216e-08,0.0002850325540138978,8.35401378773212e-05,5.9282290337172706e-05,1.7279720337663548e-07,2.0185434036786582e-08,4.3578463317359905e-10,0.00010399249859693346,1.9152045592826034e-08,1.1153761351410931e-08,6.847688404820974e-07
0.001033042313209654,0.20262781035134442,3.76,0.0,0.6581089160044465,0.999770429516147,7.22911156667914e-05,2.6595433378362926e-25,9.380014394159222e-23,3.206433389158272e-07,9.835488008312292e-07,2.3076710145534253e-05,2.9046534809383407e-08,0.0002941298447686632,8.557163001474004e-05,6.115852660189513e-05,1.7721076286885087e-07,2.0183178879917516e-08,4.609443560759457e-10,0.00010730388946698977,2.0402770128725242e-08,1.150901991733146e-08,6.925161717443282e-07
0.001044502724684851,0.20262794074219748,3.76,0.0,0.6580994181818391,0.9997635259315072,7.516325872403398e-05,2.830624382909972e-25,9.801252895077416e-23,3.2061217541210404e-07,1.0085242675375388e-06,2.3337793259292675e-05,2.9780395795263904e-08,0.0003034624446361776,8.763582785922419e-05,6.308232828317567e-05,1.8170989589580176e-07,2.018106099101523e-08,4.873746456842815e-10,0.00011069865229077435,2.172626454817292e-08,1.1873277470227453e-08,7.002627698322437e-07
0.0010559631361600481,0.20262807463926552,3.76,0.0,0.6580896796524612,0.9997564593036351,7.812602957250397e-05,3.0139289169488644e-25,1.0244157303712038e-22,3.20583412267173e-07,1.0339791110316747e-06,2.359896052161938e-05,3.052814839023999e-08,0.0003130350647656805,8.973269303373789e-05,6.505460133456696e-05,1.8629532914833833e-07,2.0179090302315767e-08,5.15129248265988e-10,0.00011417838642335956,2.312625466159157e-08,1.2246708552253992e-08,7.080086952287325e-07
0.0010674235476352452,0.2026282121192979,3.76,0.0,0.6580796956480036,0.9997492269476851,8.1181704306123e-05,3.2103494736135366e-25,1.0709684765115943e-22,3.2055721341020764e-07,1.059917235751349e-06,2.3860215604988793e-05,3.128989660164125e-08,0.00032285246296392115,9.186216346158484e-05,6.707625867759449e-05,1.9096776210452866e-07,2.0177277059217852e-08,5.442635872476654e-10,0.00011774469991044026,2.4606627788817773e-08,1.2629488709146896e-08,7.157540125849381e-07
0.0010788839591104422,0.20262835326010492,3.76,0.0,0.6580694613547162,0.9997418261735146,8.433260227492514e-05,3.4208398544150806e-25,1.119882564412805e-22,3.205337477339011e-07,1.0863423916270394e-06,2.412156231416355e-05,3.206573960905618e-08,0.00033291944242145384,9.402415314014963e-05,6.914821988814712e-05,1.9572786623896105e-07,2.01756318188978e-08,5.748347836309749e-10,0.00012139920841689553,2.617143806363235e-08,1.302179437411244e-08,7.234987908530338e-07
0.0010903443705856393,0.2026284981405499,3.76,0.0,0.6580589719147278,0.9997342542868674,8.758108628705664e-05,3.6464188354612657e-25,1.1712604191111276e-22,3.2051318906337414e-07,1.113258170002155e-06,2.4383004589248334e-05,3.285577164813989e-08,0.0003432408503914433,9.621855196689772e-05,7.127141087480066e-05,2.0057628428368788e-07,2.017416544835596e-08,6.06901675139813e-10,0.0001251435341193196,2.7824911819803827e-08,1.3423802747730399e-08,7.312431034187793e-07
0.0011018047820608363,0.20262864684054002,3.76,0.0,0.658048222427409,0.999726508590547,9.092956278062262e-05,3.888174055647504e-25,1.2252079198622213e-22,3.204957161160089e-07,1.1406679998565667e-06,2.4644546508724702e-05,3.3660081903922546e-08,0.0003538215768232405,9.844522561963702e-05,7.344676354967478e-05,2.0551362954388436e-07,2.0172889121890485e-08,6.405248340548936e-10,0.0001289793045641521,2.957145305540878e-08,1.383569167405129e-08,7.389870282336554e-07
0.0011132651935360333,0.20262879944101647,3.76,0.0,0.6580372079507787,0.9997185863855883,9.438048196445973e-05,4.1472660920961805e-25,1.281834464817455e-22,3.204815124521894e-07,1.1685751443494347e-06,2.4906192292462483e-05,3.447875441408278e-08,0.0003646665529531571,0.00010070401549283399,7.567521549245532e-05,2.1054048527109982e-07,2.017181431799732e-08,6.757665836969995e-10,0.00013290815149323318,3.141564897203113e-08,1.4257639513090261e-08,7.467306479463572e-07
0.0011361860164864272,0.20262911667229513,3.76,0.0,0.6580143640637096,0.9997022016519332,0.00010159966862616321,4.722493934572582e-25,1.403580255531615e-22,3.2046367105725104e-07,1.225893583083097e-06,2.5429813056930122e-05,3.6159496125001435e-08,0.00038716917685693397,0.00010531718823010908,8.029519376562582e-05,2.208649076535782e-07,2.017031668930439e-08,7.513639924715873e-10,0.00014105161542197684,3.541630358541787e-08,1.5132427153731685e-08,7.622173269260824e-07
0.0011568147571417817,0.2026294163528863,3.76,0.0,0.6579928479292289,0.9996868246603917,0.00010847277039206148,5.31278267237153e-25,1.5234855542765825e-22,3.204607331376789e-07,1.279210232243613e-06,2.590147229402845e-05,3.772201743808098e-08,0.0004083755357631347,0.00010957679396486909,8.46442833328409e-05,2.30468230808813e-07,2.0169779269563617e-08,8.255988264098215e-10,0.00014871546685857884,3.9400841432777074e-08,1.5955932689580374e-08,7.761552244556025e-07
0.0011774434977971362,0.20262972997592374,3.76,0.0,0.6579703946383242,0.999670833846197,0.00011571790059448506,5.98109894584221e-25,1.653939751290489e-22,3.204714566710824e-07,1.3341810585529213e-06,2.6373540452658334e-05,3.9332136200383075e-08,0.00043051648427144096,0.00011393688551408654,8.918021809660439e-05,2.403692119849083e-07,2.0170086752281343e-08,9.06128627023326e-10,0.00015670632446309382,4.378209430565871e-08,1.6814812388015018e-08,7.900936471765135e-07
0.0011980722384524907,0.20263005804917156,3.76,0.0,0.6579469740725686,0.9996542135533218,0.00012335093802785826,6.737459248166643e-25,1.795716190388987e-22,3.204970775309382e-07,1.3908187696339708e-06,2.6846047640087615e-05,4.099014762729312e-08,0.0004536220752415906,0.00011839567306007989,9.390862477029608e-05,2.5057010656528296e-07,2.01713164640466e-08,9.93381829753017e-10,0.0001650336914954764,4.859419338207255e-08,1.7710107194190987e-08,8.040332638525134e-07
0.0012187009791078452,0.20263040109033403,3.76,0.0,0.6579225558031626,0.9996369481941044,0.00013138822053355758,7.593042599098972e-25,1.94962988947561e-22,3.205388754481319e-07,1.4491341815125232e-06,2.731902567512397e-05,4.269628904337458e-08,0.0004777226708258539,0.00012295112756804534,9.883516117053978e-05,2.610728269783775e-07,2.017354848467489e-08,1.0878060726875107e-09,0.00017370701285772394,5.3873656796820734e-08,1.864285233540295e-08,8.179748025867646e-07
0.0012393297197631997,0.20263075962646615,3.76,0.0,0.657897109122129,0.9996190222673931,0.00013984654180773475,8.56030419413526e-25,2.1165385458229588e-22,3.205981716729006e-07,1.5091362162369358e-06,2.779250813750132e-05,4.445073998816717e-08,0.0005028489111376165,0.00012760098978033423,0.00010396550932801826,2.7187894221977154e-07,2.0176865499664116e-08,1.189868266144261e-09,0.00018273564955121387,5.965950369819927e-08,1.9614074543554945e-08,8.319190530202779e-07
0.0012599584604185542,0.20263113419383358,3.76,0.0,0.6578706030738296,0.9996004203754039,0.00014874314694681502,9.653097520974252e-25,2.2973434736107066e-22,3.2067632639244804e-07,1.5708319135464551e-06,2.8266530415097298e-05,4.6253622750817645e-08,0.000529031682582201,0.00013234278123438133,0.0001093053686297646,2.8298967990267806e-07,2.0181352637242577e-08,1.3000546082050457e-09,0.00019212885302668953,6.599336947948035e-08,2.0624789264010783e-08,8.458668684380971e-07
0.0012805872010739087,0.20263152533743697,3.76,0.0,0.657843006486578,0.9995811272392048,0.00015809572676171087,1.0886805110677288e-24,2.492990496870286e-22,3.2077473595195275e-07,1.6342264553364772e-06,2.8741129748844255e-05,4.810500328998283e-08,0.000556302086079306,0.00013717381714819021,0.00011486044903971525,2.944059306138944e-07,2.0187097292931848e-08,1.4188705610673946e-09,0.00020189573965524946,7.291962188311614e-08,2.1675997878095208e-08,8.5981916777572e-07
0.0013012159417292632,0.20263193361068968,3.76,0.0,0.6578142880041503,0.9995611277127063,0.00016792241084504934,1.2278478381764944e-24,2.704470796161392e-22,3.208948299080095e-07,1.6993232027452612e-06,2.92163452751629e-05,5.0004892529673097e-08,0.0005846914053686263,0.00014209122108855415,0.00012063646443948365,3.061282545633186e-07,2.0194188943411998e-08,1.5468407863695943e-09,0.0002120452655276681,8.048547779432876e-08,2.276868496513802e-08,8.737769375166214e-07
0.0013218446823846177,0.20263235957500061,3.76,0.0,0.6577844161169679,0.9995404067950995,0.00017824175942974214,1.3846986777749382e-24,2.9328216870091518e-22,3.210380679565728e-07,1.766123745497502e-06,2.969221806582615e-05,5.1953248023316436e-08,0.0006142310756342463,0.00014709194121735215,0.0001266391261359678,3.1815689043753135e-07,2.0202718952467458e-08,1.6845090373994757e-09,0.00022258620183430205,8.874112045961154e-08,2.390381562725542e-08,8.877412334748053e-07
0.0013424734230399723,0.2026328037993754,3.76,0.0,0.6577533591927307,0.9995189496416749,0.00018907275407173757,1.5613176481130546e-24,3.179127355055135e-22,3.2120593676720743e-07,1.8346279624375846e-06,3.016879116517491e-05,5.3949975949275646e-08,0.0006449526526638445,0.00015217276792360706,0.00013287413657854606,3.304917662669918e-07,2.0212780370945102e-08,1.832438016531701e-09,0.00023352711106114295,9.773981689708899e-08,2.5082332903657397e-08,9.017131824570833e-07
0.0013631021636953268,0.20263326685999022,3.76,0.0,0.6577210855063079,0.999496741573006,0.00020043478720572954,1.7600038981839613e-24,3.444519551038089e-22,3.21399946756048e-07,1.9048340919035756e-06,3.064610962464317e-05,5.5994933391311316e-08,0.0006768877827425871,0.0001573303526132167,0.00013934718332358576,3.431325120912392e-07,2.022446773268523e-08,1.991209204689965e-09,0.0002448763242282734,1.0753803528704245e-07,2.6305155304141665e-08,9.156939838017661e-07
0.0013837309043506813,0.20263374933976383,3.76,0.0,0.6576875632687064,0.9994737680824916,0.00021234765062659198,1.983288977386147e-24,3.7301782182647893e-22,3.2162162883728844e-07,1.9767388113097976e-06,3.112422053456882e-05,5.808793088983388e-08,0.0007100681734581795,0.0001625612274229492,0.00014606393327844312,3.5607847427680917e-07,2.02378768490799e-08,2.1614226622248963e-09,0.0002566419193782246,1.1819556217068419e-07,2.7573174478924185e-08,9.296849107916793e-07
0.0014043596450060358,0.20263425182791792,3.76,0.0,0.657652760654958,0.9994500148422873,0.00022483152296178826,2.2339557425958046e-24,4.037332087563615e-22,3.218725311994148e-07,2.0503373245409758e-06,3.1603173053303663e-05,6.022873521796501e-08,0.0007445255655801911,0.00016786182560176433,0.00015303002725295436,3.693287312342327e-07,2.0253104605118554e-08,2.343696806206262e-09,0.0002688317015114436,1.2977561929696303e-07,2.8887253046441275e-08,9.436873119412e-07
0.0014249883856613903,0.20263477491953535,3.76,0.0,0.6576166458307793,0.9994254677076744,0.00023790695620944642,2.5150583297432846e-24,4.367259240857238e-22,3.221542161318778e-07,2.125623455456003e-06,3.2083018433666016e-05,6.241707232458214e-08,0.0007802917061621924,0.00017322850229453438,0.00016025107484265175,3.8288211026780887e-07,2.0270248758454684e-08,2.5386681718336905e-09,0.0002814531841496713,1.4234497997164293e-07,3.0248222605367954e-08,9.577026121585274e-07
0.0014456171263167448,0.2026353192151134,3.76,0.0,0.657579186977875,0.9994001127199327,0.0002515948614263371,2.829943209700273e-24,4.721287609602307e-22,3.2246825693258494e-07,2.2025897464042585e-06,3.2563810046804495e-05,6.465263041753637e-08,0.0008173983229952601,0.00017865755545514575,0.00016773264966282747,3.9673720532120126e-07,2.028940774355221e-08,2.746991160897333e-09,0.00029451357268801137,1.5597408478702276e-07,3.1656881942003627e-08,9.717323137858644e-07
0.0014662458669720993,0.20263588532011748,3.76,0.0,0.6575403523177835,0.9993739361078086,0.0002659164936566085,3.1822713482784e-24,5.100795456038304e-22,3.2281623493630707e-07,2.281227560368383e-06,3.3045603403561105e-05,6.693506314280183e-08,0.0008558771005185785,0.00018414524662076096,0.00017548028494719252,4.108923953574815e-07,2.031068048338488e-08,2.969337779416219e-09,0.00030801974966988024,1.707371566328024e-07,3.311399544602512e-08,9.85777997521418e-07
0.0014868746076274538,0.20263647384453548,3.76,0.0,0.6575001101341814,0.9993469242876852,0.0002808934361974104,3.5760414962853375e-24,5.507211835178661e-22,3.2319973668461076e-07,2.3615271849654576e-06,3.35284561734426e-05,6.926399279904423e-08,0.0008957596572689926,0.00018968782128935585,0.00018349946951963134,4.253458631138247e-07,2.0334166209909272e-08,3.2063973707088963e-09,0.00032197826208980483,1.8671231491019425e-07,3.4620291754631955e-08,9.99841323228381e-07
