Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376)
0.0003968009044389776,0.0671655001005611,3.76,0.0,0.05927009020847096,0.18427061795517674,0.9053155292080795,3.641783230569494e-15,9.45676524349204e-12,0.0005591915981148571,0.00020162683608781223,0.16320895347232847,3.333590407913714e-05,0.32344109065821186,0.000968986911161771,0.39746703657897275,1.8287218564336104e-06,1.8874121134630377e-06,1.6107660703395738e-05,0.0020968989582722513,0.01546367434060244,9.764691010659954e-06,0.033662574160965686,1.816228788191309e-05,0.6309755358100615,1.172182080302192e-06,1.778824382790559e-05,2.0257643658153806e-09,1.899635974013922e-09,1.5193870248737782e-06,1.9482943576296744e-07,5.853103314478394e-10,0.0073529544603360385,5.397553395497052e-07,0.011395375578864624,3.142134728868274e-12,2.3702223616414465e-06,9.831481018769004e-07,1.1330773535997582e-10,0.02196068205750098,0.0005782929233672359,7.776505498251387e-05,1.4394345261647697e-12,0.000238431093056091,7.282229754391553e-11,3.6062454728243274e-14,9.609124045897643e-10,5.396030687222841e-08,3.8558252968952315e-12,6.7248980033725e-13,7.020866815762811e-10,9.981394098973762e-11,9.465530925421098e-09,6.268735061312331e-05,5.24964908530979e-07,5.040680620855245e-09,1.168383347564962e-08,1.1917158841366318e-11,7.560220695227054e-08,7.468358969681463e-09,3.8449033245002094e-07,3.3950574621408537e-10,1.3188037332876225e-08
0.0003976957817085075,0.06717112940947645,3.76,0.0,0.05913769028487643,0.18376201160673689,0.9057529955598473,3.6267996412967624e-15,9.412964625482016e-12,0.0005577687910953218,0.00020103121566713842,0.1633444182578577,3.326230053131337e-05,0.3232158498434695,0.0009651701753316834,0.3977346007167963,1.818165548723704e-06,1.8772556999819803e-06,1.6070659328851492e-05,0.0020828872369256218,0.015475922997103738,9.710686531201034e-06,0.03356703282516038,1.8074265901028538e-05,0.6316372854637894,1.1672297397305924e-06,1.7703812525794737e-05,2.0130985520759127e-09,1.8935356391089657e-09,1.5148478770048152e-06,1.936105852869158e-07,5.836094958126606e-10,0.00734967231544482,5.362634969419395e-07,0.011378497689346592,3.1346410611215615e-12,2.3638217096488116e-06,9.799758061759921e-07,1.1313200199055015e-10,0.021993859577072537,0.0005789012692330705,7.773577192333837e-05,1.435515081400728e-12,0.0002386470255510114,7.285841301814729e-11,3.593232015777205e-14,9.555647271264034e-10,5.3827254492402915e-08,3.835362288817457e-12,6.689209056634462e-13,6.982957964808592e-10,9.96443678900925e-11,9.449626209971356e-09,6.274731899624243e-05,5.23368405938982e-07,5.025351099164158e-09,1.1671182328706434e-08,1.1928559420731002e-11,7.54132208805098e-08,7.445688259859592e-09,3.8391420214152306e-07,3.3826474510887266e-10,1.3145582824837392e-08
0.0003985906589780374,0.06717672733427738,3.76,0.0,0.05900617822674782,0.18325638825690801,0.9061875565620233,3.611873879697456e-15,9.369521677347658e-12,0.0005563542672535598,0.000200439615545966,0.16347925925080964,3.318910765948079e-05,0.3229917482685865,0.0009613805196123079,0.3980008050273284,1.8077069124694716e-06,1.8671865671150743e-06,1.6033913380439662e-05,0.0020690188987819986,0.015488097205095933,9.657165873598725e-06,0.03347199729002807,1.7986942409614722e-05,0.632295399050821,1.1623151008568727e-06,1.7620086888953593e-05,2.0005565365910876e-09,1.8874707379726302e-09,1.5103335727152132e-06,1.924036547828541e-07,5.819206677679777e-10,0.007346369589760862,5.328054732398807e-07,0.011361653614644283,3.1271955884634987e-12,2.3574496538990083e-06,9.768243357170396e-07,1.1295669412389206e-10,0.02202688335169777,0.000579504293349794,7.770623809330137e-05,1.4316276451255386e-12,0.00023886158575733116,7.289397505804248e-11,3.580301636167331e-14,9.50271526759566e-10,5.369505442882698e-08,3.815079682563973e-12,6.653834741331556e-13,6.945387637615089e-10,9.947531340828755e-11,9.433775463607636e-09,6.280658651695987e-05,5.217839835617489e-07,5.010137570987038e-09,1.165862697870283e-08,1.1939826760306533e-11,7.522524514606688e-08,7.423188793647235e-09,3.8333882028281726e-07,3.370309941810547e-10,1.3103339969706848e-08
0.0003994855362475673,0.06718229415623114,3.76,0.0,0.05887554438632238,0.1827537196124777,0.9066192417831596,3.5969740127620874e-15,9.326432698253837e-12,0.00055494796203512,0.0001998519974592945,0.1636134817249211,3.311632253100328e-05,0.32276877630443085,0.0009576176721074824,0.39826566082685866,1.7973447248892562e-06,1.857203705964981e-06,1.5997420588264028e-05,0.002055292045146727,0.01550019775229913,9.604123385118825e-06,0.033377464175901594,1.7900310339506566e-05,0.6329499087859521,1.1574377707970617e-06,1.753705894391929e-05,1.988136747265645e-09,1.881441037886137e-09,1.5058439666741583e-06,1.9120849279988763e-07,5.80243731153606e-10,0.007343046722927754,5.293808464304757e-07,0.011344843513408927,3.1197978731121045e-12,2.351106113729041e-06,9.736935055220043e-07,1.127818122210718e-10,0.022059754577151328,0.0005801020412415464,7.767645852228776e-05,1.4277718706971076e-12,0.00023907478809798944,7.292898981831245e-11,3.5674536815624045e-14,9.450320720454257e-10,5.356369801551491e-08,3.794975352182592e-12,6.618771349996657e-13,6.908151804254142e-10,9.930677659033885e-11,9.417978690594449e-09,6.286515881663401e-05,5.202115187592195e-07,4.995038858741185e-09,1.1646166503713982e-08,1.1950961932556573e-11,7.503827392374775e-08,7.400858835437186e-09,3.827642090901401e-07,3.358044455481245e-10,1.3061307532642427e-08
0.0004003804135170972,0.06718783016580022,3.76,0.0,0.05874577930243416,0.18225397785064604,0.9070480802752424,3.582250717704848e-15,9.283693931190052e-12,0.0005535498114953712,0.00019926832373041257,0.1637470908725487,3.3043942257091723e-05,0.32254692445657096,0.0009538813651625414,0.39852917927039294,1.7870777867278174e-06,1.8473061238222398e-06,1.596117874536709e-05,0.0020417048155753387,0.015512225412834266,9.55155350896645e-06,0.03328343012661268,1.781436270488438e-05,0.633600846392199,1.152597365198338e-06,1.745472084276429e-05,1.975837641405077e-09,1.875446313376251e-09,1.5013789132756965e-06,1.9002495072224214e-07,5.78578571219865e-10,0.007339704144475704,5.259892014792748e-07,0.011328067534968629,3.112447482055831e-12,2.3447910063426085e-06,9.705831326992035e-07,1.1260735667548555e-10,0.02209247443318748,0.0005806945578629493,7.764643811541178e-05,1.4239474170753366e-12,0.00023928664672750574,7.296346337938874e-11,3.554687517509358e-14,9.398456273705248e-10,5.3433173805286755e-08,3.7750472146726446e-12,6.584015249635688e-13,6.871246512219327e-10,9.913875644099822e-11,9.40223588757089e-09,6.292304148089056e-05,5.186508914275206e-07,4.980053809196498e-09,1.1633799993421445e-08,1.1961965999354632e-11,7.485230139125646e-08,7.378696685455053e-09,3.821903900894834e-07,3.3458505149801587e-10,1.3019484277730686e-08
0.0004012752907866271,0.06719333563318888,3.76,0.0,0.05861687364482516,0.18175713547909006,0.9074741007275557,3.567748598632225e-15,9.24130183240443e-12,0.0005521597520236776,0.00019868855706541106,0.1638800918288575,3.297196400254944e-05,0.32232618332544183,0.0009501713341502874,0.3987913713992984,1.7769049101641799e-06,1.8374928368698993e-06,1.5925185724055995e-05,0.0020282553764422416,0.01552418095128934,9.49945076114656e-06,0.033189891802838524,1.772909255832977e-05,0.6342482432466494,1.1477935049965857e-06,1.7373064816011964e-05,1.9636576953869687e-09,1.8694863450339993e-09,1.4969382678880524e-06,1.8885288177420362e-07,5.769250740705331e-10,0.007336342276843659,5.226301271169593e-07,0.011311325822153518,3.105143985112902e-12,2.338504249156803e-06,9.674930355655991e-07,1.1243332782975987e-10,0.02212504408825802,0.0005812818877646234,7.761618169108409e-05,1.4201539461895311e-12,0.0002394971756113667,7.299740179658016e-11,3.542002520794177e-14,9.347115204786904e-10,5.330347951110727e-08,3.755293138577016e-12,6.54956272210328e-13,6.834667723979874e-10,9.89712519228274e-11,9.38654704747725e-09,6.298024005702032e-05,5.171019839288474e-07,4.965181292801913e-09,1.1621526543582142e-08,1.1972840015291015e-11,7.466732176222997e-08,7.356700678800634e-09,3.816173848073639e-07,3.3337276444072294e-10,1.2977868974366409e-08
0.00040217016805615697,0.06719881083789309,3.76,0.0,0.05848881821446278,0.18126316533850573,0.9078973314641118,3.553258818055074e-15,9.199252961996818e-12,0.0005507777205683371,0.00019811266060555983,0.16401248967120563,3.290038488686532e-05,0.3221065436077619,0.0009464873175408247,0.3990522481399654,1.7668249313173696e-06,1.8277628802237204e-06,1.5889439315258776e-05,0.00201494192105356,0.015536065122650418,9.447809732115554e-06,0.03309684588305038,1.764449308876537e-05,0.6348921303766835,1.1430258122587615e-06,1.729208322480677e-05,1.951595410552355e-09,1.8635608997220396e-09,1.4925218856384267e-06,1.8769214158296208e-07,5.752831277271448e-10,0.007332961535362663,5.193032206870432e-07,0.011294618511360061,3.0978869591910943e-12,2.332245754708459e-06,9.644230348055196e-07,1.122597259708414e-10,0.02215746469935617,0.0005818640750870442,7.758569398348171e-05,1.416391125719592e-12,0.00023970638852711146,7.303081097512381e-11,3.529398048164074e-14,9.296290796693959e-10,5.3174610635763163e-08,3.73571108153832e-12,6.515410206290432e-13,6.798411575445324e-10,9.880426196231921e-11,9.370912147992137e-09,6.30367600501255e-05,5.155646782912401e-07,4.9504201767957644e-09,1.1609345264326934e-08,1.198358502692644e-11,7.448332919347877e-08,7.334869145789212e-09,3.810452135327676e-07,3.321675370391271e-10,1.2936460396877466e-08
0.00040306504532568687,0.06720425605101882,3.76,0.0,0.05836160394470476,0.18077204060680258,0.90831780043936,3.5388094163662536e-15,9.157543656690756e-12,0.000549403654596951,0.00019754059788988727,0.1641442894184167,3.2829202046232643e-05,0.3218879960982456,0.0009428290569136272,0.3993118203021212,1.7568367040202073e-06,1.8181153017423125e-06,1.5853937303930524e-05,0.002001762669940843,0.015547878672150052,9.396625076959502e-06,0.033004289064194656,1.756055755621088e-05,0.6355325384550624,1.1382939151626924e-06,1.7211768534716568e-05,1.9396493096053485e-09,1.8576697493836896e-09,1.4881296206111646e-06,1.8654258783555027e-07,5.736526209396118e-10,0.007329562328195247,5.160080849450537e-07,0.011277945732551121,3.090675983471966e-12,2.326015432874014e-06,9.613729527267091e-07,1.1208655134085868e-10,0.02218973741184056,0.000582441163553724,7.755497964253526e-05,1.4126586266202794e-12,0.00023991429906248634,7.306369675163726e-11,3.516873470342508e-14,9.245975844502478e-10,5.304655320839269e-08,3.7162990783709966e-12,6.481554275190449e-13,6.762474337683582e-10,9.863778546070702e-11,9.355331162216117e-09,6.309260692137676e-05,5.140388570300275e-07,4.935769333096674e-09,1.1597255271317823e-08,1.1994202072472745e-11,7.430031783410625e-08,7.313200423620286e-09,3.8047389562646166e-07,3.309693220506577e-10,1.2895257318583124e-08
0.00040395992259521676,0.06720967154092364,3.76,0.0,0.058235221897675875,0.18028373479066942,0.9087355352476736,3.5246288180831205e-15,9.116170370838317e-12,0.0005480374918761378,0.0001969723327526684,0.16427549603229158,3.275841267024886e-05,0.32167053168757204,0.0009391962968684345,0.399570098581508,1.7469390937776794e-06,1.808549158301437e-06,1.5818677607370845e-05,0.001988715870226161,0.015559622335501575,9.34589151612536e-06,0.032912218061466866,1.7477279215462802e-05,0.6361694978084346,1.1335974456587233e-06,1.713211326886287e-05,1.9278179334627163e-09,1.8518126722808647e-09,1.4837613262053769e-06,1.8540407997614126e-07,5.720334426384599e-10,0.007326145056539789,5.127443263659818e-07,0.011261307609481786,3.0835106372422686e-12,2.3198131929360186e-06,9.583426127554704e-07,1.119138041334127e-10,0.02222186335966966,0.0005830131964802413,7.752404323501076e-05,1.4089561203383381e-12,0.00024012092061878094,7.309606494936429e-11,3.504428167879129e-14,9.196163773801046e-10,5.291930244978998e-08,3.697055084146462e-12,6.447991360936384e-13,6.726852134666431e-10,9.847182126675088e-11,9.339804058525976e-09,6.314778609097574e-05,5.125244057348483e-07,4.921227663145454e-09,1.1585255674702249e-08,1.2004692182357838e-11,7.411828185708302e-08,7.291692892950889e-09,3.799034503955681e-07,3.2977807201922476e-10,1.2854258516740033e-08
0.00040485479986474666,0.06721505757221798,3.76,0.0,0.0581096632756564,0.17979822175522725,0.9091505630909094,3.510534735041339e-15,9.075129797075785e-12,0.0005466791705662287,0.00019640782948746044,0.16440611441234862,3.2688013928678546e-05,0.3214541413712221,0.0009355887853128607,0.3998270935492542,1.7371309871563722e-06,1.7990635225096172e-06,1.5783658105017135e-05,0.0019757997979960406,0.01557129683808132,9.295603854340508e-06,0.032820629610379314,1.739465146325444e-05,0.6368030383854592,1.12893604062931e-06,1.7053110072493103e-05,1.916099848385254e-09,1.8459894401616484e-09,1.4794168566105834e-06,1.8427647989033e-07,5.70425484190666e-10,0.007322710114020801,5.095115587587882e-07,0.01124470425919034,3.076390508952995e-12,2.3136389410480995e-06,9.553318402351752e-07,1.1174148448792344e-10,0.022253843664331755,0.000583580216735206,7.74928892368704e-05,1.4052832866304271e-12,0.0002403262663940306,7.312792126011817e-11,3.49206151539852e-14,9.146848251717516e-10,5.2792855379222744e-08,3.677977128755458e-12,6.414718028603722e-13,6.691541243118957e-10,9.830636820449929e-11,9.324330791232518e-09,6.320230293502725e-05,5.110212111493761e-07,4.906794079459216e-09,1.15733456101727e-08,1.2015056378621782e-11,7.393721540127889e-08,7.270344950683851e-09,3.7933389629700183e-07,3.2859373995602787e-10,1.2813462774218973e-08
0.00040574967713427655,0.06722041441196991,3.76,0.0,0.057984919405821636,0.17931547568682754,0.9095629108196653,3.4964308716821368e-15,9.034418515285837e-12,0.0005453286293692349,0.0001958470528146619,0.1645361494021873,3.261800301312e-05,0.32123881623916367,0.0009320062730982207,0.40008281566441356,1.7274112882717341e-06,1.7896574801080017e-06,1.5748876669611426e-05,0.0019630127551126886,0.015582902895995293,9.245756959801396e-06,0.032729520465412346,1.7312667761474984e-05,0.6374331897952514,1.1243093413883761e-06,1.6974751694457883e-05,1.9044936410896955e-09,1.840199827271416e-09,1.4750960660188653e-06,1.831596514354513e-07,5.688286376006579e-10,0.00731925788750576,5.06309401458999e-07,0.011228135792810082,3.0693151890146922e-12,2.30749258131368e-06,9.523404622692448e-07,1.1156959250131245e-10,0.022285679436081732,0.0005841422667817552,7.746152204582749e-05,1.4016398075764265e-12,0.0002405303494074343,7.31592713124069e-11,3.479772895353032e-14,9.098022755310947e-10,5.266720439873902e-08,3.659063285401498e-12,6.381730917816818e-13,6.656538012897707e-10,9.81414250700559e-11,9.308911309642655e-09,6.325616278563314e-05,5.095291603354537e-07,4.89246749761174e-09,1.1561524215941797e-08,1.2025295674940923e-11,7.375711260337406e-08,7.249154998232392e-09,3.787652510497587e-07,3.274162789806215e-10,1.2772868875202172e-08
0.00040664455440380645,0.0672257423110867,3.76,0.0,0.057860981707456544,0.17883547100851382,0.9099726050253865,3.4824495122702783e-15,8.994032994837349e-12,0.0005439858071084104,0.00019528996763989767,0.16466560580420947,3.2548377116722054e-05,0.3210245474513423,0.0009284485133224309,0.4003372753033636,1.7177789125819653e-06,1.7803301256598567e-06,1.571433118772848e-05,0.0019503530627112049,0.015594441218486844,9.196345745200752e-06,0.03263888739490026,1.7231321610098682e-05,0.6380599813965346,1.1197169917202516e-06,1.6897030949030432e-05,1.8929979130834017e-09,1.834443608774151e-09,1.4707988074979228e-06,1.820534598944996e-07,5.672427951102054e-10,0.007315788758898143,5.031374777386235e-07,0.011211602317135989,3.0622842683392697e-12,2.3013740154768943e-06,9.49368306836046e-07,1.1139812823718877e-10,0.02231737177688057,0.0005846993887868424,7.742994599613869e-05,1.3980253660897843e-12,0.0002407331825411392,7.319012068315553e-11,3.46756169307182e-14,9.049680620222337e-10,5.254233859266208e-08,3.64031165216445e-12,6.349026710956912e-13,6.621838836897003e-10,9.797699062989465e-11,9.293545554041936e-09,6.330937094886697e-05,5.080481409743898e-07,4.87824683912628e-09,1.1549790627780762e-08,1.2035411080043037e-11,7.357796757420635e-08,7.2281214457448896e-09,3.7819753172512715e-07,3.262456420871363e-10,1.2732475606878641e-08
0.00040753943167333635,0.06723104153243811,3.76,0.0,0.057737841735096905,0.17835818249261753,0.9103796719177729,3.4687352915607113e-15,8.953969852245504e-12,0.000542650642932297,0.0001947365392089736,0.16479448836001606,3.247913343100025e-05,0.32081132627127684,0.0009249152622756586,0.4005904827202168,1.7082327938102002e-06,1.7710805674571526e-06,1.5680019588064564e-05,0.001937819070093945,0.01560591250471342,9.147365196611391e-06,0.03254872718829255,1.7150606575017188e-05,0.6386834421779713,1.1151586391381228e-06,1.6819940740622442e-05,1.881611288434781e-09,1.828720557166736e-09,1.4665249330984646e-06,1.809577727247428e-07,5.656678502957883e-10,0.007312303102803358,4.999954169676574e-07,0.011195103932652647,3.055297342556462e-12,2.2952831421161167e-06,9.464152034705205e-07,1.1122709170841315e-10,0.022348921776389745,0.0005852516244750195,7.739816533376185e-05,1.3944396496744861e-12,0.00024093477848042592,7.322047485826366e-11,3.4554272914948976e-14,9.001815547627525e-10,5.2418251236555004e-08,3.621720333331049e-12,6.316602101843443e-13,6.587440128053779e-10,9.781306361026082e-11,9.278233452830425e-09,6.33619326863265e-05,5.065780427680547e-07,4.864131044926823e-09,1.1538143990270224e-08,1.2045403594199255e-11,7.33997743950782e-08,7.20724273187295e-09,3.7763075468175856e-07,3.2508178230851897e-10,1.269228175985261e-08
0.00040843430894286624,0.06723631232601816,3.76,0.0,0.0576154911591304,0.177883585211244,0.9107841373790061,3.455162825029531e-15,8.914225903017937e-12,0.0005413230762777527,0.00019418673309064608,0.16492280175892776,3.241026914787575e-05,0.3205991440516644,0.0009214062790224644,0.4008424480638294,1.6987718806200874e-06,1.7619079249382258e-06,1.564593981533708e-05,0.001925409150780611,0.015617317445182275,9.098810367646508e-06,0.032459036653390866,1.707051629912553e-05,0.639303600810148,1.1106339352560777e-06,1.6743474059326424e-05,1.8703324107225893e-09,1.8230304444136665e-09,1.4622742947985618e-06,1.7987245926413527e-07,5.641036978909731e-10,0.0073088012875856066,4.968828535429544e-07,0.011178640734498795,3.0483540113964154e-12,2.2892198574873366e-06,9.434809830082644e-07,1.1105648288687856e-10,0.022380330513652655,0.000585799015192299,7.736618422585056e-05,1.3908823502452934e-12,0.00024113514973954307,7.325033924540712e-11,3.443369076088155e-14,8.95442165959356e-10,5.2294940983562105e-08,3.6032874345294395e-12,6.284453786962191e-13,6.553338307650563e-10,9.764964271266894e-11,9.26297492567387e-09,6.341385322397706e-05,5.051187567442062e-07,4.850119068667451e-09,1.1526583460439097e-08,1.2055274210906997e-11,7.322252713295364e-08,7.186517313976843e-09,3.770649356027403e-07,3.239246528751697e-10,1.2652286127339737e-08
0.00040932918621239614,0.06724155494213309,3.76,0.0,0.0574939217461551,0.17741165448614277,0.9111860270185919,3.441435636089953e-15,8.874797894858552e-12,0.0005400030467775181,0.0001936405151249167,0.16505055064671664,3.234178146505381e-05,0.32038799221977066,0.0009179213249052439,0.4010931813952701,1.6893951349082177e-06,1.7528113277182813e-06,1.5612089784571656e-05,0.0019131216984697825,0.01562865672318513,9.050676361158088e-06,0.032369812613593806,1.6991044494134214e-05,0.639920485698406,1.1061425359084893e-06,1.666762397921767e-05,1.8591599397465473e-09,1.8173730453416458e-09,1.45804674463515e-06,1.7879739041393523e-07,5.625502332056157e-10,0.007305283676430472,4.937994263226931e-07,0.011162212813405462,3.0414538764515157e-12,2.2831840557793333e-06,9.405654774036364e-07,1.1088630171423302e-10,0.0224115990588483,0.0005863416019674727,7.733400677367379e-05,1.3873531616266398e-12,0.0002413343086904209,7.327971919200315e-11,3.431386440712412e-14,8.907492923169613e-10,5.217240275814277e-08,3.585011109119805e-12,6.252578545600505e-13,6.519529880953894e-10,9.748672662061542e-11,9.2477698831516e-09,6.346513775800008e-05,5.036701738567407e-07,4.8362098632928364e-09,1.15151081988009e-08,1.2065023918001329e-11,7.304621982864261e-08,7.165943648359532e-09,3.765000894467376e-07,3.227742070870181e-10,1.2612487505663748e-08
0.00041022406348192604,0.06724676963281775,3.76,0.0,0.05737312540699885,0.17694236601447924,0.9115853660363219,3.4278419050809842e-15,8.835682346040347e-12,0.0005386904945405187,0.00019309785164996874,0.16517773960352797,3.2273667627095874e-05,0.3201778623153142,0.0009144601647448948,0.4013426926432225,1.680101536491872e-06,1.7437899179031951e-06,1.5578467446646023e-05,0.0019009551370927065,0.015639931011159576,9.002958355154444e-06,0.03228105191619413,1.6912184921714775e-05,0.6405341248486093,1.1016841010895797e-06,1.6592383681256433e-05,1.8480925582500134e-09,1.8117481355722882e-09,1.4538421350628969e-06,1.7773243928762102e-07,5.610073524794382e-10,0.007301750624745725,4.907447795516784e-07,0.011145820253547196,3.034596542388711e-12,2.2771756303920084e-06,9.376685203076827e-07,1.1071654808048403e-10,0.022442728468802547,0.0005868794253488877,7.730163698117635e-05,1.3838517809912258e-12,0.00024153226749289755,7.330861999469456e-11,3.419478781903156e-14,8.861022811041508e-10,5.205062190868207e-08,3.5668895917363107e-12,6.22097329887889e-13,6.486011500700785e-10,9.732431397732725e-11,9.232618229843407e-09,6.351579143678491e-05,5.02232186582766e-07,4.8224023963752575e-09,1.1503717367649765e-08,1.2074653694235267e-11,7.287084653750225e-08,7.145520212875693e-09,3.7593623089038626e-07,3.2163039837256214e-10,1.257288469295352e-08
0.00041111894075145593,0.06725195664050486,3.76,0.0,0.05725309418494354,0.17647569583948675,0.9119821792548589,3.41460329450808e-15,8.796876073996625e-12,0.000537385360386098,0.00019255870946377788,0.16530437314887178,3.2205924890109785e-05,0.31996874598199093,0.0009110225666372157,0.4015909916139165,1.6708900820596967e-06,1.7348428513601735e-06,1.5545070820677696e-05,0.001888907918131987,0.015651140971551833,8.955651612912442e-06,0.032192751431142086,1.6833931436597633e-05,0.641144545897636,1.0972582948094787e-06,1.6517746441036898e-05,1.837128971531348e-09,1.8061554895596627e-09,1.449660319015236e-06,1.7667748117197674e-07,5.594749536812018e-10,0.007298202480789152,4.877185635070569e-07,0.011129463133137434,3.027781620241905e-12,2.2711944737186182e-06,9.347899475509579e-07,1.1054722182989422e-10,0.02247371978798327,0.0005874125254374678,7.726907876783486e-05,1.380377911372097e-12,0.000241729038115527,7.333704685959533e-11,3.4076454974738306e-14,8.815005554213484e-10,5.192959441806968e-08,3.5489210670260726e-12,6.189634880392803e-13,6.452779734574663e-10,9.716240340453711e-11,9.217519866463136e-09,6.356581935943754e-05,5.008046899624133e-07,4.80869566009681e-09,1.1492410147579639e-08,1.2084164508991252e-11,7.269640135900968e-08,7.125245521601626e-09,3.7537337413226575e-07,3.2049318062954436e-10,1.2533476497041428e-08
0.00041192433029403283,0.06725660147703207,3.76,0.0,0.05714571376906325,0.17605791174831667,0.9123371718663973,3.4026183906101172e-15,8.762212351197434e-12,0.000536217033726666,0.00019207646508006247,0.16541787215911916,3.21452714754106e-05,0.31978140104603464,0.0009079486843631872,0.40181343221617744,1.6626691883258813e-06,1.726853366353684e-06,1.5515205192685115e-05,0.0018781661966443802,0.01566117547690926,8.913423309245124e-06,0.0321136719041373,1.67640165012213e-05,0.6416911959689832,1.093302694142145e-06,1.6451083059476244e-05,1.8273494325099276e-09,1.8011495121585187e-09,1.445916052580095e-06,1.7573646121990588e-07,5.581046736152713e-10,0.007294996530581489,4.850189921650524e-07,0.011114772086356464,3.0216841352090426e-12,2.2658346582358852e-06,9.322148164882087e-07,1.1039519346455608e-10,0.02250149476288985,0.0005878883099549894,7.723961846297136e-05,1.3772747085989653e-12,0.00024190512555162776,7.336223008067058e-11,3.397058646142203e-14,8.773972635427427e-10,5.182131242799562e-08,3.5328787330961598e-12,6.161655877673142e-13,6.423113422159578e-10,9.70171120130029e-11,9.203976819909662e-09,6.36103136498202e-05,4.995288263861733e-07,4.796444895157106e-09,1.148230447065786e-08,1.209262332514435e-11,7.254018938971921e-08,7.1071242564366425e-09,3.7486767095486155e-07,3.1947528212548446e-10,1.2498174536345926e-08
0.0004127297198366097,0.06726122425922125,3.76,0.0,0.05703894107935465,0.17564221220266807,0.9126901561351681,3.390735532301154e-15,8.727794302230901e-12,0.0005350546259476356,0.0001915970226746789,0.16553092813722464,3.208491448580539e-05,0.31959486442191987,0.0009048935361539263,0.4020349057543155,1.654513318590518e-06,1.7189228251282267e-06,1.5485519327794454e-05,0.0018675188064902668,0.015671158879283765,8.8715209632655e-06,0.032034960372192195,1.6694583204503784e-05,0.6422352812759016,1.0893730162692678e-06,1.638489800601715e-05,1.8176520133886147e-09,1.7961693280915789e-09,1.4421900245598966e-06,1.7480334739982906e-07,5.567427293640701e-10,0.00729177887938101,4.823419221558871e-07,0.011100109855854275,3.015620414181259e-12,2.260496763124028e-06,9.296543279695564e-07,1.1024351097169396e-10,0.022529159470346748,0.0005883603295449351,7.721001143009892e-05,1.37419334012589e-12,0.00024208026865439697,7.338703730366354e-11,3.386531130383565e-14,8.733297633594584e-10,5.1713631193886656e-08,3.5169576379083048e-12,6.133888322788709e-13,6.393674188087111e-10,9.687222514386578e-11,9.190476780807485e-09,6.365430883776451e-05,4.982613002122367e-07,4.784274185463044e-09,1.1472265275917232e-08,1.2100987257746928e-11,7.238472016615418e-08,7.089121208533809e-09,3.743628000934523e-07,3.1846265190742216e-10,1.2463028389001442e-08
0.0004135351093791866,0.06726582516025559,3.76,0.0,0.05693277052585424,0.17522858029108052,0.9130411495548405,3.3789504483429327e-15,8.693619641835863e-12,0.0005338980948704887,0.00019112035872202032,0.16564354428089317,3.202485194762812e-05,0.3194091301854474,0.0009018569582181997,0.402255419180313,1.6464217704718975e-06,1.7110506350451265e-06,1.5456011793372145e-05,0.0018569646627616368,0.015681091645639685,8.829941236281596e-06,0.03195661459123691,1.66256271991209e-05,0.6427768213740492,1.0854690243236605e-06,1.631918654943984e-05,1.8080358060298445e-09,1.791214775196825e-09,1.4384821280409973e-06,1.738780522360342e-07,5.553890485967489e-10,0.007288549769738901,4.796871084015555e-07,0.011085476489378987,3.0095901808883644e-12,2.2551807068363194e-06,9.271083655126175e-07,1.1009217417106534e-10,0.022556714651854916,0.0005888286127182465,7.718026039651804e-05,1.3711335959171085e-12,0.00024225447584307983,7.341147219559633e-11,3.3760625208709467e-14,8.692976448549903e-10,5.160654679990335e-08,3.5011565126833615e-12,6.106330002590893e-13,6.364459632795229e-10,9.672774175132786e-11,9.17701966719602e-09,6.369780856105318e-05,4.9700203672989e-07,4.772182813646742e-09,1.1462291979693488e-08,1.2109256998371024e-11,7.222998940189299e-08,7.071235320145045e-09,3.7385877080893957e-07,3.174552566910557e-10,1.2428037194241643e-08
