Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376)
1.878611797633537e-06,0.05777757843498172,3.76,0.0,0.8473652037316065,0.9999574830336929,5.498359004670399e-06,2.156223812991361e-24,1.813242623601872e-18,1.3653035000012704e-05,8.471933072245295e-06,3.288972921089686e-05,5.590551240379697e-07,7.725382488579639e-05,3.591835179520201e-05,3.9079361021350086e-05,4.752302412715179e-07,2.9033909290697215e-07,9.854285123794158e-12,2.7530255772588152e-06,3.720791656907673e-11,3.614665692409192e-08,6.059466824401492e-07,1.627194502112935e-11,8.596004249221588e-10,1.7582015426809416e-08,3.468157580487857e-11,6.7599404657754e-13,6.019986145058238e-20,1.9279920029601178e-17,1.6641644888626483e-11,7.277517194396689e-18,1.150746852115471e-10,6.800070042038127e-10,5.887546614937734e-11,3.9436073531293605e-20,2.7646843004228655e-13,5.550768508267945e-12,6.65813781699532e-19,1.690287762042442e-10,2.0271655171879358e-16,3.562310353727451e-15,1.6456707675235014e-16,2.567630655838947e-16,1.9585832257725408e-23,6.463861120433196e-24,1.1106569303630574e-13,1.782365837328831e-13,7.981459558859278e-17,1.3929220889540536e-17,1.4143639400310961e-14,4.799647720820048e-19,1.911592629576159e-17,1.087698004913778e-19,8.42886948354667e-17,8.093952710027467e-19,8.304897808863625e-13,2.0511576790515034e-26,7.72231212573163e-18,1.1973090398121028e-18,2.838356737181092e-17,2.8649514155181667e-20,3.809481576983773e-18
1.923285866448617e-06,0.05777760219122417,3.76,0.0,0.8473613350836584,0.9999558144698124,5.741638141367319e-06,2.197497550484759e-24,1.8268220587833395e-18,1.3692104564114432e-05,8.567895675748319e-06,3.395694973183018e-05,5.655152400120915e-07,8.045633166378406e-05,3.726817483625699e-05,4.070922059529754e-05,4.806756776418363e-07,2.91196539165079e-07,1.0468274946254183e-11,2.932262328013518e-06,4.016060236572431e-11,3.678214474998789e-08,6.281156858618915e-07,1.713712192914037e-11,9.265246161355167e-10,1.778496028202401e-08,3.702008998706579e-11,6.837378275959581e-13,6.571102087889701e-20,2.14743674652571e-17,1.6839600558460042e-11,7.783956225136065e-18,1.2380100556018696e-10,7.023782173543468e-10,6.470135086351051e-11,4.2242035959506426e-20,2.8894892298639726e-13,5.799081165649836e-12,7.291642148089475e-19,1.776827534483002e-10,2.268530201814962e-16,3.961289892946582e-15,1.7138953831915917e-16,2.914137549355281e-16,2.1917962521434773e-23,7.092357185877165e-24,1.1281944130141591e-13,1.821705231554412e-13,8.158455277366947e-17,1.4237894404303848e-17,1.4461101705960213e-14,5.274483385710715e-19,2.0451943276414248e-17,1.3108539289047749e-19,9.332683570129526e-17,8.961835602656412e-19,8.650170653151948e-13,2.4725101993433212e-26,8.417916304983071e-18,1.3255837892119702e-18,3.107499410980803e-17,3.1787714606055794e-20,4.2361825980479455e-18
1.967959935263697e-06,0.0577776261595192,3.76,0.0,0.847357432955836,0.9999541289531623,5.989159690128253e-06,2.2381742329067785e-24,1.8401076806843646e-18,1.3728110525192883e-05,8.66148103567892e-06,3.5027146806397797e-05,5.718165389277083e-07,8.369479294262774e-05,3.8626495512943244e-05,4.235757368553845e-05,4.8598377109297e-07,2.919867999643819e-07,1.1102639718481386e-11,3.11792360540032e-06,4.3264256880977314e-11,3.741817085409672e-08,6.505127429087902e-07,1.8024193473574045e-11,9.968229981454902e-10,1.798284417477684e-08,3.944037726547712e-11,6.913099674132972e-13,7.155999581915295e-20,2.384748252032712e-17,1.703328471534737e-11,8.309656327800926e-18,1.3291022375411638e-10,7.248334490035652e-10,7.091395141253594e-11,4.5159105944182836e-20,3.0156442298964537e-13,6.050002642632798e-12,7.965439066961721e-19,1.865289522953324e-10,2.5309771413157846e-16,4.392131109721123e-15,1.7828861894542087e-16,3.296106838466896e-16,2.4453814269421654e-23,7.761867666696275e-24,1.1453893077199974e-13,1.8609404073754907e-13,8.334947825001951e-17,1.454569918629353e-17,1.477797450385795e-14,5.780831022288861e-19,2.1838263092527175e-17,1.5720425526606164e-19,1.0304391750355778e-16,9.894912119856587e-19,8.999334468782751e-13,2.9657647448008746e-26,9.15469132070069e-18,1.4634856862739514e-18,3.393119922922753e-17,3.516583157969046e-20,4.696961578916153e-18
2.012634004078777e-06,0.05777765033533439,3.76,0.0,0.847353497998996,0.9999524269067835,6.240929726795643e-06,2.2783234149209045e-24,1.8531313052719483e-18,1.376128064896552e-05,8.752879975124752e-06,3.6100090716875265e-05,5.779717021797112e-07,8.696835599249393e-05,3.999285019481125e-05,4.402397854499225e-05,4.911654724111658e-07,2.9271486974260274e-07,1.1757570095578107e-11,3.310031889579093e-06,4.652252014390281e-11,3.805546177078325e-08,6.7313488718211e-07,1.8933249809239376e-11,1.0705784247241991e-09,1.8176069890613814e-08,4.1942912180165715e-11,6.987198920516664e-13,7.775836830780307e-20,2.640844068865638e-17,1.7223081118783457e-11,8.854771501124285e-18,1.4240625793874392e-10,7.473651786851074e-10,7.752659508122696e-11,4.8188245567259526e-20,3.143100687895732e-13,6.303436512756411e-12,8.680859840962625e-19,1.9556712613987248e-10,2.815693149201652e-16,4.8563711425879366e-15,1.8526250264855941e-16,3.7160495363881445e-16,2.720485839877051e-23,8.473802870595147e-24,1.1622731990314876e-13,1.9001110624032334e-13,8.511116910276816e-17,1.4852948328536402e-17,1.509456992624709e-14,6.319776406590267e-19,2.3275365509884288e-17,1.8764640882733002e-19,1.134707706199958e-16,1.0896142625560937e-18,9.352296512600461e-13,3.540764898726596e-26,9.933870223757319e-18,1.6114514775039465e-18,3.6956969766158705e-17,3.879474910097512e-20,5.1934626107844385e-18
2.057308072893857e-06,0.05777767471453005,3.76,0.0,0.8473495308066995,0.999950708719894,6.496959022594729e-06,2.3179743468986383e-24,1.865924486095316e-18,1.3791825806014402e-05,8.842271772317757e-06,3.7175568820419934e-05,5.839926474155e-07,9.027623756858728e-05,4.1366810060745706e-05,4.570802906614258e-05,4.962310737103694e-07,2.933853724324215e-07,1.2433266867398739e-11,3.5086072812246215e-06,4.9939046017968614e-11,3.869469905205258e-08,6.959793698143221e-07,1.9864398486496838e-11,1.1478742841517977e-09,1.8365015995635644e-08,4.452821827587837e-11,7.05949054621218e-13,8.431796427237985e-20,2.916668047720106e-17,1.740937704528937e-11,9.419456065241898e-18,1.5229288682123259e-10,7.699666273626912e-10,8.455269016978028e-11,5.133040605724749e-20,3.2718145982992324e-13,6.559295415798937e-12,9.439245049231294e-19,2.0479721380841077e-10,3.1238965432634764e-16,5.355574332992634e-15,1.9230952158924234e-16,4.176578764055891e-16,3.018287061688742e-23,9.22958546457862e-24,1.1788760031288318e-13,1.939255655113033e-13,8.687135793076975e-17,1.5159943695276325e-17,1.5411190543020287e-14,6.892411923962682e-19,2.4763764118317842e-17,2.229859447988577e-19,1.2463894235994318e-16,1.196855632482695e-18,9.708971585628715e-13,4.208379039005362e-26,1.0756697335626501e-17,1.7699280631290264e-18,4.015712299240803e-17,4.2685596938681387e-20,5.7273588692404124e-18
2.1019821417089372e-06,0.05777769929333529,3.76,0.0,0.8473455319188979,0.9999489747499581,6.757262751250526e-06,2.3572126601188837e-24,1.8785153159456296e-18,1.381994122784863e-05,8.9298246714078e-06,3.825338428279941e-05,5.898905617628576e-07,9.361771968434862e-05,4.274797893271734e-05,4.740935261622259e-05,5.011902369275208e-07,2.9400258901028127e-07,1.3129940785153047e-11,3.713667693559093e-06,5.3517504954164165e-11,3.933652138252203e-08,7.190436450546921e-07,2.081776374157277e-11,1.2287945573348339e-09,1.8550037884506753e-08,4.719686851879129e-11,7.130503346065933e-13,9.125086849368185e-20,3.213191307402016e-17,1.759247046305523e-11,1.0003872939814525e-17,1.6257376301916024e-10,7.926317049551836e-10,9.200573399100135e-11,5.458656314917583e-20,3.401746266539059e-13,6.81750046058622e-12,1.0241946159848668e-18,2.142193329341749e-10,3.456837345840974e-16,5.891332290424012e-15,1.994281467151613e-16,4.680411239770788e-16,3.3399933416133884e-23,1.0030652491812595e-23,1.1952263363565968e-13,1.978410863165297e-13,8.863171369266846e-17,1.54669761238526e-17,1.5728125345522136e-14,7.499837222789229e-19,2.6304006581809025e-17,2.6385493124911024e-19,1.3658072352739761e-16,1.311525381496818e-18,1.006928157499144e-12,4.980574475073666e-26,1.1624429258779387e-17,1.93937287561612e-18,4.353651212476251e-17,4.684976355540736e-20,6.300352682428792e-18
2.1466562105240172e-06,0.05777772406832529,3.76,0.0,0.8473415018254189,0.9999472253246631,7.021860210176211e-06,2.3961116549362346e-24,1.890930312885021e-18,1.3845807668879985e-05,9.015696402569532e-06,3.933335490654632e-05,5.9567593578951e-07,9.699214557550049e-05,4.4135991209991774e-05,4.912760796903131e-05,5.060520229863e-07,2.945704829809193e-07,1.3847812346097707e-11,3.925229032246979e-06,5.726158663916649e-11,3.998152670749559e-08,7.423253569398728e-07,2.179348578361256e-11,1.313423873414167e-09,1.873146885295467e-08,4.994948528432657e-11,7.200379009012438e-13,9.856943783032169e-20,3.531413221011726e-17,1.7772675033841e-11,1.0608185555406474e-17,1.7325242551810204e-10,8.153549608552396e-10,9.989932090429386e-11,5.795768442176017e-20,3.5328600212345853e-13,7.0779806458691526e-12,1.1090325539653882e-18,2.2383377324117386e-10,3.8157975187632383e-16,6.465264009086709e-15,2.066169795526272e-16,5.230368801210447e-16,3.6868438378307076e-23,1.0878455277546582e-23,1.211351263003666e-13,2.0176120351618648e-13,9.03938406989373e-17,1.5774325068563703e-17,1.604565289018082e-14,8.143159867443803e-19,2.789667549010985e-17,3.1094748569037165e-19,1.4932917461764792e-16,1.4339409599996387e-18,1.043315501638245e-12,5.87049473432889e-26,1.2538335835993953e-17,2.120254249013378e-18,4.710003165827772e-17,5.1298907380239184e-20,6.914175655815253e-18
2.1913302793390973e-06,0.05777774903639937,3.76,0.0,0.8473374409692552,0.9999454607437982,7.29077455578107e-06,2.4346892868407894e-24,1.9031968471222563e-18,1.3869592481433768e-05,9.100034704148962e-06,4.04153120464335e-05,6.013585976965019e-07,0.00010039891585793318,4.553050990481421e-05,5.086248333516547e-05,5.108249211915625e-07,2.950927239542827e-07,1.458711156128233e-11,4.143305363704766e-06,6.117500253806536e-11,4.063027435158027e-08,7.658223269396979e-07,2.279172006665276e-11,1.4018475629040737e-09,1.8909621178484212e-08,5.278673999263773e-11,7.268739601744778e-13,1.0628631385876533e-19,3.872362416791131e-17,1.7950333662230583e-11,1.1232556382068105e-17,1.843323112698444e-10,8.381315380072117e-10,1.0824715032125292e-10,6.144472448879519e-20,3.6651239345610636e-13,7.34067231364942e-12,1.198575711328706e-18,2.3364098988185415e-10,4.202091230751399e-16,7.079016030137841e-15,2.1387474407177996e-16,5.829379960210604e-16,4.0601088789975116e-23,1.1774460256338832e-23,1.2272761632246357e-13,2.0568934147932907e-13,9.215927848139304e-17,1.608225869538548e-17,1.6364043138262755e-14,8.823495990013355e-19,2.954238880128271e-17,3.650240166335499e-19,1.6291815202766633e-16,1.5644274607577537e-18,1.0800526677440734e-12,6.89254005830078e-26,1.3499701050567664e-17,2.3130517903746674e-18,5.085262231169384e-17,5.604496906043376e-20,7.570588845215454e-18
2.2360043481541773e-06,0.05777777419476053,3.76,0.0,0.8473333497496658,0.9999436812810395,7.5640325528219805e-06,2.4730224785184636e-24,1.915338800154004e-18,1.3891450610662376e-05,9.182977840587472e-06,4.1499099605425826e-05,6.069477473181583e-07,0.00010383748488031579,4.6931224779559795e-05,5.261369449134215e-05,5.155168784764199e-07,2.9557270946557195e-07,1.534807772039273e-11,4.367909072401725e-06,6.526148833257773e-11,4.128328710312373e-08,7.895325424903602e-07,2.3812636579949565e-11,1.494151708387992e-09,1.9084787195758235e-08,5.5709352463365326e-11,7.336165037778039e-13,1.1441443632943174e-19,4.237097791088526e-17,1.8125680046246134e-11,1.1877158885328495e-17,1.9581676596743642e-10,8.609571269264322e-10,1.1706303462755708e-10,6.504867540787208e-20,3.798509556434495e-13,7.605518624087974e-12,1.292962825630034e-18,2.436415969256168e-10,4.617065155027056e-16,7.734262646149226e-15,2.2120027839336883e-16,6.480481490511113e-16,4.461090256770978e-23,1.2720151430875922e-23,1.243025256528082e-13,2.0962874368777586e-13,9.392950480333472e-17,1.639103454991738e-17,1.6683552347480773e-14,9.541970938537284e-19,3.124179916408616e-17,4.2691563729548247e-19,1.7738233501081593e-16,1.7033178778236259e-18,1.1171337162152252e-12,8.062451167724714e-26,1.4509823873788896e-17,2.518256764639843e-18,5.479927561022483e-17,6.110018492275879e-20,8.271382973707312e-18
2.2806784169692573e-06,0.057777799540895715,3.76,0.0,0.84732922852509,0.9999418871856391,7.841664337546693e-06,2.5111875466899633e-24,1.9273779621011902e-18,1.3911525515527524e-05,9.264655111592454e-06,4.258457310498334e-05,6.124519896078166e-07,0.00010730735726938985,4.833785058393987e-05,5.438098300793995e-05,5.201353282269423e-07,2.960135851731926e-07,1.6130959145433643e-11,4.599051007727034e-06,6.952480625747423e-11,4.194105325008133e-08,8.134541463611198e-07,2.4856419176465745e-11,1.5904231928364142e-09,1.9257240356593326e-08,5.871809005395012e-11,7.402905629523571e-13,1.2296705534454716e-19,4.626709531723982e-17,1.8298961224837076e-11,1.2542168091691244e-17,2.0770905403591756e-10,8.838279217465225e-10,1.2636090697938167e-10,6.877052808405092e-20,3.932991662996682e-13,7.87246904917714e-12,1.3923339633946167e-18,2.538363609142532e-10,5.06209879496619e-16,8.432706143181675e-15,2.285925278829681e-16,7.186820048457726e-16,4.8911215447403185e-23,1.3717030045939705e-23,1.2586213919551435e-13,2.1358252001016887e-13,9.570593610369359e-17,1.670089933302395e-17,1.700442622550701e-14,1.029971991036197e-18,3.299559413255008e-17,4.975287548243798e-19,1.9275725263368597e-16,1.850953365244362e-18,1.1545532536071473e-12,9.397396361852351e-26,1.55700190663315e-17,2.736372474168299e-18,5.894503812864421e-17,6.647709826145511e-20,9.018378690633091e-18
2.3253524857843374e-06,0.05777782507255738,3.76,0.0,0.8473250776158904,0.9999400786840202,8.123703194244575e-06,2.5491929162332594e-24,1.9393383142107824e-18,1.3929950021301868e-05,9.345187349437158e-06,4.367159882425362e-05,6.178793673908647e-07,0.00011080808466366737,4.9750125389787945e-05,5.616411457269286e-05,5.246872184945841e-07,2.964182635546661e-07,1.6936012936917714e-11,4.83674062098901e-06,7.396874733836088e-11,4.2604028560154506e-08,8.375854267675249e-07,2.592326491810953e-11,1.6907497456667758e-09,1.9427236267227812e-08,6.181376663182514e-11,7.468341692943836e-13,1.3195774241835038e-19,5.0423201499985625e-17,1.84704895852638e-11,1.3227755493244506e-17,2.200123678774319e-10,9.06740580686665e-10,1.361548289444583e-10,7.261125239408564e-20,4.0685480159532704e-13,8.14147889761057e-12,1.4968305485125268e-18,2.6422619459207385e-10,5.538604835793018e-16,9.1760770747956e-15,2.3605053838774724e-16,7.951653826551507e-16,5.351568441420597e-23,1.4766614936205064e-23,1.2740857680362393e-13,2.175536963004731e-13,9.748992795487636e-17,1.7012089097211385e-17,1.7326903824362908e-14,1.1097888573185858e-18,3.480449635036844e-17,5.778498385614346e-19,2.0907931017147032e-16,2.0076834905019287e-18,1.192306397191693e-12,1.0916062019345983e-25,1.6681617930296025e-17,2.967914631775232e-18,6.329501540355721e-17,7.218857107721912e-20,9.813426864562498e-18
2.3700265545994174e-06,0.057777850787746006,3.76,0.0,0.8473208973069228,0.9999382559812852,8.410185344770951e-06,2.5871061893380137e-24,1.9512404817864508e-18,1.3946847108587798e-05,9.42468740204871e-06,4.4760053003148445e-05,6.232373932286448e-07,0.00011433926263025668,5.116780902048265e-05,5.796287740793415e-05,5.291790394522395e-07,2.96789441210387e-07,1.776350472608484e-11,5.080986093094749e-06,7.859713353403501e-11,4.327263819584125e-08,8.619248081656427e-07,2.7013383433430395e-11,1.795219986647299e-09,1.959501369764334e-08,6.499724142035688e-11,7.533089079569075e-13,1.4140040248211024e-19,5.485085519472541e-17,1.8640445056568825e-11,1.393410584990066e-17,2.3272983641171208e-10,9.296921878481358e-10,1.4645899796577533e-10,7.657186755088182e-20,4.205159134443641e-13,8.412508869592337e-12,1.6065955910686697e-18,2.748121509174504e-10,6.048029520439374e-16,9.966134566460257e-15,2.4357344892327764e-16,8.778354239653361e-16,5.84382913960135e-23,1.587044554293997e-23,1.2894386023801621e-13,2.2154512372371137e-13,9.928277951857812e-17,1.7324830321935975e-17,1.765121111989912e-14,1.1937633676862475e-18,3.666926228905175e-17,6.689503710568869e-19,2.263858157623619e-16,2.1738664906147264e-18,1.2303887414984144e-12,1.263874656920752e-25,1.784596901355245e-17,3.2134117425031993e-18,6.785437553678125e-17,7.824779771523057e-20,1.065840890672176e-17
2.4147006234144975e-06,0.057777876684693634,3.76,0.0,0.847316687849951,0.9999364192626335,8.701149750593518e-06,2.625004783993678e-24,1.9631019455537996e-18,1.3962330643607692e-05,9.503260599938051e-06,4.5849821104583124e-05,6.285330802534718e-07,0.00011790052775916868,5.25906815718984e-05,5.977708077858859e-05,5.336168499727348e-07,2.9712961487878153e-07,1.8613708433666506e-11,5.33179445344309e-06,8.341381978734385e-11,4.394727855738658e-08,8.864708427073793e-07,2.8126996313216535e-11,1.903923467722629e-09,1.9760795558831418e-08,6.826941775663402e-11,7.597593485516717e-13,1.5130928527681684e-19,5.956195920223419e-17,1.8809008735614388e-11,1.4661407171540087e-17,2.458645329534811e-10,9.52680216051831e-10,1.5728775463093117e-10,8.065340066179778e-20,4.3428080821016905e-13,8.685524632821894e-12,1.7217736585585228e-18,2.8559541720711813e-10,6.591853047784542e-16,1.0804666647206624e-14,2.511604859773227e-16,9.670407643577125e-16,6.369334716661575e-23,1.703008140902028e-23,1.3046990023819153e-13,2.2555951881244085e-13,1.0108573485781135e-16,1.763933968443562e-17,1.797756342425721e-14,1.2820123643862358e-18,3.859068205746487e-17,7.719919856028858e-19,2.447150075493269e-16,2.349869532602857e-18,1.2687963267769432e-12,1.4587458004384703e-25,1.906443877337355e-17,3.473405485514429e-18,7.262835250813246e-17,8.466831605056521e-20,1.1555237125803146e-17
2.4593746922295775e-06,0.05777790276184849,3.76,0.0,0.8473124494659043,0.9999345686946994,8.996637926884802e-06,2.662889460126371e-24,1.974943931833307e-18,1.3976506054181571e-05,9.581005205423422e-06,4.694079713143811e-05,6.337729718591767e-07,0.00012149155492903903,5.401854202158686e-05,6.160655358788646e-05,5.380063032330784e-07,2.9744109626021286e-07,1.948690603174225e-11,5.589171690548778e-06,8.842269598885813e-11,4.4628319051333135e-08,9.112222022831809e-07,2.926433654644973e-11,2.016950712875663e-09,1.992478984425465e-08,7.163124179546122e-11,7.660938333019472e-13,1.616989952727967e-19,6.456877088247958e-17,1.8976476324982306e-11,1.5409839982483083e-17,2.594194824662526e-10,9.757024936726383e-10,1.686555897348682e-10,8.485684350280259e-20,4.481480266991299e-13,8.960496423943161e-12,1.8425108477154644e-18,2.965773094864274e-10,7.17158999158832e-16,1.1693490602453843e-14,2.588109581113268e-16,1.0631417085730958e-15,6.929549542126455e-23,1.8247101790777584e-23,1.3198844657899827e-13,2.2959954862897267e-13,1.0289998298603097e-16,1.7955824133025884e-17,1.8306171889107362e-14,1.3746539141863347e-18,4.056957967664554e-17,8.882317940684949e-19,2.6410608049852487e-16,2.536068970934178e-18,1.3075256093157148e-12,1.6786015011390418e-25,2.0338412201134793e-17,3.7484510916234814e-18,7.762224920715959e-17,9.146401839183276e-20,1.2505855105767726e-17
2.5040487610446575e-06,0.05777792901786027,3.76,0.0,0.847308182346993,0.999932704426804,9.296693768156097e-06,2.7008211604981726e-24,1.9867848112349016e-18,1.3989470955471925e-05,9.658012843104826e-06,4.8032882994134824e-05,6.389631701775913e-07,0.00012511205473762142,5.545120692262467e-05,6.345114305745371e-05,5.423526712783054e-07,2.9772602573961746e-07,2.0383387314241532e-11,5.853122854899107e-06,9.362768885754994e-11,4.531610378135053e-08,9.361776710866056e-07,3.042564797821718e-11,2.134393256159021e-09,2.008719053280478e-08,7.508370118586353e-11,7.723734613811731e-13,1.7258450240339418e-19,6.988391270123239e-17,1.914298618384114e-11,1.6179600150274687e-17,2.7339766823117494e-10,9.987571739145402e-10,1.8057715112885398e-10,8.918324784093025e-20,4.621163252658904e-13,9.237398679607753e-12,1.9689550628796988e-18,3.0775926719974706e-10,7.788789738555736e-16,1.263445334806018e-14,2.665242494650346e-16,1.1665104087445734e-15,7.525971708483583e-23,1.9523109379966732e-23,1.335011679846812e-13,2.3366771864925577e-13,1.0472666328187634e-16,1.8274482382272416e-17,1.8637235809319523e-14,1.4718073646545247e-18,4.260681147179788e-17,1.0190279090268388e-18,2.8459921294752047e-16,2.7328506026774727e-18,1.3465734335462372e-12,1.92601517890166e-25,2.1669293409616248e-17,4.039117724911809e-18,8.284144022211854e-17,9.864916514411557e-20,1.3512238103283436e-17
2.5487228298597376e-06,0.057777955451566596,3.76,0.0,0.8473038866586857,0.9999308265921334,9.601363384905832e-06,2.7388750205109964e-24,1.9986380384965e-18,1.4001315729294094e-05,9.734368911036e-06,4.9125987925063006e-05,6.441093633017909e-07,0.00012876177108991641,5.688850917834428e-05,6.531071348816822e-05,5.466608685073008e-07,2.9798638509019323e-07,2.1303449680208723e-11,6.123652154524167e-06,9.90327637427979e-11,4.6010953158610416e-08,9.61336138707562e-07,3.161118479418591e-11,2.2563436779972315e-09,2.024817845218354e-08,7.862782374106234e-11,7.786741536184378e-13,1.839811529387377e-19,7.552038282920648e-17,1.9308650356177644e-11,1.6970889748293133e-17,2.878020379696565e-10,1.0218427046266913e-09,1.9306725035315376e-10,9.363368709375632e-20,4.761846582168884e-13,9.51620969077074e-12,2.1012559861727055e-18,3.1914284808068427e-10,8.445036944113175e-16,1.3629431824382691e-14,2.742998151005785e-16,1.2775310457643034e-15,8.160133479095244e-23,2.085972976785141e-23,1.3500965409200362e-13,2.377663930250754e-13,1.0656686760944998e-16,1.8595504641043693e-17,1.8970943314457436e-14,1.5735933980654686e-18,4.4703265569455307e-17,1.165845164252561e-18,3.0623559356992344e-16,2.9406099262636205e-18,1.3859370058558425e-12,2.2037626634226972e-25,2.3058506186983788e-17,4.345988862284504e-18,8.829137441412899e-17,1.0623839605091544e-19,1.4576393469098517e-17
2.5933968986748176e-06,0.05777798206198017,3.76,0.0,0.8472995625415574,0.9999289353088436,9.910694950744546e-06,2.7770438740064053e-24,2.0105225038794693e-18,1.4012124060419607e-05,9.810152972383681e-06,5.0220027936401114e-05,6.492168512318097e-07,0.00013244047893659316,5.8330296894083265e-05,6.718514509805738e-05,5.509354740635834e-07,2.982240092337461e-07,2.2247397927363704e-11,6.4007630437395416e-06,1.0464192635230347e-10,4.671316543280214e-08,9.866965936956987e-07,3.2821211045906634e-11,2.3828956398615053e-09,2.0407922102229106e-08,8.226467612034248e-11,7.848689761340358e-13,1.9590467877982293e-19,8.149156579377591e-17,1.947376084797008e-11,1.7783897909482212e-17,3.026355094566652e-10,1.044957801015942e-09,2.0614086905421463e-10,9.820917833965626e-20,4.903521615108451e-13,9.796911277936456e-12,2.239564968435708e-18,3.307297232054725e-10,9.141952004602903e-16,1.4680333403242528e-14,2.8213717696002826e-16,1.3966000137488564e-15,8.833601746170303e-23,2.2258609989618436e-23,1.3651533646652862e-13,2.41897925411592e-13,1.0842163920860548e-16,1.8919072333872853e-17,1.930748110594205e-14,1.6801340832179674e-18,4.685986252643406e-17,1.3302610376621172e-18,3.2905744852970653e-16,3.1597524020807893e-18,1.4256138700295257e-12,2.5148334375183355e-25,2.4507494519689284e-17,4.669662673740285e-18,9.39775772714758e-17,1.1424674014010837e-19,1.570036108450608e-17
2.6380709674898976e-06,0.05777800884827682,3.76,0.0,0.8472952101130143,0.9999270306810938,1.0224738559465417e-05,2.8153894860140645e-24,2.022455417930044e-18,1.4021973433028322e-05,9.885439127571981e-06,5.1314925318122604e-05,6.542905705403889e-07,0.00013614798215537936,5.977643230211396e-05,6.907433293351294e-05,5.551807531271873e-07,2.984405971277533e-07,2.3215544055774502e-11,6.684458305497685e-06,1.1045922441038184e-10,4.7423018145106465e-08,1.0122581175224207e-06,3.4056000208751346e-11,2.514143917441682e-09,2.0566578437683403e-08,8.599536253728277e-11,7.910105743544119e-13,2.0837120717032194e-19,8.781124318616328e-17,1.9638429346486598e-11,1.8618830679569526e-17,3.1790097565972613e-10,1.0681014213883335e-09,2.1981316518960546e-10,1.029108069158465e-19,5.046181375146969e-13,1.0079488491218871e-11,2.3840353669995303e-18,3.425216724542256e-10,9.881191544710423e-16,1.5789096309114963e-14,2.9003591800202607e-16,1.5241261075661768e-15,9.547978510567366e-23,2.372142310182293e-23,1.380195778582498e-13,2.460645282917952e-13,1.1029197859730531e-16,1.9245360065510056e-17,1.964702586666137e-14,1.791552926582302e-18,4.907755355887566e-17,1.5139717810229136e-18,3.531080683799326e-16,3.3906937110732672e-18,1.4656018842423414e-12,2.8624422730476415e-25,2.6017723087885095e-17,5.010752410456104e-18,9.990565307641171e-17,1.2268962931519818e-19,1.6886213808668032e-17
2.6827450363049777e-06,0.0577780358097842,3.76,0.0,0.8472908294689048,0.9999251128000125,1.0543546091542461e-05,2.8539807620833927e-24,2.0344463955028782e-18,1.4030935590338653e-05,9.960296367068258e-06,5.2410608173204744e-05,6.593351177710328e-07,0.0001398841115681955,6.122679075597696e-05,7.097818585014e-05,5.594006771131652e-07,2.9863772184427567e-07,2.4208207084584183e-11,6.974740127762606e-06,1.164887492508866e-10,4.814076950330053e-08,1.0380198789726979e-06,3.5315834762746306e-11,2.6501844324223543e-09,2.0724293610618754e-08,8.98210235050689e-11,7.972218157554617e-13,2.2139727120574895e-19,9.449360443007138e-17,1.980269115311464e-11,1.947590528421324e-17,3.3360130943772187e-10,1.091272743484821e-09,2.3409947902584083e-10,1.0773970145258454e-19,5.189820407996047e-13,1.0363929333313166e-11,2.5348225358518195e-18,3.545205801404727e-10,1.0664448919046026e-15,1.6957690056000564e-14,2.9799567835559716e-16,1.6605307133885675e-15,1.0304901377271586e-22,2.5249867887929116e-23,1.3952369911844017e-13,2.50268256556308e-13,1.1217884680436497e-16,1.9574535358665425e-17,1.998974196588668e-14,1.907974921143861e-18,5.1357319696011495e-17,1.7187987608506366e-18,3.784318350635499e-16,3.633860013859698e-18,1.5058991995243057e-12,3.250041267813675e-25,2.7590677736502376e-17,5.369886785574889e-18,1.0608128691966695e-16,1.3158290995013718e-19,1.813605794531779e-17
