Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32)
0.0011805174576115876,0.36438242512343844,3.76,0.0,0.000893111734611669,0.04566600477627455,0.8892781211659944,2.792703875977946e-12,3.1725295008376664e-10,0.0008346803220977895,1.9223805302686622e-06,0.12488244764691493,0.0002331516495847907,0.022084256738010507,5.2986931325224836e-05,0.7854297068683807,9.653646488534213e-11,1.7284357046196984e-08,1.5720967267208182e-05,4.312203291640561e-06,0.15336895060000874,1.239680724975324e-05,0.0004087117485646832,1.4068050859057649e-06,0.8454594428484312,1.2620341767555905e-06,2.2775529038405954e-07,7.965012381903113e-12,1.428572216433472e-07,5.0509625508746635e-06,6.73627666413946e-10,2.2692718890150404e-09,0.00035128217868293137,9.444035292658146e-09,0.0011440447573568767,9.21067019854121e-12,1.3036822929091677e-08,6.442167227717903e-09,3.9061189305129e-10,0.0861213251170412,0.001545979630329938,1.5114469476062966e-05,9.764707367965604e-12,0.0013018398051102239,3.781939608403849e-09,1.409214480431634e-13,6.5413728579147646e-09,2.4175445528681834e-07,1.0309323134675215e-13,4.3054935399335e-14,4.5540820202800163e-10,3.824714468188963e-10,1.9332654594671773e-09,0.00026250526961045924,1.0243727667868678e-09,1.3637051310673325e-11,7.231142884683747e-07,6.214422695251775e-10,3.1522128374036135e-08,2.81399563960047e-11,1.2023140336680518e-07,2.498780974891081e-11,3.835640227839186e-11,4.870492802218778e-08,3.6966156539134673e-05,1.4917129849387956e-07,2.8452718077329836e-08
0.001194296909181834,0.36439340426689343,3.76,0.0,0.0008825553780017009,0.045157300824130955,0.8897022156928418,2.7279782087377233e-12,3.1011238003045874e-10,0.0008263781151722602,1.8872361741219512e-06,0.12485213569887119,0.00023076234694297798,0.021921611394025937,5.210008874973249e-05,0.7854963958749418,9.375887993461203e-11,1.692129696352399e-08,1.554492630346335e-05,4.235747700016208e-06,0.1533371993453648,1.2240375486793393e-05,0.0004034251866473473,1.3775252147436436e-06,0.8458232040876734,1.2357428975927701e-06,2.226502626539158e-07,7.805269246056813e-12,1.407614034123019e-07,4.955255405842468e-06,6.601581398835271e-10,2.239392224920743e-09,0.00034791880134858955,9.196986599913896e-09,0.0011349376021712173,9.096813335006314e-12,1.2779835743801457e-08,6.321292301213775e-09,3.8740013565048466e-10,0.0862444185377243,0.001545790169152728,1.4960811882421981e-05,9.66817558579144e-12,0.0013024178371518825,3.779056818335451e-09,1.3791614579672724e-13,6.415322402091055e-09,2.3853332850453815e-07,1.005834226081358e-13,4.2006766170347114e-14,4.444610053367051e-10,3.791367029389072e-10,1.914653957116792e-09,0.00026129634443731813,1.005756765585064e-09,1.3389220737445212e-11,7.213081170749093e-07,6.185803151559803e-10,3.119078504470207e-08,2.762832074086712e-11,1.1894253962612128e-07,2.455926616184789e-11,3.7542396964942555e-11,4.7830283886983574e-08,3.668075751008984e-05,1.4801960230324405e-07,2.7919545001172153e-08
0.0012080763607520805,0.3644041257903047,3.76,0.0,0.0008722290433382042,0.04465966398658294,0.8901160552613602,2.6654557164022873e-12,3.032115318714465e-10,0.0008182560867808809,1.8531696780350318e-06,0.12482305278802892,0.00022842539569750583,0.02176254097910287,5.1236986648841006e-05,0.785561886097708,9.109330074148652e-11,1.656985463457941e-08,1.5373000126788886e-05,4.161488167296241e-06,0.15330569116383658,1.2087948706390354e-05,0.0003982675807826937,1.3492140001923731e-06,0.8461785645259047,1.2102829131017516e-06,2.177175604989585e-07,7.650862642018737e-12,1.3872317735175457e-07,4.862322150752945e-06,6.471378639756743e-10,2.2103387036940683e-09,0.00034463144286259504,8.959018549779644e-09,0.0011260023227736829,8.98600397530677e-12,1.2531040808263833e-08,6.204193649215014e-09,3.84251572746278e-10,0.08636559197034317,0.0015456072659747486,1.4810600508159267e-05,9.574183956627087e-12,0.0013029923353692922,3.776252355812881e-09,1.3501263561287804e-13,6.293306593004281e-09,2.3539049226684188e-07,9.816140457408909e-14,4.09952607281692e-14,4.338958025748016e-10,3.7587286055922785e-10,1.896434713432261e-09,0.00026010472137865255,9.87718391028543e-10,1.314908005312521e-11,7.19543608232812e-07,6.157593210851136e-10,3.0866912903869116e-08,2.7132558728180678e-11,1.1768354377396138e-07,2.4143074599560474e-11,3.675481216793441e-11,4.6982536844953695e-08,3.64017367239108e-05,1.46893644897916e-07,2.7402241208501035e-08
0.001221855812322327,0.3644145986560298,3.76,0.0,0.0008621254518393631,0.044172729454291945,0.890519985375095,2.6050392647127012e-12,2.9653986784154884e-10,0.0008103084469093297,1.8201361283045064e-06,0.1247951524539132,0.00022613911531939977,0.021606925403269497,5.039674242745296e-05,0.7856262208574417,8.853398007554589e-11,1.6229533640261856e-08,1.5205048023248368e-05,4.089336537974195e-06,0.1532744226523715,1.1939378862808024e-05,0.0003932342954270248,1.3218284759470771e-06,0.846525809724241,1.185619242721122e-06,2.1294947492326634e-07,7.501551182528787e-12,1.367403220870033e-07,4.7720554355090395e-06,6.345465404786615e-10,2.1820786041503067e-09,0.00034141751833463634,8.729703100180134e-09,0.0011172338714856116,8.878123946474353e-12,1.2290086517383583e-08,6.090711035779176e-09,3.8116425526897524e-10,0.08648490067586483,0.0015454305781241544,1.4663719813092591e-05,9.48263439143919e-12,0.0013035632196005786,3.773523131149839e-09,1.3220635210963273e-13,6.175150719820295e-09,2.3232324159710027e-07,9.582318906892007e-14,4.0018753509572e-14,4.23695251038004e-10,3.726775365773233e-10,1.8785954790697873e-09,0.0002589299471658321,9.702330124914095e-10,1.2916301350427486e-11,7.178192741310586e-07,6.129782142615507e-10,3.055026281717264e-08,2.6651993776194666e-11,1.1645338976565044e-07,2.3738748441545397e-11,3.599249915231653e-11,4.61605461559719e-08,3.612886982916956e-05,1.4579252092807422e-07,2.6900171116770448e-08
0.0012356352638925735,0.3644248313979197,3.76,0.0,0.0008522376280550712,0.043696148381446275,0.8909143363178691,2.5466369621070133e-12,2.900874181794463e-10,0.0008025296502522257,1.7880929589099988e-06,0.12476839031795346,0.00022390189562085448,0.021454650032541874,4.957851558083389e-05,0.785689441372541,8.607552645583436e-11,1.5899863931415732e-08,1.504093557107232e-05,4.0192092048020855e-06,0.15324339039228352,1.1794524982765563e-05,0.0003883209139577987,1.295328043820017e-06,0.846865212449018,1.1617187308470154e-06,2.0833872366186924e-07,7.357107122318806e-12,1.348107251097508e-07,4.684353071249886e-06,6.223650173950385e-10,2.154580867983686e-09,0.00033827455975672053,8.508636748475684e-09,0.0011086274019382213,8.773060994938844e-12,1.2056640081447083e-08,5.980692747286393e-09,3.781363160900411e-10,0.08660239769374264,0.0015452597822915664,1.4520059388545752e-05,9.393433730723423e-12,0.0013041304185731327,3.7708662070083265e-09,1.2949298152761383e-13,6.060689481934276e-09,2.293289916691096e-07,9.356500957716589e-14,3.907567152190432e-14,4.1384297202404565e-10,3.6954845692984693e-10,1.8611245081188764e-09,0.0002577715868473595,9.532773262109974e-10,1.2690574386652992e-11,7.161336977267369e-07,6.102359649976264e-10,3.0240596566027685e-08,2.6185985728442006e-11,1.1525109791888528e-07,2.3345825173302044e-11,3.5254371430032076e-11,4.536323234513672e-08,3.5861943207665144e-05,1.4471536835686837e-07,2.6412730930512934e-08
0.00124941471546282,0.364434832183641,3.76,0.0,0.0008425588842855304,0.04322958702514173,0.8912994239750044,2.490161765919392e-12,2.8384474549588394e-10,0.0007949143835469106,1.7569998062959658e-06,0.12474272397408721,0.00022171219317421143,0.021305605380034048,4.878150525634345e-05,0.785751586884694,8.371287876363317e-11,1.5580400181181317e-08,1.4880534297404209e-05,3.951026823798497e-06,0.15321259095966003,1.1653252757868866e-05,0.00038352322599340144,1.2696743194815226e-06,0.8471970333756711,1.138549935067864e-06,2.0387842345382794e-07,7.217315449463104e-12,1.3293237642542648e-07,4.599117737674454e-06,6.105752126427838e-10,2.1278159985492813e-09,0.0003352002094748175,8.295438896954164e-09,0.0011001782589729768,8.670708429706165e-12,1.1830386340318407e-08,5.873995056734856e-09,3.7516596569363693e-10,0.08671813395459955,0.0015450945733047046,1.4379513676276537e-05,9.306493445790158e-12,0.0013046938692278277,3.768278789488664e-09,1.2686844558537333e-13,5.949766393564385e-09,2.2640527129860008e-07,9.13833069109758e-14,3.8164528357511103e-14,4.0432348846805426e-10,3.664834503819342e-10,1.844010532713571e-09,0.00025662922280429197,9.36829270354059e-10,1.247160545296082e-11,7.144855286354551e-07,6.075315846381801e-10,2.9937686263108596e-08,2.5733928523818372e-11,1.140757323512055e-07,2.2963864970814172e-11,3.453940078568152e-11,4.458957328604626e-08,3.560075333518509e-05,1.4366136588083052e-07,2.5939346762870608e-08
0.0012631941670330665,0.3644446088019347,3.76,0.0,0.0008330828058712714,0.042772725935191415,0.891675550606532,2.4355312151429965e-12,2.7780291091716483e-10,0.000787457553624113,1.7268183716434382e-06,0.12471811288540807,0.00021956852793540477,0.02115968681623506,4.8004947964017196e-05,0.7858126947763534,8.144128232734778e-11,1.5270720221053108e-08,1.472372135398883e-05,3.884714048147788e-06,0.1531820209345155,1.1515434159284162e-05,0.0003788372155047763,1.2448309882280173e-06,0.8475215217505607,1.1160830200314141e-06,1.995620638328388e-07,7.081973026670627e-12,1.3110336252511969e-07,4.516256706443519e-06,5.991600419488808e-10,2.101755965088613e-09,0.0003321922140570813,8.089750308364305e-09,0.0010918819691073042,8.570964784991849e-12,1.1611026638668567e-08,5.770481715640623e-09,3.7225148808786153e-10,0.0868321583866389,0.0015449346629808302,1.4241981704623486e-05,9.221729356550937e-12,0.0013052535160888125,3.765758219690087e-09,1.243288861817168e-13,5.842233221077433e-09,2.2354971692565588e-07,8.927471560756937e-14,3.728391851274484e-14,3.95122165757971e-10,3.634804426586777e-10,1.8272427391265808e-09,0.0002555024538280867,9.208679445698107e-10,1.2259116303369475e-11,7.128734792498301e-07,6.048641233774701e-10,2.964131379994327e-08,2.5295247989642228e-11,1.1292639856286858e-07,2.2592449354518775e-11,3.3846613506827204e-11,4.38386004945353e-08,3.5345106183859436e-05,1.4262973051812873e-07,2.5479472853418485e-08
0.001276973618603313,0.36445416870190456,3.76,0.0,0.0008238032373390489,0.04232525919326612,0.892043005573385,2.3826671853598285e-12,2.7195344323110566e-10,0.0007801542761364412,1.6975122949927467e-06,0.12469451828680098,0.00021746948004434122,0.021016794297901768,4.724811544445092e-05,0.7858728006803156,7.925626752980266e-11,1.4970423615752193e-08,1.4570379213915855e-05,3.820199282197984e-06,0.15315167690878287,1.1380947080511422e-05,0.0003742590497086332,1.2207636726768892e-06,0.8478389160117603,1.0942896602665338e-06,1.9538348331938558e-07,6.9508878151665524e-12,1.2932186082305466e-07,4.435681582873002e-06,5.881033536718517e-10,2.0763741148760323e-09,0.0003292484185510629,7.891231705938449e-09,0.001083734231546648,8.473733510058225e-12,1.1398277801217797e-08,5.670023491104446e-09,3.6939123698130816e-10,0.08694451801587816,0.0015447797790617936,1.4107366840596298e-05,9.13906137202992e-12,0.001305809310682547,3.76330196591378e-09,1.2187065147858079e-13,5.737949469704564e-09,2.2076006692472657e-07,8.72360515938504e-14,3.6432512236806815e-14,3.862251580749804e-10,3.605374510180469e-10,1.8108107450945573e-09,0.0002543908942533072,9.053735368618751e-10,1.2052843181201026e-11,7.112963211405863e-07,6.022326682059737e-10,2.9351270329561643e-08,2.4869399835333207e-11,1.1180224117801055e-07,2.2231179952888293e-11,3.317508696090548e-11,4.3109395752748396e-08,3.5094816664909424e-05,1.416197153598309e-07,2.5032589923513955e-08
0.0012907530701735594,0.36446351900526325,3.76,0.0,0.0008147142694088905,0.04188689370159207,0.8924020660163714,2.3314955459448712e-12,2.662883099873985e-10,0.0007729998649847694,1.6690470374179602e-06,0.12467190309360987,0.0002154136868301558,0.020876832115576015,4.65103126878532e-05,0.7859319385814146,7.715362964712775e-11,1.4679130325974484e-08,1.442039538804739e-05,3.7574144541171404e-06,0.15312155549319703,1.1249675003593881e-05,0.00036978506873648246,1.1974398095208353e-06,0.8481494443686696,1.073142949292793e-06,1.9133684710969541e-07,6.823878146621165e-12,1.275861344500418e-07,4.357308065758211e-06,5.77389867661499e-10,2.0516450908921378e-09,0.0003263667611289941,7.699562465519986e-09,0.0010757309097488338,8.378922678723835e-12,1.1191871173006399e-08,5.572497732074439e-09,3.665836321956947e-10,0.08705525806015607,0.001544629664229127,1.39755765582669e-05,9.058413247489554e-12,0.0013063612110052138,3.760907616370587e-09,1.1949028286097273e-13,5.636781901228579e-09,2.1803415619394158e-07,8.526430062857972e-14,3.560905070459878e-14,3.7761935810430353e-10,3.576525791602516e-10,1.7947045785420916e-09,0.0002532941731451022,8.903272551361833e-10,1.185253590777051e-11,7.097528816954042e-07,5.99636340986848e-10,2.906735578099959e-08,2.445586777429017e-11,1.1070244183294915e-07,2.187967734130753e-11,3.2523946384392696e-11,4.2401087957110664e-08,3.4849708111575864e-05,1.4063060748330862e-07,2.4598203642837138e-08
0.0013045325217438059,0.3644726665252324,3.76,0.0,0.0008058102268073131,0.04145734851790636,0.8927529974910707,2.2819459419106325e-12,2.6079989067795785e-10,0.0007659898224167762,1.6413897717255817e-06,0.12465023181595036,0.00021339983999579283,0.0207397086584092,4.579087608542297e-05,0.7859901409109166,7.512941069526205e-11,1.4396479472085433e-08,1.4273662159541376e-05,3.6962948047135176e-06,0.15309165332318656,1.1121506687503338e-05,0.0003654117760273147,1.1748285357472582e-06,0.8484533253432511,1.0526173149815085e-06,1.8741662654970412e-07,6.70077205712914e-12,1.258945273922858e-07,4.281055721311068e-06,5.670051193221286e-10,2.027544755614069e-09,0.0003235452680945886,7.51443941210784e-09,0.0010678680235091012,8.286444720236785e-12,1.0991551731417952e-08,5.477787968286765e-09,3.63827156311997e-10,0.087164422017314,0.0015444840751883218,1.38465222227948e-05,8.979712359457553e-12,0.0013069091810325644,3.758572872385284e-09,1.1718450288384495e-13,5.538604089627913e-09,2.1536991119693915e-07,8.335660762909482e-14,3.481234155956419e-14,3.692923506125339e-10,3.548240124952587e-10,1.7789146576454586e-09,0.00025221193354163973,8.757112640681399e-10,1.165795704189644e-11,7.082420409890669e-07,5.970742966624922e-10,2.878937840570983e-08,2.4054161791583898e-11,1.0962621720402275e-07,2.153757996103143e-11,3.189236192188571e-11,4.171285020369889e-08,3.46096117993026e-05,1.396617260159815e-07,2.417584319372741e-08
0.0013183119733140524,0.3644816177832489,3.76,0.0,0.0007970856567987948,0.04103635423146337,0.893096054563599,2.2339516497298043e-12,2.554809518725223e-10,0.000759119829715778,1.6145092810692325e-06,0.12462947047806633,0.0002114266829672381,0.020605336194280593,4.508917169744601e-05,0.7860474386344868,7.317988242061886e-11,1.4122128184728516e-08,1.4130076335467465e-05,3.6367786906510478e-06,0.15306196706392608,1.0996335877704992e-05,0.000361135829351789,1.1529005831383873e-06,0.848750768277247,1.032688441167126e-06,1.8361758006252046e-07,6.581406667655279e-12,1.2424545997062115e-07,4.20684777234442e-06,5.569354075812295e-10,2.0040501200335563e-09,0.00032078204920866636,7.335575703920576e-09,0.0010601417415061743,8.196216168472683e-12,1.0797077262669955e-08,5.385783538048149e-09,3.6112035152303317e-10,0.08727205174819566,0.0015443427818147791,1.3720118887873273e-05,8.902889496204311e-12,0.0013074531902661183,3.756295542059216e-09,1.1495020410780676e-13,5.443296008365526e-09,2.1276534531159782e-07,8.1510266769797e-14,3.404125477847126e-14,3.612323693722559e-10,3.520500137225482e-10,1.7634317720308736e-09,0.0002511438317466619,8.615086265514888e-10,1.1468881100404287e-11,7.067627288668165e-07,5.945457215797618e-10,2.8517154351919898e-08,2.366381653728917e-11,1.0857281716116503e-07,2.120454311256707e-11,3.1279545877062825e-11,4.104389709060565e-08,3.437436649855499e-05,1.3871242033075635e-07,2.3765059938290156e-08
0.0013320914248842988,0.36449037902431014,3.76,0.0,0.0007885353183724661,0.040623652376200005,0.8934314813709383,2.1874492591915816e-12,2.5032462402121506e-10,0.0007523857384141746,1.5883758642004641e-06,0.12460958654228267,0.0002094930083914285,0.020473630663693718,4.440459363457923e-05,0.7861038613343923,7.130153078888986e-11,1.3855750533927681e-08,1.3989539013146396e-05,3.5788074014841306e-06,0.15303249341466968,1.0874061033626847e-05,0.00035695403240345496,1.131628180141356e-06,0.8490419738086421,1.0133331942082018e-06,1.7993473543748015e-07,6.465627611127339e-12,1.2263742459607023e-07,4.134610900837176e-06,5.471677467697087e-10,1.981139277398632e-09,0.0003180752933030244,7.162699797735926e-09,0.0010525483742692486,8.108157427685072e-12,1.0608217593539626e-08,5.296379241185279e-09,3.5846181667072874e-10,0.08737818755494087,0.001544205566357473,1.3596285105336985e-05,8.827878661995471e-12,0.0013079932133119618,3.754073534330199e-09,1.1278443867454958e-13,5.350743643872688e-09,2.102185543058182e-07,7.972271229172424e-14,3.329471883333225e-14,3.5342825718832546e-10,3.49328918684177e-10,1.7482470650200125e-09,0.00025008953666567224,8.47703249208477e-10,1.128509383270014e-11,7.053139222085234e-07,5.920498319184817e-10,2.8250507263874395e-08,2.3284389831169704e-11,1.0754152303369033e-07,2.0880238011675065e-11,3.068475015614894e-11,4.039348220430389e-08,3.414381805692358e-05,1.3778206835964452e-07,2.3365426170864053e-08
0.0013458708764545453,0.3644989562313657,3.76,0.0,0.0007801541720473752,0.04021899487896445,0.8937595121478124,2.142378442874111e-12,2.4532437985703776e-10,0.0007457835620070861,1.5629612472653441e-06,0.12459054883731603,0.0002075976557714132,0.020344511486615296,4.373656254572092e-05,0.7861594372863044,6.949104160349121e-11,1.35970365311853e-08,1.3851955360511213e-05,3.522324989628553e-06,0.1530032291124366,1.0754585073596239e-05,0.00035286332692818274,1.1109849607852035e-06,0.8493271343191476,9.945295545752184e-07,1.7636337339100143e-07,6.353288501215559e-12,1.2106898180141077e-07,4.064275061917257e-06,5.376898220041854e-10,1.958791341417351e-09,0.00031542326416605964,6.995554489387787e-09,0.001045084367542072,8.02219255389067e-12,1.0424753876969078e-08,5.209475016138282e-09,3.558502044618381e-10,0.08748286825482306,0.0015440722226976757,1.3474942746378628e-05,8.754616894632805e-12,0.0013085292294912655,3.751904853420342e-09,1.1068440864672437e-13,5.2608386379120315e-09,2.0772771220593095e-07,7.799150994982257e-14,3.2571717119573195e-14,3.4586942869646056e-10,3.4665913249184527e-10,1.7333520168477288e-09,0.0002490487291813465,8.342798317718811e-10,1.1106391546890496e-11,7.038946423723266e-07,5.895858722128122e-10,2.798926790477932e-08,2.2915461273537572e-11,1.0653164598130298e-07,2.0564350907571054e-11,3.010726388864442e-11,3.976089578478786e-08,3.391781900875429e-05,1.3687007501845977e-07,2.2976533947558263e-08
0.0013596503280247918,0.36450735513894394,3.76,0.0,0.0007719373702653574,0.0398221435410721,0.8940803717217751,2.0986819644556775e-12,2.4047401422440614e-10,0.0007393094681511482,1.5382385015709715e-06,0.12457232749074215,0.0002057395092379832,0.02021790138157082,4.3084524200147214e-05,0.7862141935309952,6.774528720959573e-11,1.3345691200042087e-08,1.3717234410009162e-05,3.467278111819668e-06,0.1529741709351112,1.063781513618171e-05,0.00034886078536305567,1.0909458799369875e-06,0.8496064343541777,9.762565530655685e-07,1.7289901226316142e-07,6.244250438780866e-12,1.1953875653043684e-07,3.9957733099035914e-06,5.28489947730566e-10,1.936986388576289e-09,0.00031282429668531007,6.833896023906818e-09,0.0010377462960237166,7.938249050711357e-12,1.0246477926749949e-08,5.124975639268878e-09,3.5328421884812124e-10,0.0875861312498367,0.001543942555658336,1.3356016833708087e-05,8.683044094998367e-12,0.0013090612224808498,3.749787593640878e-09,1.0864745700357998e-13,5.173477954851683e-09,2.0529106750246943e-07,7.631434903884581e-14,3.1871284625868835e-14,3.3854583568196615e-10,3.440391258943227e-10,1.71873842884373e-09,0.0002480211015668855,8.212238199930399e-10,1.0932580482843744e-11,7.02503952801705e-07,5.871531139624392e-10,2.7733273802455054e-08,2.255663095281494e-11,1.0554252546638438e-07,2.025658225794256e-11,2.954641121571023e-11,3.914546255418516e-08,3.3696228210736316e-05,1.3597587073626621e-07,2.2597993995435303e-08
0.0013734297795950383,0.3645155812459735,3.76,0.0,0.0007638802483339759,0.03943286955090937,0.894394275978683,2.056305409264844e-12,2.35767625362846e-10,0.000732959771315573,1.5141819668672144e-06,0.12455489386534926,0.00020391749544846323,0.020093726196114593,4.2447948157299645e-05,0.7862681559413108,6.606131425521763e-11,1.3101433709821202e-08,1.3585288864954652e-05,3.4136158810623735e-06,0.15294531570402295,1.052366235647263e-05,0.0003449436039462843,1.071487134553716e-06,0.849880051017229,9.584942111799514e-07,1.695373938103378e-07,6.138381554765321e-12,1.1804543466103903e-07,3.929041635259572e-06,5.195570293269896e-10,1.915705404323258e-09,0.0003102767932288464,6.677493268680384e-09,0.001030530857463423,7.856257678775583e-12,1.0073191597622235e-08,5.0427904447007785e-09,3.507626125615924e-10,0.08768801259231664,0.0015438163803588134,1.3239435383957426e-05,8.613102868005773e-12,0.0013095891799807609,3.747719934526389e-09,1.0667105925541216e-13,5.088563569167124e-09,2.0290693931760223e-07,7.468903502455235e-14,3.119250485678515e-14,3.314479350312905e-10,3.4146743187422205e-10,1.7043984085098442e-09,0.0002470063569358154,8.085213618448127e-10,1.0763476229117643e-11,7.011409567854625e-07,5.847508543300495e-10,2.7482368916175025e-08,2.2207518243454042e-11,1.0457352782027563e-07,1.9956645956682972e-11,2.9001549231697354e-11,3.854653969616957e-08,3.347891050147265e-05,1.3509891008160578e-07,2.2229434692826185e-08
0.0013872092311652848,0.364523639827779,3.76,0.0,0.0007559783158784558,0.0390509530251055,0.8947014323008923,2.015196772261685e-12,2.3119959742105595e-10,0.0007267309258448996,1.4907671797530826e-06,0.12453822049908637,0.0002021305816005495,0.019971914747723113,4.182632652160542e-05,0.7863213492848468,6.443633233308196e-11,1.2863996567113452e-08,1.345603491734103e-05,3.36128972859066e-06,0.15291666028607565,1.0412041656376505e-05,0.00034110909625624785,1.0525860903579625e-06,0.8501481543407317,9.41223485480256e-07,1.6627446997233409e-07,6.0355565849207235e-12,1.1658775974956367e-07,3.864018811086984e-06,5.108805273803142e-10,1.894930232762664e-09,0.00030777922024602313,6.526126944636224e-09,0.0010234348670821259,7.77615227746053e-12,9.904706207389093e-09,4.962833063064237e-09,3.482841847941001e-10,0.08778854704689783,0.0015436935216117558,1.3125129259461638e-05,8.544738373937468e-12,0.0013101130934060794,3.7457001362757845e-09,1.0475281564851509e-13,5.006002175240437e-09,2.0057371387957198e-07,7.311348266584158e-14,3.0534506960391243e-14,3.24566658818612e-10,3.3894264246099585e-10,1.690324355410096e-09,0.00024600420872502004,7.961592667254244e-10,1.059890317983766e-11,6.998047953603901e-07,5.823784149174773e-10,2.7236403322812173e-08,2.1867760686168976e-11,1.0362404489497214e-07,1.9664268610863678e-11,2.8472066065199885e-11,3.7963514974232764e-08,3.326573638292933e-05,1.3423867047701516e-07,2.1870501110250478e-08
0.0014009886827355312,0.36453153594731286,3.76,0.0,0.0007482272487668952,0.0386761825761892,0.8950020399801798,1.9753066662497096e-12,2.2676458400612968e-10,0.0007206195194049306,1.4679708067083202e-06,0.124522281048361,0.00020037777355320327,0.01985239867431088,4.1219172775580084e-05,0.7863737972826524,6.28677034770859e-11,1.2633124860391186e-08,1.3329392076171011e-05,3.310253275175586e-06,0.15288820159548042,1.030287154768862e-05,0.0003373546871462389,1.0342212134486572e-06,0.8504109076351231,9.244262154993858e-07,1.6310639053399852e-07,5.935656474151263e-12,1.1516452997434725e-07,3.800646248996584e-06,5.024504244483828e-10,1.874643529570543e-09,0.00030533010507088654,6.379588911645238e-09,0.0010164552522973606,7.697869597955107e-12,9.740841997042332e-09,4.8850211774340105e-09,3.4584777900820754e-10,0.087887768149067,0.0015435738133606116,1.3013032028603528e-05,8.47789818921992e-12,0.0013106329576009486,3.743726535475363e-09,1.0289044387838155e-13,4.9257049193728015e-09,1.982898415411698e-07,7.158570954219163e-14,2.989646302517411e-14,3.1789338616002554e-10,3.3646340573402484e-10,1.6765089478224304e-09,0.0002450143802079664,7.841249673898507e-10,1.043869402788726e-11,6.984946453413942e-07,5.800351406133303e-10,2.699523292088493e-08,2.153701294298183e-11,1.0269349279366817e-07,1.937918886224532e-11,2.795737908942197e-11,3.739580497552594e-08,3.305658172201004e-05,1.3339465099475733e-07,2.1520854114023785e-08
0.0014147681343057777,0.3645392744657183,3.76,0.0,0.0007406228814792004,0.03830835490507126,0.8952962906069657,1.936588383087224e-12,2.2245749296040087e-10,0.0007146222667928934,1.4457705814895229e-06,0.12450705023448809,0.0001986581140513698,0.019735112293730848,4.062602068197384e-05,0.7864255226642352,6.13529324334984e-11,1.2408575554065245e-08,1.3205283005847318e-05,3.2604622107329947e-06,0.1528599365951384,1.0196073947187864e-05,0.0003336779070510386,1.0163720065719063e-06,0.8506684678175298,9.080850749933782e-07,1.6002949163147473e-07,5.838568008609654e-12,1.1377459526796704e-07,3.7388678636974786e-06,4.942571941529813e-10,1.8548287179380132e-09,0.0003029280329150138,6.237681503271955e-09,0.0010095890477340528,7.621349146963558e-12,9.581427626634378e-09,4.809276295380822e-09,3.434522808726185e-10,0.08798570826051035,0.0015434570981544445,1.2903079834336826e-05,8.412532176151211e-12,0.0013111487705735015,3.741797541087821e-09,1.0108177229280493e-13,4.847587145538697e-09,1.960538335558014e-07,7.010383009453333e-14,2.927758559140997e-14,3.114199172986592e-10,3.340284230084486e-10,1.6629451301131208e-09,0.00024403660403609192,7.724064844466088e-10,1.0282689292251832e-11,6.972097174737005e-07,5.777203985072851e-10,2.6758719151587234e-08,2.1214945822638058e-11,1.0178131067678949e-07,1.910115675100001e-11,2.7456933251932077e-11,3.6842853472682816e-08,3.2851327470893095e-05,1.325663712282661e-07,2.118016952779281e-08
