Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028)
1.5270963799217234e-07,0.3556040211824612,3.76,0.0,1.0072178428022938,0.9999995091292553,3.966636262761192e-08,1.3727438552682172e-22,1.6708516905277024e-16,4.058752764699424e-05,2.1561708446009164e-06,2.182725880556918e-06,4.4776463033571674e-07,8.874152513348559e-07,3.9243117032993557e-07,4.174303844065379e-07,5.61489727593816e-09,4.2687096303193565e-08,5.020848846080338e-14,1.3062423958801992e-09,5.406979621930441e-14,2.2539122805490385e-08,2.5625915915981495e-08,4.0876431516231017e-13,1.3395448022089686e-12,9.412453650479449e-09,5.643095507306945e-15,3.5369824475146666e-13,8.989750250314042e-23,2.6997794965597105e-22,1.707613008734055e-12,7.49244743965485e-20,5.63158459067129e-14,4.047068813544196e-10,2.3247571083498305e-16,3.1729605315347964e-22,5.562194409531731e-16,1.0656229256395918e-14,5.775713929859801e-23,5.118843306382777e-12,8.0677952453356e-21,6.110487530507098e-19,2.1499010321794415e-17,1.7309428809490233e-21,3.4876624883516034e-27,5.182292121407856e-28,4.302894361458872e-13,6.288931749943158e-13,1.2211554617870048e-17,3.59553398791265e-18,3.0780232251684063e-14,1.107139040006189e-23,3.366272479932628e-20,4.853527650505548e-26,1.848973717595671e-22,2.0813013764975552e-24,1.6778654893043556e-13,2.6355970658221775e-32,1.4457765616180545e-21,3.903264413863394e-24,2.6798567720671907e-21,1.3301047363714877e-25,6.127126502479472e-23,1.9108153588020377e-22
1.5626839111646493e-07,0.35560405523884714,3.76,0.0,1.0072171985896827,0.9999994935177722,4.256957063299205e-08,1.477745616518032e-22,1.7088339163189711e-16,4.148225657434351e-05,2.2443073100402445e-06,2.2837616743394838e-06,4.700699311246522e-07,9.44150325671674e-07,4.036364702726443e-07,4.481506616409438e-07,5.868375708757437e-09,4.3889335736245876e-08,5.609290420875409e-14,1.3716262588498753e-09,5.949867664415766e-14,2.36742703779347e-08,2.6823138267280197e-08,4.438738124014228e-13,1.4744264919230002e-12,9.935843047368266e-09,6.435986334223097e-15,3.681807806579637e-13,1.0464768953324499e-22,3.207722812066852e-22,1.7780319818010331e-12,8.50919503501475e-20,6.271228151475501e-14,4.1482439511991126e-10,2.7098609549382156e-16,3.591874223584421e-22,6.089093183815296e-16,1.1628133023333232e-14,6.654415353002708e-23,5.528009057457477e-12,9.305946206941721e-21,7.117693123331322e-19,2.2874996440387345e-17,2.0495333208903393e-21,4.023999224253947e-27,6.022075507913378e-28,4.562221747388936e-13,6.657677420697673e-13,1.3014203307815452e-17,3.822659076807132e-18,3.2588163085543975e-14,1.2901334975658847e-23,3.75039552551523e-20,5.779903782206104e-26,2.197681999424254e-22,2.4734837547234895e-24,1.7992586864133385e-13,3.146898026685043e-32,1.6562162725648182e-21,4.6265820364330836e-24,3.1350295594006162e-21,1.5290958451783001e-25,7.139443399452386e-23,2.315151011615738e-22
1.5982714424075753e-07,0.35560408942768723,3.76,0.0,1.0072165504540294,0.9999994776527525,4.561739089531395e-08,1.5880270553819147e-22,1.746775556993696e-16,4.237475126377832e-05,2.334070783360177e-06,2.386997808125161e-06,4.929368404561418e-07,1.0031808022955965e-06,4.149809737663121e-07,4.803830152987602e-07,6.127060213915097e-09,4.508981460046393e-08,6.252248593813595e-14,1.4388656837713017e-09,6.53349819054335e-14,2.4840792892609233e-08,2.8046839500090285e-08,4.811246916247641e-13,1.6195564620210951e-12,1.0474782965160039e-08,7.319642140441098e-15,3.829311195123309e-13,1.2140887979681948e-22,3.796462282996657e-22,1.849762774515841e-12,9.638525034502483e-20,6.966872735993092e-14,4.2492815960217206e-10,3.148419663783259e-16,4.0558954079191533e-22,6.651863766608598e-16,1.2663455074929479e-14,7.644329991187852e-23,5.9609574601043196e-12,1.0700700936572957e-20,8.264286797566289e-19,2.430671109698447e-17,2.4184523260054867e-21,4.628306873061648e-27,6.975141768094459e-28,4.831784052351028e-13,7.04010916334807e-13,1.3850779345879236e-17,4.0589870089168984e-18,3.446331852050404e-14,1.4984717705082585e-23,4.168587005552303e-20,6.860306970313476e-26,2.6028772224938354e-22,2.9291414184251984e-24,1.9263017512573293e-13,3.7445965424886095e-32,1.8917260509539605e-21,5.465177659040636e-24,3.6553129156923406e-21,1.7531557387906236e-25,8.292176956810974e-23,2.7940029121210863e-22
1.6338589736505013e-07,0.355604123751386,3.76,0.0,1.0072158983573445,0.9999994615293383,4.881377148770894e-08,1.703716657853791e-22,1.7846801921478181e-16,4.3265017255753684e-05,2.4254573575002476e-06,2.4924287957413436e-06,5.163646621097384e-07,1.0645486528404378e-06,4.264676574363834e-07,5.141650193303515e-07,6.390936403072056e-09,4.6288410146290963e-08,6.953492316823227e-14,1.5079842637150008e-09,7.15997629652347e-14,2.6038773983560877e-08,2.9296962107359218e-08,5.205972684739599e-13,1.7754613123373012e-12,1.1029285095213796e-08,8.302180393628926e-15,3.9794861446600323e-13,1.404016934069863e-22,4.476606974778877e-22,1.9228022971259254e-12,1.0890221156562004e-19,7.722026773154354e-14,4.3501839887857736e-10,3.6464798908905516e-16,4.56883584936057e-22,7.252025031118486e-16,1.3764752913108166e-14,8.756814401863666e-23,6.4185636662627264e-12,1.2267921037140737e-20,9.566041751903607e-19,2.5795174345042537e-17,2.8444033847586058e-21,5.3074828647029e-27,8.053831513955374e-28,5.111762550240619e-13,7.436446628361847e-13,1.4721922317814707e-17,4.304683160589259e-18,3.6406780164577493e-14,1.7350140549070898e-23,4.623072241101041e-20,8.116721331456213e-26,3.0722762733264984e-22,3.456938738317995e-24,2.059116339658441e-13,4.4412235698458646e-32,2.1546754327408117e-21,6.434572212025171e-24,4.248340160319335e-21,2.0049197200597324e-25,9.601252547959672e-23,3.359167271361455e-22
1.6694465048934273e-07,0.35560415821234165,3.76,0.0,1.0072152422616627,0.9999994451426673,5.2162670307072144e-08,1.8249429627387283e-22,1.8225515313454774e-16,4.415306006725702e-05,2.5184632004587632e-06,2.6000491648251055e-06,5.403526550078645e-07,1.1282957490199504e-06,4.380994915793198e-07,5.495341994823947e-07,6.659990300592146e-09,4.748501294159978e-08,7.716964947126262e-14,1.5790061072352548e-09,7.831473788440053e-14,2.726828633877888e-08,3.057344879982596e-08,5.623732164597381e-13,1.9426815014324313e-12,1.1599357204124858e-08,9.392246819837835e-15,4.1323264532117945e-13,1.618653208099291e-22,5.259879151390937e-22,1.997147512998718e-12,1.227469241165569e-19,8.540334541182196e-14,4.4509534391087185e-10,4.2106227266070676e-16,5.134744392582236e-22,7.891121817832306e-16,1.49346250991245e-14,1.0004117383273296e-22,6.901716741827168e-12,1.402470880944187e-20,1.1040134328145063e-18,2.7341403808294902e-17,3.3348241643689607e-21,6.068965090208666e-27,9.271523571027512e-28,5.402337024512298e-13,7.846907787063096e-13,1.5628267951009333e-17,4.5599118341558685e-18,3.841962137066541e-14,2.002872725492607e-23,5.116177450334784e-20,9.573772849214202e-26,3.6144623659628816e-22,4.066511975731671e-24,2.197823749849714e-13,5.250840121670826e-32,2.4476041677534328e-21,7.552007590546525e-24,4.922448140917264e-21,2.287254727378516e-25,1.1084015390597156e-22,4.024014736782014e-22
1.7050340361363533e-07,0.355604192812946,3.76,0.0,1.0072145821290455,0.9999994284878719,5.566805374217851e-08,1.9518346340468838e-22,1.860393415997421e-16,4.503888519326824e-05,2.613084548720918e-06,2.7098534567655173e-06,5.649000380832981e-07,1.1944638644918629e-06,4.4987944012853014e-07,5.865280304596286e-07,6.934208308126741e-09,4.867952550514845e-08,8.546788279704776e-14,1.6519558379501993e-09,8.550230538241831e-14,2.852939238752628e-08,3.187624250717919e-08,6.065355827023628e-13,2.1217713390997085e-12,1.2185003470656197e-08,1.0599036958986232e-14,4.287825877804227e-13,1.860586379862737e-22,6.159203605247502e-22,2.0727954599271165e-12,1.380299874720413e-19,9.425578259091798e-14,4.551592318666012e-10,4.847998061759019e-16,5.7579164473510355e-22,8.570724672004845e-16,1.6175710837967496e-14,1.1399429505991801e-22,7.41131955981605e-12,1.5989479280077504e-20,1.2705235903463956e-18,2.894641473295574e-17,3.897950145231499e-21,6.920763324669802e-27,1.0642697786448138e-27,5.703685756776669e-13,8.271708912278895e-13,1.6570447992823308e-17,4.824836231118881e-18,4.050290706563916e-14,2.3054285058013918e-23,5.650333071582036e-20,1.125898981042835e-25,4.238961862299055e-22,4.768555392316949e-24,2.342544932606062e-13,6.189190483675652e-32,2.7732309289953723e-21,8.836597740599969e-24,5.6867246897645746e-21,2.6032767745433314e-25,1.275932374441387e-22,4.803662929377188e-22
1.7762090986222053e-07,0.35560426244263693,3.76,0.0,1.0072132496014112,0.9999993943544314,6.316417527618668e-08,2.223129819044477e-22,1.9360048573375374e-16,4.680390426614406e-05,2.807159015601719e-06,2.9359920432176108e-06,6.156696752405094e-07,1.3342297673563346e-06,4.738955042076061e-07,6.655392742896107e-07,7.49808396119418e-09,5.106194284528099e-08,1.0422890457727167e-13,1.8037400283232869e-09,1.0138830107030224e-13,3.1146587864614385e-08,3.4560523785791517e-08,7.023587286223473e-13,2.517846416751868e-12,1.3403019036893402e-08,1.3402451974310873e-14,4.60677774263791e-13,2.437753652461416e-22,8.364306944334083e-22,2.227987961002854e-12,1.7338769242365145e-19,1.1412704478095477e-13,4.752488133955161e-10,6.374109253755789e-16,7.194523996984476e-22,1.0057857739016558e-15,1.888228055079751e-14,1.4691864187634613e-22,8.51355429874048e-12,2.062365348824616e-20,1.669121511649303e-18,3.233683028649503e-17,5.279670092364967e-21,8.93040766211905e-27,1.390931600116094e-27,6.339411564468813e-13,9.165187582024717e-13,1.856481775745149e-17,5.3844193624755874e-18,4.488503002815486e-14,3.0295992609858264e-23,6.852059329441681e-20,1.5440304192873363e-25,5.778227874956119e-22,6.498686402715294e-24,2.650510736179494e-13,8.524523552314936e-32,3.534402634770249e-21,1.1994051443463931e-23,7.526193486560845e-21,3.35020598319676e-25,1.67711720761282e-22,6.777746872476545e-22
1.840266654859472e-07,0.3556043256108262,3.76,0.0,1.0072120361403216,0.9999993626684943,7.048578441631821e-08,2.487967097049984e-22,2.0039957199445493e-16,4.838489166618936e-05,2.9873145111232386e-06,3.1469313061199066e-06,6.632669538132694e-07,1.4687160886013954e-06,4.96046116128724e-07,7.42580517218271e-07,8.023103523446324e-09,5.319819592194187e-08,1.238344669251477e-13,1.9471967293108863e-09,1.175411041308602e-13,3.3610553252357256e-08,3.706577891490691e-08,7.976229657174863e-13,2.920752395070848e-12,1.4552475615403648e-08,1.642900794917282e-14,4.902868386056744e-13,3.080979902738666e-22,1.0903547498726118e-21,2.3720878707936168e-12,2.1138094776742077e-19,1.3470879269389084e-13,4.932872710044551e-10,8.082734169489575e-16,8.731797449560661e-22,1.1551081132551455e-15,2.1589037816791175e-14,1.8314702798786427e-22,9.605360158909073e-12,2.5720054287869206e-20,2.115324437169886e-18,3.559937448906298e-17,6.873316008738126e-21,1.1141220859745081e-26,1.7544348977959946e-27,6.95017027488607e-13,1.0020495493624119e-12,2.0488556709043287e-17,5.9228174667320575e-18,4.908037230141431e-14,3.840036483240446e-23,8.100645550760038e-20,2.0329826726192587e-25,7.562963152426086e-22,8.504367391511281e-24,2.94945364640363e-13,1.1265150203918281e-31,4.3625454104589716e-21,1.5643415733432504e-23,9.59843201733538e-21,4.174694884035594e-25,2.126403182891848e-22,9.141465073656661e-22
1.904324211096739e-07,0.35560438926839877,3.76,0.0,1.0072108090111982,0.9999993300381035,7.837635375293838e-08,2.773175194276935e-22,2.0719571054032897e-16,4.995877834357535e-05,3.1726482675303364e-06,3.3648622098744647e-06,7.126630995242762e-07,1.611691859571494e-06,5.18722420406638e-07,8.254658628160005e-07,8.564657414112887e-09,5.532658971262289e-08,1.463165972549855e-13,2.097306230222984e-09,1.356060723155217e-13,3.617745120127814e-08,3.965539132020169e-08,9.019753597657962e-13,3.3713691259693344e-12,1.575232392140396e-08,2.0004233953082732e-14,5.207482485799336e-13,3.863178949744121e-22,1.4085362539707893e-21,2.5203647795247013e-12,2.560801470177197e-19,1.5811269060158599e-13,5.112873487280832e-10,1.0169758525499469e-15,1.0533715763825394e-21,1.3201117007662255e-15,2.456938639656394e-14,2.2670863021901985e-22,1.0797524229951182e-11,3.1844992862718694e-20,2.6603409136042383e-18,3.9068054979497984e-17,8.874705211220905e-21,1.3798978761342793e-26,2.1959347282578934e-27,7.598540948967799e-13,1.0925549556117856e-12,2.2538031484152028e-17,6.495115271568785e-18,5.3520131127626616e-14,4.829584803930826e-23,9.525173572104462e-20,2.655149553147855e-25,9.814876057536618e-22,1.1034660678096652e-23,3.2697472598813204e-13,1.4763604516172779e-31,5.348069002284237e-21,2.02353063202763e-23,1.2143927557617538e-20,5.170274986609293e-25,2.675388683488967e-22,1.2213704965577592e-21
1.9683817673340057e-07,0.35560445342909003,3.76,0.0,1.0072095679942472,0.9999992964348905,8.685917604471966e-08,3.0795197117967334e-22,2.139916413920867e-16,5.152559569579647e-05,3.363140140941436e-06,3.589753410607275e-06,7.638525944301917e-07,1.7633973517097295e-06,5.419414697830101e-07,9.144117425364411e-07,9.122676283113612e-09,5.7446852410280086e-08,1.7198545065538082e-13,2.254230708055415e-09,1.5574036420896608e-13,3.884735554289064e-08,4.232903619950203e-08,1.0159522596287741e-12,3.873429539032315e-12,1.7002494407994113e-08,2.420459376409886e-14,5.520586906415015e-13,4.808200401748837e-22,1.804239886816306e-21,2.672803019192545e-12,3.084011539522894e-19,1.8461187709175403e-13,5.292506032014209e-10,1.2702493428953357e-15,1.2635555881318849e-21,1.5018020653488235e-15,2.7840134310992624e-14,2.787845733421198e-22,1.209579693504055e-11,3.916398644456748e-20,3.3218222730931036e-18,4.274871134654594e-17,1.1370684190113001e-20,1.6975721633766703e-26,2.7287762418566752e-27,8.285508491746908e-13,1.1881548538870119e-12,2.4716770230699642e-17,7.102222242632071e-18,5.821021107167273e-14,6.030037137236604e-23,1.1144069378833897e-19,3.441320711637031e-25,1.2635703748812257e-21,1.4203726397970481e-23,3.6120855047851323e-13,1.9197595923138743e-31,6.514550103928226e-21,2.5972613991585382e-23,1.5249841269907937e-20,6.366887011338884e-25,3.3419187676165973e-22,1.6174488332559064e-21
2.0324393235712726e-07,0.3556045181065821,3.76,0.0,1.0072083128702105,0.9999992618305259,9.595755373188411e-08,3.4077744231615186e-22,2.2079025639410323e-16,5.308537496562091e-05,3.558770354327128e-06,3.821573705170545e-06,8.168297501929527e-07,1.9240719093519434e-06,5.657202489097643e-07,1.0096339119208306e-06,9.697092791106237e-09,5.9558767747594885e-08,2.0117306926934835e-13,2.4181377167301628e-09,1.7810948872034424e-13,4.162027763004483e-08,4.5086391111219654e-08,1.1401059358094441e-12,4.430811748003559e-12,1.830289899554919e-08,2.9114148681025254e-14,5.84214910000944e-13,5.943009981025286e-22,2.2929040275226488e-21,2.8293872684524866e-12,3.693501121010758e-19,2.144955697297139e-13,5.471786331080601e-10,1.5757459893912494e-15,1.507599347291207e-21,1.7012097187467662e-15,3.141848431132011e-14,3.407000484943389e-22,1.3506064907512064e-11,4.786321386241535e-20,4.119862535391116e-18,4.6647160709066396e-17,1.4463109276695142e-20,2.0752495723480574e-26,3.368048922759648e-27,9.012041960658413e-13,1.2889673076923416e-12,2.7028253158969548e-17,7.745035084168223e-18,6.315642739116883e-14,7.477526507749384e-23,1.2977161705758442e-19,4.428219723660892e-25,1.6145134205864651e-21,1.8145852381086452e-23,3.9771592620344396e-13,2.47795692353454e-31,7.888238329002075e-21,3.309368536609494e-23,1.9015728200375495e-20,7.798936966351082e-25,4.1463128508097346e-22,2.1241913233233577e-21
2.0964968798085394e-07,0.35560458331449935,3.76,0.0,1.007207043420404,0.9999992261967313,1.0569478570581029e-07,3.758723146055075e-22,2.2759460205179455e-16,5.463814725233991e-05,3.7595194448648757e-06,4.0602920304493374e-06,8.71588743305272e-07,2.0939539657335466e-06,5.900756742670586e-07,1.1113474320379354e-06,1.0287841310525352e-08,6.166216506609942e-08,2.3423411244878857e-13,2.589200180991859e-09,2.0288762031591108e-13,4.449617456201452e-08,4.792713598588524e-08,1.2750049818937777e-12,5.047539134473096e-12,1.9653434092062148e-08,3.482501404588651e-14,6.172137133713306e-13,7.297981840446207e-22,2.8924137172784734e-21,2.990102499234815e-12,4.400289798144384e-19,2.480694266455575e-13,5.650730769385805e-10,1.9421285881148994e-15,1.7897307055828628e-21,1.9193897008425944e-15,3.5322026574660515e-14,4.1393647742124457e-22,1.503434892995199e-11,5.815146018536408e-20,5.077242222344831e-18,5.076919811360124e-17,1.8270862569044308e-20,2.5220201958438192e-26,4.1307492112543286e-27,9.779094667258003e-13,1.3951085783904365e-12,2.947591189742738e-17,8.424437644800979e-18,6.836450689575478e-14,9.212947670886128e-23,1.5045767109696446e-19,5.659434023832686e-25,2.0483259244497453e-21,2.301820270682711e-23,4.365656465189112e-13,3.1762221401200045e-31,9.498270190436611e-21,4.187713273335249e-23,2.355479511122467e-20,9.505873076003927e-25,5.111612172473857e-22,2.7678656882763617e-21
2.1605544360458062e-07,0.35560464906641404,3.76,0.0,1.0072057594267447,0.9999991895052885,1.1609415585719699e-07,4.133161716144341e-22,2.344078822447082e-16,5.618394352119819e-05,3.9653682198699835e-06,4.305877462714533e-06,9.281236439243852e-07,2.2732810567268896e-06,6.150245941355038e-07,1.2197666547851666e-06,1.0894857673430317e-08,6.375691114834095e-08,2.715465798283227e-13,2.7675963907308e-09,2.302579257306793e-13,4.747495650432938e-08,5.0850953137091996e-08,1.421234729134483e-12,5.7277804970207e-12,2.1053983161655605e-08,4.143782441881287e-14,6.510519470501298e-13,8.90720968767444e-22,3.623399489649867e-21,3.15493395403522e-12,5.21641212896285e-19,2.8565590155816566e-13,5.829356113054663e-10,2.379165703446471e-15,2.1145587461471572e-21,2.157421131809535e-15,3.95687315019898e-14,5.001442832964075e-22,1.6686801889200105e-11,7.02621993571214e-20,6.2196875827754714e-18,5.512059688391366e-17,2.293206755222847e-20,3.0480504943774735e-26,5.035953372412731e-27,1.0587604328264559e-12,1.5066931417591886e-12,3.2063129096333247e-17,9.141300879564065e-18,7.38400891916536e-14,1.1282403893202333e-22,1.737278036920573e-19,7.186461940849657e-25,2.581327295845032e-21,2.9003841760375607e-23,4.7782621873005e-13,4.044472105819191e-31,1.137689356354699e-20,5.264712551508282e-23,2.899523634230487e-20,1.1532828844777917e-24,6.263842934226545e-22,3.579935064023159e-21
2.224611992283073e-07,0.3556047153758453,3.76,0.0,1.0072044606717796,0.999999151728046,1.2717892317157006e-07,4.5319000587619985e-22,2.4123346083192457e-16,5.772279461131732e-05,4.176297719910516e-06,4.558299217014818e-06,9.864284394193107e-07,2.462289832680992e-06,6.405837886115376e-07,1.3351052113659105e-06,1.1518078958817435e-08,6.5842903508622e-08,3.1351252701274913e-13,2.953509995727666e-09,2.604129017359075e-13,5.055649319293211e-08,5.3857527271938435e-08,1.57939767183334e-12,6.475850266484961e-12,2.250441890814775e-08,4.906220674609053e-14,6.857264918483911e-13,1.080883766310993e-21,4.509563508997294e-21,3.323867115049121e-12,6.154975159073272e-19,3.2759459247460977e-13,6.007679497068975e-10,2.897832082802067e-15,2.4870949733374207e-21,2.416406770757794e-15,4.4176942609987795e-14,6.011561609162383e-22,1.8469706753008545e-11,8.445581878798393e-20,7.576145270432155e-18,5.970710891289473e-17,2.8606511852909934e-20,3.664680398073278e-26,6.104999157729985e-27,1.1438493234551829e-12,1.6238337091330614e-12,3.4793238244963905e-17,9.89648286219746e-18,7.958872701192326e-14,1.3737678702570225e-22,1.9982769903820684e-19,9.069886496054727e-25,3.232443333473069e-21,3.631505167189632e-23,5.215658716557092e-13,5.117968952322215e-31,1.3559702900925334e-20,6.577918898096026e-23,3.54816482108132e-20,1.39313361756715e-24,7.632295163128215e-22,4.597889518429664e-21
2.28866954852034e-07,0.35560478225626063,3.76,0.0,1.007203146938702,0.9999991128369266,1.3897231325292653e-07,4.955764354427378e-22,2.4807486415348053e-16,5.925473124230367e-05,4.3922891882855005e-06,4.817526646603422e-06,1.0464970533038515e-06,2.661216068583994e-06,6.667699696587053e-07,1.4575760035216104e-06,1.2157443315244515e-08,6.792006495525482e-08,3.6055877375641567e-13,3.1471300008329863e-09,2.9355472406749285e-13,5.374061965932759e-08,5.694654550109788e-08,1.7501139022709173e-12,7.296208790613258e-12,2.400460511022478e-08,5.78172613315154e-14,7.212342736968241e-13,1.3045411941419554e-21,5.578035225993689e-21,3.49688766546428e-12,7.230217149141131e-19,3.7424258399708373e-13,6.185718415954499e-10,3.510414610321837e-15,2.9127749428723563e-21,2.6974725806514464e-15,4.9165369510332694e-14,7.1900095663943245e-22,2.0389474570782237e-11,1.0102199507312235e-19,9.179073087951944e-18,6.453446491685023e-17,3.547829257109507e-20,4.384527012617431e-26,7.361677880612378e-27,1.2332668427509785e-12,1.7466412515053664e-12,3.766952368917006e-17,1.0690828841740522e-17,8.561588749175687e-14,1.663673357208666e-22,2.290207845744516e-19,1.1380689210134586e-24,4.0235298286922535e-21,4.5196957155953346e-23,5.678525621689544e-13,6.438102455554686e-31,1.6085885316208617e-20,8.170653851377187e-23,4.3176524434099007e-20,1.6760113035981208e-24,9.24981791864631e-22,5.8661814082894456e-21
2.3527271047576067e-07,0.35560484972107714,3.76,0.0,1.007201818011371,0.9999990728039306,1.5149751106744351e-07,5.405599294796268e-22,2.5493578341957755e-16,6.0779784019847615e-05,4.613324045534046e-06,5.0835292423924216e-06,1.1083233606296117e-06,2.8702946729057247e-06,6.935997811836923e-07,1.5873911968495176e-06,1.2812889811938046e-08,6.998833912479579e-08,4.131376044941235e-13,3.3486507615805412e-09,3.298956071759215e-13,5.702714125083419e-08,6.01176973487063e-08,1.9340215530218818e-12,8.193462688565086e-12,2.555439816917086e-08,6.783205000908881e-14,7.575722439441927e-13,1.5664253790487426e-21,6.859758333895889e-21,3.673981483058404e-12,8.457567795150082e-19,4.259747834198523e-13,6.363490715459621e-10,4.230623818147706e-15,3.397480434796333e-21,3.00176729898094e-15,5.455308097004983e-14,8.559181853666282e-22,2.2452642502036394e-11,1.202822265100195e-19,1.1064746938397445e-17,6.960837466923679e-17,4.375869468405774e-20,5.221595177963029e-26,8.832437777637532e-27,1.3271021883550959e-12,1.8752250241768727e-12,4.06952208156369e-17,1.1525171330669184e-17,9.192695407862768e-14,2.0044231649150005e-22,2.615892957194261e-19,1.4201716091601275e-24,4.979724871166253e-21,5.593147286550424e-23,6.167539808773899e-13,8.05326401230229e-31,1.8998477512199696e-20,1.0092697839662455e-22,5.226183294646446e-20,2.0085933674408777e-24,1.1153130983666012e-21,7.437273177859398e-21
2.4167846609948733e-07,0.35560491778366127,3.76,0.0,1.0072004736743232,0.9999990316011416,1.6477765474519779e-07,5.882270431921938e-22,2.6182007699230625e-16,6.22979834405218e-05,4.83938386803834e-06,5.356276632429871e-06,1.1719012005756902e-06,3.089759695369306e-06,7.210897991298173e-07,1.724762215750518e-06,1.3484358313419978e-08,7.204768678549055e-08,4.717274611700033e-13,3.5582719802357648e-09,3.6965817463233384e-13,6.041583801258352e-08,6.337067476212663e-08,2.131777245093823e-12,9.172365276634761e-12,2.715364841484876e-08,7.924609108158631e-14,7.947373714163048e-13,1.8717854985855966e-21,8.38991112950576e-21,3.855134627188262e-12,9.853708965832474e-19,4.831842507021534e-13,6.541014584475992e-10,5.073711038706361e-15,3.947561806197314e-21,3.330462014011529e-15,6.035949805470241e-14,1.0143730481350496e-21,2.4665871875652732e-11,1.4259252970886855e-19,1.3273584297868009e-17,7.49345271956857e-17,5.368931550206104e-20,6.191395198179549e-26,1.054659689609752e-26,1.425443071011711e-12,2.0096925919561104e-12,4.3873516364130023e-17,1.2400330216908556e-17,9.852722710556945e-14,2.4032087853691426e-22,2.9783539899559136e-19,1.7629309750291496e-24,6.12983154850061e-21,6.884158972272645e-23,6.683375570696066e-13,1.001982065138677e-30,2.2344633647570805e-20,1.2401038809592937e-22,6.294067519943708e-20,2.3984588419990393e-24,1.338315336941672e-21,9.372807321658135e-21
2.48084221723214e-07,0.3556049864573308,3.76,0.0,1.0071991137127851,0.9999989892007279,1.78835830295938e-07,6.386666622947317e-22,2.6873177257327754e-16,6.380935989592042e-05,5.0704503700299496e-06,5.6357385813964e-06,1.2372243867490752e-06,3.31984433383201e-06,7.492565315834719e-07,1.8698997396947397e-06,1.4171789373796121e-08,7.409808277157234e-08,5.368336282436412e-13,3.776198702275879e-09,4.1307584000894726e-13,6.390646850351611e-08,6.670517212156522e-08,2.34405654055702e-12,1.0237817065287582e-11,2.8802201207567068e-08,9.220986058336557e-14,8.327266609890939e-13,2.226429659968286e-21,1.0208362459182952e-20,4.040333305215408e-12,1.1436636351444203e-18,5.462825224144255e-13,6.718308547353093e-10,6.056591259587312e-15,4.569860673863985e-21,3.684749746543906e-15,6.660438735517928e-14,1.1970720342412508e-21,2.7035946278205323e-11,1.683463073138502e-19,1.5850484475446963e-17,8.05185909466707e-17,6.55454475951453e-20,7.311068050135001e-26,1.2536566757425458e-26,1.5283757344935737e-12,2.1501498555610153e-12,4.720754883400282e-17,1.3317112895915396e-17,1.0542192488725246e-13,2.8680045639621564e-22,3.3808237335308024e-19,2.1775122401006154e-24,7.506732863955597e-21,8.429602171642758e-23,7.226704630366032e-13,1.2403198065772803e-30,2.6175904315711025e-20,1.5160683466030531e-22,7.543902899555033e-20,2.8541939084176387e-24,1.598534890319641e-21,1.1744908533912146e-20
2.5448997734694064e-07,0.355605055755354,3.76,0.0,1.0071977379126786,0.9999989455749471,1.9369506712820698e-07,6.9197025702387455e-22,2.7567506929691414e-16,6.531394367622824e-05,5.306505388536378e-06,5.9218849901192444e-06,1.304286715523904e-06,3.560780940394143e-06,7.781164188909484e-07,2.023013700608764e-06,1.487512414803841e-08,7.613951346145726e-08,6.089889097893094e-13,4.002641313299049e-09,4.603931981288323e-13,6.749877310843471e-08,7.012088624951644e-08,2.57155439868041e-12,1.1394866327772546e-11,3.049989786306821e-08,1.0688529950651506e-13,8.715371371078635e-13,2.636769224015517e-21,1.2360165614509135e-20,4.2295638734678464e-12,1.3225722639894928e-18,6.156999297147952e-13,6.895391456854881e-10,7.197971765103772e-15,5.2717331546672254e-21,4.065845037186093e-15,7.330785429695963e-14,1.4069791902811977e-21,2.956976967146634e-11,1.979773945104534e-19,1.8845185985356994e-17,8.636621396786584e-17,7.963973358996727e-20,8.599518407625096e-26,1.483808848424214e-26,1.6359849753033432e-12,2.296701078875576e-12,5.0700408969444184e-17,1.4276314419878518e-17,1.1261618596760711e-13,3.4076280863503583e-22,3.8267585281809106e-19,2.676812582850913e-24,9.147840546757876e-21,1.0271423370871614e-22,7.798196178491377e-13,1.5279082464186634e-30,3.0548526802127745e-20,1.8445535148110688e-22,9.000757615586079e-20,3.38550766345619e-24,1.901008922226752e-21,1.463762886643612e-20
