Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113),C3H4(430),C4H7(54),C4H7(1650)
2.0207654772737837e-06,1.1322847673761829,3.76,0.0,0.0066498545514819965,0.6885893861491524,0.27754209894470083,1.7998511903610568e-05,0.00012064027921185548,0.11202889194675514,0.0003581470989761995,0.14504545253725828,0.20912263781742327,0.06659872379900382,0.8724893037879962,0.005214000008435317,0.3081091626804776,0.0016507454873300469,1.2210751080445672e-06,6.813220220893171e-09,0.012662008136081076,0.002374213611611202,0.008127572096687167,0.0002591127816885756,0.0032852977466029756,0.1708138004089808,5.349276933476912e-09,0.00011883006184372354,0.0008683124957714891,1.1910271337937466e-05,0.0014186712454036057,2.7227231251920362e-05,0.005637650665595908,5.527034572810433e-08,0.0010420511630581566,0.0057909109500199835,0.00042445689993827,0.0007142568731769146,1.1927628114711117e-10,1.6853803309725477e-10,1.5303376300166766e-05,0.06841124195851811,4.2792161870014e-07,2.155426542443139e-07,1.0185028989443094e-06,6.673106995781422e-08,1.854916370762641e-09,1.1550932322404282e-06,0.005670297787376639,5.40259776922663e-07,0.008307893504322985,9.617899160575868e-08,2.016181492800025e-09
2.0349517413573367e-06,1.1328183955346174,3.76,0.0,0.006475093571714346,0.6864116168834583,0.27961744073363654,1.8184943490186132e-05,0.00012116382573535697,0.11163914765769775,0.0003522922253116259,0.14460764907168888,0.20698082642766513,0.0668304182964043,0.8749855807237533,0.00518010571013179,0.31010724940128687,0.0016344407664582185,1.2123737301141811e-06,6.676992901371101e-09,0.012695819148421194,0.0023713663494284343,0.008045874456359996,0.0002551417528604742,0.0032585993355778997,0.17227250470706276,5.294480552085628e-09,0.00011756921514693933,0.0008719086207886207,1.1773986659051775e-05,0.0014230515635303522,2.6953475281937326e-05,0.0055716422778933385,5.4708803840721206e-08,0.0010309666894538618,0.0057950727343039805,0.0004243716314341178,0.0007155897599854309,1.1906181152838268e-10,1.6823876593378006e-10,1.527405431158751e-05,0.06887744721771202,4.2442967639540243e-07,2.161542254943581e-07,1.009352731114857e-06,6.63204221297513e-08,1.8658413289393578e-09,1.1449033665549173e-06,0.005667238710280039,5.399747868008535e-07,0.008289665887224575,9.453276924389517e-08,1.9816794139610824e-09
2.0477193790325345e-06,1.1332948608338287,3.76,0.0,0.0063232537114849136,0.6844550923559228,0.2814832820270971,1.8356343507844147e-05,0.00012164716360594281,0.11129427729797972,0.00034718052990580944,0.14421085449990814,0.20506509789411997,0.06704127174071761,0.8772052229985042,0.005149734843088041,0.3118907073056064,0.0016198473585291079,1.2046474962819292e-06,6.5580628796388864e-09,0.012726442964045933,0.0023689215263201723,0.007973043270125537,0.00025159308986630514,0.0032347729385306914,0.17358102438365536,5.245833522208131e-09,0.0001164452063966925,0.0008751364020021512,1.1653046979708862e-05,0.0014269063418380008,2.6709849589882795e-05,0.005512615669983712,5.4208913349600376e-08,0.001021074505675955,0.005798348335504246,0.0004243218378539305,0.0007168282821417275,1.1887529409952008e-10,1.6797851039337097e-10,1.5248503864368342e-05,0.06929626461958814,4.2130324237556006e-07,2.1669441077613306e-07,1.0011677148221162e-06,6.59534617195764e-08,1.875651769493198e-09,1.1357841473756995e-06,0.0056637665890262485,5.396501844338067e-07,0.008272327279896987,9.307152958325645e-08,1.951054296464211e-09
2.0604870167077324e-06,1.133767770026349,3.76,0.0,0.006176383960396598,0.6825017761555356,0.283347290375322,1.8531214726527374e-05,0.00012214202335709046,0.11095486714573594,0.00034221289221875867,0.14381150378619761,0.20316070694736074,0.06725432359671644,0.8793996016255872,0.005119491490594106,0.3136601679138047,0.0016053334824660313,1.197018352189705e-06,6.442485817194881e-09,0.012757252155128955,0.0023665875757199802,0.007900877558725825,0.00024806948695262017,0.0032111397869048503,0.17488551044788542,5.1978049439312475e-09,0.00011533129658694857,0.0008783564482731711,1.1533716007326318e-05,0.0014306801180351515,2.6468801792676996e-05,0.0054539598799560425,5.371417486053469e-08,0.00101126186155457,0.0058011863024161545,0.000424297150482247,0.0007181034431250948,1.1869482121171708e-10,1.6772669492262486e-10,1.522373344910812e-05,0.06971437747759975,4.1819235217478236e-07,2.1722514112071664e-07,9.930311173082348e-07,6.558897592838541e-08,1.8854431570440445e-09,1.126715028248588e-06,0.005659626698181447,5.39262320460531e-07,0.00825412501431373,9.162941404235783e-08,1.9208300169712306e-09
2.07325465438293e-06,1.134237164507924,3.76,0.0,0.006034309507694486,0.6805515953119765,0.2852094942537444,1.870960575070516e-05,0.0001226484195808029,0.11062079479774962,0.0003373843635723176,0.1434096621176577,0.20126770884306958,0.06746956652793541,0.8815690209259284,0.0050893761052361415,0.3154156725844802,0.0015909018151913173,1.1894840420481334e-06,6.3301430301927594e-09,0.012788248197222084,0.002364363849117539,0.007829381905959828,0.00024457196257700184,0.0031877013288652413,0.1761860147902637,5.150379452911599e-09,0.00011422739936540337,0.0008815692534226259,1.1415976585267864e-05,0.001434374677642947,2.6230301015914632e-05,0.005395683812351662,5.322453362625489e-08,0.0010015288092205582,0.0058035939321865,0.00042429716557784995,0.0007194150117382072,1.1852027943899319e-10,1.6748315973196736e-10,1.5199728682400948e-05,0.07013180698124993,4.1509707973441944e-07,2.1774663896366582e-07,9.849436636417727e-07,6.522695250829663e-08,1.895217168741653e-09,1.1176970351090594e-06,0.005654831820528875,5.388124065125763e-07,0.008235079083950561,9.020626064669813e-08,1.891003177551719e-09
2.0847455282906082e-06,1.1346566479599245,3.76,0.0,0.005910403109819006,0.6787990539525065,0.2868839581796863,1.8873207826221703e-05,0.00012311405194502872,0.11032459374581503,0.0003331536819442404,0.14304592738649333,0.1995737935222935,0.06766515234715977,0.8835004049410378,0.005062381976512047,0.31698372866206165,0.0015779856915816859,1.1827824192452226e-06,6.231705445778248e-09,0.012816305503878125,0.0023624561814474454,0.007765612003479565,0.00024144727786948233,0.003166774224966014,0.17735310739680826,5.108200010280411e-09,0.00011324238051141658,0.000884454976950734,1.1311357494288288e-05,0.0014376334906063375,2.6017802389145146e-05,0.005343566872161527,5.2788168992362436e-08,0.0009928371165784555,0.005805398841868308,0.000424317969703931,0.0007206263586885752,1.1836816973585708e-10,1.6727092640026956e-10,1.5178767149313244e-05,0.07050692645814867,4.1232473989529595e-07,2.1820827409476976e-07,9.777075696135219e-07,6.490322654543427e-08,1.9040002640443296e-09,1.1096253335800162e-06,0.005649966913407463,5.383554261086237e-07,0.008217232773318268,8.894149915533267e-08,1.8644959792616096e-09
2.0962364021982862e-06,1.1350733462287288,3.76,0.0,0.0057901257602111025,0.6770489426277253,0.2885570035330227,1.9039737266530295e-05,0.0001235890513799775,0.11003253180364982,0.00032902845931243307,0.1426802716596262,0.1978891817483294,0.06786250130685247,0.8854120275425251,0.005035492015056798,0.3185405441141746,0.0015651399389603757,1.1761542436295225e-06,6.135715044746459e-09,0.012844516134159975,0.00236063674551234,0.007702390537215327,0.00023834514336488398,0.0031460066411281703,0.17851705513879926,5.066486866428641e-09,0.00011226533701607784,0.0008873355457503495,1.1208000609122926e-05,0.0014408307867473165,2.580731906024541e-05,0.005291769848521352,5.2355847751736556e-08,0.0009842098666439168,0.005806866271157515,0.00042435817140353335,0.0007218668339782992,1.1822069116342325e-10,1.6706515631268099e-10,1.5158403719654864e-05,0.0708815241447194,4.0956514008653096e-07,2.1866276495919993e-07,9.705123297571424e-07,6.458147568600675e-08,1.9127717420732324e-09,1.1015964376951856e-06,0.005644590948615416,5.378500316766035e-07,0.00819873340958213,8.769184190378676e-08,1.8383053572291253e-09
2.1077272761059643e-06,1.1354872876652808,3.76,0.0,0.005673362710920545,0.6753012106661175,0.2902286503270224,1.920923094435672e-05,0.0001240734286175282,0.10974452335429116,0.0003250054502124806,0.1423127391245324,0.19621390498981472,0.06806160774568569,0.8873040988608139,0.005008706387069182,0.32008614909660527,0.0015523661989873237,1.1695979665872418e-06,6.042094486455987e-09,0.012872880889441567,0.002358905022456484,0.007639719607119942,0.00023526617235392755,0.003125399260855305,0.1796778962270765,5.025229980710349e-09,0.00011129620432047624,0.0008902112743016348,1.110589295305913e-05,0.0014439677756237573,2.55988283165017e-05,0.005240297989740477,5.1927529010468115e-08,0.0009756470011812718,0.005808001410680709,0.00042441748555907305,0.0007231362636528418,1.1807776245614666e-10,1.668657350182353e-10,1.5138628024616074e-05,0.07125561466306615,4.068183126725704e-07,2.191102658054325e-07,9.633583978736272e-07,6.426168997635808e-08,1.9215327080506632e-09,1.0936109269472954e-06,0.005638713061641731,5.372970889913482e-07,0.008179595139748459,8.645716579132069e-08,1.812428729632781e-09
2.1192181500136423e-06,1.1358985000673487,3.76,0.0,0.005560002946720507,0.6735558081903157,0.2918989183231327,1.9381726200281417e-05,0.00012456719443519,0.10946048391340944,0.0003210815154273749,0.14194337298491017,0.194547992157905,0.06826246590659206,0.8891768254881529,0.004982025213136089,0.3216205737470422,0.0015396660213985787,1.163112068875206e-06,5.950769107298385e-09,0.012901400487525177,0.002357260480679485,0.007577600953629746,0.00023221093981833134,0.0031049526605637008,0.18083566894428196,4.984419487410077e-09,0.000110334917542502,0.0008930824634517326,1.1005021437630185e-05,0.001447045638574339,2.5392307427411406e-05,0.005189156180664948,5.150317160720573e-08,0.0009671484348744718,0.0058088094102631705,0.00042449562985908074,0.0007244344722286181,1.179393028181102e-10,1.6667254873312105e-10,1.511942977916868e-05,0.07162921237746493,4.040842840361088e-07,2.1955092823754653e-07,9.56246087180361e-07,6.394385844648832e-08,1.9302842295630883e-09,1.0856693320515356e-06,0.005632342326659907,5.36697457943728e-07,0.008159831973694538,8.523734648751576e-08,1.7868634890036188e-09
2.1307090239213203e-06,1.1363070107028612,3.76,0.0,0.005449939056668392,0.6718126861158078,0.2935678270233663,1.9557260849113085e-05,0.00012507035966308975,0.10918033012573966,0.00031725361814285893,0.14157221549288396,0.19289146971168483,0.06846506993790287,0.8910304105548252,0.004955448571087818,0.32314384817589403,0.0015270408667605296,1.1566950602020347e-06,5.8616668220257504e-09,0.012930075564017375,0.002355702576690058,0.007516035972818092,0.0002291799835854067,0.0030846673144281295,0.18199041162202695,4.944045904459924e-09,0.00010938141155234635,0.000895949400787356,1.0905372878165962e-05,0.0014500655291076144,2.5187733658214107e-05,0.005138348955921613,5.108273423975179e-08,0.0009587140568659781,0.005809295378891255,0.00042459232474973194,0.0007257612827727944,1.17805231929819e-10,1.664854843510188e-10,1.5100798732343484e-05,0.07200233139568295,4.013630748786674e-07,2.1998490148312703e-07,9.491758065367267e-07,6.362797023070044e-08,1.939027338838279e-09,1.0777721370444128e-06,0.00562548775492074,5.36051992441555e-07,0.00813945778329623,8.40322585700913e-08,1.7616070048232456e-09
2.1410508104382305e-06,1.1366723823806146,3.76,0.0,0.00535361355319513,0.6702457860613918,0.29506869855873885,1.971787235564348e-05,0.00012553125386367413,0.10893144596373901,0.00031388819218018893,0.14123667632458303,0.1914086482679015,0.06864890137407587,0.8926824362395348,0.004931619000233965,0.32450528657921424,0.0015157435097488132,1.1509774438049556e-06,5.783317929688396e-09,0.012956016527140077,0.002354374080334977,0.00746110176886671,0.0002264732947194379,0.0030665486886815884,0.18302712105019825,4.9080756341747454e-09,0.00010852985476478917,0.0008985262363622266,1.0816723839618447e-05,0.0014527347954509842,2.5005263283699962e-05,0.005092912000007233,5.070765799390944e-08,0.0009511778866769475,0.005809461603830613,0.0004246949820417867,0.0007269797196108778,1.1768825451739291e-10,1.6632226770652386e-10,1.5084507309757362e-05,0.07233774068123192,3.9892495998808846e-07,2.2036987953642582e-07,9.428487211844337e-07,6.334532300610125e-08,1.9468897700269104e-09,1.070702987616359e-06,0.005618912355718831,5.354325858132176e-07,0.008120609939319023,8.296017035632851e-08,1.7391379661006542e-09
2.1503584183034495e-06,1.1369993801391478,3.76,0.0,0.005269070390903258,0.6688370931943065,0.2964185663202852,1.9864577505804613e-05,0.00012595258234444014,0.10871003534607657,0.0003109220664930018,0.1409335035147527,0.19008064227701596,0.0688155510203138,0.8941562597375626,0.004910244808879589,0.32572289797982357,0.0015056295793920299,1.1458774205082792e-06,5.714254690215777e-09,0.012979471745596435,0.002353237710878448,0.0074120456407624664,0.00022405471810624803,0.0030503540393205636,0.18395811075985988,4.875993180342805e-09,0.0001077687576121525,0.0009008427925760777,1.0737769446993909e-05,0.0014550984299482041,2.4842359036818953e-05,0.005052255715786933,5.037275047303021e-08,0.0009444396000664325,0.005809394724894831,0.00042479986374917874,0.000728095889442449,1.1758591115162055e-10,1.6617946724406532e-10,1.5070224668563707e-05,0.072639295318072,3.9673955169722363e-07,2.20711915940057e-07,9.371838039800693e-07,6.309227134883391e-08,1.9539614047259113e-09,1.0643720480989785e-06,0.005612670965756048,5.348444716218645e-07,0.008103241423561256,8.200532910194414e-08,1.7191262197528115e-09
2.1596660261686685e-06,1.13732465206238,3.76,0.0,0.005186509843555214,0.6674298118167336,0.29776757603326154,2.0013345626040683e-05,0.00012638009723599852,0.10849102957388213,0.0003080138683100487,0.14062922756778864,0.18875883685078532,0.06898333542470819,0.8956178746675723,0.004888939213554339,0.32693324712420807,0.0014955671902885904,1.140820038350514e-06,5.6465298039329194e-09,0.013003029841322799,0.0023521571833972276,0.0073633542072034,0.00022165290956526273,0.0030342657212336474,0.18488718066140272,4.844181386869963e-09,0.00010701264919571654,0.0009031570287077767,1.0659593755097746e-05,0.001457425990641271,2.4680691982332848e-05,0.005011825935854801,5.004034108165056e-08,0.0009377431541636498,0.005809125511341554,0.00042491642824687905,0.0007292305060841465,1.1748630603382142e-10,1.660404845290851e-10,1.5056296125452443e-05,0.07294056013201172,3.9456257394592825e-07,2.2104982089106187e-07,9.315469425446182e-07,6.284047388177278e-08,1.9610292411144453e-09,1.0580709574788763e-06,0.005606127938551662,5.342277832554355e-07,0.008085496222792218,8.105992729304488e-08,1.699312313110928e-09
2.1689736340338874e-06,1.1376482116682733,3.76,0.0,0.005105881214250863,0.6660239173583267,0.2991157375309351,2.01641977503172e-05,0.0001268138044113254,0.10827438649258814,0.00030516216470378977,0.1403238692470542,0.18744324177670085,0.06915225130060462,0.8970673826612648,0.004867702185369176,0.32813634992775226,0.0014855569593176438,1.1358045590995868e-06,5.580109494666997e-09,0.013026691000367973,0.0023511321896617595,0.007315027612853045,0.00021926808862147689,0.003018283810426222,0.18581435112556213,4.812635717964741e-09,0.00010626149474189009,0.0009054690735462212,1.0582189636953088e-05,0.0014597180389883933,2.452025012362833e-05,0.004971624455234405,4.971040771191419e-08,0.0009310884473219114,0.005808656599780968,0.0004250445320487675,0.000730383473039074,1.1738939742283465e-10,1.6590526079160327e-10,1.5042716342169884e-05,0.07324154213373817,3.923940281493143e-07,2.2138366904463912e-07,9.259382489619173e-07,6.258992407811131e-08,1.968093761410342e-09,1.0517998920888854e-06,0.005599287935799337,5.33582962369703e-07,0.008067381440937419,8.012389681116996e-08,1.6796948177801992e-09
2.1782812418991064e-06,1.137970072272509,3.76,0.0,0.005027135131276025,0.6646193855860179,0.3004630605212076,2.0317155127474474e-05,0.00012725370976886794,0.10806006442131937,0.00030236556017841106,0.14001744896406546,0.1861338659687853,0.06932229532209526,0.8985048840020755,0.004846533681953198,0.32933222228091025,0.0014755994701015013,1.130830256163534e-06,5.514960920227256e-09,0.013050455376028301,0.002350162417725224,0.007267065881299271,0.00021690046100271464,0.003002408347448909,0.1867396425050378,4.781351730026443e-09,0.00010551525949958828,0.0009077790507953197,1.0505549950804924e-05,0.0014619751253063295,2.436102149860765e-05,0.004931652942703415,4.9382928253971516e-08,0.0009244753695518543,0.005807990609238785,0.0004251840327547081,0.0007315546933094,1.1729514379215682e-10,1.6577373756550096e-10,1.5029480009577365e-05,0.07354224822623338,3.9023391385614837e-07,2.2171353402033133e-07,9.203578245174808e-07,6.23406152306469e-08,1.9751554332920148e-09,1.0455590118571146e-06,0.005592155589529539,5.329104477905806e-07,0.008048904121396968,7.91971693218007e-08,1.6602723008761383e-09
2.1875888497643254e-06,1.1382902469871314,3.76,0.0,0.0049502235108754905,0.6632161926031538,0.30180955458435177,2.0472239222988745e-05,0.0001276998192317351,0.10784802215023089,0.00029962269558984683,0.13970998678809932,0.18483071749704494,0.06949346412412845,0.8999304776494824,0.004825433648253164,0.33052088004743074,0.001465695273878853,1.12589641444697e-06,5.451052143223315e-09,0.013074323089298026,0.002349247552141463,0.007219468919553688,0.00021455021901845673,0.002986639338799497,0.18766307512822225,4.750325087318934e-09,0.000104773908759494,0.0009100870791743124,1.0429667544298306e-05,0.0014641977889246734,2.4202994183620712e-05,0.004891912944881987,4.905788061260523e-08,0.0009179038029486202,0.00580713014116146,0.00042533478903224533,0.000732744069414098,1.1720350383102238e-10,1.6564585669031353e-10,1.5016581843840434e-05,0.07384268520528199,3.8808222885351116e-07,2.2203948843090855e-07,9.148057633383384e-07,6.209254054854216e-08,1.9822147101915403e-09,1.0393484609037649e-06,0.005584735501721405,5.322106754823532e-07,0.008030071246916239,7.827967631820158e-08,1.6410433258717991e-09
2.1968964576295444e-06,1.1386087487264887,3.76,0.0,0.004875099522115293,0.6618143148485292,0.30315522917086407,2.062947172043962e-05,0.00012815213874591927,0.10763821893757335,0.0002969322471328124,0.13940150245532085,0.18353380361493793,0.06966575430251135,0.9013442612626161,0.004804402017265098,0.33170233906294405,0.0014558448903511333,1.121002330205798e-06,5.388352103701283e-09,0.013098294229305571,0.0023483872741604855,0.007172236522333704,0.0002122175419310484,0.0029709767582410526,0.18858466929339307,4.719551557193633e-09,0.00010403740787304794,0.0009123932725151575,1.0354535258511264e-05,0.0014663865583408684,2.4046156299194314e-05,0.004852405890158802,4.873524271607093e-08,0.0009113736220929095,0.005806077779425533,0.00042549666059755754,0.0007339515034031159,1.1711443644531203e-10,1.6552156031212671e-10,1.5004016585609707e-05,0.07414285975998858,3.859389692347289e-07,2.2236160389253008e-07,9.092821398004346e-07,6.184569312567163e-08,1.989272031616104e-09,1.0331683681153042e-06,0.005577032243957826,5.314840785127896e-07,0.008010889739498721,7.73713491602205e-08,1.6220064534963785e-09
2.2062040654947634e-06,1.138925590211475,3.76,0.0,0.004801717553176811,0.6604137290953708,0.30450009359940405,2.0788874522842256e-05,0.0001286106742780611,0.10743061450665928,0.000294292925356715,0.13909201537756744,0.18224313078551843,0.06983916241381798,0.9027463312233212,0.0047834387107264,0.3328766151337709,0.0014460488085064034,1.1161473108997164e-06,5.3268305940930926e-09,0.013122368853737198,0.002347581261908923,0.007125368376184083,0.00020990259631952578,0.0029554205480606384,0.18950444526321872,4.689026997803542e-09,0.00010330572226990541,0.0009146977398611788,1.0280145931555705e-05,0.0014685419513737565,2.389049601448694e-05,0.004813133092462005,4.8414992525638026e-08,0.000904884694434316,0.005804836090349213,0.0004256695081955825,0.0007351768968695954,1.1702790075793098e-10,1.65400790883408e-10,1.4991779003304147e-05,0.07444277847329302,3.838041294925608e-07,2.2267995101921223e-07,9.037870188453203e-07,6.160006592404089e-08,1.996327823165109e-09,1.0270188477026155e-06,0.005569050357109086,5.307310870229864e-07,0.007991366460344663,7.647211910353949e-08,1.603160242329802e-09
2.2155116733599823e-06,1.1392407839730723,3.76,0.0,0.0047300331783439896,0.6590144124503156,0.3058441570547833,2.095046975400014e-05,0.00012907543181309744,0.10722516904281686,0.0002917034741951098,0.13878154465096548,0.18095870470695644,0.0700136849752902,0.9041367826589135,0.004762543639795505,0.33404372403583216,0.0014363074874299325,1.1113306750462652e-06,5.266458234245672e-09,0.013146546989253716,0.002346829190564386,0.007078864063510726,0.00020760553643806481,0.0029399706202993593,0.19042242325941183,4.658747364101025e-09,0.00010257881747365423,0.0009170005855653952,1.0206492401918862e-05,0.0014706644753161632,2.373600155071772e-05,0.004774095754964526,4.8097108047402345e-08,0.0008984368806645455,0.005803407622704588,0.0004258531935800144,0.0007364201509616048,1.1694385610867387e-10,1.6528349116274603e-10,1.4979863891499413e-05,0.07474244782248839,3.8167770260970013e-07,2.229945994399047e-07,8.983204564284915e-07,6.135565182387095e-08,2.003382496735391e-09,1.0208999997395073e-06,0.005560794351030741,5.299521282014592e-07,0.007971508209801798,7.558191733064521e-08,1.5845032494133623e-09
2.2248192812252013e-06,1.1395543423559433,3.76,0.0,0.004660003125619455,0.6576163423523658,0.30718742858599435,2.1114279759848054e-05,0.00012954641735166177,0.1070218431902886,0.0002891626700214391,0.13847010906440382,0.17968053033746945,0.07018931846472352,0.9055157094646862,0.0047417167057168,0.33520368151366203,0.0014266213571041495,1.1065517520781738e-06,5.20720644609346e-09,0.013170828631901822,0.0023461307325253374,0.007032723066537067,0.00020532650456986756,0.002924626857957452,0.19133862345751798,4.628708705185597e-09,0.00010185665911668179,0.0009193019093846766,1.0133567511793472e-05,0.001472754627087642,2.3582661185592617e-05,0.004735294973730847,4.778156734067115e-08,0.0008920300350807102,0.005801794907730514,0.0004260475794936517,0.0007376811663931184,1.168622620540384e-10,1.6516960421496947e-10,1.49682660702736e-05,0.07504187417973761,3.7955968013043354e-07,2.2330561780857944e-07,8.92882493675044e-07,6.111244361299338e-08,2.0104364507761366e-09,1.0148119106882306e-06,0.0055522687042750644,5.291476262560899e-07,0.007951321727328825,7.470067498506014e-08,1.566034031003868e-09
2.2341268890904203e-06,1.1398662775219555,3.76,0.0,0.004591585245271981,0.656219496571812,0.30852991710429617,2.1280327109686146e-05,0.00013002363690703032,0.10682059804902086,0.00028666932074119817,0.1381577271077951,0.1784086119193737,0.0703660593202996,0.906883204326071,0.004720957800459441,0.33635650327958494,0.0014169908191948005,1.1018098822020593e-06,5.149047429661916e-09,0.013195213747519228,0.0023454855575725706,0.006986944771154512,0.0002030656313758294,0.0029093891161622604,0.19225306598190803,4.598907156904923e-09,0.00010113921295473092,0.0009216018065697978,1.0061364110333526e-05,0.0014748128933876235,2.3430463257407815e-05,0.004696731741267332,4.7468348527174497e-08,0.0008856640059357056,0.005800000459146832,0.0004262525296489747,0.0007389598434536016,1.167830783672588e-10,1.6505907341112564e-10,1.4956980386839274e-05,0.07534106381259069,3.77450052240028e-07,2.2361307380520366e-07,8.874731626781206e-07,6.087043398063331e-08,2.017490070387118e-09,1.0087546539118302e-06,0.005543477863822233,5.283180023886392e-07,0.007930813691477804,7.382832320120297e-08,1.547751143194899e-09
2.2434344969556393e-06,1.1401766014538335,3.76,0.0,0.004524738479463414,0.6548238532091175,0.30987163138136603,2.1448634597289253e-05,0.00013050709650165102,0.10662139517135115,0.00028422226491548933,0.13784441698008607,0.1771429530021286,0.07054390394038121,0.9082393587403988,0.004700266807326249,0.33750220501306827,0.0014074162478206016,1.097104416256654e-06,5.0919541406682484e-09,0.013219702272132578,0.0023448933330195588,0.006941528470650608,0.00020082303623718752,0.0028942572232924036,0.19316577090100573,4.569338943510178e-09,0.000100426444880813,0.0009239003679538135,9.989875056666695e-06,0.0014768397508483993,2.32793961682345e-05,0.004658406949977313,4.715742980057712e-08,0.0008793386357743539,0.005798026773170239,0.0004264679087085302,0.0007402560820162383,1.1670626503816375e-10,1.649518424276801e-10,1.4946001714877549e-05,0.07564002288450725,3.753488078444037e-07,2.2391703414743307e-07,8.820924862618153e-07,6.062961554490166e-08,2.0245437274900387e-09,1.0027282901720795e-06,0.005534426244833684,5.274636747729153e-07,0.007909990719897425,7.296479313018333e-08,1.5296531424364087e-09
2.2527421048208582e-06,1.1404853259586887,3.76,0.0,0.004459422832847004,0.6534293906937719,0.311212580047514,2.1619225241943675e-05,0.00013099680216339507,0.1064241965586271,0.00028182037090837916,0.13753019659703855,0.17588355646448986,0.07072284868327319,0.9095842630382692,0.0046796436015369555,0.3386408023602285,0.0013978979903068063,1.0924347155713207e-06,5.035900268527446e-09,0.013244294112348103,0.0023443537238528422,0.006896473369323581,0.0001985988275920204,0.0028792309820621915,0.19407675822272416,4.540000375772598e-09,9.971832093804038e-05,0.0009261976800397101,9.919093222680068e-06,0.0014788356661874077,2.3129448387299348e-05,0.00462032139552263,4.684878943375631e-08,0.000873053761756517,0.0057958763285315155,0.0004266935822650465,0.0007415697815451166,1.1663178227257573e-10,1.6484785524550797e-10,1.4935324954056144e-05,0.07593875745537866,3.7325593463916817e-07,2.24217564599945e-07,8.767404755434005e-07,6.038998085120603e-08,2.03159778103964e-09,9.967328681113227e-07,0.005525118230425089,5.265850585331839e-07,0.007888859369354136,7.211001596602072e-08,1.5117385861011867e-09
2.271357320551296e-06,1.1410980230574472,3.76,0.0,0.004333230059525241,0.6506439235611667,0.31389221435124903,2.1967349212857933e-05,0.0001319949758019098,0.10603566235776878,0.0002771476859322774,0.13689909535690273,0.17338355881542114,0.07108402376867824,0.9122406768983787,0.004638600015762846,0.3408967463114952,0.0013790316765792722,1.0832001069174246e-06,4.92680907195214e-09,0.013293787221183205,0.0023434310007675826,0.006807443157203891,0.0001942059507821018,0.0028494945432501004,0.19589365977738016,4.481997829070013e-09,9.831587043727431e-05,0.0009307888811860015,9.779622780876952e-06,0.001482736488701477,2.2832864982001513e-05,0.0045448707154156776,4.623825731335549e-08,0.0008606048256986846,0.005791054990872501,0.00042717527977167703,0.0007442491593468155,1.1648965033047207e-10,1.6464938972551267e-10,1.491485689793027e-05,0.07653557681883201,3.690952469432317e-07,2.248085941591588e-07,8.661224531771027e-07,5.99142325194297e-08,2.045708449266159e-09,9.848349857344197e-07,0.0055057503863730674,5.247566053181936e-07,0.007845697454296972,7.042644549871816e-08,1.4764540439316503e-09
2.2881110147086905e-06,1.141644095376267,3.76,0.0,0.004224512518375937,0.6481408319394214,0.31630135046007773,2.228870476398163e-05,0.00013291475406084494,0.10569246403174135,0.0002730859517653454,0.1363281653645073,0.17115499415781482,0.07141280640166,0.9145938570188973,0.004601891223462942,0.3429029551350373,0.0013622475492397253,1.075005079058325e-06,4.831932122759587e-09,0.013338682832613602,0.002342777090684602,0.006728541585197125,0.00019031611881960086,0.0028230906087575273,0.19752319632251533,4.430545577585308e-09,9.706921073722352e-05,0.0009349174717359394,9.656446919069822e-06,0.0014861458913560056,2.2569653760337597e-05,0.004477789408652411,4.569635432268109e-08,0.0008495375469780672,0.005786135781626429,0.0004276426846799276,0.0007467192991207994,1.163693072904938e-10,1.6448130877400222e-10,1.4897417560339212e-05,0.07707200514310399,3.653791116969007e-07,2.2532943099478635e-07,8.566642030633329e-07,5.9490031298141e-08,2.0584127471736994e-09,9.74232968155067e-07,0.005487485762588002,5.230320317600107e-07,0.007805861607222506,6.894047849904205e-08,1.4453109003493826e-09
