Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32),C4H6(3180)
3.639914639329331e-06,0.16095604796412916,3.76,0.0,0.08961681180447541,0.7684381071496797,0.23806476864919815,7.038457117538502e-10,9.560725134028192e-08,0.013742172359640896,0.0007527097004428368,0.16884061274361095,0.0028958606275855917,0.47610273846111534,0.005390409335172607,0.6281214486455962,5.415145116307303e-07,4.536217809956072e-06,0.0008069057993569009,0.0020161583715244766,0.08416548850917754,0.000733334770908821,0.022698771713286475,0.000783666384821895,0.14934242429464262,0.00018039237002879531,0.00012740901796898268,1.363864580639892e-08,9.543957455735748e-06,0.00013838638728347753,1.1027528885783334e-06,1.3288373657859373e-06,0.011864859141678142,9.630920520354353e-06,0.00918432462890948,3.990025060468931e-09,4.200619195107285e-06,2.54780715707396e-06,1.7614128705198785e-08,0.013515277740654325,0.001938088361858636,0.0005074145618915184,3.248662749002996e-09,0.001728999333416169,2.846817900172267e-08,4.015690312106568e-11,1.954245411966888e-06,9.243155334205464e-06,5.974004114238132e-11,3.788094230061315e-11,3.4001296756523255e-07,2.6499026334845504e-08,4.565179291508689e-08,0.0009431803567176476,7.07739715944086e-07,1.1046795143174247e-08,2.296537251721283e-05,6.881701469905741e-09,1.012566300493286e-06,2.521162259460025e-08,4.36435249828867e-06,3.3619366178683828e-09,3.0310826094085326e-08,1.4450559368471078e-05,0.0014615985726254498,7.842076210138278e-06,4.879802321761822e-06,0.00014485360298254594
3.662019289097399e-06,0.16100580756382488,3.76,0.0,0.08867312654884311,0.76726472228709,0.2391682564598301,7.00764282134383e-10,9.528121205288489e-08,0.013710740374005131,0.0007457371474032499,0.16907449288011753,0.002888774506344894,0.4756942815891377,0.0053802142441237875,0.6295631430231989,5.357421633111319e-07,4.517520186050619e-06,0.0008050132983550997,0.0020076483879799853,0.08471593936633608,0.0007312852842754184,0.022703030881262014,0.0007814661061129766,0.15042567595813078,0.0001797656455509883,0.00012687266066038443,1.358120801871365e-08,9.565201202363436e-06,0.0001388915694862997,1.0984172442277881e-06,1.3261064623154292e-06,0.011878278519638115,9.588177523302189e-06,0.009221424609417,3.983290449050754e-09,4.19369311632853e-06,2.541562677833428e-06,1.7676717131182688e-08,0.013595826930380235,0.001954198944222283,0.00050767701584477,3.2393285331069236e-09,0.0017410121112805374,2.8686643980963976e-08,4.0224842579114143e-11,1.9461284493986413e-06,9.224277082937253e-06,5.950856090808877e-11,3.773416688132228e-11,3.3867398377631337e-07,2.657187959160959e-08,4.548187362135548e-08,0.0009519047062136628,7.064573011335715e-07,1.1026764279453056e-08,2.2939947133635008e-05,6.945378445855379e-09,1.0126378893974202e-06,2.516551209346729e-08,4.366543846350396e-06,3.366818370559575e-09,3.027084183740966e-08,1.4458631909891896e-05,0.0014676658451888537,7.87463693027204e-06,4.869203803333668e-06,0.00014555909669334487
3.6841239388654667e-06,0.16105520321363334,3.76,0.0,0.08774285261029882,0.7660963022107988,0.24026678953792444,6.977052675072697e-10,9.495626764817334e-08,0.01367962277122735,0.0007388709780970128,0.16930556102573022,0.0028817557875614862,0.4752790567338725,0.0053699472834864165,0.6309931516654769,5.300639006824598e-07,4.4990088356176975e-06,0.0008031200976271723,0.001999139804451368,0.08526451347141586,0.000729242209812782,0.022706424078884305,0.0007792599871093322,0.15150589250228894,0.00017914141668148894,0.0001263382725967311,1.3523923190536984e-08,9.586012235699913e-06,0.00013938947422621628,1.0940859261535997e-06,1.323372998788057e-06,0.011891210161332294,9.545654786705336e-06,0.009258135083503224,3.976529993093808e-09,4.18668596346784e-06,2.5353100380638365e-06,1.773856842285557e-08,0.013676105203269525,0.00197026248850542,0.0005079213638030426,3.230030603687845e-09,0.0017529759596167556,2.8904168955966323e-08,4.029086274436202e-11,1.9380866211510147e-06,9.205388046012616e-06,5.927804332664945e-11,3.758800248041587e-11,3.373403798059093e-07,2.6643574729582257e-08,4.531333623116251e-08,0.0009606037234306929,7.051582153891034e-07,1.1006473365228318e-08,2.2914450511409283e-05,7.008870615884268e-09,1.0126821640768974e-06,2.511881743431797e-08,4.368614579113833e-06,3.3715721079727977e-09,3.023002097580228e-08,1.4466015279667432e-05,0.001473644281979197,7.906720945655643e-06,4.858580977521419e-06,0.00014625537535993574
3.7062285886335346e-06,0.16110423955562772,3.76,0.0,0.086825756327902,0.7649328166875343,0.24136040312832188,6.946685455186595e-10,9.463243726458528e-08,0.013648813894195781,0.0007321091064404611,0.1695338653116992,0.002874803524113953,0.4748572519641447,0.005359611368877552,0.632411629342242,5.244777579591866e-07,4.480680617596289e-06,0.0008012264809053244,0.001990634138548059,0.08581121482148861,0.0007272056466698861,0.02270896750537897,0.0007770484824890906,0.152583068516413,0.00017851970503531903,0.00012580588901659758,1.3466796403467518e-08,9.60639694211262e-06,0.00013988017947062512,1.0897595480430932e-06,1.3206372862352459e-06,0.01190366196022428,9.503352369475824e-06,0.009294459225784101,3.969744826304532e-09,4.179600561036672e-06,2.529050137294851e-06,1.7799689650293423e-08,0.013756113415043666,0.001986278536500352,0.0005081479547106071,3.220769274310623e-09,0.0017648909565617511,2.912075138654401e-08,4.035499548816065e-11,1.9301187553063137e-06,9.18649076697641e-06,5.904849626335322e-11,3.744245410554404e-11,3.3601220693532645e-07,2.671412675576707e-08,4.5146173304802945e-08,0.0009692770570419119,7.038430470951336e-07,1.0985931582850353e-08,2.2888887388971175e-05,7.0721754133528425e-09,1.0126997967257164e-06,2.5071559463458954e-08,4.370567233757042e-06,3.3761998767434986e-09,3.0188387854348056e-08,1.4472722294460202e-05,0.001479534576534685,7.938331977380262e-06,4.847935233755502e-06,0.0001469424962687679
3.7283332384016025e-06,0.16115292114849294,3.76,0.0,0.08592160891957332,0.763774235586884,0.2424491322256156,6.916539929480132e-10,9.4309739255835e-08,0.013618308227501251,0.0007254494957434645,0.16975945280991803,0.0028679167870937538,0.47442905073524644,0.005349209342309445,0.6338187279990257,5.189818187434864e-07,4.462532465810485e-06,0.0007993327223210844,0.001982132856449185,0.08635604758324318,0.0007251756897262016,0.02271067709557112,0.0007748320334927073,0.15365719915143647,0.00017790053094214562,0.00012527554327898833,1.3409832535203012e-08,9.626361632801111e-06,0.0001403637628814212,1.0854387020752938e-06,1.3178996271862864e-06,0.01191564168003448,9.461270279980947e-06,0.009330400198568808,3.962936054447578e-09,4.1724396581586405e-06,2.522783847713816e-06,1.7860087843601687e-08,0.013835852436769935,0.0020022466463426843,0.0005083571307479991,3.2115448382151828e-09,0.0017767571836366453,2.9336388966512983e-08,4.041727233754209e-11,1.9222237091611107e-06,9.167587722064525e-06,5.881992715938985e-11,3.729752640698306e-11,3.346895189476386e-07,2.6783550564748278e-08,4.498037721601401e-08,0.0009779243682035013,7.025123696411666e-07,1.0965147882070247e-08,2.286326234744194e-05,7.135290362789656e-09,1.0126914442463385e-06,2.502375850982688e-08,4.372404291200313e-06,3.3807036942405863e-09,3.014596629285784e-08,1.4478765564751142e-05,0.0014853374248549988,7.969473759774413e-06,4.8372679378510745e-06,0.00014762051742849745
3.7504378881696704e-06,0.16120125246944805,3.76,0.0,0.08503018636211242,0.762620528885243,0.24353301157458326,6.886614857631973e-10,9.398819121067925e-08,0.013588100393224074,0.0007188901573357179,0.16998236956130952,0.002861094665379139,0.4739946320106115,0.005338743973932729,0.6352145968224381,5.135742145782311e-07,4.444561386754654e-06,0.0007974390866986612,0.0019736373742519292,0.08689901608582797,0.0007231524297096255,0.02271156852385348,0.0007726110682911158,0.15472828010276157,0.0001772839134878408,0.00012474726693061797,1.3353036255027438e-08,9.645912543878893e-06,0.00014084030179233812,1.0811239577374943e-06,1.3151603139386608e-06,0.011927156957114453,9.419408478053696e-06,0.009365961151287345,3.956104751618008e-09,4.165205930730681e-06,2.5165120138965554e-06,1.791976997330847e-08,0.013915323154218395,0.002018166392143083,0.0005085492274812141,3.2023575640509797e-09,0.0017885747255904452,2.955107958422247e-08,4.047772429097776e-11,1.9144003687800164e-06,9.148681321524343e-06,5.859234299578123e-11,3.715322383819566e-11,3.333723607525439e-07,2.685186080659435e-08,4.4815940140785654e-08,0.0009865453302400162,7.011667416183314e-07,1.0944130979936616e-08,2.283757981589176e-05,7.198213077594395e-09,1.0126577486172229e-06,2.4975434355564076e-08,4.374128177539015e-06,3.3850855432364136e-09,3.0102779469892163e-08,1.4484157497519413e-05,0.0014910535250481313,8.000150038493346e-06,4.826580432104994e-06,0.00014828949752142203
3.7725425379377382e-06,0.1612492379161327,3.76,0.0,0.08415126927465218,0.7614716666695688,0.24461207567066753,6.856908991574012e-10,9.366780996970939e-08,0.013558185146849821,0.0007124291492336523,0.17020266060331388,0.002854336265199856,0.4735541703799246,0.005328217963740352,0.6365993823036886,5.082531235453422e-07,4.426764457450782e-06,0.0007955458298383007,0.0019651490592910185,0.08744012481393093,0.0007211359533101975,0.022711657208106212,0.0007703860023432528,0.1557963075935708,0.00017666987055454546,0.00012422108977083485,1.3296412040585914e-08,9.665055836557432e-06,0.0001413098731874899,1.0768158644455956e-06,1.3124196311120742e-06,0.011938215302769036,9.37776687691714e-06,0.009401145219949355,3.949251966216846e-09,4.157901983486527e-06,2.510235454789207e-06,1.797874297107497e-08,0.013994526467212004,0.0020340373636264504,0.000508724574006685,3.193207702666979e-09,0.0018003436702511597,2.976482135285684e-08,4.053638203261663e-11,1.906647647477844e-06,9.12977391089392e-06,5.836575035662732e-11,3.7009550501410006e-11,3.3206078133865573e-07,2.6919072034784256e-08,4.465285409754825e-08,0.000995139628337091,6.998067073551206e-07,1.0922889372785414e-08,2.2811844076388454e-05,7.260941257792909e-09,1.012599337251677e-06,2.4926606296310848e-08,4.375741265455489e-06,3.389347378364364e-09,3.0058850085103726e-08,1.4488910298887944e-05,0.0014966835769914776,8.030364568715726e-06,4.8158740354077564e-06,0.0001489494958566822
3.794647187705806e-06,0.16129688180841945,3.76,0.0,0.08328464280542788,0.7603276191409419,0.2456863587605033,6.827421076039956e-10,9.33486116447607e-08,0.01352855737331829,0.0007060645748538146,0.17042036999651144,0.00284764070973524,0.4731078361737879,0.005317633943232508,0.6379732283003461,5.03016768914598e-07,4.409138823377453e-06,0.0007936531987909148,0.00195666923142967,0.08797937840109028,0.0007191263432920964,0.02271095831357418,0.0007681572387431184,0.1568612783586025,0.00017605841885977714,0.0001236970399142832,1.3239964172853616e-08,9.683797597291573e-06,0.00014177255368104375,1.0725149500360136e-06,1.3096778533904902e-06,0.011948824105537697,9.336345345040335e-06,0.009435955526633705,3.9423787160729694e-09,4.150530352009017e-06,2.5039549633713497e-06,1.8037013705115034e-08,0.014073463289021136,0.0020498591657787256,0.0005088834930928995,3.184095481287989e-09,0.0018120641083840254,2.9977612562240487e-08,4.059327569442949e-11,1.8989644854689354e-06,9.11086777229713e-06,5.814015538646502e-11,3.686651032681799e-11,3.307548193921745e-07,2.698519854384323e-08,4.4491110931318006e-08,0.0010037069592413225,6.984327970995449e-07,1.0901431334944197e-08,2.2786059268876243e-05,7.323472687846245e-09,1.0125168233442789e-06,2.4877293101435738e-08,4.377245875561373e-06,3.3934911204470478e-09,3.001420020640931e-08,1.4493035976790278e-05,0.0015022282820071511,8.060121113383156e-06,4.805150043361662e-06,0.00014960057232519036
3.816751837473874e-06,0.16134418839019785,3.76,0.0,0.08243009652176209,0.7591883566179454,0.24675589484248908,6.798149848887422e-10,9.303061163474951e-08,0.013499212083193001,0.0006997945817627673,0.17063554085041166,0.0028410071386976155,0.4726557955750519,0.005306994477043894,0.6393362760963748,4.978634178332158e-07,4.391681696465973e-06,0.0007917614321233377,0.0019481991643223748,0.08851678162322679,0.0007171236786013791,0.022709486756695027,0.0007659251685569416,0.15792318962837829,0.00017544957399405416,0.00012317514385138084,1.3183696752610202e-08,9.702143838049159e-06,0.00014222841949801542,1.0682217236600578e-06,1.306935248619823e-06,0.011958990633424229,9.295143707915176e-06,0.00947039517900655,3.93548599556465e-09,4.143093504673489e-06,2.4976713085839495e-06,1.809458900673867e-08,0.014152134545744072,0.0020656314185007406,0.0005090263013179334,3.17502111191395e-09,0.0018237361335563858,3.018945171981561e-08,4.0648435131948754e-11,1.89134984839287e-06,9.09196512567915e-06,5.791556385945248e-11,3.6724106897749545e-11,3.2945451961787566e-07,2.7050254551095778e-08,4.4330702356037514e-08,0.0010122470309672218,6.970455275329003e-07,1.0879764931478029e-08,2.2760229395851753e-05,7.385805234509687e-09,1.0124108062119554e-06,2.4827513084582155e-08,4.378644277729588e-06,3.3975186632747703e-09,2.996885147219379e-08,1.4496546343607633e-05,0.0015076883425505336,8.089423441547281e-06,4.794409728413256e-06,0.00015024278735621078
3.838856487241942e-06,0.16139116183108335,3.76,0.0,0.0815874243031494,0.7580538495398682,0.24782071766740274,6.769094041652925e-10,9.271382464480497e-08,0.013470144408957049,0.0006936173604715968,0.1708482153484383,0.002834434707954325,0.47219821072692597,0.005296302064533332,0.640688664460525,4.927913800636752e-07,4.3743903531637535e-06,0.0007898707601756208,0.0019397400866498567,0.0890523393923913,0.000715128034472456,0.022707257208885095,0.0007636901711505367,0.15898203911386843,0.00017484335045772867,0.00012265542650670335,1.3127613695292925e-08,9.720100496507502e-06,0.00014267754645610835,1.063936673908248e-06,1.3041920748977793e-06,0.011968722036088477,9.25416174977267e-06,0.009504467269867908,3.928574769344351e-09,4.135593844521025e-06,2.4913852349292477e-06,1.815147563941643e-08,0.014230541175738331,0.00208135375626947,0.0005091533092039404,3.1659847835223613e-09,0.0018353598420089725,3.0400337491148315e-08,4.070188961716118e-11,1.883802727064167e-06,9.07306813007683e-06,5.7691981129398916e-11,3.658234365083838e-11,3.2815991456579964e-07,2.7114253997072712e-08,4.4171619933808754e-08,0.001020759562511076,6.956454019400704e-07,1.0857898015459633e-08,2.2734358326892415e-05,7.447936844743877e-09,1.0122818716205489e-06,2.4777284051052362e-08,4.3799386923511735e-06,3.4014318675800196e-09,2.992282489177379e-08,1.4499453018814657e-05,0.0015130644619121252,8.118275326748428e-06,4.7836543399911125e-06,0.00015087620187556017
3.86096113701001e-06,0.16143780622810633,3.76,0.0,0.08075642423735309,0.7569240684697416,0.24888086073905677,6.740252379823302e-10,9.239826470111218e-08,0.013441349601421244,0.0006875311432627879,0.17105843477213867,0.0028279225891283165,0.4717352398379659,0.005285559141337307,0.6420305297031077,4.877990067575874e-07,4.357262132560066e-06,0.0007879814053095012,0.001931293183326618,0.08958605675071966,0.0007131394825301805,0.02270428410027543,0.0007614526145074472,0.1600378249915828,0.00017423976169631949,0.00012213791129534395,1.3071718746721078e-08,9.737673436406448e-06,0.00014312000994860425,1.059660272029278e-06,1.3014485843581755e-06,0.01197802534698671,9.213399215225945e-06,0.00953817487672417,3.921645980891854e-09,4.128033711092027e-06,2.4850974643510306e-06,1.820768033269367e-08,0.014308684129029135,0.0020970258278059854,0.0005092648213476588,3.156986672562185e-09,0.0018469353325331584,3.061026875444866e-08,4.075366819343265e-11,1.876322136025512e-06,9.05417888481015e-06,5.746941220572662e-11,3.644122367835296e-11,3.2687104520394366e-07,2.717721076877226e-08,4.401385511992724e-08,0.001029244283571603,6.942329107002714e-07,1.0835838241774995e-08,2.270844980299059e-05,7.509865543673908e-09,1.0121305921093958e-06,2.4726623381486374e-08,4.381131291594415e-06,3.4052325681504944e-09,2.987614109870177e-08,1.4501767431602962e-05,0.0015183573439316652,8.146680545503568e-06,4.772885104657054e-06,0.0001515008772653502
3.883065786778078e-06,0.16148412560732356,3.76,0.0,0.07993689851940179,0.7557989840972105,0.24993635731499483,6.711623583405608e-10,9.208394516985907e-08,0.013412823026252298,0.0006815342030603986,0.17126623952464676,0.0028214699692440184,0.47126703728404656,0.005274768080887206,0.6433620057312281,4.828846892763495e-07,4.3402944345749555e-06,0.0007860935821496359,0.0019228595966814142,0.09011793886458888,0.000711158090891168,0.022700581623406088,0.0007592128555378783,0.16109054588907476,0.00017363882013523744,0.00012162262017733383,1.3016015478410901e-08,9.75486844778278e-06,0.0001435558849282126,1.0553929696365723e-06,1.2987050194530197e-06,0.011986907485477151,9.172855810860016e-06,0.009571521061387004,3.914700544536927e-09,4.120415382168748e-06,2.4788086957748913e-06,1.8263209743147126e-08,0.014386564366777066,0.002112647295750595,0.0005093611365482068,3.1480269326456418e-09,0.0018584627063539876,3.081924452649104e-08,4.0803799278997506e-11,1.8689071134044863e-06,9.035299430728814e-06,5.724786169531267e-11,3.630074995192598e-11,3.2558793796149937e-07,2.7239138454295796e-08,4.385739923690427e-08,0.001037700934277247,6.928085314484753e-07,1.0813593062642347e-08,2.2682507440762685e-05,7.571589432598554e-09,1.0119575272990937e-06,2.4675547963229658e-08,4.3822242005806e-06,3.4089225674357996e-09,2.982882009193605e-08,1.450350082349836e-05,0.0015235676927246964,8.174642875813707e-06,4.7621032262617105e-06,0.0001521168753252509
3.905170436546146e-06,0.1615301239254194,3.76,0.0,0.07912865335340928,0.7546785672412519,0.2509872404072248,6.683206367142688e-10,9.177087877102398e-08,0.013384560160605088,0.0006756248523282949,0.17147166915342388,0.0028150760503434136,0.47079375370740983,0.0052639311958920555,0.6446832241025049,4.780468580428291e-07,4.323484718205935e-06,0.000784207497816467,0.0019144404276111085,0.09064799101896653,0.000709183924260519,0.022696163736870067,0.0007569712403790567,0.162140200870846,0.00017304053721295943,0.00012110957371018455,1.2960507301894445e-08,9.771691247407186e-06,0.000143985245891908,1.05113520230983e-06,1.2959616176012964e-06,0.011995375258874159,9.132531206753064e-06,0.009604508869595884,3.907739355792728e-09,4.1127410755092214e-06,2.4725196069468297e-06,1.831807049762778e-08,0.014464182860711945,0.0021282178363443266,0.0005094425479309478,3.139105707757698e-09,0.001869942067018546,3.102726403435465e-08,4.085231112388527e-11,1.8615567194768214e-06,9.016431751358762e-06,5.7027333886174127e-11,3.616092509932186e-11,3.243106306672368e-07,2.7300050617053443e-08,4.3702243522756215e-08,0.0010461292649199976,6.913727295415395e-07,1.07911697428655e-08,2.2656534736468732e-05,7.633106687045479e-09,1.011763224200869e-06,2.462407429077142e-08,4.3832194985772555e-06,3.4125036430112857e-09,2.978088155455733e-08,1.4504664250967172e-05,0.00152869621242049,8.202166095783903e-06,4.751309886112748e-06,0.00015272425823519343
3.927275086314214e-06,0.16157580507122515,3.76,0.0,0.07833149885710869,0.7535627888527414,0.25203354278298995,6.654999441108242e-10,9.145907759724983e-08,0.013356556589869183,0.0006698014420110044,0.17167476237230514,0.0028087400491558375,0.47031553611288707,0.0052530507397862605,0.6459943140773441,4.7328398143925043e-07,4.306830499834116e-06,0.0007823233521525625,0.0019060367367082392,0.0911762186119488,0.0007072170440283299,0.022691044168916125,0.0007547281046869156,0.16318678942464143,0.00017244492341380308,0.0001205987910996322,1.290519746531012e-08,9.788147479041539e-06,0.00014440816686664396,1.0468873868253481e-06,1.2932186064682344e-06,0.012003435364471014,9.09242503795127e-06,0.00963714133066512,3.9007632813001904e-09,4.10501295046591e-06,2.466230853916665e-06,1.8372269143884365e-08,0.014541540592636615,0.0021437371391174334,0.0005095093430690028,3.1302231187453385e-09,0.001881373520289565,3.1234326622554564e-08,4.089923129802949e-11,1.8542700366392453e-06,8.997577774126554e-06,5.6807832680148565e-11,3.602175165462035e-11,3.230391435583646e-07,2.735996049414374e-08,4.354837909946829e-08,0.0010545290356955782,6.899259582142382e-07,1.0768575353187018e-08,2.263053506993053e-05,7.69441555487462e-09,1.0115482175064021e-06,2.4572218377080162e-08,4.3841192200963245e-06,3.4159775407997685e-09,2.97323445195819e-08,1.4505268587997769e-05,0.0015337436069116275,8.229253982249532e-06,4.740506243146451e-06,0.0001533230885195007
3.949379736082282e-06,0.16162117286723893,3.76,0.0,0.07754524896903484,0.7524516200168772,0.2530752969655733,6.627001510858159e-10,9.114855312648454e-08,0.013328808004511436,0.0006640623604980521,0.17187555708287364,0.0028024611967275973,0.46983252796138375,0.005242128908144448,0.6472954026697942,4.685945647306237e-07,4.29032935158368e-06,0.0007804413379409601,0.0018976495453627798,0.09170262714947934,0.0007052575083613032,0.022685236421000825,0.0007524837739198057,0.16423031144812206,0.00017185198829905622,0.00012009029024863675,1.2850089065385687e-08,9.804242713963256e-06,0.00014482472139599754,1.042649925206846e-06,1.290476209700081e-06,0.01201109439151099,9.052536905879115e-06,0.009669421457152265,3.893773171367789e-09,4.09723310963019e-06,2.459943072840904e-06,1.8425812205627222e-08,0.014618638553883484,0.002159204906583854,0.0005095618041008351,3.121379280038171e-09,0.0018927571740437966,3.144043184672043e-08,4.094458727963343e-11,1.8470461679631319e-06,8.978739371459334e-06,5.658936168536755e-11,3.588323180639112e-11,3.2177351198997794e-07,2.7418881333094433e-08,4.3395797025121454e-08,0.0010629000164498901,6.884686590185141e-07,1.0745816787486915e-08,2.2604511708260948e-05,7.755514354425603e-09,1.0113130298832998e-06,2.45199958753761e-08,4.384925356028458e-06,3.419345982905995e-09,2.9683227772323954e-08,1.45053245286871e-05,0.0015387105796140822,8.25591030952034e-06,4.729693434111212e-06,0.0001539134290123592
3.9714843858503495e-06,0.16166623107105738,3.76,0.0,0.07676972135824775,0.7513450319554641,0.25411253523513766,6.599211278062921e-10,9.083931624092153e-08,0.013301310197027485,0.0006584060326309608,0.17207409039518842,0.0027962387381159966,0.4693448692607125,0.0052311678400625275,0.6485866146970478,4.639771490348348e-07,4.273978899737413e-06,0.0007785616411176934,0.0018892798368384239,0.0922272222402439,0.0007033053722947787,0.022678753771300325,0.000750238563614014,0.1652707672359059,0.00017126174053795206,0.00011958408780471425,1.279518504643353e-08,9.819982451227971e-06,0.00014523498252760856,1.0384232014114766e-06,1.2877346409562833e-06,0.01201835882313095,9.01286637970955e-06,0.009701352244549405,3.8867698473749495e-09,4.089403600332498e-06,2.4536568794112225e-06,1.8478706119991907e-08,0.014695477744854657,0.0021746208539425767,0.0005096002078458713,3.112574282044286e-09,0.0019040931381751323,3.1645579356559994e-08,4.098840579440852e-11,1.839884237295734e-06,8.959918361989206e-06,5.637192413867464e-11,3.5745367677544874e-11,3.2051374983133546e-07,2.7476826021116924e-08,4.324448825640366e-08,0.0010712419864315672,6.870012619782864e-07,1.0722900753429633e-08,2.2578467809517072e-05,7.816401472711422e-09,1.0110581722476513e-06,2.4467421965350872e-08,4.3856398546662794e-06,3.4226106604319894e-09,2.9633549420354656e-08,1.4504842589779485e-05,0.0015435978332382335,8.282138848116215e-06,4.718872573753394e-06,0.00015449534282463388
3.993589035618417e-06,0.1617109833768213,3.76,0.0,0.07600473733654285,0.7502429960290659,0.25514528962959593,6.571627440583413e-10,9.053137723836765e-08,0.013274059058981448,0.000652830918728731,0.17227039864788657,0.0027900719320303195,0.4688526966538613,0.005220169619507492,0.6498680728276061,4.5943031031207313e-07,4.257776823201258e-06,0.0007766844409765932,0.0018809285573238939,0.09275000959073479,0.00070136068781944,0.02267160927817088,0.0007479927796518756,0.16630815746696564,0.0001706741879368534,0.00011908019920564593,1.2740488208701939e-08,9.835372118288785e-06,0.00014563902280150223,1.034207585906699e-06,1.2849941110063878e-06,0.012025235038252242,8.973412997672847e-06,0.009732936670993678,3.8797541170387874e-09,4.081526416207722e-06,2.447372870627605e-06,1.8530957307596344e-08,0.014772059174497984,0.002189984708784555,0.0005096248259161379,3.1038082124019017e-09,0.001915381524501977,3.184976901752603e-08,4.1030713573353376e-11,1.8327833877815673e-06,8.941116511604499e-06,5.615552300808694e-11,3.560816104154738e-11,3.1925989071930333e-07,2.7533807498616888e-08,4.3094443705177455e-08,0.001079554734050515,6.855241859987249e-07,1.069983379224751e-08,2.2552406426160468e-05,7.877075363654173e-09,1.0107841440469455e-06,2.44145115020464e-08,4.386264622786851e-06,3.4257732417068564e-09,2.9583327402744198e-08,1.4503833113232154e-05,0.0015484060695695613,8.3079433636279e-06,4.70804475501436e-06,0.0001550688933119297
4.015693685386485e-06,0.1617554334165638,3.76,0.0,0.07525012177304047,0.7491454837390278,0.25617359194551453,6.544248693155792e-10,9.022474585142326e-08,0.013247050578149814,0.0006473355136568985,0.1724645174276827,0.002783960050550671,0.468356143504775,0.00520913627663456,0.6511398976281823,4.5495265840266696e-07,4.241720852021947e-06,0.0007748099103689932,0.0018725966169596004,0.09327099500047982,0.0006994235039691875,0.022663815783570337,0.0007457467185221307,0.16734248319237413,0.00017008933746857381,0.00011857863872364139,1.2686001211322983e-08,9.850417071243246e-06,0.00014603691423912234,1.0300034317328268e-06,1.282254820209446e-06,0.012031729313448633,8.934176268331257e-06,0.009764177696999238,3.872726758708475e-09,4.073603498580685e-06,2.441091624172888e-06,1.8582572093251903e-08,0.01484838385988429,0.0022052962108064533,0.0005096359248263642,3.0950811331355144e-09,0.0019266224466789475,3.205300076272806e-08,4.107153649994063e-11,1.8257427821084995e-06,8.922335534636976e-06,5.594016090370514e-11,3.547161363550365e-11,3.180119418510039e-07,2.758983830352726e-08,4.294565419460415e-08,0.001087838056642306,6.840378390248529e-07,1.06766222659786e-08,2.252633050846959e-05,7.937534546365217e-09,1.010491433515842e-06,2.436127887052544e-08,4.386801526601644e-06,3.428835364668629e-09,2.953257893801682e-08,1.450230626870415e-05,0.0015531359892596165,8.333327615553352e-06,4.6972110492289e-06,0.00015563414404391873
4.037798335154553e-06,0.1617995847615874,3.76,0.0,0.07450570301111306,0.7480524667293785,0.2571974737390437,6.517073727376313e-10,8.991943125740864e-08,0.013220280835745606,0.0006419183459094615,0.1726564815882856,0.0027779023787778117,0.4678553399817291,0.005198069789074718,0.6524022076093415,4.505428360770161e-07,4.225808765949433e-06,0.0007729382158958823,0.0018642848908401715,0.09379018435742942,0.0006974938669031199,0.022655385916427694,0.0007435006675734029,0.1683737458233867,0.00016950719529969894,0.00011807941950798893,1.26317265752532e-08,9.86512259556008e-06,0.00014642872833321084,1.0258110796944214e-06,1.279516967317469e-06,0.012037847824759928,8.895155671794818e-06,0.009795078265206413,3.8656885399949424e-09,4.065636737963173e-06,2.4348137001624233e-06,1.863355679505134e-08,0.014924452825699382,0.0022205551115295,0.000509633766099976,3.0863931077469806e-09,0.0019378160201123445,3.225527475034422e-08,4.111090058629429e-11,1.8187616009699763e-06,8.903577094861274e-06,5.572584019151466e-11,3.533572684067537e-11,3.167699360178411e-07,2.7644931079068254e-08,4.2798110520771525e-08,0.0010960917602382966,6.82542618416709e-07,1.0653272380657968e-08,2.2500242907749516e-05,7.997777603465444e-09,1.0101805179479377e-06,2.4307738169143726e-08,4.387252392794646e-06,3.4317986455206963e-09,2.948132116988344e-08,1.450027205610098e-05,0.0015577882916258847,8.358295356268477e-06,4.686372506334161e-06,0.0001561911587748235
