Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85),CH2OH(32),C4H6(3180)
2.168410708734984e-08,0.14051873181890698,3.76,0.0,0.8734434348052886,0.9999912057225279,1.4276737550224577e-06,1.5737401102915957e-16,3.770820664418368e-12,0.0011169158190183829,6.57592937489446e-05,8.313379138891961e-05,2.9535337349911292e-05,4.8918178458688434e-05,5.774538811402694e-06,2.0720630721520755e-05,5.72785286903646e-08,4.657282991634392e-07,2.04846537519326e-10,2.9624887164803014e-08,9.31218693351478e-11,1.8188726773014196e-06,9.428813887228609e-07,4.360094475021796e-10,9.463715826714819e-10,7.089058788679713e-07,9.031750630137871e-12,7.539599409734904e-11,3.900940299246577e-17,1.950345077163349e-17,1.7543564401542936e-10,1.7699384619608113e-14,1.0101321278231957e-10,2.5240877707390806e-08,8.918922174388227e-13,5.3416917379365635e-17,6.655993465856281e-13,9.964407176379526e-12,3.4181958669294903e-18,4.130595885476561e-09,4.556845786311494e-16,2.562861226897988e-14,1.7364904596285246e-13,2.750248215259876e-16,4.317958839829652e-21,2.604598010707332e-22,1.1960423061514164e-09,1.5115795043459173e-09,1.0021039981761222e-14,8.122242607188343e-15,7.466398317397332e-11,1.4855475608866316e-18,7.019803799246452e-16,1.4017130940854803e-19,1.1539158450272406e-17,1.8213798549954377e-19,5.069019382899819e-10,8.1684681465445415e-25,8.909074173275245e-17,4.51047557059033e-19,2.293203606437004e-16,1.5267603522549658e-20,2.2227614272552195e-18,9.765046406762043e-18,6.424950378031775e-17,3.1242191034471013e-19,5.856219689980485e-10,1.1535826154190532e-18
2.2394328045866113e-08,0.14051933191953855,3.76,0.0,0.8734156611803772,0.9999907056680478,1.594691693805811e-06,1.7614227049766109e-16,3.903177366481572e-12,0.0011507416658356766,6.94709859956394e-05,8.852727579535182e-05,3.16359758559145e-05,5.332609538061654e-05,6.0310661612486975e-06,2.2898082485835314e-05,6.079287100591213e-08,4.827376380261773e-07,2.419136473403155e-10,3.180125829668694e-08,1.0867982283804453e-10,1.9713045467830255e-06,1.005295925237395e-06,4.986942350082039e-10,1.0869479989650004e-09,7.664535901096729e-07,1.0936290495348541e-11,7.966980504177668e-11,5.0057539808201665e-17,2.542984368690008e-17,1.855543460636917e-10,2.1308876964310995e-14,1.173463413173947e-10,2.6123708763799472e-08,1.1135626845354827e-12,6.393116601887865e-17,7.52110441170835e-13,1.122681161105931e-11,4.23880658569235e-18,4.670558690264441e-09,5.690066470346869e-16,3.1928131648884636e-14,1.893422483672949e-13,3.524796035110538e-16,5.3967347772915866e-21,3.2592887465742606e-22,1.3135646592435547e-09,1.6584708445317667e-09,1.1107409153391743e-14,8.941098816507076e-15,8.195464854533255e-11,1.8561356934252732e-18,8.317765546477399e-16,1.8534622180072535e-19,1.4902553237742807e-17,2.351548105884196e-19,5.636192821647276e-10,1.0858017250427513e-24,1.0948179602509625e-16,5.800471057282547e-19,2.8704521008699526e-16,1.8963816516946873e-20,2.7712111999796872e-18,1.2920531794307415e-17,8.515961836071977e-17,4.152571783374183e-19,6.30599637880768e-10,1.5309810452354005e-18
2.3104549004382386e-08,0.14051993790776965,3.76,0.0,0.873387554950985,0.9999901859712225,1.775480932889384e-06,1.964431464387253e-16,4.036958036791918e-12,0.0011844011600283574,7.327215183637514e-05,9.408126602589422e-05,3.3811586082290025e-05,5.797898047643211e-05,6.294167433890997e-06,2.522773044660714e-05,6.439906356547845e-08,4.996696383577434e-07,2.843121281056539e-10,3.407547102811927e-08,1.2630664512133997e-10,2.131280218979458e-06,1.0696518950216142e-06,5.680357662389667e-10,1.2432614312769682e-09,8.265272920102137e-07,1.3166618676870724e-11,8.40470808099057e-11,6.376858922572283e-17,3.290222627078266e-17,1.9592756949549786e-10,2.55208352160158e-14,1.3568399699576586e-10,2.700570866197058e-08,1.3811690306706209e-12,7.614658572383354e-17,8.464959186910317e-13,1.2600977187993279e-11,5.223236438811178e-18,5.262399265345621e-09,7.060732171023202e-16,3.952524442285284e-14,2.059101959891891e-13,4.485398941268459e-16,6.702616415338541e-21,4.0516998242022023e-22,1.438659400872583e-09,1.8147162922337563e-09,1.2271994489406934e-14,9.814342004503871e-15,8.97119390095408e-11,2.3037936006630793e-18,9.805091618376747e-16,2.4335860725137137e-19,1.9101386656196278e-17,3.013229482336091e-19,6.244991543251128e-10,1.4328041340456425e-24,1.337119551305791e-16,7.405518916709592e-19,3.5686970003586415e-16,2.3437899024562405e-20,3.4330529302317942e-18,1.6954365509177667e-17,1.1195503546170205e-16,5.473588561705065e-19,6.782074479555795e-10,2.015388446320965e-18
2.3814769962898658e-08,0.1405205499220431,3.76,0.0,0.8733591106060271,0.9999896460396324,1.9707105107988023e-06,2.1835516996200217e-16,4.1723743234135605e-12,0.001217895084742,7.716247598477922e-05,9.97949764358074e-05,3.6062017190041445e-05,6.288266030332329e-05,6.5640516085613425e-06,2.7714899733067292e-05,6.809670245280521e-08,5.165234750427018e-07,3.326201833827989e-10,3.645028758614126e-08,1.4621670372687476e-10,2.2988850443623405e-06,1.1359448082141762e-06,6.445062927105613e-10,1.4165138326142313e-09,8.891323517027322e-07,1.5766101270395444e-11,8.85274616420819e-11,8.068027204635288e-17,4.2262614549968294e-17,2.0655525614166596e-10,3.041475292812154e-14,1.561991358743785e-10,2.7887001505808915e-08,1.7024361882588283e-12,9.028197002791882e-17,9.491835446530914e-13,1.4092780161296851e-11,6.397904317065928e-18,5.909383790217439e-09,8.710130620730386e-16,4.8638615764783626e-14,2.233737875377078e-13,5.669522030149942e-16,8.275292004198612e-21,5.005514675512108e-22,1.5715511003178453e-09,1.9805994082222967e-09,1.3517602762478216e-14,1.0743722719419705e-14,9.795009550827049e-11,2.841526354318183e-18,1.1502705369878894e-15,3.1740040596567355e-19,2.4309307031100402e-17,3.833723027054204e-19,6.896916558029877e-10,1.8776629382391794e-24,1.6235899972056786e-16,9.390156013562627e-19,4.4084397240544615e-16,2.883262891492695e-20,4.2274646342915895e-18,2.207404612336205e-17,1.4604925660357874e-16,7.158330889115866e-19,7.285839004652768e-10,2.6327737394188054e-18
2.452499092141493e-08,0.1405211681003407,3.76,0.0,0.8733303226345543,0.999989085281829,2.181056680666116e-06,2.4196101794088376e-16,4.309651646193119e-12,0.001251224225839935,8.114165926939313e-05,0.00010566762537734266,3.838710809911003e-05,6.804294141638064e-05,6.840926908711561e-06,3.036490380867075e-05,7.188541174293168e-08,5.332985460119918e-07,3.874588774794059e-10,3.892856884429956e-08,1.6864144635347746e-10,2.4741971144878858e-06,1.2041703607789733e-06,7.285964107489422e-10,1.6079565031809444e-09,9.542725896297835e-07,1.878228451900316e-11,9.311060747864343e-11,1.0141952513119478e-16,5.391626650276463e-17,2.1743745342726748e-10,3.607793588780082e-14,1.7907376404281222e-10,2.8767715050953e-08,2.086100208272093e-12,1.0657721079180417e-16,1.060609463675894e-12,1.5708204338462206e-11,7.792518664235497e-18,6.614876116514334e-09,1.0685393202504982e-15,5.951597027160809e-14,2.4175385687888113e-13,7.120799482529766e-16,1.0160099167486075e-20,6.147638854075307e-22,1.71246151592669e-09,2.1564008526639504e-09,1.4847021779681197e-14,1.1730975626739815e-14,1.0668321516862166e-10,3.484046869187484e-18,1.343320934769212e-15,4.1135106684022164e-19,3.0729387046079225e-17,4.844947676872146e-19,7.59346570104418e-10,2.444541140350298e-24,1.9606729765203543e-16,1.182972532858722e-18,5.412862350251202e-16,3.531371190294475e-20,5.176182189878515e-18,2.8527826081636364e-17,1.891402788275255e-16,9.292317955450064e-19,7.818694572885376e-10,3.414409970395987e-18
2.5235211879931202e-08,0.14052179258016864,3.76,0.0,0.8733011855272921,0.9999885031074427,2.407202286241734e-06,2.6734804658045487e-16,4.44902954462188e-12,0.0012843893720681854,8.520941606274799e-05,0.00011169843520270595,4.0786689137834145e-05,7.346561133787624e-05,7.125000786646979e-06,3.318304378266435e-05,7.576483944972091e-08,5.499944308873635e-07,4.4949383255049423e-10,4.1513274965420476e-08,1.938304314392553e-10,2.6572876228434866e-06,1.2743244361260507e-06,8.208153532460019e-10,1.8188903832285268e-09,1.0219504508223019e-06,2.2267144899219146e-11,9.779619494768245e-11,1.2671436772927741e-16,6.834128103865588e-17,2.2857430843527774e-10,4.260600653922178e-14,2.0449913197741136e-10,2.9647980536512914e-08,2.542004013486878e-12,1.2529464511477355e-16,1.1812180811051055e-12,1.7453339112341186e-11,9.44036852573604e-18,7.3823367581401034e-09,1.3040149133375012e-15,7.243695108605422e-14,2.6107117730929287e-13,8.8898332949277e-16,1.240866187455838e-20,7.508529237194203e-22,1.861609547560313e-09,2.3423982716908656e-09,1.626301825423515e-14,1.2777818586298488e-14,1.1592524547396288e-10,4.2479381678506066e-18,1.5620985580308323e-15,5.299040237419279e-19,3.8598038727233194e-17,6.08405588389041e-19,8.336133519381468e-10,3.162772928462405e-24,2.3555327633254907e-16,1.481179953988352e-18,6.608076856517209e-16,4.307298266995334e-20,6.303751922358198e-18,3.6611161886257334e-17,2.432573177003442e-16,1.1977926547759056e-18,8.382061667909139e-10,4.3977641907303564e-18
2.5945432838447475e-08,0.14052242349859786,3.76,0.0,0.8732716937780083,0.9999878989272686,2.6498361699052138e-06,2.946088629934217e-16,4.590762013894999e-12,0.00131739131520995,8.936547204585058e-05,0.00011788663226794426,4.326058340532075e-05,7.915643936243856e-05,7.416479910074202e-06,3.617460783507325e-05,7.973465399137417e-08,5.666108578582092e-07,5.194369269888632e-10,4.4207466063984475e-08,2.220523996214764e-10,2.8482212268767306e-06,1.3464031066154994e-06,9.216912965991108e-10,2.0506663583478786e-09,1.0921671594321404e-06,2.627734449581929e-11,1.0258391474606198e-10,1.5740700433345967e-16,8.609937460323128e-17,2.399660629377386e-10,5.0103422372965035e-14,2.3267592883812819e-10,3.052793255767523e-08,3.0811988437918705e-12,1.4672043902559846e-16,1.3114619490584294e-12,1.9334377523425622e-11,1.1378630183161888e-17,8.21532184275718e-09,1.5835235256985412e-15,8.771616445254512e-14,2.8134646528947435e-13,1.103506886782659e-15,1.507958217193373e-20,9.122547157623247e-22,2.0192111987498154e-09,2.5388662031816923e-09,1.7768335922878263e-14,1.3885951862960672e-14,1.2568997941701667e-10,5.151825308400483e-18,1.8092301417809497e-15,6.787127725036682e-19,4.818930837864157e-17,7.594106789264097e-19,9.126411187741423e-10,4.067810003653026e-24,2.816111764861523e-16,1.8437741855729275e-18,8.023388366599684e-16,5.2331973791484134e-20,7.637799637852841e-18,4.6673954976603087e-17,3.108135950877727e-16,1.5337106032679151e-18,8.977373189791564e-10,5.62750659702303e-18
2.6655653796963747e-08,0.14052306099227418,3.76,0.0,0.8732418418847381,0.99998727215334,2.9096526123878525e-06,3.2384193439040887e-16,4.735117829449111e-12,0.0013502308502317275,9.360956225389938e-05,0.00012423144693768322,4.5808607899908945e-05,8.512117722466462e-05,7.715570150057811e-06,3.934487073078075e-05,8.37945410955754e-08,5.831476767513912e-07,5.980479935950206e-10,4.701430288808164e-08,2.5359638559944663e-10,3.0470564067044117e-06,1.4204026349797078e-06,1.0317716823220243e-09,2.3046855801645093e-09,1.1649228577944371e-06,3.0874491333042845e-11,1.0747346935684352e-10,1.9446825086862303e-16,1.0784793998095663e-16,2.51613049227946e-10,5.868401028143228e-14,2.6381447683861625e-10,3.140770895875019e-08,3.7160514413318424e-12,1.7116601317206525e-16,1.4518016563095557e-12,2.135761434709829e-11,1.364869014961489e-17,9.117482032609271e-09,1.913946410674109e-15,1.0570641278987146e-13,3.0260038374249104e-13,1.3623751507865055e-15,1.8239189414662885e-20,1.1028337747466749e-21,2.1854795464906367e-09,2.746075998866078e-09,1.936569389281288e-14,1.505705745523309e-14,1.3599105148561613e-10,6.2165570790710645e-18,2.087542132084518e-15,8.6455894592713905e-19,5.981957293013964e-17,9.42480271230857e-19,9.965786446251184e-10,5.20231327775584e-24,3.3511908910878427e-16,2.2824413635723598e-18,9.691572472907756e-16,6.334588716831347e-20,9.209316367534863e-18,5.912864614670007e-17,3.946657305322927e-16,1.9514436541442146e-18,9.606071280400219e-10,7.156650155651602e-18
2.736587475548002e-08,0.14052370519743596,3.76,0.0,0.8732116243508835,0.9999866221989888,3.187350803915352e-06,3.5515223500233927e-16,4.882380860139631e-12,0.0013829087754224588,9.794142936393082e-05,0.00013073211359067045,4.8430574452057316e-05,9.136555964836682e-05,8.02247657002507e-06,4.26990934052314e-05,8.794420108560242e-08,5.996048369315971e-07,6.861365164076812e-10,4.99370475209361e-08,2.8877287044216685e-10,3.2538458171730782e-06,1.4963194756846514e-06,1.1516235530057817e-09,2.5823998048822396e-09,1.240216731117725e-06,3.612540442560832e-11,1.1246457104964116e-10,2.3901338212456093e-16,1.3435350598950882e-16,2.6351568664284397e-10,6.847151405012154e-14,2.981349258069251e-10,3.2287450737085034e-08,4.460357088059968e-12,1.9896950427577172e-16,1.6027057218554974e-12,2.3529444207779024e-11,1.629648314528581e-17,1.0092561420608736e-08,2.303045346478799e-15,1.2680212131101195e-13,3.2485354497461313e-13,1.673296877590795e-15,2.1962350104805166e-20,1.3269233614506118e-21,2.3606247177566212e-09,2.9642957604663755e-09,2.1057785202194903e-14,1.6292798527860365e-14,1.4684193436690832e-10,7.465397668452756e-18,2.400072496172256e-15,1.0955451030550554e-18,7.385266645068692e-17,1.1633292623365537e-18,1.0855743556174689e-09,6.6174082280653444e-24,3.970452803738479e-16,2.8106036677764208e-18,1.1649166830601903e-15,7.640800581028265e-20,1.1052961282967491e-17,7.445923376473995e-17,4.981803473264116e-16,2.468056240765825e-18,1.026960440665584e-09,9.047833509929003e-18
2.807609571399629e-08,0.14052435624992396,3.76,0.0,0.8731810356862081,0.9999859484788982,3.4836343459763634e-06,3.8865193107331933e-16,5.032850370043592e-12,0.0014154258925265875,0.0001023608221928442,0.00013738787062608958,5.112629049153205e-05,9.789530479280984e-05,8.337403415553975e-06,4.624252260849312e-05,9.21833464981796e-08,6.159823691299922e-07,7.845633250089484e-10,5.297906410178391e-08,3.2791497423441337e-10,3.468636630943372e-06,1.5741502762413031e-06,1.2818339021734257e-09,2.885311751629312e-09,1.3180471190073803e-06,4.2102383302702475e-11,1.1755694012474695e-10,2.9231950335585677e-16,1.6650672343584846e-16,2.7567447868576354e-10,7.960015387234492e-14,3.358674480467056e-10,3.3167301956143174e-08,5.3294585850839724e-12,2.3049725851619933e-16,1.7646504921213588e-12,2.5856359719190678e-11,1.9372845525240404e-17,1.114439640649121e-08,2.7595520585713505e-15,1.5144296268992704e-13,3.481265132777345e-13,2.045078346179103e-15,2.6333341587101188e-20,1.5893684587434913e-21,2.544853872070375e-09,3.193790288056311e-09,2.2847275574179393e-14,1.7594818935843568e-14,1.5825593627760232e-10,8.924228440357134e-18,2.7500831878418037e-15,1.3813151977860807e-18,9.070546483864642e-17,1.4285047142327678e-18,1.1797763270263157e-09,8.374123842178774e-24,4.684548114927856e-16,3.4436219894576925e-18,1.3936777229528805e-15,9.185458305135196e-20,1.320738218611435e-17,9.323128891910097e-17,6.253085315967738e-16,3.1036034507756912e-18,1.0969424686819534e-09,1.1374760593111547e-17
2.8786316672512564e-08,0.14052501428519146,3.76,0.0,0.8731500704077348,0.9999852504091469,3.7992107828470456e-06,4.2446110439526066e-16,5.186841308949176e-12,0.0014477830068715765,0.00010686749438297324,0.0001441979604706204,5.389555967004428e-05,0.0001047161146069944,8.66055410476541e-06,4.9980390598465694e-05,9.651169999682153e-08,6.322803706496283e-07,8.942422853050622e-10,5.6143819565858886e-08,3.713796891487426e-10,3.6914708710799184e-06,1.6538918784735799e-06,1.4230100376398163e-09,3.214975482148183e-09,1.3984116148795914e-06,4.888348180147888e-11,1.2275030338230583e-10,3.5584455574899084e-16,2.0533901268249223e-16,2.88090010676633e-10,9.221519984259683e-14,3.7725243359635107e-10,3.404740966828121e-08,6.340371284920364e-12,2.6614536115415014e-16,1.938120041782262e-12,2.834494964815557e-11,2.2933885554611498e-17,1.2276914556595686e-08,3.293264449601413e-15,1.8011768480323179e-13,3.7243980726767577e-13,2.4877462333018717e-15,3.144679315078109e-20,1.8955717030041277e-21,2.738371189572476e-09,3.4348210394459842e-09,2.4736802346198934e-14,1.896474283098341e-14,1.7024619885560618e-10,1.0621759996616584e-17,3.1410732910469444e-15,1.7333059894961834e-18,1.1085395283045786e-16,1.74548095158622e-18,1.2793322815520954e-09,1.054503723721791e-23,5.505164601985699e-16,4.199016125099314e-18,1.6599398390335165e-15,1.1007024438942615e-19,1.571555401096806e-17,1.1610304613439813e-16,7.806688329038936e-16,3.881559774504515e-18,1.1706985447160162e-09,1.422381147884296e-17
2.9496537631028836e-08,0.1405256794383114,3.76,0.0,0.8731187230405605,0.9999845274072457,4.134791161866104e-06,4.627085146812501e-16,5.344684591690272e-12,0.0014799809274904125,0.0001114612032532119,0.0001511616295862199,5.673818235953525e-05,0.00011183367510263289,8.99213121915153e-06,5.391791487451616e-05,1.0092899254659964e-07,6.484989933981474e-07,1.0161419857560934e-09,5.943488440317783e-08,4.1954915291643375e-10,3.922385731871101e-06,1.735541319751236e-06,1.575779957928166e-09,3.5729968031460993e-09,1.4813071542874616e-06,5.655278591070472e-11,1.2804439278725465e-10,4.312480688594191e-16,2.5204101538736937e-16,3.0076294786703855e-10,1.0647355864176864e-13,4.2254068598348623e-10,3.4927923845238977e-08,7.51191427243339e-12,3.063412019727899e-16,2.1236060780717043e-12,3.1001897099248244e-11,2.704136959292365e-17,1.3494133450684823e-08,3.91514997802093e-15,2.1336814620577922e-13,3.978139019874849e-13,3.012680580946564e-15,3.740869789650147e-20,2.2515421562959937e-21,2.941377863793674e-09,3.6876460994345457e-09,2.6728973558077908e-14,2.0404174342950655e-14,1.8282569555551318e-10,1.2589754727676346e-17,3.576792872891706e-15,2.165032945957654e-18,1.348397978610467e-16,2.1227625759550788e-18,1.384389588628979e-09,1.3216148042500667e-23,6.445099490993434e-16,5.09670329649939e-18,1.96867497004029e-15,1.3149394099556637e-19,1.8625135754357523e-17,1.4383765087403187e-16,9.696395267524472e-16,4.829296154257768e-18,1.2483738996033693e-09,1.769583977938133e-17
3.0206758589545105e-08,0.14052635184398168,3.76,0.0,0.8730869881185989,0.9999837788921713,4.491089621400843e-06,5.035324009531825e-16,5.506727366498856e-12,0.001512020467239638,0.00011614170879432292,0.00015827812847859645,5.965395604567551e-05,0.00011925365655615983,9.332336494678907e-06,5.806029794312523e-05,1.0543496181770531e-07,6.646384341887002e-07,1.1512874180581134e-09,6.285593343576891e-08,4.728319626173232e-10,4.1614138867511576e-06,1.8190958341970906e-06,1.7407927412745775e-09,3.961033692502697e-09,1.5667300931306747e-06,6.52006954382002e-11,1.334389442992527e-10,5.204137769147258e-16,3.079830011355737e-16,3.136940339615932e-10,1.2254437130630757e-13,4.719936185714795e-10,3.5808997312981515e-08,8.864847783497271e-12,3.515450707696396e-16,2.3216078484552594e-12,3.383397771976125e-11,3.1763123806866076e-17,1.4800159519128143e-08,4.637456532061565e-15,2.5179356379599655e-13,4.24269230809986e-13,3.632758383233912e-15,4.4337498859086634e-20,2.6639469532870162e-21,3.1540720983868447e-09,3.95252015770428e-09,2.8826367184549073e-14,2.1914697326765497e-14,1.960072304886224e-10,1.486325999820891e-17,4.06125757743139e-15,2.692414502891613e-18,1.6327745810103623e-16,2.5699958040676262e-18,1.4950952645632003e-09,1.6489008779530455e-23,7.518334854850893e-16,6.1592558429489256e-18,2.3253626080750783e-15,1.5662549754575492e-19,2.1988846240330053e-17,1.7731664777959841e-16,1.1984608965064204e-15,5.978609325669827e-18,1.3301134601925294e-09,2.1908172815814822e-17
3.0916979548061374e-08,0.14052703163652908,3.76,0.0,0.8730548601852587,0.9999830042843931,4.868823005339626e-06,5.470813220946585e-16,5.673333272490662e-12,0.0015439024429133895,0.00012090877278879689,0.0001655467117063508,6.264267563429928e-05,0.00012698171364926563,9.681370813025392e-06,6.241272710803127e-05,1.1002935078751579e-07,6.806989268225253e-07,1.3007616512752229e-09,6.641074661292297e-08,5.316645286409212e-10,4.408583782453421e-06,1.904552853876326e-06,1.918718946712199e-09,4.380796750375713e-09,1.6546762766990175e-06,7.492420926837453e-11,1.3893369685134614e-10,6.254742201964205e-16,3.7473738814517786e-16,3.268840899833337e-10,1.406096227910926e-13,5.258834515898431e-10,3.66907856886502e-08,1.042201694074319e-11,4.022517830650492e-16,2.5326320516157667e-12,3.68480579251272e-11,3.7173452801195435e-17,1.6199186873494708e-08,5.473831149464531e-15,2.9605497678874973e-13,4.5182618718955986e-13,4.3625083258336535e-15,5.236525306769424e-20,3.140166212569316e-21,3.37664910724327e-09,4.22969449413822e-09,3.1031530498037655e-14,2.349787516838306e-14,2.0980343764291424e-10,1.7480852074621674e-17,4.598763986553454e-15,3.334138879881104e-18,1.968618533283134e-16,3.0980886578993212e-18,1.6115959733225621e-09,2.0483139761931445e-23,8.740116175223542e-16,7.412179262140535e-18,2.7360264157378574e-15,1.86032798306174e-19,2.586485907891164e-17,2.1755479657171306e-16,1.4743483297059603e-15,7.366307644453028e-18,1.4160616661950022e-09,2.699683170406373e-17
3.162720050657764e-08,0.1405277189499117,3.76,0.0,0.8730223337940695,0.9999822030059012,5.268710502871771e-06,5.935150367651604e-16,5.844882686361043e-12,0.0015756276753537588,0.00012576215803897543,0.00017296663789076157,6.57041336850901e-05,0.00013502348555579613,1.0039434192844146e-05,6.698037427896546e-05,1.1471190651548652e-07,6.966807356066801e-07,1.4657074984576257e-09,7.01032098239914e-08,5.965124686673861e-10,4.6639199188815995e-06,1.9919100099728573e-06,2.110251026716716e-09,4.83404967607337e-09,1.7451411004484324e-06,8.582721398194311e-11,1.4452839145908987e-10,7.488374576996786e-16,4.541035464479949e-16,3.403340134349236e-10,1.6086476383851892e-13,5.844934099374391e-10,3.7573447319243954e-08,1.2208501883187494e-11,4.589923387550981e-16,2.7571927517630824e-12,4.0051093144474375e-11,4.335357490056273e-17,1.769549613307353e-08,6.439446941151427e-15,3.46879931057696e-13,4.805051262878839e-13,5.2182772229482546e-15,6.16388771670387e-20,3.688351219287311e-21,3.6093011175950815e-09,4.519416970557512e-09,3.33469795477066e-14,2.5155250641041164e-14,2.2422678043004974e-10,2.048489095341206e-17,5.193905772901507e-15,4.112078012288907e-18,2.3637662702517473e-16,3.719340411243594e-18,1.7340380278392693e-09,2.5338759546537674e-23,1.0127034122981177e-15,8.884211657752972e-18,3.207272391641855e-15,2.203596556868751e-19,3.031721717727056e-17,2.6571630627366236e-16,1.8056170659401716e-15,9.034857810820686e-18,1.506362304796981e-09,3.311898951332119e-17
3.233742146509391e-08,0.14052841391772006,3.76,0.0,0.8729894035092596,0.9999813744802262,5.691473312272108e-06,6.430054228771383e-16,6.021772958381488e-12,0.0016071969895577005,0.00013070162769005504,0.00018053716972619502,6.883812058392397e-05,0.00014338459598143741,1.0406725780977418e-05,7.176839579443041e-05,1.1948237906952392e-07,7.125841500663307e-07,1.6473291748147724e-09,7.39373157282122e-08,6.678720415095436e-10,4.927443114492639e-06,2.081165133956265e-06,2.3161037508880337e-09,5.322609771396517e-09,1.838119563341198e-06,9.802077561498426e-11,1.5022277043721945e-10,8.932160221111824e-16,5.481350612817467e-16,3.5404477772162173e-10,1.8351934345478902e-13,6.481179218461594e-10,3.845714322234404e-08,1.4251774363247093e-11,5.223356101109844e-16,2.9958112962884316e-12,4.3450126085612e-11,5.0392073148885636e-17,1.9293453249377327e-08,7.551138584125361e-15,4.0506738788421693e-13,5.10326366487843e-13,6.218408707356842e-15,7.232147825738144e-20,4.317485804085118e-21,3.852217375753604e-09,4.821932028097596e-09,3.577519874155349e-14,2.6888345806350732e-14,2.392895515220856e-10,2.3921786239598497e-17,5.851590672342249e-15,5.0517535384511304e-18,2.8270302779818364e-16,4.447580678758484e-18,1.8625673917227214e-09,3.121986462678919e-23,1.1697109612107146e-15,1.0607645455308545e-17,3.746328602915505e-15,2.6033440730234534e-19,3.5416267168865526e-17,3.231325820437688e-16,2.2018194755319897e-15,1.1033097127794385e-17,1.6011583618239626e-09,4.045568667818805e-17
3.304764242361018e-08,0.1405291166731773,3.76,0.0,0.8729560639062935,0.9999805181324636,6.137834327405579e-06,6.957374367889849e-16,6.204418637809602e-12,0.0016386112147806502,0.0001357269446363862,0.0001882575739911213,7.204442466353352e-05,0.00015207065316173038,1.07834438435587e-05,7.67819322547671e-05,1.2434052058547004e-07,7.284094806550302e-07,1.8468939465442957e-09,7.791716460101888e-08,7.462716206413332e-10,5.199170757175164e-06,2.172316258742621e-06,2.537014640141037e-09,5.848348471036979e-09,1.933606314508084e-06,1.1162343433699315e-10,1.5601657671398142e-10,1.0616582525936014e-15,6.591696438071978e-16,3.6801743179901207e-10,2.0879765142137396e-13,7.170628184888564e-10,3.934203702877483e-08,1.6581860880603846e-11,5.928900555523725e-16,3.249016236767194e-12,4.7052285019137175e-11,5.838536301562918e-17,2.0997508330414764e-08,8.82754675524142e-15,4.714928609956881e-13,5.413101908292978e-13,7.383434739152457e-15,8.459377384305821e-20,5.037451277391697e-21,4.105584155129205e-09,5.1374806895640645e-09,3.8318640519936866e-14,2.8698661955055364e-14,2.550038729441646e-10,2.7842274163719516e-17,6.5770583037153644e-15,6.182860180790366e-18,3.368294386666437e-16,5.298318671533579e-18,1.997329681298884e-09,3.831769484117021e-23,1.3469882178045032e-15,1.261867246174048e-17,4.3610865026922e-15,3.067792900965334e-19,4.1239114105897234e-17,3.913215821879014e-16,2.6738957900664366e-15,1.3417016156938588e-17,1.700591888302633e-09,4.9214823886383256e-17
3.375786338212645e-08,0.14052982734913852,3.76,0.0,0.8729223095723733,0.9999796333892912,6.608517845679794e-06,7.519101122976272e-16,6.393251687825351e-12,0.0016698711846370084,0.00014083787100052308,0.00019612712155971806,7.532283228118045e-05,0.00016108724982345578,1.1169785756950678e-05,8.202610836218937e-05,1.292860844431337e-07,7.441570552793688e-07,2.065733769433559e-09,8.20469651962613e-08,8.322732072072226e-10,5.47911704072076e-06,2.2653616198526045e-06,2.7737444108720568e-09,6.413191900534228e-09,2.031595693926948e-06,1.267615018267038e-10,1.619095532350757e-10,1.2575821450739749e-15,7.898618857215196e-16,3.8225310001139535e-10,2.3693937156191086e-13,7.916455346117753e-10,4.0228294926618875e-08,1.923151241663137e-11,6.713054615412832e-16,3.51734325331135e-12,5.0864782081808434e-11,6.743817720094943e-17,2.281219446636358e-08,1.028927188260615e-14,5.471137855639243e-13,5.734768483880632e-13,8.736280507310697e-15,9.865560479085307e-20,5.859095068097936e-21,4.369584766192072e-09,5.466300566135442e-09,4.0979725110438026e-14,3.0587679582753904e-14,2.713816963888199e-10,3.230170584996869e-17,7.375898861416199e-15,7.539852280061696e-18,3.9986158389747204e-16,6.288903080888857e-18,2.1384701679037292e-09,4.685462388686932e-23,1.5466501728598631e-15,1.4957753441454392e-17,5.060143849474904e-15,3.6062064192900267e-19,4.7870096736490153e-17,4.720088860221966e-16,3.2343392474411795e-15,1.6250616857003848e-17,1.8048038812988457e-09,5.963445371892706e-17
