Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15)
5.605680472044369e-08,0.16369357019671157,3.76,0.0,0.7631762234986998,0.999997186467957,4.4051732967567207e-07,3.226304123779219e-19,3.745590940161882e-14,0.00022786699022565553,1.4071311082201732e-05,1.6524152056500698e-05,4.991119898928576e-06,9.691885590259466e-06,1.9914940788788312e-06,4.478231962649185e-06,2.7893624118464957e-08,2.0087363760332284e-07,7.58064081790114e-12,9.031373537604162e-09,8.164188110438776e-13,3.507577723679517e-07,2.2981060746105692e-07,7.854191299803192e-12,6.805954162583191e-11,1.434494913960605e-07,7.006921843182937e-13,6.911002928263489e-12,3.9982211019436334e-20,6.917167616012622e-20,2.6090930978272826e-11,9.981117568138078e-17,5.234614566640668e-12,3.833698491715378e-09,5.575727612082965e-14,3.4892600822807197e-19,4.178308971011992e-14,7.135918736992017e-13,5.698055432757957e-20,4.4216132035536715e-14
5.748803788213767e-08,0.16369368219850097,3.76,0.0,0.7631717907234253,0.999997066930959,4.788309012997961e-07,3.4991539878801756e-19,3.8368683877812875e-14,0.00023326293905229757,1.4698961675167924e-05,1.7357802215940347e-05,5.2630688682170655e-06,1.0372145723306653e-05,2.0633734145891257e-06,4.8405821275536274e-06,2.9233187109562677e-08,2.0646789016324227e-07,8.616058124158436e-12,9.553790396907155e-09,9.501634579964691e-13,3.721882386945092e-07,2.4154885617562553e-07,8.673777387993278e-12,7.582865060767395e-11,1.5225770578817692e-07,8.128427707847984e-13,7.219974563454967e-12,4.991832859308658e-20,8.751060749800541e-20,2.72686382849855e-11,1.1526569512675324e-16,5.886555110277389e-12,3.935853962281881e-09,6.6270919310528e-14,4.014375509504021e-19,4.600346590446674e-14,7.838560023875296e-13,6.71104456406436e-20,4.6615002732016685e-14
5.8919271043831656e-08,0.16369379503764725,3.76,0.0,0.7631673155438495,0.9999969439743187,5.194551145050606e-07,3.786820180037895e-19,3.9278101415476945e-14,0.00023863890942071907,1.5339115997122067e-05,1.821093117844067e-05,5.542395898099711e-06,1.1082396274437116e-05,2.1368392523731867e-06,5.222413017547543e-06,3.060145467581972e-08,2.1204220676616821e-07,9.763887991787558e-12,1.0095112612181043e-08,1.1019494887835364e-12,3.9435216827082143e-07,2.5356839123189915e-07,9.563347811525215e-12,8.426100514414e-11,1.6135076743261406e-07,9.396027117425826e-13,7.535116575126126e-12,6.199351808784008e-20,1.1009528676621962e-19,2.8470258270609643e-11,1.3268264750623393e-16,6.6007201471313924e-12,4.0379239364063025e-09,7.844471506650882e-14,4.604395321274787e-19,5.0526495506454047e-14,8.590227006219562e-13,7.874154791465011e-20,4.9086112561555e-14
6.035050420552565e-08,0.16369390873041265,3.76,0.0,0.7631627973954447,0.999996817519072,5.62467868142726e-07,4.08965369405232e-19,4.018417526753156e-14,0.0002439949725462093,1.5991747969000037e-05,1.9083467289692292e-05,5.8290886602632694e-06,1.182322849633899e-05,2.2119302492892133e-06,5.62424546662979e-06,3.19983576595931e-08,2.1759652968790677e-07,1.1033300837953921e-11,1.0655777223057272e-08,1.2737120026158779e-12,4.172523345536836e-07,2.6586846603206425e-07,1.052773416658305e-11,9.339455243931344e-11,1.707286914310243e-07,1.082455361828281e-12,7.856416370671334e-12,7.659986607674954e-20,1.3777228482551215e-19,2.9695762152912195e-11,1.5225882727744313e-16,7.381326251559653e-12,4.1399172178870415e-09,9.249206328431965e-14,5.265669893169987e-19,5.5365398810458885e-14,9.39299665492708e-13,9.205372790576387e-20,5.163087968671157e-14
6.178173736721964e-08,0.16369402329302482,3.76,0.0,0.7631582357140244,0.9999966874863719,6.079473368327868e-07,4.408001580950951e-19,4.108691873038434e-14,0.0002493311995905309,1.6656832254341047e-05,1.9975339165358092e-05,6.123134536738767e-06,1.259523242922163e-05,2.2886849692478327e-06,6.046599415480867e-06,3.342382977762456e-08,2.2313082284362986e-07,1.2433972794957223e-11,1.1236232687871041e-08,1.4675420974145042e-12,4.4089117234653064e-07,2.784483427634068e-07,1.1572020645830118e-11,1.032683583796173e-10,1.803914244398052e-07,1.2429930410957116e-12,8.183861546261e-12,9.418918828997443e-20,1.7153087833600604e-19,3.094512385460138e-11,1.7420564057550097e-16,8.23276446655912e-12,4.241842783642799e-09,1.0864774599234224e-13,6.005011267979363e-19,6.053361494768337e-14,1.0248978793320434e-12,1.0724345978404057e-19,5.4250834079222805e-14
6.321297052891363e-08,0.16369413874167862,3.76,0.0,0.7631536299358077,0.9999965537974954,6.559719363679254e-07,4.742206996395491e-19,4.19863451462781e-14,0.0002546476616690666,1.7334344161776627e-05,2.088647569069636e-05,6.424520671379283e-06,1.3398996933715357e-05,2.367141882572185e-06,6.489993892700693e-06,3.4877807265563925e-08,2.2864506818343592e-07,1.3976100033264484e-11,1.1836938911611115e-08,1.6856953722436225e-12,4.652708019267448e-07,2.913072924567347e-07,1.2701551878582793e-11,1.1392261234837428e-10,1.90338852448373e-07,1.422921970671802e-12,8.517440142423945e-12,1.1528032538992352e-19,2.1252286524734424e-19,3.2218319573054506e-11,1.9874980873757493e-16,9.159603110880127e-12,4.343709780771563e-09,1.2716947699781635e-13,6.829715016644054e-19,6.604479919511093e-14,1.1160315660046392e-12,1.2452491090191576e-19,5.694762331990123e-14
6.464420369060762e-08,0.16369425509253666,3.76,0.0,0.7631489794974744,0.9999964163738472,7.066202916140752e-07,5.092609247822768e-19,4.2882467905502157e-14,0.00025994442985732694,1.802425955871514e-05,2.181680602021041e-05,6.733234013351858e-06,1.423510971943446e-05,2.4473393656386427e-06,6.954946999363265e-06,3.636022856245789e-08,2.34139262679446e-07,1.5670413052650613e-11,1.2458367274976075e-08,1.9306006676705936e-12,4.903930519868868e-07,3.0444459504407974e-07,1.3921940797593308e-11,1.2539863259929358e-10,2.0057080776685164e-07,1.6240672820364939e-12,8.857140611924984e-12,1.4046711268965733e-19,2.620845603894562e-19,3.35153276213494e-11,2.2613408622322536e-16,1.0166590559976932e-11,4.445527523742579e-09,1.4833952068550065e-13,7.7475825496697e-19,7.191282032270962e-14,1.2129181476343313e-12,1.441310688904797e-19,5.972301858106334e-14
6.60754368523016e-08,0.16369437236173,3.76,0.0,0.763144283836217,0.9999962751369639,7.599712067792091e-07,5.459543841098823e-19,4.377530044848666e-14,0.0002652215751969152,1.872655479498883e-05,2.2766259577322753e-05,7.049261353700084e-06,1.5104157369693606e-05,2.529315700581559e-06,7.441975896378368e-06,3.787103403088466e-08,2.396134158121272e-07,1.7528190937694274e-11,1.3101000664543056e-08,2.204869043569198e-12,5.162594813710562e-07,3.1785953941574827e-07,1.523907653008325e-11,1.377388722024474e-10,2.1108707529063084e-07,1.8483780972832367e-12,9.202951453631243e-12,1.7042706602461912e-19,3.2176114954906003e-19,3.483612857697547e-11,2.5661798843523235e-16,1.1258658001298027e-11,4.547305491749598e-09,1.7246638098080292e-13,8.766943739184324e-19,7.815175797757439e-14,1.315778201747116e-12,1.6631490751579726e-19,6.257892079250335e-14
6.75066700139956e-08,0.16369449056535923,3.76,0.0,0.7631395423897839,0.9999961300085175,8.161036379216303e-07,5.843342526469847e-19,4.466485626779516e-14,0.0002704791687010257,1.9441206635373735e-05,2.373476605407204e-05,7.372589355891165e-06,1.6006725362807924e-05,2.613109075048146e-06,7.951596794224947e-06,3.941016570892588e-08,2.450675474793695e-07,1.9561275574179555e-11,1.376533350405132e-08,2.5113029938695885e-12,5.428713996041315e-07,3.3155142347667086e-07,1.6659132310713476e-11,1.5098692557312296e-10,2.2188739810470843e-07,2.0979326777712716e-12,9.554861422141772e-12,2.0593082727644838e-19,3.933335899585747e-19,3.618070496253649e-11,2.9047853485109255e-16,1.244092216438717e-11,4.6490533262163914e-09,1.9988656146203046e-13,9.896679996800243e-19,8.47759001037566e-14,1.4248354188089883e-12,1.913505957301639e-19,6.551736699202377e-14
6.893790317568959e-08,0.16369460971949493,3.76,0.0,0.7631347545965198,0.9999959809103176,8.750966675703524e-07,6.244333343597875e-19,4.5551148910029796e-14,0.0002757172813595479,2.016819219998321e-05,2.4722255410831182e-05,7.703204581175694e-06,1.6943398090370496e-05,2.6987575819911307e-06,8.48432494466471e-06,4.0977567090506757e-08,2.505016862583933e-07,2.1782085823140604e-11,1.4451871786800401e-08,2.852905897650123e-12,5.702298862214331e-07,3.455195542022717e-07,1.8188573414176335e-11,1.651875355915965e-10,2.3297148248647625e-07,2.3749436385801295e-12,9.912859655218467e-12,2.4785241428273392e-19,4.78848254812664e-19,3.754904101514967e-11,3.280110073428713e-16,1.3718688026265507e-11,4.750780828399049e-09,2.3096639756151514e-13,1.1146247823214254e-18,9.179974039648951e-14,1.5403165601427102e-12,2.1953475012625554e-19,6.854053686145858e-14
7.036913633738358e-08,0.16369472984017794,3.76,0.0,0.7631299198954024,0.9999958277643133,9.370294813317963e-07,6.662840665535428e-19,4.6434191977663044e-14,0.0002809359841438395,2.090748891162216e-05,2.57286578760452e-05,8.041093509504808e-06,1.7914758872864957e-05,2.786299219488371e-06,9.040674634087465e-06,4.2573182930933736e-08,2.5591586795846296e-07,2.4203631649445972e-11,1.5161133109160374e-08,3.2328917058697247e-12,5.98335808915137e-07,3.5976324769404044e-07,1.983416510510134e-11,1.8038660131995913e-10,2.443390023619241e-07,2.6817632261823617e-12,1.0276935270265804e-11,2.971803211249471e-19,5.806495293745005e-19,3.8941122923671675e-11,3.695297176068417e-16,1.509745149256518e-11,4.85249795703495e-09,2.6610396175219506e-13,1.2525702651509423e-18,9.923797578973378e-14,1.6624514162142508e-12,2.511877269625678e-19,7.165075944905718e-14
7.180036949907757e-08,0.16369485094342,3.76,0.0,0.7631250377260727,0.9999956704925957,1.0019813463588317e-06,7.099185241576522e-19,4.731399913080612e-14,0.00028613534801122023,2.1659074449290768e-05,2.675390394598762e-05,8.386242556651438e-06,1.8921389972929702e-05,2.875771890580418e-06,9.621159178190236e-06,4.4196959074780686e-08,2.6131013441373114e-07,2.6839528201978216e-11,1.5893646705188952e-08,3.654694862983031e-12,6.271898405232801e-07,3.7428182923470955e-07,2.160298060297838e-11,1.9663118632030953e-10,2.559896032668065e-07,3.020888656779638e-12,1.064707746871463e-11,3.550295160820385e-19,7.014155764585918e-19,4.0356938649038795e-11,4.1536878721070006e-16,1.6582902054865372e-11,4.954214826023873e-09,3.057310425792108e-13,1.4045723061444623e-18,1.0710550397631847e-13,1.7914727652821677e-12,2.866549567244753e-19,7.4850520079055e-14
7.323160266077156e-08,0.16369497304520417,3.76,0.0,0.7631201075288643,0.9999955090173991,1.0700315915609788e-06,7.553684238976194e-19,4.8190584088922714e-14,0.0002913154439092263,2.2422926707128203e-05,2.7797924384534407e-05,8.738638088085362e-06,1.9963872606548246e-05,2.967213403118797e-06,1.022629091774197e-05,4.584884230360578e-08,2.666845324765977e-07,2.970400984263892e-11,1.6649953482347897e-08,4.121980462654479e-12,6.567924748958507e-07,3.8907463334312384e-07,2.3502409059834288e-11,2.1396952757698955e-10,2.6792290586068154e-07,3.3949675127926674e-12,1.102327581419471e-11,4.2265438582527016e-19,8.441974995302571e-19,4.179647760992828e-11,4.658829430140611e-16,1.8180925424670154e-11,5.0559417021486955e-09,3.5031519836446256e-13,1.571763546413493e-18,1.1541742096022074e-13,1.927616332403247e-12,3.263083234634637e-19,7.814246744923287e-14
7.466283582246555e-08,0.16369509616148495,3.76,0.0,0.7631151287448286,0.999995343261102,1.1412595894385437e-06,8.026651283549026e-19,4.9063960632494545e-14,0.00029647634277965926,2.319902375817136e-05,2.886065022295461e-05,9.098266430073025e-06,2.104278695240609e-05,3.060661469619159e-06,1.0856581215225478e-05,4.7528780201275116e-08,2.7203911317955744e-07,3.2811944121573286e-11,1.74306060583092e-08,4.63865463675745e-12,6.871440416785317e-07,4.0414100382896203e-07,2.5540163548434938e-11,2.3245104502419163e-10,2.801385090379052e-07,3.806803195037067e-12,1.1405519849318895e-11,5.014626756837679e-19,1.0124621423028248e-18,4.325973094192661e-11,5.214483217709261e-16,1.9897606144466714e-11,5.1576890028393635e-09,4.003618863800854e-13,1.755343909027797e-18,1.241890186406305e-13,2.0711207487884884e-12,3.7054758495182734e-19,8.152942091724047e-14
7.752530214585351e-08,0.16369534550121334,3.76,0.0,0.7631050231841984,0.9999949985954456,1.2935664561407697e-06,9.029226542453831e-19,5.0801143912633047e-14,0.0003067408331990215,2.478786524764866e-05,3.10419435603502e-05,9.839166700246221e-06,2.3312226350547344e-05,3.253727636992673e-06,1.2194678028394977e-05,5.0972613683889354e-08,2.8268904375922e-07,3.9820890047856115e-11,1.906721785947168e-08,5.837062969855708e-12,7.500945490448365e-07,4.35091865951682e-07,3.0063170513937065e-11,2.7304726585681117e-10,3.054149192521979e-07,4.75577094381293e-12,1.218810330355417e-11,6.99120745578257e-19,1.4416799107549343e-18,4.6257353327091895e-11,6.493492476290456e-16,2.3712287411771207e-11,5.361287287752366e-09,5.190676866255882e-13,2.1768233177148922e-18,1.4317338893911433e-13,2.381180943853628e-12,4.745310859968617e-19,8.860052240032604e-14
8.010152183690269e-08,0.16369557353602782,3.76,0.0,0.7630957564207642,0.9999946729792754,1.4423071492031339e-06,9.997780153386369e-19,5.235377563871883e-14,0.0003159139324465059,2.625948242063971e-05,3.306839360547819e-05,1.0530575445622106e-05,2.548511762269301e-05,3.434725976865525e-06,1.3490117303532649e-05,5.4167497456196865e-08,2.9220678119556134e-07,4.712415565695456e-11,2.0629216096097405e-08,7.1290416148055844e-12,8.093117638269101e-07,4.6387684811685433e-07,3.469124430596156e-11,3.1401390000023206e-10,3.291247771807758e-07,5.7704800582597166e-12,1.2913001022073088e-11,9.330771854527919e-19,1.9601645406507853e-18,4.9036259608908734e-11,7.859760849250192e-16,2.7616510800147373e-11,5.544703110918903e-09,6.50511204054829e-13,2.6257109505467334e-18,1.6198876568199657e-13,2.6878612556993085e-12,5.884337163785945e-19,9.532148119244153e-14
8.267774152795187e-08,0.16369580510465753,3.76,0.0,0.7630863235782314,0.9999943322918478,1.6025785366135549e-06,1.1030889946366525e-18,5.3896229372488425e-14,0.0003250259367435793,2.7770436880512114e-05,3.515438874701721e-05,1.1245204783617401e-05,2.7785023848095993e-05,3.62280768301912e-06,1.487497806975461e-05,5.7452488629343297e-08,3.016612324927639e-07,5.5477833469777746e-11,2.227922837335341e-08,8.65395221892596e-12,8.709544916050611e-07,4.935384106547807e-07,3.990309914843396e-11,3.5950820786024006e-10,3.537423143589314e-07,6.958828972007848e-12,1.36573272368368e-11,1.233876552825399e-18,2.6395358754638357e-18,5.189193254719701e-11,9.458845445396114e-16,3.2009169844932574e-11,5.728353776644423e-09,8.094879618463774e-13,3.149706987657281e-18,1.8254003214455273e-13,3.022230514034409e-12,7.248449322523394e-19,1.024027175808709e-13
8.525396121900105e-08,0.16369604029913834,3.76,0.0,0.7630767214252963,0.9999939760857857,1.7748432018019475e-06,1.2130261904701268e-18,5.5428587894094766e-14,0.0003340772600942663,2.9320603772082874e-05,3.729953640579303e-05,1.1982974309720597e-05,3.0215291848125183e-05,3.818189226605449e-06,1.6352206965404435e-05,6.082729767768054e-08,3.110527772857536e-07,6.499334637432696e-11,2.4020906219601587e-08,1.0444744758024992e-11,9.350203103892395e-07,5.2407306974481e-07,4.575648497626591e-11,4.098626569118573e-10,3.792646990354887e-07,8.34353815858598e-12,1.4421022737557028e-11,1.6175212636934458e-18,3.5222446796092694e-18,5.482437477683748e-11,1.1321525491306199e-15,3.693327513383504e-11,5.912305201720229e-09,1.0006250238561458e-12,3.7585839379233285e-18,2.0492314697634883e-13,3.385780267743609e-12,8.873069275317761e-19,1.0986787486797022e-13
8.783018091005023e-08,0.1636962792112251,3.76,0.0,0.7630669467395088,0.9999936039152714,1.9595631847044232e-06,1.3297567727039476e-18,5.695093474534658e-14,0.0003430683167182239,3.090985837693923e-05,3.950344679804777e-05,1.2743803502514993e-05,3.277925786284881e-05,4.021086063883193e-06,1.7924740237754363e-05,6.429163700364107e-08,3.2038180666500716e-07,7.578985788003308e-11,2.5858027394287902e-08,1.25378085346876e-11,1.0015059299822193e-06,5.554774434027784e-07,5.231319067824362e-11,4.6542310275897076e-10,4.0568901829398784e-07,9.949415494286134e-12,1.520402883743209e-11,2.1031426507967513e-18,4.66009022655303e-18,5.7833603757561274e-11,1.348150709709524e-15,4.243412531164638e-11,6.096624714670346e-09,1.2291442333780433e-12,4.4630313608263335e-18,2.2923594337227095e-13,3.780029450021504e-12,1.0797827156646877e-18,1.1774303565219294e-13
9.040640060109941e-08,0.16369652193237716,3.76,0.0,0.763056996307474,0.9999932153360532,2.157199828827601e-06,1.4534445442236363e-18,5.846335425630274e-14,0.00035199952110852344,3.25380758829036e-05,4.1765732933846655e-05,1.3527611716025555e-05,3.548024755375714e-05,4.231712631670227e-06,1.9595503722909953e-05,6.784522008116046e-08,3.2964871994061966e-07,8.799452515976097e-11,2.7794496756970806e-08,1.4973207175222872e-11,1.0704073286882315e-06,5.877482524907945e-07,5.963919500216409e-11,5.26549070549542e-10,4.3301229617919903e-07,1.1803466697691051e-11,1.6006287215007784e-11,2.7134798346763447e-18,6.11588637453684e-18,6.091965172760365e-11,1.5975592656590454e-15,4.855935288999378e-11,6.281381017267708e-09,1.5009158066961058e-12,5.274708397543045e-18,2.555780886657031e-13,4.2065236677948e-12,1.306690270852048e-18,1.2605689203264445e-13
9.298262029214859e-08,0.16369676855376813,3.76,0.0,0.7630468669250245,0.9999928099054521,2.36821365260913e-06,1.5842500010492735e-18,5.996593157121185e-14,0.0003608712880872985,3.420513119801196e-05,4.4086010615903906e-05,1.433431815766187e-05,3.832157598871158e-05,4.450282342238947e-06,2.1367412823447736e-05,7.148776076847748e-08,3.3885392231754157e-07,1.0174274955398548e-10,2.9834347168937944e-08,1.7794921309265122e-11,1.1417198696685644e-06,6.208823217241942e-07,6.780481710657989e-11,5.936140566597978e-10,4.612315075764208e-07,1.3935006877774871e-11,1.682773903006862e-11,3.475412592095246e-18,7.965360985571467e-18,6.40825663787116e-11,1.884385376257977e-15,5.5358969409999395e-11,6.466644146685656e-09,1.8225147502504483e-12,6.206297381493859e-18,2.840510450197718e-13,4.6668345038942565e-12,1.5729382096699445e-18,1.348409225324044e-13
9.555883998319777e-08,0.1636970191662791,3.76,0.0,0.7630365553973757,0.9999923871823653,2.5930642412041595e-06,1.7223303908866751e-18,6.145875267382751e-14,0.00036968403285947914,3.591089880022238e-05,4.646389843880534e-05,1.5163841855825716e-05,4.130654761225851e-05,4.677007577680284e-06,2.3243372482901593e-05,7.521897275751248e-08,3.479978232877797e-07,1.1717842440901388e-10,3.1981740425673745e-08,2.1051098683862102e-11,1.2154383998411864e-06,6.548765806752188e-07,7.688486663708779e-11,6.670058499224958e-10,4.903435886773904e-07,1.6375773036104956e-11,1.766832561466501e-11,4.420552226043748e-18,1.0299309295591403e-17,6.732241027565984e-11,2.2129806113766583e-15,6.28854099982386e-11,6.652485438277803e-09,2.2012800624552597e-12,7.271558056112261e-18,3.14758031226569e-13,5.162558831160474e-12,1.8839627931280054e-18,1.4412957561502415e-13
9.813505967424695e-08,0.16369727386050037,3.76,0.0,0.7630260585392611,0.9999919467272729,2.8322101564947004e-06,1.8678397704389273e-18,6.294190441214276e-14,0.00037843817106474845,3.765525261718751e-05,4.8899017788625154e-05,1.601610162018868e-05,4.443845620327558e-05,4.912099683730724e-06,2.5226277156155243e-05,7.903856913887414e-08,3.570808355790414e-07,1.3445418015483494e-10,3.424096822001424e-08,2.479431180900951e-11,1.2915573328677794e-06,6.897280647738104e-07,8.6958793235822e-11,7.471268727060108e-10,5.203454445459572e-07,1.9160037439926387e-11,1.852798867367854e-11,5.585894574034418e-18,1.3226027764071864e-17,7.063926076036249e-11,2.588058702381931e-15,7.119357732184138e-11,6.838977488955238e-09,2.6453768017819384e-12,8.48538259593761e-18,3.4780398559706047e-13,5.695318137933036e-12,2.245766432693514e-18,1.5396045995663608e-13
9.999999999999998e-08,0.16369753272672866,3.76,0.0,0.7630183423623267,0.9999916165668274,3.0145083800893336e-06,1.977895963481809e-18,6.400958278088167e-14,0.0003847390091508692,3.894200540648437e-05,5.069731264049762e-05,1.6647197939322463e-05,4.6799208020244175e-05,5.087624104347234e-06,2.67300783747066e-05,8.185858344356273e-08,3.636183229755097e-07,1.4819956122235516e-10,3.594871843165924e-08,2.7840193111522315e-11,1.3481546955503242e-06,7.154905173993489e-07,9.49190525665311e-11,8.095616889628153e-10,5.426173894511398e-07,2.1410726989227168e-11,1.9162173541931203e-11,6.591051270848092e-18,1.5786519417301407e-17,7.308845015159805e-11,2.891454511214937e-15,7.772811187795879e-11,6.974427995353504e-09,3.012719966937151e-12,9.465839318592596e-18,3.732459367490239e-13,6.105025798225726e-12,2.5430821504344433e-18,1.6143850352925386e-13
1.0071127936529613e-07,0.16369753272672866,3.76,0.0,0.7630153731750574,0.999991488102244,3.086108861747262e-06,2.0209290617747244e-18,6.441547452258843e-14,0.0003871341188279822,3.943806592727844e-05,5.1390992842916484e-05,1.6891015999092606e-05,4.772058482312679e-05,5.155768963072267e-06,2.7319010774552556e-05,8.294626204979722e-08,3.6610337441554006e-07,1.5373162653472475e-10,3.661645313448782e-08,2.9081822938890927e-11,1.3700707188190373e-06,7.254339163056307e-07,9.811083536788471e-11,8.343945413042804e-10,5.51233954580723e-07,2.232472171670706e-11,1.940666916535395e-11,7.01453887183654e-18,1.687405301954343e-17,7.403321102346673e-11,3.0147136149631706e-15,8.034088497664965e-11,7.026194121130083e-09,3.163861004149834e-12,9.863851616995932e-18,3.832955299177956e-13,6.266757865048069e-12,2.664957753943652e-18,1.6437454139854502e-13
1.0328749905634531e-07,0.1636977958549659,3.76,0.0,0.7630044961389018,0.9999910108709434,3.355216658289269e-06,2.181746108198078e-18,6.58795516537128e-14,0.00039577229280829705,4.1259211276146086e-05,5.393945057106402e-05,1.7788503236621895e-05,5.115620575632605e-05,5.4082246681242626e-06,2.952444670520706e-05,8.694176238357639e-08,3.7506585696349737e-07,1.7518159191382494e-10,3.9112749661812104e-08,3.3975856300806285e-11,1.4509723025224517e-06,7.61991385406883e-07,1.1043016836673078e-10,9.292416454692383e-10,5.830059764183392e-07,2.5909511549510618e-11,2.030430789792011e-11,8.756476518232268e-18,2.139523342649425e-17,7.750436975158353e-11,3.498437778496139e-15,9.038730033171651e-11,7.214210347221426e-09,3.7667474672250055e-12,1.1424290665047409e-17,4.2134093449112556e-13,6.8785467549398985e-12,3.1487929671496218e-18,1.7541634659292514e-13
1.0586371874739449e-07,0.16369806333491718,3.76,0.0,0.7629934242748033,0.9999905145986386,3.6399886321219877e-06,2.35043572983986e-18,6.733422538934508e-14,0.0004043531102467501,4.3118560405337224e-05,5.6544020734987924e-05,1.8708481230367087e-05,5.47485804448806e-05,5.669674993361893e-06,3.184544770462734e-05,9.10247795470789e-08,3.8396870192029157e-07,1.989843595758238e-10,4.173454525246115e-08,3.95438774645777e-11,1.5342555723277076e-06,7.993978310560947e-07,1.2401105160137102e-10,1.0321167468478243e-09,6.156583486421145e-07,2.9956971856273384e-11,2.1220846153333998e-11,1.0869454094223782e-17,2.6968162111294004e-17,8.105286077586004e-11,4.04514049235294e-15,1.0139538685450871e-10,7.403102334730123e-09,4.465080408107614e-12,1.3185327249084804e-17,4.620500842833484e-13,7.532376212909484e-12,3.705218650493736e-18,1.8713417333533685e-13
1.0843993843844367e-07,0.16369833525598845,3.76,0.0,0.7629821544367514,0.9999899988522083,3.94087860900252e-06,2.5271397791153253e-18,6.877958627124471e-14,0.0004128769890126873,4.501598419104982e-05,5.9204335890192285e-05,1.9650867490096785e-05,5.8500959416916565e-05,5.940327067194659e-06,3.4284865866993704e-05,9.519502125872036e-08,3.9281232923969027e-07,2.2532990092358782e-10,4.448666138843731e-08,4.5858879789417216e-11,1.6199138005917768e-06,8.376507220630945e-07,1.3895297467888284e-10,1.1434845962350116e-09,6.491878925130853e-07,3.4512662351754094e-11,2.2156224381822883e-11,1.3419915137846891e-17,3.380200221004611e-17,8.467882437849591e-11,4.661166623748686e-15,1.1343034593621893e-10,7.592947371882712e-09,5.27100701314e-12,1.5166948769394773e-17,5.055344461926446e-13,8.229959680345421e-12,4.342916102730361e-18,1.9958030761246224e-13
1.1101615812949285e-07,0.16369861170728447,3.76,0.0,0.7629706834888196,0.9999894632001507,4.258339116647096e-06,2.7119971961659525e-18,7.021572582124025e-14,0.0004213443476487659,4.6951352591089184e-05,6.19200313871492e-05,2.0615579097714346e-05,6.241658221022547e-05,6.220386943433123e-06,3.684554256731188e-05,9.94521933792939e-08,4.015971599644937e-07,2.5441810550147134e-10,4.737405468231441e-08,5.299967786489655e-11,1.7079400770635743e-06,8.767476380545407e-07,1.553608025962918e-10,1.2638265694927687e-09,6.835914129260264e-07,3.962525338931042e-11,2.3110382547449706e-11,1.6484025180061503e-17,4.214073640177475e-17,8.83824172111784e-11,5.353315434948736e-15,1.2656005823810445e-10,7.78382383383568e-09,6.19785389022682e-12,1.7390560842847974e-17,5.519070374326119e-13,8.973032019841772e-12,5.071346994641143e-18,2.1281124737673024e-13
1.1359237782054202e-07,0.1636988927776066,3.76,0.0,0.7629590083052706,0.9999889072125929,4.592821352784129e-06,2.9051440644313644e-18,7.16427365628596e-14,0.0004297556054146864,4.8924534597998175e-05,6.469074537300964e-05,2.1602532669046557e-05,6.649867729142326e-05,6.510059592367684e-06,3.953030839956433e-05,1.0379599976779354e-07,4.1032361612456183e-07,2.8645900776546266e-10,5.0401818000583684e-08,6.105120785312647e-11,1.7983273362574462e-06,9.166862704560899e-07,1.7334491975887263e-10,1.3936411219722142e-09,7.188656987905979e-07,4.534664197975707e-11,2.4083261227753032e-11,2.0148784548077258e-17,5.2267874242584216e-17,9.216381158299578e-11,6.128859500866793e-15,1.408551245800133e-10,7.975811149432149e-09,7.260206429956152e-12,1.9879045906755805e-17,6.012823950293473e-13,9.763348912380889e-12,5.900800336414234e-18,2.2688793305217033e-13
1.161685975115912e-07,0.16369917855545002,3.76,0.0,0.7629471257706582,0.9999883304613012,4.9447751579165134e-06,3.106713666475714e-18,7.306071204245161e-14,0.0004381111823296666,5.093539819665101e-05,6.751611879363116e-05,2.2611644317851508e-05,7.075046197130734e-05,6.8095488914834265e-06,4.234198311002948e-05,1.0822614215554313e-07,4.189921206692728e-07,3.216730105272635e-10,5.357518161029568e-08,7.010483462854373e-11,1.8910683798093058e-06,9.57464423471639e-07,1.9302137278354225e-10,1.5334442612508766e-09,7.550075230099608e-07,5.173206788525184e-11,2.5074800217115225e-11,2.4513233529328857e-17,6.451165231980536e-17,9.602319687440606e-11,6.995563878701771e-15,1.5638890639260935e-10,8.16898976850922e-09,8.473991076610437e-12,2.2656822592110074e-17,6.537765464388781e-13,1.0602686266685213e-11,6.842441000044448e-18,2.4187598476688245e-13
