Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15)
1.1874481720264038e-07,0.16369946912900135,3.76,0.0,0.7629350327799326,0.9999877325196904,5.3146489918807e-06,3.316836540157659e-18,7.446974684979797e-14,0.00044641149921365974,5.298381032522097e-05,7.039579539591412e-05,2.364282962209207e-05,7.517514231677657e-05,7.119057615835994e-06,4.528337552604863e-05,1.1274232003422877e-07,4.276030974240416e-07,3.6029110499886704e-10,5.6899514348014045e-08,8.025866561463067e-11,1.9861558946518236e-06,9.990800150589928e-07,2.1451201200991013e-10,1.6837700380155104e-09,7.920136421755997e-07,5.884022969083011e-11,2.6084938444337662e-11,2.968975460601734e-17,7.925076387083682e-17,9.996077983666769e-11,7.961705395837328e-15,1.7323756575435715e-10,8.363441129757239e-09,9.85656050913978e-12,2.5749905462870584e-17,7.095069812946589e-13,1.1492839640703542e-11,7.908359544179472e-18,2.578459463092363e-13
1.2132103689368956e-07,0.16369976458613614,3.76,0.0,0.7629227262385446,0.9999871129628369,5.70288991349378e-06,3.5356405352096226e-18,7.586993663821273e-14,0.00045465697772731253,5.506963683888355e-05,7.332942173043786e-05,2.4696003592316713e-05,7.977591305952136e-05,7.438787428112343e-06,4.835728348056742e-05,1.1734423055512214e-07,4.361569710702491e-07,4.0255508736478005e-10,6.038032481011961e-08,9.161787121895357e-11,2.0835824676916857e-06,1.0415310779018483e-06,2.379446316451283e-10,1.845171054933127e-09,8.298807960540562e-07,6.673340076061631e-11,2.711361556490358e-11,3.5805476564229846e-17,9.692065612336299e-17,1.0397678346957514e-10,9.036091946234048e-15,1.9148010503355892e-10,8.559247629130919e-09,1.142678173090672e-11,2.918596478435894e-17,7.685926242900902e-13,1.2435623675196967e-11,9.111623242193004e-18,2.748735358059732e-13
1.2647347627578792e-07,0.16370037050108538,3.76,0.0,0.7628974601787281,0.9999858073120759,6.536254149685194e-06,3.99979019156138e-18,7.864416920530935e-14,0.0004709851107174436,5.935299082910138e-05,7.935712383548353e-05,2.6867974564235287e-05,8.951844741117262e-05,8.109711342973298e-06,5.491378187564497e-05,1.2680402590111964e-07,4.530951120913421e-07,4.990431916241954e-10,6.783411942592408e-08,1.1841038690988475e-10,2.2854226979039796e-06,1.1289323275195045e-06,2.911775353403698e-10,2.203505202160255e-09,9.08185078550154e-07,8.514243152716319e-11,2.922634131251345e-11,5.144617596563901e-17,1.4312196958920905e-16,1.1224503368662175e-10,1.1547603989533603e-14,2.32477268583363e-10,8.955260227544494e-09,1.5213775354028436e-11,3.720633444314405e-17,8.973122557375079e-13,1.448643440234096e-11,1.198765775036632e-17,3.1243191076223354e-13
1.3111067171967642e-07,0.16370093340149253,3.76,0.0,0.76287395955589,0.9999845540738346,7.353553019987834e-06,4.44844389665884e-18,8.111171060176711e-14,0.000485497131834331,6.333459753440649e-05,8.496307552317794e-05,2.8897084436315078e-05,9.892077155252083e-05,8.75049892415803e-06,6.129567344132879e-05,1.3560795815071941e-07,4.681484245447399e-07,6.010057993221796e-10,7.513585537648393e-08,1.4785741568390829e-10,2.4750024335462188e-06,1.2104334108752162e-06,3.4713732049365835e-10,2.569825828077659e-09,9.815705950411141e-07,1.0509729412753882e-10,3.119058007576271e-11,7.036801163383466e-17,2.0051590327067138e-16,1.199572583775837e-10,1.4278087667297604e-14,2.7499387065067094e-10,9.317151247699958e-09,1.9487400415202233e-11,4.591127322451039e-17,1.0258562747998202e-12,1.6530736743071775e-11,1.5198783129677627e-17,3.5072633438340253e-13
1.3574786716356492e-07,0.16370151347683343,3.76,0.0,0.7628497193938125,0.9999832242709481,8.237248175169847e-06,4.927095980366993e-18,8.355213236202789e-14,0.0004998380766779563,6.743528769212116e-05,9.073845598129817e-05,3.09960869509151e-05,0.00010894278468606581,9.427487136303848e-06,6.814991596791561e-05,1.4468483823918442e-07,4.830233677091305e-07,7.190574795297287e-10,8.303676669409116e-08,1.8320353755617863e-10,2.672041868792813e-06,1.2946161710705008e-06,4.1166274476266216e-10,2.981529826272526e-09,1.0576943135545358e-06,1.2873965009951304e-10,3.3213922885403675e-11,9.515590403339701e-17,2.775749403831757e-16,1.2792784908471597e-10,1.752260706217993e-14,3.233892204820992e-10,9.68475486485131e-09,2.4741584279039945e-11,5.623986456512964e-17,1.1671836473069626e-12,1.8774598573320002e-11,1.9108460952483295e-17,3.938894776977447e-13
1.4038506260745342e-07,0.16370211122796322,3.76,0.0,0.7628247220391702,0.9999818154869324,9.18989422028448e-06,5.436402512063469e-18,8.596603324941208e-14,0.0005140104395770201,7.165423565626776e-05,9.668130571933051e-05,3.3164462428503993e-05,0.00011960269554333838,1.0141810445550287e-05,7.54924176043179e-05,1.5403280454438825e-07,4.97722451184663e-07,8.550262935868212e-10,9.157419686426348e-08,2.253620511432192e-10,2.8764952308040576e-06,1.3814734098849932e-06,4.857319375396149e-10,3.4425842962908105e-09,1.136536509541142e-06,1.5657710133065195e-10,3.529600123596808e-11,1.27311084050538e-16,3.7996459732287127e-16,1.361587599731011e-10,2.1354317020718678e-14,3.78231857577926e-10,1.0058582263262391e-08,3.115378433786619e-11,6.842135265833304e-17,1.3220366761023155e-12,2.122922271715561e-11,2.3835437487907013e-17,4.4258551867694e-13
1.4502225805134192e-07,0.16370272715224823,3.76,0.0,0.762798949957837,0.9999803253237781,1.0214029989470386e-05,5.9769960457913374e-18,8.83540246131139e-14,0.0005280167264342384,7.599060203369434e-05,0.00010278969498397786,3.54016833080026e-05,0.00013091858561870896,1.0894590758103324e-05,8.33389638636832e-05,1.6364996485194877e-07,5.122481952503558e-07,1.010869722139643e-09,1.007870578219859e-07,2.7534814302764045e-10,3.088316157227524e-06,1.4709992097825174e-06,5.70396054671574e-10,3.9571977628663805e-09,1.2180772167660833e-06,1.8916389037934754e-10,3.743644356844437e-11,1.6864266352313076e-16,5.146942065127476e-16,1.4465214241625886e-10,2.5853517550541402e-14,4.4012318473957154e-10,1.0439152346685874e-08,3.892538700707433e-11,8.270722468708867e-17,1.4911709624657317e-12,2.3905971362339884e-11,2.9513239971526965e-17,4.975552845730464e-13
1.4965945349523042e-07,0.16370336174347944,3.76,0.0,0.7627723857371983,0.999978751402233,1.1312178345633393e-05,6.549486788709761e-18,9.071673067792216e-14,0.0005418594552666899,8.044353319006091e-05,0.00010906172385259145,3.770721380387171e-05,0.0001429084070064255,1.1686937193073572e-05,9.170521567298551e-05,1.735343951576284e-07,5.266031313953302e-07,1.1886781116779362e-09,1.1071585522790834e-07,3.342859685364572e-10,3.307457718304061e-06,1.5631889516759818e-06,6.66781639407592e-10,4.52983269299201e-09,1.3022962126399518e-06,2.2710300004528762e-10,3.963487394865301e-11,2.2131569815019148e-16,6.903699944859686e-16,1.5341034985738256e-10,3.110802730229955e-14,5.096981666132658e-10,1.0826991233765859e-08,4.82838569650129e-11,9.937236719085633e-17,1.6753550868795605e-12,2.6816357419516485e-11,3.6291354709982754e-17,5.596221194443933e-13
1.5429664893911892e-07,0.16370401549182703,3.76,0.0,0.7627450120885295,0.9999770913620918,1.2486845983916253e-05,7.154463791090022e-18,9.305478881394947e-14,0.0005555411567016321,8.501216077892387e-05,0.00011549552233393047,4.008050959506968e-05,0.00015558998016109593,1.2519945849446137e-05,0.00010060670734566554,1.8368413853136594e-07,5.407898028568311e-07,1.390677979468255e-09,1.2140271413416402e-07,4.034159205259138e-10,3.5338724232389384e-06,1.658039332564526e-06,7.760929146671442e-10,5.165218569825866e-09,1.3891730044328655e-06,2.7104822067455373e-10,4.189091031572284e-11,2.879044962418792e-16,9.174844491304663e-16,1.6243594284655205e-10,3.721355745551862e-14,5.876260211875393e-10,1.1222631772732136e-08,5.948498197624144e-11,1.1871622356723486e-16,1.875370330677604e-12,2.9972036334798e-11,4.4336446390624387e-17,6.296979788746485e-13
1.5893384438300742e-07,0.16370468888376444,3.76,0.0,0.7627168118494441,0.9999753428624992,1.3740523236283235e-05,7.792496158884806e-18,9.536884978774075e-14,0.0005690643744284056,8.969560129446484e-05,0.00012208925047556537,4.2521017541791867e-05,0.00016898099158639502,1.3394699567807147e-05,0.00011005884448517779,1.9409720404231665e-07,5.548107651524561e-07,1.6192351732906708e-09,1.328914049647539e-07,4.841020743798896e-10,3.7675122147136113e-06,1.7555483830445919e-06,8.996140046782193e-10,5.86836549790289e-09,1.478686816268288e-06,3.2170618176271905e-10,4.420416702791744e-11,3.71451554189105e-16,1.2087450776188668e-15,1.717316903096992e-10,4.427408418450209e-14,6.746109055602382e-10,1.1626613075330115e-08,7.281520958215097e-11,1.4106394714775115e-16,2.0920104383150483e-12,3.338479830981482e-11,5.38336110634926e-17,7.08789745677294e-13
1.6357103982689592e-07,0.16370538240200605,3.76,0.0,0.7626877679864071,0.999973503582259,1.5075683874342662e-05,8.464134288440924e-18,9.765957799431958e-14,0.0005824316656052343,9.449295564748071e-05,0.0001288410984776036,4.5028175428559994e-05,0.00018309899145384906,1.431226768713971e-05,0.00012007690182310363,2.0477156574030125e-07,5.686685865798689e-07,1.876857881191625e-09,1.4522736976536091e-07,5.778398063001568e-10,4.008328454778498e-06,1.8557154846927928e-06,1.0387110819778756e-09,6.644578339511181e-09,1.5708165770361003e-06,3.798383437276239e-10,4.6574254129284356e-11,4.755324133135807e-16,1.5794464513729204e-15,1.8130057340275308e-10,5.240221832464384e-14,7.713925966833505e-10,1.2039480069234419e-08,8.859407616301661e-11,1.6676754571350195e-16,2.326081418519923e-12,3.7066560920414006e-11,6.49876658650742e-17,7.980057698772209e-13
1.6820823527078441e-07,0.16370609652543627,3.76,0.0,0.7626578635973102,0.999971571220152,1.64947849063313e-05,9.169911122968881e-18,9.992765166906609e-14,0.000595645601221244,9.940330876322554e-05,0.000135749286812059,4.7601411730196595e-05,0.00019796139115695077,1.5273705797327176e-05,0.0001306760209996892,2.157051616851909e-07,5.823658486633259e-07,2.166199489092658e-09,1.5845774864893395e-07,6.862635736800663e-10,4.256271907153048e-06,1.9585413873204773e-06,1.1948344374066738e-09,7.499471359339124e-09,1.6655409093762608e-06,4.462629460732353e-10,4.9000774604285784e-11,6.043267071041784e-16,2.0478890938018942e-15,1.9114579083467721e-10,6.171957356089859e-14,8.787471682676648e-10,1.2461783068711767e-08,1.0717672508913745e-10,1.9620702133311784e-16,2.5784013840332873e-12,4.102936216265876e-11,7.80244761904613e-17,8.985626279311549e-13
1.7284543071467291e-07,0.16370683172903944,3.76,0.0,0.7626270819141041,0.9999695434952639,1.8000266366476145e-05,9.910343430275128e-18,1.0217376307932012e-13,0.0006087087664134247,0.00010442572920186072,0.00014281206634730707,5.0240145398266276e-05,0.00021358546080428348,1.628005548784796e-05,0.000141871208292598,2.268958930246022e-07,5.959051465490588e-07,2.490061283162595e-09,1.7263140637267173e-07,8.111548491680898e-10,4.511292718549051e-06,2.0640282260965674e-06,1.3695204703048254e-09,8.438983362185837e-09,1.7628381196959735e-06,5.218569082267486e-10,5.1483327275873815e-11,7.626956920951987e-16,2.6358491221626253e-15,2.0127075924935463e-10,7.235713189962874e-14,9.974876648412685e-10,1.2894077363929603e-08,1.2895651186755894e-10,2.2979150177225245e-16,2.8498004310894214e-12,4.5285353931977435e-11,9.319231214658667e-17,1.0117920990386538e-12
1.774826261585614e-07,0.1637075884838273,3.76,0.0,0.7625954063054858,0.9999674181473153,1.959455109686826e-05,1.0685933101540272e-17,1.043986186960909e-13,0.0006216237607383686,0.00010955926880334399,0.00015002771847706507,5.2943785666473365e-05,0.0002299883266552955,1.7332344093098703e-05,0.000153677332298781,2.3834162312545e-07,6.09289089358975e-07,2.8513949933607564e-09,1.8779895898079282e-07,9.544501995795919e-10,4.773340399700399e-06,2.1721795385384006e-06,1.564393596371013e-09,9.469393306908902e-09,1.8626861890532967e-06,6.075576796850073e-10,5.402150689311859e-11,9.562665893186266e-16,3.369102681029136e-15,2.1167911581195522e-10,8.445560440434583e-14,1.1284647739604407e-09,1.3336922829155763e-08,1.543676938108742e-10,2.679603574393794e-16,3.1411205591059263e-12,4.9846795917281266e-11,1.1076323547044554e-16,1.1391483558056357e-12
1.821198216024499e-07,0.16370836725676546,3.76,0.0,0.7625628202796342,0.999965192937001,2.12800445225478e-05,1.1497168470466575e-17,1.0660293934539057e-13,0.0006343931983983982,0.00011480296235829313,0.0001573945552533922,5.5711731874612335e-05,0.00024718696850211595,1.8431584434714267e-05,0.00016610912157325426,2.5004017676427675e-07,6.225203005048494e-07,3.253305174261783e-09,2.0401280045172813e-07,1.118249501949604e-09,5.0423638060059085e-06,2.283000281368708e-06,1.7811680704940765e-09,1.0597336382781528e-08,1.965062764785129e-06,7.043650362379674e-10,5.66149002413496e-11,1.191524053710284e-15,4.2780093969186694e-15,2.223747239243938e-10,9.816578893432318e-14,1.2725674974572126e-09,1.3790883549706522e-08,1.8388820218231255e-10,3.1118430895600277e-16,3.4532156299798943e-12,5.472604990848388e-11,1.3103452053782205e-16,1.2822153676407257e-12
1.867570170463384e-07,0.16370916851069847,3.76,0.0,0.7625293074869886,0.9999628656463343,2.3059134419977713e-05,1.234452565182683e-17,1.087874603385852e-13,0.0006470197084218353,0.00012015582730538417,0.00016491091952318187,5.8543373310877225e-05,0.0002651982170013719,1.9578774561282376e-05,0.00017918116222883198,2.619893393776343e-07,6.356014179577399e-07,3.6990514196506168e-09,2.213271292862654e-07,1.304824288315616e-09,5.318311118147398e-06,2.396496847234781e-06,2.0216497219917553e-09,1.1829820532513535e-08,2.0699451528582576e-06,8.133428191389033e-10,5.92630892079227e-11,1.4759090656609378e-15,5.39815917330284e-15,2.3336167285564513e-10,1.1364892427316632e-13,1.4307238226152275e-09,1.4256527467426749e-08,2.180424944142913e-10,3.5996652351723727e-16,3.786951366504091e-12,5.993557452932979e-11,1.5433010024375234e-16,1.4427145145739102e-12
1.913942124902269e-07,0.16370999270427342,3.76,0.0,0.7624948517230687,0.9999604340789949,2.4934190678723518e-05,1.322846989859673e-17,1.1095293158177036e-13,0.0006595059347972195,0.00012561686345547997,0.00017257518506759697,6.143808907221227e-05,0.0002840387509602289,2.0774897485875824e-05,0.00019290789550118102,2.741868563723033e-07,6.485350944681282e-07,4.192050407708404e-09,2.3979797497180754e-07,1.5166262103744322e-09,5.601129823409903e-06,2.5126770812883837e-06,2.2877375997813723e-09,1.317424340499803e-08,2.177310310963531e-06,9.356206141563106e-10,6.196565215483667e-11,1.81792552036554e-15,6.771086742680941e-15,2.4464427864510234e-10,1.3107703794697082e-13,1.603901394171298e-09,1.4734426044689698e-08,2.5740448377025383e-10,4.148436920240447e-16,4.143205390128888e-12,6.548792039584807e-11,1.8100203615122947e-16,1.622512408764292e-12
1.960314079341154e-07,0.16371084029186267,3.76,0.0,0.7624594369313318,0.9999578960606821,2.6907565056372354e-05,1.414945697690141e-17,1.1310011766421142e-13,0.0006718545365613629,0.00013118505274293017,0.00018038575674389135,6.43952479423026e-05,0.0003037250945809554,2.2020920921834684e-05,0.00020730361528367432,2.8663043249616093e-07,6.613239977371209e-07,4.735877773703718e-09,2.594832242566695e-07,1.7562956147430107e-09,5.89076669825726e-06,2.6315502976241726e-06,2.581425525132289e-09,1.463840971964242e-08,2.2871348423446556e-06,1.0723953675620065e-09,6.472215876021206e-11,2.2272547875073313e-15,8.445058489682887e-15,2.5622709030233556e-10,1.506332896792798e-13,1.7931081880394533e-09,1.5225153946993203e-08,3.0260054357620655e-10,4.763870926198845e-16,4.522867298321155e-12,7.139572569232235e-11,2.1143201914863604e-16,1.8236289205211395e-12
2.006686033780039e-07,0.16371171172348575,3.76,0.0,0.7624230472060597,0.9999552494394712,2.8981590927144784e-05,1.510793455761504e-17,1.1522979792550182e-13,0.0006840681878411306,0.00013685935900475843,0.00018834107062906064,6.741420828698563e-05,0.00032427361466824716,2.3317797017218093e-05,0.00022238246563630184,2.9931773127177665e-07,6.739708105410984e-07,5.334269807054322e-09,2.804426471686006e-07,2.0266702195444143e-09,6.1871677922912394e-06,2.7531272955711183e-06,2.9048035497182735e-09,1.6230549024010383e-08,2.39939499032221e-06,1.2249329362428682e-09,6.75321728434967e-11,2.7148785109064386e-15,1.0475936162410667e-14,2.6811488900787015e-10,1.7251231082230213e-13,1.9993931876301966e-09,1.5729288744127623e-08,3.543125830754596e-10,5.452036416797183e-16,4.926838781289583e-12,7.767171216422961e-11,2.460328909694121e-16,2.0482454055976383e-12
2.053057988218924e-07,0.16371260744472999,3.76,0.0,0.7623856667952732,0.9999524920861741,3.115858302483343e-05,1.6104343623215015e-17,1.1734276650117724e-13,0.0006961495778488527,0.0001426387277883807,0.00019643959416477572,7.049431796710397e-05,0.0003457005178035848,2.4666462088336098e-05,0.00023815843827270413,3.1224637449472906e-07,6.864782308105859e-07,5.991124969657109e-09,3.0273792271203056e-07,2.3307938830111073e-09,6.490278413505562e-06,2.8774203758346054e-06,3.260059316745243e-09,1.795933382633666e-08,2.5140666334791e-06,1.3945695692456826e-09,7.039525553298343e-11,3.2932099073191538e-15,1.2928122177576378e-14,2.8031268686052576e-10,1.969205363407342e-13,2.223847063616734e-09,1.624741062978427e-08,4.1328119188556547e-10,6.219369221808498e-16,5.356033777691474e-12,8.432868153195925e-11,2.852501830982876e-16,2.298713130427028e-12
2.099429942657809e-07,0.16371352789667074,3.76,0.0,0.7623472801036695,0.9999496218946987,3.3440837180612484e-05,1.7139119888582846e-17,1.194398323468052e-13,0.0007081014108313182,0.0001485220861882389,0.00020467982630305222,7.363491426893074e-05,0.00036802184749101346,2.606783635277456e-05,0.00025464537002938383,3.2541394179771583e-07,6.988489716622154e-07,6.7105052325385464e-09,3.264326641786e-07,2.67192545467865e-09,6.8000431148059235e-06,3.0044433564869907e-06,3.6494793229906206e-09,1.9833898084093882e-08,2.6311252815003333e-06,1.5827133181618342e-09,7.331095884233136e-11,3.976233806352102e-15,1.5875591293210315e-14,2.92825733537324e-10,2.240765312048211e-13,2.4676028579792097e-09,1.678010215947831e-08,4.80308849936203e-10,7.072681947062923e-16,5.811378669163378e-12,9.137951232345416e-11,3.2956368225551036e-16,2.577561891793952e-12
2.145801897096694e-07,0.16371447351579088,3.76,0.0,0.7623078716955776,0.9999466367824155,3.5830630056136943e-05,1.8212695234386293e-17,1.2152181924050708e-13,0.0007199264059723448,0.000154508342711572,0.00021306029765210446,7.683532385225487e-05,0.0003912534812788352,2.7522823662334858e-05,0.00027185694032125007,3.3881797028091234e-07,7.110857613826423e-07,7.4966372280691e-09,3.5159244400529963e-07,3.0535476995248813e-09,7.1164056818909846e-06,3.1342115887996348e-06,4.075450079670773e-09,2.1863856029134572e-08,2.750546071675608e-06,1.7908453738483442e-09,7.627882766072898e-11,4.779655656286833e-15,1.9403013473941515e-14,3.0565951555853806e-10,2.5421131277793656e-13,2.7318366731495086e-09,1.732794800670096e-08,5.562631996271442e-10,8.019173958421459e-16,6.293812513603124e-12,9.8837157120818e-11,3.794890134999596e-16,2.8875088271489944e-12
