Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16)
2.643003143440661e-07,0.45873374931131583,3.76,0.0,0.6598532115483573,0.9999376771749343,1.31027378335126e-05,4.1782951411153496e-13,3.6476466415654996e-11,0.005762265169107774,0.0005517922370243983,0.0012894916262523523,0.0007182215342002649,0.0022673504376086533,4.408576086188331e-05,0.0015113154057836758,1.5935931800578402e-07,8.273337645053966e-07,3.8172792422279646e-07,5.457609566465594e-07,2.287450176562943e-07,3.7315530939219907e-06,1.640428485914168e-05,1.7064454376219078e-07
2.694008984821916e-07,0.45874906042145613,3.76,0.0,0.6596516622218385,0.9999350793110463,1.3660386293325477e-05,4.489809414286511e-13,3.709194281072088e-11,0.005851932230833112,0.000568600268561676,0.0013362427348122775,0.0007437603633108832,0.002383496732595153,4.600169575261511e-05,0.0015985619420640683,1.6430672821403078e-07,8.407888115689934e-07,4.1910557892941966e-07,5.805690696078244e-07,2.564602473487295e-07,3.8130480660537297e-06,1.700408259154355e-05,1.8914023354032307e-07
2.745014826203171e-07,0.45876465661973304,3.76,0.0,0.6594464249640132,0.9999324152338148,1.4230060286911977e-05,4.817107173352919e-13,3.770601548411998e-11,0.005941007154252447,0.0005855307145101523,0.0013837074308506437,0.0007695691333335729,0.002503136686087999,4.7970136710636724e-05,0.001688847287624299,1.6929167519818257e-07,8.54150426067828e-07,4.592245372597274e-07,6.171172850975443e-07,2.868638152782272e-07,3.895136963322798e-06,1.7613701694831786e-05,2.0924123227954224e-07
2.7960206675844264e-07,0.45878053986444894,3.76,0.0,0.6592374770363655,0.9999296844773914,1.4811847851114655e-05,5.160594187697468e-13,3.8318865873476393e-11,0.006029503836104474,0.0006025772310890826,0.0014318806241991155,0.0007956371772328671,0.002626294600110907,4.999136392515835e-05,0.0017822008234626948,1.7431226026060294e-07,8.674206369160717e-07,5.022147649006838e-07,6.554680816724038e-07,3.201510893736674e-07,3.977872772177394e-06,1.823314306296551e-05,2.3105172402638616e-07
2.8470265089656815e-07,0.45879671200540945,3.76,0.0,0.6590247969552623,0.999926886596642,1.5405844794445982e-05,5.520674058722904e-13,3.893067622688921e-11,0.006117436178533663,0.0006197334860362485,0.0014807573233816015,0.0008219538332855618,0.00275299344243065,5.206562701096924e-05,0.0018786505843629005,1.7936658702015153e-07,8.806014771668385e-07,5.482082802602623e-07,6.956849997732753e-07,3.5652661602560166e-07,4.061309150532412e-06,1.8862412408781404e-05,2.546802135579474e-07
2.8980323503469367e-07,0.4588131747841896,3.76,0.0,0.6588083644904745,0.999924021167035,1.601215478446838e-05,5.897748065052652e-13,3.954162942764707e-11,0.006204818077702875,0.0006369931631153886,0.0015303326354584063,0.0008485084523874459,0.002883254849245118,5.419314509047833e-05,0.001978223260356175,1.844527627621676e-07,8.936949823647011e-07,5.973390096249094e-07,7.3783261145826e-07,3.9620426332523754e-07,4.145500346480768e-06,1.9501520328114947e-05,2.802395778768692e-07
2.949038191728192e-07,0.45882992983445786,3.76,0.0,0.6585881606628144,0.9999210877845155,1.6630889423030297e-05,6.29221501872055e-13,4.015190881761114e-11,0.006291663412360448,0.0006543499666262176,0.0015806017657917818,0.0008752904053958662,0.0030170991288319088,5.6374106901947045e-05,0.0020809441991332064,1.8956889979203541e-07,9.067031888828192e-07,6.497426377761999e-07,7.819764883784215e-07,4.394073541997765e-07,4.230501117485715e-06,2.015048235847132e-05,3.0784711320081336e-07
3.000044033109447e-07,0.45884697868238866,3.76,0.0,0.6583641677408896,0.9999180860653651,1.7262168309398636e-05,6.704471131857024e-13,4.076169801972798e-11,0.006377986032388939,0.0006717976259063593,0.001631560017732334,0.000902289090491104,0.003154545266157517,5.8608670933918224e-05,0.002186837409408696,1.947131167890737e-07,9.196281322487443e-07,7.055564544465629e-07,8.281831680279209e-07,4.863687891339771e-07,4.316366649971989e-06,2.0809319032087437e-05,3.37624577344576e-07
3.051049874490702e-07,0.4588643227471446,3.76,0.0,0.658136369236972,0.9999150156460503,1.790611909134851e-05,7.134909893349223e-13,4.1371180760121466e-11,0.006463799747362972,0.0006893298998144807,0.0016832027922259623,0.0009294939405393743,0.0032956109284446393,6.0896965585769376e-05,0.002295925565239476,1.9988354015749147e-07,9.324718454630268e-07,7.649191970179531e-07,8.765201183069631e-07,5.373311581915774e-07,4.40315247925046e-06,2.147805592324045e-05,3.696982274033928e-07
3.1020557158719574e-07,0.4588819633414403,3.76,0.0,0.6579047499019862,0.9999118761830552,1.8562877504282094e-05,7.583921954921917e-13,4.198054069018965e-11,0.006549118315143745,0.0007069405811839087,0.0017355255873412988,0.0009568944304400486,0.0034403124716920184,6.32390893542329e-05,0.002408230011293891,2.050783053711559e-07,9.45236357314807e-07,8.279708898834369e-07,9.270557004428311e-07,5.925468420827126e-07,4.490914409740674e-06,2.2156723689676096e-05,4.0419885266009574e-07
3.1530615572532126e-07,0.4588999016721799,3.76,0.0,0.6576692957196185,0.9999086673527031,1.923258739843138e-05,8.051895026083841e-13,4.258996120912292e-11,0.006633955430537241,0.0007246235012363217,0.0017885239977177847,0.0009844800844400093,0.0035886649481394186,6.563511104567353e-05,0.002523770769068357,2.1029555830899958e-07,9.579236906984792e-07,8.948526808914117e-07,9.798591303181307e-07,6.522781020508159e-07,4.579708435499845e-06,2.284535810804522e-05,4.412618026495724e-07
3.204067398634468e-07,0.45891813884117183,3.76,0.0,0.6574299938995546,0.9999053888509666,1.991540075418986e-05,8.539213777383126e-13,4.319962528726659e-11,0.006718324714042378,0.0007423725339454252,0.0018421937139347113,0.001012240483398392,0.0037406821146684153,6.808507001385967e-05,0.0026425665440450944,2.155334565779712e-07,9.705358609354483e-07,9.657066752917392e-07,1.0350004382592833e-06,7.167971583812513e-07,4.669590661103886e-06,2.3544000103253154e-05,4.810270103253112e-07
3.255073240015723e-07,0.45893667584591435,3.76,0.0,0.6571868328698534,0.9999020403932602,2.0611477685625142e-05,9.046259751412779e-13,4.380971529075034e-11,0.006802239700714785,0.0007601816003408117,0.0018965305218017784,0.0010401652719853253,0.0038963764421277333,7.058897642290783e-05,0.0027646347337829955,2.2079017082051212e-07,9.830748741049297e-07,1.0406757676064116e-06,1.0925504273425331e-06,7.863862573620764e-07,4.760617222948864e-06,2.4252695771641847e-05,5.236390102839946e-07
3.306079081396978e-07,0.4589555135804595,3.76,0.0,0.6569398022684667,0.9998986217142275,2.1320986432243007e-05,9.573411281000299e-13,4.4420412807795214e-11,0.006885713829171317,0.0007780446727424508,0.0019515303015718943,0.0010682441657985612,0.004055759125569619,7.314681153501607e-05,0.0028899914369313667,2.2606388600361515e-07,9.955427253877047e-07,1.1199034718533517e-06,1.1525806302794927e-06,8.613377265569321e-07,4.8528442110545005e-06,2.497149639794144e-05,5.692469520161117e-07
3.3570849227782333e-07,0.4589746528363428,3.76,0.0,0.6566888929339153,0.9998951325675108,2.204410333909179e-05,1.0121043414012035e-12,4.503189847709325e-11,0.006968760430759829,0.0007959557789165315,0.0020071890270771816,0.0010964669583822396,0.00421884009538164,7.575852802254008e-05,0.00301865146315408,2.3135280268659958e-07,1.0079413974266633e-06,1.203533750555387e-06,1.2151632649486872e-06,9.419540182799993e-07,4.946327591463663e-06,2.570045846594428e-05,6.180046081626347e-07
3.4080907641594885e-07,0.45899409430358934,3.76,0.0,0.6564340968951389,0.9998915727255135,2.27810128253114e-05,1.0689527844204789e-12,4.564435181864433e-11,0.007051392718917975,0.000813909006143733,0.0020635027647893226,0.0011248235281324512,0.004385628029296289,7.842405030391008e-05,0.0031506283439496413,2.3665513826482972e-07,1.02027285870788e-06,1.291710842965994e-06,1.2803711886434108e-06,1.0285477411931073e-06,5.041123129345133e-06,2.6439643662871052e-05,6.70070377769789e-07
3.4590966055407436e-07,0.4590138385717843,3.76,0.0,0.6561754073605301,0.9998879419791483,2.3531907341245414e-05,1.1279232847563598e-12,4.6257951067425886e-11,0.007133623778743861,0.0008318985051913762,0.002120467672805585,0.0011533038450747884,0.0045561303652589995,8.114327490283386e-05,0.0032859343443508125,2.4196912818671545e-07,1.0325390619658575e-06,1.384579092940374e-06,1.3482778511096305e-06,1.1214416799748194e-06,5.1372863129189946e-06,2.7189118877415063e-05,7.256072845456108e-07
3.510102446921999e-07,0.4590338861312129,3.76,0.0,0.6559128187061752,0.999884240137577,2.4296987314252556e-05,1.1890523223573011e-12,4.6872873010258545e-11,0.007215466556800522,0.0008499184941813271,0.0021780799997620256,0.0011818979774996343,0.004730353315133378,8.391607083018067e-05,0.0034245804754855368,2.4729302714144583e-07,1.0447419426164467e-06,1.4822827768765433e-06,1.4189572464508413e-06,1.220968803040773e-06,5.23487227833217e-06,2.7948956191466664e-05,7.847829701334977e-07
3.561108288303254e-07,0.45905423737406426,3.76,0.0,0.655646326463315,0.9998804670279379,2.507646108337407e-05,1.252376024087904e-12,4.7489292826215293e-11,0.007296933851175107,0.000867963262345924,0.0022363360836755598,0.001210596098441517,0.0049083018792208145,8.674227998789255e-05,0.0035665765079791597,2.526251102150309e-07,1.0568834172208417e-06,1.584965932146714e-06,1.4924838639797837e-06,1.327472258323771e-06,5.33393573561615e-06,2.8719232865535842e-05,8.477696824293422e-07
3.612114129684509e-07,0.45907489259569956,3.76,0.0,0.655375927305052,0.9998766224950645,2.587054482303496e-05,1.317930158681054e-12,4.8107383930903915e-11,0.007378038301812743,0.0008860271736646433,0.0022952323507167364,0.0012393884919894814,0.005089979861569978,8.962171759422185e-05,0.003711930986176187,2.57963674012349e-07,1.0689653819839016e-06,1.6927721864336182e-06,1.5689326380997129e-06,1.4413053571510843e-06,5.4345308958613615e-06,2.9500031317906878e-05,9.147442589801132e-07
3.6631199710657643e-07,0.45909585199598063,3.76,0.0,0.6551016190323207,0.9998727064011955,2.6679462455978297e-05,1.38575013202429e-12,4.872731782493729e-11,0.007458792381143898,0.0009041046703746647,0.0023547653139152406,0.0012682655594160768,0.005275389886050158,9.255417262955007e-05,0.003860651243158158,2.6330703774302905e-07,1.0809897112899107e-06,1.805844588379049e-06,1.6483788973003233e-06,1.5628315462850592e-06,5.5367113997440585e-06,3.0291439097574322e-05,9.858881055128205e-07
3.7141258124470195e-07,0.4591171156806577,3.76,0.0,0.6548234005591462,0.9998687186256738,2.7503445555651734e-05,1.4558709827303672e-12,4.934926394688879e-11,0.007539208385022963,0.0009221902763489673,0.0024149315718002594,0.0012972178251132631,0.005464533413161018,9.553940830200203e-05,0.0040127434165326895,2.6865354426913287e-07,1.0929582562787439e-06,1.924325439942824e-06,1.7308983123555072e-06,1.692424368221146e-06,5.640530247541979e-06,3.109354885102472e-05,1.061387169653556e-06
3.7651316538282747e-07,0.4591386836628126,3.76,0.0,0.6545412718972179,0.9998646590646393,2.834273323828606e-05,1.5283273779438376e-12,4.997338953101205e-11,0.0076192984239945565,0.0009402786003360833,0.0024757278069780235,0.0013262359423242501,0.005657410757550057,9.857716253203243e-05,0.004168212464967297,2.74001561112749e-07,1.1048728434652244e-06,2.048356130859981e-06,1.8165668438118576e-06,1.830467409864837e-06,5.746039730773961e-06,3.190645828294338e-05,1.1414319099067575e-06
3.81613749520953e-07,0.4591605558643581,3.76,0.0,0.6542552341398009,0.9998605276307112,2.9197572044925448e-05,1.6031536093375e-12,5.059985946998549e-11,0.007699074414902916,0.000958364339056127,0.0025371507846489467,0.0013553106986610504,0.005854021106207768,0.00010166714845512708,0.004327062185440263,2.7934948142175496e-07,1.1167352734043123e-06,2.178076975572498e-06,1.9054606888582673e-06,1.9773542397355893e-06,5.853291365596028e-06,3.273027011093964e-05,1.2262172599749225e-06
3.867143336590785e-07,0.4591827321175863,3.76,0.0,0.6539652894450131,0.9998563242526646,3.0068215813689484e-05,1.6803835892547522e-12,5.122883618292141e-11,0.007778548072858372,0.0009764422801482262,0.0025991973510669066,0.0013844330213982907,0.006054362537309478,0.00010480905494172857,0.004489295231179538,2.846957248921526e-07,1.1285473194045725e-06,2.313627052999291e-06,1.997656227668101e-06,2.1334883338716248e-06,5.962335828082605e-06,3.3565092014397723e-05,1.3159425885087785e-06
3.91814917797204e-07,0.4592052121667684,3.76,0.0,0.6536714410184977,0.9998520488750999,3.0954925542566194e-05,1.7600508469562034e-12,5.186047948885996e-11,0.007857730903573766,0.0009945073049649918,0.0026618644319433412,0.0014135939825346189,0.00625843203967184,0.00010800254713346944,0.0046549131302595515,2.900387386455387e-07,1.1403107262922017e-06,2.455144049494474e-06,2.093229969306242e-06,2.299282990634411e-06,6.0732228915167476e-06,3.4411036577574214e-05,1.4108116543872326e-06
3.9691550193532954e-07,0.4592279956697977,3.76,0.0,0.6533736930955159,0.9998477014581044,3.18579692430534e-05,1.84218852493136e-12,5.249494648594818e-11,0.007936634196082334,0.0010125543912101781,0.0027251490307989147,0.0014427848036138425,0.0064662255327909805,0.00011124726699476857,0.0048239163048247515,2.9537699806042077e-07,1.152027209227706e-06,2.6027641053290782e-06,2.1922584972938e-06,2.475161234635611e-06,6.186001365807734e-06,3.526822122707466e-05,1.5110325576354116e-06
4.0201608607345505e-07,0.4592510821998797,3.76,0.0,0.6530720509224965,0.9998432819769097,3.2777621784983596e-05,1.9268293752387654e-12,5.313239143648313e-11,0.008015269015847207,0.0010305786154162168,0.002789048227265611,0.0014719968602987564,0.006677737887428662,0.00011454283387882675,0.004996304090907719,3.007090075562481e-07,1.1636984525771291e-06,2.7566216650155495e-06,2.2948184149234227e-06,2.6615557100322018e-06,6.3007190391481425e-06,3.613676816385532e-05,1.6168176860975677e-06
4.0711667021158057e-07,0.4592744712472598,3.76,0.0,0.6527665207380651,0.9998387904215416,3.37141647328834e-05,2.0140057558406413e-12,5.377296565797747e-11,0.00809364619827155,0.001048575155258811,0.002853559175342189,0.0015012216866914464,0.0068929629467120584,0.00011788884510703709,0.005172074758808981,3.0603330132918454e-07,1.1753261088395516e-06,2.9168493317776784e-06,2.400986290418078e-06,2.8589085634572895e-06,6.4174226220155565e-06,3.701680428990653e-05,1.728383657989659e-06
4.122172543497061e-07,0.4592981622209903,3.76,0.0,0.6524571097535897,0.9998342267964669,3.466788617423447e-05,2.1037496269008166e-12,5.441681742038443e-11,0.008171776342616843,0.0010665392917063035,0.0029186791016060213,0.0015304509793946683,0.007111893547712215,0.0001212848765608119,0.005351225534004792,3.113484440388032e-07,1.1869117976323748e-06,3.0835777264511174e-06,2.5108386020256395e-06,3.0676713168747695e-06,6.5361576936165264e-06,3.790846112978507e-05,1.845951260463934e-06
4.173178384878316e-07,0.4593221544507336,3.76,0.0,0.6521438261332719,0.9998295911202354,3.5639080540016444e-05,2.1960925470175107e-12,5.506409184959824e-11,0.008249669806335676,0.0010844664110020521,0.0029844053033843657,0.0015596766013097492,0.007334521543465871,0.0001247304832848146,0.00553375261854866,3.16653031445042e-07,1.1984571047357242e-06,3.2569353510814694e-06,2.6244516831410007e-06,3.2883047306654193e-06,6.65696865086233e-06,3.881187474717349e-05,1.969745384324898e-06
4.224184226259571e-07,0.45934644718859347,3.76,0.0,0.6518266789738164,0.9998248834251156,3.6628048417925684e-05,2.291065669365379e-12,5.5714930837325e-11,0.008327336699824026,0.0011023520064785402,0.0030507351468882058,0.0015888905851672711,0.007560837825404916,0.000128225200100577,0.005719651212931845,3.2194569099491037e-07,1.2099635811970974e-06,3.4370484574681142e-06,2.7419016675463394e-06,3.5212786572702e-06,6.779898659957705e-06,3.9727185656653206e-05,2.0999949550425145e-06
4.2751900676408264e-07,0.4593710396109808,3.76,0.0,0.6515056782837121,0.9998201037567312,3.763509635867498e-05,2.388699737724091e-12,5.6369472957398144e-11,0.008404786881596769,0.0011201916802024523,0.0031176660653118213,0.0016180851367876075,0.007790832346157587,0.00013176854222947683,0.00590891553836764,3.2722508235859055e-07,1.2214327424972058e-06,3.624040920882618e-06,2.8632644348589165e-06,3.767071885733375e-06,6.90498961067499e-06,4.0654538730886684e-05,2.2369328602145004e-06
4.3261959090220816e-07,0.45939593082050223,3.76,0.0,0.6511808349621551,0.9998152521736916,3.8660536675789616e-05,2.4890250823735412e-12,5.702785338859221e-11,0.008482029953888874,0.0011379811444504403,0.0031851955569012574,0.0016472526380692176,0.008024494142685374,0.00013536000592404636,0.0061015388594640296,3.3248989791472817e-07,1.2328660677777543e-06,3.81803411917078e-06,2.988615556274252e-06,4.026171977503614e-06,7.032282073377173e-06,4.1594083103412615e-05,2.380795873634965e-06
4.377201750403337e-07,0.45942111984787243,3.76,0.0,0.6508521607776498,0.9998103287472202,3.97046872393238e-05,2.592071615838689e-12,5.769020384396815e-11,0.008559075258683532,0.0011557162230157781,0.0032533211829949447,0.0016763856497033736,0.008261811359719541,0.000138999069106586,0.006297513507249077,3.377388631848494e-07,1.2442649991317154e-06,4.019146817427266e-06,3.11803024069068e-06,4.299075093865379e-06,7.16181525884417e-06,4.2545972067264105e-05,2.531824576131551e-06
4.428207591784592e-07,0.45944660565384815,3.76,0.0,0.6505196683463197,0.999805333560783,4.0767871263929246e-05,2.6978688284697955e-12,5.835665250676375e-11,0.008635931874167214,0.001173392852346562,0.0033220405660396367,0.001705476913614782,0.008502771273461388,0.00014268519201405763,0.00649683090251333,3.4297073721698965e-07,1.2556309409564778e-06,4.227495058411453e-06,3.251583281299311e-06,4.586285815385698e-06,7.293626980947446e-06,4.351036296962693e-05,2.690263273337506e-06
4.479213433165847e-07,0.4594723871311793,3.76,0.0,0.6501833711099578,0.9998002667097137,4.185041709171309e-05,2.806445783846668e-12,5.902732397282336e-11,0.008712608611610556,0.0011910070825165648,0.0033913513875849493,0.0017345193551283305,0.008747360315510374,0.00014641781784824066,0.00669948157943358,3.4818431291875267e-07,1.2669652593700494e-06,4.443192058852579e-06,3.389349002721123e-06,4.888316953772743e-06,7.4277536222087605e-06,4.4487417102760035e-05,2.856359910568897e-06
4.5302192745471023e-07,0.4594984631065745,3.76,0.0,0.6498432833138553,0.9997951283008383,4.295265797032759e-05,2.917831113998183e-12,5.970233919954243e-11,0.008789114012672725,0.001208555078030289,0.003461251386259654,0.0017635060848629218,0.008995564096984657,0.00015019637343014194,0.00690545520944241,3.533784173401555e-07,1.2782692816903288e-06,4.666348111771777e-06,3.531401208770467e-06,5.20568935655268e-06,7.564230102269543e-06,4.547729959140537e-05,3.030365984980338e-06
4.5812251159283574e-07,0.45952483234267877,3.76,0.0,0.6494994199844358,0.9997899184521002,4.4074931826736464e-05,3.032053014431087e-12,6.038181546128413e-11,0.008865456347125905,0.0012260331184641628,0.0035317383557329665,0.001792430400354069,0.009247367432798909,0.00015402026985766295,0.007114740625308171,3.585519119067424e-07,1.289544295977283e-06,4.897070494928011e-06,3.6778131309215966e-06,5.5389317049796904e-06,7.703089849288188e-06,4.648017927691791e-05,3.2125364551752633e-06
4.6832367986908683e-07,0.4595784453392242,3.76,0.0,0.6488004306014085,0.9997792849601481,4.638095218470946e-05,3.269117093859419e-12,6.175460156083304e-11,0.009017683526129637,0.0012607650300905029,0.0036744646446219605,0.001850065920521484,0.009761708192789223,0.0001618016549903405,0.007543198098379863,3.688326899919868e-07,1.3120122542472441e-06,5.3816277951008964e-06,3.98400588602408e-06,6.255178861151516e-06,7.988085254902703e-06,4.852562346373393e-05,3.6024071603740838e-06
4.775047313177128e-07,0.45962768633327983,3.76,0.0,0.6481585937720472,0.9997694718906432,4.8528360971588144e-05,3.492449568388772e-12,6.300646566126208e-11,0.009154207638458344,0.0012917495503627693,0.0038049046650990813,0.0019016610617556846,0.01023675757842132,0.00016895376086989588,0.007940007791373598,3.78004191635677e-07,1.3321463146662136e-06,5.844617809690267e-06,4.275210759300507e-06,6.959533138552914e-06,8.253035863380017e-06,5.041273929173769e-05,3.983838317336313e-06
4.866857827663388e-07,0.45967785553099666,3.76,0.0,0.6475047912148559,0.9997594296587913,5.0746121252733214e-05,3.725390508397672e-12,6.42744356576339e-11,0.009290319446806878,0.0013224548494462952,0.003937214456266701,0.001952958401986273,0.010723199557442489,0.0001762429636954549,0.008347338243103799,3.870927957041127e-07,1.3522045915102833e-06,6.3336449533492526e-06,4.581648579023077e-06,7.723863493626518e-06,8.526157560641305e-06,5.234474887108615e-05,4.395835411264889e-06
4.958668342149647e-07,0.45972894366289696,3.76,0.0,0.6468391358179421,0.9997491593052211,5.303634200262629e-05,3.9680878404288295e-12,6.555905875232802e-11,0.009426057198445604,0.0013528634176028932,0.004071382869494478,0.0020039257283848834,0.011220920008793954,0.00018366534750461922,0.008765097222237294,3.960931181664344e-07,1.3721931394619425e-06,6.849216071469477e-06,4.903719262248968e-06,8.551507710699977e-06,8.807588669863207e-06,5.4322755005027565e-05,4.839997832302446e-06
5.050478856635907e-07,0.45978094094472816,3.76,0.0,0.6461617468536137,0.9997386619577068,5.5401162264765826e-05,4.220684446306756e-12,6.686084208175425e-11,0.00956145624434403,0.001382958950510163,0.004207399169551527,0.0020545328292208443,0.011729798406955583,0.00019121688381257257,0.009193185649298021,4.050001380344985e-07,1.3921175857849475e-06,7.391801244450122e-06,5.241812928326257e-06,9.445867814951126e-06,9.0974505875909e-06,5.634788939338139e-05,5.317953412564459e-06
5.142289371122166e-07,0.45983383711649994,3.76,0.0,0.6454727495496896,0.9997279388243882,5.7842746523681894e-05,4.483318039254963e-12,6.818025287854568e-11,0.00969654906138438,0.0014127263364327905,0.004345252996145073,0.002104751482017433,0.012249708279115137,0.00019889344379556657,0.009631498058495358,4.1380919411559296e-07,1.4119831316933038e-06,7.961833123472617e-06,5.596309100041842e-06,1.041040547771872e-05,9.395847726153132e-06,5.84213100910999e-05,5.831356441178198e-06
5.234099885608426e-07,0.4598876214779746,3.76,0.0,0.6447722746647746,0.9997169911871311,6.036328008213233e-05,4.756121035814481e-12,6.951771881828369e-11,0.009831365286058193,0.0014421516390919719,0.004484934325985093,0.0021545554341517973,0.012780517656563146,0.00020669081027317905,0.010079923055264431,4.2251598043453084e-07,1.43179455552999e-06,8.55970647534024e-06,5.967575949693658e-06,1.1448637342732809e-05,9.702867545649629e-06,6.054419893804162e-05,6.381885655372776e-06
5.325910400094686e-07,0.45994228292526357,3.76,0.0,0.6440604580688997,0.9997058203950359,6.296496446693954e-05,5.0392204247799524e-12,7.087362853088192e-11,0.009965931758579964,0.0014712220766607998,0.004626433435505756,0.0022039203765704136,0.013322089518927552,0.00021460468945020306,0.010538343768001774,4.3111654044533436e-07,1.4515562176082655e-06,9.185777927910689e-06,6.355969591564175e-06,1.2564130300433704e-05,1.0018580670682408e-05,6.271775897428077e-05,6.97124221830014e-06
5.417720914580945e-07,0.4599978099858726,3.76,0.0,0.6433374403308559,0.999694427858113,6.565001288345197e-05,5.332737634143483e-12,7.22483322611956e-11,0.010100272576942767,0.001499925997100187,0.004769740864378432,0.002252823910903641,0.013874282229846475,0.00022263072238003744,0.011006638292538918,4.39607260094786e-07,1.4712720666541454e-06,9.840365911417779e-06,6.761833423105791e-06,1.3760496730713632e-05,1.0343041088081614e-05,6.494321185202253e-05,7.601147691955408e-06
5.509531429067205e-07,0.46005419085325094,3.76,0.0,0.6426033663136157,0.9996828150411475,6.842064574188603e-05,5.636788397335334e-12,7.364214266451742e-11,0.01023440915986255,0.001528252850266342,0.0049148473799498936,0.002301245510640895,0.014436949962688319,0.00023076449611229705,0.01148468012783225,4.4798485986912295e-07,1.490945647700161e-06,1.0523750783180948e-05,7.185497515927551e-06,1.5041389741157074e-05,1.067628641858191e-05,6.722179525835353e-05,8.273342015890542e-06
5.601341943553464e-07,0.4601114134203689,3.76,0.0,0.6418583847791,0.9996709834577576,7.127908627579694e-05,5.951482620038081e-12,7.505533572798422e-11,0.010368360317747558,0.0015561931571367509,0.005061743942728147,0.0023491664769166574,0.015009943115061486,0.00023900155449107054,0.011972338601493103,4.5624638592947486e-07,1.5105801113046311e-06,1.1236175124933725e-05,7.627278057678088e-06,1.6410498424152154e-05,1.101833825637356e-05,6.95547603611616e-05,8.989581501034826e-06
5.693152458039724e-07,0.46016946531228686,3.76,0.0,0.6411026480033498,0.999658934664666,7.422755627041265e-05,6.2769242489006365e-12,7.648815180400822e-11,0.010502142330788012,0.001583738476511423,0.0052104216730171765,0.002396569889487811,0.015593108711078597,0.00024733740857616485,0.012469479283998736,4.643892004414906e-07,1.5301782239636335e-06,1.1977844201332904e-05,8.087476845402049e-06,1.7871543154291582e-05,1.1369202570523677e-05,7.194336928943674e-05,9.75163684702591e-06
5.784962972525983e-07,0.46022833391766,3.76,0.0,0.6403363114030074,0.9996466702561916,7.726827191602716e-05,6.6132111434462966e-12,7.794079674031027e-11,0.01063576903335313,0.0016108813695100172,0.0053608718187871385,0.0024434405534236652,0.016186290790498412,0.0002557675466642651,0.012975964390595632,4.724109711949489e-07,1.5497423795956222e-06,1.2748926568585655e-05,8.56638083070863e-06,1.9428270944727447e-05,1.1728870162543183e-05,7.438889265768527e-05,1.0561291190367066e-05
5.876773487012243e-07,0.4602880064190755,3.76,0.0,0.6395595331738997,0.999634191858967,8.040343980032544e-05,6.960434952457e-12,7.941344309257139e-11,0.010769251903854098,0.0016376153621974648,0.0055130857248550545,0.002489764942047438,0.01678933078398806,0.0002642874438906104,0.013491653170024466,4.803096606150867e-07,1.5692746119734893e-06,1.3549554820834819e-05,9.06426171668664e-06,2.108445088020987e-05,1.2097317173869511e-05,7.689260714361424e-05,1.1420338190288432e-05
5.968584001498502e-07,0.4603484698222237,3.76,0.0,0.638772473942435,0.99962150112689,8.363525305222899e-05,7.31868099608324e-12,8.09062314079252e-11,0.010902600159233647,0.0016639349066672362,0.005667054803442262,0.0025355311366695786,0.017402067873842467,0.0002728925713947307,0.014016402279288775,4.880835142668057e-07,1.5887766079772807e-06,1.4379826461199657e-05,9.581375606193445e-06,2.2843869643518786e-05,1.2474505636794395e-05,7.945579312764249e-05,1.2330580158758615e-05
6.060394515984762e-07,0.46040971098383054,3.76,0.0,0.6379752964304155,0.9996085997363157,8.696588764823162e-05,7.68802815487585e-12,8.241927156696596e-11,0.0110358208532478,0.0016898353409050806,0.005822770506163658,0.0025807287636538524,0.018024339339615895,0.0002815784050371875,0.014550066143805376,4.957310489501344e-07,1.6082497215400383e-06,1.5239804883971802e-05,1.0117962700832836e-05,2.4710327150638274e-05,1.286038406237289e-05,8.207973240202589e-05,1.3293826240506978e-05
6.152205030471021e-07,0.46047171663833614,3.76,0.0,0.6371681651337467,0.9995954893814877,9.03974988902716e-05,8.068548766856206e-12,8.395264417123247e-11,0.011168918977745359,0.0017153128477371403,0.005980224297491447,0.0026253489293344054,0.018655980888248852,0.0002903404336578626,0.015092497302406421,5.032510404797496e-07,1.6276949881641295e-06,1.612952045467238e-05,1.067424704968382e-05,2.66876323081642e-05,1.3254888059130919e-05,8.47657059563653e-05,1.4311890648151641e-05
6.244015544957281e-07,0.4605344734232818,3.76,0.0,0.6363512460154119,0.9995821717702127,9.39322180623284e-05,8.460308533652054e-12,8.550640196394312e-11,0.01130189756619309,0.001740364413148201,0.006139407629724023,0.0026693841532755115,0.01929682696839767,0.0002991741668698488,0.01564354673679324,5.106425112367984e-07,1.6471131398911305e-06,1.704897167490892e-05,1.1250436346603493e-05,2.8779598904586833e-05,1.365794097664447e-05,8.751499184525838e-05,1.5386590956767125e-05
6.33582605944354e-07,0.46059796790339746,3.76,0.0,0.6355247062129655,0.9995686486197798,9.757214927130804e-05,8.863366436631191e-12,8.708057127329179e-11,0.01143475779873695,0.001764987784238551,0.006300311919480009,0.002712828300339285,0.01994671106878208,0.00030807514238608013,0.016203064185155627,5.179047175764059e-07,1.6665046206138817e-06,1.7998126419184514e-05,1.184672177471633e-05,3.099004164544867e-05,1.4069454568269392e-05,9.032886314295725e-05,1.6519746461555232e-05
