Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168)
4.0609507172560593e-07,0.3467001247854742,3.76,0.0,0.6999078327899523,0.9993478408829957,0.0007375155351355932,1.3698525507816175e-11,6.1275638899421474e-09,0.005271306233583636,0.0012044800440212415,0.0022069023125980275,0.001239383884429811,0.0070748100453560635,0.00015357399115022112,0.005106822681401842,6.008957521747649e-07,1.2727325097550278e-06,2.639032456286195e-06,3.674166601330765e-06,2.3989881180933787e-06,0.0001473874279867089,4.179156491123776e-05,1.1233427536741672e-06,5.124642809394779e-06,4.8822709741567066e-05,3.85940376782781e-07,1.1759748541759249e-09,1.3163479333917743e-10,2.584673584324068e-10,3.4522135768764922e-09,6.394739428145313e-10,5.778490852331385e-07,2.3767790982539693e-07,2.878264752839775e-07,1.788873662125181e-12,2.950733647668887e-10,2.7254577371472597e-09,5.738023942452582e-13,1.6965531034843923e-06,3.4851413509726097e-10,1.63352028332987e-08,1.5892209760983424e-11,1.09366497653178e-09,2.484591859120799e-15,9.66025656876797e-17,2.6920674321059664e-07,2.145157133374783e-06,2.2199632995293629e-13
4.1057218981900585e-07,0.34671597132882676,3.76,0.0,0.6996220779047825,0.9993274628048271,0.0007633609707230335,1.4727418258006945e-11,6.452287531207023e-09,0.005318967049924443,0.0012264883438661946,0.002251246450728915,0.0012637163304400642,0.007291321616017367,0.0001578864277476588,0.005272087595188064,6.120024494033677e-07,1.2843279851868907e-06,2.7838606296588874e-06,3.840031222061126e-06,2.562744962465399e-06,0.000150616594954866,4.291681467309792e-05,1.1879089965617185e-06,5.397312564755882e-06,4.9836167370431264e-05,4.0879845268314303e-07,1.1980727733189569e-09,1.4397364464804936e-10,2.8500340623264337e-10,3.572737791657037e-09,6.806362962837347e-10,6.108601548857344e-07,2.4343422847453484e-07,3.087783618125691e-07,1.903902746945779e-12,3.08809542826582e-10,2.835257053465875e-09,6.144272414374607e-13,1.7734871589717228e-06,3.8000983660778894e-10,1.757994613231075e-08,1.64473563483353e-11,1.1914268681543475e-09,2.7105277561966116e-15,1.051788978716547e-16,2.772324420044083e-07,2.214091725876167e-06,2.320303075703871e-13
4.1504930791240576e-07,0.346732057801093,3.76,0.0,0.6993320568957531,0.9993066957696759,0.0007897663378220386,1.581683361802263e-11,6.789266276383925e-09,0.00536675093239071,0.0012485536601021356,0.002295983654368983,0.001288135693629247,0.007511743528875012,0.00016226646100506067,0.005440511560637736,6.231387628993901e-07,1.2959448448052952e-06,2.9345245400746834e-06,4.01180223625752e-06,2.7354545364985256e-06,0.00015386599578657507,4.406578583869065e-05,1.2552840168012217e-06,5.6817797161255075e-06,5.08546233890231e-05,4.3267108346149016e-07,1.220261407875709e-09,1.5727936197418106e-10,3.1387166407104794e-10,3.6967396878251315e-09,7.238908204358968e-10,6.454166899168698e-07,2.493178243928919e-07,3.309625149051075e-07,2.0247746614143145e-12,3.2308386497306166e-10,2.9482562502299222e-09,6.573675359744776e-13,1.8528884710960079e-06,4.139396103590214e-10,1.8902568264577734e-08,1.701735797650417e-11,1.2966120340941938e-09,2.954048656040199e-15,1.1441448107178045e-16,2.853912089313326e-07,2.2842756586287656e-06,2.4238382790444637e-13
4.195264260058057e-07,0.3467483847618378,3.76,0.0,0.6990377593900222,0.9992855381737014,0.00081673493201489,1.6969225201378757e-11,7.138746514220767e-09,0.005414669243130073,0.0012706704524778573,0.002341114631752619,0.0013126358700621408,0.007736084491605806,0.00016671382169846058,0.00561210242016945,6.343018315345559e-07,1.3075859085116745e-06,3.0911590556945102e-06,4.189622520436841e-06,2.9174766163338075e-06,0.00015713490661772639,4.523895691158238e-05,1.3255450792219332e-06,5.978442205732552e-06,5.1877838651544496e-05,4.5758595592647924e-07,1.2425362220103351e-09,1.7161181535122335e-10,3.4524114296748863e-10,3.824285287624348e-09,7.693142264130381e-10,6.815759800843178e-07,2.553307789469521e-07,3.5443314103030243e-07,2.1517036424714883e-12,3.3791506556436744e-10,3.064517271289706e-09,7.02721673107215e-13,1.9348020252271375e-06,4.504598906047699e-10,2.0306848318549433e-08,1.7602523164385072e-11,1.4096830947280833e-09,3.2162935150499288e-15,1.2435195424567913e-16,2.936833300259361e-07,2.3557117787442945e-06,2.5306259427022544e-13
4.240035440992056e-07,0.34676495270963004,3.76,0.0,0.6987391760334756,0.9992639884971912,0.0008442699173203623,1.8187087553309315e-11,7.500972808640724e-09,0.005462733178203073,0.0012928331955857594,0.002386640175185855,0.0013372107718202552,0.007964352199135797,0.0001712282135104236,0.005786867145648834,6.454888000068941e-07,1.3192539597045107e-06,3.2538983618200297e-06,4.373635888521174e-06,3.1091793053785416e-06,0.00016042260071967904,4.643681380405375e-05,1.3987697848351636e-06,6.2877071247223226e-06,5.290557390744563e-05,4.835708021573186e-07,1.2648926902783408e-09,1.870334525630914e-10,3.7929025795578644e-10,3.95544021754325e-09,8.169848063315816e-10,7.193968902330842e-07,2.614751735326386e-07,3.7924590033986547e-07,2.2849083523980015e-12,3.533224711941374e-10,3.184102861039224e-09,7.505906028561999e-13,2.0192729301559016e-06,4.897351195938449e-10,2.179669166935289e-08,1.8203163662269487e-11,1.5311249866637977e-09,3.4984600260659736e-15,1.3503615028898965e-16,3.0210908394116563e-07,2.4284028103262023e-06,2.6407232055032324e-13
4.284806621926055e-07,0.34678176208223976,3.76,0.0,0.6984362984888045,0.9992420453042629,0.0008723743256943543,1.9472954365762653e-11,7.876187739189841e-09,0.005510953758008272,0.0013150363834629072,0.002432561159515029,0.0013618543321043924,0.008196553336735338,0.000175809313346768,0.005964811841793977,6.566968212353317e-07,1.3309517428412012e-06,3.4228758263977638e-06,4.563987012023437e-06,3.3109389960128117e-06,0.00016372834908884258,4.765984972858917e-05,1.4750360106452333e-06,6.609990752481017e-06,5.393759000015879e-05,5.106533732376523e-07,1.2873263013602123e-09,2.0360934341548431e-10,4.1620716122210783e-10,4.090269649426813e-09,8.669824260358187e-10,7.589398856806823e-07,2.6775308892806195e-07,4.054579075321983e-07,2.424611858889252e-12,3.6932601327265574e-10,3.3070765667564874e-09,8.010778334519986e-13,2.1063464137436934e-06,5.319380494402271e-10,2.3376131881438343e-08,1.8819594221632063e-11,1.661445697958058e-09,3.801806838495733e-15,1.4651417293480078e-16,3.106687419290996e-07,2.502351356439187e-06,2.7541873059187703e-13
4.329577802860054e-07,0.3467988132568833,3.76,0.0,0.6981291194327436,0.9992197072424945,0.0009010510566378708,2.0829396614957e-11,8.26463174483189e-09,0.005559341817913754,0.001337274534144792,0.0024788785405170047,0.001386560510286878,0.008432693583954699,0.00018045677167757553,0.006145941750309148,6.679230587339231e-07,1.3426819610415135e-06,3.598223866265681e-06,4.760821338517452e-06,3.5231403232117426e-06,0.00016705142103947177,4.890856508225131e-05,1.5544218488092423e-06,6.945718588987017e-06,5.497364806541671e-05,5.388614127539831e-07,1.309832561756647e-09,2.214072213938475e-10,4.561900764217876e-10,4.228838242290982e-09,9.193885165554714e-10,8.002670573663272e-07,2.7416660460416085e-07,4.3312773127904276e-07,2.571041612155473e-12,3.8594624046563144e-10,3.4335027397200407e-09,8.542894321345445e-13,2.1960678186096308e-06,5.77250050786245e-10,2.5049332566318028e-08,1.945213234578072e-11,1.8011770135765723e-09,4.127655825815741e-15,1.5883547368028354e-16,3.1936256776028467e-07,2.5775599005383753e-06,2.8710755761177353e-13
4.3743489837940533e-07,0.3468161065505206,3.76,0.0,0.6978176325524734,0.9991969730424868,0.000930302876912893,2.2259020625641994e-11,8.666542971139335e-09,0.005607907999114071,0.001359542194162633,0.0025255933532128075,0.001411323296903256,0.008672777619390906,0.00018517021290192096,0.006330261254737784,6.791646889608939e-07,1.3544472737376191e-06,3.780073814434344e-06,4.964285008514902e-06,3.7461761101268976e-06,0.000170391084798466,5.018346732398801e-05,1.6370055452675096e-06,7.295325380062067e-06,5.60135097287475e-05,5.682226301131498e-07,1.3324069994331154e-09,2.4049752256805817e-10,4.994476336200171e-10,4.371210085004508e-09,9.742860638992905e-10,8.434421467326109e-07,2.807177979926066e-07,4.623153922037692e-07,2.7244294176488633e-12,4.0320433097431094e-10,3.5634465350616648e-09,9.103340236110144e-13,2.2884825978359166e-06,6.258614282429702e-10,2.6820589193074947e-08,2.0101098042237623e-11,1.95087527078354e-09,4.4773944037296215e-15,1.720519313730281e-16,3.281908175828321e-07,2.6540308073609707e-06,2.9914454360756587e-13
4.4191201647280524e-07,0.34683364222020024,3.76,0.0,0.6975018325412049,0.9991738415173593,0.0009601324203664698,2.376446606637346e-11,9.082157120919026e-09,0.005656662739731141,0.001381833942975265,0.0025727067101066485,0.0014361367185734618,0.008916809126274778,0.0001899492357357047,0.006517773886024158,6.904189036377743e-07,1.366250294375575e-06,3.968555788692072e-06,5.174524770875485e-06,3.980447305687594e-06,0.0001737466081009592,5.148507084493398e-05,1.7228654379683022e-06,7.659255135410087e-06,5.705693730174307e-05,5.987646737341724e-07,1.355045167417825e-09,2.6095342161116523e-10,5.461992042895535e-10,4.517448639988623e-09,1.0317595974081491e-09,8.885305703070466e-07,2.87408743710543e-07,4.930823594029867e-07,2.8850114038721286e-12,4.211221046407411e-10,3.6969739103192766e-09,9.693227864280987e-13,2.3836363106724037e-06,6.779717425838239e-10,2.869433084928864e-08,2.076681356102415e-11,2.111122124133794e-09,4.852477896024831e-15,1.8621793118953788e-16,3.3715373972271973e-07,2.7317663232856968e-06,3.115354387716537e-13
4.4638913456620515e-07,0.3468514204634537,3.76,0.0,0.6971817150929479,0.9991503115621779,0.0009905421878631288,2.5348403880250385e-11,9.511707308302157e-09,0.00570561626617682,0.0014041443973269296,0.0026202197993525074,0.0014609948428427636,0.009164790798865487,0.00019479341362192744,0.006708482328771866,7.016829120340139e-07,1.3780935881729622e-06,4.163798561820049e-06,5.391687896879998e-06,4.226362914300059e-06,0.00017711725878549156,5.281389683178472e-05,1.8120798948118208e-06,8.037961139346513e-06,5.810369397670188e-05,6.305151041703527e-07,1.3777426473423676e-09,2.8285086480718274e-10,5.966752357880855e-10,4.667616688006152e-09,1.0918951767974046e-09,9.355994439503463e-07,2.9424151274193574e-07,5.254915455062107e-07,3.053027987044568e-12,4.3972203486206135e-10,3.834151622658217e-09,1.031369446625891e-12,2.481574618221644e-06,7.337901396588864e-10,3.067512195002739e-08,2.1449603110846733e-11,2.2825253197266497e-09,5.254431946038177e-15,2.0139044251522284e-16,3.462515744270187e-07,2.810768576167945e-06,3.2428600090632407e-13
4.5086625265960507e-07,0.3468694414187357,3.76,0.0,0.6968572768964817,0.9991263821533211,0.001021534547325493,2.7013534155688058e-11,9.955423916320168e-09,0.005754778584794071,0.0014264682155225319,0.0026681338828505865,0.0014858917829330591,0.009416724349638429,0.00019970229516270307,0.006902388428185805,7.129539432125969e-07,1.389979669937242e-06,4.365929433698659e-06,5.615922093099208e-06,4.484339917739292e-06,0.00018050230538755647,5.417047312333413e-05,1.9047272514393403e-06,8.431905954136569e-06,5.915354401925466e-05,6.635013672179206e-07,1.400495052909067e-09,3.0626859993117975e-10,6.5111758472917e-10,4.821776274161531e-09,1.1547803774788092e-09,9.847176067382597e-07,3.012181715755091e-07,5.596073002713948e-07,3.2287238315906094e-12,4.590272602982155e-10,3.975047224733761e-09,1.0965902688273903e-12,2.582343279085975e-06,7.935356859885911e-10,3.276766389258165e-08,2.2149792579629772e-11,2.4657194783664707e-09,5.684854977493329e-15,2.1762909941717353e-16,3.5548455355201535e-07,2.8910395746609725e-06,3.374019948372837e-13
4.55343370753005e-07,0.34688770516591344,3.76,0.0,0.6965285156285391,0.999102052347778,0.0010531117338827643,2.8762583941908115e-11,1.0413534457981728e-08,0.005804159473792912,0.0014488001016122395,0.0027164502942760775,0.0015108217023954268,0.00967261051725066,0.0002046754045722647,0.007099493197683057,7.24229248232321e-07,1.4019110019492015e-06,4.575074105580698e-06,5.84737541319398e-06,4.754803189345189e-06,0.0001839010177303262,5.555533406028214e-05,2.0008857489938968e-06,8.841561415876608e-06,6.020625295858843e-05,6.977507670677284e-07,1.4232980332902595e-09,3.312882028936864e-10,7.09779848653803e-10,4.979988655263037e-09,1.2205042742639869e-09,1.0359556444428711e-06,3.0834078129945923e-07,5.954954027172325e-07,3.4123478050523017e-12,4.790615963578999e-10,4.119729059172245e-09,1.165104045251134e-12,2.685988144958695e-06,8.57437710986451e-10,3.497679665459488e-08,2.2867709247736406e-11,2.661366887261085e-09,6.145420702579327e-15,2.3499628077095347e-16,3.6485290019844444e-07,2.97258120703595e-06,3.5088919182337465e-13
4.598204888464049e-07,0.34690621172679864,3.76,0.0,0.6961954299462226,0.9990773212823904,0.0010852758501265168,3.059830501391502e-11,1.0886263440860633e-08,0.00585376847549636,0.0014711348094776351,0.0027651704370428598,0.0015357788196552053,0.009932449075266662,0.00020971224215018136,0.00729979682715678,7.355061023025582e-07,1.4138899919156635e-06,4.791356556800425e-06,6.0861961687843465e-06,5.038185400650782e-06,0.0001873126675113735,5.6969020328432964e-05,2.100633471978996e-06,9.267408622868906e-06,6.126158777489434e-05,7.332904395564981e-07,1.4461472764538261e-09,3.579941010507128e-10,7.72927695404747e-10,5.142314248628368e-09,1.2891574237290954e-09,1.0893859125786993e-06,3.1561139665334e-07,6.332230517962311e-07,3.6041529295177364e-12,4.998495464476536e-10,4.268266251652513e-09,1.2370320820177242e-12,2.7925551561418633e-06,9.257361557511548e-10,3.730750033324789e-08,2.3603681476466e-11,2.8701582998753226e-09,6.637880673392379e-15,2.5355718806500425e-16,3.7435682829628313e-07,3.055395239516019e-06,3.647533689602282e-13
4.642976069398048e-07,0.34692496106572634,3.76,0.0,0.6958580194786662,0.9990521881730279,0.001118028866473036,3.2523471591801666e-11,1.1373832235200224e-08,0.005903614888910698,0.0014934671468119641,0.002814295782204853,0.0015607574124412444,0.010196238841625772,0.00021481228477396698,0.007503298691876078,7.467818068864916e-07,1.4259189909954465e-06,5.014898924179885e-06,6.3325328395270825e-06,5.33492692058635e-06,0.00019073652888422312,5.841207879541839e-05,2.2040482863414547e-06,9.709937916456413e-06,6.231931708367428e-05,7.701473255739536e-07,1.4690385123957073e-09,3.8647359309039736e-10,8.408391896027289e-10,5.308812582418313e-09,1.3608318448600332e-09,1.14508255897922e-06,3.230320650377278e-07,6.728588556156631e-07,3.804396329273653e-12,5.214163129695259e-10,4.4207287025743365e-09,1.3124981826858196e-12,2.9020903369738734e-06,9.986819283588495e-10,3.976489662319347e-08,2.435803840203849e-11,3.092813743543325e-09,7.16406688045666e-15,2.733799254367695e-16,3.8399654214176695e-07,3.1394833141417416e-06,3.7900030857568375e-13
4.687747250332047e-07,0.3469439530901748,3.76,0.0,0.6955162848179642,0.9990266523137127,0.0011513726216312076,3.4540878019281626e-11,1.1876458945537013e-08,0.005953707762633443,0.0015157919789874118,0.002863827866297868,0.0015857518220913742,0.010463977688831387,0.0002199749864102301,0.007709997362003572,7.580536917489993e-07,1.4380002919023196e-06,5.245821384385343e-06,6.5865339825426e-06,5.645475707418661e-06,0.00019417187903358776,5.9885062341094553e-05,2.311207777903695e-06,1.0169648854300622e-05,6.337921131655333e-05,8.083481446817745e-07,1.4919675162841412e-09,4.168168654174213e-10,9.138051156225922e-10,5.479542247628073e-09,1.435620997921186e-09,1.203121545868903e-06,3.306048254824777e-07,7.144728192165811e-07,4.0133391723927456e-12,5.437878080533912e-10,4.577187077305424e-09,1.3916286297180369e-12,3.0146397911506613e-06,1.0765372655766803e-09,4.235425023093931e-08,2.5131109631034675e-11,3.3300833344296972e-09,7.725894397548326e-15,2.945355798931248e-16,3.937722358894893e-07,3.224846946187515e-06,3.9363579761489243e-13
4.7325184312660463e-07,0.3469631876514283,3.76,0.0,0.6951702275093826,0.999000713075681,0.001185308823174778,3.665333640638588e-11,1.239435828584446e-08,0.0060040558881113435,0.0015381042328027168,0.002913768289124957,0.0016107564577265826,0.010735662554840583,0.0002251997786434839,0.0079198906127114,7.693191169455586e-07,1.450136127088495e-06,5.484242039477297e-06,6.848348141333053e-06,5.970287193599531e-06,0.00019761799874316977,6.13885296817738e-05,2.4221891912696006e-06,1.0647050176101983e-05,6.444104289825734e-05,8.479193689997554e-07,1.5149301115163198e-09,4.491170049667962e-10,9.921292964684328e-10,5.654560851825513e-09,1.5136197619387757e-09,1.263580671395298e-06,3.3833170757459177e-07,7.581363309241419e-07,4.231246608296073e-12,5.669906640101284e-10,4.737712795002968e-09,1.474552163349806e-12,3.130249696925104e-06,1.1595761009087696e-09,4.508097022337801e-08,2.5923224909449155e-11,3.5827480994163613e-09,8.325364067265489e-15,3.170982980046044e-16,4.0368409300263056e-07,3.3114875211505715e-06,4.0866562701311347e-13
4.822060793134045e-07,0.34700238351291357,3.76,0.0,0.694465155830271,0.9989476223283612,0.0012549647444444667,4.117473192790874e-11,1.3476816034208995e-08,0.006105551737352467,0.0015826710409709574,0.003014880852745262,0.0016607744060717796,0.011290853494067617,0.00023583325265799778,0.008349248047723867,7.918201913506553e-07,1.4745800187060979e-06,5.9840393149820355e-06,7.396009062467595e-06,6.664556608919137e-06,0.00020453969129401043,6.448917868469059e-05,2.6559246951468295e-06,1.1657004563307457e-05,6.656961879355327e-05,9.312775310707931e-07,1.5609396280370719e-09,5.199747794018511e-10,1.1661347749897108e-09,6.0176901258731576e-09,1.679632588068373e-09,1.3920798342618447e-06,3.5425590112015443e-07,8.519043731150031e-07,4.695035368854749e-12,6.160006489644552e-10,5.071255628353787e-09,1.6523055904665437e-12,3.3708359189077165e-06,1.3423607507755463e-09,5.0968874876609476e-08,2.7565905359921926e-11,4.1375468042459006e-09,9.645678598027728e-15,3.66757277467068e-16,4.2391697409666174e-07,3.4886043711314818e-06,4.39931486672816e-13
