Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6)
3.6750415600697113e-10,0.5353448872131938,3.76,0.0,0.5007497399572144,1.0,0.0,1.9656863956313392e-54,6.454834719617842e-40,1.160524769339887e-09,6.260091463199657e-13,1.8206880993881218e-14,1.4836772242387312e-16,6.080990007709323e-13
4.6067423485116867e-10,0.5353448872281797,3.76,0.0,0.500749739809939,1.0,0.0,5.816596770926109e-54,1.5594709125819717e-39,1.4547368111937463e-09,7.902096783679528e-13,2.836292811686502e-14,2.3223063824325766e-16,7.623112115275744e-13
6.470143925395637e-10,0.535344887258152,3.76,0.0,0.5007497395153814,1.0,0.0,3.4401425967757833e-53,6.242182885355492e-39,2.0431540406272715e-09,1.1254054258516272e-12,5.5529028524731464e-14,4.592792070443387e-16,1.0707949557409844e-12
9.999999999999999e-10,0.535344887318096,3.76,0.0,0.5007497389573735,1.0,0.0,3.6932029450276025e-52,3.859571105073029e-38,3.157772313101737e-09,1.7851971144667332e-12,1.3204272159500094e-13,1.114335576132045e-15,1.6553830640239964e-12
1.0196947079163539e-09,0.535344887318096,3.76,0.0,0.5007497389262388,1.0,0.0,3.988320063604305e-52,4.1306247032585873e-38,3.219961081957028e-09,1.8229671886444563e-12,1.372776781353045e-13,1.1595573565689662e-15,1.6880086252222897e-12
1.7650553386699341e-09,0.5353448874379845,3.76,0.0,0.5007497377478437,1.0,0.0,7.408920383358917e-51,4.020321729952722e-37,5.573465494815699e-09,3.3266995195866034e-12,4.1044029200875243e-13,3.616624662649419e-15,2.9234924769031494e-12
2.5104159694235144e-09,0.5353448875578729,3.76,0.0,0.5007497365693027,1.0,0.0,3.6169145078844155e-50,1.5387569275262132e-36,7.926823687063973e-09,4.9751443204007985e-12,8.298173629051096e-13,7.575683405197931e-15,4.160478324306084e-12
3.2557766001770947e-09,0.5353448876777616,3.76,0.0,0.5007497353906153,1.0,0.0,1.17343144203999e-49,4.1688371862212984e-36,1.0280035666559113e-08,6.768163169693317e-12,1.395400793485941e-12,1.3167060438681968e-14,5.399096497084741e-12
4.001137230930675e-09,0.5353448877976505,3.76,0.0,0.5007497342117817,1.0,0.0,3.039601935316832e-49,9.291817037321474e-36,1.2633101441808205e-08,8.705612716182658e-12,2.107181828549719e-12,2.0525354734437226e-14,6.639481597101816e-12
5.4918584924378355e-09,0.5353448880374289,3.76,0.0,0.500749731853676,1.0,0.0,1.3605452809816516e-48,3.237898340286786e-35,1.7338794411682875e-08,1.3013272512044239e-11,3.969303677820148e-12,4.104106022139033e-14,9.126050954666874e-12
6.982579753944996e-09,0.5353448882772082,3.76,0.0,0.5007497294949856,1.0,0.0,4.236909758013238e-48,8.401393195274894e-35,2.2043902666134957e-08,1.7896975006260106e-11,6.416111474636876e-12,7.020008865856907e-14,1.1621263708940372e-11
8.473301015452157e-09,0.5353448885169885,3.76,0.0,0.5007497271357108,1.0,0.0,1.0754433762805716e-47,1.8288507385858445e-34,2.6748426278419752e-08,2.335551275738809e-11,9.447529870277715e-12,1.0913455709721946e-13,1.4126252001304816e-11
9.964022276959317e-09,0.5353448887567697,3.76,0.0,0.5007497247758511,1.0,0.0,2.391440479327498e-47,3.539166710462096e-34,3.1452365321305845e-08,2.938769104289535e-11,1.3063484021259879e-11,1.5896436866454986e-13,1.6642135758964577e-11
9.999999999999999e-09,0.535344889236336,3.76,0.0,0.50074972471889,1.0,0.0,2.436530617587933e-47,3.5923063930378e-34,3.1565885032732264e-08,2.9540354082712665e-11,1.315797641078957e-11,1.6031055140501713e-13,1.670299877473312e-11
1.2945464799973638e-08,0.535344889236336,3.76,0.0,0.5007497200543788,1.0,0.0,9.472395991937863e-47,1.0536993164805732e-33,4.0858489978113765e-08,4.316840382933877e-11,2.2048712402707544e-11,2.9558831437397843e-13,2.1710868055379185e-11
1.557918789399878e-08,0.5353448896599765,3.76,0.0,0.5007497158816177,1.0,0.0,2.4570891654100657e-46,2.2740513813581228e-33,4.9165653482523254e-08,5.723946456526609e-11,3.1930314211001606e-11,4.630168496180529e-13,2.6235184053500588e-11
1.8212910988023924e-08,0.535344890083622,3.76,0.0,0.5007497117070333,1.0,0.0,5.474875977008302e-46,4.3517269391486804e-33,5.747099336886774e-08,7.308396356441188e-11,4.3635399204570397e-11,6.804910331937088e-13,3.080954642622892e-11
2.0846634082049068e-08,0.535344890507273,3.76,0.0,0.5007497075306259,1.0,0.0,1.0928974057950118e-45,7.633754137510226e-33,6.577451002610795e-08,9.069558204234339e-11,5.7163567344913026e-11,9.539297383593908e-13,3.5439874174149146e-11
2.6114080270099355e-08,0.5353448913545946,3.76,0.0,0.5007496991723435,1.0,0.0,3.537797575527254e-45,1.9640969753936806e-32,8.237607520918282e-08,1.3119503638281466e-10,8.968755288215823e-11,1.6922420877607554e-12,4.489196767617796e-11
3.0854781839344615e-08,0.5353448921172097,3.76,0.0,0.5007496916436587,1.0,0.0,8.365140886767156e-45,3.9528835085479854e-32,9.731125233259175e-08,1.7362512943650522e-10,1.2519007102852662e-10,2.6070744047786998e-12,5.3649207217536e-11
3.5595483408589874e-08,0.5353448928798523,3.76,0.0,0.5007496841090736,1.0,0.0,1.749554283468938e-44,7.207516921273161e-32,1.1224052824251492e-07,2.2168335852751644e-10,1.665931577354756e-10,3.794343969122855e-12,6.267888873028658e-11
4.0336184977835134e-08,0.5353448936425262,3.76,0.0,0.5007496765685908,1.0,0.0,3.3377709877174596e-44,1.220914165969184e-31,1.2716390520622387e-07,2.7533360459995705e-10,2.1389448134879238e-10,5.287838907321261e-12,7.201480106580717e-11
4.507688654708039e-08,0.5353448944052347,3.76,0.0,0.5007496690222124,1.0,0.0,5.932953411174604e-44,1.9535224854829958e-31,1.4208138549016765e-07,3.345399696453342e-10,2.6709171111586967e-10,7.121127194112828e-12,8.169051291769023e-11
4.981758811632565e-08,0.5353448951679809,3.76,0.0,0.5007496614699408,1.0,0.0,9.970303981638576e-44,2.9867151933144916e-31,1.5699297135994933e-07,3.992667747469415e-10,3.261825172095172e-10,9.327558631583587e-12,9.173937480059158e-11
5.929899125481617e-08,0.5353448966936006,3.76,0.0,0.5007496463477276,1.0,0.0,2.472147399783636e-43,6.283250387839993e-31,1.8679846891553103e-07,5.451399993027253e-10,4.6203554334525274e-10,1.4992244562260216e-11,1.1308894508199308e-10
6.878039439330668e-08,0.5353448982194122,3.76,0.0,0.5007496312019702,1.0,0.0,5.377100083000457e-43,1.1897001944149479e-30,2.1658041598138642e-07,7.126720872168095e-10,6.214349391013611e-10,2.2544472661624497e-11,1.363260934386974e-10
7.82617975317972e-08,0.535344899745442,3.76,0.0,0.5007496160326871,1.0,0.0,1.0623672431437471e-42,2.0848244508137317e-30,2.4633883065217557e-07,9.015853893799617e-10,8.043620988964526e-10,3.2243291901324155e-11,1.6170987428615734e-10
8.77564329637962e-08,0.5353449012738463,3.76,0.0,0.5007496008186778,1.0,0.0,1.9548494945028928e-42,3.445768058063687e-30,2.761152127620468e-07,1.1119132685938488e-09,1.0111029538993483e-09,4.436316607000191e-11,1.895366468345043e-10
9.72510683957952e-08,0.5353449028025213,3.76,0.0,0.5007495855811152,1.0,0.0,3.393396118775814e-42,5.433229323014599e-30,3.058680330240233e-07,1.3431346883742537e-09,1.2413999911836138e-09,5.914573394049759e-11,2.2002616507163507e-10
9.999999999999998e-08,0.5353449043314926,3.76,0.0,0.50074958116507,1.0,0.0,3.9440606865835734e-42,6.1530033161025925e-30,3.1447781397327506e-07,1.413940891769146e-09,1.3124713606814446e-09,6.395846077717046e-11,2.293864526420421e-10
1.067457038277942e-07,0.5353449043314926,3.76,0.0,0.500749570320018,1.0,0.0,5.6145152087144974e-42,8.24615267666403e-30,3.3559730956963484e-07,1.5949806466892857e-09,1.4952345699368029e-09,7.684136177791808e-11,2.53428800308319e-10
1.2573497469179218e-07,0.5353449073904235,3.76,0.0,0.5007495397272956,1.0,0.0,1.3762101804579089e-41,1.7374861108416058e-29,3.94985303971726e-07,2.1594863386128357e-09,2.073441861270474e-09,1.2195716640854612e-10,3.299588101594543e-10
1.4282531846939037e-07,0.5353449101447226,3.76,0.0,0.5007495121135467,1.0,0.0,2.7896549975557806e-41,3.1394561797544094e-29,4.483541610490847e-07,2.735444638630618e-09,2.6741401073607726e-09,1.749701393031529e-10,4.112448098761518e-10
1.5820662786922874e-07,0.535344912624734,3.76,0.0,0.5007494871962248,1.0,0.0,4.94748213213139e-41,5.088291985846634e-29,4.9632114919391e-07,3.30753092321623e-09,3.279728010403596e-09,2.339176993371864e-10,4.956383114870077e-10
1.735879372690671e-07,0.5353449151059313,3.76,0.0,0.5007494622174563,1.0,0.0,8.368297935712815e-41,7.939391510036239e-29,5.442266538740095e-07,3.929411524458739e-09,3.946774674323073e-09,3.045299266444684e-10,5.916967034246036e-10
1.8896924666890546e-07,0.5353449175884122,3.76,0.0,0.500749437177321,1.0,0.0,1.3615443743066757e-40,1.1999137212075779e-28,5.920707517447889e-07,4.6000450046994605e-09,4.675201321987741e-09,3.8776949647567545e-10,7.003826756630701e-10
2.0435055606874382e-07,0.5353449200722726,3.76,0.0,0.5007494120758986,1.0,0.0,2.142782906939041e-40,1.7645987559821055e-28,6.398535193718303e-07,5.31841025412054e-09,5.464929275515821e-09,4.845788537190296e-10,8.226386860427772e-10
2.1973186546858219e-07,0.5353449225576061,3.76,0.0,0.5007493869132688,1.0,0.0,3.276769293629844e-40,2.534138094745678e-28,6.875750332311391e-07,6.083506006201654e-09,6.315879956194033e-09,5.95880697187898e-10,9.59387444383417e-10
2.3511317486842055e-07,0.5353449250445048,3.76,0.0,0.5007493616895109,1.0,0.0,4.8865688446782344e-40,3.5641018903004003e-28,7.352353697093204e-07,6.8943504815765806e-09,7.2279748844461024e-09,7.225783355945929e-10,1.1115322683196642e-09
2.504944842682589e-07,0.5353449275330584,3.76,0.0,0.5007493364047044,1.0,0.0,7.126657747448643e-40,4.920564492273142e-28,7.82834605103771e-07,7.749981042432902e-09,8.201135679776008e-09,8.65556032960933e-10,1.2799574285787607e-09
2.693838404159075e-07,0.5353449305915751,3.76,0.0,0.5007493052697358,1.0,0.0,1.1028854480977741e-39,7.148843835632407e-28,8.412064144152786e-07,8.860641460527476e-09,9.479677240066161e-09,1.0646888786134459e-09,1.5103419776882092e-09
2.8827319656355614e-07,0.5353449336528793,3.76,0.0,0.5007492740429623,1.0,0.0,1.6630099659978767e-39,1.0159133786374561e-27,8.994863293519365e-07,1.0035713320227106e-08,1.0850053118706592e-08,1.2912450282811185e-09,1.768150258082751e-09
3.0716255271120475e-07,0.5353449367171261,3.76,0.0,0.5007492427245308,1.0,0.0,2.4506540146174768e-39,1.4155583369523948e-27,9.576744906776814e-07,1.1273526714692728e-08,1.2312118757161606e-08,1.546749826727194e-09,2.0549076109855106e-09
3.2605190885885337e-07,0.5353449397844667,3.76,0.0,0.5007492113145872,1.0,0.0,3.5378497037734925e-39,1.93788929455836e-27,1.015771038955952e-06,1.2572451605303884e-08,1.3865729821586472e-08,1.8326889686040678e-09,2.3720997209255482e-09
3.44941265006502e-07,0.535344942855048,3.76,0.0,0.5007491798132773,1.0,0.0,5.013595058825279e-39,2.6110035886766265e-27,1.0737761145503962e-06,1.3930896843030952e-08,1.5510742202631857e-08,2.1505094764530024e-09,2.7211735933050987e-09
3.638306211541506e-07,0.5353449459290132,3.76,0.0,0.5007491482207472,1.0,0.0,6.986644235432409e-39,3.467394025466483e-27,1.1316898576255923e-06,1.5347309211486784e-08,1.7247012015244948e-08,2.501620657021996e-09,3.1035385102858265e-09
3.827199773017992e-07,0.5353449490065019,3.76,0.0,0.5007491165371425,1.0,0.0,9.588525920930224e-39,4.5443209792246465e-27,1.1895124081477718e-06,1.6820172507767294e-08,1.907439559846834e-08,2.887395019799849e-09,3.5205669488986477e-09
4.0160933344944783e-07,0.5353449520876498,3.76,0.0,0.5007490847626084,1.0,0.0,1.2976765362341434e-38,5.8841946597898005e-27,1.247243905885533e-06,1.8348006676512386e-08,2.099274951523952e-08,3.3091691423452472e-09,3.973595445963366e-09
4.2049868959709644e-07,0.5353449551725891,3.76,0.0,0.50074905289729,1.0,0.0,1.733835257703104e-38,7.534959940688584e-27,1.3048844904105599e-06,1.992936696623992e-08,2.3001930552187013e-08,3.7682445133438365e-09,4.463925440740584e-09
4.3938804574474506e-07,0.5353449582614488,3.76,0.0,0.500749020941332,1.0,0.0,2.2893474356896947e-38,9.550478205962376e-27,1.3624343010983544e-06,2.1562843095227506e-08,2.5101795719422153e-08,4.265888366113334e-09,4.992824108032023e-09
4.771667580400423e-07,0.5353449644514271,3.76,0.0,0.5007489567580761,1.0,0.0,3.865591575461968e-38,1.4923090164300983e-26,1.4772621574877655e-06,2.4980669207918902e-08,2.9573007601325833e-08,5.381784054673272e-09,6.171229715939613e-09
5.111675991058098e-07,0.5353449700370382,3.76,0.0,0.5007488986846073,1.0,0.0,5.995941702083293e-38,2.1680862466974477e-26,1.58029817593923e-06,2.8221478037979123e-08,3.39058081141526e-08,6.530034529903954e-09,7.375738983634431e-09
5.451684401715774e-07,0.5353449756372028,3.76,0.0,0.500748840319709,1.0,0.0,9.052053813677974e-38,3.07688062441306e-26,1.683042245836975e-06,3.1610700176199054e-08,3.8530211622001525e-08,7.821473942498035e-09,8.723436439193596e-09
5.791692812373449e-07,0.5353449812525565,3.76,0.0,0.5007487816642179,1.0,0.0,1.3340772006886917e-37,4.276501223723375e-26,1.7854951730220517e-06,3.514125358196643e-08,4.344539225997618e-08,9.262357746562282e-09,1.0220576815114818e-08
6.131701223031125e-07,0.5353449868837041,3.76,0.0,0.5007487227189681,1.0,0.0,1.9242234012698456e-37,5.833960742098488e-26,1.8876577613343569e-06,3.880635772182647e-08,4.8650526491547345e-08,1.085864209159053e-08,1.1873115413460197e-08
6.4717096336888e-07,0.5353449925312218,3.76,0.0,0.5007486634847915,1.0,0.0,2.722106515756541e-37,7.826148613365541e-26,1.989530812626062e-06,4.2599520812089394e-08,5.414479310416063e-08,1.2615996568907762e-08,1.3686720845744288e-08
6.811718044346476e-07,0.5353449981956573,3.76,0.0,0.5007486039625177,1.0,0.0,3.783836589916154e-37,1.03404841951592e-25,2.091115126774818e-06,4.6514527596119357e-08,5.99273732047701e-08,1.4539816423633871e-08,1.5666787238617002e-08
7.151726455004151e-07,0.5353450038775318,3.76,0.0,0.500748544152974,1.0,0.0,5.176444653556356e-37,1.3475547194884899e-25,2.192411501696674e-06,5.054542763563516e-08,6.59974502153073e-08,1.663523425285677e-08,1.781844592604139e-08
7.491734865661827e-07,0.535345009577341,3.76,0.0,0.5007484840569848,1.0,0.0,6.979230150485109e-37,1.734168418245266e-25,2.2934207333587037e-06,5.468652410751508e-08,7.235420986808785e-08,1.8907131198533e-08,2.0146576636493232e-08
7.831743276319502e-07,0.5353450152955562,3.76,0.0,0.500748423675373,1.0,0.0,9.285178134643986e-37,2.20615901415991e-25,2.394143615791296e-06,5.893236307772031e-08,7.899684020116247e-08,2.1360147663512315e-08,2.2655818203582472e-08
8.171751686977178e-07,0.5353450210326248,3.76,0.0,0.5007483630089585,1.0,0.0,1.220244321965414e-36,2.777086370936911e-25,2.4945809411000973e-06,6.327772322809755e-08,8.592453155361614e-08,2.39986935749301e-08,2.5350578824341607e-08
8.511760097634853e-07,0.5353450267889723,3.76,0.0,0.5007483020585592,1.0,0.0,1.5855896918858204e-36,3.461853521725255e-25,2.5947334994775965e-06,6.771760601459064e-08,9.313647656081995e-08,2.6826958216441812e-08,2.8235045886654285e-08
8.851768508292529e-07,0.5353450325650023,3.76,0.0,0.500748240824991,1.0,0.0,2.038873544250463e-36,4.276756742536066e-25,2.6946020792143345e-06,7.224722624081947e-08,1.0063187014963839e-07,2.9848919645342056e-08,3.1313195381865187e-08
9.191776918950204e-07,0.5353450383610983,3.76,0.0,0.5007481793090668,1.0,0.0,2.5964144783491944e-36,5.239532875210562e-25,2.7941874667097403e-06,7.68620030311694e-08,1.0840990953359567e-07,3.306835371042607e-08,3.45888009184259e-08
9.53178532960788e-07,0.5353450441776232,3.76,0.0,0.5007481175115974,1.0,0.0,3.2767019852535734e-36,6.369403872650556e-25,2.8934904464825866e-06,8.155755118675338e-08,1.16469794208004e-07,3.648884268722937e-08,3.806544235320811e-08
9.871793740265555e-07,0.5353450500149222,3.76,0.0,0.5007480554333916,1.0,0.0,4.1005734330185764e-36,7.687118581914134e-25,2.9925118011810635e-06,8.632967290715226e-08,1.2481072594505708e-07,4.0113783547738406e-08,4.174651405757194e-08
9.999999999999997e-07,0.5353450558733215,3.76,0.0,0.5007480319529725,1.0,0.0,4.4532287181326014e-36,8.237294725154519e-25,3.029776620169981e-06,8.814813498767651e-08,1.2802862638276562e-07,4.1534380866079266e-08,4.3188270337069425e-08
1.021180215092323e-06,0.5353450558733215,3.76,0.0,0.5007479930752557,1.0,0.0,5.091395797737405e-36,9.214991807062569e-25,3.091252311592479e-06,9.117434986186697e-08,1.3343190878889124e-07,4.394639588063433e-08,4.563523283424439e-08
1.0551810561580904e-06,0.5353450617531305,3.76,0.0,0.5007479304379938,1.0,0.0,6.275251823326395e-36,1.0976940683271613e-24,3.1897127566525773e-06,9.608773559675595e-08,1.423325490506167e-07,4.7989729476792237e-08,4.973464549972373e-08
1.0891818972238579e-06,0.535345067654642,3.76,0.0,0.5007478675224073,1.0,0.0,7.681130299813341e-36,1.2998518402216624e-24,3.287893913454492e-06,1.0106614826165637e-07,1.5151185530332148e-07,5.224667159383151e-08,5.4047636145997946e-08
1.1231827382896253e-06,0.5353450735781328,3.76,0.0,0.5007478043292962,1.0,0.0,9.341120153629359e-36,1.530694535364006e-24,3.3857965572573417e-06,1.0610606364579002e-07,1.609690383770496e-07,5.671995391311138e-08,5.857693309496317e-08
1.1571835793553927e-06,0.5353450795238649,3.76,0.0,0.5007477408594575,1.0,0.0,1.129060804901411e-35,1.793113775122947e-24,3.483421461494459e-06,1.1120410850786654e-07,1.707033113537564e-07,6.14121592022519e-08,6.332511555861394e-08
1.1911844204211602e-06,0.5353450854920854,3.76,0.0,0.5007476771136862,1.0,0.0,1.3568479207624185e-35,2.090173380542424e-24,3.580769397781291e-06,1.1635705418828412e-07,1.8071388956224168e-07,6.63257276957743e-08,6.829462001759101e-08
1.2251852614869276e-06,0.5353450914830279,3.76,0.0,0.5007476130927747,1.0,0.0,1.621732116251498e-35,2.4251117516166465e-24,3.6778411359229466e-06,1.215618104914498e-07,1.9099999057306344e-07,7.146296320583042e-08,7.348774633004716e-08
1.259186102552695e-06,0.5353450974969121,3.76,0.0,0.5007475487975138,1.0,0.0,1.9283630171951984e-35,2.8013440168761053e-24,3.7746374439214357e-06,1.2681541982683889e-07,2.0156083419343352e-07,7.682603897439586e-08,7.890666358219707e-08
1.2931869436184625e-06,0.535345103533946,3.76,0.0,0.5007474842286916,1.0,0.0,2.2818020027951137e-35,3.222463961264507e-24,3.871159087982578e-06,1.3211505159789858e-07,2.1239564246209614e-07,8.241700327781288e-08,8.455341569142822e-08
1.32718778468423e-06,0.5353451095943244,3.76,0.0,0.5007474193870939,1.0,0.0,2.6875433003780067e-35,3.6922457401439945e-24,3.9674068325226275e-06,1.3745799682832265e-07,2.2350363964419153e-07,8.823778479414992e-08,9.042992677243096e-08
1.3611886257499974e-06,0.535345115678231,3.76,0.0,0.5007473542735046,1.0,0.0,3.151535269403992e-35,4.214645387883988e-24,4.063381440174584e-06,1.4284166301563572e-07,2.348840522261056e-07,9.429019774343087e-08,9.653800627639182e-08
1.3951894668157648e-06,0.535345121785838,3.76,0.0,0.5007472888887051,1.0,0.0,3.680201851078034e-35,4.793802129630397e-24,4.159083671794243e-06,1.4826356920245608e-07,2.465361089103067e-07,1.0057594681035822e-07,1.0287935391286578e-07
