Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20)
4.169337610211661e-14,0.1266869703245728,3.76,0.0,0.6318367045656303,0.9999999999999865,8.52671745183956e-29,6.724872792951339e-49,2.2088939083464035e-31,2.428433009859275e-13,1.3879197220107253e-14,3.0353578525905937e-21,2.588330109856369e-16,1.292183028817419e-21,1.362036395488222e-14,1.3618802243558232e-22,5.00868656369181e-22,2.2270483382724093e-21,3.4403778199937734e-37,1.0797285915827123e-23,9.98061393680324e-45,7.590225719799958e-23,6.550062867334959e-23,6.736890192307942e-35,5.0971245766912456e-36,2.3046477652229123e-23,7.217644003348233e-44,2.561551729040283e-25,4.752287605983488e-65,5.140270566147481e-73
8.342297581509519e-14,0.12668697032457565,3.76,0.0,0.6318367045654949,0.9999999999999728,6.826554723295154e-28,5.3926199347955886e-48,8.841188757793844e-31,4.858975759296459e-13,2.7770455602294924e-14,1.214934155265579e-20,5.178926778431512e-16,5.1721005140613415e-21,2.7252561906828377e-14,5.451086111743021e-22,2.0047784403423023e-21,8.913992072949812e-21,2.7543944368912114e-36,4.321728284519459e-23,1.5981987679732553e-43,3.0380665232723946e-22,2.6217323637397713e-22,5.39360469097069e-34,4.080845284383001e-35,6.744725838504986e-23,1.1557635739970524e-42,1.0252581186526945e-24,1.5232381628441382e-63,3.873988975091479e-71
1.6688217524105235e-13,0.12668697032458137,3.76,0.0,0.6318367045652241,0.9999999999999455,5.4633123497476775e-27,4.329551532088501e-47,3.537512353722676e-30,9.720060938078188e-13,5.55529807117521e-14,4.8613189631731065e-20,1.0360173515650633e-15,2.0695146012464975e-20,5.45169592883421e-14,2.1811573273283083e-21,8.021713210179459e-21,3.5667538205975735e-20,2.204353120622442e-35,1.729254296418994e-22,2.5581593612786738e-42,1.2156208676778899e-21,1.0490346189172782e-21,4.31651692817233e-33,3.265990669666297e-34,2.202799715234673e-22,1.8499748649344978e-41,4.102126815672493e-24,4.884265204743413e-62,3.223033615839178e-69
3.3380057409296665e-13,0.12668697032459283,3.76,0.0,0.6318367045646824,0.999999999999891,4.371470092943982e-26,3.486407024969251e-46,1.4151434697958187e-29,1.944223001527339e-12,1.1111806431109361e-13,1.9448439889971303e-19,2.0722880589587682e-15,8.279411579521799e-20,1.0904575996189667e-13,8.726152376373861e-21,3.2091981083350095e-20,1.4269304929198218e-19,1.7638181420140627e-34,6.918143619987982e-22,4.093889477250436e-41,4.8632632886430754e-21,4.196822981671553e-21,3.4538596885219597e-32,2.6134074796016474e-33,7.82073621406698e-22,2.960563553357611e-40,1.6409249455841855e-23,1.5683203871558692e-60,3.0133406081036704e-67
6.676373717967953e-13,0.1266869703246157,3.76,0.0,0.6318367045635991,0.999999999999782,3.497492366926271e-25,2.8247574406170605e-45,5.660300088231353e-29,3.888656304820886e-12,2.2224836503228284e-13,7.780007930276899e-19,4.144914912924463e-15,3.312038638977099e-19,2.1810338495144683e-13,3.4908272633741174e-20,1.283776103772724e-19,5.708160200796465e-19,1.411189658977613e-33,2.7674829978625933e-21,6.550894767946934e-40,1.945454241134966e-20,1.6788669526938297e-20,2.7633346139745735e-31,2.0911144814496742e-32,2.9302027502736804e-21,4.737388287798525e-39,6.562691209168737e-23,5.051327437887888e-59,3.1449006982495884e-65
1e-12,0.1266869703246615,3.76,0.0,0.6318367045625205,0.9999999999996734,1.5685196003008577e-24,1.2949847111067435e-44,1.4110792332856938e-28,5.824502284233233e-12,3.328881981231749e-13,1.9399112642343374e-18,6.208559502019703e-15,8.258444613806835e-19,3.266794761211597e-13,8.704556091718986e-20,3.2010105272605566e-19,1.4232948755483584e-18,6.328818978076565e-33,6.900601901641128e-21,5.546838501064939e-39,4.8508695861238043e-20,4.186187507642677e-20,1.239269621426294e-30,9.379604647167333e-32,7.108996544517949e-21,4.011290685028213e-38,1.6357650027492605e-22,8.403044446941815e-58,2.522619824074512e-63
1.3353109672044525e-12,0.1266869703246615,3.76,0.0,0.6318367045614324,0.9999999999995638,2.7981014929188843e-24,2.316475493263758e-44,2.2636247626123896e-28,7.77752086284052e-12,4.4450950057106694e-13,3.1121288688775467e-18,8.290510372599224e-15,1.3248729413793408e-18,4.362187295029699e-13,1.3964535126140397e-19,5.1352524496235275e-19,2.2833359430229905e-18,1.1290071848937523e-32,1.1070385083009124e-20,1.0481981496885302e-38,7.782058434658346e-20,6.715750126991936e-20,2.210747843634844e-30,1.6732749915451632e-31,1.1324859791451135e-20,7.580223632956763e-38,2.6239498455685683e-22,1.6371017339671727e-57,5.035889443665803e-63
2.670658158019767e-12,0.12668697032475307,3.76,0.0,0.631836704557099,0.9999999999991276,2.238493956906488e-23,1.943634050362873e-43,9.049987348080248e-28,1.5555241784726025e-11,8.890339080853036e-13,1.2448761252829364e-17,1.6583068259165606e-14,5.299628198208305e-18,8.724497969169769e-13,5.58645399770509e-19,2.054094034147009e-18,9.133361213124842e-18,9.032301666390468e-32,4.42824623383393e-20,1.6771650473648856e-37,3.112826556534487e-19,2.686361934059916e-19,1.7686005757416667e-29,1.3391381762647684e-30,4.4509620578192794e-20,1.2128717446535093e-36,1.0486158075277478e-21,5.370642567164615e-56,6.109124813145663e-61
5.341352539650395e-12,0.1266869703249362,3.76,0.0,0.6318367045484321,0.9999999999982551,1.7907518282659673e-22,1.6992904785117705e-42,3.6162804334945764e-27,3.111065085281051e-11,1.778091269268776e-12,4.979549160586813e-17,3.3173651583138147e-14,2.1198957329080226e-17,1.7449134451589817e-12,2.2350253561493226e-18,8.216069845900425e-18,3.653246949612768e-17,7.225974782110485e-31,1.7713181985299513e-19,2.683515341464019e-36,1.2450951717297152e-18,1.0745614694990971e-18,1.4148337509898409e-28,1.0721015729238337e-29,1.7647573888298181e-19,1.9406358259855054e-35,4.186642697094243e-21,1.8029520373856923e-54,7.594948514808155e-59
1e-11,0.12668697032530246,3.76,0.0,0.631836704533314,0.9999999999967331,1.2722918510788978e-21,1.4080434628018606e-41,1.305237780713265e-26,5.824474080512024e-11,3.3289555242449156e-12,1.8008771292394965e-16,6.213264301929633e-14,7.666879088806385e-17,3.266807785140726e-12,8.086029414129699e-18,2.971114810070501e-17,1.3211228539147718e-16,5.134334741976371e-30,6.406081351222534e-19,3.7791820711315623e-35,4.502619399122348e-18,3.886250561232157e-18,1.0051924438963085e-27,7.628460676658027e-29,6.356231223333672e-19,2.7329993930056487e-34,1.508664605453563e-20,5.525584126325645e-53,8.364613067850555e-57
1.0682741302911653e-11,0.12668697032530246,3.76,0.0,0.6318367045310984,0.99999999999651,1.4325066298961173e-21,1.5894935201439746e-41,1.4435271333657498e-26,6.222133789366056e-11,3.556240179521677e-12,1.9918249991933326e-16,6.637668589062497e-14,8.479809166874817e-17,3.489846796659969e-12,8.943514804017328e-18,3.286132803142076e-17,1.4611984629662234e-16,5.7808904801392646e-30,7.085322324163378e-19,4.2937067342498547e-35,4.980021124452606e-18,4.298313566688306e-18,1.1317720702763316e-27,8.589318349392131e-29,7.029127993208308e-19,3.105089438015475e-34,1.668408019337954e-20,6.308955170068985e-53,9.579346103997915e-57
1.602413006617291e-11,0.12668697032566875,3.76,0.0,0.6318367045137646,0.9999999999947649,4.0959101703602775e-21,4.983337225551073e-41,3.0631151428547934e-26,9.333189384661716e-11,5.334423280925847e-12,4.232627411292835e-16,9.960158531424245e-14,1.8019890363026006e-16,5.234786204538776e-12,1.9009943627578433e-17,6.982584680919231e-17,3.1048931349044136e-16,1.653003706453164e-29,1.5056352305009705e-18,1.580391800639651e-34,1.0581995461756399e-17,9.13399694812807e-18,3.2359989388143915e-27,2.4581197714312544e-28,1.4919730780956289e-18,1.1428970766061917e-33,3.5362212865812046e-20,2.9895451565512385e-52,5.274743631867551e-56
2.1365518829434166e-11,0.126686970326035,3.76,0.0,0.6318367044964307,0.9999999999930196,8.639143385177068e-21,1.1531454719400222e-40,5.218445306917918e-26,1.244423187191047e-10,7.1126405767459596e-12,7.220359005426452e-16,1.328483473109833e-13,3.0740259468900357e-16,6.97973167015608e-12,3.2436521410401246e-17,1.1910758061116323e-16,5.296338021319763e-16,3.486765214572785e-29,2.568441702301598e-18,4.008299506654681e-34,1.8050765685001142e-17,1.5581641116164942e-17,6.825346362084779e-27,5.189107470798496e-28,2.5437749273315303e-18,2.8987081395003467e-33,6.01806191267878e-20,9.38699674771226e-52,2.6664646660704194e-55
3.2048296355956685e-11,0.12668697032676754,3.76,0.0,0.6318367044617628,0.9999999999895289,2.359472339466484e-20,3.769852490978763e-40,1.078044829302161e-25,1.8666286084926895e-10,1.0669155430711485e-11,1.4948809492504928e-15,1.9939317353813814e-13,6.364531137024782e-16,1.0469636822752261e-11,6.718259407146435e-17,2.465724538996874e-16,1.0964544765304486e-15,9.524287521604234e-29,5.317647194570293e-18,1.401810670714753e-33,3.7368778668684565e-17,3.2260193323472697e-17,1.8640711862596532e-26,1.4193842885164447e-27,5.264383972556308e-18,1.0137716676122141e-32,1.2410392614985678e-19,4.7656107275601805e-51,3.348707167211526e-54
4.27310738824792e-11,0.12668697032750006,3.76,0.0,0.6318367044270946,0.9999999999860381,4.936533778878928e-20,9.062236840100427e-40,1.8296496151519968e-25,2.4888292101145304e-10,1.4225796056850713e-11,2.5423958840427082e-15,2.6601837512497196e-13,1.0824641416780674e-15,1.3959564263114244e-11,1.1430348437033879e-16,4.193151329469717e-16,1.864643731264904e-15,1.9929634431957782e-28,9.043946520743643e-18,3.5029500309360554e-33,6.354956894692157e-17,5.4866741939594094e-17,3.8999948253307304e-26,2.973709847716765e-27,8.952170029096298e-18,2.533318836079627e-32,2.1027525373611453e-19,1.5145932626780718e-50,1.496932513917037e-53
5.341385140900171e-11,0.12668697032823262,3.76,0.0,0.6318367043924261,0.999999999982547,8.986266813039886e-20,1.8688614088357032e-39,2.7893308109885465e-25,3.1110246482897215e-10,1.7782571460697528e-11,3.88419787944057e-15,3.3272967617978427e-13,1.653798030014125e-15,1.744951559231656e-11,1.7469787130313412e-16,6.405560828320735e-16,2.8485378064656885e-15,3.6284228066527306e-28,1.3817138040576672e-17,7.432354909990584e-33,9.708164800291188e-17,8.382490724621674e-17,7.099298505782261e-26,5.420739792567644e-27,1.3677007304292374e-17,5.375116455290158e-32,3.200194572819818e-19,4.010079387355916e-50,5.388480049569611e-53
7.477940646204673e-11,0.12668697032969764,3.76,0.0,0.6318367043230882,0.9999999999755635,2.3722748620921116e-19,6.347079632487299e-39,5.33738195527168e-25,4.3553997133221723e-10,2.4896535215159748e-11,7.469134205058843e-15,4.664158698871429e-13,3.180360846571399e-15,2.4429491479387558e-11,3.362409135163683e-16,1.2314866329763164e-15,5.476669794864899e-15,9.581950742920936e-28,2.6569997641731323e-17,2.723483853903697e-32,1.866500112023835e-16,1.611963271118448e-16,1.8740668323296991e-25,1.4362851601798967e-26,2.630832559061902e-17,1.9696964307378844e-31,6.099537840366709e-19,2.6345115456782314e-49,6.676372338882069e-52
9.999999999999999e-11,0.12668697033262766,3.76,0.0,0.6318367042412376,0.9999999999673187,5.7635464979711395e-19,2.036343818731017e-38,9.396774847665721e-25,5.8242734076817e-10,3.329479316314033e-11,1.3238013175724857e-14,6.246726348417162e-13,5.637195566704028e-15,3.2669006238709096e-11,5.96678713273612e-16,2.1819794879549934e-15,9.704375020953989e-15,2.3291505225810004e-27,4.7092333908086545e-17,9.60551254053105e-32,3.3073031741421773e-16,2.8570985431858416e-16,4.552850769324555e-25,3.5096916854785316e-26,4.6657797921919487e-17,6.947252852879256e-31,1.0682286919623839e-18,1.9077936837720825e-48,8.863746822182824e-51
1.175105165681368e-10,0.12668697033262766,3.76,0.0,0.6318367041844084,0.9999999999615934,9.169976493398275e-19,3.5654618684030607e-38,1.2884884670973794e-24,6.844087004075164e-10,3.91261052499574e-11,1.822220431374556e-14,7.348355193799671e-13,7.759985045864628e-15,3.8389734727693724e-11,8.219170667463251e-16,3.0029834530544528e-15,1.33563307541199e-14,3.706522718088575e-27,6.482340847302595e-17,1.7277777261589137e-31,4.551878964134322e-16,3.9329042603733996e-16,7.243537519619699e-25,5.597455250879794e-26,6.425013559554803e-17,1.2496412695790402e-30,1.4602971620820758e-18,3.9287330983724527e-48,1.931249141153826e-50
1.6024162667422685e-10,0.12668697033555765,3.76,0.0,0.6318367040457237,0.9999999999476185,2.2751162990032907e-18,1.1093606417445257e-37,2.3639748270551075e-24,9.33269046302906e-10,5.335786834404661e-11,3.375686839426159e-14,1.0046518288240923e-12,1.4377111923489463e-14,5.235036741891233e-11,1.525340317557284e-15,5.560621726546895e-15,2.4734386205823562e-14,9.20150417191948e-27,1.2008866827991193e-16,5.630094522547525e-31,8.42941435406431e-16,7.286171537681871e-16,1.797031696837066e-24,1.3978930898317808e-25,1.1915331779553352e-16,4.0722366796049345e-30,2.6589876839476658e-18,1.9278402932604845e-47,1.2765297416384612e-49
2.4570384688640695e-10,0.12668697034141738,3.76,0.0,0.6318367037683391,0.9999999999196539,8.257599670184677e-18,5.837101144625109e-37,5.43068440979777e-24,1.4309646155881126e-09,8.182798027101168e-11,7.916582855447439e-14,1.5484665024488084e-12,3.372518887141882e-14,8.027280434661232e-11,3.591027237816138e-15,1.3028258550643214e-14,5.79639806624466e-14,3.3442656250986963e-26,2.8164170794114065e-16,3.225528999089946e-30,1.975326193594878e-15,1.7089366818377658e-15,6.521245876501173e-24,5.153207551799435e-25,2.801367471622547e-16,2.3332609991402273e-29,6.012887494522324e-18,2.6134551540412255e-46,3.1739901380073195e-48
4.166282873107672e-10,0.12668697035313614,3.76,0.0,0.6318367032135099,0.9999999998636675,4.1203139642140866e-17,4.645557139269203e-36,1.4953881884435037e-23,2.426255390804045e-09,1.387946014582288e-10,2.273359922125218e-13,2.652780999764041e-12,9.689655720631957e-14,1.3612238724450312e-10,1.0394981770258785e-14,3.733846606765769e-14,1.6619725616529782e-13,1.6734034253801106e-25,8.088497090491251e-16,2.902222950463128e-29,5.663336147260021e-15,4.9085441491952395e-15,3.252631941689182e-23,2.6572736826599507e-24,8.087786505730253e-16,2.0997992667478003e-28,1.6058903119930875e-17,6.981103385901439e-45,1.5988423663833717e-46
5.875527277351274e-10,0.1266869703648539,3.76,0.0,0.6318367026586001,0.9999999998076046,1.1255555183915102e-16,1.6314970192009055e-35,2.8661928774158886e-23,3.4214125145961297e-09,1.957964908036158e-10,4.519678241074333e-13,3.779285717221684e-12,1.9272798211000495e-13,1.919782790305749e-10,2.081146569617743e-14,7.410321492303462e-14,3.2997155076939393e-13,4.581777514026325e-25,1.6082104577253516e-15,1.0568275248607326e-28,1.1243386020129016e-14,9.760446845875792e-15,8.882601438798289e-23,7.438216610663468e-24,1.6155680465571938e-15,7.647694125516734e-28,2.999147225920311e-17,4.0263514965242245e-44,1.2183589389477401e-45
7.584771681594876e-10,0.12668697037657073,3.76,0.0,0.63183670210361,0.9999999997514654,2.3678946660633576e-16,4.1338551753044645e-35,4.6121852228812786e-23,4.416436216185599e-09,2.5283374808847194e-10,7.530511293831875e-13,4.927902366608751e-12,3.212565982632097e-13,2.4784052164114214e-10,3.490865270941007e-14,1.232597872779368e-13,5.490686094627979e-13,9.66070522557902e-25,2.6797507700501377e-15,2.7474460935562473e-28,1.8707719770345737e-14,1.62650492792678e-14,1.868139836519989e-22,1.6008037568283878e-23,2.704071866752504e-15,1.9885661900336737e-27,4.7120724182664896e-17,1.5309213720005276e-43,5.975888766462759e-45
9.294016085838478e-10,0.12668697038828655,3.76,0.0,0.6318367015485392,0.9999999996952501,4.2880454803994645e-16,8.678988548221818e-35,6.692961106695042e-23,5.411326730972489e-09,3.0990647597525197e-10,1.1305756884349822e-12,6.098550503511446e-12,4.825208571818881e-13,3.0370915828436135e-10,5.275676935253808e-14,1.8474378674983752e-13,8.23263936367538e-13,1.753440079213606e-24,4.02349960825134e-15,5.91569517275308e-28,2.8048377218117554e-14,2.4422670434845836e-14,3.3820433338908907e-22,2.963790450598521e-23,4.0779390195033445e-15,4.282570704841594e-27,6.685283868329253e-17,4.599607304941044e-43,2.2362119706795783e-44
9.999999999999999e-10,0.12668697041171534,3.76,0.0,0.6318367013192502,0.9999999996720089,5.311160917855945e-16,1.1338278281256891e-34,7.642604010365863e-23,5.822216099724083e-09,3.334900887171769e-10,1.3088127787319444e-12,6.588485223631426e-12,5.586904882852548e-13,3.2678693695045576e-10,6.123852583256503e-14,2.1372255565239042e-13,9.525474086916473e-13,2.1739019605259686e-24,4.657962025005758e-15,7.818386823027716e-28,3.245226314100941e-14,2.8274507747335812e-14,4.18846451395951e-22,3.7049375411456335e-23,4.729454981963925e-15,5.6605308192669205e-27,7.56656035218961e-17,7.050831999061158e-43,3.847842916458123e-44
1.2712504894325682e-09,0.12668697041171534,3.76,0.0,0.6318367004381561,0.9999999995825924,1.0710855845241199e-15,2.7064738913403253e-34,1.1731151030581638e-22,7.400709066772484e-09,4.2415872101493903e-10,2.114911220004218e-12,8.505645244327528e-12,9.033987805036135e-13,4.154657730257479e-10,9.996482024217684e-14,3.4445748801289923e-13,1.5361221467746422e-12,4.399922094871948e-24,7.527732905457038e-15,1.9460781693948682e-27,5.232944694338888e-14,4.5697674461247905e-14,8.442757973962927e-22,7.727857929399903e-23,7.695075026369678e-15,1.409445949509855e-26,1.1247389872268576e-16,2.7081034926320754e-42,1.914960600812993e-43
1.6130993702812886e-09,0.1266869704351403,3.76,0.0,0.6318366993274499,0.9999999994696334,2.1578351025031993e-15,6.406317226136914e-34,1.772346669109022e-22,9.389561391404132e-09,5.385540390146208e-10,3.404893713409169e-12,1.0999931801848983e-11,1.4556696879129609e-12,5.272484670828991e-10,1.629945620284011e-13,5.527346812881817e-13,2.466761522746214e-12,8.904110574236201e-24,1.212114943890805e-14,4.844111363231834e-27,8.402369869789944e-14,7.358662297829403e-14,1.699882561948216e-21,1.6210457389990159e-22,1.2495551291773058e-14,3.509800367466824e-26,1.6369101424262793e-16,9.997854025157295e-42,8.824738769716399e-43
1.954948251130009e-09,0.12668697045856148,3.76,0.0,0.6318366982164197,0.9999999993563752,3.8127878120689595e-15,1.2809559958422814e-33,2.445108594170837e-22,1.1377885657851837e-08,6.530932763484774e-10,5.000438589527243e-12,1.3580744493218586e-11,2.139657113884223e-12,6.390575999384046e-10,2.424305566985879e-13,8.090448796102232e-13,3.6133169360640884e-12,1.5803982553650014e-23,1.7804004493843353e-14,1.0210615274391582e-26,1.230657888472382e-13,1.080897770074757e-13,3.001757951142261e-21,2.978875930283404e-22,1.8508824734792737e-14,7.401183191805986e-26,2.1826770954123465e-16,2.9128036443171724e-41,3.1065396569984044e-42
2.2967971319787294e-09,0.12668697048197902,3.76,0.0,0.6318366971050653,0.9999999992428196,6.1574053018479635e-15,2.2814222073549407e-33,3.175429529643105e-22,1.336568378345863e-08,7.67777259778977e-10,6.901462442860569e-12,1.62474311801082e-11,2.9556810386517726e-12,7.50893524814097e-10,3.38847405185869e-13,1.1128698793230115e-12,4.973956760186978e-12,2.5639077132174973e-23,2.4576555686996012e-14,1.9243999388078222e-26,1.6939208566904149e-13,1.49206474955344e-13,4.8445066788494376e-21,5.001197814389406e-22,2.5763297254520375e-14,1.3955031412959431e-25,2.750326235740503e-16,7.330726642932152e-41,9.259783355404738e-42
2.98049489367617e-09,0.12668697052880312,3.76,0.0,0.6318366948813813,0.9999999990148232,1.3373320867198394e-14,5.727639366932245e-33,4.772514003348053e-22,1.733970884163948e-08,9.975825514305714e-10,1.1619629552963885e-11,2.183597856731078e-11,4.985060670682945e-12,9.74647083741144e-10,5.847937895868941e-13,1.861129241073157e-12,8.330583861616095e-12,5.623035577867142e-23,4.139176350682127e-14,5.492156631434144e-26,2.836614071053881e-13,2.5127537434488853e-13,1.0506552067335287e-20,1.1764072939932284e-21,4.4099349426704456e-14,3.986668547298634e-25,3.936034237692105e-16,3.717065544503758e-40,6.665892050836125e-41
3.5770072636268102e-09,0.12668697056964465,3.76,0.0,0.6318366929401971,0.999999998814947,2.3020149709219693e-14,1.0755955349806013e-32,6.264902292855506e-22,2.080526297964963e-08,1.1985633276264538e-09,1.67334941863175e-11,2.6986587965475e-11,7.190003496295192e-12,1.169958243694109e-09,8.60065485431563e-13,2.6645825305147774e-12,1.194211030785133e-11,9.760114374989785e-23,5.96256102528944e-14,1.1430857922959507e-25,4.065945005654074e-13,3.6192598462534003e-13,1.8062152733088025e-20,2.160184625026264e-21,6.440033625663293e-14,8.304180748609676e-25,4.996589164824504e-16,1.099582222413836e-39,2.382013089894705e-40
4.17351963357745e-09,0.12668697061047565,3.76,0.0,0.6318366909980168,0.9999999986141918,3.6423202649572084e-14,1.8121393208547626e-32,7.815566607302618e-22,2.4269241249625104e-08,1.3999959603191177e-09,2.2776351871704134e-11,3.238983119016641e-11,9.801431508241617e-12,1.3653558092313826e-09,1.1949018100205975e-12,3.6057390245431404e-12,1.618050673177416e-11,1.5570411053765361e-22,8.118120682808001e-14,2.1238253470451123e-25,5.508599347933458e-13,4.926955048187641e-13,2.854114891587921e-20,3.6324118723897455e-21,8.884970014258765e-14,1.5441406026307067e-24,6.067320651663265e-16,2.7349499212915212e-39,6.977673050441733e-40
