Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47)
3.31281875237618e-08,0.1682902084645508,3.76,0.0,0.6976624300968366,0.9989320842060566,0.0007693168870641723,1.1613092902686116e-10,1.4963467459524267e-08,0.03494234511861343,0.003541595166572191,0.00834864004304641,0.005214068588079362,0.014115671860116474,0.00019521556270056113,0.00807161409313651,6.529133686479385e-07,3.723375345784234e-06,2.074348016159212e-05,3.49190288581112e-06,1.3442469140248177e-05,0.0006314045813343874,0.00013680157572463177,3.82043716114584e-06,9.101636191982545e-06,0.00017604673377024624,7.550496933754338e-07,1.4674706768419741e-08,5.942316421534525e-09,1.3588878333670413e-09,2.2780939202562478e-08,6.559349895662419e-08,3.775324898849489e-06,1.839207127026381e-06,5.03691069827174e-07,1.311468165990286e-10,2.767605817410251e-09,2.0975506669604635e-08,2.034196646172358e-11,1.772263643984408e-08,4.082151283917089e-09,2.0079960786849467e-07,1.7109064849856343e-09
3.34381687186655e-08,0.16830631328838713,3.76,0.0,0.6970704495922999,0.9989054453357461,0.0007943248109327869,1.193624613492465e-10,1.508930279174079e-08,0.035200854148584315,0.0035909057420808075,0.00849073622159272,0.005302819994944836,0.01445419290989512,0.0001988885845713945,0.008291125902264896,6.62189893829091e-07,3.752084552875013e-06,2.1703537325299694e-05,3.5941164299422316e-06,1.4211145287435245e-05,0.0006451746336324351,0.0001396742988695199,4.00583953291445e-06,9.477251738596471e-06,0.00017939332231880164,7.932818746342451e-07,1.4881547049046904e-08,6.4400631698557604e-09,1.478871350122435e-09,2.343431081661021e-08,6.913373885786441e-08,3.9543875048583055e-06,1.861095245022396e-06,5.347984365036987e-07,1.3818932905322316e-10,2.869170443057155e-09,2.1647191642875703e-08,2.1559733689346465e-11,1.8114370653015254e-08,4.389924831150125e-09,2.1375775730027182e-07,1.7541670367848797e-09
3.37481499135692e-08,0.168322551772847,3.76,0.0,0.6964735585578936,0.9988783903066158,0.0008198653781059194,1.226448672471505e-10,1.5215103895580032e-08,0.035458602197656286,0.0036402928494567452,0.008633774542689078,0.005391983321472135,0.01479734444870001,0.00020260289901822764,0.008514193159274302,6.714811860801362e-07,3.780689263558222e-06,2.2696882242714045e-05,3.698674714133515e-06,1.5015316975744547e-05,0.0006590727801188973,0.0001425862519059985,4.198302420323347e-06,9.864981188395268e-06,0.00018276273680338176,8.329948334259955e-07,1.5088821093177773e-08,6.973351273584597e-09,1.6080565728348894e-09,2.4104515445941562e-08,7.282470370650506e-08,4.140425253554299e-06,1.8831476897385984e-06,5.674733830930739e-07,1.4553062392099444e-10,2.9737878386454787e-09,2.2333579072747386e-08,2.283628548641626e-11,1.8513862705376724e-08,4.717499701671362e-09,2.2740750477088643e-07,1.7981510592955713e-09
3.4058131108472904e-08,0.16833892407873247,3.76,0.0,0.6958717518381761,0.9988509172888035,0.0008459431193748636,1.2597823575938635e-10,1.5340883243782588e-08,0.03571560479778176,0.0036897494104945437,0.008777749363507288,0.005481547194934625,0.01514513091664367,0.00020635844929521244,0.008740826381134156,6.807858584261788e-07,3.809191130323861e-06,2.3724232646486004e-05,3.8056152327357733e-06,1.5856213231383866e-05,0.0006730975708184953,0.00014553780460173138,4.398014450707753e-06,1.026511892848041e-05,0.00018615463955722172,8.742263829347169e-07,1.5296502573271874e-08,7.544255903733908e-09,1.7470403367003272e-09,2.4791882642550164e-08,7.667096285909192e-08,4.333652704525678e-06,1.9053666348283975e-06,6.017762788007198e-07,1.531797437404492e-10,3.0815396909338565e-09,2.3034842280499705e-08,2.417374117440012e-11,1.8921365923566323e-08,5.065927848539961e-09,2.4177773614044693e-07,1.8428658762071427e-09
3.4368112303376606e-08,0.1683554303471905,3.76,0.0,0.695265024960573,0.9988230244993144,0.0008725624985958802,1.2936265142702123e-10,1.546665333748297e-08,0.035971877426455065,0.003739268348899269,0.008922655082326378,0.0055715002194830126,0.015497556031505703,0.0002101551694334017,0.00897103551610683,6.901025236790495e-07,3.83759180318085e-06,2.478630831311023e-05,3.914975627737753e-06,1.6735089597413725e-05,0.0006872475364323136,0.00014852932942521608,4.605166625164343e-06,1.067796464233528e-05,0.00018956869136660992,9.170146398717814e-07,1.5504565191066637e-08,8.154943462709058e-09,1.896450817497532e-09,2.5496743023683892e-08,8.067715725911177e-08,4.53428915304877e-06,1.9277542273823524e-06,6.377690192600171e-07,1.6114587306004886e-10,3.192509881178854e-09,2.3751155037152253e-08,2.5574267069563417e-11,1.9337143640862536e-08,5.436304894489572e-09,2.568981776558525e-07,1.8883188736482566e-09
3.467809349828031e-08,0.16837207069973117,3.76,0.0,0.6946533741358004,0.998794710202052,0.0008997279119219215,1.3279819447375183e-10,1.5592426703456838e-08,0.03622743550063995,0.0037888425928251364,0.009068486138344909,0.005661830979876581,0.01585462278911412,0.00021399298430603455,0.009204829943831356,6.994297949433149e-07,3.86589292900066e-06,2.5883830705337267e-05,4.02679367748142e-06,1.7653228212443865e-05,0.000701521188905258,0.00015156120147769272,4.8199522762202765e-06,1.1103823371869849e-05,0.00019300455155571287,9.613980081512278e-07,1.5712982686829964e-08,8.807673956978287e-09,2.056948753443436e-09,2.6219428116330217e-08,8.48479986762407e-08,4.742558677735384e-06,1.950312587362759e-06,6.755150379995373e-07,1.6943833696652075e-10,3.3067845334998253e-09,2.4482691577183572e-08,2.704007658138731e-11,1.976146945909409e-08,5.829771394812291e-09,2.7279940713839584e-07,1.9345174990409268e-09
3.498807469318401e-08,0.16838884523825293,3.76,0.0,0.6940367962580528,0.9987659727078321,0.0009274436870594497,1.3628494098544658e-10,1.571821589140947e-08,0.03648229437071503,0.0038384650774107173,0.009215237011475256,0.005752528045232668,0.016216333463993055,0.00021787180969774122,0.0094422184756043,7.08766286122347e-07,3.8940961508597684e-06,2.7017522610596162e-05,4.141107285214217e-06,1.8611937876235897e-05,0.0007159170219943281,0.00015463379842366705,5.042567023634847e-06,1.1543005578725061e-05,0.0001964618780729133,1.0074151621797048e-06,1.5921728848577477e-08,9.504803355021186e-09,2.229228694401271e-09,2.696027020012529e-08,8.918826889590004e-08,4.958690186959097e-06,1.9730438070500505e-06,7.150793172140415e-07,1.7806659951513215e-10,3.424452063224359e-09,2.522962661236708e-08,2.8573430284154752e-11,2.0194627513160207e-08,6.247514117217049e-09,2.8951286493781637e-07,1.9814692598080645e-09
3.529805588808771e-08,0.16840575404507488,3.76,0.0,0.6934152889049452,0.9987368103743846,0.000955714082550444,1.3982296308875694e-10,1.5844033471309163e-08,0.03673646931444283,0.003888128747308496,0.00936290222211993,0.005843579972790691,0.01658268961027662,0.0002217915523776249,0.009683209354857995,7.181106124240038e-07,3.92220310738159e-06,2.8188107775755573e-05,4.257954467486047e-06,1.9612554102063987e-05,0.0007304335118378267,0.00015774750042004976,5.273208728356707e-06,1.1995827204776153e-05,0.00019994032757857496,1.0551050297744227e-06,1.6130777521246185e-08,1.0248785926793615e-08,2.414020278242411e-09,2.771960214882647e-08,9.370281885943976e-08,5.182917464013222e-06,1.9959499505009738e-06,7.565283978231525e-07,1.8704026206294298e-10,3.5456032251667745e-09,2.599213534567805e-08,3.0176635961384575e-11,2.063691273803886e-08,6.690767338339155e-09,3.07070864642823e-07,2.0291817219336534e-09
3.5608037082991414e-08,0.16842279718297587,3.76,0.0,0.692788850337216,0.9987072216063381,0.000984543287079686,1.4341232912870506e-10,1.596989203076942e-08,0.036989975530968076,0.0039378265592065614,0.009511476330930052,0.005934975311686879,0.01695369206288803,0.0002257521101761755,0.009927810257836291,7.274613908654697e-07,3.950215432078483e-06,2.9396310538556303e-05,4.377373342398807e-06,2.0656439155697217e-05,0.0007450691175255984,0.00016090269004391454,5.512077444661614e-06,1.2462609731774409e-05,0.00020343955553414622,1.1045067747229972e-06,1.6340102615816417e-08,1.1042176560898816e-08,2.6120895341289183e-09,2.8497757270489996e-08,9.839656775530753e-08,5.415479210953689e-06,2.0190330530185115e-06,7.999303888021757e-07,1.9636906150572482e-10,3.6703311617914092e-09,2.6770393485226034e-08,3.185204862281536e-11,2.1088631138155662e-08,7.1608141565628095e-09,3.2550660353825695e-07,2.077662508374981e-09
3.5918018277895115e-08,0.16843997469524064,3.76,0.0,0.69215747949819,0.99867720485519,0.0010139354188074222,1.4705310384516108e-10,1.609580417248363e-08,0.03724282813485056,0.003987551484340223,0.009660953938546026,0.00602670260673604,0.01732934093898336,0.00022975337206596362,0.010176028294467471,7.368172407768085e-07,3.978134752694472e-06,3.064285545605369e-05,4.499402117716634e-06,2.174498208087952e-05,0.0007598222816703616,0.00016409975221888065,5.759375370497713e-06,1.2943680240066916e-05,0.0002069592162925133,1.1556597789995624e-06,1.6549678118374108e-08,1.1887633055614143e-08,2.8242402124498874e-09,2.929506914649704e-08,1.0327450206160034e-07,5.656619091080671e-06,2.0422951206335036e-06,8.453549757701429e-07,2.060628684193122e-10,3.798731451211756e-09,2.7564577258167135e-08,3.3602070493664406e-11,2.1550100058981792e-08,7.658987820803497e-09,3.4485417279922547e-07,2.1269192973266827e-09
3.622799947279882e-08,0.1684572866057128,3.76,0.0,0.6915211760130004,0.9986467586192631,0.0010438945247274985,1.5074534854812663e-10,1.622178251171581e-08,0.037495042150138345,0.004037296510991375,0.009811329685320508,0.00611875040221659,0.017709635639658602,0.00023379521824606143,0.01042787000943408,7.461767843027833e-07,4.005962690549341e-06,3.192846693041251e-05,4.624079078845104e-06,2.2879598711195498e-05,0.0007746914309801736,0.00016733907414012507,6.015306796067246e-06,1.3439371466334163e-05,0.00021049896318951,1.2086036246519972e-06,1.6759478099105527e-08,1.278791837989078e-08,3.051315141110427e-09,3.011187146957347e-08,1.0834167454043275e-07,5.906585770013487e-06,2.065738129597941e-06,8.928734288207712e-07,2.1613168510622257e-10,3.930902154975938e-09,2.8374863424550208e-08,3.542915097591012e-11,2.2021648460724987e-08,8.186673074882347e-09,3.65148567412708e-07,2.176959820336574e-09
3.653798066770252e-08,0.16847473291885462,3.76,0.0,0.6908799401875705,0.9986158814436451,0.00107442458005106,1.5448912129174715e-10,1.6347839673850914e-08,0.0377466325044864,0.004087054646973447,0.009962598251023844,0.00621110724565518,0.018094574851918913,0.00023787752023013303,0.010683341383439087,7.555386469025044e-07,4.033700859884659e-06,3.32538688324015e-05,4.751442576687856e-06,2.406173166822274e-05,0.000789674976832043,0.00017062104519803312,6.280078050675624e-06,1.3950021860285688e-05,0.0002140584486364933,1.2633780753755528e-06,1.69694767212166e-08,1.3745902900420358e-08,3.2941976078378917e-09,3.09484978809495e-08,1.1360320318459383e-07,6.165632955313867e-06,2.0893640258898815e-06,9.425586095826656e-07,2.2658564354845811e-10,4.066943865588469e-09,2.9201429291051306e-08,3.733578658137001e-11,2.2503617193973713e-08,8.745307517109909e-09,3.864256958173157e-07,2.2277918602736097e-09
3.684796186260622e-08,0.16849231361981393,3.76,0.0,0.690233773007355,0.9985845719201155,0.001105529487615906,1.582844770469815e-10,1.6473988292008218e-08,0.03799761402332637,0.004136818922099785,0.010114754354532096,0.006303761691607287,0.018484156550908196,0.00024200014093813117,0.010942447834667598,7.649014578464634e-07,4.0613508672124456e-06,3.4619784122937786e-05,4.881531015389291e-06,2.5292850345884142e-05,0.0008047713158466767,0.00017394605690049646,6.553897447880624e-06,1.4475975640254378e-05,0.00021763732421388918,1.320023057788613e-06,1.7179648249769144e-08,1.4764566570847559e-08,3.5538127681356043e-09,3.180528180680693e-08,1.1906427011700106e-07,6.434019434613529e-06,2.1131747247299588e-06,9.944849774957557e-07,2.374350032674711e-10,4.2069597537178175e-09,3.004445272455088e-08,3.932452083637079e-11,2.2996359277150264e-08,9.3363829746822e-09,4.087223892520702e-07,2.279423249148505e-09
3.7467924252413625e-08,0.16852787802967314,3.76,0.0,0.68892665191225,0.9985206504293124,0.0011694791056554568,1.6603014308311827e-10,1.672661045384439e-08,0.03849780931065482,0.004236338133670397,0.01042170824396104,0.006489917667019266,0.01927723576617648,0.0002503657478208595,0.011471584839566305,7.836244638582055e-07,4.116392779370294e-06,3.747603987906485e-05,5.15003652362707e-06,2.7908056074334857e-05,0.0008352958895244283,0.00018072677837924033,7.12952350074341e-06,1.557519939701472e-05,0.00022485184849616767,1.439085023805022e-06,1.7600407647903614e-08,1.6996411841664337e-08,4.127159816839054e-09,3.3580653846193485e-08,1.3060606099297345e-07,6.999871040078955e-06,2.161358034360153e-06,1.1053671316269667e-06,2.6036158870203887e-10,4.4993399158446755e-09,3.178058664153199e-08,4.355869364086249e-11,2.4015638086286666e-08,1.0622103770796219e-08,4.565264633849523e-07,2.3851156333254256e-09
3.802589040324029e-08,0.16856034506316905,3.76,0.0,0.6877334014341977,0.9984616292829744,0.0012290374086341407,1.731781507808922e-10,1.6954409992413956e-08,0.03894604928483566,0.00432585703162904,0.01070094993214796,0.006658361301821514,0.020006849570004273,0.0002580311363584511,0.011960283009024736,8.004647568693538e-07,4.1656449216922895e-06,4.019244650019517e-05,5.401396699994449e-06,3.04445601427034e-05,0.0008631373916086609,0.00018698059485145434,7.680659989223316e-06,1.6620411562286946e-05,0.00023140772559329673,1.5530412133461156e-06,1.797942666585418e-08,1.924480877627291e-08,4.710587583404338e-09,3.525076209988958e-08,1.4172935231434755e-07,7.543779297035466e-06,2.2053736050686964e-06,1.2136057971255386e-06,2.8245324202059094e-10,4.7771631904521034e-09,3.340118834500221e-08,4.7676700790053766e-11,2.4973634383391754e-08,1.19063264921573e-08,5.034257402032838e-07,2.4830520443290526e-09
3.858385655406695e-08,0.16859324640765397,3.76,0.0,0.6865242195673031,0.9984011875518604,0.001290515565010562,1.8049401937315305e-10,1.7182702434602798e-08,0.039392541921400986,0.004415288682244758,0.010982986861502814,0.006827591887915078,0.020751441294893955,0.00026582464335193955,0.012460817578033322,8.172870309590599e-07,4.214635982232334e-06,4.305127811113132e-05,5.662184062527232e-06,3.3163848974682134e-05,0.0008913187943346878,0.00019338004002435522,8.264436694937634e-06,1.7720829259312317e-05,0.00023802098017336218,1.6736842739538745e-06,1.835861124004144e-08,2.1741380975656513e-08,5.364685071028921e-09,3.6991338929614145e-08,1.535825450931401e-07,8.12220741401684e-06,2.250016267096835e-06,1.3303374223676887e-06,3.059911354334495e-10,5.069590052349062e-09,3.5077905742150804e-08,5.2102397132018375e-11,2.5972612278634343e-08,1.332148588330072e-08,5.542443070801237e-07,2.5837021345044177e-09
3.9141822704893616e-08,0.16862658128995792,3.76,0.0,0.6852991363774527,0.9983393186964303,0.0013539336508425655,1.8797798018182852e-10,1.7411561447661515e-08,0.03983736924076389,0.004504593548356018,0.011267789599198271,0.006997543423321578,0.021510973779514258,0.00027374517196132294,0.012973200068908702,8.340834940324438e-07,4.2633749663123906e-06,4.605666783567385e-05,5.932622859821589e-06,3.607545295842939e-05,0.0009198302893489986,0.00019992746301254887,8.882132430525063e-06,1.8878675427383946e-05,0.00024468956281007695,1.8012503862414726e-06,1.8737816095084385e-08,2.4507741312690402e-08,6.096556228465309e-09,3.88042994107886e-08,1.6619801839553877e-07,8.736852769012534e-06,2.295296018351558e-06,1.456054559590337e-06,3.310393988582377e-10,5.377321477575165e-09,3.6811798100499864e-08,5.685229336257107e-11,2.7015107643665344e-08,1.4878429306091423e-08,6.092314489782599e-07,2.6871130162719496e-09
3.969978885572028e-08,0.16866034874056077,3.76,0.0,0.684058188881971,0.9982760166563551,0.0014193109443415752,1.9563024540637934e-10,1.7641060615065396e-08,0.04028061174864647,0.004593732512601582,0.01155532909221277,0.0071681502760615416,0.022285402655803546,0.00028179154362467873,0.01349743628215819,8.508464322727707e-07,4.3118707477380885e-06,4.921270877671598e-05,6.212936891949837e-06,3.9189177417728024e-05,0.000948661959564148,0.00020662522850485425,9.535041913292547e-06,2.0096237549215635e-05,0.0002514114230479192,1.9359758624976154e-06,1.9116897692732498e-08,2.756681013705947e-08,6.91386524965145e-09,4.069154323452255e-08,1.7960872099310263e-07,9.389468542456723e-06,2.3412224992751935e-06,1.591266749634262e-06,3.5766329941922765e-10,5.701089105840994e-09,3.8603931546987415e-08,6.194337609016597e-11,2.810380667481731e-08,1.6588687711245294e-08,6.686467729513549e-07,2.79333209476665e-09
4.025775500654694e-08,0.16869454759812585,3.76,0.0,0.6828014209866616,0.9982112758467168,0.0014866659191226726,2.0345101111507776e-10,1.7871273404640357e-08,0.04072234833888313,0.004682666919531911,0.011845576658684135,0.007339347251908669,0.02307467643318157,0.0002899625003383867,0.014033526356006248,8.675682187329345e-07,4.360132057448886e-06,5.252344684262911e-05,6.503349267355718e-06,4.251509994552093e-05,0.0009778037901362435,0.00021347571508006517,1.0224474474642555e-05,2.1375868465760445e-05,0.0002581845112521002,2.078096757093098e-06,1.949571437869206e-08,3.094284690058229e-08,7.824867095757132e-09,4.265495162568252e-08,1.9384814314414753e-07,1.0081864149043229e-05,2.3878049856422483e-06,1.736500498866626e-06,3.8592918640260433e-10,6.0416560350997714e-09,4.045537926040742e-08,6.739310112637228e-11,2.924155130718594e-08,1.8464503731173945e-08,7.327603283322401e-07,2.9024070029771645e-09
4.0815721157373606e-08,0.16872917651046954,3.76,0.0,0.6815288834152676,0.9981450911537442,0.0015560162383617421,2.1144046017587463e-10,1.8102273139813343e-08,0.041162656199696,0.004771358616471217,0.012138503978758566,0.007511069660803437,0.02387873659075315,0.000298256707033338,0.01458146483204066,8.842413216957257e-07,4.408167472467161e-06,5.599287363395128e-05,6.80408215911118e-06,4.6063567256682696e-05,0.0010072456794377078,0.00022048131348256772,1.0951752726058993e-05,2.271998713315884e-05,0.0002650067804576336,2.227848472930493e-06,1.9874126524178832e-08,3.4661479135636927e-08,8.83843870245763e-09,4.4696384286657266e-08,2.089502869223075e-07,1.0815905604079183e-05,2.435052381738325e-06,1.892299225872003e-06,4.159044333586351e-10,6.399817587390253e-09,4.236722164169865e-08,7.321938575072319e-11,3.043134463318737e-08,2.0518860114111063e-08,8.018527140850851e-07,3.014385531979231e-09
4.137368730820027e-08,0.16876423393824272,3.76,0.0,0.680240633631719,0.9980774579301198,0.0016273787498395297,2.19598765126899e-10,1.833413297406646e-08,0.04160161072364558,0.004859769993036226,0.012434083084969787,0.007683253381763162,0.024697517677072307,0.0003066727540387423,0.01514124072666254,9.008583127838304e-07,4.45598540517209e-06,5.9624919412498755e-05,7.115356561179557e-06,4.984519157539158e-05,0.001036977450011374,0.00022764442486054794,1.1718211185916984e-05,2.4131079320002935e-05,0.00027187618821207114,2.385465365222632e-06,2.0251996661979608e-08,3.874972860630999e-08,9.964110806826806e-09,4.6817676379416364e-08,2.249496352603276e-07,1.1593515823555584e-05,2.482973213920722e-06,2.0592231783697203e-06,4.476573776322912e-10,6.776402042375827e-09,4.4340546462518384e-08,7.944060002568246e-11,3.167635631357993e-08,2.2765508455705736e-08,8.76215173170773e-07,3.1293155582094106e-09
4.1931653459026933e-08,0.16879971815742587,3.76,0.0,0.6789367357551832,0.99800837198985,0.0017007694818909217,2.279260909862119e-10,1.8566925868719343e-08,0.04203928542151978,0.0049478640192145784,0.012732286352160418,0.007855834926112958,0.025530947417400432,0.0003152091596301573,0.015712837608305736,9.174118747973195e-07,4.503594092931999e-06,6.34234461724825e-05,7.4373920451768994e-06,5.387084655196576e-05,0.0010669888594928467,0.0002349674589675853,1.2525194869135849e-05,2.561169824113976e-05,0.0002787906984067624,2.551180343573624e-06,2.0629189616675928e-08,4.323603441688845e-08,1.1212100364360373e-08,4.902063555473172e-08,2.418811198106449e-07,1.2416674854918846e-05,2.5315756245630513e-06,2.23784931957763e-06,4.812572575677919e-10,7.17227133608498e-09,4.63764489897689e-08,8.607555714696088e-11,3.297992797143122e-08,2.5218998204020884e-08,9.561496733482793e-07,3.247244966991415e-09
4.24896196098536e-08,0.16883562726263954,3.76,0.0,0.6776172604682537,0.9979378296027299,0.0017762036402444012,2.364225980022183e-10,1.880072457408388e-08,0.04247575184035575,0.00503560428192282,0.013033086486980313,0.008028751498874461,0.026378946828051072,0.000323864372653615,0.01629623368013152,9.338948092605492e-07,4.551001588123394e-06,6.739224083582797e-05,7.770406518274062e-06,5.815166272278152e-05,0.0010972696114854702,0.00024245283233032447,1.3374057843931894e-05,2.716446512578863e-05,0.00028574828309071103,2.725224473704533e-06,2.100557262872915e-08,4.815027290775203e-08,1.2593343490046156e-08,5.130703903542097e-08,2.597800876149008e-07,1.3287420037572866e-05,2.580867366379124e-06,2.4287711843341884e-06,5.167741473932745e-10,7.588321721883002e-09,4.8476032082189546e-08,9.314350281157931e-11,3.434557855675814e-08,2.7894705893471206e-08,1.0419689742275235e-06,3.3682215716441926e-09
4.304758576068026e-08,0.1688719591703577,3.76,0.0,0.6762822849185166,0.997865827488414,0.0018536956057475832,2.4508844434594325e-10,1.9035601614045128e-08,0.04291107948579534,0.005122955019965097,0.013336456516990478,0.008201941058155575,0.027241430337518874,0.00033263677521920754,0.016891401867982454,9.503000436615383e-07,4.598215748564725e-06,7.153500859240973e-05,8.114615982825291e-06,6.269902252157439e-05,0.0011278093663717765,0.0002501029663844078,1.4266161759267053e-05,2.8792069717306633e-05,0.00029274692426147284,2.9078265800505435e-06,2.1381015472209605e-08,5.352377416907532e-08,1.411952886708355e-08,5.3678630761274555e-08,2.786822666213259e-07,1.4207846091515546e-05,2.630855797123425e-06,2.6325987049874667e-06,5.542788897991652e-10,8.025484390744317e-09,5.0640406257729996e-08,1.0066410363708399e-10,3.577700967036596e-08,3.0808864569030233e-08,1.1339966802752276e-06,3.492293029978008e-09
4.3605551911506924e-08,0.16890871162241478,3.76,0.0,0.6749318926137642,0.9977923628101145,0.0019332589329709936,2.5392378874673433e-10,1.9271629274105562e-08,0.04334533574894911,0.005209881157320179,0.013642369779403325,0.008375342372400616,0.028118305914059404,0.0003415246854571582,0.01749830991335225,9.666206383685179e-07,4.645244228389517e-06,7.585536640503333e-05,8.470234298299897e-06,6.752455485307169e-05,0.0011585977520445331,0.0002579202855811108,1.5202874346746868e-05,3.0497270702321022e-05,0.00029978461562797664,3.099212850439976e-06,2.1755390565966068e-08,5.938933502118511e-08,1.5803131562149643e-08,5.6137118604863746e-08,2.9862373016193485e-07,1.5180105132761968e-05,2.6815478746685926e-06,2.849958007250239e-06,5.938430264416167e-10,8.484726047925847e-09,5.287068973105766e-08,1.0865743467285105e-10,3.727811083531369e-08,3.397859336013873e-08,1.2325672795323937e-06,3.619506758461727e-09
4.416351806233359e-08,0.16894588218960363,3.76,0.0,0.6735661733110914,0.9977174331679416,0.0020149063496857538,2.6292879307315855e-10,1.9508879592919123e-08,0.04377858583793185,0.005296348334691058,0.013950799909487673,0.008548895075371956,0.029009475199425153,0.00035052636033004796,0.018116920471156473,9.8284979320905e-07,4.692094469381839e-06,8.035683669764739e-05,8.837472946054233e-06,7.264012923841813e-05,0.0011896243745403404,0.0002659072154669707,1.6185567900441047e-05,3.228289606692864e-05,0.00030685936434053044,3.299606443992411e-06,2.2128573078001228e-08,6.57812283243404e-08,1.7657447189168044e-08,5.8684171665805526e-08,3.196408604759755e-07,1.6206406614104146e-05,2.732950152461366e-06,3.081491176156397e-06,6.355387265916515e-10,8.967049443495116e-09,5.516800841880288e-08,1.1714396600425328e-10,3.885296470491816e-08,3.7421927165917226e-08,1.338026167784383e-06,3.749909843068172e-09
4.472148421316025e-08,0.16898346827544994,3.76,0.0,0.6721852229001449,0.9976410365919067,0.0020986497572072845,2.7210362486138597e-10,1.974742435731706e-08,0.04421089271420799,0.0053823229392607475,0.014261720828669257,0.008722539718745554,0.029914833648431918,0.00035963999849451074,0.018747191212064748,9.989808536985495e-07,4.7387736927953115e-06,8.504284124466853e-05,9.216540797476627e-06,7.805784954409554e-05,0.0012208788285584544,0.0002740661807389324,1.7215617738283076e-05,3.415184337793799e-05,0.0003139691926834274,3.5092271033813236e-06,2.2500441022895457e-08,7.273520850140638e-08,1.9696626359117906e-08,6.132141764984613e-08,3.417703113234946e-07,1.728901719006146e-05,2.7850687753580922e-06,3.3278559924031516e-06,6.79438713974367e-10,9.473493854256404e-09,5.7533495910598024e-08,1.2614454846167716e-10,4.0505852196100414e-08,4.1157846411020264e-08,1.4507296579839438e-06,3.883548947953945e-09
4.5279450363986915e-08,0.16902146712011046,3.76,0.0,0.6707891432808075,0.9975631715346045,0.0021845002315948932,2.8144845979372474e-10,1.998733510080661e-08,0.044642317033866244,0.005467772132606301,0.01457510673235898,0.008896217822212909,0.0308342706740107,0.00036886374320553047,0.01938907492913976,1.0150073169068497e-06,4.7852888916748805e-06,8.991669527860312e-05,9.607643886028596e-06,8.379004730753374e-05,0.0012523507078473347,0.0002823996032776905,1.8294400648816117e-05,3.610707998732352e-05,0.0003211121397256767,3.728290772606482e-06,2.287087535217289e-08,8.028851317710856e-08,2.193570935049756e-08,6.405044033949426e-08,3.6504896975329374e-07,1.8430260505053094e-05,2.8379094758401255e-06,3.5897256394653972e-06,7.256161918985519e-10,1.0005135514666527e-08,5.9968293405447e-08,1.3568039847599982e-10,4.224125753687483e-08,4.520630682990198e-08,1.571044974765404e-06,4.020470223089375e-09
4.583741651481358e-08,0.16905987580440712,3.76,0.0,0.6693780422356208,0.9974838368635988,0.0022724680256945833,2.9096348413020776e-10,2.0228683105505944e-08,0.045072917093920827,0.005552663876730799,0.014890932077542449,0.009069871920993726,0.031767669797382304,0.0003781956852563039,0.020042519648513626,1.030922836953339e-06,4.8316468236983505e-06,9.498160183230782e-05,1.0010985183693825e-05,8.984927467421678e-05,0.001284029615441325,0.00029090990016207216,1.942329332714489e-05,3.815164315830232e-05,0.0003282862629256047,3.9570092214092896e-06,2.3239760037490874e-08,8.847986085819694e-08,2.4390660932144665e-08,6.687277716309056e-08,3.8951391711980616e-07,1.963251690401465e-05,2.891477570609822e-06,3.867788381984593e-06,7.741447669123172e-10,1.0563087994434853e-08,6.247354961254425e-08,1.4577308211330822e-10,4.4063873216818106e-08,4.9588269235731066e-08,1.6993502339289798e-06,4.160719210066214e-09
4.639538266564024e-08,0.1690986912539779,3.76,0.0,0.6679520332972554,0.9974030318535264,0.002362562572011399,3.0064889709623866e-10,2.047153940746479e-08,0.04550274878371798,0.0056369669581803165,0.01520917157016461,0.009243445610675966,0.03271490880298998,0.00038763386594672185,0.02070746874382913,1.046721230122708e-06,4.877854004552281e-06,0.00010024064633110358,1.0426764382323227e-05,9.624829696186688e-05,0.0013159051737299814,0.0002995994816673714,2.0603670803923973e-05,4.02886401116409e-05,0.00033548963968537,4.195589677425825e-06,2.3606982146570712e-08,9.734944459929581e-08,2.707840526911563e-08,6.978991686815827e-08,4.1520238943438867e-07,2.0898223064827943e-05,2.945777957568474e-06,4.162747216006926e-06,8.250983711440458e-10,1.1148502520723536e-08,6.505042061505417e-08,1.564444983083163e-10,4.597860482958601e-08,5.432572922975266e-08,1.8360344068038128e-06,4.304340746458476e-09
