Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47)
2.1998801404814783e-19,0.16720389093135835,3.76,0.0,0.737085097824255,0.9999999999999996,1.4223815714655877e-37,5.987182432032191e-47,1.3507236288105073e-29,2.947901035068713e-13,1.9018979232389504e-15,5.92601336279347e-25,1.3475914113563623e-15,8.585248347427166e-26,5.54306511403078e-16,2.8014072197817313e-26,7.29719108506666e-29,3.021010775721734e-27,3.0134898864628845e-41,1.031373642935649e-28,4.0505399592636905e-52,8.660916613545173e-27,6.16887943430072e-27,1.084806118086698e-40,2.6629764111234507e-40,6.434511056829054e-21,4.126230004793175e-53,1.3506896085067153e-29,1.051919251505373e-70,1.7887402249878234e-74,6.95559120479842e-39,1.629708433394093e-63,1.6758406009424256e-51,1.721453249027099e-27,1.0929278087223016e-56,1.0968637112787188e-55,3.760986748015553e-53,9.024237619275496e-52,4.156985860221778e-68,1.1017883089401569e-40,2.773584231685957e-77,3.2020899288587262e-65,1.742580613813481e-41
4.401671558235312e-19,0.16720389093136287,3.76,0.0,0.7370850978241056,0.999999999999999,1.1387701279354738e-36,4.793386519783187e-46,5.40641460210697e-29,5.898363235228864e-13,3.805448234970276e-15,2.371949708765382e-24,2.6963536233536235e-15,3.4363367200897588e-25,1.1090946096973657e-15,1.1212929557429058e-25,2.920778137110126e-28,1.209191608320905e-26,2.4126242410005027e-40,4.128182409020731e-28,6.486141403921061e-51,3.4666237454700024e-26,2.4691594301794965e-26,8.685045030003042e-40,2.1320004016798513e-39,1.2874620939609951e-20,6.607344157891208e-52,5.406278426023082e-29,3.368974062612308e-69,5.72878601782969e-73,5.568702251494e-38,5.221376510403236e-62,2.6844653926418814e-50,6.890299231927183e-27,1.7501085726271093e-55,1.757024305168292e-54,6.0245817865913955e-52,1.4455583391265326e-50,1.3313548097544323e-66,8.821005815359425e-40,1.7773468721135754e-75,1.0259216770920488e-63,1.3951240527408767e-40
8.80525439374298e-19,0.16720389093137192,3.76,0.0,0.7370850978238067,0.9999999999999979,9.113621986027873e-36,3.83616620138911e-45,2.1632700585545204e-28,1.1799287635510514e-12,7.612548861644103e-15,9.490888442594027e-24,5.393878047677525e-15,1.3749822922846568e-24,2.2186708062869296e-15,4.48663237499403e-25,1.1686917039772275e-27,4.8383414775118613e-26,1.930832640111698e-39,1.651810684262898e-27,1.038205033422162e-49,1.3871010468753171e-25,9.87985395046729e-26,6.950675586005028e-39,1.7062483075146778e-38,2.5754866096594552e-20,1.0576053724854718e-50,2.1632155654141943e-28,1.0785251526433063e-67,1.833983134993685e-71,4.45665422817223e-37,1.6718507236079267e-60,4.2976426128904295e-49,2.7570171951506407e-26,2.801313783316542e-54,2.8128738467124786e-53,9.644936922386113e-51,2.3142384778251773e-49,4.262127283463786e-65,7.059485534809096e-39,1.138223506203781e-73,3.284955468467357e-62,1.1165232457931753e-39
1.7612420064758314e-18,0.16720389093139004,3.76,0.0,0.737085097823209,0.9999999999999957,7.292282269949755e-35,3.0695160930070125e-44,8.654488867870765e-28,2.3601136435919213e-12,1.5226750127836456e-14,3.7969733865471894e-23,1.0788926897642853e-14,5.500824509142876e-24,4.437823199470012e-15,1.794945102201702e-24,4.675527823546118e-27,1.9356516442571202e-25,1.544959475558931e-38,6.6083183315316e-27,1.6614660667138232e-48,5.549307413730305e-25,3.9525849181621676e-25,5.561596518670219e-38,1.365257896002575e-37,5.1515457976254955e-20,1.6925129295230996e-49,8.654270820067058e-28,3.452006315687043e-66,5.869983686010364e-70,3.566000479617849e-36,5.351539271284714e-59,6.878227233906698e-48,1.1029864037125234e-25,4.4830150888070785e-53,4.501906529906313e-52,1.543638539501586e-49,3.703858018918794e-48,1.364167509781573e-63,5.648661008565965e-38,7.286940168531894e-72,1.0515068496030268e-60,8.933882306239339e-39
3.522675140678898e-18,0.16720389093142626,3.76,0.0,0.7370850978220136,0.9999999999999912,5.834379747974452e-34,2.4558464930847375e-43,3.46207729201414e-27,4.720483403611819e-12,3.045515271159997e-14,1.5189129653046413e-22,2.15790246028436e-14,2.2005088875940886e-23,8.876127985851995e-15,7.180364756321889e-24,1.870363342566473e-26,7.743236724662743e-25,1.236084941351451e-37,2.643542466803177e-26,2.658616157243373e-47,2.2199036237653518e-24,1.5811626443362995e-24,4.449699679081345e-37,1.0923100280808855e-36,1.0303704799834043e-19,2.7082961945795337e-48,3.461990033984631e-27,1.1047582387864737e-64,1.8785945902592106e-68,2.853071222035867e-35,1.7127513240718543e-57,1.1006763113292404e-46,4.412304688568644e-25,7.17355707567099e-52,7.204097254946105e-51,2.470180627091661e-48,5.927034114453968e-47,4.365794937256906e-62,4.5193578826254146e-37,4.6643809750147247e-70,3.365335817989369e-59,7.147784394280734e-38
7.045541409085034e-18,0.16720389093149873,3.76,0.0,0.7370850978196227,0.9999999999999823,4.667725383645212e-33,1.9647711925424677e-42,1.384887266242253e-26,9.441222923404245e-12,6.091195808464218e-14,6.075899091242273e-22,4.315922003432547e-14,8.802393756469638e-23,1.775273755867923e-14,2.872262777388294e-23,7.481757813650504e-26,3.09742072088312e-24,9.889149047181976e-37,1.0574600150707955e-25,4.254002245329791e-46,8.879975825771132e-24,6.324907943155184e-24,3.55992873646019e-36,8.738895095175848e-36,2.060818530935691e-19,4.3334943506786184e-47,1.3848523361615611e-26,3.535412772331413e-63,6.01183366933244e-67,2.2825652716701494e-34,5.481218275356899e-56,1.7612100827557243e-45,1.76499369020273e-24,1.147828542986713e-50,1.1527392915800905e-49,3.952576196579035e-47,9.483943601632432e-46,1.3971278085989754e-60,3.615657941815731e-36,2.985440426179816e-68,1.0769897230621642e-57,5.718498854980308e-37
1.4091273945897302e-17,0.1672038909316436,3.76,0.0,0.7370850978148411,0.9999999999999646,3.734268944389721e-32,1.5718554272546365e-41,5.539661753504844e-26,1.8882701961999623e-11,1.2182556965278745e-13,2.4304090832615343e-21,8.631961098161071e-14,3.5210291654551037e-22,3.5505956704586794e-14,1.1489284872995434e-22,2.9927640202203648e-25,1.2389934926085469e-23,7.911507125596729e-36,4.229926118349364e-25,6.806576776456376e-45,3.552062598775403e-23,2.5300146533433766e-23,2.848010585869336e-35,6.991282033992512e-35,4.1217796348825036e-19,6.933767381238269e-46,5.539521826746404e-26,1.1313621997779186e-61,1.923846940587805e-65,1.8260954607783417e-33,1.7540560907720724e-54,2.818038559588505e-44,7.060118372714312e-24,1.8365756711141017e-49,1.8444497878618045e-48,6.324351674049927e-46,1.517486079112305e-44,4.470926469778532e-59,2.892595003554941e-35,1.9107576067431273e-66,3.4464989297845904e-56,4.574907471252471e-36
2.8182739019521843e-17,0.16720389093193344,3.76,0.0,0.7370850978052778,0.9999999999999291,2.9874506125751864e-31,1.2575011280824168e-40,2.215887229434732e-25,3.7765660035232496e-11,2.436527960773211e-13,9.721735226492588e-21,1.7264039321346716e-13,1.4084260151816721e-21,7.101239499741426e-14,4.59576070995227e-22,1.1971177911480085e-24,4.9560243602170944e-23,6.329280978682243e-35,1.6919876589742656e-24,1.0890661594969799e-43,1.4208394941629934e-22,1.0120161582476157e-22,2.278435503925734e-34,5.5930920195550195e-34,8.243961850944523e-19,1.1094169150469269e-44,2.2158310952859596e-25,3.6204090527750183e-60,6.156452607676886e-64,1.4608935457001906e-32,5.613085440030912e-53,4.5089437516716595e-43,2.8240760555587166e-23,2.938568987198902e-48,2.951172987412252e-47,1.011914647555771e-44,2.42802174292621e-43,1.4307152629772928e-57,2.314103453624016e-34,1.2229091263419793e-64,1.1029008714131798e-54,3.659969090163192e-35
5.636566916677093e-17,0.16720389093251306,3.76,0.0,0.7370850977861512,0.999999999999858,2.389974675541165e-30,1.0060098518831156e-39,8.863593895005056e-25,7.553157616586666e-11,4.873072620793614e-13,3.8887138686039007e-20,3.4528195902632407e-13,5.633732889242708e-21,1.4202527158711855e-13,1.8383136422929532e-21,4.78849556281564e-24,1.9824198067471417e-22,5.0634550897266925e-34,6.767985058263948e-24,1.7425170205612617e-42,5.683386892732615e-22,4.04808523972159e-22,1.822759211206914e-33,4.474500186100021e-33,1.64893663157376e-18,1.7750784360959668e-43,8.863368054253454e-25,1.1585400718970357e-58,1.9701171416316303e-62,1.1687215145881452e-31,1.7962042666599688e-51,7.214376009720702e-42,1.1296361506129403e-22,4.701774025577448e-47,4.721918765506212e-46,1.6190781354286838e-43,3.884869788240996e-42,4.578318879119538e-56,1.8512937278804738e-33,7.826696324026722e-63,3.529317517346056e-53,2.9279921297895355e-34
1.1273152946126907e-16,0.16720389093367224,3.76,0.0,0.737085097747898,0.999999999999716,1.9119854187418343e-29,8.048150370665414e-39,3.5454464902752394e-24,1.5106340836380866e-10,9.74616246695332e-13,1.5554895024353743e-19,6.90565096048615e-13,2.2534990257244187e-20,2.840510247827247e-13,7.353273334794432e-21,1.9154031303782015e-23,7.929699229624842e-22,4.050776507011188e-33,2.707200906949993e-23,2.7880363734450356e-41,2.273360545639101e-21,1.6192382274991958e-21,1.4582116824497295e-32,3.5796107984328124e-32,3.298433537596364e-18,2.8401348024260012e-42,3.545355111331236e-24,3.707350415979241e-57,6.304647495817557e-61,9.349795743322732e-31,5.74788056670965e-50,1.1543055577654197e-40,4.518555955810515e-22,7.522970366176287e-46,7.55510144947546e-45,2.5905367615702955e-42,6.215818976563668e-41,1.4650668275797404e-54,1.4810393436649933e-32,5.009110950150862e-61,1.1293876653814488e-51,2.3423998265644567e-33
2.2546325005026535e-16,0.16720389093599067,3.76,0.0,0.7370850976713915,0.9999999999994319,1.5295906128769134e-28,6.438606131346909e-38,1.4181803320066885e-23,3.0212707250638734e-10,1.949234426374827e-12,6.221965914807033e-19,1.3811313916795116e-12,9.014008677456113e-20,5.681025312387272e-13,2.9413131262120027e-20,7.66162253679857e-23,3.1718835941983168e-21,3.2406266796725746e-32,1.082881738834985e-22,4.460866176266146e-40,9.09345380219788e-21,6.476961255268412e-21,1.1665710557455132e-31,2.8636929327103644e-31,6.599091401868516e-18,4.54422379009936e-41,1.418142946451604e-23,1.1863604866045594e-55,2.0176517516073515e-59,7.479841108390933e-30,1.839325979910642e-48,1.8468935793860835e-39,1.8074245702419435e-21,1.2037117352804166e-44,1.208818053408676e-43,4.144868167572456e-41,9.945330024739972e-40,4.688221379740312e-53,1.1848331800446815e-31,3.2058395782028697e-59,3.614053445380025e-50,1.8739213177843738e-32
4.50926691228258e-16,0.16720389094062757,3.76,0.0,0.7370850975183786,0.9999999999988638,1.2236734119454281e-27,5.151010779084581e-37,5.672724395341561e-23,6.04254399778324e-10,3.898471627523973e-12,2.4887879429920868e-18,2.762264069286621e-12,3.605606653488176e-19,1.136205544409893e-12,1.1765260402765176e-19,3.064651181594405e-22,1.2687541396027723e-20,2.592504333306636e-31,4.3315297020480315e-22,7.137394397202266e-39,3.6373838788379473e-20,2.5907862367956657e-20,9.332575035339452e-31,2.2909561183728107e-30,1.3207063339088482e-17,7.270766669028154e-40,5.672568181589088e-23,3.796397666695504e-54,6.457522861394715e-58,5.983866793137496e-29,5.885849164836954e-47,2.9550346605347633e-38,7.229701994753374e-21,1.926050910396825e-43,1.934108126697247e-42,6.6317963973841705e-40,1.5912536761016463e-38,1.5002319655643834e-51,9.4786716298623e-31,2.0517406781766473e-57,1.1565012301686179e-48,1.499136048742012e-31
9.018535735842432e-16,0.16720389094990137,3.76,0.0,0.7370850972123528,0.9999999999977276,9.789391149976852e-27,4.121005436955069e-36,2.2690900480155773e-22,1.2085090502693134e-09,7.796949396982429e-12,9.955154894550055e-18,5.5245297698825526e-12,1.4422438319706905e-18,2.272411571788868e-12,4.706105991349857e-19,1.2258610370661255e-21,5.075017333885161e-20,2.0740059423784008e-30,1.7326124258382513e-21,1.1419844670597685e-37,1.4549540503504613e-19,1.0363148941624344e-19,7.466062264385687e-30,1.8327656909682837e-29,2.6449632046374256e-17,1.1633240453008831e-38,2.2690222253677503e-22,1.214873987054693e-52,2.0672129035951912e-56,4.787078358630735e-28,1.883472254135334e-45,4.72806318671168e-37,2.8918810110169886e-20,3.082037591299632e-42,3.0945653010563745e-41,1.0610879606755518e-38,2.546004333800695e-37,4.800743621348439e-50,7.582938770170422e-30,1.3131158771594787e-55,3.7008237250192246e-47,1.199305895854428e-30
1.8037073382962134e-15,0.16720389096844893,3.76,0.0,0.7370850966003012,0.9999999999954552,7.831514730285704e-26,3.2971174174192457e-35,9.076358183148313e-22,2.4170183350397573e-09,1.5593918404536263e-11,3.982062557090277e-17,1.1049062552604853e-11,5.768981941625793e-18,4.544823630693404e-12,1.882442963117182e-18,4.903446325545273e-21,2.030006585950575e-19,1.659207792041043e-29,6.930450758809401e-21,1.8271784214357786e-36,5.819817416820052e-19,4.1452607955889957e-19,5.972850066535541e-29,1.4662130111034623e-28,5.3041268777474504e-17,1.8613217561997214e-37,9.076044195881258e-22,3.887765460498054e-51,6.619786341520155e-55,3.829636435242411e-27,6.027109222310361e-44,7.564919401147434e-36,1.156752023316894e-19,4.932395372698174e-41,4.9512756261453675e-40,1.697741012040035e-37,4.073598516488092e-36,1.536237849908362e-48,6.06634998741371e-29,8.403957423673845e-54,1.1842751991153691e-45,9.5943947396071e-30
3.607414867720154e-15,0.167203891005544,3.76,0.0,0.7370850953761978,0.9999999999909104,6.265212938013405e-25,2.6381941084091902e-34,3.630540800541389e-21,4.8340368397345064e-09,3.118791029416193e-11,1.5928251224932326e-16,2.20981336441999e-11,2.3075975174708295e-17,9.089647765088889e-12,7.52977458985858e-18,1.9613798044100038e-20,8.120021627012813e-19,1.327370725428949e-28,2.7721804869496216e-20,2.9234950802550224e-35,2.327927384042267e-18,1.6581048980633275e-18,4.778279132170904e-28,1.172970815927708e-27,1.0665053938695365e-16,2.9781244285085302e-36,3.6303810489396684e-21,1.2441925341415862e-49,2.121338237436443e-53,3.063666294101592e-26,1.9286728234752912e-42,1.2103924457003504e-34,4.627003941388721e-19,7.895462840186184e-40,7.921945293902741e-39,2.7163853428206162e-36,6.517727915894473e-35,4.915958904127261e-47,4.853076994068859e-28,5.378550490481299e-52,3.7897532276955243e-44,7.675429774761808e-29
7.214829926568037e-15,0.1672038910797342,3.76,0.0,0.737085092927991,0.9999999999818207,5.012171499390109e-24,2.111355270720166e-33,1.452214168928879e-20,9.668073589739458e-09,6.237610957124734e-11,6.371300527711677e-16,4.419629793222134e-11,9.230426896071355e-17,1.8179296100226104e-11,3.0119116668221735e-17,7.845528475854934e-20,3.248004490187967e-18,1.0619036194908111e-27,1.1088722093327333e-19,4.67762217028921e-34,9.311711764651547e-18,6.632423440214966e-18,3.822621300410268e-27,9.383771735021136e-27,2.1557306824434845e-16,4.765029154695445e-35,1.452122943934833e-20,3.982104059949441e-48,6.807530016147678e-52,2.450864130302648e-25,6.171738052585036e-41,1.9366445935966534e-33,1.8507980344290215e-18,1.2644355534171302e-38,1.267480352007371e-37,4.346214738679114e-35,1.0428267373845701e-33,1.573105189053782e-45,3.882456261923031e-27,3.442294220939717e-50,1.2127672195037771e-42,6.140205344003606e-28
1.082224498541592e-14,0.16720389115392437,3.76,0.0,0.7370850904797839,0.9999999999727309,1.433168309110908e-23,6.038682480417868e-33,3.0859519003930514e-20,1.4502110080359875e-08,9.356452434592884e-11,1.3539013458824748e-15,6.6294484325304e-11,1.961471093326652e-16,2.726894450171015e-11,6.400314878018527e-17,1.6671761345411822e-19,6.9020033215784824e-18,3.036392693801914e-27,2.356353429360223e-19,1.7216810898806306e-33,1.9787390465076344e-17,1.409390523920101e-17,1.0930304651910216e-26,2.6831864813653775e-26,3.2619958378913093e-16,1.75385438299706e-34,3.08571791591657e-20,1.8182255477901876e-47,3.110864650786695e-51,7.007826340563265e-25,2.8944779757686195e-40,7.383486590733163e-33,3.9329405633137925e-18,4.6560154706335503e-38,4.832214210082058e-37,1.6569939810447486e-34,3.9757596303694086e-33,7.182241031480635e-45,1.1101389449185478e-26,1.9196914983008524e-49,5.6804697574061376e-42,1.7556921946543364e-27
1.4429660044263802e-14,0.1672038912281146,3.76,0.0,0.7370850880315766,0.9999999999636412,3.02296800949913e-23,1.274088129355581e-32,5.2642658246104477e-20,1.933614631159577e-08,1.247531546179684e-10,2.309596377007702e-15,8.839269282367777e-11,3.346047355564055e-16,3.6358592969541594e-11,1.0918188213458645e-16,2.8440084283407315e-19,1.1773995841508775e-17,6.404656108181418e-27,4.0196616897431987e-19,4.366569283971836e-33,3.3754964709252093e-17,2.4042552646701176e-17,2.305517300563896e-26,5.659645278766855e-26,4.385300850702637e-16,4.4481760791341355e-34,5.2638036414320294e-20,5.420212036297282e-47,9.289016200574718e-51,1.4781318540964404e-24,9.094817552178624e-40,1.9865889108957145e-32,6.709125612720033e-18,1.1813425005874513e-37,1.3001309717536866e-36,4.458265375483111e-34,1.069703934565054e-32,2.1408260637824257e-44,2.3416028328777774e-26,7.23842034121522e-49,1.809687183506942e-41,3.703219735529434e-27
2.1644490161959564e-14,0.167203891376495,3.76,0.0,0.7370850831351611,0.9999999999454617,8.256668112194924e-23,3.48209061255657e-32,1.0898976157970397e-19,2.900421816530798e-08,1.871309209204142e-10,4.781725777749769e-15,1.3258916170090405e-10,6.92759513342091e-16,5.453789006091957e-11,2.260473558486739e-16,5.888165362967694e-19,2.4376528763080338e-17,1.7493226889355573e-26,8.322198757462601e-19,1.527019059106594e-32,6.98853820600192e-17,4.977708016256106e-17,6.297081269072548e-26,1.5458401664482688e-25,6.671902348787245e-16,1.5555656146039262e-33,1.089780144194632e-19,2.3733490235023904e-46,4.087651931257788e-50,4.037137886219479e-24,4.6041762204461444e-39,8.035154682547489e-32,1.389036368428848e-17,4.134065084823624e-37,5.2585310213264736e-36,1.8032241298307495e-33,4.326582391196624e-32,9.37087868382873e-44,6.395635720948828e-26,5.258259035666688e-48,9.58269813700928e-41,1.01144433263412e-26
