Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77)
2.1882629530215136e-05,0.28990738444767966,3.76,0.0,0.3426641168159286,0.9221931335040868,0.09053674769881229,4.406859880742392e-12,2.2762969714595127e-09,0.004972612954528297,0.0011861497151562162,0.058046787901308405,0.000863973290395843,0.30490980087156516,0.003829568278699247,0.24989268716922952,2.753259656759181e-06,4.934694677028231e-06,0.00010611840160201787,0.004006618497240143,0.004583175639655709,0.00021192744972678716,0.013708051605420903,0.00014748123919077277,0.02944750456658051,5.087147950815158e-05,7.676669942657448e-05,3.820413783200956e-09,5.7816163815624604e-08,3.3731392032401596e-06,3.1040509005998334e-07,2.2312488458253184e-08,0.0017832580002066284,6.740520328209087e-06,0.002002550896863452,7.973941028078306e-11,6.800192326476572e-07,6.179736091492036e-07,2.601938404450262e-10,0.0018667859334054887,3.262983182113153e-05,4.9865473245068504e-05,8.11426256025595e-11,3.750177958719538e-05,5.630168757747029e-11,2.2948743091863596e-13,1.5163138140452112e-07,7.518071077338358e-07,1.5651988938618345e-11,4.902797695248261e-12,3.6441409659329755e-08,2.4198021505812e-10,8.71757328030324e-09,9.001966684952205e-06,1.8494824796162842e-07,2.2108490853469212e-09,5.501007111529934e-07,9.504245865709457e-12,5.197141867324193e-08,4.065906986045532e-09
2.2137425858773502e-05,0.29008025854207514,3.76,0.0,0.33911738702674893,0.9208203063480798,0.091989638913224,4.452285495321494e-12,2.3007002855286975e-09,0.004963123971323204,0.001176068623149374,0.0586748350169225,0.0008622864424223383,0.3073771226095863,0.003854231094938261,0.25238186004265145,2.724529380760223e-06,4.915015741344589e-06,0.00010720103307118902,0.004033878103037374,0.004704645143331389,0.0002127819866372561,0.013922668665951111,0.00014926738770599051,0.030282416278187396,5.0974236232369593e-05,7.742151598855378e-05,3.858657253231803e-09,5.9288141883776856e-08,3.465585184254725e-06,3.139751135043701e-07,2.254233972905309e-08,0.0018212645056054962,6.766854903936365e-06,0.0020483136486839906,8.05993845612887e-11,6.923821464575161e-07,6.232955970270667e-07,2.6569867930419116e-10,0.0019118870798466366,3.389411703583618e-05,5.091118679647395e-05,8.177157281099922e-11,3.872772965002177e-05,5.857408252837718e-11,2.3554570859356175e-13,1.5162095735269786e-07,7.586460801956046e-07,1.576168669087881e-11,4.937140494417381e-12,3.670363338245429e-08,2.476017822337541e-10,8.789283465650413e-09,9.403575655970967e-06,1.8823560496986436e-07,2.2501453539342314e-09,5.551842778754451e-07,9.928336273292271e-12,5.311896014109933e-08,4.138164403122833e-09
2.239222218733187e-05,0.29025179659727623,3.76,0.0,0.33561151130376066,0.9194434454979528,0.09344334945447952,4.497257171839279e-12,2.3248903440033586e-09,0.004953647560127634,0.0011660769117160892,0.05929631612358974,0.000860597006742701,0.3098012637181784,0.0038785773525643334,0.2548474704313023,2.6961067719993655e-06,4.895401095361052e-06,0.00010826925645115957,0.00406063996087609,0.004827255803904308,0.00021362170845544074,0.014136083334679925,0.0001510326773209626,0.0311265597295527,5.107420644240102e-05,7.806290154928618e-05,3.896373152471848e-09,6.077080060666526e-08,3.5588960940956935e-06,3.1749659860883444e-07,2.2768684534492916e-08,0.0018592588534966285,6.792491450070548e-06,0.002094231955148665,8.14473535275786e-11,7.046690081769119e-07,6.285204718084138e-07,2.7121662643119625e-10,0.0019573596327674635,3.518390817274032e-05,5.195550142593191e-05,8.238659550995993e-11,3.996855497257045e-05,6.089220586348688e-11,2.4164943322671e-13,1.5160462908511643e-07,7.654136959971428e-07,1.5869352782472408e-11,4.9708471336589544e-12,3.6960989072743457e-08,2.5324451905061505e-10,8.859439110682046e-09,9.814825335733097e-06,1.9149824315090008e-07,2.2891461344450805e-09,5.601914899865641e-07,1.0362609455484669e-11,5.426683503670386e-08,4.209878253652088e-09
2.2647018515890236e-05,0.2904220134514299,3.76,0.0,0.3321460389562028,0.9180626811297958,0.09489779306621601,4.541781899959065e-12,2.3488681638833512e-09,0.004944191587865814,0.0011561751049657786,0.05991131458259577,0.0008589059902688814,0.3121827523420776,0.0039026047916398627,0.2572897994133985,2.6679916758169697e-06,4.8758586823921805e-06,0.00010932317561898975,0.0040869083780366786,0.004950988760204473,0.0002144467849427552,0.014348267250688933,0.0001527771200148169,0.03197980527409339,5.117144568671845e-05,7.869099174828403e-05,3.933560140923593e-09,6.226385103433297e-08,3.6530544435294297e-06,3.2096942890162426e-07,2.299157286575167e-08,0.0018972330962497472,6.817441508240024e-06,0.002140295201738082,8.22834721177661e-11,7.168780249845826e-07,6.336499665205614e-07,2.7674657502853e-10,0.0020031986166447564,3.649912113517204e-05,5.2998206724654325e-05,8.298792487006904e-11,4.1223957411448036e-05,6.32556967709255e-11,2.477972750487946e-13,1.5158277535916912e-07,7.721104528369416e-07,1.597500885194369e-11,5.003924387066623e-12,3.721352644391161e-08,2.5890713265832944e-10,8.928068652272307e-09,1.0235681511441023e-05,1.9473536869122797e-07,2.3278419379776444e-09,5.651234471828507e-07,1.0807029318585655e-11,5.541478921343209e-08,4.281031103520744e-09
2.2901814844448602e-05,0.29059092387343016,3.76,0.0,0.32872052034781263,0.9166781414322438,0.09635288552688713,4.585866525011965e-12,2.3726347499777114e-09,0.0049347632086759845,0.0011463636006657809,0.060519913579780066,0.000857214331981578,0.3145221145281383,0.0039263113907205,0.25970912647598776,2.6401836343989193e-06,4.85639566224211e-06,0.00011036289487512609,0.004112687461487308,0.0050758252843452565,0.00021525737855621147,0.014559193226091406,0.00015450073473752626,0.03284202366824607,5.12660072617586e-05,7.930592234408764e-05,3.970217079615191e-09,6.376700671779684e-08,3.7480427987883378e-06,3.243935079517005e-07,2.321105397473519e-08,0.001935179592511611,6.8417163001641934e-06,0.002186492979124861,8.310789333260576e-11,7.290075478818574e-07,6.386857825034186e-07,2.8228743856887185e-10,0.0020493990996415705,3.783966504154024e-05,5.403910170144431e-05,8.357578902459755e-11,4.2493642427250145e-05,6.566418001101814e-11,2.539879175153745e-13,1.5155574636534968e-07,7.787368328171662e-07,1.6078676077225688e-11,5.036378885517276e-12,3.746129433282231e-08,2.6458835508495153e-10,8.995200121245606e-09,1.066610547032691e-05,1.9794622752445386e-07,2.3662237508033893e-09,5.699812359262725e-07,1.1261555014310258e-11,5.656257749088063e-08,4.351606392379616e-09
2.315661117300697e-05,0.290758542549924,3.76,0.0,0.3253345072758448,0.9152899526514614,0.09780854455780771,4.629517672059177e-12,2.3961910619772797e-09,0.004925368918050934,0.0011366426811254733,0.061122196018453846,0.0008555229067792509,0.3168198738856394,0.003949695356019799,0.2621057293178894,2.6126819158794384e-06,4.837018477952409e-06,0.0001113885190425476,0.004137981135708371,0.005201746782358347,0.00021605364503201745,0.014768835205311158,0.0001562035472662124,0.03371308610468403,5.135794244641978e-05,7.990782915100814e-05,4.006343010634624e-09,6.527998391136501e-08,3.843843788379093e-06,3.277687573878678e-07,2.3427176149687125e-08,0.00197309099571976,6.865326706187407e-06,0.0022328150800476412,8.392076743972884e-11,7.41056054101956e-07,6.436295830253229e-07,2.8783815011650574e-10,0.0020959561925342047,3.920544246516577e-05,5.507799440172144e-05,8.415041252035124e-11,4.377731922446524e-05,6.811726599950224e-11,2.602200551616845e-13,1.515238658377802e-07,7.852933037507282e-07,1.6180375254523164e-11,5.068217139692404e-12,3.7704340836058855e-08,2.7028694201873255e-10,9.060861049958772e-09,1.1106054190843714e-05,2.011301050519158e-07,2.4042830309617227e-09,5.747659285755956e-07,1.1726141141694308e-11,5.770996272609221e-08,4.42158842694591e-09
2.3411407501565335e-05,0.29092488407539363,3.76,0.0,0.3219875533158968,0.9138982391338576,0.09926468973653997,4.672741577318889e-12,2.4195379403071946e-09,0.004916014603566332,0.001127012525101653,0.06171824442201649,0.0008538325289414907,0.31907655127689755,0.0039727551114282856,0.26447988367163483,2.5854855401830092e-06,4.817732912274689e-06,0.0001124001528422583,0.004162793159604454,0.005328734794737527,0.000216835733427341,0.014977168226401032,0.00015788558933819616,0.03459286424397618,5.1447300556345414e-05,8.049684804158893e-05,4.041937134820828e-09,6.68025012395729e-08,3.940440104356013e-06,3.310951147606377e-07,2.3639986986455766e-08,0.002010960242951952,6.88828331002897e-06,0.0022792514962249027,8.472224288335265e-11,7.530221401942704e-07,6.484829985111968e-07,2.9339766251894664e-10,0.0021428650477069377,4.0596349669524234e-05,5.6114701533937114e-05,8.471201648524582e-11,4.507470087541148e-05,7.061455200285565e-11,2.664923942411137e-13,1.5148743291264125e-07,7.917803174245052e-07,1.628012678592725e-11,5.099445536417016e-12,3.7942713280844834e-08,2.7600167280228027e-10,9.125078535397471e-09,1.155548053244016e-05,2.042863217579919e-07,2.4420116557911023e-09,5.794785801069876e-07,1.2200737947596748e-11,5.885671543558288e-08,4.490962285277995e-09
2.3666203830123702e-05,0.2910899629418562,3.76,0.0,0.31867921413318706,0.9125031233673986,0.10072124241557145,4.71554435216627e-12,2.442676227539054e-09,0.004906705591096482,0.0011174732160968372,0.06230814084733455,0.0008521439572084463,0.32129266454175676,0.003995489288720168,0.2668318631443438,2.5585933046970935e-06,4.798544136305896e-06,0.00011339790080579531,0.004187127142236226,0.005456770996731367,0.00021760378684118704,0.015184168383753796,0.00015954689810155487,0.03548123024361866,5.153412894021808e-05,8.10731147555466e-05,4.076998835452198e-09,6.833427933195448e-08,4.037814494374159e-06,3.3437253538124067e-07,2.3849533299150595e-08,0.0020487805441149727,6.91059642812043e-06,0.0023257924152861507,8.551246596407947e-11,7.649045272106646e-07,6.532476292066318e-07,2.9896494808071035e-10,0.0021901208581517713,4.2012276835405e-05,5.714904811032362e-05,8.526081889352053e-11,4.638550442527412e-05,7.315562379180803e-11,2.7280365337184616e-13,1.5144672379118795e-07,7.981983114310398e-07,1.6377950648494865e-11,5.13007033025563e-12,3.817645816425002e-08,2.817313506053455e-10,9.187879265650138e-09,1.2014333420587362e-05,2.0741423276573586e-07,2.4794019167790077e-09,5.841202301185168e-07,1.2685291522209276e-11,6.00026141351772e-08,4.559713807220717e-09
2.392100015868207e-05,0.29125379352855296,3.76,0.0,0.315409047761897,0.9111047260209946,0.10217812564651055,4.757932099875034e-12,2.4656068200784527e-09,0.004897446687005443,0.0011080247489008064,0.06289196680857792,0.0008504578985854323,0.3234687282512625,0.004017896717924868,0.26916193907772384,2.5320038050835397e-06,4.779456761193335e-06,0.00011438186790402663,0.004210986557255071,0.00558583719863677,0.00021835794332823518,0.015389812792375598,0.00016118751635421928,0.036378056784698305,5.161847324139512e-05,8.163676475018176e-05,4.1115276792174145e-09,6.987504147707808e-08,4.135949765867403e-06,3.376009922382017e-07,2.4055860858609445e-08,0.002086545371535738,6.93227608017184e-06,0.002372428217676946,8.629157991762243e-11,7.767020464897446e-07,6.57925038132206e-07,3.0453899781329186e-10,0.0022377188565623498,4.345310827953616e-05,5.818086710627216e-05,8.579703409264423e-11,4.770945097594125e-05,7.57400555986009e-11,2.791525626486893e-13,1.5140199355730847e-07,8.045477141075388e-07,1.6473866511240843e-11,5.160097680559286e-12,3.840562141278169e-08,2.8747480116737877e-10,9.24928941979644e-09,1.2482558028449997e-05,2.1051323068123844e-07,2.5164465535026732e-09,5.88691904774218e-07,1.3179743990868675e-11,6.114744476335338e-08,4.627829655887414e-09
2.4175796487240435e-05,0.291416390093471,3.76,0.0,0.3121766148508463,0.9097031659808864,0.10363526411013807,4.7999104409767105e-12,2.4883304348000984e-09,0.004888242217326952,0.0010986670391817065,0.06346980321019997,0.0008487750100351369,0.3256052534884535,0.004039976418689426,0.2714703804270505,2.5057154516418585e-06,4.760474883032236e-06,0.00011535215907697448,0.0042343747563583275,0.005715915346167034,0.00021909833566352452,0.015594079554780075,0.00016280749211288086,0.03728321709727557,5.1700377595487405e-05,8.218793329026768e-05,4.145523371343207e-09,7.142451384980293e-08,4.23482879939009e-06,3.407804719704631e-07,2.4259014751001652e-08,0.002124248450034669,6.953332022859673e-06,0.0024191494736415953,8.705972612170009e-11,7.884136247720614e-07,6.625167547989471e-07,3.1011882167998007e-10,0.0022856543145833045,4.4918722668434764e-05,5.920999913133961e-05,8.63208728961867e-11,4.9046265753594245e-05,7.836741061427033e-11,2.855378646889757e-13,1.5135347773231112e-07,8.108289445847092e-07,1.656789381199981e-11,5.189533673410099e-12,3.86302485135799e-08,2.932308724300153e-10,9.309334708426395e-09,1.2960095956770561e-05,2.1358274085025448e-07,2.553138696734327e-09,5.931946125094982e-07,1.368403370407588e-11,6.229099985310433e-08,4.695297213716986e-09
2.44305928157988e-05,0.2915777667672443,3.76,0.0,0.3089814788821775,0.9082985603856412,0.10509258405078681,4.841484665147252e-12,2.5108476942191705e-09,0.0048790960635549455,0.0010893999318410449,0.06404173028755039,0.0008470959021353375,0.3277027476558937,0.004061727592188073,0.2737574536542365,2.479726492248828e-06,4.741602119148974e-06,0.0001163088784143527,0.00425729498192199,0.00584698752052967,0.00021982509146909772,0.01579694772942438,0.00016440687759266924,0.03819658498398549,5.1779884441679806e-05,8.272675537396926e-05,4.178985764757457e-09,7.298242423183956e-08,4.334434539117717e-06,3.4391097544727596e-07,2.445903929309339e-08,0.0021618837473441725,6.973773787688189e-06,0.0024659469402836965,8.781704379678075e-11,8.000382927549283e-07,6.670242799815673e-07,3.157034483013188e-10,0.0023339225420351737,4.640899322633307e-05,6.023629210860406e-05,8.683254288781185e-11,5.039567816482877e-05,8.103724292423206e-11,2.919583127938183e-13,1.5130139331823696e-07,8.170424071404396e-07,1.6660051605630193e-11,5.2183842725934225e-12,3.8850384136453034e-08,2.989984349964154e-10,9.368040429048718e-09,1.3446885407915698e-05,2.166222169030648e-07,2.589471815438079e-09,5.976293437826188e-07,1.4198095421511004e-11,6.343307877144982e-08,4.762104485680108e-09
2.4685389144357168e-05,0.29173793754670535,3.76,0.0,0.3058232063736501,0.9068910246610623,0.1065500132135933,4.882660439547373e-12,2.5331594897148783e-09,0.004870011695409393,0.00108022320428362,0.06460782755394479,0.0008454211436260446,0.3297617143018935,0.004083149612682456,0.27602342263095747,2.454035030830569e-06,4.722841647753826e-06,0.00011725213010417755,0.00427975037861748,0.005979035938382072,0.00022053833463633643,0.015998397299226537,0.00016598572935793362,0.03911803484133789,5.185703459666417e-05,8.325336545452887e-05,4.211914904792858e-09,7.454850219137469e-08,4.434749979429591e-06,3.469925215299204e-07,2.465597766936048e-08,0.0021994454647361783,6.993610646139383e-06,0.002512811558554795,8.856366874318969e-11,8.115751815665799e-07,6.714490793058511e-07,3.2129192411329317e-10,0.002382518886081433,4.792378793374601e-05,6.125960096992319e-05,8.733224806480933e-11,5.175742183803004e-05,8.374909792835315e-11,2.984126701468502e-13,1.512459402402642e-07,8.231884946333483e-07,1.6750358578505182e-11,5.246655329808993e-12,3.9066072263293326e-08,3.0477638118596644e-10,9.425431387106716e-09,1.3942861354409937e-05,2.1963114692958273e-07,2.6254397906588073e-09,6.019970762664329e-07,1.4721860489975417e-11,6.457348789537157e-08,4.8282402339010395e-09
2.4940185472915535e-05,0.291896916288467,3.76,0.0,0.30270136705906414,0.9054806725528171,0.108007480785962,4.9234431133603915e-12,2.5552665850378377e-09,0.004860992202199576,0.0010711365722206987,0.06516817375400649,0.0008437512623942419,0.33178265296216114,0.004104242019624681,0.27826854855533456,2.4286390339339923e-06,4.704196245087056e-06,0.00011818201887618218,0.004301744004160823,0.006112042952098063,0.00022123818527801945,0.01619840914200914,0.00016754410871578919,0.040047441680021494,5.193186775746782e-05,8.376789752388556e-05,4.244310979520615e-09,7.612248099342492e-08,4.535758189032316e-06,3.5002514272128145e-07,2.484987240515566e-08,0.0022369280280431086,7.012851630868717e-06,0.0025597344502668253,8.929973493662766e-11,8.230234997381319e-07,6.757925849022512e-07,3.2688331377236817e-10,0.0024314387306029524,4.946296972151748e-05,6.227978736453017e-05,8.782018892211553e-11,5.313123464944902e-05,8.650251195209908e-11,3.0489971549932416e-13,1.511873029517252e-07,8.292676017353071e-07,1.6838833341316908e-11,5.274352676464196e-12,3.9277356839694217e-08,3.1056362421918175e-10,9.481531907987052e-09,1.4447955708058012e-05,2.2260905297346686e-07,2.6610369090648436e-09,6.062987717149439e-07,1.5255257021899913e-11,6.571203962705126e-08,4.893693965569202e-09
2.51949818014739e-05,0.29205471670503524,3.76,0.0,0.2996155340399475,0.9040676161564892,0.1094649173437386,4.963836978841476e-12,2.577169235582554e-09,0.004852040321866084,0.0010621396996109895,0.06572284682341552,0.0008420867467060794,0.3337660590252271,0.00412500451089278,0.2804930898830459,2.4035363487635677e-06,4.6856683138026565e-06,0.000119098648191424,0.004323278839521381,0.0062459910498261625,0.0002219247586541767,0.016396965003706104,0.00016908208052485087,0.040984681144412644,5.2004422377680526e-05,8.427048528822295e-05,4.276174265403844e-09,7.770409627091848e-08,4.637442322933304e-06,3.530088802109194e-07,2.5040765337021043e-08,0.002274326079155347,7.031505584239777e-06,0.002606706915297093,9.002537441769112e-11,8.343825347834016e-07,6.800562007093338e-07,3.3247669988762964e-10,0.0024806774956892346,5.1026396663166786e-05,6.329671937090933e-05,8.829656265241679e-11,5.4516858741758195e-05,8.929701374041705e-11,3.1141823872940763e-13,1.511256510817604e-07,8.352801155353722e-07,1.6925494315384154e-11,5.301482076603024e-12,3.9484281296863275e-08,3.1635909852068503e-10,9.536365881882851e-09,1.4962097485004908e-05,2.25555479281747e-07,2.6962577226924093e-09,6.105353711029056e-07,1.5798210069962866e-11,6.684855174102261e-08,4.958455676671002e-09
2.5449778130032268e-05,0.29221135236125445,3.76,0.0,0.29656528392356085,0.9026519659482032,0.11092225479955756,5.0038469712789625e-12,2.598868189716252e-09,0.004843158466176157,0.0010532322015870284,0.066271923854073,0.0008404280503877544,0.3357124236178097,0.004145436935688331,0.2826973022653933,2.3787247253941994e-06,4.667259912865716e-06,0.00012000212053565517,0.004344357798296975,0.006380862855069322,0.00022259816695138386,0.016594047471160864,0.00017059971250764317,0.04192962952970228,5.2074735195373855e-05,8.476126178771446e-05,4.307505222193767e-09,7.929308353866955e-08,4.73978558092484e-06,3.559437919908486e-07,2.5228697074070473e-08,0.002311634467693328,7.0495811221206515e-06,0.0026537204287587325,9.074071543698305e-11,8.456516663569984e-07,6.842412981280088e-07,3.3807118188927906e-10,0.0025302306368826222,5.261392215680601e-05,6.431027122182149e-05,8.87615628866817e-11,5.5914040534506856e-05,9.213212603827694e-11,3.1796703315914094e-13,1.5106114018648908e-07,8.412263953989993e-07,1.7010359376569226e-11,5.328049122629765e-12,3.9686887895947734e-08,3.2216175944375375e-10,9.589956732286646e-09,1.5485212959511392e-05,2.2846999680892016e-07,2.731097103190705e-09,6.147078016537682e-07,1.635064178961412e-11,6.798284835221091e-08,5.022515951273453e-09
2.5704574458590634e-05,0.2923668366690003,3.76,0.0,0.29355019695366386,0.901233830814672,0.11237942635361654,5.043478921473464e-12,2.620364734329412e-09,0.004834348744837652,0.0010444136437909872,0.06681548106358629,0.0008387755950569738,0.33762223349603654,0.0041655392870911315,0.28488143849422687,2.354201816410645e-06,4.648972787565641e-06,0.00012089253986107707,0.0043649837350592,0.006516641126788212,0.000223258520689289,0.01678963994496458,0.00017209707651320456,0.04288216379751807,5.214284187806176e-05,8.524035922641132e-05,4.338304514375995e-09,8.088918154717885e-08,4.842771212496504e-06,3.588299548148595e-07,2.541370757367219e-08,0.0023488482428810718,7.067086638758036e-06,0.0027007666380300136,9.144588440196247e-11,8.568303457097663e-07,6.883492170110695e-07,3.4366587670819056e-10,0.0025800936444901872,5.422539509772875e-05,6.53203230520446e-05,8.921537999262468e-11,5.732253071783497e-05,9.500736499101019e-11,3.245449095891727e-13,1.5099391353229754e-07,8.47106804798196e-07,1.7093446257876843e-11,5.3540593769494154e-12,3.988521891179824e-08,3.2797058245341186e-10,9.642327440724788e-09,1.6017225817477665e-05,2.3135221527408086e-07,2.7655503854099484e-09,6.188169790540693e-07,1.6912471600871052e-11,6.911475995566842e-08,5.0858662234649165e-09
2.5959370787149e-05,0.2925211828843274,3.76,0.0,0.2905698571137318,0.8998133180792379,0.1138363664495683,5.082736364709142e-12,2.6416587666752835e-09,0.0048256129898161014,0.0010356835525233842,0.06735359376948584,0.0008371297682619941,0.3394959709516052,0.0041853116961366845,0.2870457484616413,2.329965183332021e-06,4.630808392069479e-06,0.00012177000953577378,0.004385159453359578,0.006653308759772702,0.00022390592577980418,0.016983726616393725,0.00017357424816845748,0.043842161591987616,5.220877761857017e-05,8.570790951635277e-05,4.368572829075576e-09,8.249213454043788e-08,4.946382583961327e-06,3.6166744814197256e-07,2.559583626730165e-08,0.0023859626460121766,7.0840303662193905e-06,0.002747837360043901,9.214100629082032e-11,8.679180757158579e-07,6.923812687639406e-07,3.492599188303218e-10,0.0026302620433576113,5.5860660055123274e-05,6.632676064723334e-05,8.965820104604096e-11,5.874208423729242e-05,9.792223982183325e-11,3.3115069909413995e-13,1.5092410295188073e-07,8.529217358651518e-07,1.7174772953601416e-11,5.379518476330799e-12,4.007931708856551e-08,3.337845625586949e-10,9.693500517749655e-09,1.6558057314076174e-05,2.342017666479644e-07,2.799613169820405e-09,6.228637970598446e-07,1.7483616354984625e-11,7.02441210859462e-08,5.148498415532621e-09
2.6214167115707367e-05,0.29267440410744466,3.76,0.0,0.28762385220893494,0.8983905335277437,0.11529301073256593,5.121622059780291e-12,2.6627499846472906e-09,0.004816952775599543,0.0010270414233355635,0.06788633636799263,0.0008354909273815674,0.34133411374392686,0.00420475442634288,0.2891904791278433,2.3060123253971307e-06,4.612767912403223e-06,0.0001226346296801933,0.004404887713475409,0.006790848783866562,0.00022454048396238806,0.01717629244519176,0.00017503130461589194,0.044809501254164295,5.227257601581266e-05,8.616404409497e-05,4.398310936738818e-09,8.410168558564681e-08,5.050603138660588e-06,3.644563591789773e-07,2.5775121280866133e-08,0.002422973103211984,7.100420343125889e-06,0.00279492457876847,9.282620198066641e-11,8.789144338673032e-07,6.96338733273286e-07,3.5485245852805936e-10,0.002680731392407238,5.751955744425063e-05,6.732947518867354e-05,9.009020937242504e-11,6.017246028218411e-05,1.0087625536933423e-10,3.3778322728383037e-13,1.508518284805158e-07,8.586715342446221e-07,1.7254356919728073e-11,5.404431869697507e-12,4.026922365713163e-08,3.3960271446769624e-10,9.743497988820082e-09,1.7107626415619145e-05,2.3701829295533668e-07,2.8332811775094206e-09,6.26849130915942e-07,1.806399048481841e-11,7.137077069443478e-08,5.210404673878528e-09
2.6468963444265734e-05,0.29282651327905035,3.76,0.0,0.2847117739704167,0.8969655814399801,0.11674929600177138,5.160143508733119e-12,2.6836411564176113e-09,0.00480836943856349,0.0010184867114999684,0.06841378231354837,0.0008338594059253861,0.34313713502426124,0.004223867866040275,0.29131587448212953,2.282340681658727e-06,4.59485229322903e-06,0.00012348650271467579,0.004424171239476495,0.006929244363613733,0.0002251622986057326,0.017367323131457137,0.00017646832585890092,0.045784061834869806,5.2334268978568515e-05,8.660889306067667e-05,4.4275199812350555e-09,8.57175768590843e-08,5.155416321132071e-06,3.6719680837827567e-07,2.5951600065510092e-08,0.002459875217316778,7.11626440041053e-06,0.0028420204420352194,9.350159039495464e-11,8.898190786242983e-07,7.00222864154585e-07,3.6044266271665025e-10,0.002731497283668774,5.920192369347298e-05,6.832836301104563e-05,9.051158542503535e-11,6.161342225713716e-05,1.0386891356127569e-10,3.444413302190792e-13,1.507771999513145e-07,8.643565087995572e-07,1.73322149226221e-11,5.428804817348734e-12,4.045497889400242e-08,3.4542407321714277e-10,9.792341564313172e-09,1.7665849946293947e-05,2.3980148155129763e-07,2.8665506716896484e-09,6.307738500878473e-07,1.8653506159296216e-11,7.249455576064583e-08,5.271578139911296e-09
2.6650286430109497e-05,0.29293408984859987,3.76,0.0,0.2826598655181197,0.8959502666035544,0.11778539242533678,5.1873365434259045e-12,2.6983858812276552e-09,0.004802308642860385,0.001012451770633796,0.06878594748720139,0.0008327029779916698,0.34439910303809956,0.0042372694603506015,0.292816745473477,2.2656648403468504e-06,4.582179285900756e-06,0.00012408502174144682,0.004437624771704313,0.007028243909626535,0.00022559709930942225,0.01750232554992939,0.00017747881007393947,0.046481928653098664,5.237690752208932e-05,8.691866298238841e-05,4.447984625140701e-09,8.68712322260218e-08,5.230357325500568e-06,3.691175650183718e-07,2.6075500564363313e-08,0.0024860678812681307,7.12721140262277e-06,0.002875536716762023,9.397631505860385e-11,8.975232170816888e-07,7.029429745742027e-07,3.6441899717201467e-10,0.0027678024627492822,6.041336231630532e-05,6.90368253680575e-05,9.08050754486426e-11,6.264518598288996e-05,1.0602186237836641e-10,3.491944458501895e-13,1.5072271394606913e-07,8.683628932856553e-07,1.738658009932934e-11,5.445823407502481e-12,4.058466419514319e-08,3.495682090524182e-10,9.826409439931209e-09,1.806832754804331e-05,2.417616407832083e-07,2.8899818900530714e-09,6.335303847454214e-07,1.9078546516324107e-11,7.329245722661666e-08,5.314661701943801e-09
2.683160941595326e-05,0.2930411142717945,3.76,0.0,0.28062478924329853,0.8949339427396609,0.11882125354572423,5.214346779266476e-12,2.713028506573918e-09,0.004796287685545893,0.001006460596894978,0.06915549284697796,0.0008315505126455575,0.3456436892234827,0.004250504767119397,0.2943080325333864,2.2491291216188222e-06,4.569570069384304e-06,0.00012467717296047693,0.0044508554034823,0.0071276622974599056,0.00022602553025952054,0.017636538964109466,0.0001784792211767863,0.047183348352196196,5.241850742219537e-05,8.722282996283916e-05,4.468182260991703e-09,8.802788303383801e-08,5.3055842309241395e-06,3.7101387830480716e-07,2.6198011615513416e-08,0.0025122020622579504,7.137888549071154e-06,0.0029090507491086096,9.444617390981544e-11,9.051806537242052e-07,7.056269983273402e-07,3.683934458270068e-10,0.0028042540367752586,6.16365400603388e-05,6.974326561118551e-05,9.109333355188207e-11,6.368211047492259e-05,1.0819394237983226e-10,3.539595293644933e-13,1.5066712076843715e-07,8.723367777865014e-07,1.744008628987697e-11,5.46257302342319e-12,4.071228308455228e-08,3.5371315287994344e-10,9.859911158059016e-09,1.847511360074208e-05,2.437046650146995e-07,2.9132082793636085e-09,6.362569515049997e-07,1.9508137847405757e-11,7.408877838397728e-08,5.3573686319281985e-09
