Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221)
2.065652097532871e-15,0.0899684226592769,3.76,0.0,0.9780327151260965,0.9999999999999919,1.451977138404113e-30,9.958775918411257e-49,4.00806861814425e-31,2.5189570738304353e-13,8.543615487888079e-15,6.716628739442027e-22,4.3057520807807916e-16,1.194375419072442e-22,8.113039793130047e-15,3.5765868644777514e-23,2.2381160689523148e-23,1.8708288472975656e-22,1.4240912390778187e-38,1.4173359109027559e-24,6.196427954809386e-47,9.933550857619723e-24,7.999839960422109e-24,2.1594918227566708e-36,3.1683425407326897e-37,3.887082920402039e-23,2.2553089770821798e-46,2.6796274998301034e-26,2.8462364186912706e-67,2.9239601012211657e-75,6.308812373061251e-31,3.049389828826389e-57
4.133098853708255e-15,0.08996842265927889,3.76,0.0,0.9780327151259619,0.9999999999999838,1.1624644722127997e-29,7.974903712944555e-48,1.6042692723526322e-30,5.040102624727323e-13,1.7094654887031434e-14,2.6884018918108587e-21,8.615246366538788e-16,4.780614607920622e-22,1.6233128302389427e-14,1.4315670200414943e-22,8.958296489589674e-23,7.488190289635578e-22,1.1401391763114455e-37,5.673037335078695e-24,9.922360411009807e-46,3.976008724439836e-23,3.202020825888026e-23,1.7289064133583933e-35,2.5366021547038923e-36,8.16998296229226e-23,3.6114337222893105e-45,1.0725205859734977e-25,9.116979844696953e-66,1.8800579857684582e-73,5.050751734233284e-30,9.770096384018257e-56
8.267992366059024e-15,0.08996842265928284,3.76,0.0,0.9780327151256927,0.9999999999999676,9.303247099405226e-29,6.385271984356497e-47,6.419145078096301e-30,1.00823936744472e-12,3.419673709174969e-14,1.0757109309392478e-20,1.7234238916796732e-15,1.9128687867018216e-21,3.247330540558028e-14,5.728134293560858e-22,3.58448507984163e-22,2.9962510014555915e-21,9.124582953635308e-37,2.2699538873529978e-23,1.5882246022742582e-44,1.5909210874587705e-22,1.281225431492993e-22,1.383650407254285e-34,2.030055257587572e-35,1.7913614252043447e-22,5.780648792621545e-44,4.291249348902214e-25,2.9195310257981255e-64,1.211322798234872e-71,4.041921640636271e-29,3.128360918973612e-54
1.653777939076056e-14,0.08996842265929078,3.76,0.0,0.9780327151251542,0.999999999999935,7.444008535234834e-28,5.1138690074423555e-46,2.5680586831563843e-29,2.0166975565591407e-12,6.840091512691207e-14,4.303544133857337e-20,3.4472239932281223e-15,7.652722649623536e-21,6.495365995065062e-14,2.291627920125624e-21,1.4340271290186642e-21,1.1986951075839348e-20,7.301059791322475e-36,9.081293702534823e-23,2.541678832419623e-43,6.364717883548217e-22,5.125736158758269e-22,1.1071302732029676e-33,1.624356814238647e-34,4.2112201424580323e-22,9.250929372851137e-43,1.716595152706656e-24,9.350035554409253e-63,7.846094188372801e-70,3.2338077697806185e-28,1.0013849501593004e-52
3.3077353440163635e-14,0.08996842265930666,3.76,0.0,0.9780327151240773,0.9999999999998701,5.955768070894798e-27,4.098974219727446e-45,1.027293205543835e-28,4.033613851469787e-12,1.3680932570013787e-13,1.72155771506002e-19,6.8948305623131034e-15,3.061339728820774e-20,1.299143703955487e-13,9.167267394191178e-21,5.736572879769145e-21,4.79516748886449e-20,5.841413767568928e-35,3.632813161447979e-22,4.0671074885920624e-42,2.5460924275531356e-21,2.050461451257367e-21,8.85787873462129e-33,1.2996155138345076e-33,1.093546722950109e-21,1.4803022518899662e-41,6.865467646511619e-24,2.995892289979096e-61,5.138184997345683e-68,2.5867421262686136e-27,3.204930455724719e-51
6.615650153896977e-14,0.08996842265933838,3.76,0.0,0.9780327151219236,0.9999999999997402,4.764833909924264e-26,3.291319901434361e-44,4.1092290639084055e-28,8.067446108018482e-12,2.736263648581745e-13,6.886510749411085e-19,1.379006916444053e-14,1.2245869476296911e-19,2.598357967043961e-13,3.667063909854893e-20,2.294720537003222e-20,1.9181425034229894e-19,4.673371005959946e-34,1.4531844257762461e-21,6.507727424191598e-41,1.0184768694356254e-20,8.20218050645728e-21,7.086632296253363e-32,1.0397524483363417e-32,3.1922078536316224e-21,2.3686135854246606e-40,2.7451220303342205e-23,9.610185297852484e-60,3.4367841514283135e-66,2.0686128456299842e-26,1.0256597041130376e-49
1.3231479773658208e-13,0.08996842265940183,3.76,0.0,0.9780327151176161,0.9999999999994804,3.8119468221583535e-25,2.652292730056127e-43,1.6436362973418643e-27,1.6135109288027012e-11,5.472613152204322e-13,2.754660083524369e-18,2.7580648224566265e-14,4.8984572687548395e-19,5.196786709984705e-13,1.4668615982130057e-19,9.179052993852584e-20,7.672705779429291e-19,3.7388145739464343e-33,5.81285621164518e-21,1.0412706917646726e-39,4.0739780129994734e-20,3.2809397145311355e-20,5.669429036614181e-31,8.318387897514086e-32,1.0404775786173234e-20,3.7899092954134384e-39,1.0971308538063942e-22,3.0899493054026785e-58,3.149912730127018e-64,1.653524623607794e-25,3.282255924327911e-48
2.6463139013180664e-13,0.08996842265952877,3.76,0.0,0.9780327151090012,0.9999999999989607,3.0495763928809304e-24,2.1525324101395577e-42,6.573902010004082e-27,3.2270430315700723e-11,1.094534704128443e-12,1.1018750342042573e-17,5.516221376862947e-14,1.9594106947267577e-18,1.0393645062935303e-12,5.867555608386033e-19,3.6716458250080715e-19,3.0690972630630608e-18,2.9911335994802034e-32,2.3251663338117425e-20,1.6660793268787362e-38,1.6295979020510206e-19,1.3123898434960612e-19,4.535578862854509e-30,6.655062700166273e-31,3.689088488095362e-20,6.064030633664803e-38,4.381063802620691e-22,9.981468799585958e-57,2.372964188116016e-62,1.320592759010771e-24,1.0503539451838613e-46
5.292645749222559e-13,0.08996842265978261,3.76,0.0,0.9780327150917714,0.9999999999979213,2.439647980124632e-23,1.7710934786760794e-41,2.6290062993884604e-26,6.454105104177149e-11,2.189095434668507e-12,4.4075208900531276e-17,1.1032697455462831e-13,7.837745484621648e-18,2.078736523722446e-12,2.3470738037275345e-18,1.4686556220750895e-18,1.227632133968556e-17,2.392995387649564e-31,9.300714211685754e-20,2.6658239847128582e-37,6.518345720716064e-19,5.249590911711734e-19,3.628455498630196e-29,5.324519224605657e-30,1.3810692035375782e-19,9.702826286637399e-37,1.746459977761623e-21,3.253933510365605e-55,1.9670719842731986e-60,1.052909043818736e-23,3.3612405886184996e-45
1e-12,0.08996842266029034,3.76,0.0,0.9780327150611223,0.9999999999960725,1.7628257857791545e-22,1.3495295627766388e-40,9.639794654316166e-26,1.2194467672964072e-10,4.136174170226345e-12,1.616784395990872e-16,2.0846108217404228e-13,2.8751198855317546e-17,3.927595937878507e-12,8.609917995384857e-18,5.387312672715703e-18,4.5031598613784445e-17,1.7292601296016555e-30,3.4117287077161317e-19,3.823342947871744e-36,2.3910310943915604e-18,1.9256807021008183e-18,2.6218439486304833e-28,3.848066619324131e-29,4.897860902546938e-19,1.3915927950526826e-35,6.364336668580403e-21,9.637741402213306e-54,1.632284454407262e-58,7.55786444867372e-23,9.604127695671877e-44
1.0585309445031543e-12,0.08996842266029034,3.76,0.0,0.9780327150573115,0.9999999999958425,1.9516799986701772e-22,1.4953075494702966e-40,1.0511511636435928e-25,1.2908220717758102e-10,4.378272706565279e-12,1.7630115079247573e-16,2.206630149391191e-13,3.1351564396974715e-17,4.157481946024655e-12,9.388636074129953e-18,5.87455600758913e-18,4.9104369036786026e-17,1.9145208854492676e-30,3.720296402384053e-19,4.2655883010732475e-36,2.6072816880475954e-18,2.099845539727287e-18,2.9027263782652106e-28,4.260328050007648e-29,5.335136554214485e-19,1.5525581287677618e-35,6.938520530498346e-21,1.0795632858730443e-53,1.8327958244347725e-58,8.366686482269725e-23,1.0756505395802623e-43
1.5877973140840527e-12,0.08996842266079805,3.76,0.0,0.9780327150228515,0.9999999999937638,5.580516699158478e-22,4.425282911557339e-40,2.2330313677329036e-25,1.9362327799783265e-10,6.567505789199175e-12,3.746400300704708e-16,3.310055741571074e-13,6.662286255688121e-17,6.2362287558604414e-12,1.9951332150975102e-17,1.2483321270604868e-17,1.0434533302066895e-16,5.474564167448117e-30,7.905637618601357e-19,1.5700728350889053e-35,5.540384863885875e-18,4.4621807003948276e-18,8.299913468287104e-28,1.2183170040968168e-28,1.1218944496741488e-18,5.714649188288881e-35,1.467539059956297e-20,5.006371649048008e-53,9.75225544656448e-58,2.3831191453039124e-22,5.032241764317383e-43
2.646330053245849e-12,0.08996842266181346,3.76,0.0,0.9780327149539313,0.999999999989606,2.564499616839384e-21,2.2505889053793257e-39,6.168932897687915e-25,3.227050783822983e-10,1.0946195196779234e-11,1.035768839062966e-15,5.517167680950713e-13,1.8419801515258693e-16,1.0393727926379902e-11,5.516292371617816e-17,3.451188391704677e-17,2.88473460474266e-16,2.5162377280423134e-29,2.185679158936174e-18,1.2081788506563372e-34,1.531688355035382e-17,1.2336665249219285e-17,3.814229615004812e-27,5.600776419032252e-28,3.0705474365953304e-18,4.397511620637169e-34,4.008981066030467e-20,7.071680618583538e-52,4.923087338451869e-56,1.0825778519155985e-21,7.350692329322446e-42
3.599009518491466e-12,0.08996842266272734,3.76,0.0,0.9780327148919029,0.9999999999858641,5.772538625309891e-21,5.393435417133392e-39,1.0979446215456091e-24,4.388784230810712e-10,1.488719598851358e-11,1.8443962494399833e-15,7.503779054091175e-13,3.280083879711512e-16,1.4135481664091728e-11,9.823276639526614e-17,6.14544495682615e-17,5.13673027703245e-16,5.664524598976154e-29,3.8920495602062944e-18,3.327599306475721e-34,2.7274057086351836e-17,2.1967997061409304e-17,8.585664439099038e-27,1.2609951180156827e-27,5.447831739649327e-18,1.2111861341943565e-33,7.082471375952226e-20,2.4239776952297472e-51,2.6212763326006927e-55,2.421282727416732e-21,2.631961040415193e-41
4.551688983737083e-12,0.08996842266364122,3.76,0.0,0.9780327148298743,0.999999999982122,1.0910226040051775e-20,1.0764042867003287e-38,1.7130263550652736e-24,5.550514760182606e-10,1.882838764992333e-11,2.8791264336682152e-15,9.490613373800527e-13,5.120355889863009e-16,1.787724014890495e-11,1.5334892927608861e-16,9.592969346180058e-17,8.018307059398681e-16,1.0707188927709425e-28,6.075547697717693e-18,7.495267136013548e-34,4.2573964097149676e-17,3.429242996318547e-17,1.622720631955879e-26,2.3838404696363467e-27,8.485070241985491e-18,2.728157324780587e-33,1.096831446143156e-19,6.582199076143979e-51,8.108929367027725e-55,4.545831167532233e-21,6.955389487891081e-41
5.5043684489827e-12,0.0899684226645551,3.76,0.0,0.9780327147678455,0.9999999999783797,1.8235642132296423e-20,1.8994764156298896e-38,2.4545453034684416e-24,6.712242533601213e-10,2.276975960751829e-11,4.127434154247305e-15,1.14776582913714e-12,7.340537277553673e-16,2.1619003118367104e-11,2.1984530444366528e-16,1.3752004583481963e-16,1.149455098470101e-15,1.7898188042276033e-28,8.709744026914154e-18,1.4406684720024769e-33,6.103120070069029e-17,4.916079523033495e-17,2.712275868135032e-26,3.985315682787316e-27,1.2145701988385e-17,5.243846804870035e-33,1.560565287966637e-19,1.4918542016826972e-50,2.3967818298718773e-54,7.551052768462293e-21,1.5757843342993989e-40
7.409727379473934e-12,0.08996842266638286,3.76,0.0,0.9780327146437873,0.9999999999708952,3.892967468978969e-20,4.4844617537224604e-38,4.2254343841084266e-24,9.035691795664885e-10,3.06529146835394e-11,7.111107808093585e-15,1.5452228394528854e-12,1.2647330745922218e-15,2.91025392859198e-11,3.787938459879487e-16,2.3692574539205106e-16,1.980305385669028e-15,3.8217128964505776e-28,1.5005947017206062e-17,3.725998344346981e-33,1.0514522312652237e-16,8.469895339501007e-17,5.790262454452108e-26,8.511541997207224e-27,2.088859238206177e-17,1.3562444675864017e-32,2.654938549501409e-19,5.043503296808901e-50,1.3995919268603306e-53,1.5959452371954375e-20,5.508377979162658e-40
9.315086309965168e-12,0.08996842266821062,3.76,0.0,0.9780327145197283,0.9999999999634104,7.078708189765326e-20,8.916770045791417e-38,6.4622676677085675e-24,1.1359130870975086e-09,3.853673620383002e-11,1.0884246776789624e-14,1.9427576963201477e-12,1.9358582499703883e-15,3.6586092034847664e-11,5.798182843059812e-16,3.626292153089714e-16,3.0309360254967692e-15,6.950531873887346e-28,2.2968117997977685e-17,7.89173110113653e-33,1.609280276370617e-16,1.2964062679878744e-16,1.052872821792998e-25,1.548322560581233e-26,3.193576892899197e-17,2.8726065540467735e-32,4.014182316610476e-19,1.3071696802952365e-49,4.842196894923226e-53,2.874753122458551e-20,1.4347553712449248e-39
1e-11,0.08996842267003836,3.76,0.0,0.978032714475133,0.9999999999607198,8.576884376635746e-20,1.1170722048107875e-37,7.387623064751907e-24,1.219432792550903e-09,4.137088388854341e-11,1.2446548223366249e-14,2.0856786767877297e-12,2.2137532094426496e-15,3.9276186741236916e-11,6.630601756295091e-16,4.146764322345282e-16,3.4659404726078495e-15,8.42224694156711e-28,2.6264932556007993e-17,1.0091583030656167e-32,1.8402426533508755e-16,1.482492140166379e-16,1.2757136326308237e-25,1.876325636553146e-26,3.6508081340470964e-17,3.6733880912388717e-32,4.569394183684034e-19,1.8083995214524795e-49,7.544503049790019e-53,3.4704366286869966e-20,1.9783526965672653e-39
1.1220445240456402e-11,0.08996842267003836,3.76,0.0,0.9780327143956684,0.9999999999559253,1.1709177193383204e-19,1.605300958864188e-37,9.195486023692677e-24,1.3682559068892866e-09,4.6421269368647304e-11,1.5500395246389346e-14,2.3403756807220228e-12,2.756968399578975e-15,4.406966249334892e-11,8.257807451604413e-16,5.164120654380953e-16,4.316227256324214e-15,1.1499524880559058e-27,3.2709259066365545e-17,1.4932160174682153e-32,2.291694441708972e-16,1.8462371842730814e-16,1.7416175485708773e-25,2.5622359599960943e-26,4.5443502271321534e-17,5.435451096669861e-32,5.646030165192952e-19,2.9802567671332023e-49,1.4279696559069575e-52,4.710134890427742e-20,3.243026184354494e-39
1.503116310143887e-11,0.08996842267369386,3.76,0.0,0.978032714147546,0.9999999999409542,2.7007122536360934e-19,4.407919004989618e-37,1.617161569355045e-23,1.832938222157853e-09,6.219251071226508e-11,2.7309201420858244e-14,3.1358657216130444e-12,4.857678746711919e-15,5.903685755959213e-11,1.4551046740139912e-15,9.097846285616963e-16,7.603841388931458e-15,2.6536558795249775e-27,5.762871598063984e-17,4.5273438282439676e-32,4.0371964157619216e-16,3.2528048780528275e-16,4.0171292100280407e-25,5.915802935932849e-26,7.997913670215275e-17,1.6480785306796971e-31,9.681534057277345e-19,1.4205830009315162e-48,1.1524119886821843e-51,1.0612844956560219e-19,1.398314345175357e-38
1.8841880962421336e-11,0.08996842267734934,3.76,0.0,0.9780327138994197,0.999999999925982,5.18771069612489e-19,9.712170825678241e-37,2.5147332537906423e-23,2.2976161190111273e-09,7.796664301471108e-11,4.2542622709638964e-14,3.931693474298563e-12,7.567883243197159e-15,7.400412462132864e-11,2.267106514591938e-15,1.417196769163784e-15,1.184435219220384e-14,5.099631002054678e-27,8.977515948010559e-17,1.0651674650752145e-31,6.288580696021467e-16,5.067309202664426e-16,7.716556499962633e-25,1.137419955560071e-25,1.2451025758414831e-16,3.877670117760399e-31,1.4688846559688498e-18,4.5385707193921747e-48,4.881843119342704e-51,1.994729932700142e-19,4.1131060377213695e-38
2.646331668438627e-11,0.08996842268466029,3.76,0.0,0.9780327134031567,0.9999999998960339,1.4266425733471682e-18,3.421850670474783e-36,4.904570195948018e-23,3.2269586501433233e-09,1.0952358611097391e-10,8.328997538611428e-14,5.5243628292374505e-12,1.48186259474296e-14,1.0393887504664284e-10,4.439909027653877e-15,2.7742646135107803e-15,2.3184651084336483e-14,1.4038371138991964e-26,1.7576358601947215e-16,4.185459396807317e-31,1.2309208090515984e-15,9.920974163668636e-16,2.1222009579918524e-24,3.1345683927935393e-25,2.4357774234398705e-16,1.5238300695635624e-30,2.723256188537516e-18,3.284250412127716e-47,5.932725894116524e-50,5.223297831749611e-19,2.3707192564514118e-37
4.170618812831615e-11,0.0899684226992821,3.76,0.0,0.9780327124105871,0.9999999998361232,5.674579365266136e-18,1.978391530676926e-35,1.2027839481167148e-22,5.085590669696038e-09,1.7267218656508512e-10,2.059071590218692e-13,8.71375734611593e-12,3.664579679263574e-14,1.6380924223957913e-10,1.0983364352053341e-14,6.8567659607146476e-15,5.729434522564819e-14,5.595838177106772e-26,4.345268319464059e-16,2.786507888154401e-30,3.0417005564121943e-15,2.4527276720980146e-15,8.442206572468901e-24,1.2524277352609627e-24,6.017306838531403e-16,1.0146847761847118e-29,6.048819353165798e-18,5.358011083457827e-46,1.785878273771294e-48,1.8754161727040753e-18,2.607217968720673e-36
7.21919310161759e-11,0.08996842272852527,3.76,0.0,0.9780327104252742,0.9999999997162446,3.027755197464298e-17,1.7019097016459844e-34,3.537213591755721e-22,8.802642606706592e-09,2.9910824195260784e-10,6.156291183077813e-13,1.5108772329135064e-11,1.0963700183200246e-13,2.8355345104396876e-10,3.288282920118716e-14,2.049012598714016e-14,1.7116380589217305e-13,2.9987912529917465e-25,1.2992207773917161e-15,2.7643096549913375e-29,9.085844514451308e-15,7.333748277875529e-15,4.5055398986123336e-23,6.7443675324242e-24,1.79806736908849e-15,1.0069363722479258e-28,1.4897879068547604e-17,1.5854079666800791e-44,1.0252606230011972e-46,8.261752663903306e-18,4.599756193691489e-35
9.999999999999999e-11,0.08996842275776792,3.76,0.0,0.9780327086141366,0.9999999996068287,7.867556094484324e-17,5.659428379208962e-34,6.693978916112209e-22,1.2192965777802768e-08,4.1460041024348647e-10,1.1806217790173253e-12,2.0960959917066868e-11,2.1036777451499922e-13,3.927841397841142e-10,6.312974095316498e-14,3.9278659534269483e-14,3.280369295380663e-13,7.817393350512785e-25,2.4916651426724894e-15,9.470730755039534e-29,1.7411443990763014e-14,1.4064956492920386e-14,1.1709458311197683e-22,1.764323921422345e-23,3.447443001399155e-15,3.450818876705893e-28,2.471285330243925e-17,8.392757041467283e-44,7.179344304085452e-46,1.8964477563254823e-17,2.044302988095584e-34
1.0267767390403564e-10,0.08996842275776792,3.76,0.0,0.9780327084397297,0.9999999995962895,8.46429366006869e-17,6.17070407466185e-34,7.049683605300612e-22,1.2519411840554928e-08,4.2572942653307965e-10,1.2446568446384106e-12,2.1525424656756394e-11,2.217869968051877e-13,4.033023040110555e-10,6.655947024556569e-14,4.1407731972949684e-14,3.45811632420301e-13,8.411990888039832e-25,2.626816274096426e-15,1.0340040244761227e-28,1.835474759908532e-14,1.482787218304968e-14,1.2597722087613068e-22,1.898927410481608e-23,3.6343686656085724e-15,3.7676185079524496e-28,2.5745730065663005e-17,9.320680829286567e-44,8.035556798084903e-46,2.024066453085336e-17,2.256711114328457e-34
1.3316341679189538e-10,0.08996842278701006,3.76,0.0,0.9780327064539536,0.9999999994762582,1.8033342239716157e-16,1.6030451417036392e-33,1.1692622373925743e-21,1.623589850982381e-08,5.525357264530015e-10,2.0929752918464665e-12,2.7963718192862757e-11,3.7315589291214404e-13,5.23055817362546e-10,1.1205119113130346e-13,6.959997353032395e-14,5.811145451482064e-13,1.798145878955659e-24,4.417330338822767e-15,2.7288042195813085e-28,3.0840949685108635e-14,2.493519504277629e-14,2.6844036928959704e-22,4.073667643547038e-23,6.110529235401568e-15,9.946083717762182e-28,3.76928863140819e-17,3.5858962002389958e-43,4.015543645652521e-45,3.8403437329877465e-17,7.431928142493824e-34
1.6364915967975512e-10,0.08996842281625164,3.76,0.0,0.9780327044679459,0.9999999993561505,3.292757750877174e-16,3.443050212711929e-33,1.741871093571712e-21,1.995210275823594e-08,6.795271268779091e-10,3.1605683360354763e-12,3.4423656863029883e-11,5.63805713412137e-13,6.428140078490531e-10,1.6939714988658312e-13,1.0505692151047668e-13,8.769451816729493e-13,3.294198343960425e-24,6.670779401815863e-15,5.93598338845524e-28,4.653675446462606e-14,3.765577287240161e-14,4.902305625016722e-22,7.489481190178466e-23,9.22643919864378e-15,2.1642669331245923e-27,5.0213556926532974e-17,1.0868423209874997e-42,1.521294197556212e-44,6.299533843468316e-17,1.955390509386277e-33
2.2462064545547462e-10,0.08996842287473326,3.76,0.0,0.9780327004952353,0.9999999991157071,8.309888611026667e-16,1.1209119207786134e-32,3.1955137634010022e-21,2.7383664524967007e-08,9.340651733628106e-10,5.9535176131280955e-12,4.7408484008535785e-11,1.0631778725421605e-12,8.823444822817498e-10,3.197969639425734e-13,1.9772823473661275e-13,1.6497185147880251e-12,8.369086686968318e-24,1.2566541964476276e-14,1.9796359756305686e-27,8.752876256348283e-14,7.093676814060732e-14,1.2375759172103165e-21,1.916233351824354e-22,1.7377101388668103e-14,7.222633990186079e-27,7.622364896002161e-17,6.48790929523841e-42,1.3214471722337284e-43,1.3131162635966432e-16,8.980972183945784e-33
