Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113),C3H4(430),C4H7(54),C4H7(1650),C2H2O(167),C3H3(1111),C4H7(64),H2CC(23),C4H7(1651),C4H6(61)
8.835900832497333e-05,0.5472978656075353,3.76,0.0,0.8678021623034341,0.9998218089424249,5.348559996187917e-05,1.0856539212758874e-23,3.0542551115348062e-18,1.2213052778009995e-05,1.246383766733124e-05,8.854554163341068e-05,0.0006102516704550666,1.6404295844715508e-06,0.0004311360636340497,1.1112399045827966e-10,9.911104280959464e-10,0.00012278990178681237,7.191246985981138e-08,1.9154317711978424e-07,8.157888554645613e-08,4.550928951963639e-08,2.8021267192958354e-06,2.690535714283319e-05,1.5626582348337097e-10,3.665237143736653e-08,3.187819928737629e-13,4.3971580207613836e-10,1.4331934229424121e-18,2.3719446835766286e-09,2.150997437315321e-15,3.38508783913697e-17,2.8726308728352734e-09,1.9234557041925508e-19,6.766020919405696e-13,4.294832647605224e-09,1.8522306398769008e-13,7.813626900517826e-13,9.249960704314765e-17,1.0887313295146409e-17,3.438234810341489e-14,2.9755704029330725e-09,4.479151312113739e-12,8.578589627723923e-18,7.458233665876183e-12,1.1572285687953392e-16,4.127177702382849e-23,3.9237052319537e-13,9.444214403834404e-15,2.0757191925457e-22,9.607007213594401e-14,8.551353424473511e-16,7.089497053452427e-18,6.2451862835468684e-18,5.511590226799799e-16,8.96792791554292e-18,1.7897679114002807e-12,4.4580853625586996e-14,3.638405821401125e-13
8.970971165538598e-05,0.5472990422625404,3.76,0.0,0.8677862424258289,0.9998175389195817,5.4973405533999675e-05,1.1356416041209963e-23,3.166333575659927e-18,1.2212340624535713e-05,1.2586158857444102e-05,9.008537097132792e-05,0.0006252398632289805,1.6565165812117102e-06,0.0004417097363664315,1.1546014465431535e-10,1.0420187594555832e-09,0.00012526061109738768,7.190777678144363e-08,1.9342230464074026e-07,8.28424182695643e-08,4.5955815174987956e-08,2.8749866668400874e-06,2.792040887295871e-05,1.6203864679125722e-10,3.8516236204332347e-08,3.220802640703052e-13,4.565935609170132e-10,1.5214166567217083e-18,2.4181629465482245e-09,2.293114334769566e-15,3.518685380424557e-17,2.99158851377206e-09,1.9999451370183434e-19,7.177711032732977e-13,4.525056130439749e-09,1.875735891342282e-13,8.032699694739813e-13,9.509474216396573e-17,1.1192741411504277e-17,3.5350172107863365e-14,3.093637065063556e-09,4.54113191576364e-12,9.033047566439158e-18,7.641107386888929e-12,1.1856818904966134e-16,4.356944256132069e-23,4.024367968760207e-13,1.0098160677949344e-14,2.2215869054156187e-22,1.0351000482789012e-13,9.105521367476838e-16,7.548926582210856e-18,6.579946019011129e-18,6.150352602647239e-16,9.549010141661062e-18,1.8337648218700176e-12,4.762506279636887e-14,3.9338293119575127e-13
9.106041498579863e-05,0.5473002301127009,3.76,0.0,0.8677701719771834,0.9998132299803697,5.6484240746324484e-05,1.190173212963779e-23,3.2821577564192435e-18,1.2211673935171699e-05,1.2709277614612156e-05,9.162533334316467e-05,0.0006403772279798879,1.6727055101630574e-06,0.0004523868564484459,1.1991106354123162e-10,1.0947883615917123e-09,0.00012773798574959285,7.190333911529674e-08,1.953136531308579e-07,8.412202665255799e-08,4.6405191696037726e-08,2.948743920240086e-06,2.8955684249748533e-05,1.6795568504681257e-10,4.044791744243999e-08,3.2540534547597663e-13,4.739076967982051e-10,1.6139111677820492e-18,2.4645089350813368e-09,2.4426488085156566e-15,3.65577745381793e-17,3.113439353425222e-09,2.0784137112710878e-19,7.607824799416741e-13,4.764058849559124e-09,1.89950965828058e-13,8.256489497503363e-13,9.774567755974799e-17,1.1504737302086115e-17,3.6338882690462895e-14,3.2150191445206593e-09,4.604078326509414e-12,9.504711511191266e-18,7.82581458959234e-12,1.2144201485056523e-16,4.596153914947857e-23,4.126264684201683e-13,1.0786719837588442e-14,2.375438031731446e-22,1.1139671138390564e-13,9.687824301688832e-16,8.031681112120542e-18,6.927471237253992e-18,6.850959414477689e-16,1.0159590151435e-17,1.878200737485097e-12,5.0831038598966585e-14,4.248474971228384e-13
9.241111831621127e-05,0.547301429236678,3.76,0.0,0.867753949928621,0.999808881903669,5.8018397882853325e-05,1.2452380165528756e-23,3.401474918067512e-18,1.2211060470183377e-05,1.2833202893874637e-05,9.316543537545594e-05,0.000655664774242492,1.6889975285150053e-06,0.00046316807868586893,1.244788627694892e-10,1.1494654785533478e-09,0.00013022203323831768,7.189920328388728e-08,1.9721736095262028e-07,8.541780977723877e-08,4.685745193726283e-08,3.0234021249809957e-06,3.0011247646869196e-05,1.7401954239541006e-10,4.244910511694735e-08,3.2875762015848027e-13,4.916662617289913e-10,1.7108403142561313e-18,2.5109848689183045e-09,2.599905343678371e-15,3.796412130938694e-17,3.238212304932185e-09,2.1588878595621645e-19,8.056929947350591e-13,5.012066749470777e-09,1.9235506716417103e-13,8.485068192205413e-13,1.0045341664242544e-16,1.1823417741410297e-17,3.734880154496274e-14,3.33978802433556e-09,4.668010048990501e-12,9.994024506601879e-18,8.012374465383024e-12,1.2434453262802568e-16,4.845089896534348e-23,4.2294130253552543e-13,1.151123017927627e-14,2.5376084169623212e-22,1.1974982886183289e-13,1.02993740896797e-15,8.538682419612102e-18,7.288090489928797e-18,7.618273613963665e-16,1.0800833583744016e-17,1.923078662859816e-12,5.420540487831632e-14,4.583322288066556e-13
9.376182164662392e-05,0.547302639713891,3.76,0.0,0.867737575241385,0.9998044944658513,5.957617098487364e-05,1.3011154264090407e-23,3.524529635868346e-18,1.2210507269813745e-05,1.2957942681257314e-05,9.470568462900977e-05,0.0006711035222495006,1.7053936642163213e-06,0.00047405406481348077,1.2916568540378528e-10,1.2060972040682398e-09,0.0001327127618140601,7.189541138095159e-08,1.9913355141773158e-07,8.67298622542955e-08,4.7312625142308045e-08,3.0989650054718676e-06,3.10871642774919e-05,1.802328552342004e-10,4.4521519767755245e-08,3.32137456298033e-13,5.098774102071943e-10,1.8123725064624676e-18,2.557592945679272e-09,2.7651983572491236e-15,3.9406649589605586e-17,3.365936582021164e-09,2.241406831504565e-19,8.525605814354924e-13,5.269309922411136e-09,1.9478680130502932e-13,8.718524033562023e-13,1.0321895564492334e-16,1.2148900117303164e-17,3.8380315544514916e-14,3.4680163489372332e-09,4.732947278061782e-12,1.0501439379350384e-17,8.200806365759124e-12,1.2727594334338328e-16,5.1040421563441364e-23,4.333830862615231e-13,1.2273067498976055e-14,2.7084455768287775e-22,1.285895803744559e-13,1.0941316899122566e-15,9.070880708141362e-18,7.662138365401983e-18,8.4574572491835385e-16,1.1473941961095135e-17,1.968401635134644e-12,5.775499958432688e-14,4.93938953375094e-13
9.511252497703657e-05,0.5473038616244381,3.76,0.0,0.8677210468678209,0.9998000674410964,6.115785577482039e-05,1.3631222515765997e-23,3.6517381710254575e-18,1.2210020737435581e-05,1.3083504099654914e-05,9.624608951394044e-05,0.0006866945018433815,1.7218948300241051e-06,0.0004850454827108715,1.3397370256993236e-10,1.2647314931366203e-09,0.00013521018019928388,7.189200167116574e-08,2.010623344317148e-07,8.805827477944728e-08,4.777073733749985e-08,3.175436363424453e-06,3.21835001970516e-05,1.8659829246952654e-10,4.6666912886781406e-08,3.3554520279687433e-13,5.285493998467926e-10,1.9186813040024774e-18,2.604335379444294e-09,2.9388524543783216e-15,4.08860498729966e-17,3.496641701511327e-09,2.326006796279483e-19,9.014443529865529e-13,5.536022660627036e-09,1.972465594179803e-13,8.956952928812461e-13,1.0604329562371261e-16,1.2481303649453274e-17,3.943384829430924e-14,3.599778036594126e-09,4.798910200312817e-12,1.1027416409140575e-17,8.391130009681436e-12,1.3023644983182407e-16,5.373307495724387e-23,4.439536290072925e-13,1.3073645962569021e-14,2.8883090989255353e-22,1.3793678619421125e-13,1.1614835329246764e-15,9.629256399122942e-18,8.049955557940685e-18,9.373985136356328e-16,1.2180155077908157e-17,2.014172720822622e-12,6.148688035596756e-14,5.317734978625068e-13
9.781393163786186e-05,0.5473063400689382,3.76,0.0,0.8676875248315241,0.9997910937181252,6.439415134063563e-05,1.4900916486848713e-23,3.91782166108227e-18,1.2209270518836655e-05,1.3337116532359633e-05,9.932740364414008e-05,0.0007183373177569809,1.7552153977306443e-06,0.0005073473121266498,1.4396214366329795e-10,1.3882039585104548e-09,0.00014022512224217475,7.188646522663434e-08,2.0495805887447888e-07,9.076452560316167e-08,4.8695868669933835e-08,3.3311200973918765e-06,3.443769833142617e-05,1.9979638030923876e-10,5.118379754882018e-08,3.424457183063369e-13,5.673094525564676e-10,2.1463496533325447e-18,2.698231992938177e-09,3.3125948127837966e-15,4.395762838576384e-17,3.767114065680486e-09,2.501567241611307e-19,1.0055028767648312e-12,6.098815318558812e-09,2.0225003290520506e-13,9.44903575790354e-13,1.1187249463420517e-16,1.3167354219604446e-17,4.160833493055978e-14,3.874203623975504e-09,4.933991740710878e-12,1.2136938341996217e-17,8.777531495166067e-12,1.3624556956592051e-16,5.94399988431854e-23,4.654883544162757e-13,1.4796880241688867e-14,3.2766164884471323e-22,1.5823989548464755e-13,1.3061512386118917e-15,1.0828613319521658e-17,8.868291666819694e-18,1.1462622918079718e-15,1.369704641941815e-17,2.1070716293317865e-12,6.952686329518243e-14,6.145701122834936e-13
9.999999999999998e-05,0.5473086105861165,3.76,0.0,0.8676599387204377,0.9997837140353834,6.708560167257171e-05,1.598017268691568e-23,4.145261025602188e-18,1.2208903734235532e-05,1.3544801940575948e-05,0.00010182144457213342,0.0007443983009209066,1.7824931326378257e-06,0.0005257091230026514,1.524187373835424e-10,1.4944041193048813e-09,0.00014430304422495874,7.188337326805804e-08,2.0814821989335675e-07,9.300312833141476e-08,4.945329575526981e-08,3.4597980021924015e-06,3.63222319086998e-05,2.1094516888014585e-10,5.5067971834767905e-08,3.4811422123037466e-13,6.000960287599834e-10,2.3461242217265456e-18,2.7746278627623853e-09,3.64243212418033e-15,4.655646760813959e-17,3.994971257230428e-09,2.650010013825235e-19,1.0961318272286174e-12,6.5840177054370775e-09,2.0638285176775033e-13,9.86250536987738e-13,1.1677052891024122e-16,1.37438123287816e-17,4.343557224460149e-14,4.107267920650151e-09,5.046475423951063e-12,1.3093167975138385e-17,9.095927253691995e-12,1.4119528166768106e-16,6.438638325986191e-23,4.833076385416514e-13,1.6317388495752562e-14,3.620519233701535e-22,1.7634129547741032e-13,1.4335243913907189e-15,1.1884590552337457e-17,9.573806701331103e-18,1.3431032020871994e-15,1.5032586299477754e-17,2.1835868975048164e-12,7.663008730207688e-14,6.89056599079015e-13
0.00010024519763260463,0.5473086105861165,3.76,0.0,0.8676568187283173,0.9997828796791607,6.739159423540561e-05,1.6135627454407626e-23,4.171707560130793e-18,1.220887695442719e-05,1.3568234582014954e-05,0.00010210121790589716,0.0007473469801710035,1.7855703242921366e-06,0.0005277863381178151,1.5338857852916568e-10,1.5066770774173544e-09,0.00014476153813031226,7.188310959608342e-08,2.0850815356105522e-07,9.325694738553588e-08,4.9538744962151695e-08,3.4743821268697884e-06,3.653699050556404e-05,2.1222237544668024e-10,5.5516798316953557e-08,3.4875479293694673e-13,6.038545528142896e-10,2.3694389226147514e-18,2.783220124385448e-09,3.681032118551736e-15,4.685450181575139e-17,4.021036083318913e-09,2.667026689322198e-19,1.106668598673534e-12,6.640152903771893e-09,2.0685139113105845e-13,9.909758823387877e-13,1.1733021152699037e-16,1.3809683092127406e-17,4.364440399224683e-14,4.134038814650493e-09,5.059273407203694e-12,1.320378137775627e-17,9.131962373589072e-12,1.4175535373248269e-16,6.496016936908777e-23,4.853286190065754e-13,1.6495290234863185e-14,3.660833093963057e-22,1.7846968317907085e-13,1.4484134097803054e-15,1.2008026775795721e-17,9.655430849267414e-18,1.3668750007286274e-15,1.518870076377452e-17,2.192244465437718e-12,7.746176870917258e-14,6.978542367208863e-13
0.0001026764636273474,0.5473109194171005,3.76,0.0,0.8676255980647897,0.999774533793201,7.047118063849735e-05,1.755839646013231e-23,4.440612775775406e-18,1.2208776833422224e-05,1.3802094922152164e-05,0.00010487569893860231,0.0007768662361250254,1.8162756654905979e-06,0.0005485775643477665,1.6324273179663276e-10,1.6324249048216823e-09,0.00014931976254255194,7.188145419528284e-08,2.1210028249560175e-07,9.58036508870592e-08,5.039143437329891e-08,3.620650150148422e-06,3.870350680963376e-05,2.251842755119614e-10,6.011494377018918e-08,3.551590421077986e-13,6.420259880038511e-10,2.610953960293433e-18,2.868676988645457e-09,4.0821011645928125e-15,4.988117397264058e-17,4.285089201504078e-09,2.839775811383037e-19,1.2153416474665608e-12,7.216013156048787e-09,2.115481600626256e-13,1.038794954450352e-12,1.229945741250705e-16,1.447633394255863e-17,4.5757812267082145e-14,4.40653117417589e-09,5.188191887250172e-12,1.4338315457932114e-17,9.49283488457416e-12,1.4736263604597033e-16,7.086392891484973e-23,5.056153257750152e-13,1.8343064642409337e-14,4.080485513226555e-22,2.0069591520304338e-13,1.6029175616873668e-15,1.3288930876594858e-17,1.049276841982509e-17,1.6226451312529288e-15,1.680870153211514e-17,2.2789179519883715e-12,8.610769125432072e-14,7.901986464482514e-13
0.00010510772962209017,0.5473132670466094,3.76,0.0,0.8675938565051575,0.9997660546948769,7.363468884123861e-05,1.8911953269426723e-23,4.723241381422219e-18,1.2208992456942853e-05,1.4038718073041224e-05,0.00010765091838502848,0.0008069013329930158,1.8473339398376856e-06,0.0005697250315594502,1.7353828946720778e-10,1.7657598116289402e-09,0.0001538998362911845,7.188163171726874e-08,2.1573476010433762e-07,9.840507401864976e-08,5.1254010333950846e-08,3.769948984814561e-06,4.093766256864694e-05,2.386988550028586e-10,6.498961867058538e-08,3.6166003965679324e-13,6.818757384710314e-10,2.8721114682242275e-18,2.9546147932449952e-09,4.518098805865212e-15,5.3041044410161994e-17,4.559456866140029e-09,3.0199990295007086e-19,1.3319115744187192e-12,7.827921347816059e-09,2.1633994374149674e-13,1.0884072868254383e-12,1.2887187550075388e-16,1.516804031760058e-17,4.7950634882669473e-14,4.692159464851663e-09,5.320865450252005e-12,1.5543537046770767e-17,9.860269219064402e-12,1.5306865085413608e-16,7.717125377299536e-23,5.26359928982774e-13,2.0349960359410217e-14,4.538166835125161e-22,2.250631192898872e-13,1.770494413198106e-15,1.4678212572418904e-17,1.1382522367327422e-17,1.9180928948889436e-15,1.8565757464717825e-17,2.3671107245299498e-12,9.551450466830283e-14,8.923823091793258e-13
0.00010753899561683294,0.5473156539611708,3.76,0.0,0.8675615876694588,0.9997574410116211,7.688391120764204e-05,2.0377735322289133e-23,5.021758797855081e-18,1.2209543493157395e-05,1.427812066959522e-05,0.00011042695270081264,0.0008374585645726083,1.878747146981443e-06,0.0005912328057358477,1.842892437978464e-10,1.907004161159875e-09,0.00015850179142852346,7.188375901420795e-08,2.194118404501258e-07,1.0106163957314258e-07,5.2126531812652204e-08,3.922304185652033e-06,4.3239881535173645e-05,2.5278324976243237e-10,7.015256389719799e-08,3.682593288471261e-13,7.234569238961663e-10,3.154193248442873e-18,3.041045703849642e-09,4.9914509439114115e-15,5.633888487680246e-17,4.844325919926195e-09,3.2079446064582514e-19,1.4567816657169718e-12,8.477451132145026e-09,2.212301301616373e-13,1.1398708048124432e-12,1.3496843122296348e-16,1.5885549982743222e-17,5.022542107636869e-14,4.991416818692818e-09,5.4574182152055084e-12,1.6822544134780323e-17,1.023438824178286e-11,1.5887464531136129e-16,8.39029528246861e-23,5.475741569628906e-13,2.252621366869013e-14,5.036635021397977e-22,2.5172302362576623e-13,1.9520196887970867e-15,1.6183131902919305e-17,1.2326981061379037e-17,2.2581915506475407e-15,2.0469048925818938e-17,2.4568415680948755e-12,1.0573486971106117e-13,1.005236975961092e-12
0.00010997026161157571,0.5473180806510398,3.76,0.0,0.8675287851404933,0.9997486913658687,8.022065372794786e-05,2.2167511669053088e-23,5.338304166281082e-18,1.2210447518672698e-05,1.4520316154581481e-05,0.00011320388261603264,0.0008685442634358289,1.9105168603440368e-06,0.000613104972580713,1.9550989525953818e-10,2.0564905414187042e-09,0.00016312564945421105,7.188794035111614e-08,2.2313172799437994e-07,1.0377375852895121e-07,5.3009045901223177e-08,4.077742036410182e-06,4.561059568581896e-05,2.6745496067792317e-10,7.561588409968966e-08,3.7495840144671293e-13,7.668238166238046e-10,3.4585489973418678e-18,3.1279817654946665e-09,5.504718209700775e-15,5.977939556179334e-17,5.13988665898958e-09,3.403857957690007e-19,1.590369293701738e-12,9.16622558956116e-09,2.2622137330721626e-13,1.1932445814831798e-12,1.4129067559590787e-16,1.6629625443065833e-17,5.258477649706486e-14,5.3048110160214945e-09,5.5979763457172395e-12,1.817853145132833e-17,1.0615316953443061e-11,1.6478187589510008e-16,9.108069653528961e-23,5.692700218079558e-13,2.4882560319160043e-14,5.578823467967352e-22,2.80834789278027e-13,2.1484160950964913e-15,1.7811338426296504e-17,1.3328504755056162e-17,2.6484011023278165e-15,2.252824890302759e-17,2.5481293950979003e-12,1.1682435883226165e-13,1.1296500310823434e-12
0.00011240152760631848,0.5473205476080355,3.76,0.0,0.8674954424695666,0.999739804376867,8.364673567208702e-05,2.3889162019585954e-23,5.6706239047061045e-18,1.2211720453639854e-05,1.4765315335855091e-05,0.00011598179270674215,0.000900164794611364,1.942644301651524e-06,0.000635345632959106,2.0721485488957572e-10,2.2145620001604566e-09,0.00016777141989529428,7.189427002069881e-08,2.2689458624675462e-07,1.0654183262554548e-07,5.390158988119017e-08,4.236289544442739e-06,4.805024499017256e-05,2.8273185854388013e-10,8.139205545476076e-08,3.8175867185355224e-13,8.120318551088269e-10,3.786599275458127e-18,3.2154348304555173e-09,6.060601863235535e-15,6.336593868020888e-17,5.446332892881453e-09,3.6079236757309674e-19,1.7331062554836694e-12,9.8959182868147e-09,2.3131209374990675e-13,1.2485751324802881e-12,1.4784528091142912e-16,1.7401041631386043e-17,5.503078691513256e-14,5.632864776963573e-09,5.74266401698802e-12,1.9614788173236038e-17,1.1003181757239136e-11,1.707916055317161e-16,9.872704788104705e-23,5.914598383959253e-13,2.74302564455684e-14,6.167852296223369e-22,3.125652472325754e-13,2.3606552489362073e-15,1.9570887186943348e-17,1.4389527111540217e-17,3.0947037422874715e-15,2.4753543174362766e-17,2.6409932271575644e-12,1.2884158447479572e-13,1.2665674645143171e-12
0.00011483279360106125,0.547323055326127,3.76,0.0,0.8674615531812611,0.999730778662162,8.716398932271498e-05,2.5671007883199917e-23,6.020696751474837e-18,1.2213376909975152e-05,1.5013126832716245e-05,0.00011876077105613202,0.0009323265503516786,1.975130400171106e-06,0.0006579588991211065,2.1941904963599143e-10,2.3815722825921114e-09,0.00017243909919287297,7.190283443611909e-08,2.3070054470408953e-07,1.0936625676635435e-07,5.4804192908257244e-08,4.3979744373717835e-06,5.0559277156359896e-05,2.9863218853735894e-10,8.749393351343577e-08,3.886615772449408e-13,8.591376561667504e-10,4.139838393016246e-18,3.3034167661494768e-09,6.6619498873906194e-15,6.710361065429821e-17,5.763862006978464e-09,3.8204069671177626e-19,1.8854391306041676e-12,1.0668254346808444e-08,2.365055737533702e-13,1.3059224632403403e-12,1.5463893531666516e-16,1.8200588773936358e-17,5.756609382889303e-14,5.976116012996052e-09,5.891612905319428e-12,2.113471308212762e-17,1.1398112053574057e-11,1.7690510703449354e-16,1.068654900766139e-22,6.141562252019051e-13,3.018110033880549e-14,6.807040404474673e-22,3.470891402032663e-13,2.589759777721561e-15,2.1470256089572033e-17,1.5512556799921026e-17,3.603641059951444e-15,2.715565201405543e-17,2.7354521801069005e-12,1.418483320662849e-13,1.4169969699849867e-12
0.00011726405959580402,0.547325604300663,3.76,0.0,0.8674271107773717,0.9997216128388091,9.077425977607684e-05,2.7895742342314365e-23,6.3919052872703074e-18,1.221543046520372e-05,1.526375742763314e-05,0.00012154090899238549,0.0009650359458281676,2.007975839795039e-06,0.0006809488915956713,2.321377248024647e-10,2.557886071995602e-09,0.00017712866985285827,7.191371377684933e-08,2.3454970431037614e-07,1.1224742060095816e-07,5.571687732989207e-08,4.562825162170801e-06,5.3138147356109294e-05,3.151745741528718e-10,9.393476115021257e-08,3.9566855189605977e-13,9.081990278569836e-10,4.5198374670773106e-18,3.391939418022554e-09,7.311763269328399e-15,7.099785276153611e-17,6.092675028533595e-09,4.041589282304656e-19,2.0478296564340874e-12,1.1485011529895591e-08,2.4180551943226567e-13,1.3653520785776384e-12,1.6167841874593047e-16,1.902907374543162e-17,6.019357781079033e-14,6.335118127095202e-09,6.044958687208508e-12,2.2741809570677054e-17,1.1800240025724057e-11,1.8312366029453841e-16,1.1552045767889936e-22,6.373721125353049e-13,3.3147455121872346e-14,7.499918190174285e-22,3.8458936927285925e-13,2.8368055374148453e-15,2.3518364345541623e-17,1.6700179047609795e-17,4.182353093689632e-15,2.9745853800029125e-17,2.8315254517705784e-12,1.5590969784759634e-13,1.5820111747498236e-12
0.00011969532559054679,0.547328195028287,3.76,0.0,0.8673921087402293,0.9997123055243806,9.447940479084039e-05,3.005425559059018e-23,6.781170779107447e-18,1.2217893881566263e-05,1.5517212348473902e-05,0.00012432230088275914,0.0009982994155073896,2.0411810970662274e-06,0.0007043197365774943,2.4538644484537094e-10,2.7438792329253382e-09,0.0001818400997942115,7.192698330552475e-08,2.384421418326637e-07,1.1518570955687116e-07,5.6639659720432084e-08,4.7308708860276475e-06,5.578731793367069e-05,3.3237802112844353e-10,1.007281765998302e-07,4.027809622195143e-13,9.592749812585923e-10,4.928247696850684e-18,3.481014464375406e-09,8.013202461039002e-15,7.505204038744327e-17,6.432976695612681e-09,4.271657847664124e-19,2.2207550740838566e-12,1.2348021325568834e-08,2.472093780634113e-13,1.4269114169172626e-12,1.6897080650559832e-16,1.9887316527363245e-17,6.291537474923846e-14,6.710440338074282e-09,6.202833534540652e-12,2.4439679020996926e-17,1.2209699343966705e-11,1.894485483882391e-16,1.2471737073354032e-22,6.611207647926078e-13,3.6342272353754715e-14,8.250241090627418e-22,4.252572453169913e-13,3.1029236241694676e-15,2.5724589138896256e-17,1.7955057201609766e-17,4.838619254246718e-15,3.25360061263035e-17,2.929232311711668e-12,1.7109423048986128e-13,1.7627510017746477e-12
0.00012212659158528956,0.5473308280066493,3.76,0.0,0.867356540535559,0.9997028553378133,9.828129467124368e-05,3.2181147652083856e-23,7.190090349060318e-18,1.2220779283248879e-05,1.577349549710155e-05,0.00012710504397048393,0.0010321234100462912,2.0747464713786245e-06,0.0007280755636906836,2.5918109861052725e-10,2.939939056929174e-09,0.00018657334185067257,7.194271443319114e-08,2.423779134187346e-07,1.1818150610883557e-07,5.757255175182226e-08,4.902141498268367e-06,5.8507258101645675e-05,3.502619213605368e-10,1.0788822157577583e-07,4.1000022702595333e-13,1.0124257409613562e-09,5.366803535422117e-18,3.5706536391839648e-09,8.76959406643978e-15,7.927157214288466e-17,6.784975528687832e-09,4.510893951014104e-19,2.404708501594968e-12,1.3259170054154614e-08,2.527202556325012e-13,1.490662337933368e-12,1.7652318937933395e-16,2.0776152829694168e-17,6.573420973778582e-14,7.102667942773611e-09,6.365378218297563e-12,2.6232040427959268e-17,1.2626626906382696e-11,1.958810628131294e-16,1.3448266442129317e-22,6.854157821019756e-13,3.977911660247815e-14,9.06200406949946e-22,4.69292745263584e-13,3.3893027027142376e-15,2.8098784869103965e-17,1.9279934383637073e-17,5.58090116846498e-15,3.553856974962772e-17,3.0285920925391052e-12,1.8747407748215565e-13,1.9604291700787474e-12
0.00012455785758003232,0.5473335037342586,3.76,0.0,0.8673203996149652,0.9996932609001319,0.00010218181217698242,3.492403775944781e-23,7.623869159062129e-18,1.2224098299938275e-05,1.6032609635453503e-05,0.0001298892382459541,0.0010665143936034991,2.108672109906661e-06,0.0007522205040551949,2.7353790268657414e-10,3.1464645110185025e-09,0.00019132833339828445,7.196097558222663e-08,2.463570574868475e-07,1.2123519057038567e-07,5.851556090086453e-08,5.076667613740457e-06,6.129844362556058e-05,3.6884605715163287e-10,1.154293494766345e-07,4.1732780001833564e-13,1.0677127565250973e-09,5.837326010821709e-18,3.6608687514847987e-09,9.584437746059294e-15,8.366285024576712e-17,7.148883905737413e-09,4.759625286083482e-19,2.600199347983636e-12,1.422039997792263e-08,2.583434117453408e-13,1.5566782190572075e-12,1.843427049083104e-16,2.169643664131781e-17,6.865329687642759e-14,7.512402625739095e-09,6.5327398642665866e-12,2.812272627630119e-17,1.3051163093047076e-11,2.024225014115224e-16,1.4484382208218875e-22,7.102711051038585e-13,4.347219102428408e-14,9.939456870407398e-22,5.169047733496031e-13,3.697191580413451e-15,3.0651304564011623e-17,2.067763508877641e-17,6.418387487973034e-15,3.8766635994278185e-17,3.129624182501895e-12,2.0512513726271392e-13,2.176333838789364e-12
0.00012698912357477507,0.5473362227103028,3.76,0.0,0.8672836794180957,0.9996835208350592,0.0001061828524551727,3.7645279240502414e-23,8.078470893597286e-18,1.222786218153718e-05,1.6294556535460298e-05,0.0001326749863472039,0.001101478841506457,2.142958028137445e-06,0.0007767586886127389,2.8847340046663816e-10,3.363866488564231e-09,0.00019610499609237357,7.198183287585659e-08,2.503795970435605e-07,1.2434714132946427e-07,5.946869098612048e-08,5.254480577569735e-06,6.416135649833951e-05,3.8815060447671257e-10,1.2336643367448585e-07,4.247650576065802e-13,1.1251987130891505e-09,6.341726319455644e-18,3.751671464530986e-09,1.0461413275802692e-14,8.822921056861382e-17,7.524918140353822e-09,5.018039436090923e-19,2.807753665077329e-12,1.5233710421284412e-08,2.640751843908603e-13,1.6250074175754375e-12,1.9243685364489254e-16,2.2649035559873557e-17,7.167482416551647e-14,7.940262814135029e-09,6.705059790257888e-12,3.01156697461716e-17,1.3483449860574138e-11,2.0907416258259095e-16,1.5582941290238845e-22,7.357010404939532e-13,4.743636398931145e-14,1.0887120149852599e-21,5.683114273246874e-13,4.027901207002772e-15,3.339301645811609e-17,2.215106676951089e-17,7.361040712321157e-15,4.223394785093487e-17,3.2323480189989987e-12,2.2412721485263743e-13,2.4118323950546082e-12
0.00012942038956951783,0.5473389854345092,3.76,0.0,0.867246373374542,0.9996736337695376,0.00011028632298833118,4.016034919912992e-23,8.554435291683295e-18,1.2232081888851161e-05,1.655933709835724e-05,0.0001354623934845697,0.0011370232382134934,2.1776041255094392e-06,0.0008016942466689468,3.040044666813797e-10,3.592568062415768e-09,0.00020090323569766058,7.200535068338552e-08,2.5444554154404643e-07,1.2751773551825908e-07,6.043194262699743e-08,5.4356124704434995e-06,6.70964846058095e-05,4.0819613578527393e-10,1.3171477587332555e-07,4.3231344450765455e-13,1.1849475399522058e-09,6.882009297036059e-18,3.843073513052318e-09,1.1404387836390268e-14,9.297619645435702e-17,7.913298562268458e-09,5.28642676823779e-19,3.0279145303294184e-12,1.6301158899547818e-08,2.699180829111892e-13,1.6957121881765436e-12,2.0081316172614153e-16,2.3634832764012578e-17,7.480154063012088e-14,8.386883945350551e-09,6.882488515485147e-12,3.2214929565574993e-17,1.3923632484425689e-11,2.158373523234043e-16,1.6746912348904104e-22,7.617202641028544e-13,5.168719679587301e-14,1.1909802802267845e-21,6.237402696763087e-13,4.3828071564320764e-15,3.633532447858709e-17,2.3703221545507272e-17,8.4196460752798e-15,4.595492534178172e-17,3.3367830830307743e-12,2.44564181784536e-13,2.6683753913071732e-12
