Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219)
5.27382305711655e-08,0.31415757069186884,3.76,0.0,0.8667241183290048,0.9987402773963936,0.0009913899707373734,2.1710965455057023e-10,1.9978091248431244e-08,0.04991740723871167,0.005218464069842317,0.012595817074186126,0.007634633815505816,0.021321226570002197,0.00017639776072209316,0.012585066839437794,5.18040140491121e-07,2.870364763830928e-06,3.8443533957135246e-05,3.70216246267977e-06,2.465280705109834e-05,0.0007590920765928129,0.00017008194704904648,6.0355113067992774e-06,1.323821546189949e-05,0.0002082296897079573,1.1761770147980453e-06,2.059121560815683e-08,1.1770101485372752e-08,2.5088359216811087e-09,2.2223100546816977e-08,1.2498884658401413e-07,6.4967832401594645e-06,2.3789393240992872e-06,7.596261912289414e-07,2.502901139995752e-10,3.295084680847627e-09,1.795495097684309e-08,3.6334762175486924e-11,2.0519081679044674e-08,9.015492949608084e-09,5.691941491292856e-07
5.324006155632806e-08,0.3142011452621453,3.76,0.0,0.8658362380106911,0.9987082817039076,0.0010238444430813469,2.2325723628209632e-10,2.0153090323763727e-08,0.050294170588172364,0.005289217484876209,0.012811698982645387,0.0077631662154484405,0.021835851266576254,0.0001795056554231296,0.012929814536828198,5.251986013770624e-07,2.892886327468679e-06,4.023651859388035e-05,3.809087218864536e-06,2.608548637767497e-05,0.0007755212599483179,0.00017377781603703695,6.3342441733061375e-06,1.3793381144344333e-05,0.00021216140949056956,1.2362881440637777e-06,2.0871524157909577e-08,1.276912693193474e-08,2.733623671847383e-09,2.285001165921921e-08,1.318212003773133e-07,6.809147752962043e-06,2.406293267153209e-06,8.073054637908491e-07,2.6390051576983167e-10,3.419413275605703e-09,1.8540377236174743e-08,3.8531007875571197e-11,2.1001302304609774e-08,9.708012668573273e-09,6.063670543869144e-07
5.374189254149062e-08,0.3142450778439049,3.76,0.0,0.864941119190387,0.998675788506401,0.0010569811475408624,2.2950167062015473e-10,2.0328242441220547e-08,0.05066998005515948,0.0053599584206514405,0.013028980290967673,0.00789214572791775,0.022357307832254692,0.0001826438795419735,0.013280018942122,5.323554313052483e-07,2.915329812904932e-06,4.2091016157666284e-05,3.918375964404212e-06,2.758486382293276e-05,0.0007920870996836343,0.00017752668012853664,6.644472164913649e-06,1.436670977920572e-05,0.00021611640478774908,1.2987141709690943e-06,2.115183514365331e-08,1.3839963186121076e-08,2.9758171491551377e-09,2.3492415130285836e-08,1.3894490967891355e-07,7.133783149233952e-06,2.4338181042952184e-06,8.574093822907809e-07,2.78089209619709e-10,3.5476059028385905e-09,1.9138943778171864e-08,4.0833153732136805e-11,2.1494527752024044e-08,1.0445758279649594e-08,6.455289444530074e-07
5.424372352665318e-08,0.3142893682364601,3.76,0.0,0.8640387671083337,0.99864279609818,0.0010908050502270396,2.35843060690121e-10,2.0503567990299138e-08,0.051044861216833735,0.005430674817251794,0.013247651543122472,0.008021552658743224,0.022885590019857387,0.00018581230257417407,0.013635687237168109,5.395093468852835e-07,2.9376967271758266e-06,4.400825810536095e-05,4.030062890585115e-06,2.9153226389369874e-05,0.0008087873129704,0.00018132904866204264,6.966497595239714e-06,1.4958647732411002e-05,0.00022009418453868945,1.3635111900275151e-06,2.1432102844930783e-08,1.498678001974661e-08,3.236546880291746e-09,2.4150583858953998e-08,1.4636858314365748e-07,7.471065440542179e-06,2.4615161217925247e-06,9.100307387070768e-07,2.9287325090459246e-10,3.6797689611137817e-09,1.9750818137442376e-08,4.324492236157321e-11,2.199915463481915e-08,1.1231153709681822e-08,6.867615391354789e-07
5.474555451181574e-08,0.3143340161770198,3.76,0.0,0.8631291882041948,0.9986093028386389,0.0011253210048809104,2.422815014586498e-10,2.0679087332558195e-08,0.05141883941818218,0.005501354683878503,0.013467703357885533,0.0081513673657613,0.023420690324102926,0.00018901078679492173,0.013996825568722709,5.466590715574063e-07,2.959988567732204e-06,4.598947314283849e-05,4.144182186598214e-06,3.079290700711379e-05,0.0008256195978471866,0.0001851854333848862,7.3006259589959985e-06,1.556964936043222e-05,0.00022409425738603158,1.430735517060451e-06,2.1712281837914485e-08,1.621392437480121e-08,3.5170019341954496e-09,2.4824790041787297e-08,1.541009441359904e-07,7.821378606259376e-06,2.4893895671052703e-06,9.652645456180987e-07,3.08269922864641e-10,3.8160116461719045e-09,2.03761688327355e-08,4.577011010531775e-11,2.2515595034300885e-08,1.2066723187161786e-08,7.301487781684483e-07
5.5247385496978296e-08,0.3143790213410933,3.76,0.0,0.8622123901113888,0.9985753071519937,0.0011605337521229258,2.4881708015615515e-10,2.0854820796127153e-08,0.05179193976037515,0.005571986103868651,0.013689126428104853,0.008281570266630706,0.02396259998930376,0.00019223918738537127,0.014363439053982529,5.538033361443799e-07,2.9822068217155426e-06,4.8035886437372076e-05,4.260768026311774e-06,3.250628444353136e-05,0.0008425816342857876,0.000189096348323768,7.647165831974632e-06,1.6200177090662644e-05,0.00022811613184214026,1.5004436560837763e-06,2.199232701421246e-08,1.752592431017658e-08,3.818432091954134e-09,2.5515305002708585e-08,1.621508282517094e-07,8.185114651434475e-06,2.5174406482241375e-06,1.0232080433472294e-06,3.242967317796127e-10,3.956446002753058e-09,2.1015165388483015e-08,4.841258663537909e-11,2.3044276879765053e-08,1.2955094041892457e-08,7.7577684006358e-07
5.5749216482140856e-08,0.3144243833429197,3.76,0.0,0.8612883816509226,0.9985408075269896,0.0011964479187541346,2.5544987669345827e-10,2.1030788670372857e-08,0.052164187089318755,0.00564255723963791,0.013911911519928679,0.008412141846581938,0.024511309017598442,0.00019549735256223122,0.014735531786540476,5.609408793960596e-07,3.004352965241325e-06,5.0148718829242544e-05,4.379854555006788e-06,3.4295783183828076e-05,0.0008596710852555476,0.00019306230965343115,8.006428767991873e-06,1.685070149973535e-05,0.00023215931645588148,1.5726922657545103e-06,2.227219359935316e-08,1.8927492867030243e-08,4.142150055954774e-09,2.622239902302197e-08,1.7052718073918458e-07,8.562673661650411e-06,2.545671533027976e-06,1.0839607057248262e-06,3.409714019258165e-10,4.101186975767364e-09,2.1667978355904374e-08,5.117629450209313e-11,2.3585644330468888e-08,1.3898999534166138e-08,8.237341598784819e-07
5.6251047467303415e-08,0.3144701017359214,3.76,0.0,0.8603571728247297,0.9985058025165867,0.0012330680171089908,2.62179964072413e-10,2.1207011200731085e-08,0.052535605984414854,0.005713056337542741,0.014136049471996285,0.008543062666092342,0.025066806177712717,0.0001987851237104975,0.015113106842758003,5.680704485260763e-07,3.026428462690628e-06,5.2329186043477526e-05,4.501475876087492e-06,3.61638732825989e-05,0.0008768855977854908,0.0001970838355635049,8.378729192875944e-06,1.752170138967787e-05,0.000236223319979707,1.6475381254146877e-06,2.2551837170931103e-08,2.0423531844456965e-08,4.489533697344017e-09,2.6946341171918176e-08,1.792390538218499e-07,8.95446385478681e-06,2.574084348661514e-06,1.1476242444493108e-06,3.583118703386999e-10,4.250352460740793e-09,2.2334779333614534e-08,5.406524862406004e-11,2.41401581590913e-08,1.4901281712336513e-08,8.741114458774409e-07
5.6752878452465975e-08,0.31451617601318305,3.76,0.0,0.8594187748085261,0.998470290737622,0.0012703984444597327,2.690074087903424e-10,2.1383508583710038e-08,0.05290622074754042,0.005783471732657233,0.014361531194592275,0.00867431336847825,0.025629079014240507,0.0002021023355192024,0.015496166288548378,5.75190799740089e-07,3.0484347660107772e-06,5.4578497902635555e-05,4.625666037779283e-06,3.811307018632708e-05,0.0008942228040239659,0.00020116144612355514,8.764384295590261e-06,1.8213663861798385e-05,0.00024030765153684787,1.725038100770167e-06,2.2831213676395615e-08,2.2019135477167157e-08,4.8620283407958016e-09,2.7687399137656466e-08,1.882956039238549e-07,9.360901629607636e-06,2.602681180933242e-06,1.2143026120311519e-06,3.7633628138476527e-10,4.404063353467402e-09,2.3015740987674333e-08,5.7083535720275554e-11,2.4708296136410028e-08,1.5964894297628257e-08,9.270016950608685e-07
5.7254709437628534e-08,0.3145626056079543,3.76,0.0,0.8584731999441858,0.9984342708704463,0.001308443482472244,2.7593227123814025e-10,2.1560300962072627e-08,0.053276055392257715,0.005853791853459992,0.014588347668765383,0.008805874687396017,0.02619811385743568,0.00020544881612004993,0.015884711186564284,5.823006987550773e-07,3.070373314025822e-06,5.689785754154738e-05,4.752459019826378e-06,4.014593452686024e-05,0.000911680322295479,0.00020529566314638164,9.163713916586765e-06,1.892708438820103e-05,0.00024441182078842376,1.8052491092426883e-06,2.3110279450465584e-08,2.3719594006924908e-08,5.261149085518333e-09,2.844583905961468e-08,1.9770608880086368e-07,9.782411611096045e-06,2.6314640737335184e-06,1.2841020033050893e-06,3.950629811466947e-10,4.562443598799467e-09,2.3711037071024402e-08,6.023531368453395e-11,2.529055341691902e-08,1.7092905594992317e-08,9.82500207540914e-07
5.7756540422791094e-08,0.3146093898941754,3.76,0.0,0.8575204617316402,0.9983977416585432,0.0013472072967133063,2.82954606091914e-10,2.1737408420203985e-08,0.053645133633266236,0.005924005226426648,0.014816489945412549,0.008937727454243996,0.026773895833504573,0.0002088243872288041,0.016278741603782947,5.893989213091587e-07,3.0922455317576273e-06,5.928846062492295e-05,4.881888720201556e-06,4.226507188592697e-05,0.0009292557581543728,0.00020948701004960482,9.577040433487694e-06,1.966246688082979e-05,0.0002485353381002719,1.8882280850340453e-06,2.3388991232153942e-08,2.553039713957403e-08,5.688483161370087e-09,2.9221925361396968e-08,2.0747986457807803e-07,1.0219426692461e-05,2.6604350284729806e-06,1.3571308554975775e-06,4.1451051162574294e-10,4.7256202385073e-09,2.4420842442244534e-08,6.352481090224546e-11,2.588744292510507e-08,1.8288501428780097e-08,1.0407045997418402e-06
5.825837140795365e-08,0.31465652818702683,3.76,0.0,0.856560574820321,0.99836070190812,0.001386693936209109,2.900744626980662e-10,2.1914850979670326e-08,0.054013478876107,0.005994100480523691,0.015045949144329347,0.009069852605457635,0.02735640887538911,0.00021222886428929377,0.01667825661948162,5.964842536614384e-07,3.114052829758323e-06,6.17514945687275e-05,5.013988941840223e-06,4.447313253079002e-05,0.0009469467054349601,0.00021373601171558652,1.0004688644197508e-05,2.042032375794244e-05,0.0002526777147093052,1.974031943941671e-06,2.3667306181386287e-08,2.7457237379579503e-08,6.1456923188930596e-09,3.0015920585187015e-08,2.1762638269765136e-07,1.0672388073742656e-05,2.6895960035413058e-06,1.4334998468380705e-06,4.3469760476562917e-10,4.89372345814108e-09,2.514533308358208e-08,6.695632550987483e-11,2.6499495742098542e-08,1.9554988101975638e-08,1.101714816404898e-06
5.876020239311621e-08,0.31470401974350054,3.76,0.0,0.8555935550001408,0.9983231504876838,0.0014269073330548789,2.972918854517328e-10,2.2092648594974807e-08,0.05438111420712942,0.006064066351599571,0.015276716453227673,0.009202231189690234,0.027945635734029705,0.0002156620566198964,0.01708325433359549,6.035554930814127e-07,3.135796603454848e-06,6.428813776622287e-05,5.148793379411053e-06,4.6772811121165465e-05,0.0009647507472977059,0.0002180431943497348,1.0446985647549733e-05,2.1201176007918732e-05,0.0002568384628892061,2.0627175479653473e-06,2.394518189519878e-08,2.950601323413382e-08,6.63451525201126e-09,3.082808522753156e-08,2.2815518677774754e-07,1.1141745296945994e-05,2.718948913786397e-06,1.5133218937044376e-06,4.5564317630233215e-10,5.06688663282765e-09,2.5884686118194212e-08,7.053422459727324e-11,2.7127261492409692e-08,2.0895795377691265e-08,1.1656331413786146e-06
5.926203337827877e-08,0.3147518637629929,3.76,0.0,0.8546194191920311,0.9982850863275907,0.0014678513020754476,3.0460691416851754e-10,2.2270821149515666e-08,0.05474806238373026,0.006133891686669169,0.015508783126721814,0.009334844374872114,0.0285415579900968,0.0002191237675623597,0.017493731875450266,6.106114483274721e-07,3.1574782325062933e-06,6.689955881956198e-05,5.286335606135333e-06,4.916684638756965e-05,0.0009826654572710222,0.0002224090853372431,1.090426072159674e-05,2.2005553250308962e-05,0.0002610170961152713,2.1543416697450537e-06,2.422257642350131e-08,3.168283227902268e-08,7.156770052083717e-09,3.1658677576736434e-08,2.390759093855857e-07,1.1627956277634812e-05,2.7484956300140417e-06,1.5967121462944815e-06,4.773663194443625e-10,5.24524637193599e-09,2.663907982655056e-08,7.426294335324065e-11,2.7771308730458893e-08,2.231447948159965e-08,1.2325642071765767e-06
5.976386436344132e-08,0.3148000593879201,3.76,0.0,0.8536381854380403,0.9982465084195771,0.0015095295405365614,3.120195844494835e-10,2.2449388451751532e-08,0.05511434582487408,0.00620356544808793,0.01574214048528394,0.00946767345514119,0.029144156066179327,0.00022261379463281862,0.01790968541286079,6.17650940114064e-07,3.179099080174741e-06,6.958691577781378e-05,5.426649060667053e-06,5.165802078128898e-05,0.0010006884002882173,0.0002268342130983184,1.137684519965308e-05,2.2833993794032042e-05,0.0002652131292282185,2.248960956870235e-06,2.4499448284392507e-08,3.399401407861222e-08,7.71435669194397e-09,3.250795355205419e-08,2.503982687268909e-07,1.2131487332920843e-05,2.7782379785081023e-06,1.683787982817235e-06,4.998862983882437e-10,5.428942562545888e-09,2.740869366194403e-08,7.814698415471933e-11,2.843222532660633e-08,2.3814726123943063e-08,1.3026150032860173e-06
6.026569534860388e-08,0.3148486057043529,3.76,0.0,0.8526498728910042,0.9982074158162718,0.001551945627906709,3.1952992803938004e-10,2.262837023157832e-08,0.05547998660190362,0.006273076717612153,0.015976779914170135,0.00960069985763826,0.029753409239418258,0.00022613192967486343,0.018331110161586978,6.246728015671016e-07,3.200660492710249e-06,7.235135538228546e-05,5.569767034045621e-06,5.42491600961985e-05,0.0010188171337191195,0.00023131910694195552,1.186507234420581e-05,2.3687044692634737e-05,0.0002694260785967749,2.3466318961009534e-06,2.4775756479014097e-08,3.6446092952510046e-08,8.3092595385025e-09,3.3376166544838485e-08,2.621320652542556e-07,1.2652813205785517e-05,2.8081777405712845e-06,1.774669002199405e-06,5.232225416740913e-10,5.618118411655359e-09,2.8193708265059847e-08,8.219091560008463e-11,2.911061885238453e-08,2.5400353539729635e-08,1.3758948832117258e-06
6.076752633376644e-08,0.31489750174267206,3.76,0.0,0.851654501803799,0.9981678076306852,0.0015951030256692062,3.271379731781056e-10,2.280778613692177e-08,0.05584500642964878,0.006342414700342155,0.01621269286231813,0.009733905149160612,0.03036929565457272,0.0002296779590145132,0.01875800039513809,6.316758786672229e-07,3.2221637987506313e-06,7.519401231999383e-05,5.715722656733044e-06,5.694313306268831e-05,0.0010370492083958838,0.00023586429691831767,1.2369277218807701e-05,2.4565261796526595e-05,0.0002736554622788672,2.4474107775414824e-06,2.5051460505933065e-08,3.904582058166422e-08,8.943549892434658e-09,3.4263567261837325e-08,2.742871781969932e-07,1.319241708567473e-05,2.8383166520865353e-06,1.8694770153040747e-06,5.473946353863399e-10,5.812920487063434e-09,2.899430547755425e-08,8.639937148706262e-11,2.980711696463539e-08,2.707531554569611e-08,1.452515570241014e-06
6.1269357318929e-08,0.31494674647824356,3.76,0.0,0.8506520935181848,0.9981276830356838,0.0016390050771842618,3.348437449454252e-10,2.298765573054924e-08,0.05620942665784142,0.0064115687285452045,0.016449870841218028,0.009867271042667774,0.03099179233750595,0.00023325166361694709,0.019190349454915632,6.386590306805253e-07,3.243610308736635e-06,7.811600848612514e-05,5.8645488857470955e-06,5.974285091398666e-05,0.0010553821696324662,0.0002404703136697848,1.2889796558071434e-05,2.5469209802108215e-05,0.0002779008001812384,2.551353658806989e-06,2.5326520375040664e-08,4.180016844689812e-08,9.619388553424907e-09,3.517040357079225e-08,2.8687356201513836e-07,1.3750790625309896e-05,2.8686564030991093e-06,1.9683360346604684e-06,5.724223162048033e-10,6.0134987568661235e-09,2.9810668354596534e-08,9.077704973586737e-11,3.0522367788251866e-08,2.8843704612587242e-08,1.5325911619167564e-06
6.177118830409156e-08,0.3149963388321113,3.76,0.0,0.8496426704532526,0.9980870412634423,0.0016836550076007027,3.426472655989796e-10,2.3167998487103788e-08,0.056573268262843646,0.006480528265355321,0.016688305423757033,0.010000779403633584,0.031620875209078136,0.00023685281924484678,0.019628149760685516,6.456211305764282e-07,3.265001314343103e-06,8.111845225630472e-05,6.016278491901973e-06,6.26512669252006e-05,0.0010738135582372432,0.0002451376882807356,1.3426968635885043e-05,2.6399462297713446e-05,0.00028216161421731965,2.6585163292238597e-06,2.5600896620958115e-08,4.471633009313294e-08,1.0339028409388098e-08,3.60969203485072e-08,2.999012427803259e-07,1.432843395366151e-05,2.8991986374193585e-06,2.0713722627053266e-06,5.983254643114103e-10,6.2200066275046935e-09,3.064298117632973e-08,9.532871125821425e-11,3.1257040297223636e-08,3.0709754951273457e-08,1.6162381332067248e-06
6.227301928925412e-08,0.31504627767170995,3.76,0.0,0.8486262560934849,0.9980458816048804,0.0017290559238170276,3.5054855490563913e-10,2.334883379036348e-08,0.05693655183969587,0.0065492829083473045,0.016927988243039684,0.01013441225623909,0.03225651909943272,0.00024048119661819914,0.020071392821369168,6.525610654323308e-07,3.2863380879266786e-06,8.420243776948171e-05,6.1709440471676014e-06,6.567137592542365e-05,0.0010923409115182442,0.00024986695212613093,1.3981133131970756e-05,2.7356601806289373e-05,0.0002864374284631899,2.768954274104202e-06,2.5874550315940014e-08,4.7801723212824944e-08,1.1104817048040865e-08,3.704335933154521e-08,3.133803144863488e-07,1.4925855685034516e-05,2.929944952246254e-06,2.17871407853816e-06,6.251240961580825e-10,6.432600980306769e-09,3.149142945820777e-08,1.000591787729274e-10,3.20118246936858e-08,3.267784561120097e-08,1.7035753383587485e-06
6.277485027441668e-08,0.3150965618115933,3.76,0.0,0.8476028749764402,0.998004203409082,0.0017752108144914005,3.585476304662754e-10,2.3530180930727972e-08,0.05729929759449126,0.006617822392982495,0.017168910991184692,0.010268151789400964,0.03289869776266236,0.00024413656157541193,0.020520069246143587,6.59477736824761e-07,3.307621881990575e-06,8.736904422221473e-05,6.328577912158651e-06,6.880621378329083e-05,0.0011109617642804472,0.0002546586367189666,1.4552630996911084e-05,2.8341219824741416e-05,0.0002907277693114618,2.8827226391348193e-06,2.6147443082267e-08,5.106399154243773e-08,1.191919938915061e-08,3.8009958969706705e-08,3.27320935292261e-07,1.5543572924217888e-05,2.9608968978117116e-06,2.290492023194357e-06,6.528383571013657e-10,6.651442206462334e-09,3.235619996016856e-08,1.0497333556892162e-10,3.278743278466953e-08,3.4752503589642065e-08,1.7947240114324632e-06
6.327668125957924e-08,0.31514719001418023,3.76,0.0,0.8465725526800754,0.9979620060826965,0.0018221225501001948,3.6664450803403763e-10,2.371205910293435e-08,0.05766152533708176,0.006686136595924053,0.017411065418099787,0.010401980362630648,0.03354738389184093,0.00024781867523559196,0.020974168755839642,6.663700612067344e-07,3.3288539286669154e-06,9.061933517512403e-05,6.489212223763997e-06,7.205885686638903e-05,0.001129673649814593,0.00025951327355667087,1.5141804315767405e-05,2.9353916859874174e-05,0.0002950321656229343,2.9998761949207736e-06,2.6419537104120204e-08,5.451100656608331e-08,1.278472033574617e-08,3.8996954282438094e-08,3.4173332370096e-07,1.6182111267653987e-05,2.9920559770457114e-06,2.406838783441842e-06,6.814885139095433e-10,6.876694240378239e-09,3.3237480694605136e-08,1.1007612421639901e-10,3.358459835625393e-08,3.693840695018769e-08,1.889807765499701e-06
6.37785122447418e-08,0.3151981609905171,3.76,0.0,0.8455353158097135,0.9979192890893247,0.001869793883044643,3.7483920182623516e-10,2.3894487404003583e-08,0.058023254474121086,0.006754215538219693,0.01765444333023581,0.010535880511719503,0.03420254913440717,0.00025152729416183636,0.021433680194628026,6.73236970271062e-07,3.350035439217095e-06,9.395435787225515e-05,6.6528788829271476e-06,7.543242147495954e-05,0.0011484741008769596,0.00026443139396651786,1.574899617041778e-05,3.0395302460862084e-05,0.00029935014887586193,3.120469301723313e-06,2.669079513893072e-08,5.815086902079545e-08,1.3704027442533546e-08,4.000457671831358e-08,3.56627754676243e-07,1.684200480058648e-05,3.0234236452622565e-06,2.5278891741086814e-06,7.110949471480892e-10,7.108524591356624e-09,3.4135460933098716e-08,1.15372545227161e-10,3.4404077544819906e-08,3.924038794890012e-08,1.9889525905068434e-06
6.428034322990436e-08,0.3152494734010547,3.76,0.0,0.8444911919846739,0.9978760519488907,0.0019182274478051315,3.831317248299453e-10,2.4077484831418527e-08,0.0583845040024493,0.006822049388350103,0.017899036589321553,0.01066983495424577,0.03486416410788566,0.0002552621705253872,0.021898591541981854,6.800774112993706e-07,3.371167603550621e-06,9.737514257407509e-05,6.81960954258793e-06,7.89300632503557e-05,0.00116736065065954,0.00026941352895013606,1.6374550500741617e-05,3.146599524818802e-05,0.0003036812533126903,3.2445558744315917e-06,2.6961180528198573e-08,6.199191019824685e-08,1.467987359972149e-08,4.1033054017727915e-08,3.72014555701389e-07,1.7523796090148912e-05,3.0550013098661987e-06,2.653780118950723e-06,7.416781434494253e-10,7.347104373544331e-09,3.505033121188037e-08,1.208676556649955e-10,3.524664920510742e-08,4.1663436166520286e-08,2.092286849793747e-06
6.478217421506692e-08,0.3153011258564402,3.76,0.0,0.8434402098245726,0.9978322942369972,0.001967425761142641,3.9152208910147326e-10,2.4261070281534072e-08,0.05874529250282263,0.006889628465141409,0.0181448371110805,0.010803826594899368,0.03553219841593063,0.00025902305227050194,0.02236888992490491,6.868903474966257e-07,3.392251589762826e-06,0.00010088270190480022,6.989435595795347e-06,8.255497655874673e-05,0.0011863308337500698,0.0002744602090271881,1.7018811964779855e-05,3.256662293899101e-05,0.00030802501608411827,3.3721893478071556e-06,2.7230657207776018e-08,6.604269303808398e-08,1.571511973042597e-08,4.2082610078931674e-08,3.879041027823786e-07,1.8228036174359327e-05,3.086790330080912e-06,2.7846506300700073e-06,7.732586876730687e-10,7.592608334102355e-09,3.598228333598999e-08,1.2656656770715564e-10,3.611311527478007e-08,4.421270164510183e-08,2.199941275265105e-06
6.528400520022948e-08,0.31535311691832396,3.76,0.0,0.8423823989353092,0.9977880155842664,0.002017391222346809,4.0001030605981075e-10,2.4445262548219403e-08,0.05910563813399249,0.00695694324054033,0.01839183686393103,0.010937838530620888,0.036206620664677856,0.00026280968327988994,0.022844561630414068,6.936747583109653e-07,3.4132885436918256e-06,0.00010447803021472857,7.1623881640013325e-06,8.631039385058232e-05,0.001205382187081336,0.0002795719640783038,1.7682125797999853e-05,3.3697822368768805e-05,0.00031238097739034906,3.5034226420396708e-06,2.7499189717611072e-08,7.031201300843133e-08,1.6812737499789284e-08,4.315346482753509e-08,4.0430681639891143e-07,1.895528454698972e-05,3.1187920166968586e-06,2.920641785896385e-06,8.058572549623436e-10,7.845214879546302e-09,3.6931510382103404e-08,1.324744471580039e-10,3.70043011352028e-08,4.6893498027423276e-08,2.3120489612114072e-06
6.578583618539204e-08,0.31540544510017704,3.76,0.0,0.8413177898947485,0.9977432156756696,0.0020681261135300517,4.085963867742425e-10,2.463008032173225e-08,0.05946555862713636,0.007023984342250866,0.018640027867671403,0.011071854055551472,0.036887398479389655,0.00026662180354056935,0.023325592118264665,7.004296397386818e-07,3.4342795884950763e-06,0.00010816210295822422,7.338498085544732e-06,9.019958499635879e-05,0.0012245122508692293,0.0002847493231873481,1.8364837671794863e-05,3.48602395093841e-05,0.0003167486806193993,3.6383081286518073e-06,2.7766743210948093e-08,7.480889876950865e-08,1.797581203391891e-08,4.4245834089599785e-08,4.21233157406433e-07,1.9706109138282556e-05,3.151007631841026e-06,3.061896707746352e-06,8.394946027039437e-10,8.105106100210813e-09,3.789820670000161e-08,1.3859651191595033e-10,3.792105596814152e-08,4.971130569750952e-08,2.4287453567779167e-06
6.678949815571716e-08,0.31551110664182963,3.76,0.0,0.8391683044424046,0.9976520510983597,0.0021719127305926287,4.260621836719206e-10,2.5001666627610386e-08,0.06018419295613491,0.007157208828717408,0.019139951955897697,0.011339830063470715,0.038267886505851376,0.000274321453282748,0.024303667222217995,7.138468828481505e-07,3.4761283276003067e-06,0.00011580028550566072,7.700311859244918e-06,9.839255122866372e-05,0.0012629986926078474,0.000295302964979244,1.9789839551625143e-05,3.728135656470873e-05,0.0003255175031369984,3.919242220989336e-06,2.8298776877659196e-08,8.45226501540064e-08,2.0511255589597644e-08,4.649595822859116e-08,4.5669874202963625e-07,2.128080072474702e-05,3.2160854517202646e-06,3.3607803952438525e-06,9.099690314986775e-10,8.64748947730887e-09,3.988479091398882e-08,1.5150431983562138e-10,3.983479037866629e-08,5.5780728975776053e-08,2.67645778960629e-06
6.769279392900976e-08,0.3156073391099897,3.76,0.0,0.8372108439927923,0.9975682182116448,0.0022679726445092984,4.4211620865844177e-10,2.5338418888959674e-08,0.06082967882866593,0.007276084153863444,0.01959387866068225,0.011580857353894152,0.039531717503265874,0.0002813356289537936,0.025202099508939264,7.258116877078814e-07,3.513645972916146e-06,0.00012298753359679017,8.037045582215194e-06,0.00010625727210515741,0.0012978811030655488,0.0003050308943179857,2.114215420689143e-05,3.957379435538583e-05,0.0003334450900239914,4.185086377499737e-06,2.877392220932918e-08,9.413866202020743e-08,2.3050386493815502e-08,4.8596726539397754e-08,4.905141966423717e-07,2.278452310399295e-05,3.2753987835359774e-06,3.649254503927987e-06,9.771582796749798e-10,9.162451015835284e-09,4.1734437374599526e-08,1.639072165393001e-10,4.165361587585423e-08,6.17702926296722e-08,2.916499061599766e-06
6.859608970230237e-08,0.31570463861506665,3.76,0.0,0.8352318759308116,0.99748269396702,0.0023665556880164036,4.584874976077776e-10,2.5677483657620724e-08,0.06147404295389064,0.007393934386235875,0.020051543116871278,0.011821645958853067,0.04081559402764641,0.00028842818559078566,0.02611763170283507,7.376659884615086e-07,3.551031262905592e-06,0.00013047655807299404,8.384474614462335e-06,0.00011460790853522308,0.0013329805274520698,0.00031497955591422194,2.2562699246050532e-05,4.197784236270298e-05,0.0003414037791571266,4.463549526394341e-06,2.924538247812921e-08,1.046430814916792e-07,2.5855051816817997e-08,5.077035840295004e-08,5.261902944450871e-07,2.4373847541700696e-05,3.3354226282640644e-06,3.957099632646813e-06,1.0480388865732154e-09,9.704017316272826e-09,4.364376485321169e-08,1.7708743188679405e-10,4.3569615861323523e-08,6.829695642043304e-08,3.1736208029512983e-06
6.949938547559497e-08,0.3158029948588222,3.76,0.0,0.8332316117447065,0.9973954783995369,0.0024676709885277106,4.751761383482963e-10,2.6018966124157344e-08,0.06211737267596238,0.00751071079478112,0.020512900464073835,0.012062106161194082,0.04211929409070431,0.00029559748782424095,0.02705015084867494,7.494045627797315e-07,3.5882898793189437e-06,0.00013827228879044422,8.74276712753988e-06,0.0001234647877477309,0.0013682828580629412,0.0003251519856167512,2.4053487569849212e-05,4.449759923522455e-05,0.00034939103989255936,4.754912925022291e-06,2.9712977646330273e-08,1.1609700093616668e-07,2.8947706842702628e-08,5.301794897242876e-08,5.637889476475624e-07,2.605238717791447e-05,3.3961625642728593e-06,4.285220737516006e-06,1.1227337929045945e-09,1.027338602894541e-08,4.561395250440986e-08,1.9107706215391135e-10,4.5588648622918504e-08,7.539912389640722e-08,3.448696614649981e-06
