Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85)
5.573344834925026e-07,0.3086058598687705,3.76,0.0,0.08538230550569532,0.8986455096757714,0.09915278663553528,9.861776309192236e-07,2.0172554952710148e-05,0.07255023359139658,0.002004371465296836,0.07780363751443911,0.024429237916864043,0.2367319826364592,0.0034930109326558696,0.29289231622761513,2.345014705458642e-07,4.757855814921387e-06,0.0028470047261713875,0.0005041156972716578,0.046879899154129025,0.007602756513886112,0.010681810171101928,0.00287034169856792,0.03715134692341535,0.0020739504664153644,0.00016942157684477564,2.031194103757216e-08,0.0001374257709078209,0.00031761893132232864,1.309675057095261e-06,2.0279063416825136e-05,0.005524679489991339,1.961316670105991e-05,0.0026040870025414893,4.3565252974713464e-08,2.0690989931193316e-06,1.721048641802348e-06,6.28449834526713e-08,0.016021209258369907,0.0007987824526950706,0.0006299320977871478,4.077135775797203e-08,0.00101420005676546,9.650007791856541e-08,3.976770283358729e-10,0.00013638677861321858,0.00021224448958952416,2.3454150972227277e-10,2.7502648327630117e-10,8.295823489259941e-06,1.1979647758803598e-07,4.579050753719187e-07,0.0010681622365885505,1.9349001610067024e-07,3.8341038507227075e-09,0.0003047904077782856,3.4725399569866065e-08,2.667081888666378e-06,9.861366611382013e-09,8.428981585790395e-06,2.8232774009357925e-09,1.2325178582857175e-08,1.7022375927118704e-06,0.00023743690329111885,1.8651794609842705e-06
5.619440700367612e-07,0.308746094975862,3.76,0.0,0.08377065194957008,0.8973827186758613,0.10031149419190914,9.86556723949157e-07,2.0164202592855976e-05,0.0722594175150802,0.0019680896275703057,0.07810882892771473,0.024408329972343636,0.23682660844907732,0.003510009743381117,0.29510523555167056,2.2990454325469087e-07,4.730103405987756e-06,0.0028502669228304407,0.0005090415615623155,0.047662166815782454,0.007612277048687034,0.010741203742426727,0.0028814100746774947,0.03791091129823148,0.002074350276988155,0.0001693772046288583,2.020810010398563e-08,0.00013947489801664965,0.0003241231100731404,1.31116795172475e-06,2.0289571409939993e-05,0.005573440246239578,1.9607696789176935e-05,0.002643054907428745,4.360321808994811e-08,2.084149730091705e-06,1.7298404827572407e-06,6.383779798257312e-08,0.016240087939842295,0.0008168946492889843,0.0006340605510373019,4.077417707219505e-08,0.0010322044100117937,9.892274021287906e-08,4.0509758918474877e-10,0.00013588858248975028,0.00021207813702515992,2.3393564823465226e-10,2.743032933541608e-10,8.27528267023349e-06,1.219252218266479e-07,4.578357905441487e-07,0.001099501928015653,1.943637440357116e-07,3.851401044347516e-09,0.0003054181901690421,3.574661426256783e-08,2.6889743752928543e-06,9.904471407294268e-09,8.498914804872964e-06,2.8632121335816344e-09,1.2382989045996775e-08,1.7220725126359386e-06,0.00024122901651837115,1.8950123101710632e-06
5.665536565810197e-07,0.3088848858223933,3.76,0.0,0.08219285629347547,0.8961223074462576,0.10146814951554592,9.867778916270568e-07,2.0153227587122178e-05,0.07196674722138774,0.0019325195748803345,0.07840673158802057,0.024386888696478246,0.2368941629218605,0.0035264854632631047,0.2972969175912997,2.254061396756053e-07,4.702332847569005e-06,0.002853123335209889,0.0005138592050904442,0.048444247334761735,0.007621445867341309,0.010798502996986526,0.0028918586720275315,0.03867348226439263,0.0020745588005477936,0.00016930574216210238,2.0104589279845225e-08,0.00014150967969763311,0.0003306246662648743,1.312456042344372e-06,2.0295933608746862e-05,0.005620820106924957,1.9598622650085714e-05,0.002681858979722821,4.363219548165519e-08,2.0986100108059885e-06,1.7381906889615493e-06,6.482596825508616e-08,0.01645846879840144,0.0008350557088807178,0.0006380258523145538,4.077120190220175e-08,0.0010501232797754433,1.013581085110335e-07,4.1248580449330557e-10,0.00013538486373673096,0.0002118948006801604,2.3331303243643263e-10,2.7356122316849956e-10,8.254134049519451e-06,1.240452004967649e-07,4.5766452040172117e-07,0.001131171815991709,1.951911616936057e-07,3.867780691077964e-09,0.0003059938713105757,3.677864330080992e-08,2.710104234046641e-06,9.945218287718308e-09,8.566599735214496e-06,2.9028472042491645e-09,1.2437429236184927e-08,1.7415434823157967e-06,0.0002449876471521576,1.9245824175387915e-06
5.711632431252783e-07,0.30902225590698934,3.76,0.0,0.08064818924043134,0.8948643520124195,0.10262272556062985,9.868497064151274e-07,2.013977097923001e-05,0.0716724551905822,0.0018976511405667277,0.07869747398749159,0.0243649647890003,0.23693539700176294,0.003542442670727014,0.2994675477590552,2.210045433621956e-07,4.674559783992819e-06,0.002855586718245693,0.0005185675368467828,0.04922602789404915,0.00763027694132602,0.010853730522646113,0.002901700046703819,0.03943891131197856,0.002074582420641213,0.00016920813612433702,2.0001431178602234e-08,0.00014352977463344567,0.00033712152769401193,1.3135455190917668e-06,2.0298294198692986e-05,0.0056668240284794055,1.958605710185478e-05,0.0027204934163624333,4.365248337406513e-08,2.112487264539441e-06,1.7461068316358626e-06,6.58093111883594e-08,0.016676335699306037,0.0008532596488071463,0.0006418300443067376,4.0762652438473356e-08,0.0010679516400200744,1.0380537252565055e-07,4.198396912911269e-10,0.0001348762921739293,0.00021169540325098702,2.3267479918703044e-10,2.7280157827204124e-10,8.232417044112924e-06,1.2615589648654708e-07,4.5739520369503555e-07,0.0011631621460899872,1.959732267477485e-07,3.883261753877308e-09,0.0003065191143414388,3.782116842173852e-08,2.7304790539473344e-06,9.983657205119292e-09,8.63205938916789e-06,2.9421801133133747e-09,1.2488558271626603e-08,1.760649896420315e-06,0.0002487117277984521,1.953881363767323e-06
5.757728296695368e-07,0.30915822837743967,3.76,0.0,0.07913593416267203,0.8936089240815948,0.10377519731213987,9.867805221307521e-07,2.0123969795188572e-05,0.07137676385189957,0.0018634739567556314,0.07898118323638462,0.024342607050402535,0.23695104576106618,0.0035578861274489335,0.3016173133728925,2.166980270004127e-07,4.646799061829163e-06,0.0028576695734003677,0.0005231655775174399,0.05000739975673484,0.007638783835241113,0.010906909674339818,0.0029109468363043875,0.040207053237507125,0.0020744274295194133,0.00016908531433302006,1.9898647018197214e-08,0.00014553486825766323,0.00034361168556942763,1.3144424597049421e-06,2.0296794785586374e-05,0.005711458070170512,1.9570111841611605e-05,0.002758952689420207,4.3664374603903826e-08,2.12578931650205e-06,1.753596664329214e-06,6.678765419321545e-08,0.016893673530290004,0.0008715006052369846,0.0006454752561132165,4.074874648884126e-08,0.0010856846925267525,1.0626373721436738e-07,4.271573754093794e-10,0.0001343635062760322,0.0002114808378725835,2.320220431849842e-10,2.720256153084044e-10,8.210169636472117e-06,1.2825682178266826e-07,4.570317145534397e-07,0.001195463166860873,1.9671090191605206e-07,3.897863365289205e-09,0.00030699555666939326,3.8873871408789194e-08,2.750107026527771e-06,1.0019838445283337e-08,8.695318455096624e-06,2.981208800669798e-09,1.2536436544919668e-08,1.7793915439583464e-06,0.00025240024657393153,1.9829011666209627e-06
5.803824162137954e-07,0.3092928260263889,3.76,0.0,0.0776553871821852,0.892356091180453,0.10492554170136018,9.86578469531872e-07,2.0105957025572974e-05,0.07107988586472383,0.0018299774866080817,0.07925798499799026,0.02431986242669348,0.2369418284477216,0.0035728207658258762,0.30374640340737885,2.1248485630366406e-07,4.619064756598452e-06,0.00285938414518551,0.0005276524574291054,0.05078825816916695,0.007646979715850607,0.01095806450685818,0.002919611735132979,0.040977766149867575,0.0020741000244361386,0.00016893818541926706,1.9796256581500175e-08,0.0001475246720074341,0.00035009319466297427,1.31515282829488e-06,2.029157432793869e-05,0.005754729329067344,1.9550897319823355e-05,0.0027972315379096563,4.36681573187702e-08,2.1385243493183002e-06,1.7606680993785898e-06,6.776083506746029e-08,0.017110468165310973,0.0008897728348270572,0.0006489636948837375,4.072969443978651e-08,0.0011033178623057584,1.0873242399257273e-07,4.344371053964759e-10,0.00013384711410725103,0.00021125196854573951,2.3135581784319883e-10,2.712345430651576e-10,8.187428412261568e-06,1.303475167838266e-07,4.565778584848119e-07,0.0012280651417598185,1.9740515337854383e-07,3.9116046646980725e-09,0.00030742480856808395,3.993643448360931e-08,2.7689968955478824e-06,1.0053812362239294e-08,8.756403152745666e-06,3.0199316231721422e-09,1.2581125391218332e-08,1.7977685864425893e-06,0.0002560522457857,2.0116342705623887e-06
5.849920027580539e-07,0.30942607128804167,3.76,0.0,0.07620585722262098,0.8911059167908029,0.10607373752451915,9.862514529720153e-07,2.0085861620855337e-05,0.07078202440069425,0.0017971510543236572,0.07952800343072215,0.02429677605436626,0.23690844856073276,0.003587251676832834,0.30585500825790607,2.083632935963382e-07,4.591370199241051e-06,0.002860742418462539,0.0005320274143801394,0.05156850226366223,0.00765487736109655,0.011007219710542212,0.002927707470858484,0.04175091147033044,0.002073606304292033,0.00016876763856562822,1.9694278316473327e-08,0.00014949892256001883,0.0003565641733334987,1.315682473805712e-06,2.0282769045620548e-05,0.00579664587694253,1.952852262590849e-05,0.0028353249596663552,4.366411453096752e-08,2.1507008661097505e-06,1.7673291814265851e-06,6.872870173097742e-08,0.017326706428981525,0.00090807071607256,0.0006522976378345191,4.070569980646336e-08,0.0011208467928206808,1.1121067112978061e-07,4.4167724771976236e-10,0.00013332769426281426,0.00021100963059899472,2.3067713619580942e-10,2.7042952355694467e-10,8.16422860291045e-06,1.3242755003787517e-07,4.560373690584956e-07,0.0012609583604189906,1.980569489328611e-07,3.924504797015573e-09,0.0003078084519425775,4.1008540676538674e-08,2.78715790860577e-06,1.0085629231252537e-08,8.815341094440613e-06,3.0583473326418538e-09,1.2622686922221053e-08,1.8157815365559884e-06,0.0002596668205877217,2.0400735362234302e-06
5.896015893023125e-07,0.3095579862358079,3.76,0.0,0.07478666603484828,0.8898584604832503,0.10721976536444876,9.858071480457676e-07,2.0063808498693346e-05,0.07048337342583112,0.0017649838730031356,0.07979136113693513,0.02427339130554017,0.23685159394834893,0.003601184098268284,0.3079433195173449,2.0433160110469382e-07,4.5637280022869305e-06,0.002861756116473673,0.0005362897913678842,0.05234803496102702,0.007662489169076194,0.01105440054983381,0.0029352467826024363,0.04252635392703242,0.0020729522666140523,0.000168574543301427,1.9592729496050567e-08,0.0001514573810564155,0.0003630228034314101,1.3160371265125458e-06,2.0270512293104226e-05,0.005837216699155561,1.9503095384693446e-05,0.0028732282033177557,4.36525230661482e-08,2.1623276553450326e-06,1.773588065114856e-06,6.969111176267296e-08,0.017542376061751252,0.0009263887503701593,0.000655479424639085,4.067696439194578e-08,0.0011382673410539662,1.1369773326934494e-07,4.488762674172805e-10,0.00013280579681347493,0.00021075463118076717,2.2998697183041684e-10,2.6961167313399823e-10,8.14060409461373e-06,1.3449651732885584e-07,4.554139046266093e-07,0.0012941331492724898,1.986672556257761e-07,3.936582984666637e-09,0.0003081480392544372,4.2089874175957954e-08,2.804599770795272e-06,1.0115339384362156e-08,8.872161152283505e-06,3.096455054957378e-09,1.2661184058237071e-08,1.8334312373898188e-06,0.0002632431176196386,2.068212229710974e-06
5.94211175846571e-07,0.3096885925807111,3.76,0.0,0.0733971481982882,0.8886137780486739,0.10836360751516122,9.852530001474876e-07,2.00399185621312e-05,0.07018411798182074,0.0017334650704858027,0.08004817911804567,0.024249749833116983,0.2367719369269882,0.0036146234033889914,0.3100115297646079,2.003880439745504e-07,4.536150085673826e-06,0.00286243669952672,0.0005404390342221728,0.05312676287311925,0.007669827166971271,0.01109963280462311,0.002942242400414752,0.04330396154431873,0.0020721438048603683,0.0001683597493521145,1.9491626156433688e-08,0.00015339983231504138,0.00036946733009089516,1.316222397448852e-06,2.0254934523264894e-05,0.00587645163546081,1.94747216631788e-05,0.0029109367603524965,4.3633654424052395e-08,2.1734137574337724e-06,1.7794529963214334e-06,7.064793227013733e-08,0.017757465685805503,0.0009447215628099053,0.0006585114501761373,4.064368307042436e-08,0.0011555755724413465,1.1619288244457629e-07,4.5603274235064747e-10,0.00013228194424946962,0.00021048774977768485,2.2928625984019721e-10,2.6878206361398544e-10,8.116587462904272e-06,1.3655404075100208e-07,4.5471104559102635e-07,0.0013275798815466158,1.99237038465134e-07,3.947858356240098e-09,0.00030844509259701303,4.3180120656859114e-08,2.821332600348046e-06,1.0142992985781346e-08,8.926893331182478e-06,3.134254269276874e-09,1.2696680221191044e-08,1.8507188422099277e-06,0.0002667803336328099,2.096044011783553e-06
5.988207623908296e-07,0.3098179116705637,3.76,0.0,0.0720366511000133,0.8873719216274046,0.10950524790924226,9.845962238648257e-07,2.0014308727653175e-05,0.06988443446574254,0.0017025837132842116,0.08029857673554684,0.024225891615874837,0.23667013441891274,0.0036275750899341917,0.3120598323646261,1.965308930296483e-07,4.508647702167591e-06,0.0028627953642991195,0.0005444746891548177,0.053904596205662375,0.007676903019919739,0.011142942714334783,0.0029487070260952137,0.04408360562731192,0.002071186706041142,0.00016812408653916493,1.9390983152152425e-08,0.00015532608403843234,0.00037589606141697396,1.3162437787112682e-06,2.0236163259740783e-05,0.005914361322826519,1.944350588709324e-05,0.002948446357300043,4.360777473296524e-08,2.183968432883533e-06,1.7849322895910477e-06,7.159903968007321e-08,0.01797196477170932,0.0009630639027156002,0.000661396157637149,4.0606042511183523e-08,0.0011727677557005771,1.1869540860541945e-07,4.6314536417241394e-10,0.00013175663242070613,0.0002102097387555305,2.285758977924049e-10,2.679417234293842e-10,8.09221002501908e-06,1.3859976842341397e-07,4.5393229242379196e-07,0.0013612889866284178,1.9976725919045282e-07,3.958349915773623e-09,0.00030870110291161,4.42789675890748e-08,2.8373668861822604e-06,1.0168639822093275e-08,8.97956864768865e-06,3.171744787564395e-09,1.2729239130057491e-08,1.8676457947962885e-06,0.0002702777141083096,2.1235629270084273e-06
6.034303489350882e-07,0.3099459644898972,3.76,0.0,0.0707045348935191,0.8861329398360162,0.11064467204796376,9.838438031360921e-07,1.998709196213389e-05,0.06958449090757991,0.0016723288287081761,0.08054267167752849,0.024201855003496076,0.23654682810680508,0.0036400447695372736,0.31408842127924114,1.9275842728621923e-07,4.481231462342413e-06,0.002862843043731648,0.0005483964002347079,0.05468144866150464,0.007683728039821667,0.011184356924689734,0.0029546533153172686,0.04486516074206532,0.002070086648643134,0.0001678683647266853,1.9290814354695984e-08,0.0001572359660157195,0.0003823073680741496,1.3161066410712787e-06,2.0214323006826686e-05,0.005950957140319772,1.9409550766764064e-05,0.0029857529480315495,4.3575143428083894e-08,2.1940011321484243e-06,1.790034308492727e-06,7.254431921921522e-08,0.01818586360587271,0.0009814106439513502,0.0006641360319941274,4.056422827861507e-08,0.0011898403575779054,1.2120461871597553e-07,4.702129125616889e-10,0.00013123033147036025,0.00020992132391931955,2.2785674670880856e-10,2.6709163878310655e-10,8.067501850845225e-06,1.4063337365326991e-07,4.530810637390872e-07,0.0013952509588270867,2.0025887421264006e-07,3.9680766743155515e-09,0.00030891752933584894,4.538610452564188e-08,2.8527134474847684e-06,1.0192329507182421e-08,9.03021901478633e-06,3.208926735378523e-09,1.2758924919913966e-08,1.8842138104390922e-06,0.00027373455187144,2.150763392881035e-06
6.080399354793467e-07,0.3100727716604644,3.76,0.0,0.06940017243895011,0.8848968778916413,0.11178186693402199,9.830024921048884e-07,1.995837732780998e-05,0.0692844472448816,0.0016426894252747285,0.08078057993033096,0.02417767676138901,0.23640264460352967,0.0036520381575224858,0.31609749088854044,1.8906893624213357e-07,4.453911359086752e-06,0.002862590407441915,0.0005522039067976649,0.05545723734450207,0.007690313194069536,0.011223902437071028,0.0029600938610101165,0.04564850469164408,0.0020688492008463103,0.00016759337381146296,1.9191132584535884e-08,0.00015912932932328125,0.00038869968278322124,1.315816233611697e-06,2.0189535228641267e-05,0.005986251155964454,1.9372957231796697e-05,0.0030228527061893864,4.353601414945976e-08,2.2035214672045527e-06,1.7947674512882042e-06,7.348366474514837e-08,0.018399153258792482,0.0009997567850075766,0.0006667335938064363,4.051842010165294e-08,0.0012067900375340955,1.237198374897506e-07,4.772342677383716e-10,0.00013070348675932872,0.00020962320508922564,2.2712963205330751e-10,2.662327548120792e-10,8.042491790340361e-06,1.42654553807157e-07,4.521606946195942e-07,0.0014294563655437179,2.0071283350560244e-07,3.9770574821454636e-09,0.00030909579867574875,4.650122337178927e-08,2.8673833952922546e-06,1.0214111326757088e-08,9.07887713244378e-06,3.2458005331344406e-09,1.2785801880379522e-08,1.900424857545637e-06,0.00027715018570651406,2.177640188902615e-06
6.121885633691795e-07,0.31018584983721165,3.76,0.0,0.06824946753737392,0.8837869533399187,0.11280342673669108,9.821747092403496e-07,1.9931340513679048e-05,0.06901444824090029,0.0016165311139320993,0.08098950221087634,0.02415582439522796,0.23625553534722962,0.003662429776844894,0.3178891253887871,1.8581793405922034e-07,4.429413243300298e-06,0.0028621148717444915,0.0005555328770890844,0.05615447178502451,0.007696043541511691,0.01125791822643679,0.002964568286618672,0.04635494529131972,0.0020676225410469684,0.00016733004368409054,1.9101845138745894e-08,0.00016081912628031255,0.0003944352821025252,1.3154280629929594e-06,2.016480405448105e-05,0.006016913218260623,1.9337849143451718e-05,0.0030560626554092902,4.3495447395678094e-08,2.2116597504640257e-06,1.7987188450820198e-06,7.432392127501565e-08,0.018590586323507453,0.0010162637654141766,0.0006689518294678222,4.047391842711028e-08,0.0012219370413668528,1.259881286442676e-07,4.835131559522997e-10,0.000130229210446602,0.0002093471591557675,2.2646907438443833e-10,2.654529848011021e-10,8.019747534153031e-06,1.4446276152702302e-07,4.5127593571313014e-07,0.0014604416370185443,2.010899806956593e-07,3.9845178024548735e-09,0.0003092247696394814,4.751140232074501e-08,2.8800172332778117e-06,1.0232123958826683e-08,9.120993643288795e-06,3.2787240530539033e-09,1.2807642628818349e-08,1.9147114086081882e-06,0.00028018851624896356,2.201548536001899e-06
6.163371912590122e-07,0.31029794997258464,3.76,0.0,0.06712030596998614,0.8826794562581287,0.11382316398926091,9.812848146137262e-07,1.990324976243139e-05,0.06874459711583882,0.001590854437636015,0.0811935879357548,0.0241339105032157,0.2360924470200649,0.003672444598012638,0.3196652488536273,1.8263153797638822e-07,4.4050070751138985e-06,0.0028614119194609426,0.0005587691443210512,0.056850724265834984,0.007701595736928014,0.011290462578483323,0.0029686522578889324,0.04706265388677782,0.002066292915580105,0.00016705227704391222,1.901296972325427e-08,0.00016249535886177574,0.0004001532218523493,1.3149235552184632e-06,2.0137865590637284e-05,0.006046540777165952,1.9300755160847498e-05,0.003089099647888499,4.344999472818441e-08,2.219398093693842e-06,1.8023843986770701e-06,7.5159226399932e-08,0.018781513860371468,0.001032762838410873,0.000671058733497559,4.042644274819902e-08,0.0012369797495853576,1.2826028783157128e-07,4.897531267662675e-10,0.00012975512671954982,0.0002090642740500078,2.2580326056077648e-10,2.646674541344748e-10,7.996800587037234e-06,1.4626049138118817e-07,4.5034011780782527e-07,0.001491609757256638,2.0143807184465435e-07,3.9914025053553626e-09,0.00030932495636971176,4.852757838249146e-08,2.892120658156724e-06,1.0248665857687262e-08,9.161548209497043e-06,3.3113992198103562e-09,1.282730704870965e-08,1.9287123556209724e-06,0.0002831925520172379,2.2251874483271234e-06
6.20485819148845e-07,0.3104090863540523,3.76,0.0,0.06601225660991808,0.8815744130252777,0.11484107208427691,9.80337261822572e-07,1.9874176690266157e-05,0.06847499472181773,0.0015656514158017142,0.08139291804020678,0.02411195877233359,0.23591380587162117,0.0036820869647325332,0.3214260032065553,1.795085306030561e-07,4.380698950299195e-06,0.0028604887863108285,0.000561912705749993,0.0575459410444197,0.007706977093983044,0.011321555730574981,0.00297235476617269,0.047771548003469735,0.0020648641491397986,0.00016676060845108106,1.892451380856209e-08,0.000164157959563061,0.0004058524858865676,1.314306285382896e-06,2.0108802025797427e-05,0.006075143862966569,1.9261744953554855e-05,0.0031219613215632456,4.339982797274325e-08,2.226743736144024e-06,1.8057702387844198e-06,7.598951947036388e-08,0.018971930867495736,0.0010492506159119912,0.0006730561947953281,4.037611585929811e-08,0.0012519161059612646,1.3053585949363843e-07,4.959535482174191e-10,0.00012928151235981982,0.00020877500832165653,2.2513272242244435e-10,2.638767711424038e-10,7.973669594018254e-06,1.4804757033082405e-07,4.493554951059719e-07,0.001522954030652376,2.0175778165879163e-07,3.997725044028611e-09,0.0003093973304487075,4.954953279509592e-08,2.9037022353215074e-06,1.0263772051235433e-08,9.200565904465915e-06,3.3438268808098154e-09,1.2844841995759701e-08,1.9424295902685855e-06,0.00028616190098979503,2.248553829178099e-06
6.246344470386778e-07,0.31051927303108345,3.76,0.0,0.0649248964254205,0.8804718480843765,0.11585714524637745,9.79336359217622e-07,1.9844190501804634e-05,0.06820573726369669,0.0015409140973487738,0.08158757229908657,0.02408999195988097,0.23572002876037687,0.0036913612655841287,0.3231715302575476,1.7644770595064586e-07,4.356494617318665e-06,0.002859352538957331,0.0005649636143882646,0.05824007037553108,0.007712194721541737,0.011351218041966149,0.002975684727215603,0.0484815472103205,0.0020633399912001506,0.00016645555956474955,1.8836484163598762e-08,0.00016580687285454863,0.00041153209704329955,1.3135797509051547e-06,2.007769357264156e-05,0.006102732837458181,1.922088690697726e-05,0.0031546454405365874,4.33451161681914e-08,2.233703961377756e-06,1.8088824773542404e-06,7.681474501341996e-08,0.019161832783049365,0.0010657237906787037,0.0006749461121342332,4.032304997551521e-08,0.0012667441673168398,1.3281440085059327e-07,5.021138684030356e-10,0.000128808630115465,0.0002084798049716794,2.2445797094698865e-10,2.630815200985823e-10,7.950372505808834e-06,1.4982383942066851e-07,4.483242652506787e-07,0.0015544678265788942,2.0204977858871548e-07,4.003498567831215e-09,0.00030944284157251344,5.057704890094437e-08,2.9147706371337407e-06,1.0277476921702713e-08,9.238072078154665e-06,3.3760080333504615e-09,1.2860293917475878e-08,1.955865128240765e-06,0.00028909619788551366,2.27164479251459e-06
6.287830749285106e-07,0.31062852382495926,3.76,0.0,0.06385781040689285,0.8793717840088426,0.11687137849889352,9.782862718812748e-07,1.9813358032824188e-05,0.0679369164502366,0.0015166345687899333,0.08177762932132292,0.02406803191899132,0.2355115232830916,0.0037002719289630187,0.324901971622192,1.7344787023999592e-07,4.3323994903373096e-06,0.0028580100763947558,0.0005679219773671513,0.058933062457121946,0.007717255528530737,0.01137946997028663,0.0029786509743597953,0.04919257309710944,0.002061724115683645,0.00016613763923011953,1.8748887091517733e-08,0.00016744205475101076,0.00041719111665498176,1.3127473714049541e-06,2.0044618457155717e-05,0.006129318367863509,1.917824810413478e-05,0.0031871498909974783,4.3286023796220465e-08,2.2402860843817682e-06,1.8117272004735847e-06,7.763485230365477e-08,0.01935121546867492,0.0010821791359002563,0.0006767303913572031,4.0267356504307476e-08,0.0012814621003594733,1.3509548055613518e-07,5.082335825792719e-10,0.00012833672920742903,0.00020817909181582606,2.2377949683544802e-10,2.622822619265163e-10,7.926926590401724e-06,1.5158915362169097e-07,4.4724856938642494e-07,0.0015861445827733264,2.023147237868486e-07,4.0087361682194e-09,0.0003094624175138685,5.160991225840082e-08,2.9253346251915085e-06,1.0289814467684472e-08,9.27409230737877e-06,3.4079438149949338e-09,1.2873709139061718e-08,1.969021100170502e-06,0.00029199510337155434,2.294457656755335e-06
6.3251684002936e-07,0.31072606059465896,3.76,0.0,0.06291443079662964,0.878383881781873,0.11778261180882987,9.77302469043146e-07,1.978493860675315e-05,0.06769542333996677,0.0014951678989506597,0.0819448140325099,0.024048291024738377,0.23531160512305377,0.0037079843043678158,0.32644658741838234,1.707991873813357e-07,4.3108114625155286e-06,0.002856631114277963,0.0005705055083541538,0.05955574334483622,0.00772168172615475,0.01140370779855337,0.002981016851012779,0.049833311009552336,0.0020601943846517657,0.00016584091616232021,1.867042445766021e-08,0.0001689019506943904,0.0004222658833167168,1.3119104946956381e-06,2.001323237487497e-05,0.006152396443706915,1.9138405018996808e-05,0.0032162486280225646,4.3229227407626035e-08,2.2458927796555422e-06,1.8140637324861131e-06,7.836853440644649e-08,0.01952121285246401,0.0010969710997692868,0.0006782475009180731,4.0215079545123844e-08,0.0012946126512388837,1.3715027470062084e-07,5.137062192917945e-10,0.00012791305290288163,0.00020790408072936576,2.231660769628624e-10,2.6155994878360404e-10,7.905711724992382e-06,1.5316846047368117e-07,4.462441486813447e-07,0.0016147876281246457,2.025305850265424e-07,4.01300256551064e-09,0.000309458610435668,5.254388580811979e-08,2.934418241084739e-06,1.0299777189965229e-08,9.305261316791834e-06,3.4364772729860084e-09,1.28840797137011e-08,1.9806242927323512e-06,0.0002945735984878176,2.314749403404053e-06
6.362506051302095e-07,0.31082286005734144,3.76,0.0,0.06198685212162608,0.8773980360311998,0.11869234881510438,9.762849251062337e-07,1.9755931426096688e-05,0.0674544154962568,0.0014740599637725967,0.08210839336753845,0.024028587312997465,0.2351003641201947,0.0037154090236211092,0.327979201113805,1.6819809743286024e-07,4.289319517979991e-06,0.002855095368147277,0.000573014357549174,0.060177430575230735,0.007725991102124602,0.011426834857612811,0.0029831015142677136,0.05047476427168967,0.0020585958484406843,0.00016553452222911198,1.8592320862867925e-08,0.0001703506807864143,0.00042732261004669355,1.310992972150586e-06,1.9980369229770495e-05,0.006174678754705508,1.9097219835626774e-05,0.0032451988399965536,4.316912664418097e-08,2.2512045068853173e-06,1.81619287496798e-06,7.909800264526863e-08,0.01969078418529816,0.0011117438325054974,0.0006796819851438218,4.01608422350482e-08,0.0013076714115621685,1.392064860478693e-07,5.191452933449867e-10,0.00012749052642408506,0.00020762523245247553,2.225503536018622e-10,2.6083520319528266e-10,7.88440136872318e-06,1.5473869910148192e-07,4.4520688020945427e-07,0.0016435527320321514,2.0272553394819736e-07,4.016854706356278e-09,0.00030943517515450504,5.3481865799428037e-08,2.9431069176585404e-06,1.0308684029644719e-08,9.335266446945822e-06,3.4648140181052724e-09,1.2892871429721166e-08,1.992004546395293e-06,0.0002971229596694108,2.3348121988563466e-06
6.39984370231059e-07,0.31091893181338975,3.76,0.0,0.06107478816968993,0.8764142595808722,0.11960058742562386,9.752363877845685e-07,1.9726380473469937e-05,0.06721395101366419,0.0014533050999458572,0.08226842220265226,0.024008934935254436,0.23487807871802946,0.0037225493793182018,0.32949991525591454,1.656437582357185e-07,4.267926958425771e-06,0.002853407525796063,0.0005754487088719147,0.06079809167065745,0.00773018829669752,0.011448866181468757,0.002984911209675225,0.05111687982037197,0.002056931027846903,0.00016521880222291642,1.8514579894459505e-08,0.00017178823510827386,0.0004323606903067962,1.309997136270336e-06,1.994608194106606e-05,0.006196173616284429,1.905473870333077e-05,0.003273999224044705,4.3105833183313526e-08,2.2562266193143837e-06,1.8181189902479544e-06,7.982322934097388e-08,0.01985992726761207,0.0011264951465727987,0.0006810352382029926,4.0104719038050944e-08,0.0013206372607040488,1.4126382414652533e-07,5.245505441862883e-10,0.0001270693052876017,0.00020734282875850936,2.2193264461798038e-10,2.6010838817718624e-10,7.863006745395786e-06,1.5629979024763344e-07,4.4413820773925014e-07,0.0016724352639613848,2.0290003573985392e-07,4.0203017964387046e-09,0.00030939274264706426,5.442370088230898e-08,2.9514071644321227e-06,1.0316558866921364e-08,9.364126636766244e-06,3.4929551366064578e-09,1.290011746345712e-08,2.00316361956239e-06,0.00029964299036594304,2.354644488692321e-06
