Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86),C4H6(85)
8.674814445304832e-19,0.2851468353034423,3.76,0.0,0.5002107605591597,0.9999999999999994,4.919572969098824e-37,9.541786840009066e-46,1.8745834969257213e-29,3.683127617905e-13,1.843537688059447e-15,1.3358507509770494e-19,1.263788282093986e-15,1.779416465845365e-25,5.79749405244952e-16,3.718640219107219e-26,1.10905038539425e-28,5.427079718615791e-27,9.33538558301913e-41,1.408988748104782e-28,1.3934240054328902e-50,2.0287428020343767e-26,1.5424276955889498e-26,3.67119356303629e-40,1.0665150269422659e-39,6.01649943085472e-21,2.8783415327510495e-52,2.5146428598882548e-29,4.3784396681173494e-69,6.549717530846891e-71,2.6268349699194223e-38,1.5428183737067923e-55,8.17566659492142e-46,4.09368294513136e-27,7.235622300515358e-56,3.74942512080955e-55,1.1187770118018256e-49,1.5608693503073203e-48,4.8488145064142714e-67,4.759900344870509e-40,4.222929134937932e-68,1.6550604877955153e-56,4.74388531625711e-41,1.2239995841001307e-67,1.1334214570135424e-71,6.607087742549611e-73,1.3358407802171558e-19,2.802646712890426e-29,2.4290635096260812e-45,3.7164680281677103e-44,3.361029778302073e-39,3.2055480165856456e-68,1.7329243713337244e-64,1.3307019848073824e-69,6.774261823796143e-70,1.2889556894875046e-79,1.7652405569646345e-39,3.2878285375167647e-83,6.500129620772751e-59,5.0852075622574354e-79,3.98376181940162e-58,1.2491017653317233e-69,1.4949473655090313e-69,5.716030622603382e-79,1.3545363460750595e-77,1.7414404199382716e-88
1.7357165653811493e-18,0.28514683530345236,3.76,0.0,0.5002107605589735,0.9999999999999989,3.938649690554386e-36,7.639231318603759e-45,7.50321929206489e-29,7.369455172901445e-13,3.688677061314255e-15,2.6728820604335584e-19,2.528674556015341e-15,7.122303159360633e-25,1.1600025024150005e-15,1.4884251933886105e-25,4.439091810404922e-28,2.1722462248847298e-26,7.473984785477193e-40,5.639626923052217e-28,2.231293907919625e-49,8.120258264636088e-26,6.173730465338561e-26,2.9391870936609856e-39,8.538605270852383e-39,1.2038244032950143e-20,4.6090966871820205e-51,1.0065124759504252e-28,1.4022864803287387e-67,2.098449826224413e-69,2.1030651955023583e-37,2.471381324622402e-54,6.547235528872707e-45,1.6385400222184933e-26,1.1586424346248388e-54,6.006061632939293e-54,8.970379725986927e-49,1.2526225122429838e-47,1.5529262533621091e-65,3.810814565236725e-39,1.3529624601949073e-66,2.651178467397986e-55,3.79799272638783e-40,3.9215086771757883e-66,3.631426456635529e-70,2.1160476143629114e-71,2.6728421514094356e-19,1.1217890763016202e-28,1.9447277849216601e-44,2.9754341925008233e-43,2.6908674667546696e-38,1.0266393765462235e-66,5.552188571871799e-63,4.263503549170875e-68,2.171162781146715e-68,8.263046060625842e-78,1.4132657878920027e-38,2.1068499802788963e-81,1.0412310764670019e-57,3.2594403975098363e-77,6.381436768437471e-57,4.000489056036922e-68,4.7895841430984296e-68,3.664378839429223e-77,8.683427656875084e-76,2.232774449075036e-86
3.472186807082481e-18,0.2851468353034725,3.76,0.0,0.5002107605586011,0.9999999999999978,3.152116790303051e-35,6.11370682398251e-44,3.0022650554205937e-28,1.4742110282827448e-12,7.378955812965463e-15,5.347004580393695e-19,5.058447104669547e-15,2.8498489889622497e-24,2.3205086967565086e-15,5.955639538239825e-25,1.7762149427349332e-27,8.691814378441882e-26,5.981459332895479e-39,2.2565853646323266e-27,3.571523378851282e-48,3.2491610186118985e-25,2.4702963520881554e-25,2.352242954495593e-38,6.833479349079649e-38,2.4081787194535e-20,7.377556391114038e-50,4.027360924229311e-28,4.489215136863575e-66,6.719107091351078e-68,1.6830913071601416e-36,3.95650963689484e-53,5.240556502112572e-44,6.55629438289795e-26,1.854582887013275e-53,9.615287378771976e-53,7.197692433236889e-48,1.0068656393972506e-46,4.9714540948786314e-64,3.04980994242134e-38,4.332082406851474e-65,4.2443526770043844e-54,3.0395484494598926e-39,1.2556369529211492e-64,1.162773436680952e-68,6.774203533808702e-70,5.34684489231329e-19,4.488617505808684e-28,1.5563732746006247e-43,2.3812516464741733e-42,2.153511773547607e-37,3.286629197075771e-65,1.777794037036293e-61,1.3651629067149559e-66,6.953163858416394e-67,5.2927471050941756e-76,1.1310421514226978e-37,1.3492293377230263e-79,1.6669386583272289e-56,2.0876136681486367e-75,1.0216237203253925e-55,1.2806949298399889e-66,1.5335880334446814e-66,2.347162488752626e-75,5.562004533400239e-74,2.860341270847295e-84
6.945127290485145e-18,0.28514683530351276,3.76,0.0,0.5002107605578565,0.9999999999999954,2.522172349865226e-34,4.891894426223474e-43,1.2011015171459965e-27,2.948742050241189e-12,1.4759513336834258e-14,1.0695489224502427e-18,1.0117992205223938e-14,1.1401251684227239e-23,4.641521085445169e-15,2.3826436241244065e-24,7.106016373355492e-27,3.4772917260711805e-25,4.78607627185766e-38,9.027810858566013e-27,5.715600203715857e-47,1.2998759802140262e-24,9.882793971293125e-25,1.882151752514452e-37,5.467821755679869e-37,4.816908934728077e-20,1.1806492199647452e-48,1.611206597454886e-27,1.4368527463539806e-64,2.150765549420582e-66,1.3467287442393732e-35,6.3322571428917074e-52,4.193690103155759e-43,2.6229446708569973e-25,2.9679377936546142e-52,1.5388932134084933e-51,5.78802404704075e-47,8.125141244621222e-46,1.59119980622749e-62,2.440311496153964e-37,1.3866832347101978e-63,6.792939156981944e-53,2.432100542565241e-38,4.0192456473791593e-63,3.722022548756925e-67,2.168202967233679e-68,1.0694850368198181e-18,1.7957392856741025e-27,1.2453350938999806e-42,1.905363108208302e-41,1.7231365975079737e-36,1.0519427348716976e-63,5.690691456425185e-60,4.369868633177742e-65,2.2258837040002475e-65,3.3887660351300856e-74,9.05005567242045e-37,8.637773896561863e-78,2.667877357075999e-55,1.3365759455069546e-73,1.6350732413975288e-54,4.099085490771765e-65,4.908956313557593e-65,1.5028115085682105e-73,3.5611590845346674e-72,3.662767148004137e-82
1.3891008257290476e-17,0.28514683530359325,3.76,0.0,0.5002107605563673,0.9999999999999908,2.0179294676448144e-33,3.9138872649643756e-42,4.80479708169119e-27,5.897804094051057e-12,2.9520628466837336e-14,2.1393416929473698e-18,2.023708241931664e-14,4.560871856696846e-23,9.283545862845063e-15,9.531350174622042e-24,2.8426378867222926e-26,1.3910298920677194e-24,3.829224593824848e-37,3.611418244298335e-26,9.145890701492693e-46,5.199927097188398e-24,3.953439325551941e-24,1.5058643740162118e-36,4.3746727620485674e-36,9.63445569710764e-20,1.8892309407727638e-47,6.445350773294731e-27,4.598415589882363e-63,6.883493403231998e-65,1.077485259432874e-34,1.0133089873123135e-50,3.355669951936261e-42,1.0492632564307154e-24,4.749187967586788e-51,2.4625869383780323e-50,4.676470204815472e-46,6.610031731607731e-45,5.092374600368583e-61,1.952434836995799e-36,4.438055453761978e-62,1.0870284485183242e-51,1.945865130156764e-37,1.286352011948085e-61,1.1912308426191651e-65,6.938991908813936e-67,2.1390861296276708e-18,7.183541763820317e-27,9.963626829578616e-42,1.5244352132145353e-40,1.3786401453777858e-35,3.3665711658055823e-62,1.8213013938132013e-58,1.3985735771322115e-63,7.124222397065683e-64,2.1692608708703023e-72,7.240732010861525e-36,5.529041403737108e-76,4.269224599126267e-54,8.555696557619526e-72,2.6164976822482363e-53,1.3118452461028955e-63,1.5711022016472794e-63,9.620002266469296e-72,2.2796143190614742e-70,4.689321574674496e-80
2.7782770190901133e-17,0.2851468353037542,3.76,0.0,0.5002107605533886,0.9999999999999815,1.6144202136900912e-32,3.1312586654658194e-41,1.9219970343273732e-26,1.1795928181242705e-11,5.904285905590545e-14,4.279310600643116e-18,4.047526289943771e-14,1.8244229906418177e-22,1.856759541773516e-14,3.812695215181295e-23,1.1371014241505982e-25,5.564345968721555e-24,3.0635251378201126e-36,1.444626079934743e-25,1.4634169538182955e-44,2.0800554776819875e-23,1.5814400811468435e-23,1.2047486929331448e-35,3.499904365623515e-35,1.926989454918835e-19,3.0229232881795397e-46,2.5782451022248025e-26,1.4715711971827925e-61,2.2028857881354083e-63,8.62029073282739e-34,1.6214142087317586e-49,2.6851748908515387e-41,4.197223795719453e-24,7.599101323962875e-50,3.940425209018706e-49,3.81416113442972e-45,5.462924389415112e-44,1.629645484675519e-59,1.5620224550006423e-35,1.420286092602755e-60,1.7393726111176569e-50,1.556765927587118e-36,4.11663711115537e-60,3.812232430883329e-64,2.220602462722195e-65,4.278288305766871e-18,2.8735336441491385e-26,7.971280043943195e-41,1.2196060559635715e-39,1.1029644371211376e-34,1.0773595726996841e-60,5.82861264348637e-57,4.475780473371774e-62,2.279974461025401e-62,1.3884711407561856e-70,5.792860636664231e-35,3.538863657101288e-74,6.831257095723272e-53,5.476161106683213e-70,4.186701361762986e-52,4.198125400409155e-62,5.027906266854906e-62,6.157444388180907e-70,1.459104400934717e-68,6.002958604513555e-78
5.556629405812245e-17,0.2851468353040761,3.76,0.0,0.5002107605474315,0.9999999999999629,1.291566828208389e-31,2.5050667248959526e-40,7.688144513355033e-26,2.359217635391365e-11,1.180873215502896e-13,8.560781882840325e-18,8.095162406742255e-14,7.297840530886204e-22,3.713569452787657e-14,1.525109119038451e-22,4.548498239879166e-25,2.2257836596734326e-23,2.4508783360456435e-35,5.7786218858473255e-25,2.3415267033007852e-43,8.320391195567718e-23,6.325889038554387e-23,9.638218354275735e-35,2.7999899632414923e-34,3.8542153562635616e-19,4.8368003626314853e-45,1.031318929826091e-25,4.7091549842815015e-60,7.0495089374231936e-62,6.896395380527875e-33,2.5943635413219632e-48,2.1489583203750248e-40,1.678923663087101e-23,1.2158916359991422e-48,6.304908739111511e-48,3.1678262089478674e-44,4.6497894801816185e-43,5.215002353668953e-58,1.2496483196175037e-34,4.545097061971977e-59,2.7830995732601405e-49,1.2454421779603833e-35,1.3173743522207312e-58,1.2199613162957803e-62,7.106168020689872e-64,8.556692620139259e-18,1.1494368539866547e-25,6.377175677258287e-40,9.757079861710412e-39,8.82392432302007e-34,3.4476420884007046e-59,1.8652277186811642e-55,1.4323049656986883e-60,7.296276484310409e-61,8.886676352609501e-69,4.6343985620472565e-34,2.264961406368441e-72,1.0930412868655974e-51,3.504907876256311e-68,6.698968319943497e-51,1.3434354117922448e-60,1.608991514454582e-60,3.940970295501428e-68,9.338752370883194e-67,7.684188189681664e-76
1.1113334179256508e-16,0.28514683530471996,3.76,0.0,0.5002107605355172,0.9999999999999258,1.0332657266057354e-30,2.0040776965040756e-39,3.07528905679693e-25,4.7184672692406125e-11,2.3617625180404933e-13,1.7129858314455607e-17,1.6190434723436306e-13,2.919165982082248e-21,7.427189274960427e-14,6.100498569414536e-22,1.8194178069365558e-24,8.903225114177681e-23,1.9607260220742427e-34,2.311472267437564e-24,3.7464904584093774e-42,3.328190338866764e-22,2.5303813663032487e-22,7.710666256680009e-34,2.240018569763648e-33,7.709219682666957e-19,7.738979291322642e-44,4.1253169374004747e-25,1.5069512298424715e-58,2.255890456819834e-60,5.517180346121777e-32,4.151078122401702e-47,1.7203945541288796e-39,6.715762864090443e-23,1.9454657641513888e-47,1.0088035139553751e-46,2.720545181915328e-43,4.166796086179603e-42,1.668822525519214e-56,9.997316311603284e-34,1.4544653604178938e-57,4.453047528185719e-48,9.963653660290865e-35,4.2156835990964926e-57,3.903950923223419e-61,2.274037821955996e-62,1.7113501097259985e-17,4.597794274508803e-25,5.1018015289757926e-39,7.805756242205493e-38,7.059222249447127e-33,1.1032604683669438e-57,5.968843123789382e-54,4.5834642826026055e-59,2.334866378833723e-59,5.687619942790704e-67,3.707562933053131e-33,1.449603636468929e-70,1.74889923992942e-50,2.2431935883850323e-66,1.071855286887752e-49,4.299049672837241e-59,5.1488765810044285e-59,2.522287047433913e-66,5.976956747128281e-65,9.836017332396327e-74
2.2226743726145036e-16,0.28514683530600765,3.76,0.0,0.5002107605116884,0.9999999999998516,8.266174884893762e-30,1.6032725227183733e-38,1.2301218538114837e-24,9.436966534199347e-11,4.723541333715344e-13,3.429254664655366e-17,3.238097968921278e-13,1.1676723914446125e-20,1.485442891988391e-13,2.440211867894391e-21,7.277708267199099e-24,3.5613080850950247e-22,1.5685902591945536e-33,9.245936093498167e-24,5.994423146279424e-41,1.3312829104010713e-21,1.0121577030076895e-21,6.168569711233561e-33,1.7920255123795652e-32,1.5421438430326338e-18,1.2382446566319894e-42,1.6501345704972576e-24,4.822286807626419e-57,7.218949229795528e-59,4.413768170743499e-31,6.641852749844701e-46,1.3782476577716894e-38,2.6863187252736504e-22,3.1128111219163245e-46,1.6140996124702368e-45,2.474446292032445e-42,4.04851767728149e-41,5.340266172401478e-55,7.997918280436303e-33,4.654377631468219e-56,7.124964191947072e-47,7.97096700953939e-34,1.3490356002431571e-55,1.2492759983915887e-59,7.277187566684622e-61,3.422711744500535e-17,1.83912713395109e-24,4.0814661454407177e-38,6.244641592745992e-37,5.647409731381851e-32,3.5304598473452997e-56,1.9100479444339062e-52,1.466722743828853e-57,7.471668828777407e-58,3.6401232350930394e-65,2.9660680787125196e-32,9.277553472929977e-69,2.7982687178794557e-49,1.4356604820856843e-64,1.7149868685658118e-48,1.375704848392426e-57,1.6476605072565536e-57,1.6142850701188084e-64,3.825302350269633e-63,1.2590265520116859e-71
4.445356281992209e-16,0.28514683530858304,3.76,0.0,0.500210760464031,0.999999999999703,6.612959561702578e-29,1.282623186500056e-37,4.920499723650276e-24,1.887396505315776e-10,9.44709980746363e-13,6.871606518609179e-17,6.476207095031948e-13,4.6707019201461227e-20,2.9708908212042667e-13,9.76087252325954e-21,2.9110907286413607e-23,1.4245267973281008e-21,1.2548761442667744e-32,3.6983838400428586e-23,9.591108487705544e-40,5.3251452129135145e-21,4.0486411753238776e-21,4.934870573537853e-32,1.4336246994724684e-31,3.0854716305030117e-18,1.9811980604761455e-41,6.6005502881492906e-24,1.5431439218868925e-55,2.3100948283178755e-57,3.531021337358543e-30,1.0627228485891987e-44,1.105676301437957e-37,1.0745301558256454e-21,4.9806611765853614e-45,2.582568963915743e-44,2.456355399194185e-41,4.3829177899744045e-40,1.7088901527156878e-53,6.398382043208131e-32,1.489436500515874e-54,1.1400069472682634e-45,6.376787378379747e-33,4.316960980175372e-54,3.997700313636402e-58,2.3288476574319813e-59,6.845434771451259e-17,7.356527803289162e-24,3.2651837288578897e-37,4.995727365998107e-36,4.517938662182735e-31,1.1297528698170456e-54,6.112181409393871e-51,4.693535652727743e-56,2.390951864207013e-56,2.3296929816221998e-63,2.372861713959731e-31,5.937662474847653e-67,4.4772647406511446e-48,9.188277216134458e-63,2.744000516867772e-47,4.4022694314849825e-56,5.2725674085791435e-56,1.0331495626571324e-62,2.448209972603884e-61,1.611564236400442e-69
8.89072010074762e-16,0.28514683531373375,3.76,0.0,0.5002107603687163,0.9999999999994059,5.290375550734884e-28,1.026102251903078e-36,1.9682022280966374e-23,3.774796204723838e-10,1.889422012455431e-12,1.379556697655131e-16,1.2952425879075041e-12,1.8682835246288576e-19,5.941786680560736e-13,3.904354156741458e-20,1.164437786894258e-22,5.698113959078611e-21,1.0039027466356201e-31,1.4793554148464189e-22,1.534580105779919e-38,2.1300608166865633e-20,1.619458583028397e-20,3.947902576094645e-31,1.1469015184917982e-30,6.175663357177483e-18,3.169922932900363e-40,2.6402196485422532e-23,4.9381137964442523e-54,7.392449886245515e-56,2.824815379316804e-29,1.7004294870754658e-43,8.894609055406301e-37,4.298125553001994e-21,7.969542706487799e-44,4.132112863205129e-43,2.727954461247485e-40,5.3368876124918285e-39,5.468453400026747e-52,5.118758724192909e-31,4.76639146753293e-53,1.8240392562549965e-44,5.101429232094409e-32,1.3814479082588175e-52,1.2792658115224358e-56,7.453220656989432e-58,1.369087985496003e-16,2.9426153101352645e-23,2.612152657804469e-36,3.996586652984344e-35,3.61435224747713e-30,3.615227951709413e-53,1.9559018603795976e-49,1.5019351932229925e-54,7.651089946411975e-55,1.4910070511652032e-61,1.898292524461483e-30,3.800112241458835e-65,7.163686122038706e-47,5.88050969288472e-61,4.390439807094317e-46,1.4087281833862784e-54,1.6872441176021243e-54,6.612183595357876e-61,1.5668602386724546e-59,2.0628082611067004e-67
1.778144773825844e-15,0.28514683532403523,3.76,0.0,0.5002107601780867,0.9999999999988117,4.2323036648912206e-27,8.208858991962328e-36,7.872812605285648e-23,7.549595586005482e-10,3.7788474237110134e-12,2.780051489175511e-16,2.590486557445015e-12,7.473141897212427e-19,1.1883578402972552e-12,1.561742801861337e-19,4.657754227123637e-22,2.279246652127938e-20,8.031233401257815e-31,5.917425403434037e-22,2.4553311080857704e-37,8.52024886784208e-20,6.477838879816828e-20,3.158324820478406e-30,9.17521987293079e-30,1.2370191417298993e-17,5.071883951425698e-39,1.0560854717235549e-22,1.5802265753564248e-52,2.3656692872808107e-54,2.2598445698561617e-28,2.7209111555234158e-42,7.19438431397452e-36,1.7192508857501864e-20,1.2752791833788138e-42,6.611366124378619e-42,3.4029525913712775e-39,7.198383476541629e-38,1.7499039336991695e-50,4.0950828103124996e-30,1.5253644150046432e-51,2.9185427755690773e-43,4.081133231220492e-31,4.4207480639134614e-51,4.0936463878573735e-55,2.385606397061204e-56,2.738176614041248e-16,1.1770472300732982e-22,2.089726555665027e-35,3.1972698239947787e-34,2.891477472122505e-29,1.1568821232808536e-51,6.258887760524797e-48,4.806199038501854e-53,2.836491828784735e-53,1.18998001529121e-59,1.5186356855165118e-29,2.4320732587481165e-63,1.1462058305197008e-45,4.333781370526335e-59,7.02480415256748e-45,4.5079316892518605e-53,5.399306214584348e-53,5.321257148663633e-59,1.2585637394602448e-57,3.3085906535437498e-65
3.556290301328008e-15,0.2851468353446382,3.76,0.0,0.5002107597968277,0.9999999999976233,3.385844323637493e-26,6.567145449716601e-35,3.1491249931933883e-22,1.5099194278430844e-09,7.557703637570408e-12,5.643851871289298e-16,5.180975347437145e-12,2.989260147066971e-18,2.376716186259172e-12,6.246974363190269e-19,1.863102377694166e-21,9.116986461846349e-20,6.424997857506496e-30,2.366970899293675e-21,3.928534494048736e-36,3.408100777796874e-19,2.591136718989913e-19,2.526661460537098e-29,7.340180091281382e-29,2.4815825963333874e-17,8.115027823188489e-38,4.224318756904039e-22,5.0569118093323874e-51,7.570674387227046e-53,1.8078612707856018e-27,4.3541673634962065e-41,5.881414789280989e-35,6.877002300973396e-20,2.0409314140885965e-41,1.0578121531969697e-40,4.6753022486009917e-38,1.04448768770095e-36,5.599678262935505e-49,3.2761839321392755e-29,4.88192028490408e-50,4.6699166001809644e-42,3.2648867054457475e-30,1.4147103980036151e-49,1.309961898481385e-53,7.637614774430599e-55,5.476352318510202e-16,4.708193278372065e-22,1.6717864715458032e-34,2.557813815896025e-33,2.3131724826961555e-28,3.7020769152225035e-50,2.0028416325231697e-46,1.5379851568690538e-51,9.115702498070315e-52,7.645644112512719e-58,1.2149098621983404e-28,1.556525982700492e-61,1.8339776552383626e-44,2.780331267182565e-57,1.1239989507896278e-43,1.4425373162510786e-51,1.7278550487328335e-51,3.41811321715949e-57,8.081082163331006e-56,4.255391970062763e-63
7.112581356332336e-15,0.2851468353858441,3.76,0.0,0.5002107590343096,0.9999999999952466,2.708676178804674e-25,5.253806646886582e-34,1.2596493574931092e-21,3.019839138272986e-09,1.5115437630669613e-11,1.1622695826570669e-15,1.036195633110212e-11,1.1957061992162933e-17,4.753432884101255e-12,2.4987910783594025e-18,7.452411451941722e-21,3.6467927284801412e-19,5.140013244921142e-29,9.467884985896561e-21,6.285666551481719e-35,1.3632406456035302e-18,1.0364551270259816e-18,2.021330610595119e-28,5.872147514900466e-28,4.993340874818425e-17,1.298407997539612e-36,1.6897081933972544e-21,1.6183303087684569e-49,2.4229545657713463e-51,1.4462651963552845e-26,6.96893231172414e-40,4.906581441701206e-34,2.7507986150858864e-19,3.267039391999391e-40,1.6924774390884473e-39,6.864942040663061e-37,1.585369067339007e-35,1.7918867715036229e-47,2.621133979555659e-28,1.5626957871890996e-48,7.472654350365558e-41,2.611876104763245e-29,4.52752383267781e-48,4.191842653857692e-52,2.446386689410298e-53,1.0952697516997986e-15,1.883279899798644e-21,1.3374367964094988e-33,2.0462466451113985e-32,1.850521764916537e-27,1.1846985176566595e-48,6.409071762682307e-45,4.921557442694868e-50,2.917484629802678e-50,4.893605756366557e-56,9.719294511216245e-28,9.961745628199024e-60,2.934516406971378e-43,1.7794894392309793e-55,1.7984937138067977e-42,4.616111290526952e-50,5.529624502423551e-50,2.1877644140322833e-55,5.172194319457354e-54,5.4473847868980314e-61
1.4225163466340993e-14,0.28514683546825603,3.76,0.0,0.5002107575092731,0.9999999999904932,2.1669414921308984e-24,4.203188607587803e-33,5.0385911104139895e-21,6.039678446912114e-09,3.023099187828975e-11,2.4585356459442175e-15,2.0723931913253284e-11,4.7828407796561684e-17,9.506866303458685e-12,9.99517259511624e-18,2.980965422979935e-20,1.458715258603205e-18,4.112033386240281e-28,3.7871542024083934e-20,1.0057099840242566e-33,5.452963958210204e-18,4.145823035095086e-18,1.617066346157547e-27,4.697722212194944e-27,1.0107382900591744e-16,2.0774635234369071e-35,6.758676692996816e-21,5.1794139806308576e-48,7.755619297733237e-50,1.1569737243567418e-25,1.115753339753916e-38,4.247587065195737e-33,1.100317339460538e-18,5.2322187177618906e-39,2.707892333613332e-38,1.0491462372679851e-35,2.467915146237865e-34,5.733970160157013e-46,2.097205526858791e-27,5.003704657668119e-47,1.1958762929611303e-39,2.089447089499005e-28,1.449095361001496e-46,1.341366381609191e-50,7.84347411411661e-52,2.1905363072461163e-15,7.533138510797432e-21,1.0699613301056512e-32,1.6369898086649213e-31,1.480391046938077e-26,3.7912510738828225e-47,2.0508883047448268e-43,1.5749008325380987e-48,9.336443979869387e-49,3.1318760259860017e-54,7.775458427982386e-27,6.375487831055164e-58,4.695711186179518e-42,1.1388610918679416e-53,2.8778939873381125e-41,1.4771499602604224e-48,1.7697916088942337e-48,1.40018989861241e-53,3.3102386829039303e-52,6.972636407508818e-59
2.133774557634965e-14,0.2851468355506679,3.76,0.0,0.5002107559842366,0.9999999999857397,6.196100051263893e-24,1.2018767321876777e-32,1.07069964894686e-20,9.059517643330569e-09,4.534663238723162e-11,3.855298977120055e-15,3.1085921110324126e-11,1.0163559810819373e-16,1.4260299746489636e-11,2.1239753254194172e-17,6.334552560750901e-20,3.0997671347324385e-18,1.175788406546998e-27,8.047702732672794e-20,3.701686469056936e-33,1.1587550067859224e-17,8.809877382857552e-18,4.623802123957482e-27,1.343260191275403e-26,1.531195038684656e-16,7.64646947238521e-35,1.4361958282663235e-20,2.3656100003425013e-47,3.6235859988928626e-49,3.308158518819293e-25,4.254908522655573e-38,1.3153946635033852e-32,2.338171180326583e-18,1.926680367114659e-38,1.0323712367868585e-37,3.9583185214693446e-35,9.350949291789988e-34,2.6179152594967824e-45,5.997187439813089e-27,2.348958535129531e-46,4.5596974426389226e-39,5.974424237116803e-28,6.8016330179253745e-46,6.275169856194828e-50,3.5838422154128996e-51,3.2858003786776674e-15,1.6007953946783065e-20,3.0594410353427246e-32,4.680756660409395e-31,4.2329509816301834e-26,1.7310825015828904e-46,9.592826971804322e-43,7.367743831176746e-48,4.127596117783526e-48,1.5968624532203952e-53,2.2232988268825337e-26,3.5735362829533374e-57,1.7903233674201588e-41,5.983491418069315e-53,1.097249626881167e-40,6.744135347483173e-48,8.306811161558931e-48,7.102367738455338e-53,1.6767839210378937e-51,4.2016044438424925e-58
3.556290979636696e-14,0.28514683571549165,3.76,0.0,0.5002107529341631,0.9999999999762328,2.8474984592298713e-23,5.523778358538662e-32,2.9601626472437025e-20,1.5099195587284806e-08,7.557825844960269e-11,7.050814677501332e-15,5.180995396493123e-11,2.809941758982522e-16,2.376716672724774e-11,5.872175045110974e-17,1.7513181453786483e-19,8.569924217800569e-18,5.4035406561878916e-27,2.2249530611125867e-19,2.848124479245828e-32,3.203617842321884e-17,2.4356743373891465e-17,2.1249318267931423e-26,6.173146818728104e-26,2.6083187134821362e-16,5.883319847372094e-34,3.970495170828983e-20,3.0853388252265284e-46,5.261942847158603e-48,1.5202188747671811e-24,3.5022183738721442e-37,7.031428188363402e-32,6.464332795248138e-18,1.484821290933531e-37,8.489178240243505e-37,3.2033229376299583e-34,7.617319753669697e-33,3.407874350598896e-44,2.7567651149848297e-26,3.279175708678588e-45,3.750961066725598e-38,2.745500327240436e-27,9.4864557392007e-45,9.164957390183958e-49,4.680707106768831e-50,5.4763185853122e-15,4.4257508262360974e-20,1.40603330288216e-31,2.1510858730616214e-30,1.9452479036122698e-25,2.2543068395284034e-45,1.4000028220537184e-41,1.076103126829411e-46,6.657195881760585e-47,4.810019919230029e-52,1.0217505946072245e-25,8.933634183213263e-56,1.4725279528097748e-40,1.7190248233902555e-51,9.024846160787147e-40,8.779314038358936e-47,1.1585248916763563e-46,2.1619573970074642e-51,5.126694401414124e-50,2.184842416457992e-56
4.9788074016384276e-14,0.2851468358803154,3.76,0.0,0.5002107498840891,0.9999999999667258,7.066267669277356e-23,1.3708326653516446e-31,5.605404039707223e-20,2.113887308235639e-08,1.0581022955566115e-10,1.06483193811747e-14,7.253404128079144e-11,5.320977699955172e-16,3.3274033802704164e-11,1.1119662280508333e-16,3.3163268140402604e-19,1.6228124400396138e-17,1.3409353358266542e-26,4.2132088827088307e-19,8.997368804559084e-32,6.066426787544325e-17,4.61223781952277e-17,5.273173176394268e-26,1.5319147080464838e-25,3.721652559170241e-16,1.8585752848247292e-33,7.518355333925117e-20,1.2087762880865007e-45,2.0908811521192798e-47,3.772381062592241e-24,1.1350530335027443e-36,1.928043969741561e-31,1.2240936839197524e-17,4.6950758849539725e-37,2.7495498806589913e-36,1.0327705414936376e-33,2.4605374157374474e-32,1.334636548356441e-43,6.842249820537021e-26,1.3145210019579372e-44,1.2151754958702253e-37,6.81294298255477e-27,3.801540116544421e-44,3.6437591404720495e-48,1.8361757602211447e-49,7.666826856009917e-15,8.380714088576736e-20,3.4892172653030817e-31,5.338043764303133e-30,4.827169856798173e-25,8.829467491255673e-45,5.565590498617069e-41,4.278388814392048e-46,2.5792581391801074e-46,2.1811635084552473e-51,2.535553677339119e-25,4.303117038940872e-55,4.769965170336592e-40,7.907712008341704e-51,2.9234289578384283e-39,3.4382942244562586e-46,4.642507033654751e-46,9.762241828848723e-51,2.3093693970265424e-49,1.1837306043557362e-55
