Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55)
0.00019364148120279128,0.07498145637178921,3.76,0.0,0.03763643789378779,0.3180808381291488,0.748927107535613,1.5608785952548515e-15,2.827006782867371e-12,0.0010397373465498838,0.00021371648500229307,0.13429580111625217,8.382568890396753e-05,0.26999127791082217,0.0019897307643159863,0.379635878236164,1.768537588258595e-06,3.2952536479081626e-06,2.941505732743527e-05,0.00277562634104825,0.018976688779604206,3.458868246945753e-05,0.033608527102474355,4.036627139527652e-05,0.5594790887986801,5.503500126573783e-06,3.247696430934776e-05,3.851249660652437e-09,1.470907471927227e-08,4.575956782629356e-06,3.5490574455706664e-07,1.6134206362626317e-09,0.007329057246236219,1.4674513430304e-06,0.012163420928311821,8.189481129566644e-12
0.0001943646858584584,0.07499440050165353,3.76,0.0,0.0374280487085917,0.3169093349742312,0.7500355802949173,1.5591544289612454e-15,2.8224880176194e-12,0.0010365431217069705,0.00021264203529255428,0.13448622174170466,8.36250983433601e-05,0.26941549589980224,0.001979641643998895,0.3800668336553821,1.752915543079131e-06,3.272464421290244e-06,2.9303244156580757e-05,0.0027485555211421908,0.019008331835431044,3.435235021070546e-05,0.033462603102549476,4.0096290043328314e-05,0.5609601946138297,5.476530500116349e-06,3.2244974508558645e-05,3.816407928336523e-09,1.4666460420086875e-08,4.5632262222343616e-06,3.5169269547604186e-07,1.6079139125433454e-09,0.007341313645028338,1.4553836020579098e-06,0.012137962685837876,8.170797362396727e-12
0.0001950878905141255,0.07500723647485762,3.76,0.0,0.03722235567981758,0.3157474707388322,0.7511342281385807,1.544758261170374e-15,2.8179271512051846e-12,0.0010333682144507096,0.00021157829392222632,0.1346751153197843,8.342548464286444e-05,0.2688436488005125,0.0019696447817636013,0.38049426270842873,1.737506616918773e-06,3.2499222763016097e-06,2.9192334677401736e-05,0.0027218613701691713,0.019039593295732255,3.411850059221758e-05,0.0333176430803716,3.982888854987095e-05,0.5624299985060583,5.4497837508004856e-06,3.201560337446875e-05,3.78201875511569e-09,1.4623851338299433e-08,4.5504979194201e-06,3.48521407613499e-07,1.6024618126953863e-09,0.007353382867883293,1.4434596999243788e-06,0.012112442598358225,8.15227739930551e-12
0.00019581109516979262,0.07501996566806242,3.76,0.0,0.03701930922795929,0.3145951248525941,0.7522231798884225,1.5419138270057656e-15,2.8133262038466672e-12,0.0010302126067867857,0.00021052512834499035,0.13486250150962836,8.322685375261498e-05,0.26827570220963676,0.0019597392007716548,0.3809182076225535,1.7223071273832984e-06,3.227624051681856e-06,2.9082324724354455e-05,0.002695537935683548,0.01907047852120209,3.388710780676524e-05,0.03317364404519405,3.956404686434962e-05,0.5638886255482821,5.423258328154783e-06,3.178881805629413e-05,3.748075617969942e-09,1.458125543245358e-08,4.537774235082125e-06,3.4539127862363497e-07,1.5970638759169612e-09,0.0073652674182306515,1.4316777750455339e-06,0.012086864855222727,8.133920156049293e-12
0.00019653429982545973,0.07503258936621267,3.76,0.0,0.036818860697323916,0.3134521781720874,0.753302562781276,1.5572886517679897e-15,2.808687098647431e-12,0.0010270762735322425,0.0002094824056011798,0.1350483997161499,8.302921183452882e-05,0.2677116217939489,0.0019499239293221356,0.38133871015840126,1.707313434147566e-06,3.2055666149575357e-06,2.8973209335379853e-05,0.0026695793348188133,0.019100992807876804,3.3658145724717526e-05,0.03303060283684914,3.9301744300249385e-05,0.5653361996614057,5.396952683064984e-06,3.156458603858114e-05,3.7145720580827037e-09,1.4538680623704934e-08,4.525057466120145e-06,3.423017120941075e-07,1.5917196365260114e-09,0.007376969772641733,1.4200359844483843e-06,0.012061233549431068,8.115724522096806e-12
0.00019725750448112685,0.07504510891366517,3.76,0.0,0.0366209626008291,0.3123185134013119,0.7543725020111621,1.5643477841539103e-15,2.804011594761598e-12,0.001023959182137001,0.00020844999504699308,0.135232829018371,8.283256350584249e-05,0.2671513733312487,0.0019401980006479966,0.3817558114793448,1.6925219847476428e-06,3.183746865046293e-06,2.8864983785192206e-05,0.0026439797728135023,0.01913114136880033,3.34315879810015e-05,0.03288851608436018,3.9041960128222805e-05,0.5667728432619984,5.37086510232729e-06,3.134287493568565e-05,3.6815016983721047e-09,1.4496133774722595e-08,4.512349814511855e-06,3.392521191764312e-07,1.5864286075702871e-09,0.007388492372824485,1.4085324946312194e-06,0.012035552651153868,8.097689294187586e-12
0.00019798070913679396,0.07505752559143575,3.76,0.0,0.036425568521754,0.31119401495711224,0.7554331208803574,1.5443573529511888e-15,2.7993013962591334e-12,0.0010208612938391573,0.00020742776858651943,0.13541580819413934,8.263691190044635e-05,0.2665949227146835,0.0019305604529930166,0.38216955219587373,1.6779292894474336e-06,3.1621617242424298e-06,2.8757643927915664e-05,0.0026187335371268715,0.01916092934104853,3.320740854481515e-05,0.032747380225138366,3.8784673741319516e-05,0.5681986773617933,5.344993794906223e-06,3.1123652405830605e-05,3.648858231474404e-09,1.4453621118511336e-08,4.499653348286434e-06,3.3624191747654134e-07,1.5811902936906454e-09,0.0073998376281066485,1.397165481792567e-06,0.012009826018124828,8.07981322654079e-12
0.00019870391379246108,0.07506984066798317,3.76,0.0,0.036232632900214994,0.3100785686400451,0.7564845411616007,1.538475238485525e-15,2.7945583261696415e-12,0.001017782564695275,0.00020641559832108248,0.13559735577806767,8.244226059209012e-05,0.26604223594263743,0.0019210103289161752,0.3825799724688389,1.663531910850398e-06,3.140808150022366e-06,2.8651185080403905e-05,0.0025938349831502237,0.019190361799970402,3.29855816827907e-05,0.03260719154918395,3.852986404239845e-05,0.5696138218271593,5.319337108308455e-06,3.090688640146906e-05,3.6166354028335926e-09,1.4411149488195627e-08,4.4869700417755015e-06,3.332705294697763e-07,1.5760042069346017e-09,0.007411007921483028,1.3859331438688786e-06,0.011984057418123924,8.062095093928787e-12
0.0001994271184481282,0.07508205543190395,3.76,0.0,0.03604211142720104,0.3089720622951209,0.7575268823670845,1.560453578641138e-15,2.7897841455305144e-12,0.0010147229455402026,0.00020541335777809293,0.1357774899453557,8.224861418403962e-05,0.2654932791844323,0.0019115466788877382,0.38298711179182787,1.649326513365411e-06,3.119683129206287e-06,2.854560122542703e-05,0.00256927856727171,0.019219443728570283,3.276608118723044e-05,0.032467946140488445,3.827750912039513e-05,0.5710183948159457,5.293893443515703e-06,3.069254551845225e-05,3.5848270372642974e-09,1.4368725747864966e-08,4.47430187726487e-06,3.303373849745477e-07,1.5708698443470882e-09,0.007422005596610982,1.374833684511236e-06,0.01195825048759013,8.044533600980059e-12
0.0002001503231037953,0.07509417110738259,3.76,0.0,0.03585396092913056,0.30787438565679015,0.758560261923971,1.5531387263735402e-15,2.7849803166242748e-12,0.001011682382927874,0.00020442092333021166,0.13595622854099793,8.205597496470581e-05,0.2649480187854683,0.0019021685612833888,0.3833910090431066,1.635309811812065e-06,3.09878369702075e-06,2.8440887053607528e-05,0.00254505883851243,0.019248180024099462,3.254888108090982e-05,0.03232963990228948,3.802758760392586e-05,0.5724125128903683,5.268660989810093e-06,3.0480598512367088e-05,3.5534270681594447e-09,1.4326355440291072e-08,4.461650728049412e-06,3.274419238498249e-07,1.5657866954447482e-09,0.00743283296054457,1.3638653358989e-06,0.011932408743578092,8.02712741266718e-12
0.00020087352775946242,0.07510618890724825,3.76,0.0,0.035668139136086435,0.3067854299917299,0.7595847955714528,1.5222140808789733e-15,2.780148357975966e-12,0.0010086608198371732,0.0002034381728516652,0.1361335891437479,8.186434429795581e-05,0.2644064212520099,0.0018928750409105256,0.3837917026017163,1.6214785739393224e-06,3.0781069225524486e-06,2.833703810729762e-05,0.002521170421621761,0.019276575514882793,3.233395611543966e-05,0.0321922685993499,3.778007822331749e-05,0.5737962913044218,5.243637941617921e-06,3.027101414677029e-05,3.522429491612269e-09,1.4284044024876357e-08,4.449018294921799e-06,3.2458359174534115e-07,1.5607542547151629e-09,0.00744349229054317,1.3530263504581714e-06,0.011906535608162563,8.009875203941721e-12
0.00020159673241512953,0.07511811003448085,3.76,0.0,0.035484604617559465,0.305705088003886,0.7606005974628618,1.542185833335146e-15,2.7752900353656838e-12,0.001005658195131888,0.0002024649845878577,0.13630958908293067,8.167372531336222e-05,0.26386845325337477,0.0018836651895121047,0.38418923037528485,1.6078296486787689e-06,3.0576499038121547e-06,2.823404853011924e-05,0.002497608014362181,0.019304634964635897,3.2121280601388065e-05,0.032055827874645657,3.7534958853711474e-05,0.5751698440737162,5.2188226839046135e-06,3.0063761801093372e-05,3.491828362645154e-09,1.4241797695785106e-08,4.436406276280618e-06,3.217618397542794e-07,1.5557720183064093e-09,0.007453985835789613,1.3423149908140755e-06,0.011880634415273676,7.992775646804294e-12
0.00020231993707079665,0.07512993567630795,3.76,0.0,0.03530331682574776,0.3046332539208786,0.7616077800700104,1.5744945868802768e-15,2.7704067818528055e-12,0.0010026744429468854,0.00020150123868602953,0.13648424542424792,8.148411993242043e-05,0.26333408163774435,0.001874538086040585,0.384583629772086,1.5943599384454422e-06,3.037409775119617e-06,2.8131911798437255e-05,0.0024743663927797514,0.019332363067673164,3.191082856353606e-05,0.031920313246505155,3.729220750928891e-05,0.5765332838939222,5.194213482561541e-06,2.9858811307903815e-05,3.4616178264467203e-09,1.4199621783559428e-08,4.423816372628743e-06,3.1897612730727665e-07,1.5508394691243678e-09,0.007464315815518319,1.3317295401513556e-06,0.011854708406214474,7.975827353941292e-12
0.00020304314172646376,0.07514166699682753,3.76,0.0,0.035124236231481885,0.3035698237490692,0.7626064539067346,1.5468846430654935e-15,2.765499731837661e-12,0.0009997094929309668,0.00020054681743777251,0.1366575749267553,8.129552785333263e-05,0.2628032734719257,0.001865492816945321,0.3849749376188397,1.5810663951871807e-06,3.017383701834532e-06,2.8030622976690902e-05,0.0024514404236737368,0.019359764437502914,3.170257504838876e-05,0.03178572009078323,3.705180255213515e-05,0.5778867219129806,5.169808426099667e-06,2.965613231874097e-05,3.43179210206761e-09,1.4157520692500575e-08,4.411250088936875e-06,3.162259206650593e-07,1.5459560818969642e-09,0.007474484413905352,1.3212683001966442e-06,0.01182876071548224,7.95902889661452e-12
0.00020369402591656417,0.07515214549792569,3.76,0.0,0.03496491872960013,0.3026198369622774,0.7634980756281122,1.5222135646332734e-15,2.7610643215901766e-12,0.0009970570530648897,0.00019969571378073206,0.13681245071565415,8.112666235067319e-05,0.262328565783145,0.0018574212925791917,0.38532450152274217,1.5692503681665924e-06,2.9995409387884804e-06,2.7940183296919377e-05,0.002431072742331393,0.019384150082731307,3.151700573271607e-05,0.03166537021536105,3.6837425866081725e-05,0.5790963555976146,5.148016998167948e-06,2.947563863833416e-05,3.405273236607486e-09,1.4119697933166493e-08,4.3999618222329595e-06,3.137806556590573e-07,1.5416026450143156e-09,0.0074834999573746026,1.3119579937827917e-06,0.011805391788940333,7.944037253975905e-12
0.00020434491010666459,0.07516254937679497,3.76,0.0,0.0348073300255022,0.30167650050696965,0.7643829717941313,1.5416645619225641e-15,2.756612032477604e-12,0.0009944197274617728,0.00019885198396886342,0.13696627700562228,8.095861948740044e-05,0.26185669423984226,0.0018494146635615663,0.3856716168922268,1.5575725032163975e-06,2.98186727752349e-06,2.7850421148275084e-05,0.0024109530054817687,0.01940827802937987,3.1333178299478256e-05,0.03154575938355692,3.66249154450686e-05,0.5802980560514139,5.126388303226736e-06,2.9296939267314268e-05,3.3790573315613138e-09,1.4081943594219783e-08,4.388694909738335e-06,3.1136334368254567e-07,1.537288237614756e-09,0.007492388079784906,1.302745721387818e-06,0.011782009934961736,7.929164822567676e-12
0.000204995794296765,0.07517287940909519,3.76,0.0,0.03465144288423659,0.3007397413914157,0.7652612198627045,1.5808802759442357e-15,2.7521437814876767e-12,0.0009917974571581922,0.0001980155443212278,0.1371190655296313,8.079139918579463e-05,0.26138763522011554,0.0018414722785229359,0.38601630964554,1.5460306832672075e-06,2.9643607162989236e-06,2.7761331745593385e-05,0.0023910776185002034,0.01943215151239485,3.115107439220465e-05,0.03142688402359482,3.6414255288632106e-05,0.5814919018098604,5.1049210377335975e-06,2.912001298464301e-05,3.3531403224631127e-09,1.4044260895439142e-08,4.377450393750851e-06,3.089736094872435e-07,1.5330124772991655e-09,0.0075011503173380515,1.2936302814995659e-06,0.01175861727303397,7.914410546135939e-12
0.0002056466784868654,0.07518313644163169,3.76,0.0,0.034497230726371744,0.2998094878248671,0.7661328959743974,1.5685258233571605e-15,2.7476602403245885e-12,0.0009891901813859334,0.0001971863127089206,0.13727082781609246,8.06250005285153e-05,0.2609213652820757,0.0018335934913095953,0.38635860530794497,1.5346228561219414e-06,2.9470192882366246e-06,2.7672910784890502e-05,0.002371443048792604,0.019455773712435752,3.0970676040877504e-05,0.031308740484935135,3.620542940945697e-05,0.5826779703364172,5.0836138328026324e-06,2.894483863306573e-05,3.3275182027934546e-09,1.4006652612769875e-08,4.366229214327488e-06,3.066110831738998e-07,1.5287749820204982e-09,0.00750978818228626,1.2846104886478844e-06,0.011735215853800732,7.899773362070924e-12
0.00020629756267696582,0.07519332124558417,3.76,0.0,0.034344667434470406,0.29888566886206275,0.766998075339826,1.497236324320829e-15,2.7431622102317765e-12,0.000986597837068666,0.000196364207388687,0.13742157524890555,8.045942292430027e-05,0.2604578611129084,0.0018257776605850318,0.3866985291241583,1.5233470010257725e-06,2.9298410366295683e-06,2.7585154263247736e-05,0.002352045809138098,0.01947914777206382,3.079196537201944e-05,0.031191325063524133,3.599842146335693e-05,0.5838563383348484,5.062465355057398e-06,2.877139511323079e-05,3.302187000621207e-09,1.3969121651981424e-08,4.355032221501227e-06,3.0427539804402004e-07,1.524575370399415e-09,0.007518303169916507,1.2756851623365578e-06,0.01171180767988031,7.885252204989302e-12
0.00020694844686706623,0.07520343462199847,3.76,0.0,0.034193727453981575,0.29796821460528417,0.7678568320187512,1.4670239474410575e-15,2.738650873615323e-12,0.0009840203588382186,0.0001955491473582289,0.1375713190336747,8.029466652273294e-05,0.2599970995690139,0.0018180241510169133,0.38703610599169186,1.5122011265083207e-06,2.9128240261910457e-06,2.749805762612447e-05,0.002332882467588113,0.01950227678617096,3.061492430608666e-05,0.031074633996134998,3.579321492070855e-05,0.5850270815600067,5.041474364237646e-06,2.8599661727544344e-05,3.27714279854965e-09,1.3931671220014506e-08,4.343860266760909e-06,3.019661924406609e-07,1.5204132634325086e-09,0.00752669675436724,1.266853133964952e-06,0.011688394694966889,7.870846012469594e-12
0.00020759933105716664,0.07521347732928398,3.76,0.0,0.03404438559732429,0.2970570558404826,0.7687092393170267,1.5629221697738002e-15,2.734127472123187e-12,0.0009814576794341266,0.00019474105265588403,0.13772007025972505,8.013073090233045e-05,0.259539057618057,0.0018103323311795588,0.3873713605816833,1.5011832670832463e-06,2.8959663512331364e-06,2.7411615295921583e-05,0.0023139496294403675,0.019525163817872452,3.0439534645672475e-05,0.03095866348210348,3.558979382516282e-05,0.5861902751454132,5.020639636046871e-06,2.8429618275020897e-05,3.252381737010273e-09,1.3894304346917547e-08,4.332714276255335e-06,2.9968311004401305e-07,1.5162882858949131e-09,0.007534970395928829,1.258113254942123e-06,0.01166497880460791,7.856553732831757e-12
0.00020825021524726705,0.0752234501528191,3.76,0.0,0.033896617265224104,0.2961521244658931,0.7695553693199472,1.5969174814655477e-15,2.7295922022659566e-12,0.0009789097303489745,0.00019393984520568348,0.13786783982778186,7.996761391781771e-05,0.2590837124146319,0.0018027015753789334,0.3877043171982036,1.4902915090144095e-06,2.8792661201460188e-06,2.732582275630405e-05,0.0022952439596101897,0.01954781187927379,3.0265779083263098e-05,0.030843409660200424,3.538814229156626e-05,0.5873459932108919,4.999959762736373e-06,2.8261244429012295e-05,3.2278999939510763e-09,1.3857023139616549e-08,4.321595066098471e-06,2.9742579800741746e-07,1.5122000460770616e-09,0.0075431255323210105,1.249464380878967e-06,0.011641561853224307,7.842374244325133e-12
0.00020890109943736746,0.0752333538414168,3.76,0.0,0.03375039843063526,0.2952533534761279,0.7703952929124082,1.4522090510844855e-15,2.7250453196239413e-12,0.0009763764418058044,0.0001931454469328191,0.13801463845325845,7.980531409607242e-05,0.25863104130725373,0.001795131264747992,0.3880349997819061,1.479523968506081e-06,2.8627214692596897e-06,2.7240676451835478e-05,0.002276762180948773,0.019570223932943852,3.009364039916677e-05,0.03072886861408207,3.518824374478084e-05,0.5884943088697756,4.9794333435479e-06,2.809451981183549e-05,3.2036938018400477e-09,1.3819829793378678e-08,4.310503289046777e-06,2.951939085198278e-07,1.5081481620596771e-09,0.0075511635790131305,1.2409053831473219e-06,0.011618145625633578,7.828306456091924e-12
0.00020955198362746787,0.07524318913281669,3.76,0.0,0.03360570550071198,0.2943606767061795,0.771229080057269,1.4909770762036339e-15,2.7204888759320488e-12,0.000973857742465545,0.0001923577805549493,0.13816047670946519,7.964383159919361e-05,0.25818102179866115,0.0017876207860808011,0.38836343199205264,1.46887878985968e-06,2.846330563130798e-06,2.7156170969516653e-05,0.0022585010612451092,0.019592402903495103,2.99231005972892e-05,0.03061503639180781,3.4990082095854226e-05,0.5896352944552103,4.959059273507513e-06,2.7929424878227205e-05,3.1797594662542827e-09,1.378272751957508e-08,4.299439695310365e-06,2.9298710052260926e-07,1.5041322762856742e-09,0.007559085934342277,1.232435151780722e-06,0.011594731861442106,7.814349365158713e-12
0.00021013777939855822,0.07525198302460451,3.76,0.0,0.033476767340903935,0.2935624241261458,0.7719742989467046,1.532659772883118e-15,2.7163800860866967e-12,0.0009716033273208222,0.00019165457455149886,0.13829091865517565,7.949919429060061e-05,0.2577782528822301,0.0017809120087505812,0.38865711625364946,1.459401242120387e-06,2.8317086933309337e-06,2.7080659607248183e-05,0.002242252079907406,0.019612167078416776,2.977096781109651e-05,0.030513190142804365,3.4813208742925906e-05,0.59065597345754,4.940851768632586e-06,2.7782216771656068e-05,3.1584479611476316e-09,1.3749415032373787e-08,4.289507204722125e-06,2.910221373208602e-07,1.50054843386755e-09,0.007566118280590158,1.2248869265091332e-06,0.011573662983659926,7.801881689271348e-12
0.00021072357516964857,0.07526072264035077,3.76,0.0,0.033349029765462855,0.2927690078186804,0.7727146530321006,1.5290449768442463e-15,2.7122640459255885e-12,0.0009693606177502024,0.00019095670564155497,0.1384205986739084,7.935521585473745e-05,0.25737759747103495,0.0017742507626433437,0.38894901353206607,1.4500200273543378e-06,2.8172085709089623e-06,2.700566012096416e-05,0.0022261769542155146,0.01963174687449422,2.9620103929715316e-05,0.03041191188456663,3.463771770308015e-05,0.5916708247630653,4.922765580753606e-06,2.7636298672505674e-05,3.137351045027719e-09,1.3716179382101254e-08,4.279598637964505e-06,2.890769717913255e-07,1.4969931611158048e-09,0.007573059032243679,1.217408914039693e-06,0.011552598684229526,7.78950197675342e-12
0.00021130937094073892,0.07526940850288139,3.76,0.0,0.03322247644933057,0.29198038126741926,0.7734501914334426,1.5288811009999787e-15,2.7081414324526233e-12,0.0009671295591128997,0.00019026411934400272,0.1385495241847933,7.92118951190199e-05,0.25697903949169887,0.0017676366114369262,0.3892391405028693,1.440733856885236e-06,2.802828898426362e-06,2.6931168989926602e-05,0.0022102734212526933,0.01965114434480295,2.9470496452738268e-05,0.030311198666933614,3.4463597349287295e-05,0.5926798995001722,4.904799808180267e-06,2.749165657528277e-05,3.116466105557836e-09,1.3683022242378767e-08,4.269714433679447e-06,2.871513627772273e-07,1.4934661897542535e-09,0.007579909173411614,1.2100003278558568e-06,0.011531540140945436,7.777209457004361e-12
0.00021189516671182927,0.07527804112829627,3.76,0.0,0.033097091353421836,0.2911964985260458,0.7741809626464479,1.5296819833751596e-15,2.7040127458856294e-12,0.0009649100957543521,0.0001895767620592936,0.13867770251144776,7.906923064905266e-05,0.25658256298341714,0.0017610691224500775,0.38952751365123117,1.4315414643568135e-06,2.7885683914126e-06,2.685718257186958e-05,0.002194539249203525,0.019670361516368053,2.9322133056584025e-05,0.030211047519363196,3.429083608597098e-05,0.5936832482613938,4.886953510243523e-06,2.7348276665631427e-05,3.0957905650590976e-09,1.3649945090849429e-08,4.259855046670482e-06,2.852450723241086e-07,1.4899672445051016e-09,0.007586669676471407,1.2026603892056955e-06,0.011510488502066018,7.765003329543149e-12
0.00021248096248291962,0.07528662102762285,3.76,0.0,0.032972858715140566,0.29041731420422034,0.774907014558549,1.5268299070600529e-15,2.6998784618470483e-12,0.0009627021713191905,0.00018889458073185244,0.13880514088443963,7.892722090780533e-05,0.2561881520978037,0.0017545478666314797,0.38981414927642194,1.4224416035098115e-06,2.7744257795699567e-06,2.6783697399161225e-05,0.002178972236575836,0.019689400390731766,2.917500151090638e-05,0.030111455452794342,3.411942231102954e-05,0.5946809211144578,4.86922574105726e-06,2.7206145215155195e-05,3.0753218773953135e-09,1.3616949308229558e-08,4.2500209131894295e-06,2.8335786539178064e-07,1.4864960550216768e-09,0.007593341502317591,1.1953883275551002e-06,0.011489444887369315,7.752882809263002e-12
0.00021306675825400996,0.07529514870526569,3.76,0.0,0.032849763039586234,0.28964278345416566,0.775628394463622,1.5260844088308538e-15,2.6957390733160088e-12,0.0009605057288776508,0.00018821752281389053,0.1389318464436232,7.878586430715811e-05,0.25579579109850376,0.0017480724185587185,0.3900990634960015,1.4134330469246554e-06,2.760399806808283e-06,2.6710709977731452e-05,0.0021635702115554755,0.019708262944571474,2.902908966649746e-05,0.030012419461595653,3.394934449635197e-05,0.5956729676126437,4.85161557366136e-06,2.70652486396872e-05,3.055057526778384e-09,1.3584036269404127e-08,4.240212439444045e-06,2.8148950974352603e-07,1.4830523526550116e-09,0.007599925600613633,1.188183380683222e-06,0.011468410389106383,7.740847114274045e-12
0.0002136525540251003,0.07530362465950512,3.76,0.0,0.03272778909366687,0.288872861962725,0.7763451490708264,1.5255936351512885e-15,2.691595034018578e-12,0.00095832071091519,0.0001875455363431911,0.13905782623961596,7.864515915522847e-05,0.2554054643615397,0.001741642356450816,0.3903822722482695,1.4045145861581256e-06,2.7464892309412416e-06,2.663821675985954e-05,0.002148331031659831,0.019726951130047812,2.8884385474000904e-05,0.02991393652507046,3.378059115340405e-05,0.5966594368003505,4.834122077524964e-06,2.6925573510650195e-05,3.0349950279979602e-09,1.3551207269782786e-08,4.230430012816015e-06,2.796397759674013e-07,1.479635868911159e-09,0.007606422909935891,1.181044794583235e-06,0.011447386072651495,7.728895460116631e-12
0.00021423834979619066,0.07531204938281087,3.76,0.0,0.03260692190165907,0.28810750594617895,0.7770573245105961,1.5240792145791881e-15,2.6874467884230956e-12,0.0009561470592829724,0.00018687856991078363,0.13918308723483644,7.850510366654815e-05,0.25501715637617867,0.0017352572621586223,0.3906637912937996,1.3956850315307346e-06,2.732692823360862e-06,2.6566214216931797e-05,0.002133252583514851,0.01974546687504275,2.874087697661031e-05,0.029816003608744084,3.361315082818906e-05,0.5976403772161791,4.816744322046069e-06,2.678710653156286e-05,3.0151319262477655e-09,1.3518463536968298e-08,4.220674006229764e-06,2.7780843746024575e-07,1.4762463367102828e-09,0.007612834357862507,1.1739718233064039e-06,0.011426372977007512,7.717027064562143e-12
0.00021540994133837138,0.07532874707801493,3.76,0.0,0.032368449125908506,0.28659031780351846,0.7784681195687221,1.522091721830757e-15,2.67913942614853e-12,0.000951833619516868,0.00018555949424353145,0.13943148024039076,7.822693417908787e-05,0.25424653518880963,0.0017226203225532769,0.39122182243221226,1.3782879734375733e-06,2.7054376659813564e-06,2.642366703733922e-05,0.002103569572384875,0.01978198863587574,2.8457399710904832e-05,0.029621775640512556,3.328216369585521e-05,0.5995858633872729,4.782332343458072e-06,2.6513744531763744e-05,2.975994245055271e-09,1.3453236561044803e-08,4.2012426611101e-06,2.742000537379391e-07,1.469547066727805e-09,0.007625403325659155,1.1600197816031995e-06,0.011384384476526075,7.693536935736375e-12
0.0002165815328805521,0.07534524561566537,3.76,0.0,0.0321342298731112,0.2850908791140103,0.7798611373683244,1.520086976856053e-15,2.6708203336279646e-12,0.0009475649334517534,0.00018425989546480554,0.1396770794385852,7.795134007874838e-05,0.2534838057362453,0.0017101583272074432,0.3917732795108309,1.361232717370336e-06,2.678624774774636e-06,2.6283040155052195e-05,0.0020745048423505105,0.01981784317510665,2.8178564133883996e-05,0.02942971105525013,3.295629254886179e-05,0.6015098044709418,4.748372289177768e-06,2.6245059061097843e-05,2.9376254443735854e-09,1.3388364167409991e-08,4.18192105436183e-06,2.70662601143784e-07,1.4629524364045934e-09,0.007637639708722472,1.1463214484958984e-06,0.011342452692598782,7.670370523876607e-12
0.00021775312442273283,0.07536154873091906,3.76,0.0,0.03190415312345981,0.2836088580448067,0.7812367268223266,1.5176104486246135e-15,2.6624926691871407e-12,0.0009433405178465606,0.00018297938188903783,0.13991993746871384,7.767830448242294e-05,0.2527288480571312,0.0016978680618032135,0.3923182824042821,1.3445103882541984e-06,2.652244803051846e-06,2.6144305287193307e-05,0.0020460425041981026,0.01985304507003607,2.7904278076611846e-05,0.029239785210118996,3.263544773273361e-05,0.603412570985249,4.714856872904086e-06,2.5980948763766324e-05,2.9000069576588525e-09,1.3323854370172855e-08,4.162711581840627e-06,2.6719436587203075e-07,1.4564603641438226e-09,0.007649550542758193,1.1328711447371644e-06,0.011300585041760078,7.647521671189367e-12
0.00021892471596491356,0.07537766007383262,3.76,0.0,0.03167811152062548,0.2821439306282221,0.7825952282675532,1.5155115422037245e-15,2.654159421031997e-12,0.0009391598835703517,0.0001817175703431046,0.140160105670188,7.740780949135685e-05,0.2519815440360094,0.0016857463700772598,0.3928569483277864,1.3281123820067613e-06,2.6262886143516577e-06,2.600743421014109e-05,0.002018167104513757,0.01988760853689969,2.763445094851156e-05,0.029051973359999025,3.23195405518059e-05,0.6052945257737798,4.681778878337443e-06,2.5721314478448104e-05,2.8631206822526085e-09,1.3259714426557682e-08,4.14361640651957e-06,2.6379367696656116e-07,1.4500687954025318e-09,0.007661142698363803,1.1196633177461378e-06,0.011258788569668384,7.62498427627017e-12
0.00022009630750709428,0.07539358320605986,3.76,0.0,0.03145600122638311,0.2806957805567676,0.7839369736953122,1.5133089024434544e-15,2.6458234066115125e-12,0.0009350225365099315,0.00018047408599398718,0.14039763411977407,7.713983626724735e-05,0.2512417774061616,0.0016737901535361544,0.39338939190012695,1.3120303563026174e-06,2.6007472787112067e-06,2.587239877987297e-05,0.0019908636152083698,0.019921547440170627,2.7368993747828742e-05,0.028866250692473117,3.200848333174704e-05,0.6071560241551134,4.649131162341727e-06,2.5466059216667367e-05,2.8269489708034168e-09,1.3195950876039126e-08,4.1246374717751685e-06,2.604589055272282e-07,1.4437757036761085e-09,0.007672422884825375,1.10669254003281e-06,0.011217069967480684,7.602752299154729e-12
0.000221267899049275,0.07540932160748827,3.76,0.0,0.031237721786770412,0.2792640989897399,0.7852622869688091,1.5109093015519835e-15,2.6374872845711125e-12,0.0009309279784020336,0.0001792485621953641,0.1406325716664825,7.687436511692496e-05,0.2505094337487339,0.001661996371076394,0.3939157252032856,1.2962562219818832e-06,2.575612068914172e-06,2.573917096451707e-05,0.001964117423423335,0.01995487530137337,2.710781906790217e-05,0.028682592358835024,3.170218945920456e-05,0.6089974140670551,4.6169066589235006e-06,2.521508813592269e-05,2.7914746226300733e-09,1.3132569583476617e-08,4.1057765117608e-06,2.571884639109951e-07,1.437579091499982e-09,0.007683397653747913,1.0939535074448556e-06,0.011175435586958257,7.580819766352678e-12
