Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21)
1.0846595257343134e-05,0.581618979076008,3.76,0.0,0.10523968700043719,0.8942342394383735,0.1250537584569472,4.057149684574631e-11,4.898194727985338e-09,0.019824916141320897,0.0008098607922947532,0.07498852188519162,0.003787733746817166,0.2839456507740117,0.00491999564821906,0.2708426236840101,2.901570696305126e-07,3.337717757377087e-06,0.0006212161595440403,0.0018467554797576447,0.029359399416326967,0.0012626964631235968,0.010395539819623026,0.0006259595034058529,0.06000779196864847,0.0003992304897141759,0.0002457805461163618,5.870068667556024e-09,6.866436910415136e-06
1.0888894175097094e-05,0.5817148203150565,3.76,0.0,0.1045666005623352,0.8937301162608224,0.12559734900369296,4.0869568365961905e-11,4.937708264196063e-09,0.019793725626504787,0.0008047232919588922,0.0751519547053685,0.0037828162523725842,0.2841407125770912,0.004926158268325499,0.2714403468608435,2.8815529317075123e-07,3.3300291285661163e-06,0.0006213757249393095,0.0018499072026570242,0.029553261900305224,0.0012626935510521946,0.01041812186100815,0.0006263917195109956,0.06043086715725587,0.0003992508953988119,0.00024572011752392565,5.862105728906787e-09,6.906909906445593e-06
1.0931193092851054e-05,0.5818102316878158,3.76,0.0,0.10389884860255098,0.8932265873169487,0.1261402260290789,4.116784312061051e-11,4.977265595591532e-09,0.019762707087805684,0.000799630812993283,0.07531421834412377,0.003777933456255601,0.284330993849182,0.0049322187902675575,0.27203471806012797,2.8617221187896456e-07,3.3223825197366527e-06,0.0006215260529367712,0.0018529967478071803,0.02974710461864302,0.001262684911345824,0.010440439451502049,0.0006268112985482413,0.060854084709516046,0.0003992692231069069,0.000245655703247114,5.854146914358765e-09,6.9473279999922694e-06
1.0973783525878843e-05,0.5819058697859665,3.76,0.0,0.10323183364819545,0.8927201893769873,0.12668612472415483,4.146837470672092e-11,5.017139151000003e-09,0.019731648665304455,0.0007945482942201916,0.0754764294018586,0.003773052088195921,0.28451780788516534,0.0049382187792849554,0.27262982665799596,2.8419415693221423e-07,3.3147255780054117e-06,0.0006216682486406301,0.0018560451789267156,0.02994226032129431,0.0012626705724407394,0.01046264557520885,0.0006272211894621281,0.06128035506275099,0.0003992856260880581,0.0002455868938906956,5.846137718824759e-09,6.987969049830716e-06
1.1016373958906633e-05,0.582001079034036,3.76,0.0,0.10257012553975349,0.8922143954817348,0.12723130245725245,4.1769111372405234e-11,5.057055888691162e-09,0.019700764813996068,0.0007895105560808994,0.07563747595487591,0.0037682059353299074,0.2846998780733507,0.0049441169726425335,0.2732215925661376,2.822346643955659e-07,3.3071110500506904e-06,0.0006218014077311526,0.001859031409003659,0.030137390075824673,0.0012626507202745639,0.010484587430890398,0.0006276186442616082,0.061706754277106285,0.0003993000189982168,0.0002455141948945218,5.838133299187947e-09,7.0285542006286465e-06
1.1058964391934422e-05,0.5820958628741912,3.76,0.0,0.10191367419286136,0.8917092063202533,0.1277757605035197,4.207005596757966e-11,5.09701484874987e-09,0.019670055572086502,0.000784517170276266,0.07579736830687214,0.0037633950071986923,0.28487725513841256,0.004949914224814593,0.27381004331720477,2.8029354049851257e-07,3.299538830477218e-06,0.0006219256912501878,0.0018619558606379637,0.030332491000500828,0.0012626254985592437,0.01050626693141963,0.0006280038477865108,0.06213327478289052,0.00039931244921800635,0.000245437680320476,5.830133946672593e-09,7.069083354921093e-06
1.1101554824962211e-05,0.582190224713493,3.76,0.0,0.10126243005120832,0.8912046225101389,0.12831950017496013,4.2371207256433587e-11,5.1370149779408125e-09,0.019639520932793406,0.000779567711809961,0.07595611665777612,0.003758619307558606,0.28504998923972386,0.0049556113862704735,0.2743952061862944,2.7837059335038085e-07,3.292008806627235e-06,0.0006220412577463175,0.0018648189581566977,0.030527560268117832,0.0012625950486631632,0.010527685980095342,0.0006283769824557985,0.06255990913730654,0.00039932296339199636,0.00024535742305713016,5.8221399458951666e-09,7.109556429622776e-06
1.114414525799e-05,0.5822841679269318,3.76,0.0,0.10061634408003331,0.8907006445993941,0.12886252281931038,4.267256394232329e-11,5.177055389178218e-09,0.019609160846225892,0.0007746617590353173,0.07611373110471345,0.003753878834583982,0.28521812997850005,0.004961209303397236,0.2749771081935322,2.7646563286718584e-07,3.2845208589670653e-06,0.000622148263311985,0.0018676211274793035,0.03072259510496935,0.0012625595096510385,0.01054884647051583,0.0006287382282955309,0.0629866500222735,0.0003993316074381265,0.0002452734948406555,5.81415157519218e-09,7.149973355703905e-06
1.118673569101779e-05,0.5823776958568642,3.76,0.0,0.09997536776002974,0.8901972730682223,0.12940482981896562,4.2974126985514076e-11,5.217135292440524e-09,0.01957897522119203,0.0007697988936849481,0.07627022164291067,0.003749173581068972,0.2853817264045133,0.004966708818425167,0.2755557761064717,2.745784707505308e-07,3.2770748614401396e-06,0.0006222468616176245,0.0018703627959863645,0.030917592789871794,0.0012625190183195767,0.010569750286454875,0.0006290877629605928,0.0634134902423683,0.0003993384265590522,0.00024518596627293165,5.8061691075020394e-09,7.190334077578803e-06
1.1229326124045579e-05,0.5824708118135917,3.76,0.0,0.09933945308213656,0.8896945083306448,0.12994642258999783,4.327589787262089e-11,5.2572538726991605e-09,0.01954896392685284,0.0007649787008806993,0.07642559816645043,0.003744503534618528,0.28554082702186745,0.004972110769351626,0.2761312364420953,2.727089205110035e-07,3.269670681761402e-06,0.0006223372039444443,0.0018730443923964557,0.031112550653297766,0.0012624737092326237,0.010590399301735623,0.0006294257617546612,0.06384042272300848,0.00039934346525282013,0.0002450949068366842,5.798192810280242e-09,7.230638552687244e-06
1.1271916557073368e-05,0.5825635190760592,3.76,0.0,0.09870855254312227,0.8891923507359016,0.13048730258130808,4.357787733502265e-11,5.297410293997389e-09,0.01951912679414024,0.0007602007691393028,0.07657987046891072,0.0037398686778116253,0.28569547979390497,0.004977415989872316,0.2767035154684999,2.7085679746845555e-07,3.262308181670157e-06,0.0006224194392145878,0.0018756663466585701,0.031307466076632956,0.0012624237147543166,0.010610795380119388,0.0006297523976500893,0.0642674405088937,0.00039934676732152,0.00024500038490863767,5.790222945541594e-09,7.270886751271443e-06
1.1314506990101157e-05,0.5826558208910165,3.76,0.0,0.09808261913987008,0.8886908005702169,0.13102747127355724,4.388006578430475e-11,5.337603748306183e-09,0.019489463617527004,0.000755464690384859,0.07673304824420821,0.0037352689884010974,0.28584573214954295,0.004982625309297371,0.27727263920710365,2.6902191873983927e-07,3.2549872172586257e-06,0.0006224937140299204,0.0018782290898167182,0.03150233649122894,0.0012623691650914114,0.010630940375172789,0.0006300678413145101,0.06469453676201284,0.00039934837588227973,0.00024490246777683676,5.7822597700183955e-09,7.311078656069958e-06
1.1357097423128946e-05,0.5827477204753181,3.76,0.0,0.09746160636447386,0.8881898580582613,0.131566930178288,4.418246437574805e-11,5.377833469984234e-09,0.019459974156460433,0.0007507700599603373,0.07688514108734329,0.0037307044394749344,0.28599163098869806,0.004987739552486993,0.27783863343457066,2.6720410323126574e-07,3.2477076392392276e-06,0.0006225601727042272,0.0018807330538993833,0.031697159377610966,0.0012623101883278327,0.010650836130168907,0.0006303722611343319,0.06512170475996697,0.000399348333376595,0.00024480122165561883,5.774303535266626e-09,7.3512142620099114e-06
1.1442278289184526e-05,0.5829303256625284,3.76,0.0,0.09623415911286815,0.8871897965946939,0.1326437248208418,4.478789722295197e-11,5.458398682374721e-09,0.019401515251548852,0.0007415035426068796,0.07718610986706625,0.0037216806330154597,0.2862705531040438,0.004997686087021012,0.27896133525046773,2.6361894644938323e-07,3.233272019776575e-06,0.0006226702076263449,0.001885566377255557,0.03208665272916779,0.001262179455411226,0.010689887241126413,0.0006309486915115644,0.06597622966919632,0.0003993434616081249,0.0002445890020201872,5.75841286879606e-09,7.431316616044011e-06
1.1518941068634547e-05,0.5830933263410478,3.76,0.0,0.09514582853372722,0.8862918204962656,0.13361042829233769,4.533352063821777e-11,5.531023972189713e-09,0.019349493261486956,0.0007333014409798888,0.07745336555948588,0.0037136790276438734,0.2865071538402958,0.005006320989261312,0.27996131760536147,2.60448881384747e-07,3.2204199046242145e-06,0.000622743909857409,0.0018897196943885434,0.0324370099033804,0.0012620478977314535,0.010724199117985944,0.0006314314206423974,0.06674548232513254,0.0003993338426324563,0.00024438726199882345,5.7441374267313126e-09,7.503216380154102e-06
1.1595603848084569e-05,0.5832550724209077,3.76,0.0,0.09407273961502657,0.8853958140247389,0.1345748568826868,4.5879848310674624e-11,5.603755450184982e-09,0.01929802890986659,0.0007252274955535322,0.0777172508532541,0.0037057906620967785,0.28673035496333943,0.005014660463388362,0.28095155024221147,2.573313661994628e-07,3.2076993397537404e-06,0.0006227944308800931,0.0018936893200868427,0.03278717606941644,0.0012619038946623932,0.010757731644416074,0.0006318809493952451,0.06751486799848147,0.00039931950434125114,0.0002441757182901783,5.729888156902515e-09,7.574934181487847e-06
1.167226662753459e-05,0.5834155815734133,3.76,0.0,0.09301463838075519,0.8845017764487483,0.13553702041393892,4.642689016756421e-11,5.6765891592220165e-09,0.019247119702513856,0.0007172794705203169,0.07797781823233381,0.0036980152310547598,0.2869404115814594,0.005022709151851248,0.28193217489984995,2.542654088115221e-07,3.195109291995461e-06,0.0006228225337395465,0.001897477795719131,0.03313713821027025,0.0012617481207925782,0.010790495187711656,0.0006322981803433108,0.0682843514483075,0.00039930067103686334,0.00024395472016595901,5.715666350327341e-09,7.646470391414389e-06
1.1748929406984611e-05,0.5835748711665388,3.76,0.0,0.09197127566098229,0.8836097064998342,0.1364969289674155,4.697465956187918e-11,5.749521367211184e-09,0.019196762879675606,0.0007094551660869418,0.07823511920558353,0.0036903523921271086,0.28713757368296283,0.005030471646332175,0.28290333090619085,2.5125003539307834e-07,3.1826486903029062e-06,0.0006228289599629133,0.001901087664831187,0.03348688376454848,0.0012615812310449411,0.010822500001471417,0.0006326839939767225,0.06905389851772202,0.00039927756066136,0.000243724606790309,5.701473250616477e-09,7.717825486169855e-06
1.1902254965884655e-05,0.5838898596602613,3.76,0.0,0.08992779257505752,0.8818314618621594,0.13841002268150213,4.807243424359644e-11,5.8956670661856e-09,0.01909769414174156,0.0006941690991978385,0.07874012318709576,0.003675362950199842,0.2874941892847054,0.00504515616232125,0.2848177824471773,2.4536723542062715e-07,3.158111373301129e-06,0.0006227796443805882,0.0019077817584321562,0.03418567706672552,0.0012612166287099818,0.010884273881989249,0.0006333647835160735,0.07059305213644423,0.00039921934964240533,0.00024323834197644632,5.67317791763353e-09,7.859994729987132e-06
1.2030486422093119e-05,0.5841496983881829,3.76,0.0,0.08826189834697552,0.8803502780616397,0.14000317637379092,4.899290465866636e-11,6.018165905951488e-09,0.019016507590768013,0.0006817459586124263,0.07915288282864313,0.003663168968739071,0.2877549639396634,0.005056598106612009,0.2863910158249705,2.405942934461108e-07,3.1379774947731214e-06,0.0006226780352935048,0.0019128542288474539,0.03476933296352558,0.001260883037108206,0.010933696004417556,0.0006338450875876546,0.07188021005224655,0.00039915935488346057,0.00024280650258063177,5.649611968901068e-09,7.978345421635048e-06
1.2158717878301583e-05,0.5844063411316445,3.76,0.0,0.08663415499194052,0.878874564535422,0.14159016142814518,4.991561249834235e-11,6.140897292975332e-09,0.01893682215118547,0.0006696415461977431,0.07955714178633284,0.003651284334999479,0.28798274659502615,0.005067297403225426,0.2879394918549624,2.359508144207644e-07,3.1181906608909716e-06,0.0006225247134399334,0.001917460183395598,0.03535223464797736,0.00126052621795162,0.010981125066270882,0.0006342482122533341,0.07316713766663961,0.00039909001818203753,0.0002423532373815173,5.626140940098231e-09,8.09619913984925e-06
1.2286949334510046e-05,0.5846598611522885,3.76,0.0,0.08504352272800182,0.877404302448982,0.1431710310244902,5.0840640885847244e-11,6.2638479728992315e-09,0.018858619329086314,0.0006578465632264147,0.07995311523528942,0.0036397066324731753,0.28817857292457055,0.005077274056909988,0.2894637984969129,2.3143273525296657e-07,3.0987451313154694e-06,0.0006223225987328446,0.0019216114265591703,0.0359343348715235,0.0012601487386346964,0.011026605801610521,0.000634577701375044,0.07445370283888328,0.0003990121966622893,0.0002418798749409965,5.6027694603889475e-09,8.213560603224279e-06
1.241518079071851e-05,0.5849103296414797,3.76,0.0,0.08348899438119774,0.8759394699656644,0.144745839673236,5.176808624629043e-11,6.387005988425824e-09,0.018781879549597945,0.0006463519803642466,0.08034101160944727,0.0036284332764916936,0.2883434440337895,0.005086547649728569,0.2909645069731986,2.270361237868387e-07,3.0796350460982194e-06,0.0006220744732750746,0.0019253196938339996,0.036515589246580694,0.0012597530433214176,0.011070182036639195,0.0006348369513049917,0.075739780369564,0.0003989267066248826,0.00024138767901557478,5.5795018660364515e-09,8.330435101139888e-06
1.2543412246926974e-05,0.5851578157645672,3.76,0.0,0.08196959431208617,0.8744800424787804,0.1463146430825502,5.26980548163035e-11,6.510360524185551e-09,0.01870658233171701,0.0006351490332614077,0.0807210328023859,0.0036174615364689086,0.28847832763631,0.005095137339180425,0.2924421722409667,2.2275717566452383e-07,3.0608544558943684e-06,0.0006217829877001388,0.0019285966359458525,0.03709595610449241,0.0012593414591257333,0.011111896692733696,0.0006350292164490032,0.07702525168478291,0.0003988343254103338,0.00024087785153113843,5.5563422157402695e-09,8.446828445639445e-06
1.2671643703135438e-05,0.5854023867400586,3.76,0.0,0.0804843773755304,0.8730259928263727,0.14787749803655978,5.3630650019840477e-11,6.633901587408337e-09,0.018632706442587067,0.0006242292175293701,0.0810933743655409,0.0036067885560137902,0.28858415919265396,0.005103061857804187,0.2938973334556126,2.1859221109295567e-07,3.042397348086404e-06,0.0006214506672306456,0.0019314538046685753,0.037675396361439316,0.0012589162019427263,0.011151791792042901,0.0006351576146932281,0.07831000453605716,0.0003987357931841591,0.00024035153541825344,5.5332943056377845e-09,8.562746928225613e-06
1.2799875159343902e-05,0.5856441078868061,3.76,0.0,0.07903242790619633,0.8715772914942709,0.14943446228069926,5.456598250054184e-11,6.757620238985432e-09,0.018560230038667698,0.0006135842835833177,0.08145822570369639,0.0035964113713920177,0.2886618430197038,0.005110339513673594,0.2953305144268003,2.145376714854837e-07,3.0242576707035976e-06,0.0006210799175309637,0.0019339026397432125,0.038253873389944876,0.0012584793820545634,0.011189908464570948,0.0006352251327412909,0.07959393271148289,0.0003986318146744597,0.00023980981735699763,5.5103616828672454e-09,8.678197278846317e-06
1.2928106615552365e-05,0.5858830426924888,3.76,0.0,0.07761285873576439,0.8701339068044892,0.15098559441617657,5.5504180052070604e-11,6.8815088178619104e-09,0.018489130790436726,0.0006032062312451472,0.08181577026707818,0.00358632692815711,0.2887122533642607,0.0051169881920487105,0.29674222406512174,2.1059011607005146e-07,3.006429353322688e-06,0.0006206730302744477,0.0019359544571639332,0.03883135289730976,0.001258033009425584,0.011226286957156379,0.0006352346313042655,0.08087693576083436,0.00039852306081167554,0.00023925373040324598,5.487547657413742e-09,8.793186626755679e-06
1.3075150158446535e-05,0.5861536803294728,3.76,0.0,0.07602377859366613,0.8684852718582724,0.15275718247587353,5.6583700327499827e-11,7.023772524675045e-09,0.018409266691623887,0.0005916241556909069,0.08221700392250268,0.0035751193228747693,0.2887375802908651,0.005123860630272876,0.29833524774664966,2.0619082705811965e-07,2.986360938674531e-06,0.0006201647855860456,0.0019378330572952646,0.03949228197122294,0.0012575118619174393,0.011265913734661244,0.0006351776434568519,0.08234689968643163,0.0003983932978242117,0.00023859964308765483,5.4615366662925025e-09,8.924487668271065e-06
1.3222193701340705e-05,0.5864208254729225,3.76,0.0,0.07447489365281407,0.8668435299076802,0.15452127036269056,5.766734350439572e-11,7.16624139295092e-09,0.01833114893332197,0.0005803715084670744,0.08260912203455802,0.003564287717793363,0.28872938414872185,0.005129954617181227,0.299901410688842,2.019230090041541e-07,2.966684833730247e-06,0.0006196150141125045,0.0019392209309322002,0.04015181230931269,0.0012569834087765345,0.011303364647080144,0.0006350519063890066,0.08381538775091624,0.00039825900789795045,0.00023792935328844622,5.435689984759864e-09,9.055204216786404e-06
1.3369237244234874e-05,0.5866845655101134,3.76,0.0,0.07296499495363125,0.8652086244187103,0.1562779496290103,5.875531734571033e-11,7.308907989060582e-09,0.018254742559200357,0.0005694373776144216,0.08299237421641568,0.003553827214880842,0.2886888476489493,0.0051352950990597255,0.3014414123414163,1.9778201144522482e-07,2.9473919694120615e-06,0.0006190266711112316,0.001940134438570784,0.040809902387573975,0.0012564502434582367,0.011338696205806851,0.0006348611725330518,0.08528227384076528,0.00039812105432957234,0.00023724418344378692,5.410011577333415e-09,9.185348612333182e-06
1.3516280787129044e-05,0.586944985069892,3.76,0.0,0.07149291607474266,0.8635804962954965,0.1580273126560159,5.984783620928986e-11,7.451766277283147e-09,0.018180012473438516,0.0005588112386855867,0.08336700113425846,0.003543732857206055,0.28861710884973824,0.005139906318084769,0.30295592952156386,1.9376336287235916e-07,2.92847335701725e-06,0.000618402551604665,0.0019405896605752307,0.04146651392490598,0.0012559148202730764,0.0113719634836546,0.0006346090119827044,0.08674743998823646,0.0003979802529104885,0.00023654538067110833,5.384505082238348e-09,9.314933649233827e-06
1.3663324330023214e-05,0.5872021661115636,3.76,0.0,0.07005753148601392,0.8619590841420339,0.15976945251171223,6.094511966109429e-11,7.594811497970735e-09,0.018106923576563703,0.0005484829426891569,0.08373323484404434,0.0035339996490164386,0.2885152629469984,0.0051438118226387166,0.30444561719539837,1.8986276420877605e-07,2.9099201087968936e-06,0.0006177452990533231,0.0019406023845640393,0.04212161169820249,0.0012553794623197019,0.011403220142695368,0.0006342988211577995,0.08821077594334942,0.00039783737449540615,0.00023583412087870912,5.3591738300874716e-09,9.443972524236712e-06
1.3810367872917384e-05,0.5874561880231434,3.76,0.0,0.06865775496347923,0.8603443245043012,0.1615044628205033,6.204739589900973e-11,7.7380402692987e-09,0.01803544088370961,0.0005384427040584668,0.08409129911783385,0.0035246225736275476,0.28838436399604866,0.00514703447859253,0.3059111092360227,1.860760824263782e-07,2.891723455501324e-06,0.0006170574135819674,0.0019401880946502148,0.042775163367749426,0.0012548463689534006,0.011432518463215816,0.000633933831101383,0.0896721787679321,0.0003976931474525083,0.0002351115126585458,5.334020861441872e-09,9.572478788883456e-06
1.3957411415811553e-05,0.5877071277142962,3.76,0.0,0.06729253806516602,0.8587361520939824,0.16323243764353965,6.315490027308424e-11,7.881450491273583e-09,0.01796552962696323,0.0005286810887455801,0.08444140975951077,0.0035155966092477553,0.28822542656550265,0.0051495964814038,0.30735301915807156,1.8239934432394917e-07,2.8738747610810995e-06,0.0006163412597662708,0.0019393619624147643,0.04342713931245596,0.0012543176228140642,0.011459909373534426,0.0006335171154283534,0.091131552450852,0.0003975482599988893,0.00023437860097290524,5.309048943335111e-09,9.70046630609687e-06
1.4104454958705723e-05,0.5879550597060816,3.76,0.0,0.06596086866621101,0.8571344999951298,0.16495347136898802,6.42678730885429e-11,8.025041176582696e-09,0.017897155343537533,0.0005191890024191547,0.08478377490986604,0.00350691674302045,0.28803942732530813,0.005151519368887941,0.30877194082880777,1.7882873043987646e-07,2.8563655348356027e-06,0.0006155990739887245,0.0019381388394790523,0.044077512474361834,0.0012537951964298568,0.011485442480438507,0.0006330515979374548,0.09258880754337355,0.00039740336240185365,0.0002336363706479387,5.284260584737635e-09,9.827949210087673e-06
1.4251498501599893e-05,0.5882000562170815,3.76,0.0,0.06466176955133322,0.8555392998551037,0.1666676586113852,6.538656086137562e-11,8.168812490452963e-09,0.01783028395139953,0.0005099576787972446,0.08511859534111813,0.0034985779834815376,0.28782730657120703,0.005152824034534659,0.31016844915605307,1.75360569112278e-07,2.839187441394639e-06,0.000614832971391526,0.0019365332515389603,0.04472625821183714,0.0012532809584205951,0.011509166100015268,0.0006325400598815002,0.09404386081353329,0.00039725906905264957,0.00023288574967969398,5.259658050987926e-09,9.954941869251054e-06
1.4398542044494062e-05,0.5884421872464551,3.76,0.0,0.063394297062841,0.8539504820609476,0.16837509411934926,6.651121673587651e-11,8.312765759225987e-09,0.017764881813723175,0.0005009786681955714,0.08544606474098036,0.0034905753715235572,0.28758996968769657,0.005153530741255638,0.3115431007532925,1.7199133071058415e-07,2.8223323087829985e-06,0.0006140449524533167,0.0019345593937384724,0.04537335416095921,0.001252776679329931,0.011531127288689099,0.000631985146900053,0.09549663491853284,0.0003971159604362631,0.00023212761235846525,5.235243377345609e-09,1.00814588524835e-05
1.4545585587388232e-05,0.5886815206538453,3.76,0.0,0.06215753980250963,0.8523679759022094,0.17007587269102303,6.764209878717921e-11,8.456903297472662e-09,0.0177009157933307,0.0004922438263199916,0.08576636998640609,0.003482903989994605,0.287328288551402,0.005153659135463633,0.31289643458228433,1.6871762204600553e-07,2.8057921347564694e-06,0.000613236909202875,0.0019322311272758582,0.046018780104624124,0.001252284037109779,0.011551371874318157,0.0006313893756329997,0.09694705809426518,0.0003969745850008492,0.00023136278222219404,5.21101838175758e-09,1.0207514898478969e-05
1.4692629130282402e-05,0.5889181222363052,3.76,0.0,0.060950617385646444,0.8507917097211483,0.17177008909667577,6.877946978611147e-11,8.601228362239672e-09,0.017638353298187998,0.00048374530329858975,0.08607969140717482,0.0034755589720942707,0.28704310287681417,0.005153228261397329,0.3142289725735463,1.6553618095573025e-07,2.7895590916239646e-06,0.00061241063108302,0.001929561977141564,0.04666251784897084,0.0012518046222745511,0.011569944487224308,0.0006307551400275956,0.0983950638611287,0.0003968354609180179,0.0002305920348490081,5.1869846768316435e-09,1.0333124887207803e-05
1.4839672673176571e-05,0.5891520558022662,3.76,0.0,0.05977267924554508,0.849221611051254,0.17345783800789988,6.992359829184644e-11,8.745745242730206e-09,0.01757716231895464,0.00047547553297550677,0.08638620303952602,0.00346853550868039,0.2867352215064421,0.005152256575616089,0.315541220225172,1.6244387106089204e-07,2.7736255297512134e-06,0.0006115678104861754,0.0019265651308881177,0.04730455110669317,0.001251339942742546,0.011586888591039495,0.0006300847173422322,0.09984059074528019,0.0003966990777407326,0.00022981610049525205,5.1631436810514924e-09,1.0458303813705334e-05
1.4986716216070741e-05,0.5893833832426439,3.76,0.0,0.058622903486484725,0.847657606744949,0.17513921393287357,7.10747580745035e-11,8.890459147662831e-09,0.017517311459500792,0.00046742722249594796,0.08668607287007735,0.003461828854568477,0.2864054236474677,0.005150761961594136,0.31683366718049927,1.594376767055744e-07,2.7579839799047283e-06,0.0006107100479814532,0.00192325343833674,0.047944865386829884,0.0012508914283842426,0.011602246513267057,0.0006293802738558561,0.1012835820144916,0.00039656589797401945,0.0002290356665856658,5.139496629319152e-09,1.058306676442826e-05
1.5133759758964911e-05,0.5896121645992058,3.76,0.0,0.05750049578347824,0.8460996230912735,0.17681431115720905,7.223322678543517e-11,9.035376040946708e-09,0.017458769961196174,0.00045959334218739393,0.08697946307028166,0.0034554343339254076,0.28605446005694196,0.005148761744351079,0.318106787785159,1.5651469807761616e-07,2.742627154582898e-06,0.0006098388572471107,0.0019196394121332484,0.04858344789065594,0.0012504604352980358,0.011616059475477792,0.0006286438702996808,0.10272398542782651,0.00039643635856100083,0.00022825138006459932,5.1160445828841776e-09,1.070742889561571e-05
1.5280803301859082e-05,0.5898384581302832,3.76,0.0,0.05640468832703397,0.8445475859242774,0.1784832236899561,7.339928667220086e-11,9.180502748343507e-09,0.01740150772167997,0.0004519671157354182,0.08726653022168442,0.003449347344861407,0.28568305417749307,0.0051462727050660025,0.3193610416240442,1.5367214650521476e-07,2.727547948468068e-06,0.0006089556697231666,0.0019157352290730641,0.04922028741332571,0.0012500482498309664,0.011628367623076055,0.0006278774670236785,0.10416175299840656,0.00039631087228088406,0.00022746384961641394,5.092788438683895e-09,1.083140541315205e-05
1.5427846844753254e-05,0.5900623203739221,3.76,0.0,0.05533473881122155,0.8430014207228038,0.18014604521436195,7.457322558813178e-11,9.325847002970736e-09,0.017345495308751298,0.00044454201066247733,0.08754742553225353,0.0034435633632955943,0.2852919032254671,0.005143311095630546,0.3205968740387521,1.5090733992686946e-07,2.712739438113942e-06,0.0006080618390016643,0.001911552732120151,0.04985537425093728,0.0012496560923577766,0.011639210054579532,0.0006270829289048685,0.10559684076857648,0.0003961898290657511,0.00022667364776124519,5.069728938125889e-09,1.0955011554184756e-05
1.5574890387647425e-05,0.5902838062085656,3.76,0.0,0.054289929463347195,0.8414610527022903,0.18180286904301465,7.575533543888475e-11,9.471417181263385e-09,0.01729070396996556,0.0004373117291153705,0.0878222950440628,0.0034380779461573065,0.2848816792334073,0.0051398926531003915,0.3218147166260789,1.4821769853473836e-07,2.698194880971567e-06,0.0006071586449694743,0.0019071034330489295,0.05048870011270199,0.0012492851208318818,0.011648624850365658,0.0006262620300078642,0.10702920859679807,0.00039607359724649113,0.0002258813128324435,5.046866675357766e-09,1.1078262570613862e-05
1.5721933930541596e-05,0.5905029689113618,3.76,0.0,0.05326956611357658,0.8399264068991887,0.18345378807701945,7.694591117129299e-11,9.617222266499914e-09,0.017237105638463954,0.000430270198958001,0.08809127983261449,0.0034328867339941194,0.2844530300487384,0.005136032614008741,0.3230149877181467,1.4560074058762912e-07,2.6839077138490973e-06,0.0006062472977157571,0.001902398515642979,0.051120258037921425,0.0012489364341250237,0.011656649100848227,0.0006254164580119162,0.10845881995563274,0.0003959625247293282,0.00022508735084281645,5.024202105065084e-09,1.1201173713927437e-05
1.5868977473435768e-05,0.5907198602141807,3.76,0.0,0.052272977302894194,0.8383974082485554,0.18509889476889219,7.814525308099638e-11,9.76327212602543e-09,0.01718467293550284,0.00042341156516619623,0.08835451619808869,0.0034279854530553425,0.2840065802904635,0.005131745728511593,0.3241980928447422,1.430540783879328e-07,2.669871550888367e-06,0.0006053289412176636,0.0018974488393894383,0.05175004231749183,0.0012486110751709011,0.011663318934056184,0.000624547818415475,0.10988564174021212,0.0003958569401020727,0.00022429223724608485,5.001735549829538e-09,1.1323760221084265e-05
1.601602101632994e-05,0.5909345303574266,3.76,0.0,0.05129951342783753,0.8368739816553061,0.18673828108887977,7.935366711725303e-11,9.909577341736746e-09,0.017133379170099976,0.00041673018152355186,0.08861213584880492,0.0034233699169034736,0.2835429322656177,0.005127046274339954,0.3253644251784452,1.405754144187831e-07,2.656080181130276e-06,0.000604404656818542,0.0018922649436126419,0.05237804841967411,0.0012483100339227998,0.011668669542592188,0.0006236576385262482,0.11130964408662944,0.00039575715367644077,0.00022349641859899,4.979467207072404e-09,1.1446037301720005e-05
1.616306455922411e-05,0.591147028141736,3.76,0.0,0.05034854592049115,0.83535605205962,0.1883720384944417,8.057146124438195e-11,1.0056148802393924e-08,0.017083198336174242,0.0004102206026142393,0.08886426607718083,0.0034190360275982165,0.2830626668471683,0.00512194807053702,0.326514365963124,1.381625376379493e-07,2.642527565734188e-06,0.0006034754665101036,0.0018868570519946638,0.053004272919883424,0.0012480342501349326,0.011672735209954549,0.0006227473712471087,0.11273080019971311,0.00039566345847369947,0.00022270031412963216,4.957397155607278e-09,1.1568020126698255e-05
1.6310108102118282e-05,0.5913574009776454,3.76,0.0,0.04941946646227372,0.8338435444969156,0.1900002579026386,8.179894640610876e-11,1.0202998038899179e-08,0.017034105107515757,0.00040387757610626254,0.08911102992846756,0.0034149797765011458,0.28256634431499733,0.005116464490961462,0.32764828492636755,1.3581331992325987e-07,2.6292078349097443e-06,0.0006025423360285414,0.0018812350774342424,0.05362871343426611,0.001247784615981134,0.011675549336212291,0.0006218183986698913,0.11414908618967014,0.00039557613115456347,0.00022190431721773053,4.935525361832586e-09,1.1689723817556235e-05
