Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594)
1.2882704347312786e-06,0.32984809913785446,3.76,0.0,0.39781567337162477,0.9917977757372837,0.010579280946979387,0.0009922926116026983,0.0014085686009148986,0.06426406363386082,0.06628669530072188,1.132952389825855e-09,0.052740271064168856,7.332186593922897e-06,0.00011056312783268811,0.0006859265052786229,0.0011654324697846238,1.4278966175651776e-05,0.00030460322496514685,0.007103354044481362,0.06481694390986056,0.0002165834974172512,0.00022695763733643215,0.0003539785622949306,0.0010666110488885168,0.0002850164297069251,0.00010255728463367005,0.0002526269936845609,1.338090292141232e-07,7.646797445844145e-05,1.2342706534880928e-09,5.981345907081664e-05,9.809272549262384e-05,5.494438969767197e-05,4.70529379434819e-08,2.0222184172220042e-08,0.000221444956614544,6.362295997979929e-05,0.00020483049472229696,3.481508658219431e-06,2.7024294762645295e-10,1.029062702767519e-09,3.523482688819728e-05,1.6727928548528685e-07,5.628634421783179e-07,3.442519194857808e-08,5.010074970420238e-09,8.626173257591668e-07,2.1092919907018047e-09,1.3140622166556451e-11,1.5449143382738049e-09,5.6291003195037795e-05,8.071754274965727e-09,1.6097156153889425e-09,9.93401104062013e-06,1.0994679208115922e-10,7.945798454771354e-13,6.4539007885833384e-09,3.196242705046364e-05,8.088153544556205e-09,1.0725222396105617e-06,8.668947473079961e-10,3.01952138522233e-09,9.230593153249162e-06,1.566775767669028e-07,4.1439335930748074e-07,0.0003384903443884715,0.0005260615604382525,1.3977212424662115e-06,4.305931897059884e-12,2.1836504667756426e-12,7.090859264914428e-08,1.1568531128264838e-06,1.1168119673517946e-08
1.2931159284892226e-06,0.3299406466342485,3.76,0.0,0.39629515517089264,0.9916140668137711,0.010813232736608842,0.0009966635579164121,0.0014402386908538966,0.06442342847555245,0.06649833825348249,1.1611057323548144e-09,0.05377368638135887,7.534433799332513e-06,0.00011328008526426856,0.0007056874557416741,0.0011846350820207301,1.470832480440887e-05,0.00031038729921612987,0.0072443903656763285,0.06607955886659432,0.00022112506341566386,0.00023209441556142502,0.0003621328052174515,0.001093568406354118,0.00029217591991545944,0.00010677631252004364,0.0002632216446375133,1.3628921831610296e-07,8.011602531297137e-05,1.285452357600417e-09,6.225396879864207e-05,0.00010210794405990138,5.7238543629421206e-05,4.919813821333843e-08,2.1057161615356575e-08,0.00022738388576117966,6.607678503115843e-05,0.00021086935517878184,3.54581891394176e-06,2.8396228544428405e-10,1.0539010247239566e-09,3.572314207138086e-05,1.7238260415543058e-07,5.86836888121646e-07,3.5911602767212046e-08,5.131195612935002e-09,9.003776446820496e-07,2.2355691837534007e-09,1.3739764357643219e-11,1.6141250365495241e-09,5.7909428124826e-05,8.57332074114365e-09,1.72410980192324e-09,1.0529656693240998e-05,1.165537431799498e-10,8.273809172780828e-13,6.899302436194884e-09,3.259127670688469e-05,8.347785955285497e-09,1.1287631060093916e-06,9.09552743761425e-10,3.1745578797910863e-09,9.426380348970316e-06,1.632356379590563e-07,4.396985801945969e-07,0.00033292144404827603,0.000534227992910925,1.444833026916046e-06,4.448435929111537e-12,2.256155704664287e-12,7.320312157635197e-08,1.1804161998882747e-06,1.172709015064748e-08
1.2979614222471667e-06,0.3300344883093238,3.76,0.0,0.3947536087548308,0.9914263562885633,0.011052031209576945,0.0010010721363833334,0.0014725919256242243,0.06458097564968109,0.06670948085541228,1.1902948974756137e-09,0.05482378617077589,7.744310900234882e-06,0.00011606302029349252,0.0007260878098755225,0.0012040453808035846,1.5150634585939054e-05,0.0003162611449239214,0.007387833462632785,0.06736221501384547,0.00022575426710681214,0.00023732720546573962,0.00037043964431336055,0.0011211494140168782,0.00029952346603507094,0.00011115757485511957,0.0002742341292976532,1.3880554042769293e-07,8.393704687051064e-05,1.3386167892272494e-09,6.478818477618287e-05,0.0001062764139613671,5.962281716143371e-05,5.1439294934608904e-08,2.192436219437121e-08,0.0002335581036135367,6.86329169397011e-05,0.00021712143867378344,3.6130710683481973e-06,2.9838415638578427e-10,1.0792717954676341e-09,3.622510893020401e-05,1.7767475660224137e-07,6.117516157509051e-07,3.746624453874375e-08,5.2571341718287414e-09,9.404134453284741e-07,2.3710502965807626e-09,1.4365851624594355e-11,1.6863623172861457e-09,5.9580696774803696e-05,9.110915297035602e-09,1.8477041703562554e-09,1.1160575182340946e-05,1.2355394470150166e-10,8.614474248727752e-13,7.374716720024255e-09,3.3228560860397284e-05,8.622335060748115e-09,1.1879337104671414e-06,9.543981234693403e-10,3.3375515143838168e-09,9.625359746610915e-06,1.701297936618664e-07,4.6676448762139497e-07,0.00032732603912199554,0.000542412136549297,1.493671552597886e-06,4.5960506163427006e-12,2.3312671358695894e-12,7.557806890975867e-08,1.2043897343680677e-06,1.23160985208491e-08
1.3028069160051107e-06,0.3301296373092235,3.76,0.0,0.3931908305458258,0.9912345613640258,0.011295765794674829,0.001005519911653203,0.001505640792424363,0.06473667314624527,0.06692012324967263,1.220554168946202e-09,0.05589071670598422,7.9620779276193e-06,0.00011891325593629172,0.0007471492042790657,0.001223661237914001,1.5606247315971453e-05,0.000322225207878819,0.00753370604095311,0.06866506517615535,0.00023047231575000095,0.00024265693731808377,0.0003789007385392745,0.0011493665864936492,0.00030706410208168963,0.00011570661380773453,0.0002856794061820834,1.4135806760861204e-07,8.793913550622495e-05,1.393832756952486e-09,6.7419351284002e-05,0.00011060331278394409,6.210042848633936e-05,5.378059410013589e-08,2.2824901725983415e-08,0.00023997657630259517,7.129550256759714e-05,0.0002235939819592852,3.68347417111488e-06,3.135446478769768e-10,1.105183210468561e-09,3.674136740676019e-05,1.8316539746787487e-07,6.376406013398951e-07,3.909213201242846e-08,5.388240166814697e-09,9.828838574971666e-07,2.5164973487421165e-09,1.5020065541175338e-11,1.7617529745762171e-09,6.130668242614463e-05,9.687454072686986e-09,1.981294669040005e-09,1.182879928341095e-05,1.3097028401505047e-10,8.96823161183712e-13,7.882109164249988e-09,3.387423380653967e-05,8.913026461051516e-09,1.2501854101009097e-06,1.0015412118180655e-09,3.5089072573419802e-09,9.827549099519306e-06,1.773777293798528e-07,4.957167161060851e-07,0.00032170767977031655,0.0005506104403647987,1.544303716495184e-06,4.748969098248899e-12,2.409083215077797e-12,7.803639226867541e-08,1.228778244436518e-06,1.2936808850744404e-08
1.3076524097630548e-06,0.3302261065308824,3.76,0.0,0.3916066215612464,0.9910385978379777,0.011544526968919834,0.0010100085012268185,0.001539397833376959,0.06489048857763244,0.06713026593441783,1.2519186063905208e-09,0.05697462022513516,8.188000777330118e-06,0.00012183212095146584,0.0007688939852997337,0.0012434803209370564,1.6075520872133285e-05,0.00032827988126090405,0.007682029996554109,0.06998825572835193,0.00023528040016714252,0.0002480845047578844,0.0003875177218287038,0.001178232610009959,0.00031480298203659753,0.00012042911389604277,0.00029757287249044124,1.4394684564942795e-07,9.213075361969073e-05,1.4511709525327689e-09,7.01508030984052e-05,0.00011509394844587559,6.467469038104897e-05,5.6226395873009794e-08,2.375992668084396e-08,0.0002466485653179427,7.406884275064074e-05,0.00023029443405359632,3.75725207773067e-06,3.2948165441111597e-10,1.1316433985931865e-09,3.7272592040933244e-05,1.8886487684018923e-07,6.645377844809014e-07,4.079239579785024e-08,5.524894056296639e-09,1.0279593625367552e-06,2.672738679549192e-09,1.570363694663067e-11,1.8404286298805641e-09,6.308932822354506e-05,1.0306105876851134e-08,2.1257478615792024e-09,1.253647296144577e-05,1.3882692337506772e-10,9.335531207166154e-13,8.423569512226014e-09,3.452824161941851e-05,9.221194277933036e-09,1.3156772351867505e-06,1.0510974701821478e-09,3.6890500667018443e-09,1.0032964875969468e-05,1.8499803490660148e-07,5.266896463077689e-07,0.0003160699794786118,0.0005588192947625652,1.5967989987927568e-06,4.907391752060809e-12,2.4897060626660622e-12,8.058115610109073e-08,1.2535861913144192e-06,1.3590976157691733e-08
1.3124979035209988e-06,0.3303239085991881,3.76,0.0,0.3900007877879644,0.9908383801021141,0.011798406231658235,0.0010145395767739594,0.0015738756324205053,0.0650423891868892,0.06733990978405094,1.2844239786271566e-09,0.05807563464411388,8.422351116324866e-06,0.00012482094830631877,0.0007913452290869371,0.0012635000884862455,1.655881906614639e-05,0.0003344255024025599,0.00783282634796323,0.07133192617270499,0.00024017969214710382,0.000253610761837855,0.00039629220143525305,0.0012077603406828311,0.0003227453810044015,0.00012533090218412173,0.0003099303702095628,1.4657189265380094e-07,9.652074484084901e-05,1.5107039683290297e-09,7.29859665734039e-05,0.00011975375922694842,6.734901157165955e-05,5.878124111451425e-08,2.473061447711708e-08,0.0002535836343124288,7.695739696345983e-05,0.00023723045993197863,3.834644462023733e-06,3.4623496100199326e-10,1.1586604169074294e-09,3.781949385205866e-05,1.9478430064499037e-07,6.924780872652885e-07,4.257028526693525e-08,5.667509999670842e-09,1.0758225768459982e-06,2.840674708986742e-09,1.6417847240172832e-11,1.922525871289061e-09,6.493064976274987e-05,1.0970314786596265e-08,2.2820071713427305e-09,1.3285856906770321e-05,1.4714936573544237e-10,9.7168351183941e-13,9.001318666001134e-09,3.519052187416612e-05,9.548290520731933e-09,1.3845762626889968e-06,1.1031876921969758e-09,3.87842576420049e-09,1.024162220615895e-05,1.9301024605053017e-07,5.598269831197929e-07,0.00031041660997189926,0.0005670350368949031,1.6512295500097856e-06,5.071526427861152e-12,2.5732415825229336e-12,8.321553560341913e-08,1.2788179608102601e-06,1.4280451125967318e-08
1.3173433972789428e-06,0.3304230558437838,3.76,0.0,0.3883731405578452,0.9906338211408096,0.012057496078158852,0.0010191148654510789,0.001609086801904004,0.06519234185625904,0.06754905607063502,1.3181065321010637e-09,0.05919389326907504,8.665406276901823e-06,0.00012788107361690645,0.0008145267616882359,0.0012837177855124075,1.7056511489973847e-05,0.0003406623495682708,0.007986115168580407,0.07269620871535405,0.00024517134180177766,0.00025923651999999666,0.0004052257562909523,0.0012379628027382266,0.0003308966963063309,0.00013041794831437169,0.00032276819208244806,1.4923319772916704e-07,0.00010111834931909867,1.5725063135751483e-09,7.592836069320293e-05,0.0001245883136724633,7.01268980722462e-05,6.144985794006497e-08,2.573817376161691e-08,0.0002607916558767299,7.996578798019344e-05,0.00024440994415780983,3.91590784542115e-06,3.6384638566501347e-10,1.1862422254737225e-09,3.838282224172373e-05,2.009355928745336e-07,7.214974333141991e-07,4.442917138600296e-08,5.816538858155099e-09,1.1266690470918794e-06,3.021284143433757e-09,1.71640293939351e-11,2.0081863912644156e-09,6.683273769414527e-05,1.1683823350757188e-08,2.451099389782442e-09,1.407933411192877e-05,1.5596452114092305e-10,1.0112617656491268e-12,9.617716557189287e-09,3.586100336677723e-05,9.89589512714121e-09,1.4570579934427066e-06,1.1579382027019047e-09,4.077501950480745e-09,1.0453534829576696e-05,2.014348875255512e-07,5.9528234151984e-07,0.0003047512961060665,0.000575253956042511,1.7076702778947218e-06,5.2415886817571356e-12,2.65979957816598e-12,8.594281936705646e-08,1.304477856683581e-06,1.500718486899733e-08
1.3221888910368869e-06,0.33052356028166474,3.76,0.0,0.3867234969417642,0.990424832532421,0.012321889969012073,0.0010237361512238116,0.001645043967799205,0.06534031311692036,0.06775770648649537,1.3530032475089398e-09,0.06032952449666191,8.917449123343643e-06,0.00013101383343300883,0.0008384631795619915,0.0013041304388125765,1.7568973331510515e-05,0.0003469906383076612,0.008141915515207722,0.07408122782444869,0.0002502564747107834,0.00026496254494780453,0.0004143199353815287,0.001268853186336075,0.00033926244840881817,0.0001356963641516678,0.00033610308691763425,1.5193071943036767e-07,0.00010593321972446283,1.6366544246617484e-09,7.898159798455156e-05,0.0001296033101101896,7.301195438726733e-05,6.423716853162017e-08,2.6783844623141387e-08,0.00026828281822888157,8.309880662223723e-05,0.0002518409943444602,4.0013167193943086e-06,3.823598336021763e-10,1.2143966627149814e-09,3.896336702925529e-05,2.073315652393933e-07,7.516327669786049e-07,4.637254951400157e-08,5.972471243967936e-09,1.1807081163266028e-06,3.215630589554053e-09,1.7943571311492675e-11,2.097557129656497e-09,6.87977604442929e-05,1.245069855580666e-08,2.6341418465017613e-09,1.4919415767001421e-05,1.6530077721969593e-10,1.0523365439576617e-12,1.027526965473902e-08,3.653960584393073e-05,1.0265726689873544e-08,1.5333067525009594e-06,1.2154810618230705e-09,4.286769017203093e-09,1.0668715043029685e-05,2.1029351736533824e-07,6.332198814456584e-07,0.000299077810290765,0.0005834722994842569,1.7661989381711749e-06,5.417802014140469e-12,2.7494938660524524e-12,8.876641173426587e-08,1.3305700922028332e-06,1.577323400226458e-08
1.327034384794831e-06,0.330625433588666,3.76,0.0,0.3850516801607396,0.9902113244531701,0.012591682295328794,0.001028405276191806,0.0016817597534708796,0.06548626916000252,0.06796586316799814,1.3891517896451435e-09,0.0614826515029633,9.178767885659964e-06,0.00013422056336355584,0.0008631798704788698,0.0013247348527884097,1.8096585158309998e-05,0.0003534105178119143,0.008300245352774533,0.07548709977121329,0.00025543618888252323,0.0002707895533847687,0.0004235762561517086,0.0013004448449909854,0.0003478482816493429,0.0001411724029594308,0.00034995226417483506,1.5466438408357127e-07,0.00011097543794193231,1.7032266738205102e-09,8.214938527692389e-05,0.0001348045757205582,7.600788456546762e-05,6.714829619800728e-08,2.7868898747612108e-08,0.00027606763179213246,8.636141657605709e-05,0.0002595319444129024,4.091164765359734e-06,4.0182135713753355e-10,1.2431314534189876e-09,3.956196062274842e-05,2.1398599505233073e-07,7.8292207267633e-07,4.8404042120775266e-08,6.135840880439997e-09,1.2381638633066983e-06,3.424869794254234e-09,1.8757916863226647e-11,2.1907904161847294e-09,7.082796705119406e-05,1.327536081098337e-08,2.8323503648831677e-09,1.5808747468699476e-05,1.751880737679832e-10,1.0949577485168542e-12,1.0976639762656272e-08,3.722623974029896e-05,1.0659654177754365e-08,1.6135161130298424e-06,1.275954271538361e-09,4.506741109603696e-09,1.0887173649697899e-05,2.1960877319987618e-07,6.73814992908981e-07,0.00029339996648160825,0.0005916862788189844,1.8268962279682772e-06,5.600398112428901e-12,2.842442399919493e-12,9.168983821100924e-08,1.3570987817820437e-06,1.6580766030762966e-08
1.331879878552775e-06,0.33072868707590874,3.76,0.0,0.3833575200057524,0.9899932056826057,0.012866968341495368,0.0010331241419118413,0.0017192467626073427,0.06563017584838648,0.06817352871997578,1.4265902066678378e-09,0.062653391926842,9.44965597124439e-06,0.0001375025961124416,0.0008887030346017919,0.0013455276053827828,1.8639732682092923e-05,0.000359922067375807,0.008461121477124241,0.0769139321625044,0.0002607115516116707,0.0002767182096588773,0.00043299620293947984,0.0013327512927515859,0.00035665996478963653,0.00014685245824920312,0.000364333398071354,1.574340842857757e-07,0.00011625553213465831,1.7723033749228747e-09,8.543552436347576e-05,0.0001401980653102298,7.91184931549608e-05,7.018857256443536e-08,2.899463953425294e-08,0.00028415693567791545,8.975875923283826e-05,0.00026749135770440913,4.185766133608118e-06,4.222793362190732e-10,1.2724541751767945e-09,4.017948026885537e-05,2.2091370854955555e-07,8.154043940068421e-07,5.052740137794262e-08,6.307228369878472e-09,1.2992760851487519e-06,3.6502574706010438e-09,1.9608567017651327e-11,2.288044107137426e-09,7.292569006844676e-05,1.416261488863178e-08,3.0470477637999988e-09,1.6750115601187254e-05,1.856579796623657e-10,1.1391765223146896e-12,1.172465365883325e-08,3.792080591650127e-05,1.107970953788387e-08,1.697889333586972e-06,1.339501983468468e-09,4.737957150752733e-09,1.1108919909109727e-05,2.2940441979960582e-07,7.172550104719751e-07,0.00028772161396817654,0.0005998920765045988,1.889845878353419e-06,5.7896170977048465e-12,2.938767393092435e-12,9.471674761198359e-08,1.384067931941148e-06,1.743206491670117e-08
1.336725372310719e-06,0.33083333166584883,3.76,0.0,0.38164085326682,0.9897703836110098,0.013147844245037277,0.0010378947107138718,0.0017575175611737929,0.06577199872940177,0.068380706240859,1.4653570553569733e-09,0.06384185754745005,9.730411751272938e-06,0.0001408612594146693,0.0009150597057097227,0.0013665050442433786,1.9198806500865557e-05,0.00036652529262490687,0.008624559436023312,0.07836182346489991,0.00026608359620155673,0.0002827491223176457,0.0004425812254543603,0.0013657862010966772,0.00036570339137533594,0.0001527430622475981,0.0003792646310683075,1.6023967739144424e-07,0.00012178449419960656,1.8439667843394961e-09,8.884391253531735e-05,0.00014578985973249492,8.234768602919977e-05,7.336354489335352e-08,3.0162402151920784e-08,0.000292561904022899,9.329615853681918e-05,0.00027572802990788963,4.285456792062696e-06,4.4378456509153716e-10,1.302372230997612e-09,4.0816850392532146e-05,2.2813067085583242e-07,8.491198525453614e-07,5.2746511635549105e-08,6.48726517725991e-09,1.3643013311236283e-06,3.893157720299736e-09,2.049708265280507e-11,2.3894817211682314e-09,7.509334853899176e-05,1.5117683256561083e-08,3.279672992482349e-09,1.774645390543992e-05,1.9674377236745877e-10,1.1850452508765943e-12,1.2522312315054363e-08,3.8623195399987124e-05,1.1528101223250373e-08,1.786639810406097e-06,1.4062747101471735e-09,4.9809819221439245e-09,1.1333961488473847e-05,2.3970539785564505e-07,7.637399618248666e-07,0.0002820466309630635,0.0006080858526115355,1.9551347472175834e-06,5.985707771256301e-12,3.038595435000069e-12,9.785091459061253e-08,1.4114814313027364e-06,1.832953685202661e-08
1.341570866068663e-06,0.33093937786446215,3.76,0.0,0.37990152416893475,0.989542764248166,0.013434406954433863,0.0010427190070148046,0.0017965846586149021,0.06591170304819252,0.0685873993483447,1.5054916473647042e-09,0.06504815395731639,1.0021338325083621e-05,0.00014429787389625039,0.0009422777725606038,0.0013876632830552213,1.9774201824145484e-05,0.00037322012169128266,0.008790573448844648,0.07983086252235551,0.0002715533185756441,0.00028888284059074346,0.0004523327372858523,0.0013995633956229803,0.00037498457994279623,0.00015885088404680412,0.0003947645769293789,1.630809839140374e-07,0.00012757379752447487,1.9183010995167712e-09,9.237854302735372e-05,0.00015158616403015512,8.569947112572115e-05,7.667898350751894e-08,3.1373553556096856e-08,0.0003012940522348791,9.697912584378912e-05,0.00028425099184796855,4.390595927137954e-06,4.663902721447943e-10,1.3328928456277076e-09,4.147504500482059e-05,2.3565408093752365e-07,8.841096665066582e-07,5.506539176759618e-08,6.676637873886917e-09,1.4335139742664522e-06,4.155052065606639e-09,2.1425087171687234e-11,2.495272573311208e-09,7.73334510194421e-05,1.6146241170591494e-08,3.5317907986422113e-09,1.880085019080789e-05,2.084805194015262e-10,1.232617566142494e-12,1.3372800675075694e-08,3.9333289132338484e-05,1.2007228651136762e-08,1.8799915411638167e-06,1.4764295371905638e-09,5.236407170321985e-09,1.1562304414936816e-05,2.505378740752587e-07,8.134833417239745e-07,0.00027637891802305,0.0006162637517554817,2.0228529126225332e-06,6.188927859166279e-12,3.142057606904873e-12,1.0109624426095938e-07,1.4393430417421185e-06,1.9275716185469817e-08
