Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594)
1.1978212179163247e-06,0.328340354413265,3.76,0.0,0.4226176275125936,0.9945877874692519,0.0069964154395149416,0.0009159531129480572,0.0009276757039373405,0.060993338175844236,0.062245872092532406,7.591519816811894e-10,0.036307634751194987,4.669533424531599e-06,7.035906484779933e-05,0.000411343363535523,0.0008465577666342607,8.240686995737581e-06,0.00021227809675340505,0.0048799844514066425,0.044700943230578,0.00014631980238020805,0.00014734627201409294,0.0002275575432827349,0.0006632565871741392,0.00018029896668359636,4.7512995572409806e-05,0.00011541822728012136,9.391395434545035e-08,3.197708542770273e-05,5.679539228229003e-10,2.7932986472200333e-05,4.558929484313703e-05,2.519056099018718e-05,2.0341857983773356e-08,9.336898563781298e-09,0.00014424764592692758,3.227265442605079e-05,0.00012342254255284863,2.633433646188182e-06,1.0766852716917547e-10,6.526928535745457e-10,2.8004952625995128e-05,9.787198505788874e-08,2.524429164650985e-07,1.6091827698605548e-08,3.3408915814108252e-09,4.3280602710229655e-07,7.995924183043591e-10,5.693713846040944e-12,6.770437562155177e-10,3.3819313006730665e-05,2.8541566720775827e-09,4.974704121682232e-10,3.334785810723154e-06,3.687315924285871e-11,3.66924513999546e-13,1.824625842755885e-09,2.1782095519470543e-05,4.9560208057992945e-09,4.118455589880451e-07,3.6222954896001953e-10,1.1864428193438047e-09,6.1322300413093275e-06,7.865816961375542e-08,1.5193921779512128e-07,0.00043364074726405473,0.0003808363367726577,7.658569271341024e-07,2.3825535460409696e-12,1.2058558412825288e-12,3.97361469577422e-08,7.863571008440927e-07,4.643908280412303e-09
1.2032050998695957e-06,0.3284192968037394,3.76,0.0,0.42131772012570845,0.9944515255322153,0.007172698347360698,0.0009202847017661226,0.00095112378436597,0.06120206945987355,0.06249104551422424,7.749528245223889e-10,0.03714427024707689,4.780906852180033e-06,7.226558882560473e-05,0.0004236153843821084,0.0008634133458394876,8.512293421182002e-06,0.0002169907380694017,0.00499223073187701,0.045726642849003046,0.0001498061802678639,0.00015128935470576873,0.0002338213153567444,0.0006826062899881143,0.00018523084389461867,4.978070718511392e-05,0.00012102766460923132,9.59641375223097e-08,3.368357961881408e-05,5.953400135517485e-10,2.9249086466843506e-05,4.7757491494633516e-05,2.6409122811526662e-05,2.1390302479037874e-08,9.78505279768558e-09,0.00014743858148609886,3.35423743160473e-05,0.00012692505235365544,2.671607532380582e-06,1.1370592598320515e-10,6.709496679557818e-10,2.8358179218173256e-05,1.009428003471915e-07,2.6510341033125626e-07,1.6804766459956353e-08,3.418191749592026e-09,4.48655168814544e-07,8.425872990701832e-10,5.985526877169905e-12,7.113565476734791e-10,3.482413757733791e-05,3.0246156332742063e-09,5.305741326133584e-10,3.5591172235832477e-06,3.9353516944679013e-11,3.845330513330593e-13,1.968946584795897e-09,2.2306530864618516e-05,5.0839949740711124e-09,4.360682152993235e-07,3.809383806193829e-10,1.2542313582267613e-09,6.288755818254332e-06,8.158810269436062e-08,1.6030065366775979e-07,0.00042860556198651725,0.00038893438088664987,7.93059562967723e-07,2.4659019704784706e-12,1.2481852350412145e-12,4.109616825820721e-08,8.050167352949648e-07,4.883508149859767e-09
1.2085889818228668e-06,0.3284995073769938,3.76,0.0,0.41999707119763496,0.9943119184309983,0.007353171416978972,0.0009246368226492934,0.0009751547970981186,0.061409198776366206,0.06273565118315712,7.914106181567984e-10,0.03799761937050801,4.897065517045493e-06,7.42261181490003e-05,0.000436312259977099,0.0008805363002603022,8.793276823950117e-06,0.00022179644139169345,0.005106830097985777,0.04677268363635545,0.00015337237815656572,0.00015532513720584802,0.00024023233376002727,0.0007024784732754771,0.0001903039099352341,5.215154287499439e-05,0.00012689693235017893,9.805329340561406e-08,3.548070196089567e-05,6.239792927220449e-10,3.062465489053383e-05,5.0023723958554704e-05,2.7683862695091385e-05,2.2491789463911524e-08,1.0253619875820913e-08,0.00015077042265958335,3.487138476527971e-05,0.00013056637852678566,2.710816709854189e-06,1.2008503192864877e-10,6.896777334860196e-10,2.87191172908575e-05,1.0412073262342905e-07,2.783572851488072e-07,1.7554281366016777e-08,3.497561172548988e-09,4.6533812442512036e-07,8.88411034101971e-10,6.2921410618823866e-12,7.473788983734739e-10,3.5863604767677545e-05,3.206567409815606e-09,5.662456944293404e-10,3.7985184585498103e-06,4.2000748195363306e-11,4.0294345356612347e-13,2.1244321693792657e-09,2.2841000712430593e-05,5.21688643070103e-09,4.617038252462621e-07,4.0070625664441916e-10,1.3258996134439138e-09,6.448607721162876e-06,8.467768032951845e-08,1.692624495335488e-07,0.00042347566970100747,0.0003971170351761017,8.213210220905445e-07,2.552434247073319e-12,1.292136900299395e-12,4.2507113554704656e-08,8.24073247194659e-07,5.136757697493515e-09
1.2139728637761378e-06,0.32858100630693615,3.76,0.0,0.418655357194096,0.9941688858217614,0.007537928074617788,0.0009290105848363392,0.000999782569832375,0.0616146926606492,0.06297968428343063,8.085539657097659e-10,0.03886792833772693,5.01821999092868e-06,7.62420960257446e-05,0.00044945002059880316,0.0008979276034148475,9.083956437028007e-06,0.00022669650730388732,0.005223821616079469,0.04783935534227902,0.00015702002937626134,0.00015945526558858527,0.00024679312052241397,0.0007228858842859378,0.00019552245161164237,5.462987964303234e-05,0.00013303733472713668,1.0018189627081501e-07,3.737325196000121e-05,6.539252147222112e-10,3.206220712162379e-05,5.2392117030372016e-05,2.9017214050758774e-05,2.3648959583010206e-08,1.07434667991157e-08,0.00015424961946204635,3.626248499199133e-05,0.00013435206556906796,2.7511392590670363e-06,1.2682542753877204e-10,7.088875360859223e-10,2.9088103475131895e-05,1.074101861634338e-07,2.922299664436835e-07,1.8342293811859005e-08,3.579103117310045e-09,4.82914792157202e-07,9.372913297050922e-10,6.614299750016136e-12,7.851942541078167e-10,3.6939024266371566e-05,3.4009128632976017e-09,6.047132286580289e-10,4.053992545165894e-06,4.482600644996192e-11,4.221897668370259e-13,2.291926978249146e-09,2.338558493202752e-05,5.355043537941746e-09,4.888344614524072e-07,4.215951512435093e-10,1.4016704060677928e-09,6.6118300969846214e-06,8.793626239067273e-08,1.788725634032119e-07,0.0004182536082010088,0.0004053816888541224,8.506860122442458e-07,2.6422818684650973e-12,1.3377779971415292e-12,4.3971039049416325e-08,8.435332126292489e-07,5.4044926737140214e-09
1.219356745729409e-06,0.3286638138086589,3.76,0.0,0.41729225425242034,0.9940223455560884,0.00772706351126225,0.0009334071450121353,0.0010250211815874316,0.061818517017573675,0.06322314013791207,8.264124978833157e-10,0.03975544303831645,5.144588673146438e-06,7.831499428733615e-05,0.0004630453126792813,0.0009155880638356396,9.384660850734755e-06,0.00023169222178996547,0.00534324437927531,0.0489269464403005,0.00016075078412937848,0.00016368138616631035,0.00025350620138005913,0.0007438415263977282,0.00020089088715360574,5.722025814171066e-05,0.0001394606197999174,1.0235041019992943e-07,3.936628114075291e-05,6.852332583510624e-10,3.356435341100067e-05,5.486694762667291e-05,3.0411705551567776e-05,2.486458214266487e-08,1.1255493317999196e-08,0.00015788289082793242,3.7718600416536104e-05,0.000138287867161427,2.792659777535727e-06,1.3394782827943487e-10,7.285896887702194e-10,2.9465493758928004e-05,1.1081581669397692e-07,3.0674783359252664e-07,1.9170821730312584e-08,3.6629302793694827e-09,5.014499203251004e-07,9.89477092218681e-10,6.952782879906086e-12,8.248899791864905e-10,3.805175926570979e-05,3.6086335842249172e-09,6.462269974235002e-10,4.3266077356370035e-06,4.7841176586884606e-11,4.423073224011299e-13,2.4723375808281217e-09,2.394035807624459e-05,5.498848586284642e-09,5.175469412103891e-07,4.4367059644893345e-10,1.481779344843042e-09,6.77846670522984e-06,9.13737705381975e-08,1.8918284979044576e-07,0.0004129420710703614,0.0004137255777516165,8.812012366892883e-07,2.7355820532513613e-12,1.3851786079226914e-12,4.549008799754288e-08,8.634032365431961e-07,5.687601439032277e-09
1.22474062768268e-06,0.32874795013046143,3.76,0.0,0.4159074384733499,0.993872213652117,0.007920674692884834,0.0009378277090176296,0.001050884960221549,0.06202063711817248,0.0634660142239483,8.450169031671919e-10,0.040660408793098936,5.276397968259171e-06,8.044631309893138e-05,0.0004771154214714658,0.0009335183166795973,9.695728144835859e-06,0.00023678485350589102,0.005465137460575515,0.05003574377335498,0.00016456630825399898,0.00016800514339826076,0.0002603741037496671,0.0007653586613868551,0.0002064137696160139,5.992738706598752e-05,0.00014617899337471978,1.045592878198164e-07,4.1465105973842e-05,7.179609854217057e-10,3.513380165212706e-05,5.7452648744607756e-05,3.1869964127224796e-05,2.614156114384725e-08,1.1790632882204081e-08,0.00016167723424023476,3.9242787881107315e-05,0.00014237975280913826,2.835469900034102e-06,1.4147414344902145e-10,7.487949287728334e-10,2.9851664721676668e-05,1.1434255242866605e-07,3.2193824828698755e-07,2.0041983780036472e-08,3.749165725519074e-09,5.210135078053788e-07,1.0452405018471358e-09,7.30840871038921e-12,8.66557525560797e-10,3.920322877050896e-05,3.830799826547629e-09,6.910616260289255e-10,4.6175015815040125e-06,5.105892138610648e-11,4.633327740047672e-13,2.666637235594708e-09,2.450538901761978e-05,5.6487212398027675e-09,5.479330988011385e-07,4.670018688651268e-10,1.5664755035776806e-09,6.9485606490128e-06,9.50007209584847e-08,2.0024937242788963e-07,0.00040754390793875436,0.0004221457842487633,9.129154829926368e-07,2.832477992994144e-12,1.4344118642235851e-12,4.706649443530363e-08,8.836899483552031e-07,5.987028249503583e-09
1.230124509635951e-06,0.3288334355232204,3.76,0.0,0.414500586226416,0.9937184042660936,0.00811886036923858,0.0009422735335938635,0.0010773884792993017,0.06222101759689958,0.06370830218986061,8.643989412497024e-10,0.04158307010193157,5.41388245627873e-06,8.263758059104826e-05,0.0004916782943047324,0.0009517188152529635,1.0017506010754755e-05,0.0002419756510442645,0.005589539863356043,0.05116603218428564,0.00016846828187842128,0.00017242817762385562,0.0002673993546392886,0.0007874508115506558,0.0002120957903019698,6.275614747829735e-05,0.00015320513302462325,1.0680896900886613e-07,4.367532132293497e-05,7.521680989528868e-10,3.6773360159850126e-05,6.0153813358721633e-05,3.339471798425911e-05,2.7482941532216228e-08,1.234985358761563e-08,0.00016563993554150096,4.083824101293906e-05,0.00014663391456080831,2.8796688536431484e-06,1.4942754494287885e-10,7.695141102731178e-10,3.024701483470887e-05,1.1799561707703678e-07,3.378295831227242e-07,2.0958003673023487e-08,3.837943993439945e-09,5.416812319263902e-07,1.1048793714553938e-09,7.68203554891999e-12,9.102926061601827e-10,4.039490999017989e-05,4.068579178251574e-09,7.39518579236263e-10,4.927885211122016e-06,5.449273030532597e-11,4.853041349284207e-13,2.8758705623194342e-09,2.5080740562846903e-05,5.8051224504026325e-09,5.800900709741588e-07,4.916621857968634e-10,1.6560221706537663e-09,7.1221543041406985e-06,9.88282592054114e-08,2.121327374290676e-07,0.0004020621244243408,0.0004306392375279852,9.458797152933542e-07,2.93311910876796e-12,1.485554077438595e-12,4.870258699264784e-08,9.04399996841485e-07,6.303776707143151e-09
1.235508391589222e-06,0.32892029023494673,3.76,0.0,0.4130713744786824,0.993560829664677,0.008321721080244064,0.0009467459281813951,0.001104546554148021,0.06241962244955203,0.06394999987261353,8.845914483743143e-10,0.042523670374057965,5.5572850566616896e-06,8.489035238887799e-05,0.0005067525647165919,0.0009701898223086366,1.0350351861028426e-05,0.00024726584005727264,0.005716490467368804,0.052318094120722684,0.00017245839790655269,0.00017695212268765062,0.00027458447845035326,0.0008101317616135431,0.00021794178218100893,6.571159712585005e-05,0.0001605522022982083,1.0909987947373423e-07,4.600281467147314e-05,7.879165009782644e-10,3.848594047668442e-05,6.297519829306376e-05,3.4988799668473594e-05,2.8891915772227637e-08,1.2934159121588194e-08,0.00016977857902832479,4.250829581117673e-05,0.00015105677384986334,2.9253640639675324e-06,1.5783254509363462e-10,7.907581921175909e-10,3.0651965860863736e-05,1.2178055539226466e-07,3.5445125111103367e-07,2.1921214590479254e-08,3.9294122879130275e-09,5.635349168818966e-07,1.1687196534790463e-09,8.074563595201967e-12,9.561953740287725e-10,4.1628340856692015e-05,4.323246218405962e-09,7.91928870709571e-10,5.259047901389849e-06,5.81569718032534e-11,5.082608147065386e-13,3.101158752350033e-09,2.5666469069743423e-05,5.968558616759756e-09,6.141206012886545e-07,5.177289127325293e-10,1.7506976778879192e-09,7.2992892454146e-06,1.0286819645617633e-07,2.2489845695118377e-07,0.00039649988150239254,0.0004392027144121466,9.801471697991866e-07,3.0376613184509725e-12,1.5386848710418243e-12,5.04007925559815e-08,9.255400452188764e-07,6.638913457614759e-09
1.2408922735424931e-06,0.3290085344788633,3.76,0.0,0.41161948113559155,0.9933994001978451,0.008529359160795039,0.000951246256746032,0.001132374237208962,0.06261641503183439,0.06419110331622849,9.056283712154479e-10,0.04348245164961748,5.7068571823441235e-06,8.720621105889983e-05,0.000522357577085158,0.0009889314013255125,1.069463292698928e-05,0.00025265662021815404,0.0058460279725307636,0.05349220922690516,0.00017653836039694667,0.00018157860337961987,0.00028193199473334503,0.0008334155604704562,0.00022395672330222265,6.879897463657156e-05,0.00016823386493893498,1.1143242936599363e-07,4.8453780833256775e-05,8.252703505593275e-10,4.02745601679371e-05,6.592172798328958e-05,3.665514913313927e-05,3.0371830618138414e-08,1.3544589706316367e-08,0.00017410105767838796,4.4256436353537224e-05,0.00015565498837744429,2.972671797906366e-06,1.6671506771848236e-10,8.125382321559648e-10,3.106696431923978e-05,1.2570326098270376e-07,3.7183373497622983e-07,2.2934063721115844e-08,4.023731827464089e-09,5.866630308985589e-07,1.2371182760510374e-09,8.48693693940938e-12,1.0043706061815496e-09,4.2905122619478654e-05,4.596193015773442e-09,8.486560502862979e-10,5.612361844053696e-06,6.206694791840656e-11,5.322436563363958e-13,3.343704830059202e-09,2.6262624039180333e-05,6.139586286221924e-09,6.501333572704383e-07,5.452837784854533e-10,1.850796221029113e-09,7.480006171362886e-06,1.0713304788173932e-07,2.3861733397997166e-07,0.0003908604945819085,0.00044783284050381244,1.0157734536569139e-06,3.146267310473593e-12,1.5938873195789536e-12,5.2163640308700483e-08,9.471167650898089e-07,6.993572049091022e-09
1.2462761554957642e-06,0.3290981884232217,3.76,0.0,0.410144585403858,0.993234024272728,0.008741878743056453,0.0009557759396515959,0.0011608868125078504,0.06281135805864566,0.06443160879132974,9.275447862530321e-10,0.04445965430486223,5.862858883727213e-06,8.958676545205487e-05,0.0005385134120479126,0.0010079434076196929,1.105072634171408e-05,0.0002581491618841564,0.005978190838603994,0.054688653911696486,0.00018070988277584142,0.00018630923276519095,0.00028944441585432865,0.0008573165227038998,0.00023014574019682084,7.202370365960676e-05,0.0001762642991974754,1.1380701180169771e-07,5.103473740625047e-05,8.642961221828086e-10,4.214234562445112e-05,6.89984981732913e-05,3.839681682964517e-05,3.192619418915235e-08,1.4182223047511157e-08,0.0001786155836091427,4.608630070271975e-05,0.00016043545907291258,3.0217178593529153e-06,1.7610252257535252e-10,8.348653823851428e-10,3.1492483048497634e-05,1.2977000694722694e-07,3.9000861740754466e-07,2.3999116893832172e-08,4.121079272781832e-09,6.111612251571439e-07,1.3104661986613384e-09,8.92014549944599e-12,1.0549278940437069e-09,4.422692255854119e-05,4.888940707430647e-09,9.100994651925292e-10,5.9892871977216005e-06,6.623895230905983e-11,5.572949737158467e-13,3.6047996040506915e-09,2.686924771156311e-05,6.318817219726607e-09,6.882432660889505e-07,5.74413096165335e-10,1.956628683906366e-09,7.664344826843076e-06,1.1163607278458048e-07,2.5336587823855516e-07,0.0003851474320139089,0.0004565260919042484,1.0528166475058413e-06,3.2591068260646348e-12,1.6512480941393643e-12,5.3993766120870164e-08,9.69136831025484e-07,7.368957034551306e-09
1.2516600374490352e-06,0.3291892721597052,3.76,0.0,0.4086463681695173,0.9930646083282865,0.008959385756664356,0.000960336455563492,0.001190099789240858,0.0630044136041686,0.0646715128156238,9.503768779210452e-10,0.045455516746412856,6.025558980540284e-06,9.203364993932849e-05,0.0005552409125238489,0.0010272254794470696,1.141901920764791e-05,0.00026374460276239767,0.0061130172218296286,0.05590770090014503,0.00018497468590247075,0.00019114560930663476,0.00029712424460731965,0.0008818492298872904,0.00023651411126720474,7.53913968495003e-05,0.00018465821211382507,1.1622400124224657e-07,5.375254083020667e-05,9.050626619217739e-10,4.409253484456176e-05,7.22107794641099e-05,4.021696679611277e-05,3.3558683288539316e-08,1.4848175260372644e-08,0.00018333069868452839,4.800168695745872e-05,0.00016540533709528656,3.0726383326065147e-06,1.8602390132824656e-10,8.577508707416375e-10,3.192902285355481e-05,1.33987479510072e-07,4.090086109896127e-07,2.51190633130643e-08,4.221648343118985e-09,6.371329102624619e-07,1.389191834451483e-09,9.375226994337078e-12,1.1079818385586763e-09,4.5595476794774215e-05,5.203152199317791e-09,9.766978711236268e-10,6.391377385222282e-06,7.06903311513824e-11,5.83458587171794e-13,3.885827523316878e-09,2.7486374637726953e-05,6.506924062542856e-09,7.285718664785428e-07,6.052079953965485e-10,2.0685236032090213e-09,7.852343923741673e-06,1.1639131704520411e-07,2.692267495582175e-07,0.0003793643132258643,0.0004652787973178313,1.091337411960149e-06,3.376356952246367e-12,1.7108576085502593e-12,5.589391650665885e-08,9.916069133849745e-07,7.766348279231268e-09
1.2570439194023063e-06,0.3292818056890799,3.76,0.0,0.4071245123996309,0.9928910568111493,0.009181987926027682,0.0009649293433989483,0.0012200288943505022,0.06319554310280358,0.06491081217562222,9.741619648167028e-10,0.04647027508817808,6.195235179972234e-06,9.454852352750001e-05,0.0005725617105569048,0.001046777028963057,1.1799908646254894e-05,0.00026944404436301194,0.006250544906995962,0.057149618759537,0.00018933449595113353,0.00019608931385881425,0.00030497397174074787,0.0009070285316257305,0.00024306727014477403,7.890785975315484e-05,0.00019343085382930194,1.1868375179563199e-07,5.6614403254318125e-05,9.476412432280934e-10,4.612848020963961e-05,7.556402075710123e-05,4.211887975585799e-05,3.527315105131067e-08,1.5543601786616438e-08,0.00018825528534312328,5.000655951080975e-05,0.00017057203088884627,3.125580387184185e-06,1.9650986575267997e-10,8.812059883750628e-10,3.237711426321981e-05,1.3836281511420484e-07,4.288675892827788e-07,2.6296720375584326e-08,4.32565157504264e-09,6.646898809581557e-07,1.4737647500018086e-09,9.85326924148644e-12,1.1636522508881572e-09,4.701259322955803e-05,5.5406461815923845e-09,1.048933384064246e-09,6.820284706537476e-06,7.543954787195155e-11,6.107798593086064e-13,4.188273601158014e-09,2.8114031256189445e-05,6.704646467371015e-09,7.712476813723377e-07,6.377646652385594e-10,2.186828157394598e-09,8.044041059728908e-06,1.214136574963311e-07,2.862892369625475e-07,0.00037351490622968805,0.0004740871407960366,1.1313990977855499e-06,3.4982024255381036e-12,1.7728101705384872e-12,5.7866952783454524e-08,1.0145336724239003e-06,8.187105540327318e-09
1.2624278013555774e-06,0.3293758088892504,3.76,0.0,0.40557870356142717,0.9927132721525823,0.009409794765043611,0.000969556204309459,0.0012506900640822263,0.06338470735103258,0.0651495039494373,9.98938549397264e-10,0.04750416281576992,6.3721741802305426e-06,9.713306884819464e-05,0.0005904982548132645,0.00106659723319411,1.2193801828998077e-05,0.00027524854820677063,0.0063908112361831665,0.0584146714069004,0.00019379104213781455,0.0002011419064539611,0.00031299607342866637,0.0009328695463357394,0.00024981080899911964,8.257909449949557e-05,0.00020259803179930287,1.211865955978989e-07,5.962791009264419e-05,9.921056231958037e-10,4.825365122486221e-05,7.906385250881834e-05,4.4105956199473475e-05,3.7073634866160004e-08,1.6269698306583627e-08,0.00019339857756862705,5.2105055464833766e-05,0.00017594321326494327,3.1807031403506643e-06,2.075928219809348e-10,9.052420894794338e-10,3.283731938613314e-05,1.4290364123837298e-07,4.4962061740033227e-07,2.7535038564065796e-08,4.433322266291721e-09,6.939529862064816e-07,1.5646997689311116e-09,1.0355412397354483e-11,1.222064357701597e-09,4.848015459427022e-05,5.903412542140946e-09,1.1273358441646294e-09,7.277766235104169e-06,8.050625123310617e-11,6.393057318305616e-13,4.513729851809885e-09,2.8752235447828987e-05,6.912797883714254e-09,8.164066093754389e-07,6.721846035082419e-10,2.3119091041770353e-09,8.239472635042278e-06,1.2671884858682338e-07,3.046497707192966e-07,0.0003676031246920186,0.0004829471649328405,1.173067859756213e-06,3.6248359447103745e-12,1.8372041431052996e-12,5.991585619936661e-08,1.0379237498057995e-06,8.63267328665826e-09
1.2678116833088484e-06,0.32947130149665693,3.76,0.0,0.40400863006488363,0.9925311547468659,0.009642917568633853,0.0009742187037038336,0.0012820994344288773,0.06357186651022079,0.0653875855308444,1.0247462615397614e-09,0.048557410433926564,6.556671756214771e-06,9.978899101826844e-05,0.0006090738388509623,0.0010866850249227962,1.260111598737365e-05,0.00028115913182389556,0.006533853032958572,0.05970311759148282,0.00019834605424781784,0.00020630492295361315,0.0003211930086719371,0.0009593876617350412,0.0002567504817863345,8.641130333081951e-05,0.00021217612492917018,1.2373284101221646e-07,6.280103839448362e-05,1.0385320965865848e-09,5.047163723159408e-05,8.271608982634523e-05,4.618171945448921e-05,3.896436462241359e-08,1.7027701631816857e-08,0.00019877017203790448,5.430149123765896e-05,0.00018152682849412427,3.2381785871035605e-06,2.193070332523803e-10,9.29870571770195e-10,3.33102338836718e-05,1.4761812129149306e-07,4.7130398384800877e-07,2.883710641397965e-08,4.544916582885284e-09,7.250528520059318e-07,1.6625614345454952e-09,1.0882850976640098e-11,1.283349012047121e-09,5.000012163063614e-05,6.293629317881451e-09,1.2124875870305546e-09,7.765690037800972e-06,8.591134740032119e-11,6.69084759641673e-13,4.863903502463241e-09,2.9400996097839252e-05,7.132272928548857e-09,8.641923377914205e-07,7.085748746605506e-10,2.4441538373187063e-09,8.43867376786132e-06,1.3232357117644172e-07,3.2441247302020417e-07,0.00036163302436786107,0.0004918547747111214,1.2164127741923121e-06,3.756458493095206e-12,1.9041421067087248e-12,6.204373243125696e-08,1.0617837624586778e-06,9.104585802715859e-09
1.2731955652621195e-06,0.32956830307325125,3.76,0.0,0.40241398372357856,0.9923446029311006,0.009881469401291358,0.000978918573300445,0.0013142733304189825,0.06375698011046403,0.06562505465449504,1.0516258366002131e-09,0.04963024510101205,6.749032826892809e-06,0.00010251801636010783,0.0006283126300320531,0.001107039083630105,1.3022278400983378e-05,0.00028717676470833126,0.006679706522844266,0.061015210357825034,0.0002030012599728387,0.00021157987148502457,0.00032956721665437967,0.0009865985350328156,0.00026389220742589173,9.04108918782776e-05,0.0002221820975073779,1.26322770649484e-07,6.614217594187304e-05,1.0869995465221137e-09,5.278615006420931e-05,8.65267353210455e-05,4.834981871701973e-05,4.0949771241904936e-08,1.7818890557967314e-08,0.00020438003937911232,5.6600369321916894e-05,0.00018733109939143882,3.298192596450683e-06,2.3168874201578944e-10,9.551028481473671e-10,3.3796489051831603e-05,1.5251500398542905e-07,4.939552315548882e-07,3.020615553305312e-08,4.660715900347919e-09,7.581306560500636e-07,1.7679689427023253e-09,1.1436836388454912e-11,1.3476429085200023e-09,5.157453638897597e-05,6.713681321855006e-09,1.3050286990138803e-09,8.28604170130556e-06,9.167707567947587e-11,7.001671428524737e-13,5.2406237624522094e-09,3.0060312636280718e-05,7.364055527171529e-09,9.147567761839123e-07,7.470483792960232e-10,2.5839715868818616e-09,8.641678207969786e-06,1.3824548376007878e-07,3.4568974602663643e-07,0.0003556087990692074,0.00050080574182964,1.2615059603579105e-06,3.893279670788885e-12,1.9737310208515197e-12,6.425381542795876e-08,1.0861202922476476e-06,9.604472555923973e-09
1.2785794472153905e-06,0.32966683298272453,3.76,0.0,0.40079446023617193,0.9921535129665048,0.010125565082523694,0.0009836576132108842,0.001347228254271117,0.06394000705539778,0.06586190942230147,1.0796192411345719e-09,0.05072289024873823,6.9495715013557295e-06,0.0001053218909950528,0.0006482396990962327,0.0011276578264244606,1.3457726363634552e-05,0.0002933023640555546,0.006828407249791877,0.0623511964870589,0.00020775838207025708,0.00021696822873037462,0.0003381211140519108,0.0010145180928309812,0.0002712420729015264,9.458447221898076e-05,0.00023263351296660387,1.2895663947475397e-07,6.966014109180474e-05,1.1375894961286945e-09,5.520102665950347e-05,9.050198175433917e-05,5.061403205137613e-05,4.303449550349679e-08,1.8644586704460467e-08,0.00021023853555002202,5.900638520259667e-05,0.00019336453436959955,3.3609459752070118e-06,2.4477623481772867e-10,9.809503513398296e-10,3.429675401536895e-05,1.5760367713389728e-07,5.176131901117859e-07,3.164556567018686e-08,4.781029377896399e-09,7.933389547528307e-07,1.8816015355401218e-09,1.2018679720485443e-11,1.4150888026514825e-09,5.3205525643612976e-05,7.166180417605086e-09,1.4056627374855782e-09,8.840931160013362e-06,9.782708799253405e-11,7.32604762039633e-13,5.645851253182519e-09,3.073017458300859e-05,7.609227790821245e-09,9.682605104864515e-07,7.87724132898971e-10,2.73179451709728e-09,8.84851824958302e-06,1.4450327601850807e-07,3.686028978463964e-07,0.000349534776065491,0.0005097957096127114,1.3084227053393103e-06,4.035518033663294e-12,2.046082397823067e-12,6.654947326742162e-08,1.1109398793915293e-06,1.013406383418337e-08
1.2834249409733346e-06,0.32975683244816156,3.76,0.0,0.39931537116376464,0.991977564455087,0.010350087483886059,0.0009879577843275953,0.0013775692358965553,0.06410291274941778,0.06607455218831003,1.1058012016885155e-09,0.05172339019130999,7.137315193933842e-06,0.00010791083218099173,0.0006667840117812156,0.0011464394730251511,1.3862213117169437e-05,0.00029890842701871874,0.006964701049642421,0.06357421128360315,0.00021212834791055918,0.00022191590675316262,0.0003459752332380329,0.0010402650001221534,0.00027804008007039293,9.84950909227924e-05,0.00024243565013702144,1.313648763279013e-07,7.298514910394171e-05,1.1850047330832112e-09,5.7463500648462556e-05,9.422571073962242e-05,5.2737230318131375e-05,4.49996759014949e-08,1.9418344378317988e-08,0.00021573263854241228,6.126744426705643e-05,0.00019899782902449594,3.4199450938279904e-06,2.5719182312990193e-10,1.0047485733818354e-09,3.475955622324809e-05,1.6235578519181904e-07,5.397992454990033e-07,3.3004110231878814e-08,4.893451180497163e-09,8.269839635553193e-07,1.9915177162189044e-09,1.2567290385686108e-11,1.4786081144915245e-09,5.4723616040608904e-05,7.60353138278535e-09,1.5037904563935019e-09,9.371711264240422e-06,1.0371141524039521e-10,7.630016038079202e-13,6.036663234095777e-09,3.134204964763793e-05,7.84231208936255e-09,1.0190670656315717e-06,8.263187523664388e-10,2.8720561489273723e-09,9.037979174501997e-06,1.5043878836562274e-07,3.90731383794257e-07,0.00034402925818558476,0.0005179163263772102,1.352271798386472e-06,4.168352384394744e-12,2.1136565190085637e-12,6.869162765312335e-08,1.1336958860566542e-06,1.0637609415930682e-08
