Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105),S(5887)
1.6096666964936109e-07,0.06110161700628523,3.76,0.0,0.8485080324310375,0.9999999928817899,1.3067773217868796e-11,7.82946072199128e-12,1.600170473445852e-12,8.546875680419778e-07,8.546875722098317e-07,4.625607309958002e-21,1.4841757643642832e-11,1.2632287175518993e-17,7.24921497058257e-17,2.0307137021646765e-15,6.616439423536457e-09,6.945920652010781e-13,3.218496106064738e-10,5.245370734028016e-12,2.7991293074467396e-09,2.595161482849224e-10,6.554550053900427e-18,1.0235646275851791e-14,2.0475602001364056e-17,3.3048468825918744e-14,4.725987416375956e-22,5.4237635958439574e-21,4.853534623075979e-10,7.287650614398996e-18,5.943601988356906e-24,2.821298220216537e-12,3.3134525991098863e-21,1.669257686080848e-20,1.1077134830521388e-23,2.4304934888048853e-21,9.236790890176299e-12,1.060586643807072e-11,1.7513622327434036e-11,3.193307695729933e-18,1.1759529121859491e-27,2.262624707526219e-21,4.706985411724902e-14,5.036137810745942e-25,1.1804024893688562e-32,7.518922923700115e-17,2.755009108946495e-19,6.050380846849605e-19,1.94270851720132e-23,1.6314952064612677e-30,4.566048299732542e-27,6.035515591821577e-15,1.0651461025576135e-23,2.7972686622015382e-24,3.8131616997894417e-23,1.991403183907494e-33,1.6804796065719997e-27,1.478835260551863e-37,2.378837395266982e-15,6.804029608609148e-20,1.239655258281389e-28,4.867676591979718e-22,1.7211779653002808e-27,4.247477786490611e-17,3.6543436766382995e-17,3.071217967521194e-21,7.114560253154724e-12,1.4055117052769695e-18,4.0816314587245314e-17,2.128834836683826e-19,5.259363392506345e-21,4.041766252659613e-18,9.647854647079104e-18,2.450702748601574e-30,2.919997187083833e-26,1.134924174214264e-37,7.912784186042355e-31,9.559041896950954e-26,4.5851132164268856e-30,6.461310735914841e-28,1.6461045634924722e-12,7.905276237723567e-23,1.4082806804142826e-27,3.079132817843052e-30,2.1830157972322343e-28,7.081184585235408e-30,1.9123932943470564e-38,1.1876061874720391e-24,4.834247638672682e-19,8.317151366073392e-33,5.896148968206551e-29,2.584665411679834e-25,7.266061452818532e-25,6.357390361026421e-32,7.712311976216958e-29,1.4864191934933287e-35,4.829619765928723e-29,2.1840478229147695e-32,8.215744990731422e-35,6.228833004088463e-31,5.324424859681244e-29,1.01648259008892e-31,1.2677226636570223e-27
1.6736317497645528e-07,0.061101617376221135,3.76,0.0,0.8485079983119328,0.9999999925781904,1.3931820188782674e-11,8.167937072406186e-12,1.6241073284755554e-12,8.886511874462546e-07,8.886511918993954e-07,4.809470317878777e-21,1.5692263498391548e-11,1.3150104984871082e-17,7.587639185877202e-17,2.232308419665891e-15,6.909882985889203e-09,7.547643680522385e-13,3.2491692537302765e-10,5.2795369552065625e-12,2.941010478540771e-09,2.596870401352008e-10,6.9006856324870666e-18,1.1033065854140204e-14,2.2205643615765394e-17,3.328460182493974e-14,5.036809519103627e-22,6.0327449842938906e-21,4.944918659868301e-10,8.005412718483132e-18,6.625621203690638e-24,2.9754047419597705e-12,3.5008978928526996e-21,1.8365808644517717e-20,1.2293745975644314e-23,2.7455239451769936e-21,9.36346010354092e-12,1.126668465728616e-11,1.8142165446122923e-11,3.578179430723432e-18,1.2918393793996844e-27,2.381304679423042e-21,4.98576279840311e-14,5.472774279019789e-25,1.2981057589198e-32,7.852990644199305e-17,2.9245173013148847e-19,6.723981678019302e-19,2.1026250349072968e-23,1.7265144737954392e-30,4.8319256577479436e-27,6.2784496646454584e-15,1.1949937725395088e-23,3.136762515788826e-24,4.2106863400618726e-23,2.2938766330008463e-33,1.8820867784247324e-27,1.6807784803539807e-37,2.4763398023505408e-15,7.431061115716423e-20,1.3946334784944418e-28,5.416670208529711e-22,1.8301363998597923e-27,4.5989656927806376e-17,3.6543438586124527e-17,3.49784017807514e-21,7.397278698767546e-12,1.519635050089027e-18,4.0816434782673194e-17,2.1666184237498688e-19,5.347501883624746e-21,4.0417912884652225e-18,9.651824926361035e-18,2.8893833752639803e-30,2.9412617254332865e-26,1.2198676166362846e-37,9.34615459743006e-31,1.0343261885726016e-25,5.288212931026744e-30,7.330694493027796e-28,1.7511934431586504e-12,9.086361220376265e-23,1.5224516615438537e-27,3.4722645586615035e-30,2.556108334411486e-28,8.076055724316002e-30,2.1857215322800684e-38,1.1876042033480479e-24,4.848193607517432e-19,9.65687426756811e-33,6.789290837739235e-29,2.9266794448242123e-25,7.620650484150293e-25,7.146155656547321e-32,8.605109078894275e-29,1.6494084906134944e-35,5.39109533551586e-29,2.4341387874520392e-32,9.004229455571438e-35,7.0571731420977095e-31,6.20920568083613e-29,1.1460400871648332e-31,1.4871665082418419e-27
1.7375968030354947e-07,0.06110161774616294,3.76,0.0,0.8485079641928073,0.9999999922743479,1.4808251700979027e-11,8.508373637560874e-12,1.6464092423526783e-12,9.22614805484029e-07,9.226148102333545e-07,4.993333318401993e-21,1.6548072031703425e-11,1.3667922779000147e-17,7.926510080088328e-17,2.4452069031987236e-15,7.204096935875518e-09,8.175506012862264e-13,3.278020642629158e-10,5.311044107885432e-12,3.0836675253644186e-09,2.5982748016827316e-10,7.251180735663345e-18,1.1858556147473301e-14,2.4006627274761443e-17,3.3501579733878754e-14,5.352032893544718e-22,6.679502222196197e-21,5.030879942504708e-10,8.761535651647001e-18,7.350943435551825e-24,3.1310723164681668e-12,3.689936152122934e-21,2.0124786803820853e-20,1.3579388626746523e-23,3.0840816081370754e-21,9.4814076541831e-12,1.1936181274696198e-11,1.8767190738381523e-11,3.9927827215330556e-18,1.4139228723912716e-27,2.5001459155381002e-21,5.267868422839699e-14,5.923793034251446e-25,1.4216522576966832e-32,8.185380137560669e-17,3.095577446724188e-19,7.437980369087857e-19,2.2668491114594726e-23,1.822139233228017e-30,5.099480745945091e-27,6.5213849144460794e-15,1.3348067822116213e-23,3.502080351454733e-24,4.6301989551146817e-23,2.626832233654457e-33,2.0974514346448697e-27,1.898538708755958e-37,2.57381917944574e-15,8.085922565748073e-20,1.561213203892684e-28,5.998779391171041e-22,1.9406847047379058e-27,4.964570941821826e-17,3.654343855542401e-17,3.9628706085411344e-21,7.679997097527022e-12,1.638218871877896e-18,4.0816367361301007e-17,2.2023082205549816e-19,5.430754687482074e-21,4.041795291460199e-18,9.655481418368407e-18,3.3851909851474694e-30,2.9621123955703036e-26,1.308581139403735e-37,1.0967564560109477e-30,1.1158399935014559e-25,6.063216096456299e-30,8.275188981067501e-28,1.857811976038709e-12,1.038368591615218e-22,1.641072010358982e-27,3.897632749908548e-30,2.974778440221757e-28,9.164987761551232e-30,2.4853152702315203e-38,1.1876120381380585e-24,4.862215003599001e-19,1.1144914890757372e-32,7.771796113805168e-29,3.295581530678479e-25,7.977516793243482e-25,7.991573990337662e-32,9.554783163411947e-29,1.8222661083548492e-35,5.988761391525649e-29,2.7005386388419203e-32,9.834340318342997e-35,7.949745147440712e-31,7.199597498400208e-29,1.2862040475921687e-31,1.7340303649377823e-27
1.8015618563064366e-07,0.061101618116110305,3.76,0.0,0.8485079300736615,0.999999991970282,1.569622329153893e-11,8.850759598672509e-12,1.6671930245272893e-12,9.565784221552954e-07,9.565784272118225e-07,5.177196311527636e-21,1.740877843998622e-11,1.4185740557938634e-17,8.265822005767552e-17,2.6695362275013342e-15,7.499031000968744e-09,8.829573631954121e-13,3.305159231141628e-10,5.340192158634236e-12,3.2270500600116457e-09,2.599436252840852e-10,7.606013128500287e-18,1.2711965086977164e-14,2.5878602597528963e-17,3.370167858987351e-14,5.671398675963666e-22,7.364482793350574e-21,5.111739997182687e-10,9.556394420808951e-18,8.120102599827122e-24,3.2882082578045694e-12,3.8804841962789644e-21,2.1969912841712614e-20,1.493448360496588e-23,3.44660851069126e-21,9.591234061454531e-12,1.2613757937292107e-11,1.9388814295148813e-11,4.438234627017924e-18,1.5422640322897801e-27,2.6190749624123106e-21,5.553073126439313e-14,6.388679631108969e-25,1.551058838888266e-32,8.51611350895643e-17,3.2680713779587384e-19,8.192730931656072e-19,2.4352269223826478e-23,1.9183332484708454e-30,5.368611783251954e-27,6.764321084572558e-15,1.484927339274834e-23,3.894083955921574e-24,5.0718815956825343e-23,2.991870722822283e-33,2.3267918782645243e-27,2.132439666862567e-37,2.6712692202992326e-15,8.768469868818153e-20,1.7396922778660817e-28,6.61418301627304e-22,2.052798990942925e-27,5.344289841731442e-17,3.6543434249181963e-17,4.467971821169731e-21,7.962715448241183e-12,1.7612637412969737e-18,4.081634585388352e-17,2.236020109900115e-19,5.509394015093622e-21,4.0418042763996964e-18,9.658863540927938e-18,3.9429700047335024e-30,2.9825902833848646e-26,1.4011910132470653e-37,1.279290349071097e-30,1.200445612468172e-25,6.913942997221748e-30,9.297872528163012e-28,1.9658550435376436e-12,1.180312633905499e-22,1.7641417240632585e-27,4.3565200902571364e-30,3.442528868293891e-28,1.0352981253943724e-29,2.8125910827284647e-38,1.187619323118456e-24,4.876308518937173e-19,1.2790569637259732e-32,8.848063039319849e-29,3.6919671271208445e-25,8.336504724977556e-25,8.894638114625198e-32,1.0561889772601511e-28,2.0050949287351924e-35,6.623027964713152e-29,2.983556429440096e-32,1.0706699296849727e-34,8.907740467027576e-31,8.30366558940722e-29,1.4373958761089403e-31,2.010523755481021e-27
1.8655269095773785e-07,0.06110161848606291,3.76,0.0,0.8485078959544972,0.9999999916660088,1.6594950592180086e-11,9.19508449006273e-12,1.6865662787719927e-12,9.905420374600477e-07,9.90542042834906e-07,5.361059297255679e-21,1.827402251958686e-11,1.4703558322185192e-17,8.605570537292891e-17,2.9054148107755366e-15,7.794638848645625e-09,9.509908223706657e-13,3.3306873863459317e-10,5.3672341998577875e-12,3.3711116337722145e-09,2.600403394022953e-10,7.965163526332246e-18,1.3593145552051528e-14,2.7821617115966457e-17,3.3886807957675203e-14,5.994670115426689e-22,8.088103931903046e-21,5.187801494283496e-10,1.0390341771762597e-17,8.933596252328591e-24,3.4467254144341417e-12,4.0724659879402426e-21,2.3901570882816694e-20,1.6359426070320021e-23,3.833516957994014e-21,9.693498495342653e-12,1.3298857492280225e-11,2.000714588898968e-11,4.915653184834852e-18,1.676919900441499e-27,2.738027410186506e-21,5.841163529530987e-14,6.866939833597855e-25,1.6863408572342585e-32,8.84521977725095e-17,3.441893279360486e-19,8.98856084020223e-19,2.60761826993197e-23,2.0150626145272338e-30,5.639223388638376e-27,7.00725806285815e-15,1.6456949990356523e-23,4.3136267312576865e-24,5.535906955323296e-23,3.390601201229503e-33,2.5703120502673012e-27,2.382786521937375e-37,2.76868444346893e-15,9.478548190940277e-20,1.9303583358574282e-28,7.263025865740906e-22,2.166456440018992e-27,5.738117847058733e-17,3.65434338068035e-17,5.014797464176702e-21,8.245433749718018e-12,1.888770231961352e-18,4.0816458914497695e-17,2.2678636391522274e-19,5.5836761147600995e-21,4.0418279855300035e-18,9.661998910967451e-18,4.567767238723689e-30,3.0027297461741526e-26,1.497828492583354e-37,1.4838701548815818e-30,1.2881430532644955e-25,7.844221903182378e-30,1.0401811657303026e-27,2.075223487305865e-12,1.3350586974708308e-22,1.8916607997802812e-27,4.85021010920567e-30,3.962981828583817e-28,1.16451258760918e-29,3.168990948920987e-38,1.1876189001218403e-24,4.890470971292206e-19,1.4603265348501863e-32,1.0022449258272565e-28,4.116385154063581e-25,8.697472272063562e-25,9.856259919544246e-32,1.1626921535161257e-28,2.1979891643827273e-35,7.294267816725738e-29,3.283495412925396e-32,1.1621924112397605e-34,9.93222896548599e-31,9.52977239230243e-29,1.6000372501322871e-31,2.318943750234862e-27
1.9294919628483205e-07,0.06110161885602042,3.76,0.0,0.8485078618353151,0.9999999913615436,1.7503704636727198e-11,9.541338179953275e-12,1.704628272788653e-12,1.0245056513982808e-06,1.0245056571027046e-06,5.54492227558606e-21,1.914348179458008e-11,1.5221376071865953e-17,8.945752124620955e-17,3.1529530210679803e-15,8.090877647329217e-09,1.0216567509045208e-12,3.35470132476197e-10,5.3923850549031145e-12,3.5158092995480366e-09,2.6012147025912204e-10,8.32861517330205e-18,1.4501955121892644e-14,2.9835716440726706e-17,3.4058578259824396e-14,6.321630705044974e-22,8.850755113895357e-21,5.25934929962706e-10,1.1263709519069759e-17,9.791888589323158e-24,3.606541835124259e-12,4.265811760900617e-21,2.5920129341267218e-20,1.7854586530380206e-23,4.245191831385545e-21,9.788721624373602e-12,1.3990961149451509e-11,2.0622289328925167e-11,5.426157322746558e-18,1.8179441332417877e-27,2.8569469372206354e-21,6.131940944608467e-14,7.358101008348783e-25,1.8275123699087735e-32,9.172732845942598e-17,3.616948033532934e-19,9.825773763350633e-19,2.783895152206857e-23,2.112293647753514e-30,5.9112211865419014e-27,7.250196096784474e-15,1.8174466841181583e-23,4.761553777425647e-24,6.022439162263591e-23,3.8246404141938784e-33,2.8282026535124855e-27,2.649867200745399e-37,2.8660600640385977e-15,1.0215993070080174e-19,2.133489266281194e-28,7.945422109423589e-22,2.281634955321559e-27,6.146049669060211e-17,3.6543435463214436e-17,5.604991663632449e-21,8.52815200076549e-12,2.020738919379412e-18,4.081646547806438e-17,2.2979425206169133e-19,5.653840967477581e-21,4.04183965320303e-18,9.664909028402606e-18,5.264831551761318e-30,3.022559966316077e-26,1.5986021066082028e-37,1.7122127292403655e-30,1.378932323616269e-25,8.857886412111196e-30,1.1590060827278608e-27,2.1858237738868744e-12,1.5031999400460823e-22,2.0236292345545663e-27,5.379987127218003e-30,4.539877906678584e-28,1.3046600387382427e-29,3.5559822415616365e-38,1.1876226005022592e-24,4.904695836502534e-19,1.6592550086450245e-32,1.1299267111846614e-28,4.569340277522984e-25,9.060289391378583e-25,1.0877275951088218e-31,1.2750313996181223e-28,2.401035217755166e-35,8.002820022269494e-29,3.600653802897113e-32,1.258062907389745e-34,1.1024166641365145e-30,1.0886577666831355e-28,1.774550107339722e-31,2.661675138637707e-27
1.9934570161192624e-07,0.06110161922598255,3.76,0.0,0.8485078277161164,0.9999999910569002,1.842180760127406e-11,9.889510852339625e-12,1.7214707107491326e-12,1.0584692639699894e-06,1.058469270015311e-06,5.728785246518779e-21,2.0016865886394885e-11,1.5739193806722086e-17,9.286363864030477e-17,3.4122537132170895e-15,8.387707698383878e-09,1.0949605539728654e-12,3.377291490042646e-10,5.415828289336288e-12,3.6611032450204657e-09,2.601900667846126e-10,8.696353511578418e-18,1.5438255824014772e-14,3.1920944408728154e-17,3.421835602541941e-14,6.65208252510833e-22,9.652800344297435e-21,5.326651492614382e-10,1.2176809795274537e-17,1.069541319585468e-23,3.767580457554546e-12,4.46045729980832e-21,2.802594228594952e-20,1.942031173252307e-23,4.6819927220038084e-21,9.877388267473533e-12,1.4689585838885628e-11,2.1234342795314355e-11,5.970866779859715e-18,1.9653872042290826e-27,2.9757845058501563e-21,6.425220364379997e-14,7.861713097639353e-25,1.97458634928001e-32,9.498689919380682e-17,3.793149811722292e-19,1.0704651934436033e-18,2.9639404325476074e-23,2.2099937914142243e-30,6.184513775953765e-27,7.49313513317153e-15,2.0005167040393875e-23,5.238701974008248e-24,6.531634477247848e-23,4.295612092426691e-33,3.1006421875279843e-27,2.9339535904365e-37,2.9633918882720198e-15,1.098063140932097e-19,2.3493536600585314e-28,8.661458444697707e-22,2.3983129659426305e-27,6.568079369156029e-17,3.654343252199363e-17,6.2401884783634376e-21,8.810870200191516e-12,2.157170380071185e-18,4.081641280692484e-17,2.326354527058901e-19,5.7201170371705144e-21,4.041844647714827e-18,9.667618939015574e-18,6.039613499917417e-30,3.042106396878578e-26,1.7036473726311941e-37,1.966098560157593e-30,1.4728134311914226e-25,9.95877309129893e-30,1.2865662210275421e-27,2.297567678219119e-12,1.6853321028470786e-22,2.1600470253521937e-27,5.9471362182252865e-30,5.177074990237594e-28,1.456267261120272e-29,3.9750577190336125e-38,1.18763031423144e-24,4.918979073286154e-19,1.8768084421083372e-32,1.2682779514078033e-28,5.051295242509347e-25,9.4248364549798e-25,1.1958452830281203e-31,1.3932450995371665e-28,2.614312497986358e-35,8.748993273489487e-29,3.935325437978089e-32,1.3583426407967587e-34,1.2184403325520913e-30,1.23830386504416e-28,1.961356633586755e-31,3.0411905965668785e-27
2.0574220693902043e-07,0.06110161959594903,3.76,0.0,0.848507793596902,0.9999999907520905,1.9348628933351014e-11,1.0239592989885332e-11,1.7371784180894823e-12,1.0924328751751684e-06,1.0924328815728103e-06,5.912648210053821e-21,2.0893911923693278e-11,1.6257011526603248e-17,9.627403359704019e-17,3.683412751481819e-15,8.68509212693998e-09,1.1709072962867446e-12,3.3985428925466555e-10,5.437721877232612e-12,3.806956484382148e-09,2.602485476690993e-10,9.068365920681472e-18,1.6401913906147632e-14,3.4077343214720024e-17,3.436730882712597e-14,6.9858447520197115e-22,1.0494580258137459e-20,5.389960339576226e-10,1.3129936224697702e-17,1.1644575566862411e-23,3.929768816806705e-12,4.6563433455025954e-21,3.021935056064186e-20,2.1056925463765755e-23,5.144255903257805e-21,9.959949862542962e-12,1.5394281751280843e-11,2.1843399155850463e-11,6.5509020364797125e-18,2.119296594064926e-27,3.0944976734471825e-21,6.72082951976039e-14,8.377349228391119e-25,2.127574843131065e-32,9.823130286204861e-17,3.9704208744769807e-19,1.1625458210648449e-18,3.1476466126319034e-23,2.3081328088399234e-30,6.459015945201968e-27,7.736074969228725e-15,2.1952367746487892e-23,5.745900061119452e-24,7.06364191062683e-23,4.805146346866918e-33,3.387797900400902e-27,3.235302625725158e-37,3.060676227495255e-15,1.177228236328891e-19,2.578211247654216e-28,9.411196926009995e-22,2.5164694944521084e-27,7.004200438193777e-17,3.654342989842905e-17,6.922011411839558e-21,9.093588346803997e-12,2.298065190844588e-18,4.081647949738567e-17,2.3531919106454237e-19,5.7827209590144756e-21,4.041862759931944e-18,9.670147565885562e-18,6.897764914786008e-30,3.0613922434964444e-26,1.8131185279067672e-37,2.2473715603668353e-30,1.5697863835042115e-25,1.1150719387259908e-29,1.4231645503326246e-27,2.41037198498928e-12,1.8820533956113142e-22,2.3009141690615224e-27,6.552943197017104e-30,5.878547202776074e-28,1.6198699426863914e-29,4.4277355214277337e-38,1.1876325599793423e-24,4.93331899077381e-19,2.1139633195135237e-32,1.4177196363912027e-28,5.562673227937636e-25,9.791003046963062e-25,1.3100492536778577e-31,1.5173669621371872e-28,2.837894023134624e-35,9.533068923987359e-29,4.2878003649800753e-32,1.4630925773391893e-34,1.3413690285860611e-30,1.4028410211583148e-28,2.1608792575890602e-31,3.460050850748749e-27
2.1213871226611462e-07,0.06110161996591962,3.76,0.0,0.8485077594776725,0.9999999904471256,2.0283581829940988e-11,1.0591575357779185e-11,1.7518299451270695e-12,1.1263964850138134e-06,1.1263964917752846e-06,6.096511166191114e-21,2.1774380797054806e-11,1.6774829231618622e-17,9.968868628961009e-17,3.966519506238638e-15,8.98299661818004e-09,1.2495017259478935e-12,3.418535437094927e-10,5.458202735332085e-12,3.953334595275661e-09,2.602988328488219e-10,9.444641500191036e-18,1.739279962407659e-14,3.6304953529807506e-17,3.450644123517175e-14,7.322752311225712e-22,1.1376414055653205e-20,5.449513209884558e-10,1.412336502713795e-17,1.2639755427721215e-23,4.093038770806343e-12,4.8534150958284395e-21,3.250068272830386e-20,2.276472933213552e-23,5.6322961489348126e-21,1.0036826764486983e-11,1.6104630048212944e-11,2.244954626374076e-11,7.167384251387383e-18,2.2797169687817827e-27,3.2130499128321245e-21,7.01860800294274e-14,8.904606013417443e-25,2.2864891349081214e-32,1.0146094386584153e-16,4.1486905540024236e-19,1.2588437866635894e-18,3.334914718384694e-23,2.4066803469711925e-30,6.734642792698948e-27,7.979015731267322e-15,2.4019360374325824e-23,6.2839687195085485e-24,7.618603773730183e-23,5.3548791111083975e-33,3.689826663220355e-27,3.5541572876768255e-37,3.157909827714628e-15,1.2590758135077933e-19,2.8203133230938603e-28,1.0194677514482885e-21,2.636084214767504e-27,7.454405864145738e-17,3.6543431339462684e-17,7.652072974733112e-21,9.376306439410786e-12,2.443423928227453e-18,4.0816535430780687e-17,2.378542023258637e-19,5.841855441334542e-21,4.041879473296391e-18,9.672506598922614e-18,7.845138441017025e-30,3.080437031554601e-26,1.9271377307180115e-37,2.557938821171652e-30,1.6698511879243414e-25,1.2437561773540156e-29,1.5691027769638288e-27,2.524158206825373e-12,2.0939643905314275e-22,2.446230662493783e-27,7.198694588467848e-30,6.648383845003117e-28,1.7960126771901529e-29,4.915559170126396e-38,1.1876342374915909e-24,4.947711195987905e-19,2.3717057736519957e-32,1.5786671452306604e-28,6.103860197987945e-25,1.0158687047846238e-24,1.4304037526457917e-31,1.6474264770777723e-28,3.0718470866396906e-35,1.0355303790021718e-28,4.6583653510505393e-32,1.5723734388674357e-34,1.4712687671488083e-30,1.583224500023766e-28,2.373540641670524e-31,3.920904840414067e-27
2.1853521759320882e-07,0.061101620335894016,3.76,0.0,0.8485077253584292,0.9999999901420162,2.1226120022626133e-11,1.094544898849821e-11,1.765498100293337e-12,1.1603600934859192e-06,1.1603601006228073e-06,6.280374114930661e-21,2.2658054074249386e-11,1.729264692188883e-17,1.0310758021531499e-16,4.2616572912415405e-15,9.281389188556638e-09,1.3307482961564053e-12,3.4373442411196994e-10,5.477390353175514e-12,4.100205490448072e-09,2.6034244780487964e-10,9.825170879192028e-18,1.8410787026932697e-14,3.8603814609266795e-17,3.4636623467505624e-14,7.662654659298382e-22,1.2298601289456057e-20,5.505533436245887e-10,1.5157356055982915e-17,1.3681308876224824e-23,4.257326241516952e-12,5.051621777688341e-21,3.4870255895045634e-20,2.4544003570534807e-23,6.1464084050694076e-21,1.0108410385081086e-11,1.6820240729987982e-11,2.3052867239124342e-11,7.821435205518946e-18,2.4466903477160312e-27,3.3314099994212095e-21,7.318406450825623e-14,9.443103600721227e-25,2.451339979861447e-32,1.0467623091910106e-16,4.327894390281086e-19,1.3593820164991824e-18,3.525653304385798e-23,2.505606885758912e-30,7.0113115359931e-27,8.221957506603499e-15,2.6209410786840005e-23,6.853720649866702e-24,8.196656177128001e-23,5.94645162572357e-33,4.006875772697378e-27,3.890747545200816e-37,3.2550898116607382e-15,1.3435864698352989e-19,3.075903154881355e-28,1.1011920377308214e-21,2.757137451157947e-27,7.918688190587098e-17,3.654343045434969e-17,8.43197429247229e-21,9.659024476819723e-12,2.5932471680470053e-18,4.0816496641017815e-17,2.402487354288363e-19,5.8977122347000125e-21,4.041885558884887e-18,9.674712027238805e-18,8.887787038232187e-30,3.0992564472921655e-26,2.0458455895992825e-37,2.8997703776090058e-30,1.7730078517364324e-25,1.382313410843147e-29,1.7246813307386438e-27,2.638852318332533e-12,2.3216679235493045e-22,2.5959965023833988e-27,7.885677591047447e-30,7.490788343877906e-28,1.9852489655426808e-29,5.440097570305659e-38,1.1876405637579305e-24,4.962151286097535e-19,2.651030849281176e-32,1.7515299813126863e-28,6.67520722743407e-25,1.0527793752366181e-24,1.5569675657824708e-31,1.7834493338946173e-28,3.3162339410162437e-35,1.1215932725526821e-28,5.047304335984456e-32,1.6862458589582868e-34,1.608197173766373e-30,1.7804393596219238e-28,2.5997636704265983e-31,4.426489876335907e-27
2.3132822824739717e-07,0.06110162107585349,3.76,0.0,0.8485076571199026,0.9999999895313991,2.313195305811923e-11,1.165883542127784e-11,1.7901495029776857e-12,1.2282873063304969e-06,1.2282873142532742e-06,6.648099990216439e-21,2.4434229542911573e-11,1.8328282258208905e-17,1.0995803870031369e-16,4.8883313133938335e-15,9.879521172763928e-09,1.501214309926938e-12,3.471688865283465e-10,5.512292409276713e-12,4.3953078453098515e-09,2.604142376952725e-10,1.0598960231071602e-17,2.052758088649912e-14,4.3415439565481935e-17,3.4873070206040033e-14,8.350907518762112e-22,1.4265145494161438e-20,5.607803836874535e-10,1.7347988027920364e-17,1.5904854126434122e-23,4.588716333831625e-12,5.451254910447296e-21,3.9875340495481536e-20,2.8317981982375746e-23,7.253938376676906e-21,1.0237130192859358e-11,1.826582200516253e-11,2.4251341149197855e-11,9.246733278226617e-18,2.8004518772746912e-27,3.5674521598155975e-21,7.923516631356864e-14,1.0552417798057678e-24,2.7988925540987906e-32,1.110653708987052e-16,4.688873688104138e-19,1.573263741854834e-18,3.9172088541209e-23,2.7044896457524258e-30,7.567472302440374e-27,8.707843740470991e-15,3.0971621795538333e-23,8.091485697321988e-24,9.422548621352152e-23,7.261704656472564e-33,4.686580556181682e-27,4.617994651085928e-37,3.4492790428206507e-15,1.5205166690708922e-19,3.628481366460169e-28,1.274768640038491e-21,3.003483963258818e-27,8.889451781400542e-17,3.6543429269402824e-17,1.0147641786896544e-20,1.0224460381275319e-11,2.906289453154598e-18,4.081643752204047e-17,2.446470531384264e-19,6.0003110039427545e-21,4.0418994091748335e-18,9.678710463335047e-18,1.1284119591309798e-29,3.136277645572937e-26,2.2979866421517424e-37,3.6854199307626965e-30,1.9885967860586794e-25,1.690578281811261e-29,2.065954703305628e-27,2.870688961726309e-12,2.826874733462659e-22,2.908876208090909e-27,9.388490545510877e-30,9.41067901940241e-28,2.4052607626807513e-29,6.60572120980612e-38,1.1876518135302896e-24,4.991166940023326e-19,3.2784495536467203e-32,2.1346090629981825e-28,7.909624802342203e-25,1.1269929384324517e-24,1.8289337290034241e-31,2.0734710191257546e-28,3.8365353136092524e-35,1.305321585687997e-28,5.881428174239966e-32,1.9280071965118165e-34,1.9033326197194285e-30,2.2294525049343807e-28,3.094587288830278e-31,5.5832451180638166e-27
