Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105)
0.0005939403870837866,0.7739437349584948,3.76,0.0,8.228056650641197e-06,0.11742125086047896,0.6792362894445754,0.05005905190428757,0.0001374484953184329,0.008297598694113116,0.552075906063576,1.2113661186481553e-11,0.42589546534589057,6.198309402086354e-07,8.155915211350623e-06,0.9126885563816136,0.0001309781647682113,4.347633516646831e-06,1.6552085674198532e-06,0.0012204815993339738,0.015978821908349542,1.9913919606166232e-06,1.3665985457647747e-05,0.0006992569641936314,0.056352476447226074,3.582669917771952e-05,1.6564672574803833e-05,1.9528419770388923e-05,9.798587640902771e-11,0.0015191057220186295,8.27402440440411e-12,1.0241666899503947e-05,1.1650783730004497e-05,2.9053501425838682e-06,1.4922070360534166e-08,1.1454256889112498e-10,0.002821230454305245,0.0008435923131004286,0.0026193305254284564,0.007562447099154067,1.0655170280696217e-09,1.2184983487794389e-11,0.008767735382789247,0.0012404167572884932,1.7293111747019938e-06,5.8553572590541834e-08,3.3771697368412112e-06,0.022699573316260536,1.3044399429156963e-05,2.1180510296237684e-12,2.0394832245185482e-11,0.084814082764608,3.724431139120129e-05,3.6765021821341225e-06,0.012173397053881997,4.650155681767768e-08,2.677886097510987e-15,1.585449720395738e-07,2.3339393494137664e-06,1.5845576898750388e-06,5.689601023001118e-05,2.102923700217664e-09,5.294401054307613e-09,0.0008769206846074515,2.0934845657014742e-07,0.0006815868138594603,2.462742819584162e-05,0.0006649284405628228,2.3325446366414642e-06,1.0107976847022657e-12,2.896066479459894e-13,1.0005727782656e-08,1.011784842105765e-07,0.0006170241296661966,2.547529179087181e-08,3.6032227412495267e-09,0.0005206056349360951,1.7438273056643952e-09,1.699213743270285e-08,7.498096490603842e-06,4.637002790581417e-08,3.674257066570462e-07,4.939326291127016e-11,3.167220188857623e-08,5.373300116305303e-06,0.000541168250613873,7.938079870018249e-10,9.155919417635518e-10,1.3054812839961224e-09,7.141560538659349e-08,9.101792436502526e-11,1.5757163774547617e-07,2.2105913115114405e-12,9.849677346801344e-08,3.0335323808776274e-05,5.55743242366245e-10,6.221222025441366e-05,4.6302191618937686e-08,8.955789099520084e-10,1.2214458543064675e-08,0.0002722654598057521,1.619723059605953e-09
0.000599883409187073,0.7740480141076945,3.76,0.0,8.08899760884402e-06,0.11582902815404066,0.68055069536918,0.04979038962305478,0.0001363624265105763,0.008205789017088719,0.5529124156532691,1.197734693772803e-11,0.4257441049743691,6.181835301621841e-07,7.994990772320882e-06,0.913822983003127,0.00012886329780917197,4.256116362849417e-06,1.6175530770529136e-06,0.0012157936830023994,0.01567734964951479,1.9461008262986944e-06,1.3562069560835094e-05,0.0006877687215310668,0.05643506013522683,3.521151463114809e-05,1.632742117999385e-05,1.899135938337337e-05,9.444570168834977e-11,0.001497405870007276,7.936296981267162e-12,9.964415729762569e-06,1.146802495753737e-05,2.8203373132668205e-06,1.4385477407869495e-08,1.0966843186779602e-10,0.002788143985450293,0.0008236701228980824,0.0025985338177380904,0.007493160004233617,1.0502218900556898e-09,1.1945460549150183e-11,0.008676707260961264,0.0012265089181193655,1.7098217669680387e-06,5.716205502344458e-08,3.3513839282196923e-06,0.02262007962310931,1.2948249041266425e-05,2.0823311532456297e-12,1.9663962355216402e-11,0.08521235139012401,3.698765051080264e-05,3.651189424524581e-06,0.012122428119275063,4.63068638159787e-08,2.5639340498714187e-15,1.5616468895817124e-07,2.297208701645811e-06,1.5719675332377334e-06,5.6272630032864495e-05,2.046590185221682e-09,5.2292487162901615e-09,0.0008670742292337004,2.0681982641324093e-07,0.0006784926273057248,2.4433294084820848e-05,0.0006620938066998615,2.32352818320834e-06,9.931028321831045e-13,2.845368515188495e-13,9.830648766920794e-09,1.0070168871014545e-07,0.0006133948859913405,2.5283743094022107e-08,3.5736142886136713e-09,0.0005179191202019973,1.730346428748916e-09,1.6845344940408116e-08,7.429045098151389e-06,4.537195310420756e-08,3.631533942822184e-07,4.872734702438096e-11,3.1464376824109374e-08,5.343897855729721e-06,0.000535866191505402,7.860306876657144e-10,9.162771687971603e-10,1.2808538105495161e-09,7.074704172170065e-08,9.157129146140259e-11,1.5367147461643672e-07,2.1724993053743103e-12,9.756683710025986e-08,3.0052770197489532e-05,5.505113371266382e-10,6.158245772904861e-05,4.5830277947091606e-08,8.864917737238909e-10,1.2094364775444296e-08,0.0002701618340644887,1.6075742975132568e-09
0.0006058264312903593,0.7741498126328875,3.76,0.0,7.953605372777658e-06,0.11426897815845832,0.6818368040870526,0.04952614447380766,0.0001352825888687903,0.00811584832149275,0.5537326140941262,1.1842959970330077e-11,0.4255956461811773,6.165402910060689e-07,7.837879163092744e-06,0.9149286479100657,0.00012679706183113648,4.167340880829712e-06,1.5809839956675402e-06,0.0012110273061703666,0.015384981367495202,1.9021160744668058e-06,1.3458893601857568e-05,0.0006765707360272887,0.05651640106265582,3.4607324831309145e-05,1.6094715091131453e-05,1.8472146438909534e-05,9.105540112331702e-11,0.0014764302383539838,7.614352980380871e-12,9.696700250250666e-06,1.1289151869224338e-05,2.7383252350020713e-06,1.3871478065002004e-08,1.0503145241959881e-10,0.0027556918971279876,0.00080430935882743,0.0025779170468613237,0.00742479700085124,1.0353985054362702e-09,1.1711820522821023e-11,0.008588115023821565,0.0012126958850606593,1.690509341457275e-06,5.5810375944362914e-08,3.325614170718313e-06,0.022541224183695297,1.285200992355223e-05,2.0472016581601615e-12,1.8963789508366895e-11,0.08560610869962135,3.6730829169257915e-05,3.625857983083194e-06,0.012071592058966973,4.61126773725375e-08,2.4555264817356124e-15,1.5382046301202035e-07,2.261093004149907e-06,1.5593957823246461e-06,5.565487764761317e-05,1.9922259679551e-09,5.1655012087270875e-09,0.0008573807337501004,2.0430941842445699e-07,0.0006754321293075306,2.4242440354353634e-05,0.0006592156776060505,2.314307062568367e-06,9.757102744938717e-13,2.7955366721091526e-13,9.658576502882325e-09,1.0022114791262359e-07,0.0006098377429264055,2.5089417869431765e-08,3.5445285088575843e-09,0.0005152795363872422,1.7170562636847513e-09,1.6699716242296557e-08,7.360574843637942e-06,4.4399870987971115e-08,3.5898352233516196e-07,4.8072159229938634e-11,3.1259520189006623e-08,5.3152168088742095e-06,0.000530669213119059,7.784075254027226e-10,9.168237194119446e-10,1.2569698942420913e-09,7.008441888786694e-08,9.211853677227815e-11,1.4987465396328845e-07,2.135372461461195e-12,9.664528353510298e-08,2.97726545293725e-05,5.453260767528506e-10,6.0959327753846914e-05,4.5363368334676514e-08,8.775008929574198e-10,1.1975696707533189e-08,0.0002681047640595603,1.5956781795445475e-09
0.0006117694533936456,0.7742492035645863,3.76,0.0,7.821766235031003e-06,0.11274033633182765,0.683095265930416,0.04926627524906814,0.00013420911838638448,0.008027724558277658,0.5545369137281528,1.1710470271386854e-11,0.4254500518747475,6.149017027981502e-07,7.684486473588968e-06,0.916006391297835,0.00012477804819231733,4.081205786530261e-06,1.5454664188338764e-06,0.001206186173613645,0.015101388581237003,1.859395744696406e-06,1.335645658531438e-05,0.000665654325019396,0.05659653105732112,3.401398207616241e-05,1.5866460493525903e-05,1.797011717616453e-05,8.780795406148545e-11,0.0014561470725258999,7.307380888548548e-12,9.438144186129716e-06,1.1114071698657916e-05,2.6591949838094285e-06,1.3379019342397226e-08,1.0061893047670876e-10,0.002723861101947887,0.0007854925407970777,0.0025574808153053853,0.007357349535845098,1.0210272642504752e-09,1.1483894706231873e-11,0.008501891020852,0.0011989812170794098,1.6713768599555915e-06,5.449724591452324e-08,3.299870455388602e-06,0.022463011623084127,1.2755726992161096e-05,2.012654477089187e-12,1.8292885762826417e-11,0.08599540504947205,3.647394231271197e-05,3.6005173424867023e-06,0.012020905641228187,4.591906159140707e-08,2.3523664799939942e-15,1.515121226235085e-07,2.225584134998782e-06,1.5468469333188557e-06,5.5042810705218146e-05,1.9397516218349846e-09,5.103110547697689e-09,0.0008478378425405929,2.018179058175866e-07,0.0006724049465486362,2.405478493894781e-05,0.0006562954461092201,2.3048885707815166e-06,9.586164153508115e-13,2.7465606461530375e-13,9.489474191772639e-09,9.973709825682807e-08,0.0006063516442923184,2.4892491846459625e-08,3.5159596554277783e-09,0.0005126865385118106,1.7039544274695908e-09,1.6555277589452128e-08,7.292698607822137e-06,4.345304660532434e-08,3.5491275674547294e-07,4.742756179878308e-11,3.10575718755802e-08,5.287239300716814e-06,0.0005255753769348956,7.709356567195515e-10,9.172346665377263e-10,1.23380271027701e-09,6.94278473770471e-08,9.265972322934895e-11,1.4617860585604426e-07,2.099179891318274e-12,9.573222247465161e-08,2.949501491240226e-05,5.401881021572779e-10,6.034286645834463e-05,4.490148912536619e-08,8.686067642170725e-10,1.1858452366329226e-08,0.00026609317404223534,1.5840289523532586e-09
0.000617712475496932,0.7743462575286295,3.76,0.0,7.693370183154064e-06,0.1112423577489788,0.6843267165853947,0.04901073855837436,0.0001331421457660513,0.007941367492810741,0.555325715146017,1.1579848888743069e-11,0.4253072844399124,6.132682375694084e-07,7.534721028105354e-06,0.917057026129623,0.00012280489781669218,3.997614142163438e-06,1.5109666155237592e-06,0.001201273937956789,0.014826256044973429,1.8178992867375941e-06,1.3254757880569145e-05,0.0006550110946939407,0.056675480801673554,3.343133799779752e-05,1.564256539506896e-05,1.7484634408869656e-05,8.46966925574334e-11,0.0014365262552036501,7.0146140328941946e-12,9.188387597552314e-06,1.0942693960395316e-05,2.5828327379357212e-06,1.2907100941772495e-08,9.641889777427611e-11,0.0026926387213341138,0.0007672027757257121,0.0025372256219930553,0.0072908086787055616,1.0070895581735982e-09,1.1261520132641848e-11,0.008417969430461688,0.0011853682218099075,1.6524270180057253e-06,5.3221421926561105e-08,3.274162388046165e-06,0.022385445587523416,1.2659443389155537e-05,1.9786817518404906e-12,1.764989452216238e-11,0.08638029078839062,3.621708190258056e-05,3.575176689897432e-06,0.011970384700562893,4.572607700774776e-08,2.254174240278528e-15,1.4923947200901057e-07,2.190673972047824e-06,1.5343253009353246e-06,5.443648145872771e-05,1.889091229051942e-09,5.042031090951045e-09,0.0008384432133753416,1.9934592240094553e-07,0.0006694106964495812,2.3870247626447352e-05,0.0006533345040182516,2.2952800231003593e-06,9.41817659145351e-13,2.6984301351464497e-13,9.3233051093936e-09,9.924977307272252e-08,0.0006029355170098269,2.469313904980698e-08,3.487901744529548e-09,0.0005101397478845094,1.691038512914702e-09,1.6412052777956327e-08,7.225428007012031e-06,4.2530766140955895e-08,3.50937884839544e-07,4.679341612848259e-11,3.0858472123220565e-08,5.259947899579222e-06,0.0005205827449153993,7.636122388291806e-10,9.175131031753506e-10,1.2113265146347444e-09,6.877742582567631e-08,9.319491412822664e-11,1.4258080211867656e-07,2.063891912074163e-12,9.482775162304454e-08,2.92198856641373e-05,5.350979859812573e-10,5.9733102841830516e-05,4.444466130816506e-08,8.598097819464013e-10,1.174262872965494e-08,0.000264126009330954,1.5726209670140174e-09
0.0006236554976002183,0.7744410428330858,3.76,0.0,7.568310782961322e-06,0.1097743165574647,0.6855317773800355,0.04875948905088556,0.0001320817963580941,0.007856728629009704,0.5560994075602723,1.1451067848238185e-11,0.4251673058067421,6.116403583288912e-07,7.38849333089977e-06,0.9180813391133749,0.00012087629908566995,3.916473145026539e-06,1.4774519884123885e-06,0.0011962941969476198,0.01455928117129312,1.7775875128198563e-06,1.3153797171332557e-05,0.0006446329294987204,0.056753279880972465,3.285924368148387e-05,1.5422939599790184e-05,1.7015086396050693e-05,8.171528272897877e-11,0.0014175392111326483,6.735327956033167e-12,8.947086114786095e-06,1.0774930395476632e-05,2.509129544686925e-06,1.2454772476699148e-08,9.242007306561237e-11,0.0026620120875016644,0.0007494237361687588,0.0025171518651077485,0.007225165154907359,9.935677212369164e-10,1.1044539329369327e-11,0.008336286224823289,0.0011718599646388544,1.6336622542203222e-06,5.1981705499919875e-08,3.2484991954937254e-06,0.022308528812812263,1.2563200521216105e-05,1.945275807988689e-12,1.70335267748441e-11,0.0867608162358279,3.5960336939859966e-05,3.5498449173719636e-06,0.01192004417542761,4.553378073197248e-08,2.160686019905545e-15,1.470022927850926e-07,2.156354396061832e-06,1.5218350217453761e-06,5.383593690684779e-05,1.840172215464647e-09,4.982219400313633e-09,0.0008291945187332551,1.9689406350164677e-07,0.0006664489883887661,2.3688750031260014e-05,0.0006503342405129466,2.285488762504184e-06,9.253104069486635e-13,2.6511348273443196e-13,9.160032563289022e-09,9.875940236823985e-08,0.0005995882741376741,2.449153168055682e-08,3.4603485821417454e-09,0.0005076387551849943,1.6783060926980447e-09,1.6270063270469068e-08,7.15877345725874e-06,4.163233631709326e-08,3.470558102952063e-07,4.6169582913282526e-11,3.066216158385619e-08,5.2333254222924996e-06,0.0005156893830145158,7.56434434798157e-10,9.176621374835707e-10,1.1895165969613313e-09,6.813324163814511e-08,9.372417307831073e-11,1.3907875737886875e-07,2.0294799917384314e-12,9.393195722463754e-08,2.894729747725283e-05,5.300562356364526e-10,5.913005913368864e-05,4.399290078964077e-08,8.511102436562463e-10,1.1628221790596038e-08,0.00026220223622191037,1.5614486792449325e-09
0.0006295985197035046,0.7745336255516219,3.76,0.0,7.446485065009314e-06,0.10833550545234422,0.686711055567784,0.04851247962355657,0.0001310281901067125,0.007773761137132377,0.5568583691644128,1.1324100076185799e-11,0.42503007751615923,6.10018518138307e-07,7.245716013719865e-06,0.9190800916381309,0.00011899098583366086,3.837693927645214e-06,1.4448910356083305e-06,0.001191250490803852,0.014300173481267556,1.7384225516739711e-06,1.3053574407225576e-05,0.0006345119819925677,0.05682995682936309,3.229754978638923e-05,1.5207494684234502e-05,1.6560885766513604e-05,7.885770711251688e-11,0.001399158818132758,6.4688379489718324e-12,8.713910211446063e-06,1.0610694920311252e-05,2.4379810986928103e-06,1.2021130843130196e-08,8.861182026459236e-11,0.0026319687449322397,0.0007321396397875178,0.0024972598450566427,0.007160409377893052,9.804449744626437e-10,1.0832800087951569e-11,0.008256779133860234,0.001158459277676849,1.6150847597244415e-06,5.077694086825703e-08,3.2228897316580593e-06,0.022232263188562952,1.2467038097098192e-05,1.9124291321285145e-12,1.6442557536142956e-11,0.08713703166026664,3.570379348925049e-05,3.524530624252129e-06,0.011869898144698453,4.534222658911059e-08,2.0716531592949984e-15,1.448003455060412e-07,2.1226172939436817e-06,1.509380057432073e-06,5.3241218920372696e-05,1.7929251936797742e-09,4.923634113044362e-09,0.000820089447062138,1.9446288693574765e-07,0.0006635194248420446,2.351021556864812e-05,0.0006472960406237906,2.2755221680024255e-06,9.090910544305506e-13,2.604664395549334e-13,8.99961986943526e-09,9.826621262363641e-08,0.0005963088176918121,2.4287840007687622e-08,3.4332937892460174e-09,0.0005051831233611506,1.6657547231964071e-09,1.6129328312603968e-08,7.092744235498112e-06,4.075708381273203e-08,3.432635483616934e-07,4.555592230680285e-11,3.0468581383754625e-08,5.2073549388561785e-06,0.000510893364362403,7.493994182182275e-10,9.17684887902367e-10,1.1683492356663424e-09,6.74953715810162e-08,9.424756395364915e-11,1.356700299606983e-07,1.995916697280652e-12,9.304491458730734e-08,2.8677277580742805e-05,5.250632962633836e-10,5.8533751141681654e-05,4.3546218657015216e-08,8.425083549381672e-10,1.1515226619144045e-08,0.00026032084187619845,1.5505066494811524e-09
0.0006355415418067909,0.7746240696034511,3.76,0.0,7.327793414202741e-06,0.10692523516832418,0.6878651446066255,0.0482696616158557,0.00012998144151807182,0.007692419784986413,0.5576029674785877,1.1198919328155388e-11,0.42489556078254104,6.084031593044367e-07,7.106303784893883e-06,0.9200540206722305,0.00011714773544370544,3.7611913686587076e-06,1.413253313411636e-06,0.0011861463000481087,0.014048654080015528,1.7003678037881545e-06,1.2954089760478853e-05,0.0006246406631058352,0.05690553917396258,3.174610666407097e-05,1.4996143961779016e-05,1.612146849721412e-05,7.611824800774246e-11,0.0013813593237413766,6.2144967379897705e-12,8.488544513657027e-06,1.0449903569443284e-05,2.369287531794958e-06,1.160531773339574e-08,8.498410924450724e-11,0.0026024964514184444,0.0007153352296164758,0.0024775497673747973,0.007096531479710572,9.677053740822325e-10,1.0626155246107783e-11,0.00817938760858629,0.0011451687686064322,1.5966964874721344e-06,4.960601325354632e-08,3.1973424844483987e-06,0.022156649818636142,1.2370994167103162e-05,1.8801343516190846e-12,1.5875822490881503e-11,0.0875089872577953,3.5447534705609896e-05,3.4992421198078953e-06,0.011819959862926128,4.5151465253539935e-08,1.9868411654922756e-15,1.426333711550243e-07,2.0894545620987744e-06,1.4969641983410705e-06,5.265236437821553e-05,1.747283813888728e-09,4.866235820985813e-09,0.0008111257039770582,1.9205291284905897e-07,0.0006606216024455006,2.3334569428983984e-05,0.0006442212837982289,2.2653875819629288e-06,8.931559949894901e-13,2.559008506088613e-13,8.842030380043403e-09,9.777042661155697e-08,0.0005930960412578575,2.4082231676795843e-08,3.406730825440805e-09,0.000502772390351181,1.6533819481067103e-09,1.5989865046228265e-08,7.027348539045089e-06,3.990435470015885e-08,3.395582213264823e-07,4.4952294077708284e-11,3.027767318038e-08,5.182019776586584e-06,0.0005061927721527014,7.425043774416037e-10,9.175844787517896e-10,1.1478016550980306e-09,6.686388236200514e-08,9.476515084518098e-11,1.323522226293119e-07,1.963175645216524e-12,9.216668859172683e-08,2.8409849896958287e-05,5.201195536114068e-10,5.79441885888714e-05,4.310462143258119e-08,8.340042343140376e-10,1.1403637421280251e-08,0.0002584808341853427,1.5397895427956533e-09
0.0006414845639100773,0.7747124368301436,3.76,0.0,7.212139462471822e-06,0.10554283398829865,0.6889946244339582,0.04803098499173716,0.00012894165964410224,0.007612660872356409,0.5583335596826358,1.107550012313069e-11,0.42476371655372747,6.067947126617346e-07,6.970173380528888e-06,0.9210038396253774,0.00011534536704009557,3.686883913986375e-06,1.382509400287792e-06,0.001180985043601388,0.013804455156336324,1.6633878981246512e-06,1.2855343586512645e-05,0.0006150116328006054,0.05698005347706751,3.1204764470851315e-05,1.4788802449021786e-05,1.5696292931207018e-05,7.349147172785164e-11,0.001364116267081673,5.971692315544957e-12,8.270687143772667e-06,1.0292474440193064e-05,2.302953212195163e-06,1.1206517290022313e-08,8.152747916745822e-11,0.002573583178729287,0.0006989957551026883,0.002458021745529225,0.007033521340296738,9.553337630751552e-10,1.0424462481291873e-11,0.008104052783964534,0.0011319908294099698,1.5784991611897286e-06,4.8467847224307866e-08,3.1718655829045477e-06,0.022081689077987098,1.2275105162959216e-05,1.8483842165592506e-12,1.5332214821638508e-11,0.0878767331311315,3.519164086513107e-05,3.473987426350293e-06,0.011770241794405523,4.496154437918979e-08,1.906028854854753e-15,1.4050109257045428e-07,2.056858109904879e-06,1.4845910671413944e-06,5.206940530637111e-05,1.703184622059207e-09,4.8099869570871905e-09,0.0008023010133916135,1.8966462430147897e-07,0.0006577551129859635,2.3161738551414345e-05,0.0006411113425518843,2.255092286140397e-06,8.77501617972009e-13,2.5141568135640775e-13,8.687227462393736e-09,9.727226323831088e-08,0.0005899488323945948,2.3874871388978727e-08,3.3806530109526224e-09,0.0005004060716366754,1.641185301866005e-09,1.5851688618524467e-08,6.9625935434227525e-06,3.907351389810261e-08,3.359370541851291e-07,4.4358557758531365e-11,3.008937921375322e-08,5.157303523570941e-06,0.0005015857022524301,7.357465194093559e-10,9.173640360712505e-10,1.127851984683955e-09,6.623883118750583e-08,9.527699801453521e-11,1.2912298319773974e-07,1.9312314546074336e-12,9.129733418611684e-08,2.8145035194331643e-05,5.152253368372442e-10,5.736137543953824e-05,4.266811131966367e-08,8.255979179259514e-10,1.1293447595568535e-08,0.00025668124161313676,1.5292921286518383e-09
0.0006474275860133636,0.7747987870691034,3.76,0.0,7.099429984475861e-06,0.10418764726831659,0.6901000617372698,0.04779639850960509,0.00012790894805512253,0.0075344421685443995,0.5590504929369663,1.0953817680559433e-11,0.4246345055679087,6.051935968719876e-07,6.837243518157529e-06,0.9219302391760628,0.0001135827397705163,3.6146934076402457e-06,1.3526308625358772e-06,0.001175770076426455,0.013567319505344814,1.6274486508726747e-06,1.2757336382385402e-05,0.0006056177911100327,0.057053525376555635,3.067337327934579e-05,1.4585386852866493e-05,1.5284838832021135e-05,7.097221370948529e-11,0.0013474064056552978,5.739845900947345e-12,8.060049096842566e-06,1.0138327650908433e-05,2.2388865522072594e-06,1.0823953888424583e-08,7.823300417204464e-11,0.0025452171128744305,0.0006831069538953673,0.0024386758039801728,0.006971368615422727,9.43315725827761e-10,1.022758411392075e-11,0.008030717441444126,0.0011189276449574787,1.5604942841691683e-06,4.736140513102889e-08,3.146466803251652e-06,0.022007380666127896,1.2179405932687422e-05,1.8171715836935607e-12,1.48106822044979e-11,0.08824031926848021,3.493618939565023e-05,3.4487742822287806e-06,0.01172075564608306,4.477250872530228e-08,1.8290075508696203e-15,1.3840321578502615e-07,2.0248198631655867e-06,1.4722641219731155e-06,5.149236901415425e-05,1.6605669249539408e-09,4.754851689596494e-09,0.0007936131185814842,1.8729846994531963e-07,0.0006549195443238164,2.2991651599177376e-05,0.0006379675812000965,2.2446436198793032e-06,8.621243001463365e-13,2.4700989364815375e-13,8.535174412411388e-09,9.677193737072506e-08,0.000586866074855533,2.3665921617009116e-08,3.355053547066877e-09,0.0004980836626385646,1.6291623128723774e-09,1.571481228379726e-08,6.89848545611411e-06,3.8263944640016315e-08,3.323973705247504e-07,4.37745727872325e-11,2.990364235580592e-08,5.1331900316394355e-06,0.0004970702655520962,7.291230730987376e-10,9.170266829689742e-10,1.1084792199500814e-09,6.562026627737963e-08,9.578316984863599e-11,1.259800050057137e-07,1.900059702511408e-12,9.043689686506968e-08,2.7882851235464042e-05,5.103809212148021e-10,5.678531021322813e-05,4.223668643962257e-08,8.172893640528885e-10,1.1184649787101784e-08,0.0002549211130190228,1.519009280547719e-09
0.0006533706081166499,0.7748831782240904,3.76,0.0,6.989574796308594e-06,0.10285903697810003,0.6911820102207408,0.04756584988110105,0.0001268834048207689,0.00745772285289587,0.5597541046917798,1.0833847862477878e-11,0.42450788840697407,6.036002178116924e-07,6.707434851509618e-06,0.9228338880658964,0.00011185875117064892,3.5445449314841693e-06,1.3235902208940695e-06,0.0011705046875379985,0.01333700007309564,1.5925170253274668e-06,1.2660068748665957e-05,0.0005964522695286038,0.057125979624503005,3.0151783192712987e-05,1.4385815546581243e-05,1.4886606492009122e-05,6.85555644438764e-11,0.0013312076467418802,5.51841002339936e-12,7.856353647905486e-06,9.987385294565586e-06,2.17699982695788e-06,1.0456890037906594e-08,7.509226117066441e-11,0.0025173866539797423,0.0006676550343552852,0.002419511881358597,0.00691006276333582,9.316375457189225e-10,1.003538692031553e-11,0.007959325971324085,0.0011059812014234025,1.5426831481547319e-06,4.6285685612742076e-08,3.121153575401142e-06,0.021933723657385377,1.2083929776485842e-05,1.7864894023412334e-12,1.4310223970353744e-11,0.08859979552243154,3.468125490388912e-05,3.4236101445500277e-06,0.011671512399330237,4.458440027786122e-08,1.7555803312920322e-15,1.3633943132523994e-07,1.993331767581875e-06,1.4599866597611698e-06,5.0921278239988e-05,1.6193726617017312e-09,4.700795822887153e-09,0.0007850597831866293,1.8495486426375758e-07,0.000652114481250866,2.2824238936307575e-05,0.0006347913546651507,2.234048927495567e-06,8.470204120911071e-13,2.4268244758469e-13,8.385834516380596e-09,9.626965967498565e-08,0.0005838466506624371,2.3455542111849812e-08,3.329925535251506e-09,0.0004958046409677283,1.6173105065100868e-09,1.5579247502327628e-08,6.835029567755365e-06,3.747504795701143e-08,3.289365886453053e-07,4.320019864141798e-11,2.9720406157592334e-08,5.109663419213193e-06,0.00049264459007591,7.226312926186104e-10,9.16575535344099e-10,1.089663185335527e-09,6.500822736296876e-08,9.628373081526867e-11,1.2292102727904305e-07,1.869636881618517e-12,8.958541313387577e-08,2.7623312920892634e-05,5.055865307639039e-10,5.621598628700392e-05,4.181034106000262e-08,8.090784574582053e-10,1.1077235939007766e-08,0.00025319951747133516,1.5089359755901689e-09
0.0006593136302199363,0.774965666333789,3.76,0.0,6.882486657141392e-06,0.10155638125490847,0.6922410108678113,0.04733928591909697,0.00012586512255553583,0.007382463458055114,0.560444722985185,1.0715567124122057e-11,0.4243838255479422,6.02014968158308e-07,6.580669924919151e-06,0.9237154338625743,0.00011017233560980557,3.4763666534358064e-06,1.2953609173154807e-06,0.0011651920995160566,0.013113259522090241,1.5585610919712618e-06,1.2563541364468705e-05,0.0005875084227529772,0.05719744012412104,2.963984445188215e-05,1.4190008512986365e-05,1.450111588786051e-05,6.623685618495238e-11,0.0013154989830371194,5.306866723695794e-12,7.65933578839484e-06,9.839571373240539e-06,2.117209002488534e-06,1.0104624397601758e-08,7.209729972550824e-11,0.002490080415905251,0.0006526266587520665,0.0024005298330239747,0.006849593070089123,9.202861654033581e-10,9.847741956178852e-12,0.00788982433502927,0.0010931532945488685,1.5250668422742009e-06,4.5239722177168215e-08,3.095932992100218e-06,0.02186071654811949,1.1988708492422976e-05,1.7563307022531607e-12,1.3829888425264433e-11,0.08895521159041239,3.442690921254086e-05,3.3985021929347462e-06,0.011622522340608994,4.439725836678752e-08,1.6855613238833416e-15,1.3430941550056803e-07,1.9623857923701265e-06,1.4477618206966697e-06,5.035615130439824e-05,1.579546281949433e-09,4.647786703278775e-09,0.0007766387921446031,1.8263418451922826e-07,0.0006493395062853268,2.2659432600592726e-05,0.0006315840073624235,2.2233152771498607e-06,8.321863340764402e-13,2.384323060444407e-13,8.23917120372668e-09,9.576563653501791e-08,0.0005808894419910276,2.3243887812252285e-08,3.305261995051265e-09,0.0004935684685259995,1.6056274079942795e-09,1.5445004041066224e-08,6.772230305297509e-06,3.670624217705364e-08,3.255522178388833e-07,4.263529496619654e-11,2.9539614887267013e-08,5.086708073444484e-06,0.0004883068228667047,7.162684599744012e-10,9.160136991718195e-10,1.0713844987124184e-09,6.440274620387424e-08,9.677874542134044e-11,1.1994383537625435e-07,1.8399403597222154e-12,8.874291096045175e-08,2.7366432428947236e-05,5.008423408082656e-10,5.565339218811346e-05,4.1389065815173886e-08,8.00965013600888e-10,1.0971197341984835e-08,0.0002515155440396697,1.4990672938772983e-09
