Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105)
6.432513935727919e-07,0.62427598105525,3.76,0.0,0.6481754038104899,0.9999908051039545,5.012589249110568e-06,4.3092748905022754e-05,1.1411803408454482e-06,0.009999589417545314,0.01000016906666952,8.92057534720052e-12,3.906824301922914e-05,5.931184598088313e-08,1.9754846676929376e-07,4.784272976946768e-07,5.394865529613393e-06,8.28256609765416e-09,7.610015163704361e-07,1.0369508188208535e-05,5.2318876405437524e-05,4.3258662214996767e-07,3.385307965582536e-08,6.416217764013644e-08,1.0791093786418054e-07,2.1435103914183998e-07,6.111077737627588e-11,1.1780333581992039e-10,4.692750183480181e-10,1.900081748200937e-10,5.199269782161775e-16,3.466559797980205e-09,1.0116324112087821e-10,6.801992100026737e-11,1.3475230876534299e-14,2.7806855428366168e-14,9.907078930876604e-06,1.8953909378375385e-07,7.938555889601593e-06,3.833844945068091e-09,1.204589022964373e-16,1.8254610638310912e-13,4.632990521819508e-07,2.553042339266167e-11,2.6109577361805717e-14,1.539901813488571e-10,2.3070399983776745e-12,7.106891292083105e-11,1.4687988573307578e-13,4.453090967594493e-18,4.758114885294857e-16,1.3883299528067098e-07,5.534772226936422e-12,7.670943708536034e-13,9.064646923711371e-13,2.1260719061292443e-18,6.5647046959134e-19,5.765592636998931e-19,2.2307464190056162e-08,3.6872122312836425e-12,1.1163708711171004e-13,2.5314244599084834e-14,2.9168455264604297e-15,3.497262144969051e-09,2.054867475718828e-09,2.398976157001727e-11,4.060808273887497e-05,2.879629363538951e-08,2.0609265716109848e-09,9.39075003278384e-15,2.6979552783779953e-15,9.946104022297065e-11,1.1836529014244983e-09,2.3400686710562588e-14,2.862958725135382e-13,9.907990495149538e-20,3.812243528563873e-15,2.9025262522461553e-14,3.2365707597220536e-17,1.0877995844822222e-15,1.4486432407134183e-09,6.213445522124459e-13,3.0168189376192247e-15,1.2193219780131538e-13,2.1701158647993788e-13,6.207893439027755e-14,9.067721545948754e-20,6.071181703872709e-17,1.3108716309856853e-11,9.253523686780714e-19,3.161922919368074e-18,3.088022023525555e-14,5.208942788189402e-15,1.619019455504314e-17,1.929988532241508e-15,7.909250492669292e-20,2.4828992316407703e-15,5.5793632661661554e-18,2.4966463291178583e-19,3.358575842671385e-17,7.057441724570563e-13,1.2346933630076191e-15
6.55978098712516e-07,0.6242989741096866,3.76,0.0,0.647975416102376,0.9999904696193933,5.297811195386851e-06,4.397899559878783e-05,1.1860748462989941e-06,0.010195858434090228,0.010196464409642227,9.095757119129202e-12,4.115286969515564e-05,6.056656977886622e-08,2.0310153443501017e-07,5.026837097857934e-07,5.537316779792422e-06,8.650460447722489e-09,7.882999708359307e-07,1.0758413131383373e-05,5.496363008353671e-05,4.476195854770347e-07,3.590597049498411e-08,6.762729185958506e-08,1.1376287213259149e-07,2.2257265050571132e-07,6.63424551595117e-11,1.293464459233246e-10,4.861589000334221e-10,2.037179757500025e-10,5.709567468740641e-16,3.642806585030426e-09,1.0824106135669803e-10,7.350170676465654e-11,1.491599388813667e-14,3.0053885826690026e-14,1.0091618028275792e-05,1.9691845496263666e-07,8.053698385038779e-06,4.065007343577831e-09,1.29176576214436e-16,1.9237656444530493e-13,4.785447679904674e-07,2.704930231127432e-11,2.867093326739826e-14,1.5648788339196886e-10,2.419115640816031e-12,7.575169215554072e-11,1.5393478935225794e-13,4.85747415022205e-18,5.192652782445661e-16,1.4185847320354503e-07,5.8536747580196085e-12,8.079622911207912e-13,9.855173211249863e-13,2.32514333080392e-18,7.094271142089108e-19,6.584861875481813e-19,2.3103841764955126e-08,3.857002556029793e-12,1.2086146125680912e-13,2.6988516676817302e-14,3.0686196459255983e-15,3.6467797224700946e-09,2.0546241963257007e-09,2.5501761835379463e-11,4.140335617308429e-05,3.0922013430219275e-08,2.0657221962473993e-09,9.410474677889975e-15,2.7039688721713935e-15,9.986078947723015e-11,1.1983971174897878e-09,2.5509645431954232e-14,2.9794121902957926e-13,1.0797651210576875e-19,4.178420170586302e-15,3.01807674678401e-14,3.46233717617173e-17,1.1828029708685689e-15,1.4705056773640948e-09,6.778743751913846e-13,3.1364779541161346e-15,1.3108924537800155e-13,2.3752415298761204e-13,6.794117241658953e-14,9.924676785857078e-20,6.181044660808685e-17,1.3321282924939035e-11,9.930692614653833e-19,3.2984738550534764e-18,3.2781295000606003e-14,5.462587058342115e-15,1.7542820663413867e-17,2.1105136831073296e-15,8.581659792529914e-20,2.7243191738040275e-15,6.0591231167326646e-18,2.704474116043797e-19,3.610747634999774e-17,7.733800901253155e-13,1.3271293454678634e-15
6.814315089919642e-07,0.624344971432506,3.76,0.0,0.6475753375528842,0.9999897723134757,5.9017522245560436e-06,4.575444340890347e-05,1.2792848552321844e-06,0.010588212747553383,0.010588873762723569,9.445959883619023e-12,4.555431218651183e-05,6.30750904038575e-08,2.143287928939345e-07,5.532232573584417e-07,5.828204793786365e-06,9.416278488906692e-09,8.448619337040458e-07,1.156527858800118e-05,6.0535462403638365e-05,4.787725151393818e-07,4.0286552689651167e-08,7.500583285626561e-08,1.2616208570938412e-07,2.3964260369959084e-07,7.797213404270303e-11,1.5535250280238848e-10,5.211414572798472e-10,2.3348559419337225e-10,6.859390425104455e-16,4.014118881851041e-09,1.2370626781642641e-10,8.557244295433866e-11,1.8194797768925804e-14,3.5002258794571923e-14,1.0459413024543787e-05,2.1207735297657118e-07,8.280111610575407e-06,4.554782252573596e-09,1.4811219551574832e-16,2.1328299287792125e-13,5.09708567192793e-07,3.0262592910682096e-11,3.4436578283999916e-14,1.6143383045143277e-10,2.654188866304495e-12,8.578443585905084e-11,1.6867506968972516e-13,5.7598110485132085e-18,6.162772848636916e-16,1.4794699383625207e-07,6.5255704433624494e-12,8.936385448175121e-13,1.161196351224698e-12,2.7699882501508876e-18,8.260370914992077e-19,8.540287282896039e-19,2.478328373725298e-08,4.2109880922436e-12,1.412129923615161e-13,3.057901777338283e-14,3.390194653024081e-15,3.961779579474526e-09,2.054174241377437e-09,2.872088713458777e-11,4.299275421454015e-05,3.5537151766757525e-08,2.076000083140981e-09,9.452887005045715e-15,2.716878601305804e-15,1.0069517343173266e-10,1.229059188861583e-09,3.0178102161221477e-14,3.223244711051064e-13,1.2768734642765993e-19,4.9976224561891586e-15,3.255887747207402e-14,3.949259657530959e-17,1.392461421330762e-15,1.5134872673513498e-09,8.032894626146661e-13,3.382678190784363e-15,1.510160006741656e-13,2.8324956204596446e-13,8.100915820299315e-14,1.1835127591608307e-19,6.41482015661531e-17,1.3769420851718556e-11,1.1399764314053396e-18,3.581125328521069e-18,3.6810878515704806e-14,5.997050162425336e-15,2.0520517365640432e-17,2.5124262644453704e-15,1.0064558480223896e-19,3.2646631617696248e-15,7.11848832203533e-18,3.161594176772537e-19,4.159262565592412e-17,9.244430330855566e-13,1.528249368571379e-15
7.043395782434676e-07,0.6243863832001365,3.76,0.0,0.6472151368949777,0.999989113615923,6.4850112242293695e-06,4.735563216384963e-05,1.3671952970222319e-06,0.010941122052498708,0.010941835421637265,9.760959379763395e-12,4.9790600594265675e-05,6.533170423725733e-08,2.2457746314097452e-07,6.010471282687702e-07,6.097056371011921e-06,1.014061380071272e-08,8.980761836105601e-07,1.2325603982409227e-05,6.588428529193826e-05,5.080871245623053e-07,4.455804494336759e-08,8.218797184082526e-08,1.3815416567598692e-07,2.5574251976406656e-07,8.990419958529418e-11,1.8246528988783074e-10,5.540527155284549e-10,2.631456633356042e-10,8.058321981234433e-16,4.3705941714691316e-09,1.3925782547376588e-10,9.781820832358797e-11,2.1653634035577854e-14,4.002289467402311e-14,1.0788970803046236e-05,2.2617444040938434e-07,8.479557940233753e-06,5.027825283541933e-09,1.6698854762908638e-16,2.335875704159809e-13,5.385191051390501e-07,3.336031832144919e-11,4.0441299493769266e-14,1.6583105336620342e-10,2.878618685409254e-12,9.561172786849522e-11,1.8267969476994342e-13,6.689485162551991e-18,7.162885985438539e-16,1.5347147073903653e-07,7.169932865507738e-12,9.753156826580002e-13,1.3414086752503767e-12,3.2292133280010365e-18,9.443381746709404e-19,1.0726837262298813e-18,2.639825252412192e-08,4.54640736882927e-12,1.6191045883053956e-13,3.4100197374984587e-14,3.701724594187398e-15,4.264500779569215e-09,2.053812742791001e-09,3.1849114912889614e-11,4.4421873418627605e-05,4.013280259425798e-08,2.0860711622327704e-09,9.494602246997411e-15,2.7295526218127435e-15,1.0148780474597377e-10,1.2580362661647809e-09,3.493689453821271e-14,3.455792857867511e-13,1.4780410373046414e-19,5.843756323565868e-15,3.4775657553236695e-14,4.430303009837765e-17,1.6053747622289912e-15,1.5513402592922528e-09,9.315566258766075e-13,3.6120964068159084e-15,1.7092167860304683e-13,3.302633767322894e-13,9.444550523403778e-14,1.3799603420185525e-19,6.642112377224897e-17,1.4199974795269689e-11,1.2861890861446465e-18,3.846543946165371e-18,4.0704343058685894e-14,6.510233938602639e-15,2.3536950366528008e-17,2.925045600262204e-15,1.1569919673410413e-19,3.822953110162727e-15,8.195471699730748e-18,3.6240960466028714e-19,4.706876368626907e-17,1.0801262834230326e-12,1.729121648752942e-15
7.272476474949711e-07,0.6244278099864551,3.76,0.0,0.6468547989919954,0.9999884241805262,7.107631352334712e-06,4.895984458336785e-05,1.459054485741383e-06,0.011293832648034154,0.011294601154077337,1.007578587932476e-11,5.429913919971975e-05,6.758732149662522e-08,2.3496992533213177e-07,6.511183544785966e-07,6.372850353824878e-06,1.0899194356868898e-08,9.535554814691833e-07,1.3119448338589999e-05,7.156374253749921e-05,5.386546811125039e-07,4.9159236918922387e-08,8.991843836676672e-08,1.509817952299394e-07,2.725663268404031e-07,1.033881990502264e-10,2.135508895704112e-10,5.883639187687246e-10,2.957506666389732e-10,9.43310567218728e-16,4.74915506364667e-09,1.565252819864483e-10,1.1151860164134578e-10,2.5660759630080513e-14,4.564035605177743e-14,1.1117153230852474e-05,2.4069938980145705e-07,8.675002284290476e-06,5.532468940459827e-09,1.877488155810397e-16,2.553818159327399e-13,5.68048894975394e-07,3.6659213626144456e-11,4.7319476729670753e-14,1.7017948918610867e-10,3.1157059175294043e-12,1.0623728652185775e-10,1.9740634450427303e-13,7.743663246877664e-18,8.297543832144107e-16,1.5904069981890412e-07,7.85271773241475e-12,1.0614030462657e-12,1.5450709925709915e-12,3.751046077342694e-18,1.0766910083770077e-18,1.3401984576436492e-18,2.8116586160957707e-08,4.898241900179163e-12,1.8512173108539594e-13,3.791171516827288e-14,4.0361123634848305e-15,4.586613954851238e-09,2.053494403043336e-09,3.5205834620337024e-11,4.5849690082226525e-05,4.517898880550246e-08,2.096963989751647e-09,9.539866438224362e-15,2.7432829418650866e-15,1.023221421593943e-10,1.2883714904320385e-09,4.027484892277275e-14,3.70150814075051e-13,1.7039862597039983e-19,6.8047721327501166e-15,3.7064886966790634e-14,4.954779026545387e-17,1.8433634513504607e-15,1.5884248898350627e-09,1.075980775680789e-12,3.848932008757556e-15,1.9285157503745454e-13,3.834266135320787e-13,1.096392497514767e-13,1.6021195486014616e-19,6.886430898460929e-17,1.465747047877532e-11,1.4467408327986762e-18,4.122585076671833e-18,4.485893633157441e-14,7.055245996043208e-15,2.6902809702268323e-17,3.3910072243596678e-15,1.3252815894772515e-19,4.457083239407238e-15,9.400997221254762e-18,4.1394994753132475e-19,5.309817479760946e-17,1.2565481077886479e-12,1.9503881687699214e-15
7.501557167464745e-07,0.6244692533763753,3.76,0.0,0.6464943097499823,0.9999877027539117,7.77134926592193e-06,5.056699668698122e-05,1.5550016568768904e-06,0.011646344364562173,0.01164717090533549,1.0390439776954184e-11,5.909163918546325e-05,6.984194518111238e-08,2.4551372070103197e-07,7.034695675210917e-07,6.655847895279342e-06,1.1693019427892787e-08,1.0113779483956995e-06,1.394798289011424e-05,7.758785973035296e-05,5.705184067278385e-07,5.410831541383486e-08,9.823336558668349e-08,1.6469246645737947e-07,2.9013979596836436e-07,1.1859796276189805e-10,2.491028565669444e-10,6.241231909820046e-10,3.31535446378561e-10,1.1005598704941838e-15,5.150772058543988e-09,1.7568825262225136e-10,1.2682868775584532e-10,3.0288305421634755e-14,5.191823362856231e-14,1.1443965728742482e-05,2.55649994824342e-07,8.866535463514873e-06,6.0697271655393875e-09,2.105445173465982e-16,2.787455929864409e-13,5.98294403323286e-07,4.0165277071125955e-11,5.517932100034943e-14,1.7448154961492212e-10,3.3659201446316107e-12,1.177034625126919e-10,2.1287764628290807e-13,8.936251756570241e-18,9.581824793084633e-16,1.646570240526521e-07,8.574723271179362e-12,1.151977395692533e-12,1.7748746527604925e-12,4.342824851494183e-18,1.224592504815315e-18,1.666219635117483e-18,2.994366139500806e-08,5.266960470635586e-12,2.1112397438501117e-13,4.202941940376256e-14,4.39541316336359e-15,4.929318971998162e-09,2.0532212161788687e-09,3.880051742680521e-11,4.727616972638365e-05,5.070801180878905e-08,2.1087229345207825e-09,9.588872589327953e-15,2.758126633922053e-15,1.032004275471717e-10,1.3201147458695542e-09,4.624503928741107e-14,3.961174824860011e-13,1.957058098574923e-19,7.893023659950196e-15,3.942656859525866e-14,5.52562163854646e-17,2.1086170399573566e-15,1.6247585447878612e-09,1.2382303116704288e-12,4.093177682162235e-15,2.1696701489449368e-13,4.433624573595843e-13,1.267681688607983e-13,1.8525928576767003e-19,7.148818911588061e-17,1.5143051096548504e-11,1.622749677136442e-18,4.409424675387167e-18,4.9282668172038066e-14,7.633438407692387e-15,3.0649912113934776e-17,3.915658597052669e-15,1.5129630252459365e-19,5.175055861465302e-15,1.0746986229762697e-17,4.712448813208724e-19,5.972429216743689e-17,1.4558506444387087e-12,2.193674181381326e-15
7.730637859979779e-07,0.6245107150086626,3.76,0.0,0.6461336545940372,0.9999869480376822,8.477961849047394e-06,5.2177006366475833e-05,1.6551813216939944e-06,0.011998657019548054,0.011999544613835124,1.0704921514395617e-11,6.418021260863251e-05,7.209557875156731e-08,2.5621691333468376e-07,7.581351089190858e-07,6.946319538997638e-06,1.2523130151807749e-08,1.071624571423434e-06,1.481242255027041e-05,8.397114566849928e-05,6.037231158958e-07,5.942426656180341e-08,1.071709423233129e-07,1.7933627780892992e-07,3.0848967615042677e-07,1.3572424103060386e-10,2.896674385129445e-10,6.613804188595409e-10,3.7075185347607056e-10,1.2799991933152511e-15,5.5764569895012895e-09,1.9694403429466206e-10,1.4391955747952557e-10,3.561632461013431e-14,5.892669093883215e-14,1.17694136967076e-05,2.710240789582798e-07,9.054246720064092e-06,6.640613299893369e-09,2.355382782121406e-16,3.0376228369629095e-13,6.292521336228218e-07,4.3884495756620095e-11,6.414093563756443e-14,1.787396557589501e-10,3.629746930235547e-12,1.3005404746000752e-10,2.2911716355053555e-13,1.0282483446156732e-17,1.1032248233747396e-15,1.7032291201623077e-07,9.336724194345742e-12,1.2471131278584322e-12,2.033799998088332e-12,5.012686836022111e-18,1.3896942230596358e-18,2.06211432061072e-18,3.188508646224185e-08,5.653048663366203e-12,2.4022497940410815e-13,4.646971935138375e-14,4.7819093391770175e-15,5.293876424646911e-09,2.0529952573162177e-09,4.264281626297001e-11,4.87012761350357e-05,5.67538618815054e-08,2.1213943636180254e-09,9.641822376831077e-15,2.7741433340881714e-15,1.0412500976934296e-10,1.3533179659155504e-09,5.290425813120387e-14,4.2356336225161705e-13,2.239783792794157e-19,9.121924975706606e-15,4.1860714624177844e-14,6.145932706766396e-17,2.403464653303008e-15,1.6603583008819492e-09,1.4201359917388256e-12,4.3448266111171926e-15,2.4344018785339204e-13,5.107435288049495e-13,1.4602400911702553e-13,2.1341873385543902e-19,7.430380183314939e-17,1.5657899224050748e-11,1.815414413782436e-18,4.707250269935575e-18,5.398352709465134e-14,8.246209828281393e-15,3.481244504230093e-17,4.504771696637934e-15,1.7217969277850878e-19,5.985525204055524e-15,1.2246231131730795e-17,5.347906157562572e-19,6.699341240805817e-17,1.6803475013258925e-12,2.460714444830976e-15
7.959718552494813e-07,0.624552196578473,3.76,0.0,0.6457728184507484,0.9999861586866968,9.229328467219699e-06,5.378979334841068e-05,1.7597434551610553e-06,0.012350770417019163,0.012351722210898542,1.1019231585633762e-11,6.957738711048035e-05,7.434822615987601e-08,2.670880757098644e-07,8.151511444500843e-07,7.2445455947132744e-06,1.3390611289449441e-08,1.1343793016951545e-06,1.5714027431323007e-05,9.072860998602231e-05,6.38315270669779e-07,6.512691122682321e-08,1.1677150149175027e-07,1.9496604850096159e-07,3.276437293730252e-07,1.5497615585476895e-10,3.3584845050359263e-10,7.00187311990448e-10,4.136700511679178e-10,1.484302563092153e-15,6.027265325448474e-09,2.2050913244539024e-10,1.6297985011821563e-10,4.173353649898069e-14,6.674308917114184e-14,1.2093502515700092e-05,2.8681949693591497e-07,9.238223771312988e-06,7.246140096161742e-09,2.6290469238067496e-16,3.305189444483454e-13,6.609186269517283e-07,4.7822848961755226e-11,7.433751941461363e-14,1.8295624041079977e-10,3.907688391315279e-12,1.4333432250450258e-10,2.461494400035526e-13,1.1799030251841406e-17,1.2666897312141417e-15,1.7604096384106256e-07,1.0139472105339708e-11,1.3468823137506932e-12,2.325145266690491e-12,5.769650314524638e-18,1.5738170563785833e-18,2.5412531896366646e-18,3.394671109097253e-08,6.057009455441922e-12,2.727664185558618e-13,5.124960585639391e-14,5.198130634323196e-15,5.6816102216662655e-09,2.052818686368917e-09,4.674257283578839e-11,5.012497128043063e-05,6.335229055175798e-08,2.1350267332760773e-09,9.698926537497984e-15,2.7913953585585504e-15,1.0509834823027259e-10,1.3880352110106837e-09,6.031323810583784e-14,4.5257861794539715e-13,2.554881336805438e-19,1.0506026259782945e-14,4.4367347025835834e-14,6.818990919590407e-17,2.730382241918855e-15,1.6952409359710808e-09,1.6237073029849002e-12,4.603872503394123e-15,2.724547966424809e-13,5.862951472668853e-13,1.6761338713471862e-13,2.449927845125534e-19,7.73228296922166e-17,1.620323825475563e-11,2.0260208148610027e-18,5.0162616643238784e-18,5.896948447598643e-14,8.895007195868794e-15,3.9427126210578143e-17,5.16457237832743e-15,1.9536744976568946e-19,6.897840542132382e-15,1.39124498380427e-17,6.051170091180407e-19,7.495486421867997e-17,1.9325348655157333e-12,2.75335975492393e-15
8.188799245009848e-07,0.6245936998389949,3.76,0.0,0.6454117857300286,0.9999853333072898,1.002737330188506e-05,5.540527915771634e-05,1.8688436905154542e-06,0.012702684347043658,0.012703703620505519,1.1333370542590525e-11,7.529612113170146e-05,7.659989188908185e-08,2.781362810016827e-07,8.745557763574635e-07,7.550816522046311e-06,1.4296593062188396e-08,1.1997291559423383e-06,1.6654104416111337e-05,9.78757813888871e-05,6.743430375715068e-07,7.123694182287797e-08,1.2707761246727133e-07,2.116374380513384e-07,3.476307668953989e-07,1.7658276900292847e-10,3.8831255619479863e-10,7.405974650543906e-10,4.6057992356709664e-10,1.7164223238462562e-15,6.5042986193326195e-09,2.4662091044996014e-10,1.8421740166301794e-10,4.8738133701068144e-14,7.545266349033306e-14,1.2416237549573776e-05,3.030341363042074e-07,9.418552863444338e-06,7.887319730564913e-09,2.9283125493662547e-16,3.5910646804371085e-13,6.932904628846752e-07,5.1986311685778284e-11,8.591668392156075e-14,1.8713375039921596e-10,4.200263789222177e-12,1.5759110871527648e-10,2.640000461573137e-13,1.3504126467732092e-17,1.4505552322732756e-15,1.8181391737919085e-07,1.0983695886002886e-11,1.4513547337613783e-12,2.652558145176587e-12,6.62370462381309e-18,1.778967129773827e-18,3.1193379552354647e-18,3.613463687119669e-08,6.479363832945351e-12,3.0912741933112244e-13,5.6386672984703684e-14,5.646876406289852e-15,6.093910284972769e-09,2.0526937519177337e-09,5.1109824917854174e-11,5.1547215245432744e-05,7.054088601894531e-08,2.1496706838550056e-09,9.760405279405564e-15,2.8099478251555884e-15,1.0612301684891844e-10,1.4243227493381198e-09,6.853688585564345e-14,4.832599934665656e-13,2.905272911466996e-19,1.2061094492236618e-14,4.694649806529582e-14,7.54826106992231e-17,3.0920002435519047e-15,1.7294229391711632e-09,1.8511503096474677e-12,4.870309616714153e-15,3.042067383804015e-13,6.707987850463762e-13,1.9175874149357424e-13,2.8030709615045632e-19,8.0557642458021e-17,1.6780333886548755e-11,2.255948338787819e-18,5.336671679617663e-18,6.424849900967854e-14,9.581327492252754e-15,4.4533374244719445e-17,5.901771743953982e-15,2.210626266452558e-19,7.922092042161636e-15,1.5760343657706324e-17,6.827895607504727e-19,8.366118569077426e-17,2.2151032420624495e-12,3.0735838176922303e-15
8.417879937524882e-07,0.6246352266038082,3.76,0.0,0.645050540306333,0.9999844704554345,1.0874087765821616e-05,5.702338708234747e-05,1.9826435206090584e-06,0.013054398585188406,0.013055488759043237,1.1647339001246902e-11,8.134981963824432e-05,7.885058100343571e-08,2.893711010608231e-07,9.36389154701329e-07,7.865433323403279e-06,1.5242253073820063e-08,1.2677643213559197e-06,1.7634008782582474e-05,0.00010542872650386185,7.11856346422921e-07,7.777596062070628e-08,1.381341774693988e-07,2.2940907104237698e-07,3.6848068683105005e-07,2.007947761499243e-10,4.477949795099357e-10,7.82666422048646e-10,5.117925954935266e-10,1.9796144163406543e-15,7.008707109440753e-09,2.7553937081260005e-10,2.0786102588656795e-10,5.673865688078077e-14,8.514925385699197e-14,1.2737624147228059e-05,3.1966591911157766e-07,9.595318824866983e-06,8.565163814329764e-09,3.255193674166124e-16,3.8961975151445225e-13,7.263642603939896e-07,5.6380858415291734e-11,9.904189672149692e-14,1.9127464900538496e-10,4.508010139899068e-12,1.7287281932410953e-10,2.826956284171494e-13,1.5417699909767228e-17,1.6569833977577518e-15,1.8764465459325483e-07,1.1870102066731033e-11,1.5605979112106605e-12,3.0200701457485644e-12,7.585908284984105e-18,2.0073529790889923e-18,3.81477908644261e-18,3.8455228013221604e-08,6.9206514260983e-12,3.4972848096778924e-13,6.189914064864928e-14,6.131239538886026e-15,6.532235358566803e-09,2.0526227952486427e-09,5.5754813914746477e-11,5.296796614266109e-05,7.835915166189058e-08,2.1653791388295644e-09,9.826488711470669e-15,2.829868780239854e-15,1.0720170840446953e-10,1.462239140467405e-09,7.764452837678432e-14,5.157113388206804e-13,3.294099199703311e-19,1.38041992002232e-14,4.959821082403962e-14,8.337403678558729e-17,3.4911116749152753e-15,1.762920520953122e-09,2.1048870544897553e-12,5.144132785793149e-15,3.389048135839623e-13,7.650957179785478e-13,2.1869933743765239e-13,3.197119721522674e-19,8.402134214306286e-17,1.7390495658106158e-11,2.5066773985617815e-18,5.66870693322643e-18,6.98285214432623e-14,1.0306719562768946e-14,5.0173490369221623e-17,6.723599630983236e-15,2.4948314265661195e-19,9.069159452931539e-15,1.7805658663935816e-17,7.684115039897819e-19,9.316831004652395e-17,2.530949840800572e-12,3.423490374077689e-15
8.646960630039916e-07,0.6246767787489609,3.76,0.0,0.64468906549924,0.9999835686348411,1.177153300377752e-05,5.864404213900302e-05,2.101310506409291e-06,0.013405912891954901,0.013407077535047062,1.1961137648344032e-11,8.775235038422257e-05,8.110029920647976e-08,3.0080260938672807e-07,1.000693588807623e-06,8.188707947153156e-06,1.6228818321532457e-08,1.3385782640189256e-06,1.8655145884316576e-05,0.00011340406937251405,7.509069512202083e-07,8.476651960398551e-08,1.4998853219503305e-07,2.483426674164109e-07,3.9022451308929773e-07,2.2788633661112753e-10,5.151056868444004e-10,8.264517427000798e-10,5.676420736197114e-10,2.277465737298897e-15,7.541692486410177e-09,3.075490790438485e-10,2.341624407296708e-10,6.5854943164089e-14,9.593609537767083e-14,1.3057667644976231e-05,3.3671280373135393e-07,9.768605119508533e-06,9.280683404420055e-09,3.6118542481218074e-16,4.2215787120907253e-13,7.601366787943165e-07,6.10124671347191e-11,1.1389406074861333e-13,1.9538141844755657e-10,4.831482844427618e-12,1.892295138825747e-10,3.022639608008689e-13,1.7561513766613322e-17,1.8883357828902887e-15,1.9353620819341704e-07,1.279937517895946e-11,1.6746771440330303e-12,3.4321340911557156e-12,8.668496131891981e-18,2.2614041285914833e-18,4.649131314284508e-18,4.0915122514538904e-08,7.381431165574863e-12,3.9503576934630663e-13,6.780587834849398e-14,6.6546325778587445e-15,6.998115934929875e-09,2.0526082545537143e-09,6.068799272589452e-11,5.4387180030298354e-05,8.68485877939053e-08,2.1822074078988966e-09,9.897417291590816e-15,2.8512293308722018e-15,1.083372392328244e-10,1.5018453220514166e-09,8.771017267014901e-14,5.500441804391084e-13,3.7247347580523393e-19,1.5753803637457674e-14,5.23225397483157e-14,9.190285048355626e-17,3.9306806850542895e-15,1.7957496231978537e-09,2.387576654230104e-12,5.425337450724296e-15,3.767714697649537e-13,8.700908847834573e-13,2.4869232761167435e-13,3.6358391493298726e-19,8.772781146481841e-17,1.8035078537855358e-11,2.7797972316491708e-18,6.012608657599671e-18,7.571749961913036e-14,1.1072785998605735e-14,5.639285239845863e-17,7.637840395997763e-15,2.8086278139720557e-19,1.0350763870323986e-14,2.006525084899549e-17,8.626260306099079e-19,1.035357603299171e-16,2.883191651261377e-12,3.805320699631188e-15
