Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941)
0.00020242578442947607,0.7516106338627044,0.0005168500409452984,8.67475661013675e-05,0.0001529738226686072,0.3368630158610232,0.0,0.0,0.0011822240761001925,0.00012063852598292934,0.4137715997693524,0.025569997196918024,3.421830768450321e-05,9.551880018002922e-12,5.087248670482119e-09,7.970680283718602e-07,0.003218151480282951,0.006395779762849383,4.5304892595747585e-05,3.661690073360574e-07,0.011480711981624534,1.1878056802150745e-07,1.1193679498927036e-07,0.0005782225713950437,9.812232605775212e-07,0.030535168855727702,1.0170617023619892e-05,0.028263067528269455,0.003443859816407485,8.050414308663258e-06,9.086133760383236e-07,7.602017037138202e-09,3.6137514596781454e-06,0.00030484569965275206,3.76,0.0,0.0001864681854369159,0.5754985929435423,0.32761857696519586,0.047897508534040865,0.2733650143465211,1.6334389679879073e-05,0.16893824104227897,1.818806722160069e-05,2.2750373808759246e-05,2.0743126786696774e-05,0.0002353965871089065,3.7588924599947683e-07,6.706796779673724e-05,0.004015755428874834,0.010469696773045531,0.008933874531303747,3.8493485762559586e-12,7.559812321390814e-13,1.9427601873193876e-08,1.0081465616565876e-08,0.01928908512863471,7.044289253759218e-11,6.548686165603316e-09,0.00594050712251886,2.334210505305318e-08,8.474036369992892e-09,0.0005145295989292377,4.31458582948008e-12,2.1041054048271603e-06,0.010858378065861336,6.205863755190624e-06,5.888687839351158e-09,8.108794952218769e-07,1.3561593254098929e-05,1.1258079738982483e-06,8.931860532370332e-08,3.3764992067542815e-13,0.0003448883846063268,4.563896139963075e-08,0.00033544368498119036,6.944815292356764e-12,0.00027857830111313554,0.00019421179770040648,5.30568662134064e-07,4.489737586162163e-10,7.743998176042605e-05,5.856514838723424e-06,0.0008340638164674724,0.00022812012952604503,5.033291379441001e-05,7.413283806516891e-09,2.6525994120984863e-07,4.3180631910939816e-08,2.935083694728984e-06,0.004051532672194561,4.387490585566877e-13,2.922944048112046e-14,4.048285627349608e-07,0.00014553341693249763,3.046593522653779e-09,9.296072121814272e-11,0.00024112609625795713
0.0002040879290460738,0.7517902421073995,0.0005178427397778895,8.67680717940688e-05,0.00015302241603304628,0.33680105035526786,0.0,0.0,0.0011779554886559318,0.0001199055351966457,0.41575957328123897,0.0257004864895968,3.41628953626168e-05,9.618602202409799e-12,5.0998405177085164e-09,7.971916239362271e-07,0.0032182784533313228,0.006373405367058861,4.5302330136029877e-05,3.6743227043660237e-07,0.011505955478743377,1.1887290343432594e-07,1.1204830021749326e-07,0.0005773189925107889,9.775649994841047e-07,0.030381149735199516,1.0169546098599723e-05,0.028186683920544478,0.0034444587958270376,8.050929854775352e-06,9.080150514965699e-07,7.598040197686185e-09,3.603201148598536e-06,0.0003040738330310168,3.76,0.0,0.0001803680288054084,0.5739767068556468,0.3286320279423975,0.048079934971725656,0.27429782983384526,1.6268567602112312e-05,0.16798007401679552,1.8115245205323e-05,2.2699830176368768e-05,2.0688588130865687e-05,0.00023421603645524636,3.7373814326019195e-07,6.669822714227946e-05,0.004008849718493228,0.01041843843839095,0.00890353928366165,3.838843657630293e-12,7.539184240629619e-13,1.9373235159848193e-08,1.0011843727723725e-08,0.019273806331994086,7.02503435275258e-11,6.516445050296537e-09,0.00595429676660729,2.3146501798853182e-08,8.493714085967448e-09,0.0005142145656351285,4.29518533296868e-12,2.1104366345363356e-06,0.010912700577164106,6.246363731136417e-06,5.8727165289665636e-09,8.134553060166567e-07,1.3625445463665955e-05,1.1310411014584745e-06,8.958273813383613e-08,3.348204805121207e-13,0.0003428546287447005,4.5656378201012965e-08,0.00033605803242006254,6.9337740943492536e-12,0.0002778416078666157,0.0001950239608747179,5.290599855636602e-07,4.512507188561302e-10,7.790978238367408e-05,5.856779645578842e-06,0.0008322600048005157,0.0002267379392000107,5.040499608505388e-05,7.4400034343927895e-09,2.643119402902988e-07,4.304436914436874e-08,2.9265941026254276e-06,0.0040773016063855244,4.3750379592868627e-13,2.914649009370258e-14,4.0368624026846265e-07,0.00014627771785563615,3.0698579256702774e-09,9.343615819777806e-11,0.00024342447973038072
0.00020575007366267154,0.75196903669278,0.0005188503248940395,8.679035791468379e-05,0.00015307415904614204,0.3367388997555256,0.0,0.0,0.0011737143198102336,0.00011917922901671102,0.417739396381153,0.025830871056193222,3.410810651371365e-05,9.686372461635601e-12,5.112651356678969e-09,7.973343138867117e-07,0.0032184135575919477,0.006351073515605029,4.529983739820933e-05,3.6869966912612646e-07,0.011531029048406659,1.1896641866677902e-07,1.1216274584922491e-07,0.0005764212444141259,9.739341527150929e-07,0.030227058732833777,1.0168720067373705e-05,0.02811061024410164,0.0034449717109699737,8.051515842793105e-06,9.074270336376281e-07,7.594084282142645e-09,3.592762048858123e-06,0.0003032976619182605,3.76,0.0,0.0001745376872930466,0.572459757705382,0.329643392516901,0.04826084297352793,0.27522613935518064,1.6203428741518827e-05,0.16702697238532552,1.804315873245066e-05,2.2649805192565925e-05,2.0634564113426106e-05,0.00023304549542881568,3.7160706621277126e-07,6.633191466800266e-05,0.004001989918949,0.010367774145929915,0.008873269463352795,3.828469474444384e-12,7.518812865659797e-13,1.9319537597543676e-08,9.942986090900756e-09,0.019257957485807005,7.00598691864243e-11,6.4841882661862065e-09,0.005968067436451853,2.2953081365617837e-08,8.513364724827353e-09,0.0005139073740401072,4.275974496922935e-12,2.116785435636081e-06,0.01096653559004482,6.286882639419225e-06,5.856922172726113e-09,8.160386773007172e-07,1.3688961039156135e-05,1.136248305182427e-06,8.984880583873694e-08,3.3202261486130265e-13,0.00034084156089360287,4.567480096091975e-08,0.0003366638796078047,6.922884742489544e-12,0.00027710730450684017,0.00019582637227839983,5.275583750861794e-07,4.5351296212198925e-10,7.837644655386392e-05,5.85714077914802e-06,0.0008304874411308276,0.00022537974194796221,5.0482318505975516e-05,7.466547405229928e-09,2.633773786960467e-07,4.291002092280469e-08,2.9182227573223093e-06,0.0041029637519815415,4.362704815372699e-13,2.906433289563057e-14,4.0255466071732095e-07,0.00014701542818920676,3.093204709279329e-09,9.390738535721963e-11,0.0002457255374931956
0.00020741221827926928,0.7521470262383656,0.0005198726313245845,8.681439652659311e-05,0.000153128994120225,0.33667657176795424,0.0,0.0,0.001169500124323443,0.00011845949168443035,0.419711135310941,0.02596115370080616,3.405392832980161e-05,9.755163224636277e-12,5.125679694906171e-09,7.974958713094162e-07,0.003218556311319288,0.006328784687674545,4.529741170905127e-05,3.699711922089292e-07,0.011555934300582195,1.1906111443460333e-07,1.1228008278626388e-07,0.0005755292473471275,9.703301485839883e-07,0.030072911316178685,1.0168135367516909e-05,0.028034845728648974,0.003445399393642986,8.052170097056378e-06,9.06849156782114e-07,7.590148837919887e-09,3.5824321394960445e-06,0.000302517341036892,3.76,0.0,0.00016896489636440343,0.5709476966390991,0.33065269631843786,0.04844023649141793,0.276149995892351,1.6138956499908575e-05,0.16607889647445045,1.7971790500116525e-05,2.2600285948882357e-05,2.058104232750697e-05,0.0002318847764865916,3.694956340806947e-07,6.596896221881487e-05,0.003995174631848518,0.010317688857192564,0.008843066793652937,3.818223726881819e-12,7.498693681946923e-13,1.926649740401188e-08,9.874876461621064e-09,0.019241546116485615,6.987143129828349e-11,6.451919054433607e-09,0.005981819162135193,2.2761803132991183e-08,8.532988330541767e-09,0.0005136078997559583,4.256950037388619e-12,2.1231518768628587e-06,0.011019885418234652,6.32742088962346e-06,5.841301512361405e-09,8.18629571600955e-07,1.3752143687388718e-05,1.1414298609674483e-06,9.011679292497738e-08,3.292557361617415e-13,0.00033884870306683115,4.5694212599255243e-08,0.0003372612622201212,6.912146046969326e-12,0.00027637536738332107,0.00019661906514519337,5.260636808742203e-07,4.5576051404826114e-10,7.883996370554925e-05,5.857595480421916e-06,0.0008287462706474453,0.00022404490616227918,5.056476252096608e-05,7.49291678603038e-09,2.624561908619432e-07,4.277758453426663e-08,2.9099698252046286e-06,0.00412852036144658,4.350487981163096e-13,2.898294782657012e-14,4.014335390152937e-07,0.0001477465445168346,3.116634861164394e-09,9.43744005142112e-11,0.00024802921477919604
0.000209074362895867,0.752324219141202,0.0005209095027447972,8.684016039065496e-05,0.00015318686603822364,0.33661407385185876,0.0,0.0,0.0011653124713779507,0.00011774621110207219,0.4216748548698674,0.026091337180972764,3.400034848935953e-05,9.825048144875898e-12,5.138924091653417e-09,7.976760730353405e-07,0.003218706255776993,0.006306539347871529,4.529505076750556e-05,3.7124682649011e-07,0.011580672813501938,1.1915699162752548e-07,1.1240026434183468e-07,0.0005746429222229794,9.667524373755604e-07,0.029918722642365114,1.0167788560923185e-05,0.027959389473778407,0.0034457426589373265,8.052890524021828e-06,9.062812673371885e-07,7.58623346442368e-09,3.572209459492488e-06,0.0003017330217672347,3.76,0.0,0.00016363795238540828,0.5694404757831556,0.33165996438227063,0.0486181193970955,0.27706945109681175,1.6075134858491962e-05,0.16513580716763457,1.790112379441689e-05,2.255126004974741e-05,2.0528010808952228e-05,0.00023073369785990352,3.6740347788008437e-07,6.560930384100458e-05,0.003988402509188355,0.01026816797981913,0.008812932920684153,3.808104197475927e-12,7.478822336135286e-13,1.9214103214536034e-08,9.807499134904492e-09,0.01922457962621474,6.968499282964907e-11,6.419640591845439e-09,0.005995551966362635,2.257262770085358e-08,8.552584936496503e-09,0.00051331602241661,4.23810878899843e-12,2.1295360358615673e-06,0.011072752367216818,6.367978917997489e-06,5.82585138969728e-09,8.212279570842432e-07,1.3814997117961922e-05,1.1465860459209972e-06,9.038668400443275e-08,3.265192745021368e-13,0.00033687559551721203,4.5714596755907706e-08,0.00033785021671255204,6.901556851072641e-12,0.00027564577332003847,0.00019740207235659788,5.245757590560847e-07,4.5799340031319057e-10,7.930032344511068e-05,5.858141102443147e-06,0.0008270366097430498,0.00022273282188640538,5.065221414844784e-05,7.519112656594368e-09,2.6154830463022375e-07,4.264705593490147e-08,2.9018353706098397e-06,0.004153972671565539,4.3383844051668155e-13,2.890231463053763e-14,4.003226009623769e-07,0.0001484710634141991,3.1401493867954024e-09,9.483720148144822e-11,0.0002503354569152668
0.00021073650751246475,0.7525006235838885,0.0005219607902410981,8.686762317951265e-05,0.00015324772175250283,0.33655141323003446,0.0,0.0,0.0011611509439447558,0.00011703927867004279,0.42363061846344097,0.0262214242095076,3.394735512591439e-05,9.896052843057718e-12,5.1523832907876334e-09,7.978747152421049e-07,0.003218862954124139,0.006284337946568625,4.5292752541788094e-05,3.7252655982080767e-07,0.011605246134713643,1.192540511931873e-07,1.1252324614116543e-07,0.0005737621906362991,9.632004903107074e-07,0.029764507564874934,1.016767632014665e-05,0.027884240456556016,0.0034460023059746767,8.053675105192426e-06,9.057232214251524e-07,7.582337806519321e-09,3.562092103521876e-06,0.00030094485220790834,3.76,0.0,0.0001585456864509906,0.567938048210174,0.3326652211716715,0.04879449548643139,0.27798455533409167,1.601194837229254e-05,0.16419766589251833,1.783114248730444e-05,2.250271563270815e-05,2.047545807617988e-05,0.00022959208345708722,3.653302401043194e-07,6.525287569661168e-05,0.003981672251117392,0.010219197355599797,0.00878286941600931,3.798108735358812e-12,7.45919460528992e-13,1.9162344004633105e-08,9.740838924903289e-09,0.019207065296426094,6.950051784453521e-11,6.387355992168334e-09,0.0060092658648762546,2.2385516837819165e-08,8.572154566083812e-09,0.0005130316254936867,4.219447680362825e-12,2.13593799245094e-06,0.011125138734221954,6.408557160954402e-06,5.810568739408385e-09,8.238338050538894e-07,1.3877525020188196e-05,1.151717136256224e-06,9.065846426041444e-08,3.238126768762281e-13,0.00033492179586262213,4.573593773490056e-08,0.0003384307802712178,6.891116026155867e-12,0.00027491849959909704,0.00019817542645846151,5.230944714391513e-07,4.602116459402211e-10,7.975751556678187e-05,5.858775102959935e-06,0.0008253585477590318,0.0002214429000349903,5.074456378805998e-05,7.545136104671694e-09,2.6065364174840964e-07,4.251842983879361e-08,2.8938193623299607e-06,0.004179321903526866,4.3263911512573936e-13,2.88224138174263e-14,3.992215827093215e-07,0.00014918898143764512,3.163749293857899e-09,9.529578605926683e-11,0.000252644209328788
0.00021239865212906248,0.7526762475422131,0.0005230263518419358,8.689676042436078e-05,0.00015331151076083995,0.33648859689766836,0.0,0.0,0.001157015138165492,0.00011633858913238887,0.42557848815042876,0.026351417456244086,3.3894936809357604e-05,9.968037851517478e-12,5.166056244747299e-09,7.980916101268925e-07,0.0032190259903941264,0.006262180920420449,4.5290515385972765e-05,3.7381038980438295e-07,0.011629655781786112,1.193522941013582e-07,1.1264898620504245e-07,0.0005728869748769991,9.596737985691576e-07,0.029610280638964495,1.0167795419997788e-05,0.02780939753878356,0.003446179118571078,8.054521903699361e-06,9.051748860996099e-07,7.57846155206284e-09,3.5520782217898797e-06,0.00030015297723594563,3.76,0.0,0.00015367743966369625,0.5664403679066957,0.3336684905995418,0.04896936848337111,0.27889535772552276,1.594938213212711e-05,0.16326443461067047,1.7761830998488698e-05,2.245464109881195e-05,2.0423372987028274e-05,0.0002284597624218389,3.6327557378423095e-07,6.489961599825924e-05,0.003974982603870211,0.010170763248471729,0.008752877779143974,3.788235258683377e-12,7.439806402945306e-13,1.9111209107310507e-08,9.674881143984025e-09,0.019189010291077533,6.93179714870142e-11,6.355068307408113e-09,0.0060229608668277744,2.2200433433899816e-08,8.591697233248392e-09,0.0005127545960977933,4.200963714888849e-12,2.142357828175631e-06,0.011177046808162007,6.4491560514119095e-06,5.795450587622939e-09,8.26447089396915e-07,1.3939731084703885e-05,1.1568234086798802e-06,9.093212094591917e-08,3.2113540649817696e-13,0.00033298687822701245,4.575822052058471e-08,0.0003390029907645973,6.880822469415987e-12,0.00027419352394506376,0.00019893915968253236,5.216196852442858e-07,4.624152753797723e-10,8.021153003205675e-05,5.859495039345117e-06,0.0008237121486387601,0.00022017457163780375,5.084170605316627e-05,7.570988216075332e-09,2.597721183387359e-07,4.2391699803014445e-08,2.885921679781242e-06,0.0042045692630153534,4.3145053928472275e-13,2.8743226624634894e-14,3.981302302380788e-07,0.00014990029515849396,3.187435593085074e-09,9.575015205749782e-11,0.00025495541755356883
0.00021406079674566022,0.7528510987925161,0.0005241060540096472,8.692754853030767e-05,0.00015337818498456127,0.336425631629997,0.0,0.0,0.0011529046627806294,0.00011564404043157988,0.4275185246876943,0.026481319549969483,3.384308254488902e-05,1.0041070372439899e-11,5.1799418381826814e-09,7.983265576885893e-07,0.003219194968664346,0.006240068693043156,4.528833812661725e-05,3.750983137177479e-07,0.011653903242866788,1.1945172156959516e-07,1.1277744477855577e-07,0.0005720171979486417,9.561718723630344e-07,0.029456056127504262,1.0168142750712738e-05,0.027734859473855577,0.0034462738657719968,8.05542906336686e-06,9.046361411813122e-07,7.574604434686566e-09,3.542166020177751e-06,0.00029935753856611015,3.76,0.0,0.0001490230397113373,0.564947389742593,0.33466979604987684,0.049142742043148877,0.27980190618880685,1.5887421706194733e-05,0.16233607580745318,1.769317423141035e-05,2.2407025134370805e-05,2.037174466919367e-05,0.0002273365687011652,3.6123914187413613e-07,6.454946488625584e-05,0.003968332357776909,0.010122852332697076,0.00872295943993246,3.778481771875636e-12,7.420653812107361e-13,1.9060688293306748e-08,9.609611574157149e-09,0.019170421659538153,6.913731998914599e-11,6.32278052909411e-09,0.0060366369750958415,2.201734145486505e-08,8.611212942944367e-09,0.0005124848247954155,4.182654012960298e-12,2.1487956385923163e-06,0.011228478869454094,6.4897760710170925e-06,5.780494052681733e-09,8.290677910434133e-07,1.4001619036149794e-05,1.1619051435426482e-06,9.12076417530309e-08,3.1848694214227834e-13,0.0003310704324050628,4.5781430779025806e-08,0.00033956688669654574,6.870675111600266e-12,0.0002734708245101727,0.00019969330395487204,5.201512728573823e-07,4.64604313871926e-10,8.066235694784053e-05,5.860298568390283e-06,0.0008220974525069223,0.00021892728710196322,5.0943539612339475e-05,7.596670085704548e-09,2.589036453446838e-07,4.2266858308723126e-08,2.8781421188983523e-06,0.004229715940314983,4.30272440839006e-13,2.8664734986872636e-14,3.970482989474534e-07,0.00015060500119868714,3.2112093274215658e-09,9.620029731833297e-11,0.00025726902723267756
0.00021572294136225795,0.7530251849188895,0.0005251997708339413,8.695996317181584e-05,0.00015344769773538853,0.3363625239918542,0.0,0.0,0.001148819138604443,0.00011495553356964012,0.42945078757341065,0.026611133080178193,3.379178174415587e-05,1.0115414219205598e-11,5.194039019483469e-09,7.985793720876772e-07,0.0032193695121068015,0.006218001675215248,4.5286219728333496e-05,3.763903151605792e-07,0.011677989977868451,1.195523350309417e-07,1.1290858400119189e-07,0.0005711527835736528,9.526942400419272e-07,0.029301848008687646,1.016871531277613e-05,0.02766062491323795,0.003446287302494908,8.056394784660292e-06,9.041068746533469e-07,7.570766227212474e-09,3.5323537528129477e-06,0.00029855867480776136,3.76,0.0,0.00014457277812845356,0.5634590694417932,0.3356691603975582,0.04931461975616016,0.28070424747921174,1.5826053158399473e-05,0.1614125524782293,1.7625157593357592e-05,2.235985714378244e-05,2.0320562764589343e-05,0.00022622234139094805,3.5922061784163277e-07,6.420236431460856e-05,0.003961720345247099,0.010075451681675457,0.008693115760811387,3.7688463433071144e-12,7.401733039433838e-13,1.901077165163739e-08,9.545016446535185e-09,0.019151306339588437,6.895853054824017e-11,6.2904955893879035e-09,0.006050294186645584,2.1836205895808526e-08,8.630701691627929e-09,0.000512222205476042,4.16451581925086e-12,2.155251527763075e-06,0.01127943719000906,6.530417733380501e-06,5.765696334606768e-09,8.316958964611895e-07,1.4063192573344819e-05,1.1669626203910797e-06,9.148501242289441e-08,3.1586677747129846e-13,0.00032917206315234655,4.5805554724882336e-08,0.0003401225071642491,6.860672915112949e-12,0.0002727503798601473,0.00020043789089841253,5.186891115951967e-07,4.667787867185488e-10,8.110998661770764e-05,5.86118344018986e-06,0.0008205144771812044,0.0002177005155000737,5.104996703972986e-05,7.622182829472259e-09,2.5804812895452984e-07,4.2143896837968394e-08,2.8704803977135535e-06,0.00425476311041422,4.291045577251047e-13,2.858692150820012e-14,3.959755532818835e-07,0.00015130309617367524,3.2350715567005866e-09,9.664621967992812e-11,0.0002595849841225989
0.0002173850859788557,0.7531985133200054,0.0005263073803674936,8.69939817756403e-05,0.0001535200040604396,0.33629928034746825,0.0,0.0,0.0011447581979827169,0.00011427297247350856,0.4313753350894412,0.026740860598262594,3.374102417532096e-05,1.0190789974992005e-11,5.208347208822444e-09,7.988499148349277e-07,0.0032195492618752866,0.006195980264868689,4.528415920451651e-05,3.7768638957702327e-07,0.011701917419563971,1.1965413570637885e-07,1.1304236792638405e-07,0.0005702936561911388,9.492404472397003e-07,0.029147669981476054,1.0169510178893091e-05,0.02758669241276223,0.0034462201702783555,8.057417325701915e-06,9.03586979865625e-07,7.566946729096401e-09,3.522639717270473e-06,0.00029775652152113914,3.76,0.0,0.00014031738858994442,0.561975363553568,0.3366666060259121,0.0494850051522658,0.2816024272277374,1.5765263080776482e-05,0.1604938281171007,1.7557767037627304e-05,2.2313126962971513e-05,2.0269817398619533e-05,0.00022511692473198825,3.5721968517711796e-07,6.38582580629669e-05,0.0039551454389729354,0.010028548756792852,0.008663348039070828,3.7593270731126245e-12,7.383040354494541e-13,1.8961449442099736e-08,9.481082435993711e-09,0.019131671160736746,6.8781571216758e-11,6.258216362244244e-09,0.006063932492916776,2.1656992740310426e-08,8.650163467820317e-09,0.0005119666351966318,4.146546401477924e-12,2.1617255850138087e-06,0.011329924033367997,6.571081485580268e-06,5.751054705716094e-09,8.343313887676272e-07,1.4124455326069465e-05,1.1719961132212773e-06,9.176422091143369e-08,3.132744204461233e-13,0.00032729138953336407,4.583057907592571e-08,0.00034066989181881773,6.8508148568345535e-12,0.000272032168960271,0.00020117295186265015,5.172330834723666e-07,4.689387168907471e-10,8.155440956407596e-05,5.8621474858531e-06,0.0008189632195898531,0.00021649374389125472,5.1160894666947566e-05,7.647527555815004e-09,2.5720547099590025e-07,4.202280594551238e-08,2.862936161577832e-06,0.004279711933115054,4.2794663736429506e-13,2.850976942260832e-14,3.949117662094625e-07,0.00015199457667142385,3.2590233046141516e-09,9.708791696276261e-11,0.0002619032341020458
0.00021904723059545342,0.7533710912154334,0.0005274287668003071,8.702958559193376e-05,0.0001535950623756571,0.3362359068649865,0.0,0.0,0.0011407214842588617,0.00011359626387010274,0.4332922243415953,0.02687050461905984,3.369079997760653e-05,1.0266864826457133e-11,5.222865743861506e-09,7.991380154411153e-07,0.003219733876454379,0.006174004848058107,4.528215627693594e-05,3.789865605406745e-07,0.01172568697333702,1.1975712483210135e-07,1.1317876273451663e-07,0.0005694397409806097,9.458100560952213e-07,0.02899353546751791,1.0170524505370405e-05,0.027513060438664992,0.003446073197668736,8.058495039697445e-06,9.030763632541676e-07,7.563145775066276e-09,3.5130222639396065e-06,0.0002969512112756373,3.76,0.0,0.0001362480271124956,0.5604962294254476,0.33766215484546763,0.0496539017029328,0.2824964899742578,1.5705038469699742e-05,0.15957986671334978,1.7490988931379725e-05,2.2266824096670848e-05,2.021949866738804e-05,0.0002240201666398367,3.552360349592741e-07,6.351709167755585e-05,0.003948606550363997,0.009982131395656504,0.008633657509037959,3.749922139139029e-12,7.364572182622766e-13,1.8912712332824043e-08,9.417796637887896e-09,0.019111522846766392,6.86064110452898e-11,6.225945664733289e-09,0.006077551880056411,2.1479668926560574e-08,8.669598252483397e-09,0.0005117180139596573,4.128743062631334e-12,2.1682179046908142e-06,0.011379941654444184,6.6117677816389354e-06,5.73656652306678e-09,8.369742538603309e-07,1.41854109907451e-05,1.1770059010871184e-06,9.204526042349982e-08,3.107093928356606e-13,0.00032542804413771936,4.585649125428336e-08,0.0003412090808215631,6.841099936538355e-12,0.0002713161711622927,0.00020189851795170984,5.15783074979505e-07,4.710841275144317e-10,8.199561641413075e-05,5.863188620455607e-06,0.0008174436571053575,0.00021530647665492008,5.12762324389401e-05,7.672705351533283e-09,2.563755693087619e-07,4.1903575327470656e-08,2.855508988178373e-06,0.004304563553158568,4.267984361503253e-13,2.8433262560704634e-14,3.9385671875515456e-07,0.000152679439403208,3.2830656107192997e-09,9.752538706588732e-11,0.00026422372317504666
0.00022070937521205116,0.7535429256518779,0.0005285638260414416,8.706675372584898e-05,0.00015367283281710934,0.33617240952134464,0.0,0.0,0.0011367086513569844,0.00011292531717186904,0.4352015112968122,0.027000067623108644,3.364109969777732e-05,1.0344457753550596e-11,5.2375934851325235e-09,7.994434637291596e-07,0.0032199230312536403,0.006152075799888937,4.528021122774559e-05,3.8029082111461323e-07,0.011749300017564591,1.198613044171045e-07,1.1331773665809484e-07,0.0005685909638866765,9.42402644508328e-07,0.028839457618562242,1.0171755588776356e-05,0.02743972737306267,0.003445847100442164,8.059626347804053e-06,9.025749448684751e-07,7.559363248036226e-09,3.503499795356932e-06,0.00029614287370529057,3.76,0.0,0.00013235625293862014,0.5590216251785499,0.3386558283137449,0.049821312822761483,0.28338647920409843,1.5645366637488673e-05,0.15867063274084275,1.742480995016845e-05,2.2220938522739512e-05,2.016959685835148e-05,0.00022293191868182907,3.532693664841108e-07,6.317881220853738e-05,0.003942102627686201,0.009936187801210734,0.008604045344008318,3.7406298295213804e-12,7.34632516330161e-13,1.8864551534318365e-08,9.355146525103478e-09,0.019090868017572208,6.843302011018316e-11,6.193686258072272e-09,0.006091152329105658,2.1304202305104297e-08,8.689006019257108e-09,0.0005114762445854297,4.111103330696125e-12,2.1747286242387673e-06,0.011429492299123493,6.652477250631188e-06,5.722229230825105e-09,8.396244953106368e-07,1.424606336061582e-05,1.1819922731057208e-06,9.232811965493356e-08,3.081712296049921e-13,0.00032358167236559856,4.5883279315759034e-08,0.0003417401148032013,6.831527205602971e-12,0.00027060236619252926,0.00020261461999613039,5.143389768923731e-07,4.732150457277846e-10,8.243359790044626e-05,5.864304852466239e-06,0.0008159557488549051,0.00021413823483014687,5.139589378684568e-05,7.697717340885144e-09,2.5555831810761155e-07,4.1786193887769415e-08,2.848198392402606e-06,0.004329319100356963,4.256597193648482e-13,2.8357385342072406e-14,3.9281019988436684e-07,0.00015335768120924105,3.3071996162063655e-09,9.79586279710167e-11,0.0002665463974660151
0.0002223715198286489,0.7537140235096642,0.0005297124581199643,8.710546113145057e-05,0.00015375327425214507,0.3361087941165515,0.0,0.0,0.0011327193633742026,0.00011226004435988217,0.43710325082072615,0.027129552057656388,3.35919141950432e-05,1.0423788401099551e-11,5.252530175469183e-09,7.997661791905996e-07,0.003220116417291989,0.006130193483393302,4.527832355214252e-05,3.815991232914554e-07,0.01177275790639342,1.1996667649739508e-07,1.1345925933726828e-07,0.0005677472515866862,9.390178053597515e-07,0.028685449328469427,1.0173200808389357e-05,0.027366691519162985,0.003445542582542564,8.060809663975697e-06,9.020826434144132e-07,7.555599048753315e-09,3.494070741379647e-06,0.0002953316355583105,3.76,0.0,0.00012863400865932063,0.5575515096825407,0.339647647449337,0.04998724187513436,0.2842724373890415,1.558623543378179e-05,0.15776609113528356,1.7359217322549836e-05,2.2175461814410305e-05,2.012010332390498e-05,0.00022185203858541156,3.5131939077651445e-07,6.284336820783345e-05,0.003935632654216217,0.009890706532519776,0.00857451265815497,3.731448435326784e-12,7.328295936719393e-13,1.881695825893836e-08,9.293119950608962e-09,0.01906971319249611,6.826136909460578e-11,6.161440848346994e-09,0.006104733816467475,2.1130561592789326e-08,8.70838673505848e-09,0.0005112412327115797,4.093624850195668e-12,2.181257867611887e-06,0.011478578204728924,6.693210477478735e-06,5.708040324161033e-09,8.422821152836655e-07,1.4306416032252654e-05,1.1869555043833436e-06,9.261278032040715e-08,3.0565947824980833e-13,0.00032175193209037353,4.5910931472743614e-08,0.0003422630348371814,6.822095735986322e-12,0.0002698907341396888,0.00020332128854988121,5.129006840809243e-07,4.753314960635859e-10,8.286834509470243e-05,5.865494260287894e-06,0.0008144994369726245,0.0002129885555047622,5.151979550582994e-05,7.722564688936531e-09,2.547536083168546e-07,4.167064979887984e-08,2.8410038307481886e-06,0.004353979689708206,4.245302607996533e-13,2.8282122749516834e-14,3.917720061941188e-07,0.00015402929876956795,3.3314264218732346e-09,9.838763755781486e-11,0.00026887120322908575
