Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21)
4.797748602644954e-16,0.21857536482032197,3.76,0.0,0.7908466145701474,0.9999999999999999,1.027153766132607e-34,6.765806235839477e-27,1.0302754891097825e-26,2.500611449698995e-13,2.500611449698996e-13,1.746398474989429e-30,1.1530086882405008e-28,1.1372008738468016e-28,3.214140162808072e-36,3.140504252336832e-38,1.987458314189028e-16,1.5359729089776203e-28,1.0393607860312636e-16,2.7611944037688586e-22,1.0830621138098365e-24,9.481002669579186e-17,1.339958165949678e-30,8.455198868337202e-29,2.5178539634496455e-37,4.0201531007266564e-25,1.1061670006494469e-43,3.350469688865389e-44,7.997703736881891e-26,1.3870592935507398e-39,2.252606710869692e-55,1.0794241553171737e-27,9.58124773104901e-43,5.192442176170645e-51,1.866772181388239e-48,1.1386750001894933e-60,3.647655186175526e-17,9.138659823589941e-27,3.647655186470322e-17,4.492678059512994e-33,1.942624371166718e-53,2.512527274300632e-42,6.656091019051899e-28,8.547358951052918e-49,2.9996964876055793e-59,5.949550170303248e-30,4.442749637881038e-41,1.4556771961091815e-49,7.310302006064592e-52,5.027372338334945e-58,1.3507265030011486e-51,4.49629409199595e-48,1.605577879889311e-67,2.667714174444154e-69,2.0808099659033653e-53,1.5815199655118184e-69,7.450691633962854e-65,1.4125184319160976e-74,1.520486829757774e-29,6.760846235747153e-42,3.249247714809834e-57
9.59966553596119e-16,0.21857536482033182,3.76,0.0,0.7908466145698969,0.9999999999999997,8.223475737334055e-34,2.7080857138898335e-26,4.1237869714204866e-26,5.003395454957052e-13,5.003395454957056e-13,6.99012882443968e-30,4.615181372579132e-28,4.551767052113575e-28,2.573266412592745e-35,2.5143142955218087e-37,3.9766433587376817e-16,6.14789450637866e-28,2.0796245661747336e-16,5.539226817119398e-22,4.3350709750116904e-24,1.8970242421544067e-16,5.363324689522101e-30,3.3842830392695688e-28,2.0158141031284315e-36,8.043919979666804e-25,8.856061849444317e-43,2.682413076346617e-43,3.2011656595326216e-25,1.110490821348658e-38,3.6071053963829e-54,4.3205096612766455e-27,7.670823914732457e-42,8.314672653033172e-50,1.4945528162136768e-47,3.646825904300594e-59,7.29847948870683e-17,3.657845532063074e-26,7.298479489886781e-17,1.7982421164438042e-32,3.1107262208239754e-52,2.0115515990680158e-41,2.664171034387837e-27,6.843084559269595e-48,4.803422795747337e-58,2.3813705268907255e-29,3.5569010634956784e-40,2.3309801038512342e-48,1.1706007732560952e-50,6.860777460155826e-57,1.081402124339325e-50,7.199928646736264e-47,5.142172394027328e-66,8.543868446318218e-68,3.3320070087068143e-52,5.065122273593476e-68,2.3862259599033526e-63,4.5238623168712415e-73,6.085909946977203e-29,5.412787853070175e-41,5.203029797732197e-56
1.920349940259366e-15,0.2185753648203515,3.76,0.0,0.7908466145693959,0.9999999999999992,6.581279989896052e-33,1.0835870297049983e-25,1.6500519683606014e-25,1.0008963465469986e-12,1.0008963465470006e-12,2.7969489750180275e-29,1.8467871749878415e-27,1.8212996565155403e-27,2.0593951142811734e-34,2.0122177208617942e-36,7.955013469555294e-16,2.459958610532925e-27,4.160152088488072e-16,1.1138627624580392e-21,1.734593041898567e-23,3.794872161036665e-16,2.146028476369493e-29,1.3541540418019026e-27,1.613263880530431e-35,1.6091817035575559e-24,7.087540817990852e-42,2.146745855225814e-42,1.2808831573515423e-24,8.887301500292138e-38,5.773716878801379e-53,1.728766620529114e-26,6.138990325470181e-41,1.3308890878281046e-48,1.19609646799685e-46,1.1674750390115511e-57,1.4600128087874583e-16,1.4636146685846185e-25,1.4600128092595923e-16,7.19531132034509e-32,4.979175552975561e-51,1.6098529823638583e-40,1.0660154376112269e-26,5.476547781882647e-47,7.688605000290131e-57,9.528583676197297e-29,2.8466018195666205e-39,3.73108615149636e-47,1.873723554678966e-49,1.0029713916352986e-55,8.654497552631807e-50,1.1524574311576472e-45,1.6461872261937243e-64,2.7351877819817377e-66,5.333381066690611e-51,1.62152080754689e-66,7.639124743815129e-62,1.4482447785570321e-71,2.435156805231731e-28,4.331875308011423e-40,8.328236116739188e-55
3.8411167135858605e-15,0.21857536482039097,3.76,0.0,0.7908466145683938,0.9999999999999984,5.266024107083875e-32,4.335053705516479e-25,6.601282576117159e-25,2.002009948648314e-12,2.0020099486483217e-12,1.1189512658611176e-28,7.389259169217921e-27,7.286384109541037e-27,1.647828851139725e-33,1.6100833163647912e-35,1.5911753778071738e-15,9.841436332094496e-27,8.321206981220355e-16,2.2510773149519686e-21,6.93950152873079e-23,7.590567872758315e-16,8.585511276638996e-29,5.4174979618823304e-27,1.2908561371495256e-34,3.218906469031767e-24,5.671109180300805e-41,1.7177230964670176e-41,5.124366069543131e-24,7.111191365948641e-37,9.239823977108972e-52,6.916192055904395e-26,4.9121247855273756e-40,2.129855753940607e-47,9.570588871304098e-46,3.736705167784289e-56,2.920342526263066e-16,5.855411717492289e-25,2.920342528151911e-16,2.8785934873380345e-31,7.968262753717979e-50,1.2881263663903115e-39,4.264755894078986e-26,4.382070914901344e-46,1.2304272196724958e-55,3.8120536864487552e-28,2.2777138802610582e-38,5.970952393336239e-46,2.998567614964185e-48,1.528897840596932e-54,6.924903290823312e-49,1.844306952325236e-44,5.268906598996268e-63,8.754441012381743e-65,8.535145765658504e-50,5.189957398986273e-65,2.4450275463687873e-60,4.635357551898825e-70,9.742213699621327e-28,3.46615835983871e-39,1.3327889174269418e-53
7.682650260238849e-15,0.21857536482046983,3.76,0.0,0.7908466145663897,0.9999999999999969,4.2132196008661235e-31,1.7341626079138063e-24,2.6407281383258886e-24,4.0042371528458574e-12,4.004237152845891e-12,4.476085729918642e-28,2.956670615461396e-26,2.914790471977167e-26,1.3183880368501904e-32,1.288194418942694e-34,3.1825234742629484e-15,3.9368949703199844e-26,1.6643316159107457e-15,4.594843973528886e-21,2.7760264169819577e-22,1.5181958792030198e-15,3.4344839815888965e-28,2.167175569760078e-26,1.0327828391100448e-33,6.438937697798523e-24,4.537317617332751e-40,1.3743093519224676e-40,2.049912755132734e-23,5.689493065382475e-36,1.4785213429236036e-50,2.7667018742817927e-25,3.930072635751747e-39,3.4081156113585033e-46,7.657197831914782e-45,1.1958710429238902e-54,5.841001951782515e-16,2.3423553059120368e-24,5.84100195933851e-16,1.1515314506892056e-30,1.2750391936695308e-48,1.0305974907734235e-38,1.706041193885976e-25,3.50599057574564e-45,1.9688841523224252e-54,1.5249453777045181e-27,1.8223440040345593e-37,9.554495142741383e-45,4.798195935319396e-47,2.385499928767135e-53,5.540433179767907e-48,2.9511908616500432e-43,1.686227256594879e-61,2.8017154604565725e-63,1.3657621425764274e-48,1.6609608160326793e-63,7.824869894362419e-59,1.4834702300165521e-68,3.897203278137487e-27,2.773189901492648e-38,2.132679192879178e-52
1.5365717353544827e-14,0.21857536482062748,3.76,0.0,0.7908466145623815,0.9999999999999937,3.370736177561139e-30,6.936932679662217e-24,1.0563344000686898e-23,8.008691561220599e-12,8.008691561220735e-12,1.7904402619773656e-27,1.183297506765286e-25,1.1659633277704949e-25,1.0547601564199517e-31,1.0306131991692352e-33,6.365219806184427e-15,1.5748221072451026e-25,3.328753208457266e-15,9.559727421696056e-21,1.110455663238932e-21,3.0364738613888672e-15,1.3738494702470369e-27,8.669055169715116e-26,8.262652944604421e-33,1.2881329191791079e-23,3.630025599046078e-39,1.0995003076585482e-39,8.199980706308706e-23,4.551810210711051e-35,2.3657516179617385e-49,1.10672569860286e-24,3.144206851361789e-38,5.453261451064219e-45,6.126048665060332e-44,3.8269864732448667e-53,1.168232076509435e-15,9.3698024487296e-24,1.1682320795319553e-15,4.6063159788616234e-30,2.0401263194726875e-47,8.245146257643563e-38,6.824442439063246e-25,2.804927177251342e-44,3.1503759030058105e-53,6.1000281346536416e-27,1.45794422525485e-36,1.528796789242702e-43,7.677502917350418e-46,3.768094286722035e-52,4.432532200456036e-47,4.722144065668185e-42,5.396210193310947e-60,8.96595967251497e-62,2.1853302288333544e-47,5.315353073214179e-62,2.5040638904086828e-57,4.74735348397583e-67,1.558945257142751e-26,2.218657116466316e-37,3.4124602176832867e-51
3.073185154015678e-14,0.21857536482094292,3.76,0.0,0.790846614554365,0.9999999999999873,2.696653722093978e-29,2.7748295117052606e-23,4.2254248643398357e-23,1.601760037788869e-11,1.6017600377889237e-11,7.16137171246152e-27,4.737935502485068e-25,4.663945763998017e-25,8.4382760347141e-31,8.245241135512499e-33,1.273061302606698e-14,6.299416904208923e-25,6.657595421427398e-15,2.0598894175340914e-20,4.441912317372393e-21,6.0730290190867375e-15,5.495509489625757e-27,3.467692733757628e-25,6.610276041706117e-32,2.5775446287062895e-23,2.904088101938502e-38,8.796221346253971e-39,3.280055836283875e-22,3.6415340867432365e-34,3.78528970805977e-48,4.426992189017263e-24,2.515424358759267e-37,8.725437367938728e-44,4.90095459904302e-43,1.224666574056274e-51,2.3364958240809754e-15,3.747997204806724e-23,2.3364958361713026e-15,1.8425660737710765e-29,3.2641566260979864e-46,6.596232695070397e-37,2.729832494216631e-24,2.243997505106264e-43,5.0407329160861936e-52,2.44005962651147e-26,1.166382763194889e-35,2.4461364586071792e-42,1.2284313639465516e-44,5.989633654142301e-51,3.5460703086328276e-46,7.555617882180739e-41,1.726832232628538e-58,2.869181836260757e-60,3.496616170204248e-46,1.70095710739469e-60,8.013048090538957e-56,1.5191925509823302e-65,6.235911994374722e-26,1.7749676191243996e-36,5.460075026288448e-50
6.146411991338069e-14,0.21857536482157375,3.76,0.0,0.7908466145383322,0.9999999999999746,2.1573498173785206e-28,1.1099430841378513e-22,1.6901881771499536e-22,3.203541801089935e-11,3.2035418010901515e-11,2.864149874038237e-26,1.898912855160347e-24,1.8655953349678738e-24,6.75069213458915e-30,6.596494935343392e-32,2.54614016899895e-14,2.5197926447275302e-24,1.331527595888155e-14,4.7114821777936235e-20,1.776782435926051e-20,1.2146136107789554e-14,2.1982259988346523e-26,1.3870912959873662e-24,5.288278451246938e-31,5.160116059779428e-23,2.3232959610805164e-37,7.037076751978185e-38,1.3120331377233346e-21,2.913261017133433e-33,6.056511280666268e-47,1.7708143508665772e-23,2.0123620447505133e-36,1.3960868183704386e-42,3.920809153177449e-42,3.9189763367771375e-50,4.67302325886075e-15,1.4992141102743062e-22,4.67302330722255e-15,7.370356830901385e-29,5.222305855370681e-45,5.276983077295591e-36,1.0919440894227916e-23,1.7952233100433714e-42,8.065285717418098e-51,9.76032762823562e-26,9.33116801405859e-35,3.913866141627288e-41,1.965514076537134e-43,9.550839437227306e-50,2.8368265228263396e-45,1.2089127064401789e-39,5.525933138546778e-57,9.181498306565887e-59,5.5946534310392456e-45,5.443130582047456e-59,2.5641022471401634e-54,4.861476927082601e-64,2.4943934485498006e-25,1.4199906206531578e-35,8.736230558441386e-49
1.229286566598285e-13,0.21857536482283538,3.76,0.0,0.7908466145062664,0.9999999999999492,1.725892073607806e-27,4.439794826660776e-22,6.760795399189489e-22,6.407105327561849e-11,6.407105327562714e-11,1.145323557428928e-25,7.625445150354289e-24,7.462403707749925e-24,5.400571658499301e-29,5.277585252509409e-31,5.092298791445653e-14,1.0079223847385786e-23,2.6630621479889633e-14,1.1789701069295606e-19,7.107161369289269e-20,2.4292337378442428e-14,8.7929474486635e-26,5.548394142516866e-24,4.230639636553303e-30,1.0340365921932501e-22,1.8586444489387464e-36,5.6297206635197514e-37,5.248138896229943e-21,2.3306213209087036e-32,9.690386012934547e-46,7.083289123578742e-23,1.6098970691384748e-35,2.2337501907927047e-41,3.1366642426838873e-41,1.2540754228690397e-48,9.346077886967093e-15,5.996886763159345e-22,9.346078080415264e-15,2.94817177613534e-28,8.354427088504204e-44,4.221506266459807e-35,4.3677984446143325e-23,1.436193571032445e-41,1.2904572793486271e-49,3.904142776645905e-25,7.46497097504446e-34,6.262219370568838e-40,3.1448390015084245e-42,1.5251702605029505e-48,2.2693732675026946e-44,1.934267742270798e-38,1.7683085489050117e-55,2.93809606656896e-57,8.951490943028286e-44,1.7418108733608393e-57,8.204497440093793e-53,1.5556808451486748e-62,9.977650755292937e-25,1.1359987143065656e-34,1.397805593690032e-47
2.4585773015272414e-13,0.2185753648253587,3.76,0.0,0.7908466144421348,0.9999999999998982,1.3807209208087282e-26,1.775922373574137e-21,2.704331679935721e-21,1.2814232379984807e-10,1.2814232379988268e-10,4.578570407476597e-25,3.073989862951916e-23,2.984956603934105e-23,4.320447591909799e-28,4.222653509147493e-30,1.0184619594981698e-13,4.031701394397978e-23,5.326125030665856e-14,3.3046238199273887e-19,2.842868158835921e-19,4.8584688292888714e-14,3.5171869057899273e-25,2.2193638915080455e-23,3.3845085847366524e-29,2.0762213247302408e-22,1.486914612487484e-35,4.503831262198953e-36,2.0992446187489266e-20,1.8645004724556593e-31,1.5504367250815014e-44,2.8333194090280615e-22,1.2879180849643635e-34,3.574002321500133e-40,2.5093361309409953e-40,4.0130209749229454e-47,1.8692186177367052e-14,2.3987606618682577e-21,1.8692186951161632e-14,1.1792829484308974e-27,1.3362918476119982e-42,3.3770466061849533e-34,1.747123717921872e-22,1.1489685069111606e-40,2.0647489700922622e-48,1.5616545764307108e-24,5.971982125812602e-33,1.001956277984845e-38,5.031747148994965e-41,2.4367566666197657e-47,1.8153417644597172e-43,3.0948225913655678e-37,5.658595238618253e-54,9.40192105514503e-56,1.4322394371017615e-42,5.573798024660165e-56,2.6250103740420694e-51,4.9781823160417344e-61,3.9910914217114784e-24,9.088008307260214e-34,2.2364954738432292e-46
