Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344)
0.00023008623531344422,0.5234153137214124,3.76,0.0,0.016678954740358968,0.5563823071200639,0.4123743604563554,0.051398202175939746,7.360076912581512e-05,0.11211692371904833,0.3442224675971923,4.658677669310494e-12,0.47402309246891644,8.098689202872395e-08,3.9059009287661094e-05,0.36732257960223835,0.002525114798304175,0.0009481866356101492,6.992917452423401e-05,0.00022298394157681435,0.43625491823349777,6.929099410899126e-05,2.18269600140588e-05,0.014151254504177252,0.01750796214992566,2.6810037142325296e-05,1.7795960798570222e-05,0.0003207006550064074,1.509101984979618e-07,0.05035688648213017,2.414125909077288e-09,0.0035813603150883977,1.5935298365288164e-05,0.00017824635074909146,8.748116723556083e-06,1.759140101198289e-07,0.0018503698391129921,0.02333114673947179,0.0021460976824591057,0.014904319118235011,2.6311868531989594e-09,3.3074539739924665e-10,0.023081874868605128,0.00036300231401735494,7.169973225408299e-08,2.0849758751960934e-06,3.834974519417406e-06,0.008392751345339898,7.589598388262856e-06,1.5155211236447337e-12,3.715746231742305e-10,0.004260552366839141,4.076260934395158e-06,2.7247590949239677e-07,0.00225874657635034,9.305930236215865e-10,1.7220310250762382e-12,4.04323741662862e-09
0.00023158104008984506,0.5235499918220803,3.76,0.0,0.0164105106692763,0.5550480654991202,0.4132695888305131,0.051671362430066106,7.318932309583002e-05,0.11200347542111043,0.34531120278993754,4.64018928549843e-12,0.47407534582220284,8.090386567580687e-08,3.88966113879643e-05,0.36923997826928134,0.0025119096831096636,0.0009393991229199845,6.94698006755964e-05,0.00022207995854039232,0.43545895090135567,6.885680410041251e-05,2.1742533177845593e-05,0.014139104974349418,0.017571596430106615,2.669615989511863e-05,1.7716562443917928e-05,0.0003186407918720883,1.4952128813093358e-07,0.05038939124450071,2.3922520768200117e-09,0.003543295349220691,1.5864555849689453e-05,0.0001769683768320715,8.682205444727591e-06,1.741890408978542e-07,0.0018445811822845597,0.02318702410272066,0.0021452929060613735,0.014894107249381172,2.6328456198164035e-09,3.28591136061902e-10,0.023124698042004573,0.00036155885883172204,7.170389802024412e-08,2.072840880645461e-06,3.835657464327873e-06,0.008462758740191223,7.6239609630462354e-06,1.5069583979433905e-12,3.692246305954357e-10,0.00429344509298339,4.092227197187846e-06,2.7356517092308315e-07,0.002267218118958562,9.340880813092898e-10,1.7051455825314669e-12,4.0411279035788125e-09
0.0002330758448662459,0.5236836090243258,3.76,0.0,0.016147246819266253,0.5537224095112911,0.4141583223435809,0.05194338835137876,7.278480509629969e-05,0.11188983848450221,0.34639184512952936,4.6220403206162e-12,0.4741256715777596,8.08235440075688e-08,3.8736277919232214e-05,0.3711466111680458,0.002498877998120785,0.000930767310928383,6.901874681350711e-05,0.00022119369369281883,0.43466590460813864,6.843025363115883e-05,2.1659476164037226e-05,0.014126707191498191,0.01763490017433275,2.6583973712896543e-05,1.763850425999083e-05,0.00031661208361916733,1.481582852858437e-07,0.05041993052493845,2.37073867566029e-09,0.00350586762916115,1.579499443642991e-05,0.00017571155734157998,8.617321468198394e-06,1.724947982512963e-07,0.0018388752389849217,0.02304398183967408,0.0021444938748378206,0.014883559925038077,2.634402548469828e-09,3.2647041788527825e-10,0.02316686470322462,0.00036013546421777325,7.170890250685005e-08,2.0608711192087665e-06,3.836331402142758e-06,0.008532491372363888,7.658167891256789e-06,1.498516721873975e-12,3.66908190016462e-10,0.004326269262308633,4.108038018586603e-06,2.746439004734765e-07,0.0022756465358126105,9.375653061790667e-10,1.6885609104257836e-12,4.039092608038638e-09
0.00023457064964264675,0.5238161816466259,3.76,0.0,0.01588903972657607,0.5524052046247218,0.41504067572632575,0.0522142938151328,7.238704059685603e-05,0.1117760217267906,0.3474644944709559,4.604220745113385e-12,0.474174119470302,8.074583874064722e-08,3.857796469161998e-05,0.373042600914123,0.002486015931131017,0.0009222870855716338,6.857579386518939e-05,0.00022032469701603334,0.43387577041552866,6.80111456968915e-05,2.1577756824131736e-05,0.014114067697172456,0.017697878667557405,2.6473439979616012e-05,1.7561754247399326e-05,0.00031461380588336616,1.4682047978620553e-07,0.05044854540400764,2.3495768622575613e-09,0.0034690664257372834,1.5726585821181954e-05,0.0001744753595448948,8.553445091645294e-06,1.7083047326234598e-07,0.001833250373500075,0.02290203076707808,0.0021437006779368322,0.014872687725689856,2.6358597668165103e-09,3.2438241735383453e-10,0.023208386883910578,0.00035873172953794995,7.171473142016273e-08,2.0490630804783817e-06,3.8369976384219825e-06,0.008601950541382882,7.692222737435062e-06,1.4901933953684323e-12,3.646245521434027e-10,0.00435902557567736,4.12369592586269e-06,2.757122673384094e-07,0.0022840326713242085,9.41025047810176e-10,1.6722690907357375e-12,4.037130366418163e-09
0.0002360654544190476,0.5239477256477496,3.76,0.0,0.015635769633257,0.551096319570762,0.4159167606691853,0.05248409240632891,7.199586053154778e-05,0.11166203374567568,0.3485292494245678,4.5867209018503814e-12,0.47422073764531875,8.067066494371307e-08,3.8421628664114964e-05,0.3749280683568761,0.002473319778285193,0.0009139544684524217,6.814073000361659e-05,0.00021947253274571293,0.4330885388769837,6.759928967175602e-05,2.1497343944243814e-05,0.014101192848631297,0.01776053706414948,2.6364521159585526e-05,1.7486281349054316e-05,0.0003126452553613553,1.4550718606060038e-07,0.05047527599832688,2.3287580685097254e-09,0.003432881102379461,1.565930253792806e-05,0.0001732592676309048,8.490556871004862e-06,1.6919528406850236e-07,0.0018277049866520464,0.02276118052589013,0.002142913393525705,0.014861500900061619,2.6372193526380216e-09,3.2232633470325394e-10,0.0232492763085715,0.00035734726296848227,7.172137050088327e-08,2.037413344401808e-06,3.837657402842171e-06,0.008671137554932583,7.726128934360982e-06,1.4819857934725054e-12,3.6237298857905083e-10,0.0043917147226403145,4.1392033758920445e-06,2.7677043608220746e-07,0.002292377347186859,9.444676463683392e-10,1.6562624702603919e-12,4.035240022113273e-09
0.00023756025919544844,0.5240782566638044,3.76,0.0,0.015387320351247567,0.5497956262451954,0.4167866859221436,0.05275279742717608,7.161110110211078e-05,0.11154788292566763,0.34958620736273016,4.56953149014327e-12,0.4742655727204875,8.05979408950947e-08,3.826722790949916e-05,0.376803132603666,0.0024607859404824,0.0009057656117783263,6.771335036353871e-05,0.00021863677882897917,0.4323042000776437,6.719450106362095e-05,2.1418207215847844e-05,0.01408808882518237,0.01782288039187411,2.625718076595375e-05,1.74120554207227e-05,0.0003107057491178535,1.4421774213823262e-07,0.05050016148559629,2.308273991694558e-09,0.0033973011205644344,1.55931179316121e-05,0.00017206278209086294,8.428637629718114e-06,1.67588474813376e-07,0.001822237515018566,0.022621439636572236,0.0021421320894407557,0.014850009376946674,2.638483335133013e-09,3.203013950000259e-10,0.023289544404253786,0.0003559816813549755,7.17288055308779e-08,2.0259185787661513e-06,3.838311852994279e-06,0.008740053727610261,7.759889789167668e-06,1.4738913643154258e-12,3.601527912615144e-10,0.004424337381552014,4.154562757051948e-06,2.778185667469367e-07,0.0023006813631007064,9.478934329064444e-10,1.6405336503546623e-12,4.033420425958517e-09
0.0002405498687482501,0.5243363406761617,3.76,0.0,0.014904436579652547,0.5472183176394623,0.4185084782039489,0.053286978594292204,7.086021421521186e-05,0.111319125277651,0.3516771155360764,4.5360484509130924e-12,0.47435007273552066,8.045953041037434e-08,3.796406991526475e-05,0.3805225193696914,0.002436191317626052,0.0008898044138775855,6.68808575249011e-05,0.00021701287949744475,0.4307441589040258,6.640541745043668e-05,2.126364533330227e-05,0.01406121711563653,0.01794664134074466,2.6047094360737648e-05,1.726722827535248e-05,0.00030691123573761236,1.417078681744576e-07,0.05054454929482746,2.268278049144898e-09,0.0033279155446086883,1.5463942025680305e-05,0.0001697267101842547,8.307630758669183e-06,1.6445709681130923e-07,0.001811530238185304,0.022345314695267994,0.002140587645606748,0.01482615041840301,2.6407323712419607e-09,3.163419637137554e-10,0.023368260882779473,0.0003533056828471819,7.174600687411683e-08,2.0033810553932547e-06,3.83960910481687e-06,0.008877078836818975,7.826988104543182e-06,1.4580321684490366e-12,3.558037609553105e-10,0.004489385893416597,4.1848465402520296e-06,2.7988533247584247e-07,0.0023171705079058844,9.54695850224591e-10,1.6098810325601824e-12,4.029988925070785e-09
0.00024353947830105176,0.5245905524311112,3.76,0.0,0.014439525485990527,0.5446723137077055,0.420206867336162,0.053816938349668754,7.013316785175233e-05,0.11108981183355682,0.3537379734960765,4.503703781298132e-12,0.4744279640704061,8.033001261150811e-08,3.766817643337247e-05,0.38420168014888356,0.0024122052358930435,0.0008743751409059173,6.60768056256522e-05,0.00021544987792824368,0.42919555957054467,6.564253295669282e-05,2.1113845680709108e-05,0.01403349866986377,0.018069199347549206,2.5842908587677633e-05,1.712704873248703e-05,0.00030322518463390144,1.3928599846716388e-07,0.05058200438641365,2.2295275648835152e-09,0.003260827525921573,1.5338860048493182e-05,0.00016746345156614975,8.190276690130625e-06,1.6143077484635965e-07,0.0018011167222122405,0.022073703668580073,0.0021390677057313823,0.014801184303487714,2.642622184180812e-09,3.1249838738626154e-10,0.023444622133915516,0.00035070083641352727,7.176622304980868e-08,1.981425518827863e-06,3.840897356896112e-06,0.009013036481762826,7.893541809203269e-06,1.442596766978387e-12,3.515721789892488e-10,0.00455417631905208,4.21456510699786e-06,2.819137606404198e-07,0.002333506089497868,9.614347767227578e-10,1.5802567704543737e-12,4.026826850575577e-09
0.0002465290878538534,0.5248410060053734,3.76,0.0,0.013991773401968244,0.5421566941429801,0.42188262688916617,0.05434277364976174,6.942882269934422e-05,0.11086000262333065,0.355769516445525,4.4724344233282065e-12,0.474499570368926,8.020883595968766e-08,3.737924908070005e-05,0.38784150754719215,0.002388802333218253,0.0008594512362911766,6.529978012276303e-05,0.0002139448416826808,0.4276583094401664,6.490456985204389e-05,2.096859539449109e-05,0.014004977111445582,0.01819059045539772,2.56443660091174e-05,1.6991305423549086e-05,0.0002996427995614543,1.3694759388482274e-07,0.05061280879876413,2.1919647379644388e-09,0.0031959567329687233,1.5217685235568572e-05,0.00016526953854659467,8.076432318714228e-06,1.5850429967632682e-07,0.0017909856700854669,0.02180663957754151,0.0021375725009111918,0.014775180056532071,2.644167383510876e-09,3.0876527310878016e-10,0.023518709782686952,0.00034816437328232533,7.178934308242762e-08,1.9600282324584598e-06,3.842183643089643e-06,0.00914793731829952,7.959573300768976e-06,1.4275671471331622e-12,3.474530490417055e-10,0.004618713695522463,4.243735340121839e-06,2.8390498471680795e-07,0.0023496937824338316,9.681125612565782e-10,1.5516098736186423e-12,4.023925352705461e-09
0.0002495186974066551,0.5250878107827766,3.76,0.0,0.01356041247359223,0.5396705808119692,0.42353649184074404,0.05486457757878072,6.874610707699101e-05,0.11062975482884983,0.35777246056875917,4.442181708796041e-12,0.4745651959029521,8.009548844077477e-08,3.709700450872838e-05,0.3914428685854206,0.002365958617958548,0.0008450078076168089,6.454845449870953e-05,0.00021249501341686128,0.426132311455555,6.419032838796819e-05,2.0827693425479227e-05,0.013975693749506597,0.018310849022734634,2.545122301979405e-05,1.685979885545237e-05,0.00029615955073439135,1.3468841036919178e-07,0.05063723174432069,2.155535178500575e-09,0.003133224771061055,1.510024136539257e-05,0.000163141712033213,7.965959330098686e-06,1.55672790381586e-07,0.0017811262854698366,0.021544142161447545,0.00213610214943209,0.014748202577830594,2.6453819150016814e-09,3.051375469127449e-10,0.023590601519758378,0.00034569364843623976,7.181525777313613e-08,1.93916664524749e-06,3.8434741673954735e-06,0.009281792018051545,8.025103394052435e-06,1.4129262610253286e-12,3.434416430682074e-10,0.004683002893659303,4.272373238038574e-06,2.8586007964574077e-07,0.002365738971150749,9.747314324913476e-10,1.5238925653401197e-12,4.021275764647908e-09
0.0002525083069594568,0.5253310720426548,3.76,0.0,0.013144717508823341,0.5372131353188352,0.42516916098062013,0.0553824395410122,6.808401229274518e-05,0.11039912294344273,0.3597475033327917,4.4128910054438525e-12,0.47462512697639037,7.998949438633498e-08,3.6821173528030594e-05,0.39500660542768845,0.0023436513817359423,0.0008310215069095426,6.382158382880297e-05,0.00021109779847079641,0.4246174649177945,6.349868121719018e-05,2.069094977908426e-05,0.013945687729019189,0.018430007821556304,2.5263248999288255e-05,1.6732340643126962e-05,0.0002927711578015199,1.3250447652865982e-07,0.05065553026038673,2.1201876743847617e-09,0.003072555256276931,1.498636206949124e-05,0.00016107690685977265,7.858724258313216e-06,1.5293167021587757e-07,0.0017715282501785542,0.02128621918479731,0.002134656670502999,0.01472031292450687,2.6462790942709618e-09,3.0161043205296597e-10,0.023660371338110543,0.000343286135551169,7.18438598913252e-08,1.9188193263198216e-06,3.844774383978503e-06,0.009414611244822665,8.0901514280442e-06,1.3986579671312914e-12,3.395334849966512e-10,0.004747048622671997,4.300493972388623e-06,2.877800656406149e-07,0.0023816467676622184,9.812935062393319e-10,1.4970600462655145e-12,4.0188696119334e-09
0.0002554979165122585,0.5255708908564681,3.76,0.0,0.0127440030636722,0.5347835567215938,0.42678129915213076,0.0558964454428962,6.744158827397204e-05,0.11016815892062787,0.3616953238033134,4.3845113872766635e-12,0.4746796332184259,7.989041149328854e-08,3.6551500340272756e-05,0.398533536095787,0.0023218591180714857,0.0008174704196331566,6.311799877569073e-05,0.00020975075347740455,0.42311366617428764,6.282856817982413e-05,2.0558184806278135e-05,0.013914996170394206,0.018548098129479378,2.5080225515996147e-05,1.660875278856664e-05,0.0002894735738897316,1.3039207253188014e-07,0.05066794982669479,2.085873970745379e-09,0.0030138738712080226,1.4875890188036043e-05,0.00015907223816185348,7.754598503814717e-06,1.5027664393188293e-07,0.0017621817025204778,0.02103286764659292,0.0021332359967315053,0.014691568571336208,2.6468716387112793e-09,2.981794282724775e-10,0.023728089754407038,0.00034093942198229954,7.187504441664376e-08,1.8989659030062528e-06,3.846089079429402e-06,0.009546405633965723,8.154735388790956e-06,1.3847469745946666e-12,3.3572433517929557e-10,0.004810855434867234,4.32811194690632e-06,2.89665911998265e-07,0.0023974220281057783,9.878007923201283e-10,1.471070272418962e-12,4.016698625422893e-09
0.0002584875260650602,0.5258073644608237,3.76,0.0,0.012357620752980516,0.5323810793953931,0.42837353933816313,0.0564066778651523,6.681793954289835e-05,0.10993691231260043,0.36361658297358784,4.35699534069638e-12,0.47472896877295895,7.979782813990125e-08,3.628774178835516e-05,0.4020244551681677,0.0023005614466171083,0.000804333962074469,6.243660014717097e-05,0.0002084515757712669,0.4216208092241771,6.21789915595657e-05,2.0429228540965216e-05,0.013883654298930716,0.018665149815871755,2.4901945582205666e-05,1.6488867009407955e-05,0.0002862629707359132,1.283477114249006e-07,0.050674724950511965,2.052548569855865e-09,0.00295710840429287,1.4768677170580455e-05,0.00015712498880854722,7.65345831754166e-06,1.4770367735084642e-07,0.0017530772163052578,0.020784074895373324,0.002131839985192674,0.01466202365250692,2.6471716977364337e-09,2.9484029305266066e-10,0.023793824015707895,0.00033865120381856704,7.190870865663652e-08,1.8795870021340932e-06,3.847422437386554e-06,0.009677185774516484,8.218872005877762e-06,1.3711787917158087e-12,3.3201017605550596e-10,0.0048744277303908665,4.355240844990154e-06,2.915185402756164e-07,0.0024130693681849373,9.942552009624118e-10,1.4458837552723416e-12,4.014754745297967e-09
0.00026147713561786186,0.5260405863815703,3.76,0.0,0.011984956783342682,0.530004971043725,0.42994648459144114,0.05691321622471576,6.62122215408582e-05,0.10970543039846545,0.36551192410428585,4.3302984946587895e-12,0.4747733733858375,7.971136097435019e-08,3.602966663531946e-05,0.40548013446129527,0.002279739042983378,0.0007915927871426905,6.177635388269527e-05,0.00020719809371993125,0.4201387862452602,6.154901171108827e-05,2.030392008778838e-05,0.013851695564169878,0.018781191421996073,2.4728212960413733e-05,1.637252412066743e-05,0.00028313572492500106,1.263681216143182e-07,0.050676079718572915,2.020168544525026e-09,0.0029021887737145746,1.4664582523111193e-05,0.00015523259788963065,7.555184754094292e-06,1.4520897847551595e-07,0.001744205780519166,0.02053981964981289,0.002130468427065886,0.014631729184408027,2.647190881319239e-09,2.915890241580991e-10,0.02385763829147071,0.00033641928103611465,7.19447523473322e-08,1.8606641946991441e-06,3.848778099903187e-06,0.009806962193924955,8.282576839362497e-06,1.357939677550494e-12,3.28387198663367e-10,0.0049377697619585,4.381893676455825e-06,2.933388272664327e-07,0.002428593177500559,1.000658548744938e-09,1.4214633768337126e-12,4.013030125777449e-09
0.00026446674517066355,0.5262706466195647,3.76,0.0,0.011625429690977317,0.5276545308483085,0.431500709819898,0.05741613692693641,6.56236372045278e-05,0.10947375830301892,0.3673819730721602,4.3043793755471876e-12,0.4748130733980379,7.963065267275686e-08,3.577705491399801e-05,0.40890132369316634,0.002259373573824754,0.0007792286979406119,6.113628645250431e-05,0.00020598825783642422,0.4186674880505737,6.0937743036260046e-05,2.0182107055607917e-05,0.013819151749862323,0.01889625023554139,2.4558841516342707e-05,1.6259573459226744e-05,0.0002800884051261702,1.2445023115907326e-07,0.050672228317344074,1.988693366926689e-09,0.0028490470377329127,1.4563473294972922e-05,0.00015339265013096615,7.4596635991236606e-06,1.4278898026915544e-07,0.0017355587798577304,0.020300072931069533,0.002129121056127445,0.01460073327077737,2.6469402868934225e-09,2.884218435760099e-10,0.023919593851751676,0.00033424155277696487,7.198307775480681e-08,1.8421799437913254e-06,3.850159224369e-06,0.009935745345093701,8.345864375129709e-06,1.3450165968171713e-12,3.2485179008119743e-10,0.0050008856395544286,4.4080828219169196e-06,2.9512760795231975e-07,0.0024439976328416886,1.0070125641060535e-09,1.3977742211142327e-12,4.011517138151377e-09
0.00026745635472346524,0.5264976318165028,3.76,0.0,0.01127848825743418,0.5253290877414825,0.43303676344492853,0.057915513509064244,6.505143382146272e-05,0.10924193910735527,0.36922733872560887,4.279199185041747e-12,0.47484828265753654,7.955536992498412e-08,3.552969730834552e-05,0.4122887511302555,0.0022394476365151118,0.0007672245680881418,6.0515480655973437e-05,0.00020482013257599254,0.4172068044859439,6.0344350303787493e-05,2.006364502997371e-05,0.013786053075704671,0.019010352360201096,2.4393654618258663e-05,1.614987234990821e-05,0.000277117760209313,1.2259115323435902e-07,0.05066337552475602,1.958084750169752e-09,0.0027976173938582256,1.4465223603777771e-05,0.00015160286610433967,7.366785277117324e-06,1.404403248117332e-07,0.001727127976172284,0.02006479891711459,0.0021277975563673726,0.014569081292372683,2.6464305247825624e-09,2.8533518270168495e-10,0.02397974923321037,0.0003321160127744146,7.202358972115434e-08,1.8241175556431827e-06,3.851568531034949e-06,0.010063545595387618,8.408748099907693e-06,1.3323971779395552e-12,3.214005217416054e-10,0.0050637793350791025,4.433820072031114e-06,2.968856780888153e-07,0.002459286710559493,1.0133188924727175e-09,1.3747834190293898e-12,4.0102083713997525e-09
0.0002704459642762669,0.5267216254077106,3.76,0.0,0.010943609581820437,0.5230279987883524,0.43455516894655893,0.05841141677583274,6.449490013359197e-05,0.1090100139522767,0.37104861324547783,4.254721596209677e-12,0.4748792033598354,7.948520160358966e-08,3.52873945584392e-05,0.41564312421863603,0.0022199447029279708,0.0007555642680465059,5.99130717332112e-05,0.00020369188877807556,0.41575662477763076,5.976804523722115e-05,1.9948397082905124e-05,0.01375242829179371,0.019123522780810222,2.4232484572953365e-05,1.6043285610265536e-05,0.0002742207081589056,1.207881728596653e-07,0.050649717175902935,1.9283065013845312e-09,0.00274783616878229,1.4369714193828649e-05,0.00014986109316369396,7.27644474435952e-06,1.381598486887674e-07,0.0017189054907329727,0.019833955727104405,0.0021264975688443837,0.014536816082892385,2.6456717422842588e-09,2.823256686159313e-10,0.024038160394195686,0.0003300407449371599,7.206619570348699e-08,1.8064611335844988e-06,3.85300834831347e-06,0.010190373217290292,8.471240573181795e-06,1.3200696736105166e-12,3.180301384507844e-10,0.005126454686942936,4.459116666034899e-06,2.986137966903869e-07,0.002474464198122523,1.0195791010499156e-09,1.3524600053880706e-12,4.009096632380912e-09
0.0002734355738290686,0.5269427077656846,3.76,0.0,0.01062029729749568,0.5207506476718164,0.43605642630323277,0.058903914927582283,6.395336362944867e-05,0.10877802213501135,0.37284637250974056,4.2309125675888136e-12,0.4749060268228295,7.94198570579534e-08,3.504995691483821e-05,0.4189651301991589,0.0022008490670594855,0.000744232597041451,5.932824379044435e-05,0.00020260179667312616,0.41431683783549333,5.920808337163129e-05,1.9836233316788755e-05,0.013718304766346567,0.01923578542431921,2.4075172097724352e-05,1.593968508824146e-05,0.0002713943257598251,1.1903873473547124e-07,0.05063144060400956,1.899324385847385e-09,0.002699641800287357,1.4276832024763092e-05,0.00014816529707889907,7.18854137001726e-06,1.3594456955874048e-07,0.0017108837872119702,0.019607496140328137,0.0021252206977741884,0.014503978092130483,2.6446736464766437e-09,2.7939011137369386e-10,0.024094880859633364,0.0003280139190971053,7.211080578708155e-08,1.789195534595928e-06,3.854480652926855e-06,0.010316238380534118,8.533353498949582e-06,1.30802292400108e-12,3.147375481529861e-10,0.0051889154045817185,4.4839833260726895e-06,3.00312688328466e-07,0.0024895337049062266,1.0257946832924981e-09,1.3307747874105542e-12,4.0081749438293035e-09
0.0002764251833818703,0.5271609563369035,3.76,0.0,0.010308079923931228,0.5184964432752144,0.43754101333213524,0.059393073681247084,6.34261880489438e-05,0.10854600119961966,0.3746211764607843,4.207740173519287e-12,0.4749289342004933,7.935906457900795e-08,3.481720362440821e-05,0.4222554367065651,0.0021821457962570255,0.0007332152202525615,5.876022651309759e-05,0.00020154821942905884,0.41288733251587395,5.866376115958847e-05,1.972703043862157e-05,0.013683708567082847,0.01934716321681637,2.3921565831314546e-05,1.5838949232041267e-05,0.00026863583900483396,1.1734043201158029e-07,0.05060872505764326,1.871106001186897e-09,0.0026529748121191963,1.4186469890105768e-05,0.00014651355431422652,7.102978807685083e-06,1.3379167380075516e-07,0.0017030556554145225,0.019385368253388057,0.002123966515893249,0.014470605537129335,2.64344552580021e-09,2.7652549222707657e-10,0.0241499618562663,0.00032603378692272055,7.21573326906578e-08,1.7723063283772556e-06,3.855987105231895e-06,0.010441151145574699,8.59509778515726e-06,1.296246322430352e-12,3.1151981236865165e-10,0.005251165072869438,4.508430288392206e-06,3.019830451686396e-07,0.0025044986722574966,1.0319670630762887e-09,1.309700223820191e-12,4.007436542720044e-09
0.000279414792934672,0.5273764457715325,3.76,0.0,0.01000650934249496,0.5162648183557508,0.4390093869375626,0.059878956384593694,6.29127710832125e-05,0.10831398702160033,0.37637356947405254,4.185174448373646e-12,0.47494809714061687,7.930256999782893e-08,3.458896243480117e-05,0.42551469235270556,0.0021638206858234543,0.0007224986108399994,5.8208292123254564e-05,0.00020052960717765312,0.4114679978488934,5.813441328719128e-05,1.9620671363851186e-05,0.013648664536761439,0.019457678136873085,2.3771521872482627e-05,1.57409626903702e-05,0.00026594261413727697,1.1569099602528614e-07,0.050581742095477604,1.843620660765694e-09,0.0026077777828984053,1.4098526061773366e-05,0.00014490404487631488,7.019664859853427e-06,1.3169850512686094e-07,0.0016954141958009515,0.01916751608025834,0.0021227345692260377,0.014436734542269633,2.641996270478485e-09,2.737289527243241e-10,0.024203452438924966,0.0003240986779972558,7.220569175798894e-08,1.7557797588435216e-06,3.857529082097226e-06,0.010565121458235884,8.656483601366117e-06,1.284729783118608e-12,3.083741372239078e-10,0.005313207156432009,4.532467334525776e-06,3.0362552900539767e-07,0.0025193623828860708,1.0380975985900601e-09,1.2892103133782375e-12,4.006874877227506e-09
0.0002824044024874737,0.5275892480453568,3.76,0.0,0.009715159383890743,0.5140552283010394,0.44046198427566136,0.060361624124212414,6.241254222628453e-05,0.108082013887257,0.3781040807269084,4.163187244319234e-12,0.47496367839225817,7.925013537762216e-08,3.43650691384902e-05,0.42874352729423665,0.0021458602166889757,0.0007120699963354114,5.767175258126456e-05,0.00019954449148414745,0.410058723234926,5.761941020107953e-05,1.951704484859664e-05,0.013613196363419216,0.01956735126552482,2.3624903348162335e-05,1.5645615940637124e-05,0.00026331214930025757,1.1408828684098716e-07,0.05055065596013148,1.8168392854883736e-09,0.0025639953101593838,1.4012903959469977e-05,0.00014333504568335678,6.938511337725231e-06,1.2966255406476378e-07,0.0016879528047472764,0.018953880100345,0.0021215243813484308,0.014402399269316551,2.6403343918569717e-09,2.7099778461553385e-10,0.024255399608595,0.00032220699606528636,7.225580091261885e-08,1.7396027079132347e-06,3.859107705596979e-06,0.010688159145371806,8.717520432706407e-06,1.2734637111257731e-12,3.052978650948471e-10,0.0053750450038561135,4.556103818719012e-06,3.052407731047498e-07,0.00253412796964138,1.04418758597261e-09,1.269280491937851e-12,4.0064836019601715e-09
0.00028539401204027536,0.5277994325748444,3.76,0.0,0.009433624516887855,0.5118671499622158,0.4418992238425842,0.06084113582771595,6.192496078615681e-05,0.10785011456828039,0.37981322456676114,4.1417521007857834e-12,0.47497583236777013,7.92015378343428e-08,3.4145367147397024e-05,0.4319425537852047,0.0021282515158590966,0.0007019173090027563,5.7149956998885246e-05,0.0001985914802455597,0.4086593986142496,5.71181558200374e-05,1.9416045145876067e-05,0.013577326645779713,0.019676202833156048,2.348158001629177e-05,1.5552804942116657e-05,0.0002607420667615466,1.1253028451019048e-07,0.05051562393240664,1.7907343033358742e-09,0.002521573970422273,1.3929511843934866e-05,0.00014180492442275377,6.85943391831848e-06,1.2768144824240093e-07,0.0016806651604906516,0.018744397758953864,0.0021203354572051957,0.0143676320382946,2.638468040732642e-09,2.683294204586616e-10,0.024305848422947092,0.0003203572154493507,7.230758065346743e-08,1.723762661441833e-06,3.860723869617326e-06,0.010810273911409202,8.77821712885963e-06,1.2624389742942556e-12,3.022884667879965e-10,0.0054366818517821635,4.579348692969394e-06,3.068293838331541e-07,0.002548798423725661,1.0502382627160248e-09,1.2498875373468504e-12,4.006256575609798e-09
0.00028838362159307705,0.5280070663260676,3.76,0.0,0.009161518630351346,0.5097000805584394,0.4433215064915601,0.061317548360475864,6.14495140469701e-05,0.10761832039189524,0.3815015008776153,4.1208441244690215e-12,0.4749847056631003,7.915656845797214e-08,3.392970708024005e-05,0.43511236671475506,0.002110982319488786,0.0006920291398742834,5.664228924045785e-05,0.0001976692529348727,0.4072699146129323,5.663008540912909e-05,1.931757168377225e-05,0.013541076954205013,0.019784252263493875,2.3341427888033273e-05,1.5462430811281196e-05,0.000258230105646727,1.110150810586886e-07,0.050476796666989655,1.7652795561672918e-09,0.0024804622759986936,1.3848262529240274e-05,0.00014031213385759747,6.782352000242375e-06,1.2575294342092898e-07,0.00167354520974745,0.018539003923674035,0.002119167286513541,0.014332463439887118,2.6364050247234752e-09,2.657214249050653e-10,0.02435484209985,0.000318547877630597,7.23609540229674e-08,1.7082476771188708e-06,3.862378263702514e-06,0.01093147533566401,8.838581950098092e-06,1.2516468768627914e-12,2.993435342044459e-10,0.005498120828884784,4.602210532054284e-06,3.0839194230242647e-07,0.0025633766023821034,1.0562508108513203e-09,1.231009481676284e-12,4.0061878562826526e-09
