Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344)
7.354332940275083e-08,0.4420282684876893,3.76,0.0,0.8991024454588047,0.9999999142534847,7.042399408104181e-10,1.2388609824494148e-09,1.2095567486520237e-09,0.00018990991367061645,0.0001899099646523903,4.614180775892311e-15,1.7059362610665836e-08,2.6978050413817008e-11,3.1665496497003e-11,7.447138776785428e-12,8.43013759046923e-08,8.673406252377885e-12,2.170253503202926e-08,3.75834901146513e-08,5.996570839471135e-08,1.776634005208302e-08,6.540186514930703e-13,1.336619207257256e-11,3.638425130655024e-12,3.491737630760358e-10,2.647687046001205e-17,1.163491449206352e-17,8.965385275829818e-11,1.0134002813477785e-14,1.5839883858033612e-22,1.7553755317195214e-11,3.1540893900635877e-17,5.01244031177168e-18,9.701493606832504e-21,7.156520661738425e-21,5.676578637520491e-08,3.6014482901308354e-10,5.600244806405532e-08,2.433686943054527e-15,5.214980619473638e-22,9.711076752846622e-18,1.289205194094136e-10,1.0597603999230882e-22,1.5917659589880822e-22,4.616799656695461e-13,9.498355715887255e-25,8.725800481718833e-25,7.711651494411135e-28,2.8326969838183126e-24,7.0491814199356705e-22,2.5142992834182246e-15,4.67645834853358e-34,2.9591807333866856e-36,2.898979795765209e-20,6.644602456498759e-28,8.749298442766966e-26,1.869415141773756e-30
7.58135951481388e-08,0.44202872668615467,3.76,0.0,0.8990965778695653,0.9999999114402086,7.761380101356496e-10,1.315922240556027e-09,1.2876869535006629e-09,0.00019577174888852036,0.00019577180308883387,4.757024374439278e-15,1.836959504551484e-08,2.8223799038207013e-11,3.40460409932625e-11,8.280427283552265e-12,8.7013772972282e-08,9.225615314372585e-12,2.2238086103792484e-08,3.911480838316975e-08,6.31229934504486e-08,1.805362637627831e-08,7.05189505261482e-13,1.4213218841205888e-11,3.937656052124298e-12,3.673057285312626e-10,2.976246814745856e-17,1.3462286508078331e-17,9.212311611055644e-11,1.102511510320496e-14,1.8418831480082997e-22,1.8523339889119017e-11,3.505747122120752e-17,5.735272794980049e-18,1.1144283442822727e-20,8.268425130753627e-21,5.850246548361944e-08,3.826496020967939e-10,5.769179188372175e-08,2.630449231777345e-15,5.675783531903775e-22,1.0675938258070057e-17,1.3697786880394584e-10,1.1872430136326284e-22,1.8489727105099769e-22,4.799899904891892e-13,1.072744349849306e-24,1.0249763223163967e-24,8.966287315728984e-28,3.137547437224496e-24,7.834134228794089e-22,2.796550432988294e-15,5.872484663266574e-34,3.763954274138414e-36,3.322790855519808e-20,7.8305619469232645e-28,1.0049906629836092e-25,2.3058276515414608e-30
7.808386089352678e-08,0.442029184886265,3.76,0.0,0.8990907102565224,0.9999999086172945,8.525868732407491e-10,1.3952713960278526e-09,1.3676029883646581e-09,0.00020163354575304622,0.00020163360327195163,4.89986703664291e-15,1.9732178596110684e-08,2.947923754751741e-11,3.6511573682847285e-11,9.1749962565013e-12,8.97321175216187e-08,9.795316607580463e-12,2.2774143930928476e-08,4.0650226547230787e-08,6.634542959601539e-08,1.8337303360797646e-08,7.588711756373215e-13,1.508649172205654e-11,4.250544471479309e-12,3.85578972256571e-10,3.33279072291072e-17,1.55047624937363e-17,9.458949860360168e-11,1.1964767181511956e-14,2.131295320296401e-22,1.9516559108888665e-11,3.884807135126854e-17,6.537220157026196e-18,1.2740897642696751e-20,9.512115264114074e-21,6.02382119724343e-08,4.058318428959791e-10,5.937881109418683e-08,2.836368664996615e-15,6.161802951287838e-22,1.1697074195109975e-17,1.4527789291962165e-10,1.3256215866352783e-22,2.1363636084917814e-22,4.983175222365177e-13,1.2069956509455851e-24,1.1979620320597577e-24,1.037591609766597e-27,3.462671656049999e-24,8.673203604020338e-22,3.099622003675951e-15,7.324146308971816e-34,4.7557010174703685e-36,3.7937275239792324e-20,9.184917714338944e-28,1.1497649607261483e-25,2.8259996793662414e-30
8.035412663891476e-08,0.44202964308800397,3.76,0.0,0.8990848426194258,0.9999999057847414,9.336871996317816e-10,1.476905266883227e-09,1.4492313776249632e-09,0.00020749530426394992,0.00020749536520163998,5.042708764668453e-15,2.114724612777908e-08,3.0743724419362114e-11,3.9061116613123224e-11,1.0132977789706894e-11,9.245640176099095e-08,1.0382547680733202e-11,2.331082363231245e-08,4.218939112391631e-08,6.963279369559501e-08,1.86177281476266e-08,8.151158285669712e-13,1.5986023893513376e-11,4.577202421096737e-12,4.039806147552042e-10,3.7186265295100207e-17,1.77794654181826e-17,9.705421755982639e-11,1.2954133024188593e-14,2.4548358909758595e-22,2.0533436459633498e-11,4.292511114331179e-17,7.424314566524224e-18,1.4501477889534865e-20,1.0898557747888648e-20,6.197302633921569e-08,4.2969115911035706e-10,6.106350891951215e-08,3.051590954908315e-15,6.673650973147306e-22,1.2775237246588918e-17,1.5382045842528588e-10,1.4754819462774642e-22,2.4561443241493145e-22,5.1665809043058e-13,1.35324181245943e-24,1.3935477289133524e-24,1.1953916638676256e-27,3.808608914970796e-24,9.56788038616674e-22,3.4242400671378547e-15,9.075874025626941e-34,5.970797708970939e-36,4.315447560065932e-20,1.0725726806562404e-27,1.310416990574134e-25,3.442699412248058e-30
8.262439238430273e-08,0.44203010129135717,3.76,0.0,0.8990789749580427,0.9999999029425476,1.019535474806905e-09,1.5608206755764413e-09,1.532500371586584e-09,0.00021335702442098586,0.0002133570888777941,5.185549559808831e-15,2.261491923795139e-08,3.2016660575392754e-11,4.169364603231166e-11,1.1156479021140363e-11,9.518661975089193e-08,1.0987346039306313e-11,2.3848220870702284e-08,4.373199370121686e-08,7.298489767404841e-08,1.889522514221342e-08,8.739747851045127e-13,1.6911828862267018e-11,4.917735515078419e-12,4.2249900005955533e-10,4.135070695796959e-17,2.0304238444532787e-17,9.951832663266339e-11,1.3994388067934104e-14,2.8152306995433594e-22,2.1574000116056734e-11,4.73011641669424e-17,8.402853306890461e-18,1.6436433415012664e-20,1.2439252826629195e-20,6.370690908125969e-08,4.5422715865043907e-10,6.274588857926924e-08,3.2762623407915206e-15,7.21194043105795e-22,1.3911117857388835e-17,1.62605432063846e-10,1.6374257769408097e-22,2.810576837787683e-22,5.350077481755845e-13,1.5121522112576159e-24,1.6138692727641578e-24,1.3714348262870996e-27,4.175894340875269e-24,1.0519641458488962e-21,3.771122090164375e-15,1.1178127976761325e-33,7.451379405656447e-36,4.8917724928663054e-20,1.2472375259393908e-27,1.488164490383559e-25,4.1701584647546254e-30
8.489465812969071e-08,0.4420305594963128,3.76,0.0,0.8990731072721555,0.9999999000907097,1.1102241041402184e-09,1.647014448991557e-09,1.6173400979955674e-09,0.00021921870622390694,0.00021921877430030755,5.328389419085489e-15,2.4135309703674907e-08,3.3297486572274903e-11,4.440809818276742e-11,1.2247581064608986e-11,9.792276719838377e-08,1.1609749156824426e-11,2.4386414450696087e-08,4.5277765719987996e-08,7.64015846213856e-08,1.9170089021961937e-08,9.354985198296546e-13,1.786392050912988e-11,5.272243385578944e-12,4.41123598761028e-10,4.5834478150320517e-17,2.3097647322191504e-17,1.0198273369807765e-10,1.5086709420218197e-14,3.2153208645318743e-22,2.2638282136803026e-11,5.198895733707063e-17,9.479401845314047e-18,1.855643897277732e-20,1.4146241423003035e-20,6.543986069559257e-08,4.794394496374132e-10,6.442595328854454e-08,3.510529658934795e-15,7.777285010150638e-22,1.5105347979967245e-17,1.716326806522276e-10,1.8120708389711282e-22,3.201976771507758e-22,5.533630113063596e-13,1.6844133577993873e-24,1.8611915858106e-24,1.567196280150484e-27,4.5650597746319416e-24,1.1529952370239151e-21,4.140976566131615e-15,1.368799599664457e-33,9.246049073619463e-36,5.526689516631205e-20,1.4445631423935722e-27,1.6842793425866384e-25,5.024186138456922e-30
8.716492387507868e-08,0.4420310177028612,3.76,0.0,0.8990672395615606,0.9999998972292239,1.2058415246650189e-09,1.7354834184362279e-09,1.7036826822880329e-09,0.00022508034967246457,0.00022508042146907295,5.471228343245662e-15,2.570852075987086e-08,3.458567997918881e-11,4.720337464069504e-11,1.3408338080850545e-11,1.0066484127360312e-07,1.2249794484901189e-11,2.4925468598668974e-08,4.68264738348235e-08,7.98827253196016e-08,1.9442587466183387e-08,9.997366615973406e-13,1.8842313127889196e-11,5.640820089900078e-12,4.598449158993897e-10,5.0650901042880045e-17,2.6178982579908882e-17,1.0444821730972679e-10,1.623227603184912e-14,3.6580631741523823e-22,2.3726317765990074e-11,5.7001367808627e-17,1.0660796832074624e-17,2.0872433244197268e-20,1.6032112054782025e-20,6.717188167897091e-08,5.053276404030297e-10,6.610370625794479e-08,3.754540396513092e-15,8.370299340647932e-22,1.6358504750006602e-17,1.8090207108131447e-10,2.000051191147385e-22,3.6327108298074445e-22,5.717208046625429e-13,1.870728996295336e-24,2.13791242768832e-24,1.7842216506398162e-27,4.976634587398542e-24,1.2600269737217204e-21,4.534502694468821e-15,1.6669830327585028e-33,1.1410650400821879e-35,6.224353339626352e-20,1.6667699527869044e-27,1.900088217251538e-25,6.0222885428435816e-30
8.943518962046666e-08,0.44203147591099423,3.76,0.0,0.8990613718260679,0.9999998943580858,1.3064723230384684e-09,1.8262244196355312e-09,1.7914623400378849e-09,0.00023094195476640902,0.00023094203038398156,5.61406633468825e-15,2.7334648227355088e-08,3.5880752929398834e-11,5.007834723429802e-11,1.4640776476781156e-11,1.034128404460329e-07,1.2907519462151597e-11,2.5465434962219984e-08,4.8377915790629084e-08,8.342821514635493e-08,1.9712963633548683e-08,1.0667379963201202e-12,1.984702145806233e-11,6.023554490314824e-12,4.786544040410332e-10,5.581336952278446e-17,2.956826154295431e-17,1.0691544169365276e-10,1.743226883739776e-14,4.1465304441222765e-22,2.483814483038769e-11,6.235142010697087e-17,1.1954149035395006e-17,2.3395617637718463e-20,1.811000756586769e-20,6.890297252788213e-08,5.318913394894842e-10,6.777915069360284e-08,4.0084427317745004e-15,8.99159907419546e-22,1.767111408707304e-17,1.904134703158761e-10,2.2020174161112164e-22,4.105194354192473e-22,5.90078414645266e-13,2.0718202093637423e-24,2.446566192635474e-24,2.024128190370914e-27,5.4111464116303154e-24,1.3732043423954815e-21,4.952390104344937e-15,2.0195924052891714e-33,1.400910734185067e-35,6.989087990717755e-20,1.916227345032892e-27,2.136973199730291e-25,7.18379261702451e-30
9.170545536585464e-08,0.44203193412070557,3.76,0.0,0.8990555040654975,0.9999998914772901,1.4121973580998344e-09,1.9192342927258117e-09,1.880615444921442e-09,0.00023680352150548935,0.00023680360104492385,5.756903391077148e-15,2.901378150838967e-08,3.7182249833755846e-11,5.3031862571471574e-11,1.5946894222240632e-11,1.0616676433831353e-07,1.3582961522105787e-11,2.6006354364022092e-08,4.9931916755719824e-08,8.703797131284163e-08,1.9981438411742543e-08,1.136550471509192e-12,2.0878060712359198e-11,6.420530608532777e-12,4.975443817577169e-10,6.133534517740481e-17,3.328623019623805e-17,1.0938497029461126e-10,1.8687870868220078e-14,4.683911846734354e-22,2.5973803219707717e-11,6.805228346723762e-17,1.3366846216739402e-17,2.613745544290484e-20,2.0393631687060824e-20,7.063313373854461e-08,5.591301556493033e-10,6.945228979718377e-08,4.2723855626797715e-15,9.641800945546268e-22,1.9043654198221262e-17,2.0016674539448695e-10,2.418636848229958e-22,4.621888995880966e-22,6.084334472716819e-13,2.2884255260231286e-24,2.7898277292827417e-24,2.2886059595327658e-27,5.869121770139425e-24,1.4926718516648434e-21,5.395318618897635e-15,2.4347228415832398e-33,1.7114333964797203e-35,7.825388587379559e-20,2.1954590690872908e-27,2.396372404139207e-25,8.529975086454122e-30
9.397572111124261e-08,0.4420323923319906,3.76,0.0,0.8990496362796806,0.999999888586831,1.5230938866654293e-09,2.0145098822485265e-09,1.971080575191513e-09,0.0002426650498894534,0.00024266513345178896,5.899739511652605e-15,3.074600446488598e-08,3.848974524518109e-11,5.606274620507732e-11,1.7328660274654732e-11,1.0892661359569182e-07,1.4276158100234364e-11,2.6548258339482467e-08,5.148832606095795e-08,9.071193039944068e-08,2.0248212460842597e-08,1.2092212023362487e-12,2.1935446599525152e-11,6.831827956531059e-12,5.165079575227788e-10,6.723035373475708e-17,3.735436491172199e-17,1.1185727795724499e-10,2.000026734201959e-14,5.273513214583162e-22,2.7133334439466458e-11,7.411726935876345e-17,1.4906555950696394e-17,2.910967130230191e-20,2.2897255440200404e-20,7.236236580690793e-08,5.870436978452292e-10,7.112312676589107e-08,4.546518525829081e-15,1.032152282164077e-21,2.0476558958209774e-17,2.101617634294371e-10,2.650593803463949e-22,5.185300508350055e-22,6.267837910700307e-13,2.5213010320303728e-24,3.1705161834695e-24,2.5794190012962513e-27,6.351086661646329e-24,1.6185737096188486e-21,5.863958056699116e-15,2.9214112236467697e-33,2.080921826150444e-35,8.737923068275468e-20,2.5071486515323354e-27,2.679780573732502e-25,1.0084196391405528e-29
9.624598685663059e-08,0.4420328505448453,3.76,0.0,0.8990437684684569,0.9999998856867018,1.6392356914195026e-09,2.1120480371441105e-09,2.0627985413229836e-09,0.000248526539918048,0.0002485266276044652,6.042574699201061e-15,3.253139619203669e-08,3.9802841864278984e-11,5.916980646099235e-11,1.8788014103030335e-11,1.1169238976949223e-07,1.4987146640178646e-11,2.709117048282508e-08,5.3047014302143584e-08,9.445004615821556e-08,2.051346806908012e-08,1.2847964790147877e-12,2.301919534312267e-11,7.257521845301494e-12,5.355389589002729e-10,7.351198191761518e-17,4.179487405555847e-17,1.1433276186088705e-10,2.137064573219235e-14,5.918757321822988e-22,2.831678122763623e-11,8.055982917420446e-17,1.6581228392931014e-17,3.2324250966803857e-20,2.5635723397354172e-20,7.409066922865337e-08,6.156315752501038e-10,7.27916647924733e-08,4.830992007202703e-15,1.1031383739820142e-21,2.197022115462083e-17,2.203983916066391e-10,2.898589810898174e-22,5.797976659567257e-22,6.451275842687838e-13,2.7712204817550628e-24,3.59159886428721e-24,2.8984065128181896e-27,6.8575670906264e-24,1.751053982156181e-21,6.358968067496721e-15,3.48971646570538e-33,2.518768366586412e-35,9.731533893101816e-20,2.8541448263334048e-27,2.988749669070083e-25,1.1872039625985661e-29
9.851625260201856e-08,0.44203330875926733,3.76,0.0,0.8990379006316751,0.9999998827768958,1.7606932099176514e-09,2.211845610745839e-09,2.1557123972214678e-09,0.000254387991591019,0.00025438808350284015,6.185408952591827e-15,3.43700316986629e-08,4.1121168676963784e-11,6.235183795220488e-11,2.0326865303376525e-11,1.1446409521317854e-07,1.5715964599268522e-11,2.763510762322086e-08,5.460787076777501e-08,9.825228755487235e-08,2.0777370837754886e-08,1.3633217753234409e-12,2.4129323696739476e-11,7.697683672947989e-12,5.546318668526995e-10,8.019387467191861e-17,4.6630699488563235e-17,1.1681175131666507e-10,2.280019581976222e-14,6.6231841454817455e-22,2.9524187227406367e-11,8.73935520649033e-17,1.8399098999228098e-17,3.5793441302914304e-20,2.8624459805299824e-20,7.581804449919392e-08,6.44893397246755e-10,7.445790706523088e-08,5.125957146027706e-15,1.1772003936720715e-21,2.3524995596795802e-17,2.3087649718553033e-10,3.1633438456515533e-22,6.462505262520631e-22,6.634631858015783e-13,3.038975410885634e-24,4.056195133484349e-24,3.247484012046466e-27,7.389089505453585e-24,1.890256733619744e-21,6.880997999500248e-15,4.150804245722076e-33,3.0355832107069246e-35,1.0811239712048099e-19,3.239466980383132e-27,3.3248894447682895e-25,1.3921454526845026e-29
9.999999999999998e-08,0.4420337669752552,3.76,0.0,0.8990340656537282,0.9999998808699402,1.8429771704864302e-09,2.2782883510705755e-09,2.217056826478749e-09,0.0002582187619021831,0.00025821885663036213,6.278758730710966e-15,3.560048866120905e-08,4.198542956391088e-11,6.447140562520217e-11,2.1376447473345022e-11,1.1627876718547287e-07,1.6201940437918268e-11,2.799116074858641e-08,5.562910488659114e-08,1.0077190907671863e-07,2.0949187744700827e-08,1.4162579235414593e-12,2.486911789913195e-11,7.993204612464028e-12,5.67141238600556e-10,8.478369803750939e-17,5.001607917385885e-17,1.1843393702670435e-10,2.3767030759387983e-14,7.117289378874161e-22,3.032626293136393e-11,9.207769528864778e-17,1.966861889616415e-17,3.820429933243924e-20,3.0720627675078616e-20,7.694648090112491e-08,6.643816342090048e-10,7.55456518925171e-08,5.324475285307653e-15,1.2272958873372914e-21,2.457430485356576e-17,2.3785495139922847e-10,3.3457821049729513e-22,6.926084244060277e-22,6.754414163665845e-13,3.223991899597671e-24,4.384906413937389e-24,3.492834278404686e-27,7.75025286213422e-24,1.9849349981519517e-21,7.237080096639138e-15,4.6388533657212974e-33,3.421673940821623e-35,1.1565886050662421e-19,3.513525990335938e-27,3.560052268677304e-25,1.541665493432773e-29
1.0078651834740654e-07,0.4420337669752552,3.76,0.0,0.8990320327691909,0.9999998798574057,1.8875336638284977e-09,2.3138994607737056e-09,2.2497674371865428e-09,0.0002602494049081114,0.0002602495011468003,6.328242269878558e-15,3.626198250467703e-08,4.244437921542162e-11,6.560762480107972e-11,2.1947093298060764e-11,1.1724173298968267e-07,1.6462649453404165e-11,2.8180080850849774e-08,5.617080115720488e-08,1.0211863702485615e-07,2.1040071210936212e-08,1.444841758110774e-12,2.526584895607042e-11,8.15238119349907e-12,5.737817549871081e-10,8.728973273305725e-17,5.1885517972590535e-17,1.1929451651383023e-10,2.429010973046026e-14,7.390451109152305e-22,3.075559670902317e-11,9.463216290603685e-17,2.036869119838799e-17,3.9529750522513327e-20,3.1879474584595434e-20,7.754449211367483e-08,6.748287734278809e-10,7.61218567680227e-08,5.431565832928443e-15,1.2544004869160715e-21,2.5141202084027256e-17,2.4159594749897353e-10,3.4455925629079802e-22,7.181512321806974e-22,6.817891496885511e-13,3.32537524935667e-24,4.56758031831274e-24,3.628644500464922e-27,7.946181194054925e-24,2.036326151063331e-21,7.430686795631185e-15,4.9170363181911464e-33,3.643317249817325e-35,1.198223700703459e-19,3.6663106125197836e-27,3.6898680155515033e-25,1.626290654899563e-29
1.0305678409279452e-07,0.4420342251928083,3.76,0.0,0.8990261648808668,0.9999998769282237,2.019821187641332e-09,2.4182064493283093e-09,2.344911180637833e-09,0.00026611077986906897,0.00026611088053623145,6.4710746534738874e-15,3.8207317165179244e-08,4.377214993417067e-11,6.893594359075517e-11,2.3650547112027186e-11,1.2002530678878568e-07,1.7227238701371773e-11,2.872609641102278e-08,5.7735725557124106e-08,1.0604908892035122e-07,2.1301705864448087e-08,1.529400297636473e-12,2.642878896827938e-11,8.621678767730854e-12,5.929842335441834e-10,9.481331049668632e-17,5.758374249429132e-17,1.2178127629537837e-10,2.5841581959248366e-14,8.224333311183829e-22,3.201105433432536e-11,1.0228952037700261e-16,2.2498819021485555e-17,4.354594860776762e-20,3.5417369211684887e-20,7.927001256697365e-08,7.054373135959357e-10,7.778351708027319e-08,5.747970703383525e-15,1.3348009228234377e-21,2.6819128225172156e-17,2.525566099531558e-10,3.7460905328429965e-22,7.957660293255832e-22,7.001042023939761e-13,3.631247433978892e-24,5.129189647847224e-24,4.043959621854303e-27,8.529370650471986e-24,2.189406653375384e-21,8.008662916293358e-15,5.802064532841813e-33,4.355393863405454e-35,1.324990170669876e-19,4.1380528047771164e-27,4.085412412254944e-25,1.8929531064523344e-29
1.0532704983818249e-07,0.44203468341192687,3.76,0.0,0.8990202969665717,0.9999998739893419,2.1576169561772873e-09,2.5247634428847447e-09,2.4410933464195468e-09,0.00027197211647363504,0.00027197222167101855,6.613906103653583e-15,4.020610172964867e-08,4.5104178693527e-11,7.23355660652109e-11,2.5439045219308806e-11,1.228148208534662e-07,1.800976986865563e-11,2.9273156482369736e-08,5.9302576647786726e-08,1.1004364812744598e-07,2.156239896728306e-08,1.6170404786203842e-12,2.761816213899828e-11,9.105637597209589e-12,6.122353979023237e-10,1.027784141641476e-16,6.375052351648229e-17,1.2427220504883742e-10,2.7455809384284238e-14,9.128723739261356e-22,3.329060495836559e-11,1.1037961514452225e-16,2.479858968972931e-17,4.785506790588984e-20,3.925534249156863e-20,8.099460635370065e-08,7.367186277630155e-10,7.944289117697928e-08,6.07532512737167e-15,1.4184640947743152e-21,2.8559032106536984e-17,2.6375835202748737e-10,4.0656104762564456e-22,8.793646452841903e-22,7.18407222807888e-13,3.957437520351477e-24,5.7446222127466e-24,4.495580817079026e-27,9.139187866455633e-24,2.3496429864108786e-21,8.61554428639874e-15,6.820929684684203e-33,5.186850054803851e-35,1.4619790776895808e-19,4.658257704711174e-27,4.513309128358352e-25,2.1957292719182313e-29
1.0759731558357047e-07,0.4420351416326118,3.76,0.0,0.8990144290261797,0.9999998710407518,2.3009793103504265e-09,2.6335673122865078e-09,2.538265818302336e-09,0.00027783341472155187,0.0002778335245510458,6.756736617890167e-15,4.225840014362544e-08,4.6440183343363906e-11,7.5805261596037e-11,2.731437545379734e-11,1.2561027991426323e-07,1.88102805108013e-11,2.982125985296982e-08,6.087129811390686e-08,1.1410232883524956e-07,2.1822263327203206e-08,1.7078046118862046e-12,2.883398743727051e-11,9.604315942671315e-12,6.315317813401592e-10,1.111989001355728e-16,7.041175016613984e-17,1.267674388015048e-10,2.913399127202271e-14,1.0107633473027549e-21,3.4594293463284154e-11,1.1891656813756739e-16,2.727740616288159e-17,5.247040387071366e-20,4.341119622765029e-20,8.271827396819894e-08,7.686723261507431e-10,8.10999822287175e-08,6.413783195957547e-15,1.5054525207835522e-21,3.03611448104649e-17,2.752010412745009e-10,4.404943500757479e-22,9.69220137059322e-22,7.366972245473725e-13,4.3048092937185365e-24,6.4176449483827585e-24,4.9857404748469085e-27,9.776164578277076e-24,2.5171803053414168e-21,9.25193826456551e-15,7.99016532189515e-33,6.154487345344222e-35,1.6097643788269925e-19,5.230682017741494e-27,4.975404657559989e-25,2.5385149981634536e-29
1.0986758132895844e-07,0.44203559985486424,3.76,0.0,0.8990085610595697,0.9999998680824446,2.449963880719162e-09,2.744614932739401e-09,2.636382603120459e-09,0.0002836946746125609,0.0002836947891761967,6.8995661976196415e-15,4.436427459939735e-08,4.7779900400564954e-11,7.934379943260199e-11,2.9278294978703213e-11,1.2841168913080932e-07,1.9628808216378465e-11,3.037040250656308e-08,6.244184323807576e-08,1.1822515344084146e-07,2.208140143110762e-08,1.8017342464996633e-12,3.007628439870607e-11,1.0117769327775398e-11,6.508703117915213e-10,1.2008867362617392e-16,7.759405136707209e-17,1.292670806035719e-10,3.087732927490466e-14,1.1165191876214089e-21,3.592216462023445e-11,1.2791462890448983e-16,2.994496964997558e-17,5.740551593036376e-20,4.790334079458131e-20,8.444101590454495e-08,8.012980191901553e-10,8.275479340165092e-08,6.763499705457656e-15,1.5958288434593268e-21,3.222567278745687e-17,2.8688454531975135e-10,4.764899337377003e-22,1.0656087484878516e-21,7.549733403119691e-13,4.6742448784954084e-24,7.152196641249728e-24,5.516753078343187e-27,1.0440834505092662e-23,2.6921642454849855e-21,9.91844163256741e-15,9.327906639037878e-33,7.277032847286593e-35,1.7689384462277798e-19,5.85928050852149e-27,5.473606022840012e-25,2.925522491970368e-29
1.1213784707434642e-07,0.44203605807868646,3.76,0.0,0.8990026930666256,0.9999998651144115,2.604623708445221e-09,2.857903183805459e-09,2.735399782825109e-09,0.0002895558961464029,0.00028955601554635425,7.042394844340425e-15,4.652378584152206e-08,4.912308381399665e-11,8.294995075120975e-11,3.133253030953052e-11,1.3121905403977496e-07,2.0465390609586745e-11,3.0920578129654434e-08,6.401417365681342e-08,1.2241215157556642e-07,2.2339906389802365e-08,1.898870182311776e-12,3.134507312708545e-11,1.0646050729201425e-11,6.702482723324311e-10,1.2946168748329563e-16,8.532479692456717e-17,1.317712052721363e-10,3.2687027422900824e-14,1.2305646779611983e-21,3.727426297564333e-11,1.3738817404383322e-16,3.281128208388994e-17,6.267422846245541e-20,5.275080061929801e-20,8.616283265654842e-08,8.345953175215879e-10,8.440732785753628e-08,7.124630139736229e-15,1.689655829630976e-21,3.4152800083274634e-17,2.9880873186171783e-10,5.146306577503884e-22,1.1688097772278108e-21,7.732348080568505e-13,5.066644846242668e-24,7.952391958566464e-24,6.091016347610104e-27,1.113373353563616e-23,2.874740982795132e-21,1.0615640603248628e-14,1.0854004583951974e-32,8.57531094335049e-35,1.940112219690629e-19,6.54821151041267e-27,6.00988129741486e-25,3.361297823721765e-29
1.144081128197344e-07,0.4420365163040808,3.76,0.0,0.898996825047235,0.9999998621366432,2.765009363343025e-09,2.973428949396871e-09,2.835275461596568e-09,0.0002954170793228178,0.0002954172036614004,7.185222555653819e-15,4.873699343243084e-08,5.046950381120649e-11,8.662249051784329e-11,3.347877738574148e-11,1.3403238050853962e-07,2.1320065352543882e-11,3.147177854919163e-08,6.558825826131259e-08,1.2666335923958553e-07,2.2597862795989078e-08,1.9992524828272117e-12,3.264037429462369e-11,1.1189210753999096e-11,6.896632651483829e-10,1.3933194118382476e-16,9.363209856864058e-17,1.3427986356080564e-10,3.4564292110024277e-14,1.3533364656091514e-21,3.865063275849814e-11,1.4735170570139216e-16,3.588664856119736e-17,6.829063186014601e-20,5.797321957492226e-20,8.788372471775289e-08,8.685638319945626e-10,8.605758875373116e-08,7.49733065110327e-15,1.7869963697048765e-21,3.6142690423506494e-17,3.1097346867170635e-10,5.550012910058647e-22,1.2791054508128444e-21,7.914809587720987e-13,5.482928321915389e-24,8.822525500988696e-24,6.711012377522571e-27,1.1855399867402874e-23,3.0650572850379008e-21,1.1344110845239218e-14,1.2590145307450578e-32,1.0072426008133922e-34,2.12391535732089e-19,7.301842442188388e-27,6.58626011794569e-25,3.8507389604015805e-29
1.1667837856512237e-07,0.44203697453105034,3.76,0.0,0.898990957001289,0.9999998591491305,2.931169058762734e-09,3.0911891177699196e-09,2.9359697090301976e-09,0.00030127822414154494,0.0003012783535212169,7.328049331720701e-15,5.100395598279969e-08,5.1818945821424896e-11,9.03601991781259e-11,3.571870168662666e-11,1.3685167469397097e-07,2.2192870147291394e-11,3.202399410941301e-08,6.716407222679528e-08,1.3097881803293621e-07,2.285534750349891e-08,2.102920488326734e-12,3.396220914108185e-11,1.1747297805042075e-11,7.091131787362199e-10,1.497134799935264e-16,1.025448109618511e-16,1.3679308581500613e-10,3.65103320767774e-14,1.4852830788763684e-21,4.005131780574377e-11,1.5781985012712796e-16,3.918167974857119e-17,7.42690836740439e-20,6.359086629171986e-20,8.960369258143573e-08,9.032031736676728e-10,8.77055792432009e-08,7.88175804021622e-15,1.887913476793857e-21,3.8195489160269555e-17,3.233786235937553e-10,5.976885358835223e-22,1.3967808112766336e-21,8.097112056801474e-13,5.924033088262047e-24,9.767075878344244e-24,7.379308771193561e-27,1.2606374147363195e-23,3.26326055459007e-21,1.2104417522923971e-14,1.4559975085828942e-32,1.1793956614152882e-34,2.3209963843677083e-19,8.124755331142368e-27,7.204834190328487e-25,4.399114331077224e-29
