Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160)
1.0167941702630859e-06,0.32445852359977573,3.76,0.0,0.5186582827257274,0.9835195932513902,0.02143775957799081,0.0003083268422905246,0.0022986958799155388,0.10523130013107478,0.1110566180968006,5.016532494702317e-09,0.14045381674905635,3.357459885739274e-05,0.0003075337751840995,0.0019559644313478274,0.0018613681785498448,4.116038983557813e-05,0.0006745734796897794,0.014289503725464349,0.16054497282643135,0.0005433374932317224,0.0006626578368513228,0.0006862294654247654,0.003500684158719051,0.000511299258770582,0.0005319258994097136,0.0010002465307644656,2.241371073741142e-07,0.00032355997667873475,4.217179385024973e-09,0.000261562050002016,0.0004957598159268427,0.00020357659818330757,1.4600698306524593e-07,6.084339781424406e-08,0.000778541436421247,0.00016853557474027305,0.000326311700719073,9.20800155686039e-06,1.7526039410334217e-09,2.025915864828319e-09
1.0208146111448164e-06,0.3246571350133598,3.76,0.0,0.5151450461904653,0.9831202671214582,0.02193921890338456,0.00031300083473882674,0.0023535895460462322,0.10542128804379514,0.11140286789861197,5.1601401807535945e-09,0.14313431068096766,3.463225365381709e-05,0.0003151232074537878,0.0020194882972906164,0.0018879698301815984,4.2390885443694316e-05,0.0006864417905153012,0.014566176646603092,0.16355017351314388,0.0005545012591845535,0.0006769876248912451,0.0007004902179457026,0.0035915663081660582,0.0005263344578212943,0.0005541103430887713,0.0010433699845503273,2.2785787584704017e-07,0.00034031727299111157,4.394619493162264e-09,0.0002722832350721744,0.0005160742583585415,0.00021215136495674375,1.5323862479033383e-07,6.334389136816281e-08,0.0008041859032000502,0.00017556174638288762,0.0003371308368934047,9.783706284186586e-06,1.8453631050369617e-09,2.0766679861673616e-09
1.0244330079383739e-06,0.3248379049019404,3.76,0.0,0.5119485589264705,0.9827530027313537,0.022399484560810687,0.0003173203517118816,0.0024039781982426686,0.10558797731630822,0.11171357333738682,5.293351093378657e-09,0.14557633475394394,3.561478225156142e-05,0.00032209009810906436,0.002078566592578771,0.001911991044828972,4.352662955850932e-05,0.000697220107551687,0.014818340583490013,0.16628552236201513,0.0005646953260097048,0.0006900572509490376,0.0007134666124290853,0.003675109584035046,0.0005402549910801322,0.0005747762623118091,0.0010836177389650314,2.3122918909298527e-07,0.0003561182615723227,4.559993156887027e-09,0.0002822619802199302,0.000534980299857894,0.00022014437068917705,1.6004330936299053e-07,6.567144117376586e-08,0.0008281612711480559,0.00018213853174453028,0.0003472373089365689,1.0335858403631271e-05,1.9328816495989983e-09,2.1232070287123784e-09
1.0280514047319314e-06,0.32502058387291943,3.76,0.0,0.508719440651856,0.98237814195762,0.0228683542697329,0.00032175022002838086,0.0024553097490056268,0.10575054073993666,0.11202342463378148,5.4303858736160985e-09,0.14804625533438914,3.662694998733571e-05,0.0003291870210294914,0.002139508955613593,0.0019360797145084332,4.468960556537243e-05,0.0007080877415430694,0.015073477705129738,0.1690496557950761,0.0005750279824139102,0.0007032891958749388,0.0007265749305435244,0.0037603359610694173,0.000554553862680126,0.0005961230500878197,0.0011252677922754196,2.3462089295835952e-07,0.0003726309906444152,4.730896002250685e-09,0.0002925611254336617,0.0005544915579939547,0.00022840599753572096,1.6714051845083178e-07,6.807393542396852e-08,0.0008530142815384164,0.00018896375836304307,0.0003577064559876671,1.0922400484493837e-05,2.024391749134844e-09,2.170567342584692e-09
1.031669801525489e-06,0.3252051666806227,3.76,0.0,0.505457832483505,0.9819955487133897,0.023345946301642564,0.00032629377904510654,0.0025075938270880016,0.10590892807775312,0.11233243942618935,5.571309058085469e-09,0.15054393186421677,3.766933990631033e-05,0.0003364146634899325,0.0022023724289197094,0.0019602278443764387,4.588021307322989e-05,0.0007190422017909012,0.015331566986108118,0.17184228854178923,0.0005854987372127982,0.0007166819322157532,0.0007398127763302248,0.003847270397007599,0.0005692408575455702,0.0006181680187110391,0.0011683606654003457,2.3803193343841623e-07,0.0003898857001126043,4.907475022757549e-09,0.00030318852460403987,0.0005746225528269631,0.00023694350110689316,1.7454216990892978e-07,7.055321966565857e-08,0.0008787740529900365,0.00019604588514870978,0.0003685510920495946,1.1545554518505846e-05,2.1200621291044434e-09,2.218752688160413e-09
1.0352881983190464e-06,0.32539164692238054,3.76,0.0,0.5021638973454648,0.9816050856923707,0.02383237852897814,0.00033095445605474166,0.002560839684852843,0.10606308933199951,0.11264063675361422,5.716183993238865e-09,0.15306920501805765,3.874252625088524e-05,0.00034377361670452405,0.002267215525284652,0.001984427243698357,4.7098842485134074e-05,0.0007300808448028502,0.01559258458260581,0.17466311011540406,0.0005961069606813882,0.0007302337571191924,0.0007531776127949005,0.003935937883341003,0.0005843259438561949,0.0006409286192468632,0.0012129375732659274,2.414612063458732e-07,0.00040791376570649824,5.089878991892923e-09,0.0003141520917953197,0.0005953878741595521,0.00024576423344422417,1.8226061796902717e-07,7.311115349656032e-08,0.0009054704410203236,0.0002033935922494047,0.000379784443446356,1.2207683552213103e-05,2.220067573687807e-09,2.2677662540487827e-09
1.038906595112604e-06,0.3255800170141205,3.76,0.0,0.49883782048620356,0.9812066144270223,0.02432776831328205,0.00033573576776850896,0.0026150561676642477,0.10621297478606896,0.1129480371049436,5.865070711946246e-09,0.15562189629550852,3.984707296932334e-05,0.00035126437078541605,0.002334098248020665,0.0020086695309773956,4.834587403440499e-05,0.0007412008714200036,0.015856503743476934,0.17751178429565267,0.0006068518788035772,0.0007439427875428169,0.0007666667616889598,0.004026363430456943,0.0005998192710476474,0.0006644224231059161,0.0012590404087887926,2.4490755678568247e-07,0.00042674773006212366,5.2782583725291456e-09,0.00032545979391642815,0.0006168021638625174,0.0002548756384266584,1.9030866546585292e-07,7.574960880999738e-08,0.0009331340436263477,0.0002110157826714439,0.0003914201585796076,1.2911299799714726e-05,2.3245890466504163e-09,2.317610645695266e-09
1.0425249919061615e-06,0.32577026815582383,3.76,0.0,0.49547980997294117,0.9807999953563555,0.02483223238338824,0.000340641321747983,0.002670251680856786,0.1063585350492812,0.11325466246925132,6.01802729732218e-09,0.15820180763798747,4.098353208490354e-05,0.00035888730958543634,0.002403082109597366,0.0020329461401951796,4.9621676757642444e-05,0.0007523993237845304,0.01612329472135673,0.18038794864617114,0.0006177325673437856,0.000757806955620393,0.0007802774039172074,0.004118572051523684,0.0006157311670435104,0.0006886671008602934,0.0013067117222228689,2.483697786118483e-07,0.0004464213339927412,5.4727651759449385e-09,0.0003371196423035649,0.0006388800957587739,0.0002642852462326028,1.9869957627517045e-07,7.84704677061017e-08,0.0009617962050927844,0.00021892158331195154,0.00040347231766747863,1.36590736238784e-05,2.4338138948983126e-09,2.368287767726224e-09
1.0457815490203632e-06,0.325943094212272,3.76,0.0,0.4924304879700947,0.9804269556482794,0.025294104427606715,0.0003451656034263604,0.002720771279368821,0.10648580072550862,0.11352998210585784,6.159214510166595e-09,0.16054682125600633,4.203407569707483e-05,0.00036586119999861135,0.002467016128783923,0.0020548172105602685,5.079479372035234e-05,0.0007625424101440135,0.016365834934484826,0.18299967961426575,0.000627640381135527,0.000770415487975484,0.0007926284158288947,0.004203105001172469,0.0006304184270244118,0.0007111439749143018,0.001350992632195222,2.514983096871914e-07,0.00046487434619167233,5.653187026131456e-09,0.0003479212410148556,0.0006593297854431452,0.0002730151451541104,2.065558880725519e-07,8.099125780958905e-08,0.0009884724278410657,0.00022628701496573905,0.00041468731331158735,1.4372166720717432e-05,2.5362976980438185e-09,2.414610184729997e-09
1.049038106134565e-06,0.32611742761622975,3.76,0.0,0.4893556719134122,0.9800470992160543,0.025763504523492436,0.00034979627892058973,0.002772095755066864,0.10660948783958252,0.11380471131647327,6.303782001222587e-09,0.16291353387525698,4.3111286629631265e-05,0.000372942500344388,0.002532750136533486,0.0020767025085094305,5.199175544098994e-05,0.0007727441093020643,0.016610648638480295,0.18563306035488383,0.0006376563964321811,0.00078314607639382,0.0008050731884428553,0.0042891206943603535,0.0006454610086855958,0.0007342564071188385,0.0013966108861311907,2.546377251921965e-07,0.0004840621405362686,5.838809099706028e-09,0.00035902048057955503,0.0006803396182279228,0.000281998351486192,2.147113907013918e-07,8.358170769909569e-08,0.0010160073855540238,0.00023389671580027012,0.00042626228359969045,1.5125515038071587e-05,2.6428939783249515e-09,2.461608531330806e-09
1.0522946632487667e-06,0.32629325933395764,3.76,0.0,0.48625556276840637,0.9796603223411743,0.026240515946736424,0.0003545361723786416,0.002824230186039358,0.10672956124642755,0.11407886944746949,6.451766167398106e-09,0.16530175903884367,4.421553577583858e-05,0.0003801312493852706,0.0026003321795469,0.00209859543320425,5.3212803510953125e-05,0.0007830019247825566,0.016857707574781073,0.18828777038694844,0.0006477796040236927,0.0007959968116107652,0.0008176093773101294,0.004376637304607275,0.0006608667976767003,0.0007580173940070684,0.0014435987747756951,2.577870375989458e-07,0.0005040119260206062,6.029744906475666e-09,0.0003704232576253526,0.0007019202719957697,0.00029124050965507006,2.2317676066864825e-07,8.624320178561685e-08,0.0010444254884944305,0.00024175780674055893,0.0004382084282265915,1.592143172038655e-05,2.7537529903305403e-09,2.509282718762729e-09
1.0555512203629684e-06,0.32647057947315,3.76,0.0,0.48313037761529604,0.9792665207793562,0.02672522123465849,0.00035938817091540437,0.0028771792754850277,0.10684598613167486,0.11435247695426737,6.603201368032038e-09,0.16771129658703596,4.534718186905846e-05,0.00038742740352261227,0.002669811335832239,0.0021204892805803334,5.445816952893873e-05,0.0007933132497163382,0.017106981303903656,0.19096347094564434,0.0006580088815098025,0.0008089656522289507,0.0008302345482145506,0.004465672964409037,0.0006766437868306148,0.0007824399374099681,0.0014919889571646534,2.609452248149927e-07,0.0005247517739179041,6.226108618257593e-09,0.00038213547459096155,0.0007240823898581965,0.0003007473046507358,2.3196300775130784e-07,8.897712540500447e-08,0.0010737516408784167,0.0002498775563832445,0.0004505372537965865,1.6762358136787197e-05,2.8690294659124335e-09,2.557632136414501e-09
1.0588077774771702e-06,0.3266493772711,3.76,0.0,0.47998034989119925,0.9788655898139722,0.027217702102364662,0.00036435522534058155,0.002930947329731278,0.10695872804129065,0.11462555543089158,6.75811940511929e-09,0.17014193247886988,4.6506570355814856e-05,0.0003948308338334271,0.002741237722683276,0.0021423772484110547,5.572807443860146e-05,0.0008036753656393926,0.017358437156148807,0.1936598047650796,0.0006683429898633218,0.0008220504223804623,0.000842946178365208,0.004556245754117415,0.0006928000729185885,0.0008075370279197599,0.0015418144416555091,2.641112300647586e-07,0.0005463106353477135,6.428014973531358e-09,0.00039416303334251554,0.0007468365649695058,0.00031052445742537,2.4108148225592615e-07,9.17848632403322e-08,0.0011040112401273009,0.0002582633805762903,0.00046326057921043293,1.765087041520404e-05,2.9888826694295206e-09,2.6066556479825545e-09
1.062064334591372e-06,0.3268296410806412,3.76,0.0,0.476805729620685,0.9784574243118611,0.027718039357117877,0.00036944035085811124,0.0029855382359618766,0.10706775291165826,0.11489812763922914,6.916549570077568e-09,0.17259343862437998,4.76940322462064e-05,0.0004023413231620344,0.002814662503998505,0.0021642524415850096,5.7022727861844e-05,0.0008140854414108022,0.017612040183518873,0.19637639587612862,0.0006787805700435446,0.0008352488094857221,0.0008557416577684668,0.004648373690557806,0.0007093438530320381,0.0008333216276214268,0.0015931085657026355,2.672839618525319e-07,0.0005687183584838749,6.63557917279168e-09,0.000406511828560504,0.0007701933247758511,0.0003205777200530037,2.5054388219826206e-07,9.466779767989696e-08,0.0011352301755023118,0.0002669228417812279,0.00047639054092894295,1.858968619767751e-05,3.1134764692664087e-09,2.6563515605043115e-09
1.0653208917055736e-06,0.3270113583585168,3.76,0.0,0.4736067836344509,0.978041918781524,0.02822631281095844,0.00037464662773595324,0.0030409554396366137,0.10717302710009703,0.11517021753795305,7.0785184880348966e-09,0.1750655727276777,4.890988294247862e-05,0.00040995856326930157,0.0028901378969243535,0.0021861078775938215,5.8342327428414587e-05,0.0008245405322161289,0.01786775311293539,0.1991128494197959,0.0006893201396285037,0.000848558362117798,0.0008686182907807313,0.004742074715386507,0.0007262834206178187,0.0008598066521055957,0.0016459049743676435,2.704622939669165e-07,0.000592005705376077,6.8489167659961615e-09,0.00041918774089831894,0.000794163114706735,0.00033091287064996824,2.6036226039247587e-07,9.762730710185228e-08,0.0011674348261078292,0.00027586364821418345,0.000489939598103136,1.9581671618645455e-05,3.242979397710767e-09,2.706717599396045e-09
1.0685774488197754e-06,0.32719451565418134,3.76,0.0,0.47038379577436623,0.9776189674343025,0.028742601190993176,0.00037997720194148663,0.0030972019214591607,0.10727451741596547,0.11544185031112812,7.244049881269605e-09,0.17755807814272742,5.01544210385181e-05,0.00041768215203569773,0.002967717177699514,0.0022079364922953757,5.968705809873418e-05,0.0008350375787125828,0.01812553630067474,0.20186875147853534,0.0006999600894869904,0.0008619764879901621,0.0008815732978829253,0.004837366683115836,0.0007436271611397957,0.0008870049516159556,0.0017002375972659009,2.736450655170148e-07,0.000616204368365298,7.0681435371068006e-09,0.0004321966298448764,0.0008187562811706029,0.00034153570799688797,2.70549031450685e-07,1.0066476408431227e-07,0.001200652058134755,0.0002850936527252026,0.0005039205375586364,2.0629848561125726e-05,3.3775647020124216e-09,2.757750892809775e-09
1.0718340059339771e-06,0.32737909859906233,3.76,0.0,0.46713706708330793,0.9771884642488552,0.029266982047127642,0.00038543528573817964,0.003154280173875543,0.10737219115239764,0.11571305239644125,7.413164424727998e-09,0.18007068374327595,5.142792708856946e-05,0.00042551159072601205,0.003047454686606244,0.0022297311459778925,6.105709147975318e-05,0.0008455734063370689,0.01838534768813702,0.20464366892752667,0.0007106986805225233,0.000875500452080797,0.0008946038177000244,0.004934267348776229,0.0007613835473179397,0.0009149292912552942,0.0017561406237839815,2.7683108103399977e-07,0.0006413469860336251,7.293375382762488e-09,0.0004455443262619094,0.0008439830537920118,0.00035245204583119556,2.8111697867731376e-07,1.0378153353566276e-07,0.0012349092212570233,0.0002946208513868939,0.000518346478613659,2.1737402218937056e-05,3.517410395702409e-09,2.809447949894257e-09
1.0750905630481789e-06,0.3275650918966964,3.76,0.0,0.4638669159790737,0.9767503030388086,0.02979953165748447,0.0003910241582411003,0.0032121921772016544,0.10746601611859584,0.11598385151293342,7.585879578064891e-09,0.1826031038073937,5.273066235022233e-05,0.0004334462813319068,0.003129405831999187,0.0022514846296978475,6.245258513684932e-05,0.0008561447247528581,0.018647142759220917,0.20743714930665158,0.000721534040492192,0.0008891273748986262,0.0009077069092610314,0.005032794355239608,0.0007795611339182873,0.0009435923302899475,0.0018136484766059758,2.8001911064544926e-07,0.000667467158605258,7.524728182851013e-09,0.000459236624617942,0.0008698535269368487,0.0003636677068210953,2.920792608287966e-07,1.0697897074050076e-07,0.0012702341441685591,0.0003044533817868323,0.0005332308777064293,2.29076889544728e-05,3.6626993046135882e-09,2.8618046373613937e-09
1.0783471201623806e-06,0.3277524793138266,3.76,0.0,0.46057367841191016,0.9763043775234309,0.03034032493178222,0.0003967471659293133,0.003270939375461555,0.10755596067259543,0.11625427668811766,7.762209397451623e-09,0.18515503791686738,5.406286750679521e-05,0.00044148552400654153,0.0032136270933951806,0.0022731896718617343,6.38736819047698e-05,0.0008667481274408115,0.01891087449950818,0.21024872071356168,0.0007324641608990616,0.0009028542308987507,0.0009208795544913942,0.005132965220231408,0.0007981685520912248,0.0009730066006064519,0.0018727957836086801,2.832078903023198e-07,0.0006945994627225768,7.762317665189754e-09,0.00047327927494462686,0.000896377640581274,0.00037518851623624894,3.0344941871035353e-07,1.1025841932712123e-07,0.001306655129258954,0.0003145995210223065,0.0005485875328095835,2.4144244438170878e-05,3.813619105579385e-09,2.9148161594495294e-09
1.0816036772765824e-06,0.3279412436724776,3.76,0.0,0.4572577080048662,0.9758505814013623,0.030889435312738144,0.0004026077231123638,0.003330522651957043,0.10764199375447621,0.1165243582843974,7.942164361041785e-09,0.1877261708720898,5.542476137096003e-05,0.0004496285146009473,0.0033001760235804633,0.0022948389450458146,6.532050919908961e-05,0.0008773800914653648,0.019176493357368932,0.21307789171872657,0.0007434868939759409,0.0009166778470570846,0.0009341186609420716,0.005234797323033017,0.00081721450325349,0.001003184484322836,0.0019336173480965372,2.8639612206000343e-07,0.0007227794655331391,8.006259265048385e-09,0.0004876779745180607,0.000923565160530684,0.00038702029531207613,3.1524138158780533e-07,1.1362120916212021e-07,0.001344200946394014,0.0003250676833860321,0.0005644305876105672,2.5450792073235097e-05,3.970362360052665e-09,2.9684770376140125e-09
1.084860234390784e-06,0.3281313668429796,3.76,0.0,0.4539193761759153,0.9753888084275236,0.03144693467546063,0.00040860931234736037,0.0033909423045783184,0.1077240849200199,0.11679412802470522,8.125751192086745e-09,0.1903161726233634,5.681653957029768e-05,0.00045787434231110783,0.003389111249673301,0.0023164250730587535,6.679317832910658e-05,0.0008880369774234679,0.01944394720712533,0.21592415130374898,0.0007545999497810136,0.0009305949016162851,0.0009474210647657993,0.005338307890864423,0.0008367077524935997,0.0010341381905316675,0.0019961481173010717,2.8958247443181227e-07,0.0007520437380220568,8.256667978151668e-09,0.0005024383592571083,0.0009514256579723968,0.0003991688542952389,3.274694733932019e-07,1.1706865416883768e-07,0.001382900825748293,0.0003358664177253008,0.0005807745354357861,2.6831251717569695e-05,4.133126541782103e-09,3.022781089221913e-09
1.0881167915049858e-06,0.3283228297379659,3.76,0.0,0.4505590722408618,0.9749189524932762,0.03201289322486846,0.00041475548480322843,0.00345219802089586,0.10780220437479399,0.11706361901726492,8.312972677822253e-09,0.19292469821943237,5.8238373216958376e-05,0.0004662219874467843,0.003480492473085081,0.0023379406382433416,6.829178381371977e-05,0.0008987150295708699,0.0197131813144649,0.21878696882413115,0.0007658008934139037,0.0009446019230131171,0.0009607835339471701,0.005443513984945746,0.0008566571214748429,0.001065879731171435,0.002060423149097179,2.9276558281622314e-07,0.0007824298675146751,8.51365820698278e-09,0.0005175659948387999,0.0009799684883643877,0.0004116399851637385,3.4014841869895646e-07,1.206020500662405e-07,0.0014227844496446593,0.0003470044044596248,0.000597634222893894,2.8289748709005777e-05,4.302114057276944e-09,3.0777214071836794e-09
1.0913733486191876e-06,0.32851561230742204,3.76,0.0,0.4471772034962094,0.9744409077098197,0.03258737939126277,0.00042104986056898386,0.003514288853093222,0.1078763230086166,0.11733286577936464,8.503827490637896e-09,0.1955513877738667,5.969040756503872e-05,0.00047467031933446914,0.0035743804683337627,0.0023593781890034666,6.981640270246363e-05,0.0009094103761344655,0.019984138304292662,0.22166579399740605,0.0007770871423594489,0.0009586952889960567,0.0009742027717877409,0.005550432486246478,0.0008770714808174086,0.00109842089604729,0.0021264775769265004,2.959440499887682e-07,0.0008139764692682763,8.777343601051798e-09,0.0005330663675406032,0.00100920276968455,0.0004244394540229251,3.532933484317961e-07,1.2422267203101653e-07,0.0014638819433690545,0.00035849045224631813,0.0006150248532121412,2.9830623192448394e-05,4.4775322591188674e-09,3.1332903402221926e-09
1.0946299057333893e-06,0.3287096935348626,3.76,0.0,0.4437741952812239,0.973954568494811,0.033170459724188646,0.00042749612890287153,0.0035772131927959347,0.10794641243035724,0.11760190426002763,8.698310009955937e-09,0.19819586644988296,6.117276065932825e-05,0.00048321809436654463,0.0036708370806655725,0.002380730247541646,7.136709390389879e-05,0.0009201190298272654,0.020256758131189607,0.22456005691746933,0.0007884559639748757,0.0009728712259423479,0.0009876754206464952,0.005659080080931888,0.0008979597419480715,0.001131773227025618,0.0021943465729240825,2.991164466620188e-07,0.0008467231970709709,9.047836891111202e-09,0.0005489448748206443,0.001039137360067661,0.0004375729931799752,3.6691980529721157e-07,1.2793177228658984e-07,0.0015062238649306498,0.0003703334942842787,0.0006329619892392114,3.14584397465602e-05,4.659593451769673e-09,3.1894794731886245e-09
1.097886462847591e-06,0.32890505143467524,3.76,0.0,0.4403504910183634,0.9734598296622036,0.03376219878469303,0.00043409804841899706,0.003640968745844429,0.10801244500303424,0.11787077186147037,8.89641014456974e-09,0.20085774446424148,6.268552197857973e-05,0.0004918639542080135,0.0037699252224361436,0.0024019893177961464,7.294389752333123e-05,0.0009308368885737787,0.020530978052649047,0.22746916809603673,0.0007999044731379398,0.0009871258083845298,0.0010011980659376735,0.005769473245511826,0.0009193308484045649,0.001165947991419434,0.0022640653092320506,3.0228131212331113e-07,0.0008807107527661935,9.32524971709663e-09,0.0005652068156437865,0.0010697808348502029,0.0004510462928968782,3.810437488852763e-07,1.317305776198352e-07,0.0015498411937326403,0.00038254258424472767,0.0006514615560874762,3.317799731000501e-05,4.848514889181121e-09,3.2462796078988175e-09
1.1011430199617928e-06,0.32910166305065364,3.76,0.0,0.43690655223123176,0.9729565865153306,0.03436265903607737,0.00044085944720790833,0.003705552507062506,0.10807439387917477,0.11813950745923402,9.098113157045892e-09,0.2035366171108839,6.422875107646591e-05,0.0005006064241720234,0.003871708868199404,0.0024231478935677116,7.454683421179306e-05,0.0009415597364489352,0.0208067326052758,0.23039251853219792,0.0008114296300687502,0.00100145495875641,0.0010147672403884903,0.005881628231695949,0.0009411937665776325,0.0012009561545807698,0.0023356689174798707,3.05437154950729e-07,0.0009159808946191498,9.609692449950257e-09,0.0005818573805607668,0.0011011414630422085,0.00046486499282120003,3.9568156042786297e-07,1.356202868260567e-07,0.0015947653181165417,0.0003951268918170489,0.0006705398433866287,3.499433940781484e-05,5.0445187638171574e-09,3.303680744689391e-09
1.1043995770759945e-06,0.32929950445575723,3.76,0.0,0.43344285853924575,0.9724447349432233,0.034971900733262846,0.00044778422288755797,0.0037709607350813737,0.10813223303639595,0.11840815142087181,9.303399490575027e-09,0.2062320648049335,6.58024762238816e-05,0.0005094439117756036,0.00397625304845373,0.0024441984668235376,7.617590452837994e-05,0.000952283244838347,0.02108395358413369,0.2333294798109764,0.0008230282383368254,0.0010158544473678715,0.0010283794285578856,0.005995561050961736,0.000963557475873604,0.001236808351723843,0.002409192446419604,3.085824538039543e-07,0.0009525764444382527,9.901274007494748e-09,0.0005989016415500506,0.0011332271832518485,0.00047903467309577853,4.10850047175625e-07,1.3960206808458663e-07,0.0016410280217452305,0.0004080956978588649,0.0006902135071194831,3.6912764676404636e-05,5.247832186697847e-09,3.361672064544263e-09
1.1076561341901963e-06,0.32949855075314727,3.76,0.0,0.42995990762825687,0.9719241715201462,0.03558998181091038,0.0004548763425810775,0.0038371889272838656,0.10818593731316035,0.11867674562306739,9.512244598719003e-09,0.2089436531476218,6.740669305667395e-05,0.0005183747054870899,0.004083623841997035,0.002465133536163566,7.78310883181886e-05,0.0009630029738298219,0.021362570025421867,0.2362794042317179,0.0008346969430682186,0.001030319892617478,0.0010420310716159076,0.006111287458844076,0.0009864309582835536,0.0012735148590106104,0.0024846708177151647,3.117156582926469e-07,0.0009905412933620746,1.0200101664384815e-08,0.0006163445416347859,0.0011660455790951792,0.0004935608451507236,4.2656644636166963e-07,1.4367705626787585e-07,0.0016886614687932752,0.00042145838914077585,0.0007104995710097341,3.893883768348676e-05,5.458687157947438e-09,3.4202419118971137e-09
1.110912691304398e-06,0.32969877607854625,3.76,0.0,0.42645821519641325,0.9713947936083156,0.03621695777044645,0.0004621398428177497,0.003904231794934711,0.10823548244465707,0.11894533346705843,9.724618778889478e-09,0.21167093301267065,6.904136323302468e-05,0.0005273969736764696,0.004193888366843275,0.0024859456154334918,7.951234410813061e-05,0.000973714373843106,0.02164250819266151,0.23924162496708856,0.0008464322293688371,0.001044846761451728,0.0010557185723825359,0.00622882293895596,0.0010098231873473258,0.001311085563933962,0.0025621387798897893,3.148351899270694e-07,0.001029920406221016,1.050628085625407e-08,0.0006341908842884536,0.0011996038541265237,0.0005084489421821956,4.42848428717931e-07,1.4784635018666114e-07,0.0017376981879146265,0.00043522445267688047,0.0007314154274307297,4.107840003797589e-05,5.67732052738225e-09,3.479377778273802e-09
1.1141692484185998e-06,0.32990015360395336,3.76,0.0,0.42293831487455624,0.9708564994637643,0.03685288156614809,0.0004695788293534905,0.003972083238564828,0.10828084509875946,0.1192139598922375,9.940487010236706e-09,0.2144134406546427,7.070641310476017e-05,0.0005365087637795368,0.0043071147696525985,0.002506627242468859,8.121960852288113e-05,0.0009844127875033308,0.021923691566576847,0.24221545625343918,0.0008582304209784214,0.0010594303700797092,0.0010694383006243913,0.006348182686749629,0.0010337431165006298,0.0013495299350358796,0.0026416308604381815,3.179394431513832e-07,0.0010707598243818695,1.0819914978261223e-08,0.0006524453226433171,0.0012339088063264955,0.0005237043093229315,4.597141015094953e-07,1.521110097741272e-07,0.00178817105495824,0.0004494034696325618,0.000752978837803598,4.333758178431344e-05,5.903973944709081e-09,3.5390662868097994e-09
1.1174258055328015e-06,0.3301026555427472,3.76,0.0,0.41940075812048316,0.9703091883453174,0.03749780349044677,0.00047719747690709173,0.004040736323681488,0.10832200291200968,0.11948267138780028,1.0159808796621473e-08,0.21717069783973988,7.240173240702363e-05,0.0005457080016863994,0.00442337221362765,0.002527170987954097,8.295279572323568e-05,0.000995093451764706,0.02220604083885366,0.24520019361325326,0.000870087679168848,0.0010740658849515531,0.0010831865986071474,0.006469381593028158,0.001058199666793262,0.0013888569910015431,0.002723181316113857,3.2102678645862255e-07,0.0011131066669822422,1.1141105178202885e-08,0.0006711123485167401,0.0012689668021875,0.0005393321935103465,4.77182011051225e-07,1.564720532125321e-07,0.0018401132744033728,0.0004640051088016441,0.0007752079324523404,4.572281307454956e-05,6.138893798879498e-09,3.599293177703466e-09
1.1206823626470033e-06,0.33030625315620915,3.76,0.0,0.4158461140864502,0.9697527606266181,0.038151771058621914,0.0004850000288084538,0.004110183256879897,0.10835893452557659,0.11975151600230856,1.0382538015430908e-08,0.21994221199949143,7.412717297098068e-05,0.0005549924913645383,0.004542730864829499,0.002547569464379367,8.471179686918828e-05,0.0010057515002910588,0.022489473909955184,0.24819511411033593,0.0008820000019013785,0.0010887483240086219,0.0010969597869004816,0.006592434227218591,0.001083201713967877,0.001429075269175633,0.0028068240814087455,3.2409556358885206e-07,0.0011570091304606265,1.1469950144364969e-08,0.0006901962812719745,0.0013047837504407429,0.0005553377330593908,4.952711446700611e-07,1.6093045400600735e-07,0.0018935583594884052,0.0004790391196460012,0.0007981212098827607,4.824083610991378e-05,6.382331146153393e-09,3.6600432947146024e-09
1.123938919761205e-06,0.33051091676149974,3.76,0.0,0.4122749694593369,0.9691871179111436,0.03881482889306686,0.0004929907965550206,0.004180415362434402,0.10839161962113245,0.1200205433510333,1.0608622772996029e-08,0.2227274764077209,7.588254746443322e-05,0.0005643599147261933,0.004665261876868083,0.002567815335077026,8.649647961007322e-05,0.0010163819660985657,0.02277390589117289,0.2511994766383329,0.000893963223257981,0.0011034725582129074,0.001110754170431397,0.006717354820418919,0.0011087580748908304,0.0014701927935522655,0.0028925927152490967,3.271440948124515e-07,0.0012025164862871508,1.1806545888349221e-08,0.0007097012565315685,0.001341365075472965,0.0005717259469487797,5.140009320755218e-07,1.654871380035241e-07,0.0019485401110094997,0.0004945153248917644,0.0008217375354514798,5.0898717341907594e-05,6.6345416264466945e-09,3.7213005727910164e-09
