Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81)
7.558262042315582e-08,0.2986208798379595,3.76,0.0,0.6135768614864077,0.9999369661239037,2.127562818693081e-05,2.8074315767491266e-05,1.1361641140398722e-05,0.019185458146159944,0.019209222659718517,2.3818992033965198e-09,0.00023957172861463334,8.114083844358752e-06,1.1152680839819245e-05,7.962953034490255e-06,3.549572745832345e-05,8.427098900319456e-08,2.5338281910426456e-06,8.380302380539064e-05,0.00031271217833917056,2.0870882505273774e-06,1.0031555201079353e-06,5.60285557311326e-07,4.9065117245980494e-06,2.1065210210232248e-06,4.579418634389468e-09,2.058908513026964e-09,3.556477399031965e-10,1.565207304972972e-09,5.6913978689805524e-15,4.352855001518428e-09,3.908112134290274e-09,3.196588066382432e-10,1.8333531904408553e-13,5.015574815775098e-14,9.573131619057465e-05,4.790359986288481e-07,7.223100626379786e-05,4.5062502309719367e-10,3.1363340441678604e-14,1.2117777571087547e-12,4.29590895128418e-06,6.921262791265468e-14
7.666764035134874e-08,0.29863658771705304,3.76,0.0,0.6132929041000075,0.9999352947078085,2.2210957332468415e-05,2.8787928897352006e-05,1.170755092973181e-05,0.019456094769010324,0.019480582393793765,2.4155607611622073e-09,0.00024860936426829506,8.266312141558703e-06,1.1464711662878698e-05,8.325675577202593e-06,3.61398212193612e-05,8.686478021968333e-08,2.5965454571822786e-06,8.60486321173341e-05,0.0003237769481958732,2.136879952544195e-06,1.0369414039790372e-06,5.806627446283728e-07,5.097902902681827e-06,2.1657981612886105e-06,4.908137140214416e-09,2.2278267801309794e-09,3.64475921972639e-10,1.6513726138921353e-09,6.159793436065628e-15,4.511953090220881e-09,4.189868532802348e-09,3.454795316942077e-10,1.9736671536948136e-13,5.4222244771494557e-14,9.70169078735436e-05,4.923887158953462e-07,7.293285728491355e-05,4.730130533870371e-10,3.309827767894385e-14,1.264292364899211e-12,4.416320105186912e-06,7.476153993254748e-14
7.775266027954166e-08,0.2986523043770072,3.76,0.0,0.6130088016329494,0.9999335931744705,2.3174286010762503e-05,2.9508045780948798e-05,1.205979507673866e-05,0.019726593924304883,0.019751817084962955,2.449205310794636e-09,0.000257877080419392,8.418665894983122e-06,1.1779330890894156e-05,8.698455246092304e-06,3.678963127886298e-05,8.950643015759652e-08,2.6602214241395726e-06,8.833142937589514e-05,0.0003351107281943129,2.1874421545631734e-06,1.071590604485557e-06,6.015354216726846e-07,5.294138968018866e-06,2.2261144104951692e-06,5.256338889148886e-09,2.4083517372947974e-09,3.734387713195344e-10,1.741464026826616e-09,6.6604582404783555e-15,4.675612027387751e-09,4.488442936775784e-09,3.73040172477211e-10,2.1229770418185957e-13,5.856364127125862e-14,9.830009857750681e-05,5.059114776930391e-07,7.362756840563313e-05,4.962400092450076e-10,3.4912771771475717e-14,1.3184104566809285e-12,4.538290392091021e-06,8.069127208125667e-14
7.883768020773458e-08,0.2986680300467058,3.76,0.0,0.6127245500083915,0.9999318611633802,2.416611220922415e-05,3.023458960166426e-05,1.2418440683464694e-05,0.019996955465080783,0.02002292668282983,2.4828328378473547e-09,0.00026737840970928936,8.571134987654451e-06,1.2096473408576023e-05,9.081374729156384e-06,3.7445216427362466e-05,9.219645554330792e-08,2.7248654019271747e-06,9.065179287832953e-05,0.00034671762649965773,2.238782303942182e-06,1.1071207625981216e-06,6.22911331708649e-07,5.4952945892492686e-06,2.2874812242129066e-06,5.624957677827553e-09,2.6011371897117276e-09,3.8253758178271787e-10,1.8356354743575231e-09,7.195213500486532e-15,4.843965742313058e-09,4.804649038984003e-09,4.024362732032171e-10,2.281758021901965e-13,6.319507005871087e-14,9.958089258446476e-05,5.196037871023203e-07,7.431521927143396e-05,5.203281396056465e-10,3.680997014223053e-14,1.3741637244712254e-12,4.66181566496333e-06,8.702398262226398e-14
7.99227001359275e-08,0.29868376495714016,3.76,0.0,0.6124401451114072,0.9999300983122255,2.5186938884218756e-05,3.096748441356845e-05,1.2783555597020791e-05,0.020267179240887875,0.020293911135403592,2.5164433275812935e-09,0.00027711691788986974,8.723709828872834e-06,1.2416075563926985e-05,9.474514681240843e-06,3.810663453221259e-05,9.493538016660282e-08,2.790486784075765e-06,9.301010369740195e-05,0.00035860179069816385,2.2909079165118847e-06,1.1435497457410927e-06,6.447983395979861e-07,5.701445777083824e-06,2.349910182507443e-06,6.0149628543283815e-09,2.806866440993567e-09,3.9177365862588136e-10,1.934046487635912e-09,7.765962670426849e-15,5.017153415380558e-09,5.139331833441713e-09,4.3376754341704107e-10,2.4505056284872865e-13,6.813232402923764e-14,0.00010085929416667797,5.334651513669078e-07,7.499588869290346e-05,5.453000839181714e-10,3.879313605367106e-14,1.431584259657281e-12,4.786891783926986e-06,9.378291517848492e-14
8.100772006412042e-08,0.29869950934143047,3.76,0.0,0.6121555827886452,0.9999283042568097,2.6237274014192602e-05,3.170665513150252e-05,1.3155208413741846e-05,0.02053726509775042,0.020564770389084063,2.5500367649643758e-09,0.0002870962041304797,8.876381326549902e-06,1.273807516489576e-05,9.877953771537713e-06,3.8773942564492355e-05,9.772373481272256e-08,2.857095048673496e-06,9.540674673218367e-05,0.0003707674081425531,2.34382657749035e-06,1.1808956498442585e-06,6.67204434282071e-07,5.9126699095956015e-06,2.4134129918215896e-06,6.427360391100604e-09,3.026253338873347e-09,4.0114831867879297e-10,2.0368623940856345e-09,8.37469435308609e-15,5.1953196804880804e-09,5.493368567750524e-09,4.671379990444507e-10,2.629736467469169e-13,7.339187891871928e-14,0.00010213530758708148,5.474950819868867e-07,7.566965465640237e-05,5.711788771760609e-10,4.086565270182308e-14,1.4907045574091267e-12,4.9135146160977875e-06,1.0099244343481396e-13
8.209273999231334e-08,0.29871526343484534,3.76,0.0,0.6118708588479919,0.9999264786309721,2.731763065304183e-05,3.245202752128708e-05,1.353346848390222e-05,0.02080721287812845,0.020835504388646637,2.5836131346711973e-09,0.0002973199013287746,9.029140860997165e-06,1.3062411473991312e-05,1.029176873095426e-05,3.944719662582009e-05,1.0056205719718274e-07,2.9246997594138567e-06,9.784211075892623e-05,0.00038321870630154845,2.3975459424013245e-06,1.2191768014806382e-06,6.901377312765312e-07,6.129045757335303e-06,2.47800148686792e-06,6.863193984607659e-09,3.2600433501227558e-09,4.1066289047965857e-10,2.144254519291774e-09,9.023485293146486e-15,5.378614833720038e-09,5.8676697191977575e-09,5.026561071802658e-10,2.8199889399655266e-13,7.899091623976809e-14,0.00010340893709970663,5.616930948145094e-07,7.633659433461297e-05,5.979879550412088e-10,4.303102744101629e-14,1.5515575211794748e-12,5.041680035423823e-06,1.0867811740496264e-13
8.317775992050626e-08,0.2987310274748238,3.76,0.0,0.6115859690582253,0.9999246210665095,2.8428526983766256e-05,3.3203528190054005e-05,1.3918405916947076e-05,0.021077022420878642,0.021106113077227234,2.617172421082776e-09,0.00030779167642545045,9.18198026009269e-06,1.338902520103776e-05,1.0716034399292624e-05,4.01264519750413e-05,1.0345089190337458e-07,2.993310566651229e-06,0.00010031658848202265,0.0003959599531135859,2.4520737379959775e-06,1.2584117600862286e-06,7.136064751778353e-07,6.350653508295435e-06,2.543687632533009e-06,7.323546182292311e-09,3.509014665369462e-09,4.2031871441851914e-10,2.256400395244174e-09,9.714503453583305e-15,5.567195048419728e-09,6.263179995144793e-09,5.404349346967787e-10,3.021823986655164e-13,8.494734682063307e-14,0.0001046801869501112,5.760587101528178e-07,7.699678409697418e-05,6.257511590650104e-10,4.529289614292689e-14,1.6141764672893696e-12,5.171383922528253e-06,1.168667113105714e-13
8.426277984869918e-08,0.29874680170099605,3.76,0.0,0.6113009091486671,0.9999227311930977,2.9570486372446624e-05,3.396108457669991e-05,1.4310091587202388e-05,0.02134669356121483,0.021376596396306975,2.650714608286375e-09,0.0003185152307228483,9.334891775753547e-06,1.3717858494238474e-05,1.1150823772183595e-05,4.0811763054761513e-05,1.0639079032295718e-07,3.0629372084634988e-06,0.00010283057658506606,0.0004089954573447199,2.5074177631779384e-06,1.2986193202579323e-06,7.376190421816435e-07,6.57757479274708e-06,2.6104835257939554e-06,7.809539537484577e-09,3.7739793345149445e-09,4.301171428815856e-10,2.373483975109712e-09,1.0450011176944889e-14,5.761222596816181e-09,6.680879358253331e-09,5.805923007586832e-10,3.23582585308866e-13,9.127983496026705e-14,0.00010594906137581766,5.905914528571518e-07,7.76502995200048e-05,6.544927420087785e-10,4.7655027693628116e-14,1.6785951296010035e-12,5.302622164555225e-06,1.2558627312195053e-13
8.53477997768921e-08,0.298762586355205,3.76,0.0,0.6110156748088298,0.9999208086382126,3.074403742258134e-05,3.4724624942460196e-05,1.4708597140029314e-05,0.021616226130668024,0.021646954285696803,2.6842396800753864e-09,0.00032949430020741595,9.487868061645527e-06,1.4048854929706652e-05,1.159620804772362e-05,4.1503183517698006e-05,1.0938231059904432e-07,3.133589511721113e-06,0.00010538447578201542,0.00042232956895073374,2.563585889931478e-06,1.3398185141262516e-06,7.621839426127338e-07,6.809892707971875e-06,2.6784013976477557e-06,8.322337792886973e-09,4.055784433469141e-09,4.4005954039641643e-10,2.4956958547111678e-09,1.1232368433488065e-14,5.960866078363497e-09,7.1217840771099775e-09,6.232509333326333e-10,3.462602876491238e-13,9.800782321334845e-14,0.00010721556460676074,6.052908524396178e-07,7.829721539751711e-05,6.842373732659431e-10,5.0121328632446195e-14,1.7448476642788798e-12,5.435390655018743e-06,1.3486617581121917e-13
8.643281970508502e-08,0.2987783816815278,3.76,0.0,0.6107302616880586,0.9999188530270543,3.1949714029815636e-05,3.5494078361601966e-05,1.511399499839177e-05,0.021885619957045976,0.02191718668352201,2.717747619949291e-09,0.00034073265587602044,9.640902152065028e-06,1.4381959499609216e-05,1.2052256672768733e-05,4.220076625282584e-05,1.1242601757218907e-07,3.2052773931620472e-06,0.0001079786908684768,0.0004359666794434688,2.620586064252682e-06,1.3820286137996664e-06,7.87309823466366e-07,7.047691842910649e-06,2.747453615054096e-06,8.863147093285524e-09,4.3553132629342995e-09,4.501472837778583e-10,2.623233500894892e-09,1.2064036158185996e-14,6.166300654953912e-09,7.586947802821993e-09,6.685386297814931e-10,3.7027882945885726e-13,1.0515155781935611e-13,0.00010847970086574383,6.201564431765858e-07,7.893760575072182e-05,7.150101443885298e-10,5.2695847936512994e-14,1.8129686546386e-12,5.56968529365447e-06,1.4473717037006804e-13
8.751783963327794e-08,0.2987941879262985,3.76,0.0,0.6104446653951712,0.9999168639824697,3.318805543709389e-05,3.6269374712234495e-05,1.552635836980866e-05,0.022154874864392417,0.022187293526206502,2.751238411113708e-09,0.0003522341040660927,9.793987441931677e-06,1.471711859906116e-05,1.251903738884399e-05,4.290456341129722e-05,1.1552248272916607e-07,3.2780108604721487e-06,0.00011061363077310907,0.00044991122226138117,2.678426307083487e-06,1.4252691338778964e-06,8.130054709609883e-07,7.291058302749142e-06,2.8176526828920767e-06,9.433217228149407e-09,4.673486579986824e-09,4.603817622746697e-10,2.7563014869738382e-09,1.2947579678670114e-14,6.377708293169203e-09,8.077462672169653e-09,7.1658842163535e-10,3.9570410769989117e-13,1.127321147901024e-13,0.00010974147436890544,6.351877642192878e-07,7.957154383822685e-05,7.468365747204633e-10,5.538278195500225e-14,1.8829931160832378e-12,5.705501986274313e-06,1.5523144064586812e-13
8.860285956147086e-08,0.29881000533812924,3.76,0.0,0.6101588814980917,0.9999148411248772,3.44596062902633e-05,3.705044466723589e-05,1.594576125366464e-05,0.022423990672945707,0.022457274748457077,2.7847120364805198e-09,0.0003640024867896002,9.947117667833242e-06,1.5054280011898046e-05,1.2996616277630909e-05,4.361462643211421e-05,1.1867228415455052e-07,3.3518000133704196e-06,0.00011328970860916059,0.00046416767314433295,2.737114715248472e-06,1.469559834031512e-06,8.39279813102226e-07,7.540079733460248e-06,2.889011245931372e-06,1.0033842904796597e-08,5.011263863222682e-09,4.707643777167568e-10,2.8951117354370983e-09,1.3885672236213668e-14,6.59527801373842e-09,8.594460437913465e-09,7.675387436334022e-10,4.2260467797477126e-13,1.2077142667045016e-13,0.00011100088932619575,6.503843597075914e-07,8.019910216593048e-05,7.797426171402922e-10,5.818647949713379e-14,1.9549565011283705e-12,5.842836644623753e-06,1.6638266005138756e-13
8.968787948966378e-08,0.29882583416793324,3.76,0.0,0.6098729055234812,0.9999127840721903,3.576491669415521e-05,3.783721968529454e-05,1.637227844885559e-05,0.022692967199097098,0.02272713028324745,2.818168478668056e-09,0.00037604168207083143,1.010028689006764e-05,1.5393392895445802e-05,1.348505780599962e-05,4.4331006067537775e-05,1.2187600648509047e-07,3.4266550446988104e-06,0.00011600734172614525,0.0004787405505126252,2.7966594623942993e-06,1.5149207216456195e-06,8.661419222581376e-07,7.794845346321276e-06,2.9615420908183053e-06,1.0666365052817777e-08,5.36964461224908e-09,4.812965446629573e-10,3.0398837681216396e-09,1.4881098601911176e-14,6.8192061483735e-09,9.139113626867693e-09,8.21533607132915e-10,4.5105184234740277e-13,1.292923099872603e-13,0.00011225794994186369,6.657457788870255e-07,8.082035249681135e-05,8.137546639159837e-10,6.11114470781305e-14,2.0288947045158025e-12,5.98168518624178e-06,1.7822605020496697e-13
9.07728994178567e-08,0.29884167466894723,3.76,0.0,0.6095867329563629,0.9999106924397438,3.7104542269168285e-05,3.862963200206397e-05,1.680598556174708e-05,0.02296180425534855,0.022996860061802224,2.8516077200013975e-09,0.00038835560428798446,1.0253489475629685e-05,1.5734407764398746e-05,1.3984424870555957e-05,4.5053752408217494e-05,1.2513424086686846e-07,3.502586241516112e-06,0.00011876695176166383,0.0004936344158502765,2.857068799931695e-06,1.5613720545255272e-06,8.936010177457518e-07,8.055445942423896e-06,3.035258148077321e-06,1.1332172160465906e-08,5.749669682322604e-09,4.9197969054931e-10,3.190844964046703e-09,1.5936758790255816e-14,7.049696604157848e-09,9.712636726364836e-09,8.787227779835667e-10,4.811197395911225e-13,1.3831849340194692e-13,0.00011351266041495531,6.812715762291345e-07,8.143536586061666e-05,8.488995526744895e-10,6.416235432741537e-14,2.1048440684155055e-12,6.122043534323391e-06,1.907984415596328e-13
9.185791934604962e-08,0.2988575270967544,3.76,0.0,0.6093003592397445,0.9999085658402183,3.8479044208376186e-05,3.9427614621429876e-05,1.7246959014425893e-05,0.023230501650270033,0.023266464013580623,2.885029742512753e-09,0.00040094820451855014,1.0406720082093e-05,1.6077276473909083e-05,1.4494778841677273e-05,4.578291490802841e-05,1.284475849152461e-07,3.5796039861956217e-06,0.00012156896469337787,0.0005088538740925491,2.9183510579799143e-06,1.6089343436625353e-06,9.216664684289361e-07,8.321973937193516e-06,3.110172494128282e-06,1.2032701643734313e-08,6.152422654951928e-09,5.02815255837759e-10,3.3482308251161283e-09,1.705567187236548e-14,7.2869611356666294e-09,1.0316287399749479e-08,9.392619589676862e-10,5.128854379238299e-13,1.4787464658235455e-13,0.00011476502493982328,6.969613115552409e-07,8.204421256344966e-05,8.852045724888366e-10,6.734403956344032e-14,2.182841387716186e-12,6.263907617584538e-06,2.0413833608130881e-13
9.294293927424254e-08,0.2988733917093076,3.76,0.0,0.6090137797742357,0.9999064038835669,3.988898933518046e-05,4.0231101306887875e-05,1.769527605322649e-05,0.023499059188456375,0.023535942066260196,2.918434527941913e-09,0.00041382347088847894,1.0559973642340027e-05,1.6421952201983915e-05,1.5016179607013832e-05,4.651854240860278e-05,1.3181664267758546e-07,3.657718757526254e-06,0.00012441381089114224,0.000524403574017728,2.9805146463136212e-06,1.6576283560581414e-06,9.503477953276775e-07,8.594523384934313e-06,3.1862983533200727e-06,1.2769441248861878e-08,6.579031245301444e-09,5.138046941652355e-10,3.5122852498988025e-09,1.8240979891158185e-14,7.53121962500129e-09,1.0951367731553661e-08,1.00331297690909e-09,5.46429030291199e-13,1.579864098100152e-13,0.00011601504770664895,7.128145501636962e-07,8.264696219725877e-05,9.226974700855553e-10,7.066151553964591e-14,2.262923915404918e-12,6.40727337012946e-06,2.182859720380133e-13
9.402795920243546e-08,0.29888926876695227,3.76,0.0,0.6087269899176613,0.9999042061769418,4.133495016152833e-05,4.1040026573030804e-05,1.815101475751595e-05,0.02376747667048369,0.02380529414572029,2.9518220577368205e-09,0.0004269854289251214,1.0713245350095752e-05,1.6768389431278982e-05,1.554868561443574e-05,4.726068316354656e-05,1.35242024598738e-07,3.73694113181679e-06,0.00012730192516930195,0.0005402882086431468,3.0435680553121048e-06,1.7074751176051439e-06,9.796546742388847e-07,8.873190003415013e-06,3.2636490999809123e-06,1.3543930489019875e-08,7.03066874725084e-09,5.249494724930819e-10,3.6832608157024955e-09,1.9495951880828303e-14,7.782700369924591e-09,1.1619225503020067e-08,1.0710439745555011e-09,5.818337322604176e-13,1.6868042433919425e-13,0.00011726273290197628,7.288308629607074e-07,8.324368364922908e-05,9.614064561753133e-10,7.411997536616109e-14,2.3451293680355873e-12,6.552136731320303e-06,2.332833909637078e-13
9.511297913062838e-08,0.2989051585324503,3.76,0.0,0.6084399849846698,0.9999019723246195,4.281750494671342e-05,4.18543256771442e-05,1.8614254048722104e-05,0.02403575389286521,0.024074520176025408,2.985192313054228e-09,0.000440438141913936,1.0866530646222868e-05,1.7116543930372165e-05,1.6092353914408028e-05,4.800938486233116e-05,1.3872434748929317e-07,3.817281784003013e-06,0.00013023374683916034,0.0005565125156254657,3.107519856910806e-06,1.7584959160242404e-06,1.0095969383688472e-06,9.158071198510369e-06,3.3422382604858355e-06,1.435776211595142e-08,7.508555516984662e-09,5.362510712567649e-10,3.861419069161484e-09,2.0823987993026894e-14,8.041640380286367e-09,1.232125549865382e-08,1.1426296073418306e-09,6.191859825883645e-13,1.7998436352449058e-13,0.00011850808470925912,7.450098265948164e-07,8.383444511107836e-05,1.0013602119096807e-09,7.772479861196333e-14,2.4294959312860385e-12,6.698493645648967e-06,2.491745068622946e-13
9.61979990588213e-08,0.29892106127100404,3.76,0.0,0.6081527602463391,0.9998997019279308,4.4337237756776146e-05,4.2673934610908776e-05,1.908507369959149e-05,0.02430389064800672,0.024343620079408455,3.018545274760448e-09,0.0004541857112589517,1.1019825205738485e-05,1.7466372734593484e-05,1.6647240201779116e-05,4.876469465385306e-05,1.422642344965768e-07,3.898751488757492e-06,0.00013320971976162293,0.0005730812776651973,3.172378705555112e-06,1.8107123038548902e-06,1.0401845809775158e-06,9.449266088912108e-06,3.4220795153417585e-06,1.5212583627351106e-08,8.013960496005444e-09,5.477109845158476e-10,4.047030825563653e-09,2.2228623732202633e-14,8.30828568293414e-09,1.305890084449815e-08,1.2182512451439717e-09,6.585755465296267e-13,1.9192696473412218e-13,0.00011975110730942182,7.613510235951269e-07,8.441931408825865e-05,1.0425878954670177e-09,8.148155759233566e-14,2.5160622656043295e-12,6.846340062611098e-06,2.660051777191416e-13
9.728301898701422e-08,0.2989369772502799,3.76,0.0,0.6078653109297757,0.9998973945851862,4.58947385245199e-05,4.3498790092208695e-05,1.9563554343664216e-05,0.024571886724161492,0.024612593776253744,3.051880923432218e-09,0.00046823227684698,1.1173124925514558e-05,1.7817834126483046e-05,1.721339885697026e-05,4.952665916965457e-05,1.458623150783877e-07,3.981361121601796e-06,0.000136230292400024,0.0005899993229154765,3.238153339156389e-06,1.864146101499301e-06,1.0714277580347814e-06,9.746875530922938e-06,3.503186701290547e-06,1.611009881078933e-08,8.548202774483768e-09,5.593307201041833e-10,4.240376477148157e-09,2.3713534302613817e-14,8.582891635306917e-09,1.3833654378844357e-08,1.298097179135153e-09,7.000956219512787e-13,2.0453806206640206e-13,0.00012099180488143355,7.778540425133632e-07,8.499835740906514e-05,1.08511914877053e-09,8.539602384657334e-14,2.604867511944174e-12,6.995671936582147e-06,2.8382327938945383e-13
9.836803891520714e-08,0.2989529067404325,3.76,0.0,0.6075776322177122,0.9998950498916042,4.7490603110157235e-05,4.432882955704409e-05,2.004977748495469e-05,0.02483974190538467,0.024881441185079962,3.085199239357671e-09,0.0004825820174155648,1.132642591262609e-05,1.8170887615942956e-05,1.779088298655581e-05,5.029532454680039e-05,1.4951922497946302e-07,4.065121660020926e-06,0.00013929591787314015,0.0006072715253950714,3.3048525800502407e-06,1.918819400318522e-06,1.103336790888972e-06,1.005100214334646e-05,3.585573813430542e-06,1.705206932500317e-08,9.112653195878944e-09,5.711117997802981e-10,4.441746310610241e-09,2.528253906957726e-14,8.865723247914416e-09,1.4647060056101501e-08,1.3823628338593472e-09,7.438429483229172e-13,2.178486198872858e-13,0.00012223018160289735,7.945184780698516e-07,8.557164123365379e-05,1.128984104341606e-09,8.947417481101372e-14,2.6959512975893477e-12,7.14648522669543e-06,3.0267878193480597e-13
9.945305884340006e-08,0.2989688500141298,3.76,0.0,0.6072897192480985,0.9998926674392403,4.9125433362600594e-05,4.5163991151547224e-05,2.0543825507827666e-05,0.025107455971487173,0.025150162222522907,3.118500202537405e-09,0.0004972391509246638,1.1479724473313263e-05,1.8525493920144313e-05,1.8379744463226093e-05,5.107073645040569e-05,1.5323560621065898e-07,4.1500441845798375e-06,0.00014240705400839822,0.0006249028054056321,3.372485335956966e-06,1.9747545657797446e-06,1.1359221689477769e-06,1.036175033248528e-05,3.669255007356929e-06,1.804031631939313e-08,9.708736003784733e-09,5.830557593779382e-10,4.651440834055466e-09,2.693960613757604e-14,9.157055515908435e-09,1.5500714384566927e-08,1.471250984638747e-09,7.89917918652029e-13,2.3189076720726143e-13,0.00012346624165065391,8.113439313035199e-07,8.613923106296905e-05,1.1742133922916214e-09,9.372220069258585e-14,2.7893537420672476e-12,7.2987758967221245e-06,3.226238284812023e-13
9.999999999999998e-08,0.2989848073465773,3.76,0.0,0.6071444965781544,0.9998914520391433,4.9964488793157565e-05,4.558690510918634e-05,2.0795859865818793e-05,0.025242352775138633,0.02528557225748308,3.135280099674172e-09,0.0005047454529626713,1.1556997784853075e-05,1.8704821834548005e-05,1.8680909242656515e-05,5.146418104445966e-05,1.5513172443391417e-07,4.193296303237234e-06,0.00014399272680256004,0.0006339281444684823,3.4069346551962444e-06,2.003436103983147e-06,1.1526076994443796e-06,1.0520937241881223e-05,3.711932456777261e-06,1.8556612013249862e-08,1.002166928110885e-08,5.891387544334213e-10,4.760398314683296e-09,2.78095888464055e-14,9.307223844770858e-09,1.5946805917287807e-08,1.5178766862973343e-09,8.140587731412803e-13,2.392570266763389e-13,0.00012408844279927526,8.198862887352963e-07,8.642320599524271e-05,1.197539791276513e-09,9.592998022458579e-14,2.8373282359642703e-12,7.376101970233168e-06,3.3310796671128506e-13
1.0053807877159298e-07,0.2989848073465773,3.76,0.0,0.6070015671136897,0.9998902468169151,5.079983718140978e-05,4.6004213724100465e-05,2.10457816870605e-05,0.02537502869798913,0.02541875680331811,3.151783792685673e-09,0.0005122079349320536,1.1633017102525244e-05,1.8881614943245747e-05,1.898003396512664e-05,5.185294009581229e-05,1.5701210703083644e-07,4.2361398800418365e-06,0.0001455641633952803,0.0006428981299531684,3.4410606009442357e-06,2.031974240653959e-06,1.1691945523718567e-06,1.067922631725921e-05,3.754244601321407e-06,1.9076722092583302e-08,1.0337930531975658e-08,5.951641489567525e-10,4.869771113651332e-09,2.868885704790596e-14,9.457173759957231e-09,1.6396267898854412e-08,1.5649719804348591e-09,8.384246944364076e-13,2.4669783291624736e-13,0.0001246999892014008,8.283300097260083e-07,8.670119174758307e-05,1.2208381474554462e-09,9.814651154820155e-14,2.885115463151823e-12,7.452539914953135e-06,3.4371281667414705e-13
1.016230986997859e-07,0.2990007790155428,3.76,0.0,0.60671317086163,0.9998877876101425,5.2514428579408974e-05,4.684943681755536e-05,2.1555730198082825e-05,0.025642459856072716,0.02568722484028327,3.1850499892317014e-09,0.0005274926669724462,1.178630047401518e-05,1.923921375597573e-05,1.9591801014569377e-05,5.2641980270410403e-05,1.6084938193143813e-07,4.323420036488779e-06,0.00014876771343893367,0.0006612625131737535,3.5105874563919756e-06,2.090501348263259e-06,1.2031647747813899e-06,1.100353815445492e-05,3.840557078411576e-06,2.016323179092035e-08,1.1001772938651047e-08,6.074385329530868e-10,5.097059120230238e-09,3.053457159859907e-14,9.766373976638219e-09,1.733542666775298e-08,1.663743972285378e-09,8.894713237069961e-13,2.623043818955644e-13,0.00012593142843232778,8.454763274799874e-07,8.725758749644832e-05,1.2688900166699746e-09,1.0275374457543919e-13,2.983277582955854e-12,7.6077732540827526e-06,3.660024828083811e-13
1.0270811862797882e-07,0.2990167653013825,3.76,0.0,0.6064245254930314,0.9998852894010596,5.426982774598439e-05,4.769960066155142e-05,2.2073756127386195e-05,0.02590974921253455,0.025955566244300583,3.218298771321107e-09,0.0005430976849403156,1.193957143095757e-05,1.959825457512665e-05,2.021509401611268e-05,5.3437901355104355e-05,1.6474809162374469e-07,4.411896050442873e-06,0.00015201817641399018,0.0006800010167634464,3.58107507195947e-06,2.1503590957770995e-06,1.2378438459758393e-06,1.1334795764118013e-05,3.928207088750473e-06,2.13018551478058e-08,1.1701857985895976e-08,6.198804903308734e-10,5.333638086103679e-09,3.2481192789422616e-14,1.0084963198568844e-08,1.831995383830549e-08,1.7677931474416558e-09,9.431698622362447e-13,2.7874625202646073e-13,0.00012716056352176833,8.627825055017857e-07,8.780848188556416e-05,1.318401166201068e-09,1.0755077162010247e-13,3.0838817341125586e-12,7.764471891094072e-06,3.895519887121834e-13
1.0379313855617174e-07,0.2990327664870651,3.76,0.0,0.6061356259625499,0.9998827517683558,5.60666611110737e-05,4.85546461649336e-05,2.2599945483096744e-05,0.026176896529737485,0.026223780924298865,3.251530117817452e-09,0.0005590273674764204,1.209282697706057e-05,1.9958702743004966e-05,2.0849960294009018e-05,5.424074734542147e-05,1.6870890302879713e-07,4.501579425990064e-06,0.00015531602951859944,0.0006991187504124216,3.652532706554703e-06,2.2115709775569434e-06,1.2732429546672238e-06,1.1673110955098026e-05,4.017209451716687e-06,2.249466826477477e-08,1.2439840865400841e-08,6.32491614732593e-10,5.579852872353813e-09,3.4533331894812673e-14,1.0413259864499984e-08,1.93516712169133e-08,1.8773539693342876e-09,9.996364979888046e-13,2.9606059211508524e-13,0.0001283873986498687,8.802481716884259e-07,8.835393786655942e-05,1.3694042893223556e-09,1.125447069063711e-13,3.186970066046785e-12,7.922631807146085e-06,4.1442301146843937e-13
1.0596317841255758e-07,0.2990648147030559,3.76,0.0,0.6055570439996865,0.9998775565291774,5.978716774996485e-05,5.027914913669267e-05,2.3677163179323332e-05,0.026710764073355358,0.026759829738078063,3.3179404180850753e-09,0.0005918784469021063,1.239928060529122e-05,2.0683687998557158e-05,2.2154596793011858e-05,5.5867388221405034e-05,1.7681952967473213e-07,4.684614822794232e-06,0.00016205583985299068,0.0007385125892643514,3.798395520548634e-06,2.338152577835054e-06,1.3462469504841727e-06,1.2371370915287668e-05,4.199331372841215e-06,2.505151111670577e-08,1.4036434444847295e-08,6.582278134782653e-10,6.102629801063733e-09,3.89734820186407e-14,1.110030863254498e-08,2.1564266967343422e-08,2.1139912849798494e-09,1.121360252459354e-12,3.3346206859002285e-13,0.00013083418575587797,9.156565159931779e-07,8.942878333956423e-05,1.4760199114312686e-09,1.2315301955024025e-13,3.400770492254088e-12,8.243319421225725e-06,4.683894584537296e-13
