Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81)
8.17300116434183e-19,0.29753680488954143,3.76,0.0,0.6332039399780631,0.9999999999999997,4.881403293158988e-39,5.6442578406766385e-27,1.3667228953207329e-28,2.1097868422999419e-13,2.1097868422999782e-13,1.073811292807277e-28,3.252353009004858e-27,3.2520094524782806e-27,1.1572600934383632e-37,4.60603156168653e-41,3.428743169633379e-16,1.3075177851879446e-29,1.355363756737632e-16,6.695336920446178e-21,3.821934815482907e-25,2.0734463586822353e-16,2.481551532424586e-28,4.919943083257212e-29,2.8890083181900506e-38,1.1581150869271378e-20,2.7903521105133936e-43,1.1388219957747152e-45,1.780729111476244e-29,2.5209794975778676e-41,4.169542501077066e-60,4.950662471445215e-30,9.57561372640038e-43,3.445107962757495e-54,3.6863713952684883e-59,6.007659004403916e-67,1.1040553458077418e-15,8.031926192782367e-29,1.1040553458028416e-15,1.0848537039079748e-41,8.047924587591403e-55,3.426376813787386e-44,7.129624718987263e-28,9.688829728119385e-57
1.635310311162401e-18,0.2975368048895532,3.76,0.0,0.6332039399778505,0.9999999999999993,3.908090770668478e-38,2.259174072304217e-26,5.470453414876102e-28,4.2214066879370945e-13,4.2214066879372384e-13,4.298043589136915e-28,1.3017887979908586e-26,1.3016512790830278e-26,9.265117385002515e-37,3.687626042699285e-40,6.860465264696887e-16,5.233478630429973e-29,2.711905062963601e-16,1.3397256123868274e-20,1.5297699496498252e-24,4.1486941439439e-16,9.93267324079249e-28,1.9692594075009208e-28,2.312963295164037e-37,2.3172363552760073e-20,2.2339783402114966e-42,9.117500515724388e-45,7.127557145868875e-29,2.0183164593139084e-40,6.676700526108928e-59,1.9815551661094682e-29,7.666313357576265e-42,5.516663265063589e-53,5.905058281831634e-58,1.9240691925348428e-65,2.209069905641036e-15,3.2148636574838847e-28,2.2090699056214227e-15,8.687628174530867e-41,1.2887164983670041e-53,2.743880360011796e-43,2.8537079214167285e-27,1.5518965788151546e-55
3.271330700618837e-18,0.2975368048895766,3.76,0.0,0.6332039399774253,0.9999999999999987,3.127660419461276e-37,9.039638999630338e-26,2.188893966266322e-27,8.444646379208346e-13,8.444646379208924e-13,1.7197772696865958e-27,5.208850904280446e-26,5.208300595394554e-26,7.414909766219953e-36,2.95122177376215e-39,1.3723909454825076e-15,2.094073144323449e-28,5.42498766421434e-16,2.6803391455095332e-20,6.1210724042171854e-24,8.299189703083249e-16,3.974363087847976e-27,7.879602709382305e-28,1.85107359269302e-36,4.635478891268367e-20,1.7878616210083083e-41,7.296771445937568e-44,2.8519512544297718e-28,1.6152665714921677e-39,1.0687069051080446e-57,7.928801740815491e-29,6.135380624584729e-41,8.830255425822187e-52,9.453588075370274e-57,6.159612081338923e-64,4.4190990253013746e-15,1.2863642183735016e-27,4.4190990252228955e-15,6.953623668018622e-40,2.0627856594251994e-52,2.196216388968938e-42,1.1418548812345789e-26,2.4843823490882517e-54
6.543371479531709e-18,0.2975368048896234,3.76,0.0,0.6332039399765749,0.9999999999999973,2.5026036235308133e-36,3.6164442257226764e-25,8.757001513358269e-27,1.6891125761738635e-12,1.689112576174095e-12,6.880228833864544e-27,2.0838795848276684e-25,2.083659382129981e-25,5.93305439637612e-35,2.361426119802443e-38,2.745079783508613e-15,8.37765615576791e-28,1.0851152821911034e-15,5.3624849815014776e-20,2.4488275323697944e-23,1.6600180775826025e-15,1.590004030863687e-26,3.1523541728396127e-27,1.4811401166298686e-35,9.271963960431593e-20,1.4305609310408373e-40,5.838525853577907e-43,1.1409662006999159e-27,1.2924586670054732e-38,1.7102789984717038e-56,3.1720369738843367e-28,4.909236661518231e-40,1.413128472391989e-50,1.5130138173517519e-55,1.9714904720381673e-62,8.839157264597051e-15,5.146294503541293e-27,8.839157264283083e-15,5.564307715525232e-39,3.301128606527987e-51,1.7574180508128302e-41,4.5681630561647793e-26,3.9760903145612348e-53
1.3087453037357452e-17,0.29753680488971707,3.76,0.0,0.633203939974874,0.9999999999999946,2.002273138724304e-35,1.4466954238045336e-24,3.5030859510192003e-26,3.3784084526750377e-12,3.3784084526759627e-12,2.7523154425582865e-26,8.336197092579084e-25,8.33531586359807e-25,4.746894197636818e-34,1.8893207619490377e-37,5.490457459562694e-15,3.351335197383404e-27,2.1703482958085274e-15,1.073045173241861e-19,9.796107269915447e-23,3.320216273916788e-15,6.360533756218727e-26,1.2610442943644497e-26,1.1850246019246612e-34,1.8544934087472242e-19,1.1445574047863877e-39,4.6712642835333826e-42,4.564236173188189e-27,1.0340651012283375e-37,2.736724814298431e-55,1.2689180434145289e-27,3.927762213409573e-39,2.261235656384168e-49,2.421173930592016e-54,6.309432896952175e-61,1.7679273743088405e-14,2.058685339340019e-26,1.7679273741832428e-14,4.452009730849538e-38,5.282342996639338e-50,1.4061124231980508e-40,1.827413939290006e-25,6.3626074401657754e-52
2.6175616153008937e-17,0.29753680488990447,3.76,0.0,0.6332039399714723,0.9999999999999891,1.601894778053121e-34,5.787017170290973e-24,1.4012916081455233e-25,6.757000205657847e-12,6.757000205661547e-12,1.1009709140514056e-25,3.334614799497327e-24,3.334262016347565e-24,3.7976956384044936e-33,1.5115291464396387e-36,1.098121281167834e-14,1.3405886278781894e-26,4.340814251355716e-15,2.1481085549562697e-19,3.918602295569349e-22,6.640612593727681e-15,2.544317036289133e-25,5.0443824360476295e-26,9.480646867709231e-34,3.709087429641172e-19,9.156893815752057e-39,3.7371889958721646e-41,1.82576870286299e-26,8.272913392684854e-37,4.3789825199402075e-54,5.075878616696105e-27,3.1423588997634413e-38,3.6181611051986426e-48,3.874159722171691e-53,2.019124629978756e-59,3.535950669967111e-14,8.235076445003558e-26,3.5359506694646996e-14,3.5618331853016982e-37,8.452178340184806e-49,1.1249611118625118e-39,7.309953201304877e-25,1.0180862204164138e-50
5.235194238431191e-17,0.29753680489027917,3.76,0.0,0.6332039399646687,0.9999999999999781,1.2815465973680584e-33,2.3148539636955958e-23,5.605282142667871e-25,1.3514183711545317e-11,1.3514183711560111e-11,4.403972760901175e-25,1.3338732783598783e-23,1.333731940453424e-23,3.038228622290573e-32,1.209253271238723e-35,2.1962723515939547e-14,5.3624636110435e-26,8.681745875699481e-15,4.3041154441704997e-19,1.5674727593870638e-21,1.3281404941919574e-14,1.0177475244947433e-24,2.0177940275273663e-25,7.584697509966337e-33,7.4182754533734445e-19,7.32568875131694e-38,2.989822417093831e-40,7.303222936191498e-26,6.618487577705745e-36,7.006550514432582e-53,2.0303926783914716e-26,2.5139467208435702e-37,5.789204898693045e-47,6.198880557386996e-52,6.461368292151482e-58,7.071997261123653e-14,3.294097596615719e-25,7.071997259113968e-14,2.849556652825289e-36,1.352382815248125e-47,8.999973211828244e-39,2.924040770334879e-24,1.628993147020995e-49
1.0470459484691786e-16,0.2975368048910287,3.76,0.0,0.6332039399510617,0.9999999999999561,1.0252500156811763e-32,9.259510044589005e-23,2.2421370013511604e-24,2.7028550723007647e-11,2.7028550723066832e-11,1.7616066286946374e-24,5.33554915572194e-23,5.334982024122901e-23,2.4306117388815652e-31,9.674161004884814e-35,4.392574492458166e-14,2.1450072643088614e-25,1.7363607977384726e-14,8.639649723032477e-19,6.269954425002422e-21,2.6562988472583875e-14,4.071031541106921e-24,8.0712582223331165e-25,6.067829999360932e-32,1.4836651428624334e-18,5.860620262408662e-37,2.391886727625086e-39,2.921318523624238e-25,5.294852530378122e-35,1.1210624325980919e-51,8.121652716687772e-26,2.0111811339268143e-36,9.262845165796918e-46,9.918388404599425e-51,2.0676647818624314e-56,1.4144090442796736e-13,1.3176524424024662e-24,1.4144090434757907e-13,2.279681271176868e-35,2.1638396610072975e-46,7.200091682003404e-38,1.169628206142365e-23,2.6064330903716923e-48
2.0940989977212974e-16,0.29753680489252765,3.76,0.0,0.6332039399238476,0.9999999999999122,8.202057919384702e-32,3.703822854128608e-22,8.96860431068483e-24,5.4057284744681885e-11,5.4057284744918613e-11,7.046459189492535e-24,2.1342319305352818e-22,2.134003657357185e-22,1.944500921261401e-30,7.739406765554752e-34,8.785178774234464e-14,8.580072695541316e-25,3.4727327592747367e-14,1.7404800260825444e-18,2.5079942112028644e-20,5.312615087103541e-14,1.6284209233461235e-23,3.2285197156720256e-24,4.854292770807056e-31,2.967340309034227e-18,4.688523564159558e-36,1.9135213884159281e-38,1.16853305845392e-24,4.235906566878032e-34,1.793711601163372e-50,3.2486771185414756e-25,1.6089542765382568e-35,1.482064491792563e-44,1.5869563483284409e-49,6.616569182761854e-55,2.8288276803582894e-13,5.270636576553623e-24,2.8288276771427413e-13,1.8237592470704537e-34,3.462164323957678e-45,5.76011760541679e-37,4.678536620211573e-23,4.170327865396348e-47
4.188205096225535e-16,0.2975368048955255,3.76,0.0,0.6332039398694194,0.9999999999998244,6.561680401084237e-31,1.4815329075167006e-21,3.587459398555068e-23,1.0811475278302865e-10,1.0811475278397557e-10,2.818588311467464e-23,8.536960736612472e-22,8.536036286476119e-22,1.5556053389421487e-29,6.1915950409238e-33,1.7570387337978564e-13,3.432037804560106e-24,6.945474847145192e-14,3.531142908336707e-18,1.0031999836507219e-19,1.062524570164369e-13,6.513700453155007e-23,1.2914111750006466e-23,3.883445684524796e-30,5.934690525920885e-18,3.7508292322666014e-35,1.5308226951301187e-37,4.674141765037701e-24,3.388734358762282e-33,2.8699486608980974e-49,1.2994737587321378e-24,1.2871669552938913e-34,2.3713102117836194e-43,2.5391410160284035e-48,2.117308068267835e-53,5.65766495149152e-13,2.108259991471806e-23,5.657664938629295e-13,1.4590128504535956e-33,5.539476862316332e-44,4.608110211449918e-36,1.8714194068391474e-22,6.672551485806481e-46
8.376417293234011e-16,0.29753680490152135,3.76,0.0,0.633203939760563,0.9999999999996486,5.249375463797429e-30,5.926139150591876e-21,1.4349924248400844e-22,2.1622968883971533e-10,2.1622968884350302e-10,1.1274347322964912e-22,3.414797679882272e-21,3.414418815271171e-21,1.2444860956982666e-28,4.953365394157361e-32,3.514080446623276e-13,1.372816866025084e-23,1.389095168208627e-13,7.262999632971158e-18,4.0128030203372575e-19,2.1250499470128705e-13,2.60548364996088e-22,5.165651304487751e-23,3.1067610696805074e-29,1.1869390498319355e-17,3.0006666409334764e-34,1.2246616408348054e-36,1.8696571988136696e-23,2.7109899902353994e-32,4.591928278422882e-48,5.1978984970489e-24,1.0297346359303875e-33,3.794100719356943e-42,4.0626326992076283e-47,6.775390370633372e-52,1.1315339489661973e-12,8.433050683197255e-23,1.1315339438213005e-12,1.1672120786442462e-32,8.863165337620074e-43,3.6864920970185366e-35,7.485687141800251e-22,1.067610058437728e-44
1.6752841687250962e-15,0.29753680491351286,3.76,0.0,0.6332039395428501,0.9999999999992972,4.1995408548682056e-29,2.3704571553715446e-20,5.740028074612314e-22,4.3245956087306135e-10,4.324595608882123e-10,4.509725589268484e-22,1.365927174862064e-20,1.3657683616582327e-20,9.95589580406257e-28,3.962826475912379e-31,7.028163872580517e-13,5.491270943947443e-23,2.7781875988836913e-13,1.5328835813497498e-17,1.6051206151961915e-18,4.250097716476048e-13,1.0421942471166263e-21,2.066261864304219e-22,2.4854105604121007e-28,2.3738788601239865e-17,2.4005331791859844e-33,9.797327081085704e-36,7.478618473296346e-23,2.168791171267548e-31,7.347101075814894e-47,2.0791582028339498e-23,8.237875903324062e-33,6.070560689179202e-41,6.500212815356913e-46,2.1681224882420275e-50,2.2630688549618842e-12,3.373222413220018e-22,2.2630688343822853e-12,9.337697696825948e-32,1.4181038275271274e-41,2.9491912119708134e-34,2.99427675714912e-21,1.7081764896223858e-43
3.3505690475284867e-15,0.297536804937496,3.76,0.0,0.6332039391074245,0.9999999999985943,3.359693719939631e-28,9.481831539988139e-20,2.2960557403232667e-21,8.649193046196443e-10,8.649193046802477e-10,1.803877843567741e-21,5.463768312007453e-20,5.463074921038039e-20,7.96471904310906e-27,3.170472310573183e-30,1.405633072572054e-12,2.196509066703048e-22,5.556360715035434e-13,3.3868990225638174e-17,6.420471594254098e-18,8.500181318501386e-13,4.1687793098566134e-21,8.265050315126798e-22,1.9883289635433817e-27,4.747757746855873e-17,1.92042419299236e-32,7.8379072713299e-35,2.9914362789278443e-22,1.7350296931183653e-30,1.1755398364714322e-45,8.316615312146999e-23,6.590291495626076e-32,9.71288404099286e-40,1.0400323822185764e-44,6.937967857832829e-49,4.526138660399647e-12,1.3492893904586802e-21,4.526138578081226e-12,7.470148783818873e-31,2.268955014509603e-40,2.3593455244961496e-33,1.1977110809769415e-20,2.733079306873492e-42
6.701138805135268e-15,0.29753680498546237,3.76,0.0,0.6332039382365732,0.9999999999971887,2.6878511379526508e-27,3.7927331422809554e-19,9.184574664018784e-21,1.7298387908323735e-09,1.729838791074787e-09,7.215408798567696e-21,2.18555397246829e-19,2.1852301059403904e-19,6.371775529578234e-26,2.536714245309754e-29,2.8112664436902444e-12,8.786037590296095e-22,1.111265996697915e-12,8.058315626329224e-17,2.5681787199291872e-17,1.700030077522226e-12,1.6675127859018888e-20,3.3060208359457185e-21,1.59066311027209e-26,9.495512608097428e-17,1.5363347392692433e-31,6.270395298946068e-34,1.1965650527691621e-21,1.3880177921310336e-29,1.8808743430214614e-44,3.32663053935048e-22,5.272215500439984e-31,1.5540563402706537e-38,1.6640451458293603e-43,2.2201329198930766e-47,9.052278245060724e-12,5.397158389634836e-21,9.052277915786996e-12,5.976099596545973e-30,3.630290309305573e-39,1.8874631075783016e-32,4.7908450643935197e-20,4.3729135708937216e-41
1.340227832034883e-14,0.29753680508139496,3.76,0.0,0.6332039364948706,0.9999999999943774,2.1504341698963617e-26,1.5170933162377142e-18,3.6741103489228e-20,3.459677758136084e-09,3.4596777591057377e-09,2.88608077406925e-20,8.742586982608808e-19,8.74091943996519e-19,5.097419477933246e-25,2.0299090666605707e-28,5.622533187887087e-12,3.514415257003555e-21,2.222507055289767e-12,2.1254634927313645e-16,1.0272633089347642e-16,3.400034870153899e-12,6.670058048672107e-20,1.3224085870079368e-20,1.2725300373483494e-25,1.899101086718178e-16,1.2290600657682963e-30,5.016426014087612e-33,4.7861834008909365e-21,1.1104043851947307e-28,3.009431985959172e-43,1.3306394302684542e-21,4.2177429140971844e-30,2.4864730633619366e-37,2.662449806568299e-42,7.104315671869813e-46,1.8104557309525083e-11,2.1588635033808876e-20,1.810455599243013e-11,4.7808468156278267e-29,5.808342082259882e-38,1.509948627295931e-31,1.916338161255415e-19,6.996616309296099e-40
2.6804557350775953e-14,0.2975368052732602,3.76,0.0,0.6332039330114655,0.9999999999887548,1.720592306829341e-25,6.0683730161470476e-18,1.469868346216498e-19,6.919355672256521e-09,6.9193556761351295e-09,1.1543659810573042e-19,3.497331243399011e-18,3.496366572150018e-18,4.077933502025731e-24,1.6247872995618073e-27,1.124506668412043e-11,1.4057661119288826e-20,4.444914008061929e-12,6.306076358213941e-16,4.1089873152565824e-16,6.799968062322555e-12,2.6680284249131124e-19,5.28963573850082e-20,1.018023166876939e-24,3.798196301562727e-16,9.832355561937636e-30,4.0133158904941907e-32,1.914411686188315e-20,8.883076274453113e-28,4.8151961727716596e-42,5.3224548058324176e-21,3.3741466860550384e-29,3.9783016513777405e-36,4.2598472018288134e-41,2.2733104780674316e-44,3.620911501902264e-11,8.635454164312822e-20,3.620910975064312e-11,3.824624165702843e-28,9.292954245373916e-37,1.2079237053364547e-30,7.665352815224377e-19,1.119443858026972e-38
4.0206836381203074e-14,0.2975368054651255,3.76,0.0,0.6332039295280604,0.9999999999831322,4.92022093124907e-25,1.2895292083634499e-17,3.1237994840043356e-19,1.0379033565889977e-08,1.0379033574132011e-08,2.452930257420723e-19,7.432264177980804e-18,7.429777080460536e-18,1.1660337709808232e-23,4.6472906547349966e-27,1.686760018819122e-11,2.987252965293148e-20,6.667245799198461e-12,1.2027992798307028e-15,8.731501088450313e-16,1.019982486315179e-11,5.669567962981433e-19,1.1240477808578618e-19,2.9109085328170443e-24,5.697287227817251e-16,2.8114190696763906e-29,1.1475863412058392e-31,4.068034187469698e-20,2.5399785000162535e-27,1.7723306097001192e-41,1.1310065130212733e-20,9.647873323732503e-29,1.4643208132306312e-35,1.62405451449447e-40,1.037927829722607e-43,5.431367230908904e-11,1.8350340031064366e-19,5.4313661113783144e-11,1.1354262870572245e-27,3.420354656510539e-36,3.5859661194701016e-30,1.6288874718138375e-18,4.235056644492677e-38
5.3609115411630195e-14,0.29753680565699075,3.76,0.0,0.6332039260446553,0.9999999999775095,1.037894059804272e-24,2.1997850190388146e-17,5.329351535932222e-19,1.3838711439036458e-08,1.3838711453096386e-08,4.184257358784162e-19,1.2679251942604826e-17,1.2674322587737139e-17,2.4595022657338552e-23,9.80518815239534e-27,2.2490133700097263e-11,5.095902066294948e-20,8.889502431475174e-12,1.9291167383756008e-15,1.4894761264309718e-15,1.3599605274396833e-11,9.671627769154081e-19,1.9174935571164432e-19,6.139946326942415e-24,7.596374013859142e-16,5.930059974648839e-29,2.4206473638314132e-31,6.939445324454027e-20,5.357500277279315e-27,4.4950572255641475e-41,1.92934027318248e-20,2.035001405758557e-28,3.7140417592648476e-35,4.3696012737622394e-40,3.0938756643169394e-43,7.241822917972431e-11,3.1303520977358006e-19,7.241821008185055e-11,2.474013264015501e-27,8.674600256638547e-36,7.813518449710577e-30,2.778690377460545e-18,1.1023757581429233e-37
