Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452)
0.0146187959234937,0.5355697736368676,3.76,0.0,0.5443726469777171,0.9573482292810727,0.05214262122044992,0.00010419583433622537,2.259787650641361e-06,0.20405930262738192,0.21202339783399504,6.474883234448127e-15,0.010217185814507835,9.448528538017592e-11,4.880010612191935e-07,0.009890117882976007,0.0020221218983547335,0.006647766191935591,3.912154169715169e-06,1.070388141465923e-06,0.059607385993622565,1.2422306214051246e-06,3.841271585318549e-07,0.005530178816313568,0.00022249500506150153,2.6505743936903745e-08,1.1174206432390372e-08,2.0794630225083172e-06,3.217865356446434e-07,5.995904734686012e-05,1.613735957346998e-10,0.00016797806319022418,7.142059834626166e-09,5.366907902222226e-06,3.445174855981056e-08,1.0113477790151005e-07,9.788641814049252e-07,0.00016170764830745452,7.341863776318835e-07,1.7144784357403883e-07,3.209635152996123e-14
0.014645005331359111,0.5356263672157229,3.76,0.0,0.5435657190132513,0.9569760764001369,0.05262327102127531,0.00010548621814559058,2.279597490933079e-06,0.20428936500967282,0.21232647379901698,6.485158877867729e-15,0.010290229458960385,9.467457166671943e-11,4.926060164417336e-07,0.009992319020534591,0.0020299696144311075,0.006698051798999089,3.943336752498495e-06,1.0765552027700943e-06,0.06010604816272849,1.253754446524258e-06,3.872793414667892e-07,0.005569268182428682,0.00022467461268839515,2.684975388291357e-08,1.1367561098019265e-08,2.1150142057564223e-06,3.2419203491313594e-07,6.090753966180726e-05,1.6405135427289723e-10,0.00017017184143025,7.260992798800171e-09,5.453903815655567e-06,3.519556954022215e-08,1.027233409660244e-07,9.952017257370178e-07,0.000164506554400317,7.443515705838936e-07,1.7669889728261668e-07,3.260468116275213e-14
0.014671214739224522,0.5356831281377036,3.76,0.0,0.5427557779049885,0.9566010832690474,0.05310767047960345,0.00010679376614224396,2.299571432481801e-06,0.20451845257661563,0.2126291823895387,6.495445737253817e-15,0.010363600085473108,9.486433045154541e-11,4.972532217718369e-07,0.010095519987359065,0.0020378381396380174,0.0067486494239420046,3.974744820355736e-06,1.082742534659102e-06,0.06060801347122169,1.2653809798408489e-06,3.9045647268995336e-07,0.005608530335338915,0.00022687390409874926,2.7198651184008705e-08,1.1564094030358791e-08,2.1511371577370106e-06,3.266125054858963e-07,6.187185985099266e-05,1.6677018291062532e-10,0.0001723947141595648,7.381811751891919e-09,5.54221834219852e-06,3.595526780781095e-08,1.043347755174751e-07,1.0117956446953648e-06,0.00016735089467586684,7.546679994921821e-07,1.821081824065854e-07,3.312149055309145e-14
0.014697424147089933,0.5357400574725751,3.76,0.0,0.5419428075568505,0.956223230273572,0.05359584464974229,0.000108118721253188,2.319710919533697e-06,0.20474655978648595,0.21293152305650093,6.5057441178088875e-15,0.010437297574582505,9.50545674754792e-11,5.019430650537569e-07,0.01019973044396388,0.00204572752780016,0.006799560628644678,4.006380005455987e-06,1.088950172870915e-06,0.06111329743121463,1.2771111285375266e-06,3.936587633744209e-07,0.005647965154968531,0.00022909305313857967,2.7552509441785476e-08,1.1763855108548836e-08,2.187840684479955e-06,3.290480242819783e-07,6.285229047102138e-05,1.695306668252428e-10,0.00017464707385051492,7.504545396021722e-09,5.631870499445282e-06,3.673118297250674e-08,1.0596938406778473e-07,1.0286497802992344e-06,0.00017024136527943716,7.651381070419725e-07,1.876804009849028e-07,3.3646930822543875e-14
0.014723633554955344,0.5357971562963089,3.76,0.0,0.5411267918209549,0.9558424976654364,0.05408781873917083,0.00010946133009422233,2.340017436410166e-06,0.2049736810591334,0.2132334952590321,6.51605436438925e-15,0.010511321793124933,9.524528898819401e-11,5.066759493835116e-07,0.010304960147123706,0.0020536378325224057,0.006850786978803743,4.0382439799718756e-06,1.0951781550933347e-06,0.06162191558197388,1.2889458338198317e-06,3.968864342944258e-07,0.005687572511208269,0.0002313322352949474,2.791140592153596e-08,1.1966896274121294e-08,2.225133717488571e-06,3.3149866705267614e-07,6.3849119455128e-05,1.7233339991142285e-10,0.0001769293183029064,7.629223564449165e-09,5.722879572050983e-06,3.752366198159752e-08,1.0762747311551474e-07,1.0457680295636837e-06,0.00017317867267990268,7.757643708727108e-07,1.9342039333111457e-07,3.418115595648293e-14
0.014747115836449904,0.5358484587459568,3.76,0.0,0.540393083850806,0.9554989187713671,0.05453185042009896,0.00011067943769702113,2.358354127034207e-06,0.20517632804041097,0.21350373343514245,6.525302176572997e-15,0.010577921068813305,9.541658229127725e-11,5.109532638482665e-07,0.01040011430923491,0.0020607428677214272,0.0068969521050709515,4.066988140500784e-06,1.1007754187188837e-06,0.06208045589718841,1.2996386931313986e-06,3.998000026366238e-07,0.005723205092213947,0.00023335558740014478,2.8237303066822688e-08,1.2151640126140967e-08,2.259054492212474e-06,3.337072241357343e-07,6.475639513547333e-05,1.7488088197931899e-10,0.00017899980461945602,7.742605358449884e-09,5.8055875276174185e-06,3.824804113782635e-08,1.0913323262477602e-07,1.0613326687942575e-06,0.00017585071679675579,7.854196561974495e-07,1.9870970965676032e-07,3.466738409558097e-14
0.014770598117944464,0.535899898899633,3.76,0.0,0.5396569065865656,0.9551529979916843,0.05497897108869328,0.00011191209992971367,2.376827177151617e-06,0.20537817500880357,0.21377367503156214,6.5345600236188326e-15,0.010644782385065736,9.558827384677336e-11,5.152657487258603e-07,0.010496101707758367,0.0020678647743775473,0.006943372597057573,4.095918480793353e-06,1.1063890738829124e-06,0.06254169635405604,1.310416903667847e-06,4.027342835912579e-07,0.005758975952196465,0.0002353952912913351,2.856736452987693e-08,1.2339097440985117e-08,2.2934623995602435e-06,3.359280375026678e-07,6.567728448690874e-05,1.7746320011107962e-10,0.00018109489743302598,7.857594327204865e-09,5.889414663763913e-06,3.8986261072658615e-08,1.1065831485049866e-07,1.0771153888923456e-06,0.00017856145613090517,7.952041696499432e-07,2.0414138304204575e-07,3.516090487328272e-14
0.014794080399439025,0.535951477544063,3.76,0.0,0.5389182483094442,0.954804720845374,0.05542919919090333,0.00011315950192437442,2.395437684961099e-06,0.20557921787133274,0.21404331967703732,6.543828167539442e-15,0.01071190561773433,9.576036833656973e-11,5.196136989880587e-07,0.010592929560763287,0.0020750035906756353,0.006990049588201912,4.125036250800759e-06,1.1120191495193898e-06,0.06300564818134917,1.3212811694028103e-06,4.056894387686672e-07,0.005794884976668008,0.00023745147660683477,2.890164761115851e-08,1.2529307053496127e-08,2.3283641459635286e-06,3.381611621310657e-07,6.66120060267598e-05,1.800807988758884e-10,0.0001832148940216968,7.974212723309168e-09,5.9743754157324025e-06,3.973858697407763e-08,1.1220294810650844e-07,1.0931191155768436e-06,0.00018131142048392906,8.051197853950337e-07,2.0971919365408523e-07,3.566183513584353e-14
0.014817562680933585,0.5360031954700907,3.76,0.0,0.5381770972677128,0.9544540727626095,0.05588255327352372,0.00011442183133405332,2.414186766292132e-06,0.20577945250954038,0.21431266700621504,6.553106873348621e-15,0.010779290633657412,9.593287049362485e-11,5.239974202155616e-07,0.010690605150911464,0.0020821593547120797,0.00703698421413157,4.1543426733247815e-06,1.1176656777875363e-06,0.06347232262374465,1.3322321858008966e-06,4.0866563604944636e-07,0.00583093204442238,0.00023952427408684105,2.9240212481890004e-08,1.2722309063313214e-08,2.363766535261102e-06,3.404066524010317e-07,6.756078201087198e-05,1.8273412726063676e-10,0.00018536009527541988,8.092483559041129e-09,6.060484402606334e-06,4.050528916694126e-08,1.1376736300208213e-07,1.1093468122857899e-06,0.00018410114668804324,8.151684064340323e-07,2.1544702108599135e-07,3.617029372849937e-14
0.014841044962428145,0.5360550534727138,3.76,0.0,0.5374334416767673,0.9541010390840954,0.05633905198471388,0.00011569927836476692,2.433075514287461e-06,0.20597887477934734,0.21458171665979497,6.562396357029655e-15,0.01084693729058314,9.610578442149951e-11,5.284172102265622e-07,0.010789135826046934,0.0020893321046123545,0.0070841776126112,4.183838911044837e-06,1.1233286903468539e-06,0.06394173094154945,1.34327060487022e-06,4.1166303740234894e-07,0.005867117027481182,0.0002416138155829254,2.9583117953404974e-08,1.2918142657994363e-08,2.3996764682028985e-06,3.4266456447814365e-07,6.852383849924151e-05,1.854236366727894e-10,0.00018753080573567354,8.212429441516722e-09,6.147756426885211e-06,4.128664321068025e-08,1.1535179202183223e-07,1.1258014823721176e-06,0.0001869311786887624,8.253519670404451e-07,2.2132884686768065e-07,3.668640153687079e-14
0.01486217901577325,0.5361018461010004,3.76,0.0,0.5367620004890935,0.9537812569009728,0.056752604976934656,0.00011686206555287149,2.4501957430814386e-06,0.20615765680132472,0.2148236065434218,6.570766348116089e-15,0.010908042859894485,9.6261763207709e-11,5.32426110890302e-07,0.010878550657342665,0.002095802133618746,0.007126873863796197,4.2105488995581e-06,1.1284395203484794e-06,0.06436654520953913,1.3532805245730746e-06,4.143789660135849e-07,0.0058998013185287594,0.00024350882894270435,2.9895493473070435e-08,1.3096847587917786e-08,2.4324351309509727e-06,3.4470735093010013e-07,6.940298912982728e-05,1.8787551229886829e-10,0.00018950651020629639,8.321832136075214e-09,6.227308028740571e-06,4.2002621234413374e-08,1.167950852910132e-07,1.1408072647487827e-06,0.0001895131243294967,8.346341667001518e-07,2.2675753368718033e-07,3.71575402042166e-14
0.014883313069118356,0.536148753424117,3.76,0.0,0.5360885124077732,0.9534595196252398,0.05716873404403257,0.00011803739651882717,2.4674308675722946e-06,0.20633577436978656,0.2150652547707384,6.579145517832591e-15,0.010969360119118232,9.641808334367827e-11,5.364647036968134e-07,0.010968669562255295,0.0021022859791600007,0.007169781476278257,4.2374146289327954e-06,1.1335637538038874e-06,0.06479359127876183,1.3633623736934146e-06,4.1711233225724623e-07,0.005932597108785592,0.0002454176103734591,3.021147943187584e-08,1.3277909929263507e-08,2.4656157288257847e-06,3.4676028281776365e-07,7.029406351993343e-05,1.9035740937979018e-10,0.00019150335406409213,8.43262809801295e-09,6.307824888028682e-06,4.273090326465832e-08,1.1825495488967676e-07,1.1560016110758853e-06,0.00019212857087263078,8.440287108709325e-07,2.3231732078888797e-07,3.763506536512223e-14
0.01490444712246346,0.5361957760303483,3.76,0.0,0.5354129687741676,0.9531358163823247,0.057587452993118286,0.00011922541538275334,2.484781699468366e-06,0.20651322440972333,0.21530666109302912,6.587534019665889e-15,0.01103088894549822,9.657474776284323e-11,5.405332102635135e-07,0.011059498035390889,0.0021087836687947335,0.007212901283614681,4.2644369457656406e-06,1.138701415330321e-06,0.0652228773883208,1.373516627444968e-06,4.1986325635253337e-07,0.005965504290631418,0.00024734025834999827,3.053112030236775e-08,1.3461359161611305e-08,2.4992234884332195e-06,3.488234019357972e-07,7.119723465514784e-05,1.92869667368538e-10,0.0001935215670991014,8.544834362838678e-09,6.3893181929616084e-06,4.3471701486766986e-08,1.1973157552097097e-07,1.1713867953433503e-06,0.00019477793004311718,8.535370738065857e-07,2.380113335249443e-07,3.8119069516953056e-14
0.014925581175808566,0.5362429145108082,3.76,0.0,0.5347353609084939,0.9528101362378568,0.058008775699012735,0.00012042626803661363,2.5022490858245006e-06,0.20669000382888686,0.21554782526594843,6.595932067119555e-15,0.011092629210153452,9.673176018534054e-11,5.446318555843425e-07,0.011151041615692232,0.0021152952297802882,0.007256234120582847,4.2916168129316195e-06,1.1438525271444947e-06,0.06565441178611807,1.3837438316767593e-06,4.226318618982878e-07,0.005998522751838497,0.00024927687210315525,3.085446096852978e-08,1.3647225977758184e-08,2.5332636917844635e-06,3.508967476693806e-07,7.211267819171979e-05,1.954126342245917e-10,0.0001955613816131245,8.658468448268637e-09,6.4717992554750245e-06,4.4225231781889296e-08,1.2122512445391678e-07,1.1869651184832782e-06,0.00019746161848178235,8.631607465548525e-07,2.438427710425533e-07,3.860964656441463e-14
0.01494460182381916,0.5362854387064767,3.76,0.0,0.5341237417201737,0.9525153247711917,0.05839020386872301,0.00012151813033611574,2.518070107558273e-06,0.20684852935565556,0.21576466578551187,6.6034986585217855e-15,0.011148376116600195,9.687337213248923e-11,5.483466023018817e-07,0.011234046868533801,0.002121167517071118,0.0072954165050786645,4.3162141834593525e-06,1.1485000528062232e-06,0.06604472185448468,1.3930111407605752e-06,4.2513883370628356e-07,0.0060283344142748685,0.000251031847848716,3.1148671102211255e-08,1.3816599903287079e-08,2.5642740416071536e-06,3.5277153544795857e-07,7.294721764507462e-05,1.977278505456146e-10,0.00019741587797831336,8.761975192275602e-09,6.546886196827929e-06,4.491447642717039e-08,1.225839399156809e-07,1.2011526671687402e-06,0.0001999066379496975,8.719218933253505e-07,2.492112679205681e-07,3.905686451579679e-14
0.014963622471829755,0.5363280576761971,3.76,0.0,0.5335104370989784,0.9522188950521014,0.0587737625859463,0.00012262061651866442,2.533986851138536e-06,0.20700650688206446,0.21598130979802063,6.6110732873733186e-15,0.011204294076094998,9.701527138854486e-11,5.52086118564693e-07,0.01131763998208882,0.002127051081936271,0.007334772730865626,4.3409405864504545e-06,1.1531585155924328e-06,0.06643686574911373,1.40233834713553e-06,4.276603233178918e-07,0.006058236029948618,0.00025279829028706466,3.14459505509434e-08,1.3987980449876076e-08,2.595642964410258e-06,3.546546694138118e-07,7.379197413356775e-05,2.00068482143388e-10,0.0001992882346967826,8.866666221793566e-09,6.622790918601987e-06,4.561437468858291e-08,1.2395674328925955e-07,1.215500263334733e-06,0.00020238011638455886,8.807787885875838e-07,2.5469617110807326e-07,3.95095542756704e-14
0.01498074105503929,0.5363664961417353,3.76,0.0,0.5329570166292807,0.9519507180075714,0.0591207955257894,0.00012362202849420568,2.5483942864835146e-06,0.20714821622265955,0.21617612125629612,6.6178974556793396e-15,0.011254766401872967,9.714322863608636e-11,5.554730022218479e-07,0.011393379819332456,0.0021323559488941593,0.007370342473264887,4.36330524400759e-06,1.157360498883327e-06,0.06679136815968295,1.410784372507423e-06,4.2994215440919593e-07,0.0060852243184880165,0.0002543979536031087,3.171615517178042e-08,1.4143958039348392e-08,2.6241848695491843e-06,3.5635664980896e-07,7.456110107063913e-05,2.0219699585818705e-10,0.00020098877067981785,8.961911810718217e-09,6.691811408551592e-06,4.625352855526677e-08,1.252043356364201e-07,1.228551375214077e-06,0.00020463083898766257,8.888327949345429e-07,2.5973417040538144e-07,3.99217125432846e-14
0.014997859638248824,0.5364050120477475,3.76,0.0,0.5324022211443925,0.9516812176895992,0.059469570024883386,0.0001246322161231505,2.562880234256918e-06,0.2072894781500011,0.21637077328643178,6.624728373966742e-15,0.011305377113602612,9.727142278719441e-11,5.588802135276266e-07,0.011469602202705419,0.0021376699808976435,0.007406053967733266,4.385775484408357e-06,1.161571372760055e-06,0.06714736525370754,1.4192795246808275e-06,4.3223589029510324e-07,0.00611228532616808,0.00025600701907976613,3.198889999434253e-08,1.4301597285162205e-08,2.653023386454498e-06,3.580654357751481e-07,7.533871096418534e-05,2.043464981908791e-10,0.00020270404354270444,9.058137427726775e-09,6.761507468365685e-06,4.6901568053169396e-08,1.264634631248618e-07,1.2417348086187673e-06,0.00020690509916170593,8.969661093021659e-07,2.648703308861157e-07,4.033841371630915e-14
0.015014978221458359,0.5364436057151895,3.76,0.0,0.5318460459813236,0.951410388140929,0.05982009362140161,0.00012565126133626812,2.5774451587293786e-06,0.207430290978659,0.2165652657697264,6.631566152573128e-15,0.011356126127979075,9.739985577915641e-11,5.623078776601022e-07,0.01154631018481769,0.0021429931921914036,0.007441907660511915,4.408351807727275e-06,1.1657911513240478e-06,0.06750486143419365,1.427824089263476e-06,4.3454159966803885e-07,0.006139418982050698,0.0002576255413121494,3.226421077490479e-08,1.4460915490398886e-08,2.682161486424458e-06,3.5978104866249104e-07,7.612490387103911e-05,2.065171823460627e-10,0.0002044341829481596,9.155352975731426e-09,6.831885425399248e-06,4.755861722709048e-08,1.277342239690517e-07,1.2550518542334833e-06,0.00020920313050519566,9.051795769799686e-07,2.7010654161714373e-07,4.07597112808303e-14
0.015032096804667893,0.5364822774662726,3.76,0.0,0.5312884864681997,0.9511382233776958,0.06017237388336519,0.0001266792468798735,2.592089529034048e-06,0.20757065301553462,0.21675959858959712,6.6384109044636515e-15,0.011407013359004127,9.752852958707916e-11,5.657561213091887e-07,0.011623506838276773,0.0021483255969546437,0.007477903998253528,4.431034720155744e-06,1.1700198498769107e-06,0.06786386110732699,1.436418355949775e-06,4.3685935213071205e-07,0.006166625213127326,0.00025925357523664047,3.254211367972233e-08,1.462193020897978e-08,2.7116021699938476e-06,3.615035099504609e-07,7.69197811029181e-05,2.0870924323341716e-10,0.00020617931970505268,9.253568498410534e-09,6.90295166532581e-06,4.8224801871248e-08,1.290167171682577e-07,1.2685038162986808e-06,0.000211525168869966,9.134740532591387e-07,2.7544472767461953e-07,4.1185659392200694e-14
0.015049215387877428,0.5365210276244509,3.76,0.0,0.530729537924305,0.9508647173892792,0.06052641840875922,0.00012771625632563584,2.6068138176323404e-06,0.20771056255981943,0.21695377163161914,6.64526274393542e-15,0.011458038717972172,9.765744620157756e-11,5.692250721831872e-07,0.011701195255842397,0.0021536672093111654,0.0075140434280023035,4.453824730853061e-06,1.174257484103758e-06,0.06822436868235872,1.4450626164574485e-06,4.391892178312165e-07,0.00619390394430471,0.00026089117613357145,3.282263517180804e-08,1.4784659180594937e-08,2.7413484662462598e-06,3.6323284121558147e-07,7.772344524434954e-05,2.1092287734017467e-10,0.00020793958577986212,9.352794146558215e-09,6.974712632868253e-06,4.890024955637569e-08,1.3031104249805728e-07,1.2820920112001428e-06,0.00021387145238731725,9.218504030050003e-07,2.8088685087815413e-07,4.161631288482365e-14
0.015066333971086962,0.5365598565144346,3.76,0.0,0.5301691956601169,0.9505898641381769,0.060882234825638266,0.00012876237407936732,2.6216184997678492e-06,0.20785001790295796,0.21714778478356445,6.6521217858860085e-15,0.011509202113462163,9.778660762274992e-11,5.727148585414148e-07,0.011779378550569194,0.002159018043332404,0.007550326397175724,4.476722350251349e-06,1.1785040697907182e-06,0.06858638857149997,1.4537571633901928e-06,4.4153126723759666e-07,0.006221255098391299,0.00026253839962964186,3.310580194469785e-08,1.4949120311838332e-08,2.771403433607499e-06,3.6496906396247375e-07,7.853600016947009e-05,2.1315828279676132e-10,0.0002097151143067798,9.453040162117032e-09,7.0471748321569055e-06,4.9585089654980425e-08,1.3161730051426362e-07,1.2958177674636581e-06,0.00021624222148994228,9.303095005451703e-07,2.864349104986832e-07,4.205172728100565e-14
0.015100571137506033,0.536637751795025,3.76,0.0,0.5290443111691114,0.9500360915625815,0.06159921399722755,0.0001308822763726747,2.651470963416683e-06,0.20812755911253641,0.2175353309796045,6.665861944264753e-15,0.011611942634647137,9.80456729832944e-11,5.797574556056051e-07,0.011937242326336911,0.0021697474323406356,0.007623324745182426,4.522842471091164e-06,1.1870241600861373e-06,0.06931498295477989,1.4712982971340485e-06,4.462522018290557e-07,0.006276174355920922,0.0002658619386774449,3.368017965049646e-08,1.528331168744413e-08,2.8324517698492457e-06,3.6846226998726976e-07,8.018820445278599e-05,2.1769520906711713e-10,0.00021331249717337827,9.656634828187841e-09,7.1942292436037346e-06,5.098347379897376e-08,1.3426602078886602e-07,1.3236873440723345e-06,0.00022105818985940212,9.474794864028582e-07,2.978570290681974e-07,4.2937064385951476e-14
0.015134808303925103,0.5367159659311128,3.76,0.0,0.5279137953046308,0.9494768568088606,0.06232337302780465,0.000133039646013372,2.6816507908243334e-06,0.20840326281945487,0.21792223632529154,6.679632325619491e-15,0.011715234136415627,9.830574202357355e-11,5.86884956923661e-07,0.012097123481317132,0.0021805138753030794,0.0076969026283581245,4.569399219097034e-06,1.1955802527345427e-06,0.07004967960944998,1.4890441355433534e-06,4.510227301207916e-07,0.006331382325682838,0.00026922464441412616,3.4265466314335865e-08,1.5624651520714683e-08,2.894772261991537e-06,3.71983300251003e-07,8.18772513916251e-05,2.2232164188616735e-10,0.00021697255712034284,9.864436634611479e-09,7.344168141402451e-06,5.242102630591902e-08,1.3696369827301722e-07,1.3521234368190623e-06,0.0002259750442887997,9.64991206546651e-07,3.097278539355898e-07,4.384212899184027e-14
0.015169045470344174,0.5367945015662943,3.76,0.0,0.5267776102380912,0.9489121105974861,0.06305477403449089,0.0001352351891423008,2.712161907301216e-06,0.20867711507259418,0.21830850000577282,6.69343389598602e-15,0.011819075788427669,9.856683136484598e-11,5.940984210387295e-07,0.01225904766489327,0.002191317482493799,0.007771063637552638,4.616396770796633e-06,1.2041724843119535e-06,0.07079051392761235,1.5069970852571847e-06,4.558434343753125e-07,0.006386878313196326,0.00027262697456936373,3.486188618136106e-08,1.5973290140896066e-08,2.9583904946790197e-06,3.755323270093043e-07,8.36040201408046e-05,2.2703922924649655e-10,0.00022069640229210413,1.007653147681548e-08,7.49704575289504e-06,5.3898849642820616e-08,1.397111660873468e-07,1.3811371504970655e-06,0.00023099479329163582,9.828520224640374e-07,3.220648004472178e-07,4.476739096669809e-14
0.015203282636763245,0.5368733613651823,3.76,0.0,0.5256357180044985,0.9483418032073774,0.06379347962528566,0.00013746962609136415,2.743008293475224e-06,0.20894910179324866,0.21869412124511825,6.707267641978863e-15,0.01192346671574775,9.88289579015994e-11,6.013989208312495e-07,0.012423040865010282,0.002202158363079004,0.007845811367694766,4.663839342718548e-06,1.212800995926474e-06,0.07153752133699787,1.5251595814027992e-06,4.6071490503998494e-07,0.006442661589057559,0.0002760693926529411,3.5469668339709e-08,1.6329381097595135e-08,3.0233325622425827e-06,3.791095224642504e-07,8.536941217428726e-05,2.318496475990003e-10,0.00022448516052085539,1.0293007049189518e-08,7.652917310436937e-06,5.541807765392665e-08,1.4250927038810578e-07,1.4107398068112251e-06,0.00023611948436214045,1.0010694647674424e-06,3.348859545197094e-07,4.571333208301257e-14
0.015237519803182316,0.5369525480130108,3.76,0.0,0.5244880805041426,0.9477658844718952,0.06453955290240969,0.00013974369168778388,2.774193986119854e-06,0.20921920877385689,0.2190790993076797,6.721134571203169e-15,0.012028405998446144,9.909213880612174e-11,6.087875437394389e-07,0.012589129413069142,0.002213036625052249,0.007921149417093043,4.7117311917892495e-06,1.2214659333429874e-06,0.07229073729669208,1.5435340879921337e-06,4.65637740872856e-07,0.006498731388466763,0.00027955236803887165,3.608904682384443e-08,1.6693081229489977e-08,3.0896250786823792e-06,3.8271505874055444e-07,8.717435189362888e-05,2.367546022925346e-10,0.00022833997968417407,1.0513952883274104e-08,7.811839070303454e-06,5.697987648286417e-08,1.453588705504669e-07,1.4409429487032616e-06,0.0002413512047504593,1.0196512367349915e-06,3.482100989378699e-07,4.668044634177887e-14
0.015271756969601386,0.5370320642163309,3.76,0.0,0.523334659504352,0.9471843037749443,0.06529305746553063,0.00014205813555547556,2.8057230790606404e-06,0.20948742167675863,0.21946343349944755,6.735035712766387e-15,0.012133892671202733,9.935639153488148e-11,6.162653919831606e-07,0.012757339988754569,0.0022239523751664686,0.007997081386728432,4.760076615504157e-06,1.2301674470402498e-06,0.07305019729281276,1.562123098230801e-06,4.706125490811842e-07,0.006555086910762676,0.00028307637604839105,3.6720260728605066e-08,1.7064550740338523e-08,3.157295188750873e-06,3.86349107832893e-07,8.901978723648486e-05,2.417558280694524e-10,0.00023226202805828013,1.0739460389394849e-08,7.973868331314866e-06,5.858544549608632e-08,1.4826083933978926e-07,1.4717583452769053e-06,0.00024669208222941394,1.0386052186463515e-06,3.6205673996246753e-07,4.766924029660846e-14
0.015340231302439526,0.5371920962226707,3.76,0.0,0.5210103134220977,0.9460039517622473,0.06682261735419372,0.00014681123238791387,2.8698281316531582e-06,0.21001810724100375,0.2202301677109299,6.762944859650094e-15,0.012346504096292708,9.988818374508457e-11,6.314932485757072e-07,0.013100235711786382,0.0022458967602229053,0.008150741499642893,4.858145580763624e-06,1.2476808292060608e-06,0.07458799144745257,1.599954750270899e-06,4.807205544916911e-07,0.006668651739311684,0.00029024942145151406,3.801917715921132e-08,1.783145599134143e-08,3.296879486709409e-06,3.9370343150111077e-07,9.283605790472377e-05,2.520541816035418e-10,0.0002403125896404103,1.1204535701494339e-08,8.307483877877474e-06,6.19328632526942e-08,1.542254418342452e-07,1.5352741367333164e-06,0.0002577100267474704,1.0776622452398124e-06,3.9139931791796786e-07,4.971395823267061e-14
0.015408705635277666,0.5373534794668594,3.76,0.0,0.518662371310319,0.9448003331024883,0.06838267815882297,0.00015173522135963075,2.9353573764408246e-06,0.21054104113485322,0.22099431921392737,6.791003763680826e-15,0.01256129234512423,1.0042448008301964e-10,6.470916123697589e-07,0.013451948625019554,0.0022679923448230676,0.008306820539121585,4.958081436544694e-06,1.2653424431503196e-06,0.076151188056265,1.6386750787884448e-06,4.910439529777528e-07,0.006783348934146059,0.00029759245360527986,3.936843593791748e-08,1.8631448679692477e-08,3.442313640890454e-06,4.0117386491951517e-07,9.682630257420686e-05,2.627591918730371e-10,0.0002486466132514738,1.1689003436563854e-08,8.65424392931462e-06,6.547062707206923e-08,1.6041033458355926e-07,1.6013860324273724e-06,0.0002691911806318141,1.11830729635035e-06,4.2308528406579477e-07,5.185180224719271e-14
0.015470332534831991,0.5374998982313774,3.76,0.0,0.5165287922618114,0.9436968351022276,0.06981324658717535,0.00015631834219245245,2.995580201678198e-06,0.21100495522778664,0.22167984410569133,6.816392297014087e-15,0.012756455200959261,1.0091112208042149e-10,6.614546646234062e-07,0.013776216010609686,0.002288008310110776,0.008449383681622472,5.049649520874379e-06,1.2813657730689817e-06,0.07758001914537888,1.6743005624949331e-06,5.005234472891788e-07,0.006887538193962754,0.0003043498461166531,4.062755090179205e-08,1.9380896525761126e-08,3.5784020047115453e-06,4.079976579821641e-07,0.00010057328424152241,2.727537662607002e-10,0.0002563979497177346,1.2142268115704282e-08,8.977977684385842e-06,6.882634941866911e-08,1.6617126578160838e-07,1.6631912628876544e-06,0.00027993559048376603,1.1563032850303227e-06,4.537589042125121e-07,5.385923178261704e-14
0.015531959434386317,0.5376474462704028,3.76,0.0,0.5143756213458593,0.9425738372698078,0.07126933747163985,0.00016105016635182303,3.057011005619895e-06,0.21146240503753924,0.22236327153977642,6.841916338196115e-15,0.01295336629812283,1.0140164748280832e-10,6.761324275669329e-07,0.014107977997147633,0.002308147963383443,0.008593950493893138,5.14278542285787e-06,1.297511350541469e-06,0.07902986386626436,1.710678574220973e-06,5.101854760074935e-07,0.006992632329159868,0.00031125119336143165,4.193074819727994e-08,2.0159357955379542e-08,3.719600569148326e-06,4.1491759733523365e-07,0.0001044745607332391,2.831011430237621e-10,0.00026439470820787195,1.2612500129107412e-08,9.313137433756233e-06,7.235344129527272e-08,1.7212230503882583e-07,1.7272602663718282e-06,0.0002910842618447401,1.1956953239935456e-06,4.866252983913835e-07,5.594923929649625e-14
0.015593586333940642,0.5377961404274768,3.76,0.0,0.5122026297027572,0.9414310220406287,0.0727513462167816,0.00016593584532122575,3.1196765934029222e-06,0.21191330044046983,0.2230445997887926,6.867583029002637e-15,0.013152017741923237,1.0189617302198398e-10,6.91132086637814e-07,0.014447407965831247,0.0023284118517151904,0.008740541925491044,5.237516180519095e-06,1.3137802931131024e-06,0.08050092937857918,1.7478251196669455e-06,5.200340150131762e-07,0.007098624847153795,0.00031829957124783297,4.327969070126709e-08,2.0967945893968352e-08,3.866095505240569e-06,4.2193466784313274e-07,0.00010853693468791845,2.938129502040512e-10,0.00027264476097900545,1.3100332147260441e-08,9.660111662828697e-06,7.606071284136625e-08,1.7826922299234987e-07,1.7936735564894274e-06,0.0003026517241401546,1.2365388522756921e-06,5.218395754915493e-07,5.812545851489992e-14
