Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172)
2.2329504383106316e-06,0.21807452099180974,3.76,0.0,0.0765931744596492,0.7801764919532793,0.2163441228244909,0.01722772980844586,0.0011578955321344265,0.08509662119070531,0.18008354712782013,1.0631441215654497e-09,0.6410457094801543,7.86299421348213e-06,0.00031767537933344124,0.11222329877871719,0.0046584056511308125,0.0007213993140237656,0.0005244226785673937,0.0048876588474252485,0.5946200113040548,0.0006211959645471553,0.0002830972733383548,0.006973129106335577,0.027313202903456932,0.0006293278647419466,0.0008645933396560626,0.005748686696153279,3.9137259404804924e-07,0.04517900781091219,4.065074049769178e-08,0.006489443150057419,0.0008079055621077981,0.0014747444568304344,2.681194926718541e-05,8.473985251144531e-07,0.017600454245902713,0.016148405296228185,0.008855045163534274,0.013909313226588664,8.238298351383206e-08,1.7504625177952074e-09,0.016394439806156683,0.00207999117900555,1.0066384390322762e-05,5.1175403980406685e-06,8.146148902249236e-06,0.0038805961977182494,1.4613860332968121e-05,2.713797492328677e-10,4.4501505292403425e-08,0.007860222184431578,3.6202489837219475e-05,6.135744465339405e-06,0.009976121955800743,8.915256910264113e-08,2.785435731766619e-11,1.4930836358143567e-06,7.028824513296009e-05,1.1059710663127728e-05,0.0003722912075400508,6.474933761996447e-07,2.886524334340833e-07,0.000917126866890604,3.827084176677546e-06,0.0014024576461059868,0.000358745826636156,0.002884466689581355,1.76202542367303e-05,9.866929843943969e-11,3.883656739837848e-11,5.780903648891366e-07,6.597197612490896e-07,5.6334047921051106e-05,4.044809850950545e-07,5.727003443384889e-10,2.589674876449316e-05,2.619254470105205e-08,3.0071907292081074e-08,2.392698453901372e-06,2.181851955374413e-06,6.761950616395608e-05,1.5047074731755956e-09
2.2369764082156693e-06,0.2180920370789595,3.76,0.0,0.07630120943973631,0.7798345166156831,0.21659525294952714,0.017277580369548688,0.0011523045931705774,0.08508547051486806,0.18027325099368446,1.0557245925824708e-09,0.6412518719261789,7.814657657805259e-06,0.0003165248674555412,0.11255337769304506,0.004651037440587549,0.0007199684188934705,0.0005213713625192236,0.00486254020028824,0.5945457518459658,0.0006177129961527376,0.0002818030387197378,0.006982379812576045,0.027355452605452107,0.000626572921159675,0.0008606640112423327,0.005720617920167136,3.888914499158771e-07,0.045273460019447175,4.043116484034655e-08,0.006476854178302732,0.000804114782204141,0.0014657330556281827,2.6779160973132026e-05,8.417784085586997e-07,0.017600722966217452,0.016184676788291955,0.008847908799832832,0.013956109143158214,8.249472659268216e-08,1.7420966249409997e-09,0.01644604398754161,0.0020879304606671433,1.0040704066919397e-05,5.105325119041896e-06,8.144545630306951e-06,0.003890925511963402,1.4576015152902275e-05,2.700830033548768e-10,4.429776354011863e-08,0.007880402463104686,3.6108504772028924e-05,6.1145113357212585e-06,0.009994595004689695,8.932515980265417e-08,2.7669695220963434e-11,1.4889885677749494e-06,6.999099537605285e-05,1.1018413360072949e-05,0.00037203557783377546,6.468393436555942e-07,2.877475329628392e-07,0.0009205178274591154,3.8049048735838844e-06,0.0014030186488404434,0.00035836352786065525,0.0028883591332982466,1.7547081455127186e-05,9.820468202954759e-11,3.865482065049291e-11,5.753850451156118e-07,6.572766776855673e-07,5.6706290581254326e-05,4.010235968279493e-07,5.76284251610724e-10,2.6071274398308398e-05,2.6220657622015548e-08,3.0095547298912565e-08,2.397544634420203e-06,2.1789638419900716e-06,6.712524244020502e-05,1.5066440644738042e-09
2.241002378120707e-06,0.21810945312985427,3.76,0.0,0.0760115523915842,0.779494129543263,0.21684505935825177,0.017327294734749955,0.001146781418848478,0.08507440905598423,0.1804623255696094,1.0484313371616402e-09,0.6414562055679064,7.76715603444891e-06,0.0003153871374975739,0.11288224045139425,0.004643694469339957,0.0007185353624542658,0.0005183591162260301,0.004837736644932034,0.5944709057319704,0.0006142739896315177,0.00028052417209870024,0.006991553831040075,0.027397481038507955,0.0006238497488042666,0.000856780724688613,0.005692823982506589,3.8644284199766065e-07,0.04536725859676072,4.021384099876828e-08,0.006464210032681162,0.0008003692230124319,0.0014568181458090824,2.67459443944286e-05,8.362212487515879e-07,0.017600728987183248,0.016220743239377305,0.008840756265461524,0.014002623430530811,8.260589885107022e-08,1.7338325942221684e-09,0.016497409985202743,0.0020958159828558223,1.0015262339689385e-05,5.093141196558326e-06,8.143087538459352e-06,0.0039012345574777106,1.4538657915043783e-05,2.6880097754132336e-10,4.409631960777167e-08,0.00790049299029976,3.60156808835705e-05,6.0935242865247805e-06,0.010012961971583878,8.949672079722724e-08,2.748710184481672e-11,1.4849325528725313e-06,6.969714918320879e-05,1.0977621073177594e-05,0.000371777754494241,6.461839938728939e-07,2.8685139472438256e-07,0.000923899133764655,3.7829842832379844e-06,0.0014035697268596442,0.0003579779262579322,0.002892204924163312,1.7474717698530884e-05,9.774532034111872e-11,3.8475127417368574e-11,5.727102604460144e-07,6.548586296130457e-07,5.707855745849843e-05,3.976216224797584e-07,5.798689622576351e-10,2.6245971246525646e-05,2.6248113440078116e-08,3.011888189652862e-08,2.402354053164262e-06,2.176078888079723e-06,6.66368058302351e-05,1.5085345444863664e-09
2.2450283480257447e-06,0.21812677040939063,3.76,0.0,0.07572417120138278,0.7791553118680259,0.2170935584861043,0.01737687386404043,0.0011413249666165626,0.08506343508594469,0.18065077754531467,1.0412616506508713e-09,0.6416587369655568,7.72047213975573e-06,0.000314262032001632,0.11320989988194327,0.004636376805651044,0.0007171002843421027,0.0005153853109124983,0.004813243358999592,0.5943954855283637,0.0006108782558013564,0.0002792604562818169,0.00700065186863001,0.027439290844437227,0.0006211579326768286,0.0008529428487997953,0.0056653029513683475,3.840262262728438e-07,0.0454604100068364,3.999874956680114e-08,0.006451512444495349,0.0007966682529426908,0.0014479989044919863,2.6712309514533236e-05,8.307264230618144e-07,0.01760047699751906,0.016256606090781035,0.008833588902247905,0.014048858352998796,8.271650560980041e-08,1.7256688319483967e-09,0.016548539728471236,0.002103647964101782,9.990058050724468e-06,5.080989446983809e-06,8.141772363678521e-06,0.003911523868238885,1.4501784592380683e-05,2.675334999167608e-10,4.389714391149166e-08,0.007920494773705839,3.5924011230370865e-05,6.07278121028113e-06,0.010031224158125922,8.966726491793737e-08,2.7306556679349643e-11,1.480915360546085e-06,6.940666107008781e-05,1.0937327662803698e-05,0.0003715178553804591,6.455274369729473e-07,2.859639425752641e-07,0.0009272707824131386,3.761319164607897e-06,0.0014041111166245336,0.0003575891739135389,0.0028960045970099135,1.7403153773317924e-05,9.729114851516241e-11,3.82974622294847e-11,5.700656345496408e-07,6.524652991673957e-07,5.745084121517654e-05,3.9427399433460314e-07,5.834544027660932e-10,2.642083740701518e-05,2.627492109085344e-08,3.014191824282027e-08,2.4071275961757334e-06,2.1731973567973442e-06,6.615413841790672e-05,1.5103795050742987e-09
2.2490543179307825e-06,0.21814399016094851,3.76,0.0,0.07543903435000827,0.7788180450011262,0.21734076650478806,0.01742631870949437,0.0011359342102685267,0.0850525469065687,0.18083861351333907,1.0342128908861554e-09,0.6418594921929281,7.674589148614097e-06,0.00031314939470236317,0.11353636869678506,0.004629084513564017,0.0007156633217219225,0.0005124493283518139,0.004789055593777116,0.5943195034866375,0.000607525116453385,0.0002780116768761914,0.007009674624623205,0.027480884626621915,0.0006184970618099484,0.0008491497597002609,0.005638052866532123,3.816410684378797e-07,0.045552920642508,3.9785871054013814e-08,0.006438763115213695,0.0007930112480213872,0.0014392745031749285,2.6678266159081565e-05,8.252933085118605e-07,0.017599971627121003,0.016292266767901593,0.008826408017806611,0.014094816169773077,8.282655290513955e-08,1.717603746224786e-09,0.016599435132471547,0.002111426625683347,9.965089989092895e-06,5.068870657489737e-06,8.140597852111065e-06,0.003921793967332882,1.4465391117035248e-05,2.662803979200795e-10,4.3700207134803015e-08,0.007940408808645293,3.583348863471567e-05,6.052279978094217e-06,0.010049382846373635,8.983680480418793e-08,2.7128039527416898e-11,1.4769367529039598e-06,6.91194860752709e-05,1.0897527021403498e-05,0.00037125599526849964,6.448697801686848e-07,2.8508509981540545e-07,0.0009306327712881747,3.7399063025595963e-06,0.0014046430490801726,0.0003571974198418293,0.0028997586812637066,1.7332380526964386e-05,9.684210217257968e-11,3.8121799819727804e-11,5.674508056978764e-07,6.500963726276832e-07,5.7823134649685524e-05,3.909796662889997e-07,5.870404993686769e-10,2.6595871014315983e-05,2.6301089436418973e-08,3.016466335048947e-08,2.4118661359563445e-06,2.170319503228671e-06,6.567718214345481e-05,1.5121795354158919e-09
2.25308028783582e-06,0.218161113608593,3.76,0.0,0.07515611090190724,0.7784823106292686,0.21758669932629018,0.01747563021531509,0.001130608139766627,0.08504174284918185,0.18102583997028274,1.027282586015569e-09,0.6420584968461486,7.629490607309802e-06,0.0003120490705479019,0.11386165949152582,0.0046218176529596615,0.0007142246093172349,0.0005095505607274105,0.0047651686734013704,0.5942429715511367,0.0006042139042210905,0.0002767776222726297,0.007018622790744344,0.027522264950492818,0.0006158667292936212,0.000845400840828535,0.005611071741032912,3.792868437650437e-07,0.045644796825899295,3.957518587518891e-08,0.006425963716868438,0.0007893975918738115,0.001430644108249859,2.664382399759482e-05,8.199212819605555e-07,0.017599217447379707,0.016327726680420224,0.00881921488614985,0.014140499134400523,8.293604485989075e-08,1.7096357901514418e-09,0.016650098098010848,0.0021191521915084614,9.940356893107884e-06,5.0567855866034945e-06,8.139561760123094e-06,0.003932045367121758,1.4429473384197505e-05,2.650414921382065e-10,4.3505480231108995e-08,0.00796023607818995,3.574410569604286e-05,6.032018441703923e-06,0.010067439299060127,9.00053529056612e-08,2.695152981859997e-11,1.472996485085466e-06,6.883557975840342e-05,1.085821307586016e-05,0.00037099228589853483,6.442111278199504e-07,2.842147892396783e-07,0.0009339850995227902,3.718742508240406e-06,0.0014051657497685334,0.0003568028100134766,0.002903467700949959,1.7262388850855776e-05,9.63981174300824e-11,3.794811512073781e-11,5.648653961506726e-07,6.477515403945819e-07,5.819543069505186e-05,3.8773761359772307e-07,5.906271821069208e-10,2.6771070239000544e-05,2.6326627261579638e-08,3.018712408972549e-08,2.4165705314771085e-06,2.1674455745568815e-06,6.520587883582248e-05,1.5139352222083452e-09
2.257106257740858e-06,0.21817814195776356,3.76,0.0,0.07487537049677714,0.778148090712091,0.2178313726058307,0.01752480931785855,0.0011253457611002133,0.0850310212743044,0.18121246331767052,1.0204683103127047e-09,0.6422557760502366,7.585160428261458e-06,0.00031096090571652,0.11418578474498128,0.00461457627960162,0.0007127842794314965,0.0005066884105570845,0.004741577994306267,0.5941659013648711,0.0006009439624820762,0.00027555808363604467,0.007027497051218296,0.027563434343875804,0.0006132665322992014,0.0008416954829308807,0.005584357562414412,3.7696303705185574e-07,0.04573604480871373,3.936667435033882e-08,0.006413115892333142,0.0007858266757118011,0.0014221068813793658,2.6608992544713716e-05,8.14609720147458e-07,0.01759821897138619,0.016362987222429987,0.008812010748141166,0.014185909494361161,8.304498514465188e-08,1.701763456402518e-09,0.016700530511495067,0.002126824888033127,9.915857452906674e-06,5.044734964517212e-06,8.138661853497007e-06,0.003942278569361208,1.4394027252891932e-05,2.638166061744226e-10,4.331293442415881e-08,0.00797997755320762,3.565585479990862e-05,6.011994434597139e-06,0.010085394759782434,9.017292148410033e-08,2.6777006803979583e-11,1.4690943055838817e-06,6.855489820015094e-05,1.0819379786970924e-05,0.0003707268360133733,6.43551581477368e-07,2.833529331626586e-07,0.0009373277674788015,3.697824617671211e-06,0.001405679438907852,0.00035640548737792216,0.002907132174696118,1.719316968209114e-05,9.595913090803912e-11,3.777638326371086e-11,5.62309025298062e-07,6.454304969767044e-07,5.856772241804047e-05,3.8454683233565177e-07,5.942143828076371e-10,2.694643328720578e-05,2.6351543272267087e-08,3.020930719102081e-08,2.4212416281791585e-06,2.1645758101555006e-06,6.474017023350761e-05,1.5156471471754327e-09
2.2611322276458956e-06,0.2181950763930031,3.76,0.0,0.0745967833351938,0.7778153674774619,0.21807480174709543,0.017573856945693706,0.0011201460960440248,0.0850203805711005,0.18139848986357507,1.0137675871483396e-09,0.6424513544704427,7.5415828802155695e-06,0.00030988474764651915,0.11450875681871119,0.004607360445212119,0.0007113424619867708,0.0005038622904646466,0.0047182790241306225,0.5940883042794047,0.000597714645183782,0.00027435285488415983,0.007036298082863909,0.027604395297619364,0.0006106960721164879,0.000838033084057491,0.005557908294887198,3.7466914234374023e-07,0.045826670772803856,3.916031674133629e-08,0.006400221255841302,0.0007822978983102472,0.001413661980158535,2.657378116244555e-05,8.093580001953356e-07,0.01759698065434837,0.01639804977267386,0.0088047968122959,0.014231049490326567,8.315337938661666e-08,1.693985238042525e-09,0.0167507342447938,0.0021344449441103646,9.891590313517009e-06,5.0327194940005945e-06,8.137895909971724e-06,0.0039524940654158,1.4359048552117126e-05,2.62605571936909e-10,4.312254121414268e-08,0.007999634192447999,3.556872813530734e-05,5.992205774744276e-06,0.010103250453340653,9.033952261652196e-08,2.6604450203914274e-11,1.4652299568129934e-06,6.827739800057245e-05,1.0781021153201433e-05,0.0003704597514212273,6.428912399526504e-07,2.824994535778317e-07,0.000940660776709768,3.677149494350129e-06,0.0014061843315373984,0.0003560055918991358,0.002910752615744331,1.7124714007126807e-05,9.552507974155864e-11,3.7606579589315763e-11,5.597813377912712e-07,6.431329409021895e-07,5.8940003017311385e-05,3.8140633906269164e-07,5.978020313633892e-10,2.71219583998078e-05,2.6375846097282718e-08,3.023121924678468e-08,2.425880257998727e-06,2.1617104418221806e-06,6.42799980257959e-05,1.5173158869016277e-09
2.2651581975509333e-06,0.21821191808112095,3.76,0.0,0.074320320166768,0.7774841234176357,0.21831700190651218,0.017622774019645224,0.001115008181956353,0.08500981915692435,0.18158392582391453,1.0071780609700114e-09,0.6426452563216045,7.498742580606386e-06,0.0003088204450586354,0.11483058795667611,0.004600170197536988,0.0007098992845552621,0.000501071623035094,0.004695267300893318,0.5940101913630048,0.0005945253167082329,0.0002731617326704776,0.0070450265551721,0.027645150266106585,0.0006081549541819093,0.0008344130495513886,0.0055317218810880505,3.7240466280283175e-07,0.04591668083064011,3.895609325969819e-08,0.006387281393400494,0.0007788106659843672,0.001405308558646274,2.653819906200523e-05,8.04165499893315e-07,0.01759550689392616,0.016432915694737555,0.008797574255437044,0.014275921355585383,8.326123250654099e-08,1.6862996501150207e-09,0.016800711155134925,0.0021420125908716233,9.867554077453456e-06,5.020739851022653e-06,8.137261719762738e-06,0.003962692336432156,1.4324533083692654e-05,2.614082171245945e-10,4.293427238102576e-08,0.008019206942662565,3.548271770776204e-05,5.9726502664402405e-06,0.010121007586015142,9.050516819784208e-08,2.6433839729076752e-11,1.4614031754914446e-06,6.80030362778372e-05,1.0743131211787004e-05,0.0003701911350498498,6.422301993770596e-07,2.8165427217136283e-07,0.0009439841299309894,3.6567140295360347e-06,0.0014066806376332277,0.00035560326058749827,0.002914329531960976,1.705701286392864e-05,9.509590158838558e-11,3.74386796507324e-11,5.572819769870117e-07,6.408585746923525e-07,5.931226582200246e-05,3.7831517032459125e-07,6.013900595859331e-10,2.7297643851744228e-05,2.639954428768992e-08,3.0252866713269177e-08,2.4304872393848133e-06,2.1588496939456705e-06,6.382530388356513e-05,1.51894201520644e-09
2.269184167455971e-06,0.21822866816952236,3.76,0.0,0.07404595227737648,0.7771543412849685,0.21855798799796106,0.017671561452851273,0.0011099310715564342,0.08499933547682026,0.18176877732393618,1.0006975149806e-09,0.6428375053782446,7.456624486874711e-06,0.00030776784797962773,0.11515129028495566,0.00459300558041621,0.0007084548723946227,0.0004983158406455347,0.004672538431992004,0.5939315734092767,0.0005913753517108414,0.00027198451636266076,0.00705368313039292,0.027685701667828442,0.0006056427881023921,0.0008308347920336655,0.0055057962439591076,3.701691105228681e-07,0.04600608102586786,3.8753984061051414e-08,0.006374297863263526,0.0007753643925594324,0.0013970457679372838,2.650225530589683e-05,7.990315979061506e-07,0.017593802030640152,0.01646758633726837,0.008790344223415807,0.014320527315412909,8.336854738380191e-08,1.6787052589005085e-09,0.01685046308500508,0.0021495280615944287,9.843747307281038e-06,5.0087966854465125e-06,8.136757086880473e-06,0.00397287385353601,1.4290476627205569e-05,2.6022436576762895e-10,4.2748099987029496e-08,0.00803869673873317,3.539781535419591e-05,5.953325702604214e-06,0.010138667345875358,9.066986994381132e-08,2.6265154643297908e-11,1.4576136930508207e-06,6.773177066599515e-05,1.0705704041621402e-05,0.000369921087004339,6.415685532662595e-07,2.80817310342402e-07,0.0009472978309862455,3.6365151428421434e-06,0.001407168562237423,0.0003551986275344016,0.0029178634258529164,1.699005734544053e-05,9.467153464921793e-11,3.727265921944634e-11,5.548105674217824e-07,6.386071048201673e-07,5.968450429000985e-05,3.752723824133804e-07,6.049784033791776e-10,2.7473487951267763e-05,2.642264631408252e-08,3.0274255913667635e-08,2.43506337733998e-06,2.155993783704822e-06,6.337602949427823e-05,1.5205261018935013e-09
2.2732101373610088e-06,0.21824532778811429,3.76,0.0,0.07377365148000528,0.7768260040888529,0.2187977746961359,0.017720220150800804,0.0011049138327612357,0.08498892800316334,0.18195305039925888,9.943236494124636e-10,0.6430281249818188,7.4152138905825706e-06,0.0003067268077566274,0.11547087581159084,0.004585866633836456,0.0007070093484731469,0.0004955943853570773,0.004650088093466617,0.5938524609433595,0.0005882641350068148,0.0002708210080269428,0.007062268463599373,0.0277260518857932,0.0006031591876701329,0.0008272977313858463,0.005480129288074164,3.6796200643019733e-07,0.04609487733370792,3.8553969261132193e-08,0.006361272196258701,0.0007719584993452478,0.0013888727565595895,2.646595880940911e-05,7.939556739272848e-07,0.01759187034816524,0.016502063034130758,0.00878310783162462,0.014364869586648479,8.347532874805979e-08,1.6712006442872756e-09,0.01689999186208553,0.002156991591611393,9.82016852776277e-06,4.99689062145868e-06,8.136379829056223e-06,0.003983039077971545,1.4256874941834355e-05,2.5905385317935744e-10,4.256399637765039e-08,0.008058104503712138,3.531401275267673e-05,5.9342298661152825e-06,0.010156230903000779,9.083363939311543e-08,2.6098374549061857e-11,1.4538612359302159e-06,6.74635593133643e-05,1.0668733763790898e-05,0.00036964970461037623,6.409063925675514e-07,2.799884892671105e-07,0.00095060188482432,3.6165497817598513e-06,0.0014076483055485637,0.000354791823939263,0.002921354794579157,1.6923838601516764e-05,9.425191767176511e-11,3.7108494283675553e-11,5.523667549743415e-07,6.363782416734807e-07,6.005671200683803e-05,3.7227705092075905e-07,6.085669970130663e-10,2.764948903941007e-05,2.644516056702522e-08,3.02953930402789e-08,2.439609463448199e-06,2.1531429211922645e-06,6.293211658466335e-05,1.522068710322799e-09
2.2772361072660465e-06,0.21826189804782276,3.76,0.0,0.07350339009912256,0.7764990950903718,0.21903637644235774,0.017768751011405903,0.0010999555484022504,0.0849785952350363,0.18213675099771653,9.880542535090009e-10,0.6432171380531021,7.374496407031212e-06,0.00030569717708115335,0.11578935642640134,0.004578753394021524,0.0007055628335138518,0.0004929067086816068,0.004627912028768485,0.5937728642324082,0.0005851910613733338,0.0002696710123988365,0.0070707832027988035,0.027766203268242654,0.0006007037708827253,0.0008238012947178966,0.0054547189018805025,3.6578288003875674e-07,0.04618307566169342,3.835602896735211e-08,0.0063482058963719315,0.0007685924150875265,0.0013807886711485412,2.6429318343248003e-05,7.889371091705959e-07,0.017589716073870984,0.01653634710468042,0.008775866165883084,0.014408950376972965,8.358158152744046e-08,1.6637843920245665e-09,0.016949299299156173,0.002164403418152727,9.79681622890358e-06,4.985022258479076e-06,8.136127779337947e-06,0.003993188461344693,1.4223723771209231e-05,2.578965119384939e-10,4.238193418598447e-08,0.008077431148979283,3.5231301439450876e-05,5.915360532329916e-06,0.010173699409865858,9.099648791104587e-08,2.593347932124919e-11,1.4501455260894027e-06,6.719836087903502e-05,1.0632214544031011e-05,0.00036937708248760924,6.402438057370554e-07,2.791677300291547e-07,0.0009538962974582568,3.5968149233058747e-06,0.001408120063078748,0.00035438297815563015,0.002924804129976394,1.6858347841460446e-05,9.383698996084068e-11,3.6946161055783845e-11,5.499501954789693e-07,6.341716994751363e-07,6.042888268347925e-05,3.693282702854332e-07,6.121557752458975e-10,2.782564548905508e-05,2.6467095358564116e-08,3.0316284156420836e-08,2.4441262759405544e-06,2.1502973096540016e-06,6.24935069604112e-05,1.5235704010658494e-09
2.281262077171084e-06,0.2182783800425198,3.76,0.0,0.07323514096125212,0.7761735977989637,0.21927380744815445,0.01781715492505248,0.0010950553160472725,0.0849683356978433,0.1823198849805259,9.8188721205051e-10,0.643404567099674,7.334457968922489e-06,0.00030467881000051893,0.1161067439009939,0.004571665893488566,0.0007041154460221229,0.0004902522714524117,0.004606006047961202,0.5936927932917739,0.0005821555354219062,0.0002685343368625146,0.007079227989003989,0.027806158129101238,0.000598276159947405,0.0008203449163400245,0.005429562959012259,3.6363126931894955e-07,0.04627068185016844,3.816014326821809e-08,0.0063351004411134415,0.0007652655759299318,0.0013727926568404727,2.6392342535210314e-05,7.83975286489398e-07,0.01758734337919282,0.016570439853937878,0.008768620282979506,0.014452771884489068,8.368730939794931e-08,1.6564551264278469e-09,0.016998387194056427,0.0021717637802505245,9.77368886773185e-06,4.97319217167248e-06,8.135998786816481e-06,0.004003322445777521,1.4191018846446695e-05,2.567521735375181e-10,4.220188633346283e-08,0.008096677574359525,3.5149672819078824e-05,5.8967154705955855e-06,0.010191074001580341,9.115842669179945e-08,2.5770448599548042e-11,1.4464662812840496e-06,6.69361345300391e-05,1.0596140594313282e-05,0.00036910331259445826,6.395808787879952e-07,2.783549535796516e-07,0.0009571810759403667,3.5773075741738944e-06,0.0014085840257503945,0.0003539722157209197,0.0029282119185799716,1.6793576335907692e-05,9.34266913872883e-11,3.6785635975762365e-11,5.475605347111748e-07,6.319871962599372e-07,6.080101015503642e-05,3.6642515356434245e-07,6.157446757237863e-10,2.800195570436389e-05,2.6488458920021888e-08,3.033693519881024e-08,2.4486145797519342e-06,2.1474571456337645e-06,6.206014252959621e-05,1.5250317301634804e-09
2.285288047076122e-06,0.21829477484962093,3.76,0.0,0.07296887738786965,0.7758494959699855,0.21951008169789232,0.01786543277462852,0.0010902122478651812,0.08495814794302434,0.18250245812310242,9.758204306794204e-10,0.6435904342215545,7.2950848220373415e-06,0.0003036715619252878,0.11642304988874973,0.004564604161092457,0.0007026673023057269,0.00048763054376116166,0.004584366027165001,0.5936122578897384,0.0005791569715089726,0.000267410791437242,0.007087603456285494,0.02784591874830093,0.0005958759812853229,0.0008169280377368986,0.005404659319276802,3.6150672066080574e-07,0.04635770167263417,3.796629223339437e-08,0.006321957281774928,0.0007619774253858182,0.001364883857561363,2.6355039871392765e-05,7.790695903957805e-07,0.01758475637988547,0.016604342572711914,0.00876137121107032,0.014496336297432081,8.379251588582286e-08,1.6492115050246336e-09,0.017047257329652524,0.002179072918671662,9.750784870149948e-06,4.961400912204986e-06,8.135990715559084e-06,0.004013441464018249,1.4158755886078743e-05,2.556206736935606e-10,4.202382602901957e-08,0.008115844668180805,3.50691181710093e-05,5.87829244497719e-06,0.010208355796064569,9.131946676014998e-08,2.5609261961052937e-11,1.4428232152532866e-06,6.667683993988754e-05,1.0560506171886492e-05,0.0003688284842643024,6.389176953285327e-07,2.7755008071808697e-07,0.0009604562283441375,3.5580247690961594e-06,0.0014090403799653572,0.0003535596593812828,0.002931578641635235,1.6729515417632587e-05,9.302096239074901e-11,3.662689570931004e-11,5.451974186705151e-07,6.298244538617924e-07,6.117308837983846e-05,3.635668320006778e-07,6.193336374070301e-10,2.8178418120351713e-05,2.6509259401339903e-08,3.035735197995663e-08,2.4530751265527077e-06,2.144622619051082e-06,6.163196531751424e-05,1.526453248033066e-09
2.2893140169811596e-06,0.21831108352810913,3.76,0.0,0.07270457318320377,0.7755267736003559,0.2197452129534365,0.01791358543559056,0.0010854254703834398,0.08494803054755125,0.18268447611658403,9.69851832612386e-10,0.6437747611209115,7.256363516552313e-06,0.0003026752896465429,0.11673828592488138,0.0045575682221000195,0.0007012185165109327,0.00048504100474003965,0.004562987907492322,0.5935312675555174,0.0005761947935629258,0.0002663001887512105,0.0070959102318637005,0.027885487372368244,0.0005935028655404273,0.0008135501075342188,0.005380005830348228,3.5940878861535537e-07,0.04644414083639635,3.7774455943834335e-08,0.006308777843907083,0.0007587274142886776,0.0013570614165322556,2.6317418698388964e-05,7.742194074422182e-07,0.017581959136509208,0.01663805653782715,0.008754119950389886,0.014539645793638006,8.389720567766269e-08,1.6420521887421393e-09,0.01709591147379326,0.002186331075795981,9.728102633433027e-06,4.9496490080578675e-06,8.1361014466895e-06,0.004023545939638921,1.4126930600938899e-05,2.5450185045795414e-10,4.184772677232993e-08,0.008134933307384703,3.498962866267142e-05,5.860089216269679e-06,0.010225545894362571,9.147961897445775e-08,2.544989939778445e-11,1.4392160382048376e-06,6.642043728564899e-05,1.0525305581954885e-05,0.0003685526842651663,6.382543366236516e-07,2.767530323066743e-07,0.0009637217637314989,3.5389635730443936e-06,0.001409489307729132,0.00035314542913038587,0.00293490477512705,1.66661564840468e-05,9.261974398626342e-11,3.646991715021787e-11,5.428605118517544e-07,6.27683197825205e-07,6.154511143759587e-05,3.60752454685169e-07,6.229225983939278e-10,2.8355031202142075e-05,2.6529504871929304e-08,3.0377540190012805e-08,2.457508654833353e-06,2.141793913405237e-06,6.120891749641722e-05,1.5278355010998423e-09
