Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446),CF2O(49),S(6032),S(2070),CFO2(332),C3H3(4381),S(4999),C3H3(8252),S(5941),S(7087),S(2403),S(5038),S(8410),S(2402),S(10418),CHO2(146),CFO(51),S(10885),S(4379),S(10215),S(4983),S(7380),S(7383),S(1043)
0.00011479890465558134,0.837920384830939,0.0005327937047252356,6.28905457669703e-05,9.897763901513009e-05,0.6232891010843934,0.0,0.0,0.001449170971660042,0.00020961616563570403,0.3585887358088857,0.019007546707343746,4.306375315105135e-05,7.373512285036394e-12,4.072343989145513e-09,1.1539305594450382e-06,0.003254186089488128,0.007701041250376006,5.109283407592484e-05,3.136147808734871e-07,0.019723925105973292,2.9004184786717174e-07,9.054850684799509e-08,0.0004626621499112425,1.061334847068313e-06,0.0503649167329363,2.0236364598723697e-05,0.07160453263190152,0.0032995364006475074,1.0590487485764373e-05,8.100446529525114e-07,9.447501517158765e-09,6.097828736491572e-06,0.0004846690555584983,3.76,0.0,0.00474983495202218,0.6073224447923298,0.30823578620378494,0.06364189865449843,0.292710712031928,4.062115375430807e-05,0.4637366454867628,4.5072643802569894e-05,4.662738139034829e-05,4.43740997187107e-05,0.0004189514964856905,6.449978511159406e-07,0.00013087953479407107,0.00601815379448497,0.012433999559657622,0.020896360743786375,5.127786260310803e-12,1.0218448756382391e-12,2.6607513248507975e-08,2.30300315976074e-08,0.03548545874272877,9.89377129860332e-11,1.1288107726888642e-08,0.006898151516910165,4.211364815649864e-08,1.0256524203913907e-08,0.0007439434454648656,7.368704449735064e-12,2.668580991855947e-06,0.011268681038416505,5.905179576772898e-06,8.310840386550642e-09,1.038773420180829e-06,8.071997421081164e-06,6.870978538870413e-07,4.395634535354081e-08,6.20304835368878e-13,0.0006086432312481907,1.7212792502360613e-07,0.0004864034984450947,1.72280124723255e-11,0.00029999649825705266,0.00033686818568507765,4.948841185379947e-07,7.386730410403386e-10,0.0002576950887620165,6.95483049495524e-06,0.001612598594792081,0.0006017788999409272,3.876747793064683e-05,6.482204608950107e-09,6.23842345496694e-07,9.683889855079442e-08,6.261051842141039e-06,0.0036551512949881283,4.839697030820038e-13,3.303451039450622e-14,5.742961018824192e-07,0.0002101880177056541,2.550962147775259e-09,1.3903442552747172e-10,0.00021699965721756723,2.043775998301045e-06,5.387740761299225e-05,4.56200056397185e-08,1.0731828195236014e-09,2.2693055288163883e-05,2.2604287359568249e-10,8.277226585331331e-11,6.996344217745332e-05,6.3143517593725414e-12,0.0002382683264823678,4.794411461912531e-10,2.6794684694431665e-08,7.271602863200484e-12,1.6406688334875474e-09,1.0604578119824585e-07
0.00011508100250779897,0.8379718955042408,0.0005324537425262358,6.283564147248998e-05,9.888703555668352e-05,0.6232977891768751,0.0,0.0,0.0014474891254530225,0.0002092603860811092,0.35910198383040626,0.01903169669068834,4.302246249867579e-05,7.365350497739363e-12,4.068037394797784e-09,1.1532264309159465e-06,0.0032533850707814056,0.007697143783736225,5.107623503985419e-05,3.1367839180620186e-07,0.019742439107190864,2.900554414267447e-07,9.046643038101622e-08,0.0004624995151496185,1.0597960636178197e-06,0.050347639588728406,2.0222169567406768e-05,0.07158025191359822,0.0033012514246521497,1.05831827617852e-05,8.094628985218155e-07,9.441953428887218e-09,6.089948689308437e-06,0.00048461493227992277,3.76,0.0,0.004716983519996382,0.6069571498608962,0.3084427786635927,0.06372631202485392,0.2929677608719193,4.056442445456481e-05,0.463449478862111,4.501186875464734e-05,4.658986638355038e-05,4.433311013861162e-05,0.00041838233330258526,6.439619214140167e-07,0.0001306705702676114,0.006015241326690309,0.012416822712657895,0.020895700567460224,5.12125777796304e-12,1.0205441308841903e-12,2.657325600656595e-08,2.2982632912342023e-08,0.03550825141658557,9.881189244323826e-11,1.128432291360221e-08,0.006900503355623074,4.201853207779363e-08,1.0260025462012647e-08,0.0007437121283316033,7.358394175684339e-12,2.669655928323016e-06,0.011293137286318384,5.9135028825161635e-06,8.300221490241402e-09,1.0390858297975816e-06,8.082672077725769e-06,6.879228663908538e-07,4.393427545109196e-08,6.189038702711877e-13,0.0006074084958002415,1.7187649765623578e-07,0.00048678060745747324,1.7218660027747785e-11,0.00029981605193115193,0.00033757806059676323,4.944342212168589e-07,7.400641175256769e-10,0.000258221635808749,6.952928985817654e-06,0.0016127398993632859,0.0006005192875041172,3.8725172447765546e-05,6.487051921290915e-09,6.236883998257487e-07,9.68311435289929e-08,6.261300939239214e-06,0.0036625737773144096,4.83514937167992e-13,3.300357101785718e-14,5.735606958332249e-07,0.00021060653441939931,2.554035220114227e-09,1.393112705713544e-10,0.00021743743447422647,2.047871939727417e-06,5.393692022385037e-05,4.5663510297960284e-08,1.0736560448617302e-09,2.2714512135641817e-05,2.2625671215064799e-10,8.282039425413054e-11,6.982485749239682e-05,6.297666545976386e-12,0.00023877821099993902,4.804656497970349e-10,2.6822447657303622e-08,7.284989478057124e-12,1.643253802293739e-09,1.0594750876158913e-07
0.0001153631003600166,0.8380233146330509,0.0005321159994012932,6.278095579325473e-05,9.879686526201367e-05,0.6233063784562558,0.0,0.0,0.0014458121890469095,0.00020890594069534804,0.35961458383147993,0.0190558213969517,4.298130117681834e-05,7.3572672675575e-12,4.063757852695368e-09,1.1525254999205266e-06,0.003252587750770766,0.007693242529498641,5.105971200040046e-05,3.137422593110987e-07,0.019760932449674855,2.9006906949500406e-07,9.038482984403296e-08,0.00046233694267992174,1.0582628919678686e-06,0.05033029573956654,2.020803372094479e-05,0.07155592767414974,0.0033029606017734507,1.0575908405104381e-05,8.088833581543446e-07,9.436425438406086e-09,6.08209470740399e-06,0.0004845600758433383,3.76,0.0,0.0046843798291396396,0.606592332504457,0.3086495103780633,0.06381061516526441,0.29322435190476764,4.0507966129466946e-05,0.4631626311089223,4.4951373771589265e-05,4.655253723389772e-05,4.4292307928768484e-05,0.0004178152344730132,6.429298989395069e-07,0.00013046245796961698,0.00601234178335189,0.012399705302944597,0.02089501114854739,5.114752671749491e-12,1.019248041049964e-12,2.6539121447336594e-08,2.2935452550360513e-08,0.035530973584851765,9.868650263819635e-11,1.1280523542315654e-08,0.006902850652432794,4.192382005350785e-08,1.0263519941751171e-08,0.0007434817759073222,7.348121019698289e-12,2.6707307827155075e-06,0.011317571805403145,5.9218219377805596e-06,8.289639164560271e-09,1.0393991394995719e-06,8.093331099241393e-06,6.887468863380594e-07,4.3912315029023644e-08,6.175088563018954e-13,0.0006061809332534475,1.7162614225249048e-07,0.00048715757486900374,1.7209326426943386e-11,0.0002996358415283077,0.0003382873184158784,4.939855312285094e-07,7.414541310200411e-10,0.0002587479071575624,6.95104493898111e-06,0.0016128733753136338,0.0005992652079554387,3.868329396160171e-05,6.491888677370158e-09,6.235322201533172e-07,9.682297527026705e-08,6.261520105777082e-06,0.003669987594686728,4.830620443127517e-13,3.2972758791469276e-14,5.728284442864146e-07,0.0002110246320873976,2.557107386271921e-09,1.39587838419332e-10,0.00021787459513501788,2.0519624069122454e-06,5.399636019294965e-05,4.570695805439785e-08,1.0741273040733559e-09,2.27359401627913e-05,2.2647026877025246e-10,8.286862563263995e-11,6.968687904229785e-05,6.281058701218405e-12,0.00023928744880875272,4.814888556649633e-10,2.685017763949805e-08,7.298358909474927e-12,1.6458360813774717e-09,1.0584948556975942e-07
0.00011592729606445185,0.8381258800889612,0.000531447097513973,6.267223362708353e-05,9.861781000117735e-05,0.6233232639681385,0.0,0.0,0.0014424729221691889,0.00020820101521009586,0.36063784872967836,0.019103995359170223,4.289936272297427e-05,7.341318957368382e-12,4.055278937504221e-09,1.1511331375558322e-06,0.0032510040711967183,0.0076854288300526865,5.102689104448263e-05,3.1387075195664167e-07,0.019797857507118325,2.900964258735694e-07,9.022303965663783e-08,0.00046201198597570637,1.0552132171571499e-06,0.05029540976937381,2.0179937870096283e-05,0.07150715090194061,0.003306361504516043,1.0561449838036516e-05,8.077308444496526e-07,9.425428997313598e-09,6.0664642429450465e-06,0.0004844481767189278,3.76,0.0,0.004619907607412181,0.6058641231402935,0.3090621962281553,0.06397889224350721,0.2937361690384042,4.039585363192886e-05,0.46258989007855783,4.483121508845697e-05,4.647843064270133e-05,4.4211259813014596e-05,0.0004166871721196611,6.408774638700829e-07,0.0001300487645927254,0.006006581084199284,0.012365647838078808,0.02089354546534203,5.101811890010673e-12,1.0166696915863077e-12,2.6471216930840182e-08,2.2841739886522354e-08,0.03557620757545354,9.843700323279396e-11,1.1272881522650443e-08,0.006907531734735602,4.173559636671707e-08,1.0270488737137709e-08,0.0007430239377207989,7.327685016486005e-12,2.6728802176269276e-06,0.011366375689092881,5.938447276930739e-06,8.268583205760567e-09,1.0400284156532403e-06,8.114602261023054e-06,6.903919420692731e-07,4.3868719184584136e-08,6.147365079324262e-13,0.0006037470349770244,1.7112862129421266e-07,0.000487911075622049,1.7190715245905228e-11,0.0002992761248476084,0.0003397039865955749,4.930917388929003e-07,7.442309726631456e-10,0.00025979962651888973,6.947328557182941e-06,0.0016131171474120653,0.000596773556486888,3.86008032863051e-05,6.501530541599654e-09,6.232132670751081e-07,9.680541699536882e-08,6.261869866634444e-06,0.003684789286079163,4.821618116739551e-13,3.291151130067973e-14,5.713733075194464e-07,0.00021185957270004793,2.563248955399415e-09,1.4014014412438943e-10,0.00021874706901477635,2.0601269331327425e-06,5.411502291102202e-05,4.579368348889837e-08,1.0750639463431586e-09,2.2778710097975976e-05,2.2689653937678608e-10,8.296539355815606e-11,6.941272597728586e-05,6.248073099205546e-12,0.0002403039851291832,4.835313758039e-10,2.690553894396228e-08,7.325046245173267e-12,1.6509925566294306e-09,1.0565418037170956e-07
0.0001164914917688871,0.838228084862138,0.0005307868543271612,6.256436604610988e-05,9.844044511217314e-05,0.6233397643603547,0.0,0.0,0.001439152925502994,0.00020750131521937924,0.3616585483385742,0.01915206935203759,4.2817930234559934e-05,7.325660150161676e-12,4.046905342000263e-09,1.1497532809936968e-06,0.0032494347812561998,0.007677600493887492,5.09943655072292e-05,3.140002346004134e-07,0.019834700972115725,2.9012391055607454e-07,9.006310271656204e-08,0.00046168728248141083,1.0521854914792824e-06,0.05026026248888911,2.0152073641247403e-05,0.07145820682856599,0.0033097392862724635,1.0547109884245289e-05,8.065869624018965e-07,9.41451069694765e-09,6.050935959530297e-06,0.00048433338454547943,3.76,0.0,0.0045564022596061874,0.6051378020218955,0.3094738530169471,0.06414673284832499,0.294246180332811,4.0284798868139225e-05,0.4620184181231127,4.471215007755073e-05,4.640504996779835e-05,4.413094383566257e-05,0.00041556719466925266,6.38840323804698e-07,0.00012963840408177358,0.0060008709298908,0.012331825250592347,0.0208919654490971,5.088962600700492e-12,1.0141095666003001e-12,2.6403792852463126e-08,2.274887991929584e-08,0.035621163045148764,9.818919092886475e-11,1.1265182457552478e-08,0.006912194991197219,4.1548953692752466e-08,1.0277430929946807e-08,0.0007425698762877715,7.307394365656726e-12,2.675029239476169e-06,0.011415092753765798,5.95505554619465e-06,8.247670486451924e-09,1.0406611614940196e-06,8.13581095275827e-06,6.92033008115132e-07,4.3825550967414064e-08,6.119874455775628e-13,0.000601340957902276,1.7063531024964333e-07,0.0004886639823048231,1.7172177919911485e-11,0.00029891734096345246,0.0003411181978327654,4.922026733469479e-07,7.470035728865624e-10,0.0002608502542975455,6.943680009558047e-06,0.001613330520219101,0.000594303763243034,3.8519976715940096e-05,6.511130233748125e-09,6.228857014155112e-07,9.678625942700596e-08,6.262103551265486e-06,0.003699556472289475,4.812688741208345e-13,3.285075902539672e-14,5.699304986795224e-07,0.0002126928443565932,2.569386763313916e-09,1.4069134582647875e-10,0.00021961708354330045,2.0682696061486194e-06,5.423339716320995e-05,4.5880183185412746e-08,1.0759927903261045e-09,2.2821365772519644e-05,2.273216917062541e-10,8.3062562063905e-11,6.914095338292738e-05,6.215390944203512e-12,0.00024131793711068918,4.855687098593559e-10,2.6960769164963966e-08,7.351664916694659e-12,1.6561382318302664e-09,1.0545985260786949e-07
0.00011705568747332234,0.838329932535139,0.0005301351279404001,6.245734007612311e-05,9.826474302976957e-05,0.6233558862453075,0.0,0.0,0.001435851957583493,0.0002068067681374899,0.36267670026456444,0.019200044122576698,4.273699629977854e-05,7.310284937763842e-12,4.0386352050781355e-09,1.1483857414848357e-06,0.003247879616588385,0.007669757857688706,5.096212978766492e-05,3.141306834117568e-07,0.01987146352831361,2.901515173444934e-07,8.990498614136503e-08,0.0004613628347764116,1.0491793901798776e-06,0.050224857508757464,2.0124437691475846e-05,0.0714090998899659,0.003313094121843045,1.0532886678413215e-05,8.054515654049772e-07,9.403669071445996e-09,6.035508499115644e-06,0.00048421572543780886,3.76,0.0,0.004493848045112164,0.6044133546855037,0.30988448985965267,0.06431413989453003,0.2947544024619108,4.0174784799270226e-05,0.46144821098211763,4.4594161419818335e-05,4.633238378385937e-05,4.4051348681201116e-05,0.0004144551895063168,6.368182609385777e-07,0.00012923132684647558,0.0059952105664514395,0.012298235626370712,0.02089027282648824,5.076203518511494e-12,1.0115674100819487e-12,2.633684246661501e-08,2.2656859247030492e-08,0.03566584229274604,9.79430423388769e-11,1.1257427124773374e-08,0.006916840645155065,4.136386909343855e-08,1.0284346854005025e-08,0.0007421195378965451,7.287247032042087e-12,2.6771777914115182e-06,0.011463723064637159,5.971646694795333e-06,8.226899021414651e-09,1.0412972913268924e-06,8.156957219884011e-06,6.936700717814595e-07,4.378280364643163e-08,6.092613313996534e-13,0.0005989621385882615,1.7014615786466972e-07,0.0004894162769059824,1.7153713465238673e-11,0.00029855948273015945,0.0003425299596497362,4.913182677244278e-07,7.497719384725713e-10,0.0002618997977631904,6.9400979842449545e-06,0.001613514094284338,0.0005918556452941501,3.8440785628932384e-05,6.520687783305792e-09,6.225497346815436e-07,9.676553771295426e-08,6.262223550638941e-06,0.003714289256744164,4.803831034472266e-13,3.279049326067494e-14,5.684998285328906e-07,0.00021352445182607713,2.5755207195133553e-09,1.4124144668036364e-10,0.00022048464339184402,2.076390455247982e-06,5.435148430520496e-05,4.596645835941477e-08,1.0769138791418877e-09,2.2863907851320254e-05,2.2774573191694867e-10,8.316012369879246e-11,6.887153204599634e-05,6.183008286878466e-12,0.00024232930644540307,4.87600861134854e-10,2.7015868842546147e-08,7.378214971719811e-12,1.661273080469175e-09,1.052664895244526e-07
0.00011761988317775758,0.8384314266002086,0.0005294917793581952,6.235114299851923e-05,9.809067675129857e-05,0.62337163610398,0.0,0.0,0.0014325697811326736,0.00020611730279175637,0.36369232187759365,0.019247920406450205,4.2656553655475585e-05,7.295188102708392e-12,4.030466705618965e-09,1.1470303335893107e-06,0.0032463383181283345,0.0076619012528207076,5.093017838896693e-05,3.142620750167022e-07,0.019908145848881325,2.901792402751381e-07,8.97486577521482e-08,0.00046103864533443426,1.046194594946839e-06,0.05018919838220264,2.0097026742360992e-05,0.0713598344422399,0.00331642618335721,1.051877839168071e-05,8.043245097859668e-07,9.392902686862005e-09,6.020180529699948e-06,0.0004840952252568288,3.76,0.0,0.004432229518347764,0.6036907668881417,0.3102941157193792,0.06448111625126386,0.29526085186589973,4.006579474240889e-05,0.46087926440814625,4.4477232154337374e-05,4.626042089459438e-05,4.397246325936513e-05,0.0004133510462144597,6.348110618789325e-07,0.0001288274843130928,0.005989599253463661,0.012264877052283213,0.020888469295096336,5.063533381888728e-12,1.0090429707121389e-12,2.627035915180243e-08,2.2565664750536506e-08,0.035710247584271486,9.76985345323372e-11,1.1249616289831029e-08,0.006921468915786883,4.1180320098881175e-08,1.0291236836915935e-08,0.0007416728697684704,7.267241020250427e-12,2.679325817472391e-06,0.011512266687884907,5.988220672279929e-06,8.206266864202796e-09,1.0419367212213026e-06,8.178041107944175e-06,6.953031207018604e-07,4.3740470619373114e-08,6.065578344587998e-13,0.0005966100289673922,1.6966111356198898e-07,0.0004901679418137158,1.7135320923549107e-11,0.00029820254311113063,0.00034393927947982625,4.904384564843288e-07,7.525360761305453e-10,0.00026294826399818474,6.936581198021794e-06,0.0016136684612289172,0.0005894290191402237,3.836320198655905e-05,6.530203220736345e-09,6.222055746775282e-07,9.674328643104318e-08,6.262232218687157e-06,0.0037289877431731957,4.795043742855988e-13,3.273070549433267e-14,5.670811115178492e-07,0.00021435439983221577,2.5816507358104717e-09,1.4179044981082322e-10,0.00022134975321618227,2.084489509825629e-06,5.446928565156367e-05,4.6052510199652665e-08,1.0778272550525167e-09,2.290633698503189e-05,2.281686660332069e-10,8.325807114794115e-11,6.86044331534222e-05,6.1509212384023855e-12,0.0002433380948518006,4.896278329887673e-10,2.7070838499605893e-08,7.40469645932063e-12,1.6663970770029797e-09,1.0507407861239983e-07
0.00011818407888219283,0.8385325705530688,0.0005288566723922523,6.22457623422179e-05,9.791821982318367e-05,0.6233870202897671,0.0,0.0,0.0014293061629531997,0.0002054328493810358,0.36470543031643315,0.019295698928246216,4.257659517989481e-05,7.280364542915352e-12,4.022398062677366e-09,1.1456868755664976e-06,0.0032448106319664474,0.00765403100546411,5.089850591716961e-05,3.143943864707498e-07,0.019944748596781983,2.9020707362246146e-07,8.95940860634267e-08,0.00046071471652735013,1.0432307937580854e-06,0.050153288606701166,2.0069837578323654e-05,0.07131041476358468,0.0033197356403479677,1.050478323059704e-05,8.032056547266074e-07,9.382210140176169e-09,6.00495074441958e-06,0.00048397190961491917,3.76,0.0,0.004371531520729098,0.602970024601945,0.310702739411154,0.0646476647431407,0.29576554475645234,3.995781236071537e-05,0.4603115741671018,4.436134566831417e-05,4.6189150325620436e-05,4.389427669795581e-05,0.00041225465650735404,6.328185175078415e-07,0.00012842682888976288,0.005984036263703764,0.012231747616876135,0.02088655652417843,5.050950953735869e-12,1.0065360021429283e-12,2.6204336419063243e-08,2.2475283586158395e-08,0.03575438115380639,9.74556450263733e-11,1.124175070636442e-08,0.006926080018224162,4.0998284694316704e-08,1.0298101200230145e-08,0.0007412298200350054,7.2473743736297646e-12,2.681473262358559e-06,0.011560723690628213,6.00477742832232e-06,8.185772106348958e-09,1.042579368922552e-06,8.199062663472853e-06,6.969321429093138e-07,4.369854540784593e-08,6.038766305187867e-13,0.0005942840957614936,1.691801274585205e-07,0.000490918959805079,1.7116999361140345e-11,0.0002978465151760472,0.00034534616466960094,4.895631753785034e-07,7.552959924739661e-10,0.000263995659902637,6.9331283954258995e-06,0.0016137942038839525,0.0005870237008211467,3.828719831597967e-05,6.5396765773608314e-09,6.218534256079144e-07,9.671953959955451e-08,6.262131872945206e-06,0.0037436520355929245,4.786325640280052e-13,3.267138740183138e-14,5.656741656218438e-07,0.00021518269305431087,2.587776725974605e-09,1.4233835831325567e-10,0.00022221241765713797,2.0925667993819844e-06,5.458680247735982e-05,4.613833986891189e-08,1.0787329594886436e-09,2.2948653810571324e-05,2.2859049994955482e-10,8.335639722157836e-11,6.833962827793681e-05,6.1191259688320834e-12,0.00024434430407449835,4.916496288338196e-10,2.7125678642520112e-08,7.431109429889685e-12,1.671510196810183e-09,1.0488260760201852e-07
0.00011931247029106333,0.838733821742744,0.0005276106511508064,6.203740151863133e-05,9.757803067807493e-05,0.6234167164824034,0.0,0.0,0.0014228336870842893,0.0002040787053357404,0.3667241751746339,0.01939096553379794,4.241810288759435e-05,7.25151699337994e-12,4.006553403034134e-09,1.1430350982284534e-06,0.003241795104047436,0.007638250864574684,5.083597663942088e-05,3.146616788337082e-07,0.020017717980264898,2.902630497215202e-07,8.929008998228818e-08,0.0004600676498526685,1.0373649542739569e-06,0.050080730847994887,2.0016112021976638e-05,0.07121112947289089,0.0033262874071969704,1.0477125268807395e-05,8.009919957059736e-07,9.361041086279251e-09,5.9747806128242625e-06,0.00048371693326566085,3.76,0.0,0.0042528377737108694,0.6015340214249384,0.3115170148818363,0.06497948922917489,0.2967697248039461,3.9744806860233206e-05,0.4591799458124141,4.413263617601876e-05,4.604864324878996e-05,4.3739957650290355e-05,0.00041008471429529746,6.288765755662606e-07,0.00012763489342555118,0.005973052404427287,0.012166168529036967,0.020882409812850257,5.026044387015379e-12,1.0015735143404209e-12,2.607364733069444e-08,2.2296911156193828e-08,0.03584184191872947,9.697463301104286e-11,1.1225858254956836e-08,0.006935251560782437,4.0638668682410305e-08,1.0311754326955127e-08,0.0007403543723809405,7.208051526295487e-12,2.6857661882008916e-06,0.011657378107382084,6.037839064784886e-06,8.145187326760108e-09,1.043873995411122e-06,8.240918964131197e-06,7.001780609512247e-07,4.36158930594464e-08,5.985798354251598e-13,0.0005897086910921103,1.682301332498276e-07,0.0004924189879042463,1.708056555204955e-11,0.00029713716711734226,0.00034815266012323744,4.878259524913835e-07,7.608031869175118e-10,0.00026608726749748833,6.926409844107864e-06,0.0016139621072250067,0.0005822762504690327,3.8139823543716195e-05,6.558497165035882e-09,6.211259603457679e-07,9.666769277645376e-08,6.261613243138124e-06,0.003772878455689139,4.769092223991633e-13,3.2554127796500536e-14,5.628948754716322e-07,0.0002168343336642501,2.600016287848527e-09,1.434309036837632e-10,0.00022393042888691267,2.108656201921631e-06,5.482098749135514e-05,4.6309337226020915e-08,1.080521515799102e-09,2.3032953022972868e-05,2.2943089016692682e-10,8.355415695847255e-11,6.781678864721836e-05,6.0563957230507334e-12,0.00024634899207001,4.956777064026189e-10,2.7234972336498525e-08,7.483730027071159e-12,1.6817037116719606e-09,1.0450243730367836e-07
0.00012044086169993384,0.8389337130199896,0.0005263960274459489,6.183216248852115e-05,9.724397428268042e-05,0.6234450232468214,0.0,0.0,0.0014164327417952047,0.00020274380344022724,0.3687330675361955,0.019485849525670014,4.226146512384601e-05,7.223703079490069e-12,3.991087724442891e-09,1.1404290229924896e-06,0.003238831098772879,0.007622419946220908,5.0774500752544606e-05,3.1493238476161533e-07,0.020090376788947133,2.9031940415341316e-07,8.899275900218998e-08,0.0004594216518347215,1.0315794946038156e-06,0.050007211162057995,1.996323647415081e-05,0.07111127676189763,0.0033327507296480492,1.044989910892608e-05,7.98809515424945e-07,9.340151266102157e-09,5.944988124417845e-06,0.00048345099653582225,3.76,0.0,0.004137650962200776,0.6001052370115811,0.3123273839877679,0.06530963510425702,0.29776706793489527,3.953564412774398e-05,0.45805329232061137,4.3907906605183435e-05,4.591077893289464e-05,4.358830866606661e-05,0.00040794453666176546,6.249908424925253e-07,0.0001268551581535672,0.0059622534202227765,0.012101483128206449,0.020877845510275012,5.001474386055406e-12,9.96678068173655e-13,2.5944725717851532e-08,2.2121644413511655e-08,0.035928241854298264,9.649983485352899e-11,1.1209755575781853e-08,0.006944356917377852,4.02848535136862e-08,1.0325308692139269e-08,0.0007394927972304218,7.1692635675464986e-12,2.690056137613934e-06,0.011753686869857236,6.0708311883578e-06,8.105130129597489e-09,1.0451805430494964e-06,8.282526509946645e-06,7.034077376545746e-07,4.353479709149115e-08,5.933684784991904e-13,0.0005852319324114021,1.672957888353298e-07,0.0004939162307822563,1.7044405026551302e-11,0.000296431385127292,0.000350949503139326,4.861061095606402e-07,7.662935726742451e-10,0.00026817467230164647,6.919932808006481e-06,0.0016140222970825225,0.0005776118172239518,3.799845218877689e-05,6.5771497943346744e-09,6.203689029801808e-07,9.661025860088733e-08,6.260685499814742e-06,0.003801969354229509,4.752121497014896e-13,3.2438651378696567e-14,5.601605694065044e-07,0.0002184794102479352,2.6122387486025438e-09,1.4451910699781675e-10,0.00022563871393231866,2.124658900929124e-06,5.505404881532159e-05,4.647945924490984e-08,1.0822798640284142e-09,2.3116810326480653e-05,2.302669472879383e-10,8.375334768529181e-11,6.730279312997363e-05,5.994788038804765e-12,0.0002483433849041043,4.996851222123623e-10,2.73437536684957e-08,7.53607719117351e-12,1.6918534453122334e-09,1.0412588500278098e-07
0.00012156925310880434,0.839132270051005,0.0005252118045189849,6.162995366699587e-05,9.691585712559911e-05,0.6234719871713938,0.0,0.0,0.001410101598417351,0.0002014276308571726,0.37073223668167776,0.019580356328447384,4.21066296445418e-05,7.1968853869161e-12,3.975988087467305e-09,1.1378673143736383e-06,0.0032359167565280903,0.007606540686091836,5.071403855674229e-05,3.1520633456940336e-07,0.02016272998424115,2.9037609848360046e-07,8.87018640426406e-08,0.00045877673813185803,1.0258721282556552e-06,0.04993275567596306,1.9911187280625144e-05,0.07101088823255865,0.003339126877456714,1.0423091572103548e-05,7.966571817075335e-07,9.31953047637215e-09,5.91556366046148e-06,0.0004831742958805868,3.76,0.0,0.004025859403990345,0.5986835663566553,0.31313391229221466,0.0656381234693605,0.2987576961020019,3.9330204927274414e-05,0.45693158032414505,4.36870355838747e-05,4.577547692402781e-05,4.3439249988399266e-05,0.00040583332784524604,6.211597867041856e-07,0.00012608727473457343,0.005951633934198453,0.012037676243947634,0.020872876022479784,4.977231868591641e-12,9.918478548405028e-13,2.5817523934377284e-08,2.1949389741182994e-08,0.03601359776127117,9.603108547709136e-11,1.119344830300769e-08,0.0069533976739235845,3.9936678122209926e-08,1.0338766666034762e-08,0.0007386447101592205,7.1309961287535214e-12,2.694342689561109e-06,0.011849650546942493,6.1037533794983225e-06,8.065586501541047e-09,1.0464984077181273e-06,8.323885706016709e-06,7.066210908199727e-07,4.3455209760933694e-08,5.882401875347718e-13,0.0005808500329852573,1.6637671743787735e-07,0.0004954105636670568,1.700851111359846e-11,0.00029572911732936427,0.0003537367495801133,4.844031757289503e-07,7.717671991875435e-10,0.0002702579234284688,6.913688157985948e-06,0.001613979133053745,0.0005730289227282868,3.7862883266086456e-05,6.595634718426654e-09,6.195837636959313e-07,9.654749002413818e-08,6.259365933034561e-06,0.003830925571999553,4.735404562118299e-13,3.2324897740483187e-14,5.574699098646189e-07,0.00022011795874204583,2.624443478850138e-09,1.4560299202781037e-10,0.0002273373094362296,2.1405751360857933e-06,5.5285995371780926e-05,4.6648714373608165e-08,1.084008308712433e-09,2.3200230365019623e-05,2.3109871419987982e-10,8.395391596224937e-11,6.679742745193308e-05,5.934274275894597e-12,0.0002503274974588993,5.036719054836907e-10,2.7452026155033636e-08,7.58815136891721e-12,1.7019592310653409e-09,1.037528605284338e-07
