Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41)
4.424424288041463e-06,0.3926710814143591,3.76,0.0,0.10101416336393172,0.8384571258645402,0.1837310819010001,0.0037565230262760975,0.005164923524169306,0.06331714173377485,0.12162982830483546,3.820405076664865e-09,0.46122657101045283,3.58523279316916e-05,0.0005613192727472737,0.05956491787144711,0.004571263007676478,0.0005692444939985229,0.0017963740084610757,0.016597861617670552,0.4973826144476472,0.0018900949100152686,0.0005827918548383681,0.0026444221057650183,0.012866589556907317,0.0024202339388370584,0.0021616591839079364,0.013774841641409621,1.5471426182754623e-06,0.03376933939205952,8.356887997571398e-08,0.0031336342034096586,0.0019325121010355475,0.00570313030137438,1.9050807288918906e-05,3.2530482055695567e-06,0.018342839633602205,0.0023047341715685043,0.008988727167264622,0.01091737213349743
4.4314086891407135e-06,0.39274065982640766,3.76,0.0,0.10013197829335518,0.8377110398698449,0.18442582808727856,0.003801580869614118,0.005131483783141014,0.06327271363689116,0.12196897622943557,3.769146765413557e-09,0.4617400447786139,3.5425726383928884e-05,0.0005598630147193266,0.06009512049623626,0.0045677570711053165,0.0005704469876415642,0.0017797265843862919,0.016466514526622737,0.4975383488382767,0.0018739929995111064,0.0005795549352205276,0.0026592128052455467,0.012939039046130444,0.0024110196495404565,0.0021507578277739975,0.013760903262612286,1.5311882072182484e-06,0.03405102122497822,8.339651982319472e-08,0.0031432351849449624,0.0019219783648576063,0.005701064155713809,1.9218215761978167e-05,3.248499706175636e-06,0.01845185489886596,0.002330484197551535,0.009070582143530079,0.011073861483852985
4.438393090239964e-06,0.3928094818020714,3.76,0.0,0.09926288707442806,0.8369700667320437,0.18511463565576616,0.0038467568607217077,0.005097962713599092,0.06322856626184291,0.12230603925787095,3.718290297033826e-09,0.46224485306144647,3.5001077350444286e-05,0.0005583836200850902,0.06062472472582017,0.004564268934955281,0.0005716356104685244,0.001763174982958555,0.01633559050518098,0.4976852612717485,0.0018579486541186138,0.0005763102929413032,0.0026740311242576067,0.013011106709237726,0.002401603954257727,0.0021397282217118663,0.01374550872370775,1.51535835274743e-06,0.034331461615977395,8.321620286571982e-08,0.0031526613590449745,0.0019113427394087438,0.005698373371944769,1.9384999980269555e-05,3.2436239796480505e-06,0.018559991712567035,0.002356314343370909,0.00915205818019994,0.011230823096894984
4.445377491339215e-06,0.39287755692899057,3.76,0.0,0.09840669036430093,0.8362342096785379,0.1857975288066521,0.0038920464025393223,0.0050643727511964914,0.06318470183441334,0.12264099842975058,3.6678461951759488e-09,0.46274114507047415,3.457850585105303e-05,0.0005568815676785648,0.06115367640866159,0.004560798597189935,0.0005728104940451986,0.0017467217578782865,0.016205115702749438,0.49782357581082565,0.0018419654536767534,0.0005730588228300213,0.002688874520066816,0.013082789525927948,0.002391993826311072,0.0021285768947841414,0.013728681047260263,1.499654618662161e-06,0.03461063611273034,8.302809126710526e-08,0.0031619137126427063,0.0019006110192237196,0.005695065982360774,1.9551143462487278e-05,3.238426567215916e-06,0.018667245111422304,0.002382222908217674,0.009233145581151033,0.01138823218005138
4.452361892438466e-06,0.3929448946991855,3.76,0.0,0.09756319077320416,0.8355034703009145,0.1864745329776415,0.003937444957933333,0.005030726038140583,0.0631411224277128,0.12297383604040756,3.6178244173501592e-09,0.4632290680027728,3.4158131772226086e-05,0.0005553573368642941,0.061681922344859724,0.004557346031286447,0.0005739717672429825,0.0017303693333094161,0.016075115331205623,0.4979535126594482,0.0018260468359307133,0.0005698014023895362,0.002703740464583811,0.013154084651618568,0.0023821961997126137,0.002117310279236822,0.013710443571616491,1.4840784513473606e-06,0.03488852119696175,8.283234798191744e-08,0.003170993262838368,0.0018897889060183618,0.005691150177882702,1.9716630306963967e-05,3.2329130602611046e-06,0.018773610488967262,0.002408208206575865,0.009313834988933756,0.01154606405779183
4.459346293537717e-06,0.393011504506903,3.76,0.0,0.09673219290371787,0.8347778485981967,0.18714567479442712,0.003982948051001599,0.004997034422113763,0.0630978299653372,0.12330453562010331,3.5682340266796298e-09,0.4637087670315554,3.3740069925888795e-05,0.000553811407443113,0.0622094102964001,0.0045539111872667185,0.0005751195562656827,0.0017141200066847417,0.015945613677325124,0.49807528815936075,0.0018101960988338621,0.0005665388917244685,0.002718626446487634,0.01322498941470881,0.0023722179635601672,0.0021059347075941793,0.013690819926687393,1.4686311829890493e-06,0.03516509427447048,8.262913662759525e-08,0.003179901055455348,0.001878882006394293,0.0056866342986746565,1.9881445187687182e-05,3.2270890949693733e-06,0.018879083588645172,0.002434268568573527,0.0093941173820793,0.011704294184929432
4.466330694636968e-06,0.39307739564802713,3.76,0.0,0.0959135033870722,0.8340573430199727,0.18781098202188873,0.004028551268277133,0.004963309455577609,0.06305482622453885,0.1236330819126608,3.519083645634713e-09,0.4641803852987499,3.332443011280545e-05,0.0005522442595524344,0.06273608899642319,0.004550493992710424,0.0005762539846789498,0.0016979759515383373,0.01581663411562654,0.49818911479018335,0.0017944164028718909,0.0005632721334851511,0.002733529973258272,0.013295501313786094,0.002362065956693523,0.002094456409997302,0.013669834010091978,1.4533140350926954e-06,0.03544033366464819,8.241862133883255e-08,0.003188638163627256,0.001867895829749083,0.005681526824876793,2.004557334987628e-05,3.2209603473118424e-06,0.018983660496847764,0.00246040234031133,0.0094739840721667,0.011862898159502219
4.473315095736218e-06,0.3931425773188271,3.76,0.0,0.09510693091615398,0.8333419505093953,0.18847048351606846,0.004074250259823425,0.0049295623954804645,0.06301211283941009,0.1239594608534841,3.4703814698898434e-09,0.4646440639097732,3.291131719024599e-05,0.0005506563735611207,0.06326190815745794,0.004547094353751984,0.0005773751734425939,0.001681939220293571,0.015688199121776256,0.4982952011733278,0.0017787107734653228,0.0005600019528287806,0.002748448573116763,0.01336561801477115,0.0023517469626033027,0.0020828815117782816,0.013647509963686376,1.4381281217742577e-06,0.03571421858946664,8.22009666357758e-08,0.0031972056864173343,0.0018568357863938932,0.0056758363674605,2.0209000605096545e-05,3.214532528267408e-06,0.019087337635903315,0.0024866078841676697,0.009553426700631472,0.012021851735216124
4.480299496835469e-06,0.39320705861511684,3.76,0.0,0.09431228627514379,0.8326316665460284,0.18912420917693976,0.004120040740221579,0.0048958042033572045,0.06296969130407591,0.12428365954698714,3.4221347783699958e-09,0.4650999419305628,3.250083114360498e-05,0.0005490482299589692,0.06378681847862673,0.004543712156062243,0.0005784832409457392,0.0016660117470652207,0.015560330286491807,0.49839375207973413,0.0017630821034641641,0.0005567291573982994,0.002763379796874837,0.013435337348004412,0.002341267704588475,0.002071216031261628,0.013623872150487987,1.4230744528063466e-06,0.03598672916195217,8.197633730843096e-08,0.0032056047474697466,0.001845707185871127,0.005669571659210253,2.037171332592262e-05,3.207811378979219e-06,0.01919011175701448,0.00251288357908046,0.009632437235320125,0.012181130833450486
4.48728389793472e-06,0.3932708485314424,3.76,0.0,0.09352938236596171,0.8319264851884959,0.18977218990198394,0.004165918489453965,0.004862045545791373,0.06292756297589087,0.12460566624350611,3.374350404065101e-09,0.4655481563867332,3.209306716170939e-05,0.0005474203092411069,0.06431077165186432,0.004540347265814262,0.0005795783030445211,0.0016501953505226683,0.015433048329839657,0.4984849684411399,0.0017475331556991173,0.000553454537318216,0.0027783212196958464,0.013504657305281708,0.0023306348411649374,0.002059465877788085,0.013598945132005985,1.4081539367841637e-06,0.03625784637419911,8.174489828874858e-08,0.0032138364936920368,0.0018345152354627844,0.005662741545838719,2.0533698440186957e-05,3.200802665974602e-06,0.019291979933156615,0.0025392278208065154,0.009711007966813038,0.012340711554832368
4.494268299033971e-06,0.39333395596052706,3.76,0.0,0.09275803423179965,0.8312263991168692,0.19041445754059141,0.004211879353690412,0.004828296795210682,0.0628857290786366,0.12492547031578323,3.3270349213906137e-09,0.46598884226463877,3.1688115715512515e-05,0.0005457730917877444,0.06483372036719812,0.004536999530632042,0.0005806604731019533,0.0016344917367754944,0.015306373115877545,0.49856904736454516,0.0017320665655612068,0.0005501788652059513,0.002793270442767459,0.013573576036848153,0.002319854961726017,0.0020476368499554856,0.013572753645995658,1.3933673844300042e-06,0.03652755208497728,8.150681452332434e-08,0.0032219020939687143,0.0018232650388819108,0.005655354977243637,2.0694943424853473e-05,3.1935121766363916e-06,0.019392939551952267,0.0025656390221594602,0.00978913150454338,0.012500570190381973
4.501252700133222e-06,0.3933963896927961,3.76,0.0,0.09199805907791335,0.8305313996747502,0.19105104484930796,0.004257919245980638,0.0047945680309997955,0.06284419070571746,0.12524306223508314,3.2801939805730488e-09,0.46642213251419024,3.128606263986413e-05,0.0005441070577397365,0.0653556183171173,0.004533668780521373,0.0005817298620297323,0.0016189025022381766,0.015180323667615151,0.4986461821496589,0.001716684843613446,0.0005469028961977357,0.0028082250948857704,0.013642091848356203,0.0023089345824522734,0.002035734634070139,0.013545322584656174,1.3787155117814773e-06,0.03679582900697033,8.12622508647421e-08,0.0032298027379064273,0.0018119615951423535,0.0056474209989145156,2.085543629954275e-05,3.1859457148004994e-06,0.01949298830853386,0.002592115613226632,0.009866800772730208,0.012660683232226046
4.5082371012324725e-06,0.39345815841601367,3.76,0.0,0.09124927628974788,0.8298414769110163,0.1916819854479459,0.004304034146854985,0.004760869040920452,0.06280294882334923,0.12555843354698076,3.2338327365253575e-09,0.4668481580533496,3.0886989218059383e-05,0.0005424226868702704,0.06587642020004471,0.0045303548287822645,0.0005827865783318313,0.0016034291364827081,0.01505491818225018,0.49871656230918326,0.0017013903782423388,0.0005436273679886025,0.002823182833951076,0.013710203197791572,0.0022978801424658026,0.002023764802801152,0.013516676973288039,1.3641989432340666e-06,0.037062660693669675,8.101137196099891e-08,0.003237539634611062,0.0018006097976022946,0.005638948743495346,2.10151656197263e-05,3.178109096380447e-06,0.01959212419840267,0.002618656041565266,0.009944009006136715,0.012821027383876082
4.515221502331723e-06,0.39351927071501935,3.76,0.0,0.09051150744845086,0.829156619621197,0.1923073137765758,0.004350220104835483,0.004727209322826303,0.06276200427373944,0.1258715768468575,3.1879562770990104e-09,0.46726704777425304,3.049097226889441e-05,0.0005407204584529395,0.06639608172292938,0.004527057472902885,0.0005838307281497664,0.0015880730251000353,0.014930174046643768,0.49878037359182037,0.0016861854383409982,0.0005403530008861897,0.002838141348376243,0.013777908692370755,0.0022866980002247896,0.0020117328140304685,0.013486841949422302,1.3498182146005641e-06,0.037328031525948484,8.075434213826769e-08,0.0032451140114967765,0.001789214433175867,0.005629947422508074,2.117412046960739e-05,3.170008145129218e-06,0.019690345510290547,0.002645258772378316,0.010020749745663651,0.012981579570071327
4.523135432774901e-06,0.393587733655934,3.76,0.0,0.08968863944840726,0.8283867229234545,0.19300912697719544,0.004402633762934153,0.004689129023080472,0.06271597078644643,0.12622369475276193,3.1365653828115354e-09,0.4677332225618217,3.004603578390141e-05,0.0005387707098929539,0.0669834704745389,0.004523341064467634,0.0005849987847207623,0.0015708165404603764,0.014789648295212985,0.49884496846073356,0.001669067828449668,0.0005366451494945364,0.002855088700089687,0.013854132835219028,0.002273881254513328,0.0019980311510454565,0.013451630741978193,1.3336883312777122e-06,0.037626935552302024,8.045587864806416e-08,0.0032535016039581784,0.0017762557516739466,0.005619120496132366,2.1353281026326813e-05,3.1605169788007337e-06,0.019800531708527937,0.002675475344771257,0.010107130920851116,0.013163721667035473
4.531049363218079e-06,0.3936553768889604,3.76,0.0,0.08887943302978302,0.8276232938766416,0.19370383226015417,0.004455128124840876,0.004651123916030432,0.06267032083151418,0.12657293624311436,3.0858074690636673e-09,0.4681905800698383,2.9605215122386117e-05,0.0005367993438587791,0.06756927819881337,0.0045196453459072335,0.0005861509881544118,0.001553713960184013,0.014650015858567157,0.4989016222567763,0.0016520708734735184,0.0005329406868709959,0.002872030856830972,0.013929832717179394,0.002260917598130671,0.0019842641306419746,0.013414961662184576,1.3177339545991359e-06,0.03792392471891723,8.014996605505988e-08,0.0032616839727310242,0.0017632537814569532,0.005607639826035242,2.1531419593286407e-05,3.1507023962400597e-06,0.019909540227725092,0.0027057677803171724,0.010192895491382687,0.013346068677426354
4.538963293661256e-06,0.39372221242331484,3.76,0.0,0.0880836389643889,0.8268663107352254,0.19439148314968135,0.004507697762051002,0.0046132064902627236,0.06262505508708008,0.1269192951949559,3.035687694901541e-09,0.46863929845823377,2.916860212811321e-05,0.0005348070539124537,0.06815344516537934,0.004515969957249763,0.0005872874823198613,0.00153676684345706,0.014511298409744267,0.49895058793954356,0.001635197343971898,0.0005292405806688732,0.0028889646098756543,0.014005006976733077,0.0022478158748163463,0.001970439150422183,0.013376871610049957,1.3019554810257339e-06,0.038218980022514636,7.983684095785962e-08,0.0032696629777944322,0.0017502149859128552,0.005595519103600458,2.1708522679155853e-05,3.1405728681458755e-06,0.020017369875513318,0.0027361339297539027,0.010278035441264216,0.013528588148976227
4.546877224104434e-06,0.39378825209797264,3.76,0.0,0.08730101171166464,0.8261157499869798,0.19507213421991357,0.004560337360327558,0.004575388774077641,0.06258017405027826,0.12726276702913034,2.986210548050017e-09,0.4690795526230874,2.8736281954003487e-05,0.0005327945318601968,0.06873591330876441,0.004512314518686099,0.0005884084075544167,0.0015199765987892835,0.01437351640332471,0.49899211248360115,0.0016184498334273132,0.0005255457705900557,0.0029058868094911307,0.014079654474896047,0.00223458477428851,0.0019565634142325087,0.013337397525884143,1.2863531827358913e-06,0.038512083717496905,7.951673868748676e-08,0.0032774405010005,0.0017371456504062695,0.005582772092232399,2.1884577605687136e-05,3.1301368493270183e-06,0.020124019889604047,0.0027665716738144806,0.010362543223918191,0.013711248058511363
4.554791154547612e-06,0.39385350758420695,3.76,0.0,0.08653130941768364,0.825371586377458,0.19574584107146992,0.0046130417195778565,0.004537682338623284,0.06253567803914757,0.1276033486949244,2.9373783769685856e-09,0.4695115142039564,2.8308333172831376e-05,0.0005307624674063406,0.0693166262272425,0.0045086786311660226,0.0005895139006995234,0.0015033444870747193,0.014236689088680081,0.49902643690167997,0.001601830761158983,0.000521857168329463,0.0029227943656861617,0.014153774293155856,0.0022212328282401697,0.0019426439312774505,0.013296576377606608,1.2709272111919325e-06,0.03880321930881693,7.918989325534027e-08,0.003285018445602301,0.0017240518819534464,0.005569412622432569,2.2059572502519184e-05,3.119402776772592e-06,0.020229489934462844,0.002797078923291005,0.01044641175816931,0.013894016816827228
4.5627050849907894e-06,0.393917990382674,3.76,0.0,0.08577429392506157,0.8246337930294994,0.19641266021463166,0.0046658057541117,0.004500098306640682,0.062491567202164,0.12794103859176112,2.889194202395334e-09,0.46993535162634154,2.788482804866092e-05,0.0005287115478099171,0.06989552917702213,0.004505061878784995,0.0005906040952571524,0.0014868716284221917,0.014100834560689512,0.4990537963557384,0.0015853423795384382,0.0005181756580174957,0.002939684251022605,0.014227365723688656,0.0022077684044776685,0.0019286875160031429,0.013254445105422615,1.2556776038955002e-06,0.039092371505871575,7.885653706494022e-08,0.0032923987330693125,0.0017109396095059408,0.005555454569425847,2.223349628087668e-05,3.1083790580586573e-06,0.020333780079405308,0.002827653619248443,0.010529634412896179,0.01407686329155197
4.569827622389649e-06,0.39397537362404333,3.76,0.0,0.08510363333751172,0.823975202131144,0.1970069558313651,0.004713340296354789,0.004466386169749596,0.062452196763920206,0.12824248683948977,2.846384732608383e-09,0.47030999579203664,2.7507527549542773e-05,0.0005268501649499144,0.07041495039313059,0.004501822806048415,0.0005915722978021187,0.0014721830338186865,0.013979411268460406,0.49907265453126404,0.0015706163079579625,0.0005148690711704553,0.002954867588697092,0.014293145819140799,0.002195561036554942,0.0019161006408996853,0.01321543728570082,1.2421036920364908e-06,0.03935090098801992,7.85511404574545e-08,0.003298873596042663,0.0016991275008608803,0.005542392025634034,2.2389103325221197e-05,3.098216983778085e-06,0.020426632766928455,0.002855226835083824,0.010603977448766198,0.014241466214426087
4.576950159788509e-06,0.3940321483180216,3.76,0.0,0.08444289072717079,0.8233217263826172,0.19759576119906486,0.004760915602062805,0.004432789321035764,0.06241313818539224,0.1285415933705232,2.80410294061481e-09,0.4706783115557159,2.7133924121474615e-05,0.0005249745611541718,0.07093282494207523,0.004498598559157457,0.0005925283068268493,0.0014576248609638883,0.013858801303026648,0.499086220232239,0.0015559992064645212,0.0005115695292393275,0.0029700320963855775,0.014358497281488214,0.0021832750688787757,0.001903493907825809,0.01317542496642847,1.228672454564336e-06,0.03960780297722442,7.824082383690217e-08,0.0033051913490348165,0.0016873091359439665,0.0055288660461325625,2.2543827383640575e-05,3.0878331538803313e-06,0.020518530702088655,0.002882851581155667,0.01067778808757392,0.014406085222699459
4.584072697187368e-06,0.3940883225032277,3.76,0.0,0.08379190013660057,0.8226733430717861,0.19817911916461742,0.004808528200496855,0.004399314962077724,0.062374391243031166,0.1288383598575188,2.7623496150023592e-09,0.471040415139039,2.67640579952588e-05,0.0005230852314878833,0.07144911633183512,0.0044953888047554545,0.0005934722130800491,0.001443197653592907,0.013739015564264217,0.4990946530122281,0.0015414923892865908,0.0005082776205881116,0.0029851757016864295,0.01442342001079286,0.002170916251029312,0.0018908718823173784,0.013134434908867414,1.2153837013702327e-06,0.03986306872456446,7.792575278203441e-08,0.003311353424258765,0.0016754884702719953,0.0055148867933918775,2.2697661934646245e-05,3.077233616184492e-06,0.020609474729207294,0.0029105264194957932,0.010751062394306789,0.014570698611571835
4.591195234586228e-06,0.39414390410909134,3.76,0.0,0.08315049801510807,0.822030028578181,0.19875707302512835,0.0048561746951497654,0.004365970016450139,0.062335955614766174,0.12913278881662008,2.721125139389312e-09,0.47139642073010135,2.6397965688219533e-05,0.0005211826687855344,0.07196378913854538,0.004492193201444892,0.0005944041053483205,0.0014289018748975893,0.013620064263775137,0.4990981087642748,0.001527097072936103,0.0005049939161717298,0.003000296375968239,0.014487914031804968,0.0021584902186123087,0.0018782390038139176,0.013092493788029735,1.2022371793198227e-06,0.04011669020652397,7.760609150467814e-08,0.0033173612620304295,0.0016636693447816357,0.005500464431230047,2.285060093067877e-05,3.0664243865364795e-06,0.020699465929182693,0.0029382499320236596,0.010823796706341066,0.014735285000834663
4.598317771985087e-06,0.39419890095803267,3.76,0.0,0.08251852321108281,0.8213917584161813,0.19932966648799974,0.004903851763421643,0.004332761134447725,0.062297830883552105,0.1294248835771421,2.6804294751236216e-09,0.4717464405059512,2.6035680122289593e-05,0.0005192673634807435,0.07247680899993199,0.004489011400605155,0.000595324070520685,0.001414737910621179,0.013501956944508745,0.49909673977347685,0.0015128143793766951,0.0005017189697463233,0.0030153921350164394,0.014551979490156353,0.002146002491858045,0.0018655995863704053,0.01304962817434349,1.189232575192479e-06,0.040368660106544094,7.72820027634404e-08,0.0033232163097244014,0.001651855486643198,0.005485609117227226,2.3002638786939832e-05,3.055411445386089e-06,0.020788505611372025,0.0029660207205296617,0.010895987626932365,0.014899823341232878
4.605440309383947e-06,0.39425332076569275,3.76,0.0,0.0818958169622907,0.8207585072740254,0.19989694363545008,0.004951556156222491,0.004299694697730089,0.06226001654060172,0.12971464825369852,2.6402622628481072e-09,0.4720905846546985,2.5677230735125896e-05,0.0005173398034419651,0.07298814260822953,0.0044858430471198165,0.000596232193648671,0.001400706071924709,0.013384702498885034,0.49909069476769036,0.001498645338983761,0.0004984533180731627,0.003030461039519543,0.014615616648852555,0.0021334584745623998,0.0018529578194993689,0.013005864517518279,1.1763695185027692e-06,0.04061897179790404,7.69536477892935e-08,0.0033289200208581502,0.0016400505101774642,0.005470330996005975,2.3153770370880213e-05,3.0442007347741914e-06,0.02087659530621132,0.0029938374066358067,0.010967632019102438,0.015064292919709834
4.6125628467828065e-06,0.39430717114268904,3.76,0.0,0.08128222288551082,0.8201302490469857,0.20045894889478816,0.004999284697554807,0.004266776823561689,0.06222251198815613,0.13000208772214236,2.6006228204925557e-09,0.47242896139563423,2.532264357806563e-05,0.0005154004738240491,0.07349775770327044,0.004482687779987178,0.0005971285579987265,0.0013868065978452117,0.013268309184570498,0.49908011896312815,0.0014845908931162448,0.0004951974811021345,0.0030455011954074835,0.014678825885236875,0.0021208634533346634,0.0018403177690349596,0.012961229133158144,1.1636475838995717e-06,0.04086761932882525,7.662118622803378e-08,0.003334473854334917,0.0016282579177718407,0.0054546401936207975,2.330399099294109e-05,3.0327981558865404e-06,0.02096373675890919,0.003021698631743508,0.011038727000264441,0.015228673363475498
4.619685384181666e-06,0.3943604595920522,3.76,0.0,0.08067758696194793,0.819506956879162,0.20101572700129494,0.005047034283928067,0.004234013370309677,0.06218531654299246,0.130287207588973,2.5615101527847075e-09,0.4727616770056129,2.4971941440642547e-05,0.0005134498568806223,0.07400562306308808,0.004479545233080696,0.000598013245119053,0.001373039658347434,0.013152784644646209,0.49906515412372643,0.0014706518973381856,0.000491951962214328,0.003060510754219922,0.014741607687127154,0.002108222596834388,0.0018276833783458803,0.01291574818618566,1.1510662941101774e-06,0.04111459740342144,7.628477606541607e-08,0.003339879273500353,0.0016164811011399286,0.005438546810577346,2.3453296394649293e-05,3.021209565945554e-06,0.02104993192144755,0.0030496030569543975,0.011109269935325771,0.015392944644835685
4.633930458979385e-06,0.39446538021225075,3.76,0.0,0.07949458523986402,0.8182751597345962,0.20211378206856448,0.0051425845371384565,0.004168971892640147,0.06211184983065155,0.13085051445338391,2.484859702516728e-09,0.4734105403590427,2.4282267658671454e-05,0.00050951667467431,0.07501598483025496,0.004473296813243375,0.0005997479055872312,0.001345903731732996,0.012924369482240036,0.4990226074257786,0.0014431232643290683,0.00048549381059615984,0.003090430915945251,0.014865891472873613,0.002082823460939497,0.0018024467442067156,0.012822353437064976,1.1263234933417614e-06,0.04160352718882874,7.560073327390659e-08,0.003350250740255778,0.0015929878154963383,0.0054051925454589676,2.3749146601353875e-05,2.9974975488974116e-06,0.021219492180487343,0.0031055362500836663,0.011248690331389083,0.0157210813543334
4.648175533777104e-06,0.3945681406011036,3.76,0.0,0.07834562638740972,0.8170628872666172,0.20319147174748717,0.005238183516383895,0.004104612135450891,0.062039609338449896,0.13140462734625205,2.41029728704257e-09,0.4740379869620508,2.360833039621322e-05,0.0005055440511062959,0.07601899856275543,0.004467094779136748,0.0006014367951915605,0.0013192983651452068,0.012699506502198685,0.49896412169491616,0.0014160646692987161,0.0004790825671447313,0.0031202076567936137,0.014988473995824854,0.0020573000441672274,0.001777277060163299,0.012725886080811087,1.1021363481866398e-06,0.04208573129507139,7.49027480065224e-08,0.0033600461882114688,0.0015695956192143463,0.005370348282993157,2.404129516063061e-05,2.973110572877588e-06,0.021385295583390005,0.003161626665440574,0.011385876855592612,0.01604854985855536
4.6624206085748235e-06,0.3946687971260746,3.76,0.0,0.07722956184284581,0.8158699010321543,0.20424916201737056,0.005333808943421957,0.0040409721376455585,0.061968586816932354,0.1319496148440832,2.3378051897578707e-09,0.47464479949370575,2.2950205053035246e-05,0.0005015357245000173,0.07701445093265101,0.00446093607802714,0.0006030805101245057,0.0012932226843931902,0.01247823642720721,0.49889071204744806,0.001389480137329684,0.00047272168489651185,0.0031498278480617133,0.015109362808610355,0.0020316894234005765,0.0017522015913980973,0.012626548712721423,1.0784994071830847e-06,0.042561189332069344,7.419201895072679e-08,0.0033692774088866085,0.0015463277886986705,0.005334093352429116,2.4329722490523057e-05,2.948093679788501e-06,0.021547364519885804,0.003217864291250603,0.011520816744263565,0.016375202688109717
4.676665683372543e-06,0.39476740455266657,3.76,0.0,0.07614527929730022,0.8146959537466704,0.20528722106432665,0.00542943963791932,0.003978086269697268,0.061898772921326346,0.13248555480940194,2.267362005285403e-09,0.4752317318678924,2.2307924699935213e-05,0.0004974953724486007,0.07800214428922156,0.004454817630279189,0.0006046796243849129,0.0012676749446023257,0.012260591737151888,0.4988033434336339,0.0013633725720976699,0.00046641437358807666,0.00317927909984003,0.015228566925666223,0.0020060267813807975,0.0017272457738170353,0.012524540353777557,1.0554066063977297e-06,0.04302988986592309,7.346971346783232e-08,0.0033779561969481233,0.0015232059580974069,0.005296506173170841,2.4614414928189648e-05,2.9224910010055644e-06,0.02170572406575713,0.0032742394203115364,0.011653500634343646,0.01670089816201073
4.690910758170262e-06,0.39486401612437744,3.76,0.0,0.07509170204010916,0.8135407902800931,0.2063060184629246,0.005525055491850983,0.003915985401196009,0.06183015729873372,0.13301253361225587,2.1989430211506265e-09,0.47579951006217325,2.1681483319235685e-05,0.0004934266071830646,0.07898189628905174,0.004448736345728725,0.0006062346915052492,0.001242652603694846,0.012046597189898907,0.4987029324178314,0.001337743836395406,0.0004601636075578921,0.003208549757392679,0.015346096723220888,0.001980345420932449,0.0017024332672696157,0.012420056120479302,1.0328513361957387e-06,0.043491829907442124,7.273696635123498e-08,0.0033860943302410486,0.0015002501704735403,0.005257664108339558,2.4895364398823502e-05,2.89634570037732e-06,0.02186040178335417,0.003330742645091327,0.011783922375918451,0.017025500435624532
4.705155832967981e-06,0.39495868355743585,3.76,0.0,0.07406778826286432,0.8124041485981699,0.20730592441942194,0.005620637442360903,0.0038546970675639313,0.06176272867147676,0.13353064538301954,2.1325205889020616e-09,0.47634883295166763,2.107083891315359e-05,0.000489332971269916,0.07995353950764278,0.004442689138665007,0.0006077462462080739,0.0012181523918065936,0.011836270323251023,0.4985903489530081,0.0013125948288727446,0.0004539721337981891,0.0032376288945525755,0.015461963842742156,0.00195467678704301,0.0016777860118813055,0.012313286931020097,1.0108265033354401e-06,0.043947014414111016,7.199487876807613e-08,0.0033937035514901774,0.0014774789313603221,0.005217643331975025,2.517256809105399e-05,2.8696999240638718e-06,0.022011427530580448,0.0033873648523165007,0.011912078849376622,0.017348879527796852
4.7194009077657e-06,0.3950514571021187,3.76,0.0,0.07307253033148592,0.8112857606441088,0.20828730907937643,0.0057161674434571385,0.003794245634436682,0.06169647491608275,0.1340399913019302,2.068064462107858e-09,0.4768803731397676,2.047591646147977e-05,0.00048521793365793365,0.08091692103678756,0.004436672941364204,0.0006092148059784291,0.001194170376740371,0.01162962193343511,0.49846641813215753,0.001287925556996732,0.00044784248006294003,0.003266506304387753,0.015576181098514493,0.0019290504959327012,0.0016533242866711387,0.012204419248841344,9.893245888404856e-07,0.044395455809251395,7.124451741936066e-08,0.0034007955517216,0.0014549092639910047,0.005176518710425632,2.544602814160466e-05,2.8425947581988676e-06,0.022158833279539533,0.00344409721713133,0.012037969788687184,0.017670911327773858
4.733645982563419e-06,0.395142385574422,3.76,0.0,0.0721049540278022,0.8101853531703213,0.20925054188971234,0.005811628436598121,0.0037346524606822755,0.0616313831386801,0.13454067891949895,2.005542118116199e-09,0.4773947777882312,1.9896610764759806e-05,0.00048108488597548775,0.08187190206756365,0.004430684716406071,0.0006106408725651799,0.0011707020258958179,0.011426656535089544,0.4983319219249643,0.0012637352067775374,0.0004417769630131869,0.0032951724874510546,0.015688762388564103,0.0019034943698450397,0.0016290667701688224,0.012093634858887264,9.683377021864058e-07,0.04483717351516285,7.048691387739096e-08,0.0034073819551631167,0.0014325567660809328,0.005134363696059635,2.5715751327359614e-05,2.8150701931572535e-06,0.022302652943275766,0.003500931196859182,0.012161597609514178,0.017991477583808032
