Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34)
6.704387920874821e-06,0.4831374264565126,3.76,0.0,0.7302108192419302,0.993347244728523,0.007541211709749109,8.030824685116678e-05,0.00031417923543214496,0.05027895307372254,0.05094420581154758,6.38981770448617e-11,0.053031172563274345,5.295572710560641e-07,3.0438293058237412e-05,0.00038664488888389136,0.0021949879792036997,3.9495747994552e-05,0.0005131640245809637,0.0029300221348148386,0.06208181711711345,0.00028867774282907553,4.750494590487862e-05,0.0002471885388013294,0.00017216152548515674,5.441312346635077e-05,1.3598245784170603e-05,8.90688007721987e-05,9.173747046506685e-07,3.519526841411813e-05,8.012496833775814e-10,4.9718548253775e-05,1.57187094970691e-05,4.378511751980003e-05,3.6059990034998875e-08,4.3336721779930196e-08,7.533963539520216e-05,4.211434829759884e-05,0.00012693761740827772,8.611792029991073e-07,8.79080946303387e-12,4.3547460512771905e-10,1.0721243369825196e-05,8.375842784221642e-09,5.051261931469393e-09,7.92556381263215e-08,2.2015937941052405e-09,2.495057681687091e-07,1.1569452922037238e-09,7.570308866000033e-13,1.5305559757246303e-10,2.0969352620398004e-07,4.3661950462356763e-10,3.0265467816860555e-11,1.8825172156504708e-06,1.8113699325768576e-12,7.891264716809659e-13,1.195341029465283e-10,3.951670464384174e-05,2.0700695055178327e-09,8.239271917407103e-08,1.013480203004844e-09,3.5674221793420505e-10
6.728458936314772e-06,0.48326192730824535,3.76,0.0,0.7286626043477736,0.9931932228007899,0.00772906296962955,8.287005974861304e-05,0.00032223728360225893,0.050428055767997436,0.051112760622622586,6.64978721023817e-11,0.05417474291204239,5.511556831959685e-07,3.1254819905667234e-05,0.0003990067218089029,0.002233527676338334,4.0851336472334714e-05,0.0005244514875678611,0.0029915479161030595,0.06342866383473335,0.0002956901101936748,4.867224274168108e-05,0.00025334628199248925,0.0001768672352865566,5.57758437710854e-05,1.4209969485355252e-05,9.307271309559965e-05,9.371787749205986e-07,3.697305288575057e-05,8.369296757787673e-10,5.178017555964571e-05,1.641481203220085e-05,4.576341996683029e-05,3.7787468197463864e-08,4.527680660858743e-08,7.816909897010243e-05,4.386437051191577e-05,0.00013205964163727558,9.115768339086759e-07,9.274633202077824e-12,4.474000800876515e-10,1.1034698562615698e-05,9.003380275342112e-09,5.294829351622763e-09,8.38276795837458e-08,2.26012472813554e-09,2.618099183643069e-07,1.2327074320689443e-09,7.928969454937087e-13,1.6025126607102592e-10,2.1790874012813764e-07,4.654755305203596e-10,3.2216882184301776e-11,2.0007759762016456e-06,1.9250449525564058e-12,8.244468414034485e-13,1.2801278070774016e-10,4.0310082127944425e-05,2.115853286408557e-09,8.758973148258448e-08,1.076992711305536e-09,3.787607908498738e-10
6.752529951754723e-06,0.4833885286852841,3.76,0.0,0.7270878992808415,0.9930358136443989,0.007921508237256382,8.55345470689628e-05,0.00033049528796697935,0.05057639737791853,0.05128111964574949,6.920600703603623e-11,0.05533984673024612,5.736621061328584e-07,3.2091767905683744e-05,0.00041177829830576617,0.0022724575366834835,4.225070372116652e-05,0.0005359605454633324,0.0030541635897256814,0.06480117546636027,0.00030286791038765893,4.9864016998674734e-05,0.0002596354027726623,0.00018169437273135797,5.71730537309727e-05,1.4847768354344978e-05,9.724733071322366e-05,9.573557024730865e-07,3.884121356263663e-05,8.741084810610926e-10,5.392827058392527e-05,1.7139953261392104e-05,4.782697462737928e-05,3.959624705283172e-08,4.7299307887141864e-08,8.112138346156058e-05,4.569577433532604e-05,0.00013738424048035533,9.653521208144273e-07,9.785695605991168e-12,4.596279084703412e-10,1.1364030502769557e-05,9.682391086436133e-09,5.549506903418105e-09,8.865015239925353e-08,2.320908582509968e-09,2.7488740531336837e-07,1.3142996807637383e-09,8.304287435077348e-13,1.6777637992209405e-10,2.264885043258407e-07,4.964759831835122e-10,3.4309448163415127e-11,2.1264645383743994e-06,2.0458806607212064e-12,8.612671864021031e-13,1.370793689534612e-10,4.111348280722774e-05,2.1627708080238445e-09,9.312082065716911e-08,1.1443852507243854e-09,4.0214707844495734e-10
6.776600967194675e-06,0.48351725952703245,3.76,0.0,0.7254863308262259,0.9928749496922157,0.008118651512783896,8.830571567185509e-05,0.0003389573351021095,0.050723962606739996,0.05144928372054099,7.202647443471401e-11,0.05652676199568218,5.971096986617128e-07,3.2949549612086486e-05,0.0004249734436913724,0.0023117704441691788,4.3695005637496235e-05,0.0005476940234332195,0.0031178786839879077,0.0661996919471934,0.0003102144635250726,5.1080579861349664e-05,0.00026605787530586034,0.00018664579579115963,5.860559945847312e-05,1.5512647806727714e-05,0.0001015992907543279,9.779095038268418e-07,4.0804320422122684e-05,9.128429018992796e-10,5.6166337307939715e-05,1.7895219236499595e-05,4.997917926960612e-05,4.1490052514576995e-08,4.9407432543972135e-08,8.420146824350879e-05,4.76122690049052e-05,0.00014291849404303732,1.022744190536912e-06,1.0325550207446829e-11,4.721641250971195e-10,1.1710147479411846e-05,1.0417376972861452e-08,5.8157598789318944e-09,9.373528123382686e-08,2.3840927209306943e-09,2.8879245183722947e-07,1.4022167572644783e-09,8.697010223800073e-13,1.7564531333507831e-10,2.3545082837203942e-07,5.297972115041752e-10,3.655452038043384e-11,2.2600417290940143e-06,2.1743228669012487e-12,8.996458401790088e-13,1.4677335510887497e-10,4.1926802706970613e-05,2.210870567645721e-09,9.900773108449826e-08,1.215880712509471e-09,4.2698541526809264e-10
6.800671982634626e-06,0.4836481486174063,3.76,0.0,0.7238575273275556,0.9927105623692684,0.008320598433663411,9.118770806391435e-05,0.0003476275250249516,0.050870735957538826,0.05161725391314293,7.496325637741188e-11,0.05773576430666675,6.215324315471845e-07,3.382857932053731e-05,0.0004386064340940137,0.0023514587997280835,4.5185411320009596e-05,0.0005596546884624683,0.003182702271297591,0.06762455049863064,0.00031773310749270815,5.232223532764712e-05,0.0002726156703831519,0.0001917244164491141,6.007434337026832e-05,1.6205643942907153e-05,0.00010613544201719121,9.988440570267863e-07,4.286716752179437e-05,9.53191453615915e-10,5.84980072987646e-05,1.8681727477176243e-05,5.222354753960985e-05,4.34727729966604e-08,5.1604491744084554e-08,8.741450673317711e-05,4.9617719592613635e-05,0.00014866966681307186,1.084009151891459e-06,1.089583878448497e-11,4.85014771459084e-10,1.207400986938376e-05,1.1213246051442422e-08,6.094070306325251e-09,9.909575939288708e-08,2.4498370539159783e-09,3.0358313636640736e-07,1.4969969155008983e-09,9.107916509854029e-13,1.8387300642699247e-10,2.44814674476094e-07,5.6563098188292e-10,3.896443320171366e-11,2.4019934788625517e-06,2.3108441643615008e-12,9.396430298696092e-13,1.5713675122515288e-10,4.2749927088691745e-05,2.2602048542679707e-09,1.0527361926533395e-07,1.2917134260178502e-09,4.533651756632136e-10
6.824742998074577e-06,0.4837812245521565,3.76,0.0,0.7222011190985705,0.992542582097248,0.008527456249104382,9.418480555057043e-05,0.00035650996576905807,0.051016701738514955,0.051785031529883924,7.802042265347385e-11,0.058967126529349156,6.469650760515361e-07,3.472927258791388e-05,0.00045269200885594173,0.002391514515654251,4.672310210596128e-05,0.0005718452422779401,0.0032486429330133345,0.06907608518750487,0.0003254271940715212,5.358927943716679e-05,0.0002793107539092554,0.0001969332010010837,6.158016408037954e-05,1.692782384808137e-05,0.00011086284824077235,1.0201630885152983e-06,4.5034783067446135e-05,9.952143831417883e-10,6.0927043142109095e-05,1.950062718369264e-05,5.456371147560067e-05,4.554846577497909e-08,5.389390278361992e-08,9.076583049451165e-05,5.171615240324303e-05,0.0001546452083348518,1.1494212615742472e-06,1.1498296145891387e-11,4.981858868128554e-10,1.2456633001739757e-05,1.2075349530088137e-08,6.38493736913771e-09,1.0474475656094687e-07,2.51831513624048e-09,3.193216556366519e-07,1.599225727579543e-09,9.537817352639761e-13,1.924749819273129e-10,2.546000088045834e-07,6.041858481170303e-10,4.155258743974933e-11,2.552834279589351e-06,2.455945419872536e-12,9.813209105111127e-13,1.6821424255624152e-10,4.3582730232186646e-05,2.310830092338327e-09,1.1194314286590582e-07,1.372129624444388e-09,4.813810534227965e-10
6.848814013514529e-06,0.48391651570392297,3.76,0.0,0.7205167388536258,0.9923709383004987,0.00873933379041057,9.730143136137236e-05,0.0003656087675695154,0.05116184406888778,0.05195261813146167,8.120212892378767e-11,0.060221118430850096,6.734431892791544e-07,3.565204571708666e-05,0.0004672453830798875,0.002431929010717264,4.830927053083077e-05,0.0005842683139233731,0.0033157087229664815,0.07055462646651414,0.00033330008473946173,5.488199946852803e-05,0.00028614508535178127,0.00020227517031312352,6.312395625089953e-05,1.7680285837801613e-05,0.00011578879113656812,1.041870159422492e-06,4.731243983699475e-05,1.038973685418663e-09,6.345734187004077e-05,2.0353099388217416e-05,5.700342396231499e-05,4.772136353419271e-08,5.627919090149996e-08,9.426095328667302e-05,5.391176046283539e-05,0.00016085275357162132,1.219274164403757e-06,1.2134755025195795e-11,5.116834991020281e-10,1.2859090162403592e-05,1.300952167872235e-08,6.688877823398315e-09,1.1069592579198733e-07,2.5897153540576623e-09,3.3607460360201653e-07,1.7095401771504598e-09,9.987557315933279e-13,2.014673621084975e-10,2.648278554557277e-07,6.456886401308198e-10,4.4333544625955623e-11,2.71310870618779e-06,2.610157334299654e-12,1.0247435978145553e-12,1.8005334307885305e-10,4.442507522879686e-05,2.3628072147453513e-09,1.190425549715977e-07,1.4573879194496158e-09,5.111333479270892e-10
6.87288502895448e-06,0.48405405018615943,3.76,0.0,0.718804022157252,0.9921955594135855,0.008956341437007109,0.00010054215373964732,0.00037492803664867087,0.051306146885410873,0.0521200155476665,8.451261339702467e-11,0.06149800629823923,7.010030961136358e-07,3.6597315206406293e-05,0.0004822822603018296,0.0024726932060790694,4.994511921034377e-05,0.0005969264519813643,0.0033839071296660277,0.07206050069580648,0.0003413551461452932,5.6200673105143784e-05,0.000293120616155897,0.0002077534000324798,6.470663039757388e-05,1.8464159643405003e-05,0.00012092077315216021,1.0639686512832993e-06,4.970566595948618e-05,1.0845331169017264e-09,6.609293837337852e-05,2.1240357038954764e-05,5.9546561113695264e-05,4.999588109752592e-08,5.876399099208e-08,9.7905575042179e-05,5.620890908872251e-05,0.00016730012293488517,1.2938822114098472e-06,1.2807151576025037e-11,5.255136146374028e-10,1.3282515742607e-05,1.4022123291901494e-08,7.0064264114718505e-09,1.1696340967952612e-07,2.6642422075794346e-09,3.5391326723413967e-07,1.8286330832923736e-09,1.0458015617597506e-12,2.1086688565138855e-10,2.755203531804158e-07,6.903860803586625e-10,4.732312942514797e-11,2.8833930026022286e-06,2.774042075180034e-12,1.0699771989428259e-12,1.9270455910295123e-10,4.527681378671775e-05,2.4162020669812423e-09,1.2659980374714207e-07,1.547759784636927e-09,5.427282711727507e-10
6.8969560443944315e-06,0.484193855815355,3.76,0.0,0.7170626078929313,0.9920163728905377,0.0091785910779605,0.00010391168898705824,0.00038447186858897066,0.051449593949528465,0.05228722589264354,8.795619361857032e-11,0.06279805254334471,7.296818674962717e-07,3.756549716299064e-05,0.000497818845272344,0.0025137975220642897,5.163185964373063e-05,0.0006098221164375645,0.003453245037198405,0.07359402964565184,0.00034959574523871694,5.7545567569558354e-05,0.00030023928812732587,0.00021337102074911246,6.632911264708034e-05,1.9280606531210448e-05,0.00012626651993579585,1.086461751181129e-06,5.222025604897544e-05,1.131958206005368e-09,6.883800878812963e-05,2.2163645010908682e-05,6.219712457115077e-05,5.237662233745651e-08,6.135204920692278e-08,0.00010170558575851392,5.861214153210752e-05,0.00017399532195865958,1.373581859660741e-06,1.3517530941770542e-11,5.396822071875499e-10,1.3728108535249401e-05,1.5120088923758026e-08,7.338136271373948e-09,1.2356184562183214e-07,2.7421176962125907e-09,3.729139399501489e-07,1.9572578789483035e-09,1.0950107284423824e-12,2.2069092419866475e-10,2.8670081495813665e-07,7.385465376731491e-10,5.053854082649943e-11,3.0642967330915816e-06,2.948194982928439e-12,1.1170898413843759e-12,2.0622156001994204e-10,4.6137786049424114e-05,2.4710858447560975e-09,1.34644637739407e-07,1.6435300451311446e-09,5.762782687256215e-10
6.921027059834383e-06,0.48433596007188234,3.76,0.0,0.7152921387513421,0.9918333052158754,0.009406196068773307,0.00010741490445333368,0.0003942443412799414,0.05159216885520008,0.05245425158069662,9.153726347119981e-11,0.064121515293326,7.595172947986431e-07,3.855700667877407e-05,0.0005138718568291183,0.002555231875836394,5.337071093685715e-05,0.0006229576701828613,0.003523728684824618,0.07515552998005087,0.00035802524404201396,5.891693872642628e-05,0.00030750303178648017,0.00021913121810450436,6.799234444219983e-05,2.0130819349337596e-05,0.0001318339824694416,1.1093524363062727e-06,5.486228269419565e-05,1.181316260203887e-09,7.169687384499791e-05,2.312424003680644e-05,6.495924370405516e-05,5.4868387265505686e-08,6.404722443497414e-08,0.00010566706928633835,6.11261846841371e-05,0.00018094654059492326,1.4587331581779937e-06,1.4268052834554636e-11,5.541952070627387e-10,1.4197135183966973e-05,1.6310978206346073e-08,7.684579340524068e-09,1.3050637008979027e-07,2.823582813212163e-09,3.9315825349713266e-07,2.0962337695476335e-09,1.1464784339081066e-12,2.3095749884107147e-10,2.983937905511839e-07,7.904619297662838e-10,5.39984728163669e-11,3.2564644997910256e-06,3.1332463525793306e-12,1.1661516996980769e-12,2.2066135771407172e-10,4.7007820428322785e-05,2.52753556753217e-09,1.432087170863659e-07,1.7449973721860197e-09,6.119023458719994e-10
6.945098075274334e-06,0.48448039005930177,3.76,0.0,0.7134922617382696,0.991646281917528,0.00963927118323191,0.00011105682146085485,0.0004042495074282217,0.05173385503741926,0.05262109534263583,9.526028829418258e-11,0.06546864796697781,7.905478600465255e-07,3.95722571683354e-05,0.0005304585408415274,0.0025969856800318065,5.516289844406592e-05,0.000636335370149371,0.0035953636252794895,0.07674531272117117,0.00036664699405019506,6.0315030154345134e-05,0.00031491376469679986,0.00022503723284439552,6.969728219097792e-05,2.1016022495805186e-05,0.00013763133883606656,1.132643457930607e-06,5.763810830361162e-05,1.2326763693638713e-09,7.467400217016973e-05,2.412345055150824e-05,6.783717769822915e-05,5.747617929875449e-08,6.685348964476934e-08,0.0001097963069963459,6.375595483540154e-05,0.00018816215210600617,1.549721324420247e-06,1.5060997832520207e-11,5.690584889379166e-10,1.4690933789589704e-05,1.7603031584336894e-08,8.046346752599e-09,1.378126218054069e-07,2.9088991568748473e-09,4.1473352913207647e-07,2.2464512978932167e-09,1.2003037000635053e-12,2.4168529645004513e-10,3.1062513216288485e-07,8.464497855651693e-10,5.772324529007357e-11,3.4605777273931996e-06,3.3298632928721176e-12,1.2172350194913157e-12,2.3608449329782447e-10,4.788673345073761e-05,2.585634590520343e-09,1.5232573089807416e-07,1.8524747829697243e-09,6.497264128424207e-10
6.9691690907142855e-06,0.4846271724621856,3.76,0.0,0.7116626287023136,0.9914552275817591,0.009877932560092428,0.00011484261815306656,0.0004144913866211377,0.0518746357814511,0.05278776024266624,9.91297998980995e-11,0.06683969883680652,8.228127017509425e-07,4.0611659667728545e-05,0.0005475966832055978,0.0026390478424019293,5.70096523279977e-05,0.0006499573580770967,0.003668154681787521,0.0783636826946015,0.0003754643302472643,6.17400721869969e-05,0.00032247338977078557,0.00023109236081201472,7.144489685615377e-05,2.1937471801236727e-05,0.0001436669955855392,1.156337324807561e-06,6.0554397302948946e-05,1.2861094050797654e-09,7.777401352452544e-05,2.5162616443073074e-05,7.083531751721252e-05,6.020521269942831e-08,6.977493307228259e-08,0.00011409978130557293,6.650656347724542e-05,0.00019565071152977709,1.6469584157807733e-06,1.5898773835261877e-11,5.842778587798016e-10,1.521091767816635e-05,1.900523081664392e-08,8.424049226099657e-09,1.4549674373956296e-07,2.99835066557597e-09,4.3773314890499925e-07,2.4088783416978346e-09,1.256589487752042e-12,2.528936855064022e-10,3.2342206332136826e-07,9.068554797543228e-10,6.173494599815777e-11,3.677356515394789e-06,3.5387516641891406e-12,1.270414138664931e-12,2.525552332075658e-10,4.877432962422484e-05,2.645473157683269e-09,1.6203152106405407e-07,1.9662901437249763e-09,6.898836482321844e-10
6.993240106154237e-06,0.4847763335024139,3.76,0.0,0.709802896882413,0.9912600658702144,0.010122297644397094,0.00011877763225499645,0.000424973956935003,0.05201449423281191,0.052954249695812604,1.0315039219504483e-10,0.06823491057699678,8.563515760918905e-07,4.167562209370672e-05,0.000565304622865282,0.0026814067665112953,5.891220603707187e-05,0.0006638256509105262,0.0037421059038210453,0.0800109379555139,0.00038448056472558295,6.319228092426413e-05,0.000330183793557662,0.00023729995287831513,7.323617348099885e-05,2.2896454319122554e-05,0.00014994958866204402,1.1804362859984348e-06,6.361812867978467e-05,1.341688015750254e-09,8.100168196737677e-05,2.6243108703373017e-05,7.395818772019498e-05,6.306092018221019e-08,7.281575924084385e-08,0.00011858417904275079,6.938332313172688e-05,0.0002034209536934121,1.7508851005263454e-06,1.6783922387385404e-11,5.998590409176175e-10,1.5758579334259067e-05,2.0527364616003185e-08,8.818317443054162e-09,1.5357538383462644e-07,3.092245484479859e-09,4.6225694782320856e-07,2.5845665713501843e-09,1.315442818759802e-12,2.6460273150116123e-10,3.368132511067481e-07,9.72054652068726e-10,6.605758436215807e-11,3.907561557974839e-06,3.760658096548858e-12,1.3257655057850212e-12,2.7014177248685873e-10,4.967040131820737e-05,2.7071489983695797e-09,1.7236421273372053e-07,2.08678667394164e-09,7.325148677132913e-10
7.017311121594188e-06,0.4849278988939699,3.76,0.0,0.7079127294751673,0.9910607195392085,0.010372485123215619,0.00012286736373358476,0.0004357011460799513,0.05215341340801322,0.05312056748587192,1.0732671454245735e-10,0.06965451979743394,8.912048131944793e-07,4.276454846282849e-05,0.000583601264834098,0.002724050353538863,6.0871794700585815e-05,0.0006779421308262851,0.003817220521633169,0.0816873691958861,0.0003936989798958143,6.467185721413831e-05,0.0003380468445169388,0.00024366341480561697,7.507211064738858e-05,2.3894288016333407e-05,0.00015648798385432396,1.204942313130173e-06,6.683660886791791e-05,1.399486616932962e-09,8.436193892992654e-05,2.7366328970866236e-05,7.721044811960051e-05,6.604896068289207e-08,7.598028979645137e-08,0.00012325639463119992,7.23917531958229e-05,0.00021148179075122445,1.8619725326891414e-06,1.771912582648292e-11,6.158076639504544e-10,1.6335494502942062e-05,2.2180099822586083e-08,9.22980241626428e-09,1.6206569435420042e-07,3.190917972033287e-09,4.884116276653921e-07,2.774658396994597e-09,1.3769748989002169e-12,2.7683321195725915e-10,3.50828881840189e-07,1.0424558247641229e-09,7.07172580440468e-11,4.151996131279444e-06,3.996372088639802e-12,1.383367694799217e-12,2.889164482501618e-10,5.057472866393976e-05,2.7707679703558384e-09,1.8336435171630546e-07,2.214323450526289e-09,7.77768908464383e-10
7.04138213703414e-06,0.4850818937962443,3.76,0.0,0.7059917962218762,0.9908571104613777,0.010628614855606091,0.00012711747734498022,0.00044667682207408856,0.05229137620609231,0.05328671778388344,1.1166346460154419e-10,0.07109875656398906,9.274132682393167e-07,4.387883807000741e-05,0.0006025060931895206,0.0027669660052282515,6.2889653441631e-05,0.0006923085348937198,0.0038935008996028794,0.08339325913299085,0.0004031228212762179,6.617898560637389e-05,0.00034606439128241726,0.00025018620704093616,7.695371986180723e-05,2.493232135641398e-05,0.0001632912767284345,1.22985708210128e-06,7.02174849625327e-05,1.4595813766617118e-09,8.78598761827903e-05,2.8533708957902702e-05,8.059689526043311e-05,6.917522728124145e-08,7.92729641391758e-08,0.00012812353306671388,7.553758578433488e-05,0.00021984230922167156,1.9807243355381355e-06,1.8707214726217787e-11,6.321292454138508e-10,1.6943326463724496e-05,2.397505853506976e-08,9.659175843423184e-09,1.7098532976216876e-07,3.294730854401929e-09,5.163111932103146e-07,2.980394435176802e-09,1.4413012386288649e-12,2.8960663073898003e-10,3.6550074035531377e-07,1.1185032324651148e-09,7.574233320903487e-11,4.4115081476271415e-06,4.2467281886891095e-12,1.443301416037059e-12,3.089559596929876e-10,5.148707947384919e-05,2.8364447522173015e-09,1.950750490478052e-07,2.349275910624871e-09,8.258030346551397e-10
7.065453152474091e-06,0.4852383427658709,3.76,0.0,0.7040397740151726,0.9906491596498213,0.010890807796592038,0.00013153380505537558,0.0004579047834411862,0.052428365420950175,0.05345270516710311,1.1616538237471239e-10,0.07256784390532076,9.650182671548062e-07,4.5018884626187544e-05,0.0006220391840106404,0.002810140628030772,6.496701560831983e-05,0.0007069264443714293,0.003970948488435843,0.0851288818794192,0.00041275528985088597,6.771383327901288e-05,0.00035423826092147485,0.00025687184443515606,7.888202486501042e-05,2.6011932768018812e-05,0.00017036879200122646,1.2551819542510523e-06,7.376875825511655e-05,1.522050195477333e-09,9.150074868101202e-05,2.9746709754770455e-05,8.412246370257736e-05,7.244585526970064e-08,8.269833983344093e-08,0.00013319291266680744,7.882677155467813e-05,0.0002285117664985311,2.107678698325637e-06,1.975117501843942e-11,6.488291766915714e-10,1.758383047928911e-05,2.5924901649763156e-08,1.0107130446395203e-08,1.8035244303418796e-07,3.4040775361126336e-09,5.460774116278415e-07,3.2031215259947116e-09,1.50854177545024e-12,3.0294523154198173e-10,3.808622929723508e-07,1.200679879337391e-09,8.116363947711621e-11,4.68699227580764e-06,4.51260825771271e-12,1.5056495234785148e-12,3.303415995632189e-10,5.24072091812772e-05,2.9043035880252705e-09,2.0754213296846586e-07,2.4920363505393e-09,8.767833494854582e-10
7.089524167914042e-06,0.4853972697071172,3.76,0.0,0.702056347525044,0.9904367872848677,0.01115918591495803,0.00013612234832134656,0.000469388748927846,0.05256436375451668,0.05361853463846576,1.2083724159808242e-10,0.07406199730651004,1.0040615466429144e-06,4.618507535499887e-05,0.0006422212182273558,0.002853560638482551,6.7105110924185e-05,0.0007217972736449491,0.004049563776272789,0.0868945022949895,0.00042259953398695666,6.927654893911247e-05,0.0003625702571947976,0.00026372389588409737,8.085806086097483e-05,2.713452999064969e-05,0.00017773008231145046,1.2809179570047518e-06,7.749879807455819e-05,1.5869726807014195e-09,9.528997726902894e-05,3.100682100254604e-05,8.779222708632058e-05,7.586723035802356e-08,8.626109277946625e-08,0.00013847206756659557,8.226548549528866e-05,0.00023749958681128125,2.243410591009718e-06,2.085415601329935e-11,6.659127069975581e-10,1.8258858421454495e-05,2.804341928511025e-08,1.0574380293810427e-08,1.9018568030478475e-07,3.5193845753825807e-09,5.778402957451941e-07,3.4443013322266984e-09,1.5788209971437697e-12,3.1687201064887844e-10,3.9694877429306177e-07,1.2895108392205298e-09,8.701468061130217e-11,4.979392126240438e-06,4.794943815369936e-12,1.5704970173778105e-12,3.531594906067935e-10,5.3334860801604775e-05,2.974479087407024e-09,2.2081430854465422e-07,2.64301441849632e-09,9.308852185404786e-10
7.113595183353994e-06,0.48555869782085204,3.76,0.0,0.7000412098439529,0.9902199127435913,0.011433872104674024,0.00014088928021504268,0.00048113234673776155,0.05269935383076105,0.05378421164651459,1.2568384004117715e-10,0.07558142418991552,1.044585188292823e-06,4.737779004843866e-05,0.0006630734943470533,0.002897211969853979,6.930516355901976e-05,0.0007369222588130453,0.004129346238766896,0.08869037532098537,0.00043265864090177614,7.086726169923006e-05,0.00037106215882207454,0.00027074598388744127,8.288287366058317e-05,2.830154928965826e-05,0.00018538492634415405,1.3070657640169327e-06,8.14163559180238e-05,1.654430114551099e-09,9.923315122704352e-05,3.23155599266722e-05,9.16113989604558e-05,7.944599700259533e-08,8.996601712497648e-08,0.00014396874993548005,8.586013265784201e-05,0.0002468153566099243,2.388534101622045e-06,2.201947892182301e-11,6.833849257680202e-10,1.89703635761932e-05,3.0345628596112976e-08,1.106166110501091e-08,2.005041737531313e-07,3.6411143327711888e-09,6.117386118548824e-07,3.7055195524930948e-09,1.6522680603430392e-12,3.314107287017436e-10,4.1379727793111667e-07,1.3855668150279632e-09,9.333186204112386e-11,5.289702499275201e-06,5.094718468264794e-12,1.6379310420350127e-12,3.7750083581299223e-10,5.4269764915699735e-05,3.0471170840526373e-09,2.3494332515623152e-07,2.8026375994836447e-09,9.882937148039526e-10
7.137666198793945e-06,0.485722649552132,3.76,0.0,0.6979940631506858,0.9899984546322199,0.01171499008976733,0.00014584094737899174,0.0004931391032823144,0.05283331821056364,0.05394974210577358,1.307099917222978e-10,0.07712632338370408,1.0866315465425466e-06,4.859740008181285e-05,0.0006846179410224588,0.002941080080106516,7.156839012183195e-05,0.000752302445932005,0.004210294288201275,0.09051674529725934,0.0004429356276724658,7.248607993144118e-05,0.0003797157177595001,0.0002779417840213632,8.495751873541813e-05,2.9514454532337694e-05,0.00019334332626289144,1.3336256748423393e-06,8.553057985227437e-05,1.7245054158472997e-09,0.0001033360306392812,3.3674470223062124e-05,9.558533335143452e-05,8.318906684758669e-08,9.38180248965489e-08,0.0001496909318877756,8.961735381194145e-05,0.00025646881934978934,2.5437049009052663e-06,2.3250644822005694e-11,7.012507453161416e-10,1.972040562892328e-05,3.284787951157095e-08,1.1569730533280011e-08,2.1132753263217883e-07,3.769767801787061e-09,6.479204126779651e-07,3.988495781040049e-09,1.7290169093884297e-12,3.4658592124111555e-10,4.3144685128853217e-07,1.4894679743895428e-09,1.001547363707361e-10,5.618971694442697e-06,5.41297042012959e-12,1.708040878861665e-12,4.0346217004527906e-10,5.5211639676598404e-05,3.122375555814235e-09,2.499841520564401e-07,2.9713516896273104e-09,1.0492040721171793e-09
7.161737214233896e-06,0.48588914653644594,3.76,0.0,0.6959146193924655,0.9897723308215701,0.012002664322470243,0.00015098387179472022,0.0005054124314485375,0.05296623940746373,0.05411513241753396,1.359205162452443e-10,0.07869688457858462,1.1302431702589101e-06,4.984426738836143e-05,0.0007068771294220666,0.0029851499611883527,7.389599757799028e-05,0.0007679386789293354,0.00429240522172714,0.09237384526283446,0.0004534334317818169,7.413309010088654e-05,0.0003885326574952452,0.0002853150243206342,8.708306017706338e-05,3.077473611684796e-05,0.0002016155044032325,1.3605975941623691e-06,8.985102916305582e-05,1.797283094873763e-09,0.00010760454856366352,3.508512078845066e-05,9.971952505117247e-05,8.710362726330113e-08,9.782214533093335e-08,0.00015564680705942445,9.354403099940185e-05,0.00026646986965220276,2.7096228387815043e-06,2.4551343534147924e-11,7.195148829354189e-10,2.051115583063362e-05,3.556796895628736e-08,1.2099368426229938e-08,2.226758323486673e-07,3.905887629989159e-09,6.865435960362777e-07,4.29509404700925e-09,1.809206395761096e-12,3.6242290804049424e-10,4.4993859448427536e-07,1.6018880791621598e-09,1.0752626807208382e-10,5.968303877915003e-06,5.750795062888829e-12,1.780917933733777e-12,4.311456303993005e-10,5.616019084030778e-05,3.200425609583625e-09,2.6599516219520155e-07,3.149621257130856e-09,1.1138221450914141e-09
