Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34)
7.185808229673848e-06,0.48605820954467205,3.76,0.0,0.693802600984779,0.9895414584856459,0.012297019874481813,0.00015632475234884544,0.0005179556183876559,0.05309809990429512,0.054280389491022075,1.413202261362047e-10,0.08029328777334331,1.1754627177197832e-06,5.111874339420236e-05,0.0007298742853622538,0.0030294061496965157,7.628918109305914e-05,0.0007838315872007832,0.004375675168812978,0.09426189624073181,0.00046415490119583095,7.580835558107537e-05,0.0003975146713693457,0.0002928694845658422,8.926056955729367e-05,3.208390974568178e-05,0.00021021189918019135,1.3879810105985194e-06,9.43876892269682e-05,1.872849200915898e-09,0.00011204481298148821,3.654910428668805e-05,0.00010401960960027555,9.119714996545299e-08,1.0198352388455885e-07,0.00016184479182201265,9.764729296370307e-05,0.00027682854681740143,2.8870346771173665e-06,2.5925463292215432e-11,7.381818411118293e-10,2.1344902344671572e-05,3.852526414994592e-08,1.265137706112794e-08,2.3456960150457167e-07,4.050061339000224e-09,7.277764897162305e-07,4.627334065983683e-09,1.892980390235585e-12,3.78947801085839e-10,4.693157635359249e-07,1.723558927035659e-09,1.1549311861357426e-10,6.338861504914486e-06,6.109347647128913e-12,1.856655718209626e-12,4.606592197865067e-10,5.7115111821575536e-05,3.2814525341334124e-09,2.8303832447703734e-07,3.337930087138917e-09,1.1823648884847593e-09
7.209879245113799e-06,0.4862298584268049,3.76,0.0,0.691657741528272,0.9893057541435455,0.012598182321194574,0.0001618704661797723,0.0005307718128298394,0.05322888217071975,0.05444552076491049,1.4691391700267233e-10,0.08191570270985814,1.222332864797693e-06,5.242116791446088e-05,0.0007536333011578185,0.003073832738928615,7.874912180626122e-05,0.0007999815729072183,0.004460099038005548,0.09618110650785833,0.00047510278396986616,7.751191545341591e-05,0.0004066634209247375,0.00030060899547129075,9.149112468447033e-05,3.344351503537122e-05,0.00021914316016152975,1.4157749751534572e-06,9.915098657674098e-05,1.9512912622171145e-09,0.00011666310850478382,3.806803554269857e-05,0.00010849136294264847,9.547739969735806e-08,1.0630742089828113e-07,0.00016829352610442621,0.00010193452042858733,0.00028755502766675647,3.076736963109848e-06,2.7377099584810582e-11,7.572558878987152e-10,2.2224055773192785e-05,4.174083560381886e-08,1.322658135283407e-08,2.4702980681405975e-07,4.20292475166415e-09,7.71798462921828e-07,4.987403236213743e-09,1.9804878929908614e-12,3.9618751087977066e-10,4.896238778883814e-07,1.8552751239945222e-09,1.241059533217126e-10,6.73186779313479e-06,6.489846029966371e-12,1.935349824953681e-12,4.92117100797566e-10,5.807608377542179e-05,3.3656569240716994e-09,3.0117940460072885e-07,3.536781607746809e-09,1.255060846605467e-09
7.2339502605537504e-06,0.48640411205452005,3.76,0.0,0.6894797865419546,0.9890651337048144,0.012906277618751351,0.00016762806978761892,0.0005438640119332175,0.053358568681666045,0.05461053422912978,1.5270635482031006e-10,0.08356428829835055,1.270896206160989e-06,5.3751868011703104e-05,0.0007781787471452569,0.003118413392342611,8.127698453696794e-05,0.0008163887979905474,0.004545670463114809,0.09813167085089863,0.0004862797173823313,7.924378329369797e-05,0.000415980534296436,0.00030853743776903907,9.377580825147774e-05,3.4855113954167904e-05,0.0002284201422584375,1.4439780793246144e-06,0.00010415180412711095,2.0326982179674123e-09,0.00012146589781810165,3.964354975589713e-05,0.00011314070072669353,9.995244295490029e-08,1.1079920989549534e-07,0.00017500187379168144,0.00010641335119814722,0.00029865961869221205,3.2795790474291986e-06,2.8910564814308098e-11,7.767410372536035e-10,2.315115486134726e-05,4.523760046568688e-08,1.3825829031907019e-08,2.6007783581465794e-07,4.365165634267204e-09,8.18800564615223e-07,5.37766941125856e-09,2.0718831440911484e-12,4.141697509853914e-10,5.109108323749884e-07,1.9978992068510296e-09,1.3341977131616895e-10,7.148609242666804e-06,6.893573497733405e-12,2.017097896337069e-12,5.256398633552863e-10,5.904277570516463e-05,3.4532558780023935e-09,3.204881745993071e-07,3.746699293799884e-09,1.3321506442475166e-09
7.258021275993702e-06,0.48658098826265334,3.76,0.0,0.6872684942118631,0.9888195125183881,0.013221431973813317,0.00017360479988952782,0.0005572350476777237,0.053487141936676724,0.05477543844693273,1.587022599346798e-10,0.08523919203371846,1.3211951493290361e-06,5.5111156818057354e-05,0.0008035358828306358,0.00316313135843781,8.387391542809283e-05,0.0008330531709305848,0.004632381748946585,0.10011376980927142,0.0004976882165970228,8.100394594851212e-05,0.0004254676046461008,0.00031665874118445587,9.611570637061e-05,3.6320289079520966e-05,0.00023805389898486136,1.4725884329370076e-06,0.00010940149652457218,2.1171603418209256e-09,0.00012645982283063866,4.1277300524979235e-05,0.00011797367722760887,1.0463065673206537e-07,1.1546437549112305e-07,0.00018197892266974593,0.00011109168504910879,0.0003101527474918312,3.4964662510203406e-06,3.0530399145251547e-11,7.96641027295202e-10,2.412887237625936e-05,4.904047689223511e-08,1.4449990790351673e-08,2.7373547729694404e-07,4.537527561296241e-09,8.689861889295232e-07,5.80069447977546e-09,2.1673257236296135e-12,4.3292304072155046e-10,5.332270136867955e-07,2.152367135432149e-09,1.4349425989720334e-10,7.590438197071392e-06,7.321881660255964e-12,2.1019995855001304e-12,5.61354851836781e-10,6.001484459760858e-05,3.5444842738978644e-09,3.4103863116621783e-07,3.968227045054069e-09,1.4138874918908749e-09
7.282092291433653e-06,0.48676050378967317,3.76,0.0,0.6850236361541954,0.9885688054252616,0.0135437717059382,0.00017980807400208394,0.0005708875728170728,0.05361458448016658,0.05494024257715695,1.6490629492538737e-10,0.0869405494038813,1.3732718014419049e-06,5.6499332322682836e-05,0.0008297306676114889,0.0032079694870647745,8.654103953073908e-05,0.0008499743332678417,0.004720223816718865,0.10212756890632955,0.0005093306628574687,8.279236230485143e-05,0.0004351261886494415,0.0003249768832985786,9.851190699093405e-05,3.784064166733961e-05,0.00024805567473676934,1.5016036417486904e-06,0.00011491190558015489,2.2047691566567804e-09,0.00013165170551376635,4.297095767618559e-05,0.00012299648386466792,1.0952073726280251e-07,1.2030851088747844e-07,0.0001892339838845626,0.0001159776883843851,0.00032204495347151497,3.7283631841816848e-06,3.2241380229449897e-11,8.169592984833077e-10,2.5160021156754344e-05,5.317655015648162e-08,1.509996039238285e-08,2.8802489938356436e-07,4.720814009638497e-09,9.225717677103236e-07,6.259248781763812e-09,2.2669806464762616e-12,4.5247670569118615e-10,5.566254214145572e-07,2.3196941742640954e-09,1.5439417479766186e-10,8.058775439709992e-06,7.776193412835922e-12,2.190156510425174e-12,5.993964165403095e-10,6.099193558600072e-05,3.6395961245653804e-09,3.6290922281615436e-07,4.201929535361631e-09,1.5005377010718726e-09
7.3061633068736045e-06,0.48694267421725007,3.76,0.0,0.682744998191838,0.9883129268150309,0.013873423102486734,0.00018624549073217736,0.0005848240464052166,0.05374087892258828,0.055104956396626534,1.713230500018072e-10,0.08866848329115805,1.427167848632841e-06,5.7916676126531505e-05,0.000856789771019754,0.0032529102471659183,8.927945833493913e-05,0.0008671516459203398,0.004809186149309571,0.10417321787010562,0.0005212092912191395,8.460896205640682e-05,0.0004449578050441016,0.000333495888292482,0.00010096549819369991,3.941778952525531e-05,0.00025843689604293285,1.5310207848896762e-06,0.00012069537574008164,2.2956173402774204e-09,0.0001370485483982782,4.472620488739694e-05,0.00012821544728680852,1.146317087326551e-07,1.253373149335188e-07,0.0001967765908829937,0.00012107979861536372,0.00033434687779431983,3.976297221204007e-06,3.404853350530798e-11,8.376989723769679e-10,2.6247560328585845e-05,5.767525122510792e-08,1.5776654747491682e-08,3.0296862519571454e-07,4.915892688427819e-09,9.79787490098358e-07,6.756326388646285e-09,2.3710184572166828e-12,4.728608759373089e-10,5.811617937149547e-07,2.5009811837314246e-09,1.6618974773859653e-10,8.555112818300219e-06,8.258005961289639e-12,2.2816722000770538e-12,6.399063033747642e-10,6.197368214128683e-05,3.738866015915218e-09,3.861830858867709e-07,4.448392529213949e-09,1.5923811964171602e-09
7.330234322313556e-06,0.4871275139090171,3.76,0.0,0.6804323811430653,0.988051790686436,0.014210512265996624,0.00019292482975730336,0.0005990467189167266,0.05386600796249996,0.05526959032262671,1.7795702337440388e-10,0.09042310336779084,1.4829244279226836e-06,5.936345216665193e-05,0.0008847405824303319,0.0032979357459423752,9.209024725181003e-05,0.000884584175325787,0.004899256736496809,0.10625084984503097,0.0005333261778281272,8.64536444703354e-05,0.00045496393324580406,0.00034221982556879106,0.00010347756636157793,4.1053364682401256e-05,0.0002692091617394181,1.560836392199186e-06,0.00012676476954465017,2.389798621558478e-09,0.00014265753470497043,4.654473710074783e-05,0.00013363702699939654,1.1997293193116981e-07,1.305565887245032e-07,0.0002046164978030446,0.00012640672823880137,0.000347069252560313,4.241362133456587e-06,3.595714418553112e-11,8.588628283085923e-10,2.7394601678619026e-05,6.256854856645527e-08,1.6481013942982296e-08,3.1858950605340787e-07,5.123700109882063e-09,1.0408780489044925e-06,7.295161272109544e-09,2.479615311382422e-12,4.941064816407112e-10,6.06894737637969e-07,2.6974213406699375e-09,1.7895712274652794e-10,9.081015890386866e-06,8.768893904654257e-12,2.3766520315328325e-12,6.830338327497141e-10,6.295970629212151e-05,3.842590630514339e-09,4.10948289339477e-07,4.708223161666708e-09,1.689712033843382e-09
7.354305337753507e-06,0.48731503594864095,3.76,0.0,0.6780856016210777,0.9877853107120466,0.01455516495398656,0.00019985405147600953,0.0006135576169838367,0.05398995440952461,0.05543415543537947,1.8481260658039293e-10,0.09220450548682091,1.540581991589986e-06,6.083990541260057e-05,0.0009136112201774566,0.003343027749436062,9.497445305294132e-05,0.0009022706794437418,0.004990422020364673,0.10836058059618563,0.0005456832267578571,8.832627715855063e-05,0.000465146012040639,0.00035115280824539496,0.00010604919421761684,4.2749010848588575e-05,0.00028038423202092624,1.5910464215308023e-06,0.00013313348302102762,2.487407666745313e-09,0.00014848602808154707,4.84282577168526e-05,0.00013926781250467053,1.2555411281377224e-07,1.3597223171818016e-07,0.00021276367728051055,0.00013196746857264112,0.0003602228892016405,4.52472188334802e-06,3.797276784398417e-11,8.804532795958865e-10,2.8604416180021414e-05,6.789115397400059e-08,1.721400123308444e-08,3.349106921650153e-07,5.345246405436996e-09,1.1061034133490245e-06,7.879244383594142e-09,2.5929530466137394e-12,5.16245246087588e-10,6.338858641359928e-07,2.9103073081578165e-09,1.9277882269967774e-10,9.6381265806108e-06,9.310512369261789e-12,2.475203158834058e-12,7.289364432241901e-10,6.394961887399787e-05,3.9510903586330185e-09,4.372980882639517e-07,4.982050177689607e-09,1.792838926482695e-09
7.3783763531934586e-06,0.4875052520773251,3.76,0.0,0.6757044928429132,0.9875134003072156,0.014907506411177652,0.00020704129630896972,0.0006283585277761361,0.054112701208187314,0.05559866350044125,1.9189406834484652e-10,0.094012771069619,1.6001801640082249e-06,6.234626053784892e-05,0.0009434305400187382,0.0033881677045090783,9.793309127331979e-05,0.0009202095936559437,0.005082666841062229,0.11050250770776995,0.0005582821564185157,9.022669485785062e-05,0.00047550543836143557,0.0003602989915163627,0.0001086814587302356,4.4506380656222963e-05,0.00029197401632343,1.6216462361025633e-06,0.0001398154609507802,2.5885399556838647e-09,0.00015454157191830239,5.037847556422963e-05,0.00014511451992812871,1.3138531093927218e-07,1.415902373436367e-07,0.00022122831763913918,0.0001377712931135594,0.0003738186660794389,4.827614581061764e-06,4.0101241119660686e-11,9.024723509962031e-10,2.9880440659006523e-05,7.36807432118834e-08,1.797660298160922e-08,3.519556007718028e-07,5.581620390252409e-09,1.1757396275392947e-06,8.512341662662067e-09,2.711219253816639e-12,5.393096756132237e-10,6.621999277564341e-07,3.1410388738786117e-09,2.0774424756890673e-10,1.0228165841282297e-05,9.88460018710713e-12,2.5774344328542402e-12,7.7777962713786e-10,6.494301980777199e-05,4.0647109986570566e-09,4.653311859308179e-07,5.270524126892839e-09,1.9020857621847657e-09
7.40244736863341e-06,0.4876981726308761,3.76,0.0,0.6732889054461346,0.9872359727034279,0.015267661194146716,0.00021449488363100742,0.0006434509830527184,0.0542342314626113,0.055763126990937516,1.9920553116600743e-10,0.09584796649147112,1.6617575909842218e-06,6.38827205694096e-05,0.0009742281428844261,0.003433336762195359,0.00010096714358458045,0.0009383990166064517,0.005175974383114295,0.1126767097776212,0.0005711244855572787,9.215469822346475e-05,0.0004860435661561658,0.0003696625708750046,0.00011137542888052938,4.6327132678830906e-05,0.00030399055999424517,1.6526305819750568e-06,0.00014682521194799844,2.6932916475757102e-09,0.00016083188821459633,5.239710163808132e-05,0.00015118398810300392,1.374769477464952e-07,1.474166880800056e-07,0.00023002081943152523,0.00014382776047760753,0.00038786751527134677,5.151356605367699e-06,4.234869470765733e-11,9.24921654328129e-10,3.122628459206624e-05,7.997819230802472e-08,1.876982855510431e-08,3.697478817242409e-07,5.833994877740735e-09,1.250079633842555e-06,9.198512988119794e-09,2.834607331173514e-12,5.633330463941628e-10,6.919049709988812e-07,3.3911310758074585e-09,2.2395020580450247e-10,1.085293630416284e-05,1.0492983110286697e-11,2.6834563106866515e-12,8.297379265669591e-10,6.593949840775763e-05,4.183825548338369e-09,4.951520041712033e-07,5.574317509305875e-09,2.017792116523917e-09
7.426518384073361e-06,0.4878938064764824,3.76,0.0,0.6708387083115616,0.9869529410261613,0.0156357529884545,0.00022222331031430197,0.0006588362429198934,0.054354528462050036,0.05592755910954132,2.0675095384721013e-10,0.09771014246671433,1.7253517816765541e-06,6.544946551923982e-05,0.0010060343818472203,0.0034785158023922114,0.00010407755514584608,0.0009568366960270761,0.005270326122499884,0.11488324560973683,0.0005842115188709147,9.411005264085854e-05,0.0004967617053562726,0.00037924778019397354,0.00011413216328901822,4.821292822073275e-05,0.00031644602970777835,1.6839935657456873e-06,0.000154177823278738,2.8017594359551265e-09,0.00016736487596781557,5.44858456032693e-05,0.00015748317408499605,1.4383981463088254e-07,1.5345774998236566e-07,0.00023915179129827568,0.00015014671688395742,0.000402380408540711,5.497346889137518e-06,4.4721564740900175e-11,9.478023631196864e-10,3.2645737020916096e-05,8.682783033599148e-08,1.9594710163234715e-08,3.8831138047868854e-07,6.103632244118924e-09,1.3294341200741338e-06,9.942132080655074e-09,2.963316521748872e-12,5.883493878618476e-10,7.23072473295226e-07,3.6622228331049446e-09,2.415014802914337e-10,1.1514324914954312e-05,1.1137577052638498e-11,2.793380755406477e-12,8.849940671155366e-10,6.693863371947318e-05,4.30883608788563e-09,5.268709617879899e-07,5.894124867775189e-09,2.1403137675285784e-09
7.448182297969318e-06,0.48807220289731107,3.76,0.0,0.6686038465483192,0.986693349211212,0.015973923122770614,0.00022942104625484666,0.0006729341343084836,0.05446172768699697,0.05607553271033357,2.1374499682370125e-10,0.09940919802795871,1.7843408416818099e-06,6.68855587226495e-05,0.0010355480786276808,0.0035191694727350117,0.00010694296235890614,0.0009736407113582294,0.005356118748665281,0.11689680523863277,0.0005961999651438015,9.589303351311691e-05,0.0005065629868335654,0.00038806749080288235,0.00011666775231686275,4.996712898420627e-05,0.0003280413753506376,1.7125385829871448e-06,0.0001611012664588017,2.902637934244573e-09,0.00017345871857943026,5.6427075006220026e-05,0.00016335469152208446,1.498075199679245e-07,1.590833571349519e-07,0.0002476679898670856,0.0001560665770644253,0.0004158478586713648,5.82898664541751e-06,4.69699528633457e-11,9.687644509810822e-10,3.3989461344447205e-05,9.350425814415721e-08,2.036504088041001e-08,4.0569775519010087e-07,6.3621857515471295e-09,1.4054123055643183e-06,1.0664391297057986e-08,3.0838737575789155e-12,6.117418010487151e-10,7.52435595957545e-07,3.925621602505422e-09,2.58541373131479e-10,1.214251274140561e-05,1.1750330752818741e-11,2.895743115911828e-12,9.377031686959132e-10,6.783977108106693e-05,4.4267439511888885e-09,5.571372516175337e-07,6.1962352655261266e-09,2.2567178328092246e-09
7.469846211865275e-06,0.48825280729173354,3.76,0.0,0.6663407919510574,0.9864290844003055,0.01631871010700532,0.0002368548670221687,0.0006872704866400501,0.05456790274414766,0.056223502899153746,2.2093422046700023e-10,0.10113014938330009,1.8450182073148555e-06,6.834640471900421e-05,0.001065927169896283,0.0035598012765666195,0.00010987158652145031,0.0009906415291730045,0.005442724727415663,0.11893659948629044,0.0006083881123653288,9.769772609171648e-05,0.0005165119932849672,0.00039707331676084093,0.00011925577932967052,5.177656780564806e-05,0.00034001119864260636,1.741379745462859e-06,0.0001683269709493623,3.006676015293849e-09,0.00017976166800298378,5.842771728754191e-05,0.0001694232347212295,1.5601237274388898e-07,1.648924566927406e-07,0.0002564751233064648,0.0001622148502201109,0.0004297081151302546,6.180996442349845e-06,4.9330544136165616e-11,9.90076742844872e-10,3.5399058432863174e-05,1.0070462580456608e-07,2.116265158560394e-08,4.2374583355012465e-07,6.636880497958903e-09,1.4859722416418446e-06,1.144067096578039e-08,3.2090607938066315e-12,6.359925027572729e-10,7.831013848940047e-07,4.208853658772306e-09,2.768516687605123e-10,1.2803459770060783e-05,1.2395573349810464e-11,3.0014418862871517e-12,9.933869349677227e-10,6.874239081393955e-05,4.550116602102266e-09,5.891250975066923e-07,6.5124348549071095e-09,2.379227202594253e-09
7.4915101257612314e-06,0.4884356228201797,3.76,0.0,0.6640494901346758,0.9861600833819874,0.01667020152205953,0.0002445313271097044,0.0007018455878815316,0.05467304194281489,0.0563714809014189,2.283210883258833e-10,0.1028729985292612,1.9074081849469775e-06,6.983208138823467e-05,0.0010971953678117908,0.0036003968186278336,0.00011286403017213109,0.0010078367224027212,0.005530126801340541,0.12100262688762722,0.0006207764073892176,9.952388149954155e-05,0.0005266095848114407,0.0004062684156806922,0.00012189698415526741,5.3642447143294375e-05,0.0003523645545985774,1.770511341716875e-06,0.00017586719423780405,3.1139446298605968e-09,0.0001862798405728995,6.0489000536364366e-05,0.00017569409919155534,1.6246303899763103e-07,1.7088969175564967e-07,0.000265581336448466,0.0001685993183275377,0.00044396919755722655,6.554585750352819e-06,5.180871237402251e-11,1.0117390867189312e-09,3.687769173023832e-05,1.0846954479196725e-07,2.198834121665358e-08,4.4247324160452595e-07,6.928846563379639e-09,1.5713808034481376e-06,1.2274896980819393e-08,3.339035118009646e-12,6.611277753558717e-10,8.151297118756978e-07,4.513408949031793e-09,2.9652781239996707e-10,1.3498727001076712e-05,1.3074901855321746e-11,3.1105613489333058e-12,1.0521989000190564e-09,6.964616624506776e-05,4.679315676575871e-09,6.229286113985341e-07,6.843275744209928e-09,2.5081368586197545e-09
