Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446)
2.1773635160937693e-19,0.697448982706932,1.52414083483672e-23,4.440492507827307e-25,2.263410087361491e-32,4.129882863249961e-32,0.0,0.0,1.0163596920203218e-18,5.4867887098403405e-34,2.0308823394564354e-43,2.3614225666406235e-43,1.6603154811002666e-43,3.1949720246475236e-56,7.822506372249571e-38,4.94395137934319e-31,2.6439091679292764e-18,3.4283700506730314e-33,9.366349161124717e-67,2.2768504481623e-65,1.891145543570974e-44,4.127341805069499e-32,3.385699948904348e-20,1.2784219086148094e-47,5.405317531535522e-34,3.111339813018283e-47,8.089199684321069e-34,2.5291685390876255e-15,8.531453909476649e-34,1.577889899900265e-20,2.717907248725768e-47,3.4098967939838386e-52,4.1573100963890154e-46,2.3687425776363625e-35,3.76,0.0,0.5526327019705793,0.9999999999995681,7.404868784703108e-44,1.0015213976944885e-17,2.5291685390876255e-15,4.624349682492067e-19,2.2062931678497772e-29,5.53939965135791e-19,3.2190701670069803e-50,6.981834779084115e-49,4.493537162719396e-52,1.2051623137249856e-55,4.512618425092924e-61,2.643909167929484e-18,1.8128249329548933e-32,1.3557517445624722e-36,1.086533224709518e-48,2.93030148554553e-47,5.663690408018342e-42,7.811818947750197e-33,3.385699948956533e-20,3.982061005300029e-36,9.037101723468485e-63,3.5109474794189685e-63,5.850053339519263e-75,1.388888748933e-80,7.17534308269604e-49,3.2718875986202415e-67,8.294235006272078e-48,1.110751407079302e-58,6.163767948655867e-51,6.5020509466617266e-46,2.6611722942153276e-48,1.052080505402383e-62,5.956722252483457e-51,7.674103897833084e-86,4.325141138304722e-79,1.1176245099392108e-33,1.5778898998816025e-20,1.4867102678500408e-50,8.683243322784477e-34,4.3187867168351497e-13,8.244819115724823e-66,2.849087680024705e-33,1.8348787242432086e-66,6.110630644697077e-100,1.0015213976944637e-17,2.4775354893989562e-48,8.155921720640046e-67,9.622645923707363e-35,1.5671880178063273e-64,2.022483133923621e-67,8.881150619699332e-78,1.0989032638087864e-75
4.356618746797524e-19,0.6974489827069325,3.049610252335667e-23,8.884842971092927e-25,9.059538967582589e-32,1.6530294250922773e-31,0.0,0.0,2.033602407230637e-18,2.196145382340704e-33,1.6259407349329354e-42,1.8905739098826802e-42,1.3292619277706108e-42,2.5579202994395617e-55,3.131041152857386e-37,1.978868982600222e-30,5.290115389870131e-18,1.3722414793326823e-32,1.4998362281568485e-65,3.64716475571912e-64,1.5140663323055359e-43,1.6520123383405828e-31,6.774341426770444e-20,1.0235148621329637e-46,2.1635356789954856e-33,2.490963678188564e-46,3.2377879800330244e-33,5.060534444412497e-15,3.414804924839037e-33,3.1571506858920093e-20,2.1759784029140378e-46,2.729990798417744e-51,3.328768156316045e-45,9.481143431860151e-35,3.76,0.0,0.5526327019705768,0.9999999999991359,5.92839750533428e-43,2.0039129269248106e-17,5.060534444412498e-15,9.252717044768755e-19,8.83092243716937e-29,1.1083611986814812e-18,2.5772157853510446e-49,5.590758198425048e-48,3.5975619974752016e-51,9.64915472240996e-55,7.227624070349382e-60,5.290115389870963e-18,7.256024089937611e-32,5.4265401697310255e-36,8.698872389018317e-48,2.3460229369934465e-46,4.534396091479238e-41,3.126763397730458e-32,6.774341426979321e-20,1.5938621566346324e-35,1.447203155634002e-61,5.623210170898287e-62,1.8740089033829275e-73,4.4490992294579144e-79,5.746093919415082e-48,5.239290092346583e-66,6.640469003496788e-47,1.7786603793329436e-57,4.936013395288707e-50,5.2055942804097074e-45,2.1306490660808932e-47,1.6851572213617887e-61,4.770208916300661e-50,2.458285433127188e-84,1.3855177945048826e-77,4.4734106531965036e-33,3.157150685817309e-20,1.1905739897191093e-49,3.475560246355043e-33,8.641325634309818e-13,1.3207062511836707e-64,1.1403775656811979e-32,2.939222518141481e-65,3.9171603227048125e-98,2.0039129269247117e-17,1.984037744310869e-47,1.3063648930311432e-65,3.8515661033833163e-34,2.5102244477763596e-63,3.2394878925207433e-66,2.844396470232635e-76,3.519472455346242e-74
8.715129208205034e-19,0.697448982706933,6.100562275880565e-23,1.777354393465588e-24,3.6249956476022793e-31,6.614270880961988e-31,0.0,0.0,4.068087837650386e-18,8.787442141192571e-33,1.3012467444674495e-41,1.5130337288076874e-41,1.0638135320463624e-41,2.0471136436717583e-54,1.2528242981095937e-36,7.918053526209556e-30,1.0582527833750274e-17,5.490753344974609e-32,2.4007147818734993e-64,5.838829034753395e-63,1.2117132215069023e-42,6.610201199049988e-31,1.355162438220555e-19,8.191229567523644e-46,8.656960851534292e-33,1.9935279972147577e-45,1.2955369334492566e-32,1.012326625506219e-14,1.366366768869628e-32,6.315672257853049e-20,1.741444046542436e-45,2.1848223386689714e-50,2.6641830938597536e-44,3.7936923488665253e-34,3.76,0.0,0.5526327019705717,0.9999999999982714,4.744519765843508e-42,4.008695985385583e-17,1.0123266255062194e-14,1.850945176866923e-18,3.5335192556519237e-28,2.2172036657067816e-18,2.0625568243752997e-48,4.474723715758985e-47,2.8791429774494557e-50,7.723101969826015e-54,1.1570149553817128e-58,1.0582527833753598e-17,2.903354776878809e-31,2.171322907855677e-35,6.961741682812771e-47,1.8775313535469303e-45,3.6288949668501476e-40,1.25111263877221e-31,1.3551624383041326e-19,6.377524723873025e-35,2.31653912467964e-60,9.001694167761754e-61,6.000017360449032e-72,1.42445703415521e-77,4.599204054454746e-47,8.386281802853434e-65,5.314408474720514e-46,2.847023693740872e-56,3.95081130873439e-49,4.166057507093586e-44,1.7052040469036665e-46,2.6977151184503263e-60,3.81810052317466e-49,7.870631353963854e-83,4.436014580006e-76,1.789946949926439e-32,6.315672257554153e-20,9.529417380917091e-49,1.3906768102069098e-32,1.7286403459400618e-12,2.114358961576402e-63,4.5629956732391126e-32,4.705491066401039e-64,2.509022482019329e-96,4.008695985385189e-17,1.5880343293665735e-46,2.091318409658581e-64,1.5411281310702283e-33,4.018539254924649e-62,5.18599413633759e-65,9.10595604567832e-75,1.1267085637061015e-72
1.7432150131020056e-18,0.6974489827069343,1.2202519077158373e-22,3.555094600990866e-24,1.450234305359195e-30,2.6461390558852948e-30,0.0,0.0,8.137058698486362e-18,3.515549060343869e-32,1.0411951003524695e-40,1.2106568928074291e-40,8.512124560953687e-41,1.6380019429492837e-53,5.012112982389433e-36,3.1677370028403243e-29,2.1167352721504275e-17,2.1966588746506754e-31,3.841925426647895e-63,9.344819675322705e-62,9.695546788014491e-42,2.6445109100467093e-30,2.7106190291887416e-19,6.554228187938809e-45,3.4633480479117756e-32,1.5951252842950834e-44,5.182991336956162e-32,2.0248729876361392e-14,5.466356800041727e-32,1.2632715401685345e-19,1.3934198233958296e-44,1.748189821836248e-49,2.1318140091294217e-43,1.5177239699571638e-33,3.76,0.0,0.5526327019705615,0.9999999999965423,3.796336671988964e-41,8.018262102307648e-17,2.0248729876361408e-14,3.7022921213858555e-18,1.413637791111615e-27,4.434888599493064e-18,1.6503592049842586e-47,3.580626036812837e-46,2.303751835541148e-49,6.181008228893588e-53,1.8517001465218852e-57,2.1167352721517578e-17,1.1615309658590902e-30,8.686705514976576e-35,5.5704510889317436e-46,1.5023103449964162e-44,2.903667326505972e-39,5.00526522980853e-31,2.7106190295231076e-19,2.551425165606103e-34,3.7072742166857037e-59,1.4406357996445955e-59,1.920515928886032e-70,4.559455313249435e-76,3.680295038657022e-46,1.342078569193851e-63,4.252340262707315e-45,4.5561718128351084e-55,3.161449480585707e-48,3.3334789696985794e-43,1.3644372154353175e-45,4.317515374574392e-59,3.055253963468139e-48,2.5192611171783512e-81,1.4199020013171057e-74,7.160953342576094e-32,1.2632715400489571e-19,7.625464568287785e-48,5.563612787008003e-32,3.457655907014806e-12,3.3839578299286513e-62,1.8254953936880767e-31,7.530974447327022e-63,1.6064322416122467e-94,8.018262102306069e-17,1.270749195624555e-45,3.347017378803349e-63,6.165516046647806e-33,6.43140741749479e-61,8.299842073421502e-64,2.914528077470104e-73,3.6062314133399456e-71
3.486619197665009e-18,0.6974489827069371,2.4406643696465975e-22,7.110575075292176e-24,5.801409352359729e-30,1.0585417740172885e-29,0.0,0.0,1.6275000420144218e-17,1.4063340730600654e-31,8.3303517052432e-40,9.686175204247073e-40,6.8103462395181185e-40,1.310525978705775e-52,2.0050083624218846e-35,1.2671979267561001e-28,4.233700249698715e-17,8.78735062449933e-31,6.147706588597121e-62,1.4953866411453572e-60,7.757173915371254e-41,1.0578904562193245e-29,5.421532210649779e-19,5.243880416808207e-44,1.3854519685699676e-31,1.2762213948926313e-43,2.0733652675325287e-31,4.049965711895905e-14,2.186720677575532e-31,2.5266801688990794e-19,1.1148417043972826e-43,1.3986846520135383e-48,1.705638240770767e-42,6.071389975836689e-33,3.76,0.0,0.5526327019705412,0.9999999999930843,3.0373577131741715e-40,1.603739433615385e-16,4.0499657118959104e-14,7.40498600937907e-18,5.6550113742901405e-27,8.870258466008345e-18,1.320412875538179e-46,2.8648396954132554e-45,1.843176481879784e-48,4.947441495422894e-52,2.963101262081622e-56,4.2337002497040383e-17,4.6465020005686904e-30,3.4749650046323743e-34,4.456784026277135e-45,1.2019623924523985e-43,2.3231544223778604e-38,2.0022690379278644e-30,5.421532211987351e-19,1.020653125320394e-33,5.9322885925911324e-58,2.3053091061804613e-58,6.146467691475199e-69,1.459216577249712e-74,2.9446087944537126e-45,2.1475445227334326e-62,3.402197637620744e-44,7.290622115037783e-54,2.5294797988231996e-47,2.667036381490429e-42,1.0916593754853013e-44,6.90896168074644e-58,2.444512626497686e-47,8.06269034925066e-80,4.544290228186185e-73,2.8646144618537783e-31,2.5266801684207304e-19,6.101144025290538e-47,2.2256262320314806e-31,6.915687013390636e-12,5.4151194547516245e-61,7.302575865605929e-31,1.2051310377051863e-61,1.028333308122622e-92,1.6037394336147532e-16,1.0167280650662478e-44,5.355954248364258e-62,2.466407137422822e-32,1.029164776026661e-59,1.328154876136471e-62,9.327485410062212e-72,1.1541163099827801e-69
6.973427566791018e-18,0.6974489827069424,4.881573700208868e-22,1.422153626089785e-23,2.3206581742226756e-29,4.2343394441575854e-29,0.0,0.0,3.2550883863403576e-17,5.625565198226939e-31,6.664597740177143e-39,7.749308726967708e-39,5.448535641492414e-39,1.0484705551216845e-51,8.020359799088636e-35,5.068997964046558e-28,8.467630204785241e-17,3.5150832813908815e-30,9.836832601704003e-61,2.3927910356063196e-59,6.20603374185904e-40,4.2317340152849147e-29,1.0843358571670503e-18,4.195303490194808e-43,5.542033380451134e-31,1.0210255853313945e-42,8.293798548464733e-31,8.100151160415139e-14,8.74723863787945e-31,5.053497426216512e-19,8.919157039059332e-43,1.1190008422634387e-47,1.3645854076481835e-41,2.4286548130556678e-32,3.76,0.0,0.5526327019705004,0.9999999999861683,2.4300015286171317e-39,3.207565880385455e-16,8.100151160415163e-14,1.48103737811869e-17,2.2620965944573767e-26,1.774099819480979e-17,1.0563805076390296e-45,2.292007310772727e-44,1.4746112159342632e-47,3.9616058928023265e-51,4.741266861082999e-55,8.46763020480654e-17,1.8586764303379704e-29,1.3900425650289849e-33,3.5655965126875746e-44,9.616155620242264e-43,1.8586117613256668e-37,8.00940205097728e-30,1.0843358577021014e-18,4.082778608964657e-33,9.492183156014327e-57,3.688728047501182e-57,1.967000344648466e-67,4.669798473076487e-73,2.3558361500484825e-44,3.4362462972912174e-61,2.721888287055534e-43,1.1665593188905575e-52,2.023711935535827e-46,2.1337303818113106e-41,8.733713438978123e-44,1.105508840745209e-56,1.9557338909995572e-46,2.5802297414326166e-78,1.4542694891529635e-71,1.145892411084553e-30,5.053497424303039e-19,4.881224204870858e-46,8.902867136231882e-31,1.3831749163047654e-11,8.664820736209281e-60,2.9211492084433266e-30,1.9283497668336397e-60,6.582104807674213e-91,3.207565880382927e-16,8.134339386239655e-44,8.57010799301385e-61,9.866030001485092e-32,1.6467753228223576e-58,2.1251919349809752e-61,2.984954631180706e-70,3.6933678161069265e-68
1.3947044305043032e-17,0.6974489827069531,9.763729988136022e-22,2.8443459580121645e-23,9.282821596666925e-29,1.6937702787961456e-28,0.0,0.0,6.510265074969681e-17,2.250271861296268e-30,5.331804742899557e-38,6.199595241663616e-38,4.3589319755266157e-38,8.387963531082149e-51,3.208209189756941e-34,2.0276404365081135e-27,1.6935490114918092e-16,1.406061920439226e-29,1.5739337995970842e-59,3.828603594400167e-58,4.964944840208496e-39,1.6927280447089537e-28,2.1687011286106563e-18,3.3563224562283094e-42,2.216858453682861e-30,8.168398563033122e-42,3.317586916909271e-30,1.6200522057452418e-13,3.498966641763958e-30,1.0107131940276743e-18,7.135494994994648e-42,8.952219226355115e-47,1.0916982487393766e-40,9.714816901189583e-32,3.76,0.0,0.5526327019704189,0.9999999999723361,1.944047370050765e-38,6.415218773928912e-16,1.6200522057452509e-13,2.962114930808816e-17,9.048570466551808e-26,3.548247763549622e-17,8.451244893790516e-45,1.8336600720075686e-43,1.1797170197680828e-46,3.174903749177615e-50,7.586270853573067e-54,1.6935490115003292e-16,7.434856984195365e-29,5.560283399952412e-33,2.8525449615412173e-43,7.693107077993241e-42,1.4869246901592827e-36,3.203825997926894e-29,2.1687011307509037e-18,1.633144652603677e-32,1.5187914981335935e-55,5.902151664609692e-56,6.2946101941094e-66,1.4943843813117361e-71,1.8847285676094816e-43,5.498134129962213e-60,2.177562700216174e-42,1.8665427347759128e-51,1.6190207932502744e-45,1.707024799445e-40,6.987146127495588e-43,1.768874124701217e-55,1.564636630161357e-45,8.257005650837568e-77,4.653816937591519e-70,4.5836628964302385e-30,1.0107131932622697e-18,3.9051029895491293e-45,3.5612192660046404e-30,2.766387320998314e-11,1.3864216935229364e-58,1.1684834560792277e-29,3.0854716979287736e-59,4.21289410757694e-89,6.415218773918799e-16,6.507677461587892e-43,1.3712637763226534e-59,3.9464922923603095e-31,2.6349298705443053e-57,3.4004224302470414e-60,9.5521097034278e-69,1.1819090012373697e-66
2.789427778154706e-17,0.6974489827069743,1.9529393071197797e-21,5.688731001062119e-23,3.71316644284344e-28,6.775150365279959e-28,0.0,0.0,1.3020618452138145e-16,9.001179009956156e-30,4.265494410475214e-37,4.959736827323618e-37,3.4871869652968226e-37,6.710450455834669e-50,1.283296729306704e-33,8.110644238551187e-27,3.3871209935023007e-16,5.624304906474986e-29,2.518327881814647e-58,6.125876116000963e-57,3.9720030110838976e-38,6.770981055841894e-28,4.337431668455711e-18,2.685089829830417e-41,8.867524014261059e-30,6.53479639967142e-41,1.327048266912433e-29,3.240126385152219e-13,1.3996008940182915e-29,2.0214400966098695e-18,5.708463738674411e-41,7.161860377458733e-46,8.73370561408296e-40,3.8859662906261447e-31,3.76,0.0,0.552632701970256,0.9999999999446718,1.5552563594598606e-37,1.2830524561029097e-15,3.2401263851522567e-13,5.924270029503312e-17,3.6194650014628136e-25,7.096543644920319e-17,6.761076246741375e-44,1.466949747286153e-42,9.437848893334897e-46,2.548823340420164e-49,1.2138228450033962e-52,3.3871209935363794e-16,2.9739730464598603e-28,2.2241359973260708e-32,2.2820631228178834e-42,6.154558671568089e-41,1.1895538500145163e-35,1.281543432011935e-28,4.337431677016789e-18,6.532644924159383e-32,2.4301016855136263e-54,9.443592096973032e-55,2.0143087108865568e-64,4.782108213343863e-70,1.5078067134097657e-42,8.797126656937235e-59,1.742070986107717e-41,2.9865066316153546e-50,1.2952371403087915e-44,1.3656360089970102e-39,5.5897870494011435e-42,2.8302465837039096e-54,1.2517291112639404e-44,2.642285303664923e-75,1.4892461396688256e-68,1.8334838073531495e-29,2.021440093548219e-18,3.124131887495205e-44,1.4245021637139072e-29,5.532812029433994e-11,2.2183150269766916e-57,4.6739813688518777e-29,4.9368443151610505e-58,2.696491401245018e-87,1.2830524560988643e-15,5.206224351609027e-42,2.194059241160981e-58,1.5786129754228263e-30,4.215959296257764e-56,5.440768233113959e-59,3.056715884025699e-67,3.782158879605024e-65
5.578874473455513e-17,0.6974489827070172,3.906612126612717e-21,1.1377502603984462e-22,1.4852741571145021e-27,2.7100741939649536e-27,0.0,0.0,2.604132520611433e-16,3.6004899169742437e-29,3.412415767260032e-36,3.9678158422867094e-36,2.7897661253220048e-36,5.368392207447445e-49,5.133213018258332e-33,3.2442741860019506e-26,6.77426495745897e-16,2.2497334143389956e-28,4.0293559260335876e-57,9.801490114628714e-56,3.1776212639185644e-37,2.708406197161693e-27,8.674892735977195e-18,2.148084607957838e-40,3.547027642268142e-29,5.227868133332846e-40,5.308220072258459e-29,6.480274743964264e-13,5.598432049733661e-29,4.042893900854853e-18,4.5667980822323595e-40,5.729522300649012e-45,6.98701223241962e-39,1.5543944223197601e-30,3.76,0.0,0.5526327019699303,0.9999999998893432,1.244212479880851e-36,2.566113613528255e-15,6.480274743964415e-13,1.1848580200149266e-16,1.4477933610022363e-24,1.419313538059536e-16,5.4088931263942554e-43,1.173568473768765e-41,7.5503250820223e-45,2.0532631704109307e-48,1.9421321500586028e-51,6.774264957595286e-16,1.1895952691222053e-27,8.896589337607284e-32,1.8256614440275322e-41,4.923676101884499e-40,9.516486956187055e-35,5.12619977158967e-28,8.67489277022168e-18,2.613071148565876e-31,3.8881958347935183e-53,1.5109866903452575e-53,6.445841344021553e-63,1.530287139167694e-68,1.2062549144172286e-41,1.407549230571406e-57,1.3936651151988091e-40,4.778441201953588e-49,1.0361979265405033e-43,1.0925152296192719e-38,4.4718576921378315e-41,4.528432920719522e-53,1.0013912117462318e-43,8.45538396067475e-74,4.765627113469712e-67,7.333972512713783e-29,4.042893888608187e-18,2.499325380234321e-43,5.698037368654255e-29,1.106566104249971e-10,3.5493363465950578e-56,1.8696020554564336e-28,7.899022387374667e-57,1.7261877724354505e-85,2.5661136135120726e-15,4.1650124345432065e-41,3.510524546734792e-57,6.314484018651725e-30,6.745592137683973e-55,8.705303291508747e-58,9.781556055590633e-66,1.2102988502345814e-63
1.1157767864057124e-16,0.6974489827071026,7.8161185771017e-21,2.2755051877132278e-22,5.941111941311248e-27,1.0840326453807482e-26,0.0,0.0,5.208273871262371e-16,1.4401996293610527e-28,2.7299406970389433e-35,3.174266628709228e-35,2.2318195199516423e-35,4.294726487399521e-48,2.0532904228072258e-32,1.2977129661278536e-25,1.3548552885115042e-15,8.998956614940594e-28,6.447008207320789e-56,1.5682454973504742e-54,2.5421045521545756e-36,1.0833652333257252e-26,1.7349814822345656e-17,1.7184727809315742e-39,1.4188146614900319e-28,4.1823069020510174e-39,2.1232934331900365e-28,1.2960571461580716e-12,2.239378513764916e-28,8.085801505667187e-18,3.6534492928039105e-39,4.583631439885735e-44,5.589628708292885e-38,6.217593501485263e-30,3.76,0.0,0.5526327019692787,0.9999999997786859,9.953729518732839e-36,5.132235928400175e-15,1.2960571461581316e-12,2.369720043446903e-16,5.791188144203299e-24,2.838631874368003e-16,4.3271273465234546e-42,9.388582494092059e-41,6.040279849385928e-44,1.6653233113441976e-47,3.107423896066854e-50,1.3548552885660307e-15,4.758393177232191e-27,3.558644863452773e-31,1.4605336683728818e-40,3.9389524846235656e-39,7.613211650086391e-34,2.050485099550686e-27,1.7349814959323944e-17,1.045231028087929e-30,6.221155548389458e-52,2.4175882685794078e-52,2.062677757214311e-61,4.896938862084983e-67,9.650077488444805e-41,2.252085945442009e-56,1.1149354161078611e-39,7.645530352638287e-48,8.289616460782866e-43,8.740146800359187e-38,3.5774973643346956e-40,7.245523379861749e-52,8.011161382162108e-43,2.705735118927347e-72,1.5250069390789314e-65,2.9335964502208065e-28,8.085801456680402e-18,1.9994683671047766e-42,2.279220529470782e-28,2.2131357453408813e-10,5.678964158992998e-55,7.478427229430368e-28,1.2638492387074702e-55,1.1051723422574703e-83,5.132235928335448e-15,3.332023129097777e-40,5.616863087988353e-56,2.525800030755134e-29,1.0792993424884977e-53,1.3928545336200593e-56,3.1301083612234955e-64,3.872969113001342e-62
2.231555464526035e-16,0.6974489827072737,1.5643774723938318e-20,4.551017469274737e-22,2.376447961390802e-26,4.336137782862948e-26,0.0,0.0,1.0416556571987063e-15,5.760805842313866e-28,2.1839557711720238e-34,2.539424329208063e-34,1.7854582613443367e-34,3.435786253364186e-47,8.213172084536067e-32,5.1908583968003725e-25,2.7097128739398142e-15,3.599587280726795e-27,1.0315287867430744e-54,2.5091984989751937e-53,2.0336866564949353e-35,4.3334664381505685e-26,3.469965880038456e-17,1.3747802576321992e-38,5.6752658332297265e-28,3.3458504636510526e-38,8.493184568168605e-28,2.592116489678305e-12,8.957525435828678e-28,1.6171616700581345e-17,2.922763749801109e-38,3.6669105914215824e-43,4.4717102569143036e-37,2.487040563064817e-29,3.76,0.0,0.5526327019679756,0.9999999995573716,7.962995663417365e-35,1.0264480558228944e-14,2.5921164896785466e-12,4.739444047522001e-16,2.3164781811853575e-23,5.677268503678775e-16,3.4617070054140207e-41,7.510879876962073e-40,4.832234027853657e-43,1.368593310856522e-46,4.971888123811789e-49,2.709712874157921e-15,1.9033596907561793e-26,1.4234598180483917e-30,1.1684289556848843e-39,3.1511665285129545e-38,6.090577550351769e-33,8.20195063760262e-27,3.46996593482984e-17,4.180928712682856e-30,9.953932894825198e-51,3.8681488813551926e-51,6.600582284427984e-60,1.5670236380545946e-65,7.720077257153663e-40,3.6033432674237514e-55,8.919496519281914e-39,1.2232867968098596e-46,6.63170669389063e-42,6.992126263477903e-37,2.862002358987711e-39,1.159286196404738e-50,6.408941776440431e-42,8.658377699689442e-71,4.8800318910858216e-64,1.1734400598838047e-27,1.617161650463395e-17,1.5995781025237943e-41,9.11689199580624e-28,4.426274381433958e-10,9.08636397315809e-54,2.9913746866820645e-27,2.0221631086728694e-54,7.078299409942161e-82,1.0264480557970037e-14,2.665623776050424e-39,8.987000005489763e-55,1.0103212968728237e-28,1.72688269026092e-52,2.2285723072904006e-55,1.0016363350994333e-62,1.2393521489596422e-60
4.46311282076668e-16,0.6974489827076157,3.133365999981585e-20,9.102051740211101e-22,9.50579919363748e-26,1.7344575660091771e-25,0.0,0.0,2.0833121971127682e-15,2.3043238016753263e-27,1.747165870744001e-33,2.0315525847119847e-33,1.4283676632311423e-33,2.7486309878459847e-46,3.2852708823072325e-31,2.0763446242406523e-24,5.419428044384816e-15,1.4398358738241718e-26,1.6504660393000004e-53,4.014722288863124e-52,1.6269505284788248e-34,1.733387672965927e-25,6.939934597767029e-17,1.0998250113530801e-37,2.2701077532234302e-27,2.676682321883486e-37,3.397276015808828e-27,5.1842351767065485e-12,3.583012444897295e-27,3.234324703156759e-17,2.338212701655186e-37,2.933530648555934e-42,3.57737067576381e-36,9.948168577411783e-29,3.76,0.0,0.5526327019653695,0.9999999991147429,6.37040163256941e-34,2.052896981822619e-14,5.184235176707516e-12,9.478891884516781e-16,9.265918439447899e-23,1.1354541589075675e-15,2.769367639648567e-40,6.00870945438758e-39,3.865794857342166e-42,1.1530077660777821e-45,7.955028670903663e-48,5.419428045257238e-15,7.613443600449498e-26,5.6938433933965156e-30,9.347443181004123e-39,2.5209348784334487e-37,4.8724643663385046e-32,3.2807821889691e-26,6.939934816932703e-17,1.672371975541853e-29,1.5926520636489135e-49,6.189044332725308e-50,2.1121883681967398e-58,5.0144807620819105e-64,6.176067907689312e-39,5.765353874833482e-54,7.135602322959893e-38,1.957260382480778e-45,5.305371254592464e-41,5.593702680561092e-36,2.2896036474196275e-38,1.8548598758218163e-49,5.127158482096938e-41,2.770688573627498e-69,1.5616115408136452e-62,4.693763125261951e-27,3.234324624777753e-17,1.2796641394234408e-40,3.64675774502268e-27,8.852549069266642e-10,1.4538201060429443e-52,1.1965506283630396e-26,3.235463799544268e-53,4.5367414191297896e-80,2.0528969817190558e-14,2.1325011302342078e-38,1.437921530567404e-53,4.041287755917882e-28,2.763015496336742e-51,3.565720527763047e-54,3.205238874764803e-61,3.965930039775795e-59
6.694670177007325e-16,0.6974489827079577,4.705811825666735e-20,1.3653095719046363e-21,2.0199828978887887e-25,3.6857249999794353e-25,0.0,0.0,3.124968736795955e-15,4.896688993792691e-27,4.9958032939017886e-33,5.808990855899973e-33,4.084239557732517e-33,7.859368141019012e-46,6.981201871519416e-31,4.4122330713295164e-24,8.129143214418196e-15,3.059651871620958e-26,6.074849325374093e-53,1.5291392574354518e-51,4.652062547853639e-34,3.6834494874463063e-25,1.0409903237616399e-16,3.1448127235371314e-37,4.8239798431598164e-27,7.653639917097995e-37,7.219212925931643e-27,7.776353863722566e-12,7.613902858222623e-27,4.851487730371176e-17,6.68582816384171e-37,8.388065810105688e-42,1.0410964385219123e-35,2.1139862179630447e-28,3.76,0.0,0.5526327019627634,0.9999999986721148,1.821537125621545e-33,3.0793459078563146e-14,7.776353863724623e-12,1.4218339550356156e-15,1.969008010667083e-22,1.7031814501247936e-15,7.919737705409262e-40,1.7665858271211988e-38,1.1053768255105099e-41,3.407696918399114e-45,2.992611966327673e-47,8.129143216272098e-15,1.617857067112258e-25,1.2099420319219562e-29,2.672785799540199e-38,7.208299188909857e-37,1.3932203335171927e-31,6.971663231794867e-26,1.0409903703343541e-16,3.553790271133352e-29,5.8992202697687324e-49,2.3245168737892547e-49,9.809747389034967e-58,2.3259604310804124e-63,1.8335203944124485e-38,2.1223236203831292e-53,2.0420873339926994e-37,7.208559494875872e-45,1.5750326275760564e-40,1.5994492576344622e-35,6.590025275790636e-38,7.017313487523345e-49,1.5221256006206617e-40,1.2851813078078771e-68,7.252674192271885e-62,9.974248361272169e-27,4.8514875638157604e-17,3.799004553500459e-40,7.74935964236536e-27,1.3278821172747372e-09,5.542691013074444e-52,2.542670550274816e-26,1.2335207528241251e-52,2.5887623822074687e-79,3.0793459076362426e-14,6.330856673934726e-38,5.439950036657306e-53,8.58773808558012e-28,1.0453051968789236e-50,1.3489850226876142e-53,1.4648348713992855e-60,1.811621869172714e-58
