Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446)
8.748080877605201e-10,0.6974503234511081,2.538946592976879e-10,9.141290750185047e-14,3.574083557917132e-13,1.3594146610617922e-12,0.0,0.0,4.0832907228404156e-09,6.6394092070446325e-15,5.5094433254724086e-15,5.6022984662336095e-14,4.674423260837334e-15,8.825790139025382e-28,9.216428516966658e-19,5.6360601955860696e-12,1.0619379850825879e-08,4.4403192561160223e-14,1.9999471559647614e-27,2.208335810192974e-27,5.338263511953232e-16,4.966126154558775e-13,1.302217741611582e-10,3.56112779818112e-19,6.39181252046673e-15,8.60972477190946e-19,9.895173708485613e-15,1.0161448123220333e-05,1.0275382384715173e-14,6.294606265927357e-11,7.510850181090468e-19,9.554294580518335e-24,9.905772273541743e-18,2.8628050315054055e-16,3.76,0.0,0.5526224853739009,0.9993187558681007,2.3219256020887568e-15,4.024113720554547e-08,1.0161450834635986e-05,1.7338407430598183e-09,2.5583027777266994e-10,2.098692361490491e-09,9.228602389300671e-22,2.479984594444511e-20,3.5676307159153744e-23,2.7173273191159743e-22,2.8953717956418657e-23,1.0621891253401605e-08,2.1924148748005137e-13,2.0794927964936204e-17,5.508092246725804e-20,7.128098984071614e-19,1.0377757161298172e-13,8.515770955014613e-14,1.3635962899348215e-10,2.5195136218135362e-17,7.399081695480565e-24,2.347606457279819e-25,5.632911598134942e-28,1.4413757573569321e-33,2.70679661765958e-20,3.5744904495910533e-29,2.2372593465963877e-19,5.703374200654088e-21,2.7162266433812423e-22,8.880177606722867e-18,7.763539728921523e-20,7.462415235440749e-25,2.2443691758480396e-22,5.558107098135925e-38,3.6601955407821427e-32,1.2907666012664063e-14,6.075984565863509e-11,8.075915897036011e-22,5.2268523475836974e-15,0.0006812400479501546,9.274396328281955e-28,3.4027703461973624e-14,1.1574438721344252e-28,1.2720552373687949e-39,4.0238153701001217e-08,9.369779192686382e-20,5.88707058372579e-29,1.1650642913977943e-15,1.2209850512864993e-26,1.9475032623227837e-29,7.346429481467004e-31,8.84841423574722e-29
9.038003372271878e-10,0.6974503678857437,2.705996730318008e-10,1.0028730316896957e-13,3.843596134939137e-13,1.4803643130974098e-12,0.0,0.0,4.218641913878965e-09,7.086798028529779e-15,6.066908533221e-15,6.298802490908174e-14,5.153663898541816e-15,9.726972799060273e-28,9.829018660921892e-19,6.00401027974725e-12,1.0971211449318918e-08,4.7493999537766303e-14,2.3524284340819838e-27,2.5214347132518285e-27,5.88598119350662e-16,5.299743076687259e-13,1.3434475615836851e-10,3.924837254809875e-19,6.817382501907409e-15,9.486564947137314e-19,1.0563743363105678e-14,1.049820818469567e-05,1.0966025295855545e-14,6.501687981915519e-11,8.275770570259567e-19,1.0526739304423349e-23,1.0848445486663005e-17,3.0554851092472684e-16,3.76,0.0,0.55262214678593,0.9993131412728959,2.56850621619661e-15,4.1574868857268114e-08,1.049821107620791e-05,1.787294012906204e-09,2.7268910612098163e-10,2.1641005291732405e-09,1.018521991855344e-21,2.7352939311449145e-20,3.968685457720314e-23,3.029331775204785e-22,3.294537967081208e-23,1.0973891987118693e-08,2.3401198760941646e-13,2.2350826324173058e-17,6.150512302950667e-20,7.821765501200817e-19,1.1297217477369125e-13,9.058596621635455e-14,1.408900928153873e-10,2.6426220833126302e-17,8.433706599833969e-24,2.6750942979912094e-25,6.612668624063131e-28,1.696747888195071e-33,2.984711802757603e-20,4.1249308387961746e-29,2.462542047660772e-19,6.488152117398423e-21,3.0088166708986864e-22,9.583812260232663e-18,8.553688985677158e-20,8.501043822113792e-25,2.474702445830201e-22,6.732766873027659e-38,4.2801249526527903e-32,1.3756659311320853e-14,6.268585389671818e-11,8.99347559629891e-22,5.477147791488618e-15,0.0006868545077514209,1.0625399158951212e-27,3.630515379901547e-14,1.3041191186422556e-28,1.604200576400316e-39,4.157168434342746e-08,1.0332649977605494e-19,6.710216272918482e-29,1.2436280736383367e-15,1.3947653026524266e-26,2.237627192214809e-29,8.639422212551183e-31,1.0402094694539936e-28
9.327925866938555e-10,0.6974504123204193,2.8781116454349503e-10,1.0971190785444732e-13,4.1246429050930876e-13,1.608056845319016e-12,0.0,0.0,4.3539958250558094e-09,7.548775473674594e-15,6.660185016005021e-15,7.054378504956888e-14,5.664517862412282e-15,1.068728174718812e-27,1.0460783854241593e-18,6.382830154105106e-12,1.1323036117016546e-08,5.069494395517494e-14,2.7528139949243587e-27,2.867068796698247e-27,6.469881266085247e-16,5.644138305257095e-13,1.3845576559119995e-10,4.3123558560235527e-19,7.256335010525374e-15,1.0420464431465441e-18,1.1254211164829165e-14,1.0834968039828539e-05,1.1679016129253328e-14,6.708672185881483e-11,9.090475932622678e-19,1.1562210799813292e-23,1.1846188894883121e-17,3.254420906489008e-16,3.76,0.0,0.5526218081981489,0.9993079368133017,2.832471347326871e-15,4.290860623864307e-08,1.0834971117061444e-05,1.8405049379533083e-09,2.9006147086925796e-10,2.2292549913629468e-09,1.1206639314351148e-21,3.0075812887135927e-20,4.3992851211639857e-23,3.3641698416637205e-22,3.7334945829510567e-23,1.1325891295805157e-08,2.4926389732734387e-13,2.3972541131676484e-17,6.844828650340546e-20,8.556527464881881e-19,1.2261286570295875e-13,9.616228409061266e-14,1.4542128366774853e-10,2.766638987837919e-17,9.567174919317835e-24,3.0357390150707523e-25,7.723287244589437e-28,1.9871098160501397e-33,3.281012291101389e-20,4.7376598665835893e-29,2.7021541847829997e-19,7.350588006434838e-21,3.3225375312991894e-22,1.0312877893216867e-17,9.395200439865008e-20,9.64443101637596e-25,2.720259376517458e-22,8.107653884355233e-38,4.979668127975524e-32,1.4631368381202306e-14,6.460640684423899e-11,9.983312757928366e-22,5.729048618451479e-15,0.000692058831936972,1.2122466137666838e-27,3.8655373087082976e-14,1.463445085984954e-28,2.0084494492407462e-39,4.290521416452707e-08,1.1359329604433422e-19,7.617015830934495e-29,1.3247612414546797e-15,1.5866988121693923e-26,2.560198446006477e-29,1.0107824901797363e-30,1.2165805025118697e-28
9.617848361605231e-10,0.6974504567551348,3.0552686214495274e-10,1.1970226458741676e-13,4.4173903213970913e-13,1.7426604719376223e-12,0.0,0.0,4.489352497132061e-09,8.025341863218214e-15,7.290316332054015e-15,7.871756794508334e-14,6.207985968705259e-15,1.1708583349955848e-27,1.111167723108355e-18,6.772452266465214e-12,1.167485385442495e-08,5.400658082883903e-14,3.205799897458232e-27,3.247474899417687e-27,7.091113848908079e-16,5.999305692676048e-13,1.425548380901198e-10,4.72441995856463e-19,7.708639942853811e-15,1.1413154786135075e-18,1.1966577360510989e-14,1.117172768861824e-05,1.2414344358746031e-14,6.915558934753098e-11,9.95647843349214e-19,1.2662580180368147e-23,1.2900358954953948e-17,3.4596103333753014e-16,3.76,0.0,0.5526214696105569,0.999303112528962,3.114477374030055e-15,4.4242349349533296e-08,1.1171730957181002e-05,1.893474814090803e-09,3.0794521441699886e-10,2.2941568185913443e-09,1.2295123116535924e-21,3.297396895906071e-20,4.8605134154879793e-23,3.7225715915278873e-22,4.2147915538671385e-23,1.1677889179465453e-08,2.6499721500778845e-13,2.5661021275482055e-17,7.593483579468954e-20,9.333275843670213e-19,1.3270242855235286e-13,1.0188500239156869e-13,1.4995320154689756e-10,2.8914933975126127e-17,1.0804568473586787e-23,3.4317117062818303e-25,8.977295529984011e-28,2.3159423053806346e-33,3.596285106468585e-20,5.417237863082648e-29,2.9564999075638733e-19,8.295537698927916e-21,3.658228286661733e-22,1.1066947946963566e-17,1.0289628344814818e-19,1.0899384693253672e-24,2.981524668944711e-22,9.709257505852432e-38,5.765970056639939e-32,1.5531676887676903e-14,6.652151981208546e-11,1.1048828703553817e-21,5.9824232178601605e-15,0.0006968829808624289,1.3776312219647492e-27,4.1078270194703174e-14,1.6360125211712911e-28,2.4974958047726587e-39,4.423874316429747e-08,1.245186585886571e-19,8.612986522525905e-29,1.4084645507956198e-15,1.7980427426545355e-26,2.9177361669963014e-29,1.1768801128805194e-30,1.4159974417040018e-28
9.907770856271908e-10,0.6974505011898895,3.237445052637152e-10,1.3027382386974622e-13,4.722004207799207e-13,1.8843426514947706e-12,0.0,0.0,4.624711967027069e-09,8.5164975220833e-15,7.95833985087744e-15,8.753682156686769e-14,6.785068223196884e-15,1.2792745078096824e-27,1.178165223864694e-18,7.172809372759579e-12,1.2026664662048387e-08,5.742946184479872e-14,3.7163749422156954e-27,3.6649711768933006e-27,7.750828401738134e-16,6.365239094821127e-13,1.4664200917578295e-10,5.161764268109711e-19,8.174267265750316e-15,1.2466361711436245e-18,1.2700841978584323e-14,1.1508487131064059e-05,1.3171999464333642e-14,7.122348285395785e-11,1.0875285134329788e-18,1.3829708917818965e-23,1.4012308832180924e-17,3.671051272167779e-16,3.76,0.0,0.552621131023154,0.9992986406481159,3.415186570438111e-15,4.5576098189801735e-08,1.150849059655105e-05,1.9462049286680444e-09,3.263381895588658e-10,2.3588070749305594e-09,1.345295070334301e-21,3.6052912903160593e-20,5.353456564085631e-23,4.105257525273136e-22,4.7410578403070557e-23,1.2029885638103932e-08,2.8121193912759395e-13,2.741721527701008e-17,8.398954065672793e-20,1.0152879693549546e-18,1.4324331545339572e-13,1.0775247423996835e-13,1.5448584644916506e-10,3.017119633973972e-17,1.2150986163865478e-23,3.8652529563552524e-25,1.0387974903274042e-27,2.6869500333847976e-33,3.931117108957284e-20,6.168373916829476e-29,3.225980150887542e-19,9.327991557761908e-21,4.016737231437422e-22,1.1845582979465348e-17,1.12385214020162e-19,1.2272925806580328e-24,3.258982798731389e-22,1.1566627092126789e-37,6.646552775038077e-32,1.645746912172235e-14,6.843120806900478e-11,1.2193489433335804e-21,6.237150767492563e-15,0.0007013547262889583,1.5598096842380143e-27,4.357375411911122e-14,1.8224149139374468e-28,3.085782072853796e-39,4.557227134273607e-08,1.3612306578720304e-19,9.703825794796605e-29,1.4947387764890427e-15,2.0301003219592225e-26,3.312876547358787e-29,1.3640582575227136e-30,1.6406288007106102e-28
9.999999999999999e-10,0.6974505456246838,3.296447108666383e-10,1.3376115587156405e-13,4.821421598777914e-13,1.93092519597105e-12,0.0,0.0,4.667772646661043e-09,8.675801066341859e-15,8.178960795549228e-15,9.048216376853148e-14,6.975856987454663e-15,1.3151116666147588e-27,1.1998775481008034e-18,7.30240941191509e-12,1.213858004957162e-08,5.854174902462416e-14,3.891719816511305e-27,3.805946428329402e-27,7.968948674589627e-16,6.483904745343969e-13,1.4793971646128931e-10,5.306309715409072e-19,8.325179304148327e-15,1.2814370794217804e-18,1.2939014848281107e-14,1.1615615839763658e-05,1.341770138260793e-14,7.188110989118538e-11,1.1178887005077538e-18,1.421528875692971e-23,1.437837129570264e-17,3.739624462811962e-16,3.76,0.0,0.5526210233129373,0.9992972877292345,3.5148764798439794e-15,4.600038697042218e-08,1.1615619369066014e-05,1.962929190446041e-09,3.3229571703112516e-10,2.3793208192759042e-09,1.3836184833191005e-21,3.707117173343892e-20,5.517095544572191e-23,4.2322030890460865e-22,4.918336534369716e-23,1.2141861238320825e-08,2.864710413818407e-13,2.799023997590065e-17,8.667505173237549e-20,1.0422732094343394e-18,1.4669152433754475e-13,1.0964909783982346e-13,1.5592790823232438e-10,3.0572352591981014e-17,1.2602989540983739e-23,4.0114184540550453e-25,1.087183777957611e-27,2.8144471566103783e-33,4.0418284890001167e-20,6.423108067362184e-29,3.3149438626707476e-19,9.675604519173417e-21,4.1357075204260867e-22,1.209835723972533e-17,1.1552049158028997e-19,1.273590073375226e-24,3.350720225401144e-22,1.2216179247210686e-37,6.947717346455565e-32,1.6757303141958908e-14,6.903757664604066e-11,1.2574788409610073e-21,6.318449246260478e-15,0.0007027076020900476,1.6214714514064433e-27,4.438281248876599e-14,1.8847096676895263e-28,3.296327425253051e-39,4.5996488553793834e-08,1.3996030410352948e-19,1.0071676975189876e-28,1.522723175040008e-15,2.1084818015413544e-26,3.4469039731804484e-29,1.428332473782496e-30,1.7177427233670984e-28
1.0197693350938584e-09,0.6974505456246838,3.4246184435560823e-10,1.4144194414122996e-13,5.038649761644676e-13,2.0332700905533433e-12,0.0,0.0,4.760074268103067e-09,9.022242778977492e-15,8.665286782010746e-15,9.702912024392047e-14,7.396763821367171e-15,1.3941635744991904e-27,1.2470662637888304e-18,7.583834535569336e-12,1.2378468540389245e-08,6.096413537191686e-14,4.2898290538731e-27,4.12195771835083e-27,8.450173725049173e-16,6.741932371038203e-13,1.5071731425961657e-10,5.625121843160382e-19,8.653187015632194e-15,1.358180508344628e-18,1.345700484951601e-14,1.1845246367165275e-05,1.3951970932171851e-14,7.329040294612785e-11,1.1848398006325818e-18,1.5065448957836615e-23,1.518338897683462e-17,3.888741578450964e-16,3.76,0.0,0.5526207924359403,0.9992944954277282,3.735267084732864e-15,4.690985275931137e-08,1.1845250035156094e-05,1.9986965606676006e-09,3.4523825941894356e-10,2.423206818174104e-09,1.4682418713728078e-21,3.931815314753118e-20,5.879203691493493e-23,4.512938917629006e-22,5.315001518946954e-23,1.2381880671724869e-08,2.9790806824609174e-13,2.92420712931085e-17,9.263750710111797e-20,1.1016186522371822e-18,1.5423766611099574e-13,1.1376306654208795e-13,1.5901921837088086e-10,3.1434568860295484e-17,1.361154036424253e-23,4.338672891185576e-25,1.1969379965354669e-27,3.10406861371962e-33,4.2860949955876745e-20,6.995924056404243e-29,3.5109926550898747e-19,1.045307340794745e-20,4.398921824419278e-22,1.2648332943095301e-17,1.2243422782573024e-19,1.3772288275893424e-24,3.553118016195172e-22,1.371153410878057e-37,7.629321482066855e-32,1.740862999466286e-14,7.033548684171236e-11,1.3420825394991181e-21,6.493120349227803e-15,0.0007054998112517761,1.7599429830562227e-27,4.614173398288732e-14,2.0232480769589163e-28,3.7896773756584894e-39,4.6905798699840265e-08,1.4842699653525658e-19,1.0895411623046225e-28,1.58358471202423e-15,2.2842211586085603e-26,3.74837503173848e-29,1.574249928133628e-30,1.89277210547917e-28
1.0487615845605261e-09,0.6974505900595172,3.6167664082028866e-10,1.5322189224131719e-13,5.367491556147991e-13,2.189608747359853e-12,0.0,0.0,4.8954394304290205e-09,9.542577966024469e-15,9.412182203607635e-15,1.072221470200555e-13,8.04407114857072e-15,1.5157125742011348e-27,1.3178662504256306e-18,8.005461122683765e-12,1.273026548994803e-08,6.46111464744257e-14,4.931761643108531e-27,4.620917160841767e-27,9.190297960221388e-16,7.129379384141705e-13,1.5478078864437292e-10,6.115224098893852e-19,9.145369297785855e-15,1.4761198991094562e-18,1.423506562457613e-14,1.2182005396921169e-05,1.4754248254565353e-14,7.535635019145342e-11,1.2877313943879296e-18,1.6371642840593157e-23,1.6414947631688234e-17,4.112679082286401e-16,3.76,0.0,0.5526204538489152,0.9992906530052931,4.075392917692495e-15,4.824361305792515e-08,1.2182009272980686e-05,2.050950980868452e-09,3.646432973865194e-10,2.4873571000058112e-09,1.5985841462756562e-21,4.2775201136331915e-20,6.438847222794647e-23,4.946318177245915e-22,5.939409849342333e-23,1.2733874280332475e-08,3.150856009871291e-13,3.1136537118082835e-17,1.0190416699293175e-19,1.1924022648652781e-18,1.6568732628314913e-13,1.1991515987545514e-13,1.6355331730837365e-10,3.2704488466546456e-17,1.5191353841227115e-23,4.854351231650703e-25,1.3736358172051447e-27,3.571471623748993e-33,4.6618053009016204e-20,7.904889591057731e-29,3.811931985999698e-19,1.16760394737319e-20,4.805648621108939e-22,1.3474739253501112e-17,1.3305870148537163e-19,1.540491887338877e-24,3.864414346465665e-22,1.6178639505951044e-37,8.722570473981373e-32,1.838504503313857e-14,7.223437131500016e-11,1.4734431253708792e-21,6.750230137196836e-15,0.0007093420982565912,1.979237727517033e-27,4.878211903097921e-14,2.2391097525750685e-28,4.627667929967896e-39,4.823932523560744e-08,1.6145093024111396e-19,1.2193802854888104e-28,1.6750031693475864e-15,2.5618015513111484e-26,4.2271085128069645e-29,1.8095009735609482e-30,2.1748572845422145e-28
1.0777538340271938e-09,0.6974506344943888,3.813866669192539e-10,1.6562884386756106e-13,5.708693542868608e-13,2.353523835479048e-12,0.0,0.0,5.030807481025198e-09,1.0077503418422322e-14,1.0200045090888639e-14,1.1814367705724e-13,8.727987780199634e-15,1.6441087270789247e-27,1.3905606228438888e-18,8.43762280569213e-12,1.3082055511223404e-08,6.837103692474776e-14,5.6480899495454645e-27,5.164415300296475e-27,9.9723485897637e-16,7.527574000414353e-13,1.5883246752465431e-10,6.632800810977269e-19,9.65078428574275e-15,1.600625177348831e-18,1.5035023793059433e-14,1.2518764220330997e-05,1.5578820929961164e-14,7.742132515672945e-11,1.3963524777988586e-18,1.7750123825221435e-23,1.770833127765313e-17,4.342861589317259e-16,3.76,0.0,0.5526201152620787,0.9992870912614579,4.436243901317956e-15,4.957737908550607e-08,1.2518768310009417e-05,2.1029694519996236e-09,3.845511870532827e-10,2.5512589661575875e-09,1.736555135015026e-21,4.642957129382921e-20,7.033483291130058e-23,5.406089213528952e-22,6.617149340567625e-23,1.3085866463930911e-08,3.3274453602328045e-13,3.310156018571363e-17,1.118152678277959e-19,1.2877193554821374e-18,1.775938652101886e-13,1.2620714837670118e-13,1.680881432579712e-10,3.398043377135135e-17,1.6895557151632176e-23,5.4147373470571315e-25,1.5704569364392207e-27,4.093577635268188e-33,5.05883439756016e-20,8.900415619915388e-29,4.1291895548545773e-19,1.3002277322373562e-20,5.237793206477994e-22,1.4324336666457766e-17,1.442739567412467e-19,1.7178477110932046e-24,4.193355589598006e-22,1.900566635698924e-37,9.934988904779899e-32,1.9386600374286662e-14,7.412787663184541e-11,1.6137965662951356e-21,7.0083866524429895e-15,0.0007129037066554704,2.218946738840144e-27,5.1494818628071515e-14,2.4705992444330193e-28,5.620560091875403e-39,4.957285095003495e-08,1.7521534682201444e-19,1.3605239552656625e-28,1.7689949786704997e-15,2.8642847923994686e-26,4.7520775188078325e-29,2.071973079811007e-30,2.489450032274051e-28
1.1067460834938614e-09,0.697450678929299,4.0158970569617106e-10,1.786778840309443e-13,6.062419054189179e-13,2.5251798274016206e-12,0.0,0.0,5.166178444089869e-09,1.0627019474127334e-14,1.1029888344454639e-14,1.2982156202614515e-13,9.449510481843355e-15,1.779539457247862e-27,1.4651448517117074e-18,8.880253558605231e-12,1.3433838604712178e-08,7.224434521655797e-14,6.4450573674015095e-27,5.755101699577845e-27,1.0797472437560405e-15,7.936510089606917e-13,1.6287238598741207e-10,7.178580119349124e-19,1.01694022207152e-14,1.7318666057441496e-18,1.585687869808398e-14,1.2855522837394035e-05,1.642567846294187e-14,7.948532840813538e-11,1.5108517289558972e-18,1.920271601748515e-23,1.9064885023794917e-17,4.57928688182556e-16,3.76,0.0,0.5526197766754304,0.9992837896926853,4.818505677540955e-15,5.091115084191711e-08,1.285552714622693e-05,2.154753228884932e-09,4.0495982215185876e-10,2.6149134565567934e-09,1.8823899262082302e-21,5.0286780988584824e-20,7.664212149774349e-23,5.892937805965917e-22,7.351165817498994e-23,1.3437857222524302e-08,3.5088487206202294e-13,3.513808757126148e-17,1.2239686268805712e-19,1.3876484235016407e-18,1.899585920528937e-13,1.3263743963140274e-13,1.7262369621600029e-10,3.526192196337889e-17,1.8729286470861675e-23,6.022350308213325e-25,1.7890505153175942e-27,4.675057248645917e-33,5.477768496938938e-20,9.987789716031593e-29,4.463153638092668e-19,1.443730481454199e-20,5.6962401281217745e-22,1.5196654978029882e-17,1.5609526066817351e-19,1.910083512712785e-24,4.540425320686425e-22,2.223357778411272e-37,1.1275666378414568e-31,2.0413182761115477e-14,7.601601789351933e-11,1.7635151036139297e-21,7.267504078688097e-15,0.0007162051399863077,2.4803696336101194e-27,5.4279742256266595e-14,2.718317072561541e-28,6.791696499037331e-39,5.090637584312017e-08,1.8974072670009694e-19,1.513614333411861e-28,1.8655609882881672e-15,3.1931614652600874e-26,5.326408393111841e-29,2.363946745840734e-30,2.839255145243622e-28
1.135738332960529e-09,0.6974507233642475,4.222835508993885e-10,1.923840075082219e-13,6.428830805795163e-13,2.7047404581257586e-12,0.0,0.0,5.301552341209409e-09,1.1191126473561311e-14,1.1902718818472735e-14,1.4228371542790468e-13,1.0209635209449422e-14,1.922192415403388e-27,1.5416144393720165e-18,9.333287656503836e-12,1.3785614770909338e-08,7.623160657805614e-14,7.329241755316765e-27,6.39571029356776e-27,1.1666815669140126e-15,8.356181524938002e-13,1.6690057901242267e-10,7.753288531970871e-19,1.0701193411085948e-14,1.870013879515486e-18,1.6700629551083093e-14,1.3192281248109537e-05,1.7294810364219093e-14,8.154836051123717e-11,1.6313773222634094e-18,2.073123450004029e-23,2.0485952947487113e-17,4.821952719744114e-16,3.76,0.0,0.5526194380889705,0.999280729293217,5.222869677014807e-15,5.2244928327021295e-08,1.3192285781617904e-05,2.206303558579461e-09,4.258671064955929e-10,2.6783216054639994e-09,2.0363254966310616e-21,5.435235049779563e-20,8.332138585815546e-23,6.407541972056055e-22,8.144484486478359e-23,1.3789846556116759e-08,3.6950660783367214e-13,3.724706599346008e-17,1.3367530037528e-19,1.4922659537522067e-18,2.0278257139568457e-13,1.3920445456578245e-13,1.7715997617878676e-10,3.654850593231214e-17,2.0697681806556602e-23,6.67977894013397e-25,2.031150815889771e-27,5.320840130343709e-33,5.919193649721574e-20,1.117244078875329e-28,4.814209397022191e-19,1.5986769061303888e-20,6.181882829803284e-22,1.6091220562296062e-17,1.6853782588352474e-19,2.1180077574446304e-24,4.906106889977738e-22,2.590676019276319e-37,1.2754098378864798e-31,2.1464679538054433e-14,7.789881015969537e-11,1.9229773319212037e-21,7.527503634210585e-15,0.00071926540400706,2.764853404920911e-27,5.713679951304494e-14,2.982864650467613e-28,8.167185769058279e-39,5.2239899914860415e-08,2.05047550798381e-19,1.679311771150452e-28,1.964702064408324e-15,3.549969735813804e-26,5.95335546581077e-29,2.6878242428858742e-30,3.2271198318309334e-28
1.1647305824271968e-09,0.6974507677992339,4.434660069065017e-10,2.0676211929140658e-13,6.808090899154844e-13,2.8923687287132596e-12,0.0,0.0,5.436929191553058e-09,1.176982475934067e-14,1.28195373487409e-14,1.5555809879396618e-13,1.1009357109488456e-14,2.0722555011566116e-27,1.619964919917779e-18,9.796659674211422e-12,1.4137384010308048e-08,8.033335298542206e-14,8.307563731695763e-27,7.089059991319728e-27,1.2581523791965226e-15,8.786582183093793e-13,1.7091708147274342e-10,8.3576509285515725e-19,1.1246128231945753e-14,2.015236130200013e-18,1.7566275445097628e-14,1.3529039452476754e-05,1.818620615062675e-14,8.361042203098937e-11,1.758076929755721e-18,2.233748546473133e-23,2.1972878389959937e-17,5.070856841625177e-16,3.76,0.0,0.5526190995026985,0.999277892445664,5.650033097989206e-15,5.35787115406816e-08,1.352904421616706e-05,2.2576216804983936e-09,4.4727095391950945e-10,2.741484441601811e-09,2.1986007500738892e-21,5.863180297179081e-20,9.038372332950673e-23,6.950572330576839e-22,9.000210000140096e-23,1.4141834464712375e-08,3.886097420808952e-13,3.942944181649742e-17,1.4567721571633167e-19,1.6016464501932534e-18,2.1606663786820035e-13,1.4590662734014878e-13,1.816969831426555e-10,3.7839771609070447e-17,2.280588555536525e-23,7.38968187437799e-25,2.2985791108056306e-27,6.036122053783422e-33,6.383695746490976e-20,1.24599381254482e-28,5.182738897370025e-19,1.765644538765232e-20,6.695623585384846e-22,1.7007557759875588e-17,1.8161681075603328e-19,2.3424501506406937e-24,5.290883422984788e-22,3.007321183614792e-37,1.4380191543870738e-31,2.2540978646664172e-14,7.977626844855801e-11,2.092568176406176e-21,7.78831299521773e-15,0.0007221021161068742,3.073793001566677e-27,6.006590010947556e-14,3.2648439829250565e-28,9.776146215883724e-39,5.3573423165252996e-08,2.2115630053677263e-19,1.8582948428875704e-28,2.0664190909888986e-15,3.9362956381064353e-26,6.636303217382397e-29,3.046132557413623e-30,3.6560369952810266e-28
1.1937228318938644e-09,0.6974508122342576,4.6513488865085383e-10,2.218270350345088e-13,7.200360823998759e-13,3.088226909820877e-12,0.0,0.0,5.572309012053426e-09,1.2363114676025796e-14,1.3781338780636971e-14,1.6967270871396505e-13,1.1849670519126118e-14,2.2299168850814426e-27,1.7001918592664592e-18,1.0270304484988961e-11,1.4489146323399687e-08,8.455011317642742e-14,9.38729495674593e-27,7.838055275310317e-27,1.3542741655739823e-15,9.227705944227784e-13,1.7492192813514953e-10,8.992390564248095e-19,1.1804177124674072e-14,2.1677019294366923e-18,1.8453815366967217e-14,1.386579745049494e-05,1.909985534511451e-14,8.567151353173713e-11,1.8910977224067705e-18,2.4023266346426817e-23,2.3527004211983488e-17,5.325996965567745e-16,3.76,0.0,0.5526187609166142,0.9992752628195857,6.1006988852698166e-15,5.491250048276108e-08,1.3865802449859163e-05,2.3087088265387086e-09,4.691692882223748e-10,2.8044029882754333e-09,2.3694565555491633e-21,6.313066439869044e-20,9.784028481342497e-23,7.522692457504782e-22,9.921526521221485e-23,1.4493820948315237e-08,4.081942735496331e-13,4.1686161051985374e-17,1.5842952004035543e-19,1.715862469113249e-18,2.298114099354924e-13,1.5274240524396505e-13,1.862347171039304e-10,3.913533550488669e-17,2.505904136310575e-23,8.154787601023212e-25,2.593245578678415e-27,6.826371943529405e-33,6.871860518318599e-20,1.3855990611538982e-28,5.569121128710834e-19,1.9452236302538186e-20,7.238373433145046e-22,1.7945190129468574e-17,1.9534731961353017e-19,2.584261626481997e-24,5.69523782059982e-22,3.4784736731243883e-37,1.6164268787850116e-31,2.364196862149276e-14,8.164840773691086e-11,2.272678870283491e-21,8.04986576647554e-15,0.0007247316067260397,3.40863190541343e-27,6.306695386865025e-14,3.564857383205212e-28,1.1650964049312508e-38,5.490694559429525e-08,2.380874578280942e-19,2.0512603797843663e-28,2.170712969583706e-15,4.353773354070253e-26,7.378768434457375e-29,3.441526317785207e-30,4.129148490365821e-28
