Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69)
8.805835886331623e-07,0.8806562045032668,0.0006670469799053381,2.1452014723397327e-05,0.00011857531682623122,0.003843365781617662,0.0,0.0,0.00019112377705554192,1.375842511139704e-06,0.00023647938855034484,3.914653660144405e-07,6.749283930375751e-05,3.2251608958238212e-12,2.9734315646386192e-09,6.921015284965718e-07,6.5520457975533125e-06,1.483151148257252e-05,7.262067429132364e-09,1.8929972525584085e-08,0.0001400857440885397,2.6531655892841078e-05,2.8708520453915548e-08,1.819158721087165e-10,3.095636817737653e-10,4.142645619955365e-06,2.138289563149559e-05,0.08205059404269203,3.6598518048692297e-07,1.1094020014377857e-06,2.280342243507916e-10,7.100576573584043e-11,9.371833406198465e-07,3.255749682314038e-06,3.76,0.0,0.49420419599229537,0.9993058033838472,0.0005354363603243843,2.1768044055984117e-06,0.08241275584773813,1.1174807973921201e-05,0.004410171382103693,8.506691458708083e-06,1.55645437850088e-06
8.869131483382085e-07,0.8807647184750531,0.0006826547395084798,2.1984377366676158e-05,0.00012148676886952712,0.003942784398989254,0.0,0.0,0.0001937376192071637,1.4058239322101029e-06,0.00024074441233059026,4.065078208429563e-07,6.817726465754926e-05,3.4853263510578153e-12,3.138333635687532e-09,7.149479814304205e-07,6.782620313995611e-06,1.5311222988805172e-05,7.683278964483093e-09,1.9957354689274396e-08,0.0001441496543125463,2.672262059812936e-05,2.9669672858105496e-08,1.9318692552773346e-10,3.216372378314026e-10,4.291452660711379e-06,2.2036442397140084e-05,0.08258704913898739,3.7436724926888644e-07,1.134082599540993e-06,2.408614292299387e-10,7.484198565157158e-11,9.66188463265191e-07,3.3724247009426654e-06,3.76,0.0,0.4935435177261713,0.9992910353358488,0.0005504868005378296,2.262407574422293e-06,0.08295734056286712,1.1422791741865112e-05,0.004525745568887301,8.694232716425825e-06,1.6402935644910383e-06
8.932427080432547e-07,0.8808735540785926,0.0006985806233710301,2.252847827024711e-05,0.00012446060553676308,0.0040443646744889325,0.0,0.0,0.0001963737246227276,1.436302220227743e-06,0.0002450566422968578,4.2205070201726603e-07,6.886584859140325e-05,3.765594057018114e-12,3.3118396965707883e-09,7.384446739207112e-07,7.0202297173231535e-06,1.5804586597390494e-05,8.127472077000265e-09,2.103702946701703e-08,0.00014832182286587714,2.6913401279386237e-05,3.065872055009009e-08,2.051134633402386e-10,3.341359024676349e-10,4.444846689486432e-06,2.270717754058199e-05,0.08312261824965299,3.829214363106192e-07,1.1593008050798603e-06,2.543689940812628e-10,7.887417446594977e-11,9.959644894713723e-07,3.4926797841619218e-06,3.76,0.0,0.49288099544702646,0.9992759919342823,0.0005658933241254975,2.3508925884150813e-06,0.08350121233947488,1.1675450969581728e-05,0.004643864317685519,8.885323125656922e-06,1.7282976662801689e-06
8.995722677483009e-07,0.8809827192302351,0.0007148304896578108,2.3084558406227197e-05,0.00012749804578864485,0.004148146912857604,0.0,0.0,0.0001990322582505797,1.4672841195636553e-06,0.000249416503801595,4.3810854248961686e-07,6.955870868686699e-05,4.06745232384012e-12,3.4943714790966395e-09,7.626077659844841e-07,7.265062844624558e-06,1.6311946237281814e-05,8.595833240272282e-09,2.2171500808790754e-08,0.00015260495327459257,2.7104000362445307e-05,3.1676381345242904e-08,2.1773133829493194e-10,3.470735121760747e-10,4.602948877254235e-06,2.3395493399297607e-05,0.08365729569121721,3.916511338740252e-07,1.1850676356879215e-06,2.685910210767944e-10,8.31118138018727e-11,1.0265291798644644e-06,3.616608959654743e-06,3.76,0.0,0.49221658309643257,0.9992606680803775,0.0005816631751417725,2.4423420087776146e-06,0.08404436943853769,1.1932861764155053e-05,0.00476457509954826,9.080021316615508e-06,1.8206583491071998e-06
9.059018274533471e-07,0.8810922219731838,0.00073141029384392,2.3652863511921557e-05,0.00013060033086126683,0.004254172069345304,0.0,0.0,0.0002017133885270066,1.4987764955217241e-06,0.00025382443388993455,4.5469625361390733e-07,7.025596536419826e-05,4.3924950740951756e-12,3.686370104128716e-09,7.874537745946855e-07,7.517313144132957e-06,1.6833653348925207e-05,9.08960707653201e-09,2.3363384941180225e-08,0.000157001810534924,2.729442042605209e-05,3.2723390152090834e-08,2.310782528480401e-10,3.604643338647196e-10,4.765883153100452e-06,2.4101790103111265e-05,0.08419107564457677,4.005597925852757e-07,1.2113942964659787e-06,2.835632326281312e-10,8.756481952568762e-11,1.0579006520098422e-06,3.744308381920448e-06,3.76,0.0,0.49155023389909724,0.9992450585784434,0.0005978037291202165,2.536840414102223e-06,0.08458681007519785,1.21951012207815e-05,0.0048879261382176195,9.27838671951609e-06,1.9175754954181723e-06
9.122313871583933e-07,0.8812020704790938,0.0007483260899585241,2.4233644179594917e-05,0.0001337687246245798,0.004362481757739739,0.0,0.0,0.00020441728741670633,1.5307863378039415e-06,0.00025828088158726115,4.718291343813263e-07,7.095774194280715e-05,4.7424290236428336e-12,3.8882969142503195e-09,8.129995806096011e-07,7.777178781774092e-06,1.737006701567248e-05,9.610099060221119e-09,2.4615415003404122e-08,0.00016151522232432807,2.74846642093357e-05,3.3800499369138714e-08,2.451938495255587e-10,3.743230780699193e-10,4.933776258056178e-06,2.4826475698682016e-05,0.08472395215249331,4.096509220152369e-07,1.2382921819992816e-06,2.9932304456581106e-10,9.224356049547152e-11,1.0900973862728888e-06,3.875876373339573e-06,3.76,0.0,0.4908819003543502,0.9992291581342359,0.000614322495200902,2.634474442770632e-06,0.08512853241803699,1.246224742588918e-05,0.005013966419031597,9.480479569097354e-06,2.0192575345590453e-06
9.185609468634395e-07,0.8813122730496729,0.0007655840318295501,2.482715594778058e-05,0.00013700451394470987,0.004473118258396508,0.0,0.0,0.0002071441304529693,1.5633207640651502e-06,0.000262786308193518,4.89522880876069e-07,7.166416470329718e-05,5.119081329480937e-12,4.1006343394176235e-09,8.392624358075611e-07,8.04486275006482e-06,1.792155409643717e-05,1.0158678340168318e-08,2.5930445852996556e-08,0.00016614808023155347,2.767473461959236e-05,3.4908479291288226e-08,2.601198054817074e-10,3.8866491257746644e-10,5.106757799738793e-06,2.5569966274794396e-05,0.08525591911705246,4.189280912498901e-07,1.2657728783454036e-06,3.1590964246037573e-10,9.715887806409946e-11,1.1231382317254909e-06,4.0114134658309515e-06,3.76,0.0,0.49021153422764285,0.9992129613533035,0.0006312271182829559,2.735332836096077e-06,0.08566953458833998,1.2734379459812871e-05,0.005142745697812018,9.686360908888436e-06,2.1259217848284953e-06
9.248905065684857e-07,0.8814228381182834,0.0007831903743285206,2.5433659394147786e-05,0.00014030900905009078,0.00458612452626617,0.0,0.0,0.00020989409677754672,1.5963870235592553e-06,0.00026734118758443213,5.077935959563383e-07,7.237536295111949e-05,5.524407733511062e-12,4.323886796768452e-09,8.662599700275631e-07,8.32057297940938e-06,1.8488489359556366e-05,1.0736780685231254e-08,2.731145904612985e-08,0.00017090334100582807,2.7864634740391727e-05,3.604811852612678e-08,2.758999314391166e-10,4.035054764633179e-10,5.284960307802522e-06,2.6332686088401184e-05,0.08578697029708494,4.2839492944983747e-07,1.2938481649898677e-06,3.333640612123912e-10,1.0232210636468999e-10,1.1570424120962962e-06,4.151022443101236e-06,3.76,0.0,0.4895390865420657,0.9991964627393148,0.0006485253812022339,2.839506482217484e-06,0.0862098146593498,1.3011577399002156e-05,0.005274314509730357,9.896092595202944e-06,2.2377948083166885e-06
9.31220066273532e-07,0.8815337742515417,0.0008011514746147476,2.6053420229948132e-05,0.00014368354390136297,0.004701544198913075,0.0,0.0,0.000212667369180178,1.6299925008789449e-06,0.0002719460065198488,5.266577991659545e-07,7.309146908185673e-05,5.960501232825563e-12,4.558581625786913e-09,8.940101984164354e-07,8.604522451841373e-06,1.9071255617818735e-05,1.1345911558431692e-08,2.8761567997642404e-08,0.00017578402782526798,2.8054367840017576e-05,3.722022442037302e-08,2.9258027520404377e-10,4.1886089456682453e-10,5.468519290200453e-06,2.711506769136247e-05,0.08631709930555001,4.380551263979467e-07,1.3225300167664417e-06,3.5172926804344906e-10,1.077450934068724e-10,1.1918295317626003e-06,4.294808383486583e-06,3.76,0.0,0.4888645075698926,0.9991796566923613,0.0006662252069340266,2.9470884607534013e-06,0.08674937065551327,1.329392231773905e-05,0.005408724178145003,1.0109737300845458e-05,2.3551127789687873e-06
9.375496259785782e-07,0.881645090150918,0.0008194737933780499,2.6686709396061918e-05,0.00014712947656499143,0.004819421604520645,0.0,0.0,0.00021546413413774972,1.664144719790975e-06,0.00027660126495936187,5.461324368820321e-07,7.381261864815221e-05,6.429601308902532e-12,4.805270060058354e-09,9.22531528783132e-07,8.896929317260145e-06,1.9670243864615394e-05,1.1987649324798728e-08,3.028402332590685e-08,0.00018079323158459737,2.824393738025454e-05,3.842562349677616e-08,3.102092299579884e-10,4.347477924097218e-10,5.657573290259367e-06,2.7917552057822135e-05,0.08684629960688073,4.479124330341494e-07,1.351830605738915e-06,3.7105024902509667e-10,1.1344022301318997e-10,1.2275195817815631e-06,4.442878703385767e-06,3.76,0.0,0.48818774682415567,0.9991625375072429,0.0006843346608206716,3.058174088223154e-06,0.08728820055171732,1.3581496289341055e-05,0.005546026823403143,1.0327358518514761e-05,2.4781218643250825e-06
9.438791856836244e-07,0.8817567946543341,0.0008381638960791289,2.733380316066531e-05,0.00015064818959054514,0.004939801769877575,0.0,0.0,0.00021828458185305498,1.6988513471691275e-06,0.00028130747638543496,5.662348927042979e-07,7.453895042830214e-05,6.93410374997056e-12,5.064528236883661e-09,9.518427690607333e-07,9.198017012211009e-06,2.0285853411167573e-05,1.2663648598325967e-08,3.188221838774178e-08,0.00018593411220226225,2.843334702553312e-05,3.966516190177848e-08,3.2883764753547813e-10,4.5118331157451865e-10,5.852263944568054e-06,2.8740588712158703e-05,0.08737456451429099,4.5797066197637475e-07,1.3817623030410163e-06,3.9137409928771465e-10,1.1942043762584035e-10,1.2641329459583048e-06,4.5953432012834725e-06,3.76,0.0,0.4875087530502597,0.9991450993717294,0.0007028619528239335,3.1728609642425364e-06,0.08782630227251643,1.3874382386824412e-05,0.005686275371600147,1.0549020563887466e-05,2.607078621403015e-06
9.502087453886706e-07,0.8818688967377556,0.0008572284541866893,2.7994983218538917e-05,0.00015424109039157978,0.005062730428339101,0.0,0.0,0.00022112890629312297,1.7341201970269826e-06,0.00028606516813421126,5.869829980917686e-07,7.527060649652817e-05,7.476571102781128e-12,5.336958246057179e-09,9.819631348766844e-07,9.50801438125945e-06,2.0918492024781427e-05,1.337564373364522e-08,3.355969500863321e-08,0.00019120989994700737,2.8622600652445257e-05,4.0939705864262355e-08,3.485189569065073e-10,4.681851255563226e-10,6.052736041679268e-06,2.9584635857444348e-05,0.08790188718704439,4.682336880265534e-07,1.4123376806710124e-06,4.127501170566013e-10,1.2569926201485424e-10,1.3016904069482863e-06,4.752314102361962e-06,3.76,0.0,0.4868274742176402,0.9991273363648039,0.0007218154398019827,3.291249018501075e-06,0.08836367369135056,1.4172664683002046e-05,0.005829523563289059,1.0774788578365172e-05,2.742250407199999e-06
9.565383050937168e-07,0.881981405516781,0.0008766742464103505,2.8670536792038802e-05,0.00015790961163005465,0.0051882540277573205,0.0,0.0,0.000223997305227083,1.7699592346526848e-06,0.00029087488173421146,6.083950432526347e-07,7.600773229494904e-05,8.059743792107055e-12,5.623189219147922e-09,1.0129122572317929e-06,9.827155801010129e-06,2.156857606807674e-05,1.4125452468222172e-08,3.532014941359102e-08,0.0001966238967839776,2.8811702359643453e-05,4.225014216571624e-08,3.6930928809117344e-10,4.857714561025398e-10,6.259137581624863e-06,3.045016050434126e-05,0.08842826062768434,4.787054486605922e-07,1.443569513237381e-06,4.352299016679317e-10,1.3229082791973735e-10,1.3402131523911937e-06,4.913906103698788e-06,3.76,0.0,0.48614385751147604,0.9991092424548843,0.0007412036278107835,3.413440558527702e-06,0.08890031262975415,1.4476428249989263e-05,0.005975825962132445,1.100472853146778e-05,2.8839158043099312e-06
9.62867864798763e-07,0.8820943302482259,0.0008965081599283542,2.9360756733750468e-05,0.00016165521160421367,0.005316419738374216,0.0,0.0,0.00022688998026352874,1.8063765808479117e-06,0.00029573717325312714,6.304897882933294e-07,7.675047670726957e-05,8.686551948476099e-12,5.923878460659921e-09,1.0447101902884599e-06,1.0155681306822147e-05,2.2236530639132974e-05,1.4914979721088268e-08,3.716743836401879e-08,0.00020217947774039155,2.9000656478136388e-05,4.359737862216677e-08,3.912676017434557e-10,5.039610900553035e-10,6.471619836242966e-06,3.133763860036106e-05,0.08895367767922598,4.893899445011751e-07,1.4754707796518235e-06,4.588674557228353e-10,1.392098996575299e-10,1.3797227810733995e-06,5.080236420047598e-06,3.76,0.0,0.4854578493244609,0.9990908114980225,0.0007610351744296774,3.5395403182513783e-06,0.08943621685655585,1.478575915809e-05,0.0061252379634885385,1.1238907222855091e-05,3.03236506216047e-06
9.69197424503809e-07,0.8822076803316967,0.0009167371916090161,3.006594163084663e-05,0.00016547937463984918,0.005447275460670749,0.0,0.0,0.00022980713688734527,1.8433805162733075e-06,0.00030065261365291786,6.532864746329174e-07,7.74989921342072e-05,9.360127986954118e-12,6.239712622483824e-09,1.0773774192686085e-06,1.0493836722272912e-05,2.2922789712491992e-05,1.574622155433795e-08,3.910558550602248e-08,0.00020788009229082426,2.9189467581994714e-05,4.498234457823914e-08,4.144558246508428e-10,5.227733967119116e-10,6.6903374103154115e-06,3.224755515940833e-05,0.08947813102230925,5.002912397722046e-07,1.5080546647657198e-06,4.837192915435858e-10,1.464719007311891e-10,1.4202413091158786e-06,5.251424830198467e-06,3.76,0.0,0.4847693952486436,0.9990720372360855,0.000781318891110924,3.6696555073629564e-06,0.0899713840870691,1.5100744474035412e-05,0.006277815802923257,1.1477392283958032e-05,3.1879005543926537e-06
9.75526984208855e-07,0.8823214653111598,0.0009373684492248406,3.078639591116923e-05,0.0001693836114848647,0.005580869833165168,0.0,0.0,0.00023274898449595922,1.8809794859026564e-06,0.00030562178915342594,6.768048366890618e-07,7.825343457067442e-05,1.0083819982217747e-11,6.571408923088637e-09,1.1109348684617269e-06,1.08418737914233e-05,2.3627796280953222e-05,1.6621269303841445e-08,4.113878793562573e-08,0.00021372926576212245,2.937814049948069e-05,4.6405991413722046e-08,4.389389914066594e-10,5.42228345718982e-10,6.915448303512892e-06,3.3180404391525045e-05,0.09000161317231359,5.114134627336566e-07,1.5413345609459996e-06,5.098445421018272e-10,1.540929414731616e-10,1.461791176184282e-06,5.427593723913579e-06,3.76,0.0,0.4840784400673446,0.9990529132949156,0.0008020637455529277,3.8038958614842303e-06,0.0905058119822738,1.5421472258545553e-05,0.0064336165646393835,1.1720252179200466e-05,3.350837252919226e-06
9.818565439139012e-07,0.8824356948764993,0.0009584091526581501,3.152242995105639e-05,0.00017336945970704355,0.005717252240153358,0.0,0.0,0.00023571573643497174,1.9191821035881286e-06,0.0003106453016047268,7.010651138419938e-07,7.901396368473806e-05,1.0861205887707639e-11,6.919716412939572e-09,1.1454039093434305e-06,1.1200050313937783e-05,2.435200249809258e-05,1.7542313885851107e-08,4.327142298639334e-08,0.00021973060075796278,2.956668032461601e-05,4.7869293063028735e-08,4.647853925224515e-10,5.623465255164835e-10,7.147113973144601e-06,3.41366898327484e-05,0.09052411647643385,5.227608060955724e-07,1.5753240695862353e-06,5.373050765948698e-10,1.6208984775998788e-10,1.5043952517176834e-06,5.608868149433322e-06,3.76,0.0,0.4833849277471569,0.9990334331824691,0.0008232788640968581,3.942373693149832e-06,0.09103949814798865,1.5748031563184323e-05,0.00659269818981374,1.1967556206791983e-05,3.5215032192130296e-06
9.881861036189473e-07,0.882550378865061,0.0009798666350970462,3.227436018493451e-05,0.0001774384840949244,0.0058564728193837,0.0,0.0,0.0002387076100331303,1.957997156738945e-06,0.0003157237688684389,7.260880626830432e-07,7.978074289837504e-05,1.1696108649335444e-11,7.285417287665296e-09,1.1808063688049079e-06,1.1568630283113644e-05,2.509586982143276e-05,1.8511650286412844e-08,4.5508055244992376e-08,0.00022588777860304933,2.9755092429202295e-05,4.937324654796272e-08,4.920667292587182e-10,5.831491623482496e-10,7.385499397708268e-06,3.5116924474989346e-05,0.09104563311071752,5.343375274098722e-07,1.6100370025486273e-06,5.66165620852386e-10,1.7048019083477055e-10,1.5480768411723083e-06,5.7953758615472434e-06,3.76,0.0,0.4826888014300417,0.999013590286934,0.0008449735341463395,4.085203943607256e-06,0.09157244013403483,1.6080512426476934e-05,0.00675511948483294,1.2219374499071342e-05,3.7002401133921346e-06
9.945156633239934e-07,0.8826655272631896,0.0010017483442204573,3.304250921669591e-05,0.00018159227706167553,0.005998582469658728,0.0,0.0,0.00024172482663659505,1.997433611115869e-06,0.00032085782520821726,7.518949695544585e-07,8.055393947004471e-05,1.2592612267037055e-11,7.669328250535398e-09,1.2171645374935904e-06,1.1947884026874042e-05,2.5859869156187676e-05,1.95316822407347e-08,4.785344380023971e-08,0.00023220456080693094,2.9943382475309085e-05,5.0918872524212663e-08,5.208582754635949e-10,6.046581398560455e-10,7.630773141235779e-06,3.612163089583479e-05,0.0915661550770636,5.461479494386252e-07,1.6454873835323725e-06,5.964938827623135e-10,1.7928231827533625e-10,1.5928596922763726e-06,5.987247370223499e-06,3.76,0.0,0.4819900034255268,0.9989933778748323,0.0008671572066098536,4.232504235439918e-06,0.09210463543339051,1.641900586925819e-05,0.0069209401294178016,1.2475778022379545e-05,3.887403721683943e-06
9.999999999999997e-07,0.882781150207746,0.0010210569365170603,3.372145148442657e-05,0.00018526118598281635,0.006124091426590931,0.0,0.0,0.0002443598034101808,2.032113422174282e-06,0.0003253517536442577,7.749064988117979e-07,8.122920790067034e-05,1.3422574472115697e-11,8.017356041050311e-09,1.2494579606072873e-06,1.2285338445986626e-05,2.653849718349812e-05,2.0458438352980636e-08,4.997740827039593e-08,0.00023780985143840035,3.0106434956085932e-05,5.2292605567281775e-08,5.470872413737145e-10,6.23883467154923e-10,7.848996990464947e-06,3.7012372191954174e-05,0.09201635809658765,5.565736189600868e-07,1.6768111719143608e-06,6.240136837465121e-10,1.8725679898969522e-10,1.6325716044096266e-06,6.157937316145032e-06,3.76,0.0,0.4813823144358271,0.9989755604537556,0.00088678140304062,4.3638421086984484e-06,0.09256515783003497,1.6717231207108322e-05,0.007067413299206414,1.2701705613497217e-05,4.056674059330704e-06
1.0008452230290395e-06,0.882781150207746,0.00102406184337098,3.3827205932882014e-05,0.00018583245905185456,0.00614363285835542,0.0,0.0,0.00024476761164245376,2.037500615743914e-06,0.00032604812168966535,7.785076633873815e-07,8.133372457909845e-05,1.355507886042642e-11,8.07230192584671e-09,1.2545011782653607e-06,1.2338088351780396e-05,2.6644480999499763e-05,2.0604927109911725e-08,5.03125497311962e-08,0.00023868479054740433,3.01315564282448e-05,5.250721584201939e-08,5.51239046720853e-10,6.268960192747286e-10,7.883107418428582e-06,3.7151341388171134e-05,0.09208567420018297,5.581964604973631e-07,1.6816894493637654e-06,6.28360682911458e-10,1.8851538614692976e-10,1.6387680012919174e-06,6.184615989789657e-06,3.76,0.0,0.4812884752030171,0.9989727890890954,0.0008898394983654708,4.384394926017787e-06,0.09263608148133656,1.6763603889219018e-05,0.007090220684626228,1.2736838576441349e-05,4.0833645028662664e-06
1.0071747827340856e-06,0.882897257987611,0.0010468148127141719,3.4628785617692057e-05,0.0001901606789509303,0.006291676428855748,0.0,0.0,0.00024783619453143374,2.07820750794577e-06,0.00033129532658990096,8.059485288450253e-07,8.212027341204632e-05,1.458816679791569e-11,8.495228324854949e-09,1.2928395347485778e-06,1.273952669012003e-05,2.7450195585083783e-05,2.1734020962659566e-08,5.289054383987002e-08,0.000245332394173453,3.0319620570026023e-05,5.413934612147618e-08,5.832919771207626e-10,6.498860602465281e-10,8.142678160576312e-06,3.820659808952152e-05,0.09260418212452019,5.704875147719806e-07,1.7186576512032017e-06,6.618400906431438e-10,1.9819939237929913e-10,1.685826419279338e-06,6.387617888656951e-06,3.76,0.0,0.4805841573842289,0.9989518169471266,0.0009130301947474871,4.540999161779646e-06,0.09316677565459351,1.7114399454617857e-05,0.007263022600723886,1.3002628793232833e-05,4.288508154299405e-06
1.0135043424391317e-06,0.8830138610451718,0.0010700150503828803,3.5447590069837076e-05,0.00019457861449743527,0.00644276640787869,0.0,0.0,0.0002509308088997631,2.119563818498384e-06,0.000336600125817016,8.342405197782472e-07,8.291376525070135e-05,1.5696849951933774e-11,8.939036365926086e-09,1.3322033400201803e-06,1.3152489250125634e-05,2.8277513028186374e-05,2.292172386996977e-08,5.559281463408444e-08,0.00025215138272765165,3.050758151336126e-05,5.581635834294318e-08,6.171041039800042e-10,6.736522422729579e-10,8.409665082251022e-06,3.928795311098424e-05,0.09312167031113719,5.830256326077148e-07,1.7564066556641049e-06,6.970095657413378e-10,2.083552114090581e-10,1.7340600583600663e-06,6.5963921395791635e-06,3.76,0.0,0.47987698973575643,0.9989304543388406,0.000936739252054519,4.7024429333506385e-06,0.09369671527044972,1.7471486497122683e-05,0.007439408224911647,1.3273222135312411e-05,4.503236198179607e-06
1.0198339021441778e-06,0.8831309699777896,0.00109367047360516,3.6283967721258526e-05,0.0001990879726976095,0.006596956812704655,0.0,0.0,0.00025405169249012604,2.161579276915244e-06,0.00034196322333967865,8.634071730008909e-07,8.371438356222084e-05,1.6886438146303973e-11,9.404695450619858e-09,1.3726168253940977e-06,1.3577273169383654e-05,2.9126943470765294e-05,2.4170925420866463e-08,5.8424976566048303e-08,0.0002591458534879531,3.069544621616539e-05,5.753937345307701e-08,6.527667608499218e-10,6.982192868233773e-10,8.684251748768479e-06,4.039596866565367e-05,0.09363813003455916,5.958154007686425e-07,1.7949513458386005e-06,7.339501059579307e-10,2.1900463012924016e-10,1.7834944979726382e-06,6.811080770436475e-06,3.76,0.0,0.4791669111617831,0.9989086940246832,0.0009609768000785614,4.868855131498235e-06,0.09422589758588105,1.7834959903748345e-05,0.007619440808898307,1.354869289359186e-05,4.727966588660653e-06
1.026163461849224e-06,0.8832485955392437,0.001117789119814247,3.713827375773099e-05,0.00020369049024238737,0.0067543024582828355,0.0,0.0,0.0002571990872216578,2.204263816856895e-06,0.00034738534162712695,8.934726223924346e-07,8.452231609106499e-05,1.8162598865438374e-11,9.893217097455681e-09,1.41410472932217e-06,1.401418267148922e-05,2.999900722678734e-05,2.548465046771822e-08,6.139287853213914e-08,0.0002663199915287496,3.088322199662149e-05,5.9309538986998026e-08,6.903757791659912e-10,7.23612680119722e-10,8.966625644406962e-06,4.153121719639994e-05,0.09415355237958194,6.088614726660944e-07,1.8343068222246193e-06,7.727464006073402e-10,2.3017038518900141e-10,1.834155791117133e-06,7.0318288155336775e-06,3.76,0.0,0.4784538596969469,0.9988865286336358,0.0009857531446544872,5.040367603929264e-06,0.09475431979666189,1.820491550785308e-05,0.0078031845163067225,1.3829116184523491e-05,4.963134340507111e-06
1.03249302155427e-06,0.8833667486411554,0.0011423791477390187,3.8010870241367714e-05,0.00020838793392656782,0.006914858964211712,0.0,0.0,0.00026037323921892293,2.2476275816722463e-06,0.00035286722209981264,9.244616133356605e-07,8.533775495289149e-05,1.9531380298779173e-11,1.0405656635149112e-08,1.456692306407763e-06,1.4463529226005606e-05,3.089423492753856e-05,2.686606510983911e-08,6.450261263936968e-08,0.00027367807130108577,3.107091654880697e-05,6.112802970713995e-08,7.300316989054481e-10,7.498586966174511e-10,9.25697824137289e-06,4.269428150287702e-05,0.09466792823804258,6.221685685543214e-07,1.8744884035489053e-06,8.134869904602612e-10,2.4187620168746755e-10,1.8860704705827371e-06,7.2587843674011756e-06,3.76,0.0,0.47773777249937377,0.9988639506611983,0.0010110787702294229,5.217115212930079e-06,0.09528197903646782,1.8581450079157317e-05,0.007990704429900998,1.4114567946678583e-05,5.209192179959644e-06
1.0388225812593161e-06,0.8834854403543859,0.00116744883847329,3.890212623504775e-05,0.00021318210107000175,0.007078682761582547,0.0,0.0,0.000263574398839815,2.291680930073285e-06,0.00035840962559095487,9.56399517497241e-07,8.616089673040498e-05,2.0999235797872185e-11,1.0943114957144465e-08,1.5004053365322308e-06,1.4925631711786863e-05,3.181316766683494e-05,2.8318482924400656e-08,6.776052324395741e-08,0.00028122445823187796,3.12585379589016e-05,6.29960482593504e-08,7.718399886346176e-10,7.769844232032752e-10,9.555505069501543e-06,4.388575486762374e-05,0.09518124830555218,6.357414756917065e-07,1.915511627480251e-06,8.562644341762872e-10,2.5414683330676166e-10,1.9392655551529207e-06,7.492098629086204e-06,3.76,0.0,0.47701858584388845,0.9988409524673542,0.0010369643424513947,5.3992358938514e-06,0.0958088723759701,1.896466131274668e-05,0.008182066558621972,1.4405124936691963e-05,5.4666112185098665e-06
1.0451521409643622e-06,0.8836046819104071,0.0011930065965222439,3.9812417928783036e-05,0.00021807481994061712,0.007245831099675307,0.0,0.0,0.0002668028207023193,2.3364344419457844e-06,0.0003640133328192701,9.89312347959312e-07,8.699194257117968e-05,2.2573049827602405e-11,1.1506740339306666e-08,1.545270134094367e-06,1.5400816583722456e-05,3.2756357146016025e-05,2.9845371453970494e-08,7.117321626735227e-08,0.00028896361034197026,3.1446094721994534e-05,6.491482584683418e-08,8.159112753425832e-10,8.050177841307771e-10,9.86240578667995e-06,4.5106241181114866e-05,0.09569350307819172,6.49585048465759e-07,1.9573922512270794e-06,9.011754815232105e-10,2.670081039302918e-10,1.99376855578245e-06,7.731925966920635e-06,3.76,0.0,0.47629623511541685,0.9988175262745198,0.0010634207107766064,5.586870714438705e-06,0.09633499682192193,1.935464781702041e-05,0.00837733784441774,1.4700864724546696e-05,5.735881650299472e-06
1.0514817006694084e-06,0.8837244847026421,0.001219060950824224,4.074212876804317e-05,0.00022306795017909458,0.00741636205249613,0.0,0.0,0.00027005876371007223,2.381898924298664e-06,0.0003696791448731529,1.0232267747103038e-06,8.783109828747264e-05,2.426016549746323e-11,1.209773032267226e-08,1.5913135573629562e-06,1.588941804296329e-05,3.3724365818598325e-05,3.1450358960294674e-08,7.474756879500061e-08,0.00029690007988284156,3.163359575950906e-05,6.688562292255836e-08,8.62361584473493e-10,8.339875667155723e-10,1.0177884249977811e-05,4.6356355065614166e-05,0.09620468284917146,6.637042084800732e-07,2.0001462520133274e-06,9.483212536391181e-10,2.8048695079341395e-10,2.0496074817402057e-06,7.978423963750683e-06,3.76,0.0,0.47557065480259364,0.9987936641654743,0.0010904589110946536,5.780163935008442e-06,0.0968603493162367,1.975150910054549e-05,0.008576586168855538,1.5001865688172318e-05,6.017513473875748e-06
