Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264)
3.7697391567810133e-06,0.08050006338495526,3.76,0.0,0.6398815413007579,0.9998564468901489,4.527099781747214e-05,1.7572551763865792e-05,1.6400690881459876e-07,0.019518124182262595,0.019522355954179012,1.2096019792137939e-12,0.00023761985618019093,7.485504603005309e-09,4.489335085210354e-08,6.065333735622833e-06,0.00011252541737352039,2.403431464737253e-06,1.0900602682261186e-06,1.2573467253077012e-06,0.0003359368291368121,5.831881719392276e-07,1.8961268928195472e-08,1.0903825840513244e-06,6.284226858743325e-07,2.3417448885714114e-08,3.268326919969419e-11,8.736848779138009e-10,1.7871288034757614e-08,3.657202269817951e-08,6.019425333875499e-14,3.0824813887318667e-07,4.8299383579556945e-11,1.3119409185752156e-09,7.629382021081775e-12,1.083535049371358e-11,3.658612430773287e-07,4.024429179410784e-06,5.146066999752686e-07,9.110727455002619e-07,3.620541956861944e-15,3.9714325644128897e-13,5.023868281146428e-07,8.602757686951585e-11,7.000311772836756e-15,3.3757353844514595e-11,2.8140786269372152e-11,2.5757887490710272e-09,6.200331312876206e-13,1.4020011664921784e-18,1.3042910406286103e-15,9.11159327610867e-08,1.3905028150160657e-12,1.7910009515227106e-13,2.0543185297971082e-11,1.4364030938473472e-17,1.2040672195584892e-16,2.626373143009103e-18,7.626146985466973e-08,1.695344522894754e-11,1.7281068301708646e-13,1.735009816149557e-13,4.856836656922633e-16,2.015116917928955e-07,1.6667748730663105e-11,2.2330356934786083e-10,1.1149954450744687e-05,7.201832057954312e-08,3.120347558210831e-11,3.5452041289772487e-15,5.527076081617891e-16,3.057751553262231e-12,1.9827802268100205e-11,2.6386110310251005e-13,1.6356123958583435e-15,2.0663587797341085e-19,2.9154261626660387e-16,5.997852852914753e-15
3.8146857460602535e-06,0.08050352324828068,3.76,0.0,0.6396465576755386,0.9998542198843535,4.608723592101792e-05,1.778550560868941e-05,1.6564951611550278e-07,0.019747188434478306,0.01975152365101137,1.2237986257799466e-12,0.00024164650527791316,7.57378333410326e-09,4.5558529894187096e-08,6.219661476781383e-06,0.00011416563221889994,2.4624588548528124e-06,1.0982877259192056e-06,1.2673596206953446e-06,0.00034151696062197263,5.873172418453151e-07,1.940219177764038e-08,1.1249951417693343e-06,6.457974756811416e-07,2.3611181850586826e-08,3.3537561912207046e-11,8.97241141622959e-10,1.8005360080472286e-08,3.7576670391339605e-08,6.181453513325109e-14,3.130809968201804e-07,4.9551142891670967e-11,1.350029560453261e-09,7.878866809634536e-12,1.1149558144607358e-11,3.657648284881822e-07,4.06266193964815e-06,5.148317893260639e-07,9.426434673233002e-07,3.7200273271854866e-15,4.0559795755331236e-13,5.09223369817001e-07,9.029267852171963e-11,7.253585304585325e-15,3.414885498678761e-11,2.8594588906636907e-11,2.6474882258452845e-09,6.30837202508355e-13,1.4375100389793064e-18,1.3369013252322555e-15,9.28386685313784e-08,1.4203473725189531e-12,1.8281929739431536e-13,2.127211651610265e-11,1.4879858621450002e-17,1.238977749446942e-16,2.7423376911719966e-18,7.772647484137776e-08,1.7222954340388033e-11,1.7899380327279275e-13,1.7645509364749711e-13,4.992415545552061e-16,2.0732045537560198e-07,1.6668030911184932e-11,2.2990866675431647e-10,1.1258017464698158e-05,7.408253928968638e-08,3.149543069879446e-11,3.578196997021138e-15,5.578523742639796e-16,3.0919027840045187e-12,1.998525045917131e-11,2.74262546512892e-13,1.6656329383578317e-15,2.147750529752594e-19,3.045427839095664e-16,6.115215695226185e-15
3.859632335339494e-06,0.08050698237633543,3.76,0.0,0.6394116169906732,0.9998519795109615,4.6911418739056645e-05,1.799841142467038e-05,1.6730888515090558e-07,0.01997616681840432,0.019980606851672293,1.2379899108756174e-12,0.000245703991440694,7.662035776378479e-09,4.6227515211845974e-08,6.376122479928045e-06,0.00011581309917486744,2.522257707595096e-06,1.1065806714332516e-06,1.2774517668690452e-06,0.0003471381655309706,5.914790672316195e-07,1.984945741917945e-08,1.160376067893523e-06,6.634690863285546e-07,2.380650935543998e-08,3.4408751972813886e-11,9.212700855660837e-10,1.8140493600951775e-08,3.8597299984363634e-08,6.346723678149426e-14,3.179440711262517e-07,5.0826613311760706e-11,1.3888800825777e-09,8.134147174507888e-12,1.1470033141063081e-11,3.656689253391186e-07,4.100625957238816e-06,5.150602679554905e-07,9.748891584765192e-07,3.821096586541835e-15,4.141753927911767e-13,5.160816665785071e-07,9.47259570398847e-11,7.513935073301979e-15,3.4542564607042356e-11,2.9051348829899793e-11,2.7203422702248497e-09,6.417397430660247e-13,1.4736819096216825e-18,1.3701224137250065e-15,9.458075347210133e-08,1.4503168519573826e-12,1.8655164078972803e-13,2.2019919065279485e-11,1.540915812193277e-17,1.274584572622833e-16,2.862476743957609e-18,7.920895269322855e-08,1.7494121115923902e-11,1.8534478394640448e-13,1.7943393535866115e-13,5.130697423353479e-16,2.1323802080568206e-07,1.6668387373978632e-11,2.3662695942925545e-10,1.1365289121953647e-05,7.618333533866026e-08,3.1791235703437323e-11,3.6116241597512155e-15,5.63064853373761e-16,3.126394797841636e-12,2.0144389905230278e-11,2.8495415768677924e-13,1.6960838256698556e-15,2.2314112714255714e-19,3.1802591619212695e-16,6.232864190604883e-15
3.904578924618734e-06,0.08051044077321391,3.76,0.0,0.6391767189052884,0.9998497256632985,4.774362500997985e-05,1.8211269672656143e-05,1.6898512654289283e-07,0.02020505933468411,0.020209605565763674,1.2521759404868172e-12,0.00024979254187448255,7.75026192892243e-09,4.69003403477989e-08,6.534725776809303e-06,0.00011746786984981714,2.582832347910311e-06,1.114939476911308e-06,1.2876236446523108e-06,0.00035280076769241524,5.956738378578914e-07,2.030311924756638e-08,1.1965362171073401e-06,6.814401927309318e-07,2.4003441870720027e-08,3.529713198704196e-11,9.457799873622947e-10,1.827669454605212e-08,3.9634021592934484e-08,6.515292414607814e-14,3.228376558620213e-07,5.2126178327319617e-11,1.4285046075462757e-09,8.395323525312882e-12,1.1796874793254083e-11,3.655735411343589e-07,4.138323117757046e-06,5.152921856721292e-07,1.0078144584236614e-06,3.923760691839081e-15,4.228770051249557e-13,5.229620888668122e-07,9.933236319274105e-11,7.781518137135219e-15,3.493850780129141e-11,2.951108866313765e-11,2.794358252657208e-09,6.527420104796362e-13,1.5105286845679782e-18,1.4039645050321262e-15,9.634237767657602e-08,1.480403715727912e-12,1.9029617718800412e-13,2.2786952127406757e-11,1.5952186752369073e-17,1.3108987225059595e-16,2.986916265142391e-18,8.070907862649363e-08,1.776695839285746e-11,1.9186719613806113e-13,1.824377747108557e-13,5.271725136827923e-16,2.1926562416634047e-07,1.666881889699838e-11,2.434589379888661e-10,1.1471764120666175e-05,7.832100138812186e-08,3.2090931655627545e-11,3.6454902239780764e-15,5.683457631284504e-16,3.161225013879007e-12,2.0305234730672992e-11,2.959410970344179e-13,1.7269708649681237e-15,2.3173813371201224e-19,3.32007210108713e-16,6.3507684549119575e-15
3.994472103177214e-06,0.08051735538993253,3.76,0.0,0.6387070491607991,0.9998451771154248,4.943242531520567e-05,1.8636845338545656e-05,1.7238867847955805e-07,0.02066258676561978,0.02066734957261144,1.2805320878128752e-12,0.00025806375075028616,7.926635361073054e-09,4.8257645757916284e-08,6.858395925885315e-06,0.00012079952959674549,2.7063267983997215e-06,1.1318561874409784e-06,1.3082085539094305e-06,0.00036425146827318326,6.041629894118694e-07,2.122984742594917e-08,1.2712380559633321e-06,7.182917087883885e-07,2.440216455101296e-08,3.7126655960977956e-11,9.962764471467676e-10,1.855232301333312e-08,4.175618721526761e-08,6.862556526202828e-14,3.327175423384723e-07,5.479915698496992e-11,1.5101251820450892e-09,8.935774260431047e-12,1.247006368897528e-11,3.6538436004153256e-07,4.212924356587427e-06,5.157665348543452e-07,1.0757219531294315e-06,4.1339178569787364e-15,4.4065857890577095e-13,5.367907947394364e-07,1.0908485330886743e-10,8.339027635974945e-15,3.5737196494879996e-11,3.0439599152357765e-11,2.9459057549308936e-09,6.750508337233732e-13,1.5862897995144124e-18,1.4735537918013548e-15,9.992501399399671e-08,1.5408994851092676e-12,1.9781804384883853e-13,2.4380176120089735e-11,1.7080481865598006e-17,1.385694067311343e-16,3.2492175727686802e-18,8.376298322332935e-08,1.8317696175753788e-11,2.054409398321711e-13,1.8852153316558805e-13,5.562193068951405e-16,2.3165594801540482e-07,1.666991026833606e-11,2.574658664474263e-10,1.1682303424091555e-05,8.270811225058697e-08,3.2702162648405274e-11,3.714557698150995e-15,5.791157815987813e-16,3.2319218995589388e-12,2.0632097769669258e-11,3.188218853895615e-13,1.790077019491981e-15,2.4964129854971106e-19,3.6152716918505565e-16,6.587225140360318e-15
4.084365281735695e-06,0.08052426713164118,3.76,0.0,0.6382375456802337,0.9998405733751309,5.1154276600096165e-05,1.9062236414920794e-05,1.7586109532598385e-07,0.021119770727385793,0.02112475574823168,1.308867052848286e-12,0.00026646197515649793,8.10290362285329e-09,4.96307205489002e-08,7.190746371296851e-06,0.00012416102757994364,2.83297883358352e-06,1.1490409591804398e-06,1.3291183375782912e-06,0.0003758716899124363,6.127862768173411e-07,2.2182813052143746e-08,1.3491893101328382e-06,7.563738897293197e-07,2.4807436607846425e-08,3.9028570241492506e-11,1.0487994457465585e-09,1.8832295097840654e-08,4.394407182611082e-08,7.223716953584665e-14,3.4272304678183886e-07,5.757327147371427e-11,1.59499238456153e-09,9.501056197658522e-12,1.3169952984197753e-11,3.651973471456649e-07,4.286480528140586e-06,5.162552249866761e-07,1.1464011077518866e-06,4.350588841228097e-15,4.589544745513512e-13,5.507124623597225e-07,1.1959172857475025e-10,8.927431999286988e-15,3.6545126660699195e-11,3.138030376600954e-11,3.102190663919637e-09,6.977740454727634e-13,1.6648835116022196e-18,1.5457548386860354e-15,1.0358813739483245e-07,1.6017745530322934e-12,2.0537734429655665e-13,2.6054780925526e-11,1.826688771635997e-17,1.4634557917030214e-16,3.530318011849781e-18,8.688962104239299e-08,1.8875271897286384e-11,2.197449746630937e-13,1.9470857298693122e-13,5.86417690362453e-16,2.4450155217102714e-07,1.667131139155912e-11,2.7193318230774143e-10,1.1889594918299368e-05,8.724620548077375e-08,3.3329460161915126e-11,3.7854371457866986e-15,5.901683114543125e-16,3.304022721279118e-12,2.096595584992981e-11,3.4294733326586994e-13,1.8549995409874208e-15,2.685177031120903e-19,3.932326912542894e-16,6.824348347885436e-15
4.174258460294175e-06,0.08053117603191735,3.76,0.0,0.6377682056729249,0.9998359135667404,5.2909826797960734e-05,1.9487446805735495e-05,1.7940333140498074e-07,0.021576611215986835,0.021581824169179715,1.3371808382127317e-12,0.00027498907947686536,8.279066706219946e-09,5.101984413795385e-08,7.531853341344741e-06,0.00012755278267226894,2.962826692353631e-06,1.1664969942706557e-06,1.3503571001031515e-06,0.00038766409065678017,6.215453306633654e-07,2.316246072246487e-08,1.4304801081677624e-06,7.957089814545368e-07,2.52193471527286e-08,4.100539050713181e-11,1.103420148305053e-09,1.9116662041768938e-08,4.619859922805364e-08,7.599260058859068e-14,3.5285659138467463e-07,6.045181783995073e-11,1.6832107034140315e-09,1.0092034485933025e-11,1.389739851253447e-11,3.650125661265354e-07,4.359006337357463e-06,5.167586399040069e-07,1.219885501013754e-06,4.5738655869326796e-15,4.777767198536563e-13,5.647300745212249e-07,1.3089618166760374e-10,9.548100776788534e-15,3.736250811988139e-11,3.2333387887196324e-11,3.263273694938425e-09,7.209222776885622e-13,1.7464030093340436e-18,1.6206560127990837e-15,1.0733333976165969e-07,1.6629690134949567e-12,2.1296656146033243e-13,2.7813857247557734e-11,1.9513618474500575e-17,1.5442789787721227e-16,3.831351813957974e-18,9.009044984799663e-08,1.9439791015331636e-11,2.3481038076266617e-13,2.010011492040447e-13,6.17804657372056e-16,2.5781275425207466e-07,1.6673028758859978e-11,2.8686446180588225e-10,1.2093599725088915e-05,9.193760768759942e-08,3.3973167202008665e-11,3.858167018912097e-15,6.015093476534248e-16,3.377556258100313e-12,2.1306927745500526e-11,3.683607971683346e-13,1.9217879990952475e-15,2.8840123370586274e-19,4.272608948306666e-16,7.061902320068481e-15
4.2641516388526554e-06,0.08053808212474005,3.76,0.0,0.637299026318375,0.9998311968041727,5.469973231185054e-05,1.9912480509099495e-05,1.8301637213182842e-07,0.022033108223269635,0.022038554911875854,1.3654734480013295e-12,0.0002836469499140761,8.455124602793462e-09,5.242530105915606e-08,7.881794873702149e-06,0.00013097521665617363,3.0959102159577314e-06,1.1842275960177699e-06,1.3719290623718067e-06,0.00039963136006844154,6.304418322328053e-07,2.4169243076091012e-08,1.5152020824831875e-06,8.363196171514902e-07,2.5637987721864937e-08,4.3059714444299426e-11,1.1602120429241125e-09,1.94054767246415e-08,4.852071280674072e-08,7.989688022370976e-14,3.631206313640211e-07,6.343819913217744e-11,1.77488811575786e-09,1.0709603149971312e-11,1.4653284610671155e-11,3.648300825965248e-07,4.4305163253178356e-06,5.172771625023696e-07,1.2962071245060732e-06,4.803841995391321e-15,4.971375822976278e-13,5.788466207530944e-07,1.4304305428995097e-10,1.0202456760044688e-14,3.818955527155323e-11,3.32990389663647e-11,3.4292163582262793e-09,7.445064294583164e-13,1.830944469359488e-18,1.6983484938866165e-15,1.1116224559213658e-07,1.7244232677500086e-12,2.2057822457175174e-13,2.9660597405613564e-11,2.0822961116179798e-17,1.6282618781808146e-16,4.153514071078609e-18,9.336695355529039e-08,2.0011360281744884e-11,2.506694221132443e-13,2.0740157069627563e-13,6.504184817498657e-16,2.716000676015941e-07,1.6675068992392327e-11,3.022631294283815e-10,1.2294280556296963e-05,9.67846376159703e-08,3.463363348047972e-11,3.932786517015607e-15,6.131450016156294e-16,3.4525517196133014e-12,2.165513478904513e-11,3.9510659451831026e-13,1.9904934360864933e-15,3.093265277183274e-19,4.63756340790236e-16,7.29965323510525e-15
4.354044817411136e-06,0.08054498544446594,3.76,0.0,0.6368300047652702,0.9998264221906182,5.652465830906925e-05,2.0337341616990747e-05,1.8670123417894905e-07,0.02248926173686033,0.022494948052590464,1.393744885860055e-12,0.0002924374951661337,8.63107730385916e-09,5.384738107943516e-08,8.240650844015413e-06,0.00013442875437623695,3.2322708410538712e-06,1.2022361693963165e-06,1.3938385625744036e-06,0.0004117762202275283,6.394775138135028e-07,2.520362097265788e-08,1.6034483965674024e-06,8.782288245852934e-07,2.6063452301051555e-08,4.5194224527687816e-11,1.2192510228945834e-09,1.9698793670753827e-08,5.0911375886072896e-08,8.395519401759656e-14,3.7351765631318465e-07,6.65359289274501e-11,1.8701361919050235e-09,1.135468601408397e-11,1.543852496655468e-11,3.646499642449783e-07,4.501024872404242e-06,5.178111771385963e-07,1.3753963746037259e-06,5.040613962801708e-15,5.170495762024198e-13,5.930650962082072e-07,1.5607887275731033e-10,1.0891977930553647e-14,3.9026487351337276e-11,3.4277446596125133e-11,3.6000809701355615e-09,7.685376752216857e-13,1.9186071400601668e-18,1.778926379362132e-15,1.1507651264914013e-07,1.786078105811127e-12,2.2820491885761935e-13,3.159829872939539e-11,2.219727785489356e-17,1.7155060004022886e-16,4.498063757135638e-18,9.672064297023886e-08,2.0590087785868704e-11,2.6735558989352264e-13,2.1391220247094692e-13,6.84298762100876e-16,2.8587420468336094e-07,1.6677438847510423e-11,3.181324603502409e-10,1.2491601723845654e-05,1.0178960531377493e-07,3.531121561319748e-11,4.0093356078308555e-15,6.250815045954312e-16,3.5290389299724713e-12,2.2010700967044408e-11,4.2323003018554797e-13,2.0611684236199543e-15,3.3132899435782286e-19,5.0287139525367e-16,7.53736948906869e-15
4.443937995969616e-06,0.08055188602587002,3.76,0.0,0.6363611381305224,0.9998215888182234,5.838527900793432e-05,2.0762034315656608e-05,1.9045896564811573e-07,0.022945071740101915,0.022951003667427496,1.4219951553861046e-12,0.00030136264708570783,8.806924800374028e-09,5.528637931613241e-08,8.60850299448824e-06,0.00013791382388537518,3.371951595051092e-06,1.2205262214117365e-06,1.416090056895905e-06,0.0004241014267091815,6.486541589356954e-07,2.626606367473977e-08,1.6953137720531518e-06,9.214600333564178e-07,2.64958373477167e-08,4.7411690936041634e-11,1.28061546868696e-09,1.9996669054298062e-08,5.337157208742584e-08,8.81728968857683e-14,3.840501915280767e-07,6.974863502657447e-11,1.9690702017637263e-09,1.2028237633501828e-11,1.6254063483968004e-11,3.6447228095391166e-07,4.570546201390461e-06,5.183610713354675e-07,1.4574820458869185e-06,5.284279416654816e-15,5.37525470103299e-13,6.073885005817978e-07,1.7005188283085703e-10,1.1618199507198316e-14,3.987352872196369e-11,3.5268802583300896e-11,3.775930664539777e-09,7.930274731285951e-13,2.0094934492379e-18,1.8624867800035477e-15,1.190778326112319e-07,1.8478747836902034e-12,2.358392948485473e-13,3.36303669783618e-11,2.3639008590622148e-17,1.806116212785272e-16,4.866326848690169e-18,1.0015305651930231e-07,2.117608299639767e-11,2.849036466949731e-13,2.20535468347064e-13,7.1948646850632395e-16,3.006460804869723e-07,1.6680145216689772e-11,3.34475583088437e-10,1.2685529148211269e-05,1.069548113409879e-07,3.6006277312722025e-11,4.08785504911527e-15,6.373252110488447e-16,3.6070482932734237e-12,2.2373752972620323e-11,4.527774232612909e-13,2.1338671190830267e-15,3.544448355825621e-19,5.447665989339785e-16,7.774821973230023e-15
4.623724353086576e-06,0.08056567911492503,3.76,0.0,0.6354238579192919,0.9998117421084358,6.221634830896812e-05,2.1610931707307092e-05,1.9819738757069415e-07,0.023855661127116547,0.02386210262294111,1.4784322033263138e-12,0.00031962461794345087,9.158304141973853e-09,5.821633839483256e-08,9.371532310060695e-06,0.00014498028735114945,3.6614535424262776e-06,1.2579653014366136e-06,1.46163744639421e-06,0.00044930407409789707,6.674377314050496e-07,2.8477063679223287e-08,1.8902885468466421e-06,1.0119842260690027e-06,2.7381767156876525e-08,5.210703005700025e-11,1.410647220675233e-09,2.060632810604834e-08,5.8504602030882403e-08,9.710877049667134e-14,4.0553208024412e-07,7.653408158857078e-11,2.1784762626781544e-09,1.3464724714226023e-11,1.7979967079274175e-11,3.641245106459837e-07,4.706683326049378e-06,5.195100713983279e-07,1.6304497937777838e-06,5.792692873228091e-15,5.802213477591942e-13,6.363621112967707e-07,2.0101126244964784e-10,1.3187183696353565e-14,4.1598863864457746e-11,3.729113834161119e-11,4.14284199436764e-09,8.434300286779858e-13,2.201363231440351e-18,2.0389592485986667e-15,1.2734857147268445e-07,1.971661455052023e-12,2.5110207455674347e-13,3.799179033803234e-11,2.6734875041756693e-17,1.9978717597826025e-16,5.679652264859749e-18,1.0726035228573091e-07,2.2370321546858845e-11,3.227311165932399e-13,2.3412990598279217e-13,7.939551858829899e-16,3.317277414535131e-07,1.668659577522845e-11,3.6859500246914716e-10,1.3063074530468065e-05,1.1777508874040339e-07,3.745033090326277e-11,4.250972093731187e-15,6.627602883616922e-16,3.767758119249429e-12,2.3122835161384816e-11,5.163345929820569e-13,2.285560527770835e-15,4.0416554147237095e-19,6.375827815113752e-16,8.248033273679806e-15
4.803510710203536e-06,0.08057946167867715,3.76,0.0,0.6344871619479445,0.9998016491790453,6.619852592780087e-05,2.245920809639626e-05,2.062406589050516e-07,0.024764876162917705,0.024771852383184873,1.534784618620864e-12,0.00033844880551047466,9.509262548894018e-09,6.12176509476119e-08,1.0171575222066197e-05,0.00015217810105357566,3.964792026743054e-06,1.2965749461158758e-06,1.5086092656939174e-06,0.00047526205396721677,6.868078514341416e-07,3.080617240331709e-08,2.1009164082901353e-06,1.1080879548129455e-06,2.829659906692887e-08,5.716976390792315e-11,1.5509873954842385e-09,2.1234936457580308e-08,6.392809202695273e-08,1.067509518850352e-13,4.275872650274271e-07,8.38259946162168e-11,2.4041068015988625e-09,1.5027352904707936e-11,1.983918631285898e-11,3.6378737855174654e-07,4.839038446782607e-06,5.207273727629967e-07,1.8153085112738246e-06,6.329907876462704e-15,6.253327319400117e-13,6.657915001962563e-07,2.3634288739247445e-10,1.4922918194813725e-14,4.3367467746977936e-11,3.9367627695876847e-11,4.530472231924545e-09,8.95811773477822e-13,2.407440958662351e-18,2.2286069935294385e-15,1.3598869971125786e-07,2.095325523046836e-12,2.6630942114234383e-13,4.2774419493032884e-11,3.013173170399134e-17,2.2044385254182381e-16,6.605569260584552e-18,1.1470172924736501e-07,2.359498083763319e-11,3.6445719214699394e-13,2.4820554494015337e-13,8.741816896171865e-16,3.6493655621873597e-07,1.669447869385895e-11,4.0464359886263857e-10,1.3426676486410753e-05,1.2926365547142347e-07,3.8968853275282166e-11,4.422480339810519e-15,6.895036618676652e-16,3.934936749000901e-12,2.3903451514881947e-11,5.861700180483047e-13,2.4460408121573662e-15,4.587949581227396e-19,7.436677815146988e-16,8.717514201917195e-15
4.983297067320496e-06,0.08059323401130727,3.76,0.0,0.6335510259093318,0.9997913023371175,7.033756101201554e-05,2.3306900481091728e-05,2.1459831753171356e-07,0.02567271655329153,0.025680253548921478,1.5910524265611935e-12,0.00035785156591480353,9.859799937577288e-09,6.429288323690484e-08,1.1009355960444135e-05,0.00015951081936800348,4.282368453479365e-06,1.3363869223192224e-06,1.557045482005914e-06,0.0005019987172030189,7.067806562279783e-07,3.325746579509385e-08,2.3280141277995463e-06,1.2099739026960869e-06,2.9241195970336856e-08,6.262553046515659e-11,1.7023616568316894e-09,2.1883003428160228e-08,6.965068150927702e-08,1.171489932121869e-13,4.5023737195460505e-07,9.165791527210016e-11,2.6470291640333042e-09,1.6724967825613034e-11,2.18404577226315e-11,3.6346153316830804e-07,4.9677199885432335e-06,5.220163035750507e-07,2.012230475042269e-06,6.896784999638885e-15,6.729716906445955e-13,6.957007176533955e-07,2.7649824695721543e-10,1.6839971523399132e-14,4.5181345847171946e-11,4.1499892119665616e-11,4.939357152198332e-09,9.502755080213702e-13,2.628671850673302e-18,2.4323261785262683e-15,1.4501304221530513e-07,2.2184214626002268e-12,2.814058102632682e-13,4.800978108469978e-11,3.385216442248097e-17,2.4267871333725473e-16,7.65746051906365e-18,1.2249056598761264e-07,2.4850990489219908e-11,4.104107778089803e-13,2.627841527114137e-13,9.605482411174522e-16,4.003675055510323e-07,1.6703854437396002e-11,4.426414473131132e-10,1.3776120892959084e-05,1.41438496988442e-07,4.0565029613934376e-11,4.602736522755962e-15,7.176109502464222e-16,4.108850127357711e-12,2.471671972128342e-11,6.626937236387241e-13,2.615804294196429e-15,5.18653554448083e-19,8.646418331433642e-16,9.181548184539456e-15
5.163083424437456e-06,0.08060699641449191,3.76,0.0,0.6326154248946554,0.9997806936822308,7.463937559292845e-05,2.415404750462813e-05,2.2328042729186523e-07,0.02657918192890896,0.026587306716075284,1.6472356510137307e-12,0.00037784968986943044,1.0209916219815689e-08,6.744469927987914e-08,1.188563163893584e-05,0.00016698206136156926,4.614609812603247e-06,1.3774346698452019e-06,1.606988020759547e-06,0.0005295380457443485,7.273731280474256e-07,3.583517276138164e-08,2.5724262242344413e-06,1.3178519397036002e-06,3.021646252828352e-08,6.850168470028827e-11,1.8655444071255016e-09,2.255106531319797e-08,7.568137389524632e-08,1.283557632589177e-13,4.7350473065261374e-07,1.0006561036655243e-10,2.9083818218630644e-09,1.8567008271042464e-11,2.399309829690606e-11,3.6314766772727e-07,5.092834153602945e-06,5.233803290820812e-07,2.221362080976222e-06,7.494221290195636e-15,7.232550940095781e-13,7.261137824961852e-07,3.2195979227581885e-10,1.8954051692913464e-14,4.704260963038698e-11,4.368959538948602e-11,5.370046869171384e-09,1.0069294692105592e-12,2.8660631535229634e-18,2.651071784352579e-15,1.5443703526176366e-07,2.3405182149761324e-12,2.963376002975053e-13,5.3731508370477475e-11,3.7920268152258444e-17,2.6659526944168004e-16,8.85014484107753e-18,1.306407556723929e-07,2.6139306145503855e-11,4.609460958604305e-13,2.778886857799118e-13,1.053464110514647e-15,4.3811917157428116e-07,1.6714786036060402e-11,4.82606612985001e-10,1.411121979277945e-05,1.5431737574624593e-07,4.224217778609699e-11,4.792112151251329e-15,7.471400757552718e-16,4.289775115461627e-12,2.5563807179614865e-11,7.463348866517976e-13,2.7953785581265716e-15,5.840767692413859e-19,1.0022975317118958e-15,9.638482443506928e-15
5.342869781554416e-06,0.08062074919814904,3.76,0.0,0.6316803333619241,0.9997698150960476,7.911007418760503e-05,2.5000689523086748e-05,2.322975887113861e-07,0.02748427184291516,0.027493012474787373,1.7033343145063704e-12,0.0003984604243573583,1.0559611303045914e-08,7.067586517684091e-08,1.2801193365903679e-05,0.00017459551498490248,4.9619689278367615e-06,1.4197533218447643e-06,1.658480795952327e-06,0.0005579046848208686,7.486031060205195e-07,3.8543681762637594e-08,2.8350259844886522e-06,1.4319393981979054e-06,3.1223346061600715e-08,7.482741760418062e-11,2.0413621819091844e-09,2.3239685689026343e-08,8.202955149696604e-08,1.4042767772963098e-13,4.974124204793112e-07,1.0908722224643482e-10,3.18937899193279e-09,2.0563544872476844e-11,2.630704301576708e-11,3.628465234350058e-07,5.214485021811526e-06,5.248230666372549e-07,2.442823901060034e-06,8.12315178094676e-15,7.763048731016896e-13,7.570546476386408e-07,3.732421227059681e-10,2.1282092331744183e-14,4.8953485587956126e-11,4.593844586445382e-11,5.823106313731735e-09,1.0658876618941561e-12,3.120688381637097e-18,2.885861632151824e-15,1.6427675181025026e-07,2.4612013046916073e-12,3.110532819678769e-13,5.997548256859315e-11,4.2361748164325325e-17,2.9230389773417107e-16,1.0200023036342391e-17,1.3916673118740773e-07,2.7460910774175134e-11,5.164445999578182e-13,2.9354338784052953e-13,1.1533675300031845e-15,4.782938705973367e-07,1.6727339217992495e-11,5.245552912341687e-10,1.4431811393996416e-05,1.6791780934317657e-07,4.4003755128729116e-11,4.9909942613382744e-15,7.781513818365015e-16,4.478000037438201e-12,2.6445933297182876e-11,8.375429550792528e-13,2.985324688660903e-15,6.554158862113218e-19,1.158616233928254e-15,1.0086734911292049e-14
