Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584)
1.1164626937335374e-07,0.3599452662145982,3.76,0.0,0.6714772039852244,0.9999719518747843,9.584546821010935e-06,0.00044706688346466485,4.562516946297986e-06,0.014041960915253752,0.014047098868888563,3.669769562571368e-10,0.00010206081769120249,1.5050877165912147e-06,2.4916529401956894e-06,2.012217737808408e-06,1.569842020186565e-05,2.7952600883250617e-08,1.6265472362047224e-06,3.817564668858226e-05,0.00013645010352845605,1.210007220036016e-06,2.4109995136683344e-07,2.2324012114075792e-07,9.260886698382261e-07,8.604161229468793e-07,1.3704289678666695e-09,8.911497910050573e-10,3.789429311848087e-10,4.757609385299217e-10,2.9526885961662197e-15,3.2449159623051867e-09,2.469086157127465e-09,4.039869351414353e-10,4.7756319723331804e-14,8.891684658712106e-14,3.994530471175575e-05,2.613065799571971e-07,3.220837587500675e-05,2.2133689831352182e-08,3.2123360952544605e-15,1.3626295987194838e-12,4.0050295038036434e-06,7.623452959608767e-10,2.5707245583190297e-12,1.0526836576352915e-09,2.716138979785592e-11,1.1629346907717128e-09,1.5423616831718813e-12,1.154036479881112e-16,8.256186319036256e-15,2.312339915905505e-06,4.268151809714073e-11,7.847287362216789e-12,1.472830818435919e-11,2.6119765682471255e-16,4.493344324974524e-18,5.682991360210164e-17,2.0336617398888443e-07,7.433538840855209e-11,2.3944435215403418e-12,1.8878216056946056e-13,1.0391312544081881e-13,4.733895200947507e-08,1.2589417223152718e-07,7.549484773410868e-10,0.00043735137310631976,3.769721209236734e-07,1.1382175563017935e-07,1.935460262339767e-13,1.2931389589065975e-13,5.233231557962071e-09,6.125584802847457e-08,5.43768027630896e-13,4.186124900706564e-11,2.12316458783795e-17,1.434873947840441e-13,2.854345745039937e-12,4.786687094768046e-16,1.9015995911213407e-14,2.811501257971008e-09,7.035282768231052e-12,3.484251900343856e-13,9.536155543209843e-12,1.9900991683064025e-12,5.698696903083908e-13
1.1417461352346463e-07,0.3599672207474262,3.76,0.0,0.671144371525273,0.9999708951152934,1.0216905925411734e-05,0.0004572558383225106,4.7594366003482156e-06,0.014356331888533599,0.014361714440211167,3.7520518234816907e-10,0.00010791620301803648,1.5480166960186343e-06,2.597687107991832e-06,2.1510615154864043e-06,1.6128871035518946e-05,2.9320806649049907e-08,1.6845443753483877e-06,3.9624102494454336e-05,0.00014377353637735568,1.2510719202213695e-06,2.550414850555582e-07,2.346583744075275e-07,9.834433940530571e-07,8.945307318050026e-07,1.4866695050411063e-09,9.83140476762999e-10,3.925198119591864e-10,5.146522621931107e-10,3.2586264690075397e-15,3.421702230474287e-09,2.640897112944475e-09,4.383351326778891e-10,5.3252906217673476e-14,9.651586509824486e-14,4.08044663013808e-05,2.730435953597137e-07,3.2751578929735875e-05,2.3658002964933637e-08,3.476324708390571e-15,1.4051349677756525e-12,4.123914766629922e-06,8.142564521137111e-10,2.8631410950507947e-12,1.0722457288189731e-09,2.855625340700888e-11,1.246863471882884e-09,1.6213445338532778e-12,1.2641946963193199e-16,9.058807000664066e-15,2.3713130194102324e-06,4.553570948326735e-11,8.337401829393837e-12,1.613699433759632e-11,2.8887872033294886e-16,4.876495489973596e-18,6.581956872421435e-17,2.0632085386967677e-07,7.802034311330377e-11,2.6373975516495095e-12,2.0235668641038562e-13,1.1048081444553884e-13,4.8830910243178884e-08,1.2584592344557762e-07,8.084563791695055e-10,0.00044712142020511027,4.0713588406208183e-07,1.1382672429143551e-07,1.9353401515562491e-13,1.293105778728885e-13,5.242354427874243e-09,6.160248055686028e-08,6.006233520235327e-13,4.3504132930319035e-11,2.3246340162889437e-17,1.566657854762346e-13,2.9842612005818868e-12,5.170281998892465e-16,2.0768713259879586e-14,2.8615508243265784e-09,7.750180500863056e-12,3.641878690672617e-13,1.036991115057708e-11,2.210054918818826e-12,6.265008209717652e-13
1.1670295767357551e-07,0.3599891819579423,3.76,0.0,0.6708114426515567,0.9999698136625678,1.0876045183305001e-05,0.0004674460723098226,4.960863671827162e-06,0.014670541265382168,0.014676175083171383,3.8342920474396735e-10,0.0001139868685903278,1.590973024400472e-06,2.7049159118363658e-06,2.2956448007515503e-06,1.6564051783194817e-05,3.0727604746633446e-08,1.7436775426838783e-06,4.110310529182867e-05,0.00015135174540595523,1.29294788330517e-06,2.6954883701454625e-07,2.46478407098015e-07,1.043072865951498e-06,9.293973703217168e-07,1.6106287721407225e-09,1.0826046762927474e-09,4.06362278797663e-10,5.559998637221186e-10,3.589487144446819e-15,3.6049378088555106e-09,2.8215407196170258e-09,4.748199042889935e-10,5.92623175710101e-14,1.0458915072099243e-13,4.16616772881486e-05,2.850290716508809e-07,3.3288141845328306e-05,2.525034383722336e-08,3.7570967500895184e-15,1.4492315918925328e-12,4.243991705192443e-06,8.684325066957905e-10,3.181929484527972e-12,1.091634767597809e-09,2.9993970377435136e-11,1.3349168649564872e-09,1.7025647202055613e-12,1.3827061346759195e-16,9.923300015911848e-15,2.4303898096750004e-06,4.850841132817045e-11,8.846115373119587e-12,1.7649270191902012e-11,3.18810104481352e-16,5.283517492891478e-18,7.601387758873946e-17,2.0934425144960078e-07,8.180476387916879e-11,2.8988980029528144e-12,2.1660253289894108e-13,1.1727285843305815e-13,5.034376983752904e-08,1.2579787881090885e-07,8.644608696477868e-10,0.0004568846302625719,4.3906976282309877e-07,1.1383380781142186e-07,1.9352537733443974e-13,1.293096338740755e-13,5.2516735297494e-09,6.195765760429496e-08,6.619610116441891e-13,4.518373968633369e-11,2.54131186067063e-17,1.7079071960642181e-13,3.116998663243602e-12,5.575059015795318e-16,2.2641757134078117e-14,2.910978634549649e-09,8.518762060671201e-12,3.802885563908696e-13,1.1256341297483015e-11,2.448713143552902e-12,6.875387973522746e-13
1.1923130182368641e-07,0.36001115017486335,3.76,0.0,0.6704784123914573,0.9999687070995813,1.1562560319931038e-05,0.0004776374969394183,5.166852930140006e-06,0.014984588939170262,0.01499048077198657,3.916490222833093e-10,0.00012027713519338611,1.6339523017675885e-06,2.81329046285626e-06,2.446030943088855e-06,1.7004033927971237e-05,3.217350932248506e-08,1.8039596975539115e-06,4.261301974585841e-05,0.00015918970789203588,1.3356443518270047e-06,2.846373023693829e-07,2.5871100735899757e-07,1.1050298715331224e-06,9.650255748888064e-07,1.7427206673749358e-09,1.1900142758463547e-09,4.204733314567138e-10,5.999243739431885e-10,3.9468458959668395e-15,3.7947903290689486e-09,3.0113923154240396e-09,5.135371492423959e-10,6.582236566941641e-14,1.1315796785294755e-13,4.251694156283864e-05,2.9726250667657317e-07,3.381815473105432e-05,2.691216126637169e-08,4.055482831716821e-15,1.4949593965154603e-12,4.365256918068569e-06,9.249185508714025e-10,3.528920612844364e-12,1.11085398631813e-09,3.1475150940645283e-11,1.4272107006741285e-09,1.7860448841923022e-12,1.5100623017299781e-16,1.085335633484938e-14,2.489572485710272e-06,5.16015291747689e-11,9.373685911844132e-12,1.927090203341086e-11,3.5112687998715406e-16,5.715480128528834e-18,8.754798691966705e-17,2.1243785149519929e-07,8.568945632925123e-11,3.1799639301061604e-12,2.3153898470204927e-13,1.2429092655067365e-13,5.187800716420669e-08,1.2575004136241606e-07,9.230213560437227e-10,0.00046664092704378683,4.728439385525469e-07,1.1384305667731412e-07,1.9352019741115698e-13,1.2931112043839722e-13,5.261186759860755e-09,6.232148122784938e-08,7.280265702415613e-13,4.690071778990347e-11,2.7740278706556155e-17,1.8591313756233163e-13,3.252553320694691e-12,6.001722924825486e-16,2.4640805502388623e-14,2.959793119619829e-09,9.343749134695082e-12,3.967265002269932e-13,1.2197670567371011e-11,2.7072252639243384e-12,7.532374484041611e-13
1.217596459737973e-07,0.36003312573047175,3.76,0.0,0.6701452757178694,0.9999675750064939,1.2277053892935251e-05,0.0004878300247798428,5.377459973926956e-06,0.015298474799237642,0.015304631478864562,3.9986463378151397e-10,0.00012679137221003326,1.676950552918778e-06,2.9227641661936606e-06,2.602280748368094e-06,1.7448887853826496e-05,3.365904379622049e-08,1.8654039214106275e-06,4.4154214181812305e-05,0.00016729245738782153,1.379170655128829e-06,3.0032241415653105e-07,2.7136724661655093e-07,1.1693684947794622e-06,1.0014249894725222e-06,1.8833785978050143e-09,1.3058652392910984e-09,4.34855997453063e-10,6.465514908623253e-10,4.332358302127834e-15,3.9914330327582505e-09,3.210844822490141e-09,5.545866870517014e-10,7.297300897880218e-14,1.222444455632991e-13,4.337026300808614e-05,3.097434085780408e-07,3.434170662972585e-05,2.8644901543852923e-08,4.372348686657141e-15,1.5423588865573514e-12,4.4877070294749934e-06,9.837594932019036e-10,3.9060423947201756e-12,1.129906567871726e-09,3.300041178387047e-11,1.5238620765594687e-09,1.871808149967402e-12,1.646776830971479e-16,1.1852834697227882e-14,2.5488632244381022e-06,5.4816940688742704e-11,9.920367682789107e-12,2.1007919706465012e-11,3.859703001534845e-16,6.1734967450376265e-18,1.00569662516161e-16,2.15603154830422e-07,8.967523636202332e-11,3.481657498556635e-12,2.4718553939285276e-13,1.3153683164018116e-13,5.343410823580028e-08,1.2570241415132806e-07,9.84197437250361e-10,0.00047639023255130345,5.085302715059227e-07,1.1385452213417504e-07,1.935185602740517e-13,1.2931509489291066e-13,5.2708922485805424e-09,6.269405504500623e-08,7.990738643264115e-13,4.8655726122620683e-11,3.023640158648662e-17,2.0208592709853825e-13,3.390920324320782e-12,6.450992452306961e-16,2.677170233645701e-14,3.008002609007819e-09,1.0227951133881167e-11,4.1350094218869457e-13,1.3196186616092813e-11,2.986790360976102e-12,8.238606741349374e-13
1.242879901239082e-07,0.3600551089606518,3.76,0.0,0.6698120275486978,0.9999664169604959,1.3020135392337536e-05,0.0004980235694389244,5.592741209749612e-06,0.015612198730840646,0.015618627173981676,4.0807603803230146e-10,0.00013353399807424112,1.7199641863388493e-06,3.033292664720472e-06,2.7644526012221575e-06,1.7898682920544968e-05,3.518474080180324e-08,1.928023419946323e-06,4.5727060679080546e-05,0.000175665084235296,1.4235362113547583e-06,3.1661994518860284e-07,2.8445848502773827e-07,1.2361441483176418e-06,1.038605368558237e-06,2.033056258002739e-09,1.4306786988128826e-09,4.495133325503496e-10,6.960121870077642e-10,4.747763882429483e-15,4.195045008166651e-09,3.420309487035496e-09,5.980724605969323e-10,8.075644485370355e-14,1.3187162259815838e-13,4.4221645498774226e-05,3.224712959946507e-07,3.4858885534690915e-05,3.045000841025996e-08,4.708596615583074e-15,1.5914711568174973e-12,4.611338689515476e-06,1.045000062056209e-09,4.315323982404179e-12,1.1487956659836632e-09,3.4570376096750205e-11,1.6249893701599084e-09,1.9598781351305384e-12,1.7933862576440693e-16,1.2925767513125798e-14,2.6082641833052824e-06,5.815649596004829e-11,1.0486411287436518e-11,2.2866628965731455e-11,4.234880829763084e-16,6.658726506833168e-18,1.152402812667056e-16,2.1884167939998224e-07,9.376293021516221e-11,3.805086063826896e-12,2.6356190886016855e-13,1.3901254740712092e-13,5.5012568805608264e-08,1.2565500024950562e-07,1.0480489066274937e-09,0.0004861324670008862,5.462023237866099e-07,1.1386825621079393e-07,1.9352055138546054e-13,1.2932161539291066e-13,5.280788356586121e-09,6.307548425446614e-08,8.753651751368762e-13,5.0449434360068154e-11,3.291035807352264e-17,2.19363976719116e-13,3.532094788126699e-12,6.923600727624543e-16,2.9040460881952665e-14,3.0556153322767265e-09,1.1174268521674646e-11,4.306111170989356e-13,1.4254241961523956e-11,3.2886565186726445e-12,8.996827230001538e-13
1.268163342740191e-07,0.360077100204928,3.76,0.0,0.6694786627463513,0.9999652325356578,1.3792421337759053e-05,0.0005082180455475489,5.812753835617841e-06,0.015925760615099347,0.01593246782546059,4.162832338097463e-10,0.00014050948073657875,1.7629899570898206e-06,3.1448337798339647e-06,2.932602584328951e-06,1.8353487536834517e-05,3.675114213627074e-08,1.9918315252378367e-06,4.733193516094807e-05,0.00018431273609105002,1.4687505293998434e-06,3.3354591007777e-07,2.9799637693992867e-07,1.3054136033783225e-06,1.076576579952603e-06,2.1922284290720202e-09,1.5650020858363794e-09,4.6444842124958285e-10,7.484429243865558e-10,5.1948898671906276e-15,4.405811436260405e-09,3.6402166374256563e-09,6.44102746199677e-10,8.921720491422596e-14,1.4206349392789884e-13,4.507109290243932e-05,3.354456982711529e-07,3.5369778406628285e-05,3.2328923030391214e-08,5.065166985449367e-15,1.6423379018652223e-12,4.736148574437891e-06,1.1086848080776323e-09,4.758900143489558e-12,1.1675244055285144e-09,3.618567361905311e-11,1.730712252324136e-09,2.050278962310198e-12,1.9504508164324125e-16,1.407636693596422e-14,2.6677775028441065e-06,6.162201780178611e-11,1.1072063736627114e-11,2.4853624383407883e-11,4.638347073818757e-16,7.172376734859227e-18,1.3173589168473757e-16,2.2215496116752153e-07,9.795337453108222e-11,4.151404355963991e-12,2.806880208051199e-13,1.4672022510463629e-13,5.6613894473570575e-08,1.2560780275415668e-07,1.1146357548522254e-09,0.0004958675487970046,5.859353825359244e-07,1.1388431174727013e-07,1.935262570657721e-13,1.2933074096709736e-13,5.290873670888224e-09,6.346587565711815e-08,9.57171405875734e-13,5.228252338881539e-11,3.577131497417589e-17,2.378042305120781e-13,3.676071787621163e-12,7.420295740991666e-16,3.145326701671408e-14,3.102639420663685e-09,1.2185696361455142e-11,4.4805625280642325e-13,1.5374255802165554e-11,3.614122204763977e-12,9.809884770004917e-13
1.2934467842413e-07,0.36009909980650334,3.76,0.0,0.6691451761172205,0.9999640213027817,1.4594535373500525e-05,0.0005184133687436472,6.037555828655415e-06,0.01623916032894429,0.01624615339934798,4.2448621987032296e-10,0.0001477223381408485,1.8060249332941615e-06,3.2573474500641514e-06,3.106784594466376e-06,1.8813369231576352e-05,3.835879871587268e-08,2.05684169789776e-06,4.896921748064249e-05,0.0001932406184605505,1.5148232108120537e-06,3.511165674069653e-07,3.1199287635935143e-07,1.3772350191462957e-06,1.1153486074643134e-06,2.361391798665492e-09,1.7094103030131841e-09,4.796643772816321e-10,8.039858773033787e-10,5.675655104236458e-15,4.623923846703106e-09,3.871016460706373e-09,6.927903707449911e-10,9.8402253577162e-14,1.5284505885585256e-13,4.591860907969035e-05,3.48666155669727e-07,3.587447119014637e-05,3.428308396762072e-08,5.44303978397744e-15,1.6950014255171648e-12,4.8621333869002675e-06,1.1748581067085169e-09,5.239015813164712e-12,1.1860958828729659e-09,3.7846940689408326e-11,1.8411517005775389e-09,2.143035271081396e-12,2.1185552623814744e-16,1.5309031112485293e-14,2.7274053091884263e-06,6.521530204648933e-11,1.1677568495306678e-11,2.6975802829477684e-11,5.071717240346923e-16,7.715705325186281e-18,1.5024834737744755e-16,2.2554455487793022e-07,1.0224741642413659e-10,4.521816771694489e-12,2.9858402032683387e-13,1.5466220978522474e-13,5.823860079750242e-08,1.2556082479072685e-07,1.1840181727789827e-09,0.0005055953945080592,6.278064833770114e-07,1.1390274241618698e-07,1.935357646932097e-13,1.2934253155074034e-13,5.3011470003682686e-09,6.386533767710874e-08,1.0447722642430934e-12,5.415568571421676e-11,3.8828741553310244e-17,2.574657444676607e-13,3.822846358682954e-12,7.941840802912338e-16,3.401648269748573e-14,3.1490829086433076e-09,1.3265328085286632e-11,4.658355699986645e-13,1.6558715864258864e-11,3.964537689796058e-12,1.0680737446008173e-12
1.318730225742409e-07,0.36012110811229747,3.76,0.0,0.6688115624111524,0.9999627828292575,1.5427108361973525e-05,0.0005286094556563949,6.267205936311732e-06,0.016552397745062692,0.01655968385959203,4.326849949550487e-10,0.0001551771387113717,1.849066465868039e-06,3.370795668124407e-06,3.2870504552469027e-06,1.927839472315058e-05,4.000827053951642e-08,2.1230675292260565e-06,5.063929150407594e-05,0.00020245399524172137,1.5617639516506003e-06,3.693484220394886e-07,3.264602424304843e-07,1.451667971592462e-06,1.1549315534800351e-06,2.541065802642292e-09,1.86450693816622e-09,4.951643441001859e-10,8.627891632972903e-10,6.192074105305337e-15,4.849580383989478e-09,4.113179798311883e-09,7.442529359526513e-10,1.0836108982972204e-13,1.6424237071006923e-13,4.676419788464276e-05,3.621322195870656e-07,3.637304883018994e-05,3.631392715754153e-08,5.843236231449842e-15,1.7495046500189e-12,4.989289856245597e-06,1.2435641607741216e-09,5.7580308265783975e-12,1.204513166242717e-09,3.955482029502579e-11,1.95643001259742e-09,2.2381722302253634e-12,2.2983097156649987e-16,1.6628350614171086e-14,2.7871497165430467e-06,6.893811783990714e-11,1.2303165526954615e-11,2.924037754375908e-11,5.536680811737684e-16,8.290023247041691e-18,1.709865181282608e-16,2.2901203470904753e-07,1.0664591354946333e-10,4.917579776989876e-12,3.1727027159901e-13,1.6284105616713746e-13,5.988721340891385e-08,1.255140695140746e-07,1.2562565543093203e-09,0.0005153159188413429,6.718944341144469e-07,1.1392360273755956e-07,1.9354916281556836e-13,1.2935704800686732e-13,5.3116073708883755e-09,6.42739803830401e-08,1.1384564502890275e-12,5.6069625863253465e-11,4.2092416216725317e-17,2.7840974431661673e-13,3.9724134964084206e-12,8.489015005336452e-16,3.6736649496776383e-14,3.1949537354730764e-09,1.4416359486446302e-11,4.839482820122128e-13,1.7810180277063786e-11,4.3413065048414455e-12,1.1612455615906046e-12
1.344013667243518e-07,0.3601431254729867,3.76,0.0,0.6684778163209114,0.999961516678923,1.629077847592993e-05,0.0005388062238906192,6.50176367059361e-06,0.016865472731844116,0.016873059168019677,4.408795577917231e-10,0.0001628785018504297,1.892112161190356e-06,3.485142416966115e-06,3.4734500264646654e-06,1.974862998679611e-05,4.170012665940775e-08,2.1905227433557124e-06,5.234254518964398e-05,0.000211958189277725,1.6095825443029106e-06,3.882582275582717e-07,3.414110449278635e-07,1.5287734818691061e-06,1.1953356414488432e-06,2.7317934890234063e-09,2.030925521109363e-09,5.10951495373521e-10,9.250070824590027e-10,6.746261235188742e-15,5.082986084052146e-09,4.3671989616391195e-09,7.986130499086702e-10,1.1914585233636851e-13,1.7628258814170153e-13,4.7607863165368154e-05,3.7584345277674857e-07,3.686559528825782e-05,3.842288588087291e-08,6.266820451684355e-15,1.8058911250523155e-12,5.11761473878514e-06,1.3148470031272567e-09,6.318424837144923e-12,1.2227792961116849e-09,4.1309962122384785e-11,2.0766708197899106e-09,2.3357155503388164e-12,2.4903505308469365e-16,1.803911505482876e-14,2.8470128295983228e-06,7.279220793235858e-11,1.2949091337728664e-11,3.1654892819222904e-11,6.035004659519599e-16,8.896697121463525e-18,1.9417758355174034e-16,2.3255899484054506e-07,1.1114973417345607e-10,5.340004422895541e-12,3.3676735963867077e-13,1.7125954416006523e-13,6.156026813262237e-08,1.2546754010951243e-07,1.3314114992718665e-09,0.0005250290346177364,7.182798386912339e-07,1.1394694809326975e-07,1.9356654122088326e-13,1.2937435214467111e-13,5.3222540202882485e-09,6.469191550933332e-08,1.2385218496109995e-12,5.8025060786432924e-11,4.557243339866689e-17,3.0069968492599815e-13,4.1247681539403e-12,9.06261368457058e-16,3.9620492231471384e-14,3.2402597467201495e-09,1.5642092938195052e-11,5.023935946400944e-13,1.913127947612197e-11,4.745886938517598e-12,1.2608225000035544e-12
1.369297108744627e-07,0.36016515224304363,3.76,0.0,0.6681439324816346,0.9999602224119247,1.7186191289877897e-05,0.0005490035920114092,6.741289304856112e-06,0.017178385153325593,0.017186279284313738,4.490699070972698e-10,0.00017083109844540857,1.935159856420504e-06,3.6003536053295886e-06,3.6660313100136372e-06,2.0224140319978864e-05,4.34349451587705e-08,2.2592211993873137e-06,5.407937066541021e-05,0.000221758582918822,1.6582888792625898e-06,4.078629888268181e-07,3.5685816976206295e-07,1.6086140443436483e-06,1.2365712182874393e-06,2.934142404914023e-09,2.2093308242920597e-09,5.270290354736817e-10,9.908003653984395e-10,7.340435046719906e-15,5.324353161659525e-09,4.633588568185025e-09,8.559985659762691e-10,1.308114279714238e-13,1.8899402805544235e-13,4.8449608764360336e-05,3.897994295771611e-07,3.735219355843552e-05,4.0611390735621795e-08,6.714901204109345e-15,1.8642050366737517e-12,5.247104818090055e-06,1.388750499355184e-09,6.922802426769276e-12,1.2408972856117095e-09,4.311302260886732e-11,2.201999100970402e-09,2.435691496800471e-12,2.6953411912891806e-16,1.9546319899386303e-14,2.9069967458859243e-06,7.6779288967738e-11,1.3615579020357134e-11,3.422723931680374e-11,6.568536617708238e-16,9.537151881862647e-18,2.2006841457313921e-16,2.3618704996338035e-07,1.1575975724583299e-10,5.790458977626368e-12,3.570960921683388e-13,1.7992069409680295e-13,6.325831110949388e-08,1.2542123979442356e-07,1.4095438163127369e-09,0.0005347346527461345,7.67045121404724e-07,1.1397283474373304e-07,1.9358799100499418e-13,1.293945067403378e-13,5.333086393439664e-09,6.511925647773879e-08,1.3452757319209461e-12,6.002272025993286e-11,4.9279210655651785e-17,3.244013112881397e-13,4.279905241277749e-12,9.663448886054964e-16,4.267492268493802e-14,3.2850086957697868e-09,1.694594184126767e-11,5.211707059363956e-13,2.0524718134372838e-11,5.1797935738538796e-12,1.3671349852117877e-12
1.394580550245736e-07,0.3601871887807773,3.76,0.0,0.6678099054702766,0.9999588995845848,1.8113999871007466e-05,0.0005592014795289312,6.9858438727643625e-06,0.017491134869136102,0.017499344165989764,4.5725604158018e-10,0.00017903965138524143,1.9782075972069855e-06,3.716397003211039e-06,3.864840552361781e-06,2.070499040575741e-05,4.521331313652348e-08,2.329176893509113e-06,5.585016430397017e-05,0.00023186061859317098,1.7078929468710106e-06,4.281799646646771e-07,3.728148245017755e-07,1.6912536543388653e-06,1.2786487567178542e-06,3.1487055070783687e-09,2.400420208253204e-09,5.434001999621689e-10,1.0603364301401185e-09,7.976922764840764e-15,5.573901308928387e-09,4.912886398950078e-09,9.165428292146317e-10,1.434155638725828e-13,2.0240622019949241e-13,4.928943851901887e-05,4.0399973614521037e-07,3.783292568324576e-05,4.288086960848825e-08,7.188633678917844e-15,1.9244912162448234e-12,5.377756905291045e-06,1.4653183505503145e-09,7.573898414140557e-12,1.258870120961113e-09,4.496466499531054e-11,2.332541196149299e-09,2.538126903102383e-12,2.9139732293651194e-16,2.1155173469036483e-14,2.9671035580777135e-06,8.090105177025796e-11,1.4302858297805941e-11,3.6965670032740536e-11,7.139209221225035e-16,1.0212873517880134e-17,2.489270482966641e-16,2.3989783574414524e-07,1.204768724732696e-10,6.270371678091748e-12,3.782775015731327e-13,1.8882778171688612e-13,6.498189892191061e-08,1.2537517181995718e-07,1.4907145257967618e-09,0.0005444326821976033,8.182745513828366e-07,1.1400131984509068e-07,1.93613604636697e-13,1.294175755583228e-13,5.344104137316328e-09,6.555611841895885e-08,1.4590349550076064e-12,6.20633472878369e-11,5.322349596827863e-17,3.4958272113755997e-13,4.437819624067523e-12,1.0292349831132432e-15,4.590704342448262e-14,3.329208245316112e-09,1.8331435302605536e-11,5.402788060180045e-13,2.199327712097322e-11,5.644598865565357e-12,1.4805256213083624e-12
1.419863991746845e-07,0.3602092354483747,3.76,0.0,0.6674757298050448,0.9999575477492677,1.90748648698925e-05,0.0005693998068834367,7.235489169103864e-06,0.017803721734440475,0.017812253768372716,4.654379599430621e-10,0.0001875089360857883,2.0212536175563255e-06,3.833242177599448e-06,4.06992234358889e-06,2.1191244374148658e-05,4.7035826698790637e-08,2.4004039611001034e-06,5.7655326795248044e-05,0.00024226979938642246,1.7584048390249793e-06,4.4922667063104447e-07,3.8929454391400353e-07,1.7767578356408473e-06,1.321578857547896e-06,3.3761020968678295e-09,2.6049250129050313e-09,5.600682560715202e-10,1.1337896482320023e-09,8.658164923097541e-15,5.831858005280604e-09,5.205654277817924e-09,9.803849304430246e-10,1.5701898311302782e-13,2.1654996344461125e-13,5.0127356262150765e-05,4.184439706960942e-07,3.830787276932089e-05,4.5232747645505546e-08,7.689221357336124e-15,1.986795149385981e-12,5.509567839385911e-06,1.5445940961462875e-09,8.274583367417968e-12,1.276700761910539e-09,4.686555937944957e-11,2.4684248204248367e-09,2.6430491845536728e-12,3.146967173155203e-16,2.2871104147844756e-14,3.027335356230224e-06,8.51591616290208e-11,1.5011155566744512e-11,3.987881694033564e-11,7.74904361470495e-16,1.092541190403078e-17,2.810442621558095e-16,2.436930092528663e-07,1.2530198039455732e-10,6.781233604181137e-12,4.003328469543409e-13,1.9798435294581836e-13,6.673159872172837e-08,1.2532933947229849e-07,1.5749848627198433e-09,0.0005541230299792645,8.720542673217799e-07,1.1403246146505681e-07,1.9364347600762333e-13,1.294436233702073e-13,5.355307096023335e-09,6.600261819437323e-08,1.5801261741213428e-12,6.41476985054607e-11,5.741637525281671e-17,3.7631442923200027e-13,4.59850612237628e-12,1.0950163385965773e-15,4.9324151716140604e-14,3.3728659688357666e-09,1.980222304792543e-11,5.597170768634871e-13,2.3539815487709563e-11,6.141934758290901e-12,1.6013495248915385e-12
1.445147433247954e-07,0.36023129261194115,3.76,0.0,0.6671413999448291,0.9999561664542519,2.0069454611194383e-05,0.0005795984954304729,7.490287752165146e-06,0.01811614559988265,0.01812500804457348,4.736156608853012e-10,0.0001962437810238283,2.0642963216542567e-06,3.950860428784025e-06,4.281319713013264e-06,2.1682965861506704e-05,4.890309095711981e-08,2.472916678813927e-06,5.9495263217443154e-05,0.0002529916896299633,1.8098347508525686e-06,4.710208819106273e-07,4.063111955243705e-07,1.8651936678304169e-06,1.3653722519028066e-06,3.6169787802164785e-09,2.8236119957038267e-09,5.770365031822138e-10,1.2113416203615146e-09,9.38672015603444e-15,6.098458839179979e-09,5.5124789736285156e-09,1.0476699680965119e-09,1.7168550409237195e-13,2.314573837837356e-13,5.096336582249125e-05,4.3313174374937533e-07,3.877711500290037e-05,4.7668447221904236e-08,8.21791793910116e-15,2.0511629849792127e-12,5.642534487554755e-06,1.6266211168210183e-09,9.027869327812196e-12,1.2943921422045583e-09,4.8816382770223564e-11,2.6097790779846502e-09,2.7504863523644395e-12,3.395073520323676e-16,2.4699767796033767e-14,3.087694229974718e-06,8.9555258580512e-11,1.57406939408338e-11,4.2975708328887355e-11,8.400153637221416e-16,1.1676383714720212e-17,3.1673525358482447e-16,2.475742493618866e-07,1.302359924572504e-10,7.324601679312028e-12,4.232836162808665e-13,2.0739423851255882e-13,6.850798836050972e-08,1.2528374607365817e-07,1.6624162796327745e-09,0.00056380560110791,9.284723024863119e-07,1.1406631859787802e-07,1.936777004667263e-13,1.2947271597166403e-13,5.3666953058340815e-09,6.645887441788028e-08,1.708886056810675e-12,6.627654458594586e-11,6.186928008438363e-17,4.0466943333589147e-13,4.761959509443937e-12,1.163775453279494e-15,5.293374353889659e-14,3.4159893520446392e-09,2.1362080570806156e-11,5.794846921090938e-13,2.5167272482976333e-11,6.6734943463528845e-12,1.7299746673642538e-12
